"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR AHMAD DUMPY","2 - OM PRAKASH","3 - KIRTI VARDHAN SINGH","4 - NANDITA SHUKLA","5 - BENI PRASAD VERMA","6 - AJAY  KUMAR  PRABHAKAR","7 - PREM KUMAR","8 - MASOOD ALAM KHAN","9 - MAHESH KUMAR","10 - MASHOOQ AHMAD","11 - RAJENDRA PRASAD","12 - RAJESH  KUMAR  MAURYA","13 - SATYA PRAKASH","14 - TILAK RAM","15 - BRIJNANDAN TIWARI","16 - None of the Above","Total Votes Secured"
201,"PACHPUTI JAGTAPUR",726,610,0,1336,396,282,0,678,678,0,168,21,402,34,18,2,2,6,1,1,0,1,5,8,1,8,678
202,"PACHPUTI JAGTAPUR",654,536,0,1190,425,295,0,720,720,0,78,10,543,54,5,3,0,1,3,4,0,1,1,6,2,9,720
203,DINKARPUR,753,582,0,1335,364,243,0,607,607,0,57,6,308,190,14,1,0,3,0,6,0,0,2,7,1,12,607
204,BALLIPUR,672,571,0,1243,369,270,0,639,639,0,88,15,277,112,106,4,3,14,1,1,3,1,1,6,5,2,639
205,BALLIPUR,391,309,0,700,199,167,0,366,364,0,41,14,177,20,91,1,0,2,0,1,0,1,2,7,0,9,366
206,"CHANDPUR LAKHPATRAY",652,545,0,1197,293,253,0,546,546,0,79,25,298,78,33,2,3,2,1,1,2,3,4,2,4,9,546
207,"CHANDPUR LAKHPATRAY",248,207,0,455,125,106,0,231,200,0,22,5,126,28,40,1,0,0,0,0,0,1,1,2,0,5,231
208,BENIPUR,843,701,0,1544,537,432,0,969,969,0,119,28,703,60,23,8,0,2,0,4,0,0,7,6,3,6,969
209,"NARAYANPUR GRANT",524,461,0,985,297,231,0,528,523,0,36,23,320,52,48,4,3,2,2,3,4,1,7,10,5,8,528
210,"NARAYANPUR GRANT",483,405,0,888,264,208,0,472,472,0,35,16,244,65,87,1,3,0,0,1,0,3,5,5,1,6,472
211,SATIYA,434,385,0,819,299,221,0,520,445,0,27,11,144,217,86,2,1,1,1,1,0,2,3,3,2,19,520
212,MAHADEVA,576,460,0,1036,322,243,0,565,565,0,55,26,305,71,78,5,4,4,1,3,2,1,4,5,0,1,565
213,KAROUNDI,488,391,0,879,296,200,0,496,496,0,69,16,211,111,58,2,0,3,0,0,3,4,3,9,0,7,496
214,"PARSHAPUR THANVA",778,560,0,1338,435,277,0,712,668,0,87,30,219,59,279,7,2,2,2,0,3,3,9,4,2,4,712
215,"PARSHAPUR THANVA",403,306,0,709,239,155,0,394,394,0,36,11,250,45,24,0,1,2,2,2,0,0,2,8,2,9,394
216,"RAMGARH RENJ",314,223,0,537,131,100,0,231,231,0,11,17,98,32,41,0,2,5,2,2,1,3,4,8,1,4,231
217,HARDAWA,348,264,0,612,193,150,0,343,343,0,98,3,141,68,16,1,0,0,0,2,0,0,2,3,4,5,343
218,SAMBHUNAGAR,304,233,0,537,158,139,0,297,295,0,64,11,145,26,10,4,2,3,1,2,2,3,8,4,4,8,297
219,GOURIYA,265,250,0,515,118,106,0,224,224,0,55,8,106,33,10,1,1,0,0,1,0,0,2,5,0,2,224
220,GOURIYA,815,708,0,1523,584,344,0,928,928,0,161,22,655,39,19,0,1,0,3,2,6,2,2,5,3,8,928
221,MADHVAPUR,529,445,0,974,279,212,0,491,491,0,96,16,286,39,29,3,1,3,0,2,1,2,4,0,3,6,491
222,TIKRI,632,593,0,1225,325,302,0,627,627,0,47,10,305,174,15,0,1,9,43,3,1,3,6,4,1,5,627
223,TIKRI,456,356,0,812,226,149,0,375,375,0,39,17,191,81,23,3,2,1,1,0,1,1,2,6,2,5,375
224,JATMALPUR,464,377,0,841,227,213,0,440,440,0,47,14,311,11,17,2,2,0,21,3,1,0,3,5,1,2,440
225,DEVINAGAR,564,483,0,1047,268,244,0,512,512,0,195,11,279,8,4,1,0,1,4,3,0,1,0,2,1,2,512
226,DEVINAGAR,483,420,0,903,264,236,0,500,500,0,179,19,266,15,8,2,1,1,1,1,0,2,1,1,0,3,500
227,SARAYKHATRI,705,611,0,1316,380,318,0,698,698,0,124,17,469,31,10,2,2,1,16,0,0,2,3,7,5,9,698
228,LOHRADAND,443,352,0,795,297,226,0,523,523,0,48,11,339,87,9,1,2,1,2,1,1,2,7,5,0,7,523
229,"KAMA TIKRI",189,158,0,347,161,118,0,279,240,0,21,1,245,8,0,0,0,0,1,2,0,0,0,1,0,0,279
230,DURJANPUR,584,462,0,1046,292,232,0,524,524,0,168,14,253,28,8,1,3,4,21,4,4,1,3,1,1,10,524
231,"GAILAN GRANT",846,722,0,1568,483,305,0,788,788,0,85,45,487,40,47,3,4,5,8,8,3,5,6,14,8,20,788
232,"LIDEHNA GRANT",596,481,0,1077,375,305,0,680,680,0,51,34,506,27,16,6,3,4,5,3,4,5,5,3,6,2,680
233,"LIDEHNA GRANT",721,593,0,1314,391,316,0,707,707,0,224,24,352,27,8,8,4,5,12,9,2,3,4,6,7,12,707
234,PARSAHNA,446,409,0,855,257,200,0,457,457,0,83,14,286,14,21,2,1,1,9,3,0,0,4,5,4,10,457
235,PAHLI,567,481,0,1048,398,217,0,615,615,0,58,17,279,191,15,0,3,1,9,4,2,1,8,7,6,14,615
236,PAHLI,313,263,0,576,174,150,0,324,324,0,41,5,216,35,2,0,0,2,6,2,1,5,1,4,3,1,324
237,GARHI,601,522,0,1123,373,317,0,690,690,0,89,11,366,151,1,1,1,21,10,4,2,4,11,9,4,5,690
238,DOULATPUR,489,446,0,935,273,244,0,517,517,0,28,20,299,148,8,1,1,0,5,2,0,0,2,0,0,3,517
239,BAHADURA,555,500,0,1055,326,291,0,617,616,0,134,7,163,249,16,0,1,3,8,4,2,3,10,2,4,11,617
240,BAHADURA,364,318,0,682,180,174,0,354,354,0,77,4,67,183,12,4,0,0,2,0,1,1,1,0,1,1,354
241,BAHADURA,677,553,0,1230,416,300,0,716,716,0,12,11,163,496,13,0,0,0,0,3,1,0,4,5,2,6,716
242,BAHADURA,295,249,0,544,176,115,0,291,284,0,14,4,169,89,10,1,0,1,0,0,0,0,0,2,0,1,291
243,PARVATI,399,332,0,731,222,178,0,400,400,0,42,7,189,100,21,1,2,3,28,2,0,0,1,2,1,1,400
244,KISHUNDASPUR,481,408,0,889,333,225,0,558,558,0,49,8,341,117,14,1,1,2,6,1,0,2,7,8,0,1,558
245,"KOLHAMPUR VISHEN",384,355,0,739,229,228,0,457,457,0,53,18,217,133,10,2,3,6,3,1,2,2,4,2,1,0,457
246,DAYALPUR,326,279,0,605,186,159,0,345,345,0,8,3,186,140,2,0,1,0,1,0,0,0,3,0,0,1,345
247,BAIJALPUR,604,544,0,1148,343,328,0,671,671,0,185,7,262,170,23,4,1,3,3,0,2,0,5,2,2,2,671
248,NARENDRAPUR,636,512,0,1148,293,288,0,581,581,0,18,10,381,126,14,3,4,2,12,1,2,0,3,0,1,4,581
249,MAINPUR,728,579,0,1307,408,323,0,731,731,0,168,20,371,130,15,0,0,1,1,1,1,3,3,6,2,9,731
250,RAMAPUR,690,571,0,1261,341,276,0,617,617,0,187,22,312,46,10,4,2,3,0,5,1,4,4,4,5,8,617
251,RAMAPUR,678,583,0,1261,367,314,0,681,681,0,114,20,455,41,11,1,1,1,1,4,4,2,8,7,2,9,681
252,NARAYANPUR,393,335,0,728,192,212,0,404,404,0,20,15,292,36,4,1,1,0,1,4,3,5,8,6,2,6,404
253,SHAHPUR,632,569,0,1201,496,409,0,905,905,0,50,4,39,784,14,1,0,4,1,0,1,3,2,0,1,1,905
254,PATKHOULI,251,217,0,468,174,161,0,335,335,0,31,9,109,177,4,1,0,1,0,0,1,0,0,2,0,0,335
255,"KOLHAMPUR IMAM",461,400,1,862,284,275,0,559,558,0,89,8,287,135,9,0,0,2,0,0,2,1,2,10,2,12,559
256,"HOLAPUR TALIB",343,292,0,635,190,197,0,387,200,0,60,8,177,114,7,4,0,3,0,0,1,0,2,6,1,4,387
257,HARIVANSHPUR,626,513,0,1139,388,269,0,657,657,0,166,26,280,84,68,2,2,2,0,1,1,2,3,5,3,12,657
258,CHOUBEYPUR,480,380,0,860,291,249,0,540,540,0,95,23,265,96,13,1,1,8,4,1,2,3,8,7,1,12,540
259,CHOUBEYPUR,394,416,0,810,191,173,0,364,364,0,84,8,154,79,13,0,1,15,0,1,1,0,2,3,0,3,364
260,"KOLAPUR KAJI",816,755,1,1572,409,419,0,828,828,0,43,13,169,344,187,2,1,54,3,1,2,0,1,1,2,5,828
261,KALYANPUR,506,415,0,921,302,210,0,512,460,0,42,12,229,145,62,6,0,3,0,0,3,1,1,4,3,1,512
262,KALYANPUR,712,538,0,1250,344,246,0,590,590,0,79,12,187,101,169,3,2,3,4,6,2,3,2,3,3,11,590
263,KALYANPUR,883,680,0,1563,477,359,0,836,836,0,117,26,401,143,86,3,0,6,5,4,4,2,9,10,4,16,836
264,"NAWABGANJ GIRD",636,523,0,1159,380,281,0,661,661,0,207,13,267,108,14,2,0,16,2,2,3,1,2,9,2,13,661
265,"NAWABGANJ GRAMIN",833,712,0,1545,507,424,0,931,931,0,165,20,383,261,57,5,3,2,9,3,3,1,7,3,3,6,931
266,"POKHTA DARWAJA",239,202,0,441,153,115,0,268,268,0,34,6,167,36,7,0,0,7,1,1,1,0,1,2,0,5,268
267,"POKHTA DARWAJA",736,564,0,1300,421,329,0,750,745,0,161,9,331,167,19,3,1,44,1,2,1,1,2,2,2,4,750
268,"POKHTA DARWAJA",550,508,0,1058,350,282,0,632,632,0,89,4,352,129,10,1,1,36,2,1,3,0,0,0,2,2,632
269,"POKHTA DARWAJA",390,346,0,736,238,190,0,428,428,0,95,6,224,73,2,0,2,20,1,0,0,0,1,0,1,3,428
270,NAWABGANJ,748,616,0,1364,393,269,0,662,662,0,170,5,356,93,9,2,0,9,0,2,0,0,3,3,0,10,662
271,NAWABGANJ,541,461,0,1002,260,251,0,511,511,0,102,4,304,75,20,1,0,1,0,1,0,0,0,0,1,2,511
272,NAWABGANJ,651,484,0,1135,357,225,0,582,582,0,151,2,185,125,7,1,0,105,1,0,0,0,3,1,0,1,582
273,NAWABGANJ,293,214,0,507,170,116,0,286,286,0,52,2,146,63,6,0,0,14,1,0,0,0,1,0,0,1,286
274,NAWABGANJ,660,556,0,1216,386,291,0,677,603,0,118,5,346,149,20,3,1,26,0,3,1,0,0,2,0,3,677
275,NAWABGANJ,621,513,0,1134,368,268,0,636,632,0,116,3,270,168,11,0,1,60,0,0,1,0,1,0,0,5,636
276,NAWABGANJ,698,552,0,1250,352,248,0,600,600,0,45,6,328,129,42,1,3,23,3,1,1,2,3,2,3,8,600
277,NAWABGANJ,496,447,0,943,351,221,0,572,438,0,13,4,498,41,10,1,0,2,0,0,0,0,2,0,0,1,572
278,MAHAGUPUR,550,446,0,996,305,226,0,531,529,0,156,14,221,109,9,0,2,2,0,0,2,2,4,4,1,5,531
279,MAGMAHAGUPUR,750,596,0,1346,415,277,0,692,172,0,31,4,339,288,21,2,0,1,0,1,0,1,0,0,0,4,692
280,MAHAGUPUR,492,402,0,894,250,175,0,425,424,0,86,8,223,79,13,0,0,1,1,0,0,0,1,1,2,10,425
281,KHEMPUR,177,157,0,334,151,117,0,268,268,0,7,6,206,22,5,2,0,11,0,0,0,2,3,2,0,2,268
282,JAITPUR,837,644,0,1481,487,334,0,821,821,0,170,20,253,139,70,3,5,6,93,7,3,7,6,17,5,17,821
283,"MAJHA RATH",501,361,0,862,296,162,0,458,458,0,67,5,103,218,14,1,3,1,32,0,1,1,1,5,1,5,458
284,DULLAPUR,577,499,0,1076,358,232,0,590,588,0,91,11,211,211,46,1,1,2,0,0,0,0,0,4,2,10,590
285,DULLAPUR,835,677,0,1512,565,398,0,963,959,0,149,25,580,60,61,2,3,6,41,3,3,3,10,5,4,8,963
286,TURKOULI,761,621,0,1382,361,366,0,727,724,0,106,24,417,51,47,4,2,1,2,4,2,7,16,12,9,23,727
287,BALAPUR,611,494,0,1105,373,257,0,630,630,0,54,11,398,96,39,2,1,1,3,0,1,1,5,6,5,7,630
288,BALAPUR,314,275,0,589,168,136,0,304,302,0,34,8,162,42,34,1,1,1,0,2,0,1,4,3,1,10,304
289,KANAKPUR,544,495,0,1039,362,272,0,634,634,0,98,12,354,136,12,3,1,1,0,1,1,2,2,2,1,8,634
290,KANAKPUR,323,262,0,585,249,182,0,431,431,0,36,11,297,64,13,2,2,0,2,0,1,0,0,1,1,1,431
291,DURGAGANJ,729,547,0,1276,380,184,0,564,564,0,13,11,178,272,54,4,0,2,6,1,2,0,2,6,3,10,564
292,MAHESHPUR,792,579,0,1371,402,281,0,683,683,0,58,28,319,209,17,2,5,1,8,1,0,3,8,8,5,11,683
293,"KATRABHOG CHAND",476,438,0,914,330,247,0,577,575,0,64,11,330,139,14,0,2,0,0,2,2,2,0,5,2,4,577
294,"KATRABHOG CHAND",388,325,0,713,266,218,0,484,483,0,91,7,153,162,19,3,3,2,4,1,3,3,3,6,4,20,484
295,JAFRAPUR,494,429,0,923,319,280,0,599,599,0,69,15,238,227,17,2,2,3,0,1,1,2,5,10,1,6,599
296,FATTEPUR,445,391,0,836,286,244,0,530,529,0,36,21,341,86,33,2,2,2,1,1,0,0,1,1,0,3,530
297,REHALI,597,549,0,1146,408,399,0,807,807,0,261,27,266,25,177,4,7,0,4,3,2,4,5,5,5,12,807
298,NAGWA,542,478,1,1021,300,252,0,552,552,0,107,4,323,44,59,1,0,1,2,4,0,0,5,1,0,1,552
299,NAGWA,741,596,0,1337,420,261,0,681,681,0,79,12,434,48,75,0,2,1,1,0,2,3,5,6,4,9,681
300,"MEERPUR YOUSUF",440,377,0,817,249,215,0,464,464,0,40,11,90,261,36,4,0,3,2,0,2,0,4,1,3,7,464
301,CHAKSHIVRAHA,665,519,0,1184,417,323,0,740,735,0,69,22,332,131,166,2,3,3,1,2,0,0,1,4,3,1,740
302,"BALLIPUR SANI",245,215,0,460,141,156,0,297,297,0,12,11,209,39,20,0,0,0,2,1,0,1,1,0,0,1,297
303,AKDANGA,243,234,0,477,148,163,0,311,311,0,4,6,209,75,11,0,0,0,1,0,1,1,1,1,0,1,311
304,AKBARPUR,658,556,0,1214,370,363,0,733,730,0,67,16,465,145,18,5,4,4,0,4,2,0,2,1,0,0,733
305,KHADAUVA,819,693,0,1512,384,395,0,779,779,0,38,8,505,160,23,1,0,1,2,5,1,2,8,6,3,16,779
306,KHADAUVA,493,396,0,889,231,222,0,453,453,0,76,7,254,59,37,3,3,0,0,3,0,0,4,4,1,2,453
307,REEVA,343,317,0,660,223,209,0,432,432,0,8,9,383,18,7,0,0,1,1,0,1,1,2,0,0,1,432
308,KAJIPUR,501,433,0,934,286,260,0,546,546,0,101,12,137,231,14,0,1,26,3,3,0,2,1,7,2,6,546
309,NIRIYA,379,341,0,720,260,226,0,486,466,0,132,21,282,9,29,1,3,0,1,0,0,1,2,3,1,1,486
310,UMRIYA,381,343,0,724,289,223,0,512,512,0,77,13,349,36,24,1,0,0,1,0,0,0,5,2,1,3,512
311,SARAYEHARRA,205,171,0,376,105,99,0,204,204,0,71,3,89,21,8,1,0,0,0,2,0,0,1,2,2,4,204
312,ISHMAILPUR,563,440,0,1003,338,236,0,574,480,0,73,12,386,77,12,3,2,0,1,2,1,1,1,0,1,2,574
313,ISHMAILPUR,409,311,0,720,186,128,0,314,314,0,62,10,144,63,11,3,2,1,1,0,2,2,2,4,2,5,314
314,LOLPUR,729,554,0,1283,418,307,0,725,725,0,86,16,500,104,0,0,2,0,0,1,0,1,5,0,0,10,725
