"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - REKHA","2 - ANAND BHADAURIYA","3 - AJAY VERMA","4 - ANAND KUMAR","5 - KIRTI SINGH","6 - SWAMI DAYAL","7 - DAUD AHMAD","8 - KUWAR JITIN PRASAD","9 - LEKHRAJ","12 - RAM BALI","13 - RAJENDRA KUMAR SINGH","14 - SUKHVINDRA SINGH","15 - VIVEK MISHRA","16 - VIJAY KUMAR TIWARI","17 - MALA DEVI","18 - None of the Above","Total Votes Secured"
203,BHANPUR,346,262,0,608,238,186,0,424,423,0,199,115,0,5,0,0,53,41,3,0,0,2,1,4,0,1,424
204,KASHIPUR,326,274,1,601,246,199,0,445,445,0,77,142,0,4,0,1,150,52,3,1,0,3,2,2,0,8,445
205,HAIRAMKHEDA,755,520,0,1275,464,291,0,755,755,0,287,43,6,3,8,2,68,293,8,6,1,7,7,8,3,5,755
206,CHAPERDAHA,452,342,0,794,281,213,0,494,494,0,56,155,4,8,0,4,74,172,0,3,1,4,2,8,1,2,494
207,BAIKUAN,858,657,0,1515,541,401,0,942,942,0,297,201,4,5,2,7,273,120,10,2,2,7,2,3,4,3,942
208,BAIKUAN,478,365,0,843,287,182,0,469,469,0,272,35,3,5,2,0,81,58,9,0,0,2,1,1,0,0,469
209,RAHJANIYA,749,606,0,1355,561,387,0,948,948,0,560,206,4,9,3,4,78,63,9,2,0,3,1,1,2,3,948
210,JAMUNIYARNA,466,385,0,851,329,272,0,601,601,0,227,13,5,2,3,0,295,50,1,1,1,0,0,1,1,1,601
211,JAMUNIYASHAHBAJ,707,561,0,1268,449,311,0,760,760,0,257,94,6,6,5,2,241,111,10,2,1,5,2,8,1,9,760
212,JAMUNIYAKADILE,446,366,0,812,293,239,0,532,532,0,193,92,2,10,0,3,127,93,0,0,0,1,2,2,0,7,532
213,BEHADAJORAWAR,479,376,0,855,283,240,0,523,523,0,183,190,2,11,3,1,40,83,5,0,1,0,0,0,2,2,523
214,NAYAGAWN,466,369,0,835,355,275,0,630,630,0,181,71,3,4,4,5,159,182,6,2,2,1,1,2,1,6,630
215,NAYAGAWN,403,298,0,701,254,188,0,442,438,0,68,22,1,5,0,1,239,86,4,1,0,4,1,3,0,7,442
216,MAIGALGANJ,525,419,0,944,292,228,0,520,520,0,263,37,2,5,1,1,72,125,9,1,0,0,0,1,1,2,520
217,MAIGALGANJ,471,369,0,840,256,195,0,451,451,0,134,72,1,2,1,1,24,208,4,1,1,0,0,0,1,1,451
218,MAIGALGANJ,809,645,0,1454,518,372,0,890,890,0,517,39,7,1,2,2,16,276,11,1,1,2,2,2,1,10,890
219,MAIGALGANJ,674,509,0,1183,405,234,0,639,33,0,324,31,0,1,1,1,41,233,2,0,1,0,1,1,1,1,639
220,MAIGALGANJ,547,404,0,951,386,260,0,646,646,0,367,58,4,2,4,1,34,163,3,0,3,0,2,2,1,2,646
221,MAIGALGANJ,335,293,0,628,228,187,0,415,413,0,241,30,2,5,1,1,9,111,6,0,1,2,1,1,2,2,415
222,MAIGALGANJ,812,594,0,1406,546,325,0,871,871,0,376,169,8,6,2,0,55,234,5,2,1,3,4,1,1,4,871
223,KHAKHRA,702,606,0,1308,458,395,0,853,853,0,329,68,4,2,3,7,111,299,10,1,0,3,2,3,8,3,853
224,KHAKHRA,454,413,0,867,263,214,0,477,477,0,198,34,3,1,1,2,65,162,4,1,0,3,0,2,0,1,477
225,KHAKHRA,475,408,0,883,279,222,0,501,501,0,154,47,2,1,0,0,37,252,1,0,0,2,1,1,0,3,501
226,KHAKHRA,807,721,0,1528,400,376,0,776,776,0,325,48,5,8,1,3,76,295,2,1,2,1,3,1,1,4,776
227,LIDHIYAI,787,624,0,1411,580,462,0,1042,1042,0,330,106,6,2,1,5,80,482,4,2,2,2,4,11,2,3,1042
228,CHAUGANPUR,802,637,0,1439,544,438,0,982,982,0,306,169,3,6,1,3,224,245,9,0,3,1,3,3,2,4,982
229,BANDUKHEDA,396,317,0,713,280,231,0,511,465,0,77,200,0,2,0,3,145,58,9,1,0,3,3,5,1,4,511
230,"SIKATIHA M, HARNAHA",808,665,0,1473,602,485,0,1087,1085,0,353,346,11,1,6,6,111,213,12,1,1,8,7,5,1,5,1087
231,ITARA,310,273,1,584,233,186,0,419,418,0,211,79,4,2,1,0,56,54,7,0,1,2,0,0,2,0,419
232,KHUNTIBUJURG,638,530,0,1168,462,342,0,804,797,0,306,279,7,5,1,0,58,117,5,2,2,5,2,4,5,6,804
233,KHUNTIKHURD,584,463,0,1047,429,309,0,738,735,0,247,117,4,9,4,3,305,36,4,0,1,1,1,1,1,4,738
234,NADAUA,251,203,0,454,210,175,0,385,375,0,179,148,1,5,0,0,35,10,5,0,0,1,0,0,1,0,385
235,BHIKHAMDEVTA,268,219,0,487,220,161,0,381,380,0,128,94,3,2,1,0,136,10,0,1,0,3,0,2,0,1,381
236,DHAKHAURA,555,513,0,1068,406,397,0,803,801,0,482,194,4,3,1,1,59,43,5,0,0,1,1,3,0,6,803
237,KOTARI,384,335,0,719,261,221,0,482,482,0,101,121,1,2,1,1,168,73,4,1,0,2,2,3,1,1,482
238,FARIYAPIPARIYA,795,664,0,1459,532,442,0,974,968,0,212,196,9,8,1,5,400,102,12,2,3,8,4,4,1,7,974
239,AURANGABAD,552,437,0,989,396,311,0,707,707,0,545,70,6,5,1,1,10,62,2,1,0,0,0,0,1,3,707
240,AURANGABAD,468,404,0,872,304,246,0,550,550,0,392,39,9,1,3,1,11,80,6,1,0,0,2,2,1,2,550
241,AURANGABAD,472,388,0,860,312,257,0,569,569,0,355,48,4,1,1,0,9,141,5,1,0,1,0,1,0,2,569
242,AURANGABAD,452,367,0,819,249,207,0,456,454,0,100,98,1,4,1,2,36,207,2,0,0,1,0,1,0,3,456
243,AURANGABAD,505,406,0,911,368,253,0,621,615,0,252,112,0,5,0,0,24,216,2,0,1,1,1,4,3,0,621
244,AURANGABAD,431,364,0,795,280,209,0,489,478,0,53,85,3,4,1,3,67,260,5,2,0,1,1,2,0,2,489
245,AURANGABAD,487,396,0,883,288,247,0,535,532,0,31,101,0,2,1,3,135,245,1,1,2,1,3,1,1,7,535
246,AURANGABAD,584,445,0,1029,420,325,0,745,741,0,171,81,7,11,1,3,61,383,5,2,1,3,5,2,4,5,745
247,PAKARIYA,421,387,0,808,409,249,0,658,658,0,239,296,4,2,1,3,22,73,5,0,2,2,2,1,1,5,658
248,SAHAURA,250,210,0,460,166,172,0,338,338,0,44,15,1,2,2,0,198,69,2,1,1,2,1,0,0,0,338
249,KUKURGOTI,837,672,0,1509,652,510,0,1162,1152,0,423,228,7,10,6,4,307,121,20,4,4,9,5,6,1,7,1162
250,KHAMARIYA,418,364,0,782,336,244,0,580,580,0,194,181,0,3,2,2,134,47,7,0,1,2,3,0,0,4,580
251,DHAKHIYARUP,432,345,0,777,307,250,0,557,557,0,282,36,2,2,1,0,117,102,2,0,2,1,3,1,1,5,557
252,BARGADIYA,361,261,0,622,245,179,0,424,424,0,22,143,0,2,0,1,119,131,1,0,0,2,0,3,0,0,424
253,NAKARA,544,486,0,1030,478,370,0,848,848,0,63,590,1,15,1,5,137,26,1,0,0,3,2,1,1,2,848
254,NAKARA,417,349,0,766,353,280,0,633,600,0,111,360,3,10,1,6,61,73,0,1,0,1,0,2,1,3,633
255,"RAMPUR RAMDAS",380,353,0,733,326,287,0,613,613,0,225,228,4,9,1,4,7,123,5,0,0,2,1,1,1,2,613
256,AHIRI,336,282,0,618,258,204,0,462,462,0,261,137,2,2,1,1,11,40,4,2,0,0,1,0,0,0,462
257,SHIVRAJPUR,358,241,0,599,281,180,0,461,461,0,124,264,2,3,0,5,23,18,8,1,1,1,4,3,0,4,461
258,SUHELA,253,205,0,458,220,177,0,397,397,0,161,190,2,2,0,1,2,25,3,1,0,1,4,2,1,2,397
259,BHAGAUTIPUR,706,566,0,1272,527,411,0,938,938,0,93,684,4,11,1,5,76,48,5,2,0,1,0,1,4,3,938
260,MUDAHARDASPUR,619,534,0,1153,524,387,0,911,795,0,250,496,3,14,1,11,18,86,6,6,0,2,1,2,1,14,911
261,KAKARHA,607,565,0,1172,491,437,0,928,928,0,139,339,3,12,2,3,228,160,8,4,1,4,3,9,2,11,928
262,KAKARHA,725,609,0,1334,487,422,0,909,904,0,132,393,5,10,1,3,229,108,6,5,1,0,2,4,0,10,909
263,"JANKIPUR NAGAR GRANT",473,403,0,876,334,255,0,589,589,0,170,121,4,6,1,3,144,111,7,3,1,3,1,4,2,8,589
264,"JANKIPUR NAGAR GRANT",463,416,0,879,274,252,0,526,525,0,181,121,2,3,2,1,97,111,3,2,0,0,0,1,0,2,526
265,"JANKIPUR NAGAR GRANT",475,393,0,868,331,222,0,553,500,0,41,32,1,3,1,4,392,69,0,1,0,2,1,1,2,3,553
266,"JANKIPUR NAGAR GRANT",460,373,0,833,268,161,0,429,429,0,60,58,0,1,0,4,242,49,2,0,0,5,0,2,1,5,429
267,"SALAHPUR GRANT",477,393,0,870,324,248,0,572,565,0,103,157,1,8,3,5,268,13,3,1,1,6,0,0,0,3,572
268,"BHIRAWAN GRANT",453,346,0,799,364,262,0,626,626,0,29,41,2,7,1,2,428,100,4,1,2,2,1,0,1,5,626
269,"BHIRAWAN GRANT",428,379,0,807,322,248,0,570,570,0,50,141,0,2,1,2,335,26,2,1,1,2,2,2,0,3,570
270,"BHIRAWAN GRANT",752,705,0,1457,553,436,0,989,989,0,305,366,4,11,5,5,133,140,5,1,1,2,2,2,1,6,989
271,SHIVPURI,824,712,0,1536,590,380,0,970,970,0,407,94,5,13,2,1,177,243,14,1,0,1,3,2,5,2,970
272,"SEMARA GRANT",497,391,0,888,335,247,0,582,580,0,103,34,7,3,0,3,332,74,10,2,1,5,1,2,0,5,582
273,"GULRHA GRANT",426,335,0,761,299,253,0,552,552,0,175,170,5,3,1,0,102,86,4,0,0,1,2,1,2,0,552
274,DHAKHA,765,615,1,1381,520,406,0,926,914,0,263,328,4,12,3,9,223,56,5,2,2,3,3,5,1,7,926
275,DEVARI,331,256,0,587,257,196,0,453,453,0,195,145,0,9,3,0,65,29,4,0,0,2,0,1,0,0,453
276,RAWAN,676,561,0,1237,561,407,0,968,968,0,419,171,5,5,6,0,278,45,10,5,5,9,2,2,2,4,968
277,KALLUAMOTI,636,627,0,1263,394,313,0,707,707,0,311,46,2,2,1,0,68,261,10,0,0,3,1,1,1,0,707
278,KALLUAMOTI,515,484,0,999,342,264,0,606,604,0,130,114,5,6,4,2,133,186,5,0,2,4,1,4,5,5,606
279,MURADPUR,333,233,0,566,224,166,0,390,390,0,142,73,1,4,2,0,59,99,3,1,0,0,0,1,3,2,390
280,CHANWA,383,265,0,648,307,197,0,504,504,0,109,267,0,5,0,2,52,55,4,1,1,1,3,3,0,1,504
281,BEHDALAL,402,338,0,740,361,266,0,627,627,0,150,244,4,10,3,5,172,23,3,0,0,5,1,1,1,5,627
282,BICHIYANAGARA,371,288,0,659,250,174,0,424,374,0,161,145,2,4,1,1,17,84,3,0,0,1,4,0,1,0,424
283,"KHANPUR GRANT",728,525,0,1253,428,321,0,749,749,0,392,63,5,8,4,1,130,118,18,0,0,2,2,2,1,3,749
284,ODRAHA,475,373,0,848,340,239,0,579,578,0,93,155,2,13,0,0,237,70,2,0,1,3,1,0,1,1,579
285,ODRAHA,420,422,0,842,277,243,0,520,519,0,109,250,0,8,1,1,103,30,5,1,1,4,2,3,0,2,520
286,DHAKHIYADEVI,616,518,0,1134,444,326,0,770,767,0,420,61,10,2,2,4,63,189,5,1,0,1,4,2,1,5,770
287,AMRAULIYA,571,484,0,1055,453,366,0,819,818,0,630,50,8,3,2,3,45,41,19,2,2,3,6,0,1,4,819
288,DIXITPUR,428,339,0,767,327,248,0,575,551,0,115,87,0,2,4,0,328,25,6,0,1,3,1,1,0,2,575
289,RAHIPARAS,307,264,0,571,257,215,0,472,471,0,331,38,7,3,3,1,42,27,13,0,0,0,3,1,0,3,472
290,KAIMAHARA,555,471,0,1026,396,327,0,723,711,0,226,141,2,7,1,4,175,145,6,1,1,6,4,2,1,1,723
291,PARSEHARA,566,459,0,1025,425,337,0,762,737,0,155,57,5,1,3,1,361,156,8,1,1,6,0,6,0,1,762
292,KHAIRAHANA,330,244,1,575,208,152,0,360,255,189,189,68,0,3,1,2,54,31,1,0,2,0,5,1,1,2,360
293,OSARI,640,532,0,1172,475,367,0,842,840,0,340,72,6,2,2,6,324,41,12,1,5,4,8,4,2,13,842
294,SHAHUPUR,326,263,0,589,250,207,0,457,457,0,99,118,3,3,1,0,152,65,5,1,3,2,1,0,4,0,457
295,ALINAGAR,886,743,0,1629,612,450,0,1062,1062,0,346,84,5,6,2,2,207,372,7,1,1,5,3,10,2,9,1062
296,KHURMNAGAR,526,387,0,913,366,242,0,608,608,0,128,202,2,10,4,0,84,166,2,0,0,1,2,0,1,6,608
297,KHURMNAGAR,542,394,1,937,350,241,0,591,291,0,143,109,3,4,3,3,137,167,6,0,1,5,0,5,2,3,591
298,"ASHIK NAGAR",485,332,0,817,317,214,0,531,531,0,163,78,5,8,0,1,103,147,13,0,1,3,2,3,1,3,531
299,"ASHIK NAGAR",524,444,0,968,325,266,0,591,580,0,129,147,2,14,3,3,259,27,3,0,2,0,0,0,0,2,591
300,KUSUMI,547,390,0,937,400,269,0,669,668,0,162,170,3,6,4,3,248,42,5,1,1,8,4,4,4,4,669
301,"PALHAPUR M. KAPASI",663,511,0,1174,546,380,0,926,926,0,202,308,6,4,1,9,216,139,7,2,2,4,9,7,3,7,926
302,HINDUNAGAR,273,205,0,478,247,166,0,413,413,0,125,202,4,4,3,3,19,44,2,1,0,0,3,1,1,1,413
303,BALLIPUR,277,211,0,488,178,137,0,315,315,0,138,20,2,0,1,0,29,120,1,1,0,0,0,0,2,1,315
