"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANSHUL VERMA","2 - USHA VERMA","3 - SHIVE PRASAD VERMA","4 - SARVESH KUMAR","5 - CHANDRAPAL","6 - RAMDAYAL","7 - RAMLAKHAN GAUTAM","8 - SANJAY KUMAR","9 - SANTRAM","10 - HIRA LAL VERMA","11 - RAMPAL","12 - SHIVEKUMAR","13 - SAROJ KUMAR","14 - SARVESH","15 - SUNIL BHARTI","16 - None of the Above","Total Votes Secured"
178,"P.P.K,N.2TENI",791,611,0,1402,490,324,0,814,810,0,341,238,176,15,2,1,1,1,0,0,4,8,4,6,4,13,814
179,P.P.ACHUAPUR,430,382,0,812,315,229,0,544,330,0,332,124,45,30,0,0,1,0,0,0,1,2,1,2,2,4,544
180,P.P.JAFARPUR,276,231,0,507,176,149,0,325,325,0,85,58,148,23,0,0,0,0,0,1,2,4,0,1,0,3,325
181,P.P.PAIDAI,651,591,0,1242,2,1,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
182,P.P.JALALPUR,370,330,0,700,251,237,0,488,486,0,53,24,339,64,3,0,1,0,1,0,0,1,0,0,0,2,488
183,"P.P.K.N.1 THAMRWA",753,625,0,1378,403,311,0,714,714,0,183,174,244,81,4,6,1,0,1,3,1,6,0,2,3,5,714
184,"P.P.K.N.2 THAMRWA",118,112,0,230,77,46,0,123,98,0,79,8,4,28,1,0,1,0,0,0,0,1,0,0,0,1,123
185,P.P.DAULATPUR,323,281,0,604,224,135,0,359,350,0,226,9,97,16,0,0,0,0,1,0,0,0,3,2,1,4,359
186,"P.P.PILWANKHEDA M.DAULATPUR",627,560,0,1187,341,318,0,659,659,0,285,94,230,24,3,3,0,0,2,0,1,5,2,1,1,8,659
187,"J.H,SCHOOL K.N.1 GOPAMAU N.P.P.",538,464,0,1002,297,222,0,519,512,0,89,213,172,22,1,0,1,0,0,1,1,5,4,4,3,3,519
188,"J.H.SCHOOL EXTRA ROOM GOPAMAU N.P.",516,404,0,920,226,126,0,352,344,0,27,212,73,32,1,1,0,0,0,0,0,1,0,1,2,2,352
189,"J.H.SCHOOL K.N. 2 GOPAMAU N.P.",832,677,0,1509,514,325,0,839,807,0,332,271,193,21,1,4,0,0,1,1,0,1,4,2,3,5,839
190,"J,H.SCHOOL K.N.3 GOPAMAU N.P.P.",880,692,0,1572,469,317,0,786,704,0,211,320,152,71,4,4,0,2,0,0,1,4,2,2,7,6,786
191,"P.P.K.N.1GOPAMAU N.P.P.",542,425,0,967,348,262,0,610,453,0,23,344,221,2,1,0,0,0,0,0,0,3,1,3,3,9,610
192,"P.P.K.N.2 GOPAMAU N.P.P.",308,234,0,542,187,106,0,293,290,0,22,181,66,18,0,0,0,0,0,0,0,1,2,1,0,2,293
193,"P.P.EXTRA ROOM GOPAMAU N.P.P.",619,492,0,1111,384,300,0,684,684,0,145,155,308,37,1,6,0,2,2,0,2,5,5,4,3,9,684
194,"TA.A.KARYA NEW BHAWAN GOPAMU N.P.P.",577,499,0,1076,328,224,0,552,552,0,228,165,126,12,1,1,0,1,0,0,2,6,1,2,1,6,552
195,"TA.A.KARYA NEW BHAWAN GOPAMU N.P.P.",401,291,0,692,209,121,0,330,202,0,66,115,130,11,1,1,0,1,1,0,0,2,1,0,0,1,330
196,P.P.K.N.1TANDUR,636,500,0,1136,340,219,0,559,554,0,251,24,259,12,0,0,2,0,0,0,1,4,2,1,0,3,559
197,P.P.K.N.2TANDUR,362,301,0,663,215,162,0,377,360,0,48,31,258,10,4,0,1,0,2,2,1,2,3,9,3,3,377
198,P.P.SARAIYA,499,428,0,927,340,237,0,577,535,0,262,90,201,11,0,0,0,0,0,0,0,3,4,2,0,4,577
199,P.P.K.N.1RAHIMPUR,628,550,0,1178,436,280,0,716,691,0,160,399,111,22,4,0,0,0,1,1,1,3,3,1,4,6,716
200,P.P.KACHNARI,271,216,0,487,169,107,0,276,276,0,6,37,213,10,0,1,0,0,0,0,0,1,2,5,0,1,276
201,P.P.BABUPUR,350,309,0,659,256,197,0,453,453,0,10,56,355,19,1,1,0,1,0,2,2,1,2,1,1,1,453
202,P.P.K.N.2FAKIRABAD,403,346,0,749,280,268,0,548,521,0,82,39,403,8,2,0,0,1,1,1,0,3,1,3,1,3,548
203,P.P.SARKHAN,287,260,0,547,208,195,0,403,390,0,201,144,23,21,1,1,1,0,0,0,1,3,2,1,2,2,403
204,P.P.K.N.1PENG,421,351,0,772,289,150,0,439,439,0,91,112,209,8,1,2,0,0,0,0,0,4,6,5,0,1,439
205,P.P.K.N.2PENG,765,649,1,1415,630,343,0,973,972,0,348,287,282,23,1,0,0,0,3,0,2,6,4,4,5,8,973
206,P.P.MURADPUR,785,587,0,1372,469,308,0,777,777,0,161,130,445,6,2,1,2,1,2,2,5,5,5,1,1,8,777
207,"P.P.K,N.1PADRI",778,576,0,1354,497,284,0,781,781,0,413,128,209,6,1,1,0,1,1,0,0,5,2,3,1,10,781
208,"P.P.K.N.2 PADRI",476,339,0,815,296,200,0,496,488,0,28,17,414,11,3,1,1,0,2,1,0,2,5,6,1,4,496
209,P.P.HARAI,738,623,0,1361,394,279,0,673,573,0,225,218,185,20,4,3,0,0,0,1,3,5,2,2,1,4,673
210,"P.P.K.N.1 JAPRA",692,519,0,1211,393,254,0,647,645,0,355,84,187,4,1,0,0,1,1,1,0,2,0,0,3,8,647
211,"P.P.K.N.2 JAPRA",584,505,0,1089,418,309,0,727,719,0,78,121,473,8,0,1,1,1,2,2,3,4,5,11,4,13,727
212,"J.H.SCHOOL K.N.1GADHI",689,506,0,1195,466,319,0,785,780,0,325,82,350,2,3,4,0,0,7,0,0,5,0,4,0,3,785
213,"P.P.K.N.1GADDIPURWA M.SIKANDARPUR",283,222,0,505,166,101,0,267,267,0,68,72,119,4,0,0,0,1,0,0,0,1,1,0,1,0,267
214,"P.P.K.N.2GADDIPURWA M.SIKANDARPUR",830,654,0,1484,464,301,0,765,761,0,137,415,171,17,1,0,0,0,2,1,0,7,0,3,4,7,765
215,"P.P.KHERWA DALAULI",553,476,0,1029,395,299,0,694,400,0,190,124,349,13,0,1,0,0,0,1,1,6,2,0,3,4,694
216,"J,H.SCHOOL BARAULI",821,650,0,1471,455,358,0,813,780,0,289,168,261,34,2,3,5,0,5,2,4,7,4,7,6,16,813
217,P.P.ALISABAD,827,660,0,1487,543,350,0,893,891,0,83,370,400,17,1,3,1,0,0,0,1,6,2,1,4,4,893
218,"P.P.K.N.1 RAWAL",440,357,0,797,292,204,0,496,269,0,252,101,125,2,1,0,0,0,0,0,0,3,0,3,2,7,496
219,"P.P.K.N. 2 RAWAL",506,409,0,915,349,285,0,634,455,0,228,107,265,5,1,4,2,2,3,0,1,4,6,1,3,2,634
220,P.P.JIGINIYAKHURD,510,466,0,976,326,282,0,608,608,0,187,91,303,12,0,1,2,0,1,0,0,5,1,2,1,2,608
221,P.P.JIGINIYAKLA,449,359,0,808,358,257,0,615,615,0,515,28,65,2,1,0,0,0,0,0,1,0,0,1,1,1,615
222,P.P.MAHEMDPUR,773,696,0,1469,532,410,0,942,942,0,461,246,204,7,1,0,0,0,1,4,0,2,3,3,1,9,942
223,P.P.K.N.1ADAMPUR,549,477,0,1026,356,249,0,605,605,0,85,179,310,11,3,0,1,0,1,0,1,4,1,3,1,5,605
224,"P.P.K.N. 2 ADAMPUR",432,329,0,761,205,95,0,300,291,0,92,91,110,1,0,0,0,0,0,0,0,1,1,0,1,3,300
225,"P.P.K.N.1 BAHORWA",528,457,0,985,331,219,0,550,540,0,414,46,76,1,0,1,0,0,0,0,0,1,2,2,0,7,550
226,"P.P.K,N.2 BHORAWA",394,343,0,737,203,157,0,360,360,0,281,46,19,3,1,0,2,0,0,0,0,0,1,2,2,3,360
227,"P.P.RAMDANKUI M.AYARI",813,668,0,1481,520,340,0,860,800,0,404,226,192,4,2,5,0,0,1,2,0,5,1,3,3,12,860
228,"P.P. AGAULPUR",548,484,0,1032,398,310,0,708,515,0,235,264,167,18,2,0,0,1,0,0,1,3,4,2,2,9,708
229,"P.P.LALAPUR BHAISARI",628,523,0,1151,426,294,0,720,711,0,185,128,276,104,2,1,0,0,0,1,0,7,2,4,4,6,720
230,P.P.GJADHARPUR,180,139,0,319,137,96,0,233,231,0,70,67,38,49,2,0,0,0,0,5,0,0,0,0,2,0,233
231,"PANCHAYAT GHAR ARWAPURR Q",693,526,0,1219,460,301,0,761,736,0,166,266,187,108,4,8,0,2,0,1,0,2,4,5,3,5,761
232,P.P.ALINAGAR,443,364,0,807,265,197,0,462,350,0,182,182,37,30,2,2,1,0,0,2,0,2,1,3,6,12,462
233,P.P.ALINAGAR,537,412,0,949,276,165,0,441,440,0,229,141,19,17,0,0,0,0,0,0,1,1,2,0,5,26,441
234,P.P.PURWADEWARIYA,591,487,0,1078,349,237,0,586,518,0,103,88,348,12,2,0,0,2,1,1,0,7,3,11,2,6,586
235,P.P.SAINCHMAU,365,295,0,660,282,193,0,475,350,0,104,189,145,7,2,11,1,2,3,0,0,4,2,0,2,3,475
236,"P.P.K.N.1 FUKHA",721,606,0,1327,455,324,0,779,779,0,266,272,216,6,3,0,0,0,1,0,0,3,2,4,5,1,779
237,"P.P.K.N.2 FUKHA",386,314,0,700,202,101,0,303,303,0,158,39,72,26,0,1,0,0,1,2,1,0,0,1,0,2,303
238,P.P.SHAPURMUGUL,314,258,0,572,228,167,0,395,395,0,50,217,117,8,0,0,1,0,0,0,0,0,1,1,0,0,395
239,".P.P.K.N.1 SEKHURA",555,446,0,1001,333,205,0,538,538,0,202,144,166,9,1,0,0,1,1,1,0,5,2,2,1,3,538
240,"P.P.K.N.2 SEKHURA",434,327,0,761,230,106,0,336,336,0,113,107,100,12,1,1,0,0,0,0,0,1,1,0,0,0,336
241,"P.P.K.N.1 HARIHARPUR",617,475,0,1092,444,246,0,690,690,0,128,362,181,6,0,2,0,0,2,0,0,4,0,2,1,2,690
242,"P.P.K.N.2 HARIHARPUR",728,560,0,1288,452,285,0,737,737,0,149,221,330,10,1,1,1,1,1,3,2,5,3,3,3,3,737
243,"J.H.SCHOOL PIPARI M HARIHARPUR",184,150,0,334,123,106,0,229,225,0,176,25,21,1,1,0,0,1,0,1,0,1,1,0,0,1,229
244,P.P.AMETHIYA,618,524,0,1142,456,310,0,766,730,0,190,211,344,11,0,1,1,1,0,0,1,3,1,1,1,0,766
245,P.P.BARRSARAI,1008,831,0,1839,524,351,0,875,873,0,329,88,402,25,1,5,3,0,1,0,3,7,3,2,2,4,875
246,"P.P.DEVIYA FATTEPUR",773,613,0,1386,426,286,0,712,630,0,331,201,136,19,0,6,1,1,1,2,0,1,2,2,3,6,712
247,P.P.JIGINIYA,364,259,0,623,254,185,0,439,428,0,308,9,108,0,0,0,0,0,0,1,0,4,1,2,2,4,439
248,"J.H.SCHOOL K.N.2JAIRAJPUR",607,490,0,1097,366,216,0,582,582,0,39,145,351,28,1,0,0,0,0,3,1,1,3,4,1,5,582
249,P.P.JAIRAJPUR,619,486,0,1105,378,178,0,556,556,0,207,162,153,12,2,1,1,0,1,1,0,4,2,7,0,3,556
250,P.P.SEMRAULI,392,335,0,727,209,162,0,371,371,0,154,82,27,90,3,0,1,1,2,0,0,4,0,2,2,3,371
251,"P.P.BHAUTA KMALPUR",684,529,0,1213,435,290,0,725,725,0,286,31,370,12,1,1,0,0,0,0,2,7,4,4,3,4,725
252,"J.H.SCHOOL KOTRA",551,424,0,975,320,187,0,507,491,0,311,76,103,1,0,0,0,0,0,0,2,3,1,4,2,4,507
253,"P.P.BAUTHA M.KOTRA",506,430,0,936,337,225,0,562,562,0,249,188,82,25,0,2,0,0,0,0,1,5,2,0,3,5,562
254,P.P.K.N.1SIHAUNA,520,423,0,943,347,217,0,564,546,0,160,293,74,11,1,0,0,0,1,0,1,5,3,4,5,6,564
255,"P.P.K.N.2 SIHOUNA",503,428,0,931,283,214,0,497,493,0,74,174,218,10,2,0,1,1,0,0,0,2,4,3,5,3,497
256,P.P.TELIYANI,254,179,0,433,163,112,0,275,275,0,31,146,89,3,0,0,0,0,0,0,1,1,1,3,0,0,275
257,P.P.GULARIYA,685,523,0,1208,328,255,0,583,582,0,115,141,278,9,1,1,0,0,1,0,0,4,5,10,8,10,583
258,P.P.K.N.1BHAISARI,667,542,0,1209,347,228,0,575,485,0,412,34,67,21,2,0,0,0,0,1,4,3,7,3,4,17,575
259,"P.P.K.N.2 BHAISARI",317,261,1,579,226,163,0,389,389,0,57,57,245,14,0,0,2,0,1,1,1,2,3,3,1,2,389
260,"P.P.NAYAGAWAN  M. BHAISARI",362,289,0,651,219,140,0,359,348,0,205,48,88,5,0,2,0,0,0,1,0,2,1,1,1,5,359
261,"P.P.K.N.1 THOKKHALA",844,693,0,1537,459,357,0,816,761,0,139,330,320,2,0,0,0,0,2,1,1,3,3,3,3,9,816
262,"P.P.K.N.2 THOKKHALA",481,336,0,817,256,147,0,403,390,0,110,97,174,6,2,0,0,1,0,1,1,3,1,2,1,4,403
263,P.P.BHARAW,826,703,0,1529,396,319,0,715,688,0,57,97,498,10,3,2,1,0,1,3,2,14,9,7,3,8,715
264,P.P.RAMUAPUR,338,290,0,628,226,170,0,396,396,0,347,12,27,3,0,0,1,1,0,0,0,0,0,0,2,3,396
265,"J.H,SCHOOL K.N.2 SAKHIN",454,353,0,807,259,173,0,432,432,0,223,56,140,2,1,0,0,0,0,0,0,1,3,2,0,4,432
266,"J.H.SCHOOL K,N,3 SAKHIN",629,517,0,1146,376,249,0,625,600,0,223,44,317,12,2,2,0,0,0,2,3,9,2,2,1,6,625
267,"P.P.SARIPUR BRHAHMNAN",792,627,0,1419,491,339,0,830,830,0,266,239,307,5,1,1,1,0,0,0,1,1,4,1,1,2,830
268,P.P.K.N.1KALAAM,595,505,0,1100,312,219,0,531,531,0,313,81,100,9,0,1,0,1,0,4,2,3,4,1,2,10,531
269,P.P.K.N.1BARGADIYA,242,188,0,430,149,100,0,249,228,0,82,102,54,6,0,0,0,0,0,0,1,2,0,0,2,0,249
270,"P,P.K.N.2 BARGADIYA",303,245,0,548,212,163,0,375,370,0,53,146,155,2,0,2,1,0,1,1,1,1,1,2,5,4,375
271,"P.P.K,N.1GURSANDA",685,612,0,1297,335,235,0,570,570,0,158,79,310,4,1,1,0,1,1,1,0,4,3,3,1,3,570
272,"P.P.EXTRA ROOM GURSANDA",304,242,0,546,118,162,0,280,280,0,180,15,72,6,0,0,0,0,0,0,0,0,2,2,0,3,280
273,"P.P.K.N.2 GURSANDA",434,377,0,811,254,172,0,426,426,0,216,58,120,6,1,2,0,1,0,0,2,2,4,5,3,6,426
274,"P.P.SARIPUR CHHACHHETA",518,447,0,965,378,286,0,664,516,0,363,76,195,6,3,2,0,0,1,0,0,3,5,1,4,5,664
275,"P.P.LOKAIPURWA M.SAGRAPUR",550,536,0,1086,361,309,0,670,11,0,68,67,493,6,1,0,1,0,1,3,1,7,5,4,3,10,670
276,P.P.BOJHWA,417,368,0,785,32,4,0,36,36,0,25,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,36
277,P.P.NIBUHAI,584,496,0,1080,400,287,0,687,313,0,23,208,429,5,4,0,0,1,2,0,3,2,2,2,4,2,687
278,"P.P-.KHANDRUHA M.SAITI",766,664,0,1430,449,257,0,706,706,0,355,123,198,5,1,1,0,0,0,0,0,3,2,3,4,11,706
279,"U.P.V.K.N.3 BHADYAL",464,372,0,836,311,225,0,536,535,0,332,56,122,4,0,0,1,0,0,3,2,2,1,3,5,5,536
280,"U.P.V.K.N.4 BHADYAL",551,493,0,1044,359,205,0,564,564,0,354,32,168,0,1,0,0,0,1,0,0,1,2,0,1,4,564
281,"U.P.V.K.N.2 BHADYAL",492,405,0,897,358,251,0,609,608,0,392,35,154,5,2,1,1,0,0,1,2,4,4,0,0,8,609
282,"P.P.JANSARI M.BHADAYAL",800,538,0,1338,600,355,0,955,946,0,593,68,246,6,0,2,0,2,1,1,1,9,4,8,4,10,955
283,"P.P.K.U,1KAKUMAU",824,673,0,1497,498,297,0,795,795,0,230,120,419,5,1,1,1,0,0,0,2,4,4,2,1,5,795
284,P.P.K.N.1SARDAPUR,300,223,0,523,218,146,0,364,291,0,305,21,27,1,0,0,0,0,0,0,0,0,1,0,4,5,364
285,P.P.JAGRAULI,610,432,0,1042,420,204,0,624,624,0,301,27,283,1,1,0,0,1,0,0,0,4,3,0,1,2,624
286,"P.P.K,N,1KHADAKHEDA",523,413,0,936,303,241,0,544,543,0,165,137,210,16,4,1,1,0,0,1,1,4,1,0,2,1,544
287,P.P.K.N.2KHADAKHEDA,503,397,0,900,264,137,0,401,330,0,186,81,107,10,2,2,1,2,1,3,1,1,1,2,0,1,401
288,"P.P.K.N.1BELHA M.KHADAKHEDA",563,457,0,1020,317,214,0,531,524,0,38,82,376,6,0,0,0,1,0,0,1,6,5,6,2,8,531
289,"P.P.EXTRA ROOM BELHA M. KHADAKHEDA",374,301,0,675,114,48,0,162,162,0,23,17,115,4,1,1,0,0,0,0,0,1,0,0,0,0,162
290,P.P.K.N.1PARASPUR,592,435,0,1027,423,298,0,721,721,0,125,225,341,2,1,0,0,0,0,2,1,9,3,2,2,8,721
291,P.P.K.N.2PRASPUR,768,703,0,1471,417,258,0,675,665,0,49,51,547,7,2,0,0,0,1,2,2,4,3,4,1,2,675
292,P.P.K.N.1DHURA,378,299,0,677,194,165,0,359,326,0,91,99,158,2,0,0,1,0,0,0,0,0,2,3,1,2,359
293,P.P.SOHASA,778,602,0,1380,472,329,0,801,789,0,352,192,219,10,2,1,2,4,1,1,1,3,2,3,1,7,801
294,P.P.K.N.1SIKROHARI,602,413,0,1015,397,216,0,613,254,0,226,226,129,9,0,3,0,0,1,1,2,2,1,3,6,4,613
295,"P.P.K.N.2 SIKROHARI",372,306,0,678,281,130,0,411,405,0,159,86,146,5,1,0,1,0,1,0,1,4,2,1,0,4,411
296,"PANCHAYAT GHAR GAURADANDA",590,474,0,1064,375,280,0,655,630,0,274,188,137,13,3,1,2,1,2,2,3,5,5,5,5,9,655
297,"PANCHAYAT GHAR GAURADANDA",323,249,0,572,166,107,0,273,193,0,67,62,132,5,2,1,0,1,0,0,0,2,0,0,1,0,273
298,"J.H.SCHOOL K.N.1 TANDIYAWAN",475,418,0,893,328,256,0,584,584,0,310,218,24,1,2,2,0,2,5,0,3,3,2,3,2,7,584
299,"J.H,SCHOOL EXTRA ROOM TANDIYAWAN",494,398,0,892,320,220,0,540,498,0,195,237,81,4,2,1,0,0,0,1,1,7,2,2,1,6,540
300,"J.H.SCHOOL TANDIYAWAN",370,331,0,701,256,196,0,452,452,0,228,208,9,2,1,2,0,0,0,0,0,0,0,0,1,1,452
301,"J.H.SCHOOL K.N.3 TANDIYAWAN",352,272,0,624,250,188,0,438,438,0,8,32,379,5,1,0,0,0,0,1,1,4,0,3,1,3,438
302,"P.P.RASULAPUR M.TANDIYAWAN",178,175,0,353,160,124,0,284,282,0,129,116,38,0,0,0,0,0,0,0,0,0,0,0,0,1,284
303,P.P.UNOUTI,857,700,0,1557,569,396,0,965,850,0,328,322,289,3,0,2,0,0,3,0,1,2,1,6,0,8,965
304,"P.P.K,N.1PALA",823,670,0,1493,624,425,0,1049,942,0,117,680,210,3,0,0,1,0,1,3,1,6,4,6,13,4,1049
305,"P.P.KHERIYA M. NEWADA",449,372,0,821,303,232,0,535,534,0,96,118,299,4,1,1,0,0,0,0,0,5,4,2,2,3,535
306,P.P.PARSANI,367,309,0,676,296,253,0,549,513,0,102,294,148,1,2,0,0,0,0,0,0,1,0,0,1,0,549
307,P.P.ITAULI,811,653,0,1464,522,372,0,894,894,0,52,260,524,6,0,13,0,1,1,0,2,6,5,11,5,8,894
308,P.P.PIHANIYA,202,170,0,372,145,124,0,269,239,0,24,142,97,1,0,0,0,0,0,0,0,0,0,2,3,0,269
309,"J.H.SCHOOL K.N. 1BHITHAMHASSINGH",375,271,0,646,175,152,0,327,64,0,21,218,64,4,0,0,0,1,0,1,0,5,2,1,5,5,327
310,"J.H.SCHOOL K.N.2 BHITHAMHASINGH",409,283,0,692,205,134,0,339,259,0,32,220,55,5,1,0,0,1,0,3,1,4,1,1,7,8,339
311,"J.H.SCHOOL K.N.1BEHTA MURTJABAKHSH",683,529,0,1212,382,247,0,629,620,0,251,156,189,11,0,0,0,2,1,0,2,4,1,3,2,7,629
312,"J.H.SCHOOL K.N.2BEHTA MURTJABAKSH",614,478,0,1092,325,221,0,546,542,0,134,133,246,6,4,2,0,1,1,3,0,7,2,2,1,4,546
313,"P.P.K.N.1 GADEURA",823,628,0,1451,470,315,0,785,785,0,171,265,317,11,0,1,1,1,0,2,0,4,1,6,2,3,785
314,"P.P.K.N.2 GADEURA",768,635,0,1403,415,278,0,693,692,0,149,173,342,11,2,2,1,1,1,0,1,3,0,0,4,3,693
315,"P.P.K.N.1 BARKHERWA",432,355,0,787,264,207,0,471,471,0,67,136,239,11,1,1,0,0,0,1,0,3,2,3,2,5,471
316,"P.P.K.N.2 BARKHERWA",529,416,0,945,306,223,0,529,529,0,148,227,105,14,1,1,0,0,1,1,0,4,3,6,10,8,529
317,P.P.GONDARAW,529,448,0,977,327,186,0,513,501,0,148,133,148,60,3,3,2,2,0,0,0,4,3,3,2,2,513
318,"J.H.SCHOOL K.N.1 GONDEAW",723,581,0,1304,385,272,0,657,602,0,133,178,301,20,1,0,0,1,0,1,1,3,1,5,4,8,657
319,"J.H,SCHOOL K.N.2 GONDARAW",547,411,0,958,357,209,0,566,110,0,172,140,230,5,2,1,3,1,0,1,0,1,4,3,2,1,566
320,P.P.K.N.1VAJIDPUR,910,711,0,1621,417,369,0,786,628,0,185,292,243,19,4,1,2,0,2,1,2,7,10,2,5,11,786
321,"P.P.K.N. 2 VAJIDPUR",417,331,0,748,17,15,0,32,32,0,0,25,5,0,0,0,0,0,1,0,0,0,0,1,0,0,32
322,"P.P.NORTH PART DAHI",424,353,0,777,276,213,0,489,489,0,66,146,255,3,2,0,0,1,1,0,0,3,1,7,3,1,489
323,"P.P.SOUTH PART DAHI",472,394,1,867,289,188,0,477,467,0,61,98,288,7,1,2,0,0,1,1,1,2,1,5,4,5,477
324,P.P.KUIYAN,668,595,0,1263,457,357,0,814,783,0,309,129,329,8,1,0,1,0,2,4,2,4,9,6,3,7,814
325,P.P.EKGHRA,413,296,0,709,290,192,0,482,482,0,200,96,167,5,0,2,1,1,0,0,1,2,2,1,2,2,482
326,P.P.EKGHRA,481,389,0,870,317,223,0,540,540,0,151,59,309,5,2,0,0,1,1,0,1,3,2,4,1,1,540
327,P.P.BANEKUIYA,635,506,0,1141,363,266,0,629,578,0,200,151,240,14,0,3,0,0,1,1,2,1,4,5,4,3,629
328,P.P.CHATHIYA,353,260,0,613,224,157,0,381,381,0,158,64,124,4,0,0,2,0,0,0,2,2,4,5,6,10,381
329,P.P.ARMI,692,511,0,1203,425,282,0,707,692,0,266,296,102,10,0,0,0,1,2,3,0,6,3,3,7,8,707
330,P.P.SANDANA,611,497,0,1108,380,284,0,664,626,0,39,142,429,15,1,0,0,0,0,2,2,8,8,9,4,5,664
331,P.P.ATRA,577,500,0,1077,424,337,0,761,761,0,64,110,534,8,2,1,1,2,1,1,3,11,6,4,2,11,761
