"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR HUSAIN","2 - NAWAB KAZIM ALI KHAN","3 - NASEER AHMAD KHAN","4 - DR. NEPAL SINGH","5 - JANNAT NISHA","6 - VIJENDRA SINGH","7 - SYED SALMAN ALI","8 - AKBAR MASOOD","9 - JAGDISH SARAN SAGAR","10 - JAGMOHAN","11 - TEJPAL SINGH","12 - NAVED MIAN","13 - None of the Above","Total Votes Secured"
169,"PRIMERY SCHOOL PAJIYA",470,414,0,884,377,323,0,700,294,0,147,17,33,476,10,1,8,2,0,2,2,0,2,700
170,"PRIMERY SCHOOL PIPALIYA MISRA",710,591,1,1302,449,414,0,863,861,0,115,116,88,502,12,2,2,1,4,5,2,5,9,863
171,"PRIMERY SCHOOL NARAYAN NAGALA",439,361,0,800,255,242,0,497,438,0,45,81,165,195,3,1,1,1,0,1,3,0,1,497
172,"PRIMERY SCHOOL HARIYA KALAN",474,402,0,876,297,269,0,566,566,0,131,20,15,365,7,6,8,0,1,1,2,3,7,566
173,"PRIMERY SCHOOL GANGAPUR KALN",385,343,0,728,256,257,0,513,1,0,72,107,218,109,0,0,1,0,0,1,1,2,2,513
174,"PRIMERY SCHOOL KAMUA NAGLA",599,540,1,1140,361,290,0,651,74,0,11,70,175,371,1,1,5,1,1,1,2,4,8,651
175,"PRIMERY SCHOOL ROOM NO-1 BHATPURA TARAN",654,521,0,1175,438,289,0,727,727,0,43,364,308,7,0,0,0,0,0,1,1,2,1,727
176,"PRIMERY SCHOOL ROOM NO-2 BHATPURA TARAN",669,538,0,1207,367,294,0,661,658,0,29,311,281,39,0,0,0,0,0,0,0,1,0,661
177,"PRIMERY SCHOOL ROOM NO-1 PAJAWA",700,604,0,1304,517,437,0,954,847,0,13,99,300,517,2,3,3,0,4,2,1,4,6,954
178,"PRIMERY SCHOOL ROOM NO-2 PAJAWA",755,598,0,1353,477,376,0,853,362,0,213,247,332,43,1,0,0,2,0,1,0,2,12,853
179,"PRIMERY SCHOOL MUDIYA NEAR MANKARA",486,414,1,901,330,308,0,638,633,0,2,52,346,234,0,2,0,1,0,0,0,0,1,638
180,"PRIMERY SCHOOL MANKARA",641,557,0,1198,510,413,0,923,923,0,5,379,482,33,1,0,13,1,0,1,2,2,4,923
181,"PRIMERY SCHOOL SANKARA",700,628,1,1329,426,388,0,814,750,0,51,373,350,14,4,0,0,2,2,3,2,8,5,814
182,"PRIMERY SCHOOL GAJRAULA",627,536,0,1163,414,336,0,750,1,0,16,64,126,514,8,7,1,1,3,2,5,1,2,750
183,"PRIMERY SCHOOL BIDAU",685,566,0,1251,443,371,0,814,813,0,42,196,286,260,7,2,2,1,2,4,0,3,9,814
184,"PRIMERY SCHOOL LALA NAGLA",523,485,0,1008,343,331,0,674,162,0,74,62,319,191,0,2,2,2,4,0,2,3,13,674
185,"PRIMERY SCHOOL BIDPURA",491,384,0,875,299,258,0,557,55,0,12,255,251,23,1,4,0,0,3,3,0,0,5,557
186,"PRIMERY SCHOOL KEMRI (SECOND) MOH.SIKHADIYAN",528,441,0,969,268,213,0,481,423,0,4,85,172,204,4,3,1,0,1,4,2,0,1,481
187,"PRIMER SCHOOL KEMRI (SECOND) MOH. SIKHADIYAN",516,401,0,917,238,184,0,422,373,0,2,140,199,77,1,0,0,0,1,1,0,0,1,422
188,"PRIMERY SCHOOL KEMRI (SECOND) MOH. SIKHADIYAN",665,529,0,1194,358,274,0,632,282,0,5,198,257,148,6,1,1,1,0,2,2,3,8,632
189,"PRIMERY SCHOOL KEMRI (SECOND) MOH. SIKHADIYAN",683,508,1,1192,285,194,0,479,375,0,16,123,188,141,0,1,0,0,0,2,1,4,3,479
190,"PRIMERY SCHOOL (FIRST) KEMRI MOH. IMAMBADA",820,697,0,1517,445,403,0,848,757,0,20,504,318,1,0,0,0,1,1,0,1,2,0,848
191,"PRIMERY SCHOOL (FIRST) KEMRI MOH. IMAMBADA",857,695,0,1552,448,350,0,798,1,0,4,453,320,15,1,0,0,0,0,0,1,2,2,798
192,"PRIMERY SCHOOL ROOM NO-1 KEMRI MOH.  IMAMBADA",479,401,0,880,293,205,0,498,334,0,30,356,83,21,0,1,2,1,0,0,1,1,2,498
193,"PRIMERY SCHOOL ROOM NO-2 KEMRI MOH.  IMAMBADA",486,394,0,880,265,231,0,496,492,0,25,302,133,26,1,1,0,0,0,1,2,0,5,496
194,"PRIMERY SCHOOL ROOM NO-3  KEMRI MOH. IMAMBADA",623,513,0,1136,305,248,0,553,549,0,29,318,176,26,0,0,0,0,1,1,0,0,2,553
195,"PRIMERY SCHOOL ROOM NO-4 KEMRI  MOH. IMAMBADA",673,581,0,1254,429,336,0,765,559,0,54,474,207,11,0,1,3,0,2,1,2,4,6,765
196,"GIRLS JUNIOR HIGH SCHOOL ROOM NO-1 KEMRI MOH. MAJULLANAGAR",789,744,0,1533,458,446,0,904,784,0,12,323,543,10,1,1,2,0,0,1,5,1,5,904
197,"GIRLS JUNIOR HIGH SCHOOL ROOM NO-2 KEMRI  MOH. MAJULLANAGAR",812,728,0,1540,448,459,0,907,699,0,23,275,587,8,1,1,2,0,1,2,5,2,0,907
198,"GOVT.INTER COLLEGE ROOM NO-5  MOH. CHAMARAN KEMRI",774,635,0,1409,452,270,0,722,668,0,100,192,112,300,4,1,2,1,1,2,2,3,2,722
199,"GOVT.INTER COLLEGE ROOM NO-6 MOH. CHAMARAN KEMRI",724,648,0,1372,435,315,0,750,742,0,11,381,231,109,0,1,1,1,3,0,2,4,6,750
200,"GOVT.INTER COLLEGE ROOM NO-11  MOH. CHAMARAN KEMRI",634,555,0,1189,387,346,0,733,716,0,7,465,251,6,0,0,0,0,0,0,0,2,2,733
201,"GOVT.INTER COLLEGE ROOM NO-12MOH. CHAMARAN KEMRI",710,608,0,1318,410,303,0,713,678,0,19,316,357,14,0,0,1,0,0,1,1,0,4,713
202,"PRIMARY SCHOOL SUHAG NAGLA",398,313,0,711,353,259,0,612,188,0,125,4,4,468,6,2,0,1,0,0,0,0,2,612
203,"PRIMARY SCHOOL SWAR KHURD NORTH",471,367,0,838,340,299,0,639,1,0,33,63,236,288,4,1,1,0,1,2,0,2,8,639
204,"PRIMARY SCHOOL SWAR KHURD SOUTH",469,364,0,833,351,265,0,616,506,0,2,49,230,323,3,1,1,0,1,4,1,1,0,616
205,"PRIMARY SCHOOL JANUNAGAR S. SIDE",855,717,0,1572,590,463,0,1053,1,0,104,49,149,714,12,4,1,2,3,0,0,3,12,1053
206,"PRIMARY SCHOOL SIMARIYA N. SIDE",604,527,0,1131,400,338,0,738,710,0,68,14,101,529,5,5,3,1,0,3,1,2,6,738
207,"PRIMARY SCHOOL SIMARIYA S. SIDE",629,467,0,1096,357,293,0,650,1,0,2,98,430,112,1,0,0,0,1,2,0,1,3,650
208,"PRIMARY SCHOOL CHAKIYA HAYAT NAGAR N. SIDE",755,573,0,1328,525,393,0,918,872,0,18,278,226,347,10,8,2,3,1,5,0,6,14,918
209,"PRIMARY SCHOOL CHAKIYA HAYAT NAGAR WEST DISHA",464,374,0,838,278,259,0,537,437,0,1,10,71,441,4,1,0,0,0,5,1,0,3,537
210,"PRIMARY SCHOOL GANGAPUR KADIM ROOM NO. 1",499,361,0,860,375,263,0,638,638,0,10,85,173,360,3,0,0,0,0,1,1,4,1,638
211,"PRIMARY SCHOOL GANGAPUR KADIM ROOM NO. 2",539,447,0,986,366,356,0,722,1,0,11,68,170,446,5,5,1,1,2,3,2,3,5,722
212,"PRIMARY SCHOOL KOTRA",455,362,0,817,325,245,0,570,105,0,1,127,416,20,1,0,0,0,0,0,0,2,3,570
213,"NEW PRIMARY SCHOOL MOHAMMADPUR KADIM",843,719,0,1562,452,342,0,794,1,0,17,192,501,57,1,3,4,0,0,5,2,3,9,794
214,"PRIMARY SCHOOL BARA KHAS",840,673,0,1513,463,399,0,862,708,0,36,253,523,21,1,2,4,1,2,2,3,4,10,862
215,"PRIMARY SCHOOL NIPANIYA N. SIDE",770,622,0,1392,520,408,0,928,920,0,98,23,138,631,10,3,11,1,2,4,2,2,3,928
216,"PRIMARY SCHOOL NIPANIYA S. SIDE",861,633,1,1495,510,406,0,916,1,0,157,43,442,253,2,3,2,2,1,3,1,3,4,916
217,"PRIMARY SCHOOL FAIJNAGAR",422,370,0,792,290,241,0,531,1,0,9,3,43,453,4,3,0,0,3,1,3,1,8,531
218,"PRIMARY SCHOOL RAM NAGARIYA",379,356,0,735,320,270,0,590,1,0,4,2,36,531,5,5,3,0,0,0,1,2,1,590
219,"PRIMARY SCHOOL KHEMPUR",275,258,0,533,186,182,0,368,165,0,223,1,87,49,0,1,1,1,0,0,2,2,1,368
220,"PRIMARY SCHOOL KAGANAGLA",333,308,0,641,246,234,0,480,401,0,15,30,98,331,3,0,0,0,0,0,0,0,3,480
221,"PRIMARY SCHOOL MOHAMMAD NAGAR NANKAAR",498,428,0,926,388,332,0,720,1,0,17,82,77,527,8,4,0,0,1,0,0,1,3,720
222,"PRIMARY SCHOOL JIWAI JADID",663,568,0,1231,491,423,0,914,607,0,55,38,108,696,4,0,1,0,2,1,0,2,7,914
223,"PRIMARY SCHOOL KHANPUR JADID",535,411,0,946,411,357,0,768,765,0,182,91,141,339,3,1,4,0,1,1,1,0,4,768
224,"PRIMARY SCHOOL KHANPUR JADID ROOM NO. 2",380,408,0,788,230,321,0,551,551,0,73,95,252,110,2,1,0,0,0,1,3,4,10,551
225,"PRIMARY SCHOOL REHSENA E. SIDE",547,495,0,1042,339,317,0,656,16,0,40,26,185,389,5,2,2,1,3,1,1,0,1,656
226,"PRIMARY SCHOOL REHSENA W.SIDE",609,492,0,1101,344,337,0,681,672,0,142,32,202,287,4,2,2,1,0,3,0,2,4,681
227,"JR. HIGH SCHOOL DHARAMPUR",647,575,1,1223,461,419,0,880,10,0,8,8,185,647,9,3,0,0,5,1,3,2,9,880
228,"PRIMARY SCHOOL MUBARAKPUR W.SIDE",566,462,0,1028,325,265,0,590,525,0,7,7,93,469,5,1,0,1,1,0,4,1,1,590
229,"PRIMARY SCHOOL MUBARAKPUR E-SIDE",546,457,1,1004,352,239,0,591,298,0,213,21,112,225,2,3,1,0,0,0,1,3,10,591
230,"PRIMARY SCHOOL PIPALIYA RAIJADA",401,376,0,777,267,247,0,514,514,0,8,68,67,344,13,0,2,0,3,3,1,0,5,514
231,"PRIMARY SCHOOL LAKHIMPUR BHIKA",297,268,0,565,206,176,0,382,1,0,35,92,135,109,2,1,0,1,1,1,0,2,3,382
232,"PRIMARY SCHOOL NARKHEDA ROOM NO. 1",236,188,0,424,154,107,0,261,259,0,89,28,39,90,2,2,2,0,0,2,3,2,2,261
233,"PRIMARY SCHOOL NARKHEDA ROOM NO. 2",735,632,0,1367,459,375,0,834,823,0,35,130,177,476,7,0,7,0,0,0,1,1,0,834
234,"PRIMARY SCHOOL DHALLIYA",250,228,0,478,204,170,0,374,9,0,97,6,25,235,1,0,0,1,3,0,1,2,3,374
235,"PRIMARY SCHOOL MILAK PIPALSANA",463,369,0,832,357,283,0,640,12,0,0,56,47,513,7,7,0,2,4,1,1,2,0,640
236,"PRIMARY SCHOOL MADANAGLA",657,557,0,1214,475,382,0,857,857,0,38,24,87,693,3,1,0,0,2,4,0,3,2,857
237,"PRIMARY SCHOOL NAGLI BHAGWANT",288,237,0,525,158,143,0,301,10,0,38,45,102,99,3,1,2,0,0,1,3,1,6,301
238,"PRIMARY SCHOOL MILAK MOHAMMAD BAKSH",815,702,0,1517,470,359,0,829,1,0,35,184,582,15,2,2,1,0,0,0,1,2,5,829
239,"JR. HIGH SCHOOL HARJIPUR",436,350,0,786,343,265,0,608,4,0,1,53,112,419,4,1,8,1,2,0,1,1,5,608
240,"PRIMARY SCHOOL MIRJAPUR CHAKARPUR",334,266,0,600,239,193,0,432,430,0,120,15,49,210,7,1,12,1,0,4,1,0,12,432
241,"PRIMARY SCHOOL CHANDPURA KADIM",669,571,0,1240,439,341,0,780,696,0,188,112,183,274,4,2,0,0,0,4,1,0,12,780
242,"PRIMARY SCHOOL PATNA",414,387,0,801,274,265,0,539,534,0,18,22,91,393,4,0,0,1,0,2,2,2,4,539
243,"PRIMARY SCHOOL CHAKARPUR",389,317,0,706,278,209,0,487,487,0,5,22,101,313,2,3,24,3,2,4,1,3,4,487
244,"PRIMARY SCHOOL JASMOLI ROOM NO. 1",672,488,0,1160,395,285,0,680,677,1,55,129,68,408,6,4,0,1,2,2,0,2,3,680
245,"PRIMARY SCHOOL JASMOLI ROOM NO. 2",617,553,0,1170,346,290,0,636,551,0,99,52,32,434,5,2,1,0,2,2,0,1,6,636
246,"PRIMARY SCHOOL BAKNOARY",772,620,0,1392,495,359,0,854,1,0,45,13,179,595,13,3,1,0,1,0,2,0,2,854
247,"PRIMARY SCHOOL ROOPPUR",796,708,0,1504,476,440,0,916,45,0,22,30,199,626,10,6,1,3,2,6,5,1,5,916
248,"PRIMARY SCHOOL BABOORA",703,520,1,1224,475,216,0,691,201,0,48,17,103,505,2,4,1,0,1,1,0,1,8,691
249,"PRIMARY SCHOOL JHUNAIYA",668,542,0,1210,457,333,0,790,11,0,41,32,101,593,10,7,0,0,0,1,0,0,5,790
250,"PRIMARY SCHOOL LAKHNAKHEDA",753,604,0,1357,449,352,0,801,200,0,94,183,369,137,6,2,1,0,1,1,2,2,3,801
251,"PRIMARY SCHOOL MADEYAAN SENDOLI",304,291,0,595,234,216,0,450,424,0,6,141,177,104,6,2,0,1,2,2,1,3,5,450
252,"PRIMARY SCHOOL SENDOLI",585,467,0,1052,413,331,0,744,744,0,183,9,99,433,3,4,2,2,0,3,0,1,5,744
253,"PRIMARY SCHOOL PIPALSANA",548,459,0,1007,380,300,0,680,673,0,11,63,73,506,7,1,1,3,2,4,1,2,6,680
254,"PRIMARY SCHOOL DULICHANDPUR",305,257,0,562,255,187,0,442,441,0,56,15,25,322,7,1,9,1,0,2,2,1,1,442
255,"PRIMARY SCHOOL AKONDA",817,658,0,1475,489,411,0,900,900,0,14,103,335,431,4,1,0,2,3,0,1,2,4,900
256,"PRIMARY SCHOOL GULADIYA BHAT",212,164,0,376,153,122,0,275,267,0,22,12,0,234,1,1,0,0,0,2,0,1,2,275
257,"PRIMARY SCHOOL JYOHRA N. SIDE",545,424,0,969,335,241,0,576,576,0,151,14,134,259,0,2,1,1,0,3,1,3,7,576
258,"PRIMARY SCHOOL JYOHRA N. SIDE",500,421,0,921,293,239,0,532,458,0,216,17,61,223,3,1,0,3,2,1,1,1,3,532
259,"PRIMARY SCHOOL JAFRABAD",237,216,0,453,185,179,0,364,1,0,71,5,10,267,3,1,1,1,1,1,1,1,1,364
260,"PRIMARY SCHOOL KHATA CHINTAMAN",623,530,0,1153,435,373,0,808,524,0,41,31,112,596,7,3,1,0,3,7,0,3,4,808
261,"PRIMARY SCHOOL NAGLA UDAI N. SIDE",687,557,0,1244,430,358,0,788,776,0,107,32,132,474,7,6,3,2,1,7,3,1,13,788
262,"PRIMARY SCHOOL NAGLA UDAI S. SIDE",499,377,0,876,332,258,0,590,97,0,2,40,218,321,1,2,1,0,0,2,1,1,1,590
263,"PRIMARY SCHOOL SHYAMPUR",289,247,0,536,234,176,0,410,327,0,1,77,14,307,2,0,0,0,1,4,1,2,1,410
264,"PRIMARY SCHOOL BAKENIYA BHAT",303,273,0,576,231,202,0,433,270,0,66,47,47,269,2,1,0,0,0,1,0,0,0,433
265,"PRIMARY SCHOOL GANGAPUR JADID",290,216,0,506,213,171,0,384,253,0,4,3,14,359,1,0,0,0,0,3,0,0,0,384
266,"PRIMARY SCHOOL AAGAPUR",708,645,0,1353,443,374,0,817,226,0,319,30,40,389,6,5,1,3,3,6,2,2,11,817
267,"PRIMARY SCHOOL TIRHA",798,732,0,1530,528,512,0,1040,985,0,60,35,107,782,7,3,0,2,3,11,5,7,18,1040
268,"PRIMARY SCHOOL SINGRA ROOM NO. 1",480,399,0,879,319,271,0,590,549,0,226,42,40,267,1,2,1,0,0,1,1,2,7,590
269,"PRIMARY SCHOOL SINGRA ROOM NO.2",406,407,0,813,278,276,0,554,1,0,70,157,226,94,0,1,0,0,1,1,1,0,3,554
270,"PRIMARY SCHOOL LAKHIMPUR VISHNU",583,486,0,1069,341,415,0,756,755,0,43,61,51,582,4,5,0,0,1,1,2,1,5,756
271,"PRIMARY SCHOOL DHANELI UTTARI ROOM NO. 1",747,642,0,1389,537,402,0,939,20,0,117,22,114,651,5,3,1,0,3,1,10,1,11,939
272,"PRIMARY SCHOOL DHANELI UTTARI ROOM NO. 2",265,205,0,470,199,132,0,331,328,0,71,11,34,198,4,2,0,2,1,0,1,4,3,331
273,"PRIMARY SCHOOL SIRRA",698,627,0,1325,475,451,0,926,913,0,105,52,119,623,7,4,1,1,3,2,2,1,6,926
274,"PRIMARY SCHOOL JAMAPUR",264,199,0,463,203,155,0,358,1,0,3,61,131,155,0,0,3,1,0,2,0,1,1,358
275,"PRIMARY SCHOOL SIRSA",268,229,0,497,196,165,0,361,1,0,12,77,11,248,1,0,1,2,0,2,2,4,1,361
276,"PRIMARY SCHOOL CHICHOALI",301,248,0,549,232,182,0,414,1,0,2,33,7,361,4,0,3,0,0,0,0,2,2,414
277,"PRIMARY SCHOOL PURENIYA JADID",608,520,0,1128,385,348,0,733,716,0,281,25,70,339,7,2,0,1,0,1,0,0,7,733
278,"PRIMARY SCHOOL AIMI ROOM NO. 1",528,454,0,982,326,303,0,629,534,0,227,38,7,328,10,4,3,1,2,2,0,4,3,629
279,"PRIMARY SCHOOL AIMI ROOM NO. 2",487,429,0,916,314,316,0,630,35,0,114,139,63,299,2,0,1,2,0,4,0,1,5,630
280,"PRIMARY SCHOOL GEHLUIYA",415,371,0,786,266,240,0,506,448,0,5,12,28,453,3,2,0,0,0,2,1,0,0,506
281,"PRIMARY SCHOOL JAGATPUR",481,416,0,897,260,219,0,479,190,0,183,9,9,254,2,2,1,0,1,1,1,4,12,479
282,"PRIMARY SCHOOL RAJPURA",480,416,0,896,349,308,0,657,4,0,30,15,46,548,3,2,2,0,1,3,1,1,5,657
283,"PRIMARY SCHOOL RATHONDA W. SIDE",439,438,0,877,320,295,0,615,540,0,241,29,25,296,8,0,1,2,1,4,1,2,5,615
284,"PRIMARY SCHOOL RATHONDA E. SIDE NEW",459,416,0,875,281,277,0,558,536,0,420,21,5,105,0,0,2,0,0,1,0,1,3,558
285,"PRIMARY SCHOOL KHAMARIYA E. SIDE",439,350,0,789,294,251,0,545,405,0,97,25,92,306,4,3,1,1,1,5,1,0,9,545
286,"PRIMARY SCHOOL KHAMARIYA W. SIDE",463,396,0,859,281,254,0,535,535,0,66,13,49,393,2,1,1,0,0,3,2,1,4,535
287,"PRIMARY SCHOOL ROOM NO. 1",577,507,1,1085,414,316,0,730,475,0,202,13,54,432,4,4,2,2,3,4,2,1,7,730
288,"PRIMARY SCHOOL SIHARI ROOM NO. 2",455,399,0,854,296,278,0,574,538,0,4,81,132,331,5,3,4,1,0,2,4,2,5,574
289,"PRIMARY SCHOOL SIMRA",413,347,0,760,325,253,0,578,572,0,19,59,147,341,6,0,0,0,1,1,2,1,1,578
290,"PRIMARY SCHOOL HARDUA",735,671,0,1406,516,464,0,980,229,0,200,45,64,637,2,3,1,0,4,6,3,3,12,980
291,"PRIMARY SCHOOL PURNAPUR",362,292,0,654,277,231,0,508,508,0,170,2,16,305,1,2,0,0,1,2,2,1,6,508
292,"PRIMARY SCHOOL HARDASPUR",498,389,0,887,318,257,0,575,575,0,5,24,65,449,3,5,6,3,2,4,1,3,5,575
293,"PRIMARY SCHOOL DEVRI KHURD",241,209,0,450,142,159,0,301,193,0,26,26,18,221,1,1,0,1,0,4,1,0,2,301
294,"PRIMARY SCHOOL KAPNERI",729,671,0,1400,476,400,0,876,650,0,237,23,47,538,3,5,2,2,4,4,1,2,8,876
295,"PRIMARY SCHOOL BHANWARKA E. SIDE",549,448,0,997,396,341,0,737,1,0,28,53,226,426,0,0,0,0,2,1,0,0,1,737
296,"PRIMARY SCHOOL BHANWARKA W. SIDE",296,259,0,555,208,163,0,371,370,0,3,54,58,247,1,0,1,1,3,1,1,1,0,371
297,"PRIMARY SCHOOL RASDANDIYA",718,631,0,1349,446,408,0,854,1,0,155,44,103,527,5,2,7,0,1,1,0,3,6,854
298,"PRIMARY SCHOOL MEGHANAGLA JADID",563,489,0,1052,377,370,0,747,746,0,3,155,255,314,4,1,0,1,1,1,3,2,7,747
299,"PRIMARY SCHOOL SUNARKHEDA",363,301,0,664,234,206,0,440,436,0,20,24,70,314,2,1,1,0,1,0,2,2,3,440
300,"PRIMARY SCHOOL HALUNAAGAR",478,375,0,853,343,283,0,626,308,0,71,16,71,428,8,4,1,0,5,4,0,5,13,626
301,"PRIMARY SCHOOL GADAIYA NIKAT HINGANAGLA",268,221,0,489,171,148,0,319,286,0,16,13,13,275,1,0,0,0,0,0,0,0,1,319
302,"PRIMARY SCHOOL UDAYPUR JAGIR",669,579,0,1248,471,388,0,859,857,0,111,94,52,575,5,0,3,1,3,2,3,1,9,859
303,"PRIMARY SCHOOL HINGANAGLA",746,561,0,1307,417,341,0,758,522,0,26,33,311,366,4,4,1,0,0,6,1,3,3,758
304,"PRIMARY SCHOOL PAJAVA",417,360,0,777,295,271,0,566,566,0,4,66,106,379,1,0,5,0,0,0,1,2,2,566
305,"PRIMARY SCHOOL PATTI BASANTPUR",391,296,0,687,294,226,0,520,503,0,34,4,176,293,3,0,0,0,0,2,0,1,7,520
306,"PRIMARY SCHOOL MANOANA",673,557,0,1230,556,435,0,991,1,0,104,23,29,811,9,3,2,1,2,3,0,1,3,991
307,"PRIMARY SCHOOL HURMATNAGAR",733,661,0,1394,476,415,0,891,764,0,133,182,210,351,3,0,0,3,1,3,2,0,3,891
308,"PRIMARY SCHOOL BHANWARKI",609,494,2,1105,419,342,0,761,362,0,116,166,106,343,5,0,2,1,4,2,3,2,11,761
309,"PRIMARY SCHOOL MUJHIYANA",649,551,0,1200,424,357,0,781,27,0,102,90,31,538,4,0,0,0,0,4,2,3,7,781
310,"JR. HIGH SCHOOL SILAI BARA GAON E. SIDE",821,719,0,1540,447,439,0,886,612,0,165,89,71,530,6,5,4,2,1,3,4,1,5,886
311,"JR. HIGH SCHOOL SILAI BARA GAON W. SIDE",827,705,1,1533,406,416,0,822,797,0,15,134,176,453,5,1,1,3,4,4,6,2,18,822
312,"PRIMARY SCHOOL HIMMATGANJ",283,253,0,536,165,192,0,357,357,0,161,1,8,173,5,1,0,1,0,0,0,3,4,357
313,"PRIMARY SCHOOL INAYATPUR",298,256,0,554,227,164,0,391,335,0,48,2,30,304,3,1,2,0,1,0,0,0,0,391
314,"PRIMARY SCHOOL KEWALPUR",346,291,0,637,241,206,0,447,349,0,105,85,110,139,1,0,0,1,0,0,1,1,4,447
315,"PRIMARY SCHOOL CHAINPUR",642,511,0,1153,439,341,0,780,718,0,314,43,73,334,4,1,0,3,1,2,2,0,3,780
316,"PRIMARY SCHOOL DHIMRI",467,399,2,868,270,289,0,559,556,0,6,25,334,181,6,2,0,0,0,3,2,0,0,559
317,"PRIMARY SCHOOL CHANDPURA JADID",533,423,0,956,343,265,0,608,572,0,33,46,207,307,0,3,1,0,0,5,1,0,5,608
318,"PRIMARY SCHOOL GULAMGANJ",424,354,0,778,252,206,0,458,406,0,183,12,33,221,3,2,0,0,1,1,0,0,2,458
319,"PRIMARY SCHOOL RUYSTAMPUR",352,268,0,620,256,191,0,447,403,0,9,135,75,219,6,0,0,0,1,1,0,0,1,447
320,"PRIMARY SCHOOL GADAIYA NIKAT HARSONAGLA",656,607,0,1263,454,365,0,819,817,0,77,59,66,588,5,1,1,3,2,3,1,4,9,819
321,"PRIMARY SCHOOL HARSONAGLA",379,331,0,710,263,240,0,503,174,0,139,13,24,307,5,3,1,0,1,1,2,1,6,503
322,"PRIMARY SCHOOL KAJIYAPURA",556,499,0,1055,373,305,0,678,566,0,76,5,38,527,7,5,4,0,2,4,1,1,8,678
323,"PRIMARY SCHOOL BHOJIPURA",690,540,0,1230,413,348,0,761,500,0,133,235,277,102,1,0,0,0,3,1,0,2,7,761
324,"PRIMARY SCHOOL ROOM NO. 1",434,354,0,788,287,242,0,529,239,0,32,91,168,233,1,1,0,0,0,1,0,0,2,529
325,"PRIMARY SCHOOL ROOM NO. 2",428,330,0,758,243,190,0,433,295,0,142,32,75,172,2,2,0,1,0,1,1,0,5,433
326,"PRIMARY SCHOOL DEVRI BUJURG",535,450,0,985,318,290,0,608,7,0,178,6,24,375,6,4,0,2,3,2,0,1,7,608
327,"PRIMARY SCHOOL BALBHADRAPUR",252,227,0,479,190,175,0,365,12,0,16,11,93,232,2,1,1,1,3,3,1,0,1,365
328,"PRIMARY SCHOOL AINJANKHEDA",523,477,0,1000,370,346,0,716,1,0,6,21,172,491,5,3,3,3,4,2,0,2,4,716
329,"PRIMARY SCHOOL PASHUPURA",435,397,0,832,263,251,0,514,280,0,161,30,99,212,2,1,0,0,1,1,2,3,2,514
330,"PRIMARY SCHOOL MAINI",527,472,0,999,362,299,0,661,631,0,46,22,86,472,11,1,3,1,2,3,0,3,11,661
331,"PRIMARY SCHOOL JAGANNATHPUR",553,503,0,1056,396,359,0,755,753,0,64,36,73,549,7,5,4,0,3,1,0,3,10,755
