"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
185,"P.S. RUSTAMNAGAR SAHASPUR ROOM -3",368,315,0,683,240,186,0,426,426,0,26,70,300,7,0,1,14,1,1,0,0,1,1,4,426
186,"P.S.RUSTAMNAGAR SAHASPUR ROOM -2",821,645,0,1466,477,375,0,852,852,0,492,11,245,72,1,3,4,0,0,3,0,3,3,15,852
187,"P.S.RUSTAMNAGAR SAHASPUR ROOM -4",173,148,0,321,104,76,0,180,180,0,152,0,13,10,0,0,1,0,0,0,0,1,0,3,180
188,"KANYA JUNIOR HIGH SCHOOL RUSTAM NAGAR SAHSPUR ROOM -1",835,651,0,1486,450,312,0,762,760,0,73,7,602,44,2,9,8,1,2,0,2,1,1,10,762
189,"KANYA JUNIOR HIGH SCHOOL RUSTAMNAGAR SAHASPUR ROOM -2",203,152,0,355,89,70,0,159,159,0,14,7,120,12,0,0,2,0,1,0,0,0,2,1,159
190,"J.H.S. RUSTAMNAGAR SAHASPUR ROOM -4",687,544,0,1231,310,233,0,543,543,0,37,11,442,14,2,1,9,0,1,0,3,5,4,14,543
191,"J.H.S.RUSTAMNAGAR SAHASPUR ROOM -5",363,321,0,684,180,155,0,335,335,0,17,8,295,11,1,0,0,0,0,0,0,2,0,1,335
192,"SH.S.K.U.M.SCHOOL ROOM-7",843,737,0,1580,482,388,0,870,840,0,63,20,234,536,2,1,1,1,1,0,1,1,2,7,870
193,"SH.S.K.U.M.SCHOOL ROOM-11",436,377,0,813,245,213,0,458,458,0,37,11,57,343,1,6,0,0,0,0,2,0,0,1,458
194,"SH.S.K,U.M.SCHOOL ROOM-8",906,700,1,1607,473,393,0,866,700,0,102,4,50,683,2,11,1,0,1,3,2,2,1,4,866
195,"SH.S.K.U.M.SCHOOL ROOM-6",767,651,0,1418,433,394,0,827,800,0,39,5,190,571,2,7,1,3,1,1,4,0,1,2,827
196,"SH.S,K,U.M. SCHOOL  ROOM -9",744,656,0,1400,490,349,0,839,839,0,41,3,261,514,0,3,9,0,1,0,3,1,0,3,839
197,"SH.S.K.U.M.SCHOOL ROOM -10",730,653,0,1383,429,352,0,781,781,0,88,14,192,466,3,5,0,1,0,1,7,1,1,2,781
198,"GANNA SAMITI OFFICE ROOM -5",849,762,0,1611,539,436,0,975,964,0,60,13,123,767,2,3,4,0,1,0,0,0,0,2,975
199,"P.S.MOHALLA ABDULLA ROOM -1",626,517,0,1143,407,312,0,719,719,0,67,7,321,236,3,5,75,0,0,0,3,0,0,2,719
200,"P.S. MOHALLA ABDULLA ROOM -2",483,397,0,880,296,229,0,525,522,0,68,7,93,285,2,15,45,1,0,2,4,1,1,1,525
201,"GANNA SAMITI ROOM -8",590,476,0,1066,352,221,0,573,273,0,76,3,333,138,2,0,10,0,1,0,3,3,1,3,573
202,"GANNA SAMITI OFFICE ROOM -9",851,676,0,1527,536,314,0,850,850,0,30,4,417,344,7,9,22,2,3,0,2,1,1,8,850
203,"BAL VIKAS PARIYOJNA ADHIKARI ROOM -1",686,583,0,1269,331,297,0,628,612,0,27,6,39,527,0,6,1,1,0,1,8,3,3,6,628
204,"BAL VIKAS PARIYOJNA ADHIKARI ROOM -2",759,616,0,1375,464,341,0,805,795,0,47,1,36,630,4,54,0,0,4,5,12,2,4,6,805
205,"GANNA SAMITI OFFICE ROOM -6",269,220,0,489,153,112,0,265,265,0,13,1,20,213,0,11,0,1,0,2,4,0,0,0,265
206,"U.M.SCHOOL ROOM-4 BILARI",665,648,0,1313,399,329,0,728,728,0,156,10,352,109,3,3,91,0,0,0,1,0,0,3,728
207,"U.M.SCHOOL ROOM-9 BILARI",505,446,0,951,334,272,0,606,606,0,38,4,402,155,1,1,4,0,0,0,0,0,0,1,606
208,"U.M.SCHOOL ROOM-10 BILARI",708,606,0,1314,451,347,0,798,798,0,75,9,534,3,0,0,165,0,0,0,2,2,1,7,798
209,"P.S. KOTHI BILARI ROOM-1",726,594,0,1320,469,349,0,818,818,0,122,11,438,9,2,0,223,0,0,0,3,3,0,7,818
210,"P.S. KOTHI BILARI ROOM-2",281,235,0,516,164,135,0,299,297,0,37,20,152,1,0,0,86,2,1,0,0,0,0,0,299
211,"U.M.SCHOOL ROOM-12 BILARI",656,568,0,1224,324,283,0,607,607,0,24,15,365,178,0,0,16,0,0,1,1,0,3,4,607
212,"U.M.S.BILARI ROOM-13",442,380,0,822,250,166,0,416,416,0,25,5,306,43,1,0,25,0,0,1,2,3,0,5,416
213,"APAR JADID PRIMARY SCHOOL ROOM-1 BILARI",787,565,0,1352,436,280,0,716,716,0,55,3,405,1,1,2,232,1,0,1,0,2,0,13,716
214,"APAR JADID PRIMARY SCHOOL ROOM-2 BILARI",549,462,0,1011,299,223,0,522,515,0,70,2,214,2,2,5,214,1,1,0,2,3,0,6,522
215,"ISLAMIA SCHOOL ROOM-2 BILARI",788,614,0,1402,394,270,0,664,664,0,86,6,456,9,3,2,96,2,0,0,0,1,0,3,664
216,"PRIMARY SCHOOL HATHIPUR BAHAUDDIN",350,319,0,669,279,225,0,504,470,0,165,0,52,275,0,3,0,0,0,0,2,1,3,3,504
217,"PRIMARY SCHOOL ISAPUR",460,455,0,915,366,338,0,704,704,0,10,2,576,113,2,0,0,1,0,0,0,0,0,0,704
218,"PRIMARY SCHOOL IMRATPUR SIRSI",748,564,0,1312,460,347,0,807,804,0,360,5,327,90,4,1,5,2,1,1,1,1,1,8,807
219,"PRIMARY SCHOOL MUDIA BHIKAM",822,688,0,1510,561,448,0,1009,958,0,41,3,805,137,2,1,2,2,0,1,4,6,1,4,1009
220,"PRIMARY SCHOOL ROOM-1 SILPUR",723,623,0,1346,513,412,0,925,925,0,511,9,300,82,1,1,2,2,1,1,6,1,1,7,925
221,"PRIMARY SCHOOL ROOM-2 SILPUR",519,395,0,914,325,278,0,603,603,0,172,4,292,130,0,0,1,0,0,0,3,0,0,1,603
222,"JUNIOR HIGH SCHOOL NAGLA KAMAL",518,409,0,927,467,207,0,674,624,0,354,2,8,292,0,1,4,3,0,1,1,1,3,4,674
223,"कुन्दरकी	PRIMARY SCHOOL ABHANPUR KUNDARKI",632,501,0,1133,428,333,0,761,758,0,55,4,182,500,1,0,0,0,1,5,5,1,3,4,761
224,"PRIMARY SCHOOL SANDALPUR",741,629,0,1370,513,473,0,986,754,0,73,2,79,781,6,7,0,2,4,2,13,4,1,12,986
225,"PRIMARY SCHOOL CHITERI",438,337,0,775,307,242,0,549,400,0,4,0,90,426,4,0,1,3,0,4,9,3,4,1,549
226,"PRIMARY SCHOOL HUSAINPUR PACHTOR",547,460,0,1007,444,371,0,815,812,0,244,4,10,517,2,1,1,3,2,5,19,1,2,4,815
227,"PRIMARY SCHOOL KHAJRA",501,393,0,894,400,334,0,734,733,0,142,2,240,331,3,1,1,2,1,0,7,2,0,2,734
228,"PRIMARY SCHOOL HATHIPUR CHANDU",322,238,0,560,260,194,0,454,454,0,71,1,56,303,1,9,1,0,0,3,6,0,2,1,454
229,"PRIMARY SCHOOL SUNDARPUR ROOM-1",622,491,0,1113,451,335,0,786,786,0,230,10,211,307,3,2,3,0,1,2,5,2,2,8,786
230,"PRIMARY SCHOOL SUNDARPUR ROOM-2",440,363,0,803,375,282,0,657,657,0,161,1,32,448,2,0,1,1,0,1,6,1,2,1,657
231,"PRIMARY SCHOOL JIGANIA ROOM-1",688,488,0,1176,372,249,0,621,621,0,235,2,136,236,2,1,0,1,2,1,4,0,0,1,621
232,"PRIMARY SCHOOL JIGANIA ROOM-2",420,361,0,781,265,223,0,488,488,0,331,6,93,41,2,0,0,0,4,1,2,1,3,4,488
233,"सलावतनगर	PRIMARY SCHOOL FATEHPUR SALAWAT NAGAR",384,320,0,704,324,265,0,589,579,0,518,3,35,25,1,0,0,2,0,1,2,0,1,1,589
234,"PRIMARY SCHOOL MUDIA JAIN",664,444,0,1108,457,312,0,769,767,0,55,5,23,634,11,0,2,0,1,3,22,5,2,6,769
235,"PRIMARY SCHOOL ROOM-1 NARODA",820,689,0,1509,516,415,0,931,912,0,379,3,300,221,2,0,1,1,3,2,6,6,1,6,931
236,"PRIMARY SCHOOL ROOM-2 NARODA",465,386,0,851,202,175,0,377,377,0,13,0,23,324,3,0,0,1,1,0,7,1,1,3,377
237,"PRIMARY SCHOOL AJAMNAGAR CHAUPDA",684,596,0,1280,454,386,0,840,840,0,171,18,339,290,1,2,3,3,0,3,4,3,0,3,840
238,"PRIMARY SCHOOL BHIKANPUR BAGHA",501,404,0,905,340,273,0,613,613,0,325,6,22,237,5,0,0,0,1,2,2,3,1,9,613
239,"P.S. MILAK AZAMWALI",551,446,0,997,344,259,0,603,601,0,141,12,370,55,0,2,4,0,1,3,1,1,2,11,603
240,"PRIMARY SCHOOL RASULPUR GAUSAR",433,365,0,798,304,239,0,543,520,0,23,4,18,480,2,2,0,0,2,1,4,1,2,4,543
241,"P.S. KHABRI GANDU ROOM -1",162,153,0,315,136,125,0,261,261,0,0,7,38,206,5,0,0,0,0,1,3,1,0,0,261
242,"UCHCH PRATHMIK VIDHYALYA ROOM-1 ALINAGAR",320,267,1,588,238,232,0,470,470,0,13,2,177,272,1,1,0,0,0,0,0,1,1,2,470
243,"UCHCH PRATHMIK VIDHYALYA ROOM-2 ALINAGAR",490,421,0,911,351,328,0,679,679,0,168,5,295,191,0,1,0,3,1,1,1,2,2,9,679
244,"UCHCH PRATHMIK VIDHYALYA ROOM-3 ALINAGAR",517,419,0,936,275,240,0,515,515,0,23,17,256,192,4,0,2,1,1,3,11,1,1,3,515
245,"PRIMARY SCHOOL JANAKPUR",435,343,0,778,274,229,0,503,502,0,151,2,24,298,1,3,0,0,1,2,13,1,1,6,503
246,"SEHKARI SAMITI ROOM-1 MEHMOODPUR MAFI",670,514,0,1184,397,236,0,633,569,0,50,5,367,188,4,3,6,0,0,1,3,1,1,4,633
247,"SEHKARI SAMITI ROOM-2 MEHMOODPUR MAFI",480,406,0,886,323,255,0,578,569,0,484,5,35,38,1,1,0,1,3,0,0,1,1,8,578
248,"PRIMARY SCHOOL ROOM-1 MEHMOODPUR MAFI",633,537,0,1170,429,330,0,759,758,0,55,4,308,337,7,11,6,1,4,8,6,3,0,9,759
249,"PRIMARY SCHOOL ROOM-2 MEHMOODPUR MAFI",628,472,0,1100,375,250,0,625,625,0,237,15,270,70,1,6,5,3,0,3,6,2,2,5,625
250,"JUNIOR HIGH SCHOOL ROOM-1 MEHMOODPUR MAFI",564,450,0,1014,324,236,0,560,560,0,111,7,175,249,1,2,4,0,2,1,5,0,1,2,560
251,"JUNIOR HIGH SCHOOL ROOM-2 MEHMOODPUR MAFI",668,468,0,1136,332,233,0,565,565,0,179,5,352,22,1,2,2,0,1,1,0,0,0,0,565
252,"SEHKARI BEEJ BHANDAR ROOM-1MEHMOODPUR MAFI",955,735,0,1690,435,295,0,730,730,0,148,10,530,19,2,1,3,1,2,0,4,4,1,5,730
253,"SEHKARI BEEJ BHANDAR ROOM-2 MEHMOODPUR MAFI",497,387,0,884,257,192,0,449,447,0,126,15,214,54,0,12,22,1,2,0,0,0,1,2,449
254,"PRIMARY SCHOOL NAGALIA MASHMULA ROOM-1",691,507,0,1198,362,273,0,635,635,0,232,7,343,25,2,1,11,1,1,2,1,3,0,6,635
255,"PRIMARY SCHOOL NAGALIA MASHKULA MEHMOODPUR MAFI ROOM-2",520,400,0,920,337,256,0,593,590,0,302,13,112,141,0,4,1,1,0,0,9,1,1,8,593
256,"KANYA PATHSHALA ROOM-1 BAGI GOVERDHANPUR",751,578,0,1329,571,399,0,970,810,0,225,8,147,544,10,1,0,0,1,3,15,4,7,5,970
257,"KANYA PATHSHALA ROOM-2 BAGI GOVERDHANPUR",358,297,0,655,311,242,0,553,553,0,5,5,76,460,2,2,0,0,0,0,1,1,1,0,553
258,"PRIMARY SCHOOL NEW BUILDING ROOM-1 ASALATNAGAR BAGHA",532,405,0,937,432,301,0,733,733,0,5,6,659,50,1,0,4,1,0,0,0,1,3,3,733
259,"P.S. MILAK KATHAIR ASALATNAGAR BAGHA ROOM-1",470,394,0,864,334,318,0,652,652,0,64,4,110,434,5,0,2,2,0,0,14,5,5,7,652
260,"JUNIOR HIGH SCHOOL ROOM-1 ASALATNAGAR BAGHA",703,501,0,1204,473,246,0,719,713,0,344,3,346,7,2,0,11,0,0,0,0,0,1,5,719
261,"JUNIOR HIGH SCHOOL ROOM- 2 ASALATNAGAR BAGHA",406,308,0,714,279,234,0,513,513,0,130,3,358,8,2,1,4,1,0,0,0,2,1,3,513
262,"PRIMARY SCHOOL LUDHPURA",287,241,0,528,244,209,0,453,453,0,36,5,84,310,2,2,1,0,2,3,5,2,0,1,453
263,"PRIMARY SCHOOL KALALKHEDA URF SHEHJADKHEDA",732,617,0,1349,436,335,0,771,771,0,200,28,232,278,1,3,0,1,0,1,8,5,6,8,771
264,"PRIMARY SCHOOL ROOM-1 MAINATHER",690,558,0,1248,499,349,0,848,848,0,44,7,680,65,1,0,19,0,2,1,7,4,7,11,848
265,"PRIMARY SCHOOL MAINATHER ROOM-2",443,317,0,760,215,163,0,378,378,0,75,9,193,74,1,0,4,1,1,3,4,6,3,4,378
266,"JUNIOR HIGH SCHOOL ROOM 1, MENATHER",588,447,0,1035,379,258,0,637,635,0,267,1,228,87,0,1,33,3,1,1,1,2,3,9,637
267,"PRIMARY SCHOOL NASIRPUR KUNDARKI",309,235,0,544,198,145,0,343,343,0,174,6,13,140,0,1,4,0,2,0,1,1,0,1,343
268,"PRIMARY SCHOOL MANAKPUR KUNDARKI",251,191,0,442,201,161,0,362,360,0,9,2,251,88,2,3,7,0,0,0,0,0,0,0,362
269,"PRIMARY SCHOOL BACHALBHUD",477,373,0,850,373,309,0,682,681,0,175,2,239,252,4,5,0,0,1,1,3,0,0,0,682
270,"PRIMARY SCHOOL PITPUR",484,437,0,921,290,300,0,590,536,0,131,3,429,2,0,1,6,0,1,0,3,4,1,9,590
271,"PRIMARY SCHOOL CHIDIATHER",531,407,0,938,384,306,0,690,690,0,65,5,200,386,4,3,14,1,1,0,5,1,1,4,690
272,"PRIMARY SCHOOL BHAISOD",368,336,0,704,301,273,0,574,574,0,16,2,5,533,6,0,1,1,1,1,4,1,0,3,574
273,"PRIMARY SCHOOL SARAIPANJU",470,421,0,891,310,292,0,602,591,0,492,5,76,16,0,0,0,1,4,0,1,0,0,7,602
274,"OLD MADAYMIK  SCHOOL MEHLOLI ROOM -1",566,548,0,1114,471,362,0,833,833,0,21,7,785,5,5,1,1,0,1,0,0,1,0,6,833
275,"OLD MADYAMIK SCHOOL MEHLOLI ROOM -2",468,456,0,924,395,346,0,741,741,0,10,5,701,15,0,2,4,0,0,0,0,0,1,3,741
276,"PRIMARY SCHOOL KHITABPUR URF KHANUPURA",363,298,0,661,295,153,0,448,447,0,215,5,25,192,0,4,0,0,2,1,3,0,0,1,448
277,"PRIMARY SCHOOL NAYYAKHEDA",218,173,0,391,180,139,0,319,319,0,148,3,28,138,0,1,1,0,0,0,0,0,0,0,319
278,"PRIMARY SCHOOL MALHIPUR MEHMOODANAGLA",727,614,0,1341,527,465,0,992,957,0,472,6,254,221,3,7,2,1,0,0,2,7,3,14,992
279,"PRIMARY SCHOOL ROOM-1 HATHIPUR CHITTU",730,638,0,1368,427,405,0,832,823,0,20,4,802,4,0,0,1,0,0,0,0,0,0,1,832
280,"PRIMARY SCHOOL ROOM-2 HATHIPUR CHITTU",332,297,0,629,241,201,0,442,442,0,26,6,401,4,0,0,2,0,0,0,1,0,1,1,442
281,"PRIMARY SCHOOL ROOM-1 TEWARKHAS",724,586,0,1310,441,336,0,777,775,0,377,7,355,16,0,0,2,1,2,0,1,4,4,8,777
282,"PRIMARY SCHOOL ROOM-2TEWARKHAS",305,247,0,552,180,164,0,344,325,0,199,0,134,2,1,0,2,0,0,0,0,1,0,5,344
283,"J.H.S TEWARKHAS ROOM-1",618,543,0,1161,416,338,0,754,710,0,440,6,201,67,0,2,16,3,2,0,9,1,1,6,754
284,"J.H.S. TEWARKHAS ROOM-2",408,291,0,699,238,161,0,399,399,0,147,3,221,5,0,3,18,0,1,1,0,0,0,0,399
285,"PRIMARY SCHOOL ROOM-1 JALALPUR KHAS",598,542,0,1140,363,300,0,663,660,0,239,10,371,12,2,11,2,1,1,0,2,3,1,8,663
286,"PRIMARY SCHOOL ROOM-3 JALALPUR KHAS",366,338,0,704,221,206,0,427,427,0,70,13,334,6,1,0,0,0,0,0,0,1,1,1,427
287,"PRIMARY SCHOOL ROOM-2 JALALPUR KHAS",768,632,0,1400,410,367,0,777,775,0,238,5,470,27,2,0,11,2,1,0,1,5,2,13,777
288,"PRIMARY SCHOOL GAJUPUR",608,546,0,1154,476,368,0,844,842,0,24,5,779,13,2,4,6,1,0,1,1,3,1,4,844
289,"PRIMARY SCHOOL BAGRAUA",859,766,0,1625,614,536,0,1150,1148,0,186,12,925,11,8,0,4,0,1,1,0,0,1,1,1150
290,"PRIMARY SCHOOL RAJTHAL ROOM 1",449,378,0,827,297,235,0,532,498,0,24,6,175,241,5,56,2,2,2,0,11,3,1,4,532
291,"PRIMARY SCHOOL RAJTHAL ROOM 2",594,468,0,1062,464,274,0,738,563,0,166,0,516,9,3,0,1,0,2,1,6,5,5,24,738
292,"PRIMARY SCHOOL METHRA ROOM 1",288,262,0,550,186,170,0,356,356,0,114,8,28,178,2,21,0,0,0,1,2,1,0,1,356
293,"PRIMARY SCHOOL BHATA KHAS ROOM 1",284,239,0,523,215,152,0,367,363,0,22,3,237,66,0,28,2,0,1,1,0,2,1,4,367
294,"PRIMARY SCHOOL SYOUNDARA ROOM 1",347,291,0,638,269,185,0,454,454,0,19,12,203,103,2,84,1,6,0,0,6,5,2,11,454
295,"PRIMARY SCHOOL LAKHNAITA ROOM 1",503,384,0,887,383,259,0,642,633,0,16,14,301,161,3,130,1,4,2,3,2,2,1,2,642
296,"PRIMARY SCHOOL REETH ROOM 1",461,425,0,886,327,301,0,628,624,0,60,2,142,389,2,3,0,0,0,3,13,2,1,11,628
297,"PRIMARY SCHOOL REETH ROOM 2",462,388,0,850,235,223,0,458,456,0,124,5,83,213,2,3,1,0,3,1,12,5,4,2,458
298,"PRIMARY SCHOOL REETH ROOM 3",476,366,0,842,317,258,0,575,83,12,82,12,125,316,5,1,4,1,4,3,11,3,0,8,575
299,"PRIMARY SCHOOL MUMREJPUR SULTANPUR ROOM 1",299,198,0,497,224,153,0,377,376,0,9,2,185,164,4,5,0,0,0,0,3,4,0,1,377
300,"PRIMARY SCHOOL BOHRANPUR SYONDARA ROOM 1",552,461,0,1013,387,332,0,719,716,0,110,26,105,396,6,10,3,2,8,2,17,8,13,13,719
301,"PRIMARY SCHOOL GURSARI ROOM 1",763,638,1,1402,433,413,0,846,846,0,263,2,11,531,4,4,1,0,1,7,10,1,6,5,846
302,"JUNIOUR HIGH SCHOOL DHARMPUR RATTA ROOM 1",630,507,0,1137,450,305,0,755,755,0,108,2,250,332,4,35,1,3,2,3,7,1,4,3,755
303,"PRIMARY SCHOOL JAHANGEERPUR ROOM 1",893,685,0,1578,568,378,0,946,946,0,33,41,431,370,10,23,1,1,3,2,12,9,3,7,946
304,"PRIMARY SCHOOL MALHPUR BHAWANI  ROOM 1",436,335,0,771,321,220,0,541,541,0,58,14,14,431,5,2,1,3,1,3,2,2,0,5,541
305,"PRIMARY SCHOOL DHADHAULA ROOM 1",235,178,0,413,121,102,0,223,223,0,21,6,39,132,0,8,0,1,0,1,2,2,1,10,223
306,"JUNIOUR HIGH SCHOOL CHHABRA ROOM 1",580,503,0,1083,422,249,0,671,671,0,12,4,52,526,14,8,1,2,5,4,20,7,12,4,671
307,"JUNIOUR HIGH SCHOOL CHHABRA ROOM 2",524,457,0,981,273,255,0,528,528,0,108,6,10,375,3,5,0,0,1,2,7,2,3,6,528
308,"JUNIOUR HIGH SCHOOL CHHABRA ROOM 3",532,436,0,968,286,251,0,537,537,0,67,4,7,414,6,0,2,1,1,5,8,1,3,18,537
309,"JUNIOUR HIGH SCHOOL CHHABRA ROOM 4",580,435,0,1015,277,200,0,477,477,0,123,3,25,289,6,0,1,2,1,2,11,6,2,6,477
310,"PRIMARY SCHOOL DHANUPURA ROOM 1",414,317,0,731,247,205,0,452,452,0,79,1,17,314,3,7,1,1,2,3,10,3,4,7,452
311,"PRIMARY SCHOOL CHANDRAUA ROOM 1",399,300,0,699,219,168,0,387,387,0,111,1,26,226,4,4,0,1,1,1,8,1,0,3,387
312,"PRIMARY SCHOOL BALKARANPUR ROOM 1",536,419,0,955,314,218,0,532,531,0,16,16,240,114,2,123,3,1,2,2,3,3,1,6,532
313,"PRIMARY SCHOOL BALKARANPUR ROOM 2",500,370,0,870,299,222,0,521,521,0,204,11,215,39,1,44,1,1,0,0,0,1,1,3,521
314,"PRIMARY SCHOOL HULASNAGAR ROOM 1",215,187,0,402,157,128,0,285,285,0,6,6,153,6,1,108,2,0,0,0,1,1,1,0,285
315,"PRIMARY SCHOOL KHABRIYA ROOM 1",358,271,0,629,265,198,0,463,461,0,47,2,14,392,2,2,2,0,0,1,1,0,0,0,463
316,"PRIMAY SCHOOL GULRIYA KALA  ROOM 1",310,249,0,559,239,161,0,400,400,0,23,5,78,245,2,31,1,1,3,2,4,4,1,0,400
317,"PRIMARY SCHOOL BAGATPUR PAHALI ROOM 1",369,292,0,661,207,87,0,294,288,0,55,5,11,183,3,12,1,2,1,2,5,5,4,5,294
318,"PRIMARY SCHOOL BAGATPUR PEHLI ROOM 2",634,539,0,1173,403,294,0,697,625,0,40,4,86,526,3,9,2,0,0,6,12,5,1,3,697
319,"PRIMARY SCOOL FAIJULLAPUR ROOM 1",354,310,0,664,220,188,0,408,380,0,47,14,52,278,3,8,0,0,0,0,3,1,1,1,408
320,"PRIMARY SCHOOL DARANI ROOM 1",546,373,0,919,313,213,0,526,482,0,65,6,98,328,5,4,0,1,0,6,10,1,2,0,526
321,"PRIMARY SCHOOL DARANI ROOM 2",462,367,0,829,262,228,0,490,433,0,477,1,1,8,0,0,0,0,1,1,0,0,0,1,490
322,"PRIMARY SCHOOL MUDIYA KHERA ROOM 1",585,455,0,1040,443,360,0,803,803,0,584,11,81,91,0,10,0,1,1,2,1,2,11,8,803
323,"PRIMARY SCHOOL ATVAA ROOM 1",731,563,0,1294,373,309,0,682,682,0,163,2,76,388,2,28,1,0,0,5,7,3,4,3,682
324,"PRIMARY SCHOOL CHAINCHARI ROOM 1",223,167,0,390,181,145,0,326,301,0,2,2,221,60,1,31,0,0,2,1,0,3,2,1,326
325,"PRIMARY SCHOOL LALPUR CHAINCHARI ROOM 1",383,299,0,682,254,193,0,447,447,0,30,1,91,290,1,21,0,1,1,0,5,4,0,2,447
326,"PRIMARY SCHOOL SHEHWAJPUR ROOM 1",463,396,0,859,322,234,0,556,556,0,15,2,281,178,2,63,1,0,2,1,3,6,1,1,556
327,"PRIMARY SCHOOL DHARMPUR KUIYA ROOM 1",453,371,0,824,307,228,0,535,535,0,238,7,74,198,3,1,0,0,0,1,4,1,3,5,535
328,"PRIMARY SCHOOL GANDUPURA ROOM 1",165,130,0,295,120,103,0,223,223,0,94,3,10,97,2,3,0,0,2,4,5,1,1,1,223
329,"JUNIOUR HIGH SCHOOL KUDH FATEHGARH ROOM 1",625,468,0,1093,376,265,0,641,634,0,113,11,120,350,14,17,0,1,0,1,11,3,0,0,641
330,"JUNIOUR HIGH SCHOOL KUDH FATEHGARH ROOM 2",535,430,0,965,318,257,0,575,574,0,38,4,278,157,1,67,0,1,2,3,5,4,2,13,575
331,"JUNIOUR HIGH SCHOOL KUDH FATEHGARH ROOM 3",122,93,0,215,69,52,0,121,119,0,1,1,24,75,1,11,0,0,0,0,3,3,0,2,121
332,"PRIMARY SCHOOL BABEPUR ROOM 1",244,216,0,460,177,144,0,321,321,0,0,18,226,22,0,23,1,22,1,2,1,2,0,3,321
333,"PRIMARY SCHOOL BHAGATPUR MIRJAPUR  ROOM 1",363,268,0,631,247,182,0,429,429,0,61,3,193,112,5,33,0,2,4,1,7,1,3,4,429
334,"PRIMARY SCHOOL BICHETA  KAJI ROOM 1",663,490,0,1153,383,228,0,611,596,0,103,23,214,140,2,116,2,1,1,0,4,1,0,4,611
335,"PRIMARY SCHOOL BICHETA  KAJI ROOM 2",656,541,0,1197,444,300,0,744,744,0,35,48,202,255,6,167,3,8,3,2,8,2,4,1,744
336,"PRIMARY SCHOOL MITHANPUR MAUJA ROOM 1",450,394,0,844,334,258,0,592,592,0,146,6,37,239,4,136,2,3,3,1,6,1,2,6,592
337,"PRIMARY SCHOOL FIROZPUR BAUNDA ROOM 1",261,233,0,494,212,185,0,397,397,0,1,3,283,56,2,36,0,0,1,0,2,6,2,5,397
338,"PRIMARY SCHOOL RATANPUR SYONDARA ROOM 1",451,396,0,847,268,217,0,485,485,0,73,4,155,182,2,54,4,1,0,0,9,0,0,1,485
339,"PRIMARY SCHOOL RATANPUR SYONDARA ROOM 2",426,374,0,800,285,196,0,481,481,0,3,3,71,336,5,42,7,0,1,1,7,0,0,5,481
340,"JUNIOUR HIGH SCHOOL BERNI ROOM 1",627,452,0,1079,377,300,0,677,677,0,22,3,190,93,1,344,6,2,3,1,5,2,2,3,677
341,"JUNIOUR HIGH SCHOOL BERNI ROOM 2",629,460,0,1089,381,260,0,641,640,0,44,8,242,211,1,107,2,0,2,5,4,4,1,10,641
342,"PRIMARY SCHOOL DEOORA KHAS ROOM",662,535,0,1197,426,319,0,745,745,0,3,3,371,189,8,141,1,3,2,1,6,2,9,6,745
343,"PRIMARY SCHOOL DEORA KHAS ROOM2",669,529,0,1198,489,190,0,679,679,0,96,7,273,194,1,83,2,3,1,3,7,4,1,4,679
344,"PRIMARY SCHOOL PAIGARAFATPUR ROOM 1",776,626,0,1402,502,427,0,929,929,0,198,6,295,228,10,126,1,5,7,7,13,8,3,22,929
345,"PRIMARY SCHOOL SARAY  JWALAPURI ROOM 1",692,577,0,1269,380,307,0,687,687,0,79,2,85,492,0,4,0,2,6,5,2,1,2,7,687
346,"PRIMARY SCHOOL SOTIPURA ROOM 1",565,532,0,1097,285,275,0,560,532,0,150,6,92,218,5,35,0,3,2,4,24,8,3,10,560
347,"PRIMARY SCHOOL GURGAWON ROOM 1",444,323,0,767,361,207,0,568,568,0,13,6,161,167,3,176,2,3,5,3,13,4,3,9,568
