"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR HUSAIN","2 - NAWAB KAZIM ALI KHAN","3 - NASEER AHMAD KHAN","4 - DR. NEPAL SINGH","5 - JANNAT NISHA","6 - VIJENDRA SINGH","7 - SYED SALMAN ALI","8 - AKBAR MASOOD","9 - JAGDISH SARAN SAGAR","10 - JAGMOHAN","11 - TEJPAL SINGH","12 - NAVED MIAN","13 - None of the Above","Total Votes Secured"
167,"PRIMARI SCHOOL SOUTH DISHA BHUDASI",604,432,0,1036,358,278,0,636,636,0,100,54,148,309,6,3,2,2,1,2,3,1,5,636
168,"JUNIOR HIGH SCHOOL NORTH DISHA KARAITHI",566,468,1,1035,307,245,0,552,552,0,96,33,35,370,3,2,0,1,2,2,2,1,5,552
169,"JUNIOR HIGH SCHOOL SOUTH DISHA KARAITHI",603,509,1,1113,367,288,0,655,655,0,121,11,33,475,4,1,0,1,0,1,1,2,5,655
170,"PRIMARI SCHOOL KHERA",748,616,0,1364,504,405,0,909,909,0,213,18,72,538,14,5,1,0,6,8,3,6,25,909
171,"PRIMARI SCHOOL PAIGAMBARPUR",417,366,0,783,277,260,0,537,537,0,281,13,26,211,3,0,0,0,1,0,0,0,2,537
172,"PRIMARI SCHOOL RASOOLPUR",375,320,0,695,196,183,0,379,379,0,97,2,2,269,2,0,0,0,1,1,0,1,4,379
173,"PRIMARI SCHOOL CHATARPUR",497,491,0,988,274,328,0,602,602,0,71,40,274,192,5,2,0,1,2,0,1,4,10,602
174,"PRIMARI SCHOOL LODHIPUR",509,467,1,977,269,301,0,570,570,0,327,13,92,124,2,0,0,2,2,0,1,0,7,570
175,"JUNIOR HIGH SCHOOL ROOM NO-1 KHANDELI",622,540,1,1163,445,367,0,812,812,0,345,47,211,198,2,0,1,2,1,1,1,2,1,812
176,"JUNIOR HIGH SCHOOL ROOM NO-2 KHANDELI",488,423,0,911,341,277,0,618,618,0,10,6,90,478,4,5,0,3,4,5,2,3,8,618
177,"PRIMARI SCHOOL YUSUF NAGAR",241,225,0,466,229,174,0,403,403,1,1,14,92,291,2,0,0,0,0,2,0,1,0,403
178,"PRIMARI SCHOOL RUSTAMNAGAR",331,322,0,653,246,213,0,459,459,0,2,250,200,3,1,0,0,0,0,1,0,1,1,459
179,"JUNIOR HIGH SCHOOL KHANJIPURA",248,209,0,457,158,125,0,283,283,0,21,1,151,103,3,2,0,0,0,0,0,1,1,283
180,"PRIMARI SCHOOL DHAKIYA",567,468,0,1035,333,268,0,601,601,0,427,9,92,53,1,0,1,0,0,1,2,0,15,601
181,"KHAN SINGH JANTA INTER COLLEGE EAST DISHA DHAKIYA",698,618,0,1316,431,389,0,820,820,0,7,50,164,547,13,2,3,2,2,6,2,6,16,820
182,"KHAN SINGH JANTA INTER COLLEGE DHAKIYA ROOM NO-3",487,405,1,893,331,274,0,605,605,0,1,18,89,481,5,0,1,0,0,2,3,3,2,605
183,"KHAN SINGH JANTA INTER COLLEGE DHAKIYA ROOM NO-4",490,489,0,979,323,286,0,609,609,0,19,16,47,516,3,2,1,0,2,1,0,1,1,609
184,"PRIMARI SCHOOL THIRIYA JADID",402,345,0,747,297,246,0,543,543,0,3,11,235,269,7,0,0,0,1,5,3,2,7,543
185,"PRIMARI SCHOOL  SECOND MADHUKAR",793,629,0,1422,447,355,0,802,802,0,403,11,23,296,5,3,2,6,8,9,5,8,23,802
186,"JUNIOR HIGH SCHOOL WEST SOUTH DISHA MADHUKAR",840,638,0,1478,472,348,0,820,820,0,16,55,146,571,3,5,4,2,2,4,1,5,6,820
187,"JUNIOR HIGH SCHOOL WEST NORTH DISHA MADHUKAR",743,605,0,1348,418,273,0,691,691,0,45,11,51,536,7,3,2,1,2,3,3,4,23,691
188,"JUNIOR HIGH SCHOOL NANDGAUN",427,374,0,801,329,310,0,639,639,0,229,159,232,9,0,0,0,0,1,0,3,0,6,639
189,"PRIMARI SCHOOL CHAKARPUR BHUD",568,499,0,1067,412,384,0,796,796,0,38,229,452,57,2,3,3,0,0,1,2,3,6,796
190,"JUNIOR HIGH SCHOOL RAMPURA",498,456,0,954,332,305,0,637,637,0,9,13,99,497,8,4,0,1,0,1,1,4,0,637
191,"PRIMARI SCHOOL GUJRAILA",619,534,1,1154,371,342,0,713,713,0,162,37,8,484,2,1,0,4,1,4,0,2,8,713
192,"JUNIOR HIGH SCHOOL RUSTAMPUR",501,434,0,935,357,249,0,606,606,0,28,3,269,288,4,6,1,0,1,1,1,0,4,606
193,"JUNIOR HIGH SCHOOL ZAHIDPUR",312,278,0,590,232,181,0,413,413,0,1,22,229,137,0,2,2,4,1,0,3,4,8,413
194,"PRIMARI SCHOOL GALPURA",307,269,0,576,273,206,0,479,479,0,12,29,37,381,4,4,1,0,3,0,1,1,6,479
195,"KANYA JUNIOR HIGH SCHOOL KOOP",848,637,0,1485,456,369,0,825,825,0,16,129,320,312,12,5,0,1,3,9,2,5,11,825
196,"PRIMARI SCHOOL NORTH DISHA KOOP",575,471,0,1046,310,299,0,609,609,0,1,8,62,516,9,1,1,0,3,3,1,1,3,609
197,"PRIMARI SCHOOL SOUTH DISHA KOOP",786,720,0,1506,483,406,0,889,889,0,100,30,142,593,5,2,0,1,3,2,1,2,8,889
198,"PRIMARI SCHOOL MAHEVA",476,467,0,943,339,341,0,680,680,0,27,9,46,575,5,2,1,0,2,0,1,0,12,680
199,"PRIMARI SCHOOL ISAKHERA",295,233,0,528,200,140,0,340,340,0,7,3,19,294,4,1,0,0,2,4,0,2,4,340
200,"JUNIOR HIGH SCHOOL JAGESAR",747,622,0,1369,519,398,0,917,917,0,458,47,129,263,7,0,0,2,0,2,3,0,6,917
201,"NEW BHAWAN PRIMARI SCHOOL BHARATPUR",604,482,1,1087,277,241,0,518,518,0,7,17,233,246,6,2,1,0,0,1,2,0,3,518
202,"PRIMARI SCHOOL MOTIPURA",353,320,0,673,263,218,0,481,481,0,189,45,23,209,5,0,1,0,0,2,1,1,5,481
203,"PRIMARY SCHOOL SHRKHUPURA",273,243,0,516,201,179,0,380,380,0,2,10,14,338,3,0,0,1,0,3,0,3,6,380
204,"PRIMARI SCHOOL MOHALIYA",337,306,0,643,218,201,0,419,419,0,316,19,46,33,0,0,1,0,0,0,0,1,3,419
205,"JUNIOR PRIMARI SCHOOL ROOM NO-1 UNCHA GAUN",517,391,0,908,374,237,0,611,611,0,78,13,38,444,11,1,0,2,5,5,3,3,8,611
206,"JUNIOR PRIMARI SCHOOL ROOM NO-2 UNCHA GAUN",437,392,0,829,250,212,0,462,462,0,37,8,39,351,6,6,1,1,2,3,1,1,6,462
207,"PRIMARI SCHOOL PAROUTA EAST DISHA",519,458,0,977,337,268,0,605,605,0,10,67,180,318,4,5,2,2,2,4,2,3,6,605
208,"PRIMARI SCHOOL WEST DISHA PAROUTA",559,481,0,1040,316,349,0,665,665,0,247,3,15,387,2,3,3,0,1,1,1,0,2,665
209,"PRIMARI SCHOOL PACHTOUR",429,400,0,829,282,279,0,561,561,0,11,171,319,47,1,2,0,0,1,0,1,3,5,561
210,"PRIMARI SCHOOL GADMARPATTI TIKA SINGH",724,611,0,1335,377,278,0,655,655,0,26,65,43,479,9,4,2,1,5,3,4,1,13,655
211,"PRIMARI SCHOOL NASRAT NAGAR",298,271,0,569,164,157,0,321,321,0,178,12,3,112,0,1,0,0,1,0,2,2,10,321
212,"PRIMARI SCHOOL NEW BHABAN NADAR GANJ",345,306,0,651,234,187,0,421,421,0,139,76,21,177,5,0,0,0,1,0,0,1,1,421
213,"PRIMARI SCHOOL BHAGWATIPUR",580,437,0,1017,333,267,0,600,600,0,39,224,188,131,8,0,2,0,0,1,2,0,5,600
214,"PRIMARI SCHOOL RAWANIPATTI UDA",357,322,0,679,242,224,0,466,466,0,184,37,191,46,1,0,0,0,2,2,0,3,0,466
215,"PRIMARI SCHOOL AHMAD NAGAR N BHAGWATIPUR",313,267,0,580,225,175,0,400,400,0,73,39,183,88,2,0,2,0,0,0,2,1,10,400
216,"PRIMARI SCHOOL RAWANIPATTI JAWAHAR",304,263,0,567,262,199,0,461,461,0,1,4,27,409,3,3,2,1,3,2,1,3,2,461
217,"PRIMARI SCHOOL NARENDARPUR",514,397,0,911,266,198,0,464,464,0,164,31,49,203,2,2,2,0,0,3,0,1,7,464
218,"PRIMARI SCHOOL NARENDARPUR",561,433,0,994,328,183,0,511,511,0,23,61,187,227,0,2,0,2,4,0,1,4,0,511
219,"JUNIOR HIGH SCHOOL GHARAMPUR",470,378,1,849,254,179,0,433,433,0,11,30,121,262,6,0,0,0,0,1,0,2,0,433
220,"JUNIOR HIGH SCHOOL OSI",701,512,0,1213,389,305,0,694,694,0,8,212,241,214,3,1,0,0,1,7,0,2,5,694
221,"JUNIOR HIGH SCHOOL OSI",674,575,0,1249,370,335,0,705,705,0,184,79,226,188,3,2,0,0,3,4,1,4,11,705
222,"PRIMARI SCHOOL MAMURPUR BADOULI",584,457,0,1041,353,270,0,623,623,0,121,42,229,212,3,2,0,0,3,2,3,2,4,623
223,"PRIMARI SCHOOL BHOURKI JADID",657,536,0,1193,392,314,0,706,706,0,319,25,14,337,2,3,1,0,0,1,1,0,3,706
224,"PRIMARI SCHOOL BHOURKI JADID",705,588,0,1293,468,213,0,681,681,0,167,33,136,310,5,6,1,1,1,5,3,1,12,681
225,"PRIMARI SCHOOL BHOURKI JADID",526,436,0,962,315,210,0,525,525,0,19,180,122,183,3,1,0,0,0,3,3,3,8,525
226,"KANYA JUNIOR HIGH SCHOOL TANDA",657,537,0,1194,430,325,0,755,755,0,451,38,23,218,5,0,5,0,1,3,0,4,7,755
227,"KANYA JUNIOR HIGH SCHOOL TANDA",689,631,0,1320,426,401,0,827,827,0,39,74,206,444,9,2,0,1,7,6,1,5,33,827
228,"PRIMARI SCHOOL SUHAVA",534,477,1,1012,291,245,0,536,536,0,19,146,239,114,3,1,0,1,0,3,0,1,9,536
229,"PRIMARI SCHOOL NABIGANJ JADID",595,499,0,1094,405,357,0,762,762,0,41,24,331,341,1,2,2,1,2,4,3,4,6,762
230,"PRIMARI SCHOOL BHOUPATPUR",821,627,0,1448,501,380,0,881,881,0,175,8,325,341,7,11,1,1,2,1,3,0,6,881
231,"PRIMARI SCHOOL GANGAPURSHARKI",424,359,0,783,299,238,0,537,537,0,31,5,110,373,10,3,0,0,1,0,0,1,3,537
232,"PRIMARY SCHOOL JIWAI KADIM CLASS NO. 1",630,518,0,1148,324,312,0,636,636,0,352,9,63,191,8,4,0,0,0,0,0,2,7,636
233,"PRIMARY SCHOOL JIWAI KADIM CLASS NO. 2",365,309,0,674,205,201,0,406,406,0,73,10,88,220,4,0,1,0,1,3,3,1,2,406
234,"PRIMARY SCHOOL PURENA  N.S.",469,372,0,841,270,224,0,494,494,0,9,8,124,335,4,1,0,1,0,3,2,3,4,494
235,"PRIMARY SCHOOL PURENA S.S.",634,578,0,1212,364,385,0,749,749,0,2,67,336,327,4,0,1,1,0,0,3,0,8,749
236,"PRIMARY SCHOOL NANKAAR",408,367,0,775,302,255,0,557,557,0,77,5,266,183,3,1,0,2,4,1,3,2,10,557
237,"PRIMARY SCHOOL MEGHANAGLA KADEEM",733,629,0,1362,523,390,0,913,913,0,13,10,131,703,15,3,2,0,4,7,3,7,15,913
238,"PRIMARY SCHOOL PAGAMBARPUR",669,589,0,1258,493,426,0,919,919,0,249,187,184,289,1,0,2,2,2,0,1,1,1,919
239,"JR. HIGH SCHOOL DHAMORA  E. SIDE",785,689,0,1474,497,435,0,932,932,0,51,183,192,486,10,2,1,0,1,1,1,1,3,932
240,"JR. HIGH SCHOOL DHAMORA W. SIDE",696,630,0,1326,445,368,0,813,813,0,15,106,167,516,3,0,0,0,1,1,1,1,2,813
241,"JR. HIGH DHAMORA E. SIDE",284,270,0,554,171,174,0,345,345,0,4,97,99,138,0,0,0,1,0,2,2,0,2,345
242,"PRIMARY SCHOOL DHAMORA",290,247,0,537,212,169,0,381,381,0,3,4,16,334,2,2,12,0,2,3,0,1,2,381
243,"PRIMARY SCHOOL BRIJPUR",406,345,0,751,297,276,0,573,573,0,2,19,81,457,2,2,2,1,0,3,2,1,1,573
244,"JR. HIGH SCHOOL DHAMORA I  CLASS NO. 1",533,422,0,955,259,213,0,472,472,0,12,89,213,149,3,1,3,1,0,0,0,1,0,472
245,"JR. HIGH SCHOOL DHAMORA I ROOM  NO. 2",368,333,0,701,259,239,0,498,498,0,32,85,123,242,4,4,2,0,0,0,1,1,4,498
246,"PRIMARY SCHOOL SAEEDNAGAAR",232,186,0,418,193,139,0,332,332,0,1,2,11,314,1,0,0,0,1,0,0,0,2,332
247,"PRIMARY SCHOOL DUGANPUR",477,443,0,920,345,343,0,688,688,0,71,15,172,402,4,4,2,1,3,2,1,2,9,688
248,"PRIMARY SCHOOL MEHNDIPUR",286,266,0,552,185,188,0,373,373,0,1,20,108,235,5,1,0,0,1,1,0,0,1,373
249,"PRIMARY SCHOOL JADONPUR S. SIDE",476,431,0,907,336,307,0,643,643,0,6,10,121,496,6,1,0,0,0,0,2,0,1,643
250,"PRIMARY SCHOOL JADONPUR N. SIDE",474,399,0,873,322,268,0,590,590,0,4,15,91,454,9,2,0,1,1,4,1,1,7,590
251,"PRIMARY SCHOOL KAMRUDDIN NAGAR",339,308,0,647,267,256,0,523,523,0,1,6,17,475,4,3,1,2,2,0,0,2,10,523
252,"PRIMARY SCHOOL AINCHORA E.SIDE",380,338,0,718,267,236,0,503,503,0,1,5,17,455,8,2,1,3,0,3,1,3,4,503
253,"PRIMARY SCHOOL AINCHORA ROOM NO. 1",330,316,0,646,210,202,0,412,512,0,115,20,96,168,3,2,2,0,1,0,3,2,0,412
254,"PRIMARYS SCHOOL AINCHORA W. SIDE",614,482,0,1096,395,311,0,706,706,0,18,26,230,425,2,0,1,1,1,0,0,0,2,706
255,"JR. HIGH SCHOOL KRIMCHA S. SIDE",849,726,0,1575,530,386,0,916,916,0,343,21,110,392,8,1,2,2,4,3,4,3,23,916
256,"JR. HIGH SCHOOL KRIMCHA N. SIDE",486,438,0,924,327,297,0,624,624,0,4,18,261,323,4,1,0,1,2,3,2,2,3,624
257,"JR. HIGH SCHOOL KRIMCHA S. SIDE",387,363,0,750,268,222,0,490,490,0,115,5,94,256,3,2,1,0,4,3,2,3,2,490
258,"PRIMARY SCHOOL REHPURA",796,641,0,1437,446,391,0,837,837,0,244,43,58,445,2,1,3,1,25,1,2,2,10,837
259,"PRIMARY SCHOOL BHOANAKPUR ROOM N0. 1",864,674,0,1538,478,355,0,833,833,0,151,8,42,598,7,3,4,1,3,2,2,1,11,833
260,"PRIMARY SCHOOL BHOANAKPUR ROOM NO. 2",145,129,0,274,123,101,0,224,224,0,115,1,25,83,0,0,0,0,0,0,0,0,0,224
261,"PRIMARY SCHOOL LADPUR NEW BUILDING",780,681,0,1461,547,459,0,1006,1006,0,187,93,56,629,7,5,1,1,4,4,3,2,14,1006
262,"PRIMARY SCHOOL RAMNAGAR",666,588,0,1254,420,392,0,812,812,0,100,21,60,604,3,6,1,1,3,1,0,1,11,812
263,"PRIMARY SCHOOL BEGMABAD NI. ASHOKPUR",323,283,0,606,239,210,0,449,449,0,354,2,8,77,0,0,1,0,1,0,0,0,6,449
264,"PRIMARY SCHOOL ASHOKPUR",453,395,0,848,297,280,0,577,577,0,103,18,219,222,5,0,0,0,1,0,1,1,7,577
265,"PRIMARY SCHOOL KHUTIA",736,609,0,1345,465,368,0,833,833,0,102,84,51,552,5,1,3,1,2,7,4,8,13,833
266,"PRIMARY SCHOOL KARIMGANJ W. SIDE",565,484,0,1049,355,280,0,635,635,0,194,53,18,355,6,0,3,2,1,1,0,0,2,635
267,"PRIMARY SCHOOL KARIMGANJ E. SIDE",771,654,0,1425,496,429,0,925,925,0,584,11,78,227,5,1,1,2,1,2,0,2,11,925
268,"PRIMARY SCHOOL PURENIYA KHURD",609,565,0,1174,413,368,0,781,781,0,430,6,124,201,4,0,0,0,4,0,1,0,11,781
269,"JR. HIGH SCHOOL PURENIYA KALAN N. SIDE ROOM NO. 3",706,639,0,1345,482,418,0,900,900,0,131,26,53,636,20,6,1,2,3,4,2,3,13,900
270,"PRIMARY SCHOOL PRANPUR",198,162,0,360,143,136,0,279,279,0,206,3,9,50,0,1,1,0,0,1,1,1,6,279
271,"PRIMARY SCHOOL BEHTRA",363,338,0,701,238,231,0,469,469,0,233,5,74,146,1,2,1,0,2,1,1,0,3,469
272,"PRIMARY SCHOOL KARINGA",478,429,0,907,314,303,0,617,617,0,2,31,107,457,6,1,3,0,2,2,0,3,3,617
273,"PRIMARY SCHOOL PATIYA",692,625,0,1317,502,450,0,952,952,0,158,13,64,679,8,6,10,0,1,3,0,1,9,952
274,"JR. HIGH  SCHOOL PIPLA SHIVNAGAR N. SIDE",685,606,0,1291,412,372,0,784,784,0,142,26,10,586,3,0,2,0,3,2,2,3,5,784
275,"JR. HIGH  SCHOOL PIPLA SHIVNAGAR S. SIDE",808,725,0,1533,451,387,0,838,838,0,224,14,29,542,9,4,0,2,3,2,1,1,7,838
276,"PRIMARY SCHOOL BANKRABAD",305,273,0,578,215,205,0,420,420,0,34,3,37,320,20,0,0,0,1,0,0,1,4,420
277,"PRIMARY SCHOOL LOHAPATTI BHAGIRATH",482,382,0,864,326,287,0,613,613,0,360,11,24,204,0,1,0,0,1,1,2,3,6,613
278,"JR. HIGH SCHOOL LOHAPATTI BHOLANATH ROOM NO. 1",504,456,0,960,299,296,0,595,595,0,7,177,279,126,3,0,0,0,0,0,1,0,2,595
279,"JR. HIGH SCHOOL LOHAPATTI BHOLANATH ROOM NO. 2",495,420,0,915,290,281,0,571,571,0,6,103,72,374,8,2,0,0,1,0,0,1,4,571
280,"PRIMARY SCHOOL NAGARIYA ROOM NO.1",498,463,0,961,327,257,0,584,584,0,2,62,288,217,0,1,0,0,1,3,4,1,5,584
281,"PRIMARY SCHOOL NAGARIYA ROOM NO. 2",407,381,0,788,257,232,0,489,489,0,20,32,225,201,3,0,1,0,1,1,3,1,1,489
282,"JR. HIGH SCHOOL KHATA KALAN  ROOM NO. 1",449,391,0,840,244,235,0,479,479,0,3,115,313,32,3,0,1,0,0,0,1,2,9,479
283,"JR. HIGH SCHOOL KHATA KALAN ROOM NO. 2",496,407,0,903,305,279,0,584,584,0,3,180,307,83,1,0,1,1,0,1,2,0,5,584
284,"JR. HIGH  SCHOOL KHATA KALAN  ROOM NO. 3",515,436,0,951,318,278,0,596,596,0,23,145,358,65,1,0,1,0,0,2,0,0,1,596
285,"JR. HIGH SCHOOL KHATA KALAN ROOM NO. 4",407,357,0,764,256,236,0,492,492,0,6,98,368,10,0,1,2,0,0,2,1,1,3,492
286,"PRIMARY SCHOOL ROARA KALAN  ROOM NO.1",669,600,0,1269,446,434,0,880,880,0,47,23,227,565,3,2,3,2,1,3,0,1,3,880
287,"PRIMARY SCHOOL ROARA KALAN ROOM NO. 2",755,631,0,1386,527,445,0,972,972,0,10,34,311,598,6,3,2,0,2,2,0,1,3,972
288,"JR. HIGH SCHOOL MILAK ASDULLAPUR",832,753,1,1586,454,354,0,808,808,0,9,12,36,731,7,1,2,1,1,1,0,1,6,808
289,"JR. HIGH SCHOOL MILAK ASDULLAPUR W.SIDE ROOM NO.1",590,562,0,1152,309,253,0,562,562,0,28,8,17,502,3,0,1,0,1,1,0,0,1,562
290,"JR. HIGH SCHOOL MILAK ASDULLAPUR ROOM NO. 2 W.S.",410,368,0,778,233,188,0,421,421,0,5,17,25,362,3,1,0,0,0,1,1,1,5,421
291,"JR. HIGH SCHOOL MILAK ASDULLAPUR ROOM NO.3",528,506,0,1034,329,289,0,618,618,0,8,37,173,397,1,0,1,1,0,0,0,0,0,618
292,"JR. HIGH SCHOOL MILAK ASDULLAPUR W. SIDE ROOM NO. 4",462,404,0,866,334,244,0,578,578,0,3,53,112,404,1,0,0,0,1,0,0,1,3,578
293,"PRIMARY SCHOOL MILAK ASDULLAPUR W. SIDE",841,722,0,1563,530,409,0,939,939,0,11,84,283,551,4,0,1,0,1,0,0,1,3,939
294,"PRIMARY SCHOOL MILAK ASDULLAPUR ROOM NO. 1",696,600,0,1296,464,382,0,846,846,0,7,35,218,575,3,0,0,0,0,1,0,4,3,846
295,"PRIMARY SCHOOL MILAK ASDULLAPUR ROOM NO.2",316,296,0,612,201,196,0,397,397,0,0,32,149,211,1,0,1,0,1,0,0,1,1,397
296,"PRIMARY SCHOOL MILAK ASDULLAPUR ROOM NO.3",762,737,0,1499,354,332,0,686,686,0,33,20,36,585,2,2,1,0,1,0,1,0,5,686
297,"PRIMARY SCHOOL MILAK ASDULLAPUR ROOM NO.4",287,226,0,513,166,119,0,285,285,0,4,9,101,169,0,0,0,0,0,0,0,1,1,285
298,"PRIMARY SCHOOL MILAK ASDULLAPUR ROOM NO.5",809,721,0,1530,465,373,0,838,838,0,17,97,280,436,4,0,1,0,0,0,1,2,0,838
299,"PRIMARY SCHOOL MILAK ASDULLAPUR ROOM NO.6",369,338,0,707,215,205,0,420,420,0,7,32,169,211,0,1,0,0,0,0,0,0,0,420
300,"PRIMARY SCHOOL NAVADIYA",601,505,0,1106,398,343,0,741,741,0,14,17,135,553,6,6,0,0,2,1,2,1,4,741
301,"JR. HIGH SCHOOL DHARAMPURA",870,741,0,1611,483,482,0,965,965,0,28,80,485,352,1,1,1,0,3,4,2,0,8,965
302,"PRIMARY SCHOOL BEHTA",421,332,0,753,264,223,0,487,487,0,46,6,163,260,4,2,1,0,1,0,0,1,3,487
303,"JR. HIGH SCHOOL BHENSORI ROOM NO. 1",779,659,1,1439,414,350,0,764,764,0,128,119,420,65,2,1,0,0,3,3,11,1,11,764
304,"JR. HIGH SCHOOL BHESORI ROOM NO. 2",793,682,0,1475,467,401,0,868,868,0,198,32,215,397,2,1,3,0,2,1,2,4,11,868
305,"JR. HIGH SCHOOL BHESORI W.SIDE ROOM NO.3",861,779,0,1640,573,337,0,910,910,0,12,63,551,256,3,2,2,2,4,2,3,4,6,910
306,"PRIMARY SCHOOL NISHVI",726,643,0,1369,470,438,0,908,908,0,38,26,132,685,8,0,2,1,3,6,1,4,2,908
307,"PRIMARY SCHOOL DHANELI POORVI",508,438,1,947,423,310,0,733,733,0,9,2,17,693,4,0,1,0,1,4,1,1,0,733
308,"PRIMARY SCHOOL DHANELI POORVI",431,321,0,752,325,240,0,565,565,0,4,5,81,464,3,3,0,0,1,1,0,0,3,565
309,"ARYA VIDHYALAYA  I.C. JALIF NAGLA ROOM NO.1",565,498,0,1063,357,294,0,651,651,0,6,80,440,116,1,1,2,0,1,0,1,0,3,651
310,"ARYA VIDHYALAYA I.C. JALIF NAGLA ROOM NO. 2",662,518,0,1180,310,284,0,594,594,0,0,76,490,22,0,1,1,0,0,0,1,2,1,594
311,"ARYA VIDHYALAYA  I.C. JALIF NAGLA ROOM NO. 3",766,590,0,1356,469,377,0,846,846,0,8,30,440,362,2,0,1,0,1,0,1,0,1,846
312,"JR. HIGH SCHOOL KEORAR ROOM NO.1",885,690,0,1575,538,333,0,871,871,0,99,36,146,567,6,2,0,0,2,3,1,2,7,871
313,"JR. HIGH SCHOOL KEORAR ROOM NO.2",828,690,0,1518,512,443,0,955,955,0,10,27,279,609,11,4,0,0,1,4,2,1,7,955
314,"PRIMARY SCHOOL MOHAMMADPUR JADID",542,491,0,1033,435,409,0,844,844,0,154,18,21,640,3,1,0,0,2,1,0,0,4,844
315,"PRIMARY SCHOOL VIKRAMPUR",654,571,0,1225,423,380,0,803,803,0,256,5,42,486,2,3,1,1,0,1,0,1,5,803
316,"PRIMARY SCHOOL VIKRAMPUR",680,563,0,1243,440,376,0,816,816,0,501,5,32,261,4,4,0,1,2,0,1,3,2,816
317,"PRIMARY SCHOOL THIRIYA VISHNU",417,379,0,796,291,245,0,536,536,0,147,11,43,326,1,1,0,0,2,1,0,1,3,536
318,"PRIMARY SCHOOL BARA N. GAJEJA",546,429,0,975,359,250,0,609,609,0,93,12,66,413,7,4,4,0,1,4,1,0,4,609
319,"JR. HIGH SCHOOL PARAM ROOM NO.1",600,486,0,1086,380,336,0,716,716,0,98,6,130,462,2,2,1,1,1,3,1,3,6,716
320,"JR. HIGH SCHOOL PARAM ROOM NO.2",605,505,1,1111,334,289,0,623,623,0,100,5,98,406,3,1,0,1,1,0,1,1,6,623
321,"JR. HIGH SCHOOL PARAM ROOM NO.3",671,577,0,1248,401,347,0,748,748,0,222,8,31,447,5,7,3,1,4,4,3,1,12,748
322,"JR. HIGH SCHOOL PARAM ROOM NO.4",657,610,0,1267,441,366,0,807,807,0,484,10,50,231,5,1,0,1,3,5,6,1,10,807
323,"PRIMARY SCHOOL SHEHJADNAGAR",339,275,0,614,207,147,0,354,354,0,68,3,11,249,7,3,1,0,2,0,1,4,5,354
324,"PRIMARY SCHOOL HARREYA",658,504,0,1162,375,252,0,627,627,0,140,5,8,460,2,2,1,0,1,2,0,0,6,627
325,"PRIMARY SCHOOL DUAVAT",324,277,0,601,223,187,0,410,364,0,0,1,89,308,3,1,0,0,1,3,0,0,4,410
326,"PRIMARY SCHOOL KRIPYA HAPPU",629,521,0,1150,413,253,0,666,610,0,122,9,276,232,6,7,2,3,1,3,1,1,3,666
327,"PRIMARY SCHOOL KRIPYA PANDEY",628,493,0,1121,440,340,0,780,780,0,251,13,116,388,6,1,1,0,0,2,0,0,2,780
