"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL KUMAR MAURYA","2 - TARUN PATEL URF TARUNENDRA CHAND PATEL","3 - DR MAHENDRA NATH PANDEY","4 - RAMKISHUN","5 - IRSHAD","6 - CHANCHAL","7 - JITENDRA","8 - MRITUNJAYA PANDEY","9 - RAMASHANKER SINGH MAURYA","10 - RAJA JAISWAL","11 - RAJENDRA","12 - RAM DULAR","13 - VINAI KUMAR SINGH","14 - SHASHI SINHA","15 - SANJEEV SINGH","16 - DR. HARIDWAR SINGH YADAV","17 - HEERALAL","18 - GULAVAS","19 - BINDU","20 - RAJNARAYAN","21 - SANJAY","22 - None of the Above","Total Votes Secured"
150,"P.P. AVARA R.NO.1",552,421,0,973,374,265,0,639,394,0,186,23,305,83,6,0,4,0,0,4,1,1,4,1,3,11,1,0,2,2,0,2,639
151,"P.P. AVARA R.NO,2",379,343,0,722,281,255,0,536,425,0,451,4,52,4,2,0,0,0,0,1,0,1,0,1,0,14,4,0,1,0,0,1,536
152,"P.P. GAHANI R.NO. 1",706,578,0,1284,449,409,0,858,784,0,417,45,264,35,11,0,2,4,3,3,0,1,1,1,28,4,18,2,7,3,6,3,858
153,"P.P. GAHANI R.NO. 2",305,268,0,573,190,169,0,359,325,0,77,6,161,67,17,0,0,1,0,2,1,1,2,0,9,5,1,1,2,4,0,2,359
154,"P.P. SARAIYA",804,656,0,1460,517,425,0,942,791,0,192,17,496,182,32,4,2,2,1,2,0,2,1,1,0,1,3,1,1,1,1,0,942
155,"P.P. BENIPUR KHURD",524,381,0,905,356,257,0,613,536,0,58,20,437,48,18,0,0,0,0,7,2,1,3,1,7,2,1,1,2,3,0,2,613
156,"P.P. MURDAHA R.NO. 1",249,233,0,482,185,153,0,338,326,0,28,7,184,100,5,1,0,0,0,3,0,2,3,0,2,0,0,0,1,0,1,1,338
157,"P.P. MURDAHA R.NO. 2",429,337,0,766,304,217,0,521,494,0,191,11,101,186,3,0,2,1,0,2,0,0,5,1,0,11,3,1,0,2,1,0,521
158,"P.P. MURDAHA R.NO. 3",829,686,0,1515,552,457,0,1009,852,0,191,18,575,134,6,0,3,1,2,13,2,1,3,6,11,7,6,2,10,7,5,6,1009
159,"A.J.P.M.V. ATESUA R.NO. 1",563,496,0,1059,415,321,0,736,659,0,52,4,254,345,12,2,2,2,5,13,4,3,6,3,11,5,0,0,5,6,2,0,736
160,"A.J.P.M.V. ATESUA R.NO. 2",314,279,0,593,249,175,0,424,398,0,20,5,47,325,7,2,0,0,0,1,0,2,1,1,3,4,1,0,2,2,0,1,424
161,"A.J.P.M.V. ATESUA R.NO. 3",710,565,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"P.P. BHATAPURAVA KALA",726,615,0,1341,423,414,0,837,654,0,87,20,585,57,15,0,7,0,2,9,1,4,9,9,5,6,3,5,3,3,2,5,837
163,"P.P KOHANSEE",767,706,0,1473,585,401,0,986,845,0,231,24,501,176,15,1,3,0,2,5,0,2,7,8,1,5,2,1,0,2,0,0,986
164,"J.H. SCHOOL BHOHAR R.NO. 1",660,483,0,1143,348,249,0,597,546,0,118,26,350,48,3,1,0,1,9,5,0,0,6,2,4,9,2,1,3,5,2,2,597
165,"J.H. SCHOOL BHOHAR R.NO. 2",854,646,0,1500,524,403,0,927,889,0,341,20,424,59,17,1,3,1,1,11,0,0,5,2,3,10,12,2,5,3,2,5,927
166,"P.P. GOSAIPUR MOHAV R.NO. 1",802,656,0,1458,495,368,0,863,723,0,252,21,429,90,15,0,5,1,2,10,4,2,1,3,5,8,7,1,1,0,1,5,863
167,"P.P. GOSAIPUR MOHAV R.NO. 2",779,602,0,1381,427,311,0,738,682,0,76,8,340,262,3,1,0,0,1,6,0,0,5,4,0,9,1,1,10,3,1,7,738
168,"P.P. GOSAIPUR MOHAV R.NO. 3",903,722,1,1626,497,400,0,897,800,0,203,19,272,306,8,2,1,0,1,4,3,1,4,1,2,11,13,7,8,21,3,7,897
169,"P.P. GOSAIPUR MOHAV R.NO. 4",771,619,0,1390,483,329,0,812,775,0,127,10,315,324,5,1,1,0,1,4,1,1,3,2,3,5,1,2,0,3,0,3,812
170,"J.H. SCHOOL CHOLAPUR R.NO. 1",723,573,0,1296,476,403,0,879,719,0,181,33,277,306,57,0,0,1,0,2,0,1,0,3,3,3,1,2,3,1,3,2,879
171,"J.H. SCHOOL CHOLAPUR R.NO. 2",787,637,0,1424,454,379,0,833,784,0,337,23,236,133,48,0,2,0,2,4,3,1,2,1,2,2,14,1,9,4,6,3,833
172,"P.P. MURALEE",669,600,0,1269,328,320,0,648,548,0,54,25,286,262,9,0,1,1,3,1,0,0,1,2,0,3,0,0,0,0,0,0,648
173,"P.P. DHARASAUNA R.NO. 1",773,627,0,1400,490,438,0,928,891,0,644,23,183,33,3,0,1,0,0,2,1,5,3,1,1,9,11,1,1,2,0,4,928
174,"P.P. DHARASAUNA R.NO. 2",718,633,0,1351,395,328,0,723,663,0,30,23,499,147,4,2,1,1,0,1,2,0,1,0,1,4,1,0,0,0,1,5,723
175,"P.P. DHARASAUNA R.NO. 3",589,484,0,1073,356,296,0,652,542,0,48,9,203,326,9,0,1,4,5,4,0,4,4,4,5,16,2,0,2,2,0,4,652
176,"P.P. DEIPUR R.NO. 1",676,491,1,1168,378,284,0,662,651,0,58,15,364,196,5,0,0,0,3,3,0,2,3,1,2,0,0,0,1,2,3,4,662
177,"P.P. DEIPUR R.NO.2",549,424,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"B.M.S.SANSTHAN.KATARI R.NO.1",566,449,0,1015,308,262,0,570,550,0,277,1,120,133,5,1,2,0,2,2,0,4,3,1,2,6,4,0,0,1,3,3,570
179,"B.M.S.SANSTHAN .KATARI R.NO.2",515,386,0,901,248,188,0,436,423,0,58,8,148,174,5,3,4,1,2,7,1,3,6,2,2,5,2,0,0,2,2,1,436
180,"B.M.S.SANSTHAN.KATARI R.NO.3",664,540,0,1204,396,355,0,751,609,0,415,12,153,118,5,0,3,2,4,3,0,2,3,2,3,10,9,3,0,0,1,3,751
181,"B.M.S.SANSTHAN.KATARI R.NO.4",616,490,0,1106,338,258,0,596,578,0,70,26,376,89,5,0,2,1,1,4,0,1,4,0,4,1,2,1,2,2,4,1,596
182,"P.P. TISAURA R.NO. 1",644,540,0,1184,435,295,0,730,685,0,167,28,305,172,12,1,3,2,5,7,1,1,1,3,4,7,4,1,2,1,0,3,730
183,"P.P. TISAURA R.NO. 2",272,240,0,512,149,136,0,285,269,0,30,6,224,14,0,0,0,1,1,2,0,0,0,1,0,1,0,0,2,2,0,1,285
184,"P.P. BENEEPUR KALA",479,394,0,873,285,268,0,553,491,0,99,15,285,114,5,2,1,0,1,6,4,1,4,1,0,6,4,1,2,1,1,0,553
185,"P.P. SINGHPUR",621,498,0,1119,334,344,0,678,643,0,162,27,165,260,6,0,7,2,0,1,1,3,5,2,5,14,2,6,4,2,1,3,678
186,"P.P. MAHADA",610,494,0,1104,377,399,0,776,655,0,353,10,309,68,6,0,0,0,0,2,0,1,1,0,1,6,7,3,0,4,4,1,776
187,"P.P. LALMANKOT",407,327,0,734,198,174,0,372,343,0,41,5,96,208,6,0,2,1,0,2,1,1,0,0,3,3,0,1,0,2,0,0,372
188,"P.P. LAKHANPUR R.NO. 1",827,637,0,1464,359,368,0,727,640,0,294,25,291,56,9,1,3,3,5,7,3,2,1,2,2,8,3,0,2,2,3,5,727
189,"P.P. LAKHANPUR R.NO. 2",417,356,0,773,217,218,0,435,357,0,85,18,187,96,4,0,0,1,0,2,0,0,2,0,1,8,6,5,7,9,3,1,435
190,"P.P. BAHUAV LAKHI",512,444,0,956,273,309,0,582,475,0,185,14,322,29,4,2,2,1,0,1,0,1,4,1,1,4,1,4,2,2,1,1,582
191,"P.P. TARAV",423,348,0,771,273,236,0,509,458,0,80,19,358,39,2,0,0,0,0,3,0,1,1,1,0,5,0,0,0,0,0,0,509
192,"P.P. SURAREE",828,733,0,1561,470,431,0,901,818,0,146,50,550,32,8,1,4,3,10,19,2,6,9,7,14,16,7,1,4,8,1,3,901
193,"P.P. BANTAREE R.NO. 1",661,585,0,1246,340,374,0,714,687,0,229,15,352,28,0,0,0,3,2,13,0,3,0,2,3,14,13,2,20,3,1,11,714
194,"P.P. BANTAREE R.NO. 2",303,276,0,579,152,161,0,313,251,0,82,17,72,117,6,0,1,0,0,4,0,0,2,1,1,3,3,0,2,1,0,1,313
195,"P.P. DANGANJ R.NO. 1",245,214,0,459,155,128,0,283,203,0,23,14,210,23,2,0,1,0,0,2,1,1,1,0,2,2,0,0,0,0,0,1,283
196,"P.P. DANGANJ R.NO. 2",860,735,0,1595,503,384,0,887,642,0,102,43,654,52,2,0,1,0,2,5,1,0,2,2,2,14,0,0,1,2,1,1,887
197,"PANCHAYAT BHAWAN KAPASA",632,529,0,1161,355,337,0,692,445,0,62,14,370,119,6,2,21,5,2,7,3,3,6,8,5,8,1,39,2,8,0,1,692
198,"P.P. MAHAMUDPUR R.NO.1",666,612,0,1278,350,364,0,714,694,0,69,18,289,255,9,3,3,0,6,5,1,1,4,4,4,8,4,1,9,10,5,6,714
199,"P.P. MAHAMUDPUR R.NO.2",360,318,0,678,153,193,0,346,335,0,31,9,218,75,2,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,3,2,346
200,"P.P. DAUDPUR",573,512,0,1085,317,313,0,630,550,0,112,11,228,249,3,1,1,0,2,9,1,2,0,3,1,5,0,0,1,0,1,0,630
201,"P.P. RASARNA",517,431,0,948,268,274,0,542,517,0,211,16,268,20,1,0,0,0,0,4,0,3,1,0,0,8,2,0,1,3,1,3,542
202,"P.P. BHADAVA R.NO. 1",576,488,1,1065,240,286,0,526,350,0,10,10,415,67,6,1,1,0,0,3,0,0,1,4,1,3,0,1,2,1,0,0,526
203,"P.P. BHADAVA R.NO. 2",369,329,0,698,195,217,0,412,250,0,254,14,109,7,1,0,0,0,0,3,1,1,2,1,2,8,4,0,2,0,1,2,412
204,"P.P. BHIDUR",733,589,0,1322,421,342,0,763,654,0,479,11,124,95,3,0,0,0,1,4,1,0,6,0,4,16,9,0,2,4,3,1,763
205,"SHRI HANUMAT I.C. MAHUATAR SULTANIPUR",370,335,0,705,179,186,0,365,310,0,94,22,123,104,1,0,0,0,0,0,1,1,3,1,0,8,2,0,3,1,0,1,365
206,"P.P. SULTANIPUR R.NO. 1",592,496,0,1088,270,267,0,537,443,0,222,21,197,61,3,1,0,0,2,3,0,2,3,3,2,6,1,1,1,3,2,3,537
207,"P.P. SULTANIPUR R.NO. 2",262,223,0,485,154,141,0,295,242,0,119,6,153,1,0,1,0,0,0,2,1,1,0,3,0,2,2,1,2,0,0,1,295
208,"P.P. MOHANDASPUR",440,359,0,799,222,229,0,451,401,0,133,34,238,6,3,0,0,0,1,6,0,1,2,5,0,6,5,2,5,1,0,3,451
209,"P.P. KAITHAUR",570,495,0,1065,282,271,0,553,406,0,129,19,362,9,2,2,0,2,0,3,1,0,4,4,0,8,3,0,1,0,4,0,553
210,"P.P. KHUTAHA R.NO. 1",350,300,0,650,139,171,0,310,294,0,64,12,110,109,0,1,1,0,0,0,0,0,0,0,1,2,2,1,3,2,1,1,310
211,"P.P. KHUTAHA R.NO. 2",450,410,0,860,227,213,0,440,306,0,37,2,105,255,3,1,0,1,0,4,2,1,3,2,1,3,3,0,1,15,0,1,440
212,"SHRI KRISHNA L M.V. HARDASEEPUR",830,742,0,1572,424,413,0,837,700,0,98,8,236,420,10,2,6,0,1,8,5,1,10,4,1,9,9,1,1,2,1,4,837
213,"P.P. MANGOLEPUR",645,531,0,1176,349,324,0,673,521,0,232,35,284,80,3,1,3,2,3,5,0,1,1,1,4,4,4,1,2,3,1,3,673
214,"P.P. KHARADAHA R.NO. 1",462,405,0,867,245,268,0,513,399,0,46,14,397,13,1,0,2,0,1,4,0,0,4,2,17,3,2,1,1,3,0,2,513
215,"P.P. KHARADAHA R.NO. 2",413,358,0,771,248,229,0,477,395,0,19,8,52,325,8,2,1,3,1,4,0,2,4,2,35,3,1,0,2,2,1,2,477
216,"P.P. RAMADATAHAN",172,152,0,324,93,99,0,192,151,0,22,5,145,15,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,192
217,"P.P. MUNDEREE",332,293,0,625,195,188,0,383,377,0,103,5,79,175,1,0,1,0,0,1,0,0,1,1,0,6,5,2,1,0,1,1,383
218,"P.P. PARANAPATTI",839,700,0,1539,477,437,0,914,775,0,378,16,323,110,6,0,0,1,2,5,2,5,3,1,5,16,16,7,6,3,3,6,914
219,"P.P.BABIYAV R.NO. 1",516,389,0,905,318,262,0,580,475,0,288,9,240,17,2,0,0,0,0,1,0,1,2,1,0,7,4,0,0,4,3,1,580
220,"P.P.BABIYAV R.NO. 2",638,539,0,1177,418,295,0,713,519,0,68,19,404,161,6,0,1,2,3,9,0,1,4,4,5,4,2,3,3,8,0,6,713
221,"P.P. TALA R.NO. 1",448,417,1,866,309,277,0,586,476,0,337,5,58,165,1,0,0,0,0,1,0,1,3,0,0,4,8,0,1,1,0,1,586
222,"P.P. TALA R.NO. 2",459,376,0,835,254,192,0,446,302,0,117,6,240,67,7,0,1,0,0,0,0,0,0,0,0,2,3,0,2,1,0,0,446
223,"P.P. BELA R.NO. 1",636,514,0,1150,363,308,0,671,457,0,248,11,342,25,2,0,1,1,1,4,0,0,3,4,3,5,8,2,2,2,1,6,671
224,"P.P. BELA R.NO. 2",627,510,0,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"P.P. HAJEEPUR R.NO. 1",724,558,0,1282,393,369,0,762,662,0,174,34,475,19,3,1,5,2,2,4,3,0,6,7,8,6,2,5,2,3,0,1,762
226,"P.P. HAJEEPUR R.NO. 2",405,333,0,738,259,220,0,479,465,0,246,8,100,111,1,1,0,1,0,1,0,0,0,0,0,2,4,0,0,0,3,1,479
227,"P.P. TARI",750,629,0,1379,458,440,0,898,879,0,235,12,484,109,14,1,2,3,1,6,4,5,7,2,3,7,2,1,0,0,0,0,898
228,"P.P. GADRASARA R.NO. 1",670,499,0,1169,380,305,0,685,610,0,88,9,269,241,11,1,3,3,3,2,0,0,3,2,22,9,2,2,4,1,3,7,685
229,"P.P. GADRASARA R.NO. 2",545,415,0,960,326,314,0,640,576,0,548,20,37,5,3,1,0,0,1,1,1,0,2,0,2,6,4,2,0,3,1,3,640
230,"P.P. BARATHAULEE",411,296,0,707,277,219,0,496,366,0,115,5,127,213,6,1,0,0,1,4,0,0,5,3,1,4,1,2,2,2,2,2,496
231,"P.P. TEKAREE",506,431,0,937,364,286,0,650,612,0,5,6,156,457,4,2,1,0,2,2,2,1,5,1,1,4,0,0,1,0,0,0,650
232,"VISHWAKARAMA PURV M.V. RAUNAKHURD",718,520,0,1238,437,360,0,797,715,0,416,14,288,29,2,2,2,0,2,8,1,0,4,0,2,11,4,2,1,4,0,5,797
233,"P.P. RAUNA KHURD R.NO. 1",569,465,0,1034,327,259,0,586,500,0,50,25,448,28,8,1,1,0,3,1,1,1,1,0,4,4,0,0,2,4,2,2,586
234,"P.P. RAUNA KHURD R.NO. 1",625,479,0,1104,366,292,0,658,556,0,231,1,204,188,8,0,0,2,1,2,2,1,7,0,1,3,4,0,0,1,1,1,658
235,"P.P. DENGAROOPUR",710,551,0,1261,475,349,0,824,769,0,64,17,430,261,15,3,2,0,0,6,0,0,3,3,0,8,2,0,1,6,1,2,824
236,D.M.V.MAGARAHUA,708,585,0,1293,504,426,0,930,800,0,555,11,273,29,7,2,4,0,2,8,4,1,0,2,2,6,8,1,4,3,5,3,930
237,"P.P. LATAUNEE R.NO. 1",729,607,0,1336,474,418,0,892,810,0,169,22,438,168,8,0,3,5,2,12,5,2,0,2,7,13,7,0,9,7,5,8,892
238,"P.P. LATAUNEE R.NO. 2",188,172,0,360,141,104,0,245,130,0,141,3,14,76,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,1,0,0,245
239,"SARASWATI GURUKUL VIDHYAPEETH MUNAREE R.NO. 1",800,671,0,1471,557,465,0,1022,821,0,417,12,345,171,1,2,4,2,2,16,3,3,4,4,3,6,12,2,0,6,1,6,1022
240,"SARASWATI GURUKUL VIDHYAPEETH MUNAREE R.NO. 2",637,534,0,1171,358,451,0,809,706,0,200,11,357,172,0,0,0,1,1,6,1,2,2,5,1,4,11,3,12,8,2,10,809
241,"SARASWATI GURUKUL VIDHYAPEETH  MUNAREE R.NO. 3",524,419,0,943,364,271,0,635,420,0,23,14,404,168,5,2,1,0,2,2,0,1,0,3,1,2,1,0,2,1,2,1,635
242,"P.P. RAUNAKALA",758,625,0,1383,456,351,0,807,699,0,183,10,268,195,7,5,6,2,3,11,10,3,12,7,7,26,16,4,3,10,5,14,807
243,"P.P. HADRIYADEEH R.NO. 1",636,523,0,1159,385,356,0,741,545,0,25,5,225,413,13,1,3,1,2,9,1,3,6,6,5,8,3,2,4,2,2,2,741
244,"P.P. HADRIYADEEH R.NO. 2",610,461,0,1071,374,272,0,646,498,0,288,8,294,34,4,0,1,0,0,3,0,0,0,1,2,2,6,0,1,2,0,0,646
245,"P.P. AJAGARA R.NO. 1",825,598,0,1423,424,345,0,769,642,0,92,20,410,198,7,2,2,3,3,4,2,3,4,2,3,3,3,1,0,4,2,1,769
246,"P.P. AJAGARA R.NO. 2",708,565,0,1273,400,281,0,681,662,0,34,30,498,91,2,1,0,0,1,3,1,0,3,2,0,6,1,0,5,3,0,0,681
247,"P.P. AJAGARA (NEW BHAWAN) R.NO. 1",427,356,0,783,194,194,0,388,323,0,71,20,222,22,2,0,1,0,1,6,0,3,3,7,13,9,3,0,2,0,2,1,388
248,"P.P. AJAGARA (NEW BHAWAN) R.NO. 2",474,372,0,846,256,227,0,483,432,0,187,10,229,10,5,1,1,1,1,9,0,3,5,0,4,10,4,0,1,1,1,0,483
249,"P.P. AJAGARA (NEW BHAWAN) R.NO. 3",609,457,0,1066,294,252,0,546,529,0,318,2,83,113,1,0,4,0,0,1,1,0,4,1,2,7,6,2,0,0,1,0,546
250,"P.P. CHAHIN",416,366,0,782,244,227,0,471,366,0,236,2,209,17,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,2,0,471
251,"P.P. HATHIYAR KHURD",290,266,0,556,194,171,0,365,340,0,26,5,124,201,4,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,365
252,"P.P. HATHIYAR KALA",589,468,0,1057,325,226,0,551,359,0,125,5,238,154,5,2,0,1,0,3,0,0,4,2,1,2,5,1,1,0,1,1,551
253,"P.P. DEVARIYA",250,233,0,483,120,140,0,260,244,0,116,1,130,4,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,1,1,260
254,"PANCHAYAT BHAWAN PUREDHURSHAH",464,387,0,851,251,238,0,489,467,0,250,13,148,29,3,0,1,1,0,5,1,3,6,8,6,8,2,0,3,1,0,1,489
255,"J.H. SCHOOL NIYARDEEH R.NO. 1",838,668,1,1507,410,353,0,763,640,0,144,22,339,226,2,0,1,1,1,2,3,1,3,4,1,4,1,0,2,0,2,4,763
256,"J.H. SCHOOL NIYARDEEH R.NO. 2",738,645,0,1383,419,384,0,803,780,0,167,9,323,269,3,3,1,1,0,2,3,1,3,1,3,11,0,0,0,0,0,3,803
257,"P.P. CHAUBEPUR KHURD",560,459,0,1019,318,308,0,626,579,0,329,9,236,9,2,0,1,1,0,2,2,0,2,4,1,14,11,1,0,1,0,1,626
258,"P.P. RAJALA R.NO.1",617,484,0,1101,286,269,0,555,398,0,225,12,242,53,1,1,2,0,1,0,0,0,2,0,3,4,6,1,0,0,0,2,555
259,"P.P. RAJALA R.NO.2",197,166,0,363,101,107,0,208,198,0,78,1,121,1,0,0,0,0,0,1,0,0,0,1,1,0,3,0,1,0,0,0,208
260,"P.P. BABATPUR R.NO.1",681,596,0,1277,367,287,0,654,602,0,211,25,335,58,3,2,0,1,1,5,0,0,0,1,1,5,0,0,0,0,3,3,654
261,"P.P. BABATPUR R.NO.2",251,225,0,476,109,118,0,227,201,0,6,44,118,50,1,0,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,227
262,"P.P. UDHORAMPUR R.NO. 1",595,524,0,1119,325,307,0,632,601,0,154,6,365,56,1,0,0,2,1,1,2,1,3,3,2,9,15,0,3,2,1,5,632
263,"P.P. UDHORAMPUR R.NO. 2",282,235,0,517,187,161,0,348,203,0,99,4,39,167,9,1,2,0,0,1,0,1,1,0,2,4,6,1,1,7,2,1,348
264,"P.P. PIPARI",303,242,0,545,183,145,0,328,323,0,16,1,97,174,6,3,1,1,0,3,0,0,0,1,0,15,0,2,1,4,2,1,328
265,"P.P. AJANV R.NO.1",464,374,0,838,261,195,0,456,236,0,52,7,133,209,2,0,0,2,1,2,1,1,0,1,35,5,2,0,1,1,1,0,456
266,"P.P. AJANV R.NO.2",422,362,0,784,248,237,0,485,381,0,87,11,263,100,4,1,0,0,1,5,2,0,2,2,3,3,1,0,0,0,0,0,485
267,"P.P. BARTHARA KHURD R.NO.1",566,460,0,1026,383,368,0,751,569,0,518,5,4,185,3,1,0,0,0,0,0,1,1,2,3,15,10,0,2,0,0,1,751
268,"P.P. BARTHARA KHURD R.NO.2",757,605,0,1362,422,344,0,766,647,0,39,12,437,216,10,1,3,4,2,5,1,0,3,4,9,4,0,0,3,9,1,3,766
269,"JAY JAVAN JAY KISAN BARTHARA KHURD",628,527,0,1155,335,318,0,653,500,0,185,6,238,206,0,0,2,2,1,4,0,0,2,1,1,1,0,1,0,1,1,1,653
270,"P.P. CHUMKUNI",438,346,0,784,259,244,0,503,436,0,171,7,110,179,5,2,1,2,0,6,1,2,1,2,2,3,2,1,1,1,3,1,503
271,"P.P. CHHITTAMPUR R.NO.1",653,560,0,1213,420,330,0,750,648,0,239,16,336,124,3,2,0,0,1,2,1,1,4,3,4,10,2,0,0,2,0,0,750
272,"P.P. CHHITTAMPUR R.NO.2",460,391,0,851,290,269,0,559,442,0,128,12,310,72,13,1,1,0,1,2,0,0,3,1,2,2,1,0,1,4,0,5,559
273,"J.H.SCHOOL CHAUBEPUR R.NO.1",586,453,0,1039,415,266,0,681,600,0,45,19,478,111,3,1,1,0,0,4,1,2,3,2,0,4,0,0,0,2,1,4,681
274,"J.H.SCHOOL CHAUBEPUR R.NO.2",808,609,0,1417,500,392,0,892,850,0,86,19,654,99,9,1,0,0,0,2,0,3,1,5,1,3,2,1,1,3,1,1,892
275,"J.H.SCHOOL CHAUBEPUR R.NO.3",109,85,0,194,78,40,0,118,104,0,28,2,59,22,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,118
276,"P.P. PARANAPUR",602,511,0,1113,427,355,0,782,578,0,234,15,213,292,8,0,1,1,1,3,0,1,2,1,1,6,0,0,1,1,0,1,782
277,"P.P. KAUVAPUR",599,518,0,1117,354,274,0,628,569,0,179,73,189,140,16,2,1,0,1,1,0,0,2,2,7,5,1,1,2,0,4,2,628
278,"P.P. GARTHAULI",751,592,0,1343,401,380,0,781,695,0,73,11,290,364,17,1,4,0,1,5,0,0,1,1,2,2,0,1,0,6,1,1,781
279,"J.H.SCHOOL GARTHAULI",815,673,0,1488,495,396,0,891,791,0,300,18,284,242,14,1,1,0,1,6,1,1,3,2,4,8,2,0,0,1,0,2,891
280,"P.P. BAHADURPUR",577,454,0,1031,383,329,0,712,649,0,311,7,154,209,7,1,1,1,0,2,1,1,4,1,3,7,0,0,0,1,0,1,712
281,"PANCHAYAT BHAWAN BAHARAMPUR",616,523,0,1139,399,354,0,753,635,0,277,16,166,209,20,0,0,1,2,6,2,3,6,1,5,12,3,3,4,6,6,5,753
282,"P.P. BIRNATHIPUR",259,225,0,484,174,149,0,323,233,0,21,1,179,108,4,0,2,0,0,0,0,0,0,2,0,1,2,0,1,0,1,1,323
283,"P.P. PALKAHAN",465,355,0,820,275,229,0,504,402,0,141,8,54,280,1,0,0,2,0,1,0,0,0,0,0,2,5,0,1,8,1,0,504
284,"P.P. DHAURAHARA R.NO.1",664,533,0,1197,300,270,0,570,466,0,121,37,245,120,9,1,3,0,1,6,3,3,4,1,6,5,0,0,1,2,0,2,570
285,"P.P. DHAURAHARA R.NO.2",720,589,0,1309,409,340,0,749,680,0,252,13,198,227,8,1,3,0,1,5,1,1,6,2,4,11,3,2,0,6,2,3,749
286,"P.P. DHAURAHARA R.NO.3",763,628,0,1391,431,367,0,798,764,0,102,19,459,168,5,1,2,0,1,3,0,0,0,2,7,8,7,0,2,3,5,4,798
287,"K.J.H.SCHOOL DHAURAHARA R.NO.1",426,346,0,772,249,215,0,464,432,0,30,13,218,174,8,0,0,1,0,2,0,0,3,2,1,4,0,0,2,1,1,4,464
288,"K.J.H.SCHOOL DHAURAHARA R.NO.2",405,343,0,748,250,240,0,490,316,0,133,4,35,290,0,2,0,1,1,0,0,1,2,3,1,10,2,2,1,0,0,2,490
289,"J.H.SCHOOL DHAURAHARA R.NO.1",517,454,0,971,303,252,0,555,451,0,151,5,296,76,4,0,0,0,0,3,0,0,0,0,1,8,0,1,2,3,3,2,555
290,"J.H.SCHOOL DHAURAHARA R.NO.2",586,500,0,1086,308,253,0,561,458,0,147,11,351,13,4,0,0,2,0,6,0,0,2,1,12,4,4,1,3,0,0,0,561
291,"J.H.SCHOOL DHAURAHARA R.NO.3",692,576,0,1268,349,382,0,731,708,0,199,0,90,375,14,0,2,0,2,4,2,3,1,1,25,10,2,0,0,0,0,1,731
292,"P.P. HARIHARPUR R.NO.1",497,380,0,877,281,232,0,513,470,0,332,4,95,40,2,0,1,4,3,0,2,1,1,1,11,8,0,1,0,1,3,3,513
293,"P.P. HARIHARPUR R.NO.2",704,551,0,1255,360,328,0,688,587,0,265,34,103,204,11,2,3,0,1,8,4,3,2,1,22,8,4,2,0,7,2,2,688
294,"P.P. BHAGWANPUR KHURD",611,506,0,1117,318,287,0,605,506,0,35,7,341,145,23,1,1,0,0,11,12,0,6,5,2,9,0,0,2,3,0,2,605
295,"P.P. KURSIYA",269,202,0,471,179,139,0,318,256,0,209,4,12,67,5,0,1,0,0,0,3,1,2,0,2,2,2,2,1,0,4,1,318
296,"P.P. TEKURI R.NO. 1",439,352,1,792,212,192,0,404,297,0,3,5,236,150,1,0,0,0,1,2,0,1,0,1,0,1,0,0,2,0,0,1,404
297,"P.P. TEKURI R.NO. 2",357,298,0,655,175,167,0,342,325,0,24,3,130,174,2,1,0,0,0,2,0,0,1,2,0,0,1,1,0,1,0,0,342
298,"J.H. SCHOOL SARAIYA R.NO.1",624,487,0,1111,330,299,0,629,520,0,493,7,18,57,1,1,0,0,0,0,0,1,2,0,2,11,18,2,2,2,8,4,629
299,"J.H.SCHOOL SARAIYA R.NO.2",478,402,0,880,269,260,0,529,483,0,20,7,153,300,3,0,1,0,0,1,1,0,2,1,6,9,4,0,3,7,6,5,529
300,"J.H.SCHOOL SARAIYA R.NO. 3",503,422,0,925,268,214,0,482,460,0,54,11,183,181,1,1,1,0,0,7,1,1,2,5,3,20,1,1,2,4,2,1,482
301,"P.P. RAJVARI R.NO.1",710,524,0,1234,358,307,0,665,502,0,181,18,422,14,6,1,0,0,0,0,3,0,0,3,1,7,2,0,2,3,0,2,665
302,"P.P. RAJVARI R.NO.2",670,578,0,1248,340,277,0,617,577,0,26,19,380,121,17,1,3,0,1,4,22,3,1,3,4,6,0,0,2,2,0,2,617
