"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
140,"PRIMARI SCHOOL DARABNAGAR",414,357,0,771,250,230,0,480,2,0,241,53,2,77,5,0,1,3,68,1,1,4,3,2,2,8,2,3,1,0,2,1,480
141,"PRIMARI SCHOOL NIHALPUR",289,227,0,516,205,155,0,360,360,0,8,26,1,212,0,0,2,7,90,1,2,3,1,0,0,1,2,0,2,2,0,0,360
142,"PRIMARI SCHOOL BHAISAHARA",301,244,0,545,184,167,0,351,351,0,41,51,2,75,3,1,1,3,161,0,1,0,1,1,2,2,3,1,0,1,0,1,351
143,"J.H.SCHOOL K.NO.1 DEVGAO",538,426,0,964,286,195,0,481,357,0,16,6,1,324,2,2,1,10,90,0,0,4,1,1,4,1,2,3,3,6,2,2,481
144,"J.H.SCHOOL K.NO.2 DEVGAO",585,415,0,1000,281,213,0,494,401,0,24,33,1,357,0,2,1,2,47,4,0,5,3,2,2,1,1,1,1,3,1,3,494
145,"PRIMARI SCHOOL DEVGAO",548,467,0,1015,300,222,0,522,16,92,16,92,4,259,2,0,1,6,99,3,3,2,3,2,2,13,1,2,4,6,0,2,522
146,"PRIMARI SCHOOL AMBAHARA",492,388,0,880,289,176,0,465,400,0,16,147,1,208,0,1,0,8,54,1,1,10,1,3,1,7,1,1,1,0,2,1,465
147,"PRIMARI SCHOOL LAHBARPUR",595,486,0,1081,343,281,0,624,5,0,51,160,4,298,3,0,2,2,77,0,0,1,1,1,3,7,3,1,3,2,2,3,624
148,"PRIMARI SCHOOL NAJIRPUR",292,262,0,554,170,142,0,312,312,0,33,47,1,168,0,1,0,4,48,1,0,3,0,0,2,1,1,0,0,0,2,0,312
149,"PRIMARI SCHOOL KHARGAORA UTTAR",615,454,0,1069,298,201,0,499,490,0,32,44,1,338,0,1,1,3,60,1,1,4,1,1,0,3,0,2,0,4,0,2,499
150,"PRIMARI SCHOOL KHARGAORA DAXIN",533,421,0,954,258,156,0,414,409,0,56,80,1,201,0,1,3,1,51,0,2,1,3,1,1,4,0,0,2,2,3,1,414
151,"PRIMARI SCHOOL MEERNAGAR",345,282,0,627,233,166,0,399,399,0,130,69,0,121,0,0,0,1,46,0,0,0,8,1,0,10,2,5,2,2,0,2,399
152,"PRIMARI SCHOOL BARAONKI",523,435,0,958,379,289,0,668,668,0,235,41,1,288,3,3,1,2,65,0,1,1,4,2,1,1,5,5,1,5,1,2,668
153,"PRIMARI SCHOOL  GOSAIKHEDA UTTAR M. KURSAT GRAMIN",689,516,0,1205,278,208,0,486,486,0,4,284,1,93,5,0,0,6,79,0,1,0,2,1,0,4,2,0,2,1,0,1,486
154,"PRIMARI SCHOOL BAHADURKHEDA M. KURSAT GRAMIN",390,299,0,689,198,156,0,354,297,0,17,152,1,113,2,0,0,1,49,2,1,2,0,1,1,7,0,1,0,2,0,2,354
155,"PRIMARI SCHOOL U. ANVARKHEDA M.  KURSAT GRAMIN",581,461,0,1042,267,223,0,490,483,0,208,89,1,76,0,2,0,6,77,1,0,1,2,0,4,4,2,7,1,2,3,4,490
156,"PRIMARI SCHOOL D. ANVARKHEDA M. KURSAT GRAMIN",400,323,0,723,176,147,0,323,291,0,25,146,0,93,0,1,0,2,29,2,0,2,0,3,2,8,2,1,2,3,1,1,323
157,"J.H.SCHOOL K.NO.1 KURSAT GRAMIN",851,572,0,1423,356,191,0,547,535,0,126,203,1,110,2,1,0,4,61,1,0,5,1,2,4,12,3,2,5,1,1,2,547
158,"J.H.SCHOOL K.NO.2 KURSAT GRAMIN",757,523,0,1280,266,233,0,499,484,0,81,201,1,141,3,0,1,2,46,0,1,3,1,2,1,9,0,0,2,2,0,2,499
159,"J.H.SCHOOL K.NO.3 TIKARA M. KURSAT GRAMIN",857,610,0,1467,458,293,0,751,731,0,123,127,2,378,2,2,1,9,61,0,4,4,3,0,2,12,2,3,1,5,3,7,751
160,"PRIMARI SCHOOL PIPARI M. KURSAT GRAMIN",719,514,0,1233,344,192,0,536,536,0,27,137,2,204,0,0,0,0,128,2,2,2,2,1,0,12,10,6,1,0,0,0,536
161,"PRIMARI SCHOOL GANESHKHEDA M. SARAIBADRI",497,391,0,888,226,180,0,406,306,0,34,137,3,83,0,0,0,3,122,0,1,3,4,1,1,5,1,1,2,1,1,3,406
162,"PRIMARI SCHOOL K.NO.1 DIPWAL",749,542,0,1291,387,258,0,645,556,0,41,204,3,240,4,4,0,4,109,0,1,2,4,0,0,14,3,4,1,1,2,4,645
163,"PRIMARI SCHOOL K.NO.2 DIPWAL",510,399,0,909,285,173,0,458,458,0,91,105,2,129,3,0,0,8,111,1,1,1,0,0,1,2,0,1,0,0,1,1,458
164,"PRIMARI SCHOOL DHANMAU CHHAREHATI",402,306,0,708,237,191,0,428,401,0,54,120,0,193,0,0,5,6,13,0,2,4,2,2,1,11,2,4,4,1,1,3,428
165,"J.H.SCHOOL K.NO.1 POORACHAND",754,593,0,1347,394,276,0,670,669,0,93,228,2,142,3,1,2,13,128,0,1,3,14,1,1,15,2,2,12,0,0,7,670
166,"J.H.SCHOOL K.NO.2 POORACHAN",880,680,0,1560,498,345,0,843,511,0,56,255,2,420,2,0,4,12,38,2,5,3,5,2,2,10,0,1,6,7,8,3,843
167,"PRIMARI SCHOOL BISVAL",873,626,0,1499,477,353,0,830,425,0,197,186,2,243,4,1,2,4,112,1,2,4,8,2,0,30,6,9,3,6,2,6,830
168,"PRIMARI SCHOOL LAHARU",415,313,0,728,228,163,0,391,391,0,234,27,3,56,3,0,0,4,55,0,0,1,2,0,1,1,2,0,0,0,1,1,391
169,"PRIMARI SCHOOL RAMPUR KHANJHADI",620,392,0,1012,300,191,0,491,215,0,37,19,1,221,1,0,0,7,180,1,1,6,0,0,4,2,4,0,2,2,2,1,491
170,"PRIMARI SCHOOL RAMPUR KHANJHADI",441,330,1,772,194,126,0,320,120,0,14,84,0,159,1,0,0,1,41,0,1,2,2,1,1,4,1,3,1,2,2,0,320
171,"PRIMARI SCHOOL BAHADUR PUR",666,456,0,1122,307,203,0,510,325,0,38,99,8,242,2,1,2,11,70,0,0,8,2,0,3,11,1,1,1,6,3,1,510
172,"PRIMARI SCHOOL TALHI",256,201,0,457,105,98,0,203,200,0,4,62,0,44,1,0,2,4,77,0,0,1,1,0,0,2,2,0,0,0,0,3,203
173,"PRIMARI SCHOOL ALDAO",625,459,0,1084,385,235,0,620,458,0,105,225,1,77,5,0,3,15,155,1,2,6,2,1,1,11,3,3,1,0,3,0,620
174,"PRIMARI SCHOOL KABROI",512,431,0,943,247,238,0,485,485,0,133,195,1,69,1,0,0,3,65,4,1,2,2,0,1,3,2,1,2,0,0,0,485
175,"PRIMARI SCHOOL KABROI",435,361,0,796,296,152,0,448,420,0,213,151,0,33,1,1,0,2,31,1,1,2,1,2,1,4,1,1,0,1,1,0,448
176,"PRIMARI SCHOOL LODHATIKUR",583,484,0,1067,327,256,0,583,470,0,55,255,1,194,5,0,1,5,42,2,0,2,2,1,1,9,0,0,2,4,1,1,583
177,"PRIMARI SCHOOL DAKAULI",483,354,0,837,234,206,0,440,109,0,101,113,1,89,0,2,0,8,87,0,1,4,2,1,2,12,3,2,2,2,3,5,440
178,"PRIMARI SCHOOL UTARA",455,317,0,772,260,144,0,404,336,0,16,113,1,204,0,1,2,0,56,1,0,2,1,0,1,2,0,1,0,0,3,0,404
179,"PRIMARI SCHOOL PARSAHARA",714,591,0,1305,364,290,0,654,185,0,30,216,6,256,4,2,2,8,86,1,3,4,4,4,0,12,4,2,1,1,1,7,654
180,"RAJKIY INTER COLLEGE INAYATPURBARRA",317,243,0,560,174,152,0,326,300,0,44,185,2,53,4,1,0,0,16,1,1,0,2,1,1,8,0,2,0,4,0,1,326
181,"RAJKIY INTER COLLEGE INAYATPURBARRA",807,638,0,1445,512,381,0,893,693,0,240,292,8,133,3,0,4,8,159,2,2,1,3,2,7,11,3,4,2,3,0,6,893
182,"PRIMARI SCHOOL SUBHANKHEDA",340,295,0,635,204,188,0,392,383,0,52,25,3,247,1,3,1,7,32,1,0,4,1,0,1,4,6,1,2,0,0,1,392
183,"PRIMARI SCHOOL ADAMPUR",671,494,0,1165,310,247,0,557,170,0,52,172,2,196,1,2,1,6,105,1,1,0,3,1,1,3,2,1,1,4,1,1,557
184,"PRIMARI SCHOOL MOHAMMADPUR CHAKSUNAORA",621,503,0,1124,331,244,0,575,500,0,177,101,2,169,2,2,1,1,86,1,0,6,9,0,1,3,7,4,1,0,0,2,575
185,"PRIMARI SCHOOL POORANKHEDA",833,627,0,1460,454,289,0,743,200,0,172,133,5,298,7,3,6,10,72,2,3,2,2,2,2,8,1,2,0,4,2,7,743
186,"PRIMARI SCHOOL TIYAR",613,456,0,1069,274,215,0,489,489,0,236,51,0,138,0,0,2,2,30,0,1,4,8,1,1,4,1,2,2,2,1,3,489
187,"PRIMARI SCHOOL BHAGATKHEDA M TIKARA",396,291,0,687,214,165,0,379,357,0,135,92,3,70,2,1,0,9,42,0,2,4,2,2,2,5,2,3,1,0,1,1,379
188,"PRIMARI SCHOOL GALRAPUR",724,538,0,1262,421,274,0,695,530,0,178,185,4,202,2,1,1,7,80,1,3,3,3,1,3,8,0,2,2,1,5,3,695
189,"PRIMARI SCHOOL ARSENA",283,228,0,511,145,178,0,323,300,0,77,18,0,79,1,0,3,5,118,1,0,1,3,1,2,5,4,1,2,0,1,1,323
190,"PRIMARI SCHOOL NEVARAUDAI",527,425,0,952,355,241,0,596,566,0,160,52,1,216,3,0,0,3,133,1,2,5,3,2,0,4,3,0,2,5,0,1,596
191,"PRIMARI SCHOOL RAMPURRAI",442,324,0,766,299,226,0,525,525,0,41,107,1,152,2,2,0,2,196,0,0,2,4,3,0,7,0,1,2,2,1,0,525
192,"PRIMARI SCHOOL ALIPUR MICHALAOLA",680,469,0,1149,400,298,0,698,98,0,122,191,2,113,5,2,3,7,218,0,0,1,1,6,4,8,2,2,0,2,5,4,698
193,"PRIMARI SCHOOL ALIPUR MICHALAOLA",454,319,0,773,215,176,0,391,222,0,98,72,2,131,0,0,0,3,74,0,1,1,0,0,1,3,1,1,1,0,0,2,391
194,"PRIMARI SCHOOL BADHAVAKOLA",548,429,0,977,356,246,0,602,601,0,340,47,3,128,0,1,1,5,65,1,0,0,0,0,2,1,2,1,1,1,2,1,602
195,"PRIMARI SCHOOL NAIPALPUR",438,361,0,799,203,277,0,480,400,0,10,114,4,196,1,0,0,6,125,2,1,3,1,2,0,5,0,1,1,4,1,3,480
196,"PRIMARI SCHOOL DARIHAT",335,276,0,611,224,180,0,404,404,0,6,106,0,243,0,1,1,0,27,0,0,2,1,2,4,4,1,5,1,0,0,0,404
197,"PRIMARI SCHOOL AHAMADPUR TAKTAOLI",364,300,0,664,197,141,0,338,338,0,5,76,1,171,0,1,2,3,54,5,0,2,2,0,0,2,0,1,2,0,2,9,338
198,"PRIMARI SCHOOL  RAJAPUR",217,186,0,403,159,113,0,272,257,0,18,98,0,95,1,0,1,0,53,0,0,1,1,0,0,1,0,1,0,1,1,0,272
199,"PRIMARI SCHOOL FAKHARUDDINMAU",368,291,0,659,244,162,0,406,205,0,6,92,1,168,1,0,1,4,109,2,0,2,4,5,1,2,1,0,2,4,1,0,406
200,"PRIMARI SCHOOL AKBARPUR",540,384,0,924,318,259,0,577,175,0,188,141,0,126,2,0,2,2,98,0,0,1,2,0,0,5,4,2,1,1,1,1,577
201,"PRIMARI SCHOOL SUNDHARIKHURD",347,295,0,642,217,176,0,393,366,0,29,79,0,52,2,3,2,6,206,0,1,0,2,2,1,2,0,1,0,1,2,2,393
202,"PRIMARI SCHOOL SAHIJANA JARGAR",230,172,0,402,133,107,0,240,240,0,20,116,0,70,3,0,2,1,22,0,0,2,0,0,0,0,0,1,0,0,1,2,240
203,"PRIMARI SCHOOL AVAGOJHA",442,333,0,775,286,201,0,487,415,0,12,110,0,288,0,0,2,2,33,0,0,2,2,0,0,19,4,6,2,2,1,2,487
204,"PRIMARI SCHOOL  PATHAKPUR",500,383,0,883,318,257,0,575,223,0,39,129,2,256,6,0,2,7,99,0,3,3,1,2,2,12,1,1,0,5,3,2,575
205,"PRIMARI SCHOOL MALHAOLI SARDARNAGAR",548,445,0,993,372,295,0,667,652,0,231,93,0,248,1,0,3,10,52,3,2,2,3,0,2,5,2,3,1,1,1,4,667
206,"PRIMARI SCHOOL BARHAKALA",761,578,0,1339,471,296,0,767,467,0,242,125,5,277,1,1,1,8,77,2,0,3,3,1,6,2,0,0,1,7,2,3,767
207,"PRIMARI SCHOOL BARHAKALA",414,316,0,730,245,161,0,406,306,0,32,95,2,189,0,0,0,0,56,0,1,1,4,2,0,12,1,0,2,6,0,3,406
208,"PRIMARI SCHOOL FIROJPUR RAMAI",217,203,0,420,126,108,0,234,128,0,8,61,0,116,1,0,0,2,40,1,0,0,0,1,1,1,0,0,1,1,0,0,234
209,"PRIMARI SCHOOL  BASOKHA MOHAMMADPUR",398,328,0,726,255,223,0,478,400,0,110,55,4,198,0,1,0,3,73,0,3,3,2,0,1,5,4,7,4,3,1,1,478
210,"PRIMARI SCHOOL NAOHAIKHURDA",726,530,0,1256,444,374,0,818,702,0,116,85,5,460,1,1,1,3,114,2,2,6,2,1,2,0,3,3,2,1,3,5,818
211,"PRIMARI SCHOOL SINDHURNEVATI KHEDA",497,374,0,871,288,225,0,513,513,0,62,178,1,175,4,2,4,9,56,1,4,1,1,0,0,9,2,0,1,1,0,2,513
212,"PRIMARI SCHOOL BINAIKA",401,362,0,763,310,240,0,550,200,0,63,17,2,395,0,1,0,5,49,0,0,3,1,1,2,1,2,0,1,2,3,2,550
213,"PRIMARI SCHOOL DALKHEDA",458,359,0,817,231,190,0,421,321,0,64,169,1,138,0,4,0,2,19,1,1,3,2,1,1,9,0,3,1,1,0,1,421
214,"PRIMARI SCHOOL MALHIMAU",331,280,0,611,234,202,0,436,436,0,33,32,2,288,3,0,1,2,59,1,1,1,0,0,0,1,2,1,4,3,1,1,436
215,"PRIMARI SCHOOL MAKDOOMPUR SHAHSAFI",321,272,0,593,186,155,0,341,285,0,82,60,0,76,0,0,1,5,103,1,0,3,1,1,1,4,1,0,1,0,0,1,341
216,"J.H.SCHOOL AINIKHURD",894,706,0,1600,475,365,0,840,836,0,148,168,9,301,2,3,0,8,160,1,1,4,5,1,1,7,6,1,4,2,3,5,840
217,"PRIMARI SCHOOL SHIVDHANA",732,567,0,1299,438,277,0,715,715,0,116,179,1,226,2,4,1,5,142,2,2,10,3,0,2,10,1,1,2,4,0,2,715
218,"PRIMARI SCHOOL BIJIMAU",819,640,0,1459,419,326,0,745,360,0,128,162,5,186,5,2,2,11,211,2,0,2,0,2,2,11,2,1,3,6,0,2,745
219,"PRIMARI SCHOOL KULHA ATAORA PURVA",862,658,0,1520,425,310,0,735,687,0,76,216,3,344,1,0,3,9,34,4,1,8,0,2,2,10,3,1,3,5,2,8,735
220,"PRIMARI SCHOOL KULHA ATAORA PASCHIM",835,583,0,1418,357,181,0,538,500,0,41,100,3,203,0,1,0,2,160,2,0,2,1,0,1,9,2,4,4,0,0,3,538
221,"PRIMARI SCHOOL SUBHANIKHEDA",258,178,0,436,180,120,0,300,20,0,208,24,0,26,1,1,0,1,26,0,0,0,3,0,0,1,3,4,1,1,0,0,300
222,"PRIMARI SCHOOL MURAVVATPUR",328,261,0,589,185,173,0,358,356,0,19,166,2,107,3,1,0,3,31,1,2,3,4,0,2,8,2,1,0,1,2,0,358
223,"PRIMARI SCHOOL MUJAFFARPUR SARRA",809,629,0,1438,422,322,0,744,697,0,33,201,3,377,0,8,3,6,81,1,0,6,0,0,1,7,1,0,3,8,3,2,744
224,"PRIMARI SCHOOL  KHANPUR PIRALI",326,258,0,584,214,180,0,394,18,0,42,47,0,90,1,112,0,8,65,4,3,3,1,1,1,2,0,1,4,6,1,2,394
225,"PRIMARI SCHOOL ASIVANTARAF KADIRPUR",628,503,0,1131,405,336,0,741,741,0,87,65,7,464,1,13,0,0,92,1,0,1,1,2,0,1,0,2,1,0,1,2,741
226,"PRIMARI SCHOOL ASIVANTARAF KADIRPUR",510,393,0,903,357,264,0,621,611,0,13,86,3,420,2,9,1,2,71,1,0,0,0,0,0,4,0,1,6,0,1,1,621
227,"PRIMARI SCHOOL UTTAR K.NO 1 KANIGAO",470,408,0,878,287,285,0,572,380,0,22,102,2,357,2,2,2,4,55,1,0,1,1,1,1,7,2,1,2,3,1,3,572
228,"PRIMARI SCHOOL UTTAR K.NO 2 KANIGAO",493,398,0,891,281,234,0,515,96,0,5,248,1,169,3,1,1,5,56,5,1,3,1,1,0,7,0,0,0,5,2,1,515
229,"PRIMARI SCHOOL DAXIN K.NO. 4 KANIGAO",916,647,0,1563,505,333,0,838,834,0,347,103,1,263,0,3,0,8,75,2,2,3,3,2,4,5,3,3,0,5,2,4,838
230,"PRIMARI SCHOOL GAORAKALA",737,584,0,1321,475,379,0,854,700,0,71,200,5,441,5,1,2,15,55,1,4,7,3,8,7,7,1,3,2,9,4,3,854
231,"M.V.K.NO1 HAIDRABAD",849,712,0,1561,562,447,0,1009,800,0,334,133,6,440,4,0,0,6,52,2,1,5,2,2,4,4,2,2,0,2,2,6,1009
232,"M.V.K.NO2 HAIDRABAD",832,600,0,1432,496,367,0,863,800,0,139,153,5,353,4,7,2,5,170,4,1,7,2,1,1,2,0,0,2,3,1,1,863
233,"M.V.K.NO3 HAIDRABAD",186,144,0,330,119,98,0,217,210,0,28,8,1,148,0,0,0,1,29,0,0,1,0,0,0,0,0,0,0,1,0,0,217
234,"M.V.K.NO4 HAIDRABAD",828,644,0,1472,531,409,0,940,939,0,63,69,5,677,2,1,2,5,80,2,3,10,2,0,1,3,0,0,3,9,2,1,940
235,"M.V.K.NO5 HAIDRABAD",330,255,0,585,225,163,0,388,388,0,112,110,2,124,0,1,0,0,32,0,0,0,1,0,2,2,0,0,0,0,2,0,388
236,"PRIMARI SCHOOL PARASAIFPUR",448,367,0,815,322,282,0,604,496,0,22,30,1,457,0,0,0,3,79,1,0,2,0,0,0,1,0,1,2,1,2,2,604
237,"V.D.T. INTTAR COLLEGE K.NO.1 MIYAGANJ",469,381,0,850,320,233,0,553,434,0,99,38,1,236,1,1,1,3,158,0,0,2,3,0,1,4,2,1,0,1,1,0,553
238,"V.D.T. INTTAR COLLEGE K.NO.2 MIYAGANJ",522,432,0,954,316,248,0,564,500,0,88,114,0,110,1,3,1,2,228,0,0,2,1,2,1,4,0,0,1,1,0,5,564
239,"V.D.T. INTTAR COLLEGE K.NO.3 MIYAGANJ",474,385,0,859,297,200,0,497,440,0,44,40,4,269,1,0,0,4,118,2,2,1,3,0,0,1,2,1,0,3,1,1,497
240,"V.D.T. INTTAR COLLEGE K.NO.4 MIYAGANJ",431,330,0,761,243,178,0,421,196,0,72,41,1,147,0,0,0,1,153,1,0,2,0,0,0,2,0,1,0,0,0,0,421
241,"PRIMARI SCHOOL MIYAGANJ",470,401,0,871,312,225,0,537,532,0,66,5,0,147,0,1,1,4,304,1,0,1,2,1,0,0,4,0,0,0,0,0,537
242,"PRIMARI SCHOOL MIYAGANJ",433,362,0,795,245,205,0,450,104,0,118,38,1,164,0,2,1,5,105,0,0,5,0,1,1,1,2,1,1,3,0,1,450
243,"KANYA PRIMARI SCHOOL MIYAGANJ",416,337,0,753,255,219,0,474,473,0,91,8,0,227,0,0,1,2,126,0,1,2,1,0,0,3,3,2,4,1,1,1,474
244,"PRIMARI SCHOOL ASIVANTARAF JARULLANAGAR",829,632,0,1461,490,351,0,841,696,0,130,296,1,274,2,3,2,6,103,2,1,4,2,2,0,7,0,1,0,1,1,3,841
245,"PRIMARI SCHOOL ASIVANTARAF LOKMAN",869,708,0,1577,487,385,0,872,442,0,125,270,6,365,3,5,4,6,50,2,2,4,1,2,1,13,0,3,2,5,3,0,872
246,"PRIMARI SCHOOL JAMALAPUR",381,307,0,688,282,211,0,493,493,0,294,76,0,56,1,0,0,4,51,1,0,1,0,0,3,1,0,1,2,0,1,1,493
247,"PRIMARI SCHOOL ASIVANTARAF SIDDHANATH",629,503,0,1132,360,313,0,673,673,0,108,129,7,333,3,0,1,1,46,2,1,10,4,1,5,3,3,2,5,2,3,4,673
248,"PRIMARI SCHOOL ASIVANTARAF NAIBASTI",579,462,0,1041,380,313,0,693,613,0,190,103,2,246,1,10,1,2,111,0,1,3,2,1,0,5,3,4,1,2,1,4,693
249,"J.H.SCHOOL ASIVANTARAF PASCHIM",544,432,0,976,317,278,0,595,90,0,183,206,1,92,2,0,0,5,87,2,0,1,1,0,1,7,2,1,1,0,2,1,595
250,"J.H.SCHOOL ASIVANTARAF PASCHIM",686,489,0,1175,401,274,0,675,660,0,93,342,1,78,5,0,2,10,111,5,0,2,0,1,2,12,0,1,2,4,1,3,675
251,"PRIMARI SCHOOL ASIVANTARAF PASCHIM",617,444,0,1061,366,263,0,629,625,0,128,348,0,35,1,1,1,3,83,0,0,1,0,2,1,16,1,2,0,1,0,5,629
252,"PRIMARI SCHOOL SARAMBA",607,464,0,1071,375,277,0,652,652,0,87,193,4,290,3,0,1,7,39,3,0,9,0,3,2,3,0,1,1,3,2,1,652
253,"PRIMARI SCHOOL SHAHPUR SIDHAORA",415,340,0,755,211,161,0,372,300,0,24,18,3,212,0,0,0,1,101,0,0,4,2,1,0,3,0,0,0,1,0,2,372
254,"PRIMARI SCHOOL PURV MAHENDRA",532,457,1,990,328,269,0,597,597,0,49,140,5,226,3,0,1,9,116,1,5,2,6,4,3,7,3,2,5,3,4,3,597
255,"PRIMARI SCHOOL PASCHIM MHENDRA",392,325,0,717,254,205,0,459,400,0,143,65,1,160,0,2,1,6,50,1,2,3,1,0,0,7,2,7,1,4,2,1,459
256,"PRIMARI SCHOOL RAMPURKALA",602,508,0,1110,314,245,0,559,217,0,71,129,4,169,2,0,1,16,130,2,1,3,1,0,6,6,4,4,0,5,2,3,559
257,"PRIMARI SCHOOL MIRJAPUR BHABHAU",291,229,0,520,168,157,0,325,324,0,89,12,1,91,0,0,0,0,131,0,0,1,0,0,0,0,0,0,0,0,0,0,325
258,"PRIMARI SCHOOL ACCHEPUR KIRMILI",451,380,0,831,255,252,0,507,439,0,26,56,4,82,1,0,0,14,299,2,1,7,0,0,2,3,3,3,1,1,1,1,507
259,"PRIMARI SCHOOL PNAPUR KHURD",438,360,0,798,280,257,0,537,532,0,203,40,3,103,5,1,2,5,142,1,1,2,1,2,6,5,5,5,2,1,1,1,537
260,"PRIMARI SCHOOL KHAIRABAD",313,272,0,585,202,194,0,396,347,0,82,86,1,143,2,0,0,3,64,0,4,6,0,0,2,1,0,0,1,0,0,1,396
261,"PRIMARI SCHOOL HASNAPUR",542,420,0,962,373,279,0,652,652,0,35,96,2,279,3,0,0,4,179,1,0,3,0,2,6,10,10,1,15,3,1,2,652
262,"PRIMARI SCHOOL HILALMAU",337,276,0,613,244,180,0,424,233,0,29,79,3,242,0,0,1,5,49,2,0,1,0,2,1,2,1,1,1,4,1,0,424
263,"J.H.SCHOOL K.NO.1 SARAIMALKADIM",783,649,0,1432,504,419,0,923,323,0,14,48,2,690,3,1,1,2,129,1,1,11,1,2,0,5,0,0,0,8,3,1,923
264,"J.H.SCHOOL K.NO2 SARAIMALKADI",394,306,0,700,238,189,0,427,224,0,18,120,0,159,0,0,3,3,102,2,0,5,3,2,1,6,0,0,0,3,0,0,427
265,"PRIMARI SCHOOL PAMEDHIYA",695,562,0,1257,397,341,0,738,735,0,65,71,11,423,2,1,6,9,118,1,7,5,3,0,0,3,1,3,0,3,1,5,738
266,"PRIMARI SCHOOL KAYAMPUR NIBARVARA",718,577,0,1295,414,338,0,752,620,0,78,161,4,229,3,1,3,17,215,4,4,5,2,4,2,8,0,2,3,4,3,0,752
267,"PRIMARI SCHOOL UTTAR KHANPUR SURAOLI",389,299,0,688,224,176,0,400,400,0,68,48,1,181,2,0,1,5,71,0,2,2,1,2,2,3,4,2,0,1,1,3,400
268,"PRIMARI SCHOOL DAXIN KHANPUR SURAOLI",445,363,0,808,277,211,0,488,2,0,77,40,2,225,1,1,3,3,119,1,1,2,1,0,1,1,3,1,0,4,2,0,488
269,"PRIMARI SCHOOL K.NO.1 MUNSHIGANJ M. SAKATPUR",642,450,0,1092,364,231,0,595,225,0,151,90,1,180,7,3,1,12,101,1,2,7,4,0,6,7,7,5,0,4,1,5,595
270,"PRIMARI SCHOOL K.NO.2 MUNSHIGANJ M. SAKATPUR",595,459,0,1054,363,255,0,618,618,0,61,39,2,330,1,1,2,1,157,2,3,4,1,1,1,2,4,2,0,1,1,2,618
271,"J.H.SCHOOL K.NO.1 RASOOLABAD T.E.",907,702,0,1609,458,351,0,809,618,0,180,78,7,360,4,0,2,9,136,1,1,8,0,2,4,3,4,2,2,2,3,1,809
272,"J.H.SCHOOL K.NO.2 RASOOLABAD T.E",795,685,0,1480,357,330,0,687,626,0,219,14,3,237,3,0,0,4,187,1,1,3,1,1,2,1,2,1,3,1,0,3,687
273,"J.H.SCHOOL K.NO.3 RASOOLABAD T.E.",785,618,0,1403,374,303,0,677,133,0,151,60,8,283,0,0,0,7,151,0,0,1,1,2,1,3,0,1,2,4,0,2,677
274,"PRIMARI SCHOOL RASOOLABAD T.E.",834,622,0,1456,506,350,0,856,782,0,80,74,5,570,2,2,1,4,79,5,2,7,2,0,2,4,1,0,1,10,2,3,856
275,"PRIMARI SCHOOL KAMLAPUR",260,193,0,453,143,113,0,256,221,0,71,45,1,44,0,1,0,1,84,1,0,0,0,0,0,4,2,0,0,1,0,1,256
276,"PRIMARI SCHOOL LACCHAKHEDA",233,188,0,421,127,104,0,231,207,0,35,52,1,80,1,0,0,1,52,0,0,0,1,0,0,4,2,1,0,1,0,0,231
277,"PRIMARI SCHOOL BUDHANPUR",247,203,0,450,173,159,0,332,33,0,3,2,3,284,2,0,0,3,9,1,2,7,1,2,3,0,0,1,2,4,1,2,332
278,"PRIMARI SCHOOL K.NO. 1 PANPUR KALA",565,454,0,1019,298,251,0,549,82,0,34,107,1,143,0,1,0,4,233,2,0,0,2,0,2,8,3,0,3,1,0,5,549
279,"PRIMARI SCHOOL K.NO.2 PANAPUR KALA",330,265,0,595,162,104,0,266,266,0,5,135,0,44,0,1,0,3,64,0,0,1,1,0,1,4,2,2,0,0,0,3,266
280,"PRIMARI SCHOOL AHMADPUR",366,263,0,629,207,156,0,363,363,0,9,147,1,150,0,0,2,4,13,0,0,2,1,1,0,20,1,1,7,3,0,1,363
281,"PRIMARI SCHOOL TAJPUR",334,284,0,618,191,166,0,357,338,0,9,67,0,209,1,0,1,3,61,2,0,0,0,0,2,1,0,0,0,1,0,0,357
282,"PRIMARI SCHOOL SIRSAKANHAR",301,251,0,552,208,173,0,381,379,0,77,112,2,148,0,1,1,0,28,1,0,1,0,2,0,4,2,0,1,1,0,0,381
