"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANJU BALA","2 - ASHOK KUMAR RAWAT","3 - OM PRAKASH","4 - JAI PRAKASH","5 - KANEDI","6 - NAGPAL","7 - MANSHARAM GAUTAM","8 - RAJESH KUMAR S/O PARMESHWAR DEEN","9 - HARINAM","10 - RAJESH KUMAR S/O BABOORAM","11 - RAMPAL","12 - SHABNUM","13 - SWADESH KUMAR","14 - HANS MUKHI KATHERIA","15 - None of the Above","Total Votes Secured"
182,"J.H.S.R.NO1 TATROI",699,578,0,1277,468,329,0,797,757,0,187,510,20,37,3,0,0,1,1,2,3,6,1,14,12,797
183,"J.H.S.R.NO.2 TATROI",270,204,0,474,177,111,0,288,288,0,179,83,11,7,0,0,0,0,0,0,0,0,0,3,5,288
184,"P.S. TELIYANI HO LODHOURA",527,423,1,951,404,309,0,713,713,0,10,683,8,2,0,0,0,0,0,0,1,0,0,4,5,713
185,"P.S. FOLADGANJ HO LODHURA",221,198,0,419,174,126,0,300,277,0,52,94,9,133,2,0,0,0,0,0,0,1,2,2,5,300
186,"P.S. MAANPUR",908,710,0,1618,563,365,0,928,928,0,378,477,13,47,3,0,0,1,0,0,3,0,0,4,2,928
187,"P.S. NAWABGANJ HO GOHILARI",557,452,0,1009,400,308,0,708,706,0,106,516,17,43,4,0,0,1,0,0,0,1,2,6,12,708
188,"P.S. GOHILARI",252,209,0,461,155,137,0,292,292,0,49,169,3,63,0,0,0,0,0,0,0,0,0,4,4,292
189,"P.S.R.NO.1 KAKARGHATA",551,428,0,979,250,212,0,462,462,0,269,96,2,82,0,0,0,0,1,0,2,1,0,2,7,462
190,"P.S. R.NO.2 KAKARGHATA",499,412,0,911,264,219,0,483,483,0,171,179,6,106,3,1,0,0,1,1,1,3,0,6,5,483
191,"P.S. BAKCHERWA",892,707,0,1599,528,392,0,920,920,0,261,284,15,324,2,6,1,1,0,0,5,3,4,8,6,920
192,"P.S. KODIKAPUR",375,288,0,663,269,194,0,463,463,0,108,88,7,235,3,0,0,3,0,1,1,0,4,7,6,463
193,"P.S. RAGHURNATHPUR HARIHARPUR",523,452,0,975,345,275,0,620,620,0,162,234,6,195,4,0,1,1,2,0,2,1,2,2,8,620
194,"P.S.R.NO.1 MAHSUI",504,400,0,904,385,274,0,659,659,0,210,195,6,218,6,1,1,0,0,0,2,3,4,6,7,659
195,"P.S.R.NO.2 MAHSUI",441,334,0,775,319,209,0,528,528,0,154,166,7,180,4,1,1,1,0,0,1,2,2,2,7,528
196,"J.H.S.R.NO1 RAMGARH",539,450,0,989,388,295,0,683,683,0,220,218,13,217,1,0,1,0,3,0,1,0,2,4,3,683
197,"J.H.S.R.NO2 RAMGARH",514,402,0,916,375,244,0,619,619,0,382,69,5,153,1,0,0,2,0,0,0,0,0,1,6,619
198,"P.S. SARAIYA R.NO.1",540,415,0,955,395,283,0,678,678,0,207,299,16,130,3,1,0,2,1,2,5,1,0,8,3,678
199,"P.S. SARAIYA R.NO.2",395,332,0,727,244,177,0,421,421,0,212,144,33,20,0,0,1,0,0,2,1,0,2,3,3,421
200,"B.I COLLEGE R.NO1 KORAUNA",518,447,0,965,318,212,0,530,528,0,199,273,22,15,2,0,0,3,0,3,0,3,2,6,2,530
201,"B.I COLLEGE R.NO2 KORAUNA",685,586,0,1271,365,302,0,667,666,0,369,114,94,50,1,0,0,1,2,1,5,5,4,8,13,667
202,P.S.R.NO.1KORAUNA,505,421,0,926,302,229,0,531,531,0,152,331,9,15,2,2,2,2,0,1,1,2,1,7,4,531
203,"P.S. R.NO.2 KORAUNA",323,244,0,567,216,160,0,376,375,0,161,149,22,33,0,0,2,1,1,1,0,0,0,5,1,376
204,"P.S. BASANTPUR",348,282,0,630,264,167,0,431,410,0,42,112,11,256,2,0,0,0,0,0,1,1,1,3,2,431
205,"P.S. BARTAL HO KESHAVAMAU",409,322,0,731,263,183,0,446,446,0,199,145,7,86,3,0,1,1,0,0,1,0,0,1,2,446
206,"P.S. KESHWAMAU",697,527,0,1224,441,276,0,717,717,0,318,296,13,50,3,0,2,1,2,0,4,2,3,19,4,717
207,"P.S. RALAMAU R.NO.1",688,548,0,1236,444,325,0,769,769,0,294,323,37,80,5,1,2,1,2,0,7,3,2,5,7,769
208,"P.S. RALAMAU R.NO. 2",578,523,1,1102,394,312,0,706,706,0,204,340,31,106,1,0,1,0,0,0,4,2,4,7,6,706
209,"P.S. RALAMAU R.NO.3",551,466,0,1017,394,282,0,676,676,0,159,265,15,189,4,1,2,2,9,1,5,5,4,6,9,676
210,"P.S. GUJREHTA",652,501,0,1153,521,358,0,879,879,0,82,133,20,633,3,1,0,1,0,0,0,2,0,1,3,879
211,"P.S. DENGRA R.NO. 1",532,405,0,937,363,252,0,615,615,0,242,132,14,208,8,0,0,0,1,1,2,0,0,4,3,615
212,"P.S.DENGRA R.NO 2",317,272,0,589,225,184,0,409,409,0,30,78,12,274,4,0,0,1,0,1,5,0,2,1,1,409
213,"P.S. GUMTA",236,202,0,438,185,150,0,335,334,0,67,167,3,91,1,0,0,0,0,1,0,0,1,2,2,335
214,"P.S. KONDRI R.NO. 1",505,424,0,929,332,236,0,568,568,0,215,222,16,102,2,0,0,1,0,1,0,1,5,2,1,568
215,"P.S. KONDRI R.NO. 2",418,308,0,726,258,137,0,395,388,0,72,201,5,111,1,0,0,0,0,0,0,0,0,3,2,395
216,"J.H.S. LOHAR KHEDA",505,479,0,984,311,255,0,566,558,0,300,74,3,181,2,0,1,0,0,0,0,0,1,1,3,566
217,"P.S.JAMUNIYA KUWARPUR",394,354,0,748,338,246,0,584,584,0,117,173,19,251,4,1,0,1,0,2,1,3,4,3,5,584
218,"NEW P.S. DADHNAMAU",607,466,1,1074,423,270,0,693,689,0,252,171,74,178,1,0,0,3,0,1,1,2,3,2,5,693
219,"P.S. KUTUBNAGAR R.NO. 1",693,538,0,1231,437,303,0,740,740,0,551,97,39,40,1,0,0,1,0,0,0,0,1,3,7,740
220,"P.S. KUTUBNAGAR R.NO. 2",721,403,0,1124,388,302,0,690,690,0,260,250,19,125,3,2,0,1,0,2,1,1,3,10,13,690
221,"SHANKUL BHAVAN KUTUBNAGAR",633,509,0,1142,378,275,0,653,653,0,153,401,37,46,3,0,0,0,0,0,2,2,1,2,6,653
222,"P.S. TEJIPURWA R.NO. 1",591,451,0,1042,393,308,0,701,697,0,108,380,21,175,1,0,3,0,1,0,1,0,1,5,5,701
223,"P.S. KAITHOLIYA R.NO. 1",660,328,0,988,334,272,0,606,606,0,199,334,25,27,2,1,2,1,1,1,3,2,1,3,4,606
224,"P.S. KAILTHOLIYA R.NO. 2",661,351,0,1012,390,217,0,607,607,0,75,241,44,225,0,0,0,1,0,2,2,1,4,7,5,607
225,"P.S. BALIYAPUR",452,150,0,602,257,120,0,377,377,0,218,105,17,8,2,1,0,0,3,5,1,3,4,6,4,377
226,"P.S. JAYPUR R.NO.1",654,504,0,1158,403,278,0,681,681,0,80,178,27,378,3,1,0,0,0,0,1,3,2,4,4,681
227,"P.S. JAYPUR R.NO.2",537,467,0,1004,348,218,0,566,500,0,291,236,8,21,1,0,2,0,0,0,2,0,0,3,2,566
228,"P.S. BADHIYA",394,168,0,562,187,139,0,326,326,0,92,194,20,5,1,0,0,0,1,1,1,2,1,7,1,326
229,"P.S. TIPONA",519,154,0,673,350,117,0,467,467,0,96,225,78,52,1,2,0,2,1,1,0,0,1,6,2,467
230,"P.S. BADHAIYA R.NO. 2",398,199,0,597,260,183,0,443,443,0,199,219,0,16,0,0,1,0,0,0,3,1,0,3,1,443
231,"P.S. ARSEHADA R.NO.1",893,272,0,1165,414,251,0,665,665,0,219,234,7,189,3,0,0,1,0,1,0,0,2,4,5,665
232,"P.S. ARSEHDA R.NO. 2",307,244,0,551,192,141,0,333,333,0,35,143,4,142,3,0,1,0,0,0,0,0,2,3,0,333
233,"P.S. SHIVTHAN R.NO. 1",577,439,0,1016,315,203,0,518,518,0,34,311,27,127,1,0,0,0,0,1,0,1,3,8,5,518
234,"P.S. SHIVTHAN R.NO. 2",673,235,0,908,304,229,0,533,533,0,44,375,12,88,4,1,0,0,0,0,2,0,3,2,2,533
235,"P.S. INDALVELGRANT NEW R.NO. 1",595,258,0,853,305,227,0,532,532,0,50,338,20,118,1,0,0,0,0,0,1,1,1,1,1,532
236,"P.S. BHAGWANPUR",446,144,0,590,248,140,0,388,323,0,223,137,8,15,0,0,0,2,0,0,0,0,0,2,1,388
237,"P.S. INDALVELGRANT",334,145,0,479,174,137,0,311,311,0,159,102,3,43,0,0,0,0,0,1,1,0,0,1,1,311
238,"P.S. PHULARUWA R.NO. 1",777,268,0,1045,343,215,0,558,556,0,186,194,6,144,3,1,2,1,0,1,3,2,2,5,8,558
239,"P.S. GOPALPUR R.NO. 2",616,208,0,824,336,160,0,496,496,0,291,168,6,22,0,0,0,0,0,0,1,0,0,2,6,496
240,"BARAT GHAR BAIKUNTHAPUR",480,188,0,668,256,165,0,421,419,0,70,265,12,67,1,0,0,0,0,0,0,2,1,0,3,421
241,"NEW P.S. GOPLAPUR",341,114,0,455,171,108,0,279,279,0,182,60,27,3,0,0,0,0,0,0,0,0,3,2,2,279
242,"J.H.S.R.NO.1 ISLAMNAGAR",620,434,0,1054,386,270,0,656,656,0,276,212,22,118,3,1,0,0,0,1,3,0,2,10,8,656
243,"J.H.S.ISLAMNAGAR R.NO. 2",727,552,0,1279,458,341,0,799,788,0,305,216,13,228,4,2,1,1,2,0,3,3,3,12,6,799
244,"P.S. MOHAMMADNAGAR R.NO.1",568,477,0,1045,390,327,0,717,716,0,294,351,15,42,1,0,1,0,0,0,0,0,0,3,10,717
245,"P.S. KHANPUR",349,266,0,615,275,178,0,453,437,0,48,160,11,226,0,0,0,0,0,0,0,1,1,1,5,453
246,"P.S.MOHAMMADNAGR R.NO. 2",295,235,0,530,215,175,0,390,390,0,20,322,6,33,0,0,0,0,0,0,1,0,1,4,3,390
247,"P.S. SAHABNAGAR",633,492,0,1125,460,280,0,740,740,0,411,149,19,144,1,0,0,1,1,1,1,2,2,3,5,740
248,"P.S. RAYPUR",205,177,0,382,147,117,0,264,264,0,143,51,6,45,6,2,0,1,0,0,1,2,2,1,4,264
249,"P.S. BIJAULI",374,296,0,670,198,127,0,325,325,0,82,132,10,85,2,0,0,0,0,0,2,3,2,3,4,325
250,"P.S. DIGHIYA",453,335,0,788,281,189,0,470,470,0,178,165,11,104,0,0,0,1,0,0,1,0,4,4,2,470
251,"BARAT BHAWAN KUSHHA",403,340,1,744,257,220,0,477,477,0,259,175,13,12,1,0,0,0,1,0,2,0,2,6,6,477
252,"P.S. ARTHAPUR R.NO 1",684,556,0,1240,444,358,0,802,802,0,219,498,12,47,0,1,1,3,0,1,2,2,0,8,8,802
253,P.S.CHAUKHADIYA,225,186,0,411,121,72,0,193,193,0,47,116,18,10,0,0,0,0,0,0,0,1,0,1,0,193
254,"P.S. KHAJADABAR",263,234,0,497,235,186,0,421,421,0,89,304,7,10,0,0,0,1,0,0,0,0,3,6,1,421
255,"P.S. BIJAULI",678,485,0,1163,459,293,0,752,752,0,185,311,15,216,2,1,0,0,4,1,1,2,1,6,7,752
256,"P.S.BAHERWA R.NO 2",275,227,0,502,165,149,0,314,314,0,135,128,7,33,1,0,0,0,0,0,1,0,3,5,1,314
257,"P.S. NIRHAN",791,580,1,1372,498,377,0,875,869,0,344,121,20,336,9,2,2,3,1,0,2,4,5,7,19,875
258,"J.H.S. GULARIHA",393,326,1,720,317,213,0,530,530,0,115,76,18,314,2,0,0,0,0,0,1,1,1,0,2,530
259,"P.S. BAHERAKHEDA",323,251,0,574,198,158,0,356,356,0,137,181,8,21,0,0,1,2,0,1,0,0,0,2,3,356
260,"P.S. KOLHUA",512,400,0,912,357,286,0,643,643,0,322,256,14,28,1,0,0,0,0,1,0,1,4,8,8,643
261,"P.S. PIPROSA",256,203,0,459,192,161,0,353,353,0,86,231,4,23,0,0,0,0,0,0,0,0,0,7,2,353
262,"P.S KOLHUA SOUTH",567,431,0,998,384,317,0,701,701,0,88,246,9,339,2,1,0,0,2,2,1,2,0,7,2,701
263,"P.S. IMALIYA R.NO. 1",471,429,0,900,341,267,0,608,604,0,66,321,7,192,1,0,0,2,0,0,1,0,2,11,5,608
264,"P.S. IMALIYA R.NO. 2",604,521,0,1125,384,261,0,645,640,0,25,417,11,168,2,2,1,0,0,0,1,0,2,11,5,645
265,"P.S. AANT NORTH",777,579,0,1356,416,266,0,682,681,0,173,216,27,236,6,0,0,0,1,1,3,0,3,7,9,682
266,"P.S. AANT NORTH EAST",831,608,0,1439,450,273,0,723,722,0,224,177,49,251,1,0,0,1,0,0,4,1,3,4,8,723
267,"J.H.S. AANT",688,520,0,1208,417,308,0,725,725,0,147,452,20,92,2,2,0,0,0,1,1,0,1,4,3,725
268,"P.S. MIRJAPUR HO AANT",319,257,0,576,179,142,0,321,321,0,164,105,4,37,0,0,0,0,0,0,0,2,1,1,7,321
269,"P.S. BELHAIYA",627,460,0,1087,335,304,0,639,639,0,69,272,11,256,13,2,1,0,1,3,1,2,2,2,4,639
270,"P.S. PATAUNJA",589,473,0,1062,291,293,0,584,584,0,402,73,12,84,2,0,0,2,0,0,1,1,1,3,3,584
271,"J.H.S. SAHADATNAGAR",736,539,0,1275,527,326,0,853,853,0,614,169,11,47,1,0,0,0,0,0,0,0,0,5,6,853
272,"P.S. JALALNAGAR HO SAHADATNAGAR R.NO. 2",787,613,0,1400,435,381,0,816,816,0,164,391,129,95,3,1,0,3,0,2,0,3,4,15,6,816
273,"P.S. TELIYANI R.NO. 1",618,554,0,1172,392,338,0,730,730,0,323,240,26,110,1,2,0,1,5,0,2,0,3,4,13,730
274,"P.S. BAUDHANI H/O TELIYANI",535,398,0,933,329,248,0,577,577,0,200,197,46,109,2,1,1,2,1,2,2,1,3,2,8,577
275,"P.S. TIKRA H/O AKBARPUR",473,345,0,818,221,166,0,387,387,0,203,79,16,76,0,1,0,0,0,0,2,1,3,1,5,387
276,"P.S. AKBARPUR",652,536,1,1189,421,315,0,736,736,0,239,263,25,170,3,0,1,1,0,1,3,3,6,10,11,736
277,"P.S. TIKARA H/O AKBARPUR WEST",534,437,0,971,311,233,0,544,544,0,184,305,6,31,3,1,0,1,0,0,1,0,2,7,3,544
278,"P.S. BARMI",483,382,0,865,303,242,0,545,545,0,177,298,26,19,1,0,1,1,1,0,6,0,3,9,3,545
279,"P.S. GAJODHARPUR",272,232,0,504,269,122,0,391,391,0,92,118,15,151,2,0,0,1,0,0,0,1,0,3,8,391
280,"P.S. SARSAI R.NO 1",502,382,0,884,325,239,0,564,561,0,218,263,12,46,2,0,0,1,2,0,3,1,3,4,9,564
281,"P.S. NEWDIYA",557,460,0,1017,353,286,0,639,639,0,61,496,10,45,2,1,1,0,0,0,1,0,4,15,3,639
282,"J.H.S. MANDARUA R.NO 1",622,518,0,1140,377,279,0,656,648,0,159,365,40,66,3,1,1,0,1,0,1,4,0,9,6,656
283,"J.H.S MANDARUA",213,203,0,416,106,95,0,201,199,0,107,74,9,7,0,0,0,0,0,0,0,0,0,4,0,201
284,"P.S CHANDRAWAL",538,469,0,1007,362,270,0,632,632,0,337,176,29,68,0,1,1,1,1,2,0,0,2,5,9,632
285,"V.K.K R.NO1JASHRATHPUR",608,497,0,1105,280,215,0,495,495,0,228,169,22,53,3,0,1,0,0,1,0,0,3,9,6,495
286,"V.K.K R.NO1 JASHRATHPUR",405,363,0,768,178,153,0,331,331,0,165,109,9,43,0,0,0,0,0,0,2,0,2,0,1,331
287,"KHAND V.K.K R.NO2",604,488,1,1093,297,243,0,540,540,0,208,271,16,34,0,0,0,0,0,0,1,0,1,8,1,540
288,P.S.KARMSEPUR,706,569,0,1275,413,320,0,733,722,0,330,217,48,122,1,0,0,1,0,0,4,2,0,2,6,733
289,"P.S. LODAWRA",487,450,0,937,398,246,0,644,644,0,77,431,48,65,4,0,1,1,0,0,1,2,2,6,6,644
290,"P.S. RAMUAPUR",194,155,0,349,143,114,0,257,257,0,130,100,5,1,0,0,1,0,0,0,3,2,2,3,10,257
291,"PANCHAYT GHAR BIJNAPUR",335,277,0,612,226,228,0,454,453,0,25,354,22,37,0,0,0,0,0,1,1,0,0,7,7,454
292,"P.S. R.NO-1 NAI BASTI JIHURA",478,372,0,850,315,240,0,555,555,0,194,131,9,202,1,1,0,0,1,2,1,2,2,3,6,555
293,"P.S. NAI BASTI",423,348,0,771,308,231,0,539,539,0,174,232,8,112,0,2,0,0,1,0,3,0,0,3,4,539
294,"P.S. BAHUTI",395,368,0,763,289,270,0,559,559,0,82,359,21,89,1,0,0,0,0,0,1,0,1,3,2,559
295,"P.S. R.NO-2 NARAYANPUR",303,246,0,549,174,150,0,324,296,0,150,119,13,20,5,1,0,0,1,1,2,1,1,6,4,324
296,"P.S. DHARVASPARA KALA",226,189,0,415,162,138,0,300,296,0,52,148,5,89,0,0,0,0,1,0,0,0,2,2,1,300
297,"P.S. LASHKARPUR",468,347,0,815,331,251,0,582,582,0,118,234,14,197,0,0,1,0,2,0,4,2,0,5,5,582
298,"P.S. GAYANSAGAR",851,629,0,1480,443,327,0,770,770,0,108,422,25,196,2,1,0,2,1,3,0,0,3,5,2,770
299,"M.D.I.COLLEGE R.NO.1MISRIKH DEHAAT",567,445,0,1012,311,250,0,561,561,0,186,259,69,40,1,0,0,0,1,0,1,1,1,1,1,561
300,"M.D.I.COLLEGE R.NO.2 MISRIKH",575,477,0,1052,305,216,0,521,520,0,376,82,29,30,0,0,1,0,0,0,0,0,1,0,2,521
301,"M.D.I.COLLEGE R.NO.3MISRIKH",434,377,0,811,213,167,0,380,379,0,260,64,28,25,0,0,0,0,0,0,0,1,0,1,1,380
302,"M.D.I.COLLEGER.NO.4 MISRIKH",403,335,0,738,193,156,0,349,347,0,298,6,12,32,0,1,0,0,0,0,0,0,0,0,0,349
303,"P.S. PARSAOLI",662,532,0,1194,468,362,0,830,830,0,266,389,48,106,2,1,1,0,2,0,2,1,1,5,6,830
304,"GIRLS P.S NORTH MISRIKH",598,454,0,1052,309,245,0,554,554,0,302,138,64,39,1,0,1,0,0,0,1,0,1,1,6,554
305,"GIRLS P.S MISRIKH",448,342,0,790,227,180,0,407,407,0,326,27,14,37,0,0,0,0,0,0,0,0,0,2,1,407
306,"J.H.S R.NO.1 MISRIKH",560,434,1,995,294,201,0,495,490,0,227,159,24,79,1,0,0,0,1,1,0,0,0,2,1,495
307,"J.H.S R.NO.2 MISREKH",503,396,0,899,351,101,0,452,449,0,257,73,31,89,2,0,0,0,0,0,0,0,0,0,0,452
308,"J.H.S R.NO.3 MISREKH",469,347,0,816,177,134,0,311,309,0,159,82,22,48,0,0,0,0,0,0,0,0,0,0,0,311
309,"J.H.S R.NO.4 MISREKH",756,552,0,1308,375,244,0,619,619,0,351,106,48,98,0,0,0,3,0,1,3,1,2,0,6,619
310,"NAGAR PALIKA OFFICE R.N0 1 MISRIKH",573,488,0,1061,334,297,0,631,630,0,77,113,46,391,0,0,2,0,1,0,0,0,0,0,1,631
311,"NAGAR PALIKA R.N0 3 MISRIKH",585,436,0,1021,263,221,0,484,484,0,191,189,23,65,1,0,1,1,1,0,1,2,3,0,6,484
312,"P.S. R.NO-1 MUDIYARA",566,485,0,1051,350,260,0,610,525,0,278,210,18,90,0,0,1,0,0,1,1,0,1,3,7,610
313,"P.S. R.NO-2 MUDIYARA",561,488,0,1049,350,236,0,586,586,0,342,142,30,59,0,1,0,1,0,0,0,3,0,6,2,586
314,"P.S. BHIKNAPUR",438,336,0,774,281,223,0,504,494,0,62,293,29,95,0,0,0,2,0,3,1,0,2,12,5,504
315,"P.S. SANJARABAD",530,474,0,1004,364,326,0,690,690,0,216,338,86,25,1,0,0,0,0,2,2,3,5,11,1,690
316,P.S.NARSIGAULI,567,464,0,1031,406,323,0,729,727,0,141,423,21,119,2,1,0,1,0,1,1,0,3,9,7,729
317,"P.S.KISHNUPUR H/O NARSINGAULI",552,432,0,984,386,327,0,713,713,0,126,259,8,289,1,2,1,1,1,2,3,2,2,7,9,713
318,"J.H.S R.NO.1 BHITHOOLI",839,663,0,1502,559,425,0,984,984,0,202,351,14,393,3,0,1,1,0,2,3,1,5,4,4,984
319,"J.H.S R.NO.2 BHITHOOLI",868,718,0,1586,521,397,0,918,918,0,65,500,11,320,3,1,0,2,1,1,2,0,2,8,2,918
320,P.S.MADARI,380,306,0,686,253,202,0,455,455,0,268,54,6,112,2,0,0,1,0,0,1,1,1,2,7,455
321,"P.S.THAKUR NAGAR",597,436,0,1033,349,243,0,592,591,0,333,180,10,48,1,0,1,3,1,1,1,1,0,5,7,592
322,P.S.AZIZPUR,245,208,0,453,151,133,0,284,284,0,86,121,10,55,0,0,0,2,0,2,2,2,2,1,1,284
323,"P.S. R.NO-1 LAKADIYAMAU",529,410,0,939,395,293,0,688,688,0,281,236,7,132,1,2,1,1,1,0,2,1,3,6,14,688
324,"P.S. R.NO-2 LAKADIYAMAU",403,356,0,759,311,193,0,504,504,0,118,222,5,142,1,1,1,1,2,0,2,1,2,2,4,504
325,"P.S. R.NO-1 ARBAPUR",501,393,0,894,376,244,0,620,619,0,162,183,20,237,4,2,0,0,1,1,2,2,1,3,2,620
326,"J.H.S. JHARYA H/O PHULPUR",710,586,0,1296,481,342,0,823,823,0,105,539,17,136,0,0,0,1,0,1,3,2,0,14,5,823
327,"MARRIAGE HALL GOHRI",420,317,0,737,261,165,0,426,422,0,227,69,18,96,2,0,0,1,0,0,5,0,0,1,7,426
328,"P.S ATWA",217,184,0,401,133,95,0,228,228,0,158,32,1,32,0,0,0,1,0,0,0,0,0,1,3,228
329,"J.H.S. ATWA",783,629,0,1412,575,408,0,983,983,0,135,360,28,411,6,0,2,1,1,1,4,6,7,11,10,983
330,"P.S ATWA",559,454,0,1013,370,262,0,632,632,0,20,399,38,151,2,0,0,0,1,2,2,3,1,9,4,632
331,"P.S LAXIMAN NAGAR",396,344,0,740,254,242,0,496,496,0,139,266,3,64,1,0,1,0,0,2,1,1,3,8,7,496
332,"J.H.S. BINOURA R.NO. 1",542,455,0,997,330,263,0,593,593,0,155,273,14,115,1,0,0,1,1,1,2,1,1,14,14,593
333,"J.H.S. BINOURA R.NO. 2",417,315,0,732,269,167,0,436,431,0,115,156,14,127,4,0,1,0,0,0,3,1,3,5,7,436
334,"P.S LEKHNAPUR",631,457,0,1088,377,246,0,623,614,0,162,360,12,70,1,0,0,1,0,0,2,0,0,3,12,623
335,"J.H.S.BIBIPUR H/O LEKHNAPUR",796,603,0,1399,411,219,0,630,627,0,142,303,45,102,2,0,0,0,0,1,2,3,5,13,12,630
336,"P.S MANIKAPUR",518,442,0,960,295,256,0,551,551,0,192,137,9,162,4,1,0,2,1,2,4,6,3,14,14,551
337,"P.S SAMVAL H/O MANIKAPUR",466,361,0,827,310,229,0,539,529,0,199,273,6,25,0,0,0,2,0,0,2,4,4,15,9,539
338,"SANSIKRAT PATH R.NOAIMISARANYA",206,154,0,360,89,79,0,168,137,0,104,16,6,37,0,0,0,0,0,1,1,0,0,0,3,168
339,"SANSIKRAT PATHR.NO2 NAIMISARANYA",640,359,0,999,254,155,0,409,404,0,254,75,32,41,0,0,1,0,0,0,1,0,0,1,4,409
340,"SANSIKRAT PATH R.NO.3NAIMISARANYA",607,483,0,1090,296,183,0,479,479,0,327,78,9,38,0,1,0,0,0,0,1,3,4,7,11,479
341,"SANSIKRAT PATH R.NO4NAIMISARANYA",561,417,0,978,337,246,0,583,410,0,435,66,17,57,1,0,0,0,0,2,1,0,0,1,3,583
342,"GIRLS J.H.S. R.NO1NAIMISARANYA",735,501,0,1236,392,248,0,640,629,0,485,29,9,110,2,1,0,1,0,0,0,1,0,0,2,640
343,"GIRLS J.H.S.R.NO.2 NAIMISARANY",762,444,0,1206,316,205,0,521,521,0,259,138,22,85,2,1,0,1,0,1,0,0,1,4,7,521
344,"P.S RAHIMABAD",802,630,0,1432,504,366,0,870,870,0,302,318,11,204,6,1,2,1,3,0,5,2,3,4,8,870
345,"P.S GAYAVAR",194,150,0,344,144,106,0,250,250,0,75,58,4,98,5,2,0,1,0,1,1,1,0,0,4,250
346,"P.S BHAIRAMPUR",800,609,1,1410,553,425,0,978,978,0,194,523,19,167,5,1,2,1,0,4,6,2,10,28,16,978
