"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR. ARVIND KUMAR SINGH","2 - ZAFAR ALAM","3 - BIJENDRA SINGH","4 - SATISH KUMAR","5 - AMITA SINGH JAT","6 - DURGESH CHANDRA GAUTAM","7 - DEVANAND","8 - PRADEEP KUMAR","9 - BADSHAH","10 - RAKESH CHANDRA RAWAT","11 - VINOD KUMAR BAGHEL","12 - MOHD. SABIR RAHI","13 - NATTHI LAL SHARMA","14 - SANJAY KUMAR","15 - None of the Above","Total Votes Secured"
351,"SHRI KRISH‍NA U0 MA0 VIDHALYA SANKRA ROOM NO.-1",673,569,0,1242,337,209,0,546,546,0,161,185,60,119,1,1,0,1,2,0,1,1,7,1,6,546
352,"SHRI KRISH‍NA U0 MA0 VIDHALYA SANKRA ROOM NO.-2",633,461,0,1094,276,172,0,448,448,0,67,147,54,158,3,6,2,0,1,0,0,1,7,0,2,448
353,SEEKARI,265,235,0,500,140,126,0,266,264,0,10,153,31,51,0,1,0,0,0,1,3,1,3,5,7,266
354,"NAGLA ALIYA",239,202,0,441,165,155,0,320,320,0,4,273,22,19,0,0,0,0,0,0,0,0,1,0,1,320
355,GOPALPUR,308,244,0,552,168,142,0,310,307,0,167,20,47,64,1,3,1,0,0,0,2,2,3,0,0,310
356,KIRTOLI,546,464,0,1010,314,237,0,551,551,0,111,268,46,102,1,4,3,2,0,1,1,0,6,2,4,551
357,"HARANPUR GAIR AHTMALI",623,456,0,1079,335,226,0,561,561,0,133,194,27,192,3,2,2,1,1,0,1,0,4,0,1,561
358,NAVIPUR,523,428,0,951,253,166,0,419,419,0,113,88,132,49,4,2,1,2,0,1,4,1,12,5,5,419
359,"NAGLA TAVAL MAZRA KAKA BEGPUR",293,253,0,546,174,133,0,307,286,0,69,89,11,104,2,7,2,2,1,0,4,2,4,4,6,307
360,"GOVIND NAGAR MAZRA SIKANDRPUR",217,147,0,364,50,42,0,92,92,0,7,78,4,0,0,0,0,0,0,0,0,2,0,0,1,92
361,"ABHAYPUR BAHLOLPUR",631,494,0,1125,394,279,0,673,636,0,126,475,26,27,1,1,0,2,0,0,2,0,3,6,4,673
362,"PRIMARY SCHOOL KANCHANPUR ROOM NO.-1",516,463,0,979,332,254,0,586,354,0,55,203,27,257,10,9,4,3,0,1,0,3,9,3,2,586
363,"PRIMARY SCHOOL KANCHANPUR ROOM NO.-2",463,404,0,867,308,203,0,511,390,0,91,80,38,272,5,4,2,0,1,0,0,2,11,0,5,511
