"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR PUSHPENDRA SINGH CHANDEL","2 - PRITAM SINGH LODHI","3 - BISHAMBHAR PRASAD NISHAD","4 - RAKESH KUMAR GOSWAMI","5 - ATUL KUMAR PRAJAPATI","6 - ANIL KUMAR","7 - AVINASH KUMAR MISHRA","8 - KAILASH PRASAD NISHAD","9 - RAMESH PRAJAPATI","10 - RAMSAJIVAN","11 - VIVEK KUMAR","12 - SHRIPAL","13 - KIRAN","14 - PRAVESH KUMAR VYAS","15 - VIMLESH","16 - None of the Above","Total Votes Secured"
205,MAWAI,577,506,0,1083,356,299,0,655,655,0,382,21,21,123,2,7,6,3,0,7,6,6,6,5,50,10,655
206,GALHIYA,467,398,0,865,315,217,0,532,532,0,264,124,36,81,5,0,3,1,0,1,3,1,0,2,2,9,532
207,GALHIYA,369,319,0,688,233,191,0,424,336,0,112,122,25,123,14,2,2,2,3,2,2,7,2,3,2,1,424
208,"N.P.P. RATH",458,409,0,867,353,287,0,640,640,0,233,52,43,19,1,0,1,0,0,1,1,1,1,2,275,10,640
209,"N.P.P. RATH",399,371,0,770,264,246,0,510,510,0,192,77,55,92,0,2,2,0,1,0,1,0,0,1,85,2,510
210,"N.P.P. RATH",779,703,0,1482,428,388,0,816,806,0,421,184,51,89,10,9,6,3,2,0,1,4,0,0,31,5,816
211,"N.P.P. RATH",447,379,0,826,281,243,0,524,522,0,279,78,42,67,0,1,1,1,1,1,2,1,1,2,46,1,524
212,"N.P.P. RATH",497,424,0,921,270,241,0,511,511,0,290,79,45,52,3,2,3,0,0,0,1,5,0,1,29,1,511
213,"N.P.P. RATH",478,432,1,911,285,245,1,531,527,0,270,92,19,34,2,0,0,0,2,1,1,2,1,1,102,4,531
214,"N.P.P. RATH",422,381,0,803,281,249,0,530,527,0,234,56,26,15,3,0,2,5,2,4,2,4,3,2,165,7,530
215,"N.P.P. RATH",446,430,0,876,304,263,0,567,564,0,139,162,80,39,5,1,0,0,0,1,3,3,1,0,128,5,567
216,"N.P.P. RATH",406,363,0,769,274,213,0,487,487,0,221,74,36,44,5,4,2,1,0,2,0,1,1,1,90,5,487
217,"N.P.P. RATH",590,522,0,1112,344,293,0,637,500,0,296,46,47,139,2,3,2,0,1,3,3,1,2,5,74,13,637
218,"N.P.P. RATH",637,611,0,1248,423,368,0,791,788,0,451,110,41,36,1,2,1,0,0,3,3,2,2,2,127,10,791
219,"N.P.P. RATH",444,392,0,836,298,270,0,568,540,0,285,38,19,72,4,2,3,1,0,1,5,0,8,2,120,8,568
220,"N.P.P. RATH",553,506,0,1059,360,322,0,682,682,0,437,93,21,26,5,3,2,0,1,2,1,4,0,3,73,11,682
221,"N.P.P. RATH",702,643,0,1345,409,380,0,789,787,0,491,59,37,137,3,1,1,0,0,1,3,2,6,2,40,6,789
222,"N.P.P. RATH",376,365,0,741,274,189,0,463,460,0,244,82,54,16,3,2,2,1,0,0,1,0,1,0,55,2,463
223,"N.P.P. RATH",430,377,0,807,292,225,0,517,503,0,184,120,89,23,1,2,4,0,0,2,1,1,1,0,83,6,517
224,"N.P.P. RATH",636,569,0,1205,430,329,0,759,759,0,166,193,251,30,3,2,2,0,1,0,5,0,1,1,102,2,759
225,"N.P.P. RATH",637,580,0,1217,430,362,0,792,792,0,322,101,177,40,10,5,2,3,2,1,2,2,3,2,117,3,792
226,"N.P.P. RATH",721,657,0,1378,454,423,0,877,795,0,464,61,142,88,6,7,8,3,3,0,2,3,0,1,86,3,877
227,"N.P.P. RATH",522,479,0,1001,334,310,0,644,644,0,146,75,87,265,3,2,6,1,5,0,6,3,1,1,41,2,644
228,"N.P.P. RATH",599,520,0,1119,368,327,0,695,694,0,145,124,141,219,5,1,2,1,2,1,1,2,2,0,40,9,695
229,"N.P.P. RATH",650,577,0,1227,435,351,0,786,786,0,155,248,284,26,1,8,1,0,1,0,3,1,2,2,47,7,786
230,"N.P.P. RATH",600,516,0,1116,394,325,0,719,539,0,173,157,276,51,1,2,0,2,2,0,2,2,1,2,42,6,719
231,"N.P.P. RATH",413,367,0,780,295,248,0,543,536,0,233,89,106,46,2,4,0,2,2,1,0,1,1,1,52,3,543
232,"N.P.P. RATH",580,526,0,1106,398,331,0,729,705,0,150,365,136,21,2,1,1,0,1,0,2,2,2,1,40,5,729
233,"N.P.P. RATH",517,502,0,1019,337,331,0,668,667,0,395,77,55,70,2,6,7,1,1,2,5,3,3,5,22,14,668
234,"N.P.P. RATH",612,578,0,1190,395,349,0,744,742,0,277,273,64,30,0,1,1,0,2,0,1,3,2,1,85,4,744
235,"N.P.P. RATH",535,482,0,1017,330,292,0,622,622,0,332,152,58,30,1,0,4,3,0,1,2,3,1,1,31,3,622
236,"N.P.P. RATH",411,357,0,768,266,225,0,491,491,0,249,56,24,128,0,4,4,1,1,1,4,0,2,0,14,3,491
237,"N.P.P. RATH",498,420,0,918,307,251,0,558,553,0,313,81,28,73,6,1,2,0,2,0,2,2,2,4,31,11,558
238,"N.P.P. RATH",472,458,0,930,297,277,0,574,560,0,198,172,117,18,17,0,1,0,1,1,1,1,0,5,38,4,574
239,"N.P.P. RATH",373,341,0,714,241,190,0,431,418,0,345,26,28,11,0,0,0,0,0,1,1,0,1,0,17,1,431
240,"N.P.P. RATH",399,373,0,772,290,239,0,529,510,0,300,64,60,47,4,1,0,1,0,0,2,1,0,0,42,7,529
241,"N.P.P. RATH",593,539,0,1132,403,324,0,727,668,0,417,77,141,18,13,2,2,0,0,2,0,2,1,2,47,3,727
242,"N.P.P. RATH",404,371,0,775,275,237,0,512,501,0,330,79,56,12,3,1,3,1,0,0,0,0,0,2,23,2,512
243,"N.P.P. RATH",580,541,0,1121,433,355,0,788,780,0,482,188,68,18,9,1,4,1,0,0,0,2,2,1,10,2,788
244,"N.P.P. RATH",750,669,0,1419,521,420,0,941,930,0,590,160,81,22,5,1,0,1,0,0,2,3,0,0,72,4,941
245,"N.P.P. RATH",527,485,0,1012,344,285,0,629,521,0,379,80,32,83,4,1,1,1,0,0,1,1,1,1,38,6,629
246,"N.P.P. RATH",374,330,0,704,208,182,0,390,390,0,229,30,9,76,3,4,3,0,1,1,4,1,0,2,24,3,390
247,"N.P.P. RATH",533,482,0,1015,378,325,0,703,701,0,319,70,41,232,2,6,4,3,1,0,6,0,1,1,16,1,703
248,"N.P.P. RATH",649,605,0,1254,376,325,0,701,700,0,419,36,64,81,3,0,2,1,0,1,3,0,3,5,69,14,701
249,"N.P.P. RATH",521,497,0,1018,333,268,0,601,601,0,264,83,96,105,3,0,3,1,0,3,3,4,2,4,24,6,601
250,"N.P.P. RATH",470,444,0,914,271,258,0,529,529,0,315,48,37,93,2,3,2,0,1,1,2,2,2,0,19,2,529
251,"N.P.P. RATH",497,454,0,951,295,246,0,541,536,0,298,89,31,80,3,3,0,2,1,1,6,3,2,2,13,7,541
252,"N.P.P. RATH",420,367,0,787,225,191,0,416,387,0,285,48,21,35,6,1,2,0,0,1,2,3,2,2,6,2,416
253,"N.P.P. RATH",592,547,0,1139,335,272,0,607,588,0,125,166,246,7,10,0,2,0,0,0,2,0,4,2,38,5,607
254,"N.P.P. RATH",395,378,0,773,227,233,0,460,460,0,293,56,25,58,7,4,0,0,2,0,0,0,0,1,11,3,460
255,"ATRAULI RATH",542,498,0,1040,356,319,0,675,650,0,368,113,47,41,75,7,4,1,0,0,1,3,1,2,10,2,675
256,"ATRAULI RATH",408,380,0,788,259,256,0,515,513,0,200,108,13,95,60,4,3,0,1,0,4,1,7,2,14,3,515
257,SAINA,554,505,0,1059,337,291,0,628,621,0,251,101,59,165,6,3,4,1,1,0,3,0,3,5,18,8,628
258,KARGAWAN,614,580,0,1194,394,363,0,757,757,0,300,207,41,150,8,5,2,1,1,0,2,1,4,3,24,8,757
259,LEENGA,693,635,0,1328,435,341,0,776,754,0,480,58,27,148,5,11,3,1,2,0,3,0,1,0,30,7,776
260,KHIRIYA,415,380,0,795,260,248,0,508,507,0,195,65,26,143,3,2,2,3,0,1,3,2,1,5,49,8,508
261,JARAKHAR,576,528,0,1104,354,290,0,644,617,0,424,33,6,123,7,4,2,2,0,1,1,5,2,0,17,17,644
262,JARAKHAR,676,619,0,1295,433,353,0,786,786,0,401,125,27,155,7,7,8,3,2,1,5,7,4,1,14,19,786
263,JARAKHAR,618,529,0,1147,383,289,0,672,665,0,327,57,88,156,5,0,4,0,1,2,2,3,1,1,10,15,672
264,NAHDAURA,444,388,0,832,288,227,0,515,511,0,120,11,154,76,3,1,4,2,0,0,2,4,1,7,123,7,515
265,NAHDAURA,451,396,0,847,323,264,0,587,587,0,158,11,51,115,17,3,2,0,0,0,1,1,5,4,213,6,587
266,BARUWA,648,580,0,1228,370,256,0,626,623,0,382,47,39,105,11,3,5,3,0,0,3,2,1,4,13,8,626
267,MACHAHARI,307,274,0,581,172,125,0,297,283,0,164,76,3,20,6,2,1,1,1,0,5,0,2,4,6,6,297
268,RAHANK,589,537,0,1126,329,259,0,588,580,0,307,25,48,147,4,5,8,3,2,3,4,6,4,2,10,10,588
269,RAHANK,523,478,0,1001,292,232,0,524,495,0,299,34,15,132,2,8,9,2,1,1,6,0,1,0,10,4,524
270,RAWATPURA,720,624,0,1344,350,319,0,669,669,0,327,42,24,200,9,6,2,1,0,3,8,4,9,2,18,14,669
271,MAHJAULI,372,349,0,721,221,182,0,403,403,0,188,65,19,97,0,2,5,1,0,0,6,6,1,2,3,8,403
272,MASGAWAN,403,366,0,769,284,235,0,519,518,0,267,95,39,68,3,1,2,0,2,1,1,2,0,3,32,3,519
273,BAGIPURA,355,342,0,697,216,169,0,385,385,0,205,87,34,30,0,2,4,3,0,4,3,1,4,3,3,2,385
274,BIGWAN,206,187,0,393,161,151,0,312,312,0,32,4,26,28,2,0,1,0,0,0,1,2,2,2,203,9,312
275,KUMHARIYA,484,433,0,917,297,229,0,526,525,0,272,81,50,77,5,8,4,0,1,0,2,2,1,0,16,7,526
276,SYAWARI,564,541,0,1105,417,377,0,794,794,0,538,25,17,132,1,5,6,1,3,2,4,1,2,2,40,15,794
277,ITAYAL,416,377,0,793,285,246,0,531,131,0,123,192,22,85,4,2,3,1,1,0,1,2,4,4,80,7,531
278,AMGAON,538,448,0,986,298,240,0,538,538,0,296,35,48,85,2,4,2,0,2,1,5,4,0,1,43,10,538
279,AMGAON,463,427,0,890,274,223,0,497,497,0,286,53,7,87,3,2,1,4,2,1,4,3,5,0,31,8,497
280,SARSAI,537,462,0,999,362,271,0,633,633,0,322,76,8,116,2,3,5,0,0,1,7,4,0,4,75,10,633
281,SARSAI,537,448,0,985,306,208,0,514,486,0,229,166,10,7,2,3,5,3,0,0,1,1,0,1,74,12,514
282,NADNA,594,543,0,1137,360,294,0,654,646,0,255,259,16,42,16,3,5,1,1,4,0,4,4,5,33,6,654
283,BAHPUR,667,563,0,1230,348,268,0,616,595,0,230,160,26,125,11,3,9,0,2,1,5,7,7,6,17,7,616
284,"TOLA RATH",503,418,0,921,244,201,0,445,445,0,201,86,55,47,14,5,3,0,4,1,5,3,5,5,7,4,445
285,BARA,406,341,0,747,266,203,0,469,459,0,224,26,14,88,7,6,4,5,6,2,4,7,4,1,65,6,469
286,AUNTA,737,607,0,1344,418,276,0,694,674,0,367,144,81,53,19,5,1,0,2,4,2,2,2,1,7,4,694
287,AUNTA,767,623,0,1390,425,272,0,697,616,0,225,227,36,30,39,2,5,1,1,6,8,12,2,11,73,19,697
288,CHILLI,430,364,0,794,213,146,0,359,358,0,212,52,25,48,1,1,4,0,0,1,2,2,4,0,5,2,359
289,CHILLI,423,401,0,824,206,193,0,399,263,0,149,59,45,93,16,3,2,2,4,2,8,3,1,3,7,2,399
290,CHILLI,737,664,0,1401,499,392,0,891,890,0,453,159,79,128,2,4,6,1,4,3,3,7,7,4,21,10,891
291,CHILLI,280,253,0,533,161,102,0,263,263,0,143,41,45,9,0,3,3,1,1,2,2,0,2,0,7,4,263
292,NAVAINI,193,169,0,362,154,107,0,261,246,0,173,21,3,44,0,1,0,0,0,0,0,0,0,1,10,8,261
293,JAKHERI,609,484,0,1093,301,189,0,490,490,0,78,141,60,124,8,1,7,4,0,5,6,5,4,8,35,4,490
294,JAKHERI,395,336,0,731,237,163,0,400,400,0,160,102,42,20,11,2,0,1,0,0,1,4,3,6,35,13,400
295,"KHAREHATA KHURD",195,162,0,357,132,109,0,241,240,0,120,25,17,11,0,3,2,0,0,3,1,2,2,2,52,1,241
296,DHANAURI,434,373,0,807,295,233,0,528,525,0,176,64,53,41,1,1,4,1,0,2,9,2,4,8,146,16,528
297,DHANAURI,467,392,0,859,293,235,0,528,525,0,192,222,26,15,3,6,5,1,2,2,6,12,3,3,24,6,528
298,DHANAURI,376,321,0,697,246,204,0,450,450,0,109,54,26,43,2,2,1,0,4,2,5,4,0,3,181,14,450
299,DHANAURI,473,404,0,877,232,199,0,431,431,0,112,73,8,143,12,2,2,2,1,2,12,4,5,5,37,11,431
300,AKAUNA,554,468,0,1022,337,245,0,582,574,0,347,102,32,20,1,7,6,2,1,1,5,4,3,3,38,10,582
301,AKAUNA,571,488,0,1059,363,271,0,634,634,0,338,123,60,56,12,7,2,0,5,2,2,1,1,6,5,14,634
302,AKAUNA,601,547,0,1148,403,224,0,627,627,0,207,150,23,118,30,12,4,1,2,2,0,3,4,7,48,16,627
303,DHAMNA,701,623,0,1324,391,310,0,701,699,0,313,115,46,154,10,1,7,0,1,2,5,1,4,5,26,11,701
304,DHAMNA,637,589,0,1226,392,291,0,683,670,0,356,199,37,35,6,6,8,1,4,1,5,3,3,2,8,9,683
305,TIKARIYA,720,622,0,1342,470,341,0,811,811,0,384,106,44,160,27,4,5,0,3,1,5,2,2,4,59,5,811
306,BARDA,603,548,0,1151,405,310,0,715,715,0,258,251,100,79,4,1,0,0,2,2,4,2,3,2,4,3,715
307,DADRI,417,371,0,788,237,181,0,418,368,0,183,40,40,94,1,3,1,0,0,1,3,2,1,1,43,5,418
308,"SARSERA MAF",446,390,0,836,179,140,0,319,316,0,91,55,47,22,1,2,2,1,0,1,5,3,2,3,76,8,319
309,"PAHARI VEER",334,302,0,636,180,185,0,365,365,0,152,26,26,114,8,0,3,0,2,2,3,2,2,2,22,1,365
310,BIHGAON,532,429,0,961,272,177,0,449,443,0,122,103,31,120,3,1,1,4,0,2,2,3,4,4,39,10,449
311,BIHGAON,518,442,0,960,253,183,0,436,408,0,94,72,50,129,6,2,2,1,1,0,10,3,5,5,47,9,436
312,"KASBA KHERA",435,366,0,801,248,205,0,453,451,0,95,23,20,16,0,1,1,0,0,0,4,2,1,5,275,10,453
313,PARA,515,435,0,950,301,242,0,543,497,0,185,45,92,145,10,4,2,2,3,1,9,2,4,5,22,12,543
314,PADRA,397,330,0,727,236,183,0,419,419,0,180,13,14,70,5,7,1,2,1,1,5,2,2,2,111,3,419
315,"GOHANI RATH",508,433,0,941,268,225,0,493,493,0,161,22,28,154,0,3,3,1,2,3,7,6,8,6,69,20,493
316,PATHNAURI,468,427,0,895,267,210,0,477,475,0,130,131,127,42,2,2,2,0,3,2,1,1,1,2,25,6,477
317,BADANPURA,304,277,0,581,198,148,0,346,346,0,110,23,155,36,1,1,1,0,0,0,2,2,2,2,5,6,346
318,KAITHI,667,614,0,1281,421,390,0,811,811,0,60,93,448,140,5,3,1,2,1,2,2,3,2,5,36,8,811
319,RAURO,499,435,0,934,357,256,0,613,600,0,288,38,100,134,1,1,5,1,2,4,5,1,3,1,14,15,613
320,"BAHDINA ACHHPURA DANDA",695,627,0,1322,446,336,0,782,611,0,338,17,323,15,2,12,10,4,4,9,5,6,2,7,8,20,782
321,"BAJEHATA DANDA",730,602,0,1332,394,271,0,665,92,0,411,16,74,107,7,2,4,1,0,1,6,5,6,4,7,14,665
322,"BAJEHATA DANDA",638,536,0,1174,327,199,0,526,526,0,353,25,55,43,2,6,8,1,2,5,5,1,3,6,6,5,526
323,BHUJPUR,348,302,0,650,258,190,0,448,448,0,111,22,236,44,1,0,1,0,3,3,0,3,2,6,7,9,448
324,ROORIPARA,555,469,0,1024,308,215,0,523,11,0,301,34,43,110,3,6,8,0,0,2,4,1,1,0,6,4,523
325,ROORIPARA,638,530,0,1168,360,191,0,551,551,0,402,12,15,65,3,3,4,2,1,3,4,3,7,1,12,14,551
326,CHHERIBASAYAK,701,570,0,1271,342,195,0,537,537,0,122,6,152,137,54,2,2,0,1,1,7,4,4,12,24,9,537
327,"BANDHUR KHURD",539,447,0,986,314,232,0,546,505,0,300,13,30,165,17,7,1,0,0,3,1,0,1,2,1,5,546
328,"BANDHUR KHURD",539,482,0,1021,321,275,0,596,578,0,346,28,33,127,15,8,6,2,1,2,7,1,0,4,5,11,596
329,"BANDHUR BUJURG",484,412,0,896,318,241,0,559,494,0,324,13,57,124,5,2,6,0,1,2,5,0,1,5,4,10,559
330,"BANDHUR BUJURG",331,283,0,614,202,131,0,333,332,0,217,4,18,72,6,2,1,0,2,0,1,0,0,3,4,3,333
331,"BANDHUR BUJURG",179,165,0,344,104,99,0,203,202,0,172,0,17,9,0,0,0,0,0,1,2,0,1,0,1,0,203
332,LODHAMAU,337,271,0,608,205,136,0,341,341,0,50,76,165,25,0,1,0,0,0,2,3,5,3,3,4,4,341
333,"LODIPUR JALALPUR",434,380,0,814,263,215,0,478,4,0,262,22,121,47,2,3,2,1,2,0,4,2,1,1,4,4,478
334,"LODIPUR JALALPUR",417,348,0,765,220,163,0,383,367,0,169,5,41,144,10,2,1,0,0,0,3,1,0,0,1,6,383
335,NIWADA,643,576,0,1219,400,300,0,700,599,0,327,50,56,226,3,1,5,2,0,0,2,2,6,1,15,4,700
336,NIWADA,663,610,0,1273,400,316,0,716,711,0,451,30,130,79,3,4,2,1,2,3,1,1,0,1,7,1,716
337,NIWADA,417,365,0,782,271,207,0,478,458,0,312,12,59,63,1,1,2,1,0,2,2,2,1,1,9,10,478
338,BIWANR,840,666,0,1506,517,351,0,868,841,0,444,50,98,243,13,4,2,2,0,0,1,1,1,3,1,5,868
339,BIWANR,581,491,0,1072,324,237,0,561,560,0,225,49,36,190,33,3,2,0,1,1,1,1,5,5,5,4,561
340,BIWANR,556,452,0,1008,360,257,0,617,606,0,418,42,65,36,24,3,3,1,1,4,3,1,2,0,4,10,617
341,BIWANR,465,389,0,854,295,235,0,530,524,0,281,35,50,129,9,2,1,1,0,2,1,1,2,0,7,9,530
342,BIWANR,735,633,0,1368,415,300,0,715,713,0,303,27,96,203,30,3,2,1,0,4,1,1,5,4,27,8,715
343,BIWANR,560,492,0,1052,338,257,0,595,593,0,274,22,161,89,17,2,1,1,1,0,1,1,1,3,15,6,595
344,BIWANR,521,447,0,968,290,185,0,475,475,0,146,12,100,57,114,2,1,0,2,3,7,1,4,13,8,5,475
345,BHARKHARI,765,650,0,1415,450,361,0,811,29,0,406,43,59,216,24,3,5,4,6,1,7,4,5,6,7,15,811
346,UMARI,781,661,0,1442,402,302,0,704,704,0,309,84,109,106,22,4,1,2,9,2,4,5,6,8,24,9,704
347,UMARI,662,559,1,1222,375,274,0,649,645,0,338,45,71,135,9,2,5,0,3,3,7,4,2,5,8,12,649
348,UMARI,748,648,0,1396,443,363,0,806,33,0,383,123,109,94,27,5,5,0,5,5,4,5,5,5,20,11,806
349,CHILLI,839,689,0,1528,470,410,0,880,880,0,422,77,124,189,8,6,7,3,1,3,6,7,3,2,12,10,880
350,DAMOOPUR,378,340,0,718,264,235,0,499,497,0,227,75,15,144,3,3,1,0,1,2,4,5,0,0,13,6,499
351,"KHAREHI LODHAN",463,398,0,861,315,224,0,539,536,0,260,159,50,46,3,2,1,0,2,1,3,2,0,2,3,5,539
352,"KHAREHI LODHAN",732,612,0,1344,467,378,0,845,777,0,374,187,86,152,3,1,3,0,2,6,4,3,8,3,4,9,845
353,MASGAON,609,516,0,1125,402,304,0,706,705,0,223,36,118,269,15,1,3,0,1,3,4,1,1,6,23,2,706
354,MASGAON,572,498,0,1070,342,229,0,571,571,0,340,18,59,94,13,2,4,0,1,3,2,3,1,2,14,15,571
355,MAHERA,780,617,0,1397,454,303,0,757,756,0,238,221,121,101,16,3,3,0,1,4,5,5,6,4,21,8,757
356,MAHERA,650,540,0,1190,390,300,0,690,500,0,118,23,340,142,20,3,4,0,1,2,5,3,4,2,14,9,690
357,MIHOONA,498,429,0,927,324,283,0,607,607,0,81,175,231,52,1,1,9,10,1,2,4,3,1,5,26,5,607
358,SHIVNI,607,547,0,1154,341,212,0,553,542,0,161,44,184,27,1,0,3,3,0,1,2,3,3,7,100,14,553
359,MUSKARA,486,432,0,918,302,249,0,551,58,0,354,65,59,49,1,2,0,0,1,1,3,4,1,1,5,5,551
360,MUSKARA,549,517,0,1066,349,299,0,648,648,0,334,124,99,61,10,2,2,0,1,0,1,0,0,1,13,0,648
361,MUSKARA,547,489,0,1036,372,284,0,656,656,0,241,128,127,117,2,0,2,0,0,1,1,1,0,0,33,3,656
362,MUSKARA,495,446,0,941,330,275,0,605,588,0,406,38,24,85,0,2,27,0,1,3,1,1,0,0,12,5,605
363,MUSKARA,647,577,0,1224,437,340,0,777,777,0,341,48,75,260,1,3,5,1,3,1,8,1,2,2,21,5,777
364,MUSKARA,504,456,0,960,335,270,0,605,295,0,416,63,51,19,11,3,1,2,1,1,2,0,1,0,29,5,605
365,MUSKARA,460,409,0,869,266,193,0,459,450,0,218,53,89,51,18,3,1,3,1,1,2,4,0,1,8,6,459
366,MUSKARA,680,541,0,1221,402,244,0,646,450,0,258,116,186,42,0,3,2,0,2,2,1,0,1,3,26,4,646
367,MUSKARA,587,501,0,1088,383,271,0,654,654,0,478,34,56,39,4,2,11,0,0,3,1,1,0,0,17,8,654
368,MUSKARA,654,568,0,1222,420,274,0,694,684,0,432,39,36,136,4,0,8,1,2,0,6,4,3,1,10,12,694
369,"BIHOONI KALAN",687,552,0,1239,384,250,0,634,634,0,278,144,82,57,5,1,3,3,2,3,6,6,5,5,23,11,634
370,"BIHOONI KALAN",801,610,0,1411,400,205,0,605,600,0,231,125,90,79,4,4,2,1,2,4,4,5,3,4,40,7,605
371,"BIHOONI KHURD",697,601,0,1298,416,258,0,674,551,0,225,110,152,98,12,7,2,2,0,1,5,4,5,6,35,10,674
372,"BIHOONI KHURD",745,636,0,1381,429,329,0,758,758,0,352,147,107,43,34,7,6,4,3,1,3,5,5,4,23,14,758
373,"BIHOONI KHURD",506,442,0,948,281,211,0,492,347,0,276,37,48,79,1,7,6,0,3,0,2,1,3,3,15,11,492
374,CHANDAURA,333,255,0,588,251,162,0,413,413,0,136,19,180,14,0,0,1,0,0,1,1,2,2,3,51,3,413
375,GUNDELA,512,430,0,942,288,223,0,511,501,0,242,19,127,72,2,3,5,0,0,1,2,1,1,4,28,4,511
376,GUNDELA,529,462,0,991,328,251,0,579,576,0,259,11,30,235,1,2,4,0,0,1,1,2,2,2,12,17,579
377,CHHANI,711,562,0,1273,411,317,0,728,728,0,323,124,124,92,9,11,4,1,0,4,5,2,2,1,22,4,728
378,KANDHAULI,493,408,0,901,302,216,0,518,210,0,251,191,29,14,8,2,0,0,0,1,4,2,1,1,10,4,518
379,KANDHAULI,447,364,0,811,267,194,0,461,455,0,106,72,18,227,5,5,5,2,1,2,10,1,0,2,3,2,461
380,AINJHI,559,507,0,1066,315,277,0,592,585,0,236,83,99,124,4,4,5,1,1,1,3,1,3,4,19,4,592
381,BASWARI,670,557,0,1227,392,278,0,670,640,0,329,96,95,98,6,6,1,0,0,0,5,4,7,2,4,17,670
382,BASWARI,500,408,0,908,328,192,0,520,520,0,176,189,98,26,3,2,4,0,0,2,2,4,3,2,4,5,520
383,BASWARI,446,358,0,804,265,166,0,431,431,0,99,176,87,24,11,4,0,2,1,3,4,4,1,4,4,7,431
384,BASWARI,464,378,0,842,282,174,0,456,451,0,156,119,65,73,1,0,1,0,1,7,0,5,2,1,11,14,456
385,"PAHARI BHITARI",704,584,0,1288,364,264,0,628,620,0,304,82,85,100,1,7,3,2,2,1,7,5,5,2,20,2,628
386,"PAHARI BHITARI",784,618,0,1402,488,242,0,730,722,0,308,164,112,51,4,2,4,1,6,1,6,3,5,12,39,12,730
387,"PAHARI BHITARI",737,652,0,1389,406,331,0,737,730,0,304,101,133,122,4,5,6,4,3,3,5,8,6,7,5,21,737
388,GAHRAULI,649,577,0,1226,371,291,0,662,637,0,272,68,66,210,7,2,5,0,1,0,4,3,4,1,8,11,662
389,GAHRAULI,738,581,0,1319,435,300,0,735,735,0,304,124,92,129,7,7,4,2,4,4,11,2,6,1,30,8,735
390,GAHRAULI,587,490,0,1077,279,250,0,529,529,0,324,81,56,24,3,4,2,0,1,0,3,5,2,2,18,4,529
391,GAHRAULI,564,467,0,1031,311,202,0,513,309,0,351,90,18,26,1,4,3,0,1,1,3,2,0,1,6,6,513
392,GAHRAULI,642,521,0,1163,300,203,0,503,500,0,356,49,20,52,5,0,5,1,0,0,0,1,1,2,4,7,503
393,GAHRAULI,652,532,0,1184,350,284,0,634,628,0,342,35,83,125,5,4,7,2,1,2,5,6,4,1,4,8,634
394,GAHRAULI,338,276,0,614,186,137,0,323,323,0,183,57,5,70,4,0,0,0,0,1,1,0,0,0,0,2,323
395,GAHRAULI,321,280,0,601,184,137,0,321,314,0,204,13,22,69,3,2,3,1,0,2,0,1,0,1,0,0,321
396,GAURA,605,498,0,1103,347,256,0,603,595,0,177,99,122,160,2,2,10,3,0,4,3,2,3,2,8,6,603
397,HUSAINA,540,429,0,969,267,186,0,453,440,0,222,20,27,139,7,3,7,0,3,1,8,1,4,5,3,3,453
398,HUSAINA,554,430,0,984,271,167,0,438,430,0,230,22,107,29,2,5,2,2,0,2,2,2,5,4,15,9,438
399,IMILIYA,751,586,0,1337,369,281,0,650,617,0,295,38,88,66,54,5,7,1,15,5,0,5,9,18,30,14,650
400,IMILIYA,731,673,0,1404,446,348,0,794,640,0,400,94,131,76,6,2,3,1,0,1,3,5,3,4,58,7,794
401,IMILIYA,519,432,0,951,297,222,0,519,518,0,242,61,68,93,2,4,2,2,0,1,8,1,1,2,25,7,519
402,IMILIYA,483,404,0,887,250,166,0,416,327,0,217,18,56,81,2,2,2,1,0,3,5,3,2,1,18,5,416
403,TEEHAR,699,575,0,1274,377,288,0,665,660,0,427,51,59,65,1,1,6,5,1,2,2,2,0,5,26,12,665
404,TEEHAR,577,445,0,1022,235,129,0,364,348,0,229,27,33,56,0,1,3,1,4,2,0,2,3,1,1,1,364
405,NYURIYA,576,511,0,1087,293,214,0,507,507,0,190,17,70,86,102,7,3,0,9,0,2,1,1,5,12,2,507
406,NYURIYA,571,509,0,1080,308,224,0,532,531,0,332,20,73,44,20,2,4,3,0,2,0,1,4,3,16,8,532
407,TAGARI,528,402,0,930,270,168,0,438,438,0,114,44,119,41,2,5,3,5,1,2,0,0,3,2,90,7,438
