"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
134,"PRAIMARI PATHSHALA BAHURAJMAU EAST",610,493,0,1103,322,276,0,598,335,0,70,142,0,314,4,0,1,3,36,6,0,3,2,0,1,3,0,2,3,4,3,1,598
135,"PRAIMARI PATHSHALA BAHURAJMAU WEST",685,533,0,1218,395,241,0,636,351,0,71,38,6,446,1,0,0,5,51,2,0,3,2,0,2,3,0,1,2,2,0,1,636
136,"PRAIMARI PATHSHALA AKBARPUR",308,241,0,549,184,154,0,338,294,0,62,71,1,177,0,0,0,2,17,1,0,0,1,0,0,5,0,0,0,1,0,0,338
137,"PRAIMARI PATHSHALA PANSARI EAST",617,494,0,1111,324,288,0,612,240,0,45,241,1,164,0,1,2,2,123,3,4,1,1,0,2,10,3,1,2,1,1,4,612
138,"PRAIMARI PATHSHALA PANSARI WEST",484,400,0,884,250,213,0,463,268,0,88,113,3,179,2,0,3,2,48,1,0,1,0,1,4,3,4,3,2,3,2,1,463
139,"PRAIMARI PATHSHALA SARAY M0 PANSHARI",783,663,0,1446,428,295,0,723,641,0,63,154,4,334,2,1,2,8,127,1,1,5,0,1,2,7,0,4,2,3,0,2,723
140,"PRAIMARI PATHSHALA MAHAAI EAST",515,429,0,944,221,186,0,407,321,0,8,52,0,202,0,0,0,0,133,1,0,0,2,0,0,2,3,0,0,2,1,1,407
141,"PRAIMARI PATHSHALA MAHAAI WEST",621,470,0,1091,293,221,0,514,369,0,41,138,3,179,3,0,2,10,104,1,5,3,1,3,4,5,3,1,3,1,2,2,514
142,"NEHRU INTER COLLEGE PAHADPUR SUBAS",524,451,0,975,280,209,0,489,314,0,21,66,1,260,0,1,2,20,96,8,1,1,0,2,0,1,4,0,0,1,1,3,489
143,"PRAIMARI PATHSHALA DUBEPUR",545,455,0,1000,294,223,0,517,381,0,83,103,2,216,1,0,1,5,88,1,0,2,1,0,2,2,3,1,0,4,1,1,517
144,"PRAIMARI PATHSHALA BHAISAI CHATUR",256,210,0,466,129,113,0,242,191,0,11,123,1,78,0,1,0,0,12,1,0,1,0,0,0,5,2,3,1,1,0,2,242
145,"PRAIMARI PATHSHALA BHAISAI KOYAL",598,528,0,1126,339,313,0,652,487,0,99,218,5,183,5,0,3,5,111,0,1,3,3,2,2,2,3,4,1,0,1,1,652
146,"PRATHMIK VIDYALAYA LALGANJ",353,339,0,692,229,209,0,438,351,0,45,54,2,100,0,1,1,6,221,1,0,0,0,0,1,2,1,0,0,1,0,2,438
147,"PRATHMIK VIDYALAYA KAILANV",347,306,0,653,199,189,0,388,289,0,87,101,0,94,1,0,0,2,87,1,0,1,0,0,0,8,1,1,1,3,0,0,388
148,"PRATHMIK VIDYALAYA NORTH AANV",382,320,0,702,134,155,0,289,187,0,65,81,2,108,1,0,1,1,18,0,1,2,2,0,1,3,0,0,2,1,0,0,289
149,"PRATHMIK VIDYALAYA SOUTH AANV",773,657,0,1430,406,375,0,781,610,0,83,85,1,347,0,0,0,3,219,9,0,3,3,0,0,6,5,3,10,2,0,2,781
150,"PRATHMIK VIDYALAYA EXTRA ROOM AANV",236,211,0,447,133,117,0,250,154,0,7,120,2,76,0,0,0,1,29,0,0,0,2,1,1,7,0,1,2,0,1,0,250
151,"PRATHMIK VIDYALAYA JAGDISHPUR",372,301,0,673,206,221,0,427,314,0,87,139,1,84,3,1,0,3,81,0,10,0,1,1,1,3,1,1,4,1,1,4,427
152,"PRATHMIK VIDYALAYA SHIVDEENKHERA",826,687,0,1513,444,367,0,811,684,0,171,265,2,209,3,2,0,6,122,1,0,1,3,2,2,9,2,5,3,0,1,2,811
153,"PRATHMIK VIDYALAYA MAGRAYAR",681,533,0,1214,312,271,0,583,315,0,164,88,1,252,1,0,2,2,36,10,2,0,3,0,3,4,2,2,0,5,2,4,583
154,"POORVA MADHYAMIK VIDYALAYA MAGRAYAR",509,404,0,913,220,176,0,396,259,0,46,72,1,234,2,1,3,3,19,2,0,4,1,0,0,3,0,1,0,1,1,2,396
155,"POORVA MADHYAMIK VIDYALAYA  RAJAPUR GARHEWA",354,297,0,651,171,91,0,262,196,0,27,24,0,115,0,0,0,1,88,0,0,2,2,1,0,0,0,0,0,2,0,0,262
156,"PRATHMIK VIDYALAYA MIYAGANJ",103,91,0,194,60,60,0,120,91,0,13,1,0,3,0,0,0,2,96,0,0,0,0,1,0,1,1,2,0,0,0,0,120
157,"PRATHMIK VIDYALAYA  ATWAT",421,383,0,804,190,248,0,438,361,0,34,21,2,159,0,5,1,8,191,3,0,2,1,0,2,1,4,0,0,2,2,0,438
158,"PRATHMIK VIDYALAYA MULAHIMPUR",319,276,0,595,148,145,0,293,211,0,99,49,2,98,1,1,1,1,26,0,0,1,1,0,0,3,2,4,1,2,0,1,293
159,"PRATHMIK VIDYALAYA JAGATKHERA",316,293,0,609,154,188,0,342,251,0,18,22,2,218,0,0,1,2,68,0,1,5,0,0,2,1,0,0,0,2,0,0,342
160,"R.S. INTER COLLEGE ROOM NO. 1 BEHTA BHAWANI",636,501,0,1137,309,201,0,510,351,0,17,33,2,401,2,0,1,3,38,2,3,1,0,0,0,2,0,0,1,3,1,0,510
161,"R.S. INTER COLLEGE ROOM NO. 2 BEHTA BHAWANI",673,568,0,1241,336,304,0,640,481,0,23,91,0,410,2,1,1,2,70,2,1,3,6,0,0,13,0,6,6,1,1,1,640
162,"PRATHMIK VIDYALAYA AFSARI",315,286,0,601,178,184,0,362,263,0,13,29,2,218,1,0,1,3,52,6,11,2,1,0,2,4,3,3,4,4,3,0,362
163,"PRATHMIK VIDYALAYA EAST GARHAKOLA",449,406,0,855,218,301,0,519,367,0,65,48,3,205,3,0,2,4,159,3,0,4,2,3,2,3,2,2,2,6,1,0,519
164,"PRATHMIK VIDYALAYA WEST GARHAKOLA",305,266,0,571,148,140,0,288,196,0,11,61,1,163,0,1,0,2,30,0,1,3,1,0,1,7,0,2,1,1,0,2,288
165,"PRATHMIK VIDYALAYA KATHAR",374,324,0,698,189,205,0,394,275,0,31,23,4,150,2,0,0,3,163,0,1,1,0,1,3,3,4,1,0,2,1,1,394
166,"PRATHMIK VIDYALAYA SALETHU",605,503,0,1108,295,300,0,595,23,0,35,77,7,335,4,1,4,2,94,1,2,7,2,2,2,3,2,0,5,7,0,3,595
167,"PRATHMIK VIDYALAYA MAHARAMAU",707,653,0,1360,346,315,0,661,57,0,35,40,1,441,1,0,2,4,113,10,1,3,0,1,1,0,0,1,0,4,0,3,661
168,"PRATHMIK VIDYALAYA KISHUNKHERA",390,373,0,763,190,198,0,388,258,0,10,84,3,203,1,1,0,1,68,1,0,5,1,0,1,4,1,0,2,2,0,0,388
169,"PRATHMIK VIDYALAYA BHATMAU",526,436,0,962,261,246,0,507,265,0,84,59,5,261,0,0,0,2,74,0,4,4,2,0,2,2,3,1,0,1,1,2,507
170,"PRATHMIK VIDYALAYA SIJNI SOHRAMAU",565,490,0,1055,294,211,0,505,315,0,51,28,0,277,1,0,0,4,123,2,4,2,2,0,2,2,1,1,0,2,1,2,505
171,"SHRI BHAGATSINGH POORVA MADHYAMIK VIDYALAYA MOHKAMGANJ SIJNI SOHRAMAU NORTH",522,453,0,975,262,229,0,491,316,0,32,84,2,258,1,1,0,3,94,2,0,3,1,1,1,0,0,1,2,1,2,2,491
172,"SHRI BHAGATSINGH POORVA MADHYAMIK VIDYALAYA MOHKAMGANJ SIJNI SOHRAMAU SOUTH",269,233,0,502,124,110,0,234,154,0,15,32,0,81,0,0,1,3,90,0,0,1,1,2,0,3,3,1,0,1,0,0,234
173,"PRATHMIK VIDYALAYA TEWARIYA",397,373,0,770,190,231,0,421,314,0,68,30,4,131,0,2,4,10,152,5,2,1,2,1,1,3,1,0,0,1,3,0,421
174,"PRATHMIK VIDYALAYA MAJHIGAWAN SEWAK",484,427,0,911,233,239,0,472,351,0,16,51,0,291,1,1,1,5,83,2,1,2,0,0,1,3,4,1,2,3,0,4,472
175,"PRATHMIK VIDYALAYA ARHAULI",381,343,0,724,163,194,0,357,251,0,59,66,0,167,1,0,0,9,38,0,2,1,1,0,1,4,0,0,1,1,2,4,357
176,"PRATHMIK VIDYALAYA GHINAKHERA",411,359,0,770,209,214,0,423,269,0,75,153,1,115,1,0,0,0,51,13,0,1,3,0,0,2,1,4,2,1,0,0,423
177,"PRATHMIK VIDYALAYA  BAIJUAMAU",371,338,0,709,211,210,0,421,421,0,31,25,1,86,0,0,1,9,246,0,3,4,0,3,1,0,6,0,2,2,0,1,421
178,"PRATHMIK VIDYALAYA RAM KHERA",225,221,0,446,96,143,0,239,214,0,26,19,2,80,1,0,1,6,95,0,1,3,0,0,0,0,1,2,1,0,0,1,239
179,"UCHCHA PRATHMIK VIDYALAYA PURANDARPUR",507,475,0,982,310,242,0,552,348,0,32,84,0,133,4,0,0,8,260,2,1,3,1,0,2,4,6,1,0,4,5,2,552
180,"UCHCHA PRATHMIK VIDYALAYA PANHAN",209,197,0,406,117,103,0,220,81,0,10,7,0,104,1,0,0,4,85,3,1,0,0,0,0,0,2,0,0,1,1,1,220
181,"PRATHMIK VIDYALAYA MAMREJPUR",544,494,0,1038,284,281,0,565,345,0,80,23,2,244,1,0,2,2,193,2,0,2,0,0,0,1,1,2,0,6,4,0,565
182,"KANYA PRATHMIK VIDYALAYA MAMREJPUR RADDHUKHERA",422,390,0,812,208,211,0,419,54,0,9,5,2,248,0,0,0,3,132,5,5,0,0,1,2,1,2,0,0,2,1,1,419
183,"PRATHMIK VIDYALAYA MURAITA",467,378,0,845,253,208,0,461,314,0,69,23,1,232,2,0,3,4,115,0,2,3,0,1,0,1,0,1,1,0,1,2,461
184,"PRATHMIK VIDYALAYA LAKHMADEMAU",506,441,0,947,301,255,0,556,59,0,41,120,0,249,2,0,3,6,89,1,1,3,4,3,1,5,4,4,8,2,3,7,556
185,"PRATHMIK VIDYALAYA  TRIPURARPUR",661,555,0,1216,344,304,0,648,648,0,30,159,4,314,2,1,1,2,107,7,0,3,0,3,2,3,1,0,0,3,4,2,648
186,"GYAN BHARTIYA POORVA MADHYAMIK VIDYALAYA TRIPURARPUR NORTH",483,385,0,868,271,185,0,456,214,0,106,92,3,137,2,1,1,2,77,0,1,1,4,1,0,10,3,2,2,6,1,4,456
187,"GYAN BHARTIYA POORVA MADHYAMIK VIDYALAYA TRIPURARPUR SOUTH",707,612,0,1319,350,285,0,635,254,0,163,21,1,352,2,5,3,4,60,8,1,4,1,1,1,2,2,1,0,0,1,2,635
188,"PRATHMIK VIDYALAYA TURKAHA",187,166,0,353,107,122,0,229,21,0,63,26,0,50,1,1,0,2,81,3,0,0,0,0,0,1,0,0,0,1,0,0,229
189,"PRATHMIK VIDYALAYA RAGHUNATHPUR",277,242,0,519,168,178,0,346,251,0,27,71,1,138,0,0,0,3,89,2,0,1,0,2,2,3,3,0,0,1,1,2,346
190,"PRATHMIK VIDYALAYA PANHAN STHIT PAKRA BUJURG",799,633,0,1432,381,380,0,761,268,0,34,65,3,244,1,3,2,8,365,1,2,4,2,3,0,5,7,1,1,4,4,2,761
191,"PRATHMIK VIDYALAYA THOKREPUR MAJRA PAKRA BUJURG",530,467,0,997,283,203,0,486,247,0,22,120,5,114,1,3,2,12,179,0,1,2,2,1,3,5,3,2,2,2,2,3,486
192,"PRATHMIK VIDYALAYA PAKRA KHURD",780,660,0,1440,390,345,0,735,268,0,219,145,1,102,3,0,3,7,222,2,0,2,0,3,0,9,5,2,3,1,0,6,735
193,"PRATHMIK VIDYALAYA BARUVA",185,172,0,357,159,103,0,262,141,0,177,10,1,35,2,0,0,0,30,1,0,1,1,0,0,0,0,3,1,0,0,0,262
194,"TRILOKCHANDRA INTER COLLEGE KOTWAR",470,424,0,894,254,254,0,508,258,0,238,54,0,33,2,1,2,5,153,1,1,1,1,1,2,1,1,5,0,0,2,4,508
195,"PRATHMIK VIDYALAYA KHIJHAULI",480,437,0,917,225,233,0,458,254,0,135,100,0,148,3,0,0,4,45,4,0,4,1,0,0,5,1,1,4,2,1,0,458
196,"PRATHMIK VIDYALAYA MALAUNA",772,711,0,1483,381,371,0,752,348,0,125,95,0,398,0,1,2,3,103,1,0,3,2,1,0,3,2,3,2,4,2,2,752
197,"PRATHMIK VIDYALAYA GULRIHA  MAJRA MALAUNA",702,648,0,1350,376,285,0,661,358,0,27,20,2,377,1,1,2,6,102,61,1,4,4,3,0,10,9,4,8,11,2,6,661
198,"PRATHMIK VIDYALAYA DEWARA",278,267,0,545,160,178,0,338,214,0,52,55,1,151,0,0,0,2,63,2,0,3,2,0,1,1,0,1,0,1,0,3,338
199,"PRATHMIK VIDYALAYA GAURA",674,639,0,1313,329,351,0,680,621,0,311,120,3,165,2,1,1,2,63,0,0,2,0,0,3,1,0,1,1,1,1,2,680
200,"UCHCHA PRATHMIK VIDYALAYA GAURA",836,719,0,1555,395,367,0,762,610,0,354,60,5,274,4,2,3,10,22,0,2,5,2,2,4,3,0,0,0,7,3,0,762
201,"PRATHMIK VIDYALAYA POKHRI",627,549,0,1176,307,369,0,676,259,0,162,52,6,292,0,1,3,7,125,3,0,4,1,2,0,4,1,1,4,4,2,2,676
202,"PRATHMIK VIDYALAYA NEVTI",257,222,0,479,124,141,0,265,214,0,7,7,4,202,0,1,0,2,25,3,1,3,0,0,1,0,0,0,3,5,1,0,265
203,"PRATHMIK VIDYALAYA BISRAMAU",408,367,0,775,240,254,0,494,315,0,237,36,4,105,3,0,2,3,76,4,0,1,0,0,6,1,3,5,1,2,2,3,494
204,"PRATHMIK VIDYALAYA KUTUBPUR",804,660,0,1464,443,215,0,658,259,0,169,69,5,156,1,2,4,4,202,1,1,2,1,2,0,9,9,3,3,7,5,3,658
205,"PRATHMIK VIDYALAYA SAHILA NORTH",463,378,0,841,230,204,0,434,251,0,240,11,1,135,1,0,0,0,33,0,0,2,1,0,3,0,0,3,1,0,1,2,434
206,"PRATHMIK VIDYALAYA SAHILA SOUTH",488,429,0,917,227,295,0,522,315,0,296,31,4,107,1,0,1,4,58,2,1,2,1,2,4,0,1,1,0,1,4,1,522
207,"PRATHMIK VIDYALAYA AAKAMPUR",902,727,0,1629,373,341,0,714,610,0,150,55,5,418,1,1,2,3,42,3,1,6,5,3,2,6,1,1,3,2,1,3,714
208,"PRATHMIK VIDYALAYA SIRIYAPUR",582,502,0,1084,255,330,0,585,251,0,112,14,8,366,5,0,1,10,31,1,3,7,2,2,2,5,4,3,1,2,3,3,585
209,"PRATHMIK VIDYALAYA BAJAURA",581,486,0,1067,214,204,0,418,148,0,33,63,2,284,1,0,2,4,8,0,0,8,0,1,3,2,0,0,1,5,1,0,418
210,"UCHCHA PRATHMIK VIDYALAYA SAHILA",216,217,0,433,163,101,0,264,124,0,108,20,1,103,0,0,2,0,17,0,0,0,2,2,0,1,0,2,1,2,0,3,264
211,"PRATHMIK VIDYALAYA RAMPUR",291,249,0,540,145,117,0,262,142,0,58,21,1,149,0,1,0,3,22,1,0,1,0,0,0,0,0,1,3,1,0,0,262
212,"R.B.S.INTER COLLEGE ROOM NO. 1 BIHAR",607,499,0,1106,352,297,0,649,294,0,196,42,3,303,5,0,0,4,70,2,2,4,3,1,2,3,2,1,2,2,1,1,649
213,"R.B.S.INTER COLLEGE ROOM NO. 2 BIHAR",890,779,0,1669,452,408,0,860,615,0,192,65,13,392,5,1,5,9,153,0,3,2,2,3,1,1,0,3,4,0,4,2,860
214,"PRATHMIK VIDYALAYA EAST RAGHUNATHKHERA",487,384,0,871,303,165,0,468,267,0,54,26,10,314,1,0,4,2,23,0,3,10,1,1,4,4,1,1,2,3,4,0,468
215,"PRATHMIK VIDYALAYA WEST RAGHUNATHKHERA",445,384,0,829,187,185,0,372,314,0,79,4,3,249,0,0,3,5,12,1,1,3,0,0,5,2,1,2,1,1,0,0,372
216,"PRATHMIK VIDYALAYA RAWATPUR",837,696,0,1533,467,322,0,789,316,0,45,19,8,564,1,2,0,4,103,3,1,5,2,1,1,5,2,7,7,5,1,3,789
217,"PRATHMIK VIDYALAYA KUNDANPUR",780,629,0,1409,373,338,0,711,641,6,176,60,5,323,3,0,2,7,78,1,0,3,5,2,3,10,3,12,11,4,3,0,711
218,"PRATHMIK VIDYALAYA PORAI FIRST",508,430,0,938,232,230,0,462,145,0,67,40,2,211,1,0,2,7,118,0,1,2,2,0,1,2,1,1,0,1,1,2,462
219,"PRATHMIK VIDYALAYA DURGAGANJ MAJRA PORAI",635,560,0,1195,316,314,0,630,258,0,146,70,2,147,2,1,0,3,245,0,0,2,1,2,0,0,6,2,0,0,1,0,630
220,"PRATHMIK VIDYALAYA KHESUVA",410,352,0,762,217,207,0,424,153,0,25,8,5,305,1,0,0,4,61,0,0,1,0,0,3,1,0,1,0,7,1,1,424
221,"PRATHMIK VIDYALAYA BHAIRAMPUR",417,373,0,790,235,230,0,465,321,0,33,40,2,309,0,1,3,5,47,3,1,6,0,2,0,2,0,0,4,5,1,1,465
222,"PRATHMIK VIDYALAYA MAHARAJPUR",598,544,0,1142,318,316,0,634,481,0,38,31,3,286,0,1,2,9,201,1,0,8,13,4,3,3,9,2,3,13,2,2,634
223,"PRATHMIK VIDYALAYA PARSANDA",747,728,0,1475,300,461,0,761,258,0,29,13,1,395,3,3,3,12,258,2,2,7,3,0,5,1,6,2,6,5,4,1,761
224,"PRATHMIK VIDYALAYA MEERMAU",466,417,0,883,280,198,0,478,317,0,9,37,3,259,1,0,2,10,124,3,1,4,1,3,5,0,2,2,0,6,4,2,478
225,"PRATHMIK VIDYALAYA DHAMNIKHERA",467,405,0,872,273,189,0,462,358,0,112,23,2,214,0,1,2,2,92,1,1,1,3,0,2,1,1,0,0,3,0,1,462
226,"PRATHMIK VIDYALAYA EAST SHUKLAKHERA",484,407,0,891,217,215,0,432,361,0,78,26,3,215,0,0,0,3,87,4,1,1,1,0,1,1,3,2,3,1,0,2,432
227,"PRATHMIK VIDYALAYA WEST SHUKLAKHERA",538,451,0,989,287,190,0,477,268,0,76,95,0,165,3,1,1,4,112,0,2,3,3,1,0,4,2,2,0,2,0,1,477
228,"UCHCHA PRATHMIK VIDYALAYA KAKRARI",584,552,0,1136,321,293,0,614,603,0,188,84,1,183,3,0,0,4,124,2,0,3,1,1,6,3,1,1,0,1,5,3,614
229,"PRATHMIK VIDYALAYA MAANPUR",574,471,0,1045,292,304,0,596,357,0,101,112,5,223,1,0,1,5,113,2,1,3,6,0,2,6,4,0,3,5,0,3,596
230,"PRATHMIK VIDYALAYA DHUNWADHAR",204,178,0,382,122,116,0,238,156,0,58,15,0,89,0,0,2,2,57,0,1,1,1,0,2,3,3,1,1,0,0,2,238
231,"PRATHMIK VIDYALAYA MARDANPUR",319,288,0,607,175,187,0,362,251,0,9,136,1,73,3,0,0,3,120,2,2,0,1,0,0,7,3,0,1,1,0,0,362
232,"PRATHMIK VIDYALAYA SASAAN",518,489,0,1007,216,250,0,466,319,0,50,27,0,259,2,0,1,3,109,0,0,3,0,0,0,3,0,1,2,1,2,3,466
233,"UCHCHA PRATHMIK VIDYALAYA NORTH OSIYAN",508,415,0,923,216,168,0,384,384,0,41,31,1,237,0,0,0,2,57,0,0,2,0,0,2,2,0,1,3,5,0,0,384
234,"PRATHMIK VIDYALAYA OSIYAN",479,421,0,900,254,226,0,480,254,0,51,72,3,154,3,1,3,11,156,4,0,1,4,1,1,4,2,4,2,1,1,1,480
235,"UCHCHA PRATHMIK VIDYALAYA CENTRAL OSIYAN",508,439,0,947,238,229,0,467,329,0,48,74,1,222,1,0,1,8,82,6,1,3,3,0,1,3,4,0,4,0,1,4,467
236,"UCHCHA PRATHMIK VIDYALAYA SOUTH OSIYAN",409,380,0,789,196,212,0,408,256,0,74,103,2,129,2,3,2,4,68,1,2,4,6,1,2,2,0,0,1,1,1,0,408
237,"PRATHMIK VIDYALAYA BEHTAGOPI",788,718,0,1506,412,417,0,829,691,0,142,164,5,405,0,1,3,5,69,0,3,4,4,1,1,11,3,0,3,2,1,2,829
238,"PRATHMIK VIDYALAYA EAST PAHIHARDO",559,465,0,1024,292,265,0,557,315,0,72,86,2,295,0,0,1,3,79,7,0,0,0,0,1,2,0,2,0,3,1,3,557
239,"PRATHMIK VIDYALAYA WEST PAHIHARDO",356,288,0,644,170,103,0,273,147,0,18,17,0,195,0,0,1,2,33,2,1,1,0,0,1,0,0,0,1,0,1,0,273
240,"PRATHMIK VIDYALAYA JANGALIKHERA",370,319,0,689,209,202,0,411,315,0,116,106,1,121,3,0,1,0,37,0,0,2,2,0,1,6,2,5,2,2,0,4,411
241,"PRATHMIK VIDYALAYA SAIDPUR",277,205,0,482,161,136,0,297,214,0,39,14,0,186,0,0,0,3,49,0,0,2,0,0,0,1,0,0,2,1,0,0,297
242,"PRATHMIK VIDYALAYA DANDAMAU",482,392,0,874,233,228,0,461,231,0,34,83,2,266,2,0,0,2,54,5,0,0,0,0,0,3,1,2,2,3,0,2,461
243,"SETH R.N.INTER COLLEGE ROOM NO. 1 RUJHIHAI",550,497,0,1047,279,252,0,531,257,0,73,42,1,327,0,0,1,1,51,13,1,3,3,0,0,4,0,1,3,4,0,3,531
244,"SETH R.N.INTER COLLEGE ROOM NO. 2 RUJHIHAI",686,628,0,1314,418,285,0,703,614,0,206,27,2,344,3,1,2,6,87,7,0,2,2,2,1,2,1,0,2,3,2,1,703
245,"PRATHMIK VIDYALAYA DUNDPUR",757,639,0,1396,397,356,0,753,547,0,144,168,2,320,2,1,2,5,66,5,3,5,3,3,1,5,1,4,3,2,1,7,753
246,"PRATHMIK VIDYALAYA AADAKHERA",451,414,0,865,235,225,0,460,261,0,119,35,3,249,0,1,0,0,37,0,0,1,2,0,1,3,0,4,2,2,0,1,460
247,"PRATHMIK VIDYALAYA BIGHAPUR KALA 1",760,650,0,1410,404,337,0,741,318,0,51,77,4,465,0,0,0,6,117,6,3,4,0,0,0,1,0,1,0,1,0,5,741
248,"SHRI K.P. INTER COLLEGE ROOM NO. 3 BIGHAPUR",914,769,0,1683,432,386,0,818,697,0,68,112,3,428,4,2,0,8,146,1,0,0,4,2,3,4,7,5,6,4,2,9,818
249,"SHRI K.P. INTER COLLEGE ROOM NO. 4 BIGHAPUR",694,619,0,1313,365,308,0,673,374,0,68,159,0,344,1,2,1,4,72,6,1,2,0,0,1,3,1,0,1,6,1,0,673
250,"SHRI K.P. INTER COLLEGE ROOM NO. 5 BIGHAPUR",556,501,0,1057,351,285,0,636,581,0,43,59,1,329,0,0,0,3,194,0,0,1,2,0,0,1,1,0,1,1,0,0,636
251,"SHRI K.P. INTER COLLEGE ROOM NO. 6 BIGHAPUR",319,309,0,628,210,139,0,349,231,0,21,47,0,197,0,0,0,0,74,1,0,0,1,0,0,4,0,0,2,1,0,1,349
252,"PRATHMIK VIDYALAYA GAURI",380,345,0,725,253,241,0,494,317,0,99,83,1,254,1,0,0,1,34,1,0,2,3,1,1,1,3,2,3,3,1,0,494
253,"UCHCHA PRATHMIK VIDYALAYA KATRA DEEWANKHERA ROOM NO. 1",491,434,0,925,288,264,0,552,254,0,35,209,0,201,3,2,0,3,79,1,1,0,2,1,1,4,4,1,1,1,1,2,552
254,"UCHCHA PRATHMIK VIDYALAYA KATRA DEEWANKHERA ROOM NO. 2",878,712,0,1590,403,250,0,653,268,0,148,42,3,324,2,2,0,4,105,11,0,6,0,0,0,0,0,1,1,2,0,2,653
255,"PRATHMIK VIDYALAYA BHABHEMAU",313,275,0,588,157,175,0,332,31,0,36,42,0,109,0,0,0,1,138,2,1,0,0,0,0,0,1,0,0,2,0,0,332
256,"PRATHMIK VIDYALAYA ARAM",510,427,0,937,231,198,0,429,249,0,39,37,1,231,2,0,3,3,103,1,2,0,0,1,0,1,1,0,2,0,1,1,429
257,"PRATHMIK VIDYALAYA AKWABAD FIRST ROOM NO. 1",481,408,0,889,253,242,0,495,403,0,45,15,2,355,1,0,0,6,55,2,0,1,1,3,1,0,3,2,2,0,0,1,495
258,"PRATHMIK VIDYALAYA AKWABAD FIRST ROOM NO. 2",473,409,0,882,244,233,0,477,364,0,49,148,0,235,1,0,0,1,24,0,1,4,0,0,3,7,0,1,1,1,0,1,477
259,"PRATHMIK VIDYALAYA BHOGAITA",470,444,0,914,287,273,0,560,391,0,10,18,4,402,0,0,1,4,97,0,3,5,0,0,3,2,2,3,1,3,1,1,560
260,"PRATHMIK VIDYALAYA INDEMAU",723,596,0,1319,367,295,0,662,419,0,110,91,7,353,2,0,2,3,74,3,2,5,1,1,1,0,1,4,0,1,1,0,662
261,"PRATHMIK VIDYALAYA GOSHIKHERA",225,211,0,436,112,123,0,235,210,0,81,69,2,59,1,0,0,0,12,0,1,0,2,0,0,3,0,2,0,0,0,3,235
262,"PRATHMIK VIDYALAYA NORTH DUBAI",453,402,0,855,234,176,0,410,362,0,143,84,1,105,3,0,0,3,60,1,0,1,2,0,1,1,0,2,1,0,1,1,410
263,"PRATHMIK VIDYALAYA SOUTH DUBAI",552,482,0,1034,294,246,0,540,357,0,102,103,1,245,1,2,0,2,57,1,1,1,3,1,0,4,2,6,4,2,1,1,540
264,"PRATHMIK VIDYALAYA AATMANNUKHERA",366,330,0,696,198,168,0,366,279,0,25,53,2,199,0,0,2,1,64,4,1,1,0,0,4,0,3,2,2,2,0,1,366
265,"PRATHMIK VIDYALAYA GADRIYAKHERA",248,202,0,450,139,145,0,284,208,0,38,4,0,178,0,1,1,2,54,1,0,1,0,0,0,2,0,1,0,0,0,1,284
266,"MAHATMA GANDHI INTER COLLEGE ROOM NO. 1 PATAN",813,705,0,1518,458,408,0,866,683,0,109,34,5,581,2,1,1,2,117,2,0,1,1,0,0,0,3,2,2,3,0,0,866
267,"MAHATMA GANDHI INTER COLLEGE ROOM NO. 2	PATAN",840,739,0,1579,498,395,0,893,598,0,96,46,3,558,1,2,0,6,158,2,1,3,0,4,2,1,1,0,0,5,0,4,893
268,"MAHATMA GANDHI INTER COLLEGE ROOM NO. 3	 PATAN",851,749,0,1600,478,403,0,881,641,0,58,92,1,484,1,3,1,15,166,11,1,3,5,0,3,3,13,2,10,5,0,4,881
269,"PRATHMIK VIDYALAYA DEWAKHERA",224,184,0,408,135,115,0,250,154,0,15,34,1,129,1,0,0,5,48,0,0,0,0,3,1,2,5,0,2,1,1,2,250
270,"PRATHMIK VIDYALAYA  KALYANPUR FIRST",322,281,0,603,159,134,0,293,168,0,19,7,4,198,1,0,1,3,55,0,0,1,1,0,0,1,0,0,0,1,0,1,293
271,"UCHCHA PRATHMIK VIDYALAYA  CHIKANDERPUR",401,340,0,741,205,231,0,436,387,0,174,107,2,107,1,0,1,3,23,0,0,0,2,0,2,7,0,4,0,1,2,0,436
272,"PT. SHIVRAJBALI RAMSHANKER INTER COLLEGE SUMERPUR",698,584,0,1282,315,270,0,585,480,0,36,62,1,328,1,2,2,4,129,2,0,3,1,0,1,0,2,2,1,5,2,1,585
