"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - LALITESH PATI TRIPATHI","2 - SAMUDRA BIND","3 - SURENDRA SINGH PATEL","4 - ANUPRIYA SINGH PATEL","5 - AJAD","6 - JITTOO RAM RATNA","7 - JEERA BHARTI","8 - BRIJESH KUMAR RAI","9 - BHAGWAN DAS","10 - RADHESHYAM INSAN","11 - VINEET SAHAI","12 - SHIVRAJ SAHNI","13 - SANTOSH KUMAR","14 - SARVESH DUBEY","15 - SUKCHARA NAND URF AALOO BABA","16 - ASHOK KUMAR","17 - ADESH TYAGI","18 - DR. KARNAIL SINGH","19 - GIRJA SHANKAR URF CHUNMUN","20 - DEVI","21 - RAJA RAM","22 - RAM MURAT","23 - HINCHH LAL","24 - None of the Above","Total Votes Secured"
161,"CHAUHAN PATTI",644,541,0,1185,333,295,0,628,628,0,55,62,106,369,3,5,1,1,1,1,5,0,5,2,2,3,1,0,0,2,0,3,1,0,628
162,"CHAUHAN PATTI",406,323,0,729,196,179,0,375,375,0,88,69,4,213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
163,KAKARAHA,333,265,0,598,175,149,0,324,7,0,79,122,6,94,1,0,0,2,0,1,0,0,2,0,7,4,1,0,1,0,1,1,1,1,324
164,MADHOPUR,864,610,1,1475,515,371,0,886,883,0,32,497,48,217,7,5,6,3,1,3,2,2,3,4,7,9,0,6,1,9,2,9,9,4,886
165,MADHOPUR,312,220,0,532,169,108,0,277,15,0,53,24,2,182,1,4,0,0,0,0,2,0,2,0,1,4,0,0,0,0,0,1,0,1,277
166,BHAGESAR,883,698,0,1581,530,366,0,896,16,0,125,171,76,452,5,3,2,3,2,2,5,1,5,4,5,7,3,5,2,9,1,6,1,1,896
167,"RANI CHAUKIYA",422,376,0,798,272,240,0,512,511,0,27,156,37,209,11,5,2,3,2,2,14,2,8,5,3,3,3,1,1,4,1,9,2,2,512
168,"RANI CHAUKIYA",624,439,0,1063,389,275,0,664,664,0,20,230,23,335,7,3,1,3,0,2,4,0,6,0,1,5,2,3,1,5,3,6,3,1,664
169,CHHATAHAN,753,566,1,1320,390,353,0,743,743,0,59,142,30,449,4,4,0,0,0,0,2,0,0,0,1,3,1,5,4,7,5,15,4,8,743
170,DHARAMDEVA,757,581,1,1339,402,264,0,666,387,0,112,127,31,355,1,1,0,0,1,7,3,3,5,2,2,2,0,1,1,5,0,1,4,2,666
171,SIKARI,573,488,0,1061,350,278,0,628,628,0,212,33,17,319,5,1,1,0,2,4,6,2,2,3,2,6,3,3,2,3,0,0,0,2,628
172,SIKARI,692,561,0,1253,438,408,0,846,846,0,61,463,101,127,1,3,2,4,1,2,7,13,5,3,4,6,0,3,7,2,2,6,13,10,846
173,RAMNAGAR,720,463,0,1183,420,282,0,702,702,0,136,114,31,389,4,2,1,0,2,1,3,3,0,1,1,2,2,2,0,1,1,3,1,2,702
174,EMIRATI,550,455,0,1005,365,306,0,671,600,0,50,177,113,269,5,4,2,3,1,3,3,2,1,3,2,4,1,5,6,3,1,5,2,6,671
175,KANAURA,497,420,0,917,272,230,0,502,502,0,75,110,63,224,3,1,0,0,0,0,5,0,2,0,0,11,2,0,2,3,0,1,0,0,502
176,DEVAHI,817,623,0,1440,452,363,0,815,679,0,190,218,19,318,4,3,1,3,1,4,16,2,1,3,2,12,0,3,1,3,1,8,1,1,815
177,NANHUPUR,734,591,0,1325,403,339,0,742,737,0,140,185,64,276,3,4,2,1,2,0,5,3,3,1,3,9,4,7,7,2,5,9,4,3,742
178,MEVALI,689,574,0,1263,427,348,0,775,761,0,117,360,65,180,3,1,4,1,1,2,2,3,2,4,7,12,1,1,2,0,0,3,2,2,775
179,GANGAUAT,582,434,0,1016,336,247,0,583,32,0,103,129,31,238,3,7,3,2,2,2,5,4,8,4,9,13,3,4,2,4,1,3,1,2,583
180,LAKHAULI,186,145,0,331,107,99,0,206,200,0,17,23,17,123,2,1,3,0,0,1,1,2,4,3,0,4,0,1,0,2,0,1,1,0,206
181,JIGANAURI,743,535,0,1278,418,339,0,757,446,0,31,373,67,261,3,1,1,1,0,2,0,2,3,1,5,1,0,0,0,1,0,3,0,1,757
182,SHIURA,319,259,0,578,106,88,0,194,192,0,39,27,3,112,1,1,0,0,0,0,1,1,3,0,1,0,2,0,0,2,1,0,0,0,194
183,KOLHAD,534,414,0,948,355,250,0,605,605,0,52,210,97,221,4,3,0,2,0,1,1,0,2,3,1,5,0,0,0,1,0,2,0,0,605
184,"KHUTAHAN MAUNAS",570,455,0,1025,296,244,0,540,125,36,36,95,85,300,0,1,1,1,0,1,2,0,2,0,2,9,0,0,1,1,0,2,0,1,540
185,"KHUTAHAN MAUNAS",542,433,0,975,250,200,0,450,450,0,21,264,36,110,1,0,1,0,2,1,0,1,3,2,0,3,0,0,0,0,1,1,2,1,450
186,NAUHA,755,550,0,1305,446,305,0,751,750,0,147,184,29,341,4,5,2,2,0,2,2,2,5,4,3,3,0,3,0,3,2,3,3,2,751
187,"NEVADIYA GHAT",672,509,0,1181,275,289,0,564,560,0,57,17,75,368,7,0,1,0,1,1,1,1,9,1,2,6,1,1,1,4,4,6,0,0,564
188,"NEVADIYA GHAT",633,465,0,1098,370,266,0,636,606,0,16,307,112,132,3,0,1,1,1,0,2,1,1,5,0,9,2,14,5,6,2,6,3,7,636
189,AKHANPURA,196,162,0,358,113,114,0,227,227,0,9,12,119,67,1,1,0,0,1,1,6,1,1,0,0,1,0,0,1,0,0,3,1,2,227
190,BIHARI,683,516,0,1199,381,265,0,646,14,0,85,158,192,163,6,2,0,4,0,0,1,0,2,3,8,6,1,1,2,2,1,3,2,4,646
191,"BAISUKIYA SATHIT SEMARABELAUHA",560,465,0,1025,357,263,0,620,620,0,119,42,79,366,3,1,1,0,0,2,0,0,1,0,2,2,0,1,0,1,0,0,0,0,620
192,"BAISUKIYA SATHIT SEMARABELAUHA",667,517,0,1184,403,311,0,714,714,0,240,100,138,194,4,1,2,0,0,3,2,2,5,4,4,6,2,0,0,3,0,2,0,2,714
193,KUSHAHAN,296,243,0,539,180,158,0,338,1,0,4,168,5,133,4,2,2,0,0,0,0,1,2,2,1,1,1,4,1,0,0,3,4,0,338
194,DUBANI,305,252,0,557,197,135,0,332,326,0,17,63,64,164,2,1,1,0,0,1,0,1,1,1,1,2,1,2,1,1,1,3,2,2,332
195,"PIPARWAN SATHIT PIPARADAD",664,476,0,1140,345,238,0,583,565,0,75,176,48,210,4,4,0,1,1,3,1,1,4,5,3,6,5,4,0,8,4,12,6,2,583
196,PIPARADAD,694,552,0,1246,373,279,0,652,152,0,49,170,29,348,5,2,5,4,1,2,3,0,5,6,1,3,2,1,0,3,2,5,2,4,652
197,PIPARADAD,493,359,0,852,312,208,0,520,511,0,13,145,48,275,6,3,0,0,2,1,0,0,0,1,0,3,1,5,0,5,1,10,0,1,520
198,VIJAYPURA,738,574,0,1312,400,373,0,773,773,0,168,160,32,345,7,1,3,2,0,1,4,8,6,10,4,6,1,1,0,5,4,4,0,1,773
199,DHAURUPUR,715,610,0,1325,494,441,0,935,922,0,114,101,33,595,12,7,3,2,1,4,7,2,8,5,5,14,1,2,1,4,2,9,0,3,935
200,KATARAN,468,375,0,843,300,212,0,512,47,0,16,33,15,413,3,2,1,0,1,0,0,2,5,2,0,6,0,0,2,3,0,7,1,0,512
201,BARJIMUKUNDPUR,496,405,0,901,370,280,0,650,646,0,40,56,34,426,9,1,1,0,2,2,2,5,5,4,3,9,5,2,1,14,5,14,2,8,650
202,BARJIMUKUNDPUR,411,327,0,738,325,202,0,527,372,0,180,29,109,185,4,1,1,0,0,1,1,1,2,0,1,2,1,0,2,3,1,2,1,0,527
203,DHOBAHI,738,582,0,1320,390,325,0,715,345,0,145,58,10,417,9,5,1,5,2,3,4,4,1,1,9,4,4,1,0,10,2,12,2,6,715
204,"ARJUNPUR PATHAK",556,509,0,1065,378,323,0,701,78,0,79,161,37,357,4,3,1,1,2,1,6,4,2,7,5,8,2,4,1,4,2,8,0,2,701
205,TENGARAHI,519,449,0,968,316,254,0,570,405,0,303,65,27,121,0,0,0,2,3,1,4,1,1,1,3,30,2,0,1,0,0,4,1,0,570
206,CHAPAGAHANA,910,731,0,1641,540,340,0,880,820,0,139,133,48,450,9,5,2,3,17,3,5,5,11,6,1,11,5,2,1,10,0,7,3,4,880
207,"DEVPURA PATKHAULI",427,362,0,789,244,219,0,463,20,0,104,94,76,148,0,0,2,5,1,0,1,4,4,1,2,9,2,3,1,2,1,0,1,2,463
208,BAURARI,425,342,0,767,280,233,0,513,460,0,25,167,17,233,2,5,2,3,12,0,4,2,5,0,6,6,3,4,1,2,1,7,1,5,513
209,HURUA,570,481,1,1052,395,259,0,654,1,0,57,231,76,230,5,1,2,1,2,1,2,7,1,1,2,7,3,6,1,4,2,9,0,3,654
210,HURUA,425,353,0,778,281,216,0,497,429,0,14,3,0,0,1,0,1,1,0,3,0,8,210,15,95,128,1,4,1,2,1,4,1,4,497
211,DEVARI,278,240,0,518,143,124,0,267,229,0,165,40,9,44,0,0,0,0,1,0,0,1,1,0,0,1,2,1,0,0,0,1,0,1,267
212,DEVARI,704,617,0,1321,448,389,0,837,196,0,317,214,49,197,4,0,1,4,4,1,3,2,2,3,7,16,1,1,0,1,0,5,3,2,837
213,"BHAWAN KA PURA SATHIT DEVARI",672,558,0,1230,406,314,0,720,707,0,45,387,60,192,1,2,0,2,2,1,2,2,1,1,1,4,3,4,2,0,0,4,3,1,720
214,AGHAWAR,840,653,0,1493,555,403,0,958,958,0,340,276,55,180,8,2,2,3,1,1,3,3,4,5,5,59,5,1,0,0,1,2,0,2,958
215,MULHAWAN,815,694,0,1509,534,420,0,954,954,0,65,360,48,433,2,6,2,1,1,0,2,4,5,3,1,4,1,2,0,2,0,8,3,1,954
216,MADANPUR,290,256,0,546,184,152,0,336,336,0,60,70,34,119,3,1,1,2,13,1,2,2,3,4,4,5,2,1,1,1,0,4,0,3,336
217,GOPALPUR,437,362,0,799,262,241,0,503,455,0,28,268,95,72,4,1,3,1,0,2,2,2,1,2,4,9,1,1,1,0,0,5,1,0,503
218,"GAURA RAJA",809,623,1,1433,459,430,0,889,877,0,58,305,183,224,3,4,1,2,25,4,2,4,4,7,7,26,6,1,5,5,1,3,3,6,889
219,SURYAWAR,476,417,0,893,303,264,0,567,567,0,61,64,121,255,6,4,2,0,1,2,1,1,2,3,1,6,1,3,2,2,4,12,4,9,567
220,KOTAWAN,580,447,0,1027,379,274,0,653,653,0,195,189,10,213,4,4,1,2,1,2,3,1,2,6,3,7,0,2,1,0,1,4,0,2,653
221,KOTAWAN,340,296,0,636,207,190,0,397,315,0,104,203,1,63,1,1,1,1,0,1,0,1,1,3,1,4,1,0,0,0,1,2,2,5,397
222,NEVADIYA,749,589,0,1338,420,325,0,745,22,0,154,193,102,197,9,3,1,2,2,3,4,5,3,9,8,17,4,4,1,3,1,9,4,7,745
223,"MOHANPUR BHAVARAKH",772,725,1,1498,535,498,0,1033,1033,0,84,403,24,465,1,1,0,4,2,2,3,0,2,9,5,7,1,4,2,2,1,4,4,3,1033
224,"PAHARI BHOJPUR",868,728,0,1596,473,398,0,871,776,0,150,218,52,368,11,7,1,3,3,5,5,7,7,8,2,9,2,1,1,2,3,5,0,1,871
225,TOSAWAN,534,475,0,1009,323,306,0,629,1,0,149,113,40,265,2,5,5,2,0,2,1,2,5,3,3,9,2,4,0,3,3,8,2,1,629
226,TOSAWAN,431,350,0,781,298,148,0,446,446,0,114,166,11,125,1,0,0,0,0,1,1,3,1,2,3,5,3,1,0,3,0,3,1,2,446
227,TIGORA,362,329,0,691,277,234,0,511,511,0,60,194,19,174,3,1,1,0,2,2,4,0,1,4,1,3,2,6,4,0,1,17,8,4,511
228,UMARIYA,362,291,0,653,244,207,0,451,450,0,204,132,9,81,1,0,3,2,10,0,3,2,0,0,0,0,0,0,2,0,0,1,0,1,451
229,"DUBEYPUR BASARI",554,502,1,1057,369,313,0,682,679,0,168,190,166,114,2,2,1,0,0,2,1,0,1,6,3,3,5,5,0,2,3,6,2,0,682
230,TIGORA,255,228,0,483,169,155,0,324,321,0,49,135,20,85,0,0,0,2,2,3,1,1,1,0,1,10,2,1,2,3,0,3,1,2,324
231,BHARPURA,817,674,0,1491,549,458,0,1007,1007,0,86,578,37,216,11,8,3,5,2,0,2,3,14,9,9,14,0,2,1,2,1,1,2,1,1007
232,BHARPURA,802,594,0,1396,442,302,0,744,730,0,345,77,66,226,8,1,1,2,0,1,2,0,0,2,1,6,2,1,0,3,0,0,0,0,744
233,CHENDULI,360,291,0,651,235,210,0,445,420,0,126,131,60,86,3,1,0,2,0,2,3,3,1,5,5,8,1,1,0,3,0,3,0,1,445
234,"DASHAWANT SINGH KA PURA",234,205,0,439,163,159,0,322,11,0,99,190,6,13,0,1,1,0,0,1,1,0,0,2,1,2,0,1,0,0,0,1,2,1,322
235,"KHARHARA RAJA",349,287,0,636,211,175,0,386,240,0,81,100,117,52,0,0,0,1,2,1,0,0,0,1,2,8,2,3,1,0,2,1,7,5,386
236,"NAKATI MISHRAULI",542,448,0,990,324,312,0,636,635,0,143,166,89,159,6,3,2,0,6,3,2,2,5,6,5,6,6,7,2,2,2,6,3,5,636
237,GAHIRA,572,468,0,1040,334,299,0,633,628,0,32,312,201,55,5,4,1,2,1,0,2,0,0,3,3,2,2,2,1,0,0,3,0,2,633
238,BIROHIYA,386,339,0,725,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
239,UKHADAND,392,340,0,732,245,226,0,471,471,0,87,41,186,92,4,4,1,0,0,2,5,1,3,5,1,12,6,2,4,1,0,4,2,8,471
240,BELAWAN,823,644,0,1467,451,331,0,782,782,0,86,357,14,251,3,4,3,3,4,1,2,2,8,6,4,11,3,3,0,3,3,5,4,2,782
241,BELAWAN,112,102,0,214,61,49,0,110,110,0,7,72,5,19,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,110
242,BELAWAN,809,593,0,1402,392,304,0,696,696,0,159,146,44,285,4,1,1,0,0,0,3,1,1,1,1,5,6,5,4,5,3,13,5,3,696
243,BELAWAN,128,117,0,245,56,47,0,103,103,0,10,63,3,18,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0,1,103
244,CHANDRIKA,235,220,0,455,134,143,0,277,168,0,81,60,8,117,2,1,0,0,0,0,1,3,0,0,1,0,0,0,0,1,1,0,1,0,277
245,PADARI,697,583,0,1280,421,380,0,801,1,0,227,64,95,366,12,4,1,2,1,1,0,1,3,4,3,8,1,0,2,5,0,1,0,0,801
246,PADARI,709,569,0,1278,424,318,0,742,628,0,93,256,31,330,5,0,1,0,1,0,2,1,4,3,3,5,0,2,0,2,1,0,1,1,742
247,TAUNGA,487,399,0,886,331,259,0,590,585,0,36,241,27,229,7,6,1,2,1,1,1,3,7,3,4,5,1,3,0,3,1,2,4,2,590
248,PUTARIHA,673,523,0,1196,418,318,0,736,729,0,90,253,43,298,5,3,0,1,2,1,1,0,3,2,8,6,3,3,3,3,0,2,3,3,736
249,KAPASAUR,366,325,0,691,220,203,0,423,303,0,51,143,14,178,2,1,0,0,0,1,1,4,2,2,3,5,2,2,0,2,0,6,1,3,423
250,"HINAUTI SHIVGARH",678,572,0,1250,367,298,0,665,659,0,60,333,26,180,4,2,5,1,2,3,5,4,12,1,7,6,0,3,0,3,1,4,1,2,665
251,GURUKHULI,239,192,0,431,149,126,0,275,263,0,10,152,2,106,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,275
252,"HINAUTI PARASANPUR",218,173,0,391,106,91,0,197,197,0,12,12,13,157,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,197
253,PATHARAHA,450,360,0,810,300,222,0,522,522,0,15,213,8,240,10,1,0,0,1,1,1,1,5,3,7,7,2,0,0,4,0,1,1,1,522
254,KATHINAI,451,371,0,822,199,189,0,388,388,0,65,5,67,212,2,1,1,3,0,2,1,1,2,2,2,0,7,1,3,5,0,4,0,2,388
255,KATHINAI,617,500,0,1117,321,299,0,620,620,0,28,268,28,222,3,5,2,0,1,1,1,3,11,1,4,14,1,3,2,3,0,10,2,7,620
256,NEVADIYA,176,144,0,320,129,94,0,223,187,0,29,49,116,18,3,1,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,1,0,0,223
257,SINDHAURA,784,625,0,1409,378,327,0,705,665,0,41,107,49,434,5,5,6,2,0,4,4,8,5,2,3,9,0,0,0,5,3,7,2,4,705
258,SARAIYA,863,663,0,1526,470,415,0,885,485,0,45,217,14,516,11,6,3,1,1,2,1,4,4,4,5,10,2,5,1,5,0,16,9,3,885
259,"PASAIYA DAGMAGPUR",659,568,0,1227,469,351,0,820,744,0,100,421,30,201,4,1,4,2,4,2,4,2,4,7,1,9,1,5,2,2,0,5,2,7,820
260,"SAGAR SEMAR",307,265,0,572,173,170,0,343,343,0,81,107,71,57,1,1,0,0,0,1,3,0,0,1,3,11,0,0,1,2,0,0,2,1,343
261,"CHANDLEVA KALA",606,480,0,1086,355,271,0,626,626,0,50,163,13,329,4,3,2,3,0,2,4,3,6,3,5,11,3,3,2,0,0,6,4,7,626
262,"JARAHAN MAHARAURI",371,310,0,681,277,205,0,482,461,0,80,109,161,97,4,1,0,0,0,0,1,2,1,1,3,7,1,5,2,2,2,1,0,2,482
263,"JARAHAN NAI BASATI",492,407,0,899,340,293,0,633,633,0,41,235,105,175,3,7,5,0,1,1,3,1,3,3,2,5,6,11,0,9,5,8,3,1,633
264,"SHISHATA KHURD",368,308,0,676,267,213,0,480,480,0,23,221,10,198,2,1,0,0,1,0,1,2,3,3,4,4,2,0,0,0,0,2,1,2,480
265,SIDDHI,623,527,0,1150,436,353,0,789,788,0,132,253,14,327,7,1,2,1,0,3,3,1,2,2,1,9,3,12,0,4,2,3,3,4,789
266,THANAPUR,274,269,0,543,203,188,0,391,390,0,22,105,54,172,2,1,0,3,3,0,2,1,2,1,1,3,0,1,1,2,0,9,5,1,391
267,"PACHOKHARA KALA",394,341,0,735,246,200,0,446,400,0,98,233,7,100,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,446
268,MAHUARI,686,565,0,1251,425,364,0,789,746,0,202,299,57,165,4,0,6,0,3,0,2,0,2,5,4,6,8,8,1,1,0,7,3,6,789
269,PAHITI,384,313,0,697,288,202,0,490,100,0,161,139,36,118,7,0,0,5,0,1,1,0,0,3,1,5,3,2,0,2,1,1,3,1,490
270,"RAIKASHA KALA",320,287,0,607,197,176,0,373,372,0,16,157,7,147,5,4,1,1,2,0,2,1,4,3,1,3,0,3,2,2,2,7,2,1,373
271,DARIRAM,826,673,0,1499,494,411,0,905,505,0,58,217,134,359,7,10,6,3,1,3,5,8,16,8,4,20,3,3,6,7,5,13,6,3,905
272,DARIRAM,689,603,0,1292,372,310,0,682,679,0,21,283,33,243,11,6,3,1,3,2,3,2,7,6,7,10,2,11,2,8,2,4,4,8,682
273,SUKHANAI,378,354,0,732,257,242,0,499,499,0,38,261,22,134,4,5,1,1,2,1,7,0,7,3,2,6,0,1,1,1,0,1,1,0,499
274,LAURIYA,307,272,0,579,206,180,0,386,385,0,11,143,61,149,2,0,1,0,1,0,1,1,4,0,1,2,1,0,2,2,0,1,2,1,386
275,"UMARIYA AYODHYAY PRASAD",622,496,0,1118,361,322,0,683,1,0,86,285,18,201,1,3,4,3,3,4,5,3,4,9,11,17,3,6,2,2,3,5,2,3,683
276,"BARAKACHHA KALA",851,682,0,1533,527,412,0,939,937,0,75,235,189,360,4,2,3,0,9,1,4,1,11,8,2,18,1,5,2,2,0,4,1,2,939
277,"BARAKACHHA KALA",802,684,0,1486,472,395,0,867,1,0,130,228,64,338,6,5,5,1,3,2,3,2,5,4,5,19,6,6,4,8,3,8,2,10,867
278,"BARAKACHHA KHURD",536,435,0,971,405,195,0,600,567,0,22,75,119,296,10,4,3,2,2,2,6,7,16,8,4,12,0,0,2,5,0,1,1,3,600
279,DEVKHARA,246,220,0,466,152,177,0,329,62,0,4,110,7,184,1,0,2,1,0,0,2,0,2,0,0,2,1,2,1,2,2,5,0,1,329
280,CHHITPUR,634,544,0,1178,443,333,0,776,25,0,35,195,55,417,9,1,3,0,1,0,3,1,8,3,4,5,0,6,5,4,3,11,2,5,776
281,DANTI,909,751,0,1660,516,412,0,928,923,0,245,241,40,267,7,2,1,0,2,5,8,5,7,5,6,24,12,13,4,14,8,4,1,7,928
282,DANTI,347,259,0,606,226,148,0,374,374,0,23,120,89,131,0,1,2,0,1,0,1,0,0,1,1,2,0,0,2,0,0,0,0,0,374
283,"DUBARA PAHARI",532,409,0,941,252,209,0,461,459,0,20,178,8,210,2,0,0,2,1,0,0,0,0,2,4,10,0,6,0,7,3,5,1,2,461
284,"DUBARA PAHARI",809,642,0,1451,482,332,0,814,806,0,36,267,51,394,10,3,3,0,8,1,3,0,3,1,8,8,1,2,3,4,0,4,2,2,814
285,HARAI,426,364,0,790,260,215,0,475,475,0,27,136,16,240,3,3,2,1,13,1,1,1,5,2,1,3,1,3,2,4,2,6,2,0,475
286,"ARAGAJA PANDEYPUR",701,641,0,1342,440,388,0,828,12,0,31,365,47,337,5,3,2,0,4,4,0,0,3,1,1,3,6,3,2,3,1,3,1,3,828
287,"MAGARADA KALA",617,498,0,1115,373,284,0,657,650,0,62,149,67,289,5,9,4,4,21,4,3,1,8,4,1,2,5,1,1,3,2,7,4,1,657
288,"MAHUARI KALA",794,598,0,1392,430,314,0,744,1,0,9,256,131,276,2,7,0,2,2,1,3,1,3,4,11,16,1,2,1,2,2,9,1,2,744
289,"MAHUARI KALA",483,361,0,844,247,186,0,433,220,0,7,180,34,158,7,6,2,3,1,0,0,2,3,4,3,10,0,0,0,5,0,2,3,3,433
290,"MAHUARI KALA",429,348,0,777,255,176,0,431,430,0,24,205,59,129,0,3,1,0,0,0,2,0,2,2,0,3,0,0,0,0,0,1,0,0,431
291,AMARAWATI,739,616,0,1355,365,279,0,644,639,0,145,112,130,195,8,9,3,1,1,1,8,1,3,3,2,10,1,1,1,3,0,2,1,3,644
292,"PADARA HANUMAN",580,489,0,1069,355,264,0,619,619,0,39,263,39,200,1,1,14,4,9,3,3,3,7,2,5,9,2,1,1,2,1,8,0,2,619
293,"PADARA HANUMAN",500,359,0,859,221,150,0,371,371,0,5,177,50,105,1,4,3,0,0,0,2,0,1,2,0,3,0,7,2,2,2,1,0,4,371
294,"PADARA MAUNAS",494,463,0,957,325,295,0,620,612,0,10,378,70,118,4,1,2,0,3,1,2,4,3,2,2,1,0,4,3,1,0,5,1,5,620
295,BIRAMAUA,729,568,0,1297,439,322,0,761,1,0,40,61,66,526,6,4,5,5,0,0,2,4,7,1,0,6,0,0,2,11,3,3,2,7,761
296,NUAANAW,809,657,0,1466,534,358,0,892,1,0,219,246,28,333,9,1,3,1,3,4,3,3,1,3,5,8,3,7,1,1,0,1,5,4,892
297,BEDAULI,536,468,0,1004,292,286,0,578,87,0,62,185,37,222,6,4,2,0,1,2,5,4,5,3,7,4,0,5,0,4,0,10,3,7,578
298,BEDAULI,492,382,0,874,293,216,0,509,504,0,62,278,45,94,3,1,2,1,3,1,1,0,2,3,5,6,0,1,0,0,0,0,1,0,509
299,DULLAHPUR,470,381,0,851,321,263,0,584,35,0,22,144,128,239,4,1,0,1,1,2,3,2,3,5,5,0,1,3,2,1,0,9,2,6,584
300,"CHERUI RAM",614,466,0,1080,361,290,0,651,645,0,40,246,41,266,3,6,1,1,3,1,5,2,3,5,5,12,0,0,2,1,2,3,2,1,651
301,"CHERUI RAM",543,482,0,1025,324,265,0,589,589,0,31,376,34,106,7,3,3,1,1,5,5,0,2,3,2,4,0,1,1,0,0,3,1,0,589
302,"DEVAPUR PACHAWAL",733,549,0,1282,439,277,0,716,716,0,54,253,64,286,5,3,1,2,2,2,3,1,2,2,2,12,0,4,2,1,1,8,5,1,716
303,RAJPUR,586,473,0,1059,387,289,0,676,262,0,45,281,57,246,1,4,2,1,7,2,4,2,1,3,3,8,0,0,0,1,1,4,2,1,676
304,RAJPUR,371,280,0,651,200,136,0,336,336,0,47,59,91,107,2,5,1,0,5,0,1,0,1,1,1,6,1,1,0,0,1,2,2,2,336
305,JAYAPUR,318,302,0,620,221,200,0,421,421,0,14,63,123,185,2,3,1,3,0,0,0,0,3,8,3,9,0,1,0,0,0,1,1,1,421
306,"LAHAULI GAUTAM",312,281,0,593,200,180,0,380,380,0,17,61,45,226,3,2,1,0,2,2,1,1,3,0,0,5,0,2,0,0,0,5,2,2,380
307,"BHEWAR KARAMANPUR",827,684,0,1511,585,429,0,1014,97,0,23,131,38,759,3,2,0,3,1,1,2,4,13,3,2,10,0,2,0,3,2,9,2,1,1014
308,"CHINDLIKH GAHARWAR",520,431,0,951,262,203,0,465,465,0,68,107,18,230,6,3,1,1,15,0,1,0,2,2,0,3,1,3,0,1,0,2,0,1,465
309,"SHAHPUR CHAUSA",293,277,0,570,253,218,0,471,471,0,9,213,5,238,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,471
310,"SHAHPUR CHAUSA",891,696,0,1587,588,379,0,967,967,0,108,224,35,504,8,4,2,5,1,0,1,4,15,5,3,13,1,3,0,8,4,9,5,5,967
311,BHISKUARI,714,527,1,1242,447,286,0,733,633,0,130,242,63,228,7,3,1,5,3,2,1,1,5,4,7,11,2,2,0,1,1,4,5,5,733
312,INDARPUR,518,441,0,959,314,268,0,582,582,0,119,333,6,97,3,2,1,2,1,1,1,0,2,0,3,2,0,1,2,3,1,1,0,1,582
313,PAHARI,887,652,0,1539,536,377,0,913,55,0,95,126,62,509,8,10,4,5,2,0,4,8,14,8,11,11,3,1,0,5,8,12,1,6,913
314,PAHARI,727,532,0,1259,346,249,0,595,595,0,268,32,9,232,3,5,3,2,0,4,3,1,5,1,3,10,4,0,1,3,0,4,2,0,595
315,JASOVAR,686,568,0,1254,445,322,0,767,761,0,410,232,24,66,1,0,0,2,0,0,0,1,2,3,2,10,2,3,1,2,0,2,1,3,767
316,JASOVAR,376,320,0,696,256,201,0,457,454,0,335,47,31,30,0,2,0,1,2,0,1,2,0,0,0,1,4,1,0,0,0,0,0,0,457
317,DEVKHARA,521,401,0,922,348,234,0,582,582,0,33,82,7,437,3,0,1,0,2,0,0,1,8,1,0,1,0,0,1,1,1,2,0,1,582
318,DEVKHARA,423,297,0,720,246,175,0,421,365,0,11,88,17,284,2,1,0,2,0,0,0,1,2,1,0,0,1,0,1,1,1,6,0,2,421
319,"SIRASI GAHARWAR",774,628,0,1402,545,436,0,981,981,0,24,356,52,459,3,6,3,2,6,1,4,4,4,5,6,12,2,5,2,7,3,9,4,2,981
320,AMOI,693,549,0,1242,495,318,0,813,210,0,64,229,13,450,1,0,15,4,1,4,0,3,2,2,5,6,2,2,0,2,0,6,1,1,813
321,AMOI,158,149,0,307,111,105,0,216,216,0,9,156,0,30,0,0,0,2,0,0,1,1,1,2,3,4,0,0,0,0,0,1,3,3,216
322,TERAWA,450,338,0,788,332,213,0,545,506,0,9,387,10,117,0,4,0,0,0,1,1,2,2,1,3,0,1,1,0,1,1,0,2,2,545
323,VEERPUR,790,646,0,1436,517,422,0,939,937,0,45,390,113,243,7,2,1,2,2,8,2,23,5,7,9,11,8,16,6,6,5,14,4,10,939
324,ETAWA,425,348,0,773,362,285,0,647,647,0,83,424,33,64,4,1,1,1,0,0,0,1,0,2,4,6,2,11,2,2,0,1,3,2,647
