"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANJU URF MUSKAN","2 - KAMLESH","3 - PRADEEP KUMAR JATAV","4 - BHOLA SINGH","5 - PYARE LAL","6 - RAGHURAJ PRATAP SINGH","7 - DR. RAHUL DIPANKAR","8 - VIJAI PAL","9 - SURESH","10 - HARVIR","11 - None of the Above","Total Votes Secured"
172,"NEHRU MEMORILA JUNIOR  HIGH JAHANGIRABAD   ROOM NO.4",702,648,1,1351,453,436,0,889,889,0,13,68,4,751,3,5,2,11,3,6,23,889
173,"JUNIOR  KANYA PATHSHALA ZILA  PARISHAD  JAHANGIRABAD ROOM NO.1",541,458,1,1000,325,277,0,602,602,0,59,275,3,246,0,1,10,3,0,1,4,602
174,"PRATHMIK VIDHAYALA AAHANGRAN  JAHANGIRABAD  ROOM NO.1",447,420,0,867,309,275,0,584,584,0,29,213,11,316,1,0,2,3,1,2,6,584
175,"PRATHMIK VIDHAYALA AAHANGRAN  JAHANGIRABAD  ROOM NO.2",520,483,0,1003,364,387,0,751,751,0,22,54,31,601,2,2,6,6,2,17,8,751
176,"JUNIOR  KANYA PATHSHALA ZILA  PARISHAD  JAHANGIRABAD ROOM NO.2",443,365,0,808,303,246,0,549,549,0,7,18,254,257,5,1,0,2,2,1,2,549
177,"JAHANGIRABAD SUBHASH MEMORIAL  JUNIOR HIGH  SCHOOL ROOM NO-1",620,558,1,1179,398,368,0,766,766,0,6,2,678,65,1,1,2,1,3,2,5,766
178,"JAHANGIRABAD SUBHASH MEMORIAL  JUNIOR HIGH  SCHOOL ROOM NO-2",688,604,1,1293,421,384,0,805,805,0,30,85,321,347,2,1,2,4,3,6,4,805
179,"JAHANGIRABAD MIDIAL PRIMARY SCHOOL ROOM NO.1",778,716,0,1494,467,442,0,909,909,0,39,55,13,763,5,2,5,8,0,9,10,909
180,"JAHANGIRABAD MIDIAL PRIMARY SCHOOL ROOM NO.2",628,572,0,1200,291,290,0,581,581,0,45,12,13,493,2,0,11,0,0,3,2,581
181,"JAHANGIRABAD MIDIAL PRIMARY SCHOOL ROOM NO.3",468,456,0,924,203,207,0,410,410,0,22,15,0,362,2,1,6,0,0,1,1,410
182,"JAHANGIRABAD MIDIAL PRIMARY SCHOOL ROOM NO.4",692,619,1,1312,452,363,0,815,815,0,14,6,3,754,7,1,6,9,1,5,9,815
183,"JAHANGIRABAD MIDIAL PRIMARY SCHOOL ROOM NO.5",650,555,0,1205,455,362,0,817,817,0,11,5,10,760,8,2,7,6,1,6,1,817
184,"JAHANGIRABAD JUNIOR HIGH SCHOOL ROOM NO.1",826,692,0,1518,517,431,0,948,948,0,34,25,39,809,6,5,4,8,1,4,13,948
185,"JAHANGIRABAD JUNIOR HIGH SCHOOL ROOM NO.2",269,261,2,532,169,173,1,343,343,0,20,220,4,92,1,0,0,3,1,1,1,343
186,"JAHANGIRABAD DR. ANOOPLAL  BANSAL  KANYA INTER COLLEGE ROOM NO .1   PURVI BHAG",717,613,0,1330,452,360,0,812,812,0,35,109,9,639,3,2,5,4,1,4,1,812
187,"JAHANGIRABAD DR. ANOOPLALBANSAL  KANYA INTER COLLEGE ROOM NO .2   PURVI BHAG",526,439,0,965,318,268,0,586,586,0,44,150,11,356,1,1,12,1,1,3,6,586
188,"JAHANGIRABAD DR. ANOOPLAL BANSAL  KANYA INTER COLLEGE ROOM NO .3   PURVI BHAG",326,281,0,607,211,188,0,399,399,0,34,94,9,251,1,0,3,3,0,2,2,399
189,"JAHANGIRABAD DR. ANOOPLAL BANSAL KANYA INTER COLLEGE ROOM NO .4   PURVI BHAG",481,432,0,913,316,275,0,591,591,0,9,21,25,509,4,1,3,8,2,4,5,591
190,"JAHANGIRABAD DR. ANOOPLAL BANSAL  KANYA INTER COLLEGE ROOM NO .5  PURVI BHAG",605,546,2,1153,356,324,0,680,680,0,37,155,28,427,4,0,5,6,3,7,8,680
191,"JAHANGIRABAD DR. ANOOPLAL BANSAL  KANYA INTER COLLEGE ROOM NO .6   PASHCHIMI  BHAG",378,320,3,701,252,194,1,447,447,0,8,6,4,422,1,0,1,1,1,1,2,447
192,"JAHANGIRABAD DR. ANOOPLAL BANSAL  KANYA INTER COLLEGE ROOM NO .7 PASHCHIMI  BHAG",425,369,0,794,238,177,0,415,415,0,57,232,9,112,0,0,0,4,0,0,1,415
193,"JAHANGIRABAD DR. ANOOPLAL BANSAL  KANYA INTER COLLEGE ROOM NO .8   PASHCHIMI  BHAG",377,354,1,732,240,221,0,461,461,0,18,43,5,383,2,0,3,2,3,0,2,461
194,"JAHANGIRABAD SHISHU BHARTI SCHOOL ROOM NO.1",463,417,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"JAHANGIRABAD SHISHU BHARTI SCHOOL ROOM NO.2",426,456,0,882,227,215,0,442,442,0,111,242,10,66,0,2,5,3,0,0,3,442
196,"JAHANGIRABAD NAGAR PALIKA KARYALAY",800,682,0,1482,490,461,0,951,951,0,56,131,6,750,0,0,4,1,0,1,2,951
197,"JAHANGIRABAD SHISHU BHARTI SCHOOL ROOM NO.3",595,506,0,1101,354,325,0,679,679,0,30,25,11,582,4,4,3,6,0,9,5,679
198,"JAHANGIRABAD LAXMIBAI KANYA PATHSHALA  ROOM NO.1",479,477,1,957,318,294,0,612,612,0,139,375,8,82,0,0,2,1,1,3,1,612
199,"JAHANGIRABAD LAXMIBAI KANYA PATHSHALA  ROOM NO.2",346,336,0,682,224,203,0,427,427,0,137,194,5,89,0,0,1,1,0,0,0,427
200,"CHACHRAI PRIMARY SCHOOL",626,613,0,1239,430,383,0,813,813,0,35,256,60,437,8,2,2,4,3,6,0,813
201,"PERMNAGAR PRIMARY SCHOOL",190,175,0,365,132,112,0,244,244,0,3,7,72,150,3,3,1,0,2,2,1,244
202,"BHAIYAPUR  PRIMARY SCHOOL",350,312,1,663,245,232,0,477,477,0,47,47,155,206,0,1,6,3,5,4,3,477
203,"JAMROW PRIMARY SCHOOL",453,356,0,809,305,268,0,573,573,0,11,9,131,397,2,2,8,3,2,4,4,573
204,"TITOUTA URF VEERGANV HIGH SCHOOL ROOM NO.1",532,472,0,1004,391,330,0,721,721,0,45,15,364,278,4,3,2,2,1,2,5,721
205,"TITOUTA URF VEERGANV HIGH SCHOOL ROOM NO.2",481,417,0,898,360,298,0,658,658,0,0,8,122,508,4,1,10,0,0,3,2,658
206,"TITOUTA URF VEERGANV HIGH SCHOOL ROOM NO.3",338,318,0,656,244,220,0,464,464,0,0,12,10,434,2,0,2,1,0,1,2,464
207,"BHOPUR PRIMARY SCHOOL",446,386,2,834,284,261,0,545,545,0,165,51,154,142,3,2,17,4,2,1,4,545
208,"BIDHIPUR JUNIOR HIGH SCHOL",284,259,0,543,273,237,0,510,510,0,0,0,7,497,3,0,1,1,0,0,1,510
209,"JASAR PRIMARY SCHOOL ROOM NO.1",775,668,1,1444,623,420,0,1043,1043,0,14,18,21,957,13,2,3,3,2,6,4,1043
210,"JASAR PRIMARY SCHOOL ROOM NO.2",693,560,0,1253,498,361,0,859,859,0,15,9,73,729,5,1,4,4,1,11,7,859
211,"JAIRAMPUR URF KUDAINA PRIMARY SCHOOL",762,686,0,1448,635,524,0,1159,1159,0,3,27,220,891,3,2,2,1,5,1,4,1159
212,"MADHOGHARH PRIMARY SCHOOL",436,317,0,753,292,196,0,488,488,0,122,70,47,215,2,0,22,3,0,5,2,488
213,"SAHIBABAD URF KAKRAI JUNIOR HIGH SCHOOL ROOM NO .1",686,574,0,1260,318,278,0,596,596,0,143,23,104,307,2,0,4,3,0,7,3,596
214,"SAHIBABAD URF KAKRAI JUNIOR HIGH SCHOOL ROOM NO .2",542,497,0,1039,305,269,0,574,574,0,65,10,100,385,1,3,1,1,1,5,2,574
215,"MOBARIKPUR PRIMARY SCHOOL",283,253,0,536,221,178,0,399,399,0,6,11,14,353,2,0,10,2,0,0,1,399
216,"POTHA  PRIMARY SCHOOL",541,453,1,995,292,259,0,551,551,0,85,63,202,184,6,2,4,3,0,2,0,551
217,"KARIJI PRIMARY SCHOOL",611,525,0,1136,410,357,0,767,767,0,5,15,4,713,5,2,4,3,1,9,6,767
218,"KHADANA UCHCHATTAR  MADHAYMIK VIDHALAY ROOM NO.1",485,417,0,902,244,195,0,439,439,0,29,132,71,197,0,1,1,3,3,1,1,439
219,"KHADANA UCHCHATTAR  MADHAYMIK VIDHALAY ROOM NO.2",404,333,0,737,204,163,0,367,367,0,20,25,10,302,1,2,0,0,1,5,1,367
220,"KHADANA UCHCHATTAR  MADHAYMIK VIDHALAY ROOM NO.3",391,326,1,718,223,180,0,403,403,0,5,35,4,355,0,0,1,0,0,2,1,403
221,"KHADANA PRIMARY SCHOOL",393,344,0,737,188,167,0,355,355,0,16,48,100,187,0,0,0,0,1,1,2,355
222,"GODHNA PRIMARY SCHOOL",303,250,0,553,176,142,0,318,318,0,9,2,25,278,0,0,1,0,0,2,1,318
223,"RUTHA PRIMARY SCHOOL",716,601,0,1317,405,335,0,740,740,0,6,21,298,399,5,0,4,2,1,0,4,740
224,"JALEELPUR PRIMARY SCHOOL ROOM NO.1",789,639,1,1429,414,278,0,692,692,0,14,263,230,155,1,3,7,1,5,7,6,692
225,"JALEELPUR PRIMARY SCHOOL ROOM NO.2",603,464,1,1068,348,256,0,604,604,0,23,486,84,1,0,0,1,1,1,4,3,604
226,"JALEELPUR PRIMARY SCHOOL ROOM NO.3",476,400,0,876,238,179,0,417,417,0,20,363,25,2,0,1,1,1,2,1,1,417
227,"SANKHANI HEDRI  INTER COLLEGE ROOM NO.1",469,445,0,914,155,177,0,332,332,0,29,294,8,0,0,0,0,0,0,1,0,332
228,"SANKHANI HEDRI  INTER COLLEGE ROOM NO.2",493,424,0,917,148,136,0,284,284,0,12,232,15,15,0,0,6,0,1,0,3,284
229,"SANKHANI HEDRI  INTER COLLEGE ROOM NO.3",714,743,1,1458,235,290,0,525,525,0,30,437,14,41,0,2,0,0,1,0,0,525
230,"SANKHANI PARATHMIK VIDHALAY ABBASNAGAR ROOM NO.1",439,386,0,825,270,225,0,495,495,0,41,358,28,60,0,0,1,0,0,4,3,495
231,"SANKHANI PARATHMIK VIDHALAY ABBASNAGAR ROOM NO.2",410,399,1,810,171,157,1,329,329,0,37,233,47,1,0,0,9,0,0,1,1,329
232,"SANKHANI KANYA PURV MADHAYMIK VIDHALAY",670,637,0,1307,290,258,0,548,548,0,49,352,129,5,0,1,3,1,3,1,4,548
233,"DUNGRA JAT PRIMARY SCHOOL ROOM  NO.1",548,449,0,997,387,261,0,648,648,0,37,36,89,479,2,0,0,2,0,1,2,648
234,"DUNGRA JAT PRIMARY SCHOOL ROOM  NO.2",475,373,0,848,272,210,0,482,482,0,38,14,78,343,2,0,0,2,1,2,2,482
235,"DUNGRA JAT PRIMARY SCHOOL ROOM  NO.3",834,659,0,1493,440,305,0,745,745,0,88,35,116,475,4,1,4,6,2,4,10,745
236,"GANGA PAHADA PRIMARY SCHOOL",709,586,0,1295,367,379,0,746,746,0,7,99,302,319,5,0,3,3,1,4,3,746
237,"LACHOI PRIMARY SCHOOL",621,548,0,1169,347,287,0,634,634,0,118,54,73,362,2,1,14,3,1,3,3,634
238,"CHARORA PRIMARY SCHOOL ROOM NO.1",758,691,0,1449,374,313,0,687,687,0,131,35,144,348,2,0,15,3,3,5,1,687
239,"CHARORA PRIMARY SCHOOL ROOM NO.2",761,649,0,1410,365,303,0,668,668,0,162,42,78,351,1,1,15,3,3,3,9,668
240,"JATPURA INTER COLLEGE ROOM NO.1",683,614,0,1297,390,309,0,699,699,0,84,122,116,360,4,0,7,4,1,1,0,699
241,"JATPURA INTER COLLEGE ROOM NO.2",567,507,0,1074,276,204,0,480,480,0,46,96,45,280,1,1,6,1,1,2,1,480
242,"DARORA INTER COLLEGE ROOM NO.1",455,437,0,892,240,220,0,460,460,0,134,104,21,183,1,0,9,0,0,2,6,460
243,"DARORA INTER COLLEGE ROOM NO.2",505,401,0,906,350,298,0,648,648,0,3,5,620,11,1,0,2,2,2,1,1,648
244,"NURPUR URF KARANPUR PRIMARY SCHOOL",370,333,0,703,213,214,0,427,427,0,26,11,261,125,0,0,0,1,1,2,0,427
245,"BICHOLA PRIMARY SCHOOL",549,505,0,1054,251,178,0,429,429,0,23,12,95,287,1,0,8,0,0,1,2,429
246,"KHALAUR PRIMARY SCHOOL ROOM NO.1",557,476,0,1033,294,241,0,535,535,0,24,54,8,427,5,1,2,3,0,6,5,535
247,"KHALAUR PRIMARY SCHOOL ROOM NO. 1",346,292,0,638,134,112,0,246,246,0,63,15,5,150,0,0,10,1,0,1,1,246
248,"KHALAUR PRIMARY SCHOOL ROOM NO. 3",357,305,1,663,170,139,0,309,309,0,8,21,50,222,1,0,1,0,0,2,4,309
249,"KHALAUR KANYA PATHSHALA  ROOM NO.1",386,325,0,711,188,141,0,329,329,0,63,16,13,223,0,1,6,1,1,4,1,329
250,"KHALAUR KANYA PATHSHALA  ROOM NO.2",371,320,0,691,159,131,0,290,290,0,18,10,7,245,0,0,7,2,1,0,0,290
251,"KHALAUR KANYA PATHSHALA  ROOM NO.3",191,153,0,344,104,69,0,173,173,0,48,3,17,95,2,0,7,0,0,0,1,173
252,"KHALAUR KANYA HIGH SCHOOL ROOM NO.1",451,395,0,846,176,124,0,300,300,0,15,26,6,246,1,0,0,1,0,2,3,300
253,"KHALAUR KANYA HIGH SCHOOL ROOM NO.2",383,333,0,716,168,157,0,325,325,0,7,50,161,99,1,1,0,0,3,0,3,325
254,"AAHMAD URF TOLI PRIMARY SCHOOL ROOM NO.1",627,509,0,1136,311,244,0,555,555,0,27,39,375,97,0,1,5,3,1,4,3,555
255,"AAHMAD URF TOLI PRIMARY SCHOOL ROOM NO.2",498,418,0,916,199,129,0,328,328,0,17,28,11,264,0,0,1,2,0,1,4,328
256,"SALAGWAN PRIMARY SCHOOL",628,529,0,1157,366,319,0,685,685,0,17,12,330,312,2,3,2,2,2,2,1,685
257,"DEVKARAN URF PRIMARY SCHOOL ROOM NO .1",373,321,0,694,187,182,0,369,369,0,26,7,219,111,1,0,1,1,0,1,2,369
258,"DEVKARAN URF PRIMARY SCHOOL ROOM NO .1",424,354,0,778,241,180,0,421,421,0,2,1,335,74,0,0,2,0,2,1,4,421
259,"BIROLI JUNIOR HIGH SCHOOL ROOM NO.1",476,404,0,880,239,175,0,414,414,0,45,14,52,294,2,0,1,3,1,0,2,414
260,"BIROLI JUNIOR HIGH SCHOOL ROOM NO.2",433,348,0,781,203,182,0,385,385,0,4,5,300,65,1,0,3,2,2,1,2,385
261,"BIROLI PRIMARY SCHOOL",591,522,0,1113,290,233,0,523,523,0,59,6,5,434,3,0,7,4,1,1,3,523
262,"SHOERAMPUR PRIMARY SCHOOL",422,382,0,804,271,263,0,534,534,0,109,37,227,137,0,3,4,1,5,5,6,534
263,"JINAI PRIMARY SCHOOL",439,368,0,807,275,197,0,472,472,0,101,14,154,199,2,0,0,1,0,1,0,472
264,"RORA PRIMARY SCHOOL ROOM NO.1",489,452,0,941,226,250,0,476,476,0,14,3,89,349,3,0,1,1,5,6,5,476
265,"RORA PRIMARY SCHOOL ROOM NO.2",642,546,0,1188,332,275,0,607,607,0,5,7,292,278,7,0,3,1,3,6,5,607
266,"MALAKPUR PRIMARY SCHOOL ROOM NO.1",696,640,0,1336,398,370,0,768,768,0,7,17,7,711,7,3,3,4,0,5,4,768
267,"MALAKPUR PRIMARY SCHOOL ROOM NO .2",442,348,0,790,189,116,0,305,305,0,29,154,42,65,3,0,1,2,1,4,4,305
268,"MALAKPUR PRIMARY SCHOOL ROOM NO.3",433,379,0,812,153,119,0,272,272,0,21,178,28,38,3,0,1,1,0,0,2,272
269,"JARAJPUR MAJRA MALAKPUR PRIMARY SCHOOL",191,164,0,355,106,94,0,200,200,0,1,4,44,149,0,1,0,0,0,0,1,200
270,"MALAKPUR  PURAV MADHMIK VIDHALAYA   ROOM  NO . 1",605,491,2,1098,194,166,0,360,360,0,66,158,100,16,0,0,6,0,1,2,11,360
271,"MALAKPUR  PURAV MADHMIK VIDHALAYA   ROOM  NO . 2",392,335,1,728,163,134,0,297,297,0,6,5,107,172,1,1,2,1,1,0,1,297
272,"RAJPUR PRIMARY SCHOOL",573,474,0,1047,319,259,0,578,578,0,32,7,120,407,2,3,1,0,3,1,2,578
273,"BEGAMPUR URF JAIRAMPUR PRIMARY  SCHOOL",582,509,1,1092,272,279,0,551,551,0,3,1,337,190,3,0,2,2,4,3,6,551
274,"SHAHJAHANPUR PRIMARY SCHOOL",481,427,0,908,252,237,0,489,489,0,19,20,103,319,4,1,8,3,2,7,3,489
275,"SUNANA PRIMARY SCHOOL",777,659,1,1437,362,336,0,698,698,0,42,11,451,171,2,1,4,8,1,1,6,698
276,"SUNAI PRIMARY SCHOOL",791,714,0,1505,328,354,0,682,682,0,74,206,147,226,4,2,13,2,1,2,5,682
277,"HISAVATI PRIMARY SCHOOL",554,494,0,1048,208,198,0,406,406,0,54,22,167,152,1,1,3,1,0,1,4,406
278,"DUNGARA JOGI PRIMARY SCHOOL ROOM NO.1",466,436,0,902,258,260,0,518,518,0,4,5,392,114,0,0,1,0,0,2,0,518
279,"DUNGARA JOGI PRIMARY SCHOOL ROOM NO.2",378,319,0,697,185,166,0,351,351,0,9,1,80,242,11,0,3,2,0,2,1,351
280,"PARLI PRIMARY SCHOOL",687,586,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"AMARPUR PRIMARY SCHOOL",333,293,0,626,164,131,0,295,295,0,56,12,8,193,0,0,22,1,0,3,0,295
282,"KHANODA KANYA PATHSHALA ROOM NO.1",612,547,1,1160,391,327,0,718,718,0,41,11,219,430,2,0,3,1,5,5,1,718
283,"KHANODA KANYA PATHSHALA ROOM NO.2",617,524,0,1141,356,320,0,676,676,0,89,22,157,386,4,0,0,4,2,3,9,676
284,"NAGLA NALU PRIMARY SCHOOL",495,488,0,983,319,293,0,612,612,0,2,10,111,476,3,0,4,3,2,0,1,612
285,"POTABADSHAHPUR PRIMARY SCHOOL",679,597,0,1276,410,362,0,772,772,0,14,6,11,704,5,2,4,4,3,9,10,772
286,"BADHPURA PRIMARY SCHOOL",769,658,0,1427,358,282,0,640,640,0,95,17,143,357,10,0,7,4,2,4,1,640
287,"BANVARIPUR PRIMARY SCHOOL",421,352,0,773,306,197,0,503,503,0,14,15,138,321,1,0,3,4,4,1,2,503
288,"SIHALINAGAR  PRIMARY SCHOOL",391,352,0,743,205,211,0,416,416,0,15,33,183,181,0,0,1,1,0,1,1,416
289,"DARAVAR JUNIOR HIGH SCHOOL ROOM NO.1",476,405,0,881,278,249,0,527,527,0,45,11,8,438,2,1,5,3,1,8,5,527
290,"DARAVAR JUNIOR HIGH SCHOOL ROOM NO.2",555,497,0,1052,361,331,0,692,692,0,30,16,123,506,2,1,2,5,1,2,4,692
291,"RAJAPUR PRIMARY SCHOOL",538,487,0,1025,388,334,0,722,722,0,3,3,5,688,3,0,2,4,4,4,6,722
292,"AHAR BANGAR PRIMARY SCHOOL ROOM NO.1",702,621,0,1323,411,420,0,831,831,0,38,319,5,441,6,2,5,5,3,4,3,831
293,"AHAR BANGAR PRIMARY SCHOOL ROOM NO.2",631,524,0,1155,392,323,0,715,715,0,55,436,187,17,1,2,2,2,3,5,5,715
294,"AHAR BANGAR JUNIOR HIGH SCHOOL",669,588,1,1258,386,338,0,724,724,0,74,581,21,22,1,2,2,5,2,5,9,724
295,"AHAR BANGAR PANCHAYAT GHAR",663,572,0,1235,307,291,0,598,598,0,11,227,25,301,3,1,3,5,2,10,10,598
296,"MOBARIKPUR BANGAR PRIMARY SCHOOL",384,323,0,707,260,186,0,446,446,0,40,1,25,363,3,0,5,2,0,3,4,446
297,"MOHARSA PRIMARY SCHOOL ROOM NO.1",610,515,0,1125,323,289,0,612,612,0,28,30,172,359,6,4,2,1,0,7,3,612
298,"MOHARSA PRIMARY SCHOOL ROOM NO.2",548,423,1,972,337,267,0,604,604,0,14,18,5,557,4,0,1,1,1,0,3,604
299,"MOHARSA PRIMARY SCHOOL ROOM NO.3",410,389,1,800,204,194,0,398,398,0,3,10,10,362,1,1,4,1,0,3,3,398
300,"BAMANPUR PRIMARY SCHOOL ROOM NO .1",432,372,0,804,272,242,0,514,514,0,17,40,148,281,0,1,10,3,2,7,5,514
301,"BAMANPUR PRIMARY SCHOOL ROOM NO .2",417,359,0,776,254,217,0,471,471,0,15,34,31,372,6,0,3,1,2,6,1,471
302,"KHALAKPUR PRIMA PRIMARY SCHOOL",497,387,0,884,349,277,0,626,626,0,2,39,69,501,0,2,3,4,0,5,1,626
303,"MOHAMADPUR BANGAR PRIMARY SCHOOL",463,377,0,840,448,318,0,766,766,0,0,13,5,742,3,0,0,1,0,2,0,766
304,"HASANPUR BANGAR PRIMARY SCHOOL",653,512,0,1165,525,411,0,936,936,0,16,4,65,807,4,0,5,7,6,10,12,936
305,"SIRORA BANGAR PRIMARY SCHOOL ROOM NO.1",560,494,0,1054,311,273,0,584,304,0,14,118,146,275,4,0,3,3,4,10,7,584
306,"SIRORA BANGAR PRIMARY SCHOOL ROOM NO.2",403,343,0,746,215,198,0,413,413,0,3,131,4,251,3,0,4,1,3,8,5,413
307,"SIRORA BANGAR PRIMARY SCHOOL ROOM NO.3",718,593,0,1311,449,346,0,795,795,0,3,153,6,586,7,0,2,5,4,14,15,795
308,"PACHDEVRA PRIMARY SCHOOL",654,556,0,1210,326,302,0,628,628,0,24,32,286,250,4,0,20,3,3,4,2,628
309,"SHIKOI SARVODAY  INTER COLLEGE ROOM NO.1",461,388,0,849,237,218,0,455,455,0,16,36,5,371,2,2,12,4,1,4,2,455
310,"SHIKOI SARVODAY  INTER COLLEGE ROOM NO.2",435,356,0,791,174,144,0,318,318,0,14,11,11,238,4,1,16,4,6,5,8,318
311,"SHIKOI SARVODAY   INTER COLLEGE ROOM NO.3",455,440,0,895,271,278,0,549,549,0,5,1,491,27,4,2,14,1,1,0,3,549
312,"MOJPUR PRIMARY SCHOOL",670,570,0,1240,397,280,0,677,677,0,168,77,75,348,2,0,5,0,1,0,1,677
313,"PAHADPUR PRIMARY SCHOOL ROOM NO .1",544,427,0,971,392,292,0,684,684,0,2,2,213,442,2,2,4,3,2,5,7,684
314,"PAHADPUR PRIMARY SCHOOL ROOM NO .2",578,501,0,1079,394,348,0,742,742,0,5,3,378,326,8,1,12,3,0,2,4,742
315,"AAJAMPUR TORAI PRIMARY SCHOOL ROOM NO.1",412,381,0,793,305,237,0,542,542,0,11,18,20,472,0,0,6,4,1,6,4,542
316,"AAJAMPUR TORAI PRIMARY SCHOOL ROOM NO.2",368,349,0,717,264,260,0,524,524,0,4,20,116,372,0,0,5,2,0,0,5,524
317,"BACHCHIKAEDA BAGAR PRIMARY SCHOOL",825,706,1,1532,591,442,0,1033,1033,0,22,15,468,487,11,2,2,3,0,13,10,1033
318,"NETANAGAR MAJRA SALAMATPUR PRIMARY SCHOOL",337,292,2,631,262,218,0,480,480,0,0,6,455,11,0,0,2,2,1,1,2,480
319,"SALAMATPUR PRTIMARY SCHOOL",726,581,3,1310,355,302,0,657,657,0,87,15,139,327,6,1,66,4,2,5,5,657
320,"AMETHA PRIMARY SCHOOL",396,318,0,714,163,156,0,319,319,0,16,5,70,213,0,0,10,2,1,1,1,319
321,"GARAHARA  PRIMARY SCHOOL",785,660,0,1445,556,396,0,952,952,0,3,6,2,912,5,1,2,4,1,9,7,952
322,"ANIVAS PRIMARY SCHOOL ROOM NO.1",411,339,0,750,228,190,0,418,418,0,2,10,311,85,0,0,1,1,3,1,4,418
323,"ANIVAS PRIMARY SCHOOL ROOM NO.2",367,333,0,700,226,172,0,398,398,0,4,19,16,344,2,1,5,2,3,1,1,398
324,"DOGAUR PRIMARY SCHOOL",616,542,0,1158,410,332,0,742,742,0,299,45,131,253,1,0,4,2,1,1,5,742
325,"PAGONA PRIMARY SCHOOL",399,347,0,746,272,232,0,504,504,0,15,7,428,46,3,1,0,2,1,0,1,504
326,"KARANPUR KANLA GANDHI SHISHA NIKETAN INTER COLLEGE ROOM NO.1",788,667,0,1455,525,465,0,990,990,0,8,24,782,152,2,0,1,4,7,5,5,990
327,"KARANPUR KANLA GANDHI SHISHA NIKETAN INTER COLLEGE ROOM NO.2",558,496,0,1054,273,255,0,528,528,0,44,35,252,170,3,0,12,3,4,1,4,528
328,"ANOOPSHAHR JUNIOR HIGH SCHOOL ROOM NO.1",814,705,0,1519,427,386,0,813,813,0,22,24,262,465,3,4,8,6,4,6,9,813
329,"ANOOPSHAHR JUNIOR HIGH SCHOOL ROOM NO.2",823,666,1,1490,374,290,0,664,664,0,14,34,174,416,1,1,8,2,3,5,6,664
330,"ANOOPSHAHR JUNIOR HIGH SCHOOL ROOM NO.3",729,657,0,1386,423,330,0,753,753,0,44,64,15,582,5,2,17,6,1,11,6,753
331,"ANOOPSHAHR JUNIOR HIGH SCHOOL ROOM NO.4",466,488,0,954,239,247,0,486,486,0,20,130,70,233,1,2,17,1,0,6,6,486
332,"ANOOPSHAHR JUNIOR HIGH SCHOOL ROOM NO.5",529,467,0,996,231,179,0,410,410,0,37,123,165,66,1,3,5,4,1,2,3,410
333,"ANOOPSHAHR JUNIOR HIGH SCHOOL ROOM NO.6",341,305,0,646,187,148,0,335,335,0,21,54,29,218,0,0,11,0,1,1,0,335
334,"ANOOPSHAHR KARYALAYA UP SAMBHAGIYA KRISHI PARSAR ADHIKARI",725,653,1,1379,403,344,0,747,747,0,40,92,76,497,4,0,20,4,1,3,10,747
335,"ANOOPSHAHR G.D.A  INTER COLLEGE ROOM NO.2",659,573,0,1232,297,224,0,521,521,0,21,57,58,366,2,0,10,3,1,2,1,521
336,"ANOOPSHAHR G.D.A  INTER COLLEGE ROOM NO.3",322,310,0,632,209,191,0,400,400,0,22,21,1,335,0,0,17,2,1,0,1,400
337,"ANOOPSHAHR G.D.A  INTER COLLEGE ROOM NO.4",373,344,0,717,224,183,0,407,407,0,18,6,3,363,2,0,9,2,0,2,2,407
338,"ANOOPSHAHR G.D.A.V INTER COLLEGE ROOM NO.1",639,551,1,1191,385,303,0,688,688,0,96,35,14,501,1,1,30,1,2,2,5,688
339,"ANOOPSHAHR RAMSUROOP ARYA KANYA INTER COLLEGE ROOM NO.1",678,623,0,1301,422,357,0,779,779,0,53,54,12,618,1,5,28,1,1,1,5,779
340,"ANOOPSHAHR RAMSUROOP ARYA KANYA INTER COLLEGE ROOM NO.2",467,412,0,879,276,217,0,493,493,0,38,207,38,177,2,1,19,2,2,4,3,493
341,"ANOOPSHAHR RAMSUROOP ARYA KANYA INTER COLLEGE ROOM NO.3",599,540,0,1139,383,340,0,723,723,0,19,147,20,507,6,1,5,4,0,8,6,723
342,"ANOOPSHAHR NAGAR SHAILI  PRIMARY  SCHOOL",661,566,0,1227,410,322,0,732,732,0,20,23,20,635,3,3,12,4,3,4,5,732
343,"ANOOPSHAHR L.D.A.V INTER COLLEGE ROOM NO.1",544,483,0,1027,269,248,0,517,517,0,20,91,204,164,1,1,20,4,3,2,7,517
344,"ANOOPSHAHR L.D.A.V INTER COLLEGE ROOM NO.2",787,660,0,1447,389,326,0,715,715,0,24,88,205,369,4,2,9,2,1,2,9,715
345,"ANOOPSHAHR L.D.A.V INTER COLLEGE ROOM NO.3",447,396,0,843,280,242,0,522,522,0,65,208,96,134,1,1,9,0,2,2,4,522
346,"ANOOPSHAHR L.D.A.V INTER COLLEGE ROOM NO.4",788,703,0,1491,421,365,0,786,786,0,283,240,111,132,1,0,5,3,0,1,10,786
