"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - REKHA","2 - ANAND BHADAURIYA","3 - AJAY VERMA","4 - ANAND KUMAR","5 - KIRTI SINGH","6 - SWAMI DAYAL","7 - DAUD AHMAD","8 - KUWAR JITIN PRASAD","9 - LEKHRAJ","12 - RAM BALI","13 - RAJENDRA KUMAR SINGH","14 - SUKHVINDRA SINGH","15 - VIVEK MISHRA","16 - VIJAY KUMAR TIWARI","17 - MALA DEVI","18 - None of the Above","Total Votes Secured"
188,"P.S. MAINIA",420,307,0,727,298,204,0,502,347,0,183,201,2,9,0,4,44,38,8,1,0,2,2,3,0,5,502
189,"P.S. TAVINDANAGAR",542,429,0,971,456,238,0,694,505,0,36,520,0,5,2,5,48,68,0,0,0,4,0,4,1,1,694
190,"TENDUWA MARRIGE HALL",243,195,0,438,226,182,0,408,408,0,22,312,1,3,0,0,64,5,0,0,0,1,0,0,0,0,408
191,"P.S. KUIYAKHEDA",327,263,0,590,272,195,0,467,36,0,79,204,3,10,1,3,42,108,2,1,2,3,1,5,1,2,467
192,"P.S PREMPUR",299,242,1,542,240,196,0,436,410,0,126,191,3,5,2,1,90,15,1,0,1,1,0,0,0,0,436
193,"P.S. RAUNA",845,617,0,1462,639,505,0,1144,14,0,266,459,3,11,1,12,298,62,11,3,0,3,5,2,3,5,1144
194,"P.S. BRAMHAULA",520,440,0,960,331,298,0,629,6,0,33,105,1,4,0,3,238,226,3,1,1,4,0,4,0,6,629
195,"BICHPARI MARRIGE HALL",374,270,0,644,243,173,0,416,412,0,197,20,1,2,3,0,100,80,2,2,0,4,3,0,0,2,416
196,"P.S. NEVADA",359,290,0,649,271,246,0,517,517,0,113,8,3,4,0,2,335,39,4,0,1,2,3,0,0,3,517
197,"J.H.S. PISAWAN R0 N0 1",515,444,0,959,344,286,0,630,630,0,269,111,4,6,7,2,134,68,9,4,2,6,0,2,1,5,630
198,"J.H.S. PISAWAN R0 N0 2",680,569,0,1249,466,336,0,802,10,0,432,162,5,4,2,0,82,101,3,1,0,0,2,2,0,6,802
199,"P.S. MIRJAPUR MAATHAN",737,543,0,1280,531,328,0,859,835,0,75,321,1,12,2,4,114,308,1,1,1,4,2,5,1,7,859
200,"P.S. MAATHAN",537,447,0,984,305,268,0,573,469,0,42,192,3,4,0,3,242,65,5,4,0,1,3,4,0,5,573
201,"P.S. BRAMHAULI",606,484,0,1090,406,278,0,684,8,0,430,133,5,4,1,0,38,45,8,1,1,3,4,0,2,9,684
202,"P.S. DAULATIYAPUR",387,292,0,679,292,199,0,491,4,0,263,164,3,3,2,1,20,20,8,0,1,1,3,1,1,0,491
203,"P.S. BABURDIPUR",374,292,0,666,280,212,0,492,492,0,216,148,5,6,1,1,80,22,7,0,0,1,1,1,1,2,492
204,"P.S. ALLIPUR",335,275,0,610,256,235,0,491,461,0,25,63,1,0,0,0,383,14,0,0,0,3,1,0,0,1,491
205,"JASWANTPUR PANCHAYATGHAR",254,230,0,484,195,175,0,370,193,0,33,141,1,1,1,1,182,6,2,0,0,0,0,1,0,1,370
206,"P.S. KAPSA",601,427,0,1028,502,314,0,816,210,0,37,580,1,3,1,1,160,23,1,0,1,2,0,1,0,5,816
207,"P.S. PAHADI",465,336,0,801,375,252,0,627,265,0,42,435,1,10,0,0,122,11,4,0,0,1,0,0,0,1,627
208,"P.S. RURA",268,245,0,513,237,187,0,424,424,0,73,147,0,8,1,1,173,12,5,1,0,1,2,0,0,0,424
209,"P.S. PATABOJH R0 N0 1",649,468,0,1117,509,366,0,875,35,0,21,791,0,14,0,4,6,26,0,2,0,0,1,2,0,8,875
210,"P.S. PATABOJH R0 N0 2",580,424,0,1004,442,298,0,740,116,0,15,570,1,7,1,3,114,13,0,1,2,2,2,0,2,7,740
211,"P.S. BACHWAL R0 N0 1",392,330,0,722,252,175,0,427,233,0,132,185,1,2,1,0,41,65,0,0,0,0,0,0,0,0,427
212,"P.S. BACHWAL R0 N0 2",413,351,0,764,240,201,0,441,169,0,150,165,1,4,2,2,61,48,3,0,0,2,0,1,1,1,441
213,"P.S. DULAMAU",664,495,1,1160,551,347,0,898,820,0,28,819,0,4,0,0,23,24,0,0,0,0,0,0,0,0,898
214,"P.S. KAIMAHARA RAGHUVARDAYAL",382,274,0,656,204,143,0,347,10,0,89,87,0,2,1,0,1,159,3,0,1,1,2,1,0,0,347
215,"P.S. ANDAPUR",361,296,0,657,239,201,0,440,424,0,182,100,5,3,0,0,75,59,8,0,1,2,3,1,1,0,440
216,"P.S. CHAUFRA",178,142,0,320,148,94,0,242,101,0,45,125,3,2,0,3,41,16,2,1,1,2,0,0,1,0,242
217,"P.S. BHATPURVA",536,401,1,938,345,234,0,579,21,0,149,199,1,3,1,1,131,76,6,1,0,3,1,3,2,2,579
218,"P.S. RAMUVAPUR",418,347,0,765,227,333,0,560,550,0,65,15,2,6,1,0,255,207,0,1,0,4,1,0,1,2,560
219,"P.S. NARHARA",507,446,0,953,379,323,0,702,170,0,246,102,6,3,3,0,261,53,5,0,0,2,5,5,1,10,702
220,"SHAHPUR H/O RAHMATPURGRANT SEEDSTORE",453,381,0,834,311,226,0,537,537,0,228,24,4,1,2,1,199,60,5,0,3,2,1,1,2,4,537
221,"P.S. RAHMATPUR GRANT",245,227,0,472,175,169,0,344,1,0,170,5,2,1,0,1,137,13,5,0,1,1,3,1,1,3,344
222,"P.S. INDRAULI",582,523,0,1105,422,319,0,741,519,0,448,147,10,4,1,0,96,30,1,1,0,0,1,0,1,1,741
223,"P.S. ETAUWAVAN",424,375,0,799,294,223,0,517,407,0,266,6,5,1,2,2,175,43,5,1,4,1,1,0,0,5,517
224,"P.S. CHINHARA",331,258,0,589,235,160,0,395,395,0,97,92,1,5,0,1,128,64,3,0,0,2,0,0,0,2,395
225,"P.S. RAI",362,282,0,644,279,214,0,493,41,0,42,23,1,4,1,0,363,34,3,0,0,1,1,0,0,20,493
226,"P.S. GADNAPUR",365,271,0,636,239,149,0,388,125,0,69,57,4,6,0,1,212,18,8,3,0,3,0,2,0,5,388
227,"NANSHOHA PANCHAYATGHAR",776,610,0,1386,476,445,0,921,765,0,246,80,8,14,2,1,364,161,7,1,3,2,4,1,2,25,921
228,"P.S. NANSHOHA",769,625,0,1394,336,167,0,503,480,0,110,24,0,2,0,1,288,57,4,1,0,5,2,0,1,8,503
229,"NEVADA MARRIGEHALL",291,249,0,540,208,187,0,395,6,0,52,5,0,1,0,0,252,79,1,0,0,1,1,0,1,2,395
230,"P.S. GAURA R0 N0 1",564,427,0,991,326,241,0,567,28,0,116,85,1,7,1,3,318,16,5,0,1,4,3,2,2,3,567
231,"P.S.GAURA R0 N0 2",626,470,0,1096,367,229,0,596,141,0,69,27,4,10,2,0,403,56,3,1,1,5,1,2,2,10,596
232,"P.S. LILSI",500,408,0,908,310,222,0,532,532,0,59,118,1,2,1,0,151,187,1,0,1,2,3,2,0,4,532
233,"P.S. BANDIYA",336,254,0,590,220,156,0,376,223,0,136,26,3,5,1,0,87,111,3,1,1,1,0,1,0,0,376
234,"P.S. KAIMAHARA BUDHER SINGH",247,215,0,462,142,106,0,248,248,0,134,15,1,0,2,1,61,19,3,2,1,1,1,2,0,5,248
235,"P.S. BILARIYA",204,167,0,371,127,124,0,251,251,0,112,15,2,1,1,0,89,21,3,1,1,1,2,0,0,2,251
236,"P.S. ETAUWAKISHUN",365,311,0,676,226,168,0,394,325,0,303,9,0,2,2,0,48,17,5,0,3,2,0,0,2,1,394
237,"P.S. SAROSA",661,489,0,1150,384,253,0,637,50,0,197,42,11,4,2,1,137,228,7,0,1,0,1,1,1,4,637
238,"P.S. NANSOHIYA",440,352,0,792,296,201,0,497,281,0,81,145,6,2,1,2,186,55,12,0,0,2,0,0,1,4,497
239,"P.S. GAURIYA",620,520,0,1140,442,328,0,770,5,0,174,186,2,9,3,0,305,74,5,4,0,5,1,1,1,0,770
240,"J.H.S. BEHATGAUR EAST",753,602,0,1355,404,278,0,682,575,0,142,213,3,7,3,6,201,78,4,2,1,10,4,1,1,6,682
241,"J.H.S. BEHATGAUR CENTERAL",742,610,0,1352,441,332,0,773,759,0,279,86,3,2,1,1,294,87,10,1,1,2,4,0,1,1,773
242,"J.H.S. BEHATGAUR WEST",715,629,1,1345,386,326,0,712,565,0,332,81,5,5,1,1,215,47,8,1,2,1,0,1,2,10,712
243,"P.S. GUJARPUR",393,312,0,705,276,187,0,463,12,0,49,167,0,12,0,1,219,9,1,1,0,2,0,2,0,0,463
244,"P.S. DUDAWAL",350,263,0,613,288,192,0,480,480,0,36,145,0,4,0,4,257,13,4,5,1,1,3,2,0,5,480
245,"P.S. HARNI",416,334,0,750,276,231,0,507,370,0,183,45,5,5,2,0,200,37,11,1,0,3,4,2,1,8,507
246,"P.S. PIYARI",281,231,0,512,208,167,0,375,263,0,56,109,3,2,0,1,149,32,4,1,0,4,1,2,1,10,375
247,"P.S FATTEPUR",516,405,0,921,349,252,0,601,22,0,182,166,5,11,1,1,153,61,8,1,0,2,3,2,1,4,601
248,"P.S. DEVKALI",339,270,0,609,240,200,0,440,130,0,140,89,4,5,2,0,91,86,9,1,0,4,1,3,2,3,440
249,"P.S. SAHASPUR H/O DEVKALI",346,287,0,633,240,192,0,432,432,0,232,34,3,1,1,1,116,31,4,2,0,4,0,1,1,1,432
250,"P.S. ABBDIPUR",333,270,0,603,249,186,0,435,2,0,63,107,2,1,1,4,204,42,3,1,2,2,0,0,2,1,435
251,"P.S. KHAMBHARIYA",487,422,0,909,367,304,0,671,14,0,45,352,2,10,1,8,153,68,4,0,0,3,6,4,1,14,671
252,"P.S. KALYANPUR H/O METUKAPUR",369,323,0,692,234,183,0,417,13,0,48,165,2,2,0,3,165,17,1,1,0,8,1,3,0,1,417
253,"P.S. THAKUREPUR",593,468,0,1061,483,378,0,861,861,0,156,267,4,7,2,7,74,305,7,3,0,3,6,7,0,13,861
254,"P.S. HADIRA",345,257,0,602,298,206,0,504,504,0,28,368,0,8,0,1,73,12,2,3,0,2,3,1,0,3,504
255,"PANCHAYATGHAR KHOJEPUR",565,460,0,1025,437,361,0,798,782,0,192,398,6,14,0,6,99,49,5,1,3,6,5,1,0,13,798
256,"P.S. NEVADIYA",606,475,0,1081,365,301,0,666,3,0,101,76,3,6,1,1,381,83,2,1,4,3,1,1,0,2,666
257,"P.S. GURSANDA R0 N0 1",765,606,0,1371,537,304,0,841,105,0,252,96,7,12,3,5,325,100,9,3,3,7,1,2,0,16,841
258,"P.S. GURSANDA R0 N0 2",817,671,0,1488,492,409,0,901,2,0,266,204,9,12,2,4,53,311,4,1,3,2,8,6,2,14,901
259,"P.S. JALAIPUR",394,325,0,719,311,225,0,536,536,0,45,303,2,5,0,2,108,61,1,1,1,0,0,1,2,4,536
260,"BAKSAPUR MARRIGEHALL",471,361,0,832,371,236,0,607,56,0,135,181,3,7,2,2,147,119,1,0,0,4,0,3,1,2,607
261,"P.S. BAHADURNAGAR R0 N0 1",336,268,0,604,212,144,0,356,187,0,252,39,3,0,1,1,21,34,2,0,0,0,2,0,1,0,356
262,"P.S. BAHADURNAGAR R0 N0 2",435,323,0,758,318,188,0,506,441,0,116,171,3,9,2,1,97,101,4,0,0,1,1,0,0,0,506
263,"P.S. RAW H/O BAHADURNAGAR",420,285,0,705,325,215,0,540,40,0,178,71,3,10,1,0,67,199,2,1,0,2,1,2,3,0,540
264,"P.S. BAJNAGAR",566,384,0,950,374,251,0,625,625,0,280,85,5,5,2,2,114,114,6,1,1,2,3,1,3,1,625
265,"P.S. KARMALKUIYAN H/O BAJNAGAR",276,201,0,477,196,165,0,361,361,0,104,80,0,7,1,4,1,100,8,0,0,2,1,1,0,52,361
266,"P.S. JALALNAGAR R0 N0 1",612,434,0,1046,387,303,0,690,387,0,23,257,1,5,2,4,77,300,2,3,1,3,2,2,3,5,690
267,"P.S. JALALNAGAR R0 N0 2",742,229,0,971,461,188,0,649,504,0,207,154,5,5,1,4,153,95,4,2,1,1,2,4,1,10,649
268,"P.S. BARAHMAU R0 N0 1",541,404,0,945,342,319,0,661,49,0,116,249,2,7,2,0,238,32,7,1,1,3,0,2,0,1,661
269,"P.S. BARAHMAU R0 N0 2",630,290,0,920,345,242,0,587,12,0,90,209,1,6,0,0,207,44,9,1,2,2,0,0,2,14,587
270,"P.S. BHAKURAHA",364,253,0,617,234,165,0,399,51,0,156,136,2,7,1,0,19,65,7,2,0,0,1,2,1,0,399
271,"P.S. AKOHRA",294,178,0,472,231,132,0,363,63,0,66,220,3,2,2,1,47,14,1,1,1,1,0,1,0,3,363
272,"P.S CHOKHADIYA H/O AKOHRA",348,254,0,602,282,178,0,460,9,0,116,171,1,12,0,4,75,68,3,1,0,0,1,1,1,6,460
273,"P.S. DHAKIYAKALA R0 N0 1",684,520,0,1204,446,344,0,790,204,0,136,211,3,11,4,6,191,196,10,3,1,2,1,6,2,,
