"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
142,"GANDHI SA.I.C. JAITHRA R.N.-4",276,222,0,498,146,108,0,254,1,0,26,88,119,5,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,10,0,1,254
143,"P.P. JARARI CHHOTI M. JAITHRA",456,380,0,836,340,280,0,620,1,0,42,20,311,1,6,2,8,0,1,2,3,1,1,3,1,5,0,3,0,0,207,2,1,620
144,"P.P. LALPUR JAKHA",680,557,0,1237,463,221,0,684,1,0,19,114,457,19,1,1,3,2,4,2,3,1,1,9,3,3,0,3,1,1,37,0,0,684
145,"GANDHI SARVJANIK I.C. JAITHRA R.N.-2",82,76,0,158,40,40,0,80,1,0,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
146,"P.P. BHAVKRIYA M. JAITHRA",779,581,0,1360,488,360,0,848,1,0,13,418,380,1,0,2,0,0,1,3,1,1,1,1,3,2,3,3,4,3,4,4,0,848
147,"GANDHI SARVJANIK I.C. JAITHRA R.N.-3",566,482,0,1048,345,244,0,589,1,0,7,284,231,32,1,1,1,2,0,1,2,0,4,3,0,5,2,2,3,2,1,3,2,589
148,"U.P.V. N. MOHAN MAJRA JAITHRA",599,505,0,1104,449,377,0,826,1,0,38,19,677,6,3,1,3,0,2,0,1,1,1,2,2,6,0,6,7,0,48,1,2,826
149,"P.P. SARRA M. JAITHRA R.N.-1",817,656,0,1473,478,327,0,805,1,0,140,373,241,8,0,2,2,1,0,0,7,0,1,0,2,4,3,6,1,4,10,0,0,805
150,"P.P. SARRA M. JAITHRA R.N.-2",695,538,0,1233,533,339,0,872,1,0,7,787,45,4,0,1,0,1,1,0,0,2,1,0,4,7,0,9,0,0,1,0,2,872
151,"P.P. SARRA M. JAITHRA R.N.-3",226,200,0,426,155,137,0,292,1,0,14,150,115,4,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,4,0,0,292
152,"P.P. JIRAULIYA",691,536,0,1227,447,312,0,759,1,0,82,78,534,25,3,1,6,0,1,1,3,0,2,6,0,1,0,0,0,1,14,0,1,759
153,"P.P. LALHAT",629,558,0,1187,466,375,0,841,1,0,304,259,245,4,0,0,0,1,0,1,1,3,1,3,2,7,4,3,1,2,0,0,0,841
154,"P.P JHHUNDA M. AGRAIYA JAMUNAI",473,401,0,874,261,236,0,497,1,0,13,72,349,53,1,1,0,0,0,1,1,0,0,0,0,4,0,0,1,1,0,0,0,497
155,"P.P. NAGLA GHANU M. ANGRAIYA JAMUNAI",401,363,0,764,367,284,0,651,1,0,9,9,582,44,0,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,0,0,0,651
156,"MAHAVIR U.P.V.ANGRAIYA JAMUNAI",377,308,0,685,274,188,0,462,1,0,150,110,178,4,0,1,0,1,0,1,2,2,0,0,0,2,4,3,1,2,0,0,1,462
157,"J.H. NAGLA SAVIT M. ANGRAIYA JAMUNAI",628,479,0,1107,465,302,0,767,1,0,123,334,296,3,0,2,0,0,0,1,2,0,0,1,0,0,1,0,3,1,0,0,0,767
158,"BHAVAN S.S.SAMITI ANGRAIYA JAMUNAI R.N.-1",556,427,0,983,420,254,0,674,1,0,144,143,314,13,1,1,5,0,2,0,1,3,0,2,3,4,3,7,3,0,22,0,3,674
159,"P.P. BAHGON R.N.-1",610,449,0,1059,344,203,0,547,1,0,16,293,204,7,0,0,2,1,0,0,0,0,0,0,0,4,1,7,0,5,2,2,3,547
160,"P.P. BAHGON R.N.-2",260,188,0,448,138,98,0,236,1,0,63,40,108,4,0,1,1,1,0,0,2,2,1,1,1,4,2,0,1,0,1,1,2,236
161,"PANCHAYATGHAR NAGLA DANDA M. VAHGO",319,233,0,552,175,102,0,277,1,0,23,134,99,2,0,1,1,0,1,0,1,0,0,0,2,0,1,2,2,1,6,0,1,277
162,"P.P. NAGLA SAKTU M. VAHGO",313,245,0,558,247,155,0,402,1,0,20,81,249,6,1,1,0,1,0,0,1,1,0,1,0,0,0,4,0,0,36,0,0,402
163,"P.P. NAGLA UMMED R.N.-1",264,213,0,477,205,144,0,349,1,0,37,14,245,3,2,0,3,3,0,0,0,1,0,0,0,1,2,1,0,0,36,0,1,349
164,"P.P. NAGLA UMMED R.N.-2",629,500,0,1129,484,319,0,803,1,0,214,61,474,14,0,1,1,0,1,1,3,1,2,7,3,7,3,0,4,1,4,0,1,803
165,"P.P. GULSHANABAD",445,316,0,761,256,172,0,428,1,0,20,12,306,72,3,0,0,0,0,0,0,0,6,1,1,0,2,0,1,2,1,0,1,428
166,"P.P. JATORABHAN",649,569,0,1218,563,427,0,990,1,0,1,18,919,11,1,0,3,1,1,0,1,1,2,8,2,6,0,3,0,0,11,0,1,990
167,"P.P. PURANJALA",446,330,0,776,346,240,0,586,1,0,108,5,419,2,1,1,2,0,0,0,5,0,1,2,1,0,2,6,2,0,27,1,1,586
168,"P.P. ALIGANJ R.N.-1",759,634,0,1393,436,382,0,818,1,0,31,542,129,90,0,3,0,1,1,1,1,0,3,1,2,6,1,4,0,1,0,1,0,818
169,"P.P. ALIGANJ R.N.-2",689,603,0,1292,430,291,0,721,1,0,60,440,132,66,0,0,2,0,0,0,1,0,1,1,2,2,0,5,0,1,7,0,1,721
170,"MARKETING SOSAITY ALIGANJ R.N.-1",663,572,0,1235,337,303,0,640,1,0,74,389,143,13,0,1,1,0,2,0,0,1,1,2,4,1,0,1,1,1,3,0,2,640
171,"MARKETING SOSAITY ALIGANJ R.N.-2",606,491,0,1097,428,270,0,698,1,0,6,595,64,20,1,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,3,0,2,698
172,"SHREE RAMSHALA U.M.V.ALIGANJ R.N.3",979,705,0,1684,599,330,0,929,1,0,11,294,300,283,2,1,1,1,1,0,1,0,2,3,1,1,0,5,4,4,12,0,2,929
173,"SHRI RAMSHALA U.P.V. ALIGANJ R.N-1",628,490,0,1118,349,275,0,624,1,0,44,343,133,75,0,2,0,1,2,0,0,0,0,1,0,3,0,4,1,1,12,1,1,624
174,"ISLAMIYA ALTAFIYA H.S.S. ALIGANJ R.N.-1",767,649,0,1416,493,353,0,846,1,0,4,23,270,531,3,1,0,0,1,1,1,1,1,0,0,5,0,0,0,2,1,0,1,846
175,"ISLAMIYA ALTAFIYA H.S.S. ALIGANJ R.N.-5",210,207,0,417,148,102,0,250,1,0,1,80,38,120,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,250
176,"ISLAMIYA ALTAFIYA H.S.S. ALIGANJ R.N.-2",822,677,0,1499,469,337,0,806,1,0,19,126,289,341,1,2,0,1,0,1,1,0,1,0,0,4,1,2,2,11,3,1,0,806
177,"ISLAMIYA ALTAFIYA H.S.S. ALIGANJ R.N.-3",823,669,0,1492,512,342,0,854,1,0,12,79,341,396,5,0,0,1,0,0,2,1,1,0,1,1,0,4,2,3,0,2,3,854
178,"JANTA I.C. KAILTHA ALIGANJ R.N.-1",598,519,0,1117,325,228,0,553,1,0,18,206,208,99,0,2,0,1,2,1,1,1,1,1,1,1,1,2,1,0,3,0,3,553
179,"JANTA I.C. KAILTHA ALIGANJ R.N.-2",853,646,0,1499,465,257,0,722,1,0,49,207,252,172,1,0,0,3,1,2,0,2,6,3,1,6,1,7,4,1,3,1,0,722
180,"JANTA I.C. KAILTHA ALIGANJ R.N.-4",252,203,0,455,144,102,0,246,1,0,24,74,120,17,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,2,246
181,"JANTA I.C. KAILTHA ALIGANJ R.N.-5",418,339,0,757,248,183,0,431,1,0,7,84,136,189,0,0,1,2,0,0,1,2,0,0,1,1,0,1,0,0,5,0,1,431
182,"J.H. KAILTA M. ALIGANJ",581,450,0,1031,439,296,0,735,1,0,3,123,575,1,0,1,2,0,2,0,0,0,1,0,0,2,2,0,1,0,22,0,0,735
183,"NYAYALAY NAYAV TEHSILDAR ALIGANJ",460,434,0,894,296,253,0,549,1,0,13,402,105,10,0,0,0,1,0,0,0,1,0,1,1,1,0,10,2,0,0,1,1,549
184,"NYAYALAY NAYAV TEHSILDAR JAITHRA",338,300,0,638,211,150,0,361,1,0,1,270,76,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,361
185,"J.H. MO. KAJI (DAKPURA) ALIGANJ R.N.-1",802,661,0,1463,642,446,0,1088,1,0,41,226,651,135,1,3,1,0,2,0,0,3,0,3,2,1,1,3,0,0,11,2,2,1088
186,"J.H. MO. KAJI R.N.-2",827,722,0,1549,435,623,0,1058,1,0,41,490,420,73,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,25,0,2,1058
187,"JANTA I.C. KAILTHA MAJRA ALIGANJ R.N.-3",813,648,0,1461,565,360,0,925,1,0,0,38,819,4,1,0,5,0,1,0,0,0,1,4,1,1,0,2,2,1,43,1,1,925
188,"RAMSHALA U.P.V. ALIGANJ R.N.-2",487,414,0,901,247,211,0,458,1,0,273,10,38,99,3,1,1,2,1,2,2,0,8,3,0,7,3,1,1,0,2,0,1,458
189,"P.P. KINAUDI KHAIRABAD",453,358,0,811,275,206,0,481,1,0,2,57,285,0,0,1,3,2,1,1,2,2,2,0,1,0,1,0,1,2,118,0,0,481
190,"P.P. N. BALLABH",459,365,0,824,341,264,0,605,1,0,18,92,430,6,0,3,1,0,3,0,5,1,2,2,1,3,1,8,7,1,21,0,0,605
191,"P.P. DIVAIYA AKHTIYARPUR",402,338,0,740,309,271,0,580,1,0,13,345,203,3,1,0,0,1,0,0,0,0,1,2,2,0,1,7,1,0,0,0,0,580
192,"J.H.S. MOHAMMADNAGAR BAJHHERA",834,680,0,1514,565,411,0,976,1,0,185,167,553,28,4,1,0,1,1,2,1,0,3,10,1,6,1,3,4,1,3,1,0,976
193,"P.P. KANCHANPUR ASE N.-1",507,418,0,925,387,316,0,703,1,0,70,362,250,4,1,1,0,0,0,0,2,0,1,1,2,0,0,6,1,2,0,0,0,703
194,"P.P. FARSAULI",615,515,0,1130,422,315,0,737,1,0,61,194,457,5,0,1,1,0,0,0,1,0,2,0,1,0,2,1,1,1,8,1,0,737
195,"P.P. NAGLA MOHAN M. FARSAULI",482,371,0,853,364,277,0,641,1,0,101,353,157,1,1,0,1,0,0,0,0,0,0,2,2,4,2,9,4,0,1,3,0,641
196,"P.P. MILKIYA",262,218,0,480,234,188,0,422,1,0,0,14,398,3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,422
197,"P.P. JANIPUR",399,297,0,696,286,207,0,493,1,0,42,250,176,2,1,0,0,0,0,0,1,2,1,3,2,0,0,2,4,1,5,0,1,493
198,"P.P. AMRAULI RATANPUR R.N.-1",665,537,0,1202,499,382,0,881,1,0,17,607,202,5,1,2,2,2,1,0,0,1,1,1,6,3,4,12,4,2,2,1,5,881
199,"P.P. AMRAULI RATANPUR R.N.-2",535,464,0,999,368,323,0,691,1,0,19,402,225,6,0,2,0,1,0,0,0,1,0,1,3,4,7,10,4,3,3,0,0,691
200,"P.P. AGAUNAPUR",539,455,0,994,501,190,0,691,1,0,92,184,365,15,0,0,0,0,1,0,1,0,0,3,2,4,4,5,8,3,1,0,3,691
201,"P.P. AGAUNAPUR PURVI THOK",482,376,0,858,354,263,0,617,1,0,80,312,212,1,0,0,0,0,0,1,3,0,0,0,1,2,1,0,1,1,2,0,0,617
202,"P.P. BHARAPURA",721,576,0,1297,528,378,0,906,1,0,85,265,496,17,2,1,0,1,1,0,5,1,1,1,1,3,5,9,3,3,3,1,2,906
203,"J.H.S. BHARAPURA",371,281,0,652,306,212,0,518,1,0,53,81,366,0,0,0,1,0,0,0,0,1,0,2,0,5,1,2,3,0,3,0,0,518
204,"J.H.S. TISAURI",526,395,0,921,375,244,0,619,1,0,14,144,446,8,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,619
205,"P.P. NAGLA SAVA",452,361,0,813,294,226,0,520,1,0,110,155,230,10,0,0,0,0,0,0,0,0,1,1,1,5,1,2,1,0,1,1,1,520
206,"P.P. KHARSELA",580,443,0,1023,426,345,0,771,1,0,5,23,632,8,7,1,8,2,1,0,0,0,0,2,1,5,0,1,4,0,66,3,2,771
207,"P.P. AHRAI",756,551,0,1307,370,323,0,693,1,0,33,100,540,5,0,0,0,0,0,1,0,0,0,1,0,1,0,4,2,1,2,2,1,693
208,"P.P. VICHANPUR M. AHRAI VICHANPUR",476,331,0,807,304,189,0,493,1,0,5,31,433,2,1,1,0,0,0,1,0,0,0,2,1,1,0,0,1,0,13,0,1,493
209,"P.P. MANPURA",282,217,0,499,196,126,0,322,1,0,19,130,162,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,322
210,"P.P. NAGLA DUNGAR",275,217,0,492,205,156,0,361,1,0,53,62,234,0,1,0,0,0,0,0,0,1,0,2,1,2,1,1,1,0,2,0,0,361
211,"CHANDRAVATI I.C. JIVANABAD",295,243,0,538,253,172,0,425,1,0,12,51,330,9,1,1,0,0,0,0,1,0,2,5,0,0,0,1,2,0,9,0,1,425
212,"P.P. KESARPUR",627,437,0,1064,508,306,0,814,1,0,3,1,765,3,2,1,3,0,1,0,0,0,2,1,0,0,0,3,1,1,27,0,0,814
213,"P.P. KUNWARPUR MAJRA BHAUPURA",385,276,0,661,274,178,0,452,1,0,164,50,235,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,452
214,"P.P. KHIRIYA NAGARSHAH",341,272,0,613,212,132,0,344,1,0,26,258,36,4,1,0,0,0,0,0,1,0,0,0,1,4,2,7,3,0,1,0,0,344
215,"P.P. N. SUMIRAT M. KHIRYA NAGARSHAH",402,341,0,743,227,203,0,430,1,0,37,217,147,3,1,1,0,0,2,0,0,0,0,1,1,1,2,10,1,4,1,0,1,430
216,"P.P. N. VIJU MAJRA KHIRIYA NAGARSHAH",687,558,0,1245,422,298,0,720,1,0,284,156,258,7,0,1,0,0,1,0,0,2,1,0,1,1,3,3,2,0,0,0,0,720
217,"P.P. MAGRESHAR MAJRA KHIRIYA NAGARSHAH",721,563,0,1284,460,278,0,738,1,0,90,284,282,31,1,1,0,0,0,0,0,1,0,1,1,2,6,3,6,2,24,0,3,738
218,"KANYA P.P. TARGVAN PASHCHIM",502,377,0,879,202,289,0,491,1,0,10,246,220,1,0,1,0,0,0,0,0,1,0,2,3,2,0,0,0,1,2,0,2,491
219,"BARATGHAR TARGVAN R.N.-1",540,406,0,946,326,230,0,556,1,0,66,167,303,2,0,1,0,0,1,1,1,1,1,2,0,2,1,3,1,0,3,0,0,556
220,"BARATGHAR TARGVAN R.N.-2",302,229,0,531,179,92,0,271,1,0,34,118,104,2,0,2,0,2,1,0,0,0,0,0,1,0,1,1,4,1,0,0,0,271
221,"P.P. NAGLA KHANGAR",313,250,0,563,257,151,0,408,1,0,28,1,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,408
222,"P.P. ALLAPUR M. TARGVAN",259,192,0,451,155,122,0,277,1,0,23,102,137,5,0,1,0,0,0,0,0,0,2,1,2,0,0,1,1,0,1,0,1,277
223,"P.P. DAKPURA R.N.-1",783,665,0,1448,510,298,0,808,1,0,1,5,794,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,808
224,"P.P. GARIYA AHIRAN",446,332,0,778,312,195,0,507,1,0,11,37,419,1,0,2,0,0,0,1,1,3,2,7,4,1,0,2,1,3,12,0,0,507
225,"P.P. N. DAYAL",482,395,0,877,401,285,0,686,1,0,11,21,631,4,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,13,0,0,686
226,"MADHBANAND I.C. KASELA",530,425,1,956,425,289,0,714,1,0,38,169,491,5,0,0,0,1,1,0,0,0,1,1,0,1,0,3,1,0,2,0,0,714
227,"P.P. SIRAU",287,224,0,511,228,177,0,405,1,0,0,32,340,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,26,0,0,405
228,"P.P. BARAULIYA R.N.-1",416,332,0,748,214,139,0,353,1,0,57,166,117,0,1,0,0,0,0,2,0,0,1,1,1,2,0,2,1,0,1,0,1,353
229,"P.P. BARAULIYA R.N.-2",537,453,0,990,306,327,0,633,1,0,64,304,244,1,1,3,1,0,0,0,3,1,1,3,0,1,2,2,0,0,2,0,0,633
230,"P.P. RUPDHANI",787,579,0,1366,583,376,0,959,1,0,3,15,924,4,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,959
231,"P.P. SHAHVAJPUR M. RUPDHANI",358,290,0,648,187,166,0,353,1,0,2,85,166,3,1,5,3,1,2,1,1,1,2,0,1,1,1,3,2,2,67,1,2,353
232,"P.P. SULTANPUR M. RUPDHANI",588,469,0,1057,513,345,0,858,1,0,1,16,751,6,0,0,2,0,1,0,1,0,1,2,1,1,0,2,3,1,67,1,1,858
233,"P.P. KATHINGRA R.N.-1",562,451,0,1013,451,299,0,750,1,0,1,17,636,3,2,0,3,0,4,0,5,1,1,2,1,3,0,0,5,3,62,1,0,750
234,"P.P. KATHINGRA R.N.-2",489,392,0,881,379,284,0,663,1,0,13,33,499,2,0,2,5,0,0,0,2,1,1,1,1,2,1,6,11,3,78,0,2,663
235,"P.P. TATRAI",635,489,0,1124,445,366,0,811,1,0,2,26,590,8,0,0,11,3,5,0,1,1,3,10,2,5,2,3,5,0,133,1,0,811
236,"J.H.S. CHILMAPUR",263,179,0,442,154,142,0,296,1,0,4,4,220,7,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,53,0,1,296
237,"P.P. KHETUPURA PURV",660,527,0,1187,539,325,0,864,1,0,3,14,743,7,3,1,2,0,0,0,0,1,0,5,0,1,0,0,1,2,80,1,0,864
238,"P.P. KHETUPURA PASHCHIM",321,246,0,567,290,196,0,486,1,0,1,3,439,6,0,0,0,0,0,1,1,0,0,1,0,1,0,1,6,3,23,0,0,486
239,"P.P. BHIDAIYA URF MADHUVAN",368,274,0,642,312,214,0,526,1,0,33,31,398,2,3,0,2,0,1,0,1,0,0,0,0,1,3,0,2,0,47,1,1,526
240,"PAVITRI GANGA I.C. DAULATPUR",827,586,0,1413,617,395,0,1012,1,0,34,9,940,3,1,0,0,1,1,0,1,1,0,2,2,0,0,0,1,0,15,1,0,1012
241,"P.P. HAJIPUR",348,283,0,631,162,140,0,302,1,0,43,97,122,25,2,1,0,3,1,0,0,1,0,1,0,3,0,1,0,0,1,0,1,302
242,"J.H.S. NIJAMABAD",465,348,0,813,247,187,0,434,1,0,84,48,209,73,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,9,1,1,434
243,"P.P. KASTURPURA",335,240,0,575,171,117,0,288,1,0,14,98,139,17,1,0,1,0,0,0,0,0,0,1,0,3,1,3,3,1,4,0,2,288
244,"CH. LATURI SINGH J.H.S. MANIKAPUR",699,552,0,1251,508,351,0,859,1,0,62,381,365,15,1,3,0,0,0,2,4,2,2,2,1,2,3,7,2,2,3,0,0,859
245,"P.P. VARNA",577,437,0,1014,351,243,0,594,1,0,0,220,348,15,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,2,0,0,0,594
246,"P.P. GANGPUR",239,209,0,448,149,118,0,267,1,0,16,152,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,267
247,"J.H.S. VARNA",342,258,0,600,205,144,0,349,1,0,76,83,167,1,0,2,1,1,1,1,1,1,0,3,3,3,2,2,1,0,0,0,0,349
248,"P.P. NAGLA VIJAI M. VARNA",216,158,0,374,114,97,0,211,1,0,14,56,123,2,1,0,0,1,0,0,1,1,1,5,3,1,1,0,0,0,0,0,1,211
249,"P.P. DAHELIYA",584,454,0,1038,359,249,0,608,1,0,50,236,281,10,2,2,0,1,1,1,0,0,0,3,0,5,4,5,2,1,2,0,2,608
250,"P.P. LALPUR JAHANGIRABAD",655,491,0,1146,397,229,0,626,1,0,56,137,378,37,0,0,0,3,0,0,1,1,1,2,0,2,0,1,1,2,4,0,0,626
251,P.P.BEGAMPUR,443,315,0,758,319,229,0,548,1,0,17,182,326,1,0,2,1,0,2,0,0,2,1,1,0,1,1,6,5,0,0,0,0,548
252,"P.P. HARSINGHPUR",489,374,0,863,350,232,0,582,1,0,74,70,414,7,1,1,0,0,0,1,0,0,0,0,0,1,3,2,2,2,2,1,1,582
253,"P.P. BIJLAI M. HARSINGHPUR",715,532,0,1247,551,319,0,870,1,0,2,10,832,3,0,0,2,0,1,1,1,2,0,0,0,1,0,0,1,0,13,0,1,870
254,"J.H.S. PINJARI GAMBHIR SINGH R.N-1",577,500,0,1077,350,243,0,593,1,0,33,496,46,2,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,2,3,0,0,593
255,"P.P. GOSHALPURA",309,242,0,551,243,175,0,418,1,0,4,101,292,0,1,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,13,0,0,418
256,"P.P. PINJRI SUMMER SINGH",229,211,0,440,129,115,0,244,1,0,48,126,60,1,0,0,0,1,0,0,0,0,0,2,1,4,0,1,0,0,0,0,0,244
257,"PANCHAYATGHAR VIRVANI",419,350,0,769,307,236,0,543,1,0,20,341,159,3,0,0,1,1,0,1,1,1,0,1,0,5,0,1,0,4,1,1,2,543
258,"P.P. N. CHAMAN",599,478,0,1077,427,301,0,728,1,0,36,95,544,5,0,2,2,1,0,0,1,3,2,4,1,6,1,3,5,2,9,3,3,728
259,"J.H.S. KALANDARNAGAR",285,230,0,515,183,150,0,333,1,0,16,178,131,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,333
260,"P.P. MAHARAJPUR R.N.-1",765,576,0,1341,698,512,0,1210,1,0,16,42,1142,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1210
261,"J.H.S. GANPATIPUR VDHAPUR R.N.-1",480,348,0,828,287,202,0,489,1,0,3,289,164,3,0,1,0,1,1,0,2,0,1,1,3,4,0,4,0,0,10,0,2,489
262,"J.H.S. GANPATIPUR VDHAPUR R.N.-2",420,324,0,744,207,151,0,358,1,0,2,228,118,3,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,358
263,"P.P. MASAULIYA",453,355,0,808,338,292,0,630,1,0,27,233,360,1,0,2,1,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,630
264,"P.P. NAGLA RAMSINGH",447,337,0,784,319,248,0,567,1,0,1,158,362,1,0,0,5,1,1,0,0,0,0,0,0,1,1,2,0,1,33,0,0,567
265,"P.P. TOSIYA KISANAN",345,260,0,605,237,176,0,413,1,0,5,216,171,4,2,0,1,0,1,1,2,2,2,0,1,0,1,1,0,0,2,0,1,413
266,"PANCHAYATGHAR SARAUTH PUVANYA",425,339,0,764,340,225,0,565,1,0,6,119,414,13,2,0,1,1,1,3,0,0,0,1,0,1,1,0,0,0,2,0,0,565
267,"P.P. SURAJPURA",722,540,0,1262,692,478,0,1170,1,0,0,9,1155,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1170
268,"J.H.S. KHAJURIYANA",186,151,0,337,150,131,0,281,1,0,7,7,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281
269,"P.P. SARAUTH PACHHANYA",230,208,0,438,128,122,0,250,1,0,5,107,128,1,0,2,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,250
270,"J.H. NAGLA BAHADUR",385,277,0,662,369,266,0,635,1,0,0,2,630,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,635
271,"ANIL KUMR S/O VEDPAL CHAMAN NAGRIYA KI KHALI DUKAN",631,540,0,1171,402,310,0,712,1,0,73,123,480,1,0,1,0,3,1,1,3,3,2,1,1,3,0,5,6,0,2,1,2,712
272,"P.P. BHADUIYA MAT",550,439,0,989,334,232,0,566,1,0,80,157,296,6,0,0,0,2,1,0,3,0,2,1,0,1,4,1,3,1,6,2,0,566
273,"P.P. VICHPURI IMADPUR",256,211,0,467,230,171,0,401,1,0,0,16,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,401
274,"P.P. AKBARPUR KOT",530,401,0,931,335,179,0,514,1,0,45,169,274,9,1,1,1,0,0,0,4,0,0,1,4,1,0,1,0,2,0,0,1,514
275,"P.P. AKBARPUR KOT ATIRIKT KAKSH",507,365,0,872,261,135,0,396,1,0,43,163,167,3,0,2,0,2,0,0,2,0,0,1,0,2,0,1,0,1,8,0,1,396
276,"P.P. JASRATHPUR",719,600,0,1319,653,490,0,1143,1,0,0,1,1140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1143
277,"P.P. KHATULIYA",298,252,0,550,274,228,0,502,1,0,0,1,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,502
278,"J.H. DAUDGANJ",900,714,0,1614,514,429,0,943,1,0,24,102,762,32,2,2,1,3,1,0,1,0,2,0,0,1,1,1,0,1,7,0,0,943
279,"J.H.S. JHHAKRAI R.N-1",710,538,0,1248,507,338,0,845,1,0,64,258,487,7,0,4,2,0,1,0,1,1,1,8,1,2,0,2,0,1,3,1,1,845
280,"J.H.S. JHHAKRAI R.N-2",568,431,0,999,355,268,0,623,1,0,75,189,344,4,1,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,3,0,0,623
281,"P.P. DAHELIYA PUT R.N.-1",745,584,0,1329,588,450,0,1038,1,0,11,14,1010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1038
282,"P.P. DAHELIYA PUT R.N.-2",203,161,0,364,189,136,0,325,1,0,3,5,315,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
283,"P.P. DEVTARA",412,339,0,751,346,212,0,558,1,0,0,14,535,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,558
284,"P.P. DEVTRIYA M. DEVTRA",360,281,0,641,257,165,0,422,1,0,0,4,348,2,0,0,3,0,1,0,0,0,0,0,0,2,0,1,3,1,56,1,0,422
285,"P.P. AMRATPUR RAGHUPUR R.N.-1",703,566,0,1269,662,504,0,1166,1,0,5,13,1130,5,0,1,0,0,1,0,3,0,0,1,0,0,0,0,1,0,4,2,0,1166
286,"P.P. AMRATPUR RAGHUPUR R.N.-2",228,197,0,425,221,165,0,386,1,0,0,3,378,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,386
287,"J.H.S. AMRATPUR RAGHUPUR",314,248,0,562,295,212,0,507,1,0,0,2,501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,507
