"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR. ARVIND KUMAR SINGH","2 - ZAFAR ALAM","3 - BIJENDRA SINGH","4 - SATISH KUMAR","5 - AMITA SINGH JAT","6 - DURGESH CHANDRA GAUTAM","7 - DEVANAND","8 - PRADEEP KUMAR","9 - BADSHAH","10 - RAKESH CHANDRA RAWAT","11 - VINOD KUMAR BAGHEL","12 - MOHD. SABIR RAHI","13 - NATTHI LAL SHARMA","14 - SANJAY KUMAR","15 - None of the Above","Total Votes Secured"
184,"PRIMARY SCHOOL MEERPUR R.N 2",408,356,0,764,128,129,0,257,257,0,105,2,1,137,0,1,2,0,0,0,0,2,2,0,5,257
185,"PRIMARY SCHOOL GWALARA",582,507,0,1089,374,295,0,669,669,0,147,22,20,446,5,2,3,0,0,0,7,3,6,2,6,669
186,"PRIMARY SCHOOL BHAWANGARHI",598,517,0,1115,363,326,0,689,689,0,91,3,33,545,4,2,1,1,0,1,0,3,4,0,1,689
187,"PRIMARY SCHOOL KHEDA KHURD",707,580,0,1287,443,328,0,771,450,0,46,16,4,673,4,0,2,0,2,1,4,7,8,2,2,771
188,"PRIMARY SCHOOL NARAULI",351,310,0,661,273,211,0,484,252,0,224,1,1,248,0,2,1,0,0,0,1,1,1,1,3,484
189,"PRIMARY SCHOOL BHUTPURA",480,414,0,894,380,330,0,710,710,0,18,1,24,653,5,2,0,0,1,0,1,3,2,0,0,710
190,"PRIMARY SCHOOL UKHLANA",543,442,0,985,336,276,0,612,562,0,270,5,12,306,1,1,0,1,1,1,1,4,3,1,5,612
191,"PRIMARY SCHOOL UKHLANA R.N 2",557,466,0,1023,355,285,0,640,638,0,161,2,10,438,2,3,0,0,0,1,4,8,1,5,5,640
192,"SADHAN SAHKARI SAMITI SAFEDPURA",839,732,0,1571,587,573,0,1160,1160,0,185,2,15,913,3,1,3,2,1,0,1,14,11,0,9,1160
193,"PRIMARY SCHOOL KHEDA BUJURG",636,566,0,1202,371,316,0,687,687,0,252,9,23,378,5,1,2,1,1,0,1,3,4,1,6,687
194,"PRIMARY SCHOOL AHAK",516,453,1,970,298,235,0,533,530,0,223,37,28,227,1,3,1,1,0,1,0,0,5,3,3,533
195,"PRIMARY SCHOOL GOPALPUR",433,353,0,786,250,219,0,469,469,0,157,7,38,253,1,0,0,0,1,0,0,9,2,0,1,469
196,"PRIMARY SCHOOL PADKI",537,485,0,1022,305,307,0,612,612,0,249,0,9,331,2,2,0,0,0,0,5,10,4,0,0,612
197,"PRIMARY SCHOOL PADKA SULTANAPUR",427,332,0,759,234,191,0,425,425,0,200,1,8,206,3,0,0,0,0,0,1,1,2,2,1,425
198,"PRIMARY SCHOOL BAHRAMPUR",676,590,0,1266,332,337,0,669,669,0,160,240,9,242,4,3,0,0,0,0,0,0,5,2,4,669
199,"PRIMARY SCHOOL MUJAFFRA",556,493,0,1049,366,337,0,703,701,0,57,8,9,615,2,1,0,0,1,2,1,1,4,0,2,703
200,"PIRMARY SCHOOL SALEMPUR",488,447,0,935,325,296,0,621,621,0,85,15,26,467,2,4,0,0,1,0,2,4,6,2,7,621
201,"JUNIOR HIGH SCHOOL CHHALESAR",730,591,0,1321,348,318,0,666,660,0,392,41,21,190,2,3,1,0,0,0,3,0,2,0,11,666
202,"JUNIOR HIGH SCHOOL CHHALESAR R.N 2",655,601,0,1256,381,382,0,763,693,0,331,155,4,257,3,2,1,0,0,0,1,1,2,1,5,763
203,"AADRSH KISHAN VIDYALAY MAIMDI R.N 1",718,664,0,1382,459,463,0,922,921,0,54,19,10,807,0,4,0,3,0,2,6,9,5,1,2,922
204,"AADRSH KISHAN VIDHALAY MAIMDI R.N 2",416,362,0,778,277,260,0,537,333,0,310,2,4,212,0,1,0,0,0,0,1,2,2,0,3,537
205,"PRIMARY SCHOOL ISMAILPUR",780,662,0,1442,512,445,0,957,200,0,65,9,16,840,5,7,0,0,3,0,1,2,6,2,1,957
206,"PRIMARY SCHOOL AHRAULI",337,299,0,636,198,157,0,355,355,0,175,8,6,149,2,3,0,0,0,0,0,5,4,2,1,355
207,"PRIMARY SCHOOL BHAWAIN",326,320,0,646,260,242,0,502,200,0,56,1,8,426,2,1,1,0,0,0,1,4,1,0,1,502
208,"JUNIOR HIGH SCHOOL SIKARNA R.N 1",534,464,0,998,304,255,0,559,557,0,96,4,14,426,5,3,0,1,0,1,0,0,4,1,4,559
209,"JUNIOR HIGH SCHOOL SIKARNA R.N 2",439,396,3,838,318,278,0,596,593,0,8,1,12,558,2,1,0,0,0,1,1,8,0,1,3,596
210,"PRIMARY SCHOOL DHENKURA",487,433,0,920,401,343,0,744,448,0,37,4,5,679,8,3,0,1,0,0,2,3,2,0,0,744
211,"PRIMARY SCHOOL MAHMOODPUR",264,236,0,500,220,188,0,408,408,0,46,0,0,357,2,0,0,0,0,0,0,2,1,0,0,408
212,"PRIMARY SCHOOL KAJIMPUR",679,589,0,1268,405,357,0,762,730,0,84,6,7,647,2,1,2,0,0,0,1,2,7,0,3,762
213,"PRIMARY SCHOOL VEERPUR CHHABILGARHI R.N 1",469,416,1,886,284,225,0,509,509,0,172,37,49,225,4,5,0,1,0,0,0,4,5,2,5,509
214,"PRIMARY SCHOOL VEERPUR CHHABILGARHI R.N 2",590,524,0,1114,407,359,0,766,766,0,114,6,13,602,6,4,1,1,1,0,1,2,12,1,2,766
215,"PRIMARY SCHOOL SURAJPUR",549,485,0,1034,315,305,0,620,620,0,122,40,6,435,8,2,0,1,0,0,0,0,3,0,3,620
216,"PRIMARY SCHOOL GODHA R.N 1",456,396,0,852,300,242,0,542,540,0,103,190,4,215,2,6,0,0,0,0,2,3,5,3,9,542
217,"PRIMARY SCHOOL GODHA R.N 2",532,456,0,988,281,230,0,511,500,0,69,54,28,343,1,2,0,0,0,0,1,4,4,2,3,511
218,"PRIMARY SCHOOL GODHA R.N 3",735,642,0,1377,411,360,0,771,763,0,435,28,47,254,0,0,1,2,0,1,0,1,1,0,1,771
219,"PRIMARY SCHOOL SHIKARGARHI",327,289,0,616,204,156,0,360,349,0,181,5,1,168,0,0,0,0,0,0,0,2,2,0,1,360
220,"PRIMARY SCHOOL KALIYANPUR",522,456,0,978,303,254,0,557,91,0,89,5,138,316,4,0,0,0,0,0,1,1,1,1,1,557
221,"PRIMARY SCHOOL KALIYANPUR",479,420,1,900,280,252,0,532,400,0,154,1,18,347,1,0,0,0,0,0,1,0,0,2,8,532
222,"PRIMARY SCHOOL KANAURA",449,397,0,846,285,257,0,542,300,0,204,20,76,217,2,0,0,0,2,1,4,10,2,0,4,542
223,"PRIMARY SCHOOL KRAPARAMPUR",417,376,0,793,290,276,0,566,566,0,120,6,8,404,4,0,1,2,0,0,4,9,2,1,5,566
224,"PRIMARY SCHOOL MAWAN",327,300,0,627,165,138,0,303,197,0,143,2,5,148,1,1,0,0,0,0,0,0,0,0,3,303
225,"PRIMARY SCHOOL TAKIPUR",276,240,0,516,183,168,0,351,217,0,230,15,7,92,0,0,0,0,0,0,0,1,0,1,5,351
226,"JUNIOR HIGH SCHOOL BARAULA JAFRABAD R.N 1",471,407,0,878,330,250,0,580,580,0,148,14,27,371,2,0,1,0,0,0,1,10,4,0,2,580
227,"JUNIOR HIGH SCHOOL BARAULA JAFRABAD R.N 2",515,427,0,942,340,268,0,608,297,0,310,6,6,267,3,0,0,0,0,1,0,7,2,2,4,608
228,"प्रा0 स्कूल बरौला जाफराबाद	PRIMARY SCHOOL BARAULA JAFRABAD",851,748,0,1599,547,464,0,1011,397,0,168,302,25,480,10,4,0,1,0,0,1,7,4,3,6,1011
229,"जू0हा0स्कूल मंजूरगढी	JUNIOR HIGH SCHOOL MANJUGARHI",803,680,0,1483,597,397,0,994,432,0,22,110,41,779,8,5,0,0,1,0,4,12,9,2,1,994
230,"PRIMARY SCHOOL MANJUGARHI R.N 1",761,651,0,1412,486,377,0,863,421,0,119,463,33,207,1,2,0,1,2,2,0,14,5,4,10,863
231,"PRIMARY SCHOOL MANJURGARHI R.N 2",619,562,0,1181,402,346,0,748,224,0,315,111,17,280,2,0,1,0,1,0,0,9,4,1,7,748
232,"PRIMARY SCHOOL MANJURGARHI R.N 3",782,627,0,1409,501,361,0,862,862,0,197,464,35,144,2,0,0,1,0,1,0,7,1,4,6,862
233,"PRIMARY SCHOOL  RAMGARH PANJUPUR R.N 1",476,410,0,886,382,286,0,668,329,0,12,3,22,623,0,0,0,0,0,0,0,2,3,0,3,668
234,"PRIMARY SCHOOL  RAMGARH PANJUPUR R.N 2",422,401,0,823,325,290,0,615,319,0,15,9,11,559,3,2,0,1,1,0,1,1,5,3,4,615
235,"PRIMARY SCHOOL NAGLA KILA R.N 1",567,500,1,1068,416,337,0,753,750,0,18,128,55,517,2,3,0,1,0,0,2,10,8,1,8,753
236,"PRIMARY SCHOOL NAGLA KILA R.N 2",727,682,3,1412,459,378,0,837,833,0,10,700,71,34,4,0,1,0,0,1,1,7,1,2,5,837
237,"PRIMARY SCHOOL NAGLA PATWARI MAJRA RAMGARH PANJUPUR R.N 1",620,512,1,1133,348,253,0,601,306,0,99,433,41,9,0,0,0,0,1,1,2,6,0,3,6,601
238,"PRIMARY SCHOOL NAGLA PATWARI MAJRA RAMGARH PANJUPUR R.N 2",533,468,0,1001,288,242,0,530,306,0,32,448,28,2,0,0,0,0,1,0,2,8,1,2,6,530
239,"CITY PUBLIC SCHOOL NAGLA PATWARI MAJRA RAMGARH PANJUPUR R.N 1",712,586,1,1299,423,320,0,743,329,0,31,632,52,14,1,0,0,0,0,0,0,5,0,0,8,743
240,"CITY PUBLIC SCHOOL NAGLA PATWARI MAJRA RAMGARH R.N 2",565,504,0,1069,364,252,0,616,436,0,17,534,42,0,0,0,0,0,0,0,0,21,2,0,0,616
241,"CITY PUBLIC SCHOOL NAGLA PATWARI MAJRA RAMGARH PANJUPUR R.N 3",689,606,0,1295,328,248,0,576,576,0,31,500,34,0,2,2,1,0,1,0,0,2,0,0,3,576
242,"CITY PUBLIC SCHOOL NAGLA PATWARI MAJRA RAMGARH PANJUPUR R.N 4",780,643,1,1424,372,240,0,612,600,0,44,504,35,4,3,0,1,0,1,0,0,3,0,8,9,612
243,"CITY PUBLIC SCHOOL NAGLA PATWARI MAJRA RAMGARH PANJUPUR R.N 5",631,544,0,1175,327,221,0,548,548,0,20,493,21,2,0,1,0,0,0,0,0,3,3,1,4,548
244,"CITY PUBLIC SCHOOL NAGLA PATWARI MAJRA RAMGARH PANJUPUR R.N 6",714,562,0,1276,341,244,0,585,565,0,42,500,32,3,0,0,0,0,0,0,1,4,1,1,1,585
245,"PRIMARY SCHOLL SIKANDARAPUR CHHERAT",451,403,0,854,325,276,0,601,43,0,75,22,39,446,0,3,0,0,1,1,1,8,2,0,3,601
246,"PRIMARY SCHOOL BARHETI R.N 1",846,736,2,1584,678,537,0,1215,950,0,93,73,26,965,4,6,2,0,2,1,6,14,6,3,14,1215
247,"PRIMARY SCHOOL BARHETI R.N 2",452,429,3,884,338,307,0,645,645,0,115,51,12,458,1,2,0,0,0,0,0,0,5,0,1,645
248,"PRIMARY SCHOOL MAHESHPUR",874,730,3,1607,553,461,0,1014,854,0,67,481,47,384,1,5,0,2,0,0,2,19,2,1,3,1014
249,"PRIMARY SCHOOL DEVSAINI R.N 1",931,785,1,1717,601,494,0,1095,1094,0,102,113,78,730,7,9,3,3,3,2,1,9,16,5,14,1095
250,"PRIMARY SCHOOL DEVSAINI R.N 2",895,759,0,1654,550,441,0,991,991,0,504,26,47,388,4,4,0,1,0,0,1,3,4,1,8,991
251,"PRIMARY SCHOOL CHILKAURA R.N 1",603,532,0,1135,428,357,0,785,702,0,233,74,17,417,5,7,0,1,0,2,4,9,6,2,8,785
252,"PRIMARY SCHOOL CHILKAURA R.N 2",576,522,0,1098,339,297,0,636,624,0,263,258,20,68,3,1,0,0,1,0,2,6,0,3,11,636
253,"PANCHAYATGHAR TALASPUR KALA",855,732,0,1587,591,429,0,1020,1020,0,319,11,9,605,6,8,2,0,1,3,6,8,18,8,16,1020
254,"PRIMARY SCHOOL TALASPUR KALA R.N 1",575,522,0,1097,325,292,0,617,617,0,75,16,22,483,2,3,1,0,1,0,2,8,1,3,0,617
255,"PRIMARY SCHOOL TALASPUR KALA R.N 2",625,541,1,1167,349,278,0,627,626,0,81,11,20,509,0,0,0,0,0,0,0,5,0,0,1,627
256,"PRIMARY SCHOOL SUKHRAWALI",627,488,0,1115,465,309,0,774,774,0,85,121,25,520,4,1,0,0,0,3,1,4,6,1,3,774
257,"KANYA PRIMARY SCHOOL  (HARDUAGANJ)",659,564,0,1223,508,390,0,898,897,0,130,19,18,684,1,7,0,0,0,2,1,9,9,4,14,898
258,"KANYA PRIMARY SCHOOL BOHRAN (HARDUAGANJ)",744,659,0,1403,616,439,0,1055,1017,0,119,50,15,842,2,2,0,0,4,1,0,7,3,2,8,1055
259,"AGARSEN INTER COLLEGE HARDUAGANJ R.N 1",502,429,0,931,288,224,0,512,480,0,183,43,20,242,1,3,2,0,0,0,3,5,3,1,6,512
260,"AGARSEN INTER COLLEGE HARDUAGANJ R.N 2",440,410,0,850,223,210,0,433,401,0,137,100,15,166,3,1,0,0,0,0,0,4,3,0,4,433
261,"AGARSEN INTER COLLEGE HARDUAGANJ R.N 3",618,533,0,1151,402,365,0,767,450,0,117,300,21,308,2,3,1,0,0,0,0,6,0,2,7,767
262,"AGARSEN INTER COLLEGE HARDUAGANJ R.N 4",566,493,0,1059,389,328,0,717,709,0,107,398,6,179,2,2,0,1,0,0,0,1,6,4,11,717
263,"AGARSEN INTER COLLEGE HARDUAGANJ R.N 5",554,494,0,1048,381,308,0,689,686,0,123,261,8,275,1,3,1,0,1,0,2,0,4,5,5,689
264,"AGARSEN INTER COLLEGE HARDUAGANJ R.N 6",712,636,0,1348,454,384,0,838,838,0,98,55,15,631,6,7,0,0,2,0,2,6,11,3,2,838
265,"AGARSEN INTER COLLEGE HARDUAGANJ R.N 7",497,441,1,939,271,281,0,552,552,0,457,5,15,48,4,1,0,2,0,0,3,2,4,2,9,552
266,"PRIMARY SCHOOL NAYA BANS NARENDRAGARHI",511,459,0,970,389,357,0,746,746,0,375,69,14,270,2,1,1,1,0,1,0,3,2,0,7,746
267,"JUNIOR HIGH SCHOOL IBRAHIMABAD",489,426,0,915,318,386,0,704,622,0,303,35,2,353,3,1,0,0,0,0,1,1,3,0,2,704
268,"PRIMARY SCHOOL KONDRA",509,465,0,974,425,374,0,799,797,0,330,2,14,424,3,4,0,0,0,0,1,2,9,1,9,799
269,"PRIMARY SCHOOL DHASNNA",539,487,0,1026,383,354,0,737,479,0,319,9,10,374,2,1,0,1,0,0,1,3,3,1,13,737
270,"SAMUDAYIK VIKAS KENDRA HARDUA",734,610,0,1344,436,355,0,791,791,0,316,47,10,389,2,1,3,0,2,1,4,5,6,1,4,791
271,"PRIMARY SCHOOL JHANGIRABAD HARDUAGANJ R.N2",333,262,0,595,219,171,0,390,389,0,121,1,3,243,1,2,0,0,1,0,0,10,3,1,4,390
272,"PRIMARY SCHOOL AAZMABAD MACHHUA R.N 1",660,537,0,1197,396,302,0,698,698,0,91,36,12,548,1,2,0,0,0,1,0,3,0,1,3,698
273,"PRIMARY SCHOOL AAZMABAD MACHHUA R.N 2",605,505,0,1110,372,260,0,632,632,0,365,167,9,75,1,1,0,0,1,0,0,2,3,1,7,632
274,"PRIMARY SCHOOL SAMASTPUR MACHUA",756,653,0,1409,489,406,0,895,891,0,333,20,18,479,5,5,0,3,1,1,1,9,6,5,9,895
275,"JUNIOR HIGH SCHOOL CHHIDAWALI R.N 1",528,447,0,975,283,246,0,529,520,0,189,5,2,309,4,2,0,0,1,0,1,5,3,1,7,529
276,"JUNIOR HIGH SCHOOL CHHIDAWALI R.N 2",526,464,0,990,308,244,0,552,552,0,304,33,3,201,0,3,0,0,1,0,0,3,1,1,2,552
277,"PRIMARY SCHOOL BARANADI R.N 1",419,372,0,791,254,225,0,479,473,0,136,85,6,241,1,0,1,0,0,1,0,3,2,1,2,479
278,"PRIMARY SCHOOL BARANADI R.N 2",534,453,0,987,244,201,0,445,445,0,257,21,5,138,3,2,1,1,1,0,1,0,4,0,11,445
279,"PRIMARY SCHOOL SILLA R.N 1",483,424,0,907,300,222,0,522,522,0,135,68,19,286,3,3,0,0,0,0,0,5,2,0,1,522
280,"PRIMARY SCHOOL SILLA R.N 2",534,445,0,979,309,279,0,588,579,0,264,226,3,90,2,0,0,0,1,0,1,0,0,0,1,588
281,"प्रा0 स्कूल विसावनपुर	PRIMARY SCHOOL WISAWANPUR",577,515,0,1092,290,280,0,570,567,0,311,125,38,74,4,1,2,1,2,0,1,2,1,0,8,570
282,"PRIMARY SCHOOL NAGAULA R.N 1",870,781,0,1651,548,454,0,1002,1001,0,177,39,21,731,5,7,1,1,0,2,0,8,4,1,5,1002
283,"PRIMARY SCHOOL NAGAULA R.N 2",780,659,0,1439,477,405,0,882,880,0,620,29,6,203,0,3,1,3,0,0,0,2,5,2,8,882
284,"PRIMARY SCHOOL RAMPUR R.N 1",471,411,0,882,322,254,0,576,500,0,388,5,34,131,2,1,0,2,2,0,1,3,1,0,6,576
285,"PRIMARY SCHOOL RAMPUR R.N 2",452,401,1,854,279,210,0,489,487,0,221,11,42,193,2,3,0,0,0,0,1,5,2,1,8,489
286,"PRIMARY SCHOOL RAMPUR R.N 3",504,445,0,949,332,272,0,604,460,0,64,3,48,448,4,7,2,0,0,0,1,10,10,0,7,604
287,"PRIMARY SCHOOL RAMPUR R.N 4",553,455,0,1008,309,240,0,549,125,0,50,6,46,409,4,4,0,1,0,1,1,17,6,2,2,549
288,"JUNIOR HIGH SCHOOL JAWAN SIKANDARPUR R.N 1",842,712,0,1554,573,469,0,1042,1032,0,434,171,17,388,1,2,1,0,0,1,1,10,3,1,12,1042
289,"JUNIOR HIGH SCHOOL JAWAN SIKANDARPUR R.N 2",364,318,0,682,277,224,0,501,489,0,118,79,8,281,4,2,0,0,0,0,1,3,3,1,1,501
290,"PRIMARY SCHOOL NAGLA BANJARA R.N 1",311,291,0,602,199,225,0,424,315,0,142,8,4,235,3,3,1,0,0,4,4,8,4,1,7,424
291,"JUNIOR HIGH SCHOOL JAWAN SIKANDARPUR R.N 3",496,422,0,918,324,240,0,564,222,0,175,59,11,305,3,2,1,0,0,0,0,0,4,3,1,564
292,"JUNIOR HIGH SCHOOL JAWAN SIKANDARPUR R.N 4",703,578,0,1281,460,371,0,831,831,0,468,72,26,237,5,3,0,1,0,0,4,7,1,3,4,831
293,"PRIMARY SCHOOL CHHOTA JAWAN",641,546,0,1187,385,370,0,755,755,0,377,5,63,293,0,2,0,0,0,0,2,5,2,3,3,755
294,"PRIMARY SCHOOL WAJIDPUR",520,438,0,958,337,322,0,659,640,0,334,8,37,264,4,1,1,0,0,0,0,7,0,0,3,659
295,"PRIMARY PATHSHALA SUNAMAI R. N.1",245,214,0,459,158,133,0,291,150,0,265,3,1,13,0,2,1,0,0,0,1,0,1,0,4,291
296,"PRIMARY SCHOOL NAGLA DHAK",508,447,0,955,313,332,0,645,642,0,243,27,8,323,4,2,1,0,1,0,3,16,5,2,10,645
297,"PRIMARY SCHOOL PATHSHALA SUNAMAI R.N 2",532,462,0,994,293,263,0,556,400,0,257,44,18,216,7,0,4,0,2,0,0,2,2,1,3,556
298,"PRIMARY SCHOOL PATHSHALA SUNAMAI R.N 3",424,370,2,796,264,255,0,519,505,0,102,85,35,275,3,2,0,0,0,0,3,5,4,2,3,519
299,"PRIMARY SCHOOL FARIDPUR",725,625,0,1350,426,346,0,772,753,0,296,81,24,349,1,1,0,0,0,0,3,4,5,0,8,772
300,"PRIMARY SCHOOL POHINA R.N 1",312,268,0,580,186,128,0,314,314,0,24,0,8,271,4,3,0,0,0,0,0,0,1,2,1,314
301,"PRIMARY SCHOOL POHINA R.N.2",369,323,0,692,247,187,0,434,432,0,106,3,8,310,1,1,0,0,0,0,0,0,3,1,1,434
302,"PRIMARY SCHOOL HAIWATPUR SIYA",838,740,0,1578,648,556,0,1204,1167,0,196,35,45,879,11,4,4,0,0,1,0,20,6,2,1,1204
303,"PRIMARY SCHOOL KASTALI WAISH R.N 1",632,563,0,1195,436,319,0,755,755,0,202,16,15,490,5,3,1,1,0,0,0,7,6,4,5,755
304,"PRIMARY SCHOOL KASTALI WAISH R.N 2",662,572,0,1234,456,328,0,784,90,0,199,33,23,515,1,3,0,1,0,0,0,2,5,1,1,784
305,"PRIMARY SCHOOL PALA MAJRA KASTLI WAISH",833,727,0,1560,504,441,0,945,942,0,397,10,33,487,3,2,0,2,0,0,2,4,3,1,1,945
306,"PRIMARY SCHOOL TALIBNAGAR R.N 1",786,655,1,1442,528,458,0,986,3,0,655,29,10,270,1,0,0,0,1,1,1,6,4,1,7,986
307,"PRIMARY SCHOOL TALIBNAGAR R.N 2",808,664,0,1472,475,381,0,856,850,0,356,129,22,310,5,5,0,1,3,1,2,3,5,1,13,856
308,"JUNIOR HIGH SCHOOL TALIBNAGAR",426,370,0,796,253,202,0,455,410,0,28,27,23,365,1,1,1,0,0,1,0,2,5,0,1,455
309,"PRIMARY SCHOOL BAHADURPUR",503,409,0,912,336,296,0,632,368,0,16,2,5,589,2,3,2,0,0,0,2,3,7,0,1,632
310,"PRIMARY SCHOOL KHUSHALGARHI",794,685,0,1479,540,489,0,1029,871,0,93,32,11,842,6,5,1,1,1,0,9,7,10,3,8,1029
311,"PRIMARY SCHOOL LUHARA",367,326,0,693,261,225,0,486,51,0,215,9,9,228,1,1,0,1,0,0,0,16,3,0,3,486
312,"PRIMARY SCHOOL KASIMPUR POWER HOUSE R.N 1",296,249,0,545,127,118,0,245,26,0,35,11,30,153,1,0,0,0,0,1,0,12,0,0,2,245
313,"PRIMARY SCHOOL KASIMPUR POWER HOUSE R.N 2",363,317,0,680,143,119,0,262,22,0,32,7,27,173,0,2,1,0,0,0,0,16,0,1,3,262
314,"PRIMARY SCHOOL KASIMPUR POWER HOUSE R.N 3",237,214,0,451,136,116,0,252,252,0,36,35,32,135,1,1,0,0,0,0,1,11,0,0,0,252
315,"KANYA INTER COLLEGE KASIMPUR POWER HOUSE R.N 1",266,235,0,501,94,80,0,174,174,0,39,14,23,76,0,0,0,0,0,1,0,16,0,0,5,174
316,"KANYA INTER COLLEGE KASIMPUR POWER HOUSE R.N 2",256,212,1,469,101,73,0,174,15,0,31,23,23,83,1,1,0,0,0,1,0,9,0,0,2,174
317,"KANYA INTER COLLEGE KASIMPUR POWER HOUSE R.N 3",303,284,0,587,138,132,0,270,269,0,43,17,47,133,0,2,0,0,0,0,1,20,3,1,3,270
318,"G S S INTER COLLEGE KASIMPUR POWER HOUSE R.N 1",328,282,0,610,124,92,0,216,216,0,32,6,40,118,0,0,0,0,0,0,1,17,0,0,2,216
319,"G S S INTER COLLEGE KASIMPUR POWER HOUSE R.N 2",158,162,0,320,45,42,0,87,87,0,23,7,7,38,0,0,0,0,1,0,0,10,0,0,1,87
320,"PRIMARY SCHOOL KASIMPUR DEHAT",829,726,0,1555,514,366,0,880,270,0,367,43,22,418,3,2,0,0,0,2,0,4,5,3,11,880
321,"PRIMARY SCHOOL CHAOOPUR",525,470,0,995,343,255,0,598,196,0,300,0,88,191,0,4,2,0,0,1,1,2,2,2,5,598
322,"PRIMARY SCHOOL JARAUTHI",735,652,0,1387,529,462,0,991,209,0,393,7,21,532,7,4,1,1,2,0,0,11,7,0,5,991
323,"PRIMARY SCHOOL BHEEMGARHI",580,510,0,1090,367,330,0,697,695,0,379,5,2,294,3,3,1,0,1,0,0,4,1,0,4,697
324,"PRIMARY SCHOOL BARAUTHA R.N 1",792,686,0,1478,552,434,0,986,980,0,255,287,30,384,6,1,1,2,3,0,2,1,5,5,4,986
325,"PRIMARY SCHOOL BARAUTHA R.N 2",311,268,0,579,223,178,0,401,386,0,97,13,9,267,5,1,0,0,1,0,1,2,0,0,5,401
326,"PRIMARY SCHOOL CHAUGANPUR R.N 1",610,534,0,1144,379,284,0,663,635,0,265,0,10,363,1,3,0,0,0,1,3,2,4,1,10,663
327,"PRIMARY SCHOOL SHAHPUR R.N 1",554,479,0,1033,384,299,0,683,268,0,64,3,29,559,1,4,1,1,0,0,3,7,8,1,2,683
328,"PRIMARY SCHOOL SHAHPUR R.N 2",268,221,0,489,158,116,0,274,272,0,216,3,2,43,1,0,0,1,2,0,0,1,0,0,5,274
329,"PRIMARY SCHOOL AURANGABAD",400,316,0,716,248,222,0,470,470,0,365,3,2,90,0,1,0,0,0,0,0,3,0,1,5,470
330,"PRIMARY SCHOOL MORTHAL R.N 1",469,381,0,850,348,243,0,591,588,0,209,51,42,281,2,2,0,2,0,0,0,0,1,0,1,591
331,"PRIMARY SCHOOL MORTHAL R.N 2",466,381,1,848,326,261,0,587,536,0,172,61,21,320,2,1,1,0,3,0,1,1,3,1,0,587
332,"PRIMARY SCHOOL JATPURA",707,627,0,1334,525,505,0,1030,766,0,526,8,20,431,3,3,2,0,1,1,0,19,5,2,9,1030
333,"PRIMARY SCHOOL SAATHA R.N 1",833,724,0,1557,556,509,0,1065,1064,0,433,31,45,503,7,3,1,2,1,3,1,11,6,5,13,1065
334,"PRIMARY SCHOOL SAATHA R.N 2",688,599,0,1287,499,412,0,911,400,0,432,10,12,426,4,2,1,0,0,1,1,8,7,0,7,911
335,"PRIMARY SCHOOL NAGLA MEERPUR",338,286,0,624,242,221,0,463,449,0,424,5,0,26,0,0,0,0,0,0,2,0,1,0,5,463
336,"BAL VIDYA MANDIR SAATHA CHINI MIL",231,175,0,406,120,99,0,219,184,0,34,6,31,143,1,0,0,0,0,0,1,1,2,0,0,219
337,"PRIMARY SCHOOL KHERUPURA",384,351,0,735,291,219,0,510,480,0,128,2,13,341,3,3,0,0,0,1,7,2,7,1,2,510
338,"PRIMARY SCHOOL SAPERA BHANPUR R.N 1",442,402,0,844,318,295,0,613,410,0,324,79,17,174,2,0,0,1,0,1,0,2,4,2,7,613
339,"PRIMARY SCHOOL SAPERA BHANPUR R.N 2",482,399,0,881,332,260,0,592,97,0,137,40,41,362,3,0,0,1,0,0,0,0,1,0,7,592
340,"PRIMARY SCHOOL SAPERA BHANPUR R.N 3",438,379,0,817,339,256,0,595,595,0,191,340,16,42,0,0,0,0,0,0,0,1,0,3,2,595
341,"PRIMARY SCHOOL KIDHARA",595,555,0,1150,462,394,0,856,856,0,392,2,23,407,1,5,0,1,1,0,5,4,3,1,11,856
342,"PRIMARY PATHSHALA SUDHIYAL",457,397,0,854,323,292,0,615,612,0,196,4,6,377,2,3,1,1,1,1,2,5,7,0,9,615
343,"PRIMARY SCHOOL CHHERAT R.N 1",623,545,0,1168,474,345,0,819,400,0,561,29,12,191,2,1,0,1,0,1,1,2,5,0,13,819
344,"PRIMARY SCHOOL CHHERAT R.N 2",925,746,0,1671,641,481,0,1122,337,0,596,33,14,462,0,3,0,0,0,1,1,0,1,4,7,1122
345,"PRIMARY SCHOOL AZAD NAGAR",305,266,0,571,207,183,0,390,42,0,186,2,3,188,3,1,0,1,0,0,1,1,4,0,0,390
346,"PRIMARY SCHOOL CHANDOKHA",331,281,0,612,262,207,0,469,361,0,242,26,3,184,1,2,0,1,1,0,2,0,3,0,4,469
347,"PRIMARY SCHOOL SIYA KHAS",679,598,0,1277,468,412,0,880,877,0,361,7,36,427,4,1,0,1,1,1,2,6,11,5,17,880
348,"PRIMARY SCHOOL MIRJAPUR SIYA",490,456,0,946,382,261,0,643,240,0,202,338,6,86,4,0,2,0,0,0,0,0,1,2,2,643
