"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKHILESH","2 - KASHI NATH SHUKLA","3 - PANKAJ","4 - HARSH VARDHAN","5 - ARAT KHARVAR","6 - KAVILAS","7 - MUMMATAJ","8 - MANGAL LAL","9 - PASHUPATI NATH GUPTA","10 - RADHEYSHYAM","11 - RAMSAMUJH","12 - VIMLESH TRIPATHI","13 - SHIVCHARAN","14 - SHREE AKHILESH KUMAR","15 - AJAYDHAR","16 - ANIL KUMAR SHAHANI","17 - GOVIND DAS","18 - TEJ PRATAP","19 - DAYARAM NISHAD","20 - DINESH KUMAR","21 - DINANATH","22 - RAKESH KUMAR GIRI","23 - RAKESH KUMAR GUPTA","24 - None of the Above","Total Votes Secured"
137,"PRIMARY VIDYALAY HARAIA",403,354,0,757,246,227,0,473,473,0,52,229,152,20,2,0,1,0,1,0,1,1,3,0,0,2,1,0,1,0,2,4,0,1,473
138,"PRIMARY VIDYALAY PEEPRAKHALLI",726,565,0,1291,435,324,0,759,744,0,193,233,181,31,3,3,0,1,3,1,5,1,1,4,3,12,12,22,8,8,10,9,6,9,759
139,"PRIMARY VIDYALAY DHANUADEEH",281,221,0,502,184,140,0,324,319,0,80,111,110,12,1,0,0,0,0,0,3,0,2,1,2,2,0,0,0,0,0,0,0,0,324
140,"PRIMARY VIDYALAY MAHUAWA URF MAHUI NORTH",568,457,0,1025,400,278,0,678,678,0,57,352,108,37,5,1,1,0,1,4,5,74,0,4,5,6,5,3,0,5,1,1,0,3,678
141,"PRIMARY VIDYALAY MAHUAWA URF MAHUI SOUTH",491,399,0,890,284,228,0,512,512,0,59,258,98,23,1,1,2,0,1,3,6,33,1,1,4,13,1,2,0,0,0,2,1,2,512
142,"PRIMARY VIDYALAY PRASAKHAD",563,491,0,1054,296,316,0,612,594,0,20,280,275,13,2,0,0,0,0,0,1,1,0,8,0,3,0,3,3,0,0,0,1,2,612
143,"PRIMARY VIDYALAY PARSIAKHURD",465,405,0,870,241,265,0,506,506,0,127,116,136,107,1,0,1,0,1,0,1,2,0,2,1,2,1,2,1,1,0,1,1,2,506
144,"P.V. CHAUTARWA",643,475,0,1118,304,272,0,576,576,0,176,95,106,147,6,0,3,3,8,2,3,2,1,3,1,6,2,2,1,0,1,2,3,3,576
145,"PRIMARY VIDYALAY PEEPARA NORTH",612,526,0,1138,327,336,0,663,606,0,207,118,272,24,0,1,1,0,1,1,5,3,2,3,5,11,1,0,1,0,0,2,3,2,663
146,"PRIMARY VIDYALAY PEEPARA SOUTH",451,361,0,812,291,262,0,553,553,0,76,308,112,8,2,2,1,0,1,0,6,1,2,7,2,12,2,4,1,0,2,0,2,2,553
147,"PRIMARY VIDYALAY SONBARASA",565,429,0,994,362,326,0,688,688,0,81,371,151,45,1,0,1,4,1,0,2,0,2,0,3,8,0,3,4,2,1,0,3,5,688
148,"PRIMARY VIDYALAY JHUNUA",562,480,0,1042,328,285,0,613,590,0,90,131,255,92,0,0,0,0,2,4,0,1,1,2,2,5,9,3,8,3,1,1,2,1,613
149,"PRIMARY VIDYALAYRUNUA",483,378,0,861,267,330,0,597,597,0,282,108,134,30,2,0,1,4,1,4,0,1,1,3,3,10,5,4,0,0,0,0,0,4,597
150,"PRIMAY VIDYALAY KHAHURIA",803,636,0,1439,501,462,0,963,963,0,253,384,160,119,5,0,2,1,3,0,6,0,1,6,7,5,1,2,1,1,1,1,2,2,963
151,"PRIMARY VIDYALAY MAHADEVA",567,448,0,1015,348,264,0,612,605,0,158,141,271,22,0,1,2,2,1,0,0,0,1,2,0,1,1,1,4,0,0,3,1,0,612
152,"PRIMARY VIDYALAY GOPALAPUR",420,333,0,753,258,231,0,489,485,0,189,137,136,11,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,3,3,0,1,489
153,"PRIMARY VIDYALAY MADHWAPUR",499,454,0,953,266,300,0,566,566,0,81,153,200,47,1,1,1,2,2,3,4,3,13,3,5,20,7,7,4,3,2,0,1,3,566
154,"PRIMARY VIDYALAY PARSABENI EAST",388,355,0,743,219,256,0,475,475,0,82,193,120,40,2,2,0,0,0,1,1,1,3,3,3,11,5,1,0,1,0,3,2,1,475
155,"PRIMARY VIDYALAY PARSABENI",476,351,0,827,243,237,0,480,480,0,190,130,104,38,1,1,0,0,0,0,0,2,0,0,1,2,3,3,2,0,0,0,2,1,480
156,"PRIMARY VIDYALAY PARSABENI WEST",389,330,0,719,230,203,0,433,428,0,123,148,88,48,1,1,1,1,2,1,3,1,0,1,1,3,2,1,0,2,0,0,2,3,433
157,"PRIMARY VIDYALAY ODAWALIA",352,269,0,621,150,191,0,341,341,0,56,69,192,6,1,1,0,0,0,0,0,0,0,2,0,5,2,2,3,0,1,1,0,0,341
158,"PRIMARY VIDYALAY SEKHUI",762,667,0,1429,440,394,0,834,834,0,154,181,347,61,6,1,0,0,1,1,3,1,2,3,4,14,12,11,4,4,3,0,13,8,834
159,"PRIMARY VIDYALAY BAJARDEEH ROOM NO 1",622,532,0,1154,374,359,0,733,733,0,124,158,307,56,2,0,2,2,1,3,6,4,7,6,2,13,3,7,2,2,3,3,7,13,733
160,"PRIMARY VIDYALAY BAJARDEEH ROOM NO 2",352,290,0,642,222,183,0,405,405,0,82,111,144,45,2,1,1,0,1,0,1,1,2,3,0,1,3,2,2,0,2,1,0,0,405
161,"P.V. BANKATI",912,719,0,1631,469,399,0,868,868,0,207,164,367,50,6,3,2,4,2,4,9,2,3,9,4,14,4,2,3,2,4,1,0,2,868
162,"P.V. PARASA MAHANTH",589,485,0,1074,359,270,0,629,629,0,111,229,227,16,4,1,2,3,5,3,3,0,4,5,2,3,2,2,1,1,0,1,2,2,629
163,"P.V. PIPARAVISHAMBHARAPUR 2",394,375,0,769,229,236,0,465,465,0,34,137,138,138,4,0,0,0,2,1,2,1,1,2,1,0,1,0,1,1,0,0,0,1,465
164,"P.V. PIPARA BISAMBHARAPUR",436,354,0,790,208,216,0,424,424,0,172,128,36,51,4,0,1,0,1,2,4,2,0,2,1,13,1,1,0,1,1,0,3,0,424
165,"P.V. JANGAL JOGIYABARI",609,545,0,1154,400,359,0,759,759,0,30,73,97,479,1,8,2,0,1,1,2,2,1,6,4,24,2,0,2,5,1,2,7,9,759
166,"P.V. BADAHARADEVI CHARAN",544,458,0,1002,345,305,0,650,649,0,148,284,166,22,2,1,0,1,2,0,2,2,2,2,1,9,1,0,1,0,0,1,0,3,650
167,"P.V. GOPALAPUR EAST",497,379,0,876,278,247,0,525,495,0,240,53,172,34,2,2,3,0,2,1,1,1,0,4,0,3,2,1,2,0,0,0,0,2,525
168,"P. V. GOPALAPUR WEST",485,393,0,878,288,251,0,539,539,0,235,55,179,47,2,0,4,0,2,1,2,0,0,2,0,5,0,3,0,0,0,0,0,2,539
169,"PRIMARY VIDYALAY SEMRADARI",265,213,0,478,170,154,0,324,324,0,17,202,55,28,1,1,0,0,0,0,2,1,1,0,0,1,2,7,2,0,0,0,1,3,324
170,"PRIMARY VIDYALAY ALHADIA MAHADEVA",612,529,0,1141,393,356,0,749,698,0,122,156,169,244,10,1,1,0,4,4,3,2,0,1,3,10,3,3,0,3,0,0,3,7,749
171,"PRIMARY VIDYALAY KAMAHARIA KHURD",840,674,1,1515,490,378,0,868,868,0,153,178,414,83,4,2,2,1,3,2,8,1,1,1,0,2,3,3,0,1,0,2,2,2,868
172,"PRIMARY VIDYALAY MATHURA NAGAR NORTH",627,499,0,1126,318,228,0,546,546,0,51,73,305,80,3,0,1,0,3,3,1,2,3,1,1,4,1,3,1,2,1,2,1,4,546
173,"PANCHAYAT BHAWAM MATHURA NAGAR NORTH",551,463,0,1014,325,253,0,578,575,0,77,231,187,24,1,0,0,1,5,2,1,2,1,2,3,12,5,4,6,3,2,1,2,6,578
174,"PANCHAYAT BHAWAM MATHURA NAGAR SOUTH",236,183,1,420,96,59,0,155,130,0,41,20,84,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,155
175,"PRIMARY VIDYALAY MATHURA NAGAR EXTRA ROOM",381,332,0,713,227,188,0,415,415,0,53,113,191,35,0,0,2,1,2,0,1,0,0,2,1,8,2,1,2,0,0,0,0,1,415
176,"PRIMARY VIDYALAY MATHURA NAGAR EXTRA ROOM",543,459,0,1002,248,206,0,454,451,0,142,93,171,29,1,0,0,1,2,1,1,0,2,0,3,4,2,0,1,0,0,1,0,0,454
177,"PRIMARY VIDYALAY MATHURA NAGAR NEW",602,463,1,1066,308,260,0,568,557,0,33,155,313,28,2,1,0,0,2,0,1,2,1,0,4,0,1,8,5,2,2,2,2,4,568
178,"PRIMARY VIDYALAY MATHURA NAGAR NEW SOUTH",1382,1148,0,2530,583,489,0,1072,1059,0,68,114,577,157,8,5,4,2,6,6,7,2,14,11,5,40,4,8,9,5,7,4,0,9,1072
179,"JUNIAR HIGH SCHOOL ANANDNAGAR ROOM NO 1",424,363,0,787,254,225,0,479,450,0,87,57,266,54,1,1,1,0,3,0,0,0,0,0,0,0,2,0,1,1,0,0,1,4,479
180,"JUNIAR HIGH SCHOOL ANANDNAGAR ROOM NO 2",393,331,0,724,235,212,0,447,400,0,173,88,141,34,1,0,4,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,447
181,"JUNIAR HIGH SCHOOL ANANDNAGAR ROOM NO 3",694,573,0,1267,409,294,0,703,678,0,110,93,406,65,2,1,0,0,6,0,0,1,0,1,1,5,2,2,1,0,0,1,1,5,703
182,"PRIMARY VIDYALAY RUDALAPUR",531,454,0,985,308,249,0,557,554,0,44,176,269,56,0,0,1,0,2,1,0,0,0,1,0,3,1,0,0,0,0,0,0,3,557
183,"RJAKIYA GIRL INTER COLLEGE ANANDNAGAR ROOM NO 1",511,385,0,896,324,195,0,519,510,0,29,38,394,40,0,0,1,0,7,0,1,0,1,0,2,1,0,0,0,0,0,1,0,4,519
184,"RJAKIYA GIRL INTER COLLEGE ANANDNAGAR ROOM NO 2",407,373,0,780,263,195,0,458,458,0,63,44,325,23,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,458
185,"PRIMARY VIDYALAY ANANDNAGAR ROOM NO 1",635,543,0,1178,387,278,0,665,285,0,96,71,421,62,2,0,1,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,665
186,"PRIMARY VIDYALAY ANANDNAGAR ROOM NO 3",587,445,0,1032,357,251,0,608,608,0,117,49,365,68,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,608
187,"PRIMARY VIDYALAY MAHDEVA BUJURG",617,508,0,1125,384,362,0,746,746,0,216,229,220,57,2,0,2,0,3,1,1,1,0,1,0,2,3,0,2,1,0,0,4,1,746
188,"KANYA PURB PRIMARY VIDYALAYMAHDEVA BUJURG",744,620,0,1364,350,284,0,634,634,0,72,78,405,66,0,0,6,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,634
189,"KANYA PRIMARY VIDYALAY GANESHPUR",848,674,0,1522,569,456,0,1025,1025,0,99,140,604,128,1,3,2,3,8,2,7,3,1,2,3,10,4,0,3,1,0,0,0,1,1025
190,"PRIMARY VIDYALAY BISHUNPUR ADRAUNA NORTH",444,365,0,809,252,221,0,473,473,0,28,144,243,38,0,2,3,0,0,1,4,1,0,2,1,2,1,2,0,0,0,1,0,0,473
191,"PRIMARY VIDYALAY BISHUNPUR ADRAUNA SOUTH",743,586,0,1329,464,338,0,802,802,0,182,177,241,102,4,1,2,4,4,4,11,10,5,5,2,9,4,8,4,3,4,5,4,7,802
192,"PRIMARY VIDYALAY DURGAPUR ROOM NO 1",627,494,0,1121,405,310,0,715,715,0,142,150,353,35,1,1,1,0,0,1,3,0,2,2,0,8,2,4,1,0,3,1,1,4,715
193,"PRIMARY VIDYALAY DURGAPUR ROOM NO 2",520,416,0,936,352,248,0,600,462,0,140,68,284,62,2,1,3,0,0,3,3,4,4,4,5,6,0,0,1,2,0,3,4,1,600
194,"PRIMARY VIDYALAY LEHARA EAST",799,597,0,1396,455,294,0,749,691,0,116,134,341,108,4,1,0,1,8,0,3,0,5,1,4,2,2,6,2,2,1,1,3,4,749
195,"PRIMARY VIDYALAY LEHARA WEST",778,593,0,1371,351,276,0,627,627,0,90,158,283,49,1,0,0,1,0,2,4,5,3,5,7,6,5,2,2,1,1,0,0,2,627
196,"PRIMARY VIDYALAY LEHARA NEW ROOM NO 1",634,469,0,1103,312,241,0,553,552,0,176,100,232,24,3,1,0,1,0,0,2,0,0,0,0,7,2,0,0,1,1,0,1,2,553
197,"PRIMARY VIDYALAY LEHARA NEW ROOM NO 3",788,560,0,1348,390,304,0,694,694,0,44,275,246,51,2,5,2,1,2,4,5,0,4,6,11,20,0,3,6,2,2,2,0,1,694
198,"PRIMARY VIDYALAY SHIVPUR",659,525,0,1184,383,328,0,711,711,0,120,66,289,133,5,0,0,3,0,4,4,1,3,6,1,22,6,3,9,4,6,4,5,17,711
199,"PRIMARY VIDYALAY DUBAULIA",808,686,0,1494,349,339,0,688,688,0,258,187,164,33,2,0,3,0,2,1,3,2,5,3,0,8,11,2,0,0,0,2,0,2,688
200,"P.J.L.NEHRU INTER COLLEGE BARGAHPUR EAST",527,387,0,914,232,208,0,440,438,0,111,46,149,55,4,1,0,0,0,4,2,0,1,2,2,7,15,6,14,6,1,5,2,7,440
201,"P.J.L.NEHRU INTER COLLEGE BARGAHPUR WEST",909,680,0,1589,500,344,0,844,844,0,207,117,395,49,4,7,3,1,7,3,5,3,5,2,5,12,3,5,1,0,2,2,2,4,844
202,"INTER COLLEGE PHOOLMANAHA ROOM NO 1",924,744,0,1668,457,460,0,917,917,0,226,153,341,142,5,1,1,4,3,1,3,1,1,1,2,4,1,5,7,1,4,3,3,4,917
203,"INTER COLLEGE PHOOLMANAHA ROOM NO 2",152,124,0,276,81,79,0,160,160,0,29,48,64,0,0,0,0,0,0,0,3,0,0,1,0,1,1,5,4,1,1,0,0,2,160
204,"P.V. LEHADA II PURVI",693,548,0,1241,351,301,0,652,640,0,56,150,401,31,1,1,1,0,2,1,0,0,0,2,1,0,0,1,1,1,0,0,1,1,652
205,"P.V. LEHADA II WEST",324,276,0,600,205,176,0,381,350,0,35,73,241,15,1,4,1,0,0,1,0,0,0,1,0,0,1,2,1,2,2,0,0,1,381
206,"PRIMARY VIDYALAY MAHULANI ( DEVGARAHWA) ROOM NO 1",521,423,0,944,315,242,0,557,557,0,29,44,408,34,1,0,0,1,1,2,2,0,1,3,4,7,3,4,0,2,0,0,4,7,557
207,"PRIMARY VIDYALAY MAHULANI ( DEVGARAHWA) ROOM NO 2",508,383,0,891,245,185,0,430,430,0,16,57,306,24,2,0,2,2,0,0,0,0,1,4,1,6,0,2,0,3,0,0,0,4,430
208,"PRIMARY VIDYALAY MAHULANI ( DEVGARAHWA) ROOM NO 3",513,401,0,914,220,182,0,402,402,0,79,51,161,66,2,0,1,0,4,0,6,3,3,3,3,4,1,3,2,2,2,1,2,3,402
209,"PRIMARY VIDYALAY MAHULANI ( DEVGARAHWA) ROOM NO 4",468,363,0,831,155,141,0,296,89,0,88,38,96,49,1,1,0,0,2,2,2,0,1,1,2,2,1,3,1,0,1,2,1,2,296
210,"PRIMAY VIDYALAY PRITHVIPALGARH NORTH",585,508,0,1093,324,334,0,658,638,0,224,43,295,34,0,3,0,1,5,2,6,2,1,4,0,6,5,5,4,2,3,4,2,7,658
211,"PRIMAY VIDYALAY PRITHVIPALGARH SOUTH",465,411,0,876,268,260,0,528,512,0,163,117,195,17,1,3,3,2,0,0,0,0,1,4,2,7,2,2,1,2,2,1,2,1,528
212,"INTER COLLEGE HATABELA HARAIYA ROOM NO 1",512,410,0,922,202,177,0,379,376,0,116,104,99,41,2,0,0,1,2,0,0,4,1,1,1,4,1,0,0,0,1,0,1,0,379
213,"INTER COLLEGE HATABELA HARAIYA ROOM NO 2",574,468,0,1042,250,220,0,470,370,0,135,39,229,49,0,1,2,0,0,0,0,0,1,0,1,1,0,2,0,0,2,2,2,4,470
214,"INTER COLLEGE HATABELA HARAIYA ROOM NO 3",534,401,0,935,313,176,0,489,313,0,125,35,257,63,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,489
215,"INTER COLLEGE HATABELA HARAIYA ROOM NO 4",527,417,0,944,248,167,0,415,415,0,90,17,247,38,1,0,1,1,1,1,1,1,2,4,1,0,1,1,1,1,1,1,1,2,415
216,"PRIMARY VIDYALAY SHAHABAD ROOM NO 1",906,706,0,1612,388,348,0,736,731,0,138,98,335,90,8,3,6,0,2,3,6,5,4,4,1,8,5,4,5,2,3,2,0,4,736
217,"PRIMARY VIDYALAY SHAHABAD ROOM NO 2",778,614,0,1392,388,296,0,684,684,0,27,183,387,43,3,4,3,2,3,1,3,1,1,3,2,1,0,2,4,0,3,6,1,1,684
218,"K.P.V.SHIVALAYA POKHARA HATABELAHARAIYA ROOM NO 1",746,561,0,1307,350,329,0,679,679,0,73,220,276,39,2,2,2,0,2,3,5,4,5,12,5,11,2,0,3,2,4,0,2,5,679
219,"K.P.V.SHIVALAYA POKHARA HATABELAHARAIYA ROOM NO 1",309,254,0,563,178,163,0,341,341,0,51,141,103,18,0,0,1,2,1,0,2,3,5,3,2,2,1,1,0,2,1,0,2,0,341
220,"PRIMARY VIDYALAY HATABELA HARAIA ROOM NO 1",563,511,0,1074,280,268,0,548,548,0,68,196,211,25,1,1,1,1,1,2,2,4,1,2,0,5,1,2,4,3,2,7,2,6,548
221,"PRIMARY VIDYALAY HATABELA HARAIA ROOM NO 2",620,501,0,1121,338,293,0,631,631,0,63,154,376,19,1,0,0,0,1,1,3,0,0,0,1,0,2,3,1,0,1,0,1,4,631
222,"PRIMARY VIDYALAY NAYA BHAVAN SAUHARA EAST",843,682,1,1526,416,404,0,820,820,0,103,150,440,53,5,1,6,5,4,1,5,5,4,11,7,8,1,2,1,3,0,2,0,3,820
223,"PRIMARY VIDYALAY NAYA BHAVAN SAUHARA WEST",515,389,0,904,272,207,0,479,479,0,45,142,230,39,2,2,1,0,1,1,1,1,2,2,2,2,2,1,0,0,0,2,0,1,479
224,"PRIMARY VIDYALAY HATA BELA HARAIYA",356,295,0,651,205,188,0,393,393,0,13,92,237,18,1,1,1,1,2,1,3,1,0,0,3,3,0,3,5,3,1,0,0,4,393
225,"PURVA MADHYAMIC VIDYALAY MATIHANWA ROOM NO 1",757,547,0,1304,278,238,0,516,500,0,137,128,113,100,4,0,4,2,2,2,2,2,1,4,2,5,0,1,3,0,1,0,0,3,516
226,"PURVA MADHYAMIC VIDYALAY MATIHANWA ROOM NO 2",775,641,0,1416,351,241,0,592,592,0,129,106,278,46,2,0,3,0,1,1,4,0,1,2,1,12,0,1,1,0,4,0,0,0,592
227,"PURVA MADHYAMIC VIDYALAY MATIHANWA ROOM NO 3",748,621,0,1369,372,340,0,712,712,0,78,216,333,45,1,2,2,1,3,0,2,2,2,5,2,4,3,5,1,1,0,1,0,3,712
228,"PRIMARY VIDYALAY HARIA MAULAHI",527,458,0,985,269,269,0,538,538,0,41,71,355,30,3,5,0,0,0,1,0,1,3,4,2,3,2,7,8,1,1,0,0,0,538
229,"PRIMARY VIDYALAY PURAINA",456,352,0,808,255,212,0,467,467,0,73,62,290,13,2,0,0,0,2,1,4,0,2,5,2,5,1,0,3,0,1,0,0,1,467
230,"PRIMARY VIDYALAY NAUSAGAR EAST",837,636,0,1473,375,308,0,683,683,0,198,152,257,26,2,2,0,1,3,1,3,1,1,2,4,17,2,1,0,0,3,2,0,5,683
231,"PRIMARY VIDYALAY NAUSAGAR WEST",823,646,0,1469,386,321,0,707,704,0,86,179,317,62,5,3,1,7,5,1,6,2,5,3,5,14,1,1,2,0,1,0,0,1,707
232,"PRIMARY VIDYALAY NAUSAGAR NEW",599,455,0,1054,324,259,0,583,583,0,7,86,396,50,4,1,4,1,1,1,1,1,3,3,4,12,1,4,2,1,0,0,0,0,583
233,"JIVAN JYOTI KANYA INTER COLLEGE KARMAHA ROOM NO 1",678,592,0,1270,386,348,0,734,734,0,78,214,336,59,3,0,2,1,4,2,3,1,5,7,5,5,2,2,0,0,0,0,1,4,734
234,"JIVAN JYOTI KANYA INTER COLLEGE KARMAHA ROOM NO 2",786,624,0,1410,354,336,0,690,690,0,239,119,205,67,4,0,3,1,3,0,1,1,1,4,1,10,9,7,5,3,3,1,1,2,690
235,"JIVAN JYOTI KANYA INTER COLLEGE KARMAHA ROOM NO 3",778,606,0,1384,465,340,0,805,805,0,174,146,368,50,3,2,0,3,4,1,9,1,3,3,5,23,1,2,1,0,1,0,0,5,805
236,"PRIMARY VIDYALAY BAISAR HANUMANPUR ROOM NO.1",462,307,0,769,253,179,0,432,431,0,145,89,148,33,1,1,1,0,2,0,2,0,0,2,0,1,6,0,0,0,1,0,0,0,432
237,"PRIMARY VIDYALAY BAISAR HANUMANPUR ROOM NO 2",464,373,0,837,234,201,0,435,160,0,89,95,173,31,4,1,1,0,1,1,2,3,0,1,2,8,3,6,1,0,2,5,1,5,435
238,"PRIMARY VIDYALAY BAISAR",719,614,0,1333,401,358,0,759,759,0,119,162,253,25,6,3,2,3,3,3,11,2,5,14,5,111,3,4,2,2,4,5,3,9,759
239,"PRIMARY VIDYALAY BACHGANPUR NORTH",676,540,0,1216,386,270,0,656,656,0,216,76,276,42,2,1,6,1,1,1,1,0,2,3,3,12,7,1,0,1,0,0,1,3,656
240,"PRIMARY VIDYALAY BACHGANPUR",306,246,0,552,154,186,0,340,340,0,63,55,191,13,0,1,1,0,0,1,3,0,0,2,2,1,2,4,0,0,0,0,0,1,340
241,"PRIMARY VIDYALAY BACHGANPUR SOUTH ROOM NO 1",496,400,0,896,245,245,0,490,490,0,52,221,176,27,0,1,1,1,1,0,2,0,1,1,1,2,2,0,0,0,1,0,0,0,490
242,"PRIMARY VIDYALAY BACHGANPUR SOUTH ROOM NO 2",469,394,0,863,276,237,0,513,505,0,85,217,175,16,1,0,4,0,2,2,0,1,2,0,2,3,0,2,1,0,0,0,0,0,513
243,"PRIMARY VIDYALAY BARGAHPUR NORTH",475,403,0,878,244,249,0,493,469,0,92,111,200,38,1,4,2,1,6,6,3,1,3,3,2,9,1,3,1,0,1,1,2,2,493
244,"PRIMARY VIDYALAY BARGAHPUR SOUTH ROOM NO 1",485,413,0,898,231,215,0,446,446,0,139,71,166,46,0,1,0,3,0,2,3,1,1,1,1,4,0,3,0,1,1,0,0,2,446
245,"PRIMARY VIDYALAY BARGAHPUR SOUTH ROOM NO 2",848,699,0,1547,517,418,0,935,935,0,303,132,367,69,2,3,4,5,1,3,6,1,4,6,4,15,1,1,2,1,1,1,2,1,935
246,"PRIMARI VIDYALAY BARDAD NORTH",744,648,0,1392,350,338,0,688,663,0,200,199,217,31,4,0,4,2,3,2,3,1,0,5,1,9,1,2,1,0,1,0,1,1,688
247,"PRIMARI VIDYALAY BARDAD SOUTH",802,710,0,1512,379,427,0,806,790,0,228,136,337,53,3,0,1,1,3,1,4,2,5,7,2,2,3,2,1,1,4,4,1,5,806
248,"PRIMARY VIDYALAY HATHIGARHVA ROOM NO 1",660,544,0,1204,352,310,0,662,654,0,38,185,274,21,1,0,2,3,0,0,6,3,3,2,3,94,1,4,3,1,4,7,0,7,662
249,"PRIMARY VIDYALAY HATHIGARHVA ROOM NO 2",409,286,0,695,169,166,0,335,335,0,20,115,69,37,2,1,0,0,0,0,4,2,2,2,5,69,1,1,2,0,0,1,0,2,335
250,"PRIMARY VIDYALAY PURANDERPUR (KAMANAHA)",645,552,0,1197,335,345,0,680,680,0,63,106,407,46,0,2,1,0,2,1,2,2,7,5,1,16,3,2,2,2,3,2,1,4,680
251,"PRIMARY VIDYALAY PURANDERPUR(PARAGAPUR)",747,652,2,1401,418,383,0,801,801,0,83,102,464,99,3,1,1,1,3,2,3,0,6,1,2,8,5,3,2,2,4,4,1,1,801
252,"PRIMARY VIDYALAY KAMANHA",324,239,0,563,182,150,0,332,332,0,12,115,131,22,2,0,2,2,0,0,1,0,2,1,3,29,1,1,3,1,0,2,1,1,332
253,"PANCHAYAT BHAWAN SIKANDRAJEETPUR NORTH",754,585,0,1339,395,261,0,656,656,0,56,46,463,36,4,2,1,0,0,4,3,0,5,1,4,13,1,0,0,0,4,4,1,8,656
254,"PANCHAYAT BHAWAN SIKANDRAJEETPUR SOUTH",462,363,0,825,263,203,0,466,466,0,59,132,192,42,2,2,2,0,0,3,0,2,1,1,1,4,2,9,4,0,1,0,0,7,466
255,"PRIMARY VIDYALAY NAGWA",379,296,0,675,190,174,0,364,364,0,26,70,176,43,1,1,0,1,3,0,1,0,0,3,2,5,1,10,7,1,4,2,1,6,364
256,"PRIMARY VIDYALAY KANAPAR URF RAMNAGAR",790,662,0,1452,435,366,0,801,801,0,72,82,422,172,6,2,2,1,3,3,4,1,4,2,1,5,1,5,3,1,2,1,1,5,801
257,"PURV MA. VIDYALAY KANAPAR URF RAMNAGAR ROOM NO 1",854,699,0,1553,486,379,0,865,865,0,173,69,477,83,7,3,0,3,9,2,5,1,7,3,4,10,0,1,1,2,1,1,1,2,865
258,"PURV MA. VIDYALAY KANAPAR URF RAMNAGAR ROOM NO 2",533,496,0,1029,296,278,0,574,574,0,126,90,260,48,4,2,2,0,4,2,7,0,1,2,1,9,1,1,1,2,3,1,1,6,574
259,"PURV MA. VIDYALAY KANAPAR URF RAMNAGAR ROOM NO 3",400,317,0,717,197,173,0,370,370,0,59,85,125,73,2,1,3,1,3,0,2,0,0,2,2,3,1,3,2,0,2,0,1,0,370
260,"PRIMARY VIDYALAY DHORGHAT ROOM NO 1",435,383,0,818,225,235,0,460,460,0,29,55,296,54,6,0,1,2,2,0,4,2,2,0,0,6,0,0,0,0,0,0,1,0,460
261,"PRIMARY VIDYALAY DHORGHAT ROOM NO 2",201,179,0,380,129,115,0,244,244,0,5,172,47,1,0,0,0,0,0,0,1,2,1,0,0,5,2,2,0,1,1,2,0,2,244
262,"PRIMARY VIDYALAY RAMPUR",787,687,0,1474,433,405,0,838,838,0,123,135,430,61,6,4,2,5,2,3,3,1,2,6,1,24,2,8,1,0,1,3,7,8,838
263,"PRIMARY VIDYALAY RITHIA PADARI",554,438,0,992,298,256,0,554,443,0,100,148,243,37,5,0,2,0,1,0,0,0,0,2,2,2,5,2,1,1,1,0,2,0,554
264,"KANYA PRIMARY VIDYALAY MAHADEWA NORTH",510,460,0,970,238,239,0,477,477,0,48,139,210,42,0,0,0,1,0,0,1,2,3,5,5,13,2,4,0,0,0,0,0,2,477
265,"PRIMARY VIDYALAY PATTIWAR",348,261,0,609,146,149,0,295,295,0,25,87,159,8,0,0,0,1,1,2,0,0,0,3,0,4,0,0,1,2,1,1,0,0,295
266,"PRIMARY VIDYALAY BARAJEE",375,284,0,659,182,172,0,354,354,0,189,28,117,14,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,354
267,"PRIMARY VIDYALAY BELSAR ROOM NO 1",735,574,0,1309,391,351,0,742,742,0,97,80,455,40,2,4,1,0,1,0,2,1,4,7,3,7,3,13,7,3,0,3,5,4,742
268,"PRIMARY VIDYALAY BELSAR ROOM NO 2",368,312,0,680,194,206,0,400,370,0,86,88,167,22,3,0,0,3,1,1,1,2,2,3,3,4,2,2,4,0,0,2,0,4,400
269,"PRIMARY VIDYALAY KOIALADAR NORTH",658,536,1,1195,374,322,0,696,696,0,111,141,310,89,2,0,2,0,3,1,3,3,5,7,4,5,3,0,1,1,0,0,0,5,696
