"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
141,"P.S. BAKARGANJ",500,387,0,887,243,246,0,489,390,0,65,36,38,287,3,4,1,0,2,0,2,7,19,2,1,7,3,0,0,1,1,1,1,2,2,4,489
142,"J.H.S. PACHPOKHARI",170,117,0,287,56,46,0,102,97,0,15,5,0,44,2,1,0,0,1,0,0,0,31,1,0,0,0,0,0,0,0,2,0,0,0,0,102
143,"KISAN H.S. SCHOOL PACHPOKHARI",356,290,0,646,169,168,0,337,272,0,11,73,8,111,2,1,0,0,2,1,0,3,103,1,1,2,3,1,0,2,1,1,2,1,3,4,337
144,"P.S. ANTAKALA",785,654,0,1439,277,326,0,603,548,0,168,131,26,66,3,1,5,2,2,1,2,4,177,1,1,9,0,0,0,0,0,0,0,3,1,0,603
145,"P.S. AMILHAWA",416,345,0,761,198,207,0,405,405,0,20,154,10,144,2,0,1,2,1,5,2,4,39,0,3,5,3,0,1,0,1,0,0,2,5,1,405
146,"P.S. BABHNIBAURA",361,287,0,648,129,159,0,288,275,0,21,44,6,34,2,2,0,0,2,2,1,2,144,0,1,4,2,0,0,3,2,5,4,5,1,1,288
147,"P.S. BABHNIBAURA",345,294,0,639,128,154,0,282,282,0,104,33,3,77,0,1,1,0,1,1,0,1,35,1,0,3,6,0,1,3,1,5,0,1,2,2,282
148,"P.S. BASDILA",767,634,0,1401,460,400,0,860,860,0,42,621,13,17,6,2,0,1,0,2,0,1,139,0,4,4,1,3,0,0,0,0,1,1,2,0,860
149,"P.S. SUJIYA",411,318,0,729,151,153,0,304,301,0,53,74,9,28,2,2,0,2,1,1,0,5,107,0,1,3,2,1,0,1,0,1,4,2,2,3,304
150,"P.S. SUJIYA",385,291,0,676,123,140,0,263,240,0,71,40,6,34,3,1,1,2,1,0,2,83,4,1,4,1,1,1,2,0,0,1,3,1,0,0,263
151,"P.S. CHATA",723,637,0,1360,227,300,0,527,357,0,150,140,13,73,3,4,0,0,0,5,2,3,105,1,0,7,3,2,1,1,1,0,1,5,3,4,527
152,"P.S. PIPRAHASANPUR",342,328,0,670,148,218,0,366,300,0,162,162,7,19,3,0,1,0,0,0,0,0,7,1,0,0,0,3,0,0,1,0,0,0,0,0,366
153,"P.S. PACHPOKHARIYA",569,515,0,1084,225,295,0,520,500,0,76,91,9,146,0,0,1,0,0,0,1,1,159,0,0,0,6,0,2,4,3,4,1,6,7,3,520
154,"P.S. BHUVANDAD",372,314,0,686,190,211,0,401,302,0,44,73,6,153,3,0,2,1,0,2,0,2,6,0,1,8,91,0,1,1,1,1,1,1,0,3,401
155,"P.S. HUJURA SOHAWA",866,753,0,1619,513,483,0,996,995,0,675,147,1,57,4,0,0,1,1,2,0,1,73,0,0,2,4,1,2,1,1,2,3,4,9,5,996
156,"P.S. KEKRAHO",562,473,0,1035,262,259,0,521,6,0,227,90,7,138,1,0,1,2,1,2,0,2,30,0,2,2,13,1,0,1,0,0,1,0,0,0,521
157,"P.S. ASHRAFPUR",163,254,0,417,120,77,0,197,197,0,109,17,4,40,1,0,0,1,0,2,0,1,6,0,0,2,2,0,2,1,0,1,1,1,2,4,197
158,"P.S. ASHRAFPUR",363,330,0,693,250,222,0,472,475,0,265,65,12,48,0,1,2,0,1,1,1,0,59,1,1,0,5,1,0,0,3,2,0,0,2,2,472
159,"P.S. BADELA",477,389,0,866,277,217,0,494,445,0,78,108,7,221,3,0,1,0,0,0,0,2,15,0,0,3,46,0,1,3,0,1,0,0,1,4,494
160,"J.H.S. CHAPIYA CHITAUNA",824,667,0,1491,324,410,0,734,400,0,335,87,8,63,0,4,1,1,2,1,0,4,208,0,1,8,5,0,0,0,1,0,0,1,2,2,734
161,"P.S. CHAPIYA CHITAUNA",731,584,0,1315,353,349,0,702,500,0,256,96,12,37,0,3,2,3,1,4,4,1,222,2,3,9,32,0,1,2,0,3,1,1,4,3,702
162,"P.S. TEMARAHMAT PURVIBHAG",706,644,0,1350,389,310,0,699,610,0,273,207,15,101,0,2,2,4,0,2,0,3,63,2,3,4,6,1,1,1,0,2,2,1,1,3,699
163,"P.S. TEMARAHMAT PACHMIBHAG",234,204,0,438,164,132,0,296,188,0,21,136,4,112,1,0,1,0,0,5,1,0,6,1,1,3,0,0,0,1,0,0,0,1,0,2,296
164,"P.S. KURTHIYA",393,351,0,744,212,198,0,410,200,0,68,55,11,250,6,1,2,0,0,2,0,0,0,1,2,8,2,0,0,0,0,0,1,0,0,1,410
165,"P.S. PIPRAKALA",287,253,0,540,181,171,0,352,282,0,45,58,13,208,11,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,3,0,1,0,1,6,352
166,"J.H.S. CHANGERA MANGERA",496,438,0,934,261,260,0,521,521,0,127,120,6,201,5,2,1,5,0,2,2,3,2,1,0,7,8,4,5,3,0,2,1,2,3,9,521
167,"J.H.S. CHANGERA MANGERA",556,602,0,1158,312,289,0,601,555,0,138,128,21,247,3,0,1,3,12,1,0,0,5,5,2,9,11,1,1,1,1,0,1,4,1,5,601
168,"J.H.S. CHANGERA MANGERA",210,200,0,410,121,111,0,232,231,0,29,172,2,7,0,1,0,0,0,2,0,0,0,0,0,3,0,7,2,2,0,0,2,1,2,0,232
169,"KANYA P.S. CHANGERA MANGERA",571,444,0,1015,361,250,0,611,583,0,210,181,9,140,9,0,0,1,6,1,1,1,1,0,0,5,6,10,1,3,4,0,1,2,7,12,611
170,"P.S. ASNAHRA",293,249,0,542,160,169,0,329,329,0,5,8,2,43,0,0,1,7,227,0,1,0,1,0,1,10,3,0,1,3,2,0,2,3,6,3,329
171,"P.S. DARIDIHA",739,629,0,1368,418,336,0,754,5,0,24,123,36,448,11,2,5,3,2,2,5,1,32,1,2,5,6,7,1,8,3,4,4,5,7,7,754
172,"M.G.K.U.M.V. KENAUNA KURTHIYA",254,211,0,465,138,120,0,258,208,0,54,58,5,116,3,2,3,2,0,2,2,1,1,2,0,4,0,1,0,1,0,0,0,1,0,0,258
173,"P.S. JIGINA",409,375,0,784,204,231,0,435,10,0,77,136,7,113,6,0,1,2,3,4,1,1,55,1,2,10,4,1,0,0,0,1,4,1,2,3,435
174,"J.H.S. SIHORWA DIGAR",344,445,0,789,268,220,0,488,445,0,190,201,10,11,3,0,0,0,0,1,1,2,47,2,2,0,4,4,2,5,0,2,0,0,0,1,488
175,"P.S. SAURAHA SIHORWA",650,582,0,1232,363,333,0,696,90,0,89,44,20,248,6,2,4,4,7,7,3,3,31,4,1,20,147,1,0,17,3,10,3,5,8,9,696
176,"P.S. RAZAPUR SARAIYA",488,405,0,893,235,232,0,467,465,0,44,245,13,100,1,0,2,1,4,3,1,1,5,5,2,7,21,3,0,2,1,0,0,2,3,1,467
177,"P.S. RAZAPUR SARAIYA",449,352,0,801,234,232,0,466,466,0,113,74,4,253,2,0,0,2,0,2,0,1,4,0,3,2,0,0,0,0,1,1,0,0,4,0,466
178,"MAQTAB ARBIYA CHAIKALA",565,433,0,998,215,191,0,406,406,0,52,194,15,5,1,1,1,0,0,1,2,0,114,0,1,0,5,1,3,0,0,1,1,3,4,1,406
179,"P.S. CHAIKHURD",358,290,0,648,178,164,0,342,312,0,9,121,12,169,6,0,0,0,0,1,1,1,13,0,0,2,0,1,0,2,2,0,0,0,0,2,342
180,"P.S. DEVARIYALAL",609,566,0,1175,219,218,0,437,437,0,180,64,14,35,1,1,0,2,2,2,0,2,119,1,2,2,4,0,0,0,0,0,2,1,2,1,437
181,"P.S. ISLAMPUR",448,361,0,809,186,207,0,393,250,0,23,174,17,110,1,1,1,0,1,3,1,0,46,0,5,1,1,0,1,0,0,1,0,2,3,1,393
182,"P.S. MUSRAD",524,410,0,934,271,285,0,556,486,0,30,108,16,262,5,4,1,2,3,1,0,0,106,1,1,1,4,2,0,1,1,0,1,1,2,3,556
183,"P.S. PACHPEDA",472,403,0,875,160,186,0,346,246,0,126,76,7,75,4,0,0,0,1,0,0,0,49,0,1,1,4,1,1,0,0,0,0,0,0,0,346
184,"P.S. PACHPEDA",687,572,0,1259,375,317,0,692,688,0,122,282,13,251,3,0,0,1,0,2,0,1,3,0,2,5,1,1,0,1,0,1,0,0,3,0,692
185,"P.S RAIPUR CHAPIYA URF THOKA",473,361,0,834,212,207,0,419,415,0,31,28,12,80,2,2,1,3,0,1,0,3,239,1,2,0,1,0,1,1,0,1,1,5,3,1,419
186,"P.S. RAIPUR CHAPIYA URF THOKA",375,320,0,695,163,161,0,324,320,0,19,138,6,81,1,3,0,1,0,2,0,0,58,1,1,2,0,0,0,1,1,1,3,1,4,0,324
187,"P.S. RAIPUR CHAPIYA URF THOKA",331,289,0,620,90,100,0,190,10,0,109,50,5,5,1,0,1,0,0,2,0,1,14,0,0,1,1,0,0,0,0,0,0,0,0,0,190
188,"P.M.V. AHIRAULI",278,227,0,505,176,152,0,328,5,0,26,111,1,177,6,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,328
189,"P.S. UMILA",412,338,0,750,270,238,0,508,71,0,16,125,10,311,2,1,1,0,0,1,0,1,2,2,2,11,0,3,1,4,1,0,1,3,5,5,508
190,"P.S. UMILA",619,525,1,1145,371,354,0,725,556,0,51,239,24,331,6,1,0,1,3,8,2,5,6,3,5,15,4,1,0,1,0,2,0,2,10,5,725
191,"P.S. BHELVASI",561,494,0,1055,414,261,0,675,475,0,29,156,2,88,0,0,2,0,2,2,1,0,43,1,6,17,273,2,0,15,2,16,5,1,2,10,675
192,"P.S. BUDHAKHURD",276,224,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"P.S. BUDHAKALA",774,645,0,1419,391,352,0,743,743,0,48,102,49,384,10,5,1,2,1,4,2,2,94,2,4,4,4,2,1,8,4,0,3,2,3,2,743
194,"P.S. BUDHAKALA",391,344,0,735,205,218,0,423,423,0,23,155,20,165,2,1,1,1,3,3,2,3,10,1,1,6,4,1,0,1,0,2,1,1,9,7,423
195,"P.S. BHAISA",238,197,0,435,137,129,0,266,250,0,52,21,2,176,2,2,0,1,0,1,0,0,1,1,0,0,2,0,0,3,0,0,0,0,1,1,266
196,"P.S. KUSMAINI",364,307,0,671,206,180,0,386,385,0,69,127,21,141,13,1,2,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,1,1,2,2,386
197,"P.S. PAILIKHAS",406,273,0,679,250,147,0,397,347,0,40,131,4,188,5,0,1,1,1,0,0,1,2,3,3,5,4,1,0,2,0,0,0,2,1,2,397
198,"P.S. PAILIKHAS",330,286,0,616,206,140,0,346,300,0,10,211,10,90,2,1,2,0,0,1,0,3,1,1,1,3,0,3,0,1,1,1,0,0,3,1,346
199,"P.S. KAMHARIYA",344,287,0,631,213,210,0,423,423,0,87,88,11,208,1,1,0,1,1,3,0,2,4,0,4,3,0,2,1,0,0,0,2,0,3,1,423
200,"P.S. KANTDIHES",547,467,0,1014,335,289,0,624,620,0,121,256,21,198,3,0,0,0,0,2,0,0,7,3,1,3,1,0,0,1,0,0,1,0,1,5,624
201,"P.S. BHUJAINI",606,467,0,1073,371,296,0,667,667,0,75,314,13,218,6,0,0,2,1,2,2,2,1,3,1,3,1,2,1,5,0,1,2,3,5,4,667
202,"P.S. SARAULI CHAHAROOM",584,481,0,1065,368,284,0,652,640,0,248,178,18,180,2,0,0,0,1,0,0,0,0,0,0,1,4,4,1,3,3,0,2,2,2,3,652
203,"P.S. DADWA",614,514,0,1128,310,388,0,698,310,0,139,156,17,294,3,1,0,3,1,2,0,0,25,1,1,3,20,9,2,8,1,0,2,4,2,4,698
204,"P.S. KAUWATAR",415,311,0,726,229,209,0,438,438,0,105,116,8,151,0,1,0,1,1,2,1,3,41,0,1,4,1,0,0,0,0,0,0,1,0,1,438
205,"P.S. KAUWATAR",221,169,0,390,101,75,0,176,176,0,17,14,1,140,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,176
206,"PANCHYAT BHAVAN CHAKIYA",293,242,0,535,160,134,0,294,184,0,69,49,18,130,7,1,0,0,0,1,0,6,1,2,0,3,2,0,0,1,0,1,0,1,2,0,294
207,"P.S. JAGDESHPUR URF LAHURADEVA",745,547,0,1292,412,280,0,692,600,0,51,170,17,381,5,2,2,1,3,3,1,1,2,6,5,9,3,4,1,4,0,3,0,1,6,11,692
208,"P.S. JAGDESHPUR URF LAHURADEVA",662,547,0,1209,350,291,0,641,600,0,50,273,20,219,4,3,0,0,18,1,1,7,26,1,2,7,1,1,0,1,0,2,1,3,0,0,641
209,"P.S. RAMPUR MASAUN",412,336,0,748,247,222,0,469,411,0,26,193,3,231,2,1,0,0,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,2,469
210,"P.S. GARTHAULIYA",704,564,0,1268,333,412,0,745,700,0,56,309,16,285,7,3,6,5,2,3,1,2,4,0,1,5,6,7,0,1,3,3,1,3,11,5,745
211,"P.S. DHARAMPURA",341,296,0,637,282,198,0,480,460,0,23,270,4,172,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,480
212,"P.S. DADWA",286,216,0,502,199,168,0,367,325,0,32,292,7,18,0,1,0,1,3,1,0,0,0,1,0,3,1,3,0,1,1,1,0,0,1,0,367
213,"P.S. BELPOKHARI",518,421,0,939,267,213,0,480,469,0,137,167,4,142,1,1,0,0,2,3,1,1,1,2,3,3,5,0,0,0,0,0,1,1,2,3,480
214,"P.S. DEVARI",479,418,0,897,264,262,0,526,526,0,30,195,10,175,8,2,0,3,6,3,1,3,43,2,4,5,19,0,1,4,0,3,2,2,4,1,526
215,"P.S. BHIURA",450,345,0,795,251,207,0,458,25,0,147,38,3,240,1,0,0,1,2,1,0,0,7,1,2,1,6,0,0,1,1,1,0,2,1,2,458
216,"P.S. BHIURA",414,329,0,743,177,184,0,361,290,0,59,97,5,87,2,0,0,1,1,1,0,2,92,1,1,4,1,1,0,2,0,0,0,1,1,2,361
217,"P.S. IMILDIHA",345,298,0,643,208,178,0,386,124,0,98,112,26,116,7,0,2,1,1,0,0,1,0,1,1,2,0,2,0,4,1,3,4,0,1,3,386
218,"P.S. MAJHGAVA",445,387,0,832,237,208,0,445,445,0,127,127,9,149,2,2,0,1,0,1,0,0,13,0,2,5,0,0,0,0,1,2,1,0,3,0,445
219,"P.S. MAJHGAVA",521,454,0,975,365,257,0,622,622,0,346,38,7,197,3,0,0,1,2,0,0,1,3,0,1,6,6,1,0,3,0,0,0,2,1,4,622
220,"P.S. TARAINI",621,524,0,1145,300,279,0,579,579,0,358,58,8,117,3,1,2,0,1,5,3,0,1,0,2,13,1,0,2,1,0,0,1,1,0,1,579
221,"J.H.S. DHARMAINI",252,199,0,451,135,112,0,247,164,0,40,157,4,38,2,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,247
222,"P.S. REEVAKHOR",498,394,0,892,269,218,0,487,487,0,136,20,17,265,6,2,1,2,0,1,4,3,9,1,1,7,2,1,0,2,1,0,1,1,1,3,487
223,"P.S. SIKARI",865,706,0,1571,401,384,0,785,615,0,96,212,17,362,2,4,1,3,3,8,2,2,7,4,6,13,4,2,0,5,2,4,3,6,11,6,785
224,"J.H.S. KIDHIRIYA",399,319,0,718,206,206,0,412,215,0,18,45,7,319,1,1,0,1,4,1,1,0,2,1,0,0,0,2,0,3,1,1,1,1,1,1,412
225,"J.H.S. KARRIKHAS",486,383,0,869,273,221,0,494,380,0,242,55,5,48,0,2,1,1,39,1,1,0,86,0,2,4,0,0,0,0,0,0,1,3,2,1,494
226,"J.H.S. KARRIKHAS",409,288,0,697,174,125,0,299,293,0,65,99,12,88,3,0,1,0,2,0,1,1,19,1,0,4,0,0,0,0,1,0,0,0,1,1,299
227,"P.S. PARASPUR STHIT KARRIKHAS",696,551,0,1247,408,301,0,709,709,0,162,78,15,328,4,4,0,4,8,2,2,4,50,2,4,7,1,1,2,2,11,2,1,4,7,4,709
228,"P.S. GORYABHAR",844,729,0,1573,538,352,0,890,104,0,100,208,14,495,7,3,2,6,17,3,0,3,4,2,0,5,5,0,0,5,1,0,1,1,5,3,890
229,"P.S. CHAMARSAN",476,421,0,897,290,255,0,545,450,0,85,137,11,207,14,0,3,1,1,3,0,5,17,3,0,3,5,6,0,5,7,3,2,9,7,11,545
230,"P.S. TENUHARI SOYAM",368,312,0,680,180,124,0,304,256,0,80,42,1,140,2,0,0,0,1,0,1,1,17,0,1,0,2,2,0,4,0,2,0,1,6,1,304
231,"P.S. TENUHARI SOYAM",503,427,0,930,291,257,0,548,548,0,39,163,3,251,1,1,4,1,39,3,1,2,17,3,4,3,1,1,1,0,0,0,4,0,3,3,548
232,"P.S. TENUHARI DOYAM",406,331,0,737,231,246,0,477,153,0,20,195,10,223,1,1,1,1,0,0,1,1,1,2,1,5,1,2,2,1,1,0,2,1,1,3,477
233,"P.S. KATAI",405,374,0,779,240,238,0,478,241,0,49,158,2,228,2,0,0,0,11,4,0,1,2,1,4,4,0,2,1,3,0,1,1,1,1,2,478
234,"P.S. BHATPAR",679,568,0,1247,289,298,0,587,447,0,138,140,43,186,1,2,2,2,1,5,3,3,18,3,4,16,0,2,0,5,0,2,2,3,5,1,587
235,"P.S. BHATPAR",386,284,0,670,150,130,0,280,280,0,176,3,13,54,4,1,2,1,0,1,1,2,14,0,0,5,1,0,0,0,0,0,0,2,0,0,280
236,"P.S. THAVAIPAR",656,589,0,1245,357,358,0,715,700,0,171,286,8,204,4,0,2,0,0,2,0,2,25,2,1,1,0,0,1,0,0,1,1,0,2,2,715
237,"P.S. KAKRAHIYA",342,270,0,612,209,147,0,356,303,0,17,45,2,244,4,0,0,3,1,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,32,1,356
238,"P.S. MEERGANJ",511,385,0,896,238,200,0,438,300,0,75,43,11,206,6,4,0,2,1,1,1,1,74,1,0,3,1,0,0,1,2,1,1,0,1,2,438
239,"P.S. MEERGANJ",436,357,0,793,210,202,0,412,212,0,42,148,5,142,8,0,1,3,1,1,2,0,16,1,2,5,4,2,2,1,1,1,2,4,6,12,412
240,"P.S. MUNDERA URF DALELGANJ",816,649,0,1465,389,358,0,747,744,0,173,211,16,223,9,2,3,5,1,3,0,1,44,2,2,7,6,6,2,3,6,4,1,5,6,6,747
241,"P.S. AMAVA",458,369,0,827,160,172,0,332,294,0,149,158,1,8,2,0,0,0,0,1,0,0,2,1,0,0,6,1,1,1,0,0,0,0,0,1,332
242,"P.S. AMAVA",687,466,0,1153,278,258,0,536,472,0,275,143,1,86,1,1,0,1,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,1,0,536
243,"P.S. PARDESVA",435,325,1,761,131,173,0,304,303,0,141,124,7,13,0,0,0,1,0,0,0,0,13,1,1,0,1,0,0,0,0,0,0,0,0,2,304
244,"P.S. VISHUNPUR",246,211,0,457,136,121,0,257,200,0,9,50,14,171,1,1,0,1,0,0,2,0,1,0,2,3,0,0,0,0,0,0,0,0,1,1,257
245,"P.S. PARSAVA",544,451,0,995,209,251,0,460,457,0,174,125,9,94,4,0,1,0,0,2,0,0,29,2,3,1,2,2,0,0,0,2,1,0,5,4,460
246,"P.S. PADOKHAR",742,666,0,1408,358,442,0,800,347,0,77,281,30,314,3,2,3,4,4,0,4,3,12,5,5,13,3,1,1,0,1,1,1,0,26,6,800
247,"P.S. DODAI",562,474,0,1036,288,269,0,557,4,0,122,254,12,111,1,2,0,3,6,2,1,2,12,1,2,1,9,1,0,4,1,0,0,2,3,5,557
248,"P.S. JURI",621,545,0,1166,227,267,0,494,494,0,16,210,2,109,2,1,0,1,0,2,1,2,120,3,0,4,3,1,1,4,0,1,5,1,3,2,494
249,"P.S. JURI",797,662,1,1460,330,331,0,661,611,0,36,148,11,257,2,2,1,1,0,0,0,0,159,1,2,2,10,0,3,2,1,5,0,5,12,1,661
250,"P.S. LEDUVA",442,388,0,830,163,230,0,393,393,0,28,56,3,122,0,0,1,0,1,1,0,3,161,1,7,2,1,1,0,1,0,2,0,0,2,0,393
251,"P.S. UDSARA",634,526,0,1160,300,346,0,646,646,0,185,121,2,118,4,1,4,1,2,0,2,4,164,2,1,5,2,0,3,2,2,2,1,1,14,3,646
252,"P.S. EKMA",310,258,0,568,153,164,0,317,301,0,55,95,4,132,3,0,0,0,1,2,0,0,5,2,2,6,3,0,0,2,0,0,0,3,1,1,317
253,"P.S. PIPRA",207,185,0,392,85,98,0,183,156,0,8,45,2,114,2,0,0,1,0,1,0,1,0,1,1,2,0,0,0,2,0,1,0,0,1,1,183
254,"P.S. GANGAULI STHIT BHUAR",625,538,1,1164,259,346,0,605,490,0,167,156,11,55,0,3,3,1,1,1,0,5,188,4,1,1,0,0,0,3,0,0,0,1,2,2,605
255,"P.S. BHABHAURA",243,202,0,445,93,123,0,216,148,0,7,73,2,65,0,0,1,2,0,0,1,0,55,0,1,4,0,1,0,0,0,0,0,2,0,2,216
256,"P.S. MAHNI",506,435,0,941,267,266,0,533,2,0,7,58,8,110,1,0,1,2,4,0,0,0,6,2,1,11,274,4,1,16,3,8,1,3,4,8,533
257,"P.S. MAHNI",397,325,0,722,127,133,0,260,128,0,59,55,5,14,2,0,0,0,2,2,0,1,102,0,2,3,3,1,0,0,1,2,1,0,0,5,260
258,"P.S. SARAINI STHIT BARAIPAR",330,302,0,632,163,151,0,314,18,0,52,93,8,140,1,1,0,0,6,1,0,0,2,0,3,2,0,0,0,0,1,1,0,1,1,1,314
259,"P.S. JEENKHAL",531,393,0,924,266,249,0,515,17,0,96,116,14,219,4,1,0,4,0,2,0,1,0,1,4,10,2,1,0,2,0,3,3,2,11,19,515
260,"P.S. MAKHDUMPUR",448,304,0,752,223,204,0,427,37,0,92,63,2,177,8,0,1,1,0,1,3,3,54,0,1,4,2,2,1,2,2,2,1,3,1,1,427
261,"P.S. BANDHWA",417,324,0,741,217,196,0,413,8,0,45,166,6,185,3,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,2,0,0,0,413
262,"PANCHAYAT BHAVAN NAUDAD",533,448,0,981,277,236,0,513,3,0,167,182,12,94,13,0,1,1,2,0,0,2,17,2,3,5,3,0,1,1,1,0,1,2,2,1,513
263,"P.S. DEVAPAR",517,414,0,931,318,254,0,572,572,0,57,249,5,220,2,1,0,1,1,3,0,2,7,2,3,5,2,0,1,0,1,0,0,2,5,3,572
264,"P.M.V. BARIGAWAN",388,277,0,665,151,137,0,288,236,0,58,63,10,85,5,1,0,0,0,1,0,2,50,1,0,3,1,1,1,1,2,0,1,0,1,1,288
265,"SARDAR I.C. BHADAH",583,414,0,997,280,252,0,532,532,0,63,135,7,275,9,1,1,0,0,0,1,0,12,1,3,2,4,3,0,4,0,0,0,1,2,8,532
266,"P.S. CHANDIDIHA",738,610,0,1348,396,362,0,758,756,0,64,156,24,414,12,1,2,2,4,2,1,3,40,0,5,7,0,0,2,2,0,1,1,4,4,7,758
267,"P.S. AURANGABAD",827,671,0,1498,310,322,0,632,632,0,108,67,5,14,1,2,0,1,1,3,1,2,305,3,1,8,2,0,1,0,4,3,90,5,3,2,632
268,"P.S. CHAKMADARULLAH URF MALORNA",554,502,0,1056,335,347,0,682,418,0,37,245,14,342,1,1,0,1,3,3,1,1,4,1,2,7,0,2,0,4,0,3,3,0,3,4,682
269,"P.S. GAURAPAR",458,386,0,844,256,235,0,491,23,0,191,76,6,194,3,1,0,1,0,0,0,1,1,0,0,9,2,0,2,1,0,0,0,0,2,1,491
270,"P.S. ATRAURA",343,303,0,646,182,172,0,354,354,0,181,87,3,64,0,0,0,0,0,0,0,1,1,0,1,6,3,0,0,0,0,1,4,0,2,0,354
271,"P.S. RASAHRA",644,555,0,1199,375,322,0,697,440,0,25,294,10,311,0,5,0,1,1,2,2,2,13,1,2,8,0,2,0,0,1,1,1,4,10,1,697
272,"P.S. RASAHRA",398,330,0,728,215,173,0,388,388,0,23,179,5,169,1,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,2,1,388
273,"P.S. BAHILPAR UTTARI KACH",403,331,0,734,222,195,0,417,402,0,33,123,5,222,5,0,0,1,9,3,1,1,6,1,1,0,1,0,0,1,1,0,1,1,0,1,417
274,"P.S. BAHILPAR DACHINI KACH",467,418,0,885,244,214,0,458,430,0,36,20,23,340,4,1,0,2,0,0,1,0,9,1,4,1,0,1,3,1,0,0,0,1,4,6,458
275,"P.S. BANKATIYA",817,689,1,1507,454,427,0,881,454,0,190,223,11,415,9,1,0,2,2,3,0,1,1,0,0,7,3,1,1,1,0,1,1,1,3,4,881
276,"P.S. ANAI",536,385,0,921,289,244,0,533,529,0,160,173,4,125,2,0,1,1,0,1,0,2,46,0,1,3,1,3,1,1,1,0,0,2,2,3,533
277,"P.S. MASJIDIYA",172,157,0,329,123,127,0,250,237,0,2,226,3,12,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,250
278,"P.S. JANGALUN STHIT TOLA THAGAICHA",474,373,0,847,235,189,0,424,406,0,177,66,8,146,5,0,1,1,3,4,0,1,0,0,2,6,1,1,0,0,0,0,0,0,0,2,424
279,"P.S. JANGALUN STHIT TOLA BALUARA",623,452,0,1075,341,236,0,577,350,0,166,245,3,131,2,1,1,0,0,4,1,0,0,0,1,1,4,2,1,1,2,0,3,1,4,3,577
280,"P.S. KUSFAR URF URDAHWA",279,243,0,522,195,172,0,367,250,0,73,120,3,144,4,0,0,1,1,2,0,2,1,0,1,4,1,0,1,2,0,0,0,1,4,2,367
281,"P.S. NAUHAT STHIT KHATAULI",728,527,0,1255,495,278,0,773,773,0,112,225,7,377,5,0,1,2,2,0,2,5,11,1,1,7,2,1,0,0,1,3,0,2,6,0,773
282,"P.S. MOHIUDDINPUR",920,710,0,1630,489,416,0,905,905,0,388,181,3,103,35,1,0,1,5,4,1,2,140,3,4,7,8,1,0,4,2,4,0,3,2,3,905
283,"P.S. MAILANI",541,456,0,997,336,266,0,602,570,0,76,140,14,334,5,2,0,0,0,1,2,1,13,0,4,3,0,0,1,1,0,0,0,0,4,1,602
284,"P.S. MAILANI",163,130,0,293,90,75,0,165,154,0,23,105,0,25,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,1,2,0,1,1,165
285,"MAULANA A.I.C. SARAULI",862,699,0,1561,500,398,0,898,890,0,276,193,22,279,17,1,0,2,1,5,3,0,91,3,1,4,0,0,0,0,0,0,0,0,0,0,898
286,"MAULANA A.I.C. SARAULI",283,250,0,533,164,101,0,265,204,0,55,70,7,116,3,1,1,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,0,1,1,2,265
