"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - VIPNESH","2 - RAVI PRAKASH VERMA","3 - RAMGOPAL MISHRA","4 - AJAY KUMAR","6 - ARVIND GIRI","7 - ZAFAR ALI NAQVI","10 - DINESH KUMAR","11 - KRISHNA ADHIKARI","12 - ASHRAF ALI","14 - ASHOK","16 - RAMESHWARI","17 - None of the Above","Total Votes Secured"
220,"MAHDEUA H/O BATHUWA",697,589,0,1286,441,380,0,821,821,0,21,194,2,142,250,190,1,0,6,3,5,7,821
221,"HATHIABOJH H/O DARERI",761,681,0,1442,580,466,0,1046,1042,0,7,183,2,198,523,118,2,3,4,2,1,3,1046
222,"HATHIABOJH H/O DARERI",442,336,0,778,322,239,0,561,558,0,7,14,0,302,162,40,5,2,2,2,8,17,561
223,"HATHIABOJH H/O DARERI",389,403,0,792,273,240,0,513,511,0,12,12,4,259,155,54,1,0,0,1,5,10,513
224,DARERI,624,489,0,1113,424,234,0,658,656,0,9,61,2,279,239,55,2,0,2,1,3,5,658
225,DARERI,708,657,0,1365,522,405,0,927,920,0,6,27,5,223,597,47,5,2,3,2,2,8,927
226,PARMODHAPUR,451,381,0,832,409,302,0,711,707,0,8,214,0,236,181,62,1,3,1,0,1,4,711
227,PARMODHAPUR,435,355,0,790,368,255,0,623,623,0,9,154,2,296,118,37,2,1,0,1,0,3,623
228,"SEMRA BAZAR",643,549,0,1192,466,363,0,829,811,0,17,324,2,202,136,126,1,0,2,3,5,11,829
229,BABIYARI,564,531,0,1095,449,388,0,837,834,0,9,61,1,442,228,71,3,3,2,1,2,14,837
230,BAIRIA,413,381,0,794,332,265,0,597,570,0,9,15,3,342,114,97,0,1,1,1,4,10,597
231,BAIRIA,385,407,0,792,239,245,0,484,484,0,13,151,1,195,39,80,0,0,3,2,0,0,484
232,"BABAGANJ H/O BAIRIA",809,697,0,1506,499,425,0,924,921,0,29,63,3,271,282,229,6,5,6,0,11,19,924
233,"DANDURI H/O SARTAPHA",584,538,2,1124,422,343,0,765,765,0,41,52,1,234,160,252,3,2,4,1,2,13,765
234,"DANDURI H/O SARTAPHA",644,590,0,1234,433,405,0,838,838,0,48,60,2,124,190,401,1,1,3,1,1,6,838
235,"MAJHARA POORAB",467,461,0,928,373,350,0,723,723,0,18,337,3,194,115,41,1,0,1,2,1,10,723
236,"MAJHARA POORAB",470,441,0,911,349,297,0,646,646,0,7,165,3,237,198,17,2,1,0,0,3,13,646
237,"BHANGHA H/O MAJHARA POORAB(PARASPURWA)",599,458,0,1057,315,286,0,601,601,0,13,130,3,307,82,35,2,4,6,2,3,14,601
238,"BHANGHA H/O MAJHARA POORAB(PARASPURWA)",664,455,0,1119,321,249,0,570,570,0,4,91,4,386,55,10,1,0,1,1,2,15,570
239,"DHAKHERWA NANKAR",515,429,0,944,368,275,0,643,630,0,8,41,6,135,323,115,2,3,2,1,4,3,643
240,"DHAKHERWA NANKAR",519,461,0,980,362,274,0,636,636,0,26,84,1,151,191,171,1,1,4,1,1,4,636
241,"DHAKHERWA NANKAR",813,601,0,1414,508,360,0,868,864,0,26,303,3,126,115,283,2,1,1,2,1,5,868
242,"DHAKHERWA NANKAR",499,410,0,909,370,258,0,628,628,0,18,209,3,103,89,183,2,2,3,2,3,11,628
243,"DHAKHERWA NANKAR",324,327,0,651,213,206,0,419,419,0,8,109,0,76,97,117,3,1,0,2,0,6,419
244,"DHAKHERWA NANKAR",781,566,0,1347,421,274,0,695,691,0,7,74,3,295,228,58,3,2,1,3,3,18,695
245,"NARENDRANAGAR BELI",463,375,0,838,337,289,0,626,620,0,11,9,0,351,44,193,2,6,3,2,0,5,626
246,"NARENDRANAGAR BELI",439,358,0,797,241,231,0,472,472,0,8,3,1,359,9,77,1,0,2,2,2,8,472
247,"BOKARIA H/O TELIYAR",453,385,0,838,303,277,0,580,580,0,9,51,2,367,106,17,4,2,3,2,1,16,580
248,"BOKARIA H/O TELIYAR",475,348,0,823,320,219,0,539,439,0,7,103,1,215,106,95,2,0,1,1,1,7,539
249,TELIYAR,648,553,0,1201,420,317,0,737,726,0,31,67,3,170,211,233,3,2,10,1,2,4,737
250,TELIYAR,531,470,0,1001,362,286,0,648,616,0,6,43,3,247,221,110,0,0,6,1,1,10,648
251,TELIYAR,565,462,0,1027,305,186,0,491,491,0,10,167,0,195,27,77,0,0,1,1,4,9,491
252,TELIYAR,368,320,0,688,202,79,0,281,276,0,11,54,0,76,31,107,0,0,0,0,0,2,281
253,CHANDAIAPUR,439,397,0,836,316,216,0,532,532,0,9,243,1,184,61,17,3,2,1,3,3,5,532
254,CHANDAIAPUR,607,546,0,1153,411,318,0,729,729,0,4,71,2,183,405,40,0,1,4,1,5,13,729
255,"BOJHIA H/O PADUWA",570,492,0,1062,397,342,0,739,697,0,11,18,4,221,423,29,3,0,7,5,5,13,739
256,PADUWA,530,456,1,987,363,212,0,575,575,0,10,90,1,235,210,9,2,2,0,0,4,12,575
257,PADUWA,514,450,0,964,304,207,0,511,510,0,6,66,0,339,72,11,0,2,1,0,4,10,511
258,PADUWA,522,428,0,950,353,220,0,573,570,0,8,72,5,318,102,50,1,1,0,0,1,15,573
259,PADUWA,502,399,0,901,314,217,0,531,512,0,7,39,2,176,245,45,0,2,3,1,2,9,531
260,"PATHANANPURWA M. PADUWA",861,694,0,1555,502,334,0,836,827,0,35,398,4,52,56,258,6,1,3,4,3,16,836
261,"PATHANANPURWA H/O PADUWA",739,650,0,1389,446,266,0,712,712,0,25,234,1,143,27,255,2,5,5,5,3,7,712
262,GAURIA,632,510,0,1142,425,270,0,695,695,0,12,154,1,252,153,102,1,1,2,2,5,10,695
263,GAURIA,700,604,0,1304,494,372,0,866,843,0,21,63,4,406,72,264,2,3,3,3,5,20,866
264,BENAURA,746,605,0,1351,493,355,0,848,848,0,26,233,4,303,82,190,1,1,2,1,0,5,848
265,BENAURA,766,655,0,1421,482,346,0,828,824,0,18,264,1,240,52,242,1,2,1,0,4,3,828
266,"MATHURPUR H/O SUJANPUR",446,309,0,755,302,179,0,481,481,0,9,208,2,105,123,10,0,2,0,0,3,19,481
267,"MATHURPUR H/O SUJANPUR",398,287,0,685,269,195,0,464,464,0,13,161,3,49,200,13,9,3,3,2,0,8,464
268,SUJANPUR,282,137,1,420,123,49,0,172,172,0,2,36,0,39,36,57,0,0,1,1,0,0,172
269,SUJANPUR,690,568,0,1258,429,242,0,671,670,0,17,155,0,202,97,182,1,2,3,2,1,9,671
270,SUJANPUR,454,297,0,751,229,105,0,334,334,0,5,48,4,128,40,101,1,1,0,0,1,5,334
271,SUJANPUR,490,374,0,864,314,194,0,508,504,0,12,52,1,287,79,59,3,2,2,1,3,7,508
272,"SAHJADIA H/O SUJANPUR",455,324,0,779,257,167,0,424,423,0,3,92,1,230,47,30,1,2,2,0,4,12,424
273,"SAHJADIA H/O SUJANPUR",460,394,0,854,278,206,0,484,484,0,15,44,2,166,188,51,2,0,2,2,4,8,484
274,"BANGALI COLONY H/O SUJANPUR",792,616,0,1408,457,383,0,840,829,0,16,57,5,323,349,60,2,8,4,1,5,10,840
275,"BANGALI COLONY H/O SUJANPUR",155,137,0,292,109,90,0,199,199,0,2,50,0,124,6,13,0,0,1,0,0,3,199
276,"MOTEBABA H/O RAMNAGAR BAGHA",647,489,0,1136,269,152,0,421,419,0,16,181,5,87,16,93,4,4,3,6,1,5,421
277,"GULARIA TALUKE AMETHI",605,460,1,1066,312,172,0,484,484,0,15,40,1,324,49,43,1,1,0,2,0,8,484
278,"GULARIA TALUKE AMETHI",758,526,0,1284,288,158,0,446,441,0,23,64,0,229,22,90,2,2,2,1,2,9,446
279,"GULARIA TALUKE AMETHI",597,428,0,1025,339,243,0,582,572,0,21,43,3,307,40,147,6,1,2,2,2,8,582
280,"AGGRA H/O GULARIA TALUKE AMETHI",515,472,0,987,322,308,0,630,605,0,5,67,0,202,335,14,1,1,0,2,2,1,630
281,"AGGRA H/O GULARIA TALUKE AMETHI",564,421,0,985,305,204,0,509,509,0,12,123,0,276,68,21,1,2,1,2,1,2,509
282,"RAMNAGAR BAGHA",488,408,0,896,296,228,0,524,524,0,14,106,3,229,94,50,1,2,2,1,2,20,524
283,"RAMNAGAR BAGHA",436,386,0,822,287,257,0,544,541,0,12,105,2,192,35,178,1,0,6,2,3,8,544
284,"BAGHA H/O RAMNAGAR BAGHA",519,395,0,914,309,229,0,538,538,0,15,271,1,147,26,62,3,2,2,1,4,4,538
285,"BAGHA H/O RAMNAGAR BAGHA",467,394,0,861,249,164,0,413,402,0,6,161,0,163,13,66,1,0,1,1,0,1,413
286,CHANDPURA,678,535,0,1213,401,225,0,626,624,0,14,136,4,361,42,53,1,0,2,0,1,12,626
287,CHANDPURA,773,699,0,1472,487,384,0,871,871,0,14,215,0,322,248,59,1,2,4,1,2,3,871
288,"CHAHLUA H/O RAMIABEHAD",279,239,0,518,226,166,0,392,392,0,13,141,1,73,51,100,1,2,2,1,1,6,392
289,"PARMESHWARIPURWA H/O RAMIABEHAD",270,191,0,461,186,152,0,338,322,0,1,4,0,2,318,8,0,1,0,1,0,3,338
290,"LAKKHANPURWA H/O RAMIABEHAD",604,571,0,1175,520,418,0,938,938,0,8,182,1,467,225,47,1,1,0,1,1,4,938
291,RAMIABEHAD,562,479,0,1041,374,301,0,675,675,0,10,119,1,262,126,146,0,1,4,1,1,4,675
292,RAMIABEHAD,449,360,0,809,256,226,0,482,482,0,6,11,2,126,260,66,0,0,4,2,0,5,482
293,"LABEDPUR H/O RAMIABEHAD",510,434,0,944,350,258,0,608,601,0,13,275,1,89,5,213,3,0,4,0,0,5,608
294,"LABEDPUR H/O RAMIABEHAD",471,418,0,889,357,279,0,636,636,0,7,366,0,110,16,123,0,0,7,0,0,7,636
295,MALLBEHAD,507,420,0,927,389,286,0,675,672,0,13,225,3,125,140,166,0,0,2,1,0,0,675
296,MALLBEHAD,453,381,0,834,313,215,0,528,528,0,3,228,1,172,26,93,0,2,2,1,0,0,528
297,SOHARIA,698,687,0,1385,458,451,0,909,909,0,15,354,2,278,72,167,6,1,2,0,0,12,909
298,"BEHNANPURWA H/O SOHARIA",536,516,0,1052,429,348,0,777,777,0,42,281,4,8,39,377,6,2,6,2,1,9,777
299,"MAHADEV H/O SOHARIA",604,540,0,1144,462,400,0,862,862,0,14,356,1,180,167,107,2,6,7,4,4,14,862
300,"SIRSI H/O TAHARA",492,430,0,922,336,248,0,584,584,0,16,123,1,205,212,16,1,0,4,0,2,4,584
301,BODHANPURWA,556,461,0,1017,319,230,0,549,549,0,15,295,5,98,21,88,2,4,2,1,8,10,549
302,"GOSAENPURWA H/O SEMRI",410,324,0,734,267,190,0,457,457,0,9,59,1,150,197,30,0,2,1,3,1,4,457
303,"BUCHWA H/O SEMRI",485,417,0,902,389,297,0,686,682,0,14,121,1,218,259,45,4,3,4,4,4,9,686
304,SEMRI,859,708,0,1567,554,347,0,901,901,0,6,177,2,258,355,88,2,1,2,1,1,8,901
305,"UDAYPUR H/O SEMRI",392,348,0,740,279,212,0,491,491,0,3,69,1,92,284,17,6,2,2,2,4,9,491
306,SEMRI,491,369,0,860,254,156,0,410,399,0,10,38,1,99,90,163,2,1,2,0,0,4,410
307,"RAMUAPUR H/O SEMRI",538,425,0,963,399,286,0,685,683,0,10,97,3,338,185,30,3,1,1,2,2,13,685
308,"JAGATAPUR H/O SEMRI",710,596,0,1306,423,334,0,757,757,0,10,132,1,165,293,144,0,1,2,1,2,6,757
309,"KANCHANPUR H/O SEMRI",283,228,0,511,239,168,0,407,407,0,3,24,1,319,46,6,0,0,1,0,0,7,407
310,"NPYT DHAURAHRA",718,615,0,1333,306,183,0,489,462,0,14,41,1,85,111,231,0,1,1,0,1,3,489
311,"NPYT DHAURAHRA",415,383,0,798,214,130,0,344,336,0,6,45,1,57,61,165,2,1,1,1,0,4,344
312,"NPYT DHAURAHRA",432,397,0,829,215,167,0,382,370,0,4,27,0,149,21,179,0,0,0,2,0,0,382
313,"NPYT DHAURAHRA",820,717,0,1537,469,311,0,780,779,0,15,119,1,87,37,510,1,2,3,4,0,1,780
314,"NPYT DHAURAHRA",662,629,0,1291,384,312,0,696,688,0,8,82,1,421,39,135,1,4,0,1,0,4,696
315,"NPYT DHAURAHRA",196,149,0,345,113,69,0,182,158,0,6,12,1,36,25,99,0,0,2,1,0,0,182
316,"NPYT DHAURAHRA",492,427,0,919,250,189,0,439,399,0,18,13,1,133,117,150,0,1,1,1,2,2,439
317,"NPYT DHAURAHRA",441,380,0,821,237,144,0,381,381,0,13,22,1,27,52,258,3,0,0,0,1,4,381
318,"NPYT DHAURAHRA",610,548,0,1158,303,179,0,482,482,0,8,70,0,170,73,158,0,0,0,0,1,2,482
319,"NPYT DHAURAHRA",364,331,0,695,209,154,0,363,363,0,12,48,1,87,75,136,1,0,1,0,0,2,363
320,"NPYT DHAURAHRA",764,672,0,1436,393,279,0,672,642,0,8,57,2,404,35,152,2,1,2,0,0,9,672
321,"NPYT DHAURAHRA",651,591,0,1242,329,229,0,558,543,0,6,29,0,349,25,139,0,1,2,0,2,5,558
322,"NPYT DHAURAHRA",611,523,0,1134,322,216,0,538,508,0,12,74,1,284,24,135,0,0,1,0,2,5,538
323,"NPYT DHAURAHRA",852,655,0,1507,402,228,0,630,630,0,7,62,0,385,94,68,2,1,4,0,0,7,630
324,"NPYT DHAURAHRA",667,628,0,1295,448,290,0,738,730,0,9,72,0,468,64,114,3,0,2,0,1,5,738
