"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANJU URF MUSKAN","2 - KAMLESH","3 - PRADEEP KUMAR JATAV","4 - BHOLA SINGH","5 - PYARE LAL","6 - RAGHURAJ PRATAP SINGH","7 - DR. RAHUL DIPANKAR","8 - VIJAI PAL","9 - SURESH","10 - HARVIR","11 - None of the Above","Total Votes Secured"
172,"DHANYAWALI PRIMARY SCHOOL  R.NO. 1",391,323,0,714,195,176,0,371,14,0,62,5,84,200,0,1,13,2,0,3,1,371
173,"DHANYAWALI PRIMARY SCHOOL R.NO. 2",587,505,0,1092,366,277,0,643,42,0,72,2,6,545,1,2,5,1,0,6,3,643
174,"RANAPUR PRIMARY SCHOOL ROOM NO- 1",646,556,0,1202,380,346,0,726,38,0,14,31,143,522,4,1,3,1,1,4,2,726
175,"RANAPUR PRIMARY SCHOOL ROOM NO- 2",617,516,0,1133,409,314,0,723,723,0,17,4,21,666,2,0,3,2,0,6,2,723
176,"BIGRAO PRIMARY SCHOOL ROOM NO- 1",615,536,0,1151,397,331,0,728,331,0,12,29,223,437,3,3,2,3,5,3,8,728
177,"BIGRAO PRIMARY SCHOOL ROOM NO- 2",593,530,1,1124,403,383,0,786,476,0,20,4,3,728,4,4,3,7,2,3,8,786
178,"CHANDPUR PUTHHI PRIMARY SCHOOL ROOM NO- 1",807,663,0,1470,481,423,0,904,20,0,11,11,237,599,5,3,3,8,3,14,10,904
179,"CHANDPUR PUTHI PRIMARY SCHOOL ROOM NO- 2",736,621,0,1357,501,422,0,923,41,0,23,2,19,844,5,2,7,8,2,0,11,923
180,"DEHRA PRIMARY SCHOOL ROOM NO- 1",516,450,0,966,263,222,0,485,248,0,43,11,14,396,0,3,7,3,0,1,7,485
181,"DEHRA PRIMARY SCHOOL ROOM NO- 2",650,551,0,1201,382,343,0,725,725,0,26,28,81,562,3,0,8,1,1,14,1,725
182,"BHARRA PRIMARY SCHOOL ROOM NO- 1",658,548,0,1206,349,296,0,645,200,0,60,17,168,371,12,1,2,3,3,6,2,645
183,"GINORA NAGLI PANCHAYAT GHAR ROOM NO- 1",527,468,0,995,303,271,0,574,429,0,2,3,193,355,1,2,4,2,4,3,5,574
184,"GINORA NAGLI PANCHAYAT GHAR ROOM NO- 2",478,429,0,907,248,205,0,453,243,0,2,53,6,365,4,1,8,4,4,2,4,453
185,"LADANA PRIMARY SCHOOL ROOM NO- 1",500,423,0,923,272,249,0,521,430,0,15,8,135,346,4,0,4,2,2,2,3,521
186,"LADANA PRIMARY SCHOOL ROOM NO- 2",683,594,0,1277,359,294,0,653,453,0,58,30,22,521,2,1,4,5,6,1,3,653
187,"NAGLA ALAM PUR PANCHAYAT GHAR ROOM NO- 1",352,312,0,664,325,271,0,596,281,0,2,0,2,578,2,0,2,2,0,5,3,596
188,"BHOLIYA MAJRA GIRORA PRIMARY SCHOOL ROOM NO- 1",554,496,0,1050,325,295,0,620,1,0,53,1,50,498,4,0,2,3,0,5,4,620
189,"BHOLIYA MAJRA GIRORA PRIMARY SCHOOL ROOM NO- 2",318,301,0,619,200,196,0,396,1,0,62,3,143,182,3,0,0,1,1,1,0,396
190,"GIRORA PRIMARY SCHOOL ROOM NO- 1",800,685,0,1485,291,329,0,620,44,0,187,247,134,26,1,2,10,6,3,3,1,620
191,"GIRORA PRIMARY SCHOOL ROOM NO- 2",372,327,0,699,160,136,0,296,102,0,146,62,20,48,0,0,17,1,0,0,2,296
192,"NAGLA MAYAPUR MAJRA GIRORA PRIMARY SCHOOL ROOM NO- 1",608,568,0,1176,504,466,0,970,970,0,0,6,1,951,3,1,1,3,1,0,3,970
193,"KACHROT PRIMARY SCHOOL ROOM NO- 1",467,391,0,858,300,256,0,556,31,0,21,31,56,432,2,0,7,0,2,3,2,556
194,"KACHROT PRIMARY SCHOOL ROOM NO- 2",510,428,0,938,305,229,0,534,534,0,9,18,189,302,3,1,6,0,1,1,4,534
195,"THONA PRIMARY SCHOOL ROOM NO- 1",533,489,0,1022,317,358,0,675,73,0,70,18,175,383,1,2,3,4,2,5,12,675
196,"THONA PRIMARY SCHOOL ROOM NO- 2",569,542,0,1111,384,409,0,793,165,0,5,7,3,723,9,4,5,5,4,7,21,793
197,"KHANPUR PRIMARY SCHOOL ROOM NO- 1",626,505,0,1131,335,262,0,597,175,0,330,218,5,32,1,0,5,4,0,0,2,597
198,"KHANPUR PRIMARY SCHOOL ROOM NO- 2",279,243,0,522,133,115,0,248,97,0,94,80,7,59,1,2,1,0,0,2,2,248
199,"KHANPUR PRIMARY SCHOOL ROOM NO- 3",752,680,0,1432,420,393,0,813,111,0,85,172,5,530,3,0,2,5,1,6,4,813
200,"KHANPUR PRIMARY SCHOOL ROOM NO- 4",596,533,0,1129,349,337,0,686,557,0,57,134,425,51,2,1,5,2,5,4,0,686
201,"KHANPUR S.L. INTER COLLEGE ROOM NO- 1",735,636,0,1371,432,380,0,812,743,0,58,41,8,668,3,0,7,7,1,6,13,812
202,"KHANPUR S.L. INTER COLLEGE ROOM NO- 2",836,781,0,1617,583,487,0,1070,911,0,291,225,11,508,2,2,0,5,2,11,13,1070
203,"KHANPUR S.L. INTER COLLEGE ROOM NO- 3",441,404,0,845,303,280,0,583,431,0,36,38,4,493,1,1,2,2,0,3,3,583
204,"KHANPUR S.L. INTER COLLEGE ROOM NO- 4",421,365,0,786,227,212,0,439,418,0,222,197,4,10,0,0,1,3,0,0,2,439
205,"KHANPUR BEEJ GODAM ROOM NO- 1",310,281,0,591,159,133,0,292,183,0,94,106,1,82,1,1,0,0,1,2,4,292
206,"KHANPUR BEEJ GODAM ROOM NO- 2",760,664,0,1424,430,352,0,782,782,0,378,323,15,50,0,0,1,7,1,4,3,782
207,"SEEKRI PRIMARY SCHOOL ROOM NO- 1",684,567,0,1251,344,345,0,689,624,0,22,28,233,378,5,1,4,7,2,5,4,689
208,"SIHALI JHAYA PRIMARY SCHOOL ROOM NO- 1",495,422,0,917,365,326,0,691,13,0,2,2,4,642,6,1,6,10,2,3,13,691
209,"DHAKROLI PRIMARY SCHOOL ROOM NO- 1",741,667,0,1408,548,422,0,970,960,0,11,9,19,889,8,2,2,9,3,8,10,970
210,"DHAKROLI PRIMARY SCHOOL ROOM NO- 2",669,605,0,1274,487,381,0,868,810,0,7,29,46,756,3,1,10,4,3,2,7,868
211,"IMAMABAD PRIMARY SCHOOL ROOM NO- 1",508,453,0,961,370,337,0,707,610,0,8,3,2,675,2,4,3,2,0,0,8,707
212,"DHAKKA PRIMARY SCHOOL ROOM NO-1",750,649,0,1399,610,506,0,1116,990,0,9,1,18,1049,8,0,13,3,3,11,1,1116
213,"ISHANPUR PRIMARY SCHOOL ROOM NO- 1",712,625,0,1337,545,498,0,1043,645,0,25,9,95,873,6,2,3,5,2,8,15,1043
214,"BHAMROLI PRIMARY SCHOOL ROOM NO- 1",339,298,0,637,157,151,0,308,46,0,8,4,89,191,0,2,8,1,0,1,4,308
215,"BHAMROLI JUNEYAR HIGHE SCHOOL ROOM N0. 1",453,410,0,863,393,250,0,643,603,0,60,3,4,560,3,0,2,5,0,2,4,643
216,"PALI PARTAPUR PANCHAYAT GHAR ROOM NO- 2",500,434,0,934,337,312,0,649,27,0,9,4,132,481,3,0,4,5,0,2,9,649
217,"SONJNA JHAYA JUNIOR HIGH  SCHOOL ROOM NO- 1",602,498,0,1100,332,268,0,600,155,0,193,20,74,282,3,0,10,4,4,3,7,600
218,"SONJNA JHAYA JUNIOR HIGH SCHOOL ROOM NO- 2",346,296,0,642,199,164,0,363,60,0,121,7,4,223,0,0,4,2,0,1,1,363
219,"ABHAYPUR PRIMARY SCHOOL  ROOM NO- 1",439,388,0,827,310,261,0,571,120,0,4,8,7,521,8,1,8,4,0,5,5,571
220,"IMALIA PRIMARY SCHOOL ROOM NO- 1",272,227,0,499,134,109,0,243,23,0,2,2,4,206,3,0,20,1,2,1,2,243
221,"SYORAMPUR PRIMARY SCHOOL ROOM NO- 1",396,318,0,714,228,184,0,412,18,0,15,1,76,309,1,1,5,0,2,0,2,412
222,"KHANPUR MAJRA PRIMARY SCHOOL ROOM NO- 1",701,625,0,1326,609,468,0,1077,1077,0,5,63,8,977,5,1,4,1,3,8,2,1077
223,"PARWANA MAHMOODPUR PRIMARY SCHOOL ROOM NO- 1",738,646,0,1384,509,447,0,956,51,0,2,34,40,852,5,1,5,1,2,7,7,956
224,"PARWANA MAHMOODPUR PRIMARY SCHOOL ROOM NO- 2",865,716,0,1581,583,471,0,1054,1052,0,10,188,323,512,1,0,5,6,3,3,3,1054
225,"PARWANA MAHMOODPUR PRIMARY SCHOOL ROOM NO- 3",453,396,0,849,323,283,0,606,606,0,5,25,140,425,2,1,1,1,1,0,5,606
226,"PARWANA MAHMOODPUR PRIMARY SCHOOL ROOM NO- 4",430,391,0,821,250,233,0,483,1,0,7,234,14,213,1,1,5,0,1,4,3,483
227,"PARWANA MAHMOODPUR PANCHAYAT GHAR ROOM NO. 1",464,411,0,875,288,242,0,530,525,0,11,30,59,412,1,0,1,5,3,4,4,530
228,"PRIMARY SCHOOL MAHMOODPUR ROOM NO- 1",472,417,0,889,277,268,0,545,543,0,10,4,83,426,2,0,14,3,1,2,0,545
229,"MANPUR PRIMARY SCHOOL ROOM NO- 1",346,292,0,638,192,159,0,351,250,0,3,9,141,188,3,1,1,0,0,2,3,351
230,"KHIJARPUR PRIMARY SCHOOL ROOM NO- 1",450,377,0,827,250,237,0,487,350,0,21,30,138,290,1,1,0,2,2,1,1,487
231,"SURAJPUR TIKRI PRIMARY SCHOOL ROOM NO- 1",562,503,0,1065,328,283,0,611,190,0,17,129,38,408,2,0,2,5,0,4,6,611
232,"SURAJPUR TIKRI PRIMARY SCHOOL ROOM NO- 2",361,321,0,682,228,175,0,403,401,0,10,63,136,181,1,1,2,2,2,5,0,403
233,"PAMPUR PRIMARY SCHOOL ROOM NO- 1",225,197,0,422,161,157,0,318,213,0,30,3,0,278,1,1,0,1,0,1,3,318
234,"RATANPUR PRIMARY SCHOOL ROOM NO- 1",719,621,0,1340,573,495,0,1068,68,0,1,11,193,828,8,0,2,4,5,8,8,1068
235,"KODA SAMSABAD PRIMARY SCHOOL ROOM NO- 1",690,589,0,1279,665,356,0,1021,1021,0,6,25,9,949,3,2,4,7,2,9,5,1021
236,"BADSAHPUR TALAB PRIMARY SCHOOL ROOM NO- 1",553,467,0,1020,379,267,0,646,48,0,5,32,87,508,3,0,3,4,0,3,1,646
237,"ILNA PRIMARY SCHOOL ROOM NO- 1",733,637,0,1370,590,502,0,1092,900,0,8,58,15,998,0,1,4,3,3,1,1,1092
238,"ILNA PRIMARY SCHOOL ROOM NO- 2",445,397,0,842,330,290,0,620,28,0,4,65,143,381,0,1,6,5,6,3,6,620
239,"ILNA PRIMARY SCHOOL ROOM NO- 3",485,410,0,895,458,281,0,739,286,0,3,5,96,616,3,2,1,2,3,2,6,739
240,"TAHGORA PRIMARY SCHOOL ROOM NO- 1",284,247,0,531,157,144,0,301,54,0,1,6,31,252,1,1,3,0,1,3,2,301
241,"BAHEDI KHEDA PRIMARY SCHOOL ROOM NO- 1",280,238,0,518,151,142,0,293,287,0,43,7,102,131,0,1,2,3,1,2,1,293
242,"BAMANPUR TALLUKA PRIMARY SCHOOL ROOM NO- 1",490,425,1,916,286,254,0,540,450,0,45,6,114,362,1,0,7,0,0,3,2,540
243,"JADOL SHIV HAYAR SECONDARY SCHOOL ROOM NO- 1 EAST ROOM 1",352,305,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,"JADOL SHIV HAYAR SECONDARY SCHOOL ROOM NO- 1 EAST ROOM 2",614,500,0,1114,312,261,0,573,496,0,207,16,4,338,1,2,2,1,0,1,1,573
245,"JADOL SHIV HAYAR SECONDARY SCHOOL ROOM NO- 3 WEST ROOM",442,349,0,791,197,189,0,386,60,0,27,2,240,104,0,0,3,2,4,2,2,386
246,"JADOL SHIV HAYAR SECONDARY SCHOOL ROOM NO- 4 WEST ROOM",393,356,0,749,157,183,0,340,100,0,53,3,92,182,0,0,7,0,2,0,1,340
247,"JEVANPURA MAJRA JADOL PRIMERY SCHOOL",373,304,0,677,309,242,0,551,93,0,1,1,72,464,2,1,0,4,0,4,2,551
248,"JADOL PRIMARY SCHOOL ROOM NO- 1",831,651,0,1482,404,300,0,704,703,0,42,11,246,337,3,0,3,5,46,6,5,704
249,"PHATAHPUR PRIMARY SCHOOL ROOM NO- 1",358,274,0,632,217,183,0,400,10,0,3,5,136,253,0,0,0,0,0,2,1,400
250,"KURENA PRIMARY SCHOOL ROOM NO- 1",685,585,0,1270,398,317,0,715,418,0,18,44,84,538,4,3,4,7,5,3,5,715
251,"BASURI PRIMARY SCHOOL ROOM NO- 1",519,436,0,955,352,287,0,639,409,0,3,24,3,579,7,3,2,2,5,4,7,639
252,"KARETHA PRIMARY SCHOOL ROOM NO- 1",219,198,0,417,164,110,0,274,16,0,2,9,5,257,1,0,0,0,0,0,0,274
253,"MULLANI PRIMARY SCHOOL ROOM NO- 1",453,395,0,848,314,279,0,593,593,0,22,7,6,528,6,1,1,7,0,10,5,593
254,"MULLANI PRIMARY SCHOOL ROOM NO- 2",441,387,0,828,272,255,0,527,526,0,46,16,35,402,4,2,4,0,0,11,7,527
255,"GURAVLI PRIMARY SCHOOL ROOM NO- 1",454,385,0,839,234,173,0,407,407,0,15,64,13,306,1,1,1,2,0,2,2,407
256,"GURAVLI PRIMARY SCHOOL ROOM NO- 2",443,380,0,823,252,208,0,460,460,0,2,23,197,228,2,0,0,0,1,3,4,460
257,"BHADORA PRIMARY SCHOOL ROOM NO- 1",672,614,0,1286,378,360,0,738,736,0,11,8,212,481,1,0,5,6,3,5,6,738
258,"SEKHUPURA PRIMARY SCHOOL ROOM NO- 1",567,512,0,1079,429,314,0,743,743,0,8,78,7,638,3,1,1,3,1,2,1,743
259,"JADOLI PRIMARY SCHOOL ROOM NO- 1",537,464,0,1001,276,204,0,480,10,0,128,8,36,297,1,1,3,1,2,2,1,480
260,"MATHURA NAGAL PRIMARY SCHOOL ROOM NO- 1",441,344,0,785,228,179,0,407,217,0,0,2,82,306,4,1,0,2,2,6,2,407
261,"JAWASA PRIMARY SCHOOL ROOM NO- 1",621,492,0,1113,473,400,0,873,67,0,7,13,4,787,9,1,0,18,4,13,17,873
262,"JAWASA PRIMARY SCHOOL ROOM NO- 2",639,576,0,1215,403,382,0,785,782,0,5,12,386,346,4,2,3,5,6,6,10,785
263,"MANIYA TIKRI PRIMARY SCHOOL ROOM NO- 1",458,390,0,848,341,299,0,640,640,0,1,10,223,366,7,0,8,7,4,2,12,640
264,"MANIYA TIKRI JUNIOR HIGH SCHOOL ROOM NO- 1",418,337,0,755,300,236,0,536,111,0,5,3,8,506,3,0,2,4,0,3,2,536
265,"KANONA INTER COLLEGE ROOM NO- 1",808,696,1,1505,603,517,0,1120,1118,0,2,8,10,1051,7,2,6,8,8,7,11,1120
266,"KANONA INTER COLLEGE ROOM NO- 2",422,393,0,815,320,314,0,634,634,0,5,4,122,487,3,0,6,4,2,1,0,634
267,"NAGOD PRIMARY SCHOOL  ROOM NO- 1",403,342,0,745,302,287,0,589,500,0,0,22,39,495,2,1,5,6,0,19,0,589
268,"RAHMATPUR AUGNA PRIMARY SCHOOL ROOM NO- 1",506,450,0,956,307,283,0,590,16,0,2,8,3,571,2,0,2,1,0,1,0,590
269,"CHATHERA PRIMARY SCHOOL ROOM NO- 1",451,400,0,851,252,223,0,475,70,0,8,18,7,376,3,3,55,2,1,1,1,475
270,"BHOPUR PRIMARY SCHOOL ROOM NO- 1",560,470,0,1030,439,323,0,762,116,0,6,4,102,645,0,0,5,0,0,0,0,762
271,"PYANA KHURD PRIMARY SCHOOL ROOM NO- 1",591,516,0,1107,301,273,0,574,459,0,50,8,85,394,1,0,14,3,2,5,12,574
272,"MIRJAPUR NAGLI PRIMARY SCHOOL ROOM NO- 1",248,230,0,478,175,150,0,325,325,0,1,18,3,291,0,0,2,2,0,6,2,325
273,"PYANA KALA PRIMARY SCHOOL ROOM NO- 1",701,602,0,1303,351,294,0,645,10,0,250,60,79,239,1,0,9,1,0,2,4,645
274,"PYANA KALA PRIMARY SCHOOL ROOM NO- 2",522,438,0,960,310,266,0,576,16,0,22,16,300,219,4,0,2,4,3,3,3,576
275,"KALIYANPUR PRIMARY SCHOOL",331,291,0,622,190,177,0,367,12,0,61,8,237,47,3,1,5,1,3,1,0,367
276,"NITYANANDPUR NAGLI PRIMARY SCHOOL ROOM NO- 1",660,559,0,1219,342,307,0,649,648,0,1,7,31,579,4,0,17,3,1,2,4,649
277,"SAKARPUR PRIMARY SCHOOL ROOM NO- 1",343,304,0,647,211,198,0,409,7,0,3,14,9,380,0,0,1,1,0,1,0,409
278,"PALI ANANDGARI PRIMARY SCHOOL ROOM NO- 1",661,572,1,1234,335,280,0,615,23,0,29,36,55,465,7,2,5,5,3,8,0,615
279,"PALI ANANDGARI PRIMARY SCHOOL ROOM NO- 2",777,717,0,1494,529,518,0,1047,604,0,3,8,350,671,0,0,3,5,0,2,5,1047
280,"AMARGARH JWAHAR JYOTI INTER COLLEGE ROOM NO- 1",590,508,0,1098,409,327,0,736,50,0,15,17,22,654,3,3,7,6,2,5,2,736
281,"AMARGARH JWAHAR JYOTI INTER COLLEGE ROOM NO- 2",680,578,0,1258,482,350,0,832,832,0,22,26,6,736,11,2,3,3,2,7,14,832
282,"AMARGARH PRIMARY SCHOOL ROOM NO- 1 EAST ROOM",507,437,0,944,316,230,0,546,544,0,61,4,45,408,5,0,3,3,2,8,7,546
283,"AMARGARH PRIMARY SCHOOL ROOM NO- 2 EAST ROOM",490,418,0,908,269,228,0,497,497,0,71,5,284,121,1,1,3,1,2,5,3,497
284,"AMARGARH PRIMARY SCHOOL ROOM NO- 1 WEST ROOM",499,441,0,940,294,262,0,556,150,0,129,11,8,379,5,0,8,6,1,6,3,556
285,"AMARGARH PRIMARY SCHOOL ROOM NO- 2 WEST ROOM",498,428,0,926,269,189,0,458,458,0,160,20,6,239,2,0,9,5,0,5,12,458
286,"MADANGARH PRIMARY SCHOOL ROOM NO- 1",232,191,0,423,168,143,0,311,95,0,3,2,2,286,2,0,2,1,3,4,6,311
287,"RAMPUR URF PEETAMPUR PRIMARY SCHOOL ROOM NO- 1",171,161,0,332,101,95,0,196,141,0,22,3,32,128,2,0,1,3,1,0,4,196
288,"ROSLA PRIMARY SCHOOL ROOM NO- 1",315,270,0,585,194,189,0,383,383,0,42,37,19,267,3,1,0,6,0,6,2,383
289,"MANGALPUR PRIMARY SCHOOL ROOM NO- 1",582,531,1,1114,327,334,0,661,5,0,75,87,5,475,2,0,3,1,1,4,8,661
290,"DULKHRA PRIMARY SCHOOL ROOM NO- 1",480,428,0,908,294,274,0,568,564,0,7,26,206,303,1,0,16,0,4,3,2,568
291,"DULKHRA PRIMARY SCHOOL ROOM NO- 2",451,394,0,845,228,214,0,442,438,0,11,103,201,110,3,1,5,1,1,3,3,442
292,"BHAGWANTPUR PRIMARY SCHOOL ROOM NO- 1",615,528,0,1143,300,259,0,559,42,0,26,9,218,274,3,0,7,5,5,5,7,559
293,"MAHUA KHEDA PRIMARY SCHOOL ROOM NO- 1",831,722,0,1553,501,480,0,981,440,0,30,120,66,733,5,2,7,7,2,5,4,981
294,"PILAKHNI PRIMARY SCHOOL ROOM NO- 1",760,646,0,1406,385,341,0,726,726,0,44,4,82,577,4,0,5,2,1,4,3,726
295,"KRIYARI PRIMARY SCHOOL ROOM NO- 1",759,650,0,1409,387,361,0,748,748,0,136,28,41,510,2,1,18,1,1,10,0,748
296,"UNCHAGAU VIVEKANAND INTER COLLEGE ROOM NO- 1",448,380,0,828,280,233,0,513,513,0,17,28,25,433,0,0,6,0,0,2,2,513
297,"UNCHAGAU VIVEKANAND INTER COLLEGE ROOM NO- 2",500,436,0,936,322,307,0,629,1,0,9,8,4,571,5,6,6,3,2,8,7,629
298,"UNCHAGAU VIVEKANAND INTER COLLEGE ROOM NO- 3",584,524,1,1109,294,287,0,581,492,0,85,7,7,440,5,1,11,5,3,10,7,581
299,"MADIYA KHURD MAJRA UNCHAGOUN PRIMARY SCHOOL ROOM NO- 1",288,247,0,535,205,180,0,385,335,0,1,10,12,345,1,0,13,0,0,3,0,385
300,"UNCHAGAU PRIMARY SCHOOL ROOM NO- 1",454,368,0,822,202,216,0,418,402,0,35,16,239,82,3,0,35,1,2,3,2,418
301,"UNCHAGAU PRIMARY SCHOOL ROOM NO- 2",454,397,0,851,258,231,0,489,481,0,63,6,247,77,3,0,81,2,4,3,3,489
302,"SABDALPUR PRIMARY SCHOOL ROOM NO- 1",436,386,0,822,218,225,0,443,394,0,18,10,113,289,0,0,3,0,4,4,2,443
303,"RAGHUNATHPUR PRIMARY SCHOOL ROOM NO- 1",435,374,1,810,211,190,0,401,400,0,158,6,11,210,5,1,8,1,1,0,0,401
304,"RAGHUNATHPUR PRIMARY SCHOOL ROOM NO- 2",421,350,0,771,262,188,0,450,1,0,14,8,3,397,4,0,17,2,1,1,3,450
305,"KAMALPUR PRIMARY SCHOOL ROOM NO- 1",737,632,0,1369,401,342,0,743,1,0,62,5,3,644,2,0,5,9,2,3,8,743
306,"KAMALPUR PRIMARY SCHOOL ROOM NO- 2",671,582,0,1253,284,240,0,524,128,0,9,5,68,418,2,0,5,5,4,4,4,524
307,"DHALNA PRIMARY SCHOOL ROOM NO- 1",771,671,0,1442,424,444,0,868,36,0,91,5,464,289,3,1,5,3,0,1,6,868
308,"TIMARPUR PRIMARY SCHOOL ROOM NO- 1",361,322,0,683,278,254,0,532,309,0,0,1,8,515,6,0,0,0,1,1,0,532
309,"JARIA ALAMPUR PRIMARY SCHOOL ROOM NO- 1",448,408,0,856,412,319,0,731,731,0,3,1,4,720,2,0,1,0,0,0,0,731
310,"JARIA ALAMPUR PRIMARY SCHOOL ROOM NO- 2",483,435,0,918,394,367,0,761,704,0,10,5,6,713,7,1,3,4,0,4,8,761
311,"AMAR PUR PRIMARY SCHOOL ROOM NO- 1",613,514,0,1127,329,285,0,614,614,0,274,20,12,301,2,0,0,2,1,1,1,614
312,"AMAR PUR PRIMARY SCHOOL ROOM NO- 2",561,499,0,1060,217,202,0,419,410,0,323,46,23,17,0,0,4,1,0,1,4,419
313,"AMARPUR KANYA JUNIOR HIGH SCHOOL ROOM NO- 1",559,476,0,1035,301,236,0,537,500,0,268,102,97,58,3,1,1,0,0,1,6,537
314,"AMARPUR KANYA JUNIOR HIGH SCHOOL ROOM NO- 2",573,469,0,1042,310,270,0,580,362,0,52,23,258,219,6,0,6,4,5,2,5,580
315,"BHADKAU PRIMARY SCHOOL ROOM NO- 1",658,519,0,1177,337,281,0,618,616,0,14,1,39,534,3,1,5,6,4,4,7,618
316,"BHADKAU PRIMARY SCHOOL ROOM NO- 2",566,483,0,1049,294,245,0,539,161,0,317,5,140,61,3,0,3,1,2,3,4,539
317,"GASUPUR PRIMARY SCHOOL ROOM NO- 1",674,610,0,1284,295,346,0,641,221,0,376,105,118,22,0,2,7,2,2,1,6,641
318,"GASUPUR PRIMARY SCHOOL ROOM NO- 2",644,550,0,1194,326,302,0,628,120,0,297,59,93,157,0,2,9,4,2,2,3,628
319,"CHANDIYANA PRIMARY SCHOOL ROOM NO- 1",477,435,0,912,227,209,0,436,410,0,267,86,40,16,1,1,13,3,2,3,4,436
320,"CHANDIYANA PRIMARY SCHOOL ROOM NO- 2",427,366,0,793,219,177,0,396,380,0,223,108,43,10,0,0,7,4,0,1,0,396
321,"CHANDIYANA PRIMARY SCHOOL ROOM NO- 3",753,670,0,1423,353,320,0,673,673,0,218,152,76,199,2,1,9,8,1,3,4,673
322,"CHANDIYANA PANCHAYAT GHAR ROOM NO- 1",618,576,0,1194,357,307,0,664,438,0,309,116,138,89,0,0,6,2,0,0,4,664
323,"GHUGHRAWLI PRIMARY SCHOOL ROOM NO- 1",477,431,0,908,262,240,0,502,486,0,12,12,198,258,1,1,2,3,6,2,7,502
324,"GHUGHRAWLI PRIMARY SCHOOL ROOM NO- 2",335,295,0,630,178,168,0,346,324,0,42,3,122,169,2,0,1,0,3,4,0,346
325,"GHUGHRAWLI INTER COLLEGE ROOM NO- 1",783,691,0,1474,454,296,0,750,600,0,36,8,8,664,4,0,6,8,3,8,5,750
326,"BANBHORA MAJRA GHUGHRAWLI PRIMARY SCHOOL ROOM NO- 1",529,437,0,966,416,372,0,788,785,0,23,6,95,645,5,1,6,2,1,3,1,788
327,"BASI BANGAR PRIMARY SCHOOL ROOM NO- 1",686,583,0,1269,405,389,0,794,95,0,201,127,390,48,2,0,2,6,4,5,9,794
328,"BASI BANGAR PRIMARY SCHOOL ROOM NO- 2",607,568,0,1175,300,283,0,583,583,0,297,211,7,36,3,2,4,6,2,4,11,583
329,"NIJAMPUR PRIMARY SCHOOL ROOM NO- 1",454,401,0,855,319,290,0,609,1,0,0,0,71,520,2,2,2,6,3,2,1,609
330,"FARIDA BANGAR PRIMARY SCHOOL ROOM NO- 1",679,581,0,1260,462,425,0,887,880,0,12,17,216,608,10,4,0,6,5,5,4,887
331,"FARIDA BANGAR PRIMARY SCHOOL ROOM NO- 2",567,448,0,1015,392,317,0,709,709,0,20,14,16,629,4,2,1,6,3,10,4,709
332,"MAVAI PRIMARY SCHOOL ROOM NO- 1",730,586,0,1316,331,255,0,586,5,0,80,12,31,431,2,0,2,11,0,6,11,586
333,"MAVAI PRIMARY SCHOOL ROOM NO- 2",710,564,0,1274,358,257,0,615,305,0,87,8,6,490,3,1,3,1,2,9,5,615
334,"DAULATPUR KLA PRIMARY SCHOOL ROOM NO- 1",799,691,0,1490,482,425,0,907,419,0,115,21,52,692,4,1,4,4,5,3,6,907
335,"DAULATPUR KLA PRIMARY SCHOOL ROOM NO- 2",762,654,0,1416,427,360,0,787,72,0,77,21,14,640,5,0,17,3,1,2,7,787
336,"DAULATPUR KLA PRIMARY SCHOOL NEW ROOM NO- 1",720,623,0,1343,330,320,0,650,443,0,315,161,15,139,3,0,4,5,2,3,3,650
337,"DAULATPUR KLA PRIMARY SCHOOL NEW ROOM NO- 2",728,646,0,1374,346,340,0,686,439,0,295,72,116,164,1,0,3,8,6,4,17,686
338,"MOHAMMADPUR  BARWALA PRIMARY SCHOOL ROOM NO- 1",729,663,0,1392,465,432,0,897,10,0,61,13,273,504,4,4,10,9,5,5,9,897
339,"YUNISPUR PRIMARY SCHOOL ROOM NO- 1",473,450,0,923,344,330,0,674,87,0,29,5,108,504,4,0,6,3,1,2,12,674
340,"NARSENA GANESH SMARAK INTER COLLEGE ROOM NO-1",805,659,0,1464,360,297,0,657,452,0,25,7,233,341,5,1,11,5,5,8,16,657
341,"NARSENA GANESH SMARAK INTER COLLEGE ROOM NO-2",445,431,0,876,229,213,0,442,431,0,19,1,5,394,3,2,5,5,1,3,4,442
342,"NARSENA GANESH SMARAK INTER COLLEGE ROOM NO-3",504,384,0,888,283,200,0,483,273,0,36,7,7,422,4,0,3,0,0,2,2,483
343,"NARENDRA PUR PRIMARY SCHOOL ROOM NO- 1",403,375,0,778,323,274,0,597,197,0,4,5,6,553,6,0,6,6,1,3,7,597
344,"NARENDRA PUR PRIMARY SCHOOL ROOM NO- 2",612,550,0,1162,445,402,0,847,37,0,13,15,92,640,6,1,44,8,5,8,15,847
345,"KAPSAI MAHMUDPUR PRIMARY SCHOOL ROOM NO- 1",653,554,0,1207,450,355,0,805,59,0,22,12,16,735,2,0,8,2,1,2,5,805
