"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ATUL KUMAR SINGH ANJAAN","2 - DARA SINGH CHAUHAN","3 - RAJEEV KUMAR RAI","4 - RASHTRA KUNWAR SINGH","5 - HARINARAYAN RAJBHAR","6 - BADRI NATH YADAV","7 - MANISH KUMAR RAI","8 - MOKHTAR ANSARI","9 - RAVI SHANKAR BHARAT","10 - RAJKUMAR CHAUHAN","11 - VIJAY KUMAR UPADHYAY","12 - DR. SHAMEEM ABIDI","13 - HARINATH","14 - HARISH CHANDRA","15 - HEMANT KUMAR","16 - DOODHNATH CHAUHAN","17 - VISHUN DAYAL","18 - SURYA KUMAR","19 - None of the Above","Total Votes Secured"
154,"PRIMARY P. KAMALPUR EAST BHAG",431,398,0,829,209,250,0,459,459,0,4,181,32,2,202,12,1,8,3,1,3,1,1,0,0,3,1,3,1,459
155,"PRIMARY P. UTREJPUR M. BHAG",569,511,0,1080,287,306,0,593,593,0,5,243,55,4,3,0,0,250,1,0,1,1,0,1,1,3,2,13,10,593
156,"PRIMARY P. UTREJPUR WEST BHAG",668,592,0,1260,310,320,0,630,630,0,2,223,49,4,57,3,2,268,4,1,3,1,0,1,5,7,0,0,0,630
157,"PRIMARY P. JAIGAVAN N. IMART",317,271,0,588,182,159,0,341,341,0,3,47,51,13,214,2,0,1,0,1,1,1,1,0,3,2,0,0,1,341
158,"J.H. SCHOOL NAGRIPAR EAST BHAG",743,592,0,1335,375,337,0,712,712,0,13,80,162,15,289,9,3,106,3,1,4,1,1,2,1,10,2,1,9,712
159,"J.H. SCHOOL NAGRIPAR WEST BHAG",810,684,0,1494,402,395,0,797,797,0,5,394,215,3,82,8,9,51,2,1,0,5,0,2,0,4,0,12,4,797
160,"PRIMARY P. BANDIKALA M.BHAG",593,590,0,1183,312,382,0,694,694,0,3,13,168,2,9,1,4,469,4,2,1,0,1,2,1,3,0,1,10,694
161,"PRIMARY P. BANDIKALA",205,185,0,390,117,112,0,229,229,0,3,144,51,0,10,1,1,13,0,0,0,0,0,0,2,1,1,2,0,229
162,"PRIMARY P. BANDIKALA",567,522,0,1089,310,328,0,638,638,0,4,273,78,3,22,0,1,237,1,0,7,0,0,1,0,2,0,2,7,638
163,"PRIMARY P. BANDIKALA",386,296,0,682,199,182,0,381,381,0,9,13,123,7,154,3,1,38,1,6,1,4,2,4,2,7,3,1,2,381
164,"PRIMARY P. SURHURPUR NARTH BHAG",728,591,0,1319,340,285,0,625,625,0,8,35,137,36,384,1,2,8,0,2,0,2,3,0,0,5,0,1,1,625
165,"PRIMARY P. SURHURPUR WEST BHAG",832,692,0,1524,461,456,0,917,917,0,33,404,40,24,371,11,4,6,1,5,7,1,0,3,0,1,4,2,0,917
166,"PRIMARY P. SURHURPUR WEST BHAG",410,350,0,760,238,214,0,452,452,0,6,107,55,23,237,3,0,2,3,3,4,3,1,1,0,2,0,1,1,452
167,"PRIMARY P. KHARIGILIYA N. IMART",798,657,0,1455,466,422,0,888,888,0,11,414,241,14,154,4,2,7,2,2,6,3,2,6,1,8,1,6,4,888
168,"PRIMARY P. KAJEEPUR BASTI N. IMART",470,395,0,865,265,260,0,525,525,0,14,128,100,9,230,7,3,14,2,1,3,1,1,2,1,1,2,3,3,525
169,"PRIMARY P. BARDIHA",658,569,0,1227,347,356,0,703,703,0,14,292,98,14,242,8,3,18,0,1,3,0,0,1,0,7,1,0,1,703
170,"PRIMARY P. KARHAN",791,622,0,1413,375,369,0,744,744,0,3,16,142,13,300,3,3,244,0,0,1,6,1,0,3,5,0,0,4,744
171,"PRIMAY P.KARHAN",879,720,0,1599,422,426,0,848,848,0,4,196,43,7,202,2,5,366,3,1,5,8,0,1,1,2,0,0,2,848
172,"PRIMARY P. MAHPUR N. IMART",840,725,0,1565,497,398,0,895,895,0,8,134,174,6,96,1,4,456,1,1,1,0,0,0,1,8,0,2,2,895
173,"PRIMARY P. MAHPUR N. IMART",378,308,0,686,202,201,0,403,403,0,5,79,26,3,144,3,0,123,3,0,4,0,2,1,0,7,1,2,0,403
174,"PRIMARY P. TARVACHAUBEPUR",439,359,0,798,264,250,0,514,514,0,2,279,134,2,31,1,0,44,0,1,5,0,1,0,0,5,4,3,2,514
175,"PRIMARY P. KARHAN EAST BHAG",815,644,0,1459,380,293,0,673,673,0,3,85,110,15,257,2,0,178,1,4,1,0,1,1,1,2,1,4,7,673
176,"D.AMBEDAKAR P.M. SCHOOL GHUTAMA",395,334,0,729,239,243,0,482,482,0,4,413,8,0,3,2,2,40,1,0,2,1,1,3,0,0,0,2,0,482
177,"PRIMARY P. CHAKJAFARI N. IMART",644,545,0,1189,344,356,0,700,700,0,5,323,86,15,178,4,1,44,2,3,2,0,1,3,6,12,1,8,6,700
178,"PRIMARY P. MALAV EAST BHAG",770,628,0,1398,402,348,0,750,750,0,9,199,59,14,395,12,2,10,2,0,7,4,2,2,5,11,1,5,11,750
179,"PRIMARY P. MALAV WEST BHAG",648,528,0,1176,322,341,0,663,663,0,21,102,12,5,408,9,2,77,2,2,2,2,1,1,1,15,1,0,0,663
180,"PRIMARY P. MALAV NARTH BHAG",624,490,0,1114,302,285,0,587,587,0,9,185,43,13,256,5,3,53,1,1,3,0,1,2,1,4,0,6,1,587
181,"J.HIGH SCHOOL KAMALUDDINPUR",766,690,0,1456,370,362,0,732,732,0,7,346,84,18,231,7,1,7,0,0,2,0,1,1,1,5,3,12,6,732
182,"J.HIGH SCHOOL DEVRIYABUJURG N. IMART",604,494,0,1098,356,304,0,660,660,0,15,142,6,25,328,5,0,105,5,3,2,3,4,0,4,10,0,1,2,660
183,"PRIMARY P. DEVRIYAKHURD WEST BHAG",454,420,0,874,210,247,0,457,457,0,16,201,63,6,161,2,0,1,0,1,1,0,0,1,1,0,2,0,1,457
184,"PRIMARY P. HINDOLA N. IMART",478,402,0,880,231,275,0,506,506,0,4,41,65,16,302,6,2,54,1,0,1,0,1,1,2,6,0,2,2,506
185,"K.K.J.HIGH SCHOOL LAGGUPUR EAST BHAG",260,204,0,464,129,106,0,235,235,0,4,58,5,9,128,3,0,26,1,0,0,0,0,1,0,0,0,0,0,235
186,"PRIMARY P. LAGGUPUR S.G. TEKAI",645,526,0,1171,354,336,0,690,690,0,11,369,56,11,93,0,3,134,3,2,0,0,2,1,2,2,1,0,0,690
187,"PRIMARY P. TILSAVAN EAST BHAG",641,553,0,1194,295,290,0,585,585,0,11,256,88,9,190,1,2,9,1,0,2,0,0,0,2,3,2,4,5,585
188,"PRIMARY P. TILSAVAN M. BHAG",329,273,0,602,127,168,0,295,295,0,1,230,3,0,43,1,0,12,0,0,0,0,0,1,1,2,0,1,0,295
189,"PRIMARY P. TILSAVAN WEST BHAG",846,707,0,1553,406,340,0,746,746,0,4,244,167,10,227,4,0,68,3,0,3,0,0,0,1,9,0,4,2,746
190,"PRIMAY P. OTANI N. IMART",516,465,0,981,298,290,0,588,588,0,14,249,111,18,113,5,2,41,1,0,7,0,2,2,4,7,3,3,6,588
191,"PRIMARY P. SADDOPUR",702,576,0,1278,329,382,0,711,711,0,6,163,33,8,375,12,7,79,1,2,4,2,1,0,2,10,3,2,1,711
192,"PRIMARY P. DEVSIPUR N. IMART",662,534,0,1196,321,352,0,673,673,0,5,92,240,6,238,4,1,39,2,2,4,5,5,5,2,12,1,3,7,673
193,"PRIMARY P. NAGPUR",499,411,0,910,310,216,0,526,526,0,8,210,40,5,173,2,0,84,1,0,1,0,0,1,0,1,0,0,0,526
194,"PRIMARY P. NAGPUR",478,360,0,838,237,216,0,453,453,0,8,51,108,4,193,12,2,58,14,0,1,0,0,1,0,0,0,1,0,453
195,"PRIMAY P. BHATRI CHAK BHATARI EAST BHAG",725,626,1,1352,369,418,0,787,787,0,11,199,127,10,324,12,4,67,1,2,7,4,3,2,0,6,3,2,3,787
196,"PRIMARY P. BHATRICHAKBHATRI WEST BHAG",848,720,0,1568,368,338,0,706,706,0,17,137,193,26,249,9,3,42,3,2,5,1,3,1,1,10,1,2,1,706
197,"PRIMARY P. DAPEHRI",814,678,0,1492,405,416,0,821,821,0,16,325,22,47,264,5,4,73,3,4,8,1,1,4,6,25,5,4,4,821
198,"PRIMARY P. CHAKSAHJA",530,476,0,1006,336,340,0,676,676,0,7,529,64,5,20,1,0,19,1,1,1,0,2,3,5,2,4,10,2,676
199,"PRIMARY P. MANSRABUJURG WEST BHAG",475,433,0,908,243,304,0,547,547,0,18,175,52,6,262,7,3,16,0,5,0,1,1,0,0,1,0,0,0,547
200,"PRIMARY P. MANSARA BUJURG WEST BHAG",687,613,0,1300,395,300,0,695,695,0,19,237,84,17,253,3,3,49,5,9,3,0,1,2,1,4,4,1,0,695
201,"PRIMARY P. DADAULI EAST BHAG",576,464,0,1040,229,229,0,458,458,0,5,160,72,6,177,1,0,21,1,1,5,0,1,3,0,5,0,0,0,458
202,"PRIMARY P. DADAULI EAST BHAG",354,297,0,651,214,208,0,422,422,0,10,268,83,3,26,2,0,16,0,0,3,0,0,1,1,1,1,4,3,422
203,"PRIMARY P. SHAMSHABAD",555,446,0,1001,278,245,0,523,523,0,12,77,120,18,202,6,0,68,2,0,2,2,1,1,0,2,2,3,5,523
204,"PRIMARY P. SHAMSHABAD",473,381,0,854,230,215,0,445,445,0,2,88,101,12,171,1,0,48,0,0,5,0,1,1,1,3,2,2,7,445
205,"PRIMARY P. SHAMSHABAD",733,588,0,1321,336,314,0,650,650,0,6,192,227,13,67,7,2,97,5,1,2,2,0,5,7,11,2,1,3,650
206,"PRIMARY P. SHAMSHABAD",247,176,0,423,166,121,0,287,287,0,2,5,17,1,17,1,2,236,3,0,0,0,0,1,1,0,0,0,1,287
207,"PRIMARY P. BHATIKALA EAST BHAG",865,675,0,1540,448,300,0,748,748,0,11,196,207,13,272,2,0,32,0,1,4,0,0,1,0,5,1,1,2,748
208,"PRIMARY P. CHAKBHIKHA N. IMART",542,478,0,1020,255,326,0,581,581,0,12,428,53,8,26,0,1,15,0,0,3,1,1,0,5,7,4,11,6,581
209,"PRIMARY P. BHATIKHURD N.IMART",547,471,0,1018,252,254,0,506,506,0,5,91,250,7,127,1,1,3,0,0,2,0,0,2,0,1,5,3,8,506
210,"PRIMARY P. ARAILA",824,703,0,1527,398,456,0,854,854,0,11,592,109,11,82,1,1,12,0,3,6,0,1,4,3,3,4,7,4,854
211,"PRIMARY P. YAKUBPUR",481,389,0,870,257,225,0,482,482,0,11,130,12,6,290,6,1,5,0,2,0,2,1,2,2,3,4,2,3,482
212,"PRIMARY P. YAKUBPUR SAUTH BHAG",345,295,0,640,172,161,0,333,333,0,9,51,22,17,185,5,2,23,0,1,4,0,2,0,1,1,3,1,6,333
213,"PRIMARY P. SEMARI N. IMART",607,521,0,1128,290,337,0,627,627,0,10,99,8,12,431,6,2,27,3,3,2,3,1,1,1,12,3,0,3,627
214,"PRIMARY P, KARPIYA",627,605,0,1232,319,357,0,676,676,0,5,26,186,6,305,5,4,92,5,0,3,3,1,7,5,10,0,2,11,676
215,"PRIMARY P. TAHIRPUR N. IMART",606,499,0,1105,316,308,0,624,624,0,9,321,163,10,89,0,1,3,1,0,2,1,3,4,0,3,1,9,4,624
216,"PRIMARY P. BHUSUVAN NARTH BHAG",722,588,0,1310,343,321,0,664,664,0,19,137,280,6,122,4,2,76,2,4,3,0,1,2,0,3,1,0,2,664
217,"PRIMARY P. BHUSUVAN",760,669,0,1429,410,393,0,803,803,0,13,332,90,13,287,9,3,12,3,6,4,3,3,2,1,7,9,1,5,803
218,"PRIMARY P. BHUSUVAN SAUTH  BHAG",804,627,0,1431,415,421,0,836,836,0,9,669,12,3,47,1,1,38,0,1,2,1,2,21,3,10,4,8,4,836
219,"PACHAYAT BHAVAN BAKRI",742,608,0,1350,374,288,0,662,662,0,6,46,137,3,397,2,0,47,2,1,6,2,1,3,1,6,1,1,0,662
220,"PANCHAYAT BHAVAN BAKRI",457,408,0,865,245,222,0,467,467,0,9,279,31,7,88,0,3,15,1,0,7,4,2,3,3,9,1,3,2,467
221,"PRIMARY P. NOHREPUR N. IMADRT",251,208,0,459,129,128,0,257,257,0,4,149,29,1,54,1,0,6,2,0,0,0,0,0,1,3,5,2,0,257
222,"PRIMARY P. UMATI",636,526,0,1162,320,334,0,654,654,0,4,377,53,5,111,5,2,74,1,1,2,2,0,3,1,6,1,6,0,654
223,"PRIMARY P. UMATI EAST BHAG",623,524,0,1147,305,312,0,617,617,0,3,3,180,9,368,11,2,20,1,1,1,3,1,0,2,7,1,2,2,617
224,"PRIMARY P. PALIYA",643,492,0,1135,303,252,0,555,555,0,2,40,40,4,126,3,4,312,4,3,2,0,2,4,1,4,0,1,3,555
225,"PRIMARY P. PALIYA",632,519,0,1151,328,296,0,624,624,0,4,5,65,10,266,7,2,246,1,1,1,2,0,3,1,3,4,1,2,624
226,"PRIMARY P. PALIYA",712,615,0,1327,374,341,0,715,715,0,12,328,23,13,236,4,17,67,2,1,4,1,1,0,0,5,0,0,1,715
227,"P.M.SCHOOL PALIGARA M. BAHG",411,342,0,753,215,205,0,420,420,0,18,28,14,11,310,3,2,13,1,1,4,2,0,0,0,6,1,0,6,420
228,"P.M.SCHOOL PALIGARA M. BAHG",520,434,0,954,259,254,0,513,513,0,7,326,6,4,121,2,0,22,1,1,2,0,1,0,2,4,5,8,1,513
229,"P.M.SCHOOL PALIGAN M. BHAG",294,235,0,529,166,127,0,293,293,0,2,16,203,6,31,1,1,25,1,0,1,0,0,1,1,1,0,0,3,293
230,"PRIMARY SCHOOL DURJEPUR N. IMART",322,276,0,598,202,194,0,396,396,0,2,2,173,6,126,1,0,67,1,0,0,0,0,2,0,7,2,1,6,396
231,"PRIMARY P. LOHATIKAR",806,692,0,1498,490,481,0,971,971,0,26,546,221,12,80,4,1,38,2,2,7,2,2,5,5,11,0,3,4,971
232,"PRIMARY P. BABHANPURA",742,622,0,1364,326,294,0,620,620,0,12,7,231,7,273,13,5,53,1,1,0,1,2,1,0,1,7,4,1,620
233,"PRIMARY P. GOKULPURA",718,625,0,1343,371,389,0,760,760,0,8,382,22,11,275,6,1,24,0,1,5,3,0,5,6,7,0,4,0,760
234,"PRIMARY P. GOKULPURA",512,419,0,931,217,187,0,404,404,0,9,7,26,24,316,5,1,9,0,1,1,1,0,0,0,2,1,1,0,404
235,"PRIMARY P. RANIUP",798,683,0,1481,397,412,0,809,809,0,15,361,18,11,264,6,4,50,1,2,4,1,1,1,2,49,2,13,4,809
236,"PRIMARY P. RANIUP",794,667,0,1461,363,341,0,704,704,0,6,104,74,37,369,7,8,61,2,0,2,3,1,2,0,20,1,3,4,704
237,"PRIMARY P. FATEHPUR",717,572,0,1289,333,297,0,630,630,0,6,52,95,17,358,8,5,75,2,2,4,0,1,1,1,2,0,1,0,630
238,"PRIMARY P. FATEHPUR",586,487,0,1073,219,405,0,624,624,0,16,48,20,14,404,10,5,81,0,1,3,2,0,0,1,8,2,0,9,624
239,"PRIMARY SCHOOL FATEHPUR",733,652,0,1385,401,417,0,818,818,0,11,439,173,12,117,2,2,41,0,0,2,0,1,0,1,10,1,1,5,818
240,"PRIMARY P. ASSI NARTH BHAG",598,535,0,1133,341,344,0,685,685,0,7,268,225,10,119,3,3,33,0,4,3,1,1,2,4,2,0,0,0,685
241,"PRIMARY P. MAHURAV N. IMADRT",425,353,0,778,243,214,0,457,457,0,9,268,94,8,47,2,2,13,0,1,1,0,0,0,3,5,0,4,0,457
242,"PRIMARY P. GOPALPUR RACHHARAI EAST BHAG",556,493,0,1049,282,263,0,545,545,0,5,124,140,11,208,1,0,40,2,1,1,2,2,2,1,5,0,0,0,545
243,"PRIMARY P. CHAKIYA N. IMADRT",599,510,0,1109,368,371,0,739,739,0,10,205,16,14,430,7,4,12,5,1,4,2,1,2,4,2,4,14,2,739
244,"K.J. HIGH SCHOOL CHITVISAV EAST BHAG",449,377,0,826,217,219,0,436,436,0,4,149,23,10,188,2,1,45,1,0,2,1,0,1,0,5,1,2,1,436
245,"PRIMARY P. NEVADA N. IMART",199,148,0,347,106,112,0,218,218,0,15,151,19,3,13,0,0,8,1,0,0,0,0,0,4,2,1,0,1,218
246,"PRIMARY P. KORAR N. IMART",439,352,0,791,187,207,0,394,394,0,8,224,12,9,121,2,0,3,1,0,2,0,1,1,2,6,0,2,0,394
247,"PRIMARY P. KANAKPUR",242,210,0,452,129,120,0,249,249,0,4,0,105,3,104,1,1,30,0,0,0,0,0,0,0,1,0,0,0,249
248,"PRIMARY P. KAKRAHA N. IMART",340,279,0,619,181,161,0,342,342,0,2,43,148,4,106,1,0,34,0,0,0,0,0,0,0,1,0,2,1,342
249,"PRIMARY P. PANARI",658,572,0,1230,348,334,0,682,682,0,13,418,48,7,153,2,2,15,1,2,4,0,0,0,2,4,3,5,3,682
250,"PRIMARY P. PANARI",549,415,0,964,274,238,0,512,512,0,10,55,21,17,304,4,2,75,1,3,2,0,0,4,3,3,5,2,1,512
251,"PRIMARY P. BARVAN N. IMART",290,218,0,508,170,131,0,301,301,0,1,56,38,12,182,2,0,6,0,0,1,1,0,1,0,0,0,1,0,301
252,"PRIMARY P. BHAMHAUR",263,218,0,481,127,129,0,256,256,0,5,69,18,1,160,1,0,2,0,0,0,0,0,0,0,0,0,0,0,256
253,"BALAK BALIKA I.C. RAMBAN KAJHA",750,593,0,1343,365,315,0,680,680,0,5,180,47,14,324,6,4,67,2,5,2,1,3,2,7,4,2,2,3,680
254,"BALAK BALIKA I.C. RAMBAN KAJHA",663,556,0,1219,331,249,0,580,580,0,2,17,85,29,372,3,5,60,0,0,0,0,0,0,1,3,0,1,2,580
255,"BALAK BALIKA I.C. RAMBAN KAJHA",681,553,0,1234,347,365,0,712,712,0,2,470,23,8,141,2,3,21,0,1,1,0,0,2,6,4,2,22,4,712
256,"BALAK BALIKA I.C. RAMBAN KAJHA",511,438,0,949,223,221,0,444,444,0,11,75,27,12,247,2,1,54,0,3,1,1,0,0,1,2,2,2,3,444
257,"PRIMARY P. MIRZAPUR",698,591,0,1289,376,290,0,666,666,0,5,15,223,24,361,1,3,18,1,1,4,0,1,0,2,4,0,0,3,666
258,"PRIMARY P. MIRZAPUR",448,392,0,840,223,252,0,475,475,0,12,156,4,15,262,6,1,5,2,0,0,0,0,1,1,1,4,3,2,475
259,"J.HIGH SCHOOL BASTI",766,628,0,1394,358,351,0,709,709,0,14,174,57,57,351,9,8,17,0,2,6,1,1,3,1,5,2,1,0,709
260,"PRIMARY P. PIRUVA",565,453,0,1018,321,273,0,594,594,0,17,47,70,22,262,6,9,138,4,2,0,1,2,0,3,4,2,4,1,594
261,"PRIMARY P. PIRUVA",626,543,0,1169,360,315,0,675,675,0,23,298,101,9,184,8,0,41,2,1,0,0,0,3,1,1,1,1,1,675
262,"PRIMARY P. KHIRIYA",711,518,0,1229,343,305,0,648,648,0,2,4,70,12,383,3,1,168,1,0,1,1,0,1,0,1,0,0,0,648
263,"PRIMARY P. KHIRIYA",657,490,0,1147,336,293,0,629,629,0,7,298,105,10,135,0,1,33,1,0,4,1,1,5,4,9,6,6,3,629
264,"PRIMARY P. SADIPUR",344,291,0,635,221,215,0,436,436,0,7,219,12,2,137,3,0,33,1,0,1,1,0,13,0,1,2,2,2,436
265,"PRIMARY P. CHALHA N. IMART",333,285,0,618,173,177,0,350,350,0,6,131,14,10,114,6,0,47,2,9,3,0,1,0,0,6,1,0,0,350
266,"PRIMARY P. AKBARPUR",408,316,0,724,158,140,0,298,298,0,6,40,32,2,157,3,3,50,1,0,0,0,0,0,1,1,0,1,1,298
267,"PRIMARY P. AKBARPUR",527,428,0,955,248,248,0,496,496,0,5,224,4,2,27,5,0,201,1,2,1,1,1,2,3,13,2,0,2,496
268,"PRIMARY P. BABHANPURA",776,585,0,1361,331,265,0,596,596,0,5,187,42,4,290,7,1,25,1,0,2,5,0,6,2,8,0,5,6,596
269,"PRIMARY P. BABHANPURA",754,618,0,1372,333,392,0,725,725,0,8,62,110,17,418,12,3,61,4,3,3,2,6,4,3,5,1,2,1,725
270,"PRIMARY P. RASULPUR",422,366,0,788,168,183,0,351,351,0,8,108,36,14,91,3,1,69,0,2,3,1,2,2,1,5,3,1,1,351
271,"SHRI KRISH‍AN VIDYAPITH U.MA.VIDHYALAY CHIRAIYAKOT",465,361,0,826,271,181,0,452,452,0,2,150,127,2,83,5,1,63,0,1,6,1,1,2,2,3,0,1,2,452
272,"SHRI KRISH‍AN VIDYAPITH U.MA.VIDHYALAY CHIRAIYAKOT",503,398,0,901,247,188,0,435,435,0,2,60,121,9,149,5,2,82,1,2,1,0,0,0,0,1,0,0,0,435
273,"SHRI KRISH‍AN VIDYAPITH U.MA.VIDHYALAY CHIRAIYAKOT",560,466,1,1027,325,272,0,597,597,0,11,105,91,15,298,5,3,50,0,1,2,2,0,1,3,7,1,0,2,597
274,"SHRI KRISH‍AN VIDYAPITH U.MA.VIDHYALAY CHIRAIYAKOT",597,537,0,1134,292,309,0,601,601,0,5,140,50,5,129,2,0,246,3,1,3,2,0,0,1,3,1,7,3,601
275,"PRIMARY P. CHIRAIYAKOT PRATHAM  (YUSUFABAD)",544,423,1,968,307,240,0,547,547,0,0,23,24,2,126,0,5,337,1,1,0,21,1,1,0,3,0,1,1,547
276,"PRIMARY P. CHIRAIYAKOT PRATHAM  (YUSUFABAD)",619,453,0,1072,341,274,0,615,615,0,1,12,13,5,190,2,5,366,0,0,1,7,0,0,2,4,0,3,4,615
277,"PRIMARY P. CHIRAIYAKOT PRATHAM  (YUSUFABAD)",727,578,0,1305,411,365,0,776,776,0,10,10,52,13,219,2,2,445,2,3,1,7,1,0,1,5,2,1,0,776
278,"R. INTER C. CHIRAIYAKOT EAST BHAG",549,430,0,979,241,234,0,475,475,0,4,23,32,10,187,6,1,196,2,1,0,3,0,1,0,8,0,0,1,475
279,"R. INTER C. CHIRAIYAKOT WEST BHAG",791,695,0,1486,288,416,0,704,704,0,4,27,16,17,323,6,0,294,1,2,1,1,0,2,0,8,0,1,1,704
280,"PRIMARY P. ABDOPUR N. IMART",347,288,0,635,213,181,0,394,394,0,3,29,277,2,30,2,2,18,1,2,3,1,1,2,2,2,4,9,4,394
281,"R. INTER C. CHIRAIYAKOT WEST BHAG",400,313,0,713,232,183,0,415,415,0,3,98,91,5,116,2,3,75,1,2,2,2,0,0,0,2,3,7,3,415
282,"R. INTER C. CHIRAIYAKOT NARTH BHAG",756,593,0,1349,439,377,0,816,816,0,2,226,19,8,242,2,3,292,3,2,6,0,1,0,0,7,2,1,0,816
283,"PRIMARY P. TAJPUR N. IMART",260,214,0,474,156,157,0,313,313,0,1,215,8,11,20,1,0,34,1,1,2,1,1,0,2,4,2,4,5,313
284,"J.H.SCHOOL BHIKHAMPUR.N. IMART",553,494,0,1047,289,279,0,568,568,0,17,88,14,9,209,5,4,199,1,3,4,2,0,1,2,7,1,0,2,568
285,"R. INTER C. CHIRAIYAKOT",654,565,1,1220,309,319,0,628,628,0,3,271,62,8,110,1,2,151,1,1,2,2,1,0,2,6,2,2,1,628
286,"R.INTER C. CHIRAIYAKOT WEST BHAG",560,474,0,1034,274,272,0,546,546,0,0,55,14,2,93,3,1,366,0,1,2,6,1,1,0,0,1,0,0,546
287,"R.INTER C. CHIRAIYAKOT WEST BHAG",358,285,0,643,194,176,0,370,370,0,5,286,13,2,11,0,2,34,0,1,1,1,2,1,2,4,0,5,0,370
288,"PRIMARY P. SAMAUDDINPUR NARTH BHAG",617,530,0,1147,378,318,0,696,696,0,8,2,8,0,2,2,4,2,16,2,2,70,8,300,253,3,0,6,8,696
289,"PRIMARY P. SAMAUDDINPUR SAURTH BHAG",386,317,0,703,230,200,0,430,430,0,2,44,217,4,54,3,0,84,1,1,1,0,0,1,1,3,0,4,10,430
290,"PRIMARY P. AMARSEPUR N. IMART",362,301,0,663,199,188,0,387,387,0,2,212,35,43,49,0,1,34,2,0,1,1,0,2,0,2,0,3,0,387
291,"PRIMARY P. SULTANIPUR NARTH BHAG",537,470,0,1007,294,257,0,551,551,0,7,72,30,39,351,4,0,15,9,0,3,1,3,3,3,6,0,1,4,551
292,"PRIMARY P. NIJAMPUR M. SULTANIPUR N. IMART",560,451,0,1011,368,320,0,688,688,0,4,321,162,11,43,3,5,99,3,1,3,0,1,0,4,4,0,14,10,688
293,"PRIMARY P. HUSENABAD N. IMART",250,221,0,471,128,143,0,271,271,0,2,117,43,2,67,6,2,7,10,2,0,3,2,0,2,4,0,1,1,271
294,"PRIMARY P. ABBUPUR N. IMART",590,470,0,1060,348,322,0,670,670,0,8,219,114,33,172,9,0,37,39,1,5,2,1,3,4,13,3,3,4,670
295,"PRIMARY P. ASALPUR",601,547,0,1148,200,380,0,580,580,0,2,209,30,7,268,2,2,45,0,0,1,1,1,2,3,1,0,4,2,580
296,"PRIMARY P. ABDULLAHPUR WEST BHAG",298,248,0,546,141,165,0,306,306,0,5,263,31,1,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,306
297,"PRIMARY P. KARMI N. IMART",414,358,0,772,209,201,0,410,410,0,5,5,101,17,231,2,0,34,3,0,2,1,0,2,1,4,1,0,1,410
298,"PRIMARY P. KARMI N. IMART",337,299,0,636,183,203,0,386,386,0,5,117,118,25,90,0,0,22,0,0,0,0,0,1,1,2,2,1,2,386
299,"PRIMARY P. ABDULLAHPUR EAST BHAG",370,331,0,701,121,164,0,285,285,0,2,2,45,1,7,0,4,219,1,1,0,0,0,1,0,1,1,0,0,285
300,"PRIMARY P. DEVKHARI U BHAG",702,595,0,1297,321,324,0,645,645,0,3,109,81,11,405,8,5,10,0,0,1,4,2,2,1,3,0,0,0,645
301,"[PRIMARY DEVKHARI SAOTH",491,414,0,905,217,225,0,442,442,0,1,216,69,5,73,1,2,50,1,0,1,0,0,0,4,5,1,11,2,442
302,"PRIMARY P. SARAUDA EAST BHAG",758,653,0,1411,364,388,0,752,752,0,6,80,247,19,271,1,8,87,2,1,2,2,4,2,4,8,3,1,4,752
303,"PRIMARY P. SARAUDA MADHY BHAG",684,599,0,1283,374,351,0,725,725,0,3,345,224,5,78,1,1,25,3,1,4,1,2,9,5,10,2,2,4,725
304,"PRIMARY P. LAREVA N. INMART",663,510,0,1173,289,298,0,587,587,0,6,134,110,10,235,9,4,55,4,4,2,0,1,0,4,8,0,0,1,587
305,"PRIMARY P. ALDEMAU EAST BHAG",504,439,0,943,320,236,0,556,556,0,1,153,185,8,126,5,0,48,3,1,1,0,3,4,1,8,3,1,5,556
306,"PRIMARY P. ALDEMAU EAST BHAG",496,478,0,974,278,296,0,574,574,0,2,440,38,2,51,0,0,21,1,2,3,1,1,1,0,1,1,6,3,574
307,"PRIMARY P. SHAHABPUR N. IMART",613,505,0,1118,315,301,0,616,616,0,8,268,123,5,17,2,2,152,1,1,3,3,2,1,0,10,4,6,8,616
308,"SRIDURGA HAGHER SCHOOL GOKULPURA KAMAVA",686,613,0,1299,314,369,0,683,683,0,5,382,13,9,213,4,5,25,3,0,2,6,0,3,3,5,3,0,2,683
309,"PRIMARY P. KAMTHARINURPUR WEST BHAG",706,596,0,1302,347,352,0,699,699,0,7,66,193,12,264,1,3,129,1,2,2,1,3,5,2,7,0,0,1,699
310,"PRIMARY P. KAMTHARINURPUR EAST BHAG",337,284,0,621,183,189,0,372,372,0,1,326,5,2,4,1,0,25,2,0,2,0,0,0,1,1,2,0,0,372
311,"PRIMARY P. HIRANPUR N. IMART",280,218,0,498,165,160,0,325,325,0,0,10,140,6,48,4,2,102,3,2,1,0,2,1,0,4,0,0,0,325
