"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR.BHOLA PANDEY","2 - RAVINDRA KUSHAWAHA","3 - RAVI SHANKER SINGH","4 - HARIBANSH SAHAI KUSHWAHA","5 - ONKAR SINGH","6 - OM PRAKASH RAJBHAR","7 - CHANDRA PRATAP SINGH","8 - FIROZ AKHTAR","9 - SHRIRAM CHAUDHARY","10 - DR SANJAY KR. SINGH","11 - RAM KRIPAL","12 - SIYARAM DAS","13 - SUSHANT RAJ PATHAK","14 - None of the Above","Total Votes Secured"
181,"P.P. BARWA RATTI PATTI (EAST)",784,667,0,1451,432,340,0,772,772,0,8,405,195,122,4,25,2,2,1,1,3,0,4,0,772
182,"P.P. BARWA RATTI PATTI (WEST)",808,691,0,1499,431,439,0,870,870,0,7,79,561,142,5,66,1,1,0,2,4,1,0,1,870
183,"P.P. BHIMPURA NO.-1",698,609,0,1307,370,322,0,692,692,0,13,393,132,131,0,13,1,2,2,0,1,1,0,3,692
184,"JUNIAR HIGH SCHOOL BHIMPURA NO.-1",547,461,0,1008,322,242,0,564,564,0,6,171,333,35,0,8,2,0,0,0,3,1,0,5,564
185,"P.P. BABHNAULI",573,467,1,1041,267,290,0,557,557,0,12,317,200,17,2,1,3,1,0,1,2,0,1,0,557
186,"SANSKRIT P.P. KUSHHA BRAHMAN",884,746,0,1630,379,411,0,790,790,0,15,368,119,208,7,41,1,2,4,1,7,2,4,11,790
187,"P.P. JAJAULI",804,699,0,1503,444,383,0,827,827,0,11,323,267,202,6,9,1,0,1,0,4,1,0,2,827
188,"P.P. KIRIHRAPUR",846,589,0,1435,420,358,0,778,778,0,10,341,357,46,1,14,2,1,1,1,1,1,1,1,778
189,"P.P. SATUHARI",371,337,3,711,254,171,0,425,425,0,20,245,130,16,1,6,0,0,1,0,1,2,0,3,425
190,"P.P. BIBIPUR",400,379,0,779,220,194,0,414,414,0,27,105,80,132,2,49,1,0,3,0,3,0,3,9,414
191,"P.P. BAREWA MUKHLISPUR",500,429,0,929,281,245,0,526,526,0,4,164,58,156,3,125,3,0,1,2,0,3,0,7,526
192,"P.P. AMAWE",505,453,0,958,200,269,0,469,469,0,2,207,217,30,4,3,2,0,1,0,1,0,0,2,469
193,"P.P. SODHANPUR",296,264,0,560,148,160,0,308,308,0,3,13,206,66,2,8,1,0,0,0,3,2,1,3,308
194,"P.P. MAJHHAUWA TA. AMAWE",348,320,0,668,177,139,0,316,316,0,7,79,23,165,3,34,2,0,0,0,1,0,0,2,316
195,"P.P. PANCHMA",511,370,1,882,241,204,0,445,445,0,9,219,116,68,3,26,1,0,0,1,0,1,0,1,445
196,"P.P. UDHARAN (EAST)",644,582,0,1226,327,333,0,660,660,0,12,404,58,23,8,128,2,2,1,3,4,0,4,11,660
197,"P.P. UDHARAN (WEST)",573,503,0,1076,256,248,0,504,504,0,26,265,90,83,3,28,1,0,0,0,2,2,1,3,504
198,"P.P. LOHATA PANCHDAURA (NORTH)",374,290,0,664,172,155,0,327,327,0,27,201,61,27,0,4,0,0,1,0,3,0,0,3,327
199,"P.P. LOHATA PANCHDAURA (SOUTH)",328,309,0,637,180,166,0,346,346,0,8,82,118,127,0,1,6,0,0,0,2,1,0,1,346
200,"P.P. BHUJAINI (EAST)",668,582,0,1250,338,316,0,654,654,0,9,268,166,42,3,137,5,1,5,1,6,3,3,5,654
201,"P.P. BHUJAINI (WEST)",459,429,1,889,245,221,0,466,466,0,14,158,145,87,1,52,0,0,4,0,1,0,1,3,466
202,"P.P. SISYANDKALA (EAST)",721,601,0,1322,288,270,0,558,558,0,9,175,209,152,3,1,4,0,0,0,3,1,0,1,558
203,"P.P. SISYANDKALA (WEST)",272,246,0,518,140,80,0,220,220,0,2,177,17,10,0,1,7,1,0,1,1,1,0,2,220
204,"P.P. JAMIN SISYAND",432,363,0,795,235,227,0,462,462,0,2,46,323,61,0,1,25,0,0,0,1,1,1,1,462
205,"P.P. DAPHALPURA",440,395,0,835,224,223,0,447,447,0,6,199,147,88,2,0,1,0,0,0,0,1,2,1,447
206,"P.P. PHARHADA URF PURA",754,701,0,1455,416,416,0,832,832,0,12,236,488,79,2,1,0,0,1,1,4,5,1,2,832
207,"J.H. SCHOOL GAURA KHAS (NORTH)",555,435,0,990,336,303,0,639,639,0,5,252,283,72,0,17,1,0,0,0,4,2,1,2,639
208,"J.H. SCHOOL GAURA KHAS (SOUTH)",512,394,0,906,234,192,0,426,426,0,4,64,35,316,0,0,0,0,2,1,0,0,1,3,426
209,"P.P. CHARAUWA (EAST)",554,576,0,1130,307,260,0,567,567,0,14,192,23,295,9,4,0,0,0,2,5,4,2,17,567
210,"P.P. CHARAUWA (WEST)",624,574,0,1198,304,311,0,615,615,0,2,181,337,85,1,0,2,1,0,0,2,0,1,3,615
211,"J.H. SCHOOL CHARAUWA (NORTH)",311,322,0,633,176,160,0,336,336,0,3,117,124,66,2,21,1,0,0,0,2,0,0,0,336
212,"J.H. SCHOOL CHARAUWA (MIDDEL)",538,506,1,1045,276,233,0,509,509,0,6,182,251,42,1,12,2,1,1,0,2,5,1,3,509
213,"J.H. SCHOOL CHARAUWA (SOUTH)",429,379,0,808,237,194,0,431,431,0,6,84,150,187,0,0,1,0,1,0,2,0,0,0,431
214,"P.P. CHHITIKIYA",285,231,0,516,163,142,0,305,305,0,4,138,75,81,1,2,0,0,0,1,1,0,1,1,305
215,"P.P. PATOI",812,603,0,1415,454,338,0,792,792,0,5,390,210,121,1,54,2,1,1,0,1,1,4,1,792
216,"P.P. VIGAH JAMIN VIGAH (EAST)",857,662,0,1519,358,317,0,675,675,0,10,308,280,47,1,10,4,5,2,0,3,1,2,2,675
217,"P.P. VIGAH JAMIN VIGAH (WEST)",359,307,0,666,172,149,0,321,321,0,12,234,25,19,2,15,2,1,0,1,2,1,4,3,321
218,"P.P. RAUSRA",393,342,0,735,170,186,0,356,356,0,16,103,101,93,3,31,3,1,0,0,0,0,2,3,356
219,"P.P. TIRNAI KHIJIRPUR (EAST)",587,510,0,1097,292,295,0,587,587,0,46,244,111,38,1,140,0,0,2,0,2,0,3,0,587
220,"P.P. TIRNAI KHIJIRPUR (WEST)",709,601,0,1310,399,368,0,767,767,0,47,83,516,18,1,97,1,0,0,0,0,2,1,1,767
221,"P.P. JAMUAW KHAMPUR NAHAR & SARAK KE PASHCHIM",740,667,0,1407,340,313,0,653,653,0,56,188,147,232,6,12,2,0,0,1,1,1,2,5,653
222,"KANYA P.P. JAMUAW KHAMPUR",412,357,0,769,221,240,0,461,461,0,11,70,364,13,0,0,1,0,0,0,0,1,0,1,461
223,"P.P. JAMUAW KHAMPUR NAHAR SE PURAB",455,401,0,856,219,226,0,445,445,0,11,146,221,36,2,21,3,0,0,1,1,1,0,2,445
224,"P.P. KHANDWA (NORTH)",533,480,2,1015,278,240,0,518,518,0,6,143,273,82,3,2,2,0,0,1,1,1,2,2,518
225,"P.P. KHANDWA (SOUTH)",627,594,0,1221,333,320,0,653,653,0,11,322,219,54,5,20,1,0,1,0,2,2,1,15,653
226,"PANCHAYAT BHAWAN KHANDWA",455,430,0,885,222,210,0,432,432,0,7,292,65,43,1,20,2,0,0,0,0,0,0,2,432
227,"P.P. KARAUDI",639,559,0,1198,319,311,0,630,630,0,11,373,110,34,6,81,4,1,1,1,1,1,1,5,630
228,"P.P. AARIPUR SARYAN",789,702,0,1491,383,391,0,774,774,0,5,147,386,84,3,123,10,2,0,2,4,2,0,6,774
229,"P.P. SIKANDRAPUR (EAST)",548,562,0,1110,301,251,0,552,552,0,3,84,24,432,0,0,0,0,0,2,0,0,3,4,552
230,"P.P. SIKANDRAPUR (WEST)",492,468,0,960,278,275,0,553,553,0,0,29,291,228,1,1,0,0,0,0,1,0,0,2,553
231,"PURWA MADYMIK VIDYALAYA KALWARI",776,645,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"P.P. SHIURA GOPALPUR",288,244,0,532,132,150,0,282,282,0,15,141,11,5,2,98,1,2,0,0,2,0,0,5,282
233,"GOPALPUR INTER COLLAGE KSOUNDAR (EAST)",675,624,0,1299,326,293,0,619,619,0,0,192,244,164,1,2,0,1,1,0,1,4,4,5,619
234,"GOPALPUR INTER COLLAGE KSOUNDAR (WEST)",218,177,0,395,75,59,0,134,134,0,0,50,8,11,0,61,3,0,0,0,0,0,0,1,134
235,"P.P. KSOUNDAR (EAST)",544,501,0,1045,272,245,0,517,517,0,8,222,155,123,0,0,1,0,1,1,1,1,0,4,517
236,"P.P. KSOUNDAR (MIDDEL)",733,597,0,1330,344,257,0,601,601,0,12,459,87,40,0,1,0,0,0,0,0,1,1,0,601
237,"P.P. KSOUNDAR (WEST)",637,483,0,1120,279,257,0,536,536,0,6,303,168,30,1,11,1,2,1,0,2,3,1,7,536
238,"P.P. TRILOK MANDA",461,454,0,915,224,215,0,439,439,0,12,262,75,78,0,1,2,1,2,0,1,0,2,3,439
239,"P.P. DEWALVEER",594,550,0,1144,339,260,0,599,599,0,10,210,306,45,1,13,0,0,1,2,2,0,2,7,599
240,"P.P. ABBASPUR",404,420,0,824,232,203,0,435,435,0,10,221,172,24,2,2,2,0,0,0,0,1,1,0,435
241,"P.P. RUPWAR BHAGWANPUR (EAST)",809,690,0,1499,376,300,0,676,676,0,8,221,380,49,1,3,3,0,0,1,1,2,3,4,676
242,"P.P. RUPWAR BHAGWANPUR (WEST)",235,192,0,427,75,64,0,139,139,0,1,60,9,66,0,0,2,0,0,0,0,0,0,1,139
243,"P.P. DILMAN MADHUKIPUR",409,364,0,773,200,228,0,428,428,0,20,285,65,16,1,35,1,0,0,0,2,0,2,1,428
244,"P.P. LAHASANI (NORTH)",458,423,1,882,241,186,0,427,427,0,9,153,78,111,1,53,1,1,3,2,3,1,3,8,427
245,"P.P. LAHASANI (SOUTH)",365,320,0,685,175,170,0,345,345,0,8,239,65,22,0,2,3,0,1,0,2,1,0,2,345
246,"KANYA P.P. LAHASANI",702,571,0,1273,323,296,0,619,619,0,36,235,262,51,3,21,2,2,0,1,0,1,1,4,619
247,"P.P. PARSIYA RUPPUR (NORTH)",655,527,0,1182,338,269,0,607,607,0,26,274,166,101,1,21,6,2,2,3,2,0,1,2,607
248,"P.P. PARSIYA RUPPUR (SOUTH)",348,272,0,620,176,125,0,301,301,0,13,156,54,60,2,7,4,0,0,0,4,0,0,1,301
249,"P.P. MUHMMADPUR JAPTI MAPHI",258,209,0,467,141,126,0,267,267,0,24,34,29,61,4,110,2,1,0,0,1,0,0,1,267
250,"P.P. GAURAPUR (EAST)",497,450,0,947,270,263,0,533,533,0,12,191,186,130,1,1,0,0,0,2,0,0,2,8,533
251,"P.P. GAURAPUR (WEST)",528,430,0,958,300,250,0,550,550,0,18,339,120,64,2,3,1,0,0,0,1,0,0,2,550
252,"P.P. BHIPPURA NO.-2 (EAST)",592,488,0,1080,333,297,0,630,630,0,13,60,257,243,3,44,0,0,1,0,3,2,2,2,630
253,"P.P. BHIPPURA NO.-2 (WEST)",638,487,0,1125,283,252,0,535,535,0,40,237,121,122,1,5,2,1,0,1,0,0,3,2,535
254,"P.P. SUPAPALI",685,599,0,1284,343,300,0,643,643,0,9,437,172,11,2,3,0,0,4,1,2,1,1,0,643
255,"P.P. BISHRUPH (NORTH)",394,366,0,760,174,182,0,356,356,0,14,224,18,98,1,0,0,0,0,0,1,0,0,0,356
256,"P.P. BISHRUPH (SOUTH)",429,375,6,810,247,249,0,496,496,0,2,43,416,18,0,3,2,0,0,0,1,9,0,2,496
257,"P.P. SIKRAHATA",362,346,0,708,183,200,0,383,383,0,0,143,200,34,1,0,0,1,1,0,1,1,1,0,383
258,"P.P. MASURIYA",603,553,1,1157,258,254,0,512,512,0,5,202,160,89,0,46,0,0,0,1,1,2,1,5,512
259,"P.P. MALIPUR",816,668,1,1485,449,410,0,859,859,0,15,194,393,230,3,6,1,0,1,0,6,4,2,4,859
260,"P.P. VISHUNPUR DANDA",188,195,1,384,176,158,0,334,334,0,0,2,332,0,0,0,0,0,0,0,0,0,0,0,334
261,"P.P. PARASRA JURAN",729,714,0,1443,323,444,0,767,767,0,78,26,90,301,7,256,1,1,1,0,2,0,0,4,767
262,"P.P. NANOURA",373,370,0,743,186,190,0,376,376,0,7,150,118,46,2,48,1,1,0,0,1,1,0,1,376
263,"P.P. AHIROULI",304,282,0,586,172,169,0,341,341,0,2,48,102,179,1,1,1,1,4,0,1,0,0,1,341
264,"P.P. HABSAPUR",815,689,0,1504,445,389,0,834,834,0,8,274,303,227,3,5,3,1,0,0,2,1,5,2,834
265,"P.P. BHOJAUPUR",225,215,1,441,126,115,0,241,241,0,1,54,119,63,0,2,2,0,0,0,0,0,0,0,241
266,"P.P. BIHRA HARPUR (NORTH)",645,517,0,1162,312,296,0,608,608,0,96,124,41,114,1,222,3,0,2,0,1,1,1,2,608
267,"P.P. BIHRA HARPUR (SOUTH)",200,171,1,372,88,85,0,173,173,0,5,49,1,34,1,78,0,1,1,0,3,0,0,0,173
268,"P.P. TITLOUKIYA URF KISHORGANJ",242,195,0,437,126,124,0,250,250,0,1,75,75,32,0,61,0,0,0,0,2,0,2,2,250
269,"P.P. KARIMPUR",697,625,0,1322,378,300,0,678,678,0,15,333,96,71,4,134,0,2,0,2,7,3,3,8,678
270,"P.P. CHHTAOUNA",398,350,0,748,283,232,0,515,515,0,3,154,289,58,0,0,0,1,0,0,4,3,2,1,515
271,"P.P. KAMROULI (EAST)",658,557,0,1215,261,270,0,531,531,0,14,101,172,229,3,0,3,1,2,0,2,0,1,3,531
272,"P.P. KAMROULI (WEST)",652,593,0,1245,354,336,0,690,690,0,7,119,200,347,6,1,0,2,1,0,5,2,0,0,690
273,"P.P. VISHUNPURA",616,532,2,1150,288,225,0,513,513,0,16,303,100,82,1,5,2,0,1,0,2,0,1,0,513
274,"P.P. TURKI DOULATPUR",596,517,1,1114,306,274,0,580,580,0,23,282,217,40,2,1,1,1,1,1,2,2,2,5,580
275,"P.P. INDOULI MALKOULI (EAST)",591,490,7,1088,278,262,0,540,540,0,13,131,185,133,3,52,4,0,4,1,2,1,7,4,540
276,"P.P. INDOULI MALKOULI (WEST)",596,477,0,1073,341,224,0,565,565,0,17,153,214,150,1,10,9,1,0,0,3,2,1,4,565
277,"P.P. KODHA GALIB PATTI URF BHAUPUR (NORTH)",408,331,0,739,208,187,0,395,395,0,13,128,197,32,3,14,1,0,1,0,1,1,3,1,395
278,"P.P. KODHA GALIB PATTI URF BHAUPUR (SOUTH)",476,377,0,853,211,208,0,419,419,0,7,84,146,86,0,90,2,0,0,1,1,0,0,2,419
279,"P.P. SARYA GULAB RAY",596,437,0,1033,318,291,0,609,609,0,15,308,180,88,2,5,5,0,2,2,1,0,0,1,609
280,"SADHAN SAHKARI SAMITI HAJIYA RAMPUR",628,540,0,1168,317,298,0,615,615,0,13,206,146,147,4,85,2,2,0,1,1,1,1,6,615
281,"P.P. CHANDI SARAY SAMBHAL",662,545,0,1207,361,325,0,686,686,0,16,374,188,19,2,82,0,0,2,0,2,0,0,1,686
282,"P.P. JETHVAR YAKUBPUR",560,470,0,1030,216,330,0,546,546,0,33,361,49,58,3,24,1,1,2,1,3,0,0,10,546
283,"P.P. ENAMIPUR",579,490,0,1069,283,290,0,573,573,0,12,130,216,29,0,177,0,0,1,2,2,1,2,1,573
284,"P.P. PALCHANDRAHA (EAST)",674,523,0,1197,334,248,0,582,582,0,20,331,42,161,3,7,2,1,3,0,0,1,1,10,582
285,"P.P. PALCHANDRAHA (WEST)",611,463,1,1075,280,237,0,517,517,0,10,286,163,47,2,0,2,0,0,0,1,0,3,3,517
286,"P.P. NIKASI (NORTH)",718,563,0,1281,366,342,0,708,708,0,30,372,213,17,1,52,2,1,1,2,3,2,1,11,708
287,"P.P. NIKASI (MIDDEL)",665,561,0,1226,315,260,0,575,575,0,45,339,47,68,3,52,1,2,3,0,3,0,2,10,575
288,"P.P. NIKASI (SOUTH)",691,533,0,1224,337,302,0,639,639,0,30,272,282,21,4,3,1,2,1,4,1,3,1,14,639
289,"SUBASH INTER COLLAGE TARIBARAGAON (EAST)",850,602,0,1452,354,256,0,610,610,0,13,267,104,74,4,136,7,0,2,0,0,2,1,0,610
290,"SUBASH INTER COLLAGE TARIBARAGAON (MIDDEL)",787,598,0,1385,358,241,0,599,599,0,5,183,135,236,3,24,1,0,1,0,3,3,2,3,599
291,"SUBASH INTER COLLAGE TARIBARAGAON (MIDDEL)",735,576,0,1311,354,241,0,595,595,0,15,398,117,18,3,27,1,0,3,2,2,0,3,6,595
292,"SUBASH INTER COLLAGE TARIBARAGAON (MIDDEL)",886,695,1,1582,326,291,0,617,617,0,26,270,243,26,5,32,1,0,3,1,3,3,1,3,617
293,"SUBASH INTER COLLAGE TARIBARAGAON (WEST)",662,535,0,1197,291,260,0,551,551,0,19,400,69,13,1,41,0,0,0,1,1,1,0,5,551
294,"P.P. VEER CHANDRAHA",346,268,0,614,230,177,0,407,407,0,13,229,146,8,0,1,1,0,2,0,0,2,1,4,407
295,"P.P. ABDULPUR MADARI",693,588,3,1284,330,280,0,610,610,0,14,338,137,89,1,15,2,1,2,0,1,2,3,5,610
296,"GANDHI MAHAVEEDYALAY MALAP HARSENPUR (EAST)",613,508,0,1121,226,249,0,475,475,0,16,258,51,99,1,41,3,1,0,0,2,0,1,2,475
297,"GANDHI MAHAVEEDYALAY MALAP HARSENPUR (WEST)",628,480,4,1112,298,255,0,553,553,0,17,291,215,5,1,20,1,0,0,0,2,0,1,0,553
298,"P.P. MALAP HARSENPUR (EAST)",451,293,0,744,210,168,0,378,378,0,25,111,225,6,1,3,0,0,1,1,0,1,0,4,378
299,"P.P. MALAP HARSENPUR (WEST)",645,506,1,1152,332,275,0,607,607,0,23,323,134,9,3,89,10,3,0,2,1,2,2,6,607
300,"P.P. KHAPTAHI (MALAP HARSENPUR)",695,503,1,1199,274,319,0,593,593,0,8,310,66,133,5,52,2,0,3,1,1,1,3,8,593
301,"P.P. CHACHAYAN (EAST)",415,326,0,741,215,185,0,400,400,0,6,192,150,8,0,32,0,2,2,1,3,0,1,3,400
302,"P.P. CHACHAYAN (WEST)",531,399,0,930,312,228,0,540,540,0,8,218,232,52,1,22,4,1,1,0,1,0,0,0,540
303,"P.P. JAHANGEERA (NAGARA) (EAST)",522,392,0,914,258,208,0,466,466,0,14,229,53,127,3,17,1,2,1,0,2,0,5,12,466
304,"P.P. JAHANGEERA (NAGARA) (WEST)",511,376,1,888,292,247,0,539,539,0,4,120,240,136,3,19,3,2,0,1,4,1,2,4,539
305,"JANTA INTER COLLAGE NGARA (NORTH)",780,599,0,1379,402,336,0,738,738,0,19,360,287,45,4,10,0,0,1,0,4,3,1,4,738
306,"JANTA INTER COLLAGE NGARA (MIDDEL)",901,682,0,1583,490,315,0,805,805,0,58,445,105,53,5,125,3,0,2,2,4,1,0,2,805
307,"JANTA INTER COLLAGE NGARA (MIDDEL)",794,606,0,1400,461,359,0,820,820,0,21,289,135,81,6,277,2,0,0,1,1,1,1,5,820
308,"JANTA INTER COLLAGE NGARA (SOUTH)",799,678,0,1477,477,340,0,817,817,0,15,611,55,65,2,49,5,1,2,3,0,2,3,4,817
309,"P.P. TILKARI (NAGRA)",543,419,0,962,249,247,0,496,496,0,8,182,268,20,4,4,0,1,0,3,2,1,1,2,496
310,"P.P. KOTHIYA",881,716,0,1597,425,448,0,873,873,0,12,366,303,130,2,27,2,1,4,0,4,7,3,12,873
311,"P.P. PADARI (EAST)",626,500,0,1126,308,277,0,585,585,0,27,164,150,146,2,81,3,1,0,1,3,2,0,5,585
312,"P.P. PADARI (WEST)",657,498,0,1155,297,268,0,565,565,0,38,259,85,60,3,105,1,0,3,1,3,1,1,5,565
313,"KANYA P.P. PARSHURAMPUR",669,524,0,1193,349,309,0,658,658,0,12,492,91,25,7,6,3,2,5,3,3,2,2,5,658
314,"P.P. KAKARI",713,596,0,1309,310,299,0,609,609,0,90,204,93,98,2,103,6,3,1,1,2,1,2,3,609
315,"P.P. BHITKUNA",779,684,0,1463,406,365,0,771,771,0,10,163,223,318,4,22,5,1,1,3,2,2,5,12,771
316,"P.P. GOTHAWA (NORTH)",746,660,0,1406,330,316,0,646,646,0,48,276,145,64,4,86,1,3,2,1,2,3,6,5,646
317,"P.P. GOTHAWA (SOUTH)",747,621,0,1368,389,335,0,724,724,0,22,391,253,37,1,0,5,0,0,1,4,2,2,6,724
318,"P.P. DHEKWARI",759,604,0,1363,345,358,0,703,703,0,53,195,208,179,4,49,0,5,1,0,3,1,1,4,703
319,"P.P. DEORIYA",593,518,0,1111,276,272,0,548,548,0,7,194,226,97,1,14,1,0,1,0,4,0,0,3,548
320,"P.P. NARAHI NO-2",795,638,0,1433,327,484,0,811,811,0,17,242,177,28,10,320,4,2,1,0,3,2,2,3,811
321,"P.P. NARAHI (EAST)",835,695,1,1531,480,321,0,801,801,0,15,336,167,157,5,111,3,1,1,0,1,0,0,4,801
322,"P.P. NARAHI (WEST)",887,706,0,1593,402,385,0,787,787,0,3,279,91,183,5,184,4,3,3,1,11,1,3,16,787
323,"P.P. INDASO (NORTH)",625,562,0,1187,309,338,0,647,647,0,29,227,328,15,0,33,3,0,0,0,1,4,2,5,647
324,"P.P. INDASO (SOUTH)",603,481,0,1084,281,287,0,568,568,0,11,320,19,9,5,196,5,0,1,0,2,0,0,0,568
325,"P.P. KHALISPUR",243,233,0,476,143,132,0,275,275,0,1,180,15,36,0,42,0,0,0,0,1,0,0,0,275
326,"P.P. DIHWA (EAST)",776,698,0,1474,347,365,0,712,712,0,12,341,116,34,7,158,4,8,4,0,7,7,3,11,712
327,"P.P. DIHWA (MIDDEL)",651,587,1,1239,347,315,0,662,662,0,14,391,175,16,5,30,2,2,1,4,3,3,7,9,662
328,"P.P. DIHWA (WEST)",577,485,0,1062,298,246,0,544,544,0,51,131,191,137,1,24,1,2,0,2,0,1,0,3,544
