"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - CHANDAN SINGH","2 - JAYANT CHAUDHARY","3 - PT. YOGESH KUMAR DWIVEDI","4 - HEMA MALINI","5 - ANUJ KUMAR GARG","6 - PT. UDYAN SHARMA","7 - PARSOTTAM","8 - BHUPENDRA KUMAR  DHANGAR","9 - MAHARAM SINGH","10 - MAHESH PRATAP SHARMA","11 - MOHAN SHYAM","12 - THAKUR HEMENDRA VEER SINGH","13 - OM PRAKASH","14 - PRAMOD KRISHNA","15 - FAKKAR BABA RAMAYANI","16 - BHUDEV","17 - RADHACHARAN","18 - RAM BABU SAINI","19 - SATISH CHANDRA SHARMA","20 - HEMA MALINI","21 - None of the Above","Total Votes Secured"
136,"SHRI  CHATURBHUJ  BHAGWAN MADYAMIK  VIDYALAY  PAIGAON R.N0.1",815,613,0,1428,605,412,0,1017,1017,0,4,360,54,530,6,3,0,2,0,7,5,7,7,2,9,1,4,2,3,10,1,1017
137,"SHRI  CHATURBHUJ  BHAGWAN MADYAMIK  VIDYALAY  PAIGAON R.N0. 2",872,647,0,1519,605,444,0,1049,1049,0,3,350,11,660,4,0,0,0,0,4,0,1,2,0,1,1,1,1,1,9,0,1049
138,"SHRI  CHATURBHUJ  BHAGWAN MADYAMIK  VIDYALAY  PAIGAON R.N0. 3",725,557,0,1282,541,380,0,921,921,0,5,140,146,605,5,0,0,0,0,1,1,0,2,0,0,0,2,0,2,3,9,921
139,"PRIMARY SCHOOL  PAIGAON",773,654,0,1427,597,461,0,1058,1058,0,5,167,201,661,3,1,0,0,0,3,0,1,5,1,2,1,2,1,1,3,0,1058
140,"PRIMARY SCHOOL  BHIMNAGAR",354,302,0,656,240,212,0,452,452,0,158,10,219,40,1,0,0,0,0,0,0,2,2,0,2,2,5,2,3,4,2,452
141,"PRIMARY SCHOOL  BAHARAVLI",614,493,0,1107,434,336,0,770,770,0,52,49,192,431,4,1,1,1,0,2,0,1,2,0,0,3,1,0,12,16,2,770
142,"PRIMARY SCHOOL  KARAHRI",489,401,0,890,299,257,0,556,556,0,51,292,54,135,5,1,0,1,0,2,0,1,0,0,0,1,2,2,1,5,3,556
143,"PRIMARY SCHOOL  PINGARI",195,156,0,351,141,110,0,251,251,0,62,49,8,124,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,251
144,"PRIMARY SCHOOL UNDI R.NO.1",536,454,0,990,363,268,0,631,631,0,155,11,77,359,9,0,0,1,0,1,0,1,1,1,0,2,3,0,2,7,1,631
145,"PRIMARY SCHOOL UNDI R.N0.2",368,301,0,669,264,204,0,468,468,0,43,10,54,346,2,3,0,0,0,0,0,1,3,0,0,0,1,0,1,4,0,468
146,"PRIMARY SCHOOL LADPUR R.N0.1",594,456,0,1050,439,281,0,720,720,0,23,44,171,434,9,1,3,0,1,1,0,0,4,3,2,8,3,0,3,9,1,720
147,"PRIMARY SCHOOL LADPUR R.NO.2",558,437,0,995,419,262,0,681,681,0,17,36,151,433,4,0,0,0,1,4,2,4,4,3,4,3,1,2,2,8,2,681
148,"CHUADHARY CHARAN SINGH UCHCHATAR MADHYAMIK VIDYALAY CHHATA R.N0.1",569,396,0,965,274,166,0,440,440,0,6,34,89,267,5,1,0,0,1,3,1,0,1,0,2,2,5,3,3,15,2,440
149,"CHUADHARY CHARAN SINGH UCHCHATAR MADHYAMIK VIDYALAY CHHATA RO.NO.2",485,419,0,904,321,265,0,586,586,0,0,22,422,101,0,1,2,5,1,1,0,2,0,2,1,3,3,2,9,9,0,586
150,"CHUADHARY CHARAN SINGH UCHCHATAR MADHYAMIK VIDYALAY CHHATA R.N0.3",730,579,0,1309,435,354,0,789,789,0,14,217,297,209,13,0,0,1,0,0,0,3,3,2,3,5,5,2,3,9,3,789
151,"CHUADHARY CHARAN SINGH UCHCHATAR MADHYAMIK VIDYALAY CHHATA R.N0.4",776,601,2,1379,538,387,0,925,925,0,2,358,9,527,3,1,0,2,0,5,0,1,1,1,1,1,1,3,1,8,0,925
152,"CHUADHARY CHARAN SINGH UCHCHATAR MADHYAMIK VIDYALAY CHHATA R.N0.4",764,609,1,1374,556,390,0,946,946,0,8,330,28,537,13,1,2,1,0,2,1,1,3,1,3,1,5,3,0,6,0,946
153,"PRIMARY SCHOOL CHHATA PRATHAM  R.N0.1",682,487,0,1169,379,304,0,683,683,0,17,546,22,46,4,2,1,1,0,14,4,2,1,1,3,3,15,1,0,0,0,683
154,"PRIMARY SCHOOL CHHATA PRATHAM RO.NO.2",290,259,0,549,189,165,0,354,354,0,4,19,15,290,5,2,0,1,0,0,0,1,1,2,1,4,3,0,2,3,1,354
155,"POORV MADHYAMIK VIDYALAY CHHATA R.NO.1",748,612,0,1360,544,414,0,958,958,0,11,61,13,846,16,0,1,0,1,0,0,1,0,0,0,1,1,0,0,6,0,958
156,"POORV MADHYAMIK VIDYALAY CHHATA R.NO.2",194,183,0,377,125,104,0,229,229,0,0,34,0,181,3,0,0,0,0,1,1,0,0,1,0,0,2,0,0,6,0,229
157,"SADHOLAL BHARGAV  KANYA INTER COLLEGE NIKAT KOTWALI CHHATA R.N0 1",834,711,0,1545,535,392,0,927,927,0,35,31,6,812,3,1,0,1,0,2,0,2,3,2,3,0,1,1,3,18,3,927
158,"SHADHOLAL BHARGAV KANYA INTER COLLEGE NIKAT KOTWALI CHHATA R.N0 2",814,728,0,1542,619,468,0,1087,1087,0,12,92,89,862,3,1,0,0,2,3,1,6,4,0,0,0,1,0,0,10,1,1087
159,"PRIMARY SCHOOL CHHATA SECOND R.N0. 1",424,328,0,752,294,267,0,561,561,0,2,10,7,528,5,0,1,0,0,0,0,0,3,0,0,0,1,0,1,3,0,561
160,"PRIMARY SCHOOL CHHATA SECOND R.N0. 2",554,489,0,1043,370,298,0,668,668,0,16,344,18,260,12,0,0,0,1,5,0,2,0,2,3,2,2,0,0,1,0,668
161,"PRIMARY SCHOOL CHHATA SECOND R.N0.3",909,680,0,1589,517,316,0,833,833,0,7,72,22,693,6,0,0,1,0,1,0,2,1,2,2,5,2,1,0,14,2,833
162,"PRIMARY SCHOOL CHHATA SECOND R.N0.4",799,413,0,1212,382,164,0,546,546,0,20,22,28,457,3,0,2,0,0,0,0,0,0,0,2,0,1,1,2,7,1,546
163,"PRIMARY SCHOOL CHAUNDARI R.N0.1",816,694,0,1510,612,519,0,1131,1131,0,7,82,484,524,4,1,0,0,0,2,0,1,3,4,1,0,4,0,4,9,1,1131
164,"PRIMARY SCHOOL CHANDAURI R.N0.2",683,544,0,1227,508,372,0,880,880,0,3,194,16,642,2,0,0,2,0,4,1,0,4,1,1,2,1,1,2,4,0,880
165,"PRIMARY SCHOOL BHADAWAL",792,654,0,1446,624,364,0,988,988,0,5,7,169,791,3,1,0,0,0,1,0,0,1,0,2,0,1,0,0,7,0,988
166,"PRIMARY SCHOOL NAGLA BHADAWAL",180,160,0,340,126,113,0,239,239,0,2,1,154,73,3,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,239
167,"PRIMARY SCHOOL KHANPUR",466,377,0,843,419,281,0,700,700,0,24,28,26,598,6,2,1,0,0,1,0,1,1,0,2,2,0,0,2,6,0,700
168,"PRIMARY SCHOOL DHARAMPURA",235,205,0,440,207,163,0,370,370,0,7,6,5,336,3,0,0,0,0,0,0,0,3,1,5,0,0,0,0,3,1,370
169,"PRIMARY SCHOOL KHAYRA",586,443,1,1030,448,309,0,757,757,0,111,5,5,618,2,0,0,0,0,0,0,1,4,0,1,4,0,0,1,5,0,757
170,"SHOBHARI INTER COLLEGE KHAYRA R.N0.1",474,385,0,859,330,243,0,573,573,0,18,3,6,520,6,2,0,1,1,0,0,1,2,1,1,2,1,0,2,5,1,573
171,"SHOBHARI INTER COLLEGE KHAYRA R.N0.2",376,287,0,663,249,192,0,441,441,0,19,3,3,406,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,2,441
172,"SHOBHARI INTER COLLEGE KHAYRA R.N0.3",624,482,0,1106,442,317,0,759,759,0,53,5,162,505,1,0,0,0,1,0,1,2,6,2,1,2,1,0,0,13,4,759
173,"POORV MADHYAMIK VIDYALAY PISAVA",872,659,0,1531,721,414,0,1135,1135,0,5,56,141,910,8,0,1,1,0,1,1,0,3,0,0,1,1,0,1,3,2,1135
174,"PRIMARY SCHOOL AJANAUKHA",828,691,0,1519,505,398,0,903,903,0,10,42,206,567,5,1,1,3,2,10,3,4,5,7,5,4,1,2,8,12,5,903
175,"PRIMARY SCHOOL BIJWARI",447,387,0,834,326,247,0,573,573,0,17,11,150,372,2,1,0,0,0,0,0,3,3,1,1,1,0,0,0,10,1,573
176,"PRIMARY SCHOOL NANDGAON R.N01",760,639,0,1399,517,463,0,980,980,0,8,435,59,438,9,0,2,0,3,1,0,1,0,0,3,2,5,5,1,8,0,980
177,"PRIMARY SCHOOL NANDGAON R.N0 2",201,165,0,366,128,108,0,236,236,0,1,57,2,161,0,0,1,0,0,0,0,3,0,2,0,0,2,2,1,4,0,236
178,"PRIMARY SCHOOL NANDGAON R.N0. 3",496,476,0,972,290,293,0,583,583,0,0,109,116,338,3,0,0,0,0,2,0,0,0,4,4,3,0,0,0,4,0,583
179,"PRIMARY SCHOOL NANDGAON R.N0. 4",368,331,0,699,252,199,0,451,451,0,26,126,4,262,6,0,0,0,0,0,0,0,6,2,1,4,1,2,1,7,3,451
180,"SHRI KRISHNA CHETANYA INTER COLLEGE NANDGAON R.N0.1",618,521,0,1139,414,335,0,749,749,0,4,422,16,256,9,0,0,0,0,12,1,1,1,1,4,9,3,3,0,5,2,749
181,"SHRI KRISHNA CHETANYA INTER COLLEGE NANDGAON R.N0.2",371,349,0,720,203,194,0,397,397,0,1,66,97,205,8,0,2,0,0,3,2,2,3,0,0,2,1,0,0,5,0,397
182,"SHRI KRISHNA CHETANYA INTER COLLEGE NANDGAON R.N0.3",373,346,0,719,204,190,0,394,394,0,4,84,104,175,12,1,0,0,3,1,0,1,1,3,0,0,2,0,1,2,0,394
183,"SHRI KRISHNA CHETANYA INTER COLLEGE NANDGAON R.N0.4",493,404,0,897,250,247,0,497,497,0,10,73,173,220,2,0,0,1,0,0,0,2,1,1,0,0,3,1,5,4,1,497
184,"PRIMARY SCHOOL JASODA KUND NANDGAON",687,611,0,1298,448,406,0,854,854,0,10,311,13,460,3,2,2,2,1,9,1,4,4,3,9,4,4,3,0,7,2,854
185,"PRIMARY SCHOOL BADANGARH",559,473,0,1032,421,290,0,711,711,0,14,226,95,352,9,0,0,0,0,1,0,2,1,0,1,0,1,0,0,8,1,711
186,"POORV MADHYAMIK VIDYALAY MAHARANA R.N0.1",598,465,0,1063,312,277,0,589,589,0,23,113,152,270,2,0,0,0,1,0,0,1,2,0,2,1,7,3,1,7,4,589
187,"POORV MADHYAMIK VIDYALAY MAHARANA R.N0.2",673,537,0,1210,386,301,0,687,687,0,13,248,22,350,6,0,0,2,0,4,0,2,1,0,2,2,13,1,7,14,0,687
188,"PRIMARY SCHOOL BHADOKHAR",630,472,1,1103,398,299,0,697,697,0,14,352,87,198,6,0,1,1,0,5,2,1,1,0,5,1,8,5,2,7,1,697
189,"PRIMARY SCHOOL NAGLA IMAM KHAN",369,330,1,700,233,240,0,473,473,0,8,325,106,2,0,1,0,0,1,7,2,1,0,0,0,1,12,5,1,1,0,473
190,"PRIMARY SCHOOL RITHAURA",679,525,0,1204,375,322,0,697,697,0,6,19,186,457,11,0,1,0,1,0,4,2,2,0,0,0,0,0,4,4,0,697
191,"PRIMARY SCHOOL LAUHARVARI",288,207,0,495,204,156,0,360,360,0,3,89,6,252,0,0,1,0,0,2,0,1,1,1,0,1,1,0,0,2,0,360
192,"PRIMARY SCHOOL SANKET",839,692,0,1531,501,432,0,933,933,0,18,22,58,763,16,1,0,2,2,2,1,7,3,4,1,3,3,1,4,18,4,933
193,"PRIMARY SCHOOL GAJIPUR",398,330,0,728,250,205,0,455,455,0,51,28,45,315,3,0,1,0,1,0,1,1,0,1,0,0,0,1,2,3,2,455
194,"PRIMARY SCHOOL UNCHAGAON R.N0.1",578,423,0,1001,385,252,0,637,637,0,16,4,21,561,2,0,0,0,0,2,0,3,5,0,3,3,3,0,1,11,2,637
195,"PRIMARY SCHOOL UNCHAGAON R.N0.2",485,365,0,850,280,192,0,472,472,0,11,16,75,335,2,1,1,0,3,1,0,2,4,0,7,4,3,0,1,5,1,472
196,"PRIMARY SCHOOL BARSANA R.N0.1",599,476,0,1075,334,238,0,572,572,0,29,15,16,479,10,0,0,0,0,0,0,0,2,0,0,1,2,2,5,8,3,572
197,"PRIMARY SCHOOL BARSANA R.N0.2",387,307,0,694,40,39,0,79,79,0,10,5,4,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
198,"PRIMARY SCHOOL BARSANA R.N0.3",876,720,0,1596,534,452,0,986,986,0,10,5,426,496,16,0,0,0,1,3,1,2,4,1,3,5,0,1,3,7,2,986
199,"RADHA BIHARI INTER COLLEGE BARSANA R.N0.1",854,688,0,1542,482,361,0,843,843,0,30,38,332,417,9,1,2,1,0,0,0,3,1,1,1,0,1,2,0,3,1,843
200,"RADHA BIHARI INTER COLLEGE BARSANA R.N0.2",444,364,0,808,280,246,0,526,526,0,37,44,23,405,2,0,1,0,1,1,0,2,1,0,1,0,0,0,2,4,2,526
201,"RADHA BIHARI INTER COLLEGE BARSANA R.N0.3",765,549,0,1314,343,240,0,583,583,0,13,9,132,399,5,0,0,1,0,0,0,0,1,3,3,4,0,2,3,6,2,583
202,"RADHA BIHARI INTER COLLEGE BARSANA R.N0.4",609,539,0,1148,337,245,0,582,582,0,71,17,13,455,9,0,0,2,0,1,0,0,0,1,0,3,0,0,3,7,0,582
203,"RADHA BIHARI INTER COLLEGE BARSANA R.N0.5",567,503,0,1070,338,238,0,576,576,0,55,32,7,441,8,0,0,1,1,2,0,1,2,2,0,2,5,1,1,8,7,576
204,"PRIMARY SCHOOL SHRINAGAR",164,128,0,292,109,97,0,206,206,0,0,20,161,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,1,206
205,"PRIMARY SCHOOL MANPUR",368,279,0,647,247,204,0,451,451,0,0,43,60,319,7,0,1,1,0,1,0,0,2,0,0,1,3,1,0,9,3,451
206,"PRIMARY SCHOOL CHIKSAULI R.N0.1",584,438,0,1022,343,231,0,574,574,0,25,74,45,390,3,2,0,0,2,3,0,2,7,2,2,3,3,2,2,6,1,574
207,"PRIMARY SCHOOL CHIKSAULI R.N0.2",302,226,0,528,143,113,0,256,256,0,1,10,2,236,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,256
208,"PRIMARY SCHOOL ROOPNAGAR",205,168,0,373,148,119,0,267,267,0,0,36,4,218,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,5,0,267
209,"PRIMARY SCHOOL DABHALA",799,629,0,1428,547,378,0,925,925,0,23,5,45,820,8,1,1,1,2,0,1,3,3,1,1,1,1,0,0,6,2,925
210,"PRIMARY SCHOOL RANKAULI",490,391,0,881,333,232,0,565,565,0,50,8,14,434,3,0,4,3,0,3,0,8,3,2,2,8,0,2,7,10,4,565
211,"PRIMARY SCHOOL NAHARA",355,282,0,637,330,231,0,561,561,0,15,14,24,503,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,561
212,"PRIMARY SCHOOL NAGLA KISHANPURA",349,309,0,658,261,220,0,481,481,0,283,129,2,52,0,0,0,0,0,1,0,0,0,0,0,3,4,4,2,1,0,481
213,"PRIMARY SCHOOL HATHIYA SECOND R.N0.1",498,434,0,932,345,290,0,635,635,0,15,4,359,224,1,0,0,1,0,0,0,1,3,2,2,5,1,2,6,5,4,635
214,"PRIMARY SCHOOL HATHIYA SECOND R.N0.2",401,343,0,744,227,229,0,456,456,0,24,6,3,396,12,0,0,0,0,0,0,0,1,0,0,2,2,0,2,7,1,456
215,"PRIMARY SCHOOL HATHIYA PRATHAM R.N0. 1",711,597,0,1308,394,268,0,662,662,0,243,374,4,2,3,2,0,2,1,4,2,0,1,1,3,2,14,2,1,0,1,662
216,"PRIMARY SCHOOL HATHIYA PRATHAM R.N0.2",484,402,0,886,327,245,0,572,572,0,4,4,11,536,7,0,0,0,0,1,0,0,3,1,1,1,1,0,0,2,0,572
217,"PRIMARY SCHOOL HATHIYA PRATHAM R.N0.3",398,315,0,713,239,183,0,422,422,0,27,20,2,361,2,0,1,0,0,1,0,0,1,1,1,0,1,0,2,2,0,422
218,"POORV MADHYAMIK VIDYALAY HATHIYA R.N0.1",542,452,0,994,270,225,0,495,495,0,219,233,6,3,1,0,0,0,0,6,1,3,0,2,1,5,11,2,2,0,0,495
219,"POORV MADHYAMIK VIDYALAY HATHIYA R.N0.2",504,420,0,924,257,190,0,447,447,0,215,163,5,42,0,0,0,1,0,6,0,1,0,1,2,3,3,4,0,1,0,447
220,"PRIMARY SCHOOL DAHARAULI",575,466,0,1041,402,299,0,701,701,0,34,45,110,463,5,2,2,14,2,0,0,2,2,3,1,0,3,0,4,9,0,701
221,"POORV MADHYAMIK VIDYALAY KAMAI R.N0.1",831,630,0,1461,397,555,0,952,952,0,13,23,2,885,5,0,0,1,0,1,1,5,3,0,2,4,1,0,1,4,1,952
222,"POORV MADHYAMIK VIDYALAY KAMAI R.N0.2",317,260,0,577,132,107,0,239,239,0,0,5,123,108,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,239
223,"POORV MADHYAMIK VIDYALAY KAMAI R.N0.3",626,494,0,1120,337,236,0,573,573,0,8,8,46,482,10,0,0,0,0,0,1,2,3,0,1,4,1,0,1,3,3,573
224,"PRIMARY SCHOOL KAMAI",689,553,0,1242,299,207,0,506,506,0,3,22,97,344,5,2,0,2,1,1,2,1,4,2,3,1,0,2,5,4,5,506
225,"PRIMARY SCHOOL KARAHALA R.N0.1",584,463,0,1047,370,290,0,660,660,0,5,7,97,524,6,1,1,1,0,4,0,2,2,2,0,1,1,0,0,5,1,660
226,"PRIMARY SCHOOL KARAHALA R.N0.2",375,290,0,665,238,184,0,422,422,0,3,4,6,397,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,1,422
227,"PRIMARY SCHOOL RANVARI R.N0.1",688,567,0,1255,471,338,0,809,809,0,130,35,117,505,0,0,2,1,1,0,0,1,2,0,0,0,1,0,3,11,0,809
228,"PRIMARY SCHOOL RANVARI R.N0.2",654,518,0,1172,447,314,0,761,761,0,97,23,226,390,2,0,0,0,0,1,1,2,3,2,1,2,0,1,4,6,0,761
229,"PRIMARY SCHOOL ALAWAI",465,359,0,824,334,224,0,558,558,0,8,34,15,474,8,0,0,0,1,1,0,2,2,1,1,0,2,0,1,7,1,558
230,"PRIMARY SCHOOL UMRAYA",521,409,0,930,384,282,0,666,666,0,17,62,39,525,3,0,0,0,0,1,0,0,0,1,0,0,4,1,2,11,0,666
231,"PRIMARY SCHOOL SANKHI",589,514,0,1103,438,326,0,764,764,0,54,56,7,605,3,1,0,0,0,1,19,2,1,2,0,0,0,1,3,9,0,764
232,"PRIMARY SCHOOL NARI R.N0.1",852,680,0,1532,456,360,0,816,816,0,41,45,9,660,6,1,1,3,1,5,1,5,4,2,2,4,3,1,3,17,2,816
233,"PRIMARY SCHOOL NARI R.N0.2",796,648,0,1444,475,354,0,829,829,0,13,28,149,594,1,1,0,0,1,0,0,1,0,5,6,4,1,3,7,13,2,829
234,"PRIMARY SCHOOL JAMALPUR",221,183,0,404,146,141,0,287,287,0,0,4,277,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,287
235,"PRIMARY SCHOOL NAGLA DAHAR",172,162,0,334,142,141,0,283,283,0,8,237,6,3,0,2,0,1,0,1,1,1,0,0,2,2,11,7,0,0,1,283
236,"PRIMARY SCHOOL NAGLA GAJAI",346,298,0,644,176,163,0,339,339,0,6,126,5,155,4,2,1,0,2,6,0,2,3,3,1,2,10,4,1,4,2,339
237,"POORV MADHYAMIK VIDYALAY SAHAR.NO.1",631,521,0,1152,391,323,0,714,714,0,4,13,49,626,5,0,0,0,0,0,0,1,2,1,1,3,0,0,0,9,0,714
238,"POORV MADHYAMIK VIDYALAY SAHAR.NO.2",412,326,0,738,267,222,0,489,489,0,2,4,53,403,3,0,0,1,1,1,1,2,4,1,1,2,1,1,1,5,2,489
239,"POORV MADHYAMIK VIDYALAY SAHAR.NO.3",721,631,0,1352,453,353,0,806,806,0,135,275,38,283,12,1,0,0,1,3,2,2,2,3,6,13,8,8,1,12,1,806
240,"PRIMARY SCHOOL SAHAR R.N0.1",281,243,0,524,168,111,0,279,279,0,1,63,143,58,1,0,0,1,1,1,0,0,1,0,2,1,3,0,0,2,1,279
241,"PRIMARY SCHOOL SAHAR R.N0.2",375,263,0,638,165,110,0,275,275,0,108,140,3,1,0,1,0,1,0,2,0,4,1,1,2,2,6,3,0,0,0,275
242,"PRIMARY SCHOOL RAHEDA",827,670,0,1497,576,413,0,989,989,0,25,13,103,811,3,0,1,0,1,2,1,2,2,2,1,2,0,0,1,19,0,989
243,"PRIMARY SCHOOL DEVPURA",507,400,0,907,356,224,0,580,580,0,31,45,53,419,2,2,0,0,0,1,1,2,5,0,0,0,1,1,0,15,2,580
244,"PRIMARY SCHOOL PALI",676,579,0,1255,508,362,0,870,870,0,6,122,158,546,6,0,3,1,0,3,0,3,2,1,2,2,1,1,4,8,1,870
245,"PRIMARY SCHOOL TATARPUR",329,283,0,612,267,203,0,470,470,0,66,24,37,321,2,0,0,0,0,0,0,0,3,0,0,1,1,0,6,9,0,470
246,"PRIMARY SCHOOL DIRAVALI",691,593,0,1284,446,328,0,774,774,0,13,40,88,621,4,0,0,0,0,0,0,1,2,1,0,1,1,0,0,2,0,774
247,"POORV MADHYAMIK VIDYALAY BHARNAKHURD R.N0.1",594,459,0,1053,467,341,0,808,808,0,69,16,55,634,5,0,0,0,0,0,0,2,5,1,2,5,3,0,1,9,1,808
248,"POORV MADHYAMIK VIDYALAY BHARNAKHURD R.N0.2",582,490,0,1072,412,335,0,747,747,0,40,24,242,424,2,0,0,0,3,0,0,1,1,1,3,0,1,0,2,2,1,747
249,"PRIMARY SCHOOL BHARANA KALAN R.N0.1",575,463,0,1038,475,370,0,845,845,0,13,2,468,341,1,0,1,3,1,0,0,0,0,4,0,0,1,0,9,1,0,845
250,"PRIMARY SCHOOL BHARANA KALAN R.N0.2",578,486,0,1064,521,340,0,861,861,0,10,16,8,792,8,1,0,0,0,2,0,2,3,1,0,5,0,0,0,11,2,861
251,"PRIMARY SCHOOL PELKHU R.N0.1",601,410,0,1011,405,251,0,656,656,0,75,34,6,517,5,0,0,0,0,0,1,0,0,1,1,1,5,0,0,8,2,656
252,"PRIMARY SCHOOL PELKHU R.N0.2",596,444,0,1040,375,267,0,642,642,0,76,83,253,190,2,0,0,3,3,2,1,0,3,4,4,6,3,1,1,6,1,642
253,"PRIMARY SCHOOL SIWAL",726,485,0,1211,506,227,0,733,733,0,11,10,81,615,2,0,0,0,0,0,0,1,1,1,0,0,0,1,2,8,0,733
254,"PRIMARY SCHOOL SIWAL SECOND",660,424,0,1084,488,211,0,699,699,0,24,23,3,638,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,2,699
255,"PRIMARY SCHOOL BAJHEDA",917,634,0,1551,575,398,0,973,973,0,37,35,70,797,5,1,1,0,1,2,2,3,4,3,1,1,0,0,2,7,1,973
256,"PRIMARY SCHOOL KAUNKERA",513,422,0,935,330,259,0,589,589,0,3,157,103,310,4,0,0,0,0,0,1,2,2,0,1,2,3,0,1,0,0,589
257,"POORV MADHYAMIK VIDYALAY SIHANA R.N0.1",451,351,0,802,296,208,0,504,504,0,9,16,289,175,2,0,0,0,0,0,0,1,0,2,1,1,0,0,5,3,0,504
258,"POORV MADHYAMIK VIDYALAY SIHANA R.N0.2",407,326,0,733,314,217,0,531,531,0,13,22,3,475,5,0,0,0,0,2,0,0,0,1,1,1,0,2,0,5,1,531
259,"POORV MADHYAMIK VIDYALAY AJHAI KHURD R.N0.1",504,417,0,921,319,247,0,566,566,0,11,7,385,146,2,0,0,0,0,0,1,3,1,0,2,1,1,0,1,4,1,566
260,"POORV MADHYAMIK VIDYALAY AJHAI KHURD R.N0.2",464,349,0,813,278,172,0,450,450,0,26,10,118,277,1,0,0,0,0,0,0,0,2,1,4,2,2,0,0,7,0,450
261,"PRIMARY SCHOOL AJHAI KHURD R.NO.1",428,339,0,767,295,166,0,461,461,0,17,10,1,419,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,6,1,461
262,"PRIMARY SCHOOL AJHAI KHURD R.N0.2",608,422,0,1030,385,247,0,632,632,0,40,23,9,524,5,0,1,1,1,0,0,2,1,1,5,4,4,1,0,8,2,632
263,"SARVODAY INTER COLLEGE CHAUMUHAN R.N0.1",873,685,0,1558,496,314,0,810,810,0,33,120,6,596,6,0,1,1,1,3,0,2,4,2,1,7,11,0,3,9,4,810
264,"SARVODAY INTER COLLEGE CHAUMUHAN R.N0.2",656,527,0,1183,365,300,0,665,665,0,20,85,4,518,5,2,0,0,2,2,1,2,1,0,1,1,1,6,5,9,0,665
265,"SARVODAY INTER COLLEGE CHAUMUHAN R.N0.3",427,342,0,769,282,215,0,497,497,0,12,25,3,429,3,3,0,0,0,1,0,0,4,0,1,0,1,0,4,9,2,497
266,"SARVODYA DEGREE COLLEGE CHAUMUHAN R.N01",524,399,0,923,270,175,0,445,445,0,19,15,4,393,4,0,0,1,0,0,0,1,2,0,0,0,0,0,1,5,0,445
267,"SARVODYA DEGREE COLLEGE CHAUMUHAN R.N0.2",626,511,0,1137,341,221,0,562,562,0,73,12,3,453,5,1,1,0,0,0,1,1,2,0,1,2,0,0,0,7,0,562
268,"SARVODYA DEGREE COLLEGE CHAUMUHAN R.N0.3",605,469,0,1074,329,174,0,503,503,0,88,4,5,387,7,0,0,0,0,1,0,1,2,0,1,2,0,0,1,3,1,503
269,"SARVODYA DEGREE COLLEGE CHAUMUHAN R.N0.4",382,312,0,694,212,132,0,344,344,0,27,7,20,273,3,0,0,0,1,0,1,0,1,0,3,2,0,0,0,6,0,344
270,"KANYA POORV MADHYAMIK VIDYALAYA CHAUMUHAN R.N0. 1",484,355,0,839,259,189,0,448,448,0,8,2,364,51,8,0,0,1,0,1,1,2,0,1,0,4,0,1,3,0,1,448
271,"KANYA PURVA MADHYAMIK VIDYALAYA CHAUMUHAN R.N0. 1",478,390,0,868,238,173,0,411,411,0,50,13,2,332,5,1,0,0,0,0,0,0,1,1,0,0,2,0,0,3,1,411
272,"SHRI DURGESH INTER COLLEGE AKBARPUR R.N0.1",603,514,0,1117,418,294,0,712,712,0,5,23,245,435,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,712
273,"SHRI DURGESH INTER COLLEGE AKBARPUR R.N0.2",332,286,0,618,244,170,0,414,414,0,9,16,0,383,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,414
274,"SHRI DURGESH INTER COLLEGE AKBARPUR  R.N0.3",759,640,0,1399,567,368,0,935,935,0,17,38,7,848,4,0,1,1,0,2,1,0,4,0,2,2,0,0,2,6,0,935
275,"PRIMARY SCHOOL PILHORA",427,337,0,764,275,202,0,477,477,0,45,5,48,340,7,0,1,2,0,0,1,3,1,2,2,4,0,1,2,8,5,477
276,"PRIMARY SCHOOL VIDAVALI",350,289,0,639,297,179,0,476,476,0,53,18,5,373,12,0,0,0,0,0,2,0,0,0,1,1,1,0,2,7,1,476
