"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR AHMAD DUMPY","2 - OM PRAKASH","3 - KIRTI VARDHAN SINGH","4 - NANDITA SHUKLA","5 - BENI PRASAD VERMA","6 - AJAY  KUMAR  PRABHAKAR","7 - PREM KUMAR","8 - MASOOD ALAM KHAN","9 - MAHESH KUMAR","10 - MASHOOQ AHMAD","11 - RAJENDRA PRASAD","12 - RAJESH  KUMAR  MAURYA","13 - SATYA PRAKASH","14 - TILAK RAM","15 - BRIJNANDAN TIWARI","16 - None of the Above","Total Votes Secured"
197,"KHAMHARIYA HARIBANS",407,351,0,758,224,174,0,398,394,0,48,12,100,81,127,3,2,2,1,1,1,2,4,4,4,6,398
198,"PAKRI KAISWAR",339,307,0,646,204,157,0,361,361,0,23,10,126,22,147,1,5,17,1,3,1,0,2,1,0,2,361
199,"BASANTPUR TIWARI",543,420,0,963,274,170,0,444,439,0,22,14,179,64,148,1,1,0,2,1,2,2,2,1,1,4,444
200,"PIPRA BHITAURA",575,480,0,1055,367,256,0,623,623,0,63,19,194,151,170,2,1,2,1,0,1,1,5,6,2,5,623
201,"PIPRA BHITAURA",743,644,1,1388,435,331,0,766,765,0,59,31,137,98,372,9,5,21,0,5,11,7,5,3,3,0,766
202,BELAVA,739,539,0,1278,384,264,0,648,636,0,143,13,94,269,87,3,0,26,4,1,0,0,3,1,1,3,648
203,"TENDUWA BHAGAT",624,474,0,1098,360,230,0,590,590,0,94,12,160,140,154,6,1,14,0,1,1,2,0,2,1,2,590
204,BESHUPUR,548,429,0,977,329,195,0,524,524,0,82,11,97,131,157,10,3,6,1,2,1,4,4,6,1,8,524
205,BESHUPUR,500,387,0,887,271,126,0,397,397,0,56,9,105,93,107,2,2,4,0,2,0,3,2,6,1,5,397
206,SEEHAGAON,645,545,0,1190,359,290,0,649,649,0,130,16,189,192,98,2,0,5,0,2,1,1,3,4,0,6,649
207,SEEHAGAON,663,512,0,1175,322,250,0,572,565,0,76,5,21,114,38,0,2,289,4,4,0,1,7,5,4,2,572
208,"GAURVA KANOONGO",622,499,0,1121,326,306,0,632,632,0,124,7,156,139,38,3,1,134,3,3,2,0,7,7,0,8,632
209,IMILIYAROOPI,207,171,0,378,130,110,0,240,240,0,47,10,84,52,25,0,1,7,2,0,1,2,2,2,1,4,240
210,NAUBARA,607,472,1,1080,386,253,0,639,639,0,46,27,275,51,203,5,4,11,0,4,0,1,3,4,1,4,639
211,NAUBARA,385,311,0,696,223,149,0,372,370,0,55,9,173,67,53,1,0,6,0,0,1,2,0,4,0,1,372
212,"RAMNAGAR BANKAT",302,238,0,540,161,135,0,296,296,0,34,2,62,154,26,2,1,0,0,3,1,0,1,3,1,6,296
213,GHRVASJOT,294,227,0,521,172,109,0,281,281,0,53,6,106,67,32,0,0,4,0,1,3,0,1,2,1,5,281
214,BHAMAICHA,483,359,0,842,309,225,0,534,528,0,8,4,165,288,52,1,0,0,1,3,0,1,5,2,0,4,534
215,SONBHARIYA,503,440,0,943,293,222,0,515,515,0,124,7,61,181,128,1,1,2,0,3,2,0,1,2,0,2,515
216,MOORADEEHA,480,413,0,893,372,289,0,661,661,0,147,13,228,61,190,2,1,4,0,2,0,0,5,4,0,4,661
217,"VISHUNPUR BAIRIYA .",737,614,0,1351,455,311,0,766,766,0,185,14,352,82,70,5,0,26,3,5,0,2,2,5,5,10,766
218,"PARSIYA AGYARAM",289,271,0,560,211,152,0,363,363,0,86,4,212,27,21,2,0,4,0,0,0,0,2,1,1,3,363
219,MALARI,816,709,1,1526,402,344,0,746,740,0,73,20,190,36,392,5,2,5,0,2,3,3,3,3,2,7,746
220,MALARI,822,685,0,1507,513,371,0,884,870,0,94,25,377,28,337,8,1,3,0,3,1,1,1,1,1,3,884
221,GARVALIYA,619,519,0,1138,332,237,0,569,569,0,58,30,272,31,164,3,1,1,0,2,1,0,2,3,0,1,569
222,KINKI,294,255,0,549,157,126,0,283,283,0,8,3,208,30,19,0,0,12,1,0,1,0,0,1,0,0,283
223,AKMA,336,307,0,643,205,186,0,391,328,0,27,7,295,55,1,0,0,0,1,0,1,0,1,1,0,2,391
224,"CHAURI HARSO PATTI",709,582,0,1291,344,257,0,601,590,0,64,17,451,37,5,1,1,0,3,2,1,0,7,3,3,6,601
225,SISVARIYA,610,493,0,1103,306,259,0,565,550,0,63,15,277,32,32,2,3,114,4,3,0,1,4,7,3,5,565
226,SISVARIYA,798,622,1,1421,309,229,0,538,538,0,64,7,128,63,3,0,2,250,2,1,0,1,6,4,1,6,538
227,VISHUNAGA,388,356,0,744,271,209,0,480,480,0,88,10,318,44,11,2,1,0,0,0,2,0,0,2,0,2,480
228,CHAKSAD,475,377,0,852,247,159,0,406,406,0,97,10,168,57,40,0,3,26,0,0,2,0,2,1,0,0,406
229,"IMILIYA MISHRA",557,415,0,972,358,144,0,502,502,0,124,17,293,47,4,1,0,2,0,1,0,2,2,4,2,3,502
230,"IMILIYA MISHRA",439,338,0,777,196,116,0,312,308,0,81,5,106,6,7,1,3,83,1,0,2,1,5,5,0,6,312
231,"IMILIYA MISHRA",384,300,0,684,146,119,0,265,265,0,63,9,163,18,1,0,1,1,1,1,0,0,0,2,0,5,265
232,JAMDARA,495,413,0,908,233,223,0,456,456,0,219,10,119,31,11,0,0,51,2,0,1,0,3,3,1,5,456
233,HIGAJOT,683,581,0,1264,252,123,0,375,275,0,32,7,214,109,3,0,1,2,0,0,0,1,0,3,1,2,375
234,BAHLOLPUR,478,391,0,869,297,221,0,518,518,0,55,10,352,58,29,2,1,0,0,1,0,0,1,1,2,6,518
235,SONIHARLAL,814,694,0,1508,500,292,0,792,792,0,84,16,429,189,29,4,0,6,1,4,4,2,3,5,5,11,792
236,MAJHAWA,201,179,0,380,135,80,0,215,176,0,24,4,125,43,13,1,0,0,1,0,0,0,0,2,0,2,215
237,"BABHANI KANOONGO",596,490,0,1086,342,246,0,588,584,0,23,11,454,69,13,1,0,2,0,2,2,2,4,1,1,3,588
238,"SEMRA DAMMAN",656,605,0,1261,345,273,0,618,400,0,95,17,191,127,129,5,0,36,2,4,2,3,2,2,0,3,618
239,"BUDHA DEVAR",691,594,0,1285,416,271,0,687,686,0,63,12,355,111,124,1,0,7,0,1,0,1,2,4,0,6,687
240,"BUDHA DEVAR",438,359,0,797,277,166,0,443,400,0,43,2,239,128,11,0,0,3,2,0,2,0,2,2,1,8,443
241,"BUDHA DEVAR",484,407,0,891,238,168,0,406,356,0,11,3,252,85,43,0,0,8,0,1,0,1,0,0,0,2,406
242,LAXMANPUR,739,679,0,1418,413,250,0,663,662,0,111,20,433,53,23,3,0,10,0,1,0,2,3,2,1,1,663
243,UMMEDJOT,627,488,0,1115,453,307,0,760,760,0,273,6,4,386,34,1,0,47,0,1,0,0,4,0,1,3,760
244,UMMEDJOT,786,661,0,1447,415,307,0,722,721,0,354,8,84,132,13,1,0,100,3,2,0,1,3,3,2,16,722
245,UMMEDJOT,592,487,0,1079,304,218,0,522,218,0,260,7,123,46,26,2,0,34,0,4,1,1,4,0,1,13,522
246,UMMEDJOT,406,338,0,744,195,162,0,357,357,0,225,2,16,28,3,0,1,73,1,0,0,0,2,0,1,5,357
247,"PURE SHIVA BAKHTAVAR",799,697,0,1496,449,313,0,762,762,0,56,13,451,109,92,0,0,28,1,1,0,0,2,2,1,6,762
248,"PURE SHIVA BAKHTAVAR",884,700,0,1584,476,351,0,827,816,0,92,13,491,95,58,1,1,56,4,2,1,3,2,5,0,3,827
249,JHANJHRI,820,657,0,1477,460,309,0,769,769,0,68,15,504,91,37,0,0,18,2,2,2,1,6,8,2,13,769
250,BANWARIYA,790,608,0,1398,448,285,0,733,733,0,129,22,458,78,24,5,3,1,0,2,1,0,3,4,0,3,733
251,BANWARIYA,515,394,0,909,292,162,0,454,454,0,25,14,225,101,37,0,2,42,4,0,0,0,1,2,0,1,454
252,BANWARIYA,431,350,0,781,264,133,0,397,297,0,71,6,137,69,29,3,0,54,5,3,1,2,3,6,2,6,397
253,KATAHAMAFI,726,576,1,1303,490,316,0,806,804,0,34,5,296,89,26,2,6,318,8,2,0,1,9,1,3,6,806
254,RAMBHARI,378,275,0,653,247,165,0,412,412,0,29,13,205,31,69,0,1,40,0,1,1,1,3,12,1,5,412
255,"BHAGAHAR BULAND",640,545,0,1185,357,305,0,662,198,0,80,17,295,221,15,1,2,1,2,0,1,1,4,11,3,8,662
256,"BHAGAHAR BULAND",541,483,0,1024,298,241,0,539,522,0,9,13,311,171,10,1,1,2,0,2,0,0,5,5,1,8,539
257,BANGHUSRA,686,527,0,1213,334,235,0,569,569,0,85,13,177,22,36,2,3,214,2,3,1,1,3,2,1,4,569
258,BANGHUSRA,537,433,0,970,300,214,0,514,514,0,133,8,260,38,16,1,0,45,1,2,1,0,2,4,0,3,514
259,BANGHUSRA,694,580,0,1274,391,273,0,664,664,0,6,9,484,90,31,3,3,6,1,5,0,1,7,5,2,11,664
260,DASIYAPUR,514,411,0,925,335,239,0,574,574,0,103,12,289,134,12,1,0,1,0,0,0,4,2,9,1,6,574
261,"NARAYANPUR WALI",797,624,0,1421,400,236,0,636,628,0,85,17,320,157,15,2,1,2,0,2,2,2,5,13,5,8,636
262,"NARAYANPUR INDHA",470,396,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"NARAYANPUR INDHA",395,300,0,695,218,143,0,361,361,0,46,7,87,181,20,1,0,7,2,0,0,0,3,2,0,5,361
264,KANSAPUR,375,326,0,701,208,138,0,346,346,0,39,10,177,94,9,1,0,1,1,0,1,0,2,3,2,6,346
265,"RAMNAGAR TARHAR",652,560,0,1212,360,270,0,630,630,0,156,15,378,46,19,3,2,2,0,0,0,2,2,1,1,3,630
266,"RAMNAGAR TARHAR",808,639,0,1447,404,319,0,723,723,0,81,17,445,117,14,3,1,1,2,9,1,4,2,8,6,12,723
267,"MAJHA TARHAR",459,380,0,839,285,216,0,501,501,0,13,8,204,264,5,1,1,0,0,0,0,0,0,2,1,2,501
268,"MAJHA TARHAR",408,370,0,778,266,184,0,450,389,0,60,6,278,81,13,1,1,1,0,0,2,1,0,4,2,0,450
269,TAJPUR,540,416,0,956,273,204,0,477,477,0,26,17,340,56,16,1,1,6,1,2,0,1,2,5,2,1,477
270,MADHAIPUR,777,615,0,1392,426,328,0,754,754,0,48,20,407,249,15,1,0,1,0,2,0,0,2,4,3,2,754
271,MADHAIPUR,787,638,0,1425,426,338,0,764,764,0,71,19,342,258,30,6,1,4,2,1,2,3,3,3,2,17,764
272,"SARAI JARGAR",693,528,0,1221,322,240,0,562,562,0,149,4,148,213,16,0,0,21,0,2,0,0,4,2,2,1,562
273,"SARAI JARGAR",565,515,0,1080,314,220,0,534,532,0,112,6,49,251,55,2,0,43,1,1,1,1,4,3,3,2,534
274,"DADWA KANOONGO",707,551,0,1258,354,233,0,587,587,0,28,7,326,146,40,0,1,31,2,1,0,2,1,0,0,2,587
275,"DADWA KANOONGO",664,532,0,1196,341,246,0,587,587,0,115,14,247,85,30,3,3,72,1,1,2,1,3,2,0,8,587
276,KHIRABHA,628,570,1,1199,328,239,0,567,557,0,164,8,201,53,10,1,3,104,3,3,0,1,6,4,2,4,567
277,KHIRABHA,623,454,0,1077,334,260,0,594,594,0,186,13,97,40,19,4,2,208,1,2,1,1,6,4,1,9,594
278,KHIRABHA,460,371,0,831,218,171,0,389,389,0,55,19,195,41,51,3,1,12,2,1,0,2,4,1,1,1,389
279,"PURE TIWARI",576,494,0,1070,283,236,0,519,506,0,202,1,86,78,31,0,1,114,0,3,0,1,0,0,0,2,519
280,"PURE TIWARI",436,353,0,789,207,135,0,342,341,0,64,1,16,147,12,1,0,90,0,0,1,1,3,1,1,4,342
281,"PURE TIWARI",824,650,0,1474,339,213,0,552,552,0,171,10,76,119,19,1,1,136,1,0,1,1,3,7,3,3,552
282,GANGAPUR,761,665,0,1426,471,339,0,810,810,0,154,11,313,209,3,1,1,104,4,0,1,0,3,1,1,4,810
283,MANDE,410,364,0,774,296,208,0,504,500,0,63,12,245,153,8,1,0,14,0,0,0,2,1,4,0,1,504
284,ROHANWA,461,360,0,821,262,195,0,457,440,0,134,9,230,39,16,0,1,17,0,0,1,1,3,1,1,4,457
285,KHORHANSA,737,620,0,1357,348,276,0,624,624,0,114,5,68,313,45,0,0,55,1,5,0,1,2,3,3,9,624
286,KHORHANSA,785,691,0,1476,350,336,0,686,685,0,76,3,61,421,35,3,2,74,1,1,0,1,2,1,4,1,686
287,KHORHANSA,504,446,0,950,211,237,0,448,448,0,70,2,4,214,72,2,3,71,0,3,1,0,3,0,2,1,448
288,DAULATPUR,491,430,0,921,240,222,0,462,461,0,55,8,189,178,14,1,0,5,1,2,0,1,3,4,0,1,462
289,CHISHTIPUR,812,723,0,1535,456,399,0,855,855,0,365,10,112,170,90,2,4,82,1,0,2,2,4,4,2,5,855
290,CHISHTIPUR,817,709,0,1526,389,302,0,691,681,0,325,9,100,150,26,4,2,47,2,5,0,3,1,4,5,8,691
291,BHARHAPARA,478,407,0,885,217,219,0,436,432,0,49,7,168,184,16,0,0,8,0,0,1,0,1,1,0,1,436
292,FIROZPUR,589,512,0,1101,284,265,0,549,549,0,106,9,67,167,13,0,1,177,0,2,0,0,4,1,0,2,549
293,GOVINDPARA,349,309,0,658,256,225,0,481,481,0,85,11,138,221,11,1,0,2,0,3,2,0,2,2,1,2,481
294,"BIRWA BABHNI",445,388,0,833,265,220,0,485,400,0,113,6,230,108,20,2,0,1,0,0,0,2,0,1,0,2,485
295,SULTANJOT,676,586,0,1262,492,399,0,891,840,0,69,22,722,35,26,1,0,4,1,1,0,2,2,5,0,1,891
296,"MALTHUWA SHAHJOT",255,256,0,511,204,162,0,366,366,0,42,9,256,45,7,1,1,1,0,0,0,0,0,2,0,2,366
297,"BEERPUR VISHEN",758,636,0,1394,452,333,0,785,785,0,49,11,604,77,16,1,0,14,3,0,1,0,4,2,2,1,785
298,RUPAIDEEH,454,394,0,848,221,155,0,376,373,0,91,1,246,30,3,0,0,1,0,1,1,0,0,1,0,1,376
299,"KAZI DEVAR",808,710,0,1518,401,319,0,720,720,0,91,13,364,209,18,2,0,4,1,2,0,1,4,3,0,8,720
300,"CHHACHHPARA KANOONGO",537,474,0,1011,320,244,0,564,544,0,46,10,253,239,5,2,1,0,1,1,0,1,1,2,1,1,564
301,"CHHACHHPARA MUTVALLI",349,279,0,628,244,188,0,432,432,0,38,13,303,33,26,3,0,11,1,0,0,0,2,1,0,1,432
302,"KHIRAI KHIRWA",708,579,0,1287,371,295,0,666,661,0,70,13,172,287,42,3,2,45,2,3,2,2,8,2,2,11,666
303,KASTUWA,785,688,0,1473,402,353,0,755,680,0,166,8,177,128,25,2,2,197,1,2,0,4,17,9,6,11,755
304,KUNDURKHI,667,598,0,1265,378,241,0,619,619,0,128,18,257,143,42,2,1,1,0,2,2,3,3,4,3,10,619
305,"DADWA DASVATIYA",673,589,0,1262,369,291,0,660,660,0,68,16,252,270,32,1,0,1,1,0,4,2,4,3,1,5,660
