"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMEETA SINGH","2 - PAWAN PANDEY","3 - FEROZE VARUN GANDHI","4 - SHAKEEL AHMED","5 - GIRISH LAL","6 - DR. NAFEES AHMAD","7 - PITAMBAR NISHAD","8 - RAM MILAN","9 - MOHD SHAMIM","10 - SHIV SHANKAR","11 - SHAILENDRA PRATAP SINGH","12 - SARTAJ KHAN","13 - BRIJESH KUMAR","14 - VARUN GANDHI","15 - VIJAY","16 - None of the Above","Total Votes Secured"
166,"MAKATAB ISLAMIYA S. BAHADURPUR PURVI BHAG",453,394,0,847,299,226,0,525,500,0,9,18,24,471,1,0,0,0,0,0,1,0,0,0,1,0,525
167,"MAKATAB ISLAMIYA S. BAHADURPUR MIDIILE BHAG",322,302,0,624,201,164,0,365,365,0,13,13,10,319,2,1,0,0,0,1,3,0,2,0,1,0,365
168,"MAKATAB ISLAMIYA S. BAHADURPUR PASCHIMI BHAG",845,723,0,1568,430,503,0,933,800,0,28,81,58,745,3,2,1,0,0,1,6,1,3,1,3,0,933
169,"K.K. G. I.C. KA UTTARI BHAWAN DK UTTARI BHAG",847,754,0,1601,439,400,0,839,839,0,43,68,592,90,1,1,2,0,1,1,16,1,2,14,0,7,839
170,"K.K.G.I.C. DK UTTARI BHAWAN KA UITTARI BHAG",798,783,0,1581,378,356,0,734,700,0,36,59,505,103,1,2,1,0,0,1,13,0,2,6,0,5,734
171,"K.K. G.I.C. UTTARI BHAWAN KA UTTARI BHAG",648,602,0,1250,306,226,0,532,532,0,15,141,238,128,1,0,0,1,0,1,5,0,1,0,0,1,532
172,"K.K. G. I.C. KA UTTARI BHAWAN KA UTTARI BHAG",414,390,0,804,178,182,0,360,357,0,18,45,176,113,1,1,1,0,1,1,2,0,0,0,0,1,360
173,"K.K. G.I.C. KA DAKSHINI BHAWAN DK DAKSHINI BHAG",366,307,0,673,166,144,0,310,270,0,13,26,225,33,1,1,0,0,1,0,3,0,2,4,0,1,310
174,"K.K. G.I.C. KA DAKSHINI BHAWAN KA DAKSHINI BHAG",485,406,0,891,112,292,0,404,400,0,20,72,266,28,0,1,0,0,1,2,8,1,0,4,1,0,404
175,"K.K. G.I.C. DAKHSINI BHAWAN KA DAKSHINI BHAG",460,390,0,850,221,185,0,406,400,0,,,,,,,,,,,,,,,,,
