"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAUSHAL KISHORE","2 - R.K CHAUDHARY","3 - NARENDRA GAUTAM","4 - SUSHILA SAROJ","5 - AMIT RAWAT","6 - OM PRAKASH","7 - GOPAL KANAUJIYA","8 - GAUTAM BHARTI","9 - JAGDISH PRASAD GAUTAM","10 - BRIJLAL","11 - MAHENDRA KUMAR RAWAT","12 - MEENA RAWAT","13 - MEERA DEVI","14 - SANTOSH KUMAR DHARKAR","15 - SUNIL GAUTAM","16 - MAHESH KUMAR","17 - REENA CHAUDHARY","18 - SHATROHANLAL RAWAT","19 - None of the Above","Total Votes Secured"
151,"PRIMARY SCHOOL SAIMSESI",473,385,0,858,367,260,0,627,627,0,115,61,6,421,1,0,3,2,4,1,0,1,1,5,0,2,1,1,2,627
152,"PRIMARY SCHOOL DIHA DAKHWA",495,440,0,935,347,314,0,661,661,0,290,303,6,18,5,2,0,3,2,2,1,1,3,0,2,10,8,2,3,661
153,"PRIMARY SCHOOL BHADWANA",704,570,0,1274,498,370,0,868,868,0,293,163,3,380,4,0,1,2,0,3,0,0,1,2,2,6,2,4,2,868
154,"PRIMARY SCHOOL RAMNAGAR",328,285,0,613,263,206,0,469,469,0,158,117,7,176,1,0,1,1,2,0,0,0,0,0,3,2,1,0,0,469
155,"PRIMARY SCHOOL DAUDPUR",276,234,0,510,211,175,0,386,386,0,143,94,3,132,1,1,1,1,1,2,0,0,0,1,5,0,0,1,0,386
156,"PRIMARY SCHOOL DAKHWAPUR",666,566,0,1232,457,387,0,844,844,0,324,247,26,220,2,1,2,2,2,3,0,1,0,1,2,7,2,0,2,844
157,"PRIMARY SCHOOL HAMIRAPUR ROOM NO-1",528,441,0,969,327,221,0,548,548,0,8,89,4,425,6,0,1,0,1,2,0,0,0,1,3,0,0,2,6,548
158,"PRIMARY SCHOOL HAMIRAPUR ROOM NO-2",459,401,0,860,179,275,0,454,454,0,25,103,8,311,2,0,1,0,0,0,0,0,0,1,0,2,1,0,0,454
159,"PANCHAYAT BHAWAN HAMIRAPUR",644,522,0,1166,415,296,0,711,711,0,234,101,11,341,1,0,0,1,2,1,1,2,1,3,2,3,4,1,2,711
160,"PRIMARY SCHOOL HASNAPUR",456,412,0,868,365,311,0,676,676,0,375,242,2,36,1,0,2,0,0,0,0,0,1,5,3,5,3,1,0,676
161,"JUNIOR HIGH SCHOOL KASMANDI KHURD ROOM NO-1",879,674,0,1553,539,398,0,937,937,0,248,194,13,448,6,1,0,2,0,2,0,0,6,1,1,8,3,3,1,937
162,"PRIMARY SCHOOL KASMANDI KHURD ROOM NO-2",623,472,0,1095,407,293,0,700,700,0,460,80,3,116,2,3,1,0,1,2,1,1,0,0,4,4,13,4,5,700
163,"AANGAN BAADI CENTRE MADHWAPUR",400,417,0,817,329,299,0,628,628,0,417,116,16,38,5,2,2,2,2,2,0,0,1,7,8,6,3,0,1,628
164,"MAHATMA GANDHI INTER COLLEGE KASMANDI KHURD ROOM NO-1",727,638,0,1365,417,297,0,714,714,0,484,31,16,159,4,0,1,2,1,1,1,1,0,5,0,3,3,1,1,714
165,"MAHATMA GANDHI INTER COLLEGE KASMANDI KHURD ROOM NO-2",365,311,0,676,238,163,0,401,401,0,189,131,15,46,1,0,1,1,0,3,0,1,1,0,4,2,6,0,0,401
166,"PRIMARY SCHOOL HATAULI",360,345,0,705,254,234,0,488,488,0,317,82,10,62,1,0,1,0,1,1,0,0,1,4,0,2,2,3,1,488
167,"PRIMARY SCHOOL GHUSAULI",655,583,0,1238,477,377,0,854,854,0,484,265,3,78,2,0,2,3,1,0,0,2,0,2,2,7,2,0,1,854
168,"PRIMARY SCHOOL BHADESARMAU",524,432,0,956,413,301,0,714,714,0,363,90,2,202,5,0,1,3,1,0,4,0,2,5,4,8,16,4,4,714
169,"PRIMARY SCHOOL TIKRIKHURD",304,258,0,562,225,173,0,398,398,0,223,28,5,119,0,0,1,0,0,0,1,2,0,1,1,6,7,2,2,398
170,"PRIMARY SCHOOL SARAWAN",525,475,0,1000,384,264,0,648,648,0,370,135,16,97,7,1,0,2,0,1,0,0,3,3,2,5,2,4,0,648
171,"PRIMARY SCHOOL PHOOLCHAND KHEDA ROOM NO-1",448,372,0,820,294,179,0,473,473,0,219,81,4,132,6,1,2,5,2,0,0,2,0,4,0,10,3,1,1,473
172,"PRIMARY SCHOOL PHOOLCHAN KHEDA",425,357,0,782,293,185,0,478,478,0,273,30,7,148,1,0,2,1,1,0,0,0,2,3,1,5,3,0,1,478
173,"PRIMARY SCHOOL URDU MEDIAM AHAMDABAD KATAULI ROOM NO-1",886,735,0,1621,464,289,0,753,753,0,238,173,29,274,3,1,1,2,1,0,1,0,1,6,2,9,6,1,5,753
174,"PRIMARY SCHOOL URDU MEDIAM AHAMDABAD KATAULI ROOM NO-2",634,467,0,1101,349,199,0,548,548,0,102,145,13,254,3,0,1,1,1,4,0,1,0,5,1,5,4,1,7,548
175,"PRIMARY SCHOOL RASOOLABAD",175,141,0,316,113,91,0,204,204,0,140,16,14,20,3,0,1,1,1,1,0,0,0,1,2,0,1,1,2,204
176,"PRIMARY SCHOOL RANIKHEDA",563,451,0,1014,277,249,0,526,526,0,174,143,3,158,6,3,0,1,3,0,1,1,1,1,3,4,10,6,8,526
177,"PRIMARY SCHOOL GARHI JINDAUR",791,701,0,1492,416,330,0,746,746,0,472,97,4,121,1,4,0,1,2,3,0,2,2,2,2,6,13,5,9,746
178,"PRIMARY SCHOOL MUSIBATGANJ",497,334,0,831,333,216,0,549,549,0,178,156,11,181,1,0,0,0,2,2,1,0,3,2,3,5,1,2,1,549
179,"PRIMARY SCHOOL GADIYA KHEDA",703,564,1,1268,464,371,0,835,835,0,591,123,3,72,4,0,0,2,2,2,1,0,2,9,2,12,8,1,1,835
180,"JUNIOR HIGH SCHOOL RAHIMABAD ROOM NO-1",572,480,0,1052,365,286,0,651,651,0,219,125,8,284,1,0,0,1,1,1,1,0,0,1,0,5,3,0,1,651
181,"JUNIOR HIGH SCHOOL RAHIMABAD ROOM NO-2",560,485,0,1045,327,243,0,570,570,0,183,107,5,244,6,0,2,0,0,3,3,0,4,1,2,6,3,1,0,570
182,"JUNIOR HIGH SCHOOL RAHIMABAD ROOM NO-3",437,371,0,808,287,206,0,493,493,0,355,63,1,65,3,0,0,0,0,0,0,0,0,1,1,1,2,0,1,493
183,"JUNIOR HIGH SCHOOL RAHIMABAD ROOM NO-4",480,365,0,845,290,194,0,484,484,0,235,66,5,160,3,0,0,0,1,0,0,0,0,2,0,0,8,2,2,484
184,"PRIMARY SCHOOL BAKINAGAR",606,468,0,1074,326,230,0,556,556,0,333,43,4,155,1,0,2,2,1,0,0,0,3,1,3,4,4,0,0,556
185,"PRIMARY SCHOOL BHATOIYA ROOM NO-1",439,375,0,814,268,226,0,494,494,0,147,89,5,226,3,1,1,0,1,0,1,1,2,1,4,2,6,2,2,494
186,"PRIMARY SCHOOL BHATOIYA ROOM NO-2",494,419,0,913,270,272,0,542,542,0,346,117,3,41,1,1,1,1,0,1,0,0,3,9,2,10,5,1,0,542
187,"PRIMARY SCHOOL MANKAUTI ROOM NO-1",867,700,0,1567,442,444,0,886,886,0,275,284,15,263,6,0,4,0,2,2,2,2,1,6,5,12,2,4,1,886
188,"PRIMARY SCHOOL MANKAUTI ROOM NO-2",141,118,0,259,87,77,0,164,164,0,54,22,1,81,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,164
189,"PRIMARY SCHOOL SURGAULA",485,397,0,882,300,267,0,567,567,0,311,141,8,82,4,0,1,2,0,2,1,0,0,3,2,5,3,2,0,567
190,"JUNIOR HIGH SCHOOL MAWAIKALA ROOM NO-1",649,556,0,1205,358,315,0,673,673,0,367,128,5,146,1,1,1,1,0,1,0,0,1,5,2,4,4,4,2,673
191,"JUNIOR HIGH SCHOOL MAWAIKALA ROOM NO-2",502,458,0,960,388,326,0,714,714,0,467,71,4,111,4,3,2,3,1,3,0,3,3,6,2,9,12,6,4,714
192,"PRIMARY SCHOOL SARAIYA",368,345,0,713,259,218,0,477,477,0,237,32,3,180,4,0,0,2,1,0,2,0,2,2,1,8,2,0,1,477
193,"PRIMARY SCHOOL NARAINPRU DAULATPUR",568,493,0,1061,351,315,0,666,666,0,209,126,2,282,1,0,0,2,2,6,1,1,3,8,1,10,3,5,4,666
194,"JUNIOR HIGH SCHOOL TIRGAWAN",573,451,0,1024,344,295,0,639,639,0,41,228,8,323,3,0,0,3,2,0,0,2,1,3,8,5,2,7,3,639
195,"PRIMARY SCHOOL GAUNDA MU NAGAR ROOM NO-1",364,320,0,684,237,198,0,435,435,0,221,146,10,29,2,1,0,1,1,1,1,0,0,8,4,5,2,1,2,435
196,"PRIMARY SCHOOL GAUNDA MU NAGAR ROOM NO-2",343,320,0,663,224,170,0,394,394,0,251,85,2,34,2,1,0,2,1,0,0,0,0,1,5,4,3,1,2,394
197,"PRIMARY SCHOOL DHANA KHEDA",351,312,0,663,217,172,0,389,389,0,156,182,6,19,6,0,1,1,2,0,1,0,2,3,2,2,4,1,1,389
198,"PRIMARY SCHOOL AULIYAKEHDA",405,307,0,712,255,178,0,433,433,0,215,138,3,33,3,2,2,2,1,1,2,1,0,2,5,10,7,3,3,433
199,"PRIMARY SCHOOL NAI BASTI BASTI",580,500,0,1080,312,271,0,583,583,0,258,204,11,50,8,2,2,6,1,2,0,4,2,7,7,11,6,1,1,583
200,"PRIMARY SCHOOL KHADAUHA ROOM NO-1",552,462,0,1014,304,219,0,523,523,0,216,177,13,82,5,0,2,3,0,2,0,1,0,2,2,3,5,5,5,523
201,"PRIMARY SCHOOL KHADAUHA ROOM NO-2",536,432,0,968,296,210,0,506,506,0,352,79,11,35,4,2,0,1,0,1,0,0,2,1,1,7,6,3,1,506
202,"PRIMARY SCHOOL CHINHUTA",593,517,0,1110,347,264,0,611,611,0,319,228,10,31,2,1,1,1,0,0,2,2,1,3,4,1,4,1,0,611
203,"PRIMARY SCHOOL BAANK",392,343,0,735,284,209,0,493,493,0,91,272,11,102,2,1,0,1,0,0,1,1,3,2,0,4,1,1,0,493
204,"PRIMARY SCHOOL PAHADPUR",248,203,0,451,180,150,0,330,330,0,129,98,4,88,1,0,1,1,0,0,0,0,1,0,2,3,1,1,0,330
205,"PRIMARY SCHOOL MAHDOIYA",747,632,0,1379,437,319,0,756,756,0,477,190,5,68,2,2,1,0,0,1,0,1,1,2,0,1,0,2,3,756
206,"PRIMARY SCHOOL NABINAGAR",758,659,0,1417,452,380,0,832,832,0,509,194,11,75,2,1,0,2,0,0,2,1,5,3,2,16,6,1,2,832
207,"PRIMARY SHOOL ATAURA",400,324,0,724,234,207,0,441,441,0,239,129,12,40,2,0,0,2,0,0,0,1,3,4,2,4,2,0,1,441
208,"PRIMARY SCHOOL BAKHTIYAR NAGAR ROOM NO-1",792,648,0,1440,426,324,0,750,750,0,250,234,12,217,2,2,2,1,1,0,0,0,3,1,2,8,7,4,4,750
209,"PRIMARY SCHOOL BAKHTIYAR NAGAR ROOM NO-2",284,225,0,509,189,125,0,314,314,0,264,5,2,30,0,0,0,0,0,0,0,0,0,1,0,8,4,0,0,314
210,"PRIMARY SCHOOL DULARMAU",428,353,0,781,231,173,0,404,404,0,188,120,16,56,0,1,3,1,2,0,2,0,2,6,2,2,2,0,1,404
211,"JUNIOR HIGH SCHOOL DHEDEMAU",746,561,0,1307,503,361,0,864,864,0,455,169,9,186,4,0,2,0,3,1,3,2,1,4,2,3,12,2,6,864
212,"PRIMARY SCHOOL BHULSI",327,295,0,622,226,198,0,424,424,0,212,98,4,87,3,1,0,0,1,3,2,0,0,4,2,3,3,1,0,424
213,"JUNIOR HIGH SCHOOL PURWA",607,541,0,1148,398,351,0,749,749,0,513,167,9,15,3,2,1,4,1,2,2,0,5,2,5,10,5,1,2,749
214,"PRIMARY SCHOOL TILSUA",623,528,0,1151,401,283,0,684,684,0,316,30,36,263,5,4,2,2,1,2,2,1,5,2,2,2,5,1,3,684
215,"PRIMARY SCHOOL GARHI SANJAR KHAN",678,555,0,1233,409,311,0,720,720,0,532,48,31,82,2,1,0,1,2,2,0,0,0,4,6,7,2,0,0,720
216,"JUNIOR HIGH SCHOOL GARHI SANJAR KHAN",448,362,0,810,275,193,0,468,468,0,292,9,8,141,1,0,0,0,0,0,1,1,0,1,0,9,3,1,1,468
217,"PRIMARY SCHOOL RAMPUR BASTI",156,140,0,296,102,90,0,192,192,0,89,79,1,6,3,0,0,2,1,3,1,0,0,2,1,2,2,0,0,192
218,"PRIMARY SCHOOL SHERPUR BHAUSA",525,444,0,969,291,249,0,540,540,0,373,69,11,20,1,2,3,2,2,1,2,0,4,5,2,14,15,6,8,540
219,"PRIMARY SCHOOL KUNDARA KALA",496,406,0,902,297,228,0,525,525,0,255,182,9,38,4,4,1,2,0,0,0,0,2,3,6,5,7,5,2,525
220,"PRIAMARY SCHOOL SAHJADPUR",268,279,0,547,163,172,0,335,335,0,40,95,18,159,2,0,0,0,1,2,0,2,0,1,1,4,3,3,4,335
221,"PRIMARY SHOOL KHADTA",595,512,0,1107,419,336,0,755,755,0,531,129,22,30,4,2,4,4,0,1,2,1,2,2,5,5,7,1,3,755
222,"JUNIOR HIGH SCHOOL DATLI",439,390,0,829,255,210,0,465,465,0,262,150,3,30,7,0,1,2,0,1,1,0,0,1,1,4,0,0,2,465
223,"PRIMARY SCHOOL RASOOLPUR",431,369,0,800,287,253,0,540,540,0,369,21,7,114,0,1,0,2,1,1,0,0,3,2,2,6,8,1,2,540
224,"JUNIOR HIGH SCHOOL BIRAHIMPUR",374,331,0,705,274,216,0,490,490,0,313,119,5,12,3,0,0,4,1,1,0,1,2,5,2,6,13,3,0,490
225,"PRIMARY SCHOOL BADAURA",344,282,0,626,219,194,0,413,413,0,113,242,13,9,5,0,0,1,1,0,1,1,2,3,2,2,8,10,0,413
226,"OFFICE NAGAR PANCHAYAT MALIHABAD ROOM NO-1",680,573,0,1253,383,232,0,615,615,0,94,113,24,362,3,0,0,0,0,4,0,1,0,2,8,3,0,0,1,615
227,"OFFICE NAGAR PANCHAYAT MALIHABAD ROOM NO-2",670,538,0,1208,388,254,0,642,642,0,263,76,17,268,1,3,1,0,0,0,0,0,0,2,1,3,3,0,4,642
228,"JUNIOR HIGH SCHOOL MALIHABAD ROOM NO-1",485,413,0,898,321,241,0,562,562,0,191,138,17,196,1,1,2,2,0,0,0,0,2,1,3,4,2,1,1,562
229,"JUNIOR HIGH SCHOOL MALIHABAD ROOM NO-2",568,532,0,1100,310,232,0,542,542,0,286,21,16,206,2,0,0,1,0,0,0,0,0,0,7,1,1,0,1,542
230,"JUNIOR HIGH SCHOOL MALIHABAD ROOM NO-3",463,420,0,883,312,248,0,560,560,0,42,189,20,291,5,0,1,2,0,0,0,1,1,0,1,0,3,1,3,560
231,"JUNIOR HIGH SCHOOL MALIHABAD ROOM NO-4",525,427,0,952,295,218,0,513,513,0,352,39,14,90,5,0,0,0,2,0,0,0,2,3,0,5,0,1,0,513
232,"JUNIOR HIGH SCHOOL MALIHABAD ROOM NO-5",716,603,0,1319,245,195,0,440,440,0,90,45,34,251,3,1,1,2,0,1,2,0,1,2,1,3,0,3,0,440
233,"PRIMARY SCHOOL MIRJAGANJ MALIHABAD",410,313,0,723,231,148,0,379,379,0,183,24,23,141,2,0,1,0,1,0,1,0,0,0,0,0,3,0,0,379
234,"PRIMARY SCHOOL OLD MALIHABAD",740,629,0,1369,354,283,0,637,637,0,103,211,25,263,5,0,2,0,0,1,1,3,4,2,6,8,1,0,2,637
235,"PRIMARY SCHOOL OLD MALIHABAD",684,578,0,1262,404,290,0,694,694,0,342,125,8,158,4,0,3,2,3,2,0,2,4,4,4,14,14,3,2,694
236,"G.I.C MALIHABAD ROOM N0-1",308,252,0,560,157,129,0,286,286,0,38,51,12,176,1,0,0,0,0,0,0,1,2,0,4,0,0,1,0,286
237,"G.I.C MALIHABAD ROOM N0-2",399,343,0,742,241,182,0,423,423,0,79,103,16,220,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,423
238,"PRIMARY SCHOOL KEWALHAR ROOM NO-1",523,457,0,980,265,207,0,472,472,0,23,61,8,356,3,1,4,2,1,1,0,1,1,2,2,0,2,2,2,472
239,"PRIMARY SCHOOL KEWALHAR ROOM NO-2",503,415,0,918,259,142,0,401,401,0,38,62,10,271,1,2,0,2,0,1,1,1,1,2,3,2,1,1,2,401
240,"PRIMARY SCHOOL MAHMOOD NAGAR",717,615,0,1332,465,395,0,860,860,0,353,186,10,269,6,2,1,4,0,1,1,2,1,4,3,4,10,1,2,860
241,"PRIMARY SCHOOL MAHMOOD NAGAR  NEJABHARI",755,642,0,1397,496,346,0,842,842,0,296,219,24,265,5,1,0,0,1,0,1,0,1,4,7,4,8,4,2,842
242,"PRIMARY SCHOOL MUJASA ROOM NO-1",746,627,0,1373,499,366,0,865,865,0,123,160,21,545,3,0,3,0,0,3,0,3,0,1,1,1,0,0,1,865
243,"PRIMARY SCHOOL ROOM N0-2",317,261,0,578,226,205,0,431,431,0,202,199,6,8,1,0,1,1,1,2,0,0,0,4,1,3,2,0,0,431
244,"PRIMARY SCHOOL FIROZPUR",280,237,0,517,215,169,0,384,384,0,260,92,4,8,1,1,0,1,1,0,0,0,2,1,3,6,3,0,1,384
245,"PRIMARY SCHOOL KANAR",671,592,0,1263,484,371,0,855,855,0,342,379,17,72,3,0,2,1,2,1,1,2,1,7,4,8,5,8,0,855
246,"PRIMARY SCHOOL SAHILAMAU ROOM NO-1",642,495,0,1137,416,324,0,740,740,0,338,68,21,291,2,0,3,0,3,0,0,2,0,1,0,9,1,0,1,740
247,"PRIMARY SCHOOL SAHILAMAU ROOM NO-2",573,482,0,1055,374,269,0,643,643,0,100,216,4,304,1,0,1,2,0,2,2,0,1,2,1,1,2,1,3,643
248,"PRIMARY SCHOOL BADI GARHI",789,660,0,1449,450,377,0,827,827,0,371,259,7,126,7,2,7,2,4,3,0,4,2,4,3,5,12,5,4,827
249,"PRIMARY SCHOOL BELGADA",511,437,0,948,379,281,0,660,660,0,388,85,8,146,5,1,0,1,1,1,0,1,1,5,4,4,5,2,2,660
250,"PRIMARY SCHOOL LUDHAUSI",317,281,0,598,225,186,0,411,411,0,182,43,12,145,4,1,0,2,3,1,0,0,0,0,2,2,5,3,6,411
251,"PRIMARY SCHOOL KHALISPUR",803,647,0,1450,488,343,0,831,831,0,389,130,27,236,6,3,1,3,0,2,0,0,3,1,6,12,12,0,0,831
252,"PRIMARY SCHOOL IMILIHA",302,296,0,598,225,193,0,418,418,0,110,267,3,22,1,1,0,0,1,0,0,0,0,0,3,6,3,1,0,418
253,"PRIMARY SCHOOL ALLUPUR",627,518,0,1145,406,284,0,690,690,0,449,34,23,142,2,0,2,0,1,1,1,3,5,5,4,8,7,0,3,690
254,"PANCHAYAT BAHWAN RASOOLPUR",252,217,0,469,193,154,0,347,347,0,163,53,8,104,1,0,1,2,0,2,1,1,0,2,2,5,2,0,0,347
255,"JUNIOR HIGH SCHOOL MANDAULI",854,657,0,1511,507,366,0,873,873,0,194,158,67,400,11,1,2,3,1,0,0,1,5,4,5,11,5,2,3,873
256,"PRIMARY SCHOOL BUDHADIYA",284,279,0,563,248,212,0,460,460,0,198,48,8,188,5,0,0,1,0,0,1,1,2,1,2,3,2,0,0,460
257,"PRIMARY SCHOOL TIKAITGANJ MANDAULI",376,318,0,694,294,204,0,498,498,0,360,18,42,49,4,1,0,3,1,2,0,0,2,2,0,6,7,1,0,498
258,"PANCHAYAT BHAWAN DUGAULI",377,326,0,703,267,214,0,481,481,0,405,8,5,36,5,0,1,0,1,0,0,0,0,2,1,13,4,0,0,481
259,"PRIMARY SCHOOL MO. NAGAR RAHMATNAGAR",750,604,0,1354,524,388,0,912,912,0,440,165,30,239,5,1,1,3,1,1,1,2,1,4,3,9,3,2,1,912
260,"PRIMARY SCHOOL MITHE NAGAR",426,355,0,781,327,273,0,600,600,0,378,156,7,38,0,0,2,0,0,0,1,0,1,6,1,5,3,2,0,600
261,"PRIMARY SCHOOL NAI BASTI DHANEWA",593,530,0,1123,511,276,0,787,787,0,371,238,18,132,1,0,2,1,2,1,0,0,1,2,4,5,2,4,3,787
262,"PRIAMARY SCHOOL KATAULI",564,505,0,1069,427,375,0,802,802,0,364,138,14,249,6,0,1,1,2,1,0,0,3,3,3,7,6,2,2,802
263,"PRIMARY SCHOOL LILAKHEDA",355,298,0,653,281,211,0,492,492,0,120,129,14,214,1,0,0,1,0,1,2,1,1,3,0,1,3,0,1,492
264,"JUNIOR HIGH SCHOOL BANIYAKHEDA",227,193,0,420,196,148,0,344,344,0,154,2,14,162,2,0,0,0,0,1,0,0,2,1,1,2,3,0,0,344
265,"PRIAMARY SCHOOL JAMAL NAGAR",326,287,0,613,267,244,0,511,511,0,282,51,4,146,1,0,0,2,2,1,1,3,2,4,2,5,4,1,0,511
266,"PRIMARY SCHOOL MALHA ROOM NO-1",612,497,0,1109,464,354,0,818,818,0,532,110,13,132,3,0,1,1,0,1,1,0,5,4,2,6,5,0,2,818
267,"PRIMARY SCHOOL ROOM NO-2",365,302,0,667,286,212,0,498,498,0,233,81,33,135,2,0,2,1,0,0,1,1,0,3,1,4,0,0,1,498
268,"KANYA PRIMARY  SCHOOL KASMANDI KALA ROOM NO-1",784,684,0,1468,525,431,0,956,956,0,379,261,28,217,3,1,1,7,0,0,0,1,1,3,2,7,21,14,10,956
269,"KANYA PRIMARY SCHOOL KASMANDI KALA ROOM NO-2",721,604,0,1325,478,340,0,818,818,0,389,208,22,147,8,0,0,2,1,2,2,0,2,5,1,2,21,3,3,818
270,"JUNIOR HIGH SCHOOL KASMANDI KALA",402,375,0,777,193,148,0,341,341,0,91,60,17,167,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,341
271,"PRIMARY SCHOOL HAFIJKHEDA",410,357,0,767,337,261,0,598,598,0,352,33,17,158,7,0,0,3,0,2,2,0,3,5,1,5,6,0,4,598
272,"PRIMARY SCHOOL KITHAIPARA",438,367,0,805,350,261,0,611,611,0,240,298,12,41,2,1,1,0,1,1,0,0,0,6,1,0,6,1,0,611
273,"PRIMARY SCHOOL BAHELIYA",522,473,0,995,407,336,0,743,743,0,424,66,18,182,12,0,2,3,3,4,2,1,4,4,3,8,6,0,1,743
274,"PRIMARY SCHOOL MO.NAGAR TALLUKEDARI",494,449,0,943,365,292,0,657,657,0,233,279,7,116,2,1,1,0,1,1,1,0,1,2,1,3,3,2,3,657
275,"PRIMARY SCHOOL RAMGADA",265,256,0,521,203,160,0,363,363,0,257,4,2,92,2,0,0,0,0,0,2,0,2,1,0,0,0,0,1,363
276,"AANGAN BAADI CENTRE MAU",293,297,0,590,225,212,0,437,437,0,162,168,4,86,3,0,2,1,0,3,0,0,0,0,1,3,1,2,1,437
277,"JUNIOR HIGH SCHOOL FATEHNAGAR",696,588,0,1284,516,388,0,904,904,0,483,146,8,245,4,1,1,1,0,2,0,0,1,1,2,3,4,1,1,904
278,"PRIMARY SCHOOL WAJIDNAGAR",279,269,0,548,229,195,0,424,424,0,207,127,10,67,1,0,0,0,0,0,0,0,1,2,0,2,6,1,0,424
279,"JUNIOR HIGH SCHOOL THAWAR ROOM NO-1",745,590,0,1335,497,363,0,860,860,0,593,82,14,136,3,0,1,0,3,3,0,1,3,5,3,6,4,1,2,860
280,"JUNIOR HIGH SCHOOL THAWAR ROOM NO-2",702,593,0,1295,476,364,0,840,840,0,277,332,8,184,7,1,0,0,2,2,2,3,0,1,2,8,3,4,4,840
281,"PRIMARY SCHOOL KUSHBHARI ROOM NO-1",192,161,0,353,146,122,0,268,268,0,44,183,2,28,0,1,0,0,0,0,0,0,1,2,2,1,0,2,2,268
282,"PRIMARY SCHOOL KUSHBHARI ROOM NO-2",364,326,0,690,261,205,0,466,466,0,299,66,3,72,2,0,1,1,0,5,1,0,2,5,0,4,3,0,2,466
283,"PRIMARY SCHOOL MANBHAUNA",340,299,0,639,250,180,0,430,430,0,184,18,7,202,6,1,0,0,0,2,0,1,1,1,2,2,1,2,0,430
284,"PRIMARY SCHOOL JAGTAPUR",468,424,0,892,335,235,0,570,570,0,200,83,7,258,3,1,0,2,1,4,0,1,0,1,0,2,4,1,2,570
285,"JUNIOR HIGH SCHOOL GOPRAMAU ROOM NO-1",532,435,0,967,353,253,0,606,606,0,212,293,8,67,3,0,1,1,2,0,0,0,1,2,1,3,4,5,3,606
286,"JUNIOR HIGH SCHOOL GOPRAMAU ROOM NO-2",682,587,0,1269,454,365,0,819,819,0,358,239,14,167,3,1,1,1,3,1,0,1,2,6,0,10,4,4,4,819
287,"PRIMARY SCHOOL RANIYAMAU",282,219,0,501,235,181,0,416,416,0,218,147,1,28,8,0,0,1,0,0,0,1,0,0,3,3,5,0,1,416
288,"PRIAMARY SCHOOL SARSANDA ROOM NO-1",247,216,0,463,197,150,0,347,347,0,168,71,4,71,2,0,0,1,0,0,0,0,3,2,3,7,9,3,3,347
289,"PRIMARY SCHOOL SARSANDA ROOM NO-2",512,500,0,1012,401,375,0,776,776,0,465,209,5,63,5,2,1,3,0,1,1,2,2,7,1,3,3,3,0,776
290,"PRIMARY SCHOOL SIRGAMAU",822,738,0,1560,587,490,0,1077,1077,0,544,355,18,95,7,1,4,5,3,3,3,2,2,9,3,13,7,1,2,1077
291,"PRIMARY SCHOOL KAKRABAD ROOM NO-1",461,388,0,849,339,242,0,581,581,0,246,213,13,79,7,0,1,1,2,0,0,0,1,1,1,3,7,4,2,581
292,"PRIMARY SCHOOL KAKRABAD ROOM NO-2",395,360,0,755,276,234,0,510,510,0,193,244,9,54,1,0,1,0,0,1,0,0,0,1,2,3,1,0,0,510
293,"PRIMARY SCHOOL BANSHI GARHI",566,494,0,1060,366,252,0,618,618,0,365,116,5,102,4,3,1,1,1,0,2,0,0,6,0,3,8,1,0,618
294,"PRIAMARY SCHOOL JEHTA-2 ROOM NO-1",502,428,0,930,374,282,0,656,656,0,384,184,10,42,4,0,1,0,0,2,1,4,5,4,5,6,2,0,2,656
295,"PRIMARY SCHOOL JEHTA ROOM NO-2",426,406,0,832,335,280,0,615,615,0,213,319,33,19,6,1,2,1,2,0,0,0,1,3,5,4,2,3,1,615
296,"JUNIOR HIGH SCHOOL JEHTA ROOM NO-1",537,387,0,924,343,168,0,511,511,0,124,27,18,325,2,1,1,1,0,0,2,0,2,1,2,4,1,0,0,511
297,"JUNIOR HIGH SCHOOL JEHTA ROOM NO-2",416,320,0,736,288,161,0,449,449,0,173,19,7,238,3,0,0,0,0,0,0,0,1,3,2,2,1,0,0,449
298,"JUNIOR HIGH SCHOOL SAITHA ROOM NO-1",456,389,0,845,332,232,0,564,564,0,249,118,6,164,6,1,2,0,0,2,0,1,5,2,4,1,1,0,2,564
299,"JUNIOR HIGH SCHOOL SAITHA ROOM NO-2",417,329,0,746,289,155,0,444,444,0,253,69,4,100,2,0,0,2,0,0,1,1,2,1,1,0,6,1,1,444
300,"PRIMARY SCHOOL SARAI PREMRAJ",751,583,0,1334,507,324,0,831,831,0,279,345,32,149,5,1,1,0,1,1,0,0,1,2,4,8,0,2,0,831
301,"PRIMARY SCHOOL LALNAGAR",482,410,0,892,300,222,0,522,522,0,163,263,14,68,3,0,1,1,0,0,0,0,0,4,0,3,1,0,1,522
302,"PRIMARY SCHOOL MAURA",924,734,0,1658,715,536,0,1251,1251,0,568,439,57,144,5,1,0,2,1,1,0,2,2,6,4,11,7,1,0,1251
