"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KRISHNA KUMAR OJHA","2 - BRIJ BHUSAN SHARAN SINGH","3 - MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP","4 - VINOD KUMAR ALIAS  PANDIT SINGH","5 - GOVIND PRASAD","6 - CHAMAN LAL KASAUNDHAN","7 - NIRHU","8 - NIHALUDDIN AHAMAD","9 - RIZWAN AHMAD","10 - JAMEER AHMAD","11 - NISHANT KANCHAN","12 - PRAHLAD  NATH MISHRA","13 - MUNNI","14 - RAMPHER  ALIAS  CHUNTI","15 - None of the Above","Total Votes Secured"
205,KONARI,591,567,0,1158,359,462,0,821,821,0,110,228,20,425,4,0,0,0,1,2,1,5,6,3,16,821
206,MEERPUR,324,310,0,634,83,269,0,352,352,0,16,20,17,282,1,1,0,0,6,2,1,1,3,0,2,352
207,"RUKNAPUR KALAN",530,375,0,905,256,181,0,437,437,0,18,184,11,203,4,0,0,1,0,1,0,3,4,2,6,437
208,BAGAHIYA,561,461,0,1022,422,298,0,720,720,0,59,205,23,376,10,2,1,1,4,4,2,5,8,11,9,720
209,CHULAMBHA,443,347,0,790,211,319,0,530,530,0,78,222,8,206,3,3,0,0,2,3,1,1,0,2,1,530
210,CHULAMBHA,494,450,0,944,247,375,0,622,622,0,53,285,14,239,6,2,0,2,4,2,1,2,4,8,0,622
211,"GODIHIYA N.1",792,711,0,1503,466,398,0,864,864,0,216,296,15,295,8,1,3,6,0,5,3,1,3,8,4,864
212,"GODIHIYA N.1",678,564,0,1242,413,323,0,736,736,0,335,219,10,134,5,1,1,0,4,5,4,6,3,3,6,736
213,"GODIHIYA N.1",401,344,0,745,211,152,0,363,363,0,107,142,3,87,6,2,0,2,0,3,3,1,2,1,4,363
214,"GODIHIYA N.1",503,432,1,936,384,221,0,605,605,0,47,249,13,263,1,1,2,3,3,5,2,4,3,3,6,605
215,"GODIHIYA N.1",443,391,0,834,275,192,0,467,467,0,24,317,9,88,1,1,0,3,0,2,2,3,4,6,7,467
216,"GODIHIYA N.2",546,444,0,990,375,209,0,584,584,0,97,225,15,209,3,2,1,3,1,3,2,2,3,13,5,584
217,"GODIHIYA N.2",583,440,0,1023,349,230,0,579,579,0,29,129,23,349,8,1,1,1,2,3,3,10,3,10,7,579
218,"GODIHIYA N.2",579,492,0,1071,400,229,0,629,629,0,162,211,16,204,3,2,2,3,2,2,2,1,1,11,7,629
219,"GODIHIYA N.2",646,484,0,1130,323,236,0,559,559,0,26,172,16,275,8,2,2,1,18,4,3,6,7,15,4,559
220,"GODIHIYA N.3",532,467,0,999,291,202,0,493,493,0,44,317,15,81,2,3,8,7,0,3,4,1,0,5,3,493
221,"GODIHIYA N.3",733,600,0,1333,315,259,0,574,574,0,92,330,41,76,2,1,0,0,3,2,2,2,3,14,6,574
222,"GODIHIYA N.3",697,469,0,1166,325,140,0,465,465,0,22,154,24,247,5,1,1,1,4,2,1,0,2,1,0,465
223,"GODIHIYA N.3",355,315,0,670,151,106,0,257,257,0,9,143,4,74,4,2,0,0,1,2,0,1,3,5,9,257
224,"GODIHIYA N.3",561,343,0,904,197,92,0,289,289,0,14,83,7,172,5,2,1,0,0,0,1,0,1,1,2,289
225,"GODIHIYA N.3",577,397,0,974,118,59,0,177,177,0,8,75,11,72,0,2,0,0,2,1,1,2,0,1,2,177
226,"GODIHIYA N.3",295,167,0,462,44,21,0,65,65,0,10,24,2,21,1,0,0,2,0,0,1,0,3,0,1,65
227,"GODIHIYA N.4",995,782,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,"GODIHIYA N.4",554,408,0,962,281,170,0,451,451,0,49,159,18,184,9,0,0,0,3,4,0,3,6,6,10,451
229,"GODIHIYA N.4",436,356,0,792,272,189,0,461,461,0,59,132,18,200,3,1,2,0,6,5,2,4,10,8,11,461
230,AHATA,328,281,0,609,168,125,0,293,293,0,36,121,26,79,2,0,0,1,0,4,4,2,3,12,3,293
231,AHATA,675,372,0,1047,251,97,0,348,348,0,28,123,17,157,2,1,2,1,0,0,3,4,4,3,3,348
232,AHATA,499,374,0,873,221,160,0,381,381,0,56,156,6,122,2,3,3,4,6,6,5,2,1,8,1,381
233,AHATA,449,332,0,781,158,65,0,223,223,0,22,93,8,80,1,1,0,0,3,2,1,0,4,1,7,223
234,RETIHATA,709,491,0,1200,318,189,0,507,507,0,127,162,9,177,1,3,0,2,2,3,2,2,2,7,8,507
235,NAISIRGANJ,772,557,0,1329,432,219,0,651,651,0,54,299,22,218,4,5,0,4,3,4,4,4,7,11,12,651
236,NAISIRGANJ,483,385,1,869,177,97,0,274,274,0,62,156,5,31,1,1,0,0,0,2,2,1,4,7,2,274
237,UPADHI,561,443,0,1004,276,207,0,483,483,0,35,67,27,328,8,2,0,3,4,1,1,1,0,6,0,483
238,UPADHI,565,458,0,1023,197,201,0,398,398,0,28,64,19,273,3,0,0,1,4,1,1,0,1,0,3,398
239,MATREPUR,909,669,0,1578,415,315,0,730,730,0,121,150,28,395,2,0,1,1,3,2,2,3,0,5,17,730
240,MARAUTHI,457,386,0,843,225,199,0,424,424,0,87,72,75,156,5,0,2,0,4,3,2,3,2,5,8,424
241,MARAUTHI,471,431,0,902,189,207,0,396,396,0,49,39,42,227,0,0,1,2,9,5,1,2,6,6,7,396
242,SOHRAS,165,145,0,310,94,99,0,193,193,0,22,87,22,45,1,0,0,1,1,2,1,0,3,7,1,193
243,HASNAMULAI,449,406,0,855,223,232,0,455,455,0,53,226,7,148,3,1,2,1,1,1,1,0,1,5,5,455
244,KANDAILA,444,385,0,829,141,182,0,323,323,0,116,14,23,157,2,0,0,0,2,0,2,0,1,4,2,323
245,KANDAILA,439,349,0,788,191,176,0,367,367,0,61,163,20,89,4,0,4,1,2,3,1,0,3,8,8,367
246,KANDAILA,487,354,0,841,164,148,0,312,315,0,37,59,19,178,4,1,0,1,2,1,1,0,0,4,5,312
247,KANDAILA,424,350,0,774,110,162,0,272,272,0,43,43,12,166,2,1,0,0,1,0,0,1,1,0,2,272
248,DADHAILA,534,451,0,985,311,316,0,627,627,0,22,273,18,294,3,0,2,0,2,0,1,1,0,9,2,627
249,DADHAILA,288,235,0,523,149,145,0,294,294,0,25,186,5,63,0,0,0,1,0,0,0,2,0,7,5,294
250,AGAPUR,552,473,0,1025,325,298,0,623,623,0,129,319,8,130,4,2,0,1,4,7,4,3,1,3,8,623
251,AAGAPUR,466,384,0,850,188,133,0,321,321,0,50,155,11,87,2,0,1,0,3,1,0,1,0,4,6,321
252,VISAINDHA,523,470,0,993,316,260,0,576,576,0,62,79,14,408,2,1,0,0,0,0,2,2,1,2,3,576
253,VISAINDHA,490,408,0,898,308,230,0,538,538,0,64,72,13,376,4,1,0,2,0,1,2,1,1,0,1,538
254,"HAIDARPUR NAUBASTA",591,517,0,1108,329,317,0,646,646,0,128,163,15,308,3,0,1,3,0,4,3,2,1,5,10,646
255,"HAIDARPUR NAUBASTA",280,244,0,524,196,156,0,352,352,0,45,253,19,27,0,0,0,1,1,0,1,0,1,3,1,352
256,NATTHANPUR,405,347,0,752,272,244,0,516,516,0,114,314,6,62,0,1,1,0,0,1,2,1,4,8,2,516
257,PAWAHI,433,371,0,804,298,292,0,590,590,0,15,383,13,171,1,0,0,0,0,1,0,0,2,4,0,590
258,BUDHANPUR,426,374,1,801,300,238,0,538,538,0,99,351,35,29,5,0,1,0,1,3,1,0,3,10,0,538
259,SALHUWA,376,318,0,694,208,189,0,397,397,0,56,186,8,134,3,0,0,0,1,0,1,1,1,4,2,397
260,MAHERI,296,268,0,564,215,179,0,394,394,0,46,293,10,20,0,1,4,0,2,3,1,1,0,13,0,394
261,JAISINGHAPUR,575,480,0,1055,388,260,0,648,648,0,121,359,30,94,6,2,4,3,0,6,2,3,3,5,10,648
262,BELNAPARA,721,612,0,1333,324,296,0,620,620,0,18,203,146,214,2,4,3,2,1,4,4,0,7,9,3,620
263,HISAMPUR,561,527,0,1088,243,313,0,556,556,0,37,63,95,346,2,0,0,0,6,1,1,0,1,3,1,556
264,PAYREPUR,473,361,0,834,228,200,0,428,428,0,11,3,23,376,4,1,0,0,5,2,0,0,1,1,1,428
265,PAYREPUR,519,471,0,990,224,279,0,503,503,0,14,7,75,396,4,0,1,0,2,0,1,0,1,0,2,503
266,PAYREPUR,524,438,0,962,284,241,0,525,525,0,61,8,73,364,5,0,0,0,3,3,3,1,2,0,2,525
267,KAPOORPUR,452,347,0,799,206,209,0,415,415,0,11,190,17,178,4,0,4,1,0,0,0,3,1,4,2,415
268,GANDARA,580,510,0,1090,351,301,0,652,652,0,34,207,35,340,2,2,1,2,5,2,0,5,7,4,6,652
269,GANDARA,459,401,0,860,240,241,0,481,481,0,16,196,24,235,3,0,0,1,1,1,1,1,0,1,1,481
270,GANDARA,779,531,0,1310,310,295,0,605,605,0,21,36,57,471,5,0,0,0,1,2,1,5,1,3,2,605
271,GANDARA,662,537,0,1199,340,288,0,628,628,0,80,101,14,405,7,0,2,1,1,2,5,3,4,3,0,628
272,"BHAKHURA MAFI",322,231,0,553,161,119,0,280,280,0,26,27,55,152,9,1,0,0,0,0,1,0,2,3,4,280
273,"BHAKHURA MAFI",594,555,0,1149,223,248,0,471,471,0,4,33,102,313,3,1,1,1,1,0,1,3,0,2,6,471
274,LAKHANIPUR,399,328,0,727,214,228,0,442,442,0,50,156,12,199,5,1,0,1,3,4,3,0,2,4,2,442
275,MAHURIKALA,504,495,0,999,333,296,0,629,629,0,144,313,44,111,1,1,3,1,0,1,1,1,1,4,3,629
276,MAHURIKALA,696,597,0,1293,408,319,0,727,727,0,148,439,39,83,1,1,2,1,1,2,0,0,2,7,1,727
277,SUMERPUR,275,225,0,500,193,163,0,356,356,0,42,89,63,153,0,0,1,2,0,0,1,0,0,2,3,356
278,PEDWA,441,387,0,828,321,251,0,572,572,0,80,165,15,288,2,1,0,1,1,1,2,2,4,4,6,572
279,HAZIPUR,220,214,0,434,160,165,0,325,325,0,35,206,38,29,1,0,0,0,1,1,0,1,3,4,6,325
280,KURSANDA,439,334,0,773,271,184,0,455,455,0,69,146,12,205,1,3,1,0,0,2,2,1,0,5,8,455
281,KURSANDA,753,628,0,1381,404,377,0,781,781,0,118,264,32,318,6,0,1,3,1,5,5,0,7,8,13,781
282,BADHAULI,610,503,0,1113,197,255,0,452,452,0,36,47,6,338,5,1,0,0,0,1,4,3,1,6,4,452
283,BADHAULI,679,570,0,1249,141,282,0,423,423,0,18,60,8,329,2,0,0,1,0,0,2,2,1,0,0,423
284,BADHAULI,685,600,0,1285,216,386,0,602,602,0,116,11,9,454,2,1,3,0,0,1,0,2,0,3,0,602
285,NANDAULIYA,314,243,0,557,156,162,0,318,318,0,58,76,40,135,1,0,1,0,0,2,0,1,0,3,1,318
286,DHWARIYA,570,502,0,1072,343,317,0,660,660,0,189,242,85,111,4,1,0,5,3,5,0,3,5,5,2,660
287,GAUNDAURA,476,407,0,883,278,245,0,523,523,0,99,255,10,126,5,1,1,2,1,4,0,1,1,9,8,523
288,GONDAURA,487,433,0,920,247,212,0,459,459,0,74,65,9,289,1,1,2,2,1,2,3,1,0,5,4,459
289,PARSOHAR,401,373,0,774,251,216,0,467,467,0,41,261,18,126,2,0,1,2,1,0,2,2,4,4,3,467
290,PARSOHAR,468,425,0,893,229,228,0,457,457,0,34,202,15,198,0,0,0,1,0,3,1,0,0,1,2,457
291,JATAURA,589,501,0,1090,376,300,0,676,676,0,68,255,21,306,8,0,1,1,2,1,2,0,3,4,4,676
292,JATAURA,539,449,0,988,393,210,0,603,603,0,45,412,19,79,2,1,1,1,2,5,4,6,2,17,7,603
293,"JALALPUR HARDOPATTI",277,260,0,537,218,161,0,379,379,0,22,331,3,20,0,0,0,0,0,0,1,2,0,0,0,379
294,"HARNA ANAURA",922,729,0,1651,522,392,0,914,914,0,90,536,70,153,3,1,2,2,11,11,3,5,6,11,10,914
295,BHAULI,606,489,0,1095,332,297,0,629,629,0,81,393,35,87,1,2,2,0,6,0,2,2,2,9,7,629
296,NIMADIPUR,720,567,0,1287,383,321,0,704,704,0,139,268,32,228,7,0,1,3,2,4,1,2,1,12,4,704
297,"RAMWAPUR RAGHUVEER SINGH",445,342,0,787,328,214,0,542,542,0,41,307,9,152,1,2,3,1,1,2,2,1,5,10,5,542
298,KAURMAURA,469,415,0,884,288,227,0,515,515,0,35,376,40,24,1,0,1,0,1,4,0,3,7,11,12,515
299,HASNAPUR,343,290,0,633,196,205,0,401,401,0,89,170,50,70,0,1,0,0,0,3,2,2,0,5,9,401
300,"ARAI UMARI",577,560,0,1137,313,331,0,644,644,0,93,205,30,288,3,2,1,2,1,2,3,0,1,5,8,644
301,GAUSPUR,612,540,0,1152,340,308,0,648,648,0,150,307,31,118,1,0,1,1,5,4,5,4,3,11,7,648
302,BHADAUDI,660,605,0,1265,309,205,0,514,514,0,114,217,37,108,0,0,1,1,3,7,1,3,5,12,5,514
303,"DIHWA KHURD",503,452,0,955,304,261,0,565,565,0,50,283,9,188,11,1,2,0,1,2,2,1,2,7,6,565
304,"HARNI AUSERI",423,365,0,788,264,199,0,463,463,0,29,198,20,177,3,0,1,2,2,5,1,3,3,8,11,463
305,"DIKAULI KALA",361,275,0,636,222,171,0,393,393,0,49,280,18,35,1,0,0,1,0,0,5,0,0,3,1,393
306,CHALAR,241,183,0,424,198,156,0,354,354,0,24,19,8,288,3,0,3,2,0,1,1,3,0,1,1,354
307,"SHAHBAJPUR BHARTHA",438,406,0,844,292,233,0,525,525,0,24,320,108,39,3,0,0,3,0,0,7,2,5,10,4,525
308,MANIKAPUR,451,389,0,840,313,213,0,526,526,0,47,195,18,225,5,2,0,2,4,4,2,5,2,7,8,526
309,USARA,649,563,0,1212,578,140,0,718,718,0,36,315,35,266,1,3,3,3,3,4,8,4,6,16,15,718
310,USARA,439,385,0,824,232,213,0,445,445,0,105,209,15,94,3,0,0,2,1,1,1,0,0,3,11,445
311,KHANEHATA,537,527,0,1064,400,225,0,625,625,0,81,351,61,101,1,1,0,1,0,2,4,3,2,8,9,625
312,HARCHANDA,719,597,0,1316,216,473,0,689,689,0,261,7,28,342,4,1,0,1,38,0,0,0,3,1,3,689
313,HARCHANDA,575,474,0,1049,283,321,0,604,604,0,33,2,5,230,0,0,1,2,328,0,2,0,0,0,1,604
314,HARCHANDA,457,389,0,846,215,239,0,454,454,0,42,34,5,109,0,0,1,4,238,3,2,0,5,4,7,454
315,DHANSARI,462,361,0,823,290,210,0,500,500,0,88,251,12,118,1,3,0,3,5,0,1,0,2,9,7,500
316,DHANSARI,458,375,0,833,234,174,0,408,408,0,63,254,13,58,1,0,0,0,3,2,2,0,1,9,2,408
317,KARNAI,566,506,0,1072,347,315,0,662,662,0,45,389,19,160,3,2,0,2,3,3,0,6,3,16,11,662
318,MANEHARA,473,353,0,826,248,175,0,423,423,0,43,134,11,216,3,0,0,0,4,2,0,1,2,5,2,423
319,BASHAYAJAGAT,733,598,0,1331,381,321,0,702,702,0,148,295,33,183,3,1,2,1,9,2,2,2,4,13,4,702
320,"PARA PARASRAMPUR",597,516,1,1114,383,311,0,694,694,0,253,270,30,110,2,1,0,2,1,4,1,3,2,3,12,694
321,KARMULLAPUR,311,274,0,585,175,143,0,318,318,0,12,93,18,175,0,0,0,3,0,1,1,3,3,8,1,318
322,KARMULLAPUR,738,650,0,1388,443,322,0,765,765,0,111,384,39,175,3,0,0,1,2,7,4,7,9,11,12,765
323,KHESUWA,313,257,0,570,176,158,0,334,334,0,53,118,7,151,1,0,1,0,0,0,0,0,0,3,0,334
324,KHESUWA,538,450,0,988,245,189,0,434,434,0,73,206,18,109,0,0,2,1,1,1,2,1,5,8,7,434
325,KHESUWA,533,435,0,968,227,175,0,402,402,0,45,188,8,148,4,0,0,0,1,1,0,1,1,1,4,402
326,BIBIPUR,478,364,0,842,332,227,0,559,559,0,73,275,9,178,1,1,2,2,4,2,1,0,2,6,3,559
327,BARWALIYA,457,384,0,841,244,235,0,479,479,0,33,197,14,220,5,0,0,0,1,3,1,1,0,1,3,479
328,BASAHIYAPATE,475,346,0,821,217,153,0,370,370,0,69,48,29,211,1,0,0,1,3,0,2,1,1,1,3,370
329,BASAHIYAPATE,460,427,0,887,242,225,0,467,467,0,51,181,21,189,3,2,1,0,1,2,1,2,3,6,4,467
330,BASAHIYAPATE,539,425,0,964,277,210,0,487,487,0,116,42,41,281,2,0,0,0,0,0,0,1,0,1,3,487
331,JARWAL,579,541,0,1120,339,366,0,705,705,0,16,274,43,347,5,3,0,0,3,1,3,1,3,2,4,705
332,JARWAL,156,133,0,289,79,81,0,160,160,0,6,46,4,103,1,0,0,0,0,0,0,0,0,0,0,160
333,"JARWAL DEHAT",782,654,0,1436,292,253,0,545,545,0,17,27,31,438,4,1,0,2,20,0,0,0,2,1,2,545
334,JARWAL,491,408,0,899,260,204,0,464,464,0,28,78,68,282,1,0,0,0,1,0,1,0,1,3,1,464
335,JARWAL,497,414,0,911,272,194,0,466,466,0,35,92,24,292,2,1,0,1,4,3,1,3,1,4,3,466
336,JARWAL],562,489,0,1051,296,274,0,570,570,0,9,226,18,302,3,0,0,1,4,1,0,1,0,4,1,570
337,JARWAL,722,554,0,1276,473,268,0,741,741,0,51,134,39,490,2,0,0,0,2,2,2,1,4,11,3,741
338,JARWAL,563,439,0,1002,261,209,0,470,470,0,32,63,19,348,0,0,0,1,2,0,0,1,0,3,1,470
339,JARWAL,701,589,0,1290,401,285,0,686,686,0,39,86,41,501,1,1,0,1,4,1,1,1,0,6,3,686
340,JARWAL,668,525,0,1193,400,253,0,653,653,0,23,43,32,532,3,1,3,0,2,4,0,2,1,1,6,653
341,JARWAL,453,368,1,822,171,156,0,327,327,0,8,21,18,271,1,0,0,0,0,1,0,0,1,1,5,327
342,JARWAL,801,652,0,1453,428,396,0,824,824,0,69,69,33,609,7,2,1,0,4,3,4,5,5,9,4,824
343,JARWAL,549,422,0,971,280,228,0,508,508,0,15,94,29,361,1,2,1,0,1,0,0,2,0,0,2,508
344,JARWAL,571,450,0,1021,240,210,0,450,450,0,15,101,20,300,2,0,0,1,2,1,2,1,2,1,2,450
345,PARSA,400,396,0,796,290,225,0,515,515,0,103,231,33,122,5,0,1,2,0,2,0,1,4,6,5,515
346,DHANRAJPUR,483,440,0,923,245,224,0,469,469,0,54,240,19,129,0,1,0,2,0,3,2,1,3,12,3,469
347,MUSTAFABAD,447,426,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,MUSTAFABAD,503,407,0,910,229,218,0,447,447,0,126,86,9,216,1,0,0,0,1,2,0,0,0,3,3,447
349,MUSTAFABAD,664,549,0,1213,314,286,0,600,600,0,66,255,36,210,4,1,2,1,4,6,1,1,2,8,3,600
350,ATTHAISA,733,642,0,1375,336,393,0,729,729,0,233,116,23,314,10,0,1,3,2,1,2,5,4,7,8,729
351,"RASOOLPOOR NIZAMI",262,257,0,519,126,167,0,293,293,0,50,43,41,147,3,1,0,1,1,0,0,3,0,2,1,293
352,RUDAIN,715,590,0,1305,408,343,0,751,751,0,105,347,46,234,3,1,1,1,1,1,1,0,1,4,5,751
353,BAHRAMPUR,453,374,0,827,202,133,0,335,335,0,25,162,11,118,1,1,4,0,1,1,0,0,3,5,3,335
354,NIYAMATPUR,722,607,0,1329,320,223,0,543,543,0,27,305,22,134,6,1,2,1,2,1,6,3,7,16,10,543
355,NIYAMATPUR,171,159,0,330,56,61,0,117,114,0,10,72,12,8,0,2,0,0,2,0,0,1,2,5,3,117
356,ALINAGAR,636,508,0,1144,388,292,0,680,680,0,247,207,18,155,7,0,1,1,1,4,5,4,6,18,6,680
357,ALINAGAR,492,335,0,827,240,143,0,383,383,0,175,115,9,69,0,1,0,2,0,0,2,0,3,4,3,383
358,BAMBHAURA,864,769,0,1633,449,388,0,837,837,0,230,457,31,91,0,0,0,0,1,1,2,5,4,5,10,837
359,BAMBHAURA,769,596,0,1365,312,251,0,563,563,0,191,238,12,94,1,0,2,0,4,0,1,1,5,7,7,563
360,BAMBHAURA,742,646,0,1388,424,345,0,769,769,0,119,438,18,172,0,0,1,0,4,1,0,0,3,7,6,769
361,GHURANPUR,230,225,0,455,126,121,0,247,247,0,35,22,2,185,2,0,0,1,0,0,0,0,0,0,0,247
362,KASMADHA,386,351,0,737,270,231,0,501,501,0,73,51,12,347,4,0,0,0,1,1,3,1,1,6,1,501
363,GHOORANPUR,328,267,0,595,187,150,0,337,317,0,9,43,7,270,3,1,0,1,1,1,0,0,0,1,0,337
364,REWDHA,519,418,0,937,244,195,0,439,349,0,85,164,19,158,0,0,0,2,0,2,0,0,3,5,1,439
365,REWDHA,626,503,0,1129,271,186,0,457,457,0,52,267,23,103,1,1,0,0,0,1,1,0,1,6,1,457
366,REWDHA,754,519,0,1273,327,215,0,542,542,0,121,121,24,263,5,2,1,0,1,1,0,1,0,0,2,542
367,AADAMPUR,534,482,0,1016,333,286,0,619,619,0,168,139,23,240,3,0,2,3,0,2,4,4,4,14,13,619
368,AADAMPUR,615,540,0,1155,250,200,0,450,450,0,124,105,29,176,3,0,1,1,0,1,3,1,3,2,1,450
369,AADAMPUR,467,394,0,861,140,123,0,263,263,0,65,105,8,69,4,1,0,0,0,0,0,1,4,5,1,263
370,JHUKIYA,671,567,0,1238,270,300,0,570,570,0,175,174,29,176,3,0,1,1,0,1,3,1,3,2,1,570
371,SAPSA,309,303,0,612,180,159,0,339,339,0,17,267,10,34,2,0,0,0,0,0,1,0,1,6,1,339
372,SAPSA,331,240,0,571,112,110,0,222,222,0,33,80,8,88,5,0,0,1,0,1,1,0,0,4,1,222
373,SAPSA,250,272,0,522,137,114,0,251,245,0,40,154,14,32,0,1,1,0,2,1,1,2,1,0,2,251
374,RITHAUDHA,452,430,0,882,268,249,0,517,517,0,93,280,6,101,1,0,1,1,2,3,5,1,6,7,10,517
375,ATWA,451,420,0,871,307,193,0,500,500,0,54,178,22,202,5,2,1,1,3,8,3,1,4,6,10,500
376,TAPPESIPAH,499,446,0,945,307,203,0,510,510,0,229,116,30,80,1,0,1,12,0,5,2,4,4,12,14,510
377,TAPPESIPAH,494,397,0,891,235,137,0,372,372,0,127,133,12,82,2,1,0,1,1,2,1,1,2,3,4,372
378,TAPPESIPAH,502,475,0,977,255,219,0,474,474,0,65,259,28,80,3,4,2,3,1,2,4,1,5,4,13,474
379,TAPPESIPAH,508,375,0,883,231,161,0,392,392,0,57,214,22,82,1,0,1,2,1,1,0,0,4,7,0,392
