"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLESH PASWAN","2 - GORAKH PRASAD PASWAN","3 - SADAL PRASAD","4 - SANJAI KUMAR","5 - ARJUN PRASAD RAW","6 - CHANDRIKA PRASAD BHARATI","7 - RAMNARESH","8 - RAMNIVAS  PASWAN","9 - RAMPRIT JAKHMEE","10 - LALCHAND PRASAD JATAV","11 - KUNJAWATI","12 - SHEO SHANKAR","13 - None of the Above","Total Votes Secured"
178,"P. M. V. GOLA UTTAR",579,478,0,1057,355,229,0,584,579,0,449,8,5,113,2,0,2,2,1,1,0,0,1,584
179,"P. M. V. GOLA MADHAY",748,579,0,1327,364,314,0,678,678,0,413,37,65,145,3,2,1,1,1,6,0,2,2,678
180,"PURAV PRIMARY SCHOOL GOLA MADHAY 1",564,431,0,995,258,204,0,462,462,0,183,104,109,44,4,0,3,0,0,7,3,0,5,462
181,"P. M. V. GOLA DAKSHIN",919,682,0,1601,443,344,0,787,785,0,118,37,529,74,5,2,5,1,1,4,3,4,4,787
182,"B. S. A. B.I. C. GOLA ATRAURA UTTAR",461,347,0,808,199,165,0,364,364,0,142,86,79,52,0,0,0,0,1,2,2,0,0,364
183,"B. S. A.B. I. C. GOLA  ATRAURA DAKSHIN",606,513,0,1119,283,290,0,573,573,0,120,105,248,76,1,0,5,4,4,4,1,1,4,573
184,"PRIMARY SCHOOL SUARAJ BUJURG",751,640,0,1391,310,289,0,599,499,0,321,20,184,54,3,0,1,1,0,4,1,2,8,599
185,"PANCHAYAT BHAWAN PARSIYA NISPY RAJA",549,435,0,984,261,252,0,513,513,0,169,65,113,136,3,1,1,3,3,6,2,4,7,513
186,"U.T.S.C.I.C MANNIPUR  PURAV",796,602,0,1398,325,226,0,551,535,0,222,121,91,96,1,2,1,9,2,4,0,1,1,551
187,"U. T. S. C. I C. MANNIPUR PASHCHIM",606,441,1,1048,198,167,0,365,365,0,97,104,109,39,1,0,2,1,0,5,1,2,4,365
188,"PRIMARY SCHOOL BHITI",519,442,0,961,288,263,0,551,546,0,253,72,100,104,3,0,1,1,3,7,1,1,5,551
189,"PANCHAYAT BHAWAN BEWRI",690,641,0,1331,357,370,0,727,727,0,327,49,267,55,2,1,3,0,1,7,7,0,8,727
190,"PRIMARY SCHOOL BHADSARA",698,595,0,1293,400,338,0,738,738,0,258,8,360,76,2,0,2,5,3,6,5,3,10,738
191,"P. M. V. SAMRI UTTAR",537,378,0,915,201,179,0,380,377,0,163,10,86,108,2,0,1,0,2,2,1,0,5,380
192,"P. M. V. SAMRI DAKSHIN",353,283,0,636,145,150,0,295,295,0,54,5,172,45,0,0,1,2,1,1,2,1,11,295
193,"PRIMARY SCHOOL DIPGARH",657,512,0,1169,276,272,0,548,548,0,171,214,117,26,3,0,1,1,0,2,2,3,8,548
194,"PRIMARY SCHOOL MEHADRAW",652,533,0,1185,247,256,0,503,503,0,310,6,138,41,0,1,0,0,1,2,0,2,2,503
195,"PRIMARY SCHOOL BADITARYA",636,503,0,1139,337,252,0,589,500,0,157,148,253,20,0,0,1,1,0,1,1,1,6,589
196,"PRIMARY SCHOOL SURDAPAR SUKL",814,653,0,1467,364,320,0,684,679,0,231,101,206,115,5,1,2,3,3,2,4,3,8,684
197,"PRIMARY SCHOOL SURDA PAR RAJA",429,372,0,801,184,217,0,401,400,0,94,37,189,66,0,1,1,0,2,5,3,0,3,401
198,"PRIMARY SCHOOL CHITTHEPAR",238,196,0,434,102,107,0,209,209,0,175,2,14,15,0,0,0,0,0,1,0,0,2,209
199,"PRIMARY SCHOOL NUAW",478,402,0,880,250,220,0,470,463,0,124,35,172,110,3,0,2,4,2,3,3,3,9,470
200,"P . M. V. SHIVPUR PASHCHIM",444,407,0,851,159,160,0,319,319,0,68,17,156,64,3,0,0,2,0,1,0,3,5,319
201,"P . M. V. SHIVPUR PURAV",361,337,0,698,134,137,0,271,271,0,102,5,128,32,0,0,0,0,0,1,2,1,0,271
202,"PRIMARY SCHOOL BHARROH PASHCHIM",627,508,0,1135,279,247,0,526,523,0,231,65,100,105,4,3,3,1,3,3,0,0,8,526
203,"PRIMARY SCHOOL BHARROH PURAV",527,502,0,1029,250,263,0,513,513,0,118,28,300,51,1,0,2,1,0,2,5,0,5,513
204,"PRIMARY SCHOOL BARHAJ PASHCHIM",531,427,0,958,234,211,0,445,123,0,178,27,152,57,1,0,4,3,1,6,0,5,11,445
205,"PRIMARY SCHOOL BARHAJ PURAV",563,458,0,1021,221,189,0,410,409,0,172,37,129,64,1,1,1,2,0,2,0,0,1,410
206,"PRIMARY SCHOOL AWASTHI",484,389,0,873,222,208,0,430,426,0,205,88,76,48,0,1,2,1,0,2,3,2,2,430
207,"PRIMARY SCHOOL KALANI",325,251,0,576,159,157,0,316,316,0,119,75,108,4,2,0,2,0,0,1,1,0,4,316
208,"PRIMARY SCHOOL CHADERIYA",723,595,0,1318,303,253,0,556,530,0,263,76,184,14,0,1,1,0,2,6,1,2,6,556
209,"P. M. V. POKHRIGAW",520,442,0,962,253,321,0,574,570,0,165,194,194,4,2,2,4,0,0,1,3,2,3,574
210,"PRIMARY SCHOOL CHAKMHESHPUR",513,394,0,907,249,211,0,460,460,0,79,235,90,24,0,1,4,13,1,4,1,5,3,460
211,"P. M. V. KOHRA BUJURG PURAV",364,324,0,688,176,148,0,324,324,0,249,38,12,9,1,1,0,6,0,3,0,2,3,324
212,"P. M. V. KOHRA BUJURG PASHCHIM",597,493,0,1090,282,253,0,535,535,0,158,19,316,15,1,0,1,8,2,1,3,1,10,535
213,"PRIMARY SCHOOL LOHRAPAR",248,193,0,441,140,136,0,276,270,0,25,69,169,6,1,0,0,0,3,0,1,1,1,276
214,"PRIMARY SCHOOL KOHRA BUJURG",592,481,0,1073,294,265,0,559,553,0,293,45,206,8,0,0,0,0,0,0,2,2,3,559
215,"PRIMARY SCHOOL PAKADI PURAV",561,433,0,994,231,199,0,430,420,0,180,64,144,16,3,1,2,6,0,1,0,3,10,430
216,"PRIMARY SCHOOL PAKADI PASHCHIM",813,609,1,1423,312,292,0,604,604,0,311,99,133,27,3,0,3,9,0,6,4,1,8,604
217,"PRIMARY SCHOOL KHIRKEETA DUBEY PURAV",742,558,0,1300,293,263,0,556,554,0,340,16,107,29,3,0,5,27,1,11,1,4,12,556
218,"PRIMARY SCHOOL KHIRKEETA DUBEY PASHCHIM",576,441,0,1017,264,228,0,492,482,0,191,39,223,16,2,1,3,3,0,3,1,3,7,492
219,"PRIMARY SCHOOL GAJAHRA",501,415,0,916,223,195,0,418,415,0,223,120,29,27,1,1,1,1,3,6,1,3,2,418
220,"J. S.S.V . TEELSAR",377,291,0,668,172,164,0,336,282,0,170,18,112,18,1,0,1,3,1,3,4,1,4,336
221,"PRIMARY SCHOOL MAJHAURA",467,393,0,860,214,207,0,421,421,0,226,28,107,40,3,0,2,0,0,7,2,0,6,421
222,"PRIMARY SCHOOL BARIPAR UTTAR",613,492,0,1105,267,289,0,556,545,0,275,94,113,22,5,1,3,5,4,16,2,3,13,556
223,"PRIMARY SCHOOL BARIPAR DAKSHIN",650,551,1,1202,289,282,0,571,570,0,226,60,206,25,2,2,8,6,7,10,8,5,6,571
224,"PRIMARY SCHOOL RAMPUR BAGHAURA PURAV",477,379,0,856,203,220,0,423,420,0,213,54,118,20,1,0,1,5,1,3,3,0,4,423
225,"PRIMARY SCHOOL RAMPUR BAGHAURA PASHCHIM",611,508,0,1119,310,254,0,564,564,0,204,119,160,27,1,4,7,10,2,9,5,7,9,564
226,"P. M. V. RAMPUR GADARI PURAV",480,402,0,882,188,183,0,371,371,0,123,35,162,23,2,0,1,8,1,2,5,0,9,371
227,"P. M. V. RAMPUR GADARI  PASHCHIM",822,625,0,1447,232,187,0,419,419,0,188,0,186,16,1,0,3,3,3,1,5,3,10,419
228,"PRIMARY SCHOOL GAJEGRAHA",835,651,0,1486,379,331,0,710,705,0,267,175,168,57,3,0,2,2,13,4,3,4,12,710
229,"PRIMARY SCHOOL BELNA PAR",472,332,0,804,233,173,0,406,406,0,183,84,101,19,0,0,1,2,1,5,1,1,8,406
230,"PRIMARY SCHOOL PATRA",915,682,0,1597,415,364,0,779,779,0,388,65,236,47,6,3,3,2,0,11,3,4,11,779
231,"PRIMARY SCHOOL CHAUKARI",708,551,0,1259,284,227,0,511,511,0,215,16,134,128,6,0,0,1,2,3,2,1,3,511
232,"PRIMARY SCHOOL KODARI",233,191,0,424,108,81,0,189,189,0,81,18,56,25,1,2,0,1,0,0,1,1,3,189
233,"PRIMARY SCHOOL BADAILA PURAV",431,362,0,793,214,207,0,421,421,0,268,21,65,37,0,0,1,6,2,4,3,2,12,421
234,"PRIMARY SCHOOL BADAILA PASHCHIM",528,415,0,943,221,206,0,427,427,0,306,19,41,31,3,1,0,10,1,1,1,2,11,427
235,"PRIMARY SCHOOL BAGHAGADA UTTAR",282,235,0,517,128,81,0,209,209,0,99,5,72,25,1,0,0,0,0,1,1,1,4,209
236,"PRIMARY SCHOOL BAGHAGADA DAKSHIN",297,214,0,511,134,82,0,216,216,0,70,97,27,12,1,0,0,2,0,3,1,1,2,216
237,"PRIMARY SCHOOL PADAULI",422,357,0,779,217,188,0,405,405,0,50,15,210,116,1,0,2,1,0,1,4,0,5,405
238,"PRIMARY SCHOOL FATTEPUR",409,340,0,749,204,236,0,440,440,0,189,51,181,3,0,1,2,1,0,2,2,1,7,440
239,"P. M. V. BHITI",745,631,0,1376,300,296,0,596,596,0,195,20,312,46,0,3,3,4,0,3,2,3,5,596
240,"PRIMARY SCHOOL KAUWADIL",754,694,0,1448,290,284,0,574,574,0,423,16,75,51,1,1,0,1,1,3,0,0,2,574
241,"K. P. V. KHAKHAISKHOR PURAV",586,426,0,1012,226,180,0,406,406,0,227,78,46,32,0,0,2,5,2,4,1,1,8,406
242,"K. P. V. . KHAKHAISKHOR PASHCHIM",650,511,0,1161,256,265,0,521,521,0,216,69,154,47,1,3,2,1,2,17,1,3,5,521
243,"PRIMARY SCHOOL DEDAPAR",639,561,0,1200,282,294,0,576,576,0,293,83,166,14,2,0,1,2,1,5,2,2,5,576
244,"U, M, V, MAMKHOR UTTAR",652,508,0,1160,268,213,0,481,481,0,227,33,127,60,1,1,2,1,1,7,5,5,11,481
245,"U. M. V. MAMKHOR DAKSHIN",578,450,0,1028,254,224,0,478,478,0,317,31,38,61,4,1,3,6,2,4,1,5,5,478
246,"U. M. V. MAMKHOR MADHAY",337,241,0,578,106,92,0,198,198,0,54,79,14,29,3,0,2,1,2,8,1,0,5,198
247,"PRIMARY SCHOOL SAKHRUWA BUJURG",481,358,0,839,219,200,0,419,419,0,256,28,89,23,0,1,1,2,3,7,0,2,7,419
248,"PRIMARY SCHOOL BARWALDIGAR",291,224,0,515,145,127,0,272,271,0,99,1,161,3,1,0,0,0,0,0,1,0,6,272
249,"PRIMARY SCHOOL BHITI UTTAR",398,322,0,720,133,174,0,307,307,0,52,37,177,23,0,0,0,4,1,3,4,2,4,307
250,"PRIMARY SCHOOL BHITI DAKSHIN",513,408,0,921,207,218,0,425,420,0,198,3,196,11,1,1,2,2,0,3,2,1,5,425
251,"PRIMARY SCHOOL RAMKOLA",704,576,0,1280,303,278,0,581,579,0,220,68,170,75,3,0,1,4,8,10,2,4,16,581
252,"PRIMARY SCHOOL NEWADA UTTAR",620,481,0,1101,237,249,0,486,486,0,208,47,177,16,0,1,2,6,2,8,4,3,12,486
253,"PRIMARY SCHOOL NEWADA DAKSHIN",764,565,0,1329,253,273,0,526,526,0,364,32,69,33,0,2,2,4,1,10,2,1,6,526
254,"A. . N. SUKHRAULI",377,320,0,697,155,177,0,332,332,0,191,8,78,31,0,0,2,12,2,5,1,0,2,332
255,"PRIMARY SCHOOL CHHAPRA PURAV",661,534,0,1195,240,181,0,421,421,0,97,277,16,6,2,1,3,4,3,3,0,1,8,421
256,"PRIMARY SCHOOL CHHAPRA PASHCHIM",405,311,0,716,168,158,0,326,326,0,17,98,200,5,0,0,0,2,1,0,0,1,2,326
257,"PRIMARY SCHOOL MUHALJALKAR UTTAR",787,607,0,1394,225,154,0,379,379,0,116,98,105,45,1,2,3,0,2,6,1,0,0,379
258,"PRIMARY SCHOOL MUHALJALKAR DAKSHIN",753,562,0,1315,294,280,0,574,574,0,342,30,74,76,5,0,6,3,6,14,4,4,10,574
259,"PANCHYAT BHWAN MUHALJALKAR UTTAR",413,345,0,758,157,157,0,314,314,0,126,85,60,29,0,0,0,1,1,5,3,1,3,314
260,"PANCHYAT BHWAN MUHALJALKAR DAKSHIN",672,449,0,1121,211,187,0,398,391,0,136,114,89,25,0,0,1,2,0,12,2,0,17,398
261,"S. CH. B. U. M. V GHIRAGHAT PURAV",559,400,0,959,210,185,0,395,395,0,143,92,119,11,2,0,4,2,1,9,2,4,6,395
262,"S. CH. B. U. M. V. GA HIRAGHAT PASHCHIM",822,678,0,1500,269,230,0,499,499,0,149,115,176,42,2,1,2,0,2,2,3,1,4,499
263,"PRIMARY SCHOOL SNICHRAPATTI BABU",485,363,0,848,168,147,0,315,315,0,117,76,86,14,2,2,2,1,0,4,0,4,7,315
264,"PRIMARY SCHOOL BAHASUA",357,293,0,650,120,173,0,293,293,0,143,21,84,26,0,0,2,1,0,5,1,4,6,293
265,"PRIMARY SCHOOL BAIRIYADIH",797,714,0,1511,298,316,0,614,614,0,288,145,132,17,5,2,2,2,2,9,2,1,7,614
266,"PRIMARY SCHOOL KHUTBHAR PURAV",608,458,0,1066,248,197,0,445,444,0,191,116,84,32,1,0,2,4,1,8,3,1,2,445
267,"PRIMARY SCHOOL KHUTBHAR PASHCHIM",520,416,0,936,181,181,0,362,362,0,140,40,155,14,1,0,1,0,0,4,1,1,5,362
268,"PRIMARY SCHOOL KANSASUR",303,227,0,530,107,104,0,211,211,0,118,16,46,11,2,1,1,0,2,2,1,4,7,211
269,"PRIMARY SCHOOL DADARI",530,475,0,1005,198,274,0,472,472,0,214,54,156,22,1,0,3,0,2,8,1,6,5,472
270,"P. M.V. MISRAULI",866,693,0,1559,332,245,0,577,577,0,251,131,120,17,6,2,10,1,6,6,6,6,15,577
271,"PRIMARY SCHOOL BHAISHAT",427,372,0,799,235,197,0,432,432,0,133,101,170,10,1,0,2,3,0,0,5,4,3,432
272,"PRIMARY SCHOOL MATHIYA",548,438,0,986,203,237,0,440,440,0,213,21,173,21,1,0,1,1,2,2,2,1,2,440
273,"PRIMARY SCHOOL DAUNADIH PURAV",611,540,0,1151,295,289,0,584,584,0,168,151,162,73,3,2,1,3,1,5,4,6,5,584
274,"PRIMARY SCHOOL DAUNADIH PASHCHIM",391,289,0,680,142,126,0,268,268,0,120,70,25,44,2,1,0,0,0,6,0,0,0,268
275,"PRIMARY SCHOOL KODARNILKANTH",788,619,0,1407,324,317,0,641,641,0,427,42,92,25,4,1,5,4,3,12,5,3,18,641
276,"PRIMARY SCHOOL KOILIKHAL PURAV",667,551,0,1218,304,241,0,545,525,0,280,38,162,18,5,2,2,1,4,14,3,4,12,545
277,"PRIMARY SCHOOL KOILIKHAL PASHCHIM",502,404,0,906,183,197,0,380,330,0,243,16,61,19,1,3,6,2,1,13,1,2,12,380
278,"PRIMARY SCHOOL SEMRA KHURD",772,555,0,1327,307,284,0,591,591,0,333,120,56,40,3,1,2,1,2,12,6,2,13,591
279,"P. M. V. SEMRA BUJURG",618,466,0,1084,295,223,0,518,518,0,237,157,67,30,3,1,2,2,2,5,2,2,8,518
280,"PRIMARY SCHOOL NAWALPUR",378,303,0,681,176,149,0,325,323,0,184,64,48,7,1,0,2,2,2,5,3,2,5,325
281,"PRIMARY SCHOOL BAIRIYAKHAS PURAV",666,483,0,1149,281,232,0,513,513,0,274,79,93,39,3,1,1,0,1,10,2,5,5,513
282,"PRIMARY SCHOOL BAIRIYAKHAS PASHCHIM",444,343,0,787,184,183,0,367,367,0,191,71,67,13,1,1,0,1,2,11,0,2,7,367
283,"PRIMARY SCHOOL BAIRIYAKHAS MADHAY",689,461,0,1150,277,176,0,453,453,0,83,180,116,41,3,3,2,1,0,5,5,0,14,453
284,"PRIMARY SCHOOL MOHAN PAUHARIYA",554,455,0,1009,211,171,0,382,382,0,184,111,28,28,4,1,4,1,1,5,5,4,6,382
285,"PRIMARY SCHOOL MAJHA URF SUBEDAR NAGAR",654,512,0,1166,249,221,0,470,470,0,212,61,116,51,2,0,1,2,2,7,5,4,7,470
286,"PRIMARY SCHOOL KHOHIYA PATTI",639,473,1,1113,312,232,0,544,544,0,358,90,52,5,2,0,1,4,3,15,2,2,10,544
287,"PRIMARY SCHOOL PAUHARIA PURAV",468,373,0,841,151,159,0,310,309,0,159,57,52,12,1,2,0,3,2,2,2,2,16,310
288,"PRIMARY SCHOOL PAUHARIA PASHCHIM",466,395,0,861,148,161,0,309,309,0,55,50,188,6,1,0,3,0,5,1,0,0,0,309
289,"PRIMARY SCHOOL PATNA UTTAR",657,525,0,1182,264,246,0,510,510,0,293,67,77,34,3,1,1,2,4,11,5,6,6,510
290,"PRIMARY SCHOOL PATNA DAKSHIN",505,348,0,853,198,187,0,385,385,0,150,32,165,17,0,0,0,1,10,5,1,3,1,385
291,"P.M.V PATANA UTTAR",301,201,0,502,130,66,0,196,196,0,72,55,58,7,0,0,0,1,0,1,0,0,2,196
292,"PRIMARY SCHOOL NETWAR PATTI",723,537,0,1260,345,205,0,550,535,0,218,258,28,23,1,1,1,0,1,6,5,2,6,550
293,"PRIMARY SCHOOL GAIGHAT PURAV",722,577,1,1300,352,320,0,672,672,0,242,231,105,50,3,0,6,3,2,9,2,3,16,672
294,"PRIMARY SCHOOL GAIGHAT PASHCHIM",718,507,0,1225,299,247,0,546,546,0,245,157,95,21,2,0,2,0,2,4,5,4,9,546
295,"PRIMARY SCHOOL MAIBHRA",598,516,0,1114,269,305,0,574,574,0,225,138,149,24,1,3,3,2,2,11,2,5,9,574
296,"PRIMARY SCHOOL LAKHNAURA",408,343,1,752,161,192,0,353,334,0,221,41,50,18,0,0,2,1,2,7,1,0,10,353
297,"PRIMARY SCHOOL MARWATIYA",438,337,0,775,293,189,0,482,452,0,70,309,80,9,0,1,1,3,0,1,1,1,6,482
298,"PRIMARY SCHOOL MARKADI",312,257,0,569,154,166,0,320,320,0,146,42,90,34,0,0,2,1,0,3,0,1,1,320
299,"PRIMARY SCHOOL PARSIYA TIWARI",695,571,0,1266,315,314,0,629,629,0,251,128,179,41,3,0,2,4,0,5,3,4,9,629
300,"PRIMARY SCHOOL KHAJURI GOSAI",322,281,0,603,142,160,0,302,302,0,160,33,56,30,1,1,2,2,2,5,1,2,7,302
301,"PRIMARY SCHOOL PIDHANI PURAV",590,452,0,1042,237,227,0,464,454,0,271,45,28,85,2,4,1,4,1,6,2,4,11,464
302,"PRIMARY SCHOOL PIDHANI MADHAY",590,436,0,1026,211,258,0,469,469,0,216,55,132,10,1,1,3,0,3,17,6,4,21,469
303,"PRIMARY SCHOOL PIDHANI PASHCHIM",373,291,1,665,152,176,0,328,328,0,68,14,239,1,0,0,1,0,2,2,0,0,1,328
304,"PRIMARY SCHOOL RAMGARH",325,243,0,568,165,139,0,304,304,0,178,21,66,28,2,0,1,3,1,4,0,0,0,304
305,"PRIMARY SCHOOL BESAHANI",279,238,0,517,131,118,0,249,249,0,137,66,19,11,0,0,1,0,1,2,5,2,5,249
306,"PRIMARY SCHOOL BELWA DAKHLI",676,530,0,1206,308,240,0,548,545,0,48,357,109,9,1,0,3,1,2,1,4,5,8,548
307,"PRIMARY SCHOOL KHADESARI PURAV",706,571,0,1277,376,356,0,732,732,0,263,14,339,70,4,1,4,2,4,8,1,7,15,732
308,"PRIMARY SCHOOL KHADESARI PASHCHIM",572,416,0,988,233,194,0,427,427,0,129,127,98,37,2,0,2,4,2,2,2,7,15,427
309,"PRIMARY SCHOOL KHADESARI UTTAR",552,385,1,938,216,157,0,373,370,0,132,93,73,51,1,0,1,2,1,3,1,2,13,373
310,"PRIMARY SCHOOL KHADESARI DAKSHIN",552,360,0,912,205,159,0,364,364,0,177,35,80,60,2,1,1,0,0,2,2,2,2,364
311,"PRIMARY SCHOOL JAITPUR",477,313,0,790,177,131,0,308,308,0,13,24,244,8,1,1,0,1,1,6,1,1,7,308
312,"PRIMARY SCHOOL SANSARPAR PURAV",526,459,0,985,282,263,0,545,545,0,383,35,49,63,2,0,1,1,0,1,0,0,10,545
313,"PRIMARY SCHOOL SANSARPAR PASHCHIM",471,316,0,787,247,178,0,425,419,0,79,37,268,24,0,2,1,2,1,5,1,1,4,425
314,"PRIMARY SCHOOL  BASAVANPUR",199,174,0,373,110,90,0,200,200,0,55,51,2,88,1,0,1,0,0,0,0,2,0,200
315,"PRIMARY SCHOOL MARWAT PURAV",647,531,0,1178,306,283,0,589,589,0,210,16,261,72,3,2,1,2,1,5,6,3,7,589
316,"PRIMARY SCHOOL MARWAT PASHCHIM",309,247,0,556,155,171,0,326,326,0,112,66,92,23,3,0,3,1,4,8,2,2,10,326
317,"PRIMARY SCHOOL SEDHUWAPAR UTTAR",671,534,0,1205,305,299,0,604,604,0,356,10,135,83,1,2,0,2,3,3,0,2,7,604
318,"PRIMARY SCHOOL SIDHUWAPAR UTTAR 1",775,586,0,1361,346,328,0,674,674,0,150,13,391,84,5,2,2,0,1,7,6,1,12,674
319,"PRIMARY SCHOOL GARTHAULI",400,316,0,716,195,165,0,360,360,0,106,32,158,52,0,1,0,0,1,1,2,0,7,360
320,"PRIMARY SCHOOL SEDHUWAPAR DAKSHIN",690,538,0,1228,378,289,0,667,667,0,300,79,143,111,4,1,2,3,1,1,5,3,14,667
321,"PRIMARY SCHOOL MISHRAULI",480,404,0,884,293,223,0,516,516,0,113,45,307,39,1,0,1,2,0,2,2,0,4,516
322,"PRIMARY SCHOOL CHAUTISA",551,449,0,1000,298,254,0,552,552,0,235,8,262,22,0,1,1,3,1,3,3,2,11,552
323,"PRIMARY SCHOOL BABHNAULI",381,330,0,711,156,119,0,275,275,0,190,9,10,61,2,0,0,0,0,1,0,1,1,275
324,"PRIMARY SCHOOL BARHTA",681,555,0,1236,302,301,0,603,601,0,240,21,255,60,2,1,2,2,1,6,2,1,10,603
325,"PRIMARY SCHOOL BADHYATIKUR UTTAR",718,546,0,1264,294,259,0,553,553,0,441,10,29,32,0,0,9,4,2,13,1,2,10,553
326,"PRIMARY SCHOOL BADHYATIKUR DAKSHIN",311,256,0,567,112,98,0,210,210,0,134,48,12,5,0,0,2,1,0,6,0,1,1,210
327,"PRIMARY SCHOOL GHUGHURI",389,286,0,675,150,153,0,303,303,0,152,18,45,73,2,0,0,2,1,4,1,1,4,303
328,"PANCHAYAT BHAWAN FARSAD PURAV",531,452,0,983,295,212,0,507,507,0,358,95,25,12,1,0,1,5,0,4,2,1,3,507
329,"PANCHAYAT BHAWAN FARSAD PASHCHIM",581,477,0,1058,255,182,0,437,437,0,336,17,45,28,1,0,1,1,2,2,1,0,3,437
330,"P. M. V. CHAINPUR PURAV",537,397,2,936,211,154,0,365,365,0,196,4,114,40,0,0,5,0,1,1,3,0,1,365
331,"P. M. V. CHAINPUR PASHCHIM",516,408,0,924,203,123,0,326,326,0,198,1,47,60,3,0,0,3,0,5,1,2,6,326
332,"PRIMARY SCHOOL CHAINPUR",641,478,0,1119,267,243,0,510,510,0,174,18,216,80,1,2,1,2,5,3,3,0,5,510
333,"PRIMARY SCHOOL CHHAPIYA",384,305,0,689,157,169,0,326,326,0,117,7,158,29,3,0,0,0,0,2,2,1,7,326
334,"PRIMARY SCHOOL SAHADAULI",502,384,0,886,229,171,0,400,398,0,280,43,36,32,0,1,0,1,0,2,0,0,5,400
335,"PRIMARY SCHOOL KOLHUA UTTAR",598,492,0,1090,257,225,0,482,480,0,372,5,41,47,1,1,0,1,0,5,2,3,4,482
336,"PRIMARY SCHOOL KOLHUA DAKSHIN",550,453,0,1003,203,195,0,398,396,0,268,6,53,59,0,1,1,3,2,1,1,1,2,398
337,"PRIMARY SCHOOL BELSARI PURAV",877,576,1,1454,287,294,0,581,511,0,226,4,188,109,6,0,3,3,5,10,8,6,13,581
338,"PRIMARY SCHOOL BELSARI PASHCHIM",652,540,0,1192,296,224,0,520,520,0,190,26,213,67,4,0,3,2,1,3,3,1,7,520
339,"PRIMARY SCHOOL LAKHNAPAR UTTAR",686,484,0,1170,275,235,0,510,510,0,238,4,145,105,3,0,0,4,3,0,1,2,5,510
340,"PRIMARY SCHOOL LAKHNAPAR DAKSHIN",285,247,0,532,128,105,0,233,233,0,172,0,19,35,0,1,0,1,1,1,0,0,3,233
341,"PRIMARY SCHOOL BHATPAR",583,474,0,1057,278,243,0,521,521,0,271,27,133,65,1,1,3,3,0,8,4,2,3,521
342,"K. P. M. V. TIHAMUHAMMDPUR UTTAR",674,627,1,1302,373,323,0,696,696,0,247,13,83,334,1,0,1,3,1,6,2,0,5,696
343,"K. P. M. V. TIHAMUHAMMDPUR DAKSHIN",584,499,0,1083,412,319,0,731,731,0,145,15,37,513,7,2,1,0,1,6,0,2,2,731
344,"PRIMARY SCHOOL TIHAMUHAMMD PUR DWITIY",638,484,0,1122,366,295,0,661,661,0,200,7,76,352,4,2,3,1,1,2,1,1,11,661
345,"PANCHAYAT BHWAN MAKRANDPUR",570,496,0,1066,308,242,0,550,550,0,183,18,278,48,0,1,0,0,2,6,6,1,7,550
346,"PRIMARY SCHOOL KHAJURI PANDEY",772,609,0,1381,371,334,0,705,705,0,186,54,374,52,4,1,2,5,1,6,4,4,12,705
347,"PRIMARY SCHOOL PUSKAR BUJURG",639,515,0,1154,236,272,0,508,508,0,151,13,222,87,3,0,2,0,3,6,3,2,16,508
348,"PRIMARY SCHOOL DHANAULI",347,274,0,621,149,134,0,283,283,0,128,13,50,78,0,1,3,1,0,4,2,0,3,283
349,"S. P. M. V. SUKLPURI",446,354,0,800,200,152,0,352,352,0,200,26,86,26,2,0,0,4,1,3,0,2,2,352
350,"PRIMARY SCHOOL DHOBAULI",680,575,0,1255,275,298,0,573,573,0,275,26,220,33,3,1,3,0,0,5,3,1,3,573
351,"P. M. V. SAKRAKHOR",316,239,0,555,119,107,0,226,226,0,79,38,76,22,0,0,2,0,3,4,1,0,1,226
352,"PRIMARY SCHOOL MANJHARIYA",575,439,0,1014,319,227,0,546,546,0,70,264,164,30,0,0,3,1,2,3,3,3,3,546
353,"PRIMARY SCHOOL VIMUTI",660,511,0,1171,240,219,0,459,459,0,273,11,138,27,0,0,0,0,0,1,4,1,4,459
354,"PRIMARY SCHOOL ATTAULI",341,274,0,615,169,151,0,320,320,0,124,63,98,12,1,0,0,10,2,1,3,3,3,320
355,"PRIMARY SCHOOL VAIDAULI",847,675,0,1522,347,316,0,663,663,0,241,72,176,136,3,1,3,4,2,6,3,2,14,663
356,"SANKUL BHAWAN VAIDAULI",645,467,0,1112,265,220,0,485,485,0,98,73,193,93,7,0,1,5,0,6,1,2,6,485
357,"PRIMARY SCHOOL BHITIVAL",605,427,0,1032,257,237,0,494,494,0,191,5,237,41,2,0,1,0,2,3,4,0,8,494
358,"PRIMARY SCHOOL KUSBHAUNA",559,447,0,1006,268,256,0,524,524,0,210,8,235,42,2,1,2,0,0,3,6,2,13,524
359,"PRIMARY SCHOOL KULDWABARI PURAV",526,420,0,946,201,189,0,390,390,0,178,13,44,130,4,0,1,2,3,4,0,1,10,390
360,"PRIMARY SCHOOL KULDWABARI PASHCHIM",395,339,0,734,175,178,0,353,353,0,69,9,185,73,4,0,0,0,0,5,3,1,4,353
361,"PRIMARY SCHOOL BELSDA PURAV",220,158,0,378,71,66,0,137,137,0,99,15,11,3,0,1,1,1,0,0,0,4,2,137
