"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
135,"J.H.S. KAITHWALIYA PRATHAM KACHH",720,560,0,1280,309,331,0,640,640,0,155,43,16,275,12,3,3,4,7,5,1,0,63,5,2,12,5,0,1,1,3,1,2,8,11,2,640
136,"J.H.S. KAITHWALIYA DIVTIYA KACHH",432,354,0,786,213,181,0,394,394,0,98,27,10,216,1,3,1,4,4,1,1,1,8,0,0,4,0,4,1,3,0,1,0,2,2,2,394
137,"J.H.S. KAITHWALIYA TRITIYA KACHH",479,363,0,842,211,195,0,406,406,0,45,196,6,109,3,2,0,0,1,0,0,1,21,0,5,9,0,3,0,0,0,1,0,2,1,1,406
138,"P.S. PADIYA",613,466,0,1079,284,256,0,540,540,0,68,175,14,207,3,0,3,3,6,3,3,2,2,1,5,24,4,2,3,1,1,3,0,1,5,1,540
139,"P.S. AMRDOBHA",675,550,0,1225,323,305,0,628,628,0,130,154,18,276,7,1,0,2,4,2,1,1,1,3,3,9,3,1,1,1,2,2,0,0,2,4,628
140,"P.S. PIPRA PRATHAM PRATHAM KACHH",696,541,0,1237,315,239,0,554,554,0,125,156,15,221,5,2,1,1,2,3,0,1,6,1,0,2,3,2,0,2,0,1,0,1,2,2,554
141,"P.S. PIPRA PRATHAM DIVTIYA KACHH",429,340,0,769,199,144,0,343,343,0,99,34,17,165,4,0,0,0,1,4,1,0,2,0,2,4,3,1,0,1,0,0,0,0,4,1,343
142,"P.S. MANAITAPUR",692,552,0,1244,361,314,0,675,567,0,210,210,49,134,3,1,4,2,0,2,1,0,31,0,2,4,4,4,0,1,2,1,1,1,6,2,675
143,"P.S. AURAHIYA MANJHARIYA",295,226,0,521,130,148,0,278,267,0,100,44,51,56,0,2,0,0,0,1,0,1,2,0,1,12,2,1,1,0,1,1,0,0,2,0,278
144,"P.S. PAVARIYA",347,276,0,623,165,166,0,331,311,0,175,29,18,69,8,0,1,0,1,5,0,1,6,5,3,3,2,2,0,1,0,0,0,0,0,2,331
145,"P.S. SEEHAJHUDI",210,161,0,371,124,105,0,229,142,0,37,58,20,87,3,0,1,3,1,2,0,1,1,3,1,0,2,0,0,0,0,1,0,1,6,1,229
146,"J.H.S. AMRAKOIL",237,256,0,493,112,144,0,256,245,0,48,14,31,73,2,2,1,1,2,2,1,1,57,3,0,6,0,0,3,0,1,0,1,1,4,2,256
147,"P.S. KULHADIYA",544,435,0,979,248,280,0,528,449,0,85,226,5,62,5,1,1,3,3,8,1,1,77,4,4,5,8,5,0,2,2,1,2,4,8,5,528
148,"P.S. BARGADWA KHURD",278,213,0,491,145,131,0,276,276,0,41,70,2,161,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
149,"P.S. BELVA THAKURAI",451,347,0,798,260,242,0,502,281,0,173,84,11,194,3,0,2,1,0,3,0,1,9,2,0,4,4,0,0,1,1,0,1,1,4,3,502
150,"P.S. LOHRAULI MISHR",439,365,0,804,223,225,0,448,402,0,77,133,5,213,3,1,0,1,0,2,0,0,1,0,0,1,2,0,0,0,2,2,1,3,1,0,448
151,"P.S. BELHAR KHURD PRATHAM KACHH",740,606,1,1347,322,337,0,659,478,0,110,219,10,194,7,1,1,1,2,2,3,2,7,1,2,64,3,0,1,1,3,4,0,2,11,8,659
152,"P.S. BELHAR KHURD DIVTIYA KACHH",280,263,0,543,176,180,0,356,345,0,85,31,13,167,2,1,0,2,1,1,1,1,10,2,3,23,4,0,0,3,1,1,0,1,1,2,356
153,"P.S. BELHAR KHURD TRITIYA KACHH",778,582,0,1360,338,361,0,699,698,0,33,176,14,242,2,3,2,2,3,4,2,2,186,0,1,9,2,1,2,2,1,1,0,1,5,3,699
154,"R.I.C. PARASNAGAR BELHAR KALA",752,606,0,1358,388,323,0,711,677,0,130,292,6,233,3,1,0,2,0,3,0,0,28,1,2,2,1,5,0,1,0,0,0,1,0,0,711
155,"R.I.C. PARASNAGAR BELHAR KALA",843,669,0,1512,417,402,0,819,819,0,297,239,15,177,7,4,3,8,7,4,0,0,21,5,4,6,8,3,2,1,2,0,1,3,1,1,819
156,"R.I.C. PARASNAGAR BELHAR KALA",809,618,1,1428,391,361,0,752,752,0,279,74,19,298,2,2,0,1,3,2,0,4,21,0,0,11,17,4,4,0,1,2,1,0,3,4,752
157,"P.S. BELHAR KALA PRATHAM KACHH",808,576,2,1386,366,299,0,665,661,0,247,85,13,223,6,4,2,5,1,1,1,1,26,4,1,23,3,0,2,0,2,1,1,3,5,5,665
158,"P.S. BELHAR KALA DIVTIYA KACHH",824,641,1,1466,322,344,0,666,646,0,143,36,11,275,9,0,2,1,2,3,2,0,25,2,1,114,4,3,1,6,0,10,3,2,5,6,666
159,"P.S. BELHAR DYK TRITIYA KACHH",617,448,0,1065,264,143,0,407,407,0,102,35,5,196,5,0,1,3,1,3,2,4,19,1,4,12,6,0,0,1,0,0,2,2,2,1,407
160,"P.S. JUNGLE DASHHAR UTTARI KACHH",605,485,0,1090,280,242,0,522,422,0,62,87,9,296,7,3,3,1,4,3,1,1,2,2,0,2,9,3,1,0,0,5,2,7,11,1,522
161,"P.S. JUNGLE DASHHAR DAKSHINI KACHH",285,261,0,546,112,144,0,256,200,0,97,61,5,84,1,1,0,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,256
162,"P.S. JUNGLE DASHHAR",602,449,1,1052,211,191,0,402,295,0,166,107,4,49,3,1,0,1,0,1,0,2,27,0,1,8,8,2,2,2,0,1,2,4,7,4,402
163,"P.S. DUDHARA",503,429,0,932,241,252,0,493,455,0,165,55,8,221,4,0,3,1,1,1,0,0,8,1,6,6,0,0,0,1,1,1,0,1,5,4,493
164,"P.S. BHITIYA PRATHAM KACHH",248,193,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"P.S. BHITIYA DIVTIYA KACHH",308,252,0,560,164,160,0,324,288,0,117,94,3,103,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,324
166,"P.S. KITHIURI",307,226,0,533,154,140,0,294,200,0,63,71,3,138,0,1,0,1,1,2,1,1,2,0,1,5,0,1,0,1,0,0,1,0,0,1,294
167,"P.S. BARGADWA AVVAL",295,240,0,535,165,137,0,302,299,0,90,42,2,121,8,0,1,0,1,5,0,0,0,0,1,6,6,1,0,1,2,1,1,2,7,4,302
168,"P.S. BHAGAUSA",510,436,0,946,315,260,0,575,572,0,169,161,9,189,2,1,2,2,3,4,2,2,3,3,2,6,1,1,0,1,2,1,0,1,3,5,575
169,"P.S. BHELAKHARG KALA PRATHAM KACHH",246,243,0,489,145,145,0,290,277,0,12,171,9,77,2,1,1,1,0,3,1,0,1,1,0,1,2,0,2,0,0,0,1,0,2,2,290
170,"P.S. BHELAKHARG KALA DIVTIYA KACHH",227,158,0,385,84,110,0,194,135,0,103,24,3,51,1,0,0,1,0,2,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,194
171,"P.S. PARSOHIYA URF SINGHIYAHWA",333,246,0,579,165,166,0,331,331,0,71,122,7,107,2,1,1,1,3,1,2,1,0,1,4,3,0,0,1,0,0,1,0,1,1,0,331
172,"PANCHAYAT BHAWAN PAJRA BHIRI",376,319,0,695,180,163,0,343,311,0,152,89,9,46,0,1,1,1,2,2,1,0,2,5,2,3,10,2,5,4,0,0,0,0,3,3,343
173,"P.S. LOHRAULI",565,474,0,1039,354,261,0,615,582,0,187,123,16,211,1,1,0,2,1,2,1,0,2,0,0,4,12,10,4,9,8,0,3,5,11,2,615
174,"P.S. MERAPUR",548,432,0,980,239,229,0,468,396,0,102,107,23,96,3,1,2,6,2,2,5,4,85,2,3,11,1,0,1,1,1,0,1,1,2,6,468
175,"P.S. GOONAKHOR",738,600,0,1338,302,301,0,603,538,0,264,110,7,15,3,3,0,1,1,2,1,2,176,4,0,5,0,2,0,0,0,0,1,1,4,1,603
176,"P.S. BARGADWA KALA PRATHAM KACHH",413,357,0,770,204,211,0,415,400,0,61,103,27,97,3,4,2,4,4,3,3,4,89,0,3,0,2,0,0,0,0,1,0,2,3,0,415
177,"P.S. BARGADWA KALA DIVTIYA KACHH",462,355,0,817,207,210,0,417,400,0,49,76,6,66,2,4,0,0,0,2,0,2,190,0,4,7,2,2,0,1,1,2,0,0,0,1,417
178,"P.S. BARGADWA KALA ATIRIKT KACHH",325,241,1,567,123,128,0,251,180,0,32,41,8,21,6,2,0,1,0,3,0,1,122,2,0,3,4,2,0,0,0,1,0,0,2,0,251
179,"P.S. KAMHARIYA PRATHAM KACHH",392,315,0,707,202,189,0,391,391,0,72,69,15,181,4,0,0,2,0,4,2,2,3,2,1,14,2,0,0,3,1,0,1,4,3,6,391
180,"P.S. KAMHARIYA DIVTIYA KACHH",365,283,0,648,154,175,0,329,329,0,38,98,29,44,1,3,1,2,2,2,4,0,76,1,2,4,1,2,0,1,2,0,3,5,4,4,329
181,"P.S. SIYAKATAI UTTARI KACHH",532,427,0,959,238,255,0,493,493,0,139,154,10,96,3,1,0,1,0,2,0,1,65,0,2,2,10,3,0,2,0,0,0,0,2,0,493
182,"P.S. SIYAKATAI DAKSHINI KCHH",417,326,0,743,229,239,0,468,467,0,192,69,5,99,2,1,1,1,1,5,2,0,68,1,2,3,1,0,1,1,0,2,0,8,0,3,468
183,"P.S. MELAN KHURD BUJURG",761,658,0,1419,442,390,0,832,706,0,148,233,29,330,4,0,2,3,2,9,0,3,8,3,3,3,17,3,2,0,0,2,3,5,16,4,832
184,"P.S. BHEDAURA PIKAURA PRATHAM KACHH",713,594,0,1307,320,312,0,632,622,0,15,20,10,484,2,0,2,1,5,7,1,1,14,0,0,1,45,1,1,4,1,7,1,4,5,0,632
185,"P.S. BHEDAURA PIKAURA DIVTIYA KACHH",373,310,0,683,149,190,0,339,339,0,13,58,4,102,0,1,3,1,6,3,3,1,5,1,2,16,90,2,0,10,1,9,2,3,1,2,339
186,"P.S. SARAUWA",488,402,0,890,257,239,0,496,370,0,138,155,6,166,1,0,1,1,2,1,1,3,2,1,0,4,2,2,1,2,0,0,0,1,2,4,496
187,"P.S. DIGHWA",329,252,0,581,164,145,0,309,309,0,145,29,3,104,0,0,1,1,0,3,0,0,8,2,1,2,3,0,0,0,0,0,2,2,2,1,309
188,"P.S. PAKRI ARAAJI DIVHARI PRATHAM KACHH",840,617,0,1457,321,317,0,638,600,0,129,251,12,34,4,1,1,2,2,3,3,2,162,1,9,12,2,0,0,0,0,1,0,0,4,3,638
189,"P.S. PAKRI ARAAJI DIVHARI DIVTIYA KACHH",254,188,0,442,78,108,0,186,129,0,57,41,6,18,2,0,0,1,1,0,0,0,51,0,1,2,1,0,0,2,1,0,0,1,0,1,186
190,"P.S. RASOOLPUR",211,171,0,382,99,91,0,190,189,0,33,83,2,43,1,0,0,0,0,0,0,0,8,0,1,1,1,3,0,5,0,0,1,3,5,0,190
191,"J.H.S. RASOOLPUR PRATHAM KACHH",352,299,0,651,164,153,0,317,302,0,121,45,4,99,1,0,0,1,2,1,0,0,34,2,0,3,1,0,0,2,0,0,0,0,0,1,317
192,"J.H.S. RASOOLPUR DIVTIYA KACHH",399,326,0,725,195,163,0,358,358,0,116,63,12,110,2,0,1,0,0,0,1,0,21,0,0,0,7,5,0,3,2,2,2,5,6,0,358
193,"P.S. DEVARIYA",224,204,0,428,104,115,0,219,195,0,47,44,4,68,2,0,1,1,1,2,0,2,32,1,0,3,6,1,0,0,0,2,0,0,1,1,219
194,"ADARASH JANTA J.H.S. BOODHI BELHAR",385,337,0,722,208,202,0,410,410,0,45,81,14,198,4,0,0,2,0,3,0,0,28,1,4,1,6,5,0,11,2,1,1,0,2,1,410
195,"P.S. BASAHIYA",362,294,0,656,187,173,0,360,303,0,50,159,10,70,1,0,1,0,1,5,1,2,16,0,0,2,16,3,1,4,2,1,2,2,8,3,360
196,"P.S. BARDAD",545,439,0,984,215,252,0,467,390,0,87,67,6,80,3,1,1,0,3,6,1,3,187,1,3,2,0,2,4,0,1,2,2,2,2,1,467
197,"P.S. DAASDEEH",271,192,0,463,155,119,0,274,271,0,3,84,5,173,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,274
198,"P.S. DAASDEEH",315,236,0,551,144,138,0,282,282,0,5,110,38,109,2,1,0,0,0,0,0,0,0,0,1,2,3,4,0,3,0,0,0,2,0,2,282
199,"P.S. CHHAPVA",400,324,0,724,188,166,0,354,354,0,39,55,17,153,0,1,0,0,2,2,1,1,20,0,0,4,33,1,2,6,0,8,1,0,5,3,354
200,"P.S. TENUDAD MAJHARI",332,303,0,635,178,224,0,402,379,0,25,47,2,312,4,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,1,3,1,402
201,"P.S. KUSHARA",553,410,0,963,283,251,0,534,432,0,31,202,23,224,8,1,1,1,1,4,5,1,2,2,5,11,1,0,0,1,0,2,0,3,1,4,534
202,"J.H.S. PRAASI GANVARIYA PRATHAM KACHH",559,472,0,1031,217,199,0,416,403,0,127,131,15,87,1,0,0,0,1,3,0,1,39,1,0,5,1,1,0,0,1,0,0,0,1,1,416
203,"J.H.S. PARAASI GANVARIYA DIVTIYA  KACHH",257,225,0,482,130,134,0,264,263,0,86,119,8,26,0,0,0,0,0,1,0,0,21,0,0,2,0,0,0,0,0,1,0,0,0,0,264
204,"P.S. PARAASI GANVARIYA PRATHAM KACHH",760,666,0,1426,302,328,0,630,611,0,241,118,44,74,4,4,2,0,4,4,1,2,103,0,0,5,4,5,1,1,0,2,1,5,2,3,630
205,"P.S. PARAASI GANVARIYA DIVTIYA KACHH",283,231,0,514,146,119,0,265,265,0,23,124,4,78,1,1,1,0,2,4,1,0,6,0,1,3,1,1,0,1,2,0,0,1,3,7,265
206,"P.S. BHARVALIYA BABOO PRATHAM KACHH",301,249,0,550,181,197,0,378,378,0,38,48,7,268,2,0,0,0,0,1,0,0,1,1,2,0,0,2,1,2,0,1,0,1,3,0,378
207,"P.S. BHARVALIYA BABOO DIVTIYA KACHH",207,181,0,388,88,99,0,187,111,0,77,8,2,11,1,1,1,0,1,0,0,1,78,0,0,0,0,0,0,0,0,0,0,4,1,1,187
208,"P.S. LOHARAULI THAKURAI",786,597,0,1383,419,334,0,753,583,0,195,151,28,303,6,2,0,7,2,6,3,2,28,2,2,9,1,0,0,0,0,0,0,3,2,1,753
209,"P.S. KHATIYAWAN",610,499,0,1109,303,318,0,621,597,0,114,212,51,154,6,1,1,1,2,5,1,0,41,3,4,11,0,2,0,0,0,1,3,2,3,3,621
210,"P.S. HATVA",563,514,0,1077,291,230,0,521,521,0,223,108,17,28,3,2,1,2,4,4,0,3,100,1,3,4,5,1,1,1,2,0,2,2,1,3,521
211,"PURV MADHAYAMIK VIDYALAY BISAUVA PRATHAM KACHH",656,519,0,1175,310,266,0,576,576,0,95,162,34,227,6,1,3,2,1,7,0,4,15,2,1,4,2,0,0,0,1,2,0,2,4,1,576
212,"PURV MADHAYAMIK VIDYALAY BISAUVA DIVTIYA KACHH",495,393,0,888,273,202,0,475,395,0,88,132,30,194,3,0,0,4,0,4,0,3,3,0,1,0,5,2,0,0,0,1,0,1,2,2,475
213,"KANYA P.S. BISAUVA STHITH TOLA BHATHAVA",324,251,0,575,224,119,0,343,250,0,59,88,17,139,2,1,0,1,1,2,0,2,1,0,3,5,5,4,0,4,0,2,1,1,3,2,343
214,"P.S. SADHARI",339,236,0,575,151,148,0,299,261,0,101,40,10,129,2,0,1,0,2,1,0,0,0,0,1,7,1,1,0,0,1,0,0,0,1,1,299
215,"P.S. NATVA PRATHAM KACHH",328,281,0,609,156,160,0,316,316,0,25,98,15,155,4,1,1,0,0,0,0,1,4,2,1,5,0,0,0,0,0,0,0,1,3,0,316
216,"P.S.NATVA DIVTIYA KACHH",278,250,0,528,118,134,0,252,252,0,32,36,6,161,2,1,0,2,0,0,2,0,1,0,2,2,1,1,0,0,0,1,1,0,0,1,252
217,"PANCHAYAT BHAWAN DADIYA KALA PRATHAM KACHH",330,274,0,604,166,154,0,320,320,0,100,119,13,57,2,0,3,0,1,1,0,2,1,1,1,5,3,1,1,1,1,2,0,0,3,2,320
218,"PANCHAYAT BHAWAN DADIYA KALA DIVTIYA KACHH",179,181,0,360,94,95,0,189,181,0,88,26,3,55,1,1,0,0,1,0,0,0,1,0,3,0,2,1,0,2,0,2,0,1,1,1,189
219,"P.S. DADRA",510,467,0,977,312,284,0,596,406,0,362,68,16,101,4,0,2,1,1,3,1,4,4,2,5,12,6,1,0,0,0,0,0,1,0,2,596
220,"P.S. KUDVA",578,394,0,972,293,228,0,521,499,0,111,98,19,215,2,2,2,3,4,6,4,2,25,0,0,7,5,2,2,3,0,0,1,1,6,1,521
221,"P.S. JAMUARIYA KHURD",460,413,0,873,262,259,0,521,521,0,154,89,16,200,1,1,0,3,1,4,1,1,8,1,4,6,6,1,0,4,0,1,1,5,8,5,521
222,"J.H.S. SAMOGAR",381,306,0,687,189,162,0,351,351,0,77,104,13,114,10,0,2,1,0,4,0,0,3,1,5,5,3,0,0,1,0,1,1,1,2,3,351
223,"P.S. NACHANI",189,149,0,338,84,87,0,171,66,0,4,106,0,54,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,171
224,"P.S. KHAJURA KHURD",308,229,0,537,136,123,0,259,259,0,12,76,15,145,0,0,0,0,1,1,0,0,1,1,0,2,1,0,0,1,1,0,0,0,2,0,259
225,"P.S. AMARDOBHA",341,279,0,620,176,185,0,361,361,0,63,118,8,149,3,0,1,1,0,0,0,1,3,0,0,3,3,2,0,1,1,0,0,0,2,2,361
226,"P.S. AMARDOBHA",361,320,0,681,193,160,0,353,348,0,129,26,44,126,1,0,0,0,0,0,2,0,16,0,0,3,1,1,1,0,0,0,0,0,2,1,353
227,"P.S. BHARVALIYA CHAUBEY",351,261,0,612,190,171,0,361,361,0,6,69,10,251,0,0,1,2,1,3,2,4,1,0,0,2,0,0,0,3,0,0,0,1,4,1,361
228,"P.S. PARSA CHAUBEY",280,263,0,543,167,146,0,313,17,0,131,31,9,90,2,1,3,0,0,2,0,0,18,1,1,3,3,2,1,2,0,1,1,5,3,3,313
229,"P.S. BHITIYA KALA",379,329,0,708,198,203,0,401,132,0,19,162,13,192,1,0,0,0,0,0,1,0,7,0,0,0,0,2,1,0,0,0,0,0,2,1,401
230,"P.S. BELA KALA",311,246,0,557,114,160,0,274,273,0,13,83,21,115,1,0,0,0,0,0,1,2,21,0,0,1,4,0,1,0,0,2,2,3,3,1,274
231,"J.H.S. BHITIYA KHURD",222,175,1,398,122,117,0,239,224,0,1,67,6,163,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239
232,"P.S GEDUVA",586,446,0,1032,239,262,0,501,415,0,122,49,10,266,0,1,1,3,3,4,0,1,15,1,2,8,0,0,0,0,1,0,2,4,2,6,501
233,"P.S. SAMDA PRATHAM KACHH",542,460,0,1002,213,266,0,479,469,0,150,72,7,25,2,0,0,2,1,3,0,2,41,2,3,149,6,4,2,0,0,2,2,1,1,2,479
234,"P.S. SAMDA DIVTIYA KACHH",227,183,0,410,110,114,0,224,200,0,80,40,2,96,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,224
235,"PANCHAYAT BHAWAN DAMRUVAR",442,382,0,824,224,232,0,456,412,0,15,57,10,119,0,0,1,1,2,2,2,0,231,0,2,3,1,1,0,1,0,0,0,1,5,2,456
236,"J.H.S. PARSA PANDEY",764,631,0,1395,414,399,0,813,772,0,73,272,20,346,4,2,1,0,4,6,2,4,26,2,5,10,3,2,2,3,1,3,2,4,11,5,813
237,"P.S. KARAHANA",654,482,0,1136,309,290,0,599,589,0,147,70,26,316,8,2,2,2,1,3,0,0,10,0,0,0,2,0,0,2,0,1,0,2,3,2,599
238,"KANYA P.S. BHAINSAMAFI",797,656,0,1453,402,381,0,783,253,0,203,138,18,160,8,6,2,1,1,5,1,3,200,4,1,10,8,1,0,1,1,2,2,4,2,1,783
239,"P.S. RANIPUR",457,388,0,845,272,231,0,503,475,0,30,121,7,295,6,1,1,2,1,1,0,2,7,0,0,4,6,1,4,2,1,1,2,2,3,3,503
240,"P.S. NARAINPUR",378,286,0,664,221,159,0,380,376,0,55,79,16,199,1,1,2,1,0,4,1,3,1,2,6,2,0,0,1,1,0,0,1,1,2,1,380
241,"P.S. AAMDAD",339,289,0,628,190,175,0,365,364,0,9,133,0,202,4,0,0,1,0,1,0,0,3,0,1,3,1,1,0,1,0,0,0,3,1,1,365
242,"P.S. BHATAULI STHITH SAHASRAV",344,289,0,633,136,150,0,286,278,0,29,50,4,140,3,1,1,0,1,0,1,4,32,3,1,5,0,0,1,1,2,1,0,2,2,2,286
243,"P.S. BHATAULI STHITH SAHASRAV",354,299,0,653,196,178,0,374,362,0,108,101,8,127,0,0,0,0,1,3,2,2,2,1,1,7,0,1,0,0,0,1,0,2,5,2,374
244,"SADHAN SAHAKARI SAMITI KAMHARIYA",903,712,0,1615,365,361,0,726,714,0,444,84,14,21,3,0,1,2,1,4,2,1,118,5,5,7,2,1,0,1,0,0,0,5,2,3,726
245,"P.S. MAHDEVA",743,656,0,1399,372,392,0,764,764,0,180,348,18,112,0,2,2,3,1,3,2,1,76,1,1,1,2,1,0,1,0,0,1,2,3,3,764
246,"P.S. MANJHARIYA PATHAN PRATHAM KACHH",733,614,0,1347,363,348,0,711,711,0,268,105,39,158,5,0,2,4,4,6,3,3,35,5,9,16,8,2,1,3,4,3,3,5,10,10,711
247,"P.S. MANJHARIYA PATHAN DIVTIYA KACHH",534,420,0,954,227,220,0,447,447,0,48,51,7,265,6,2,4,1,3,1,3,4,4,2,2,7,5,2,1,4,2,2,3,3,5,10,447
248,"P.S. PADARIYA",711,552,0,1263,308,284,0,592,592,0,109,200,16,215,3,3,2,3,2,3,3,1,1,2,4,10,3,0,2,0,1,0,0,1,5,3,592
249,"P.S. DURGJOT PRATHAM KACHH",659,484,0,1143,262,234,0,496,496,0,344,53,12,10,1,1,0,0,0,1,1,1,46,0,0,7,4,0,0,3,1,0,1,1,2,7,496
250,"P.S. DURGJOT DIVTIYA KACHH",721,506,0,1227,308,213,0,521,521,0,334,93,5,24,2,0,1,1,0,2,1,1,44,1,2,6,2,0,0,1,0,0,0,0,1,0,521
251,"P.S. BHATPURVA",437,378,0,815,188,221,0,409,290,0,80,192,7,105,1,0,2,2,1,0,0,0,11,2,2,1,0,1,0,1,0,0,1,0,0,0,409
252,"P.S. PATVARIYA PRATHAM KACHH",632,437,0,1069,301,250,0,551,391,0,167,112,9,214,4,3,1,2,1,3,2,0,12,2,4,9,0,2,0,0,0,0,1,1,1,1,551
253,"P.S. PATVARIYA DIVTIYA KACHH",343,265,0,608,129,135,0,264,202,0,119,93,5,25,1,0,2,0,2,3,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,264
254,"P.S. NANDAUR PRATHAM KACHH",732,562,0,1294,264,233,0,497,290,0,194,34,10,103,4,2,1,0,1,3,1,2,110,3,2,5,2,0,1,1,0,2,0,5,5,6,497
255,"P.S. NANDAUR DIVTIYA KACHH",249,181,0,430,99,78,0,177,108,0,100,19,3,42,2,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,177
256,"J.H.S. NANDAUR PRATHAM KACHH",872,703,0,1575,314,264,0,578,526,0,256,63,12,140,21,0,1,0,0,5,1,2,50,0,1,8,4,1,1,1,0,0,1,2,1,7,578
257,"J.H.S. NANDAUR DIVTIYA KACHH",545,415,0,960,217,186,0,403,368,0,108,92,14,154,2,0,0,1,0,2,3,0,11,4,1,4,1,0,0,1,0,2,1,1,1,0,403
258,"J.H.S. NANDAUR TRITIYA KACHH",418,337,0,755,190,203,0,393,301,0,127,184,15,16,2,1,0,0,2,3,1,2,10,2,3,5,5,6,0,0,0,1,0,3,3,2,393
259,"P.S. KUSMHA",615,513,0,1128,310,275,0,585,519,0,111,60,23,312,5,0,3,2,1,2,1,1,18,1,1,4,10,1,0,2,2,2,2,9,11,1,585
260,"P.S. SONAURA",360,281,0,641,178,177,0,355,296,0,125,28,12,105,8,1,0,0,3,1,0,2,48,0,0,8,3,2,0,3,1,1,0,1,0,3,355
261,"PS. MANJHARIYA TIWARI",580,469,0,1049,274,247,0,521,516,0,35,185,14,261,1,0,0,0,0,2,0,2,2,0,0,2,2,3,0,5,0,3,0,0,1,3,521
262,"J.H.S. ACHHIYA PRATHAM KACHH",251,212,0,463,118,126,0,244,229,0,28,81,7,107,0,1,1,2,1,0,1,1,6,0,0,1,0,0,0,1,2,1,1,0,2,0,244
263,"J.H.S. ACHHIYA DIVTIYA KACHH",202,176,0,378,87,102,0,189,188,0,2,30,3,139,0,0,0,0,1,2,0,1,7,2,1,0,0,0,0,0,0,0,0,0,1,0,189
264,"P.S. TADVA",242,245,0,487,110,122,0,232,206,0,8,59,6,137,3,0,5,1,0,0,0,1,1,2,2,2,1,0,0,2,0,0,1,0,1,0,232
265,"P.S. AAURAHI",403,310,0,713,190,184,0,374,324,0,9,35,8,287,4,1,0,3,0,2,1,1,4,2,2,4,0,0,0,2,1,0,1,2,2,3,374
266,"P.S. KAULPUR",647,494,0,1141,318,277,0,595,591,0,50,57,9,244,11,2,1,2,3,3,1,4,168,3,5,10,2,1,0,0,0,1,2,4,7,5,595
267,"P.S. KHARVANIYA",475,379,0,854,196,234,0,430,393,0,174,36,14,141,3,1,2,4,0,2,1,1,10,0,0,8,5,2,5,5,2,0,1,1,9,3,430
268,"P.S. DHAURAPAAR AVVAL",623,474,0,1097,289,219,0,508,474,0,37,10,45,194,1,0,3,3,1,6,1,3,142,0,6,32,5,0,0,1,2,3,0,4,5,4,508
269,"P.S. DHAURAPAAR AVVAL",585,388,0,973,191,151,0,342,211,0,19,81,6,98,3,0,3,0,0,1,0,2,81,0,3,19,0,1,2,3,1,1,2,4,5,7,342
270,"J.H.S. GAGNAI BABOO",822,641,0,1463,387,354,0,741,741,0,113,36,24,139,10,2,3,3,7,2,3,6,131,6,9,192,10,1,2,7,2,8,1,6,11,7,741
271,"P.S. GAGNAI RAV PRATHAM KACHH",535,510,0,1045,317,366,0,683,400,0,191,48,37,272,12,3,5,2,2,5,2,1,9,0,4,18,13,2,3,8,1,11,3,9,13,9,683
272,"P.S. GAGNAI RAV DIVTIYA KACHH",354,252,0,606,174,153,0,327,327,0,101,9,12,120,0,4,2,0,1,3,0,3,38,0,1,15,6,1,0,0,0,2,0,2,2,5,327
