"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
134,PRA.PA.HATA,695,653,0,1348,523,430,0,953,3,0,251,23,307,311,2,8,1,1,3,2,1,4,3,4,3,17,1,0,5,2,1,0,2,1,953
135,"PRA.PA.BHAUSARA JAGEER",582,520,0,1102,394,341,0,735,394,0,101,189,336,76,2,2,1,1,2,2,3,2,1,2,5,4,0,0,0,1,2,2,0,1,735
136,PRA.PA.SONBARASHA,544,527,0,1071,355,345,0,700,25,0,152,190,257,44,4,4,2,3,2,5,2,2,0,1,2,13,7,0,2,0,0,1,2,5,700
137,PRA.PA.JADOPUR,348,275,0,623,244,209,0,453,93,0,30,81,236,69,1,2,2,1,2,1,1,0,6,4,3,6,2,0,1,1,0,0,2,2,453
138,PRA.PA.DHANAVAL,702,624,0,1326,426,346,0,772,55,0,130,173,280,99,7,13,1,5,5,4,5,1,2,3,6,11,8,2,0,5,0,2,2,8,772
139,PRA.PA.DOHATHA,782,673,0,1455,389,334,0,723,588,0,116,100,157,267,4,34,0,3,2,0,1,2,2,4,4,9,1,2,2,4,2,1,4,2,723
140,"PRA.PA.BELAHA KALA",256,233,0,489,152,154,0,306,287,0,79,47,114,34,1,3,1,0,0,0,0,3,1,1,3,6,2,0,4,6,0,0,1,0,306
141,PRA.PA.BADAUVA,300,274,0,574,167,172,0,339,339,0,54,123,82,33,6,1,1,0,2,0,2,0,1,0,1,5,6,5,6,2,1,1,5,2,339
142,"PRA.PA. PIYARI",437,394,0,831,262,234,0,496,496,0,134,183,64,70,2,3,2,1,1,2,1,4,1,1,5,11,3,3,1,2,0,1,1,0,496
143,PRA.PA.KUDAR,729,647,0,1376,370,313,0,683,410,0,183,84,230,147,1,1,0,1,2,2,1,2,2,3,1,7,4,1,1,4,1,0,0,5,683
144,"PRA.PA.MAJHGAVA U.BHAG",796,699,0,1495,429,360,0,789,208,0,132,122,197,211,6,11,2,1,5,10,4,4,2,8,4,21,13,6,1,10,2,3,5,9,789
145,"PRA.PA.MAJHGAVA D.BHAG",858,720,0,1578,499,347,0,846,826,0,225,18,424,131,2,7,1,0,2,1,2,2,1,8,0,6,4,0,4,3,2,1,1,1,846
146,"PRA.PA.NEDHIYA BAYALISH",705,579,0,1284,446,354,0,800,800,0,8,240,264,254,2,5,2,1,1,1,2,2,4,1,2,1,0,4,0,3,0,1,0,2,800
147,PRA.PA.NISCHINTPUR,257,225,0,482,144,132,0,276,276,0,0,45,28,132,2,2,0,0,1,44,1,0,1,0,4,3,2,2,1,0,0,4,1,3,276
148,PRA.PA.PURALACHHAN,488,430,0,918,288,274,0,562,40,0,128,255,106,29,1,6,0,1,1,2,2,0,0,2,5,13,3,3,1,0,0,1,1,2,562
149,"PRA.PA.PACHEDHA PU.BHAG",533,447,0,980,324,276,0,600,55,0,128,79,221,119,3,1,0,2,2,3,5,0,7,4,6,8,0,1,1,5,2,1,0,2,600
150,"PRA.PA.PACHEDHA P.BHAG",457,364,0,821,246,216,0,462,462,0,184,47,101,87,0,1,2,2,3,2,2,1,1,2,2,5,6,2,5,2,1,0,2,2,462
151,"PRA.PA.SAJEE U.BHAG",434,397,0,831,267,242,0,509,5,0,71,144,109,125,4,0,0,4,1,1,1,1,1,5,12,6,3,4,5,4,1,1,0,6,509
152,"PRA.PA.SAJEE D.BHAG",386,326,0,712,226,183,0,409,24,0,67,121,150,45,3,0,0,0,1,0,2,1,2,3,3,5,1,1,1,1,0,0,0,2,409
153,PRA.PA.BHALUHA,480,398,0,878,282,245,0,527,58,0,87,160,181,58,3,1,0,0,1,11,0,1,3,0,7,7,4,2,1,0,0,0,0,0,527
154,PRA.PA.UMARI,425,327,0,752,292,118,0,410,410,0,55,90,161,67,0,5,0,0,0,7,1,2,1,2,2,4,2,2,7,1,0,1,0,0,410
155,"PRA.PA.SEMRICSGH RAY PU.BHAG",753,618,0,1371,427,317,0,744,738,0,177,183,203,110,2,10,1,0,4,27,1,1,2,2,1,10,1,2,3,0,1,1,1,1,744
156,"PRA.PA.SEMRIBAGH RAY P.BHAG",705,593,0,1298,442,317,0,759,375,0,174,68,250,224,4,11,2,2,4,0,0,3,3,2,1,6,2,1,1,0,0,1,0,0,759
157,PRA.PA.DHAV,706,594,0,1300,439,350,0,789,15,0,68,211,276,137,2,3,5,6,2,5,5,7,2,4,4,17,2,4,4,5,3,4,4,9,789
158,"PRA.PA.KOSPHRA KHURD D.BHAG",425,344,0,769,279,211,0,490,474,0,90,171,141,58,1,1,0,1,1,3,3,2,2,0,3,5,3,2,2,0,0,0,1,0,490
159,"PRA.PA.KOSPHRA KHURD PU..BHAG",604,467,0,1071,385,273,0,658,619,0,44,122,322,130,3,3,0,0,0,1,2,0,4,7,3,6,1,1,5,2,0,0,1,1,658
160,"PRA.PA.KOSPHRA KHURD U..BHAG",425,393,0,818,304,243,0,547,428,0,55,231,189,33,1,1,5,0,2,3,0,0,3,3,9,7,0,0,0,2,2,0,0,1,547
161,"PRA.PA.KOSPHRA KHURD P..BHAG",445,404,0,849,287,197,0,484,200,0,74,80,235,65,4,0,1,0,1,0,0,1,0,2,2,5,4,1,2,3,2,0,0,2,484
162,UCCHPRA.PA.BADAUR,617,542,0,1159,390,331,0,721,21,0,176,165,304,44,3,1,1,0,3,0,0,3,1,1,4,4,2,2,2,0,0,1,0,4,721
163,PRA.PA.JAVAIAN,283,265,0,548,187,175,0,362,57,0,81,142,92,20,0,1,3,1,0,1,0,2,1,1,6,3,1,3,0,2,2,0,0,0,362
164,"PRA.PA.KORAVN UTTARIBHAG",504,434,1,939,385,240,0,625,625,0,28,225,166,160,4,4,2,0,0,0,1,1,2,2,3,9,2,2,0,3,1,1,4,5,625
165,"PRA.PA.KORAVN UTTARIBHAG-1",456,393,0,849,293,211,0,504,500,0,13,185,217,75,1,2,1,0,0,1,1,0,0,2,4,0,0,0,0,1,0,0,0,1,504
166,"PRA.PA.KORAVN PRATHAMPURVI BHAG",441,335,0,776,282,191,0,473,36,0,21,102,160,168,2,2,1,0,0,0,1,1,2,0,6,1,1,2,1,0,0,0,0,2,473
167,"PRA.PA.KORAVN PRATHAM PU. BHAG-1",431,381,2,814,257,196,0,453,184,0,4,73,201,155,3,5,0,0,0,1,1,0,4,0,0,0,0,0,2,2,0,0,0,2,453
168,"GOPAL VI.I.KA.KORAV P.BHAG",470,395,0,865,289,243,0,532,304,0,29,138,126,204,2,2,4,0,2,1,0,1,1,3,2,4,3,0,1,2,1,1,1,4,532
169,"GOPAL VI.I.KA.KORAV P.M .BHAG",484,365,0,849,256,180,0,436,286,0,27,78,108,207,4,2,1,0,1,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,436
170,"GOPAL VI.I.KA.KORAV PU.BHAG",452,394,0,846,277,231,0,508,38,0,39,39,307,79,4,8,4,0,2,3,2,1,1,0,5,0,1,0,3,3,5,1,1,0,508
171,"GOPAL VI.I.KA.KORAV PU.BHAG-1",460,362,0,822,246,178,0,424,234,0,131,29,167,75,0,5,1,0,0,0,0,0,0,3,2,4,2,0,2,1,0,0,2,0,424
172,"GOPAL VI.I.KA.KORAV P.M .BHAG-1",504,356,0,860,284,172,0,456,22,0,35,66,195,140,4,4,1,2,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,1,456
173,"GOPAL VI.I.KA.KORAV P.M .BHAG-2",374,411,0,785,191,170,0,361,226,0,21,48,151,129,2,5,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,361
174,"GOPAL VI.I.KA.KORAV P.M .BHAG-3",812,688,1,1501,386,241,0,627,119,0,70,54,374,100,0,10,0,0,0,0,1,2,0,0,1,7,0,1,1,1,0,1,0,4,627
175,"PRA.PA.TATAVAN UTTRI BHAG",468,408,0,876,253,181,0,434,351,0,26,140,136,111,4,1,0,0,2,0,1,0,1,0,1,1,2,0,0,1,1,1,1,4,434
176,"PRA.PA.TATAVAN UTTRI BHAG-1",559,491,0,1050,309,218,0,527,351,0,30,93,261,47,1,4,1,2,1,2,64,2,1,2,1,4,1,1,1,2,1,0,2,3,527
177,"PRA.PA.TATAVAN D. BHAG",697,640,0,1337,435,437,0,872,814,0,300,136,201,138,5,6,2,3,0,5,1,0,1,4,5,17,11,8,7,12,4,1,1,4,872
178,"PRA.PA.SIKARO PU. BHAG",662,552,0,1214,345,202,0,547,500,0,91,119,221,76,2,6,0,1,2,0,0,0,1,1,2,8,1,3,7,2,1,0,0,3,547
179,"PRA.PA.SIKARO P. BHAG",639,559,0,1198,330,269,0,599,550,0,187,64,261,33,3,1,2,0,3,1,2,0,1,2,4,8,14,0,2,3,2,0,4,2,599
180,"PRA.PA.CHANDI P. BHAG",660,582,0,1242,416,259,0,675,154,0,68,122,340,78,2,15,11,2,3,5,1,0,4,2,3,8,0,0,1,3,4,0,1,2,675
181,"PRA.PA.CHANDI PU. BHAG",305,275,0,580,186,137,0,323,4,0,105,66,110,11,0,5,12,1,1,0,0,1,0,0,3,2,4,2,0,0,0,0,0,0,323
182,"PRA.PA. SEMRIHA",512,412,0,924,232,199,0,431,17,0,57,100,200,50,4,0,0,0,0,0,3,0,2,2,5,4,2,0,1,0,0,1,0,0,431
183,"CHAUDHRI JAGDEVPRASAD I.CA.TIKAR",906,765,0,1671,491,337,0,828,21,0,125,193,325,106,9,15,2,1,3,1,3,1,1,4,5,12,5,3,4,5,1,2,0,2,828
184,PRA.PA.NAIDHILAPAR,428,383,0,811,253,226,0,479,479,0,125,96,206,28,4,1,2,1,1,1,1,1,0,3,0,3,2,0,0,1,0,0,0,3,479
185,PRA.PA.MAJHIGVAN,850,709,0,1559,461,363,0,824,4,0,197,227,144,191,3,0,2,0,3,2,1,6,1,6,5,19,5,2,1,2,1,2,2,2,824
186,"PRA.PA.SEMRI JIRAUHA",523,480,0,1003,391,262,0,653,52,0,53,72,437,72,1,2,0,0,0,0,1,1,0,1,3,4,0,1,0,1,0,0,0,4,653
187,PRA.PA.DHIL,308,259,0,567,230,176,0,406,406,0,99,40,184,51,3,2,1,0,1,0,4,2,1,2,3,4,4,1,1,0,0,2,1,0,406
188,"PRA.PA. USHARI",376,328,0,704,257,201,0,458,115,0,79,72,275,12,1,2,0,0,0,2,2,1,0,0,1,2,1,1,4,2,0,0,0,1,458
189,"KANYA PA.NIVI D.BHAG",696,613,1,1310,397,281,0,678,111,0,98,79,303,141,4,7,0,2,2,5,2,1,3,5,3,6,1,1,2,6,1,0,3,3,678
190,PRA.PA.NIVI,758,644,0,1402,421,345,0,766,766,0,213,106,217,150,3,5,2,1,2,3,13,2,2,3,3,16,6,4,2,4,1,2,3,3,766
191,"PANCHAYAT BHAVAN DAITHAVAL",765,678,0,1443,496,397,0,893,496,0,247,216,271,90,3,2,0,3,3,4,2,9,5,4,7,16,3,3,2,1,1,1,0,0,893
192,PRA.PA.KOLSARA,553,516,0,1069,364,337,0,701,77,0,113,261,113,152,1,9,1,4,3,3,3,4,1,5,7,11,3,1,0,2,0,0,2,2,701
193,"PRA.PA.PATHARPUR KALA",389,346,0,735,272,229,0,501,20,0,96,138,52,192,9,0,1,0,1,0,1,0,2,1,0,3,1,0,1,3,0,0,0,0,501
194,"SIVJIYAVAN I.C.LEDHIYARI U.BHAG",474,384,0,858,316,180,0,496,50,0,15,201,171,72,2,8,1,1,1,8,0,1,1,0,3,3,0,2,1,0,0,0,1,4,496
195,"SIVJIYAVAN I.C.LEDHIYARI U.M.BHAG",429,368,1,798,225,153,0,378,301,0,21,139,139,57,5,2,0,1,1,0,0,0,1,1,0,3,1,0,1,1,0,1,0,4,378
196,"SIVJIYAVAN I.C.LEDHIYARI D.BHAG",773,652,0,1425,433,337,0,770,33,0,110,239,196,153,5,2,3,0,3,16,3,2,3,3,8,6,3,2,2,7,0,0,3,1,770
197,"SIVJIYAVAN I.C.LEDHIYARI D.M.BHAG",661,577,1,1239,362,323,0,685,300,0,262,87,247,40,1,2,5,0,0,1,5,0,1,2,5,7,3,1,3,3,1,3,2,4,685
198,PRA.PA.CHAILARI-KHOCHA,648,544,0,1192,389,292,0,681,81,0,157,229,156,74,3,3,2,0,4,1,2,2,3,4,5,9,7,6,1,2,2,0,0,9,681
199,"PRA.PA.DHIHI KHURD",702,627,0,1329,493,357,0,850,850,0,252,187,222,131,4,2,1,0,0,0,3,0,0,1,1,7,15,5,6,8,0,1,3,1,850
200,"UCCHPRA.VI. DEVARI",465,417,0,882,266,241,0,507,507,0,13,147,280,36,2,0,1,0,1,0,1,0,2,3,7,2,0,3,4,1,0,1,2,1,507
201,PRA.PA.BARAHA,523,432,0,955,293,275,0,568,16,0,89,217,159,63,4,3,1,0,2,2,0,1,1,0,2,1,9,1,4,1,2,1,3,2,568
202,"PRA.PA.KHIVLI KALA PU.BHAG",454,382,0,836,316,226,0,542,542,0,150,90,262,25,0,2,0,0,1,0,0,0,0,2,2,6,1,0,1,0,0,0,0,0,542
203,"PRA.PA.KHIVLI KALA P.BHAG",374,361,0,735,228,178,0,406,406,0,101,93,82,111,3,1,0,1,1,0,0,1,1,2,0,2,3,0,1,0,0,0,1,2,406
204,PRA.PA.BROKHARA,854,704,0,1558,530,410,0,940,14,0,157,173,385,180,2,6,1,2,2,2,1,2,3,3,4,7,4,2,1,0,1,0,0,2,940
205,PRA.PA.ARUVARI,769,669,0,1438,500,350,0,850,850,0,212,143,274,161,3,0,2,1,5,0,3,1,0,3,4,9,9,1,2,7,2,1,1,6,850
206,PRA.PA.DEIBANDH,757,699,0,1456,493,433,0,926,926,0,231,257,219,139,4,1,1,2,4,3,1,1,1,5,4,14,9,14,4,4,1,2,1,4,926
207,PRA.PA.BIRHA,582,488,0,1070,377,291,0,668,13,0,236,42,218,97,3,13,2,0,4,0,1,0,2,4,1,22,7,2,5,3,4,0,1,1,668
208,"PRA.PA.RTYORA KARPIYA PU.BHAG",352,331,0,683,224,170,0,394,394,0,26,38,170,143,4,3,0,0,0,0,1,1,0,1,0,5,0,2,0,0,0,0,0,0,394
209,"PRA.PA.RTYORA KARPIYA P.BHAG",743,650,1,1394,472,387,0,859,11,0,39,147,368,237,6,2,2,0,4,1,4,3,5,5,3,12,0,1,1,2,0,3,6,8,859
210,JU.HA.SCHOOL.KARPIYA,833,746,0,1579,420,369,0,789,787,0,25,265,220,213,5,16,1,3,1,1,1,1,2,6,5,12,1,1,3,1,1,2,1,2,789
211,"PRA.PA.BHAGESHAR U.BHAG",725,596,0,1321,378,287,0,665,543,0,145,58,270,130,7,2,12,1,2,2,3,1,4,3,6,11,2,0,1,0,0,1,1,3,665
212,"PRA.PA.BHAGESHAR D.BHAG",715,635,1,1351,368,257,0,625,22,0,199,21,249,92,3,3,3,2,6,2,3,2,0,1,3,17,2,2,2,2,0,1,1,9,625
213,"PRA.PA.BHAGESHAR M.BHAG",670,586,0,1256,382,201,0,583,580,0,110,65,236,101,3,1,6,3,2,5,3,1,1,1,0,11,6,5,5,4,2,1,3,8,583
214,PRA.PA.SAIMHA,504,464,0,968,335,251,0,586,57,0,99,127,280,36,3,8,1,1,1,2,4,5,1,2,2,5,0,0,2,4,0,2,0,1,586
215,PRA.PA.DARSHNI,631,540,0,1171,412,367,0,779,779,0,260,102,204,137,1,2,1,3,4,4,3,1,1,3,2,6,13,6,5,4,3,1,9,4,779
216,PRA.PA.BARANPUR,681,588,0,1269,475,404,0,879,6,0,90,276,329,109,8,2,6,0,4,2,4,2,5,9,8,10,0,5,1,2,0,2,1,4,879
217,"PRA.PA.PATHARTAL PU.BHAG",521,482,0,1003,371,311,0,682,13,0,127,173,228,89,2,5,11,1,1,1,3,1,6,2,5,13,3,3,1,1,2,1,2,1,682
218,"PRA.PA.PATHARTAL P.BHAG",510,399,0,909,289,206,0,495,495,0,55,72,211,97,2,10,6,2,2,1,4,1,7,2,2,7,3,4,2,3,0,0,1,1,495
219,"PRA.PA.BAIDAVARKALAU. BHAG",778,725,0,1503,503,401,0,904,400,0,123,76,577,69,4,4,15,1,0,1,3,1,6,2,1,9,4,1,1,2,0,1,1,2,904
220,"PRA.PA.BAIDAVARKALA D. BHAG",761,680,0,1441,422,315,0,737,737,0,78,142,283,172,7,5,4,2,1,4,3,2,2,5,1,6,3,0,0,4,3,1,3,6,737
221,PRA.PA.ULDA-GARAN-,547,439,0,986,293,210,0,503,54,0,57,53,198,123,2,13,6,1,4,15,1,0,1,5,0,6,1,1,2,3,2,1,2,6,503
222,"PRA.PA. MISHRPUR",479,437,0,916,334,285,0,619,7,0,227,37,233,71,3,3,0,0,3,6,3,1,4,3,3,15,5,0,0,0,2,0,0,0,619
223,"PRA.PA. BADHAVARI KALA",662,599,0,1261,386,281,0,667,110,0,145,63,281,70,0,10,0,0,3,38,2,2,4,6,7,12,6,0,2,7,2,0,2,5,667
224,PRA.PA.GAJADHARPUR,808,727,0,1535,499,457,0,956,956,0,58,324,438,51,3,8,4,1,2,8,2,1,4,12,4,10,2,5,6,4,4,0,1,4,956
225,"PRA.PA. KAPASI KALA",633,523,0,1156,413,313,0,726,12,0,69,127,257,174,5,5,5,0,5,14,3,5,5,6,5,16,3,1,5,8,1,0,1,6,726
226,PRA.PA.NATHUPUR,721,646,2,1369,461,397,0,858,858,0,219,180,230,82,10,7,3,6,8,5,9,4,4,5,7,17,9,3,7,12,5,4,5,17,858
227,PRA.PA.MADHO,634,568,0,1202,262,418,0,680,680,0,129,192,142,155,9,2,0,2,2,3,0,2,4,9,2,13,1,0,3,4,2,2,1,1,680
228,PRA.PA.GOBARI,699,601,0,1300,442,321,0,763,763,0,188,148,158,209,3,9,4,3,4,1,3,3,0,5,5,8,6,0,2,1,0,0,1,2,763
229,PRA.PA.KOILARIHA,368,307,1,676,242,165,0,407,402,0,77,47,105,150,2,3,0,0,0,1,0,0,3,3,4,6,1,2,0,0,0,0,2,1,407
230,"PRA.PA.KHAJURI KHURD",766,668,0,1434,470,413,0,883,283,0,219,122,355,98,2,11,1,2,9,2,0,2,4,6,1,14,8,1,6,11,3,2,0,4,883
231,"PRA.PA. PANCHAVAHN",438,388,0,826,283,202,0,485,59,0,117,40,230,18,1,12,1,1,2,1,1,3,2,2,3,7,11,3,18,3,3,2,1,3,485
232,"PRA.PA.KHAJURI KALA",491,393,0,884,262,198,0,460,260,0,174,47,83,94,3,18,2,1,5,4,1,4,2,3,2,7,6,0,1,0,1,1,1,0,460
233,"PRA.PA.KUKRAHATA PU.BHAG",816,680,0,1496,460,372,0,832,349,0,239,73,181,261,1,3,2,4,4,3,3,3,3,3,7,16,4,3,4,3,1,2,1,8,832
234,"PRA.PA.KUKRAHATA P.BHAG",287,240,0,527,157,136,0,293,16,0,29,109,55,81,2,0,1,0,1,1,0,0,1,0,1,8,1,2,0,0,0,0,1,0,293
235,PRA.PA.SIPAUVA,661,592,0,1253,414,395,0,809,400,0,35,187,277,222,6,3,3,4,3,1,6,6,6,12,6,6,1,4,4,10,2,1,0,4,809
236,"PRA.PA.AMILIYAPAL P. BHAG",476,390,0,866,310,263,0,573,573,0,227,17,97,178,6,5,4,3,2,2,3,3,4,4,3,2,2,1,1,2,2,1,2,2,573
237,"PRA.PA.AMILIYAPAL PU . BHAG",424,398,0,822,250,228,0,478,55,0,132,55,85,163,3,1,2,3,1,2,1,4,4,2,3,3,4,0,0,4,1,0,4,1,478
238,"PRA.PA.GADHA PU.BHAG",536,464,0,1000,332,249,0,581,581,0,107,41,313,70,0,11,6,2,1,0,0,2,4,10,3,9,0,0,0,1,1,0,0,0,581
239,"PRA.PA.GADHA P.BHAG",543,480,0,1023,355,229,0,584,8,0,149,46,292,46,5,6,1,1,0,0,0,2,1,4,4,13,2,0,3,2,1,2,0,4,584
240,PRA.PA.BASH,270,213,0,483,160,132,0,292,260,0,21,24,147,40,4,8,1,1,0,0,1,2,0,8,6,4,3,2,1,5,1,4,4,5,292
241,"PANCHAYANBHAVAN LAKHANPUR",379,302,0,681,208,147,0,355,162,0,9,94,101,128,4,4,0,0,1,0,1,1,1,0,3,2,0,0,1,2,0,1,1,1,355
242,PRA.PA.LAUVAKONA,491,442,0,933,318,215,0,533,531,0,86,73,227,117,1,0,0,1,0,0,0,0,1,2,4,9,4,3,1,1,1,0,0,2,533
243,PRA.PA.HARDIHA,578,449,0,1027,326,241,0,567,300,0,87,36,346,51,4,6,2,1,3,0,1,0,0,5,4,9,2,1,0,4,0,0,1,4,567
244,PRA.PA.BRAUHA,555,460,0,1015,328,231,0,559,12,0,78,29,364,55,2,3,0,0,0,2,0,1,6,1,1,7,2,0,3,0,1,2,1,1,559
245,PRA.PA.BHOGAN,616,553,0,1169,440,310,0,750,400,0,235,58,381,16,1,7,2,1,5,0,1,3,2,2,3,18,5,0,5,3,2,0,0,0,750
246,"PRA.PA.TUDHIYAR PU.BHAG",510,431,0,941,270,185,0,455,13,0,18,118,254,38,1,3,1,0,0,0,2,0,2,3,1,2,4,2,0,2,0,0,1,3,455
247,"PRA.PA.TUDHIYAR P.BHAG",449,384,0,833,274,193,0,467,465,0,95,20,324,3,3,1,0,0,2,0,1,0,2,2,0,9,2,0,0,1,0,1,0,1,467
248,"PRA.PA. CHIRAVN",854,706,0,1560,505,276,0,781,11,0,193,132,359,43,3,5,2,1,4,1,3,0,2,4,1,12,3,3,2,4,0,0,0,4,781
249,"PRA.PA.CHANDA PUR",730,592,0,1322,481,335,0,816,816,0,339,21,301,88,0,2,0,0,6,1,3,0,1,6,3,8,12,2,5,9,1,1,4,3,816
250,"PRA.PA.MAN PUR",690,546,0,1236,357,308,0,665,225,0,41,41,218,325,7,3,0,1,3,1,0,1,5,1,1,5,0,1,0,5,4,1,1,0,665
251,PRA.PA.BHAVANIPUR,809,619,0,1428,387,293,0,680,624,0,129,26,301,108,6,5,2,2,2,2,5,3,8,16,7,10,6,6,5,11,7,1,4,8,680
252,PRA.PA.HANDIA,534,458,0,992,321,293,0,614,314,0,127,128,38,231,7,4,2,1,2,0,2,1,0,0,2,13,10,9,4,19,3,4,2,5,614
253,"JU.HA.SCHOOL HARDAUN",485,402,0,887,308,246,0,554,466,0,111,187,144,74,3,3,3,0,1,2,2,2,1,1,3,7,0,2,0,2,1,2,0,3,554
254,PRA.PA.CHHAPAR,302,254,0,556,194,182,0,376,376,0,74,69,70,139,0,2,0,0,4,0,0,0,5,1,2,6,1,0,1,1,1,0,0,0,376
255,JU.HA.SCHOOL.BADHOKHAR,861,727,2,1590,478,377,0,855,855,0,39,85,362,277,7,3,2,4,2,2,4,5,2,1,6,10,3,3,3,16,0,5,3,11,855
256,"PRA.PA.BDHOKHARAPURANI IMARAT PU BHAG",526,435,0,961,321,222,0,543,541,0,13,147,172,151,4,7,2,1,2,1,2,6,7,2,3,7,1,5,2,4,1,2,0,1,543
257,"PRA.PA.BADHOKHARPURANIIMARAT P.BHAG",515,369,0,884,266,162,0,428,424,0,16,96,101,174,8,1,1,1,1,0,3,2,5,1,2,5,0,2,2,3,0,2,1,1,428
258,"PRA.PA.BADHOKHAR NAI IMARAT PU.BHAG",796,642,0,1438,446,314,0,760,760,0,151,85,387,73,1,3,7,2,1,7,2,3,5,5,2,7,2,2,3,6,1,1,3,1,760
259,"PRA.PA.BDHOKHARANAI IMARAT P. BHAG",925,701,0,1626,507,250,0,757,200,0,60,35,437,149,4,3,0,2,3,0,1,2,5,7,3,6,2,2,11,10,2,2,3,8,757
260,PRA.PA.BASAHA-BDHOKHAR,500,409,0,909,319,208,0,527,312,0,183,25,154,96,2,4,1,3,2,2,11,2,5,2,2,17,7,2,1,1,1,1,1,2,527
261,PRA.PA.GADHIYAMURLIPUR,666,558,0,1224,403,313,0,716,715,0,130,115,254,164,8,4,0,0,4,1,1,5,2,2,0,5,2,0,5,2,2,2,3,5,716
262,PRA.PA.LAKHAPUR-PAITIHA,746,627,0,1373,365,278,0,643,52,0,92,62,319,100,4,8,3,4,4,5,7,3,2,8,4,8,1,0,1,3,2,2,0,1,643
263,"PRA.PA.PAITIHA D. BHAG",457,379,0,836,271,224,0,495,120,0,97,98,153,76,4,2,0,1,10,3,1,3,4,7,3,13,3,2,1,4,2,1,3,4,495
264,"PRA.PA.PAITIHA PU.. BHAG",422,338,0,760,235,167,0,402,402,0,144,56,127,46,4,0,0,2,1,0,1,1,0,2,5,7,1,0,0,1,1,1,1,1,402
265,PRA.PA.BALAPUR,301,269,0,570,211,146,0,357,31,0,133,27,147,16,3,2,1,1,0,0,3,0,1,0,0,3,8,1,5,3,1,0,1,1,357
266,PRA.PA.BANSHIPUR,533,443,0,976,268,218,0,486,10,0,164,23,159,97,1,1,2,2,6,6,0,0,1,1,5,7,2,0,3,0,1,0,1,4,486
267,"ADYAPRASADI.C. DHUAS",458,409,0,867,259,225,0,484,484,0,80,93,186,88,2,2,4,0,1,2,4,0,1,2,3,3,2,2,4,2,0,0,3,0,484
268,PRA.PA.NEVDHIYAPAL,713,622,0,1335,410,312,0,722,17,0,284,93,181,53,3,5,5,3,1,1,8,3,4,7,5,14,13,4,8,9,3,1,5,9,722
269,"PRA.PA.SANSARPUR PU.BHAG",621,474,0,1095,375,293,0,668,668,0,110,28,333,149,1,3,1,3,3,0,4,1,2,9,1,8,4,0,2,2,0,0,2,2,668
270,"PRA.PA.SANSARPUR P.BHAG",660,596,0,1256,387,314,0,701,69,0,261,93,184,101,5,3,1,2,3,7,3,1,3,2,6,7,8,0,3,5,1,0,0,2,701
271,"PRA.PA.BADAUVA KALA",617,559,0,1176,448,295,0,743,11,0,162,140,380,47,1,0,0,0,2,1,2,0,1,0,0,2,0,1,1,3,0,0,0,0,743
272,"JU.HA.SCHOOL MHULIPAL U.BHAG",700,597,0,1297,382,319,0,701,8,0,124,19,292,170,7,2,2,4,3,2,8,1,6,11,7,15,2,1,2,11,2,0,2,8,701
273,"JU.HA.SCHOOL MHULIPAL D.BHAG",701,563,0,1264,382,253,0,635,115,0,106,36,279,162,9,2,1,2,0,3,1,2,2,1,2,8,2,2,2,3,2,1,4,3,635
274,"JU.HA.SCHOOL MHULIPAL M.BHAG",798,604,0,1402,440,283,0,723,723,0,153,49,269,168,4,3,3,0,2,47,4,1,1,1,4,5,3,1,1,3,0,1,0,0,723
275,PRA.PA.ALHAVA,511,474,0,985,348,279,0,627,627,0,21,11,238,310,6,1,1,0,1,2,3,2,2,3,0,5,2,0,6,6,2,0,5,0,627
276,"PRA.PA.PIYARI U.BHAG",432,380,0,812,299,245,0,544,4,0,187,22,184,71,1,2,0,0,5,6,3,3,5,6,6,16,8,1,5,2,1,1,3,6,544
277,"PRA.PA.PIYARI D.BHAG",433,342,0,775,273,180,0,453,450,0,123,23,108,149,5,1,2,1,2,1,0,1,0,1,6,8,10,2,2,1,1,1,3,2,453
