"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NEERAJ SHEKHAR","2 - BHARAT SINGH","3 - VIRENDRA KUMAR PATHAK","4 - SUDHA RAI","5 - AFZAL ANSARI","6 - AVADHESH VERMA","7 - COL RETD. BHARAT SINGH SHAURYA CHAKRA","8 - MANNU YADAV","9 - RAMJI","10 - RAMROOP","11 - SUCHIT GOND","12 - BHOLA NATH","13 - MANISH","14 - MANOJ","15 - SHESHNATH","16 - None of the Above","Total Votes Secured"
167,"PANCHAYAT BHAWAN RAMPUR",612,459,0,1071,310,230,0,540,540,0,173,185,122,12,17,2,2,0,0,1,0,3,4,6,1,12,540
168,"P.P. RAMPUR",512,453,0,965,250,200,0,450,450,0,180,199,40,2,4,0,0,0,0,0,1,2,7,6,3,6,450
169,"JUNIOR HIGH SCHOOL DOKATI NORTH",808,684,0,1492,402,364,0,766,766,0,164,325,84,5,139,2,4,4,1,9,3,2,4,7,3,10,766
170,"JUNIOR HIGH SCHOOL DOKATI SOUTH",690,601,0,1291,309,234,0,543,543,0,117,340,33,6,17,2,1,1,1,0,1,2,3,4,1,14,543
171,"P.P. MURALICHHAPARA NORTH",460,355,0,815,243,172,0,415,415,0,259,71,48,0,10,0,0,0,0,1,1,3,2,6,6,8,415
172,"P.P. MURALICHHAPARA SOUTH",398,332,0,730,148,160,0,308,308,0,85,164,3,0,37,1,2,0,1,5,1,0,1,4,3,1,308
173,"M.G.I.C. DALANCHHAPARA NORTH-1",803,655,0,1458,380,207,0,587,587,0,477,61,19,6,0,1,2,0,1,1,0,1,0,2,9,7,587
174,"M.G.I.C. DALANCHHAPARA NORTH-2",624,475,0,1099,260,205,0,465,465,0,125,213,93,9,1,12,2,1,0,1,0,0,0,6,2,0,465
175,"M.G.I.C. DALACHHAPARA SOUTH-1",745,591,0,1336,323,234,0,557,557,0,124,306,87,8,7,8,1,1,0,1,0,0,3,3,2,6,557
176,"M.G.I.C. DALANCHHAPARA DALANCHHAPARA SOUTH-2",766,594,0,1360,350,277,0,627,627,0,212,270,39,3,67,4,3,0,3,1,2,1,6,6,3,7,627
177,"P.P. DALANCHHAPARA N0-2",543,462,0,1005,277,235,0,512,512,0,114,97,258,6,10,3,1,1,1,1,0,2,3,6,1,8,512
178,"P.P. MANIRAI KA DERA",742,524,0,1266,450,331,0,781,781,0,441,325,8,2,1,1,0,1,0,0,0,0,0,1,0,1,781
179,"P.P. KARANCHHAPARA EAST",317,255,0,572,116,93,0,209,209,0,60,138,0,0,0,0,2,1,0,0,1,0,1,3,2,1,209
180,"P.P. KARANCHHAPARA MIDDLE -1",432,327,1,760,175,144,0,319,319,0,66,227,9,1,1,0,0,1,2,0,0,2,3,3,3,1,319
181,"P.P. KARANCHHAPARA MIDDLE-2",354,273,0,627,148,108,0,256,256,0,36,195,13,2,0,0,2,0,0,0,0,0,2,3,3,0,256
182,"P.P. KARANCHHAPARA WEST",477,365,0,842,187,164,0,351,351,0,63,271,7,2,0,0,0,0,0,0,0,0,2,4,1,1,351
183,"P.P. KARANCHHAPARA N0-2 NORTH",354,269,0,623,128,108,0,236,236,0,37,192,3,0,0,0,0,0,0,0,0,0,1,2,1,0,236
184,"P.P. KARANCHHAPARA N0-2 SOUTH",493,405,0,898,187,177,0,364,364,0,65,162,132,1,0,0,0,0,0,0,0,0,1,1,2,0,364
185,"P.P. DHATURI TOLA NORTH",424,352,0,776,205,170,0,375,375,0,67,292,2,1,1,0,0,0,0,0,0,0,4,2,3,3,375
186,"P.P. DHATURI TOLA SOUTH",406,288,0,694,202,108,0,310,310,0,31,240,32,0,0,0,1,0,0,0,1,0,0,2,3,0,310
187,"P.P. KAKAN TOLA",629,526,0,1155,393,314,0,707,707,0,102,565,23,7,0,0,0,0,0,0,0,0,2,2,2,4,707
188,"P.P. SONAKIBHAT NORTH",418,329,0,747,188,142,0,330,330,0,93,190,33,5,5,0,0,0,0,1,0,0,1,0,1,1,330
189,"P.P. SONAKIBHAT SOUTH",306,285,0,591,150,166,0,316,316,0,36,101,138,7,18,1,0,1,1,0,0,2,3,4,2,2,316
190,"PANCHAYAT BHAWAN SUKRAULI",471,404,0,875,282,301,0,583,583,0,314,253,3,1,0,0,0,0,0,0,0,0,1,2,5,4,583
191,"P.P. SUKRAULI",570,431,0,1001,360,261,0,621,621,0,434,144,22,0,17,0,1,0,0,0,0,0,0,2,0,1,621
192,"P.P. SHRIPATIPUR NORTH",454,411,0,865,185,204,0,389,389,0,139,105,59,1,46,0,5,3,3,20,1,0,1,2,1,3,389
193,"P.P. SHRIPATIPUR SOUTH",398,365,0,763,174,168,0,342,342,0,55,129,53,5,72,3,1,0,1,7,0,2,4,1,8,1,342
194,"P.P. SHIVPUR NAURANGA EAST",682,470,0,1152,275,175,0,450,450,0,57,341,15,5,15,1,3,0,0,0,0,0,2,4,4,3,450
195,"P.P. SHIVPUR NAURANGA MIDDLE",522,368,0,890,208,158,0,366,366,0,104,205,41,1,1,0,0,0,0,1,0,1,2,6,2,2,366
196,"P.P. SHIVPUR NAURANGA WEST",653,565,0,1218,332,230,0,562,562,0,87,349,93,17,3,1,0,0,2,0,0,3,1,4,1,1,562
197,"P.P. SAWAN CHHAPARA EAST",551,404,0,955,262,207,0,469,469,0,177,153,41,12,61,1,9,2,0,1,0,2,3,4,3,0,469
198,"PANCHAYAT BHAWAN BHOJAPUR",632,464,0,1096,322,320,0,642,642,0,156,403,42,21,3,3,5,0,0,0,0,0,4,1,2,2,642
199,"A.J.V.KRIPLANI INTER COLLAGE JAMALPUR EAST",853,696,0,1549,361,307,0,668,668,0,108,278,234,8,23,1,0,1,2,1,2,2,0,3,2,3,668
200,"A.J.V.KRIPLANI INTER COLLAGE JAMALPUR WEST",486,346,0,832,194,144,0,338,338,0,39,216,69,2,5,0,1,0,0,0,0,0,0,3,2,1,338
201,"A.J.V.KRIPLANI INTER COLLAGE JAMALPUR MIDDLE",498,425,0,923,213,203,0,416,416,0,54,174,161,8,2,0,1,0,0,0,0,1,2,9,2,2,416
202,"P.P. CHAKIA NORTH",590,555,0,1145,296,267,0,563,563,0,146,250,117,6,8,0,3,0,1,0,4,1,1,7,7,12,563
203,"P.P. CHAKIA MIDDLE",764,655,0,1419,320,295,0,615,615,0,180,290,94,5,16,2,1,0,1,2,0,0,4,7,5,8,615
204,"P.P. CHAKIA SOUTH",268,230,0,498,107,101,0,208,208,0,43,127,4,0,31,0,0,0,0,0,0,0,0,2,1,0,208
205,"P.P. CHAKGIRDHAR WEST",574,424,0,998,326,205,0,531,531,0,119,275,84,15,22,0,3,0,1,0,0,1,1,4,1,5,531
206,"P.P. CHAKGIRDHAR EAST",510,359,0,869,225,245,0,470,470,0,93,159,98,6,90,1,5,0,1,0,2,0,4,7,2,2,470
207,"JUNIOR HIGH SCHOOL KARMAPUR WEST",673,542,0,1215,355,280,0,635,635,0,185,304,46,11,54,2,4,0,2,0,2,6,4,7,8,0,635
208,"JUNIOR HIGH SCHOOL KARMAPUR EAST",494,474,0,968,221,181,0,402,402,0,114,200,35,3,37,2,2,0,0,1,0,2,2,1,3,0,402
209,"P.P. SABALPUR",349,315,0,664,177,133,0,310,310,0,198,45,25,1,27,0,0,0,0,0,3,1,1,4,1,4,310
210,"JUNIOR HIGH SCHOOL TALIBPUR EAST",669,535,0,1204,311,286,0,597,597,0,71,400,83,5,16,0,1,1,0,0,12,0,1,5,1,1,597
211,"JUNIOR HIGH SCHOOL TALIBPUR WEST",697,594,0,1291,320,230,0,550,550,0,78,285,137,3,6,4,1,0,1,5,0,3,10,11,2,4,550
212,"AMAR SHAHID KAUSHAL KUMAR VIDHYALAY NARAYANGAR WEST",432,313,0,745,156,137,0,293,293,0,48,206,12,8,4,0,2,0,0,0,0,0,1,5,2,5,293
213,"AMAR SHAHID KAUSHAL KUMAR VIDHYALAY NARAYANGAR MIDDLE",457,309,0,766,198,155,0,353,353,0,15,205,112,4,3,0,2,0,1,2,1,0,0,5,2,1,353
214,"AMAR SHAHID KAUSHAL KUMAR VIDHYALAY NARAYANGAR MIDDLE",594,419,0,1013,255,187,0,442,442,0,139,254,28,1,2,0,0,1,0,0,1,0,2,2,5,7,442
215,"P.P. DUKHAHARAN GIRI KE MADHIA",784,631,0,1415,401,285,0,686,686,0,180,417,59,4,5,3,3,0,0,1,0,1,5,5,0,3,686
216,"P.P. SHRINAGAR N0-1 EAST",805,689,0,1494,353,269,0,622,622,0,333,168,80,3,11,1,1,1,1,2,0,2,1,6,2,10,622
217,"P.P. SHRINAGAR N0-1 MIDDLE",634,563,0,1197,311,219,0,530,530,0,150,337,17,4,4,0,0,1,0,0,0,4,3,1,1,8,530
218,"P.P. SHRINAGAR N0-1 WEST",640,531,0,1171,320,249,0,569,569,0,238,241,37,13,11,2,1,0,0,5,1,2,7,5,2,4,569
219,"P.P. SHRINAGAR N0-2 EAST",685,543,0,1228,304,239,0,543,543,0,104,374,25,16,8,1,1,0,2,0,1,0,2,5,2,2,543
220,"P.P. SHRINAGAR N0-2 WEST",616,495,0,1111,294,187,0,481,481,0,60,216,156,9,10,0,3,1,0,0,0,0,7,9,3,7,481
221,"P.P. DALANCHHAPARA NORTH",727,528,0,1255,397,177,0,574,574,0,175,315,63,10,1,1,2,0,0,0,0,1,1,1,1,3,574
222,"P.P. DALANCHHAPARA SOUTH",665,516,0,1181,298,273,0,571,571,0,281,245,17,1,1,0,0,0,0,0,0,1,7,7,2,9,571
223,"P.P. SHRINAGAR NAI BASTI",447,313,0,760,232,212,0,444,444,0,70,198,139,2,8,0,0,0,0,1,1,6,6,4,4,5,444
224,"P.P. HANUMANGANJ",475,384,0,859,310,232,0,542,542,0,255,168,80,1,28,0,0,1,0,2,1,1,0,1,2,2,542
225,"P.P. DURJANPUR EAST",556,475,0,1031,259,235,0,494,494,0,28,253,172,6,3,5,4,0,0,0,13,0,2,3,2,3,494
226,"P.P. DURAJANPUR MIDDLE",565,472,0,1037,244,237,0,481,481,0,121,220,82,3,11,4,5,1,1,1,8,0,5,8,4,7,481
227,"P.P. DURAJANPUR WEST",649,501,0,1150,247,220,0,467,467,0,53,191,192,3,2,0,1,0,1,1,9,3,5,2,2,2,467
228,"JUNIOR HIGH SCHOOL ADARSH NAGAR HEWANTPUR EAST",673,538,0,1211,294,260,0,554,554,0,79,150,252,10,25,2,5,0,2,2,0,1,3,9,3,11,554
229,"JUNIOR HIGH SCHOOL ADARSH NAGAR HEWANTPUR WEST",562,465,0,1027,268,178,0,446,446,0,143,180,58,10,25,3,0,0,0,2,2,0,5,6,5,7,446
230,"P.P. SUREMANPUR EAST",554,387,0,941,244,124,0,368,368,0,73,134,141,10,1,0,0,0,0,0,1,0,0,3,1,4,368
231,"P.P. SUREMANPUR WEST",614,486,0,1100,304,188,0,492,492,0,210,178,50,7,7,2,1,0,1,1,2,1,9,10,1,12,492
232,"PANCHAYAT BHAWAN MADHUBANI",826,607,0,1433,376,249,0,625,625,0,158,175,121,4,141,1,0,1,0,8,2,3,7,1,2,1,625
233,"P.P. MADHUBANI NORTH",761,566,0,1327,345,222,0,567,567,0,96,283,116,8,43,2,2,1,1,2,0,3,2,2,2,4,567
234,"P.P. MADHUBANI MIDDLE",491,356,0,847,237,150,0,387,387,0,61,187,50,3,59,1,0,0,0,1,8,3,3,6,2,3,387
235,"P.P. MADHUBANI SOUTH",370,286,0,656,192,140,0,332,332,0,31,177,34,5,77,1,1,0,0,2,0,2,1,0,0,1,332
236,"DR. BHIMRAO AMBEDKAR GANDHI CHABUTARA MADHUBANI",706,533,0,1239,335,255,0,590,590,0,198,152,160,13,31,5,2,2,1,4,1,1,6,5,5,4,590
237,"P.P. BAIJNATHPUR",633,495,0,1128,338,244,0,582,582,0,303,187,25,8,38,2,1,0,0,1,2,2,2,2,3,6,582
238,"JUNIOR HIGH SCHOOL MANGAR",652,514,0,1166,395,244,0,639,639,0,319,159,12,3,87,3,0,0,2,28,5,1,4,3,1,12,639
239,"P.P. SHIVAL",564,494,0,1058,328,279,0,607,607,0,253,164,25,1,133,1,3,0,0,10,2,3,2,3,6,1,607
240,"P.P. UPADHAYAYPUR",571,425,0,996,308,215,0,523,523,0,149,197,103,7,40,1,0,0,1,1,2,1,3,6,3,9,523
241,"P.P. CHAICHHAPARA NORTH",626,502,0,1128,300,249,0,549,549,0,113,148,41,8,205,1,2,0,2,6,8,1,8,1,1,4,549
242,"P.P. CHAICHHAPARA SOUTH",700,510,0,1210,315,234,0,549,549,0,277,111,31,4,78,4,3,1,1,9,3,3,3,7,1,13,549
243,"P.P. GONHIYACHHAPARA NORTH",703,485,0,1188,347,195,0,542,542,0,25,470,16,4,0,0,0,0,3,1,1,0,4,11,1,6,542
244,"P.P. GONHIYACHHAPARA SOUTH",771,511,0,1282,387,230,0,617,617,0,48,454,70,5,12,1,0,0,4,1,0,2,3,7,4,6,617
245,"P.P. VISHUNPURA",628,449,0,1077,325,203,0,528,528,0,194,190,93,2,18,2,2,0,2,4,1,2,4,5,4,5,528
246,"P.P. VISHUNPURA MIDDLE",276,236,0,512,168,116,0,284,284,0,7,244,8,1,4,0,0,0,0,4,1,1,6,6,0,2,284
247,"P.P. ADHISIJHUA",511,386,0,897,327,211,0,538,538,0,326,113,22,7,51,0,1,1,0,5,1,3,1,3,1,3,538
248,"P.P. BHIKHACHHAPARA EAST",541,445,0,986,269,238,0,507,507,0,172,239,53,2,22,2,3,1,1,0,1,0,0,4,1,6,507
249,"P.P.BHIKACHHAPARA WEST",514,400,0,914,266,202,0,468,468,0,66,230,125,3,23,0,3,0,0,1,0,2,7,5,0,3,468
250,"SUDISHATPURI M.V. RANIGANJ WEST",800,656,0,1456,483,391,0,874,874,0,166,498,58,6,103,1,0,1,1,2,0,2,3,10,11,12,874
251,"SUDISHATPURI M.V. RANIGANJ EAST",281,225,0,506,182,135,0,317,317,0,25,217,7,1,54,1,1,0,2,0,0,1,0,6,1,1,317
252,"P.P. BAIJNATHCHHAPARA WEST",694,490,0,1184,358,276,0,634,634,0,130,249,193,10,8,1,2,2,0,0,1,5,11,12,2,8,634
253,"P.P. RANIGANJ WEST",507,411,0,918,264,175,0,439,439,0,49,248,79,6,42,8,0,0,0,1,0,0,1,1,3,1,439
254,"P.P. JHANDA BHARATI KE MATHIA",426,333,0,759,249,206,0,455,455,0,249,151,28,9,4,0,1,0,0,0,1,1,1,4,3,3,455
255,"P.P. RANIGANJ BAZAR",439,353,0,792,317,196,0,513,513,0,41,355,7,9,86,3,1,0,0,3,1,0,1,1,1,4,513
256,"P.P. RANIGANJ BAZAR",432,296,0,728,235,148,0,383,383,0,20,321,2,1,28,0,1,0,0,1,0,2,3,0,0,4,383
257,"P.P. RANIGANJ MIDDLE",733,533,0,1266,428,237,0,665,665,0,43,492,65,10,41,0,5,1,1,1,0,0,1,0,3,2,665
258,"P.P. BHARATCHHAPARA",565,454,0,1019,378,272,0,650,650,0,92,397,47,1,90,2,4,0,0,4,0,1,3,3,3,3,650
259,"P.P. BIN KE TOLA SATHIT KOTVA",200,187,0,387,131,120,0,251,251,0,13,143,54,4,21,0,1,0,0,0,0,1,4,8,1,1,251
260,"JUNIOR HIGH SCHOOL MIRJAPUR",702,516,0,1218,395,266,0,661,661,0,151,246,93,26,80,11,28,2,0,5,6,1,4,4,1,3,661
261,"P.P. MIRJAPUR",300,263,0,563,187,133,0,320,320,0,15,184,52,3,16,2,36,0,0,0,0,0,7,4,1,0,320
262,"BABA LAXMAN DAS I.C. BAIRIA NORTH",492,408,0,900,284,188,0,472,472,0,48,326,25,6,35,0,5,0,0,3,3,1,4,4,3,9,472
263,"BABA LAXMAN DAS I.C. BAIRIA SOUTH",611,474,0,1085,326,243,0,569,569,0,121,320,44,6,52,2,5,0,1,2,2,1,5,7,1,0,569
264,"BABA LAXMAN DAS I.C. BAIRIA WEST",507,349,0,856,220,164,0,384,384,0,68,211,13,7,76,0,1,0,0,0,1,1,2,4,0,0,384
265,"BABA LAXMAN DAS I.C. BAIRIA EAST",457,322,0,779,238,151,0,389,389,0,77,162,12,5,113,3,1,0,2,1,1,1,0,5,2,4,389
266,"BABA LAXMAN DAS I.C. BAIRIA EAST",807,610,0,1417,391,293,0,684,684,0,119,363,55,15,109,3,4,0,0,1,0,1,1,4,2,7,684
267,"JUNIOR HIGH SCHOOL BAIRIA WEST",764,621,0,1385,421,292,0,713,713,0,241,202,153,19,40,4,2,2,0,1,2,7,8,6,10,16,713
268,"JUNIOR HIGH SCHOOL BAIRIA MIDDLE",452,350,0,802,250,215,0,465,465,0,172,154,34,5,75,2,1,0,0,3,1,2,5,2,3,6,465
269,"JUNIOR HIGH SCHOOL BAIRIA MIDDLE",528,347,0,875,350,138,0,488,488,0,104,215,60,10,77,1,1,1,0,9,0,1,2,4,0,3,488
270,"JUNIOR HIGH SCHOOL EAST",664,451,0,1115,378,292,0,670,670,0,53,98,439,15,17,4,5,2,1,2,0,4,9,5,5,11,670
271,"JUNIOR HIGH SCHOOL EAST",385,271,0,656,187,137,0,324,324,0,75,160,43,10,11,1,4,1,0,1,1,1,1,2,5,8,324
272,"P.P. MISHRA KE MATHIA BAIRIA EAST",633,448,0,1081,350,257,0,607,607,0,131,221,106,4,86,0,3,3,1,5,3,4,10,8,7,15,607
273,"P.P. MISHRA KE MATHIA BAIRIA WEST",682,513,0,1195,418,273,0,691,691,0,257,197,124,6,77,0,1,0,1,4,2,1,3,5,2,11,691
274,"P.P. BAIRIA WEST",688,502,0,1190,328,181,0,509,509,0,125,273,55,17,15,1,3,1,1,2,1,1,4,3,2,5,509
275,"P.P. BAIRIA EAST",673,534,0,1207,247,200,0,447,447,0,85,215,126,2,7,1,1,1,0,1,0,1,0,1,2,4,447
276,"P.P. JAGDEVA GAO SABHA BAIRIA WEST",591,456,0,1047,250,196,0,446,446,0,104,70,233,2,14,1,0,0,0,2,4,0,1,5,3,7,446
277,"P.P. JAGDEVA GAO SABHA BAIRIA WEST-1",350,252,0,602,161,130,0,291,291,0,177,73,5,1,18,0,0,1,0,1,1,1,2,3,1,7,291
278,"P.P. JAGDEVA GAO SABHA BAIRIA EAST",647,467,0,1114,280,200,0,480,480,0,238,121,74,6,25,2,1,0,1,1,1,0,2,4,1,3,480
279,"P.P. IBRAHIMABAD UPARWAR EAST",238,203,0,441,114,69,0,183,183,0,74,66,23,2,5,0,3,0,0,1,0,0,0,2,3,4,183
280,"P.P. IBRAHIMABAD UPARWAR MIDDLE",886,665,0,1551,432,320,0,752,752,0,220,435,41,13,7,2,5,0,0,1,5,2,4,5,3,9,752
281,"P.P. IBRAHIMABAD UPRAWAR WEST",588,475,1,1064,263,218,0,481,481,0,148,252,42,9,5,0,0,1,0,2,1,2,0,8,5,6,481
282,"P.P. MUJ KE DERA SATHIT IBRAHIMABAD UPARWAR",728,564,0,1292,339,262,0,601,601,0,245,72,217,16,8,0,3,0,3,8,5,4,3,6,0,11,601
283,"P.P. NEKARAI N0-1",451,291,0,742,307,223,0,530,530,0,37,475,8,1,0,0,0,0,0,0,0,1,0,2,2,4,530
284,"P.P. NEKARAI N0-2",503,389,0,892,238,173,0,411,411,0,120,214,50,3,1,1,1,0,0,0,3,2,3,5,2,6,411
285,"JUNIOR HIGH SCHOOL SHOBHA CHHAPARA WEST",677,524,0,1201,310,232,0,542,542,0,147,348,16,3,10,1,7,0,0,0,1,0,0,1,2,6,542
286,"JUNIOR HIGH SCHOOL SHOBHA CHHAPARA EAST",919,694,1,1614,365,314,0,679,679,0,255,286,97,2,5,1,4,0,1,1,1,4,6,6,4,6,679
287,"P.P. MATHDHAJJU GIRI",572,450,0,1022,260,230,0,490,490,0,144,55,257,10,1,0,0,0,1,2,0,0,5,8,1,6,490
288,"P.P. NARHARIPURI WEST",371,314,0,685,199,168,0,367,367,0,111,249,0,0,0,0,2,0,0,0,0,1,0,2,1,1,367
289,"P.P. NARAHARIPURI EAST",630,436,0,1066,307,217,0,524,524,0,280,96,132,1,2,1,0,1,1,0,1,0,2,2,3,2,524
290,"P.P. TOLA SHIVAN RAI WEST",887,596,0,1483,444,296,0,740,740,0,290,315,46,37,24,1,0,0,1,3,2,1,1,7,4,8,740
291,"P.P. TOAL SHIVANRAI EAST",772,630,0,1402,384,282,0,666,666,0,364,217,29,10,15,2,4,0,0,2,0,3,4,7,3,6,666
292,"P.P. FAKARU RAI KE TOLA WEST",497,365,0,862,194,148,0,342,342,0,153,117,51,14,3,1,0,0,0,0,0,1,0,2,0,0,342
293,"P.P. FAKARU RAI KE TOLA EAST",506,350,0,856,148,155,0,303,303,0,41,179,70,2,4,0,2,0,0,1,0,0,1,2,0,1,303
294,"P.P. SONBARASA EAST",776,554,0,1330,348,299,0,647,647,0,172,259,113,8,65,1,1,0,1,1,0,1,7,4,5,9,647
295,"P.P. SONBARASA MIDDLE",590,485,0,1075,276,225,0,501,501,0,79,330,68,4,8,2,4,1,0,0,0,0,2,0,3,0,501
296,"P.P. SONBARASA WEST",553,473,0,1026,272,221,0,493,493,0,142,221,102,3,2,0,4,0,0,2,2,0,0,3,1,11,493
297,"P.P. PRITAMCHHAPARA WEST",620,437,0,1057,251,168,0,419,419,0,86,100,209,7,1,0,1,0,0,0,4,2,2,1,1,5,419
298,"P.P. PRITAMCHHAPARA EAST",608,431,0,1039,249,192,0,441,441,0,141,119,166,4,1,0,1,0,1,1,0,1,0,1,3,2,441
299,"P.P. RAMNAGAR EAST",384,329,0,713,179,131,0,310,310,0,89,187,26,1,1,0,0,0,0,0,0,1,0,4,1,0,310
300,"P.P. RANNAGAR WEST",427,336,0,763,217,171,0,388,388,0,150,139,74,5,5,5,0,0,1,1,0,1,4,1,1,1,388
301,"P.P. MURARPATTI NORTH",791,560,0,1351,379,256,0,635,635,0,84,333,92,8,97,1,1,0,2,2,1,1,3,7,0,3,635
302,"P.P. MURARPATTI SOUTH",770,547,0,1317,387,264,0,651,651,0,120,434,21,7,36,0,1,0,0,1,4,2,4,8,0,13,651
303,"JUNIOR HIGH SCHOOL BHAGWANPUR",651,519,0,1170,271,195,0,466,466,0,149,223,13,14,26,1,0,0,1,15,1,2,1,9,4,7,466
304,"P.P. CHAUBEY KI DALAKI",524,413,0,937,245,192,0,437,437,0,44,231,117,9,12,1,1,0,0,2,0,2,5,7,0,6,437
305,"P.P. BHAGWANPUR NORTH",778,578,0,1356,380,189,0,569,569,0,324,159,36,12,3,2,1,0,0,0,5,1,8,4,3,11,569
306,"P.P. BHAGWANPUR SOUTH",729,590,0,1319,376,261,0,637,637,0,401,132,51,8,28,2,0,1,1,2,0,0,1,5,2,3,637
307,"P.P. IBRAHIMABAD NAUBARAR NORTH",546,467,0,1013,285,249,0,534,534,0,179,161,37,6,112,0,4,0,1,7,5,6,3,5,5,3,534
308,"P.P. IBRAHIMABAD NAUBARAR SOUTH",602,465,0,1067,245,210,0,455,455,0,47,224,136,2,16,3,1,1,1,1,1,2,7,3,8,2,455
309,"JUNIOR HIGH IBRAHIMABAD NAUBRAR NORTH",536,462,0,998,248,181,0,429,429,0,200,142,24,5,29,0,0,2,1,6,0,1,4,4,1,10,429
310,"JUNIOR HIGH IBRAHIMABAD NAUBARA SOUTH",589,523,0,1112,242,200,0,442,442,0,201,128,74,7,12,3,1,2,0,1,1,0,0,5,2,5,442
311,"P.P. TOAL FATERAI NORTH",461,307,0,768,265,137,0,402,402,0,268,70,24,3,16,3,2,2,0,1,3,1,2,1,3,3,402
312,"P.P. TOAL FATERAI SOUTH",592,375,0,967,313,234,0,547,547,0,186,156,11,5,170,2,1,1,1,6,1,2,2,3,0,0,547
313,"P.P. BAKULHA",434,356,0,790,353,284,0,637,637,0,503,30,78,1,14,1,0,0,0,3,0,0,1,2,0,4,637
314,"P.P. YADAV NAGAR CHAND DIAR",580,456,1,1037,302,224,0,526,526,0,354,114,20,2,8,1,1,1,1,1,0,0,4,4,4,11,526
315,"P.P. PALTU NAGAR CHAND DIAR",499,425,0,924,351,210,0,561,561,0,449,65,12,1,12,0,2,0,1,1,1,0,3,3,3,8,561
316,"P.P. THEKAHA NORTH",671,583,0,1254,299,278,0,577,577,0,178,280,30,6,23,1,2,0,1,6,0,4,11,15,3,17,577
317,"P.P. THEKAHA SOUTH",708,626,0,1334,344,268,0,612,612,0,209,208,115,7,36,2,2,1,3,2,1,1,11,7,2,5,612
318,"P.P. LAXMAN CHHAPARA NORTH",620,516,0,1136,324,163,0,487,487,0,203,147,93,6,6,1,0,0,0,0,2,1,1,10,6,11,487
319,"P.P. LAXMAN CHHAPARA SOUTH",614,522,0,1136,276,199,0,475,475,0,150,288,21,4,0,0,1,0,0,2,0,0,1,5,2,1,475
320,"P.P. LAXMAN CHHAPARA WEST",603,494,0,1097,192,143,0,335,335,0,157,134,33,6,0,1,0,0,0,0,0,0,1,1,0,2,335
321,"P.P. LAXMAN CHHAPARA EAST",824,643,0,1467,289,222,0,511,511,0,78,322,53,21,2,0,1,1,1,1,0,0,9,5,7,10,511
322,"P.P. PURVI DALJIT TOLA",575,404,0,979,241,170,0,411,411,0,162,141,91,1,2,1,2,2,2,0,0,0,2,0,2,3,411
323,"HIGH SCHOOL JAIPRAKASH NAGAR",629,438,0,1067,243,208,0,451,451,0,120,309,9,2,0,0,3,0,0,0,0,1,1,3,0,3,451
324,"P.P. JAIPRAKASH NAGAR",720,528,0,1248,290,260,0,550,550,0,254,276,7,2,1,0,0,1,0,1,1,0,1,3,2,1,550
325,"P.P. JAIPRAKASH NAGAR",745,591,1,1337,334,254,0,588,588,0,397,146,5,1,0,2,5,2,0,0,2,2,5,4,5,12,588
326,"P.P. DALJIT TOLA WEST KALI SATHAN",795,578,0,1373,402,275,0,677,677,0,289,336,25,4,0,1,2,1,2,0,1,2,4,3,3,4,677
327,"P.P. TOLA KASHIRAI NORTH",717,539,0,1256,247,195,0,442,442,0,307,108,6,3,2,3,0,0,0,0,1,0,4,4,1,3,442
328,"P.P. TOLA KASHIRAI SOUTH",303,253,0,556,127,119,0,246,246,0,191,40,9,0,1,1,0,0,0,0,0,1,0,1,0,2,246
329,"P.P. SHANKAR NAGAR",353,267,0,620,205,146,0,351,351,0,263,72,5,0,3,0,2,0,0,0,0,1,2,1,1,1,351
330,"P.P. KRISHANA NAGAR",468,397,0,865,240,186,0,426,426,0,298,100,5,2,4,3,1,0,0,0,1,2,0,1,4,5,426
331,"P.P. BABU KE DERA EAST",517,534,0,1051,276,235,0,511,511,0,369,62,47,2,8,1,2,0,0,1,1,0,6,3,2,7,511
