"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KRISHNA KUMAR OJHA","2 - BRIJ BHUSAN SHARAN SINGH","3 - MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP","4 - VINOD KUMAR ALIAS  PANDIT SINGH","5 - GOVIND PRASAD","6 - CHAMAN LAL KASAUNDHAN","7 - NIRHU","8 - NIHALUDDIN AHAMAD","9 - RIZWAN AHMAD","10 - JAMEER AHMAD","11 - NISHANT KANCHAN","12 - PRAHLAD  NATH MISHRA","13 - MUNNI","14 - RAMPHER  ALIAS  CHUNTI","15 - None of the Above","Total Votes Secured"
208,RAMAPUR,812,726,0,1538,503,368,0,871,871,0,58,543,47,185,1,8,2,3,3,1,0,3,3,9,5,871
209,RAMAPUR,690,598,0,1288,364,361,0,725,725,0,73,189,35,407,4,0,0,0,4,1,0,0,1,7,4,725
210,RAMAPUR,538,451,0,989,296,243,0,539,537,0,33,217,58,216,0,3,0,0,2,2,2,0,1,2,3,539
211,GIRDHARPUR,568,483,0,1051,333,260,0,593,589,0,61,390,18,98,3,1,0,0,0,2,1,2,2,11,4,593
212,JAMALKHANI,331,275,0,606,182,155,0,337,337,0,49,172,36,49,0,0,0,0,0,1,3,7,6,5,9,337
213,"PURE MOHAN",517,481,0,998,272,243,0,515,515,0,119,223,22,124,1,1,1,2,3,2,1,2,2,5,7,515
214,KATHA,707,559,0,1266,365,273,0,638,638,0,102,279,35,151,5,3,2,1,1,4,3,5,12,13,22,638
215,KATHA,498,408,0,906,212,153,0,365,361,0,35,216,18,58,2,0,1,3,1,4,1,5,4,10,7,365
216,BARSERI,317,280,0,597,284,217,0,501,501,0,432,40,4,17,0,0,0,0,0,0,1,1,3,2,1,501
217,MAHADEVA,792,724,0,1516,453,385,0,838,835,0,103,353,41,282,7,1,2,2,6,5,4,3,5,9,15,838
218,PARSADA,532,528,0,1060,338,351,0,689,676,0,79,363,21,188,1,0,1,0,3,4,2,5,3,15,4,689
219,PARSADA,646,585,0,1231,415,370,0,785,785,0,49,309,27,343,5,3,2,0,4,8,6,5,7,8,9,785
220,MUJED,691,582,0,1273,454,365,0,819,819,0,117,412,11,216,3,1,1,5,12,4,0,6,8,14,9,819
221,NAGDAHI,515,449,0,964,247,287,0,534,534,0,245,159,18,83,2,1,1,1,2,3,0,3,2,5,9,534
222,NAGDAHI,416,336,0,752,207,161,0,368,366,0,103,190,10,44,0,0,0,1,2,0,1,1,3,7,6,368
223,UDAWATNAGAR,789,752,0,1541,463,453,0,916,908,0,168,429,24,230,7,2,3,0,6,4,2,3,6,16,16,916
224,HILALPUR,547,433,0,980,273,238,0,511,511,0,14,210,38,205,2,1,1,1,0,1,4,2,7,7,18,511
225,BHATPURWA,361,338,0,699,186,188,0,374,374,0,71,19,4,262,0,0,0,0,3,2,3,4,2,1,3,374
226,DURJANPUR,741,628,0,1369,407,311,0,718,718,0,64,210,109,274,5,2,2,2,2,6,5,3,5,11,18,718
227,DURJANPUR,603,477,0,1080,321,220,0,541,541,0,27,125,30,309,9,2,0,0,5,5,6,4,4,8,7,541
228,NIHALPUR,365,274,0,639,246,190,0,436,436,0,43,100,13,257,2,1,0,0,10,2,1,3,1,2,1,436
229,CHIREBASNA,772,657,0,1429,417,359,0,776,776,0,177,191,34,341,0,2,0,0,3,5,2,2,4,5,10,776
230,JAGDISHPUR,403,349,0,752,204,199,0,403,403,0,55,91,19,213,4,1,0,1,1,1,3,2,5,1,6,403
231,ARJUNPUR,498,436,0,934,307,286,0,593,589,0,93,248,29,190,4,0,0,3,0,2,5,0,7,4,8,593
232,DAFADIYA,576,502,0,1078,352,251,0,603,603,0,64,340,14,127,4,2,1,0,3,2,5,4,5,20,12,603
233,LACCHIPUR,308,254,0,562,169,137,0,306,304,0,66,174,16,44,0,1,1,0,1,0,0,1,0,2,0,306
234,CHANDIPUR,722,617,0,1339,443,425,0,868,868,0,32,317,12,439,9,1,2,1,1,2,6,3,9,14,20,868
235,CHANDIPUR,509,449,0,958,303,273,0,576,576,0,10,311,17,208,3,1,2,1,1,0,3,2,6,7,4,576
236,CHAUBEPUR,689,601,0,1290,389,361,0,750,750,0,49,507,18,137,2,3,1,0,2,3,5,1,7,8,7,750
237,RANIPUR,721,621,0,1342,479,305,0,784,784,0,22,676,12,48,2,1,1,1,2,2,1,5,0,8,3,784
238,RANIPUR,399,346,0,745,285,170,0,455,455,0,27,358,7,34,0,1,0,0,2,4,2,2,3,8,7,455
239,KHUDEPUR,319,288,0,607,172,187,0,359,359,0,33,108,9,186,1,0,1,0,1,3,0,5,1,2,9,359
240,"BHIKHARIPUR KALA",640,541,1,1182,357,228,0,585,585,0,35,208,50,246,8,1,1,0,2,4,3,6,1,5,15,585
241,"BHIKHARIPUR KALA",476,418,0,894,240,196,0,436,435,0,20,133,24,215,3,3,0,1,5,1,4,2,2,11,12,436
242,SEMRA,482,402,0,884,279,218,0,497,490,0,33,178,35,203,7,0,3,3,7,2,2,2,1,9,12,497
243,KARNIPUR,428,395,0,823,248,252,0,500,500,0,72,139,118,140,1,1,1,0,1,1,2,5,5,7,7,500
244,KARNIPUR,364,329,0,693,222,209,0,431,431,0,49,118,74,175,2,0,0,0,1,1,4,2,1,3,1,431
245,KARNIPUR,352,310,0,662,179,176,0,355,353,0,19,70,130,114,3,1,4,0,0,0,0,1,3,1,9,355
246,SINGHABHOJ,485,413,0,898,286,225,0,511,510,0,81,264,26,111,2,0,1,0,1,2,3,4,1,12,3,511
247,VISHUNPUR,749,654,0,1403,421,350,0,771,771,0,136,309,22,265,5,2,0,2,1,1,8,1,3,3,13,771
248,SINGHACHANDA,754,627,0,1381,418,349,0,767,760,0,63,376,48,197,5,0,0,1,3,1,8,10,12,23,20,767
249,SINGHACHANDA,626,537,0,1163,330,267,0,597,591,0,30,254,19,266,3,1,1,1,2,4,0,2,2,8,4,597
250,SINGHACHANDA,270,228,0,498,157,107,0,264,264,0,58,59,4,123,3,2,0,1,2,1,1,2,2,4,2,264
251,"PIPRI ROHUWA",788,701,0,1489,442,409,0,851,851,0,122,356,32,263,4,2,2,7,0,8,3,5,15,26,6,851
252,BAURIHA,603,554,0,1157,332,267,0,599,588,0,27,350,20,170,3,1,1,0,0,0,4,2,3,6,12,599
253,BAURIHA,280,249,0,529,139,117,0,256,235,0,36,109,24,75,0,1,1,1,1,1,0,1,1,3,2,256
254,BAURIHA,485,433,0,918,283,208,0,491,491,0,93,157,77,123,6,0,0,0,1,6,3,2,6,9,8,491
255,BAURIHA,457,377,0,834,272,208,0,480,480,0,99,220,33,105,3,1,0,2,2,0,0,0,4,8,3,480
256,KASHIPUR,540,449,0,989,340,268,0,608,608,0,152,270,42,119,0,1,2,2,2,2,2,0,2,4,8,608
257,KASHIPUR,666,551,0,1217,386,259,0,645,645,0,142,228,21,222,2,3,1,2,4,0,0,4,4,5,7,645
258,SONBARSA,465,374,0,839,260,183,0,443,443,0,16,280,20,92,3,1,0,1,0,1,2,1,4,6,16,443
259,HOLLAPUR,512,448,0,960,309,276,0,585,585,0,105,301,27,120,2,0,0,1,1,1,4,2,2,10,9,585
260,"RAMPUR KHARHATA",503,439,0,942,297,280,0,577,577,0,40,397,16,83,1,1,0,1,0,1,1,1,3,15,17,577
261,"RAMPUR KHARHATA",530,441,0,971,338,298,0,636,636,0,49,507,28,24,1,1,2,0,7,0,4,0,3,10,0,636
262,DALLAPUR,561,504,0,1065,307,301,0,608,598,0,88,331,7,162,0,0,1,0,4,1,3,2,2,5,2,608
263,"JAMUNAHA MAJHRETI",348,304,0,652,196,194,0,390,390,0,8,240,9,109,3,2,0,1,1,0,0,2,2,7,6,390
264,BHARHAPARA,736,606,0,1342,438,367,0,805,805,0,41,412,12,290,3,3,0,1,3,3,3,9,6,8,11,805
265,BHARHAPARA,416,326,0,742,222,169,0,391,391,0,20,228,13,122,1,0,0,1,0,3,2,0,0,1,0,391
266,BARAEPARA,400,382,0,782,223,221,0,444,444,0,39,334,7,52,0,0,0,0,0,1,0,2,2,4,3,444
267,NAUBASTA,582,544,0,1126,300,402,0,702,702,0,44,339,18,279,2,2,1,0,0,2,0,2,3,8,2,702
268,NAUBASTA,570,522,0,1092,346,303,0,649,648,0,24,351,7,228,4,1,2,0,1,4,1,1,3,11,11,649
269,RAMCHERAPUR,655,575,0,1230,500,280,0,780,780,0,37,267,14,430,8,0,1,2,1,2,3,1,2,6,6,780
270,KODAR,516,478,0,994,290,267,0,557,557,0,8,269,17,243,3,0,1,0,2,1,3,0,2,4,4,557
271,KODAR,555,488,0,1043,285,263,0,548,548,0,22,319,8,187,1,0,0,0,0,1,1,1,2,3,3,548
272,MAJHARA,797,637,0,1434,412,349,0,761,761,0,88,451,37,146,0,0,1,0,1,6,4,1,6,14,6,761
273,MAJHARA,483,451,0,934,325,235,0,560,560,0,32,355,14,133,0,1,1,1,1,4,5,1,3,7,2,560
274,MAJHARA,336,312,0,648,229,200,0,429,429,0,48,187,12,152,0,0,1,0,0,3,0,2,8,6,10,429
275,KADIPUR,523,467,0,990,332,243,0,575,575,0,62,251,18,207,5,0,1,1,3,5,1,4,3,10,4,575
276,HAJRATPUR,608,533,0,1141,343,324,0,667,667,0,83,115,15,404,4,1,1,1,3,3,5,5,6,5,16,667
277,BHATPURWA,412,369,0,781,245,228,0,473,473,0,67,142,4,231,8,4,0,0,4,2,2,0,2,1,6,473
278,CHANDAPUR,629,558,0,1187,380,271,0,651,651,0,106,288,7,203,6,2,0,1,3,3,5,7,11,3,6,651
279,CHANDAPUR,643,543,0,1186,386,302,0,688,688,0,160,183,14,282,2,2,0,1,5,8,4,1,6,7,13,688
280,CHANDAPUR,586,462,0,1048,372,265,0,637,637,0,34,408,6,156,3,0,2,1,3,0,2,3,1,7,11,637
281,CHANDAPUR,591,436,0,1027,389,200,0,589,589,0,151,242,31,114,5,1,0,3,6,7,6,6,5,6,6,589
282,CHANDAPUR,732,520,0,1252,288,222,0,510,510,0,102,327,21,31,1,1,1,0,1,2,2,2,3,9,7,510
283,CHANDAPUR,583,473,0,1056,384,231,0,615,615,0,124,344,11,93,4,2,3,3,1,3,1,3,4,11,8,615
284,HARIHARPUR,833,679,0,1512,436,341,0,777,777,0,172,260,31,236,7,2,2,4,2,5,8,5,9,9,25,777
285,SUBHAGPUR,460,422,0,882,273,242,0,515,515,0,82,143,29,234,4,1,0,0,0,4,1,3,2,5,7,515
286,SIRSA,557,485,0,1042,332,274,0,606,606,0,143,315,10,95,1,1,0,1,2,3,6,3,4,10,12,606
287,SIRSA,667,545,0,1212,335,255,0,590,590,0,131,214,13,206,1,1,2,1,1,3,1,1,5,2,8,590
288,SOBHAPUR,410,344,0,754,275,210,0,485,485,0,116,265,17,62,0,0,1,1,2,2,0,3,1,7,8,485
289,PARSAPUR,705,551,0,1256,400,258,0,658,657,0,151,293,23,147,3,1,1,0,4,5,3,5,6,12,4,658
290,PARSAPUR,241,191,0,432,113,67,0,180,180,0,34,97,4,36,0,0,1,1,2,1,0,0,1,1,2,180
291,ANBHULA,692,601,0,1293,456,392,0,848,848,0,92,455,14,262,4,1,1,0,1,2,2,1,2,9,2,848
292,KHANPUR,416,346,0,762,280,229,0,509,509,0,42,226,13,200,4,0,1,1,3,0,2,1,5,2,9,509
293,KHANPUR,416,317,0,733,259,195,0,454,454,0,74,137,11,188,6,0,2,3,0,2,3,4,1,11,12,454
294,RAYPUR,429,390,0,819,265,235,0,500,500,0,74,168,12,215,5,4,4,3,3,3,2,0,0,0,7,500
295,ROOPIPUR,586,529,0,1115,337,305,0,642,642,0,56,197,19,345,3,1,3,2,4,1,1,5,1,2,2,642
296,NAYPUR,464,431,0,895,317,285,0,602,602,0,25,332,9,205,3,2,3,2,1,4,2,4,3,1,6,602
297,GEDSAR,563,449,0,1012,371,288,0,659,659,0,68,187,17,351,6,1,4,3,3,3,3,3,1,5,4,659
298,GEDSAR,620,525,0,1145,367,294,0,661,655,0,120,233,11,259,6,1,0,2,2,4,2,1,4,5,11,661
299,GEDSAR,576,463,0,1039,372,241,0,613,612,0,51,103,7,402,5,2,2,0,2,8,2,3,5,8,13,613
300,"DURJANPUR GHAT",815,671,0,1486,534,423,0,957,956,0,88,385,11,437,7,5,1,2,0,0,4,2,4,0,11,957
301,PIPRI,549,496,0,1045,347,302,0,649,649,0,17,87,12,510,3,1,0,2,3,0,1,1,1,2,9,649
302,PUREKHEM,309,229,0,538,197,146,0,343,343,0,26,100,7,188,6,2,0,1,3,2,2,1,0,4,1,343
303,PARSIYA,790,646,0,1436,439,331,0,770,767,0,99,244,11,360,2,5,0,8,3,3,7,5,6,8,9,770
304,ASHOKPUR,584,512,0,1096,313,238,0,551,549,0,131,184,7,185,3,0,1,6,3,3,4,5,5,7,7,551
305,ASHOKPUR,344,340,0,684,207,171,0,378,378,0,20,180,8,154,4,0,0,0,1,1,0,1,0,2,7,378
306,ASHOKPUR,560,461,0,1021,312,249,0,561,561,0,106,200,11,183,4,0,2,3,4,2,5,11,4,10,16,561
307,JALALPUR,703,625,0,1328,429,390,0,819,818,0,57,104,8,597,8,1,3,2,2,4,4,9,5,7,8,819
308,LAUVAVEERPUR,584,502,0,1086,382,292,0,674,674,0,99,376,4,157,5,2,1,1,0,2,3,5,1,6,12,674
309,LAUVAVEERPUR,587,482,0,1069,368,248,0,616,615,0,76,298,18,198,5,1,0,0,2,1,2,0,2,10,3,616
310,LAUVAVEERPUR,628,499,0,1127,395,263,0,658,657,0,79,260,17,246,6,2,0,2,5,3,4,6,3,13,12,658
311,LAUVAVEERPUR,342,294,0,636,273,196,0,469,468,0,25,83,10,313,2,1,2,1,4,4,4,4,2,4,10,469
312,BALLIPUR,538,471,0,1009,355,299,0,654,652,0,16,62,6,528,7,2,2,0,3,1,4,5,7,2,9,654
313,BALLIPUR,360,333,0,693,219,207,0,426,426,0,8,69,8,327,2,0,2,1,1,1,1,0,0,1,5,426
314,BALLIPUR,228,223,0,451,165,140,0,305,305,0,14,32,13,218,4,4,2,2,3,3,2,2,1,1,4,305
315,BHOPALPUR,792,597,0,1389,530,364,0,894,894,0,50,229,23,543,9,0,1,0,4,3,2,3,5,11,11,894
316,BHOPALPUR,670,537,0,1207,414,377,0,791,791,0,47,251,13,456,2,0,2,0,0,5,1,1,2,11,0,791
317,KHARGUPUR,645,517,0,1162,387,344,0,731,730,0,35,351,15,285,11,3,1,1,1,0,2,1,5,9,11,731
318,MAUHARI,259,204,0,463,191,142,0,333,333,0,24,124,2,171,0,0,0,0,0,1,3,2,2,2,2,333
319,VISHNOHARPUR,555,522,0,1077,439,314,0,753,753,0,11,662,14,45,1,0,1,1,0,1,1,1,1,11,3,753
320,VISHNOHARPUR,533,413,0,946,392,288,0,680,680,0,24,584,33,10,2,1,0,0,0,0,0,1,2,12,11,680
321,RAGHUNATHPUR,703,536,0,1239,578,417,0,995,995,0,9,950,10,12,1,0,0,0,4,0,0,4,1,3,1,995
322,CHAUKHADIYA,634,507,0,1141,349,211,0,560,560,0,43,268,16,177,8,0,1,2,3,8,2,4,4,12,12,560
323,CHAUKHADIYA,326,263,0,589,211,149,0,360,357,0,22,236,4,84,3,0,0,0,0,1,0,2,3,1,4,360
324,NAKHARA,688,568,0,1256,519,380,0,899,899,0,100,432,14,326,2,0,0,1,2,6,1,1,3,7,4,899
325,"SEMRA SEKHPUR",826,688,0,1514,455,388,0,843,815,0,76,666,22,70,0,0,0,1,0,2,0,0,0,4,2,843
326,"SEMRA SEKHPUR",454,395,0,849,292,224,0,516,516,0,26,455,15,9,0,0,0,0,0,1,1,0,4,4,1,516
327,INDARPUR,426,354,0,780,264,199,0,463,460,0,48,260,11,126,2,0,1,2,1,0,0,1,0,7,4,463
328,"PURE AMBAR",204,180,0,384,161,136,0,297,297,0,38,104,5,137,2,0,0,0,1,3,0,0,0,4,3,297
329,GOKULA,593,439,0,1032,339,238,0,577,576,0,31,225,11,230,4,2,2,6,6,11,4,15,6,18,6,577
330,GOKULA,485,403,0,888,333,253,0,586,583,0,42,256,12,244,2,1,1,1,4,3,5,2,3,9,1,586
331,DUTTNAGAR,538,456,0,994,341,283,0,624,624,0,91,363,5,142,8,0,0,1,1,0,1,1,4,1,6,624
332,DUTTNAGAR,777,664,0,1441,505,350,0,855,855,0,70,287,23,437,7,0,3,2,0,3,2,5,3,8,5,855
333,SAKIPUR,616,564,0,1180,400,370,0,770,770,0,63,516,14,144,3,0,0,1,0,1,2,2,7,12,5,770
334,SAKIPUR,660,520,0,1180,374,236,0,610,610,0,11,268,11,245,11,1,1,0,5,5,5,9,10,20,8,610
335,TULSIPUR,328,261,0,589,154,103,0,257,257,0,4,127,6,96,0,1,0,1,1,3,3,4,1,2,8,257
336,TULSIPUR,691,546,0,1237,370,270,0,640,640,0,89,321,12,173,2,1,1,1,1,3,5,4,6,8,13,640
337,TULSIPUR,348,321,0,669,200,194,0,394,394,0,47,188,3,143,1,1,0,0,1,1,0,0,3,3,3,394
338,TULSIPUR,623,536,0,1159,364,253,0,617,617,0,83,222,8,279,5,0,0,0,0,1,2,3,1,7,6,617
339,TULSIPUR,339,300,0,639,241,178,0,419,419,0,14,124,1,274,0,0,1,0,0,2,0,0,0,2,1,419
340,TULSIPUR,557,388,0,945,258,150,0,408,400,0,113,77,8,185,8,0,0,0,1,1,1,0,1,5,8,408
341,TULSIPUR,612,486,0,1098,384,284,0,668,668,0,92,89,10,441,14,3,3,4,1,1,0,0,0,4,6,668
342,TULSIPUR,300,230,0,530,176,105,0,281,281,0,8,27,2,237,2,2,0,1,0,0,1,1,0,0,0,281
343,TULSIPUR,595,497,0,1092,439,325,0,764,764,0,160,257,13,298,6,2,0,1,0,5,1,4,1,7,9,764
