"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MAHENDRA KUMAR","2 - VINOD KUMAR SONKAR","3 - SHAILENDRA KUMAR","4 - SURESH PASI","5 - MALTI DEVI","6 - RAJENDRA SONKAR","7 - SHRIPAL","8 - SWARNALATA SUMAN","9 - CHHEDDOO","10 - BEENA RANI","11 - MOHAN LAL","12 - None of the Above","Total Votes Secured"
196,"P.S. RASULPUR SONI PASCHIMI BHAG",383,291,0,674,202,170,0,372,372,0,21,138,18,173,7,1,2,3,1,1,5,2,372
197,"P.S. FAREEDANPUR",383,377,0,760,215,217,0,432,432,0,15,139,16,208,9,7,4,2,3,5,9,15,432
198,"P.S. BAJAHA KHURRAMPUR UTTARI BHAG",527,378,0,905,232,204,0,436,436,0,9,166,131,105,2,2,2,1,0,6,3,9,436
199,"P.S. BAJAHA KHURRAMPUR DAKSHINI BHAG",583,507,0,1090,295,284,0,579,579,0,7,183,90,245,8,4,20,0,0,2,5,15,579
200,"P.S. MALAKIYA",172,141,0,313,89,93,0,182,182,0,4,29,51,92,0,0,0,2,1,0,1,2,182
201,"P.S. SONDHIYA",759,695,0,1454,459,427,0,886,886,0,18,285,88,460,4,8,3,1,4,3,5,7,886
202,"P.S. KAYAMPUR",703,582,0,1285,343,335,0,678,678,0,96,302,111,100,8,5,12,7,4,4,10,19,678
203,"P.S. KORAWANKHAS",284,268,0,552,160,179,0,339,339,0,4,29,101,178,6,3,1,1,0,3,8,5,339
204,"P.S. GOPAL MISHR KA PURA",430,335,0,765,177,163,0,340,340,0,3,250,50,24,1,0,0,0,2,2,3,5,340
205,"P.S. MOHINUDDINPUR KORANV",456,356,0,812,232,208,0,440,440,0,14,126,12,267,6,4,3,0,3,0,4,1,440
206,"P.S. JATHI PURVI BHAG",720,626,0,1346,337,290,0,627,627,0,22,440,34,56,7,4,1,6,4,26,12,15,627
207,"P.S. JATHI PASCHIMI BHAG",666,588,0,1254,332,259,0,591,591,0,31,292,43,187,6,3,5,0,1,9,6,8,591
208,"P.S. BERUI PURVI BHAG",578,487,0,1065,297,349,0,646,646,0,18,212,162,223,4,5,2,1,1,4,4,10,646
209,"P.S. BERUI PASCHIMI BHAG",473,413,0,886,338,151,0,489,489,0,8,126,205,120,5,4,1,0,1,6,5,8,489
210,"P.S. NAGREHA",503,384,0,887,272,217,0,489,489,0,15,182,105,117,4,2,52,1,2,1,5,3,489
211,"P.S. RAKSRAI PURVI BHAG",759,545,0,1304,395,302,0,697,697,0,76,395,41,147,3,7,3,1,3,4,7,10,697
212,"P.S. RAKSRAI PASCHIMI BHAG",361,279,0,640,199,183,0,382,382,0,22,118,45,159,5,5,2,0,3,0,7,16,382
213,"P.S. CHAUPURWA",688,578,0,1266,335,327,0,662,662,0,15,78,254,258,9,4,6,2,2,8,7,19,662
214,"P.S. NANDAULI",591,481,0,1072,294,240,0,534,534,0,147,175,45,117,3,6,13,1,3,5,9,10,534
215,"P.S. BAKODHA",461,382,0,843,254,210,0,464,464,0,32,229,12,141,10,9,5,2,1,2,7,14,464
216,"P.S. ATARSUIYA UTTARI BHAG",511,428,0,939,268,210,0,478,478,0,19,192,138,100,5,6,3,2,0,3,2,8,478
217,"P.S. ATARSUIYA DAKSHINI BHAG",517,380,0,897,239,179,0,418,418,0,57,208,53,56,3,10,1,5,1,5,8,11,418
218,"TILAK INTER COLLEGE KANAILI UTTARI BHAG",706,590,0,1296,430,348,0,778,778,0,64,372,141,142,7,5,2,4,5,11,7,18,778
219,"TILAK INTER COLLEGE KANAILI DAKSHINI BHAG",548,448,0,996,414,190,0,604,604,0,10,274,131,155,6,4,0,2,1,7,8,6,604
220,"P.S. MAWAI",529,450,0,979,322,312,0,634,634,0,111,223,129,147,4,3,4,1,1,2,3,6,634
221,"P.S. DANDI MAJRA KANAILI",525,454,0,979,364,307,0,671,671,0,8,298,168,176,1,3,2,3,2,4,2,4,671
222,"P.S. MAHANGUPUR",414,362,0,776,185,195,0,380,380,0,5,133,61,158,1,2,6,1,0,1,7,5,380
223,"P.S. FAIJULLAPUR",505,353,0,858,256,174,0,430,430,0,29,155,36,181,9,1,2,2,0,4,3,8,430
224,"P.S. URAI ASHARAFPUR PURVI BHAG",871,633,0,1504,469,320,0,789,789,0,31,431,43,199,9,5,7,9,6,8,14,27,789
225,"P.S. URAI ASHARAFPUR PASCHIMI BHAG",651,485,0,1136,276,248,0,524,524,0,31,201,26,241,9,0,1,2,4,2,2,5,524
226,"P.S. MADHI",373,302,0,675,197,169,0,366,366,0,23,115,105,97,1,0,1,0,2,5,5,12,366
227,"P.S. NARENDRA BARA",341,313,0,654,167,183,0,350,350,0,1,59,109,157,6,0,2,4,2,3,2,5,350
228,"U.P.S. BARA",384,352,0,736,209,192,0,401,401,0,11,97,91,178,6,5,2,3,2,2,1,3,401
229,"P.S. RASULPUR BADGAON",809,702,0,1511,415,375,0,790,790,0,24,133,115,476,10,5,5,2,0,5,4,11,790
230,"P.S. MAJHIYARI CHAK ALAI ROSHAN",497,469,0,966,271,241,0,512,512,0,33,184,156,117,1,3,0,1,1,0,5,11,512
231,"P.S. BAIGAVAN FATEHPUR",529,473,0,1002,350,300,0,650,650,0,8,150,97,355,3,3,5,2,0,4,9,14,650
232,"P.S. AWANA ALAMPUR",872,685,0,1557,436,337,0,773,773,0,19,247,227,223,6,12,2,0,0,4,6,27,773
233,"P.S. HAKEEMPUR",585,526,0,1111,325,319,0,644,644,0,14,158,126,326,2,4,3,0,0,1,6,4,644
234,"P.S. BHATVARIYA",616,528,0,1144,314,251,0,565,565,0,13,261,92,146,9,9,3,5,4,5,9,9,565
235,"P.S. BIDAWAN UTTARI BHAG",465,407,0,872,246,224,0,470,470,0,21,109,113,201,4,4,3,1,0,1,6,7,470
236,"P.S. BIDAWAN MADHYA BHAG",500,387,0,887,259,203,0,462,462,0,33,178,52,183,1,1,0,0,0,4,3,7,462
237,"P.S. BIDAWAN DAKSHINI BHAG",808,635,0,1443,423,364,0,787,787,0,204,326,49,157,8,5,3,1,4,3,2,25,787
238,"P.S. SANDWA MAJRA BIDAWAN",662,592,0,1254,418,367,0,785,785,0,113,214,25,368,10,5,9,6,3,3,7,22,785
239,"U.P.S. BARAULI PURVI BHAG",479,409,0,888,252,228,0,480,480,0,9,131,73,226,5,5,9,2,2,2,5,11,480
240,"U.P.S. BARAULI PASCHIMI BHAG",408,356,0,764,219,168,0,387,387,0,7,188,85,90,2,3,1,1,0,0,4,6,387
241,"P.S. SONAULI UMARPUR",373,305,0,678,216,208,0,424,424,0,3,144,160,85,1,1,1,11,4,4,6,4,424
242,"P.S. CHAK GURAINI",570,467,0,1037,341,301,0,642,642,0,20,191,223,183,2,3,6,2,2,3,3,4,642
243,"P.S. BAISHKANTI",833,719,0,1552,359,385,0,744,744,0,24,213,104,326,12,5,5,5,7,4,7,32,744
244,"P.S. BHAWANI KA PURA MAJRA BAISHKANTI",577,526,0,1103,338,304,0,642,642,0,21,247,42,290,7,3,3,3,3,3,9,11,642
245,"P.S. PARAI UGRASENPUR",346,280,0,626,229,185,0,414,414,0,8,164,70,161,2,2,2,1,2,0,0,2,414
246,"P.S. DUGAULI",375,285,0,660,201,171,0,372,372,0,5,189,81,71,7,7,0,0,0,3,6,3,372
247,"P.S. DAHRAI",439,368,0,807,299,262,0,561,561,0,38,151,91,222,5,0,32,1,4,3,3,11,561
248,"P.S. KHARAUNA",371,308,0,679,237,181,0,418,418,0,41,116,60,186,4,0,1,1,1,1,1,6,418
249,"P.S. DEWANA",498,439,0,937,317,342,0,659,659,0,13,326,86,214,1,1,1,1,2,3,5,6,659
250,"P.S. SARPATHI MAJRA PURAB SHARIRA",654,536,0,1190,377,250,0,627,627,0,37,326,39,185,7,6,10,1,2,4,3,7,627
251,"P.S. PURAB SHARIRA PURVI BHAG",529,442,0,971,316,272,0,588,588,0,74,208,119,154,4,6,5,0,2,1,4,11,588
252,"P.S. PURAB SHARIRA PASCHIMI BHAG",439,366,0,805,253,194,0,447,447,0,12,391,17,10,3,1,2,1,0,0,6,4,447
253,"KANYA P.S. PURAB SHARIRA PASCHIMI BHAG",465,330,0,795,254,169,0,423,423,0,12,223,56,111,2,2,4,4,1,1,3,4,423
254,"KANYA P.S. PURAB SHARIRA PURVI BHAG",570,429,0,999,314,237,0,551,551,0,52,208,20,212,9,4,20,3,2,3,12,6,551
255,"KANYA P.S. PURAB SHARIRA MADHYA BHAG",768,632,0,1400,436,387,0,823,823,0,27,285,60,365,12,3,5,2,5,10,15,34,823
256,"KANYA P.S. PURAB SHARIRA DAKSHINI BHAG",739,534,0,1273,348,181,0,529,529,0,9,266,29,192,4,3,8,0,2,2,2,12,529
257,"P.S. NAGCHAURI KA PURA PURVI BHAG",494,383,0,877,255,189,0,444,444,0,14,261,20,132,3,3,2,0,0,1,2,6,444
258,"P.S. NAGCHAURI KA PURA PASCHIMI BHAG",482,354,0,836,280,205,0,485,485,0,5,39,34,366,8,2,6,3,5,1,5,11,485
259,"JILA PANCHAYAT I.M. COLLEGE PASCHIM SHARIRA UTTARI BHAG 1",533,465,0,998,311,248,0,559,559,0,27,208,16,283,3,7,5,0,3,2,3,2,559
260,"JILA PANCHAYAT I.M. COLLEGE PASCHIM SHRIRA UTTARI BHAG 2",722,594,0,1316,411,317,0,728,728,0,28,203,44,398,9,4,5,5,6,2,9,15,728
261,"JILA PANCHAYAT I.M COLLEGE PASCHIM SHARIRA DAKSHINI BHAG 1",726,578,0,1304,420,306,0,726,726,0,11,301,90,270,7,6,4,2,1,4,11,19,726
262,"JILA PANCHAYAT I.M. COLLEGE PASCHIM SHARIRA DAKSHINI BHAG 2",824,596,0,1420,518,302,0,820,820,0,15,555,55,160,7,9,0,2,2,1,4,10,820
263,"JILA PANCHAYAT I.M. COLLEGE PASCHIM SHARIRA PURVI BHAG",739,516,2,1257,377,239,0,616,616,0,13,247,121,202,3,1,3,2,1,1,7,15,616
264,"P.S. LODHAN KA PURA MAJRA PASCHIM SHARIRA",800,638,0,1438,464,384,0,848,848,0,19,190,16,575,5,7,4,3,2,5,8,14,848
265,"P.S. CHANDERAI UTTARI BHAG",732,617,0,1349,407,304,0,711,711,0,18,401,121,142,4,2,4,2,1,2,8,6,711
266,"P.S. CHANDERAI DAKSHINI BHAG",373,281,0,654,214,160,0,374,374,0,6,148,67,135,4,3,2,2,1,0,6,0,374
267,"P.S. BARUA UTTARI BHAG",555,464,1,1020,324,277,0,601,601,0,12,253,39,262,4,4,3,2,2,2,9,9,601
268,"P.S. BARUA DAKSHINI BHAG",598,440,0,1038,304,227,0,531,531,0,13,275,68,140,8,8,2,0,2,3,4,8,531
269,"PANCHAYAT BHAWAN PALRA",814,579,0,1393,436,352,0,788,788,0,16,374,61,318,4,2,1,1,3,2,1,5,788
270,"P.S. TIKRI NAGI",477,389,0,866,253,217,0,470,470,0,2,130,143,167,7,1,3,0,1,2,4,10,470
271,"P.S. RAKSAULI",836,721,0,1557,464,469,0,933,933,0,37,249,153,392,15,9,7,7,11,9,13,31,933
272,"P.S. GADHI BAZAR",636,517,0,1153,346,310,0,656,656,0,10,336,160,122,1,4,1,2,1,4,3,12,656
273,"P.S. MANKAPUR",519,433,0,952,321,325,0,646,646,0,14,417,20,180,4,1,0,2,0,0,6,2,646
274,"P.S. ANDHAWAN UTTARI BHAG",407,325,0,732,247,196,0,443,443,0,30,171,46,177,1,4,1,1,1,0,3,8,443
275,"P.S. ANDHAWAN MADHYA BHAG",468,427,0,895,304,265,0,569,569,0,8,61,16,464,5,1,3,2,0,0,4,5,569
276,"P.S. ANDHAWAN DAKSHINI BHAG",824,631,0,1455,463,383,0,846,846,0,29,455,59,247,9,7,2,3,4,3,8,20,846
277,"SHANKUL BHAWAN ANDHAWAN",738,591,0,1329,386,246,0,632,602,0,16,453,18,130,0,3,2,0,1,3,5,1,632
278,"P.S. MIRDAHAN KA PURA MAJRA ANDHAWAN",637,470,0,1107,344,280,0,624,624,0,4,13,257,327,6,1,1,4,6,2,1,2,624
279,"P.S. KORIPUR PURVI BHAG",569,486,0,1055,380,305,0,685,685,0,11,192,57,360,14,3,14,6,2,5,3,18,685
280,"P.S. KORIPUR PASCHIM BHAG",442,356,0,798,252,215,0,467,467,0,13,281,17,103,5,3,5,24,2,3,4,7,467
281,"P.S. NIKHODA",488,401,0,889,274,226,0,500,500,0,11,240,61,162,5,4,0,4,1,2,7,3,500
282,"P.S. DAKSHARIRA",700,568,0,1268,454,326,0,780,780,0,13,630,23,91,3,1,2,2,2,2,4,7,780
283,"P.S. PAURKASHIRAMPUR",603,435,0,1038,283,223,0,506,506,0,17,248,34,180,7,2,4,0,3,0,4,7,506
284,"P.S. HINAUTA PURVI BHAG",534,429,0,963,269,236,0,505,505,0,6,261,82,113,2,1,8,19,3,2,2,6,505
285,"P.S. HINAUTA PASCHIMI BHAG",593,474,0,1067,358,245,0,603,603,0,15,256,37,239,3,5,31,2,0,5,4,6,603
286,"P.S. GAURATAFAREEK",393,363,0,756,244,230,0,474,440,0,7,136,21,215,6,3,39,26,3,2,7,9,474
287,"P.S. DHERAHA",298,245,0,543,187,151,0,338,338,0,15,112,54,117,2,3,8,1,2,4,5,15,338
288,"P.S. TIKRA",511,427,0,938,261,240,0,501,501,0,25,268,35,95,1,8,51,4,1,1,4,8,501
289,"P.S. NIGHA",215,197,0,412,139,132,0,271,271,0,4,99,9,121,7,5,2,1,2,3,6,12,271
290,"P.S. MAWAI",529,431,0,960,283,265,0,548,548,0,7,290,27,192,8,6,3,2,4,1,2,6,548
291,"P.S. DALELAGANJ PURVI BHAG",610,469,0,1079,251,206,0,457,457,0,6,149,56,181,4,10,8,1,4,2,15,21,457
292,"P.S. DALELAGANJ PASCHIMI BHAG",384,297,0,681,174,125,0,299,299,0,7,103,53,124,2,2,1,0,1,1,4,1,299
293,"P.S. JAMUNAPUR",824,656,0,1480,396,335,0,731,731,0,26,345,92,168,5,13,6,3,7,8,11,47,731
294,"P.S. MAHEWA",550,496,1,1047,281,214,0,495,495,0,22,283,31,119,8,8,4,2,4,4,6,4,495
295,"P.S. GHOGHPUR PURVI BHAG",643,599,0,1242,427,371,0,798,798,0,57,220,52,362,14,17,3,3,7,9,14,40,798
296,"P.S. GHOGHPUR PASCHIMI BHAG",623,537,0,1160,383,334,0,717,717,0,20,147,146,299,8,14,10,10,4,8,16,35,717
297,"P.S. UMRAWAN",371,292,0,663,173,149,0,322,322,0,8,201,40,56,2,1,0,0,2,1,3,8,322
298,"P.S. NAUBASTA",375,288,0,663,191,149,0,340,340,0,6,143,66,90,7,4,2,1,2,1,7,11,340
299,"P.S. SHAHPUR UTTARI BHAG",557,400,0,957,295,206,0,501,501,0,9,313,21,136,4,5,4,2,0,1,4,2,501
300,"P.S. SHAHPUR DAKSHINI BHAG",589,438,0,1027,256,254,0,510,510,0,15,172,11,268,7,4,2,1,5,3,8,14,510
301,"PANCHAYAT BHAWAN MUBARAKPUR",630,516,0,1146,316,240,0,556,556,0,18,164,11,290,10,3,6,1,11,3,8,31,556
302,"P.S. HATWA ABBASPUR",668,485,0,1153,298,230,0,528,528,0,12,265,11,191,6,2,1,7,1,7,8,17,528
303,"P.S. BHAWANSURI",440,323,0,763,284,186,0,470,470,0,3,261,32,151,4,0,2,2,1,1,4,9,470
304,"U.P.S. BHARATPUR",190,166,0,356,110,96,0,206,206,0,2,139,7,56,0,0,0,0,0,0,1,1,206
305,"U.P.S. ALWARA PURVI BHAG",798,700,0,1498,400,340,0,740,740,0,14,220,36,416,7,2,9,5,3,1,12,15,740
306,"U.P.S. ALWARA PASCHIMI BHAG",624,495,0,1119,288,204,0,492,492,0,6,183,55,213,4,6,4,0,1,1,7,12,492
307,"U.P.S. ALWARA MADHYA BHAG",365,285,0,650,172,103,0,275,275,0,3,115,42,91,0,2,0,1,1,2,4,14,275
308,"P.S. BAIRAMPUR",574,410,0,984,321,237,0,558,558,0,8,223,58,232,6,3,2,3,5,1,6,11,558
309,"P.S. KOLHUVA",483,417,0,900,308,278,0,586,586,0,9,213,36,298,2,5,12,1,2,4,3,1,586
310,"P.S. SENGRAHA",645,472,0,1117,326,248,0,574,574,0,12,340,23,180,3,0,0,1,0,0,6,9,574
311,"P.S. DUNDIPAR MAJRA SENGRAHA",313,253,0,566,194,159,0,353,353,0,7,74,77,177,0,2,1,8,0,3,0,4,353
312,"P.S. RANIPUR UTTARI BHAG",528,445,0,973,311,243,0,554,554,0,8,337,3,183,5,1,0,1,2,5,5,4,554
313,"P.S. RANIPUR DAKSHINI BHAG",367,293,0,660,237,162,0,399,399,0,17,204,6,159,4,2,2,0,1,0,2,2,399
314,"P.S. KATARI",862,639,0,1501,499,358,0,857,857,0,9,473,14,314,7,7,5,3,4,4,9,8,857
315,"P.S. GANESHPUR",660,483,0,1143,366,221,0,587,587,0,9,273,50,166,3,14,5,6,6,11,14,30,587
316,"P.S. BHAGWATPUR",714,562,0,1276,429,303,0,732,732,0,18,372,107,186,12,4,9,2,1,1,6,14,732
317,"P.S. GHASIPUR",343,287,0,630,220,192,0,412,412,0,11,140,79,173,1,1,0,0,0,2,5,0,412
318,"P.S. DEDHAWAL PURVI BHAG",500,427,0,927,284,216,0,500,500,0,13,100,41,294,7,12,2,0,3,3,9,16,500
319,"P.S. DEDHAWAL PASCHIMI BHAG",405,311,0,716,214,125,0,339,339,0,5,192,27,102,1,1,1,0,3,0,3,4,339
320,"P.S. DEVARI",530,445,0,975,313,235,0,548,548,0,8,203,58,239,4,7,2,4,2,3,7,11,548
321,"P.S. BADAHARI",537,371,0,908,274,172,0,446,446,0,7,233,48,120,4,4,2,0,3,4,10,11,446
322,"P.S. GORAJU UTTARI BHAG",610,551,0,1161,364,342,0,706,706,0,13,273,97,271,4,0,2,4,9,7,7,19,706
323,"P.S. GORAJU DAKSHINI BHAG",645,505,0,1150,363,311,0,674,674,0,11,117,188,302,7,8,4,7,7,2,21,0,674
324,"DILEEP SINGH INTER COLLEGE BAKARGANJ UTTARI BHAG",521,442,2,965,286,220,0,506,506,0,10,207,89,150,7,6,3,1,2,4,10,17,506
325,"DILEEP SINGH INTER COLLEGE BAKARGANJ DAKSHINI BHAG",428,322,1,751,250,191,0,441,440,0,10,219,91,87,5,2,1,6,1,6,3,10,441
326,"P.S. DHAWADA PURVI BHAG",391,374,0,765,249,231,0,480,480,0,16,210,69,118,3,3,49,1,0,2,3,6,480
327,"P.S. DHAWADA PASCHIMI BHAG",499,407,0,906,307,255,0,562,562,0,9,247,44,240,6,5,3,0,1,1,5,1,562
328,"P.S. AMINA KA PURA PURVI BHAG",601,463,0,1064,308,253,0,561,561,0,15,237,75,184,6,4,5,3,6,3,11,12,561
329,"P.S. AMINA KA PURA PASCHIMI BHAG",336,273,0,609,197,151,0,348,348,0,15,234,26,49,2,6,0,2,0,2,4,8,348
330,"P.S. PABHOSHA",418,356,0,774,243,207,0,450,450,0,17,172,52,165,5,6,5,0,3,3,5,17,450
331,"P.S. BAKSHI KA PURA MAJRA PABHOSHA",816,652,0,1468,467,360,0,827,827,0,36,270,111,326,9,9,17,7,9,8,14,11,827
332,"P.S. SINGHWAL",356,253,0,609,222,150,0,372,372,0,20,236,21,82,2,2,0,0,0,1,4,4,372
333,"P.S. SINGHWAL KA PURA MAJRA SINGHWAL",444,322,0,766,242,200,0,442,442,0,18,191,31,172,3,4,4,2,1,2,7,7,442
334,"P.S. JAYANTIPUR STHIT GRAM BAULI PURVI BHAG",583,480,0,1063,430,257,0,687,687,0,21,238,35,313,4,13,16,1,2,9,13,22,687
335,"P.S. JAYANTIPUR STHIT GRAM BAULI DAKSHINI BHAG",521,381,0,902,248,182,0,430,430,0,18,322,36,27,1,6,7,8,0,2,0,3,430
336,"P.S. BANIKHAS",653,518,0,1171,335,257,0,592,592,0,21,220,33,275,7,8,4,1,2,3,10,8,592
337,"P.S. MUSTAFABAD",522,408,0,930,291,235,0,526,525,0,22,201,96,168,2,5,17,0,1,3,5,6,526
338,"P.S. KADIR MAHAJAN KA PURA MAJRA MUSTAFABAD",532,403,0,935,296,204,0,500,500,0,44,156,85,191,3,1,7,2,0,2,1,8,500
339,"P.S. GOHARAMAROOFPUR",394,315,0,709,207,220,0,427,427,0,12,94,158,146,2,2,2,2,1,1,5,2,427
340,"P.S. ITAILA",355,312,0,667,250,227,0,477,477,0,21,93,100,242,4,2,4,1,1,2,3,4,477
341,"P.S. SALEMPUR MAJRA KOSAM INAM",553,469,0,1022,272,227,0,499,499,0,70,135,140,123,4,5,1,1,4,3,2,11,499
342,"P.S. AMBA KUWAN MAJRA KOSAM INAM",370,275,0,645,216,144,0,360,360,0,10,137,82,103,2,1,1,2,4,4,7,7,360
343,P.S.PALI,480,370,0,850,260,208,0,468,468,0,11,267,41,119,2,2,3,3,1,0,6,13,468
344,"P.S. JAGANNATHPUR",440,353,0,793,252,222,0,474,474,0,23,123,187,101,6,4,7,2,0,1,4,16,474
345,"P.S. CHAK GULAM ALAM",294,260,0,554,139,161,0,300,300,0,5,5,147,129,1,2,2,1,2,2,2,2,300
346,"P.S. BADA GADHWA MAJRA KOSAM INAM",743,599,0,1342,401,313,0,714,714,0,21,141,17,467,11,6,5,9,8,4,5,20,714
347,"P.S. HASANPUR",627,535,0,1162,342,280,0,622,622,0,17,222,126,222,4,6,6,3,4,1,4,7,622
348,"U.P.S. KOSAM INAM",422,319,0,741,149,163,0,312,312,0,4,8,186,98,2,2,2,1,2,2,0,5,312
349,"P.S. HISAMBAD",742,520,1,1263,345,287,0,632,632,0,13,324,34,198,7,5,2,2,4,11,10,22,632
350,"P.S. JOGAPUR MAJRA KOSAM KHIRAJ",404,343,0,747,221,244,0,465,465,0,69,61,47,250,5,3,1,1,2,2,9,15,465
351,"P.S. CHHOTA GADHWA MAJRA KOSAM KHIRAJ",740,556,0,1296,300,262,0,562,562,0,15,261,16,215,9,12,8,4,1,3,7,11,562
352,"U.P.S. MAKDOOMPUR DHOKSAHA UTTARI BHAG",773,546,0,1319,265,201,0,466,466,0,17,348,14,63,5,4,2,2,0,3,3,5,466
353,"U.P.S. MAKDOOMPUR DHOKSAHA DAKSHINI BHAG",1030,794,0,1824,433,398,0,831,831,0,37,189,178,399,8,3,2,0,4,2,4,5,831
354,"P.S. MEDRAHA",656,506,0,1162,317,276,0,593,593,0,16,256,18,278,6,3,1,2,0,5,4,4,593
355,"P.S. GOINTHA",753,613,0,1366,311,228,0,539,539,0,25,175,25,268,7,10,2,6,1,1,9,10,539
356,"P.S. GAURAYE STHIT GRAM GOPSAHSA",405,324,0,729,217,204,0,421,421,0,75,190,47,78,5,4,2,0,2,5,4,9,421
357,"P.S. GOPSAHSA STHIT GRAM GAURYE",449,298,0,747,220,141,0,361,361,0,11,129,64,127,2,4,1,3,1,2,8,9,361
358,"P.S. BERAUNCHA",596,415,0,1011,270,165,0,435,435,0,32,244,18,101,5,3,3,1,6,2,8,12,435
359,"P.S. CHANKAN MAJRA BERAUNCHA",263,235,0,498,167,149,0,316,316,0,12,245,8,23,4,4,1,1,1,1,10,6,316
360,"P.S. DAI KA PURA MAJRA BERAUNCHA",588,423,0,1011,324,210,0,534,534,0,23,258,29,201,1,2,1,1,0,6,2,10,534
361,"P.S. GURAULI",670,536,1,1207,293,300,0,593,593,0,20,253,100,173,7,4,4,5,1,6,7,13,593
362,"P.S. JHADIYA KA PURA MAJRA BERAUNCHA",697,486,0,1183,384,247,0,631,631,0,19,271,40,236,9,3,2,1,6,6,10,28,631
363,"P.S. SONWARA",287,208,0,495,117,139,0,256,256,0,7,140,13,36,1,6,6,2,4,3,7,31,256
364,"P.S. MAHILA",778,550,0,1328,367,226,0,593,593,0,46,193,28,274,5,3,7,1,6,4,5,21,593
365,"P.S. DHANA",401,317,0,718,222,167,0,389,389,0,13,165,13,128,9,7,3,3,6,7,13,22,389
366,"P.S. CHHEKWA",655,500,0,1155,291,251,0,542,542,0,9,304,43,155,9,5,2,1,0,2,7,5,542
367,"P.S. LALA KA PURA MAJRA CHHEKWA",523,390,0,913,298,254,0,552,552,0,8,160,54,286,10,7,4,2,2,4,5,10,552
368,"P.S. AIGWAN",587,392,0,979,340,245,0,585,350,0,27,201,5,291,10,2,6,5,1,1,10,26,585
369,"P.S. CHUNNI KA PURA MAJRA AIGWAN",391,272,0,663,207,141,0,348,348,0,8,59,1,230,9,0,3,5,3,17,4,9,348
370,"P.S. JUGRAJPUR PURVI BHAG",803,590,0,1393,377,319,0,696,196,0,8,551,35,73,4,6,1,2,3,3,9,1,696
371,"P.S. JUGRAJPUR PASCHIMI BHAG",842,494,0,1336,399,230,0,629,629,0,66,325,29,173,5,2,6,4,0,5,6,8,629
372,"P.S. MEDUWA SALEMPUR",752,625,0,1377,392,325,0,717,1,0,96,386,37,166,7,7,1,0,3,1,6,7,717
373,"P.S. MULAYAMPUR",324,267,0,591,212,195,0,407,407,0,6,204,31,156,3,0,2,2,0,1,2,0,407
374,"P.S. DIYA UTTARI BHAG",442,358,0,800,270,212,0,482,482,0,8,92,45,327,5,0,1,2,0,0,2,0,482
375,"P.S. DIYA DAKSHINI BHAG",401,324,0,725,255,226,0,481,481,0,27,198,25,205,5,2,1,0,1,1,6,10,481
376,"P.S. PANNA KA PURA MAJRA DIYA",432,303,0,735,215,164,0,379,377,0,18,234,39,79,2,0,1,0,0,1,2,3,379
377,"P.S. DHARAMPUR",689,546,0,1235,349,319,0,668,108,0,35,343,94,168,5,5,4,1,0,1,7,5,668
378,"P.S. KUTIPAR MAJRA DIYA",562,427,0,989,368,302,0,670,660,0,40,305,72,180,8,6,3,3,3,8,17,25,670
379,"P.S. BHAKHANDA UTTARI BHAG",606,435,0,1041,324,240,0,564,564,0,8,355,20,143,8,10,1,3,2,1,6,7,564
380,"P.S. BHAKHANDA DAKSHINI BHAG",876,631,0,1507,474,304,0,778,478,0,15,279,302,127,3,9,14,4,5,5,7,8,778
