"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLESH PASWAN","2 - GORAKH PRASAD PASWAN","3 - SADAL PRASAD","4 - SANJAI KUMAR","5 - ARJUN PRASAD RAW","6 - CHANDRIKA PRASAD BHARATI","7 - RAMNARESH","8 - RAMNIVAS  PASWAN","9 - RAMPRIT JAKHMEE","10 - LALCHAND PRASAD JATAV","11 - KUNJAWATI","12 - SHEO SHANKAR","13 - None of the Above","Total Votes Secured"
190,"P.V. AHALADPUR MARAKADI R.N. 1",570,448,0,1018,249,210,0,459,459,0,155,245,29,2,0,0,2,6,0,3,1,3,13,459
191,"P.V. AHALADPUR MARAKADI R.N. 2",291,222,0,513,132,139,0,271,271,0,211,27,23,3,0,0,0,1,1,2,0,2,1,271
192,"P.V. AHALADPUR MARAKADI R.N.3",722,550,0,1272,319,238,0,557,557,0,336,84,87,24,1,0,0,3,3,6,0,1,12,557
193,"D.N.I. COLLEGE RUDRAPUR R.N. 1",576,415,0,991,265,209,0,474,474,0,271,76,67,24,2,3,2,3,3,6,1,3,13,474
194,"D.N.I. COLLEGE RUDRAPUR R.N. 2",640,472,0,1112,271,221,0,492,492,0,349,49,68,12,1,0,2,1,0,4,1,1,4,492
195,"D.N.I. COLLEGE RUDRAPUR R.N. 3",508,383,0,891,174,151,0,325,325,0,226,72,8,11,1,1,1,0,0,1,0,0,4,325
196,"D.N.I.COLLEGE RUDRAPUR R.N.4",486,375,0,861,251,194,0,445,445,0,225,63,131,7,0,1,1,0,4,3,0,2,8,445
197,"D.N.I. COLLEGE RUDRAPUR R.N. 5",554,484,0,1038,229,217,0,446,446,0,287,80,33,20,1,2,1,1,1,7,0,4,9,446
198,"RAMJI SAHAY DIGRI COLLEGE RUDRAPUR R.N. 1",853,595,0,1448,149,237,0,386,386,0,304,13,23,6,2,0,2,1,3,7,6,5,14,386
199,"RAMJI SAHAY DIGRI COLLEGE RUDRAPUR R.N. 2",462,346,0,808,263,149,0,412,412,0,278,44,50,21,1,0,2,2,1,3,2,1,7,412
200,"RAMJI SAHAY DIGRI COLLEGE RUDRAPUR 3",439,341,0,780,279,159,0,438,438,0,323,42,34,30,0,0,0,2,0,2,1,1,3,438
201,"RAMJI SAHAY DIGRI COLLEGE RUDRAPUR R.N. 4",389,287,0,676,170,128,0,298,298,0,208,17,47,6,1,2,1,0,2,5,2,1,6,298
202,"DUGDHESHWAR NATH INTER COLLEGE RUDRAPUR R.N. 1",745,601,0,1346,326,252,0,578,578,0,324,31,167,30,0,1,1,2,1,5,1,2,13,578
203,"DUGDHESHWAR NATH INTER COLLEGE RUDRAPUR R.N. 2",538,412,0,950,336,234,0,570,570,0,204,14,319,9,2,2,3,1,0,7,2,2,5,570
204,"AADARSH P.V. RUDRAPUR R.N. 1",693,526,0,1219,290,252,0,542,542,0,327,65,98,22,0,2,0,2,1,6,2,4,13,542
205,"AADARSH P.V. RUDRAPUR R.N. 2",443,333,0,776,209,182,0,391,391,0,148,93,130,10,2,0,0,1,0,7,0,0,0,391
206,"AADARSH P.V. RUDRAPUR R.N. 3",627,472,0,1099,252,211,0,463,463,0,308,26,71,19,1,0,2,7,1,11,5,1,11,463
207,"AADARSH P.V. RUDRAPUR R.N. 4",411,315,0,726,210,177,0,387,387,0,188,59,96,20,0,0,3,2,4,2,3,1,9,387
208,"AADARSH P.V. RUDRAPUR R.N. 5",636,495,1,1132,309,282,0,591,591,0,375,28,117,30,2,2,0,5,1,14,1,3,13,591
209,"J.H.SCHOOL RUDRAPUR R.N.1",615,490,0,1105,219,212,0,431,431,0,179,61,151,11,0,0,2,1,3,3,5,2,13,431
210,"J.H.SCHOOL RUDRAPUR R.N.2",602,468,0,1070,360,276,0,636,636,0,400,120,65,22,0,1,1,3,4,6,1,3,10,636
211,"J.H.S. RUDRAPUR R.N. 3",93,80,0,173,44,47,0,91,91,0,33,11,39,7,0,0,0,0,0,1,0,0,0,91
212,"J.H.S. RUDRAPUR R.N. 4",470,382,0,852,259,205,0,464,464,0,323,14,89,12,2,0,3,1,1,5,2,2,10,464
213,"J.H.S. RUDRAPUR R.N. 5",612,486,0,1098,311,260,0,571,571,0,414,25,74,32,2,0,1,2,1,11,0,3,6,571
214,"P.V. MACHHARHATTA",557,439,0,996,271,243,0,514,514,0,403,11,47,33,2,0,3,0,1,2,0,0,12,514
215,"RAMJI SAHAY DIGRI COLLEGE RUDRAPUR R.N. 5",408,287,0,695,120,114,0,234,234,0,186,17,9,6,0,0,1,0,2,4,1,1,7,234
216,"RAMJI SAHAY DIGRI COLLEGE RUDRAPUR R.N. 6",567,389,0,956,262,186,0,448,448,0,333,33,41,16,2,2,3,3,1,1,5,2,6,448
217,"P.V. RAMCHAK R.N. 1",476,386,0,862,274,257,0,531,531,0,152,16,322,6,2,1,6,3,3,6,3,5,6,531
218,"P.V. RAMCHAK R.N. 2",464,333,0,797,281,199,0,480,480,0,249,78,117,9,1,3,4,3,1,3,3,1,8,480
219,"P.V. BHABHAULI",821,605,0,1426,399,354,0,753,753,0,370,119,214,22,2,1,2,3,5,7,2,1,5,753
220,"P.V. JOT SEMARAUNA",492,426,0,918,298,328,0,626,626,0,373,211,10,11,0,0,1,0,1,5,1,5,8,626
221,"LAKSHMIPUR KOLIYA",115,96,0,211,59,61,0,120,120,0,31,61,25,2,0,0,0,0,0,1,0,0,0,120
222,"J.H.SCHOOL SILAHATA",607,509,0,1116,275,283,0,558,560,0,260,101,133,33,3,1,4,2,1,7,6,2,5,558
223,"P.V. SILAHATA",399,300,0,699,172,201,0,373,373,0,196,72,73,25,2,0,1,0,0,2,1,0,1,373
224,"P.V. GONAH SURATPURA",609,484,0,1093,324,292,0,616,616,0,369,31,155,27,1,0,1,2,5,8,2,5,10,616
225,"P.V. JAGATMAJHA",631,495,0,1126,280,298,0,578,578,0,223,54,261,17,2,0,3,2,1,5,2,2,6,578
226,"JANATA I. COLLEGA PIPARA KACHHAR",554,455,0,1009,273,273,0,546,546,0,345,54,99,21,0,0,1,3,2,8,4,1,8,546
227,"P.V. VITHTHALPUR",613,513,0,1126,319,297,0,616,616,0,397,48,129,12,1,1,1,8,0,7,3,2,7,616
228,"P.V. KARANPURA",337,258,0,595,183,158,0,341,341,0,243,27,51,8,1,0,2,3,0,4,2,0,0,341
229,"P.V. AWASTHI",326,276,0,602,171,208,0,379,379,0,179,66,96,20,1,0,0,0,2,5,4,1,5,379
230,"P.V. MATHIYA MAAFI R.N. 1",348,288,0,636,154,148,0,302,302,0,110,142,35,7,0,1,0,0,2,3,0,0,2,302
231,".V. MATHIYA MAAFI R.N. 2",327,263,0,590,165,134,0,299,299,0,65,123,95,6,2,0,0,1,1,4,1,1,0,299
232,"P.V. DAHARAULI BUJURG R.N. 1",443,385,0,828,196,184,0,380,380,0,227,58,30,31,1,2,1,0,3,9,5,3,10,380
233,"P.V. DAHARAULI BUJURG R.N. 2",498,410,0,908,211,211,0,422,422,0,117,53,195,27,1,0,2,3,3,1,9,2,9,422
234,"HANSNATH I.C. PANDEY MAJHARAJDHAR R.N. 1",461,382,0,843,235,228,0,463,463,0,333,30,45,33,1,1,1,1,0,7,2,3,6,463
235,"HANSNATH I.C. PANDEY MAJHARAJDHAR R.N. 2",377,310,0,687,159,138,0,297,297,0,66,120,87,7,1,1,0,1,3,3,2,3,3,297
236,"P.V. SHITALMAJHA",399,293,0,692,224,208,0,432,432,0,169,157,78,10,1,0,1,2,2,8,3,1,0,432
237,"P.V. DALA R.N. 1",354,277,0,631,192,176,0,368,368,0,291,31,9,18,2,0,0,2,1,13,0,0,1,368
238,"P.V.DALA R.N. 2",604,458,0,1062,302,236,0,538,538,0,270,137,93,11,2,2,1,2,0,16,2,0,2,538
239,"P.V. LAKHANAGHAT",236,170,0,406,105,126,0,231,231,0,152,33,9,30,3,0,1,0,0,0,1,0,2,231
240,"P.V. SONABARASA",447,364,0,811,180,153,0,333,333,0,146,83,85,11,0,0,0,0,0,5,1,0,2,333
241,"P.V. BADAHARA",616,517,0,1133,298,264,0,562,562,0,308,154,46,14,3,1,1,5,3,8,1,1,17,562
242,"P.V. KARAMEL BANARAHI",832,664,0,1496,372,331,0,703,703,0,282,265,92,14,1,1,1,3,2,14,2,4,22,703
243,"J.H.SCHOOL KRITPURA",692,540,0,1232,339,286,0,625,625,0,342,170,50,33,3,4,2,1,0,16,1,1,2,625
244,"P.V. AMAWA URF AMMA",263,189,0,452,143,96,0,239,239,0,170,45,17,1,0,0,0,2,1,3,0,0,0,239
245,"P.V. SHIVDHARA",235,185,0,420,132,125,0,257,257,0,58,103,71,14,1,2,0,0,1,0,5,0,2,257
246,"P.V. KUKURIHA",585,482,0,1067,303,210,0,513,513,0,330,82,54,10,1,3,2,1,0,12,10,3,5,513
247,"P.V. TADAWA",556,461,0,1017,331,234,0,565,565,0,297,115,110,16,4,2,1,0,0,4,0,3,13,565
248,"P.V. KORAWA",714,603,0,1317,357,338,0,695,695,0,195,300,148,18,2,0,0,4,2,9,4,4,9,695
249,"J.H.SCHOOL KORAWA",362,326,0,688,151,141,0,292,292,0,106,54,88,26,0,0,2,2,2,2,2,4,4,292
250,"PANCHAYAT BHAWAN DEENAPAR",336,254,0,590,153,135,0,288,288,0,206,15,51,5,1,1,0,2,0,1,2,2,2,288
251,"P.V. BELAWA RAAJI",665,522,0,1187,298,260,0,558,558,0,246,149,106,8,4,1,3,5,2,17,6,6,5,558
252,"P.V. BELUAARGHAT",228,140,0,368,93,99,0,192,192,0,85,23,65,3,1,0,1,1,0,4,3,3,3,192
253,"P.V. PIDAHANI",667,483,0,1150,249,222,0,471,471,0,249,134,40,18,6,4,0,1,0,12,2,2,3,471
254,"P.V. MALAHPURAWA",259,207,0,466,150,123,0,273,273,0,62,177,17,11,0,0,0,0,1,2,1,0,2,273
255,"P.V. ISLAMABAD",241,214,0,455,131,122,0,253,253,0,59,157,24,5,1,1,0,0,0,1,1,2,2,253
256,"P.V. NAKAIL R.N.1",549,441,0,990,376,200,0,576,576,0,353,32,114,42,3,1,2,1,1,5,5,2,15,576
257,"P.V. NAKAIL R.N. 2",563,425,0,988,220,226,0,446,446,0,159,46,180,27,5,3,0,3,0,4,1,3,15,446
258,"P.V. NAKAIL R.N. 3",499,366,0,865,232,209,0,441,441,0,330,27,49,16,1,0,2,1,2,5,2,2,4,441
259,"P.V. RAMPUR",318,234,0,552,130,83,0,213,213,0,32,175,2,3,0,0,0,0,0,0,0,1,0,213
260,"P.V. GAYGHAT",624,500,0,1124,310,254,0,564,564,0,259,214,18,7,2,2,3,8,4,18,5,4,20,564
261,"P.V. DEVAKALI JAYRAM R.N. 1",530,408,0,938,242,200,0,442,442,0,184,83,109,26,1,2,1,1,0,18,6,1,10,442
262,"P.V. DEVAKALI JAYRAM R.N. 2",714,584,0,1298,286,281,0,567,567,0,272,48,202,19,0,0,3,0,1,5,5,2,10,567
263,"P.V. JAMEERA R.N. 1",552,475,0,1027,218,197,0,415,415,0,270,97,12,16,0,0,0,1,0,2,0,6,11,415
264,"P.V. JAMEERA R.N. 2",479,387,0,866,193,199,0,392,392,0,194,43,94,25,2,1,2,3,0,10,14,1,3,392
265,"P.V. MATHIYA TIWARI",396,328,0,724,180,179,0,359,359,0,178,27,129,7,0,1,0,1,1,3,5,1,6,359
266,"P.V. DEVAKALI HEMRAJ",193,162,0,355,106,74,0,180,180,0,17,159,4,0,0,0,0,0,0,0,0,0,0,180
267,"P.V. MANIHARPUR",615,472,0,1087,250,244,0,494,494,0,188,88,153,29,2,1,2,1,2,10,6,4,8,494
268,"P.V. MALPATTI",242,198,0,440,143,117,0,260,260,0,200,17,11,3,2,1,1,1,0,8,7,0,9,260
269,"P.V. KEVATALIYA R.N. 1",474,333,0,807,202,144,0,346,346,0,220,58,41,12,0,1,1,1,0,2,0,1,9,346
270,"P.V. KEVATALIYA R.N. 2",590,412,0,1002,324,213,0,537,537,0,310,165,21,25,1,0,2,3,0,5,1,1,3,537
271,"P.V. POURAHIYA",523,480,0,1003,210,204,0,414,414,0,146,108,97,45,0,0,2,4,0,4,1,0,7,414
272,"P.V. MADANPUR  II R.N. 1",883,646,0,1529,449,323,0,772,772,0,566,107,49,24,1,1,0,6,1,12,1,0,4,772
273,"JANATA S.S. SCHOOL MADANPUR R.N. 7",863,647,0,1510,345,292,0,637,637,0,217,261,104,18,1,5,2,1,1,7,14,2,4,637
274,"JANATA  S.S.S. MADANPUR R.N. 1",444,350,0,794,251,103,0,354,354,0,89,154,69,28,1,1,1,1,2,1,1,1,5,354
275,"JANATA S.S.S. MADANPUR R.N. 2",412,423,0,835,156,215,0,371,364,0,21,247,84,10,1,1,0,3,0,0,2,0,2,371
276,"JANATA S.S.S. MADANPUR R.N. 3",453,377,0,830,163,231,0,394,394,0,42,297,30,16,0,0,1,0,1,3,1,0,3,394
277,"JANATA S.S.S. MADANPUR R.N. 4",520,404,0,924,232,202,0,434,434,0,230,92,61,18,4,3,0,1,5,7,4,1,8,434
278,"JANATA S.S.S. MADANPUR R.N. 5",490,328,0,818,174,154,0,328,328,0,140,56,80,24,0,1,4,3,0,4,1,4,11,328
279,"JANATA S.S.S. MADANPUR R.N. 6",451,383,0,834,167,172,0,339,339,0,28,151,95,47,1,2,1,3,2,2,1,1,5,339
280,"P.V. MADANPUR I R.N. 1",487,400,0,887,149,170,0,319,319,0,25,99,147,31,0,0,2,6,0,0,4,1,4,319
281,"P.V. MADANPUR R.N. 2",421,383,0,804,131,159,0,290,290,0,26,195,24,37,0,0,2,1,0,1,2,0,2,290
282,"P.V. MADANPUR II R.N. 3",803,682,0,1485,254,319,0,573,573,0,68,294,55,140,3,0,0,6,1,3,1,1,1,573
283,"AADARSH I.C. VISHAMBHARPUR GANIYARI R.N. 1",626,517,0,1143,321,232,0,553,553,0,247,90,170,14,3,1,1,1,2,6,6,2,10,553
284,"P.V. FAREEDPUR",273,222,0,495,141,153,0,294,294,0,140,41,79,15,1,0,0,0,0,7,4,1,6,294
285,"P.V. FATEHPUR",601,478,0,1079,248,300,0,548,548,0,348,78,50,36,2,1,3,3,4,15,2,0,6,548
286,"P.V. FATTEHPUR R.N. १",285,263,0,548,85,69,0,154,154,0,87,31,9,14,1,0,0,1,1,7,0,0,3,154
287,"P.V. FATTEHPUR R.N. 2",522,376,0,898,247,243,0,490,490,0,308,30,89,20,1,0,2,6,2,9,3,4,16,490
288,"P.V. FATTEHPUR R.N. 3",442,354,0,796,189,214,0,403,403,0,204,41,119,25,0,1,0,1,0,7,4,0,1,403
289,"P.V. FATTEHPUR R.N. 4",856,643,0,1499,464,327,0,791,791,0,584,70,60,9,8,4,1,9,1,21,19,2,3,791
290,"NAYA BHAWAN P.V. FATTEHPUR",797,618,0,1415,294,271,0,565,565,0,409,57,20,9,1,1,3,10,3,25,2,10,15,565
291,"P.V. KUSUMHA R.N. 1",540,480,0,1020,267,267,0,534,534,0,371,60,41,22,1,2,0,30,1,2,0,1,3,534
292,"P.V. KUSUMHA R.N. 2",279,231,0,510,101,114,0,215,215,0,85,34,72,6,0,2,0,0,3,7,0,1,5,215
293,"J.H. SCHOOL SEHUDA",265,241,0,506,143,144,0,287,287,0,150,76,42,11,0,0,0,2,0,2,1,3,0,287
294,"P.V. BARADEEHADAL R.N. 1",629,506,0,1135,323,302,0,625,625,0,189,146,223,16,5,1,2,13,2,8,6,2,12,625
295,"P.V. BARDEEHADAL R.N. 2",472,397,0,869,246,250,0,496,496,0,215,101,125,23,1,1,1,14,5,4,3,1,2,496
296,"P.V. GOLAUTHA",622,504,0,1126,323,272,0,595,305,0,283,133,112,13,0,1,1,32,2,5,2,2,9,595
297,"P.V. THAKURDEVA",750,604,0,1354,349,328,0,677,677,0,387,72,164,13,2,0,1,6,4,13,4,4,7,677
298,"GIRLS J.H.SCHOOL BARDEEHA ALI",494,411,0,905,238,247,0,485,485,0,280,52,47,55,4,1,0,17,2,7,0,3,17,485
299,"P.V. PAKADI BARAMAD DEUBAARI",776,619,0,1395,362,341,0,703,703,0,406,103,139,17,2,3,6,3,2,13,2,1,6,703
300,"P.V. CHAKARAWA",767,597,0,1364,299,251,0,550,550,0,236,134,139,29,0,0,0,2,2,5,0,0,3,550
301,"P.V. NAGAWA R.N. 1",745,597,0,1342,313,256,0,569,569,0,242,196,71,19,5,3,4,9,0,7,3,0,10,569
302,"P.V. NAGAWA R.N. 2",239,201,0,440,111,104,0,215,215,0,28,113,20,8,1,0,1,38,0,4,1,0,1,215
303,"P.V. DUBOULI",188,142,0,330,103,85,0,188,191,0,38,124,6,2,0,0,3,0,2,3,1,2,7,188
304,"P.V. PIPARA PURUSHOTTAM",640,585,1,1226,289,283,0,572,572,0,296,161,77,9,0,0,0,18,0,6,1,1,3,572
305,"SUBHASH I.C. BHARAULI",707,626,0,1333,382,330,0,712,712,0,343,23,213,22,4,1,4,56,6,13,4,5,18,712
306,"P.V. DHANAUTI MATHIYA",487,415,0,902,242,254,0,496,496,0,246,172,48,8,0,0,0,4,1,2,5,3,7,496
307,"P.V. KHAJURI TIWARI",393,329,0,722,217,188,0,405,405,0,296,39,13,12,0,1,4,2,0,13,4,5,16,405
308,"P.V. NAI KHAS",490,379,0,869,269,206,0,475,475,0,104,58,66,4,2,9,3,214,1,2,3,2,7,475
309,"P.V. PARASIYA JADDU R.N. 1",604,479,0,1083,264,252,0,516,516,0,292,56,130,6,3,1,2,4,3,7,1,2,9,516
310,"P.V. PARASIYA JADDU R.N. 2",547,387,0,934,353,251,0,604,604,0,505,10,78,7,0,0,0,0,0,1,0,1,2,604
311,"P.V. PARASIYA JADDU R.N. 3",612,504,0,1116,318,286,0,604,604,0,391,72,104,14,2,0,2,3,2,7,0,4,3,604
312,"P.V. PADARI ANIRUDH",598,447,0,1045,274,270,0,544,544,0,309,26,97,50,8,1,1,2,4,11,4,4,27,544
313,"P.V. SISAWA PANDEY",650,499,0,1149,271,221,0,492,492,0,323,5,129,15,1,1,0,0,1,5,2,0,10,492
314,"P. V. SCHOOL NAKADEEHA",215,186,0,401,127,128,0,255,255,0,169,2,63,11,0,0,6,0,0,1,2,0,1,255
315,"H.S.SCHOOL SISAWA PANDEY (NAKDEEHA)",302,232,0,534,152,139,0,291,291,0,217,6,36,11,1,0,0,2,1,9,2,3,3,291
316,"P.V. SUKAI PARASIYA",691,557,0,1248,287,265,0,552,552,0,323,38,143,28,3,0,0,0,2,4,3,2,6,552
317,"P.V. BHEDAPAKAD KALA",778,636,0,1414,391,331,0,722,722,0,378,98,124,20,5,1,3,64,4,20,2,1,2,722
318,"P.V. BAAKI SIGAHI R.N. 1",553,422,0,975,254,209,0,463,463,0,292,40,83,19,2,1,0,5,2,5,1,4,9,463
319,"P.V. BAAKI SIGAHI R.N. 2",782,602,0,1384,388,285,0,673,673,0,315,97,157,59,2,1,0,21,0,3,2,1,15,673
320,"CHANDRASHEKHAR AAJAD H.S. SCHOOL LANGADA BAJAAR R.N. 1",631,499,0,1130,237,302,0,539,539,0,295,36,110,57,3,3,2,7,1,11,4,0,10,539
321,"CHANDRASHEKHAR AAJAD H.S. SCHOOL LANGADA BAJAR R.N. 2",347,289,0,636,118,118,0,236,236,0,89,7,5,26,1,1,0,86,2,4,0,2,13,236
322,"P.V. PIDARI",676,564,0,1240,360,347,0,707,707,0,401,142,88,35,1,0,0,4,3,9,1,3,20,707
323,"P.V. KORYA",816,697,0,1513,473,413,0,886,886,0,465,71,289,19,2,1,8,2,4,8,1,1,15,886
324,"P.V. PADARI MISHRA",325,242,0,567,188,166,0,354,354,0,273,48,23,3,1,0,0,1,0,2,0,1,2,354
325,"P.V. KHOKHARBAR",414,304,0,718,230,199,0,429,429,0,180,200,10,14,0,1,0,5,2,7,0,5,5,429
