"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK KUMAR KANNAOUJIYA","2 - CHHOTELAL","3 - PAKAUDI LAL KOL","4 - BHAGWATI PRASAD CHAUDHARY","5 - SHARADA PRASAD","6 - GUN DEVI GYANI DEVI","7 - S. R. DARAPURI","8 - MANGOI","9 - RAVI SHANKAR KANNAUJIA","10 - RAJKUMAR","11 - SHANKAR KOL","12 - ARUN SINGH CHERO","13 - RAMBRIKSHA","14 - LAWRENCE ANTHONY","15 - None of the Above","Total Votes Secured"
164,"PRATHMIK VIDHAYALAY SEETABAHAR",478,396,0,874,286,230,0,516,482,0,10,336,29,85,29,0,1,0,5,0,4,1,9,0,7,516
165,"PRATHMIK VIDHAYALAY SIRSIYA JETHI",547,456,0,1003,328,281,0,609,609,0,10,267,61,26,202,6,0,1,6,4,1,1,9,7,8,609
166,"PRATHMIK VIDHAYALAY KARAKOLI",546,482,0,1028,288,263,0,551,546,0,19,215,110,53,140,1,0,1,1,0,2,0,5,1,3,551
167,"PRATHMIK VIDHAYALAY TIKURIYA",618,556,0,1174,405,349,0,754,754,0,27,280,59,18,328,1,5,3,1,1,7,2,5,8,9,754
168,"PRATHMIK VIDHAYALAY SIRVIT",802,716,0,1518,509,386,0,895,25,0,13,330,43,22,422,9,3,4,3,4,7,4,12,5,14,895
169,"PRATHMIK VIDHAYALAY DHAORAHARA",481,427,0,908,328,252,0,580,567,0,11,294,91,26,134,1,0,1,4,0,4,2,5,2,5,580
170,"PANCHAYAT BHAVAN MADAINIYA",321,258,0,579,181,148,0,329,329,0,2,221,5,13,72,0,0,0,5,1,3,0,3,3,1,329
171,"PRATHMIK VIDHAYALAY KARAMA",361,312,0,673,239,183,0,422,88,0,6,182,44,21,146,4,1,1,2,1,2,4,3,2,3,422
172,"PRATHMIK VIDHAYALAY BHARAKAVAH",460,395,0,855,307,247,0,554,535,0,12,271,123,6,109,1,1,1,4,1,2,0,6,3,14,554
173,"PRATHMIK VIDHAYALAY PAGIYA",788,653,1,1442,461,366,0,827,799,0,19,383,148,134,117,2,1,2,2,0,3,2,3,5,6,827
174,"PRATHMIK VIDHAYALAY BAREEMHEVA PU.PA.",544,447,0,991,325,194,0,519,468,0,7,356,44,9,86,1,0,0,2,0,1,3,6,1,3,519
175,"PRATHMIK VIDHAYALAY BAREEMHEVA PA.PA.",524,431,0,955,351,239,0,590,450,0,7,109,192,21,227,5,1,0,3,3,7,2,5,4,4,590
176,"PRATHMIK VIDHAYALAY DUDHIYA",259,235,0,494,177,154,0,331,326,0,9,176,36,5,87,1,0,0,1,1,6,1,6,1,1,331
177,"PRATHMIK VIDHAYALAY PANDEY POKHAR",391,319,0,710,255,202,0,457,457,0,4,129,92,29,182,4,2,0,0,0,3,3,4,2,3,457
178,"PRATHMIK VIDHAYALAY TIYARA SHIVADATT",277,227,0,504,175,143,0,318,318,0,2,172,8,7,124,0,1,0,0,0,1,0,1,1,1,318
179,"PRATHMIK VIDHAYALAY RANITARA",575,546,0,1121,405,277,0,682,682,0,7,222,151,10,268,1,1,0,3,1,3,2,3,4,6,682
180,"PRATHMIK VIDHAYALAY MOKARASIM",530,495,0,1025,369,297,0,666,666,0,8,132,81,160,258,3,0,2,3,0,6,3,5,1,4,666
181,"PRATHMIK VIDHAYALAY BARASOT",552,430,0,982,359,269,0,628,628,0,10,295,39,12,248,5,1,0,1,1,3,0,5,3,5,628
182,"PRATHMIK VIDHAYALAY EENAM",481,417,0,898,353,270,0,623,590,0,27,370,61,10,141,3,1,0,0,0,2,3,3,0,2,623
183,"PRATHMIK VIDHAYALAY DURAWAL KHURD",392,334,0,726,250,181,0,431,425,0,12,230,15,40,115,2,3,0,6,2,3,0,2,0,1,431
184,"PRATHMIK VIDHAYALAY DABHA",587,510,0,1097,327,280,0,607,597,0,16,398,32,35,103,1,0,0,2,2,2,1,2,2,11,607
185,"PRATHMIK VIDHAYALAY LASADHI KALA",277,265,0,542,215,190,0,405,306,0,4,186,13,15,167,1,0,1,3,3,1,3,1,5,2,405
186,"PURV MADHYAMIK  VIDHAYALAY DHUTER",845,781,0,1626,529,410,0,939,879,0,19,654,55,70,66,7,4,2,10,4,4,4,8,10,22,939
187,"PRATHMIK VIDHAYALAY SATHAHEEN",412,374,0,786,242,172,0,414,413,0,8,264,17,26,50,3,3,1,3,0,1,6,9,8,15,414
188,"PRATHMIK VIDHAYALAY KADARA",439,375,0,814,271,220,0,491,491,0,23,115,36,24,195,3,9,4,5,3,11,4,17,7,35,491
189,"PRATHMIK VIDHAYALAY RIJUL",480,401,0,881,270,201,0,471,471,0,24,280,41,20,45,1,5,1,4,2,3,6,11,10,18,471
190,"PRATHMIK VIDHAYALAY KORAT U.PA.",656,537,0,1193,308,234,0,542,538,0,20,254,39,42,125,2,4,0,3,4,4,6,10,8,21,542
191,"PRATHMIK VIDHAYALAY KORAT DA. PA.",438,377,0,815,235,181,0,416,369,0,20,137,146,26,68,0,1,4,3,1,2,1,2,3,2,416
192,"PRATHMIK VIDHAYALAY SHILPI P.PA.",475,454,0,929,260,195,0,455,455,0,22,254,38,12,83,1,1,3,3,1,2,1,9,9,16,455
193,"PRATHMIK VIDHAYALAY SHILPI PU. PA.",519,438,0,957,252,202,0,454,454,0,20,207,30,9,145,6,1,2,4,3,4,4,7,5,7,454
194,"PRATHMIK VIDHAYALAY KUDARI",438,371,0,809,241,166,0,407,407,0,14,192,19,10,127,3,2,1,5,2,5,1,5,7,14,407
195,"PRATHMIK VIDHAYALAY NEVARI(UTTARI PART)",696,603,0,1299,456,384,0,840,840,0,34,318,75,15,269,8,9,5,6,13,15,9,16,15,33,840
196,"PURV MADHYAMIK VIDHAYALAY  NEVARI",711,589,0,1300,422,307,0,729,729,0,33,312,40,22,227,7,8,2,3,12,13,6,12,10,22,729
197,"PRATHMIK VIDHAYALAY SEMIYA PU. PA.",678,575,0,1253,367,320,0,687,592,0,45,250,99,50,129,10,1,12,6,2,13,4,17,14,35,687
198,"PRATHMIK VIDHAYALAY SEMIYA PA.PA.",550,491,0,1041,247,198,0,445,444,0,23,187,23,89,50,7,6,5,5,8,4,2,13,7,16,445
199,"PRATHMIK VIDHAYALAY GHORIYA",748,623,0,1371,414,463,0,877,875,0,20,368,134,25,200,4,2,3,9,5,11,10,25,19,42,877
200,"PRATHMIK VIDHAYALAY KURACHHA",458,444,0,902,324,306,0,630,620,0,38,348,125,18,46,12,8,5,5,5,7,0,8,2,3,630
201,"PRATHMIK VIDHAYALAY JAMUAL",604,527,0,1131,456,261,0,717,716,0,14,356,55,12,215,3,4,2,1,6,8,6,10,9,16,717
202,"PRATHMIK VIDHAYALAY CHATAWAR",819,611,0,1430,391,215,0,606,606,0,17,290,34,38,187,3,1,1,4,1,3,6,6,2,13,606
203,"PRATHMIK VIDHAYALAY AMAKOEE",560,488,0,1048,288,224,0,512,512,0,46,196,28,60,93,4,7,8,2,6,3,5,17,9,28,512
204,"PRATHAMIK VIDYALAY AORAHAVAN",934,731,0,1665,575,422,0,997,997,0,27,263,243,44,381,6,2,1,12,1,3,2,4,2,6,997
205,"PRATHAMIK VIDYALAY BAHUARA (BANGALA) ROOM NO.1",877,757,0,1634,511,388,0,899,899,0,38,342,237,69,155,10,4,2,8,2,10,2,5,4,11,899
206,"PRATHAMIK VIDYALAY BAHUARA (BANGALA) ROOM NO. 2",836,672,0,1508,473,332,0,805,805,0,11,318,153,126,144,8,3,4,9,1,3,2,5,3,15,805
207,"PURV MADHYAMIK VIDYALAY HINAOTA ROOM NO. 1",715,558,1,1274,371,250,0,621,620,0,7,199,159,27,202,2,1,0,9,1,1,3,3,1,6,621
208,"PURV MADHYAMIK VIDYALAY HINAOTA ROOM NO.2",258,201,0,459,149,105,0,254,251,0,7,149,15,10,63,0,1,0,5,0,0,0,2,1,1,254
209,"PRATHAMIK VIDYALAY CHAKARA",275,214,0,489,170,133,0,303,303,0,9,224,20,7,30,2,1,0,3,2,0,0,1,0,4,303
210,"PRATHAMIK VIDYALAY TILAYA",329,268,0,597,214,170,0,384,384,0,4,214,54,12,79,1,0,1,1,1,4,2,3,4,4,384
211,"PRATHAMIK VIDYALAY GADAEEGAD",589,496,1,1086,319,274,0,593,593,0,18,310,61,29,141,2,0,3,2,0,2,2,3,9,11,593
212,"PRATHAMIK VIDYALAY SARAOLI",751,650,0,1401,466,377,0,843,839,0,33,419,196,21,81,4,4,4,5,6,3,7,22,22,16,843
213,"PRATHAMIK VIDYALAY JADERUA ROOM NO. 1",448,379,0,827,304,241,0,545,545,0,7,170,148,44,145,1,2,1,3,1,2,2,5,3,11,545
214,"PRATHAMIK VIDYALAYJADERUA ROOM NO 2",485,374,0,859,333,225,0,558,558,0,13,272,98,31,102,5,4,2,3,2,1,3,5,6,11,558
215,"PRATHAMIK VIDYALAY DEELAHEE",343,272,0,615,241,151,0,392,392,0,11,72,172,28,101,3,0,0,0,0,1,0,1,2,1,392
216,"PRATHAMIK VIDYALAY BAHERA",812,681,0,1493,468,352,0,820,711,0,19,346,280,19,118,4,5,1,1,3,0,3,8,7,6,820
217,"JUNIYAR HIGH SCHOOL BHARUHA",368,318,0,686,219,165,0,384,329,0,8,179,34,35,109,4,2,0,2,1,2,0,2,0,6,384
218,"PRATHAMIK VIDYALAY ELAHEE",422,344,0,766,296,228,0,524,507,0,3,261,45,8,172,1,1,2,1,1,4,5,4,9,7,524
219,"PRATHAMIK VIDYALAY KHAIRAVA",541,437,1,979,297,222,0,519,519,0,13,233,83,7,155,1,1,2,3,0,2,2,4,5,8,519
220,"PRATHAMIK VIDYALAY BABURAHI",359,279,0,638,223,159,0,382,372,0,15,148,130,4,72,0,0,0,2,0,0,2,4,3,2,382
221,"PRATHAMIK VIDYALAY KHAIRAHI",800,635,0,1435,505,377,0,882,880,0,18,255,257,158,154,4,3,0,2,1,1,2,11,3,13,882
222,"PRATHAMIK VIDYALAY BASADEVA",358,290,0,648,215,183,0,398,396,0,9,123,155,2,84,2,1,1,0,1,3,1,9,1,6,398
223,"PRATHAMIK VIDYALAY PIPARA",243,210,0,453,160,118,0,278,276,0,3,131,56,2,77,2,0,0,0,1,0,0,2,1,3,278
224,"PRATHAMIK VIDYALAY BAKAHEE",626,528,0,1154,396,300,0,696,695,0,18,295,185,33,121,1,2,2,3,1,3,4,11,7,10,696
225,"PRATHAMIK VIDYALAY BHATAOLIYA",676,581,0,1257,481,367,0,848,848,0,10,381,266,66,86,4,1,1,3,1,0,0,5,8,16,848
226,"PRATHAMIK VIDYALAY TINTALI",489,389,0,878,238,189,0,427,427,0,7,246,48,14,80,1,0,2,11,2,3,4,2,2,5,427
227,"PRATHAMIK VIDYALAY TENDU PU. PA.",565,463,0,1028,399,282,0,681,676,0,22,279,116,83,155,2,0,3,8,1,3,2,4,1,2,681
228,"PRATHAMIK VIDYALAY TENDU P.PA.",293,274,0,567,198,171,0,369,369,0,11,198,54,38,49,0,1,1,5,0,2,2,1,3,4,369
229,"PRATHAMIK VIDYALAY JUDI",256,223,0,479,189,146,0,335,334,0,4,122,67,12,100,1,1,2,1,0,1,4,2,0,18,335
230,"PRATHAMIK VIDYALAY PASAHEEN KALA",663,565,0,1228,352,263,0,615,608,0,14,162,36,164,193,3,3,2,6,1,4,4,3,4,16,615
231,"PRATHAMIK VIDYALAY BAGAHEE",334,268,0,602,210,160,0,370,370,0,5,190,12,66,77,1,2,0,9,1,1,1,2,0,3,370
232,"PRATHAMIK VIDYALAY BABHANAOLI KALA",328,297,0,625,182,146,0,328,327,0,4,82,86,85,64,2,1,0,1,0,1,0,0,0,2,328
233,"PRATHAMIK VIDYALAY MADAR",434,384,0,818,238,185,0,423,423,0,15,274,15,30,56,2,1,3,1,0,4,3,4,8,7,423
234,"PRATHAMIK VIDYALAY GAORINISF",219,204,0,423,139,155,0,294,294,0,3,103,12,3,158,3,1,3,0,0,1,3,2,1,1,294
235,"PURV MADHYAMIK VIDYALAY EKEARAHEE ROOM NO-1",358,307,0,665,186,138,0,324,323,0,6,187,5,15,92,1,0,0,4,1,4,1,2,1,5,324
236,"PURV MADHYAMIK VIDYALAY EKEARAHEE ROOM NO-2",764,623,0,1387,480,385,0,865,860,0,32,532,39,44,199,1,2,2,4,1,0,0,6,2,1,865
237,"PRATHAMIK VIDYALAY SHIVAKHARI",278,217,0,495,180,129,0,309,309,0,8,185,41,4,48,1,1,1,4,1,3,0,4,1,7,309
238,"PRATHAMIK VIDYALAY KUSARAT",258,212,0,470,203,153,0,356,353,0,17,248,15,9,47,0,1,2,1,0,0,1,2,4,9,356
239,"PRATHAMIK VIDYALAY UMARIKALA",266,248,0,514,167,157,0,324,308,0,3,195,39,8,62,1,0,1,0,1,0,1,10,0,3,324
240,"PRATHAMIK VIDYALAY PETARAHEE",201,180,0,381,143,115,0,258,248,0,5,96,26,8,111,0,1,0,1,1,4,0,1,2,2,258
241,"PRATHAMIK VIDYALAY NARAINA",431,362,0,793,289,226,0,515,515,0,18,271,44,12,154,1,1,3,4,0,0,0,5,0,2,515
242,"PURV MADHYAMIK VIDYALAY MAHURESAR",674,511,0,1185,344,259,0,603,603,0,18,269,44,38,206,3,1,1,3,1,3,5,4,2,5,603
243,"PRATHAMIK VIDYALAY AODAOLI",285,229,0,514,192,142,0,334,317,0,6,163,21,4,122,1,1,0,9,1,0,0,3,0,3,334
244,"PRATHAMIK VIDYALAY JAMASOKAR",480,361,0,841,314,208,0,522,521,0,9,173,14,14,286,3,1,0,0,3,5,0,2,5,7,522
245,"PRATHAMIK VIDYALAY DURAVAL KALA",504,408,0,912,311,211,0,522,511,0,4,224,79,31,161,2,1,2,2,1,2,2,5,1,5,522
246,"PURV MADHYAMIK VIDYALAY DEHARI KALA",310,278,0,588,186,118,0,304,300,0,6,128,16,11,117,3,1,0,6,1,0,1,4,3,7,304
247,"PRATHAMIK VIDYALAY KATAVARIYA",704,586,0,1290,407,335,0,742,721,0,18,381,84,16,185,4,6,2,4,3,4,3,9,11,12,742
248,"PRATHAMIK VIDYALAY HINAOTI",334,283,0,617,219,149,0,368,368,0,8,163,30,22,127,4,0,0,3,0,3,1,1,2,4,368
249,"PRATHAMIK VIDYALAY HINDUAREE",456,353,0,809,299,204,0,503,503,0,12,215,47,6,205,2,6,0,2,1,2,0,2,1,2,503
250,"PRATHAMIK VIDYALAY SUKRIT ROOM NO. 1",377,374,0,751,240,202,0,442,437,0,9,228,83,18,77,3,1,0,4,1,2,3,2,2,9,442
251,"PRATHAMIK VIDYALAY SUKRIT ROOM NO. 2",597,496,0,1093,309,236,0,545,543,0,5,246,90,33,135,5,1,4,5,0,3,2,2,3,11,545
252,"PRATHAMIK VIDYALAY SUKRIT ROOM NO. 3",557,450,0,1007,372,265,0,637,637,0,16,395,80,28,69,3,4,3,1,2,5,3,5,5,18,637
253,"PANCHAYAT BHAVAN SUKRIT",654,494,0,1148,346,230,0,576,569,0,14,242,126,39,129,0,4,1,5,3,3,2,4,2,2,576
254,"PRATHAMIK VIDYALAY KHANE AJAMPUR",591,495,0,1086,351,273,0,624,623,0,9,70,245,12,230,1,2,1,4,1,17,2,7,4,19,624
255,"PRATHAMIK VIDYALAY TAKIYA ROOM NO. 1",413,420,0,833,290,290,0,580,578,0,12,241,220,17,52,2,1,0,2,1,7,4,6,6,9,580
256,"PRATHAMIK VIDYALAY TAKIYA ROOM NO. 2",452,340,1,793,319,227,0,546,546,0,13,156,284,14,40,1,3,1,1,1,27,2,0,1,2,546
257,"PRATHAMIK VIDYALAY LOHARA U.PA",881,717,0,1598,356,254,0,610,599,0,18,280,28,15,238,5,1,1,7,1,2,1,6,3,4,610
258,"PRATHAMIK VIDYALAY LOHARA D.PA",867,725,0,1592,440,290,0,730,552,0,27,347,59,13,258,3,0,3,7,1,6,2,2,1,1,730
259,"PRATHAMIK VIDYALAY GULARAHAVA",892,660,0,1552,506,384,0,890,860,0,23,360,174,72,162,3,6,3,9,4,14,1,14,15,30,890
260,"PURV MADHYAMIK VIDYALAY BAT",643,564,0,1207,374,284,0,658,658,0,16,378,59,30,105,4,0,1,11,0,18,6,12,6,12,658
261,"PRATHAMIK VIDYALAY BATA U.PA.",697,578,0,1275,418,312,0,730,709,0,22,399,85,23,140,7,4,2,4,0,20,2,10,3,9,730
262,"PRATHAMIK VIDYALAY BANTARA(SOUTH PART)",470,368,0,838,273,206,0,479,424,0,13,194,19,11,219,4,1,0,4,2,2,1,1,1,7,479
263,"PRATHAMIK VIDYALAY GAORAHEE ROOM NO. 1",411,397,0,808,262,219,0,481,481,0,10,285,45,9,89,4,0,4,6,3,0,4,6,2,14,481
264,"PRATHAMIK VIDYALAY GAORAHEE ROOM NO. 2",497,416,0,913,300,204,0,504,490,0,9,261,75,14,114,7,2,5,1,0,2,3,2,1,8,504
265,"PRATHAMIK VIDYALAY BAGHOR",565,476,0,1041,331,254,0,585,574,0,12,193,131,19,198,5,1,0,3,0,3,3,8,2,7,585
266,"PANCHAYAT BHAVAN KUTALUPUR",369,316,0,685,197,193,0,390,390,0,21,315,23,7,19,0,0,0,0,0,0,1,2,0,2,390
267,"PRATHAMIK VIDYALAY MUBARAKPUR",880,738,0,1618,533,511,0,1044,1044,0,30,232,268,19,444,8,2,10,6,5,4,5,4,3,4,1044
268,"PRATHAMIK VIDYALAY PARAHEE",833,686,0,1519,530,396,0,926,926,0,19,427,244,34,138,5,2,4,20,1,1,4,14,4,9,926
269,"PRATHAMIK VIDYALAY MAJHUEE",485,437,0,922,294,233,0,527,527,0,6,244,57,11,178,1,1,0,4,1,4,1,4,2,13,527
270,"PRATHAMIK VIDYALAY BHAVANEEPUR",815,663,0,1478,484,394,0,878,875,0,16,457,93,18,237,2,0,6,3,3,4,4,8,4,23,878
271,"PRATHAMIK VIDYALAY MADHUPUR DWITIY ROOM NO. 1",623,560,0,1183,330,242,0,572,546,0,8,390,47,15,73,3,3,0,18,4,0,0,2,1,8,572
272,"PRATHAMIK VIDYALAY MADHUPUR DWITIY ROOM NO. 2",665,446,0,1111,300,173,0,473,443,0,13,352,27,22,41,1,0,0,9,0,0,0,1,0,7,473
273,"INTER COLLEGE MADHUPUR ROOM NO.1",639,665,0,1304,410,230,0,640,590,0,17,309,123,29,146,3,0,0,4,0,3,0,2,0,4,640
274,"INTER COLLEGE MADHUPUR ROOM NO.2",670,443,0,1113,281,151,0,432,422,0,11,224,90,16,68,1,3,0,13,0,1,0,0,0,5,432
275,"INTER COLLEGE MADHUPUR ROOM NO.3",884,724,0,1608,484,310,0,794,794,0,19,456,131,34,110,7,6,4,8,0,4,2,3,2,8,794
276,"PANCHAYAT BHAVAN MADHUPUR",567,438,0,1005,333,226,0,559,548,0,20,342,40,6,120,1,1,3,5,1,5,5,1,2,7,559
277,"PRATHAMIK VIDYALAY AAMADEEH",554,485,0,1039,367,274,0,641,641,0,11,322,129,24,92,4,0,2,38,1,5,1,2,3,7,641
278,"PANCHAYAT BHAWAN KAMHARIYA",390,325,0,715,278,228,0,506,505,0,11,311,71,12,69,1,0,1,6,0,3,3,8,5,5,506
279,"PRATHAMIK VIDYALAY NAGANAR HARAIYA (EAST PART)",679,605,0,1284,448,381,0,829,829,0,17,134,157,16,355,3,4,4,7,3,95,7,5,5,17,829
280,"PRATHAMIK VIDYALAY NAGANAR HARAIYA (WAST PART)",701,529,0,1230,404,264,0,668,665,0,18,209,101,20,274,5,2,4,2,0,21,4,1,2,5,668
281,"PRATHAMIK VIDYALAY KHAIRPUR",735,591,0,1326,476,412,0,888,888,0,14,465,154,53,150,2,1,3,2,2,5,5,12,10,10,888
282,"PRATHAMIK VIDYALAY SIRSIYA THAKURAEE",472,399,0,871,272,219,0,491,438,0,10,241,92,69,46,3,2,1,2,3,4,2,5,4,7,491
283,"UCHCHATAR MADHYAMIK VIDYALAY KHAIRAPUR ROOM NO.1",529,436,0,965,289,236,0,525,524,0,20,165,239,43,48,1,0,1,1,0,1,0,4,0,2,525
284,"UCHCHATAR MADHYAMIK VIDYALAY KHAIRPUR ROOM NO. 2",546,442,0,988,314,244,0,558,558,0,5,262,113,41,106,9,1,4,0,1,4,1,1,2,8,558
285,"UCHCHATAR MADHYAMIK VIDYALAY KHAIRPUR ROOM NO.3",809,668,1,1478,389,313,0,702,686,0,15,316,97,65,143,4,2,0,3,4,2,6,12,6,27,702
286,"PRATHAMIK VIDYALAY PAPI",954,769,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,"PRATHAMIK VIDYALAY BASADEVA ROOM NO.1",749,620,0,1369,498,388,0,886,886,0,20,302,68,20,447,7,3,1,2,4,0,0,3,2,7,886
288,"PRATHAMIK VIDYALAY BASADEVA ROOM NO.2",289,239,0,528,203,133,0,336,336,0,5,140,59,3,117,1,0,1,1,1,1,1,2,0,4,336
289,"PRATHAMIK VIDYALAY GHEVARI",439,336,0,775,261,177,0,438,435,0,10,225,85,5,95,1,1,0,5,0,0,1,1,4,5,438
290,"PRATHAMIK VIDYALAY PATEHARA",561,433,0,994,277,202,0,479,479,0,15,262,75,14,94,1,0,2,1,1,2,2,6,1,3,479
291,"PRATHAMIK VIDYALAY RAJAPUR ROOM NO.1",746,610,0,1356,466,386,0,852,852,0,29,493,152,47,57,4,7,3,4,2,2,5,7,16,24,852
292,"PRATHAMIK VIDYALAY RAJAPUR ROOM NO.2",878,718,0,1596,569,506,0,1075,1031,0,28,443,91,35,326,9,15,3,8,10,15,8,16,19,49,1075
293,"PRATHAMIK VIDYALAY BARANK",584,524,0,1108,337,299,0,636,636,0,23,375,42,17,136,0,0,1,7,3,4,1,6,8,13,636
294,"PRATHAMIK VIDYALAY RAIPURA",454,381,0,835,335,300,0,635,635,0,19,214,133,38,169,2,7,1,7,5,3,7,12,4,14,635
295,"PRATHAMIK VIDYALAY BANAORA-2 (EAST PART)",410,342,0,752,230,192,0,422,421,0,5,145,35,49,175,2,0,0,0,0,1,0,3,1,6,422
296,"PRATHAMIK VIDYALAY BANAORA-2 (WAST PART)",460,390,0,850,276,218,0,494,493,0,19,165,43,11,235,2,2,1,0,3,3,1,0,5,4,494
297,"PRATHAMIK VIDYALAY SALAIYA",290,273,0,563,212,186,0,398,398,0,7,107,11,86,161,2,3,2,2,0,2,1,5,2,7,398
298,"PRATHAMIK VIDYALAY KHATAOLI",524,466,0,990,330,268,0,598,598,0,11,292,38,46,188,0,0,1,1,2,6,2,3,1,7,598
299,"PRATHAMIK VIDYALAY VICHIYA",505,420,0,925,383,323,0,706,706,0,25,378,42,20,223,2,0,2,3,2,2,1,1,1,4,706
300,"PRATHAMIK VIDYALAY RAGHUNATHPUR",663,645,0,1308,463,459,0,922,922,0,28,246,83,331,111,4,7,2,8,6,17,8,12,25,34,922
301,"PRATHAMIK VIDYALAY SENDURI",486,426,0,912,358,286,0,644,644,0,16,238,51,80,206,4,1,5,4,5,4,5,3,7,15,644
302,"PRATHAMIK VIDYALAY BAHUAAR ROOM NO. 1",451,389,0,840,305,233,0,538,530,0,12,169,117,59,150,0,1,3,3,1,5,2,4,3,9,538
303,"PRATHAMIK VIDYALAY BAHUAAR ROOM NO. 2",580,521,0,1101,420,335,0,755,755,0,49,119,40,395,89,5,6,2,2,3,6,7,7,9,16,755
304,"PRATHAMIK VIDYALAY MUTHER",742,647,0,1389,386,311,0,697,697,0,21,245,72,48,268,5,2,1,2,3,3,3,6,7,11,697
305,"PRATHAMIK VIDYALAY BASAOLI",550,511,0,1061,430,377,0,807,807,0,40,341,86,143,116,5,5,2,4,3,6,11,11,13,21,807
306,"PRATHAMIK VIDYALAY UNCHADEEH",898,735,2,1635,469,418,0,887,884,0,11,324,64,59,368,10,4,1,8,2,5,3,6,6,16,887
307,"PRATHAMIK VIDYALAY NIPARAJ",590,580,0,1170,378,317,0,695,695,0,9,286,55,40,269,7,1,2,2,2,5,3,5,2,7,695
308,"PRATHAMIK VIDYALAY GORDEEHAN",361,308,0,669,253,189,0,442,437,0,9,319,11,42,32,0,3,1,2,1,2,3,4,5,8,442
309,"PRATHAMIK VIDYALAY AMAOLI",535,479,0,1014,407,303,0,710,710,0,9,235,110,107,194,5,2,2,2,5,5,2,9,8,15,710
310,"PRATHAMIK VIDYALAY BAGHUARI",535,501,0,1036,418,341,0,759,758,0,10,140,30,205,292,6,2,2,1,6,8,5,13,8,31,759
311,"PRATHAMIK VIDYALAY BUDAHAR KHURD PU. PA.",583,445,0,1028,369,264,0,633,633,0,18,265,101,43,156,4,3,6,4,2,4,3,12,1,11,633
312,"PURV MADHYAMIK VIDYALAY BUDAHAR KALA",413,329,0,742,249,184,0,433,433,0,4,169,24,34,156,5,0,1,17,1,5,0,3,5,9,433
313,"PRATHAMIK VIDYALAY KEVATI",353,297,0,650,199,151,0,350,302,0,6,238,13,4,65,3,0,1,2,0,2,2,5,4,5,350
314,"PRATHAMIK VIDYALAY ORAGAEE ROOM NO. 1",500,417,0,917,328,245,0,573,573,0,13,268,89,21,146,3,0,0,9,2,1,2,5,3,11,573
315,"PRATHAMIK VIDYALAY ORAGAEE ROOM NO. 2",304,237,0,541,174,132,0,306,304,0,8,164,26,12,75,0,3,0,8,1,0,1,1,3,4,306
316,"PRATHAMIK VIDYALAY PAKARI",665,491,0,1156,353,234,0,587,587,0,20,262,23,67,195,3,2,1,1,0,8,1,3,1,0,587
317,"PANCHAYAT BHAVAN BABHANAOLI",760,626,0,1386,391,347,0,738,738,0,26,346,14,35,278,8,1,5,3,2,7,1,3,2,7,738
318,"PRATHAMIK VIDYALAY MAMUA",585,489,0,1074,410,303,0,713,713,0,14,316,22,96,195,3,2,2,24,1,17,2,4,4,11,713
319,"PRATHAMIK VIDYALAY VICHCHHI",738,661,0,1399,540,392,0,932,932,0,26,536,106,63,126,6,5,3,11,2,10,3,7,10,18,932
320,"PRATHAMIK VIDYALAY AMAOKHAR",718,616,0,1334,376,273,0,649,613,0,14,243,153,24,177,8,3,1,10,0,3,1,6,1,5,649
321,"PRATHAMIK VIDYALAY MAHUARI",571,470,0,1041,285,189,0,474,446,0,16,239,109,39,33,0,0,2,2,1,1,3,4,9,16,474
322,"PRATHAMIK VIDYALAY KAMHARDEEH",648,507,0,1155,395,288,0,683,683,0,17,466,59,32,79,1,1,1,3,1,3,3,4,5,8,683
323,"PRATHAMIK VIDYALAY KHUSI ROOM NO. 1",767,615,0,1382,397,298,0,695,674,0,29,511,26,13,71,1,8,2,3,3,1,4,8,5,10,695
324,"PRATHAMIK VIDYALAY KHUSI ROOM NO. 2",597,518,0,1115,330,266,0,596,596,0,12,241,69,14,238,3,1,0,1,1,2,4,4,1,5,596
325,"PRATHAMIK VIDYALAY PALIYA KALA",314,215,0,529,191,110,0,301,301,0,7,57,106,93,33,0,2,0,0,3,0,0,0,0,0,301
326,"PRATHAMIK VIDYALAY MOKARAM",222,188,0,410,168,133,0,301,301,0,4,148,5,16,122,0,1,0,1,1,0,0,1,1,1,301
327,"PRATHAMIK VIDYALAY BHARAHIYA",304,263,0,567,188,151,0,339,339,0,15,181,32,42,43,2,1,2,0,0,0,2,3,4,12,339
328,"PURV MADHYAMIK VIDYALAY RATABAL",297,248,0,545,197,149,0,346,346,0,9,138,95,15,75,1,2,1,0,0,1,1,2,4,2,346
329,"PRATHAMIK VIDYALAY GHUAS KALA (FIRST PART)",557,506,0,1063,345,289,0,634,632,0,24,478,16,60,48,0,1,0,0,0,0,1,2,2,2,634
330,"PRATHAMIK VIDYALAY GHUAS KALA (SECOND PART)",734,641,0,1375,410,324,0,734,722,0,20,370,26,40,245,6,3,1,12,1,1,1,4,1,3,734
