"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DIMPLE YADAV","2 - NIRMAL TIWARI","3 - SUBRAT PATHAK","4 - IMRAN BIN ZAFAR","5 - GANGA CHARAN","6 - PUSHPA DEVI","7 - SUBODH KUMAR","8 - SURENDRA NATH","9 - PRADEEP KUMAR","10 - MUHAR SINGH AMVADI","11 - RAKESH KUMAR TIWARI ADVOCATE","12 - SANJAY SHAKYA","13 - None of the Above","Total Votes Secured"
162,"KANYA PURW MADHYAMIK VIDHYALAY BHEEKHDEV ATIRIKT KACHH",557,458,0,1015,349,227,0,576,567,0,45,53,459,1,1,0,0,0,0,3,6,1,7,576
163,"PRATHMIK PATHSALA APUNA",724,561,0,1285,377,323,0,700,700,0,185,17,489,1,0,0,1,2,0,2,0,1,2,700
164,"PRATHMIK PATHSALA BHAUNRA",844,660,0,1504,623,449,0,1072,10,0,878,55,121,2,0,1,0,1,2,2,1,1,8,1072
165,"PRATHMIC PATHSALA VIJAIPUR",369,301,0,670,236,193,0,429,324,0,188,83,155,1,1,0,0,0,0,0,1,0,0,429
166,"PRATHMIC PATHSALA SIMRAMAU UTTARI KACHH",659,504,0,1163,386,264,0,650,650,0,258,54,328,1,0,0,0,0,1,1,5,0,2,650
167,"PRATHMIC PATHSALA SIMRAMAU DACHHIDI KACHH",596,500,0,1096,350,280,0,630,378,0,213,33,359,4,2,0,0,0,0,8,4,0,7,630
168,"PRATHMIC PATHSALA NIGOHIYA",415,349,0,764,269,235,0,504,504,0,304,162,33,1,0,1,0,0,0,1,2,0,0,504
169,"RAM VILAS SIRIWASTAV UCCHTAR MADHYAMIC VIDHYALAY UTTARI KACHH",813,664,0,1477,540,378,0,918,9,0,256,159,488,2,0,0,1,1,0,1,5,1,4,918
170,"RAM VILAS SIRIWASTAV UCCHTAR MADHYAMIC VIDHYALAY DACHHIDI KACHH",830,662,0,1492,496,353,0,849,108,0,253,158,406,3,3,0,1,1,4,2,6,3,9,849
171,"PRATHMIC PATHSALA SITAUPURWA UTTARI KACHH",591,485,0,1076,386,300,0,686,686,0,320,154,190,6,0,1,0,0,0,2,3,3,7,686
172,"PRATHMIC PATHSALA SITHAUPURWA DACHHIDI KACHH",430,342,0,772,272,219,0,491,491,0,197,11,277,2,0,1,0,0,0,1,1,0,1,491
173,"PRATHMIC PATHSALA KISUNPUR",243,215,0,458,181,175,0,356,10,0,115,174,57,1,0,0,0,0,0,1,3,2,3,356
174,"PRATHMIC PATHSALA KAHINJHARI KHURD UTTARI KACHH",608,460,0,1068,331,175,0,506,351,0,238,102,158,1,0,0,0,0,1,0,2,0,4,506
175,"PRATHMIK PATHSALA KAHINJHARI KHURD DACHHIDI KACHH",609,499,0,1108,367,288,0,655,344,0,214,68,353,2,1,0,1,2,2,0,6,1,5,655
176,"PURW MADHYAMIK VIDHYALAY ATIYARAIPUR UTTARI KACHH",430,351,0,781,264,222,0,486,215,0,89,102,285,2,1,0,0,0,0,1,3,2,1,486
177,"PURWA MADHYAMIK VIDYALAY ATIYARAIPUR DACHHIDI KACHH",499,414,0,913,342,276,0,618,618,0,99,109,398,4,1,0,1,1,0,1,1,0,3,618
178,"PRATHMIK PATHSALA ANGADPUR",325,284,0,609,222,218,0,440,440,0,166,57,196,2,0,0,1,0,0,8,3,0,7,440
179,"PRATHMIK PATHSALA SUJANPUR",360,280,0,640,229,156,0,385,380,0,214,31,127,0,1,1,0,1,0,1,1,2,6,385
180,"PURWA MADHYAMIC VIDYALAY PAHADIPUR",538,404,0,942,324,250,0,574,574,0,214,81,265,3,1,2,0,0,1,3,0,1,3,574
181,"PURWA MADHYAMIC VIDHYALAY BUJHWA MAJRA PAHADIPUR",731,603,0,1334,519,378,0,897,897,0,673,69,139,0,1,1,0,0,0,2,4,1,7,897
182,"PRATHMIK PATHSALA POWA",339,252,0,591,261,157,0,418,418,0,283,32,100,0,0,0,0,0,1,0,1,1,0,418
183,"PRATHMIK PATHSALA MANPUR GAJEN",487,419,0,906,368,280,0,648,648,0,452,97,89,1,0,1,1,0,0,2,3,0,2,648
184,"PRATHMIK PATHSALA FATTEHPUR RASULABAD",298,249,0,547,217,184,0,401,23,0,120,1,269,3,0,0,0,0,1,1,3,1,2,401
185,"PRATHMIK PATHSALA SAMAU PURVI KACHH",534,438,1,973,436,178,0,614,45,0,269,112,207,4,3,0,1,1,1,0,5,5,6,614
186,"PRATHMIK PATHSALA SAMAU PACHHIMI KACHH",495,430,0,925,332,240,0,572,8,0,269,22,259,3,1,0,3,0,0,2,3,0,10,572
187,"PURW MADHYAMIC VIDHYALAY RATANPUR PURVI KACHH",835,681,0,1516,520,433,0,953,938,0,346,169,404,3,1,2,2,2,0,8,4,3,9,953
188,"PURW MADYAMIC VIDHYALAY RATANPUR KHAS PACHHIMI KACHH",773,651,0,1424,448,416,0,864,864,0,268,96,487,2,0,2,0,1,2,0,4,2,0,864
189,"PRATHMIK PATHSALA SHAHPUR MAJRA RATANPUR KHAS",961,767,0,1728,574,441,0,1015,10,0,280,204,492,2,2,10,0,1,1,5,5,3,10,1015
190,"PRATHMIK PATHSALA DHARMUPUR MAJRA RATANPUR KHAS",772,659,0,1431,460,417,0,877,877,0,405,94,354,2,1,3,1,1,1,2,8,1,4,877
191,"PRATHMIK PATHSALA DHUSRAMAU",189,155,0,344,118,113,0,231,231,0,84,20,122,0,0,0,1,0,1,0,1,1,1,231
192,"PRATHMIK PATHSALA DAYA",750,625,0,1375,466,403,0,869,800,0,235,37,555,3,2,22,2,0,2,0,3,1,7,869
193,"PURAW MADHYAMIC VIDHYALAY SALEMPUR MAHERA UTTARI KACHH",513,403,0,916,370,252,0,622,622,0,381,15,214,2,0,0,0,0,0,1,2,2,5,622
194,"PURW MADHYAMIC VIDHYALAY SALEMPUR MAHERA DACHHIDI KACHH",437,339,0,776,305,218,0,523,523,0,261,56,194,2,1,1,0,0,0,1,4,1,2,523
195,"PURW MADHYAMIC VIDHYALAY SALEMPUR MAHERA ATIRIKT KACHH",206,170,0,376,146,105,0,251,15,0,78,77,82,0,0,5,0,0,2,2,3,1,1,251
196,"PRATHMIK PATHSALA DASHARA SUJANPUR",832,690,0,1522,595,467,0,1062,1002,0,500,21,531,2,0,0,1,0,1,4,0,0,2,1062
197,"PRATHMIK PATHSALA BAHINSAYA UTTARI KACHH",828,659,0,1487,541,384,0,925,925,0,481,115,307,2,2,1,0,2,1,4,6,2,2,925
198,"PRATHMIK PATHSALA BHARAMAU UTTARI KACHH",631,548,0,1179,425,344,0,769,769,0,427,198,124,1,0,1,1,0,5,3,1,3,5,769
199,"PRATHMIK PATHSALA BHARAMAU UTTARI KACHH",436,332,0,768,243,178,0,421,419,0,158,56,198,3,1,0,0,0,0,1,1,1,2,421
200,"PRATHMIK PATHSALA BHARAMAU DACHHIDI KACHH",550,446,0,996,302,218,0,520,520,0,366,33,114,2,0,0,0,0,1,0,1,0,3,520
201,"PRATHMIK PATHSALA NARKHURAD UTTARI KACHH",629,527,0,1156,375,378,0,753,753,0,342,53,338,2,0,1,2,3,0,1,7,3,1,753
202,"PRATHMIK PATHSALA NARKHURD DACHHIDI KACHH",545,419,0,964,335,252,0,587,130,0,352,38,189,2,0,0,1,0,0,0,1,0,4,587
203,"PRATHMIK PATHSALA TAJPUR MAJRA TAJPUR TARSULI PACHHIMI KACH",809,646,0,1455,626,441,0,1067,68,0,712,148,191,2,0,0,2,1,1,2,2,0,6,1067
204,"PUEW MADHYAMIK VIDHYALAY TARSULI",510,410,0,920,350,277,0,627,614,0,206,12,396,6,0,0,0,0,1,1,4,1,0,627
205,"PRATHMIK PATHSALA NARKHAS",615,516,0,1131,399,307,0,706,680,0,228,217,255,1,0,0,0,0,1,1,1,0,2,706
206,"PRATHMIK PATHSALA BHAVANPUR UTTARI KACHH",506,430,0,936,321,252,0,573,48,0,151,145,267,2,1,2,1,0,0,0,2,1,1,573
207,"PRATHMIK PATHSALA BHAWANPUR DACHHIDI KACHH",567,457,0,1024,412,290,0,702,702,0,331,280,79,1,0,0,0,0,1,0,4,0,6,702
208,"PRATHMIK PATHSALA KATHIKA",430,367,0,797,271,249,0,520,61,0,141,25,338,3,0,2,1,0,1,2,5,2,0,520
209,"PURW MADHYAMIC VIDHYALAY ALAMPUR KHEDA",577,461,0,1038,290,227,0,517,7,0,214,24,273,0,0,1,0,0,1,1,2,0,1,517
210,"PURW MADHYAMIC VIDHYALAY ALAMPUR KHEDA ATIRIKT KACHH",351,283,0,634,227,191,0,418,160,0,74,246,91,1,0,1,0,1,1,0,3,0,0,418
211,"PRATHMIK PATHSALA DEWRA",197,149,0,346,142,121,0,263,55,0,140,7,112,0,0,0,0,0,0,2,1,0,1,263
212,"PRATHMIK PATHSALA SINGWANAR",418,341,0,759,254,212,0,466,435,0,222,25,211,3,1,0,0,0,1,1,0,0,2,466
213,"PRATHMIK PATHSALA MITRASENPUR GAJEN",238,194,0,432,129,123,0,252,249,0,122,4,120,1,2,1,0,1,0,0,1,0,0,252
214,"PRATHMIK PATHSALA GAJENKHAS",345,307,0,652,218,181,0,399,302,0,161,4,224,1,0,0,0,1,2,1,3,1,1,399
215,"PRATHMIK PATHSALA SUNDARPUR GAJEN",826,593,0,1419,521,326,0,847,847,0,481,70,281,3,1,1,0,0,1,2,0,2,5,847
216,"PRATHMIK PATHSALA MULHI",454,369,0,823,285,191,0,476,476,0,155,112,187,3,1,2,0,0,0,4,6,5,1,476
217,"PRATHMIK PATHSALA BIRIYA RASULABAD",583,502,0,1085,344,279,0,623,580,0,158,101,340,2,1,3,2,1,3,0,3,4,5,623
218,"PRATHMIK PATHSALA GAUPUR",678,499,0,1177,409,302,0,711,431,0,350,136,210,0,1,1,0,1,2,2,4,0,4,711
219,"PRATHMIK PATHSALA MALGANW PURWI KACHH",449,380,0,829,292,241,0,533,65,0,208,73,231,5,0,0,0,0,0,0,4,2,10,533
220,"PRATHMIK PATHSALA MALGANW PACHIMI KACHH",551,472,0,1023,347,289,0,636,636,0,301,26,305,0,0,0,0,1,1,0,0,1,1,636
221,"PRATHMIK PATHSALA JAITIPUR MAJRA MALGANW UTTARI KACHH",561,476,0,1037,381,245,0,626,50,0,211,13,386,3,0,1,0,2,0,3,3,1,3,626
222,"PRATHMIK PATHSALA JAITIPUR MAJRA MALGANW DACHHIDI KACHH",583,478,0,1061,391,290,0,681,51,0,203,114,345,0,1,2,1,0,0,0,5,1,9,681
223,"PRATHMIK VIDYALAY PRATHVIRAJ GADHIYA MAJRA KISHOURA",473,367,0,840,302,202,0,504,504,0,144,34,313,3,0,0,0,0,0,2,3,1,4,504
224,"PRATHMIK VIDYALAY MANGLAPUR MAJRA KISHOURA",620,462,0,1082,406,262,0,668,542,0,251,131,274,0,0,4,1,1,0,0,3,1,2,668
225,"PRATHMIK VIDYALAY KISHOURA UTTARI KAKSH",374,281,0,655,266,207,0,473,147,0,80,306,79,2,0,0,0,0,1,1,1,0,3,473
226,"GIRLS PRATHMIK VIDYALAY KISHOURA",465,390,0,855,296,242,0,538,515,0,168,30,333,0,0,0,0,0,1,2,1,1,2,538
227,"PRATHIK VIDYALAY KISHOURA SOUTH ROOM",461,340,0,801,289,195,0,484,31,0,233,16,228,3,0,0,0,0,1,0,2,1,0,484
228,"PRATHMIK VIDYALAY VICHOULI MAJRA KISHOURA",633,487,0,1120,433,321,0,754,400,0,178,60,494,4,1,1,0,1,0,3,6,1,5,754
229,"PRATHMIK VIDYALAY RAMPUR TAPPEVAN",584,487,0,1071,323,239,0,562,62,0,134,87,328,4,3,0,0,0,0,2,3,0,1,562
230,"PRATHMIK VIDYALAY BHATSARA",291,207,0,498,180,131,0,311,299,0,82,47,176,0,0,0,0,0,0,0,1,2,3,311
231,"PRATHMIK VIDYALAY JAGDISHPUR",431,356,0,787,289,204,0,493,193,0,266,29,179,1,0,0,1,0,2,0,2,3,10,493
232,"PRATHMIK VIDYALAY PIPRI PATARHAR",590,413,0,1003,364,289,0,653,647,0,153,38,444,6,0,1,1,1,0,0,4,0,5,653
233,"PRATHMIK VIDYALAY PRADHANPUR",228,175,0,403,216,166,0,382,380,0,332,29,21,0,0,0,0,0,0,0,0,0,0,382
234,"PRATHMIK VIDYALAY LUXMANPUR PILAKH",511,423,1,935,284,235,0,519,519,0,176,13,324,0,0,0,0,0,0,2,1,1,2,519
235,"PRATHMIK VIDYALAY LUXMANPUR PILAKH ROOM NO-2",466,371,0,837,284,223,0,507,15,0,151,160,181,0,0,0,0,0,0,1,5,4,5,507
236,"PRATHMIK VIDYALAY LUXMANPUR PILAKH ROOM NO-3",660,529,0,1189,380,216,0,596,595,0,175,99,316,0,0,0,0,0,0,1,4,1,0,596
237,"PRATHMIK VIDYALAY MALTIPUR",267,207,0,474,185,139,0,324,324,0,230,22,65,0,2,0,0,2,0,0,0,1,2,324
238,"PRATHMIK VIDYALAY KHANPUR RASULABAD",208,185,0,393,178,147,0,325,234,0,166,4,145,3,0,0,0,3,1,0,0,0,3,325
239,"PRATHMIK VIDYALAY KISVAPUR",198,168,0,366,141,126,0,267,267,0,62,0,197,2,0,0,0,0,0,0,2,0,4,267
240,"PRATHMIK VIDYALAY TEJPUR",611,516,0,1127,442,314,0,756,505,0,149,64,521,8,2,0,1,1,0,1,4,2,3,756
241,"PRATHMIK VIDYALAY DABOULI",320,249,0,569,204,182,0,386,21,0,279,17,84,0,1,0,0,0,1,1,1,0,2,386
242,"PRATHMIK VIDYALAY RAJPUR",459,345,0,804,290,229,0,519,10,0,132,144,218,2,0,1,0,0,2,5,5,6,4,519
243,"PRATHMIK VIDYALAY SADHRAMAU PURVI KAKSH",446,337,0,783,225,212,0,437,437,0,158,33,243,2,0,0,0,0,1,0,0,0,0,437
244,"PRATHMIK VIDYALAY SADHRAMAU PASCHIMI KAKSH",441,374,0,815,263,201,0,464,450,0,117,95,245,0,0,0,1,1,0,0,3,0,2,464
245,"PRATHMIK VIDYALAY JISTAMAU",414,324,0,738,281,218,0,499,490,0,201,4,284,3,1,0,0,0,3,0,3,0,0,499
246,"PRATHMIK VIDYALAY RANEPUR RASULABAD UTTARI KAKSH",581,478,0,1059,264,216,0,480,160,0,218,44,209,2,1,0,1,0,1,0,1,0,3,480
247,"PRATHMIK VIDYALAY RANEPUR RASULABAD DAKSHINI KAKSH",636,519,0,1155,302,209,0,511,97,0,156,19,323,7,0,0,0,0,0,2,0,1,3,511
248,"KANYA PRATHMIK VIDYALAY PURVI KAKSH BAN BAJAR",765,641,0,1406,397,283,0,680,680,0,360,46,252,9,0,0,1,2,0,1,3,1,5,680
249,"GIRLS PRATHMIK VIDYALAY PASHCHIMI KAKSH BAN BAJAR",515,425,0,940,288,202,0,490,490,0,138,59,283,3,0,0,0,2,0,0,2,0,3,490
250,"PRATHMIK VIDYALAY BAN",912,621,1,1534,410,255,0,665,400,0,264,81,284,5,0,1,0,2,1,4,7,7,9,665
251,"PRATHMIK VIDYALAY BAMHAIYA MAJRA BAN",142,124,0,266,70,62,0,132,122,0,9,91,28,0,0,0,1,0,0,1,2,0,0,132
252,"PRATHMIK VIDYALAY PARJANI UTTARI KAKSH",496,412,0,908,274,238,0,512,512,0,132,68,296,1,1,0,0,0,1,2,2,2,7,512
253,"PRATHMIK VIDYALAY PARJANI I DAKSHINI KAKSH",584,474,0,1058,346,274,0,620,504,0,78,308,218,2,2,0,0,0,1,1,3,4,3,620
254,"PRATHIK VIDYALAY KHITARI MAJRA SHAHPUR DERAPUR",455,351,0,806,306,225,0,531,295,0,137,3,381,3,1,0,0,0,1,0,2,1,2,531
255,"UCHCH PRATHMIK VIDYALAY PURVI KAKSH SHAHPUR DERAPUR",490,389,0,879,280,221,0,501,500,0,306,44,136,3,0,0,1,0,1,0,1,0,9,501
256,"UCHCH PRATHMIK VIDYALAY PASCHIMI KAKSH SHAHPUR DERAPUR",404,324,0,728,243,159,0,402,402,0,210,89,92,0,0,3,0,1,0,0,2,3,2,402
257,"PRATHMIK VIDYALAY CHIRKHIRI",791,686,0,1477,445,464,0,909,404,0,424,164,300,3,2,1,1,0,1,1,6,1,5,909
258,"PRATHMIK VIDYALAY SUNATHA MAJRA GADHI MAHERA",815,655,0,1470,511,368,0,879,397,0,473,215,175,1,0,0,0,2,2,2,2,3,4,879
259,"PRATHMIK VIDYALAY CHHATARSA",467,411,0,878,277,222,0,499,18,0,289,109,95,0,0,0,0,0,0,0,2,2,2,499
260,"PRATHMIK VIDYALAY KARIYAJHALA",549,464,0,1013,369,297,0,666,357,0,182,306,166,0,3,1,0,0,0,2,1,2,3,666
261,"PRATHMIK VIDYALAY NAHILI",663,561,0,1224,395,352,0,747,157,0,242,195,301,2,0,0,0,0,0,2,3,1,1,747
262,"GANDHI VIDYALAY JHINJHAK INTER COLLAGE JHINJHAK ROOM NO-5",545,455,0,1000,289,239,0,528,528,0,118,296,108,2,0,0,0,0,0,1,0,0,3,528
263,"PRATHMIK VIDYALAY (BOYS) PURVI KAKSH JHINJHAK",694,614,1,1309,368,298,0,666,662,0,136,251,273,0,0,0,0,1,0,0,2,1,2,666
264,"PRATHMIK VIDYALAY (BOYS) PASCHIMII KAKSH JHINJHAK",566,420,0,986,312,224,0,536,536,0,225,28,277,1,0,0,1,0,0,1,0,1,2,536
265,"OLD PRATHMIK VIDYALAY JHINJHAK",573,501,0,1074,326,268,0,594,594,0,227,55,301,1,1,0,1,1,2,3,0,1,1,594
266,"PRATHMIK VIDYALAY (BOYS) EKAL KAKSH JHINJHAK",483,363,0,846,324,137,0,461,324,0,208,56,184,2,1,0,0,0,1,1,3,2,3,461
267,"GIRLS PURV MADHYAMIK VIDYALAY ROOM NO-1 JHINJHAK",421,317,0,738,145,101,0,246,175,0,112,13,118,0,0,0,0,0,0,0,1,0,2,246
268,"KANYA PURV MADHYAMIK VIDYALAY ROOM NO-2 JHINJHAK",679,578,0,1257,298,241,0,539,539,0,171,33,326,3,0,0,0,1,1,0,2,0,2,539
269,"GIRLS PURV MADHYAMIK VIDYALAY ROOM NO-3 JHINJHAK",805,678,0,1483,475,378,0,853,46,0,409,72,352,9,1,0,1,1,0,3,1,0,4,853
270,"GANDHI VIDYALAY  INTER COLLAGE  ROOM NO-1 JHINJHAK",876,775,0,1651,525,399,0,924,924,0,474,104,340,2,1,0,0,0,0,0,1,0,2,924
271,"GANDHI VIDYALAY  INTER COLLAGE  ROOM NO-6 JHINJHAK",734,629,0,1363,402,303,0,705,643,0,331,78,284,4,2,1,0,0,0,0,2,1,2,705
272,"GANDHI VIDYALAY  INTER COLLAGE  ROOM NO-2 JHINJHAK",321,272,0,593,164,139,0,303,57,0,116,34,152,0,0,1,0,0,0,0,0,0,0,303
273,"GANDHI VIDYALAY  INTER COLLAGE  ROOM NO-3JHINJHAK",264,224,0,488,164,123,0,287,287,0,93,41,141,0,0,8,0,0,0,1,1,0,2,287
274,"GANDHI VIDYALAY  INTER COLLAGE  ROOM NO-4 JHINJHAK",486,454,0,940,289,273,0,562,542,0,207,56,291,4,0,0,0,0,0,1,1,1,1,562
275,"NAVEEN PURV MADHYAMIK VIDYALAY UTTARI KAKSH JHINJHAK",208,158,0,366,122,83,0,205,205,0,70,44,87,0,0,0,0,0,1,1,0,0,2,205
276,"NAVEEN PURV MADHYAMIK VIDYALAYMADHYA KAKSH JHINJHAK",652,574,0,1226,408,308,0,716,160,0,278,85,331,1,0,0,1,0,0,3,2,6,9,716
277,"NAVEEN PURV MADHYAMIK VIDYALAY DAKSHINI KAKSH JHINJHAK",834,749,0,1583,413,272,0,685,478,0,247,54,371,5,1,0,1,0,2,0,1,1,2,685
278,"OLD PURV MADHYAMIK VIDYALAY PURVI KAKSH JHINJHAK",418,328,0,746,204,150,0,354,283,0,127,26,198,1,0,0,0,0,0,0,1,1,0,354
279,"OLD PURV MADHYAMIK VIDYALAY PASCHIMI KAKSH JHINJHAK",547,442,0,989,229,179,0,408,258,0,121,28,248,1,0,4,0,0,0,0,1,0,5,408
280,"OLD PURV MADHYAMIK VIDYALAY MADHYA KAKSH JHINJHAK",419,291,0,710,176,111,0,287,225,0,82,66,133,1,0,0,1,0,0,0,0,2,2,287
281,"PRATHMIK VIDYALAY SANDUPUR",245,215,0,460,170,145,0,315,208,0,25,205,81,1,0,0,0,0,0,0,1,0,2,315
282,"PRATHMIK VIDYALAY LAGARTHA",405,320,0,725,262,228,0,490,375,0,163,191,121,0,0,0,0,0,0,2,6,2,5,490
283,"PRATHMIK VIDYALAY LALPUR",273,236,0,509,171,164,0,335,335,0,150,125,57,0,1,0,0,0,0,0,2,0,0,335
284,"PURV MADHYAMIC VIDYALAYA NASIRPUR MAJRA AURANGABAD DALCHANDRA",469,357,0,826,345,250,0,595,5,0,264,290,27,1,0,0,1,2,0,1,4,4,1,595
285,"PRATHMIK VIDYALAY ANANTPUR DHOUKAL",475,372,0,847,268,244,0,512,512,0,88,155,259,1,0,0,0,0,1,0,2,0,6,512
286,"PRATHMIK VIDYALAY AURANGABAD HEERAMANSHA",403,325,0,728,203,172,0,375,10,0,124,156,87,1,0,0,2,2,0,0,0,1,2,375
287,"PRATHMIK VIDYALAY GANESHGANJ MAJRA AURANGABAD HEERAMANSHA",218,174,0,392,158,128,0,286,286,0,30,244,3,0,1,0,0,0,0,1,1,4,2,286
288,"PRATHMIK VIDYALAY AURANGABAD BHOLAHULAS",802,642,0,1444,471,394,0,865,5,0,284,315,231,2,0,1,2,1,3,2,4,6,14,865
289,"PRATHMIK VIDYALAY PARAHULI",582,461,0,1043,320,273,0,593,593,0,129,73,381,0,2,0,1,0,0,2,4,0,1,593
290,"PRATHMIK VIDYALAY SIKAHILA",479,398,0,877,238,202,0,440,263,0,67,90,277,1,1,1,0,0,0,0,2,0,1,440
291,"PURV MADHYAMIC VIDYALAYA BHUTHA MAJRA SIKAHILA",485,372,0,857,287,208,0,495,495,0,221,74,196,0,0,0,0,1,1,0,1,0,1,495
292,"PRATHMIK VIDYALAY PURVI KAKSH KUDOULI MADOULI",534,413,0,947,251,226,0,477,477,0,78,33,348,1,0,0,0,0,0,5,6,3,3,477
293,"PRATHMIK VIDYALAYPASCHIMI KAKSH KUDOULI MADOULI",371,306,0,677,226,180,0,406,300,0,70,10,319,2,1,0,0,0,1,1,2,0,0,406
294,"PRATHMIK VIDYALAY SABALPUR",742,579,0,1321,421,363,0,784,8,0,216,83,467,5,2,0,1,1,0,0,4,3,2,784
295,"PRATHMIK VIDYALAY MANGALPUR ROOM NO-1",540,454,0,994,333,253,0,586,340,0,257,4,314,1,1,0,0,0,1,0,1,4,3,586
296,"PRATHMIK VIDYALAY MANGALPUR ROOM NO-2",488,393,1,882,268,215,0,483,301,0,294,12,172,1,0,0,0,0,1,0,0,1,2,483
297,"PURV MADHYAMIC VIDYALAYA ROOM NO-1 MANGALPUR",559,458,0,1017,400,222,0,622,622,0,170,8,427,2,0,0,0,3,0,2,2,1,7,622
298,"PURV MADHYAMIC VIDYALAYA ROOM NO-2 MANGALPUR",643,484,0,1127,373,252,0,625,625,0,194,156,258,1,1,0,0,3,0,1,6,1,4,625
299,"PURV MADHYAMIC VIDYALAYA ROOM NO-3 MANGALPUR",398,292,0,690,267,168,0,435,435,0,217,46,164,1,0,1,0,0,0,1,1,0,4,435
300,"PRATHMIK VIDYALAY MANKAPUR DERAPUR",428,352,0,780,297,273,0,570,90,0,161,259,146,0,0,1,0,0,0,0,1,2,0,570
301,"PRATHMIK VIDYALAY CHANDRAKURA",279,238,0,517,207,211,0,418,396,0,235,124,51,1,0,0,0,1,0,0,0,0,6,418
302,"BABU DASRATH SINGH INTER COLLEGE AURANGABAD JHADA",588,448,0,1036,325,250,0,575,575,0,208,132,226,3,0,0,0,0,0,2,2,0,2,575
303,"BABU DASRATH SINGH INTER COLLEGE AURANGABAD JHADA",480,333,0,813,290,205,0,495,8,0,157,99,234,1,0,0,0,0,0,0,1,0,3,495
304,"PRATHMIK VIDYALAY MALIKPUR AKOUDIYA",296,212,0,508,228,173,0,401,376,0,192,168,36,0,0,0,0,0,1,0,1,1,2,401
305,"PRATHMIK VIDYALAY GOURI",257,225,0,482,183,159,0,342,342,0,73,167,100,0,1,0,0,0,0,0,1,0,0,342
306,"PRATHMIK VIDYALAY UTTARI KAKSH MEDERA KINNER SINGH",537,433,0,970,379,310,0,689,689,0,382,238,58,0,1,0,0,1,0,0,4,3,2,689
307,"PRATHMIK VIDYALAY DAKSHINI KAKSH MUDERA KINNER SINGH",660,539,0,1199,430,285,0,715,715,0,352,207,142,1,0,1,1,0,1,0,6,0,4,715
308,"PRATHMIK VIDYALAY PURVI KAKSH KHAMHAILA",484,383,0,867,280,228,0,508,99,0,85,262,156,0,0,0,1,0,1,0,3,0,0,508
309,"PRATHMIK VIDYALAY PASCHIMI KAKSH KHAMHAILA",381,296,0,677,222,182,0,404,263,0,169,45,181,2,0,1,0,0,0,0,2,2,2,404
310,"PURV MADHYAMIC VIDYALAYA PURVI KAKSH KHAMHAILA",492,395,0,887,302,253,0,555,555,0,211,177,152,2,1,0,1,0,0,1,1,3,6,555
311,"PURV MADHYAMIC VIDYALAYA PASCHIMI KAKSH KHAMHAILA",423,339,0,762,277,225,0,502,111,0,240,139,112,2,1,0,1,0,0,1,4,0,2,502
312,"GIRLS PRATHMIK VIDYALAY KHAMHAILA",400,294,0,694,230,152,0,382,130,0,204,45,125,0,1,1,0,0,1,2,3,0,0,382
313,"PRATHMIK VIDYALAY THENAMAU",353,257,0,610,181,124,0,305,90,0,100,85,112,2,0,1,0,1,0,1,3,0,0,305
314,"PRATHMIK VIDYALAY GHUSTI",192,135,0,327,121,84,0,205,185,0,15,88,101,0,0,0,0,1,0,0,0,0,0,205
315,"PRATHMIK VIDYALAY GADHIYA DERAPUR",277,217,0,494,200,139,0,339,118,0,73,72,191,0,0,0,0,0,0,1,1,1,0,339
