"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJIT SINGH","2 - GHULAM MOHAMMED","3 - PRASHANT CHAUDHRI","4 - DR. SATYA PAL SINGH","5 - ANIL KUMAR","6 - KRISHAN PAL","7 - YUNUSH","8 - SOMENDAR DHAKA","9 - AJAY PAL","10 - ARVIND","11 - JAIVINDRA KUMAR","12 - NISHANT","13 - RUKSANA","14 - SUBHASH CHAND KASHYAP","15 - None of the Above","Total Votes Secured"
156,"PRIMARY PATHSHALA NO 2 UTTAR DHIKOLI",485,283,0,768,358,195,0,553,546,0,333,2,2,86,0,0,0,125,0,1,1,0,0,1,2,553
157,"PRIMARY PATHSHALA NO 2 DAKSHIN DHIKOLI",545,354,0,899,389,220,0,609,600,0,420,30,8,97,0,0,0,52,0,0,1,0,0,0,1,609
158,"PRIMARY PATHSHALA NO 3  DHIKOLROOM NO 1",525,389,0,914,460,271,0,731,700,0,567,4,2,145,1,0,0,6,0,1,1,1,0,1,2,731
159,"PRIMARY PATHSHALA NO 3 ROOM  NO0 2 DHIKOLI",525,376,0,901,449,295,0,744,432,0,528,27,4,145,1,0,0,34,0,1,0,0,0,2,2,744
160,"KANYA  JUNIOR HIGH SCHOOL DHIKOLI",638,389,0,1027,467,240,0,707,600,0,530,29,7,111,1,0,0,24,0,0,0,0,1,1,3,707
161,"JATAV DHARMSHALA DHIKOLI",292,249,0,541,122,100,0,222,174,0,74,3,87,25,1,0,1,21,1,1,1,0,4,1,2,222
162,"PRIMARI PATHSHALA MEHARMPUR",404,270,0,674,319,173,0,492,492,0,4,13,130,337,1,0,0,3,0,0,3,1,0,0,0,492
163,"PRIMARI PATHSHALA SAIDPUR KALA",390,323,0,713,299,238,0,537,527,0,59,27,103,331,0,0,1,6,0,0,4,4,2,0,0,537
164,"JANTA INTER COLLEGE UTTER BASI",678,486,0,1164,456,286,0,742,206,0,292,15,22,404,1,1,0,0,0,2,1,2,2,0,0,742
165,"JANTA INTER COLLEGE DAKSHIN BASI",730,562,0,1292,525,324,0,849,744,0,392,12,5,432,0,0,0,1,0,0,3,2,0,1,1,849
166,"JANTA INTER COLLEGE MADHYA BASI",801,595,0,1396,508,335,0,843,57,0,384,2,29,400,1,0,0,0,1,3,10,6,2,0,5,843
167,"HARIJAAN CHOPAL  ADD BASI",610,469,0,1079,419,291,0,710,706,0,213,129,95,261,3,0,0,3,1,0,1,2,0,1,1,710
168,"PRIMARY PATHSHALA ROOM NO1 SUNHEDA",755,614,0,1369,520,374,0,894,894,0,458,48,16,360,4,0,0,5,0,0,0,1,0,0,2,894
169,"PRIMARY PATHSHALA ROOM NO2 SUNHEDA",787,578,0,1365,503,365,0,868,868,0,205,22,53,573,3,3,0,3,0,0,2,1,2,0,1,868
170,"TEMPRELI POOLING BOUTH HARIJAN CHOPAL SUNHEDA",742,538,0,1280,515,347,0,862,862,0,115,151,183,397,1,0,0,1,0,1,5,0,0,1,7,862
171,"PRIMARY PATHSHALA ANANDPUR URF BANDPUR",727,551,0,1278,556,380,0,936,912,0,431,4,103,377,2,0,0,1,1,4,3,3,2,0,5,936
172,"PRIMARY PATHSHALA HARCHADPUR",861,540,0,1401,606,429,0,1035,947,0,18,623,258,124,0,0,0,2,0,0,1,2,0,2,5,1035
173,"HARIJAN CHOPAL ADD KATHA",776,536,0,1312,507,350,0,857,26,0,108,5,563,136,0,0,0,7,0,3,2,5,15,7,6,857
174,"PRIMARY PATHSHALA ROOM NO 1 KATHA",657,533,3,1193,422,354,0,776,630,0,419,4,12,323,4,1,1,0,0,0,5,3,1,1,2,776
175,"PRIMARY PATHSHALA ROOM NO 2 KATHA",926,642,0,1568,613,347,0,960,940,0,462,286,26,157,1,1,0,3,0,3,6,6,1,2,6,960
176,"PRIMARY PATHSHALA ROOM NO 3 KATHA",701,529,0,1230,540,322,0,862,830,0,637,7,12,200,3,0,0,0,0,1,1,0,1,0,0,862
177,"PRIMARY PATHSHALA NANGLA BAHALOLPUR",331,274,0,605,211,185,0,396,220,0,15,79,39,258,0,0,0,4,0,0,1,0,0,0,0,396
178,"KISHAN INTER COLLEGE UTTER MAVIKALA",565,449,0,1014,442,352,0,794,294,0,450,0,5,317,4,1,2,8,1,1,1,1,0,0,3,794
179,"KISHAN INTER COLLEGE DAKSIN MAVIKALA",444,367,0,811,410,281,0,691,691,0,473,5,1,206,1,0,0,3,0,0,1,1,0,0,0,691
180,"A0 DACHA AMER SINGH KE GHRE KE PASS MAVIKALA",557,410,0,967,426,267,0,693,683,0,79,146,227,216,3,0,0,4,0,2,11,0,1,0,4,693
181,"A0 DACHA AMER SINGH KE GHRE KE PASS MAVIKALA",436,338,0,774,373,250,0,623,400,0,81,288,19,229,2,0,0,0,0,1,2,1,0,0,0,623
182,"JAIN INTER COLLEGE EAST KHEKRA",694,589,0,1283,474,340,0,814,750,0,182,59,39,524,2,0,0,4,0,0,1,0,1,0,2,814
183,"JAIN INTER COLLEGE WEST KHEKRA",807,674,0,1481,526,419,0,945,923,0,243,164,10,515,1,0,0,3,0,1,1,1,2,0,4,945
184,"JAIN INTER COLLEGE MADYA ROOM NO 8 KHEKRA",794,683,0,1477,495,403,0,898,730,0,199,192,159,333,0,0,0,4,3,0,2,1,2,2,1,898
185,"JAIN INTER COLLEGE MADYA ROOM NO 10  KHEKRA",514,367,0,881,372,243,0,615,215,0,75,351,7,171,6,1,0,1,0,0,0,0,1,1,1,615
186,"KASTURBA KANYA INTER COLLEGEROOM NO1  KHEKRA",543,387,0,930,314,223,0,537,396,0,130,275,10,102,3,0,3,2,0,1,0,0,0,5,6,537
187,"KASTURBA KANYA INTER COLLEGE ROOM NO2  KHEKRA",398,340,0,738,216,178,0,394,328,0,23,29,68,268,0,1,0,0,0,0,1,1,3,0,0,394
188,"KANYA JUNIAR HIGH SCHOOL ROOM NO 1 KHEKRA",537,457,0,994,398,296,0,694,472,0,181,8,23,461,0,0,0,7,0,0,6,5,2,0,1,694
189,"KANYA JUNIAR HIGH SCHOOL ROOM NO 2 KHEKRA",481,389,0,870,340,264,0,604,431,0,265,3,14,300,0,0,0,13,0,0,5,1,1,1,1,604
190,"KANYA JUNIOR HIGH SCHOOL DAKSIN KHEKRA",814,642,0,1456,597,342,0,939,939,0,540,6,14,354,0,1,0,6,1,3,3,0,1,5,5,939
191,"KANYA JUNIOR HIGH SCHOOL K.NO.-5 KHEKRA",844,652,0,1496,476,352,0,828,700,0,94,490,32,139,58,1,0,6,1,0,1,2,1,2,1,828
192,"KANYA JUNIOR HIGH SCHOOL K.NO.-6 KHEKRA",428,317,0,745,252,202,0,454,451,0,12,347,24,47,9,2,0,0,0,1,1,3,0,2,6,454
193,"GANDHI INTER COLLEGE KHEHRA",556,467,0,1023,340,244,0,584,408,0,136,25,36,380,1,0,0,4,0,0,1,0,0,1,0,584
194,"HARIJAN CHOPAL PURAB KHEKRA",670,549,0,1219,411,311,0,722,222,0,5,18,529,134,0,0,0,30,0,0,1,1,3,0,1,722
195,"HARIJAN CHOPAL JATAV PURAB KHEKRA",516,422,0,938,326,254,0,580,500,0,5,174,322,62,1,0,0,3,0,0,1,5,4,1,2,580
196,"HARIJAN CHOPAL JATAV PASCHIM KHEKRA",475,379,0,854,306,242,0,548,541,0,1,6,430,102,1,0,0,3,0,1,0,0,2,1,1,548
197,"SAHEED DHARMVIR SINGH PARISADIY PURV MADYAMIK VIDHALYA",730,551,0,1281,251,504,0,755,755,0,23,203,7,494,7,0,2,7,0,0,5,2,1,1,3,755
198,"SAHEED DHARMVIR SINGH PARISADIY PURV MADYMIK VIDHALYA",475,376,0,851,305,194,0,499,99,0,8,154,12,308,3,0,1,6,0,1,2,2,0,0,2,499
199,"M.M.I.C.UTTER  KHEKRA",518,438,0,956,326,278,0,604,600,0,10,223,11,343,3,0,0,7,0,0,4,2,0,0,1,604
200,"M.M.I.C. UTTER KHEKRA",791,672,0,1463,518,346,0,864,804,0,10,644,26,127,26,1,0,4,2,1,6,0,0,2,15,864
201,"PRATHMIK VIDYALAYA NO.-5 K.NO.-1 KHEKRA",809,535,0,1344,516,297,0,813,808,0,23,325,14,431,1,0,0,3,0,2,7,4,0,0,3,813
202,"PRATHMIK VIDYALAYA NO.-5 K.NO.-2 KHEKRA",807,589,0,1396,458,402,0,860,620,0,365,171,16,293,5,1,0,5,0,0,0,0,1,1,2,860
203,"PRATHMIK VIDYALAYA NO.-5 K.NO.-3 KHEKRA",736,523,0,1259,487,351,0,838,837,0,162,195,63,379,7,3,2,0,1,3,17,2,0,2,2,838
204,"PRATHMIK VIDYALAYA NO.-5 K.NO.-4 KHEKRA",424,296,1,721,277,177,0,454,320,0,152,73,18,192,4,1,0,1,1,2,7,1,0,0,2,454
205,"M.M.DEGREE.C. K. NO.-1 KHEKRA",910,683,0,1593,503,325,0,828,800,0,407,58,16,335,2,1,0,3,1,1,2,1,0,0,1,828
206,"M.M.DEGREE.C. K. NO.-2 KHEKRA",704,490,1,1195,431,192,0,623,614,0,217,128,18,247,0,0,0,1,0,0,4,2,1,0,5,623
207,"M.M.DEGREE.C. K. NO.-3 KHEKRA",293,236,0,529,196,147,0,343,318,0,164,27,4,143,0,0,0,1,0,1,3,0,0,0,0,343
208,"CHOPAL PATTY SHAHJAHAPUR KHEKRA",599,453,0,1052,448,318,0,766,744,0,3,297,148,305,0,0,0,3,0,1,4,1,2,1,1,766
209,"JUNIOR HIGH SCHOOL UTTER SANKROD",707,544,0,1251,534,370,0,904,204,0,402,15,9,428,35,1,0,0,1,2,4,2,1,1,3,904
210,"JUNIOR HIGH SCHOOL DAKSHIN SANKROD",588,464,0,1052,436,315,0,751,560,0,482,65,5,193,1,0,0,1,0,0,1,0,0,1,2,751
211,"HARIJAN CHOPAL ATTI SANKROD",629,494,0,1123,494,301,0,795,23,0,50,391,13,205,108,4,0,3,1,3,6,2,2,2,5,795
212,"VALMIKI CHOPAL ATTI SANKROD",439,329,0,768,344,240,0,584,34,0,21,85,347,113,8,0,1,1,0,1,0,0,4,3,0,584
213,"PRIMARY PATHSHALA SUBHANPUR",505,393,0,898,388,256,0,644,642,0,60,12,88,457,0,1,0,9,0,4,3,4,2,1,3,644
214,"PRIMARY PATHSHALA  NO. 2 NAYA SUBHANPUR",311,250,0,561,231,179,0,410,394,0,38,31,123,204,1,0,0,6,1,0,4,0,1,0,1,410
215,"PRIMARY PATHSHALA NURPUR MUJBITA",627,408,0,1035,474,291,0,765,758,0,14,8,474,247,4,1,0,2,0,1,2,2,6,2,2,765
216,"PRIMARY PATHSHALA ABDULLPUR NURPUR KHALSA",290,226,0,516,213,152,0,365,359,0,19,2,25,314,2,0,0,0,0,0,2,0,0,1,0,365
217,"PRIMARY PATHSHALA JAHANGIRPUR  URF DUNDAHERA",378,280,0,658,302,200,0,502,502,0,7,20,86,380,1,0,0,1,0,1,1,3,0,1,1,502
218,"PRIMARY PATHSHALA HASANPUR MASOORI",658,474,0,1132,470,350,0,820,770,0,23,283,167,332,1,0,0,1,1,0,7,2,1,0,2,820
219,"AMBEDKAR VIDYALAYA FAKARPUR  MO. SHAHPUR",650,491,0,1141,452,315,0,767,756,0,472,1,107,182,1,0,0,1,0,1,1,1,0,0,0,767
220,"AMBEDKAR VIDYALAYA FAKARPUR  MO. SHAHPUR",403,317,0,720,337,211,0,548,407,0,280,18,15,226,0,0,0,5,0,0,2,0,0,0,2,548
221,"PRIMARY PATHSHALA UTTER FAKHARPUR MO. SHAHPUR",630,464,0,1094,596,275,0,871,452,0,515,41,40,269,2,0,0,0,0,0,2,1,0,0,1,871
222,"PRIMARY PATHSHALA DAKSHIN FAKHARPUR MO. SHAHPUR",404,291,0,695,283,191,0,474,445,0,253,1,138,74,0,0,1,0,0,1,0,1,3,0,2,474
223,"PRIMARY PATHSHALA UTTER FIROJPUR",560,422,0,982,366,280,0,646,641,0,4,27,98,495,2,0,0,12,1,0,3,1,1,2,0,646
224,"PRIMARY PATHSHALA DAKSHIN FIROJPUR",409,345,0,754,338,227,0,565,165,0,7,19,50,481,1,0,0,2,0,0,3,0,1,1,0,565
225,"PRIMARY PATHSHALA NOROJPUR EMMA",447,330,0,777,376,239,0,615,615,0,417,2,8,183,0,0,0,0,0,0,1,0,1,0,3,615
226,"PRIMARY PATHSHALA UTTER MUBARRIKPUR",706,512,0,1218,510,325,0,835,235,0,14,98,56,657,2,1,0,2,0,0,3,0,1,0,1,835
227,"PRIMARY PATHSHALA DAKSHIN MUBARRIKPUR",556,425,0,981,485,277,0,762,162,0,19,172,105,443,13,0,1,3,1,1,1,0,2,1,0,762
228,"PRIMARY PATHSHALA UTTER RAVAN URF BADAGAON",463,333,0,796,321,230,0,551,551,0,8,34,47,450,1,0,0,5,0,0,3,1,1,1,0,551
229,"PRIMARY PATHSHALA DAKSHIN RAVAN URF BADAGAON",332,244,0,576,249,168,0,417,400,0,7,2,64,341,1,0,0,0,0,0,1,0,0,0,1,417
230,"KANYA PRIMARY PATHSHALA RAVAN URF BADAGAON",526,403,0,929,383,280,0,663,480,0,15,108,251,280,2,0,0,0,0,1,2,0,2,1,1,663
231,"PANCHAYAT GHAR RAVAN URF BADAGAON",670,506,0,1176,455,306,0,761,654,0,32,265,90,362,1,0,0,2,0,0,5,2,0,1,1,761
232,"PRIMARY PATHSHALA KHAILA",763,554,0,1317,464,341,0,805,365,0,42,7,203,533,1,1,0,1,0,0,4,6,3,3,1,805
233,"PRIMARY PATHSHALA MANSOORPUR",681,445,0,1126,491,294,0,785,35,0,519,35,41,168,1,2,0,6,0,2,2,2,2,3,2,785
234,"SAINT JO. JUNIOR HIGH SCHOOL LALIYANA",750,582,0,1332,464,354,0,818,130,0,56,508,130,110,1,0,0,1,0,1,1,2,4,0,4,818
235,"PRIMARY PATHSHALA LALIYANA",729,528,0,1257,498,319,0,817,816,0,443,7,22,327,0,0,1,2,3,1,4,1,0,2,4,817
236,"PRIMARY PATHSHALA SAHWANPUR",350,295,0,645,231,203,0,434,109,0,8,341,4,75,0,0,0,1,0,1,1,2,0,0,1,434
237,"PRIMARY PATHSHALA UTTER LAHCHORA",606,463,1,1070,410,263,0,673,29,0,31,139,35,418,4,0,2,39,0,0,2,2,0,0,1,673
238,"PRIMARY PATHSHALA DAKSHIN LAHCHORA",397,323,0,720,241,176,0,417,409,0,29,42,78,245,1,0,0,15,0,0,0,4,2,1,0,417
239,"ROHTASH JUNIOR HIGH SCHOOL NO. 1 GONA",577,430,0,1007,405,282,0,687,5,0,39,519,7,109,0,0,0,2,1,0,0,0,1,6,3,687
240,"ROHTASH JUNIOR HIGH SCHOOL NO. 2 GONA",621,509,1,1131,412,326,0,738,733,0,10,186,112,415,1,0,0,7,0,0,3,1,0,0,3,738
241,"SAINT MERRY INTER COLLEGE  K- NO. 1 RATOL",528,360,0,888,446,238,0,684,340,0,5,559,20,92,0,0,0,0,0,0,1,1,1,2,3,684
242,"SAINT MERRY INTER COLLEGE  K- NO. 3 RATOL",594,421,0,1015,441,319,0,760,82,0,9,676,52,6,0,0,0,1,0,0,1,1,2,3,9,760
243,"SAINT MERRY INTER COLLEGE  K- NO. 2 RATOL",487,376,0,863,339,227,0,566,536,0,52,452,38,19,1,0,0,2,0,0,0,0,1,0,1,566
244,"SAINT MERRY INTER COLLEGE  K- NO.4 RATOL",476,360,0,836,322,222,0,544,540,0,15,322,88,110,1,2,1,2,0,0,1,0,1,1,0,544
245,"PRIMARY PATHSHALA NO. 2 K. NO.-1 RATOL",587,398,0,985,408,287,0,695,695,0,87,395,9,192,0,0,0,2,0,1,3,0,1,3,2,695
246,"PRIMARY PATHSHALA NO. 2 K. NO.-4 RATOL",433,346,0,779,347,248,0,595,595,0,2,454,46,87,0,0,0,1,1,0,0,0,0,0,4,595
247,"PRIMARY PATHSHALA NO. 2 K. NO.-2 RATOL",510,376,0,886,357,233,0,590,590,0,81,386,16,96,1,0,2,1,0,0,3,0,2,1,1,590
248,"PRIMARY PATHSHALA NO. 2 K. NO.-3 RATOL",525,359,0,884,401,266,0,667,8,0,17,524,92,20,1,1,1,1,0,0,0,1,2,1,6,667
249,"SAINT MERRY PRIMARY SCHOOL  K- NO. 1 RATOL",737,637,1,1375,552,368,0,920,919,0,69,783,7,55,0,0,0,1,0,1,0,0,1,1,2,920
250,"SAINT MERRY PRIMARY SCHOOL  K- NO. 2 RATOL",599,418,0,1017,377,228,0,605,500,0,19,372,153,50,1,1,3,0,0,1,1,0,1,2,1,605
251,"SAINT MERRY PRIMARY SCHOOL  K- NO. 3 RATOL",421,355,0,776,313,245,0,558,558,0,22,335,141,49,0,0,0,3,0,0,0,0,2,3,3,558
252,"PRIMARY PATHSHALA NAGLABADHI",534,406,0,940,486,343,0,829,829,0,751,4,4,68,1,0,0,0,0,0,0,0,0,1,0,829
253,"HARIJAN CHOPAL ATTI NAGLABADHI",567,422,0,989,352,260,0,612,609,0,274,3,228,87,2,2,1,8,0,2,1,0,2,0,2,612
254,"PRIMARY PATHSHALA AHMADNAGAR",667,479,0,1146,400,240,0,640,615,0,15,73,227,312,0,2,0,0,0,1,4,5,1,0,0,640
255,"PRIMARY PATHSHALA NO. 2 K. NO.-1 GOTHRA",832,609,0,1441,500,346,0,846,646,0,51,15,285,457,2,0,2,4,1,0,13,0,5,2,9,846
256,"PRIMARY PATHSALA NO. 2 K. NO.-2 GOTHRA",587,460,0,1047,384,249,0,633,433,0,45,7,126,440,4,1,0,0,0,1,3,2,2,0,2,633
257,"PRIMARY PATHSHALA PURAB GHITORA",580,403,0,983,416,201,0,617,617,0,12,6,216,373,2,0,0,2,2,0,1,0,0,0,3,617
258,"PRIMARY PATHSHALA PASCHIM GHITORA",629,446,0,1075,411,230,0,641,578,0,23,5,207,385,3,0,0,11,0,1,2,0,3,0,1,641
259,"JUNIOR HIGH SCHOOL K. NO. -1 GHITORA",559,447,0,1006,373,260,0,633,573,0,48,6,246,306,1,1,0,16,0,0,3,1,3,1,1,633
260,"JUNIOR HIGH SCHOOL K. NO. -2 GHITORA",569,452,0,1021,405,241,0,646,640,0,15,8,267,347,0,0,0,0,0,0,1,4,3,0,1,646
261,"PRIMARY PATHSHALA TIGARI",389,316,0,705,225,173,0,398,388,0,19,15,117,229,2,0,1,2,1,2,4,1,3,1,1,398
262,"PRIMARY PATHSHALA PURAB DAGARPUR",521,395,0,916,335,208,0,543,543,0,74,2,82,368,2,2,1,6,0,0,1,1,1,1,2,543
263,"PRIMARY PATHSHALA PACHIM DAGARPUR",504,392,0,896,334,208,0,542,542,0,8,4,162,337,0,0,1,23,0,1,3,0,1,0,2,542
264,"KANYA PRIMARY PATHSHALA  DAGARPUR",360,271,0,631,232,146,0,378,362,0,37,3,65,255,0,0,0,14,1,0,2,1,0,0,0,378
265,"PRIMARY PATHSHALA VINAYPUR",668,438,0,1106,483,285,0,768,698,0,69,187,214,281,3,0,0,1,0,1,5,3,1,2,1,768
266,"PRIMARY PATHSHALA UTTER BHAGOT",892,602,0,1494,603,289,0,892,700,0,124,5,468,282,1,0,0,0,0,0,2,3,2,0,5,892
267,"PRIMARY PATHSHALA DAKCHIN BHAGOT",939,648,0,1587,563,342,0,905,895,0,157,13,459,249,1,0,0,3,1,1,0,1,5,6,9,905
268,"PRIMARY PATHSHALA BHADAPUR",447,322,0,769,350,228,0,578,570,0,10,2,387,175,0,0,0,0,0,0,1,3,0,0,0,578
269,"PRIMARY PATHSHALA  K. NO.-1 SIGOLI TAGA",461,349,0,810,361,236,0,597,33,0,65,115,10,397,1,0,0,1,0,0,3,1,0,1,3,597
270,"PRIMARY PATHSHALA  K. NO.-2 SIGOLI TAGA",349,264,0,613,262,176,0,438,438,0,38,14,15,362,1,0,0,0,1,0,5,0,0,1,1,438
271,"PRIMARY PATHSHALA ALAMGIRPUR URF TUKALI",292,212,0,504,211,145,0,356,34,0,4,3,204,131,1,0,0,5,1,0,2,1,3,0,1,356
272,"NEHRU SMARAK VIDYALAYA K. NO. -1 PHULERA",625,568,0,1193,385,318,0,703,703,0,14,437,15,229,0,0,0,2,0,0,2,0,0,3,1,703
273,"PRIMARY PATHSHALA SARFABAD",742,547,0,1289,514,314,0,828,228,0,97,247,122,333,0,1,1,2,3,2,4,2,0,4,10,828
274,"PRIMARY PATHSHALA POORANPUR NAVADA",818,548,0,1366,447,259,0,706,106,0,53,14,156,448,4,1,2,8,1,0,9,6,3,0,1,706
275,"PRIMARY PATHSHALA UTTER GADHI KALANJARI",748,534,0,1282,462,301,0,763,163,0,1,12,341,391,2,0,0,1,0,0,4,6,2,2,1,763
276,"PRIMARY PATHSHALA DAKSHIN GADHI KALANJARI",743,554,0,1297,469,287,0,756,542,0,8,134,69,531,2,0,0,1,0,0,5,3,1,2,0,756
