"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR.MURLI MANOHAR JOSHI","2 - SALEEM AHMAD","3 - SURENDRA MOHAN AGARWAL","4 - SRIPRAKASH JAISWAL","5 - ANIL AWASTHI","6 - ANAND MEHROTRA","7 - DEVENDRA KUMAR SHARMA","8 - MOHD.NASIR KHAN","9 - DR.NIKHIL GUPTA","10 - MAHMOOD HUSAIN RAHMANI","11 - MOHAMMAD ATEEQ","12 - RAMESH KUMAR GUPTA","13 - VINAYAK RAO TOPE","14 - HIMMAT LAL","15 - ASHOK PASWAN ADVOCATE","16 - KISHOR BAJPAI","17 - PREM CHANDRA PANDEY","18 - BETALAL DIWAKAR","19 - MUZAFFAR HUSAIN KHAN","20 - VISHWANATH KATARIA","21 - KUMARI SARASWATI","22 - None of the Above","Total Votes Secured"
116,"ARSI PUBLIC EDUCATION CENTRE MOTI NAGAR ROOM NO.4",702,553,0,1255,419,274,0,693,688,0,298,61,12,293,0,1,0,0,0,12,0,1,0,0,4,3,4,0,0,1,0,3,693
117,"ARSI PUBLIC EDUCATION CENTRE MOTI NAGAR ROOM NO.5",517,410,0,927,287,219,0,506,456,0,118,24,12,331,0,0,0,0,0,11,0,0,1,0,2,1,2,0,1,2,0,1,506
118,"ARSI PUBLIC EDUCATION CENTRE MOTI NAGAR ROOM NO.6",447,334,0,781,198,132,0,330,321,0,13,22,6,283,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,330
119,"ARSI PUBLIC EDUCATION CENTRE MOTI NAGAR ROOM NO.7",616,473,0,1089,377,257,0,634,626,0,45,25,16,520,7,0,0,2,0,4,0,2,0,1,2,3,1,0,2,0,2,2,634
120,"MAHAPALIKA PR. SCHOOL MOTI NAGAR ROOM NO.1",670,500,0,1170,392,280,0,672,632,0,48,17,13,577,0,0,0,0,0,8,0,0,0,1,1,3,0,1,1,1,0,1,672
121,"MAHAPALIKA PR. SCHOOL MOTI NAGAR ROOM NO.2",622,466,0,1088,367,275,0,642,630,0,24,18,11,564,1,0,0,1,0,9,0,0,1,2,2,3,0,0,4,0,0,2,642
122,"MAULANA AZAD PUBLIC SCHOOL 205/188 A JAJMAU ROOM NO.1",449,328,0,777,186,67,0,253,242,0,13,28,11,190,0,0,0,0,0,8,0,0,0,0,0,1,2,0,0,0,0,0,253
123,"MAULANA AZAD PUBLIC SCHOOL 205/188 A JAJMAU ROOM NO.2",650,439,0,1089,230,108,0,338,335,0,25,46,21,231,0,0,0,0,0,7,0,0,0,0,2,2,0,0,3,0,0,1,338
124,"MAULANA AZAD PUBLIC SCHOOL 205/188 A JAJMAU ROOM NO.3",284,207,0,491,101,54,0,155,152,0,14,13,18,101,1,0,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,1,155
125,"MAULANA AZAD PUBLIC SCHOOL 205/188 A JAJMAU ROOM NO.4",740,554,0,1294,315,158,0,473,473,0,120,39,29,268,2,0,0,0,1,8,0,0,0,1,0,2,2,1,0,0,0,0,473
126,"FAREED PUBLIC SCHOOL JAJMAU ROOM NO .1",429,301,0,730,205,102,0,307,301,0,19,28,35,221,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,307
127,"FAREED PUBLIC SCHOOL JAJMAU ROOM NO .2",956,653,0,1609,451,105,0,556,556,0,21,24,91,401,1,0,0,1,0,8,1,1,1,2,0,3,0,0,0,0,0,1,556
128,"STANDARD PUBLIC SCHOOL JAJMAU ROOM NO.1",509,339,0,848,219,81,0,300,270,0,21,10,10,246,0,0,0,0,0,6,0,0,0,0,0,2,1,0,1,2,0,1,300
129,"STANDARD PUBLIC SCHOOL JAJMAU ROOM NO.2",527,302,0,829,236,79,0,315,315,0,4,10,21,274,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,315
130,"SIR SYED PUBLIC SCHOOL 150 FEET ROAD JAJMAU ROOM NO.1",616,489,0,1105,322,197,0,519,510,0,35,42,10,418,2,1,0,1,1,3,0,0,0,0,0,1,2,0,0,1,0,2,519
131,"SIR SYED PUBLIC SCHOOL 150 FEET ROAD JAJMAU ROOM NO.2",303,197,0,500,129,70,0,199,199,0,31,20,3,139,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,199
132,"SIR SYED PUBLIC SCHOOL 150 FEET ROAD JAJMAU ROOM NO.3",760,535,0,1295,285,274,0,559,559,0,52,59,17,409,3,1,1,0,0,3,0,0,0,0,3,3,0,2,1,4,0,1,559
133,"SIR SYED PUBLIC SCHOOL 150 FEET ROAD JAJMAU ROOM NO.4",382,318,1,701,211,137,0,348,348,0,5,15,2,315,3,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,1,348
134,"SIR SYED PUBLIC SCHOOL 150 FEET ROAD JAJMAU ROOM NO.5",678,515,0,1193,359,226,0,585,584,0,14,29,9,508,5,0,0,0,0,1,2,1,3,3,3,3,1,0,1,1,0,1,585
135,"NISWAN JR. H. SCHOOL U.P. COMPOUND JAJMAU ROOM NO.1",826,615,0,1441,353,174,0,527,502,0,31,22,47,408,4,2,0,0,0,1,0,0,0,1,2,1,2,0,3,1,1,1,527
136,"NISWAN JR. H. SCHOOL U.P. COMPOUND JAJMAU ROOM NO.2",590,417,0,1007,291,171,0,462,462,0,15,65,39,324,2,0,0,1,1,2,0,0,0,1,3,0,1,3,1,2,2,0,462
137,"NISWAN JR. H. SCHOOL U.P. COMPOUND JAJMAU ROOM NO.3",832,582,0,1414,296,170,0,466,463,0,6,108,19,312,2,2,0,0,2,5,0,0,0,0,2,1,1,3,1,2,0,0,466
138,"SEWA BAL SHRAMIK VIDHYALAY BAJPAI NAGAR JAJMAU",553,453,0,1006,214,125,0,339,328,0,5,33,39,250,1,0,0,0,0,6,0,0,0,1,1,0,2,1,0,0,0,0,339
139,"D.T.S. VIDHYALAY K.D.A. GANGA VIHAR JAJMAU ROOM NO.1",561,442,0,1003,349,245,0,594,585,0,51,64,22,440,3,0,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0,1,594
140,"D.T.S. VIDHYALAY K.D.A. GANGA VIHAR JAJMAU ROOM NO.2",748,660,0,1408,380,304,0,684,664,0,162,40,13,458,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,0,0,0,684
141,"D.T.S. VIDHYALAY K.D.A. GANGA VIHAR JAJMAU ROOM NO.3",649,517,0,1166,366,240,0,606,601,0,196,56,10,332,5,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,1,606
142,"D.T.S. VIDHYALAY K.D.A. GANGA VIHAR JAJMAU ROOM NO.4",454,335,0,789,240,154,0,394,386,0,63,47,3,267,0,0,0,3,0,8,0,0,0,0,0,0,0,0,1,0,1,1,394
143,"D.T.S. VIDHYALAY K.D.A. GANGA VIHAR JAJMAU ROOM NO.5",441,400,0,841,223,175,0,398,398,0,108,29,10,234,1,0,1,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,398
144,"D.T.S. VIDHYALAY K.D.A. GANGA VIHAR JAJMAU ROOM NO.6",658,529,0,1187,335,234,0,569,569,0,85,33,16,414,0,0,0,1,2,12,1,1,0,0,0,2,0,0,1,0,0,1,569
145,"D.T.S. VIDHYALAY K.D.A. GANGA VIHAR JAJMAU ROOM NO.7",818,649,0,1467,361,246,0,607,572,0,128,57,15,387,1,0,0,3,0,14,0,0,0,0,1,0,1,0,0,0,0,0,607
146,"D.T.S. VIDHYALAY K.D.A. GANGA VIHAR JAJMAU ROOM NO.8",715,548,0,1263,387,251,0,638,638,0,132,39,20,434,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,4,638
147,"BAL SHRAMIK VIDHYALAY BAJPAI NAGAR JAJMAU",705,494,0,1199,381,235,0,616,609,0,137,47,35,374,2,0,0,1,0,9,0,1,1,0,2,0,1,2,1,1,0,2,616
148,"MADARSA DARUL-ULOOM SHAH-ALA KUDRATIYA JAJMAU ROOM NO.1",317,189,0,506,136,80,0,216,216,0,18,30,17,147,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,216
149,"MADARSA DARUL-ULOOM SHAH-ALA KUDRATIYA JAJMAU ROOM NO.2",845,588,0,1433,427,238,0,665,665,0,12,85,60,488,7,0,0,0,1,3,0,0,0,0,0,2,0,2,2,1,0,2,665
150,"MADARSA DARUL-ULOOM SHAH-ALA KUDRATIYA JAJMAU ROOM NO.3",239,170,0,409,116,64,0,180,180,0,1,16,17,144,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,180
151,"MADARSA DARUL-ULOOM SHAH-ALA KUDRATIYA JAJMAU ROOM NO.4",800,603,0,1403,373,225,0,598,598,0,16,63,68,422,3,0,0,1,1,12,0,1,0,2,4,3,0,1,0,0,0,1,598
152,"MADARSA DARUL-ULOOM SHAH-ALA KUDRATIYA JAJMAU ROOM NO.5",695,502,0,1197,330,181,0,511,508,0,8,64,58,361,3,0,0,0,2,3,0,1,1,0,2,2,4,0,2,0,0,0,511
153,"MADARSA DARUL-ULOOM SHAH-ALA KUDRATIYA JAJMAU ROOM NO.6",337,265,0,602,137,72,0,209,202,0,9,17,26,153,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,209
154,"MADARSA DARUL-ULOOM SHAH-ALA KUDRATIYA JAJMAU ROOM NO.7",576,393,0,969,311,145,0,456,453,0,5,54,91,295,0,0,0,0,0,4,0,1,0,0,1,2,1,0,1,0,0,1,456
155,"MADARSA DARUL-ULOOM SHAH-ALA KUDRATIYA JAJMAU ROOM NO.8",466,343,0,809,250,178,0,428,418,0,5,53,95,266,1,0,0,0,0,2,1,0,1,0,0,2,1,0,1,0,0,0,428
156,"SUNSHINE PUBLIC SCHOOL ADARSH BIHAR DEHLI SUJANPUR ROOM NO.1",797,605,0,1402,460,318,0,778,760,0,639,69,8,42,0,1,1,0,0,10,0,0,1,3,1,1,2,0,0,0,0,0,778
157,"SUNSHINE PUBLIC SCHOOL ADARSH BIHAR DEHLI SUJANPUR ROOM NO.2",428,332,0,760,165,154,0,319,300,0,234,37,7,34,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,319
158,"SUNSHINE PUBLIC SCHOOL ADARSH BIHAR DEHLI SUJANPUR ROOM NO.3",659,513,0,1172,319,282,0,601,575,0,467,40,10,61,2,1,0,1,0,11,1,0,0,0,2,1,3,0,0,0,0,1,601
159,"G.P.N. RAMRATAN PUBLIC JR. H. S. SCHOOL ADARSH NAGAR DAHELI SUJANPUR ROOM NO.1",429,368,0,797,216,183,0,399,396,0,315,21,12,45,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,399
160,"G.P.N. RAMRATAN PUBLIC JR. H. S. SCHOOL ADARSH NAGAR DAHELI SUJANPUR ROOM NO.2",939,761,0,1700,522,377,0,899,883,0,626,57,22,174,0,0,0,0,0,12,0,0,0,2,1,1,0,0,0,0,2,2,899
161,"G.P.N. RAMRATAN PUBLIC JR. H. S. SCHOOL ADARSH NAGAR DAHELI SUJANPUR ROOM NO.3",809,724,1,1534,438,365,0,803,789,0,565,59,10,120,4,0,0,1,0,26,0,0,0,0,0,2,7,0,2,0,1,6,803
162,"G.P.N. RAMRATAN PUBLIC JR. H. S. SCHOOL ADARSH NAGAR DAHELI SUJANPUR ROOM NO.4",647,506,0,1153,395,285,0,680,678,0,523,45,11,87,0,2,0,1,1,5,0,0,0,0,0,3,0,1,1,0,0,0,680
163,"BAL VIDHYA MANDIR INTER COLLEGE P.A.C. SHYAM NAGAR ROOM NO.1",856,701,0,1557,419,305,0,724,712,0,542,18,45,105,0,0,0,1,0,6,0,0,0,0,0,2,3,0,0,1,0,1,724
164,"SHYAM NAGAR ENGLISH SCHOOL D BLOCK SHYAM NAGAR ROOM NO.1",881,612,0,1493,431,260,0,691,662,0,19,13,33,609,2,0,0,2,0,6,0,1,0,0,1,0,2,1,1,0,0,1,691
165,"SHYAM NAGAG.P.N. RAMRATAN PUBLIC JR. H. S. SCHOOL ADARSH NAGAR DAHELI SUJANPUR ROOM NO.6R ENGLISH SCHOOL D BLOCK SHYAM NAGAR ROOM NO.5",596,480,1,1077,245,180,0,425,425,0,326,34,16,39,1,0,1,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,425
166,"G.P.N. RAMRATAN PUBLIC JR. H. S. SCHOOL ADARSH NAGAR DAHELI SUJANPUR ROOM NO.6",494,412,0,906,261,191,0,452,451,0,335,32,22,54,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,1,452
167,"MOHTER LAND HIGHER SECONDARY 60 FEET ROAD MANGLA BIHAR SECOND ROOM NO.2",586,467,0,1053,192,149,0,341,341,0,248,19,12,54,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,1,0,1,341
168,"MOHTER LAND HIGHER SECONDARY 60 FEET ROAD MANGLA BIHAR SECOND ROOM NO.3",509,410,0,919,237,206,0,443,440,0,276,67,7,83,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,3,443
169,"BAL VIDHYA MANDIR INTER COLLEGE P.A.C. SHYAM NAGAR ROOM NO.2",636,432,0,1068,265,103,0,368,363,0,37,20,14,282,2,0,1,1,0,4,0,0,0,1,1,2,0,0,0,0,1,2,368
170,"BAL VIDHYA MANDIR INTER COLLEGE P.A.C. SHYAM NAGAR ROOM NO.3",534,392,0,926,240,162,0,402,375,0,41,84,8,252,2,0,0,0,0,11,0,0,0,0,1,1,2,0,0,0,0,0,402
171,"BAL VIDHYA MANDIR INTER COLLEGE P.A.C. SHYAM NAGAR ROOM NO.4",553,396,0,949,235,157,0,392,392,0,95,11,17,261,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,392
172,"BAL VIDHYA MANDIR INTER COLLEGE P.A.C. SHYAM NAGAR ROOM NO.5",1424,562,0,1986,555,250,0,805,784,0,431,67,59,236,0,0,0,0,0,3,0,0,0,0,1,0,5,0,0,0,0,3,805
173,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.1",625,508,0,1133,289,231,0,520,509,0,404,39,13,50,2,0,0,1,1,3,0,0,2,0,0,0,3,0,1,0,0,1,520
174,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.2",427,380,0,807,196,154,0,350,349,0,257,19,24,38,0,0,0,0,0,3,0,0,1,3,0,2,1,1,1,0,0,0,350
175,"ASHOK NURSERY SCHOOL SHYAM NAGAR ROOM NO.1",651,587,0,1238,392,295,0,687,664,0,468,49,38,113,2,1,0,1,1,8,0,1,0,1,0,0,3,1,0,0,0,0,687
176,"ASHOK NURSERY SCHOOL SHYAM NAGAR ROOM NO.2",304,237,0,541,168,126,0,294,294,0,200,15,26,43,2,1,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,294
177,"SAMUDAIK KENDRA SAIDULLAPUR ROOM NO.1",712,614,1,1327,443,373,0,816,803,0,399,191,39,145,2,1,0,0,1,9,0,0,2,3,3,3,9,4,0,4,0,1,816
178,"SAMUDAIK KENDRA SAIDULLAPUR ROOM NO.2",292,221,0,513,161,118,0,279,276,0,96,4,107,62,0,0,0,0,0,4,0,0,1,0,1,3,0,0,0,1,0,0,279
179,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.1",593,528,0,1121,329,320,0,649,642,0,555,21,6,52,0,0,0,0,0,9,0,0,0,1,0,2,2,0,0,0,0,1,649
180,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.2",394,356,0,750,217,228,0,445,441,0,353,14,8,60,0,0,0,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,445
181,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.3",556,521,0,1077,311,277,0,588,581,0,475,33,6,55,0,1,0,0,1,11,0,0,0,0,0,0,2,1,1,0,0,2,588
182,"ASHOK NURSERY SCHOOL SHYAM NAGAR ROOM NO.3",832,679,0,1511,439,369,0,808,781,0,626,20,51,96,0,0,0,0,0,8,0,0,0,0,1,2,1,0,2,1,0,0,808
183,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.4",213,164,0,377,95,78,0,173,138,0,136,10,4,18,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,173
184,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.5",745,606,0,1351,406,285,0,691,691,0,511,63,17,69,1,0,0,0,0,15,0,2,0,0,1,1,3,1,1,1,0,5,691
185,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.6",187,189,0,376,100,103,0,203,195,0,146,4,12,32,0,0,0,0,0,4,1,0,0,1,0,1,0,0,1,0,0,1,203
186,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.7",580,493,0,1073,314,279,0,593,592,0,463,35,8,77,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,593
187,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.8",660,538,0,1198,312,228,0,540,523,0,419,16,13,83,0,1,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,1,540
188,"OXFORD MODEL SCHOOL P.A.C. RAOD SHYAM NAGAR ROOM NO.9",856,656,0,1512,455,317,0,772,772,0,438,37,30,251,1,0,0,0,0,7,0,0,0,0,0,1,2,2,1,1,0,1,772
189,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.3",891,693,0,1584,397,312,0,709,707,0,504,39,25,126,1,0,0,0,0,6,1,0,0,0,0,1,1,1,0,1,0,3,709
190,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.4",617,537,0,1154,315,241,0,556,541,0,374,50,20,94,1,0,0,0,0,8,0,0,0,0,1,2,4,1,0,0,0,1,556
191,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.5",806,628,0,1434,344,244,0,588,550,0,449,28,27,55,1,0,0,0,0,13,0,1,1,1,0,2,3,2,1,1,1,2,588
192,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.6",1108,784,0,1892,504,323,0,827,801,0,626,69,30,76,0,0,0,0,0,13,0,0,0,2,1,1,4,0,1,1,0,3,827
193,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.7",856,692,0,1548,340,249,0,589,585,0,433,46,17,75,0,1,0,0,0,7,0,2,0,0,0,2,5,0,0,0,0,1,589
194,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.8",942,735,1,1678,438,314,0,752,747,0,576,59,22,66,0,0,0,0,0,11,0,0,0,0,0,1,12,0,1,0,0,4,752
195,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.9",860,623,0,1483,386,230,0,616,601,0,454,41,12,93,3,0,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,3,616
196,"SUGHAR SINGH ACADEMY P.A.C. ROAD SHYAM NAGAR ROOM NO.10",391,326,0,717,174,101,0,275,263,0,208,18,10,31,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,275
197,"RAMPURAM CONVENT SCHOOL DEHLI SUJANPUR ROOM NO.1",733,562,0,1295,282,183,0,465,415,0,338,32,14,65,0,0,0,0,0,11,0,0,0,0,3,0,1,0,0,0,0,1,465
198,"RAMPURAM CONVENT SCHOOL DEHLI SUJANPUR ROOM NO.2",496,442,0,938,241,191,0,432,416,0,298,46,22,48,1,0,0,0,0,6,0,0,0,1,2,0,2,0,0,2,1,3,432
199,"RAMPURAM CONVENT SCHOOL DEHLI SUJANPUR ROOM NO.3",869,641,0,1510,385,296,0,681,649,0,540,51,9,66,1,0,0,0,0,8,0,0,0,1,0,1,1,1,0,1,0,1,681
200,"RAMPURAM CONVENT SCHOOL DEHLI SUJANPUR ROOM NO.4",781,624,0,1405,416,306,0,722,707,0,558,53,14,69,1,0,0,0,0,20,0,0,0,0,2,2,0,0,0,1,0,2,722
201,"PRAYAG ACADEMY KOYLA NAGAR DEHLI SUJANPUR ROOM.1",1086,817,0,1903,590,398,0,988,988,0,679,90,26,151,5,0,0,0,1,10,0,1,0,0,1,8,6,2,0,2,1,5,988
202,"PRAYAG ACADEMY KOYLA NAGAR DEHLI SUJANPUR ROOM.2",694,538,0,1232,380,256,0,636,632,0,482,75,21,42,1,0,0,0,0,9,0,0,0,0,0,1,1,1,0,0,0,3,636
203,"SARVJANIK VIDHYALAY SUJATGANJ ROOM NO.1",826,591,1,1418,469,301,0,770,759,0,81,43,38,575,2,0,0,6,0,9,1,0,0,2,6,2,1,1,0,0,2,1,770
204,"SARVJANIK VIDHYALAY SUJATGANJ ROOM NO.2",714,507,0,1221,231,360,0,591,585,0,4,5,23,522,3,0,0,4,0,11,0,0,2,1,3,1,1,0,1,8,0,2,591
205,"SARVJANIK VIDHYALAY SUJATGANJ ROOM NO.3",322,275,0,597,165,107,0,272,272,0,2,1,18,240,2,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,1,1,272
206,"SAMUDAIK KENDRA DEFENCE COLONEY SUJATGANJ ROOM NO.1",604,473,0,1077,303,216,0,519,477,0,238,35,11,216,3,1,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,2,519
207,"GEETA GYAN MANDIR BALIKA VIDHYALAY CHANDARI ROOM NO.1",556,469,0,1025,285,194,0,479,474,0,8,2,13,442,4,0,0,1,0,5,0,0,0,0,0,0,0,1,1,2,0,0,479
208,"GEETA GYAN MANDIR BALIKA VIDHYALAY CHANDARI ROOM NO.2",673,508,0,1181,424,288,0,712,661,0,18,13,33,628,1,1,1,0,0,7,7,0,0,0,0,0,0,0,1,0,2,0,712
209,"NATIONAL PUBLIC SCHOOL CHANDARI NEAR NOORANI MASJID ROOM NO.1",420,295,0,715,235,153,0,388,384,0,4,6,32,333,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,6,0,0,388
210,"NATIONAL PUBLIC SCHOOL CHANDARI NEAR NOORANI MASJID ROOM NO.2",586,364,1,951,278,144,0,422,411,0,11,4,29,371,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,422
211,"NATIONAL PUBLIC SCHOOL CHANDARI NEAR NOORANI MASJID ROOM NO.3",798,589,0,1387,462,249,0,711,691,0,8,6,99,579,3,1,0,3,0,4,1,0,0,0,2,1,0,0,1,1,0,2,711
212,"ASHA SHIKSHA NIKETAN C.N.B. BUNKAR NAGAR SUJATGANJ ROOM NO.1",731,557,0,1288,457,280,0,737,729,0,28,23,34,627,6,0,1,1,1,5,0,0,1,0,3,2,1,0,0,0,0,4,737
213,"ASHA SHIKSHA NIKETAN C.N.B. BUNKAR NAGAR SUJATGANJ ROOM NO.2",628,480,0,1108,362,243,0,605,600,0,85,16,33,461,0,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,1,2,605
214,"N.M.P. BASIC PR. SCHOOL SUJATGANJ  ROOM NO.1",667,516,0,1183,335,232,0,567,566,0,43,20,32,458,1,0,0,0,0,5,0,0,0,1,0,1,0,0,2,2,0,2,567
215,"N.M.P. BASIC PR. SCHOOL SUJATGANJ  ROOM NO.2",447,369,0,816,219,172,0,391,390,0,16,9,28,320,2,0,0,1,0,7,1,0,1,0,1,1,0,0,1,2,1,0,391
216,"N.M.P. BASIC PR. SCHOOL SUJATGANJ  ROOM NO.3",716,545,0,1261,398,233,0,631,631,0,8,17,58,528,0,0,0,1,2,4,1,0,1,0,1,2,1,1,1,3,1,1,631
217,"N.M.P. BASIC PR. SCHOOL SUJATGANJ  ROOM NO.4",635,473,0,1108,372,201,0,573,573,0,13,8,79,457,2,0,0,1,0,7,0,0,0,2,0,1,0,0,2,1,0,0,573
218,"N.M.P. BASIC PR. SCHOOL SUJATGANJ  ROOM NO.5",653,518,0,1171,367,207,0,574,574,0,10,11,58,482,2,0,0,0,0,3,0,0,0,0,1,0,1,0,2,3,0,1,574
219,"SARASWATI SHISHU MANDIR 1-A SHYAM NAGAR ROOM NO.1",437,362,0,799,243,196,0,439,272,0,267,6,10,142,1,0,0,4,0,3,0,0,0,0,1,1,0,0,0,1,0,3,439
220,"SARASWATI SHISHU MANDIR 1-A SHYAM NAGAR ROOM NO.2",608,507,1,1116,323,298,0,621,617,0,441,3,6,131,1,0,0,18,0,11,1,0,0,0,1,1,2,0,0,0,0,5,621
221,"KENDRIYA VIDHYALAY RAKSHA VIHAR COLONEY SHYAM NAGAR ROOM NO.1",859,733,0,1592,493,419,0,912,901,0,731,41,16,94,0,0,0,2,0,19,0,0,1,0,0,1,4,0,0,0,0,3,912
222,"KENDRIYA VIDHYALAY RAKSHA VIHAR COLONEY SHYAM NAGAR ROOM NO.2",514,476,0,990,288,231,0,519,519,0,445,13,1,49,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,0,0,2,519
223,"KENDRIYA VIDHYALAY RAKSHA VIHAR COLONEY SHYAM NAGAR ROOM NO.3",763,658,0,1421,584,236,0,820,820,0,693,13,20,82,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,2,820
224,"SANT MARKS ACADEMY D BLOCK SHYAM NAGAR ROOM NO.1",648,602,0,1250,344,299,0,643,618,0,477,27,12,121,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,643
225,"SANT MARKS ACADEMY D BLOCK SHYAM NAGAR ROOM NO.2",643,583,0,1226,374,356,0,730,716,0,534,21,11,140,1,1,0,1,1,12,0,0,0,0,0,1,3,0,1,1,0,2,730
226,"SANT MARKS ACADEMY D BLOCK SHYAM NAGAR ROOM NO.3",735,613,0,1348,282,210,0,492,470,0,162,44,13,251,2,0,0,1,0,3,0,1,1,2,0,2,1,4,1,3,0,1,492
227,"KENDRIYA VIDHYALAY RAKSHA VIHAR COLONEY SHYAM NAGAR ROOM NO.4",705,563,0,1268,291,199,0,490,485,0,318,33,10,116,0,1,1,0,0,7,0,0,0,0,0,0,2,0,0,1,0,1,490
228,"KENDRIYA VIDHYALAY RAKSHA VIHAR COLONEY SHYAM NAGAR ROOM NO.5",542,431,0,973,225,181,0,406,405,0,126,8,7,251,1,0,0,0,1,6,0,2,1,0,2,1,0,0,0,0,0,0,406
229,"SAMUDAIK KENDRA/DHRAMSHALA SHAHEED PARK MUNSI PURWA ROOM NO.1",523,328,0,851,247,166,0,413,375,0,233,13,12,149,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,413
230,"SAMUDAIK KENDRA/DHRAMSHALA SHAHEED PARK MUNSI PURWA ROOM NO.2",440,334,0,774,241,158,0,399,394,0,236,14,17,126,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,399
231,"SAMUDAIK KENDRA/DHRAMSHALA SHAHEED PARK MUNSI PURWA ROOM NO.3",824,605,0,1429,424,292,0,716,712,0,350,87,14,225,2,0,2,0,0,2,13,0,0,1,1,3,7,3,2,2,0,2,716
232,"ANAND SHIKSHA NIKETAN JR. H. SCHOOL MUNSHI PURWA ROOM NO.1",679,547,0,1226,341,235,0,576,569,0,35,51,23,450,1,0,0,1,0,8,0,1,0,1,1,2,0,0,2,0,0,0,576
233,"ANAND SHIKSHA NIKETAN JR. H. SCHOOL MUNSHI PURWA ROOM NO.2",399,294,0,693,245,154,0,399,394,0,3,12,9,365,1,1,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,1,399
