"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR AHMAD DUMPY","2 - OM PRAKASH","3 - KIRTI VARDHAN SINGH","4 - NANDITA SHUKLA","5 - BENI PRASAD VERMA","6 - AJAY  KUMAR  PRABHAKAR","7 - PREM KUMAR","8 - MASOOD ALAM KHAN","9 - MAHESH KUMAR","10 - MASHOOQ AHMAD","11 - RAJENDRA PRASAD","12 - RAJESH  KUMAR  MAURYA","13 - SATYA PRAKASH","14 - TILAK RAM","15 - BRIJNANDAN TIWARI","16 - None of the Above","Total Votes Secured"
198,KHAJURI,497,465,0,962,292,255,0,547,547,0,108,10,215,176,13,3,0,1,0,9,1,0,1,3,1,6,547
199,KHAJURI,542,482,0,1024,296,213,0,509,509,0,48,16,259,111,51,1,0,6,0,2,2,2,3,2,2,4,509
200,BHDUWA,332,279,0,611,161,162,0,323,323,0,60,8,110,97,39,0,1,1,0,1,0,1,2,0,0,3,323
201,"NAGRA BUZURG",311,272,0,583,171,170,0,341,341,0,95,4,84,134,12,0,2,1,0,1,2,1,2,0,0,3,341
202,GADHA,336,301,0,637,188,177,0,365,365,0,110,11,115,48,60,2,1,1,1,4,2,0,2,1,2,5,365
203,MAVAI,588,524,0,1112,294,307,0,601,601,0,208,20,198,128,21,1,0,4,1,2,1,0,7,6,1,3,601
204,ULLAHA,430,390,0,820,237,233,0,470,470,0,144,17,106,118,65,3,0,0,0,1,1,2,1,3,0,9,470
205,"PATIJIYA KHURD",755,659,0,1414,489,361,0,850,850,0,85,25,388,230,92,1,3,4,0,2,4,5,2,5,2,2,850
206,MAHMOODPUR,314,287,0,601,165,151,0,316,316,0,36,15,190,53,11,1,0,0,0,0,0,0,2,3,2,3,316
207,ASNAHRA,476,424,0,900,263,227,0,490,490,0,61,23,195,75,113,4,1,0,0,2,1,4,2,5,3,1,490
208,BAKHRAULI,518,470,0,988,299,269,0,568,568,0,83,11,254,158,51,4,1,0,1,0,1,0,2,2,0,0,568
209,BAKHRAULI,353,322,0,675,168,133,0,301,301,0,25,8,142,98,9,3,1,0,1,0,0,0,2,2,3,7,301
210,DHANEPUR,717,648,0,1365,412,393,0,805,805,0,111,13,366,152,119,3,0,4,4,11,2,2,6,7,0,5,805
211,MASKANWA,872,751,0,1623,444,421,0,865,865,0,147,17,190,327,133,5,1,16,2,6,3,2,5,4,3,4,865
212,KHALEGAO,504,397,0,901,306,235,0,541,541,0,55,10,169,272,18,4,0,3,0,0,2,1,2,2,0,3,541
213,KHALEGAO,382,322,0,704,223,196,0,419,419,0,69,5,128,174,25,4,1,4,1,0,1,0,1,0,3,3,419
214,KHALEGAO,820,660,0,1480,361,363,0,724,724,0,118,12,319,216,26,0,0,4,1,1,0,1,6,5,1,14,724
215,BHWAJITPUR,751,669,0,1420,456,370,0,826,826,0,144,23,508,74,58,4,0,2,0,1,0,2,1,6,0,3,826
216,"SHEETALGANJ GRANT",506,460,0,966,267,273,0,540,540,0,122,15,200,66,115,3,2,0,0,2,1,0,1,5,2,6,540
217,"SHEETALGANJ GRANT",335,273,0,608,185,167,0,352,352,0,26,8,56,85,165,4,2,0,0,2,0,1,0,1,0,2,352
218,"SHEETALGANJ GRANT",612,510,0,1122,334,279,0,613,613,0,42,16,175,197,160,3,0,3,1,0,1,2,6,3,2,2,613
219,PAYARKHAS,778,650,0,1428,346,310,0,656,656,0,109,10,165,309,43,1,2,1,2,4,1,0,1,2,1,5,656
220,PAYARKHAS,782,610,0,1392,331,327,0,658,658,0,119,18,239,118,66,5,1,39,7,4,3,6,6,7,9,11,658
221,"ITAILA KHURD",574,558,0,1132,298,325,0,623,623,0,134,26,219,80,109,4,2,11,2,4,3,4,5,5,4,11,623
222,BAIDAULI,464,397,0,861,267,233,0,500,500,0,57,13,173,187,45,5,1,3,0,1,4,3,3,1,2,2,500
223,DARIYAPUR,403,343,0,746,196,179,0,375,375,0,52,6,213,94,5,0,0,0,1,1,0,0,1,1,0,1,375
224,SOHILA,393,333,0,726,208,187,0,395,395,0,96,4,199,80,8,1,1,0,0,0,0,0,1,4,1,0,395
225,NARAICHA,790,694,0,1484,444,377,0,821,821,0,85,23,344,112,217,6,2,4,2,3,0,5,4,6,4,4,821
226,CHHAPIYA,469,399,0,868,246,236,0,482,482,0,40,11,262,143,16,0,0,2,0,1,0,0,1,1,0,5,482
227,"TENDUWA RANIPUR",621,498,0,1119,343,292,0,635,635,0,129,10,249,108,86,8,3,2,1,2,0,5,3,7,3,19,635
228,"TENDUWA RANIPUR",267,206,0,473,168,114,0,282,282,0,111,2,120,36,2,0,1,0,0,0,1,0,1,4,0,4,282
229,DEENNAGAR,393,341,0,734,181,167,0,348,348,0,37,9,181,51,60,0,2,3,0,0,0,1,2,1,0,1,348
230,"TIRUKHA BUZURG",514,447,0,961,279,257,0,536,536,0,154,7,295,54,8,2,1,2,0,0,1,1,3,0,1,7,536
231,KAMMARPUR,668,616,0,1284,365,352,0,717,717,0,195,20,320,124,23,2,3,4,3,1,1,1,3,6,1,10,717
232,"ITAILA BUZURG",772,631,0,1403,391,322,0,713,713,0,74,11,141,343,37,2,4,69,3,2,1,3,5,9,1,8,713
233,SAIJALPUR,859,699,0,1558,407,369,0,776,776,0,55,24,205,203,217,12,2,5,23,3,0,7,6,4,0,10,776
234,NAVARKHAS,284,254,0,538,161,176,0,337,337,0,72,10,106,120,15,2,0,1,0,1,0,0,5,2,1,2,337
235,NEVADA,632,550,0,1182,305,246,0,551,551,0,57,7,130,110,54,2,1,161,4,8,0,2,7,3,2,3,551
236,AGYAMAFI,553,478,0,1031,337,284,0,621,621,0,66,9,232,228,76,2,1,1,0,2,0,1,2,0,0,1,621
237,AGYAMAFI,375,329,0,704,227,168,0,395,395,0,37,13,126,72,109,0,2,21,1,3,0,1,2,3,1,4,395
238,"SURVAR BUZURG",540,478,0,1018,318,310,0,628,628,0,103,16,274,72,112,7,2,1,1,3,2,3,4,11,6,11,628
239,"SURVAR KHURD",441,388,0,829,288,200,0,488,488,0,167,12,190,63,23,2,1,5,1,7,1,2,2,4,1,7,488
240,"PATIJIYA BUZURG",544,509,0,1053,299,278,0,577,577,0,65,16,322,115,43,4,0,1,1,3,0,2,3,1,0,1,577
241,MADA,395,396,0,791,264,281,0,545,545,0,89,10,207,91,127,2,0,0,1,1,0,1,4,0,5,7,545
242,BAHIRADEEHA,496,463,0,959,224,220,0,444,444,0,22,5,222,118,68,0,1,1,0,0,1,0,2,1,2,1,444
243,BAHIRADEEHA,377,362,0,739,189,168,0,357,357,0,38,13,97,86,102,1,2,2,1,0,0,2,7,3,2,1,357
244,SONAWA,476,398,0,874,267,244,0,511,511,0,84,17,166,92,128,2,0,0,2,2,1,3,4,3,0,7,511
245,TAMBEPUR,382,379,0,761,230,243,0,473,473,0,74,17,241,10,104,4,0,0,0,10,1,0,2,3,3,4,473
246,DHARMDASPUR,394,335,0,729,219,204,0,423,423,0,90,10,178,38,79,2,1,1,9,3,1,3,1,2,3,2,423
247,TIKAR,728,577,0,1305,328,334,0,662,662,0,437,9,42,92,58,1,1,9,1,3,1,0,0,1,2,5,662
248,DEVGAON,580,532,0,1112,299,254,0,553,553,0,148,8,175,139,44,3,1,3,3,2,1,2,4,5,5,10,553
249,GURGAON,288,231,0,519,163,143,0,306,306,0,60,5,67,45,115,5,0,1,2,2,0,1,0,2,1,0,306
250,KONGAIYA,328,272,0,600,175,148,0,323,323,0,29,12,103,123,39,2,1,0,1,2,0,2,1,1,0,7,323
251,NETUWA,271,218,0,489,193,137,0,330,330,0,102,4,101,65,44,5,1,1,2,2,0,1,0,1,0,1,330
252,"PARSA TIWARI",531,438,0,969,289,214,0,503,503,0,191,7,174,109,5,4,0,0,0,1,0,1,0,2,7,2,503
253,"PARSA TIWARI",579,532,0,1111,382,329,0,711,711,0,163,21,348,124,36,2,2,0,3,3,1,1,1,0,2,4,711
254,"PIKAURA BUZURG",383,365,0,748,214,206,0,420,420,0,72,9,229,87,13,0,1,0,1,0,1,0,1,1,2,3,420
255,MANDAF,326,294,0,620,208,198,0,406,406,0,70,5,155,146,10,1,2,2,1,2,0,3,3,2,1,3,406
256,BHELKHA,361,313,0,674,209,208,0,417,417,0,39,10,206,138,14,1,1,0,0,3,1,0,1,2,1,0,417
257,CHANDARATTI,599,477,0,1076,342,302,0,644,644,0,185,21,295,55,69,1,1,4,1,1,0,0,4,2,1,4,644
258,CHANDARATTI,384,295,0,679,201,139,0,340,340,0,90,5,133,40,53,4,0,1,2,2,0,1,1,1,1,6,340
259,KARMA,635,550,0,1185,350,299,0,649,649,0,181,13,249,96,96,4,0,0,2,1,0,1,0,1,2,3,649
260,HADIYA,468,446,0,914,297,219,0,516,516,0,97,10,302,89,4,1,0,1,0,1,0,0,0,3,2,6,516
261,CHARU,615,562,0,1177,330,285,0,615,615,0,117,17,337,58,61,0,0,3,2,5,2,4,4,3,0,2,615
262,PARSADULA,602,513,0,1115,296,275,0,571,571,0,186,33,140,81,76,2,2,8,2,4,2,4,7,4,5,15,571
263,BEERPUR,712,603,0,1315,394,330,0,724,724,0,33,21,305,231,92,5,6,2,2,6,4,1,4,3,6,3,724
264,BEERPUR,638,551,0,1189,312,313,0,625,625,0,265,16,211,72,22,1,1,1,2,0,2,4,3,7,7,11,625
265,"BAGDARGANJ GRANT",785,637,0,1422,385,356,0,741,741,0,150,17,248,236,44,4,2,6,2,5,6,3,5,3,3,7,741
266,"LAXMINAGAR GRANT",455,431,0,886,233,243,0,476,476,0,196,9,124,87,26,1,0,1,1,6,2,1,3,4,4,11,476
267,"LAXMINAGAR GRANT",425,384,0,809,225,216,0,441,441,0,77,16,196,80,38,2,1,14,0,1,0,2,1,4,2,7,441
268,BANDRAHA,802,686,0,1488,412,298,0,710,710,0,129,7,132,267,110,14,1,4,5,7,7,4,5,1,7,10,710
269,CHATKANWA,389,395,0,784,170,176,0,346,346,0,111,7,97,91,20,2,1,0,0,2,1,1,4,3,3,3,346
270,CHATKANWA,533,464,0,997,309,241,0,550,550,0,148,9,142,199,28,3,3,1,1,1,0,1,2,2,2,8,550
271,SANGWA,611,533,0,1144,319,280,0,599,599,0,121,7,223,160,46,1,0,0,2,3,2,3,9,5,5,12,599
272,SANGWA,400,305,0,705,214,176,0,390,390,0,92,9,130,101,43,1,0,0,0,1,1,0,1,1,3,7,390
273,CHUVAD,678,572,0,1250,354,315,0,669,669,0,165,11,204,197,46,4,3,1,1,4,1,3,4,6,10,9,669
274,"SISAI RANIPUR",705,599,0,1304,377,285,0,662,662,0,141,11,301,92,81,4,1,1,2,1,1,4,2,8,1,11,662
275,HARKHUPUR,838,697,0,1535,393,335,0,728,728,0,143,17,241,200,91,3,0,4,1,8,1,2,5,4,3,5,728
276,RAMDATTPUR,253,222,0,475,143,119,0,262,262,0,91,6,126,26,7,2,0,0,0,0,0,0,0,0,3,1,262
277,SABARPUR,342,291,0,633,187,168,0,355,355,0,137,7,107,87,12,0,0,0,0,1,0,0,1,0,1,2,355
278,BANKATWA,692,545,1,1238,376,328,0,704,704,0,76,11,221,333,25,3,1,1,1,1,1,4,4,8,2,12,704
279,SHUKULPUR,750,669,0,1419,343,326,0,669,669,0,131,17,232,155,72,7,1,6,1,13,4,3,4,3,2,18,669
280,KHARDEVRI,349,298,0,647,186,161,0,347,347,0,44,8,223,49,14,2,0,0,1,2,0,0,2,0,0,2,347
281,"MAHARAJGANJ GRANT",778,691,0,1469,364,299,0,663,663,0,105,25,196,154,127,2,3,16,1,8,0,1,5,3,7,10,663
282,"MAHARAJGANJ GRANT",875,700,0,1575,393,373,0,766,766,0,139,17,247,265,48,3,1,17,4,5,0,2,5,4,7,2,766
283,KHUTHIHAN,760,658,0,1418,372,331,0,703,703,0,166,18,305,119,62,9,3,6,0,1,0,1,6,2,2,3,703
284,KHUTHIHAN,254,248,0,502,152,161,0,313,313,0,222,7,24,53,3,0,0,0,1,0,1,0,1,0,1,0,313
285,"SIKRI TAPPAKOT",229,203,0,432,131,111,0,242,242,0,63,3,144,13,12,0,0,0,3,1,0,1,0,1,0,1,242
286,BAUHAN,627,505,0,1132,282,240,0,522,522,0,77,7,148,245,24,0,0,4,2,3,1,1,7,1,0,2,522
287,BAUHAN,617,518,0,1135,313,253,0,566,566,0,127,10,159,184,45,2,1,4,1,10,1,4,1,6,3,8,566
288,"PIPRA TAPPAKOT",299,232,0,531,152,150,0,302,302,0,107,10,71,44,40,5,1,12,0,0,0,1,2,1,1,7,302
289,TILYA,642,536,0,1178,252,278,0,530,530,0,116,14,165,206,17,2,1,5,1,0,0,0,1,0,1,1,530
290,KOTKHAS,575,467,0,1042,282,279,0,561,561,0,90,3,303,141,11,1,0,0,0,6,0,0,1,2,0,3,561
291,RATANPUR,851,707,0,1558,398,287,0,685,685,0,146,17,264,195,43,1,1,2,0,11,0,0,2,0,1,2,685
292,SIKHARA,308,262,0,570,177,154,0,331,331,0,58,6,221,38,6,0,0,1,1,0,0,0,0,0,0,0,331
293,SONBARSA,624,557,0,1181,393,295,0,688,688,0,159,13,209,220,73,0,3,0,3,0,1,1,1,1,0,4,688
294,MAKOIYA,612,534,0,1146,346,318,0,664,664,0,246,12,226,89,72,1,1,3,0,5,0,1,1,2,1,4,664
295,LAXMANPUR,644,564,0,1208,340,238,0,578,578,0,110,19,271,127,40,1,1,0,0,4,0,0,0,1,1,3,578
296,SADKARPUR,552,505,0,1057,402,319,0,721,721,0,178,15,222,182,94,5,1,0,1,1,1,2,1,6,2,10,721
297,BABHNIKHAS,822,631,0,1453,475,266,0,741,741,0,112,19,452,59,68,3,2,1,0,7,0,1,2,4,0,11,741
298,BABHNIKHAS,366,326,0,692,207,181,0,388,388,0,218,10,59,69,11,3,1,1,0,3,2,0,1,3,3,4,388
299,BABHNIKHAS,666,569,0,1235,345,271,0,616,616,0,75,23,341,88,44,3,0,2,4,3,2,7,5,6,4,9,616
300,"KHAMHARIYA BUZURG",383,335,0,718,242,212,0,454,454,0,135,4,190,103,6,0,0,0,0,0,4,1,2,5,0,4,454
301,MAHRAGAURA,779,642,0,1421,324,353,0,677,677,0,28,19,411,131,64,1,1,2,1,7,0,0,3,1,2,6,677
302,MAHRAGAURA,453,384,0,837,265,216,0,481,481,0,104,6,177,165,14,2,0,0,0,0,1,0,2,4,3,3,481
303,DHADAUVA,575,463,0,1038,352,332,0,684,684,0,322,11,131,107,79,1,3,2,2,2,4,4,1,4,1,10,684
304,DHADAUVA,529,428,0,957,298,265,0,563,563,0,142,20,205,66,79,7,1,1,0,12,0,1,6,6,5,12,563
305,SISAHNI,534,457,0,991,363,297,0,660,660,0,114,12,264,221,30,0,1,1,0,4,0,0,7,2,2,2,660
306,"PARSA UDAIKAR",546,489,0,1035,308,250,0,558,558,0,89,11,239,153,50,0,1,0,2,1,1,1,1,4,1,4,558
307,"PIPRA KHURD",746,633,0,1379,412,377,0,789,789,0,204,20,241,158,133,5,3,3,3,2,1,1,2,3,1,9,789
308,"BELHARI BUZURG",674,565,0,1239,359,333,0,692,692,0,328,11,175,129,9,3,0,2,1,10,0,0,2,7,3,12,692
