"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
168,"PRIMARY SCHOOL PIDARA ROOM-4",609,496,0,1105,269,260,0,529,528,0,107,157,191,50,1,5,1,3,1,1,2,0,1,2,7,529
169,"PRIMARY SCHOOL PIDARA ROOM-5",800,677,0,1477,376,381,0,757,143,0,77,405,170,69,2,4,1,0,2,2,2,5,8,3,7,757
170,"PRIMARY SCHOOL MATHSURAJGIR ROOM-1",476,375,0,851,199,203,0,402,205,0,108,161,75,35,3,4,1,0,0,2,0,1,2,5,5,402
171,"PRIMARY SCHOOL MATHSURAJGIR ROOM-2",539,373,0,912,188,204,0,392,212,0,40,263,55,22,1,4,2,0,0,1,0,2,2,0,0,392
172,"PRIMARY SCHOOL BANCHARA",664,494,0,1158,317,308,0,625,5,0,185,256,98,43,1,7,1,1,2,3,2,1,7,4,14,625
173,"PRIMARY SCHOOL JAGDISHPUR ROOM-1",534,477,0,1011,318,281,0,599,592,0,140,201,183,53,3,3,1,0,0,0,0,2,2,5,6,599
174,"PRIMARY SCHOOL JAGDISHPUR ROOM-2",626,511,0,1137,305,309,0,614,62,0,98,204,197,98,1,4,3,2,1,2,0,2,2,0,0,614
175,"PRIMARY SCHOOL PADARI ROOM-1",896,752,0,1648,390,386,0,776,768,0,235,337,156,14,0,1,4,3,3,3,1,4,6,1,8,776
176,"PRIMARY SCHOOL PADARI ROOM-2",474,390,0,864,236,250,0,486,40,0,154,139,64,99,4,4,5,2,1,1,1,4,1,2,5,486
177,"PRIMARY SCHOOL PADARI ROOM-3",463,344,0,807,191,177,0,368,368,0,165,154,30,9,2,5,0,1,1,0,0,0,1,0,0,368
178,"PRIMARY SCHOOL GAURA PADARI ROOM-1",551,473,0,1024,320,248,0,568,568,0,102,261,67,108,1,7,1,1,2,0,1,1,8,4,4,568
179,"PRIMARY SCHOOL GAURA PADARI ROOM-2",508,385,0,893,280,230,0,510,314,0,113,117,98,160,4,1,2,1,2,0,0,1,4,1,6,510
180,"PRIMARY SCHOOL LILAHI KOTHI PADARI ROOM-1",557,435,0,992,347,286,0,633,3,0,208,261,47,94,3,2,2,1,0,0,0,2,3,2,8,633
181,"PRIMARY SCHOOL LILAHI KOTHI PADARI ROOM-2",448,374,0,822,236,205,0,441,1,0,162,74,105,67,2,3,1,2,1,2,1,3,3,6,9,441
182,"PRIMARY SCHOOL LILAHI KOTHI PADARI ROOM-3",294,247,0,541,155,153,0,308,8,0,44,115,48,84,0,3,6,1,0,1,0,1,1,3,1,308
183,"PRIMARY SCHOOL PAIKAULI ROOM-1",723,514,0,1237,286,319,0,605,5,0,263,156,105,59,0,0,2,0,1,2,2,0,4,7,4,605
184,"PRIMARY SCHOOL PAIKAULI ROOM-2",612,507,0,1119,279,259,0,538,538,0,230,199,52,35,1,8,0,3,0,0,2,0,1,0,7,538
185,"PRIMARY SCHOOL AVRAVA",629,521,0,1150,337,311,0,648,63,0,230,267,40,81,3,1,3,4,1,1,3,2,3,2,7,648
186,"PRIMARY SCHOOL MAHADANPUR SIHULIYA",450,390,0,840,267,216,0,483,141,0,23,335,24,95,0,1,0,0,0,1,2,0,1,0,1,483
187,"PRIMARY SCHOOL NAUMUNDA ROOM-1",775,665,0,1440,368,334,0,702,4,0,166,419,24,60,3,2,1,1,3,0,1,3,8,6,5,702
188,"PRIMARY SCHOOL NAUMUNDA ROOM-2",376,317,0,693,162,168,0,330,38,0,24,251,18,25,3,0,1,1,1,0,0,0,3,2,1,330
189,"PRIMARY SCHOOL GIDAHA DHANAHA",740,608,0,1348,369,386,0,755,755,0,158,249,144,164,0,3,6,2,0,1,1,4,3,8,12,755
190,"PRIMARY SCHOOL PIPARA LALMAN",395,362,0,757,204,209,0,413,413,0,82,138,116,68,3,0,0,0,0,0,0,1,3,0,2,413
191,"PRIMARY SCHOOL BHISWA MATHWALGIR",556,400,0,956,257,251,0,508,8,0,164,229,58,33,1,1,2,2,0,0,0,0,3,4,11,508
192,"PRIMARY SCHOOL RAMPUR SOHRAUNA ROOM-1",635,536,0,1171,335,289,0,624,74,0,188,284,71,56,3,2,1,6,2,2,1,0,2,2,4,624
193,"PRIMARY SCHOOL RAMPUR SOHRAUNA ROOM-2",773,567,0,1340,286,275,0,561,300,0,158,231,59,90,1,1,0,4,1,1,1,4,1,3,6,561
194,"PRIMARY SCHOOL RAMPUR SOHRAUNA ROOM-3",746,647,0,1393,385,392,0,777,772,0,194,182,172,186,5,2,3,4,4,0,4,3,3,4,11,777
195,"PRIMARY SCHOOL KARMAHA UGRASEN",422,383,0,805,285,268,0,553,405,0,118,178,197,42,6,2,3,0,1,1,0,0,2,1,2,553
196,"PRIMARY SCHOOL MAHUAARI",536,416,0,952,282,265,0,547,7,0,68,293,122,51,1,0,3,2,0,1,0,2,1,1,2,547
197,"PRIMARY SCHOOL RAMPUR MAHARATH",532,447,0,979,304,298,0,602,2,0,50,238,198,92,7,2,2,0,2,0,2,2,4,0,3,602
198,"PRIMARY SCHOOL DHADHA BUJURG ROOM-1",485,414,0,899,237,245,0,482,11,0,168,241,19,25,1,3,1,0,1,2,1,1,2,2,15,482
199,"PRIMARY SCHOOL DHADHA BUJURG TOLA BALDIHA ROOM-2",580,498,0,1078,330,299,0,629,9,0,174,254,52,120,1,2,1,1,1,1,1,4,1,7,9,629
200,"PRIMARY SCHOOL DHADHA BUJURG TOLA BALDIHA ROOM-3",697,559,0,1256,358,305,0,663,4,0,127,346,77,82,2,3,2,2,0,1,0,5,3,5,8,663
201,"PRIMARY SCHOOL DHADHA BUJURG TOLA BALDIHA ROOM-4",505,396,0,901,248,230,0,478,4,0,66,209,115,68,3,3,0,1,2,1,0,0,2,2,6,478
202,"PRIMARY SCHOOL DHADHA BUJURG TOLA BALDIHA",648,557,0,1205,377,353,0,730,730,0,215,162,133,200,0,1,0,0,1,0,2,3,2,2,9,730
203,"PRIMARY SCHOOL DHADHA KHURD ROOM-1",608,507,0,1115,306,267,0,573,20,0,188,287,24,48,1,2,0,3,2,1,0,0,1,5,11,573
204,"JUNIOR HIGH SCHOOL DHADHA KHURD ROOM-2",595,513,0,1108,317,290,0,607,607,0,310,234,33,16,1,3,0,2,0,2,0,0,3,0,3,607
205,"PRIMARY SCHOOL GHORTAP ROOM-1",725,544,0,1269,411,323,0,734,5,0,144,410,74,67,1,2,2,3,1,1,4,4,3,8,10,734
206,"PRIMARY SCHOOL GHORTAP ROOM-2",746,574,0,1320,391,383,0,774,200,0,46,490,126,26,0,15,2,5,4,0,7,6,13,11,23,774
207,"PRIMARY SCHOOL BISHUNPURA",533,417,0,950,333,207,0,540,2,0,157,258,90,19,2,2,0,1,1,2,1,0,2,1,4,540
208,"PRIMARY SCHOOL PIPARA",672,502,0,1174,408,306,0,714,314,0,179,243,124,149,2,1,3,2,0,0,2,2,2,1,4,714
209,"PRIMARY SCHOOL THARUVADIH ROOM-1",622,483,0,1105,346,328,0,674,74,0,221,233,134,58,2,5,2,0,0,0,2,5,4,4,4,674
210,"PRIMARY SCHOOL THARUVADIH ROOM-2",531,422,0,953,315,258,0,573,60,0,140,154,78,174,2,2,1,0,1,3,1,4,5,2,6,573
211,"PRIMARY SCHOOL THARUVADIH ROOM-3",805,658,0,1463,390,416,0,806,415,0,248,327,55,158,5,3,2,1,0,0,0,0,4,3,0,806
212,"PRIMARY SCHOOL BAGHNATH ROOM-1",660,523,0,1183,474,200,0,674,200,0,94,280,63,205,3,1,3,2,1,2,1,0,8,3,8,674
213,"PRIMARY SCHOOL BAGHNATH ROOM-2",591,442,0,1033,357,273,0,630,630,0,248,190,86,72,3,3,2,0,1,2,2,4,4,4,9,630
214,"PRIMARY SCHOOL MISHRA DHADHA",586,508,0,1094,325,312,0,637,600,0,229,122,182,78,8,1,5,1,2,1,1,1,5,1,0,637
215,"PRIMARY SCHOOL GOPALPUR",614,511,0,1125,316,301,0,617,617,0,326,191,17,71,1,1,3,1,0,1,0,1,3,0,1,617
216,"PRIMARY SCHOOL MADARAHA",552,483,0,1035,314,295,0,609,9,0,285,206,19,67,9,1,1,1,1,1,1,0,2,3,12,609
217,"PRIMARY SCHOOL MOTIPAKAD KABILASAHA ROOM-1",517,375,0,892,253,210,0,463,3,0,226,140,53,5,1,3,1,3,2,2,0,0,14,5,8,463
218,"PRIMARY SCHOOL MOTIPAKAD KABILASAHA ROOM-2",521,403,0,924,258,188,0,446,446,0,116,170,118,22,3,5,1,2,0,0,1,0,3,2,3,446
219,"PRIMARY SCHOOL MOTIPAKAD KABILASAHA ROOM-3",760,656,0,1416,371,350,0,721,1,0,267,260,55,92,4,2,5,6,3,2,7,2,3,4,9,721
220,"PRIMARY SCHOOL MOTIPAKAD SHRIKANT",552,453,0,1005,311,257,0,568,103,0,32,241,243,43,1,1,1,1,1,0,0,0,2,0,2,568
221,"PRIMARY SCHOOL BALUA RAMPUR SHRIPAL",508,412,0,920,226,243,0,469,442,0,58,275,59,69,0,1,2,0,0,0,3,0,0,0,2,469
222,"PRIMARY SCHOOL DEVKALI",668,581,0,1249,339,241,0,580,224,0,110,250,61,149,1,2,0,0,0,0,0,1,2,1,3,580
223,"PRIMARY SCHOOL BELWA",442,401,0,843,239,249,0,488,486,0,18,293,74,82,3,1,2,0,0,0,1,1,5,3,5,488
224,"PRIMARY SCHOOL CHATURCHAK",496,450,0,946,232,269,0,501,500,0,118,169,109,76,16,2,1,0,1,0,1,1,1,1,5,501
225,"PRIMARY SCHOOL MATHIYA",497,408,0,905,223,255,0,478,470,0,34,277,70,79,2,3,0,0,1,0,4,2,1,3,2,478
226,"PRIMARY SCHOOL MUNDERA",884,709,0,1593,442,459,0,901,23,0,118,485,109,161,6,2,5,2,0,2,0,2,5,1,3,901
227,"PRIMARY SCHOOL KARMAHI",543,441,0,984,319,344,0,663,60,0,196,220,196,37,2,1,1,0,0,0,0,0,1,3,6,663
228,"PRIMARY SCHOOL RAMPUR BUJURG ROOM-1",598,457,0,1055,335,292,0,627,627,0,219,180,27,168,5,4,9,1,0,2,2,1,5,0,4,627
229,"PRIMARY SCHOOL RAMPUR BUJURG ROOM-2",876,729,0,1605,440,470,0,910,907,0,184,468,53,164,4,3,1,1,4,4,2,2,2,5,13,910
230,"PRIMARY SCHOOL PATNA MISHRAULI ROOM-1",586,438,0,1024,347,286,0,633,633,0,125,256,54,119,41,4,3,0,2,2,7,6,2,4,8,633
231,"PRIMARY SCHOOL PATNA MISHRAULI ROOM-2",544,449,0,993,273,274,0,547,2,0,156,294,37,22,12,4,0,0,1,0,2,1,1,9,8,547
232,"PRIMARY SCHOOL PATNI ROOM-1",473,358,0,831,249,231,0,480,480,0,97,227,82,68,1,0,0,0,0,0,0,0,2,1,2,480
233,"PRIMARY SCHOOL PATNI ROOM-2",561,434,0,995,297,246,0,543,500,0,145,287,84,8,1,1,1,0,0,2,2,3,4,2,3,543
234,"JUNIOR HIGH SCHOOL KARMAHA",253,214,0,467,126,135,0,261,261,0,31,127,63,33,2,0,1,0,0,0,0,1,3,0,0,261
235,"PRIMARY SCHOOL MAHUI ROOM-1",265,212,0,477,91,94,0,185,174,0,20,30,60,64,0,0,0,2,0,1,1,1,3,1,2,185
236,"PRIMARY SCHOOL MAHUI ROOM-2",819,649,0,1468,352,305,0,657,580,0,69,270,225,66,5,2,5,2,0,0,1,0,5,3,4,657
237,"PRIMARY SCHOOL ARJUN DUMARI",626,493,0,1119,343,300,0,643,643,0,74,176,378,6,1,0,0,0,2,0,1,0,3,1,1,643
238,"PRIMARY SCHOOL RAMPUR MISHRI ROOM-1",503,443,0,946,247,263,0,510,10,0,97,224,65,106,0,0,1,0,0,1,3,2,4,1,6,510
239,"PRIMARY SCHOOL RAMPUR MISHRI ROOM-2",459,438,0,897,209,201,0,410,209,0,146,140,56,60,0,1,1,0,0,0,0,1,1,1,3,410
240,"PRIMARY SCHOOL AHIRAULI ROOM-1",615,460,0,1075,317,251,0,568,410,0,112,375,58,7,2,0,0,1,5,2,1,0,1,0,4,568
241,"PRIMARY SCHOOL AHIRAULI ROOM-2",548,449,0,997,300,194,0,494,40,0,112,264,66,35,0,2,1,0,2,1,3,0,3,2,3,494
242,"PRIMARY SCHOOL DHARMAULI",605,550,0,1155,315,329,0,644,644,0,105,283,122,120,0,2,4,0,1,0,0,0,2,2,3,644
243,"PRIMARY SCHOOL MAHUAVA MASJIDIYA ROOM-1",454,408,0,862,207,195,0,402,2,0,150,169,33,30,4,4,1,1,1,2,1,2,1,1,2,402
244,"PRIMARY SCHOOL MAHUAVA MASJIDIYA ROOM-2",508,417,0,925,219,252,0,471,14,0,179,216,30,31,4,1,2,1,3,1,1,1,0,0,1,471
245,"PRIMARY SCHOOL PIPARA KAPOOR ROOM-1",600,455,0,1055,322,300,0,622,622,0,222,184,179,25,2,0,0,0,1,2,1,0,2,3,1,622
246,"PRIMARY SCHOOL PIPARA KAPOOR ROOM-2",693,513,0,1206,379,317,0,696,6,0,167,156,211,139,7,0,2,2,2,0,0,2,2,2,4,696
247,"S.S.S.BAGHNATH HARITOLA ROOM-1",762,638,1,1401,343,308,0,651,504,0,155,384,98,0,4,4,2,1,1,0,0,0,0,0,2,651
248,"S.S.S.BAGHNATH HARITOLA ROOM-2",625,533,0,1158,383,287,0,670,500,0,95,500,68,1,0,1,0,0,2,0,1,1,0,1,0,670
249,"PRIMARY SCHOOL HATA ROOM-1",917,763,0,1680,542,456,0,998,501,0,382,468,108,20,3,1,0,0,1,1,2,1,1,0,10,998
250,"PRIMARY SCHOOL HATA ROOM-2",734,625,0,1359,389,367,0,756,106,0,302,336,91,9,2,4,0,5,0,0,0,0,3,0,4,756
251,"PRIMARY SCHOOL HATA ROOM-3",796,581,0,1377,395,290,0,685,90,0,133,446,46,15,6,4,2,4,3,5,3,5,4,4,5,685
252,"PRIMARY SCHOOL HATA ROOM-4",732,598,0,1330,405,350,0,755,100,0,239,348,52,92,5,1,1,3,5,1,2,0,1,0,5,755
253,"PRIMARY SCHOOL HATA ROOM-5",527,479,0,1006,273,369,0,642,637,0,143,409,53,13,4,6,0,2,2,0,0,2,2,2,4,642
254,"JUNIOR HIGH SCHOOL HATA ROOM-1",576,511,0,1087,339,301,0,640,139,0,146,287,50,145,3,2,1,0,0,0,2,0,0,2,2,640
255,"JUNIOR HIGH SCHOOL HATA ROOM-2",628,513,0,1141,320,304,0,624,480,0,290,236,62,20,8,2,0,3,0,1,0,0,1,0,1,624
256,"JUNIOR HIGH SCHOOL HATA ROOM-3",186,174,0,360,98,106,0,204,104,0,133,52,16,0,0,1,0,0,0,0,0,0,0,1,1,204
257,"PRIMARY SCHOOL PAIKAULI",646,559,0,1205,439,352,0,791,60,0,156,529,57,10,11,5,1,1,1,0,3,8,3,3,3,791
258,"PRIMARY SCHOOL PAGARA ROOM-1",758,601,0,1359,425,411,0,836,836,0,195,305,305,10,1,3,0,0,2,0,2,0,2,3,8,836
259,"PRIMARY SCHOOL PAGRA ROOM-2",611,458,0,1069,294,297,0,591,80,0,145,111,45,271,2,2,4,2,1,1,0,0,2,2,3,591
260,"PRIMARY SCHOOL PAGRA ROOM-3",607,527,1,1135,298,385,0,683,3,0,243,240,147,41,1,1,2,0,0,0,0,2,1,1,4,683
261,"PRIMARY SCHOOL BARWA KHURD",644,542,0,1186,474,260,0,734,4,0,211,440,33,28,4,2,6,1,1,0,0,1,3,1,3,734
262,"PRIMARY SCHOOL DEORIA ROOM-1",395,295,0,690,212,186,0,398,398,0,40,189,17,137,3,3,1,1,1,0,0,0,3,1,2,398
263,"PRIMARY SCHOOL DEORIA ROOM-2",498,390,0,888,257,238,0,495,21,0,164,235,51,17,0,1,0,1,1,3,2,2,6,4,8,495
264,"PRIMARY SCHOOL DEORIA ROOM-3",514,383,0,897,258,241,0,499,62,0,88,265,68,62,1,1,1,1,1,0,1,1,6,3,0,499
265,"PRIMARY SCHOOL GOPALPUR BIRAICHA",383,315,0,698,267,216,0,483,482,0,36,233,103,87,1,1,0,0,0,1,1,6,4,5,5,483
266,"PRIMARY SCHOOL RADHIYA DEORIA ROOM-1",566,459,0,1025,352,300,0,652,652,0,207,272,76,74,1,11,0,2,0,1,0,3,3,0,2,652
267,"PRIMARY SCHOOL RADHIYA DEORIA ROOM-2",451,392,0,843,233,219,0,452,20,0,131,182,59,53,1,10,0,3,0,1,1,4,2,1,4,452
268,"PRIMARY SCHOOL MUJAHANA RAHIM",769,612,1,1382,423,332,0,755,68,0,298,302,13,97,3,23,1,0,1,4,2,2,2,3,4,755
269,"PRIMARY SCHOOL LAXMIPUR ROOM-1",574,478,0,1052,343,294,0,637,15,0,86,356,116,42,4,8,2,1,0,1,3,4,4,6,4,637
270,"PRIMARY SCHOOL LAXMIPUR ROOM-2",486,459,0,945,258,264,0,522,515,0,57,240,101,98,3,3,7,1,1,2,3,2,2,0,2,522
271,"PRIMARY SCHOOL SINGHPUR ROOM-1",619,511,0,1130,309,307,0,616,13,0,165,315,90,27,1,1,2,0,2,2,3,0,3,2,3,616
272,"PRIMARY SCHOOL SINGHPUR ROOM-2",572,501,0,1073,302,297,0,599,9,0,116,303,65,87,2,7,6,4,1,0,1,1,1,2,3,599
273,"PRIMARY SCHOOL NARAYANPUR",659,622,0,1281,343,375,0,718,281,0,213,317,88,62,4,4,1,0,0,1,0,5,5,5,13,718
274,"PRIMARY SCHOOL PIPARA SHITAL URF BAKRABAD",472,405,0,877,240,261,0,501,104,0,193,162,31,74,4,8,0,2,3,1,1,4,5,4,9,501
275,"PRIMARY SCHOOL JHHANGA ROOM-1",656,557,0,1213,387,326,0,713,413,0,202,383,55,55,1,3,2,0,0,1,1,6,3,0,1,713
276,"PRIMARY SCHOOL JHANGA ROOM-2",748,581,0,1329,360,309,0,669,43,0,225,295,107,5,4,1,3,2,0,2,3,6,7,4,5,669
277,"PRIMARY SCHOOL BAHUDDESHIY BHAWAN JHANJHANPUR",426,348,0,774,186,231,0,417,257,0,221,133,15,40,4,2,0,1,1,0,0,0,0,0,0,417
278,"PRIMARY SCHOOL MANGALPUR URF MANGRUVA ROOM-1",556,417,0,973,280,262,0,542,542,0,179,234,25,93,1,3,3,0,0,1,0,2,0,0,1,542
279,"PRIMARY SCHOOL MANGALPUR URF MANGRUVA ROOM-2",604,484,0,1088,260,258,0,518,8,0,181,223,29,66,3,2,3,1,1,1,0,1,2,4,1,518
280,"PRIMARY SCHOOL BELWA SUDAMA ROOM-1",554,490,0,1044,309,237,0,546,6,0,331,125,51,7,2,9,0,1,2,0,2,1,6,4,5,546
281,"PRIMARY SCHOOL BELWA SUDAMA ROOM-2",411,339,0,750,183,215,0,398,300,0,50,220,49,70,1,3,0,0,0,1,1,0,1,2,0,398
282,"PRIMARY SCHOOL DHARAMPUR",401,313,0,714,225,201,0,426,25,0,66,98,76,167,1,2,2,1,0,1,2,4,4,2,0,426
283,"PRIMARY SCHOOL PHARD MUDERA ROOM-1",461,358,0,819,226,223,0,449,314,0,130,70,227,10,1,1,0,1,1,0,1,1,2,0,4,449
284,"PRIMARY SCHOOL PHARD MUDERA ROOM-2",440,407,0,847,223,230,0,453,10,0,143,127,165,8,2,0,1,1,0,0,0,2,2,1,1,453
285,"JUNIOR HIGH SCHOOL HARPUR BARVA",915,724,0,1639,428,439,0,867,656,0,598,137,74,36,3,1,1,1,1,0,3,2,3,4,3,867
286,"PRIMARY SCHOOL GONAHA",528,456,0,984,274,295,0,569,509,0,229,143,124,44,1,1,1,1,0,2,2,1,4,4,12,569
287,"PRIMARY SCHOOL AJIJNAGAR",855,735,0,1590,494,487,0,981,63,0,533,136,151,111,0,3,4,5,0,3,4,1,7,6,17,981
288,"PRIMARY SCHOOL SATBHARIYA ROOM-1",518,445,0,963,291,285,0,576,5,0,265,198,65,37,0,1,0,1,0,3,0,2,2,0,2,576
289,"PRIMARY SCHOOL SATBHARIYA ROOM-2",617,499,0,1116,328,318,0,646,308,0,244,182,82,113,1,2,2,2,1,0,3,3,3,1,7,646
290,"PRIMARY SCHOOL GAUNARIYA ROOM-1",755,611,0,1366,383,412,0,795,792,0,200,173,243,133,3,3,2,3,0,0,3,5,3,5,19,795
291,"PRIMARY SCHOOL GAUNARIYA ROOM-2",486,387,0,873,254,251,0,505,12,0,210,166,105,9,2,3,0,0,0,1,0,2,1,0,6,505
292,"PRIMARY SCHOOL ATHARAHA ROOM-1",681,531,0,1212,337,327,0,664,413,0,324,105,65,136,1,4,1,0,2,0,2,5,3,7,9,664
293,"PRIMARY SCHOOL ATHARAHA ROOM-2",752,542,0,1294,337,283,0,620,615,0,219,162,58,146,1,0,2,2,1,3,1,6,2,7,10,620
294,"PRIMARY SCHOOL SIKATIYA ROOM-1",718,534,0,1252,344,306,0,650,8,0,376,87,116,38,1,1,0,2,1,2,1,6,4,2,13,650
295,"PRIMARY SCHOOL SIKATIYA ROOM-2",476,369,0,845,187,218,0,405,50,0,245,77,31,29,0,0,0,7,0,0,0,1,1,1,13,405
296,"PRIMARY SCHOOL SIKATIYA ROOM-3",828,677,0,1505,485,419,0,904,903,0,558,157,105,48,3,4,6,1,0,2,0,2,1,4,13,904
297,"PRIMARY SCHOOL DUBAULI",700,577,0,1277,398,342,0,740,40,0,251,122,165,166,4,0,1,1,1,2,2,4,6,3,12,740
298,"P.BHAWAN M.J.SIKATIYA",725,617,0,1342,363,350,0,713,3,0,265,284,67,58,4,6,3,1,2,4,3,5,3,2,6,713
299,"PRIMARY SCHOOL LANGADI ROOM-1",640,482,0,1122,280,240,0,520,100,0,131,261,79,19,2,10,1,1,4,2,2,1,3,1,3,520
300,"PRIMARY SCHOOL LANGADI ROOM-2",689,533,0,1222,277,272,0,549,149,0,68,247,121,75,4,7,3,0,2,1,0,2,10,2,7,549
301,"PRIMARY SCHOOL DEVRAJPUR",360,273,0,633,178,161,0,339,324,0,37,83,171,32,2,2,0,0,0,0,2,5,3,0,2,339
302,"PRIMARY SCHOOL BADAHARA ROOM-1",757,584,1,1342,316,343,0,659,596,0,174,225,139,103,3,4,5,2,1,0,1,0,0,2,0,659
303,"PRIMARY SCHOOL BADAHARA ROOM-2",503,390,0,893,209,231,0,440,440,0,186,124,69,36,0,3,2,1,1,2,2,0,1,3,10,440
304,"PRIMARY SCHOOL NANHU MUNDERA",496,429,0,925,306,285,0,591,1,0,184,159,130,100,2,0,1,1,0,1,1,2,0,2,8,591
305,"JUNIOR HIGH SCHOOL PARSAUNI ROOM-1",663,530,0,1193,370,330,0,700,700,0,139,412,22,56,8,4,0,3,1,2,7,4,9,13,20,700
306,"JUNIOR HIGH SCHOOL PARSAUNI ROOM-2",687,566,0,1253,369,344,0,713,35,0,212,280,38,98,3,1,7,3,9,4,4,12,12,13,17,713
307,"PANCHAYAT BHAWAN BHISWA",753,628,0,1381,394,411,0,805,5,0,198,293,74,196,4,6,1,1,1,1,1,5,4,6,14,805
308,"PRIMARY SCHOOL TIKARI",661,588,0,1249,269,290,0,559,9,0,116,248,137,32,3,2,0,3,0,0,2,0,5,6,5,559
309,"HARIJAN PRIMARY SCHOOL RAMPUR PAUTAWA",760,633,0,1393,367,363,0,730,2,0,175,202,39,288,7,3,2,0,2,0,1,4,3,1,3,730
310,"PRIMARY SCHOOL POKHARBHINDA ROOM-1",585,463,0,1048,291,270,0,561,561,0,158,281,40,47,2,1,1,15,3,2,1,2,2,3,3,561
311,"PRIMARY SCHOOL POKHARBHINDA ROOM-2",622,499,0,1121,284,305,0,589,9,0,264,134,22,58,2,2,4,77,3,2,2,3,0,7,9,589
312,"PRIMARY SCHOOL BARWACHHATTARDAS ROOM-1",456,361,0,817,227,235,0,462,2,0,85,340,22,1,5,0,2,2,2,0,0,0,1,0,2,462
313,"PRIMARY SCHOOL BARWACHHATTARDAS ROOM-2",462,384,0,846,207,230,0,437,437,0,183,188,38,11,0,1,0,3,0,0,0,10,2,0,1,437
314,"PRIMARY SCHOOL GAUNAR ROOM-1",504,380,0,884,296,255,0,551,500,0,128,386,20,5,1,4,0,0,1,0,0,1,4,1,0,551
315,"PRIMARY SCHOOL GAUNAR ROOM-2",499,370,0,869,226,204,0,430,40,0,26,137,12,236,2,1,1,0,0,1,0,2,3,3,6,430
316,"PRIMARY SCHOOL GAUNAR ROOM-3",417,293,0,710,221,185,0,406,380,0,28,325,31,3,1,0,1,1,1,1,1,0,2,8,3,406
317,"PRIMARY SCHOOL MAHADEV CHHAPARA",586,497,0,1083,345,303,0,648,408,0,246,271,70,29,4,2,2,2,2,0,0,0,5,2,13,648
318,"NEW PRIMARY SCHOOL SAKRAULI ROOM-1",626,521,0,1147,329,253,0,582,2,0,108,226,64,155,2,2,3,0,1,0,1,2,5,5,8,582
319,"NEW PRIMARY SCHOOL SAKRAULA ROOM-2",526,432,0,958,262,238,0,500,477,0,96,325,62,14,0,0,0,1,0,0,0,0,1,1,0,500
320,"NEW PRIMARY SCHOOL SAKRAULI ROOM-3",601,508,0,1109,241,277,0,518,211,0,98,260,110,30,3,3,0,0,0,1,1,1,1,6,4,518
321,"PRIMARY SCHOOL PIPARA ROOM-1",451,373,0,824,220,226,0,446,2,0,93,212,53,72,0,0,1,0,1,1,1,1,5,1,5,446
322,"PRIMARY SCHOOL PIPARA ROOM-2",451,384,0,835,212,217,0,429,229,0,146,182,55,25,0,4,0,1,0,1,3,3,4,2,3,429
323,"PRIMARY SCHOOL PIPARA ROOM-3",765,659,0,1424,418,409,0,827,41,0,208,335,162,61,5,1,2,6,2,4,9,3,10,9,10,827
324,"PRIMARY SCHOOL CHHITAUNI",335,283,0,618,191,191,0,382,378,0,30,197,104,46,2,1,0,0,0,0,0,0,1,1,0,382
325,"PRIMARY SCHOOL KHAJHAWA ROOM-1",604,541,0,1145,231,248,0,479,168,0,87,161,81,133,4,0,0,0,0,0,1,0,3,2,7,479
326,"PRIMARY SCHOOL KHAJHWA ROOM-2",250,229,0,479,102,108,0,210,10,0,87,97,2,19,0,0,1,0,0,1,0,0,0,0,3,210
327,"PRIMARY SCHOOL SINGHANA",524,425,0,949,262,286,0,548,180,0,206,147,88,92,2,0,0,0,0,2,1,1,4,1,4,548
328,"PRIMARY SCHOOL SAHBAJPUR ROOM-1",717,586,0,1303,413,361,0,774,36,0,128,401,43,151,4,4,3,0,1,2,1,2,7,9,18,774
329,"PRIMARY SCHOOL SAHBAJPUR ROOM-2",440,405,0,845,234,196,0,430,40,0,70,284,54,11,0,3,2,0,0,0,0,0,2,0,4,430
330,"PRIMARY SCHOOL CHAKNARAYAN",308,290,0,598,177,193,0,370,370,0,99,153,9,91,3,1,1,1,0,1,1,0,3,3,4,370
331,"PRIMARY SCHOOL CHHAPARABHAGAT",523,431,0,954,281,293,0,574,4,0,50,351,127,11,1,0,1,3,0,1,1,8,8,7,5,574
332,"PRIMARY SCHOOL LAXMIPUR",256,231,0,487,144,148,0,292,284,0,4,26,13,237,2,2,0,0,1,1,0,0,0,0,6,292
333,"HARIJAN PRIMARY SCHOOL PAKADI",614,512,0,1126,315,344,0,659,9,0,100,277,163,91,1,1,4,1,0,1,2,4,10,2,2,659
334,"PRIMARY SCHOOL BATRAULI",404,335,0,739,205,214,0,419,1,0,76,201,16,107,2,7,1,1,0,1,0,3,0,1,3,419
