"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR.BHOLA PANDEY","2 - RAVINDRA KUSHAWAHA","3 - RAVI SHANKER SINGH","4 - HARIBANSH SAHAI KUSHWAHA","5 - ONKAR SINGH","6 - OM PRAKASH RAJBHAR","7 - CHANDRA PRATAP SINGH","8 - FIROZ AKHTAR","9 - SHRIRAM CHAUDHARY","10 - DR SANJAY KR. SINGH","11 - RAM KRIPAL","12 - SIYARAM DAS","13 - SUSHANT RAJ PATHAK","14 - None of the Above","Total Votes Secured"
188,"INTER COLLEGE BANSDIH,MIDDLE",582,502,0,1084,340,268,0,608,575,0,22,274,187,41,3,65,5,2,1,0,0,1,3,4,608
189,"INTER COLLEGE BANSDIH,MIDDLE",433,373,0,806,188,162,0,350,341,0,7,126,24,156,2,22,3,0,0,0,4,1,1,4,350
190,"INTER COLLEGE BANSDIH,MIDDLE",395,329,0,724,195,152,0,347,342,0,12,150,54,109,0,13,3,0,0,1,1,0,1,3,347
191,"INTER COLLEGE BANSDIH,MIDDLE",479,422,1,902,224,206,1,431,406,0,26,322,22,30,2,1,4,1,3,2,4,0,3,11,431
192,"INTER COLLEGE BANSDIH,MIDDLE",551,502,0,1053,272,213,0,485,485,0,48,323,18,80,1,8,6,0,0,0,1,0,0,0,485
193,"INTER COLLEGE BANSDIH,MIDDLE",817,625,0,1442,405,274,0,679,679,0,40,462,56,68,1,36,8,1,0,2,3,0,1,1,679
194,"INTER COLLEGE BANSDIH,SOUTH",757,588,0,1345,362,255,0,617,580,0,40,478,25,58,4,3,2,2,0,1,0,1,2,1,617
195,P.P.SHAHPUR,667,549,0,1216,394,316,0,710,710,0,34,283,49,173,5,138,12,6,0,1,2,2,2,3,710
196,"P.P.PINDAHARA, NORTH",769,589,0,1358,420,273,0,693,690,0,26,312,38,201,3,104,5,0,1,0,2,0,0,1,693
197,"P.P.PINDAHARA, SOUTH",276,219,0,495,121,75,0,196,190,0,12,81,15,69,2,16,0,0,0,0,1,0,0,0,196
198,"P.P.MAIRITAR,EAST",742,572,0,1314,356,305,0,661,661,0,16,209,60,29,2,317,3,0,4,2,8,3,8,0,661
199,"P.P.MAIRITAR,MIDDLE",764,591,0,1355,359,302,0,661,540,0,40,389,49,46,3,109,2,1,0,1,4,3,3,11,661
200,"P.P.MAIRITAR,WEST",766,608,0,1374,319,246,0,565,565,0,45,406,44,48,0,11,1,1,0,1,0,2,2,4,565
201,JR.H.S.MAIRITAR,599,482,0,1081,300,233,0,533,533,0,13,195,138,65,4,89,5,0,0,0,9,4,2,9,533
202,"PANCHAYAT BHAWAN MAIRITAR",710,533,0,1243,435,240,0,675,675,0,22,148,243,62,5,151,8,1,3,2,23,3,0,4,675
203,"P.P.SHIVRAMPUR,EAST",509,388,0,897,294,213,0,507,479,0,17,292,58,107,0,12,0,4,1,2,4,0,4,6,507
204,"P.P.SHIVRAMPUR,WEST",822,626,0,1448,392,330,0,722,722,0,24,231,77,97,4,258,4,3,1,3,8,3,1,8,722
205,"KANYA U.M.V.SUJAULI",267,229,0,496,130,112,0,242,242,0,20,154,21,17,2,18,1,1,1,1,2,0,2,2,242
206,"P.P.RAJPUR,EAST",561,484,0,1045,255,293,0,548,548,0,43,317,46,74,7,20,4,1,0,4,12,2,4,14,548
207,"P.P.RAJPUR,MIDDLE",731,598,0,1329,338,345,0,683,630,0,54,429,95,65,3,24,5,2,0,1,2,1,1,1,683
208,"P.P.RAJPUR,WEST",709,605,0,1314,321,281,0,602,602,0,52,352,49,55,9,44,4,0,1,3,13,5,6,9,602
209,"RAMJHALAK CHAUBEY JR.H.S.TANDAWA",525,445,0,970,281,256,0,537,517,0,19,265,56,153,7,26,1,1,3,0,1,1,1,3,537
210,"P.P.BARASARI EAST",576,459,0,1035,335,206,0,541,541,0,9,306,30,64,3,112,0,1,0,3,5,2,1,5,541
211,"P.P.BADASARI,WEST",555,473,0,1028,295,245,0,540,537,0,6,201,156,66,5,84,3,1,0,2,3,3,2,8,540
212,"P.P.SAHODIH,EAST",272,231,0,503,139,149,0,288,288,0,2,149,22,94,1,9,2,0,0,0,1,1,1,6,288
213,"P.P.SAHODIH,MIDDLE",643,560,0,1203,356,337,0,693,673,0,19,329,89,106,21,101,4,3,2,3,8,4,1,3,693
214,"P.P.SAHODIH,WEST",684,604,0,1288,380,354,0,734,700,0,13,385,114,162,10,20,1,1,4,3,3,0,6,12,734
215,P.P.SHAHPUR,627,565,0,1192,411,325,0,736,736,0,7,194,108,409,5,2,4,0,0,0,3,1,1,2,736
216,"P.P.ASACHAURA,EAST",494,382,0,876,245,225,0,470,470,0,10,211,66,46,4,95,4,3,5,3,3,4,2,14,470
217,"P.P.ASACHAURA,WEST",640,488,0,1128,296,211,0,507,507,0,22,370,24,40,3,19,15,1,0,5,0,2,1,5,507
218,"P.P.BAKWA,EAST",770,614,0,1384,411,285,0,696,483,0,27,474,87,60,2,26,3,0,1,1,4,2,3,6,696
219,"P.P. BANKWA WEST",732,646,0,1378,354,285,0,639,598,0,22,391,85,37,11,61,12,2,1,3,2,0,2,10,639
220,"P.P.DARAON,EAST",265,214,0,479,112,94,0,206,206,0,15,132,16,28,1,3,0,2,0,1,2,0,5,1,206
221,"P.P.DARAON,EAST",568,468,0,1036,287,264,0,551,551,0,9,203,34,217,4,62,1,1,0,2,4,3,3,8,551
222,"P.P.JITAURA,WEST",518,434,0,952,283,259,0,542,500,0,16,209,16,251,7,2,2,0,1,1,1,1,31,4,542
223,"P.P.SERIA,NEW BUILDING NORTH",781,594,0,1375,386,315,0,701,696,0,45,470,92,71,3,1,0,3,1,1,0,2,5,7,701
224,"P.P.SERIA,NO.2 NEW BUILDING -PANCHAYAT BHAWAN",680,554,0,1234,310,260,0,570,570,0,16,340,134,55,2,1,2,0,2,3,2,2,4,7,570
225,"P.P.SERIA,NO.2 NEW BUILDING -PANCHAYAT BHAWAN,NORTH",576,493,0,1069,243,230,0,473,473,0,3,267,48,126,3,7,2,0,2,0,2,2,6,5,473
226,P.P.CHAUKANI,406,309,0,715,216,181,0,397,397,0,8,201,132,10,1,27,4,1,1,0,2,2,1,7,397
227,"JR.H.S.INDAUR,WEST",659,509,0,1168,360,262,0,622,622,0,18,482,41,73,0,0,2,0,0,1,1,0,1,3,622
228,"KANYA JR.H.S.CHHITAUNI GRAM DHODHAWALI",337,239,0,576,135,132,0,267,267,0,3,168,90,3,1,0,0,0,0,0,1,0,1,0,267
229,"CHHITESWAR NATH I.C.CHHITAUNI",600,430,0,1030,284,196,0,480,480,0,69,191,69,125,7,1,3,1,1,0,1,5,3,4,480
230,P.P.BABHANAULI,614,469,0,1083,283,197,0,480,480,0,20,222,151,22,2,53,1,0,2,3,3,0,1,0,480
231,P.P.JAIDOPUR,474,442,0,916,253,197,0,450,438,0,17,233,68,116,3,4,1,2,0,0,0,2,1,3,450
232,"P.P.TIWARI,EAST",554,419,0,973,282,169,0,451,451,0,20,160,120,97,4,38,3,2,0,0,2,0,1,4,451
233,"P.P.TIWARI,WEST",326,272,0,598,207,141,0,348,348,0,8,74,76,61,8,103,2,1,3,0,5,3,1,3,348
234,P.P.SARANK,735,536,0,1271,292,227,0,519,500,0,23,233,169,58,0,11,1,4,1,0,5,5,3,6,519
235,"P.P.KUSAURA,NEW BUILDING,WEST",536,434,0,970,198,222,0,420,420,0,10,259,32,108,1,2,2,0,0,0,2,0,3,1,420
236,"P.P.KUSAURA,NEW BUILDING,EAST",564,485,0,1049,246,288,0,534,534,0,15,231,175,52,3,47,2,1,1,0,4,0,0,3,534
237,"P.P.SUHAWAL EAST",524,484,0,1008,283,250,0,533,533,0,17,310,156,31,4,1,3,0,0,0,0,1,3,7,533
238,P.P.RAMPUR,247,227,0,474,160,145,0,305,305,0,5,182,64,47,0,1,1,1,2,0,0,0,1,1,305
239,P.P.PURA,423,383,0,806,272,195,0,467,467,0,15,305,46,92,2,1,0,1,0,1,0,1,1,2,467
240,P.P.PITHAICH,453,371,0,824,300,238,0,538,538,0,13,144,114,170,3,88,0,1,0,0,0,0,1,4,538
241,"P.P.SURHIA,EAST",610,495,0,1105,323,239,0,562,562,0,11,388,138,17,3,2,1,0,1,0,1,0,0,0,562
242,"P.P.SURHIA,WEST",417,386,0,803,242,184,0,426,426,0,3,231,112,14,2,56,2,2,1,0,0,2,1,0,426
243,"U.P.V.SURHIA, GRAM DHARWAR",750,608,0,1358,432,308,0,740,740,0,7,376,130,71,9,135,3,0,1,4,0,1,3,0,740
244,"P.P.KEWARA,EAST",466,420,0,886,232,181,0,413,413,0,35,192,38,80,3,39,2,1,2,3,2,2,2,12,413
245,"P.P.KEWARA,MIDDLE",449,359,0,808,214,170,0,384,384,0,15,214,56,79,1,10,1,0,0,1,1,0,0,6,384
246,"P.P.KEWARA,WEST",843,711,0,1554,449,397,0,846,794,0,34,324,279,51,5,116,4,3,4,2,6,2,5,11,846
247,"KANYA P.P.KEWARA,WEST",693,575,0,1268,304,325,0,629,230,0,28,333,19,42,4,188,3,2,0,1,4,0,1,4,629
248,P.P.DUHIJAN,470,380,0,850,286,244,0,530,530,0,12,348,15,112,2,24,1,1,1,0,4,0,5,5,530
249,P.P.AKOLHI,508,426,0,934,351,264,0,615,615,0,6,64,10,33,5,457,8,2,1,4,10,3,5,7,615
250,"P.P.HUSENABAD,NORTH",657,504,0,1161,331,236,0,567,567,0,26,445,14,63,2,3,1,0,1,1,1,4,3,3,567
251,"P.P.HUSENABAD,EAST",604,468,0,1072,262,180,0,442,442,0,6,304,87,30,0,4,0,2,1,0,1,0,0,7,442
252,"U.M.V.HUSENABAD,EAST",693,620,0,1313,364,304,0,668,668,0,13,220,97,262,2,51,3,1,3,1,5,2,0,8,668
253,"U.M.V.HUSENABAD,WEST",873,742,0,1615,378,345,0,723,723,0,11,220,59,314,10,69,2,4,2,2,5,4,5,16,723
254,"P.P.KHARAUNI,EAST",544,443,0,987,247,221,0,468,287,0,8,237,48,116,5,34,4,0,3,1,3,0,3,6,468
255,"P.P.KHARAUNI,MIDDLE",560,447,0,1007,294,241,0,535,535,0,17,200,32,166,8,90,5,3,0,2,2,3,4,3,535
256,"P.P.KHARAUNI,WEST",745,613,0,1358,369,248,0,617,617,0,16,387,68,119,2,5,2,3,0,3,3,3,3,3,617
257,"P.P.KHARAUNI,MIDDLE",360,309,0,669,149,115,0,264,250,0,3,56,13,161,3,2,1,0,0,4,1,5,5,10,264
258,"JR.H.S.KHARAUNI,WEST",698,587,0,1285,382,303,0,685,685,0,24,389,88,163,2,12,1,0,0,0,0,3,1,2,685
259,"JR.H.S.KHARAUNI,EAST",865,652,0,1517,436,334,0,770,770,0,32,343,167,212,2,4,1,0,1,1,1,0,2,4,770
260,"P.P.POKHAREDA GRAM-RAMPURKALA",632,492,0,1124,320,304,0,624,619,0,23,343,33,186,4,18,0,3,2,0,4,1,3,4,624
261,"P.P.KIRTUPUR,NEW BUILDING,NORTH",562,475,1,1038,252,246,0,498,498,0,5,295,9,155,4,11,3,2,0,1,1,3,6,3,498
262,"P.P.KIRTUPUR,NEWBUILDING,SOUTH",571,451,0,1022,295,255,0,550,550,0,15,209,79,202,1,26,0,0,4,1,5,4,3,1,550
263,"P.P.RAGHUWAR NAGAR",881,663,0,1544,372,338,0,710,665,0,20,274,88,220,7,77,3,2,1,1,3,3,4,7,710
264,"P.P.KHEWSAR,NORTH",420,316,0,736,172,128,0,300,300,0,13,151,64,44,0,18,0,1,2,0,1,1,0,5,300
265,"P.P.KHEWSAR,MIDDLE",375,352,0,727,169,194,0,363,363,0,4,80,89,56,2,111,6,1,2,2,5,0,1,4,363
266,"P.P.KHEWSAR,SOUTH",637,516,0,1153,240,326,0,566,566,0,15,174,66,251,5,37,2,0,1,1,4,2,2,6,566
267,P.P.KEDARPUR,354,314,0,668,167,198,0,365,344,0,14,103,130,110,2,1,2,0,0,1,0,1,0,1,365
268,"P.P.RAMPUR NUMBARI NORTH",360,307,0,667,243,162,0,405,402,0,15,160,33,189,2,2,1,0,0,0,0,1,0,2,405
269,P.P.REGAHA,761,675,0,1436,426,354,0,780,600,0,9,124,157,417,4,59,2,1,0,2,0,1,1,3,780
270,"JR.H.S.CHANDPUR STHITH CHITWISAON KHURD EAST",367,299,0,666,200,127,0,327,300,0,0,98,139,82,0,1,1,0,1,0,0,0,2,3,327
271,"JR.H.S.CHANDPUR STHITH CHITWISAON KHURD,WEST",662,562,0,1224,302,266,0,568,565,0,17,344,64,129,7,0,1,1,0,0,0,2,3,0,568
272,"RAM BALAK BABA M.V.,TEM.-CHAKAVILIAM",161,144,0,305,89,62,0,151,131,0,1,40,16,81,4,0,1,1,2,1,1,0,0,3,151
273,"P.P.DIYARA BHAGAR,NORTH",385,273,0,658,208,61,0,269,269,0,3,23,19,222,1,0,0,0,0,0,1,0,0,0,269
274,"P.P.DIYARA BHAGAR,SOUTH",426,369,0,795,286,135,0,421,421,0,2,15,147,250,2,3,0,0,0,1,0,1,0,0,421
275,"JR.H.S.KOLKALA,EAST",504,432,1,937,304,270,0,574,574,0,3,105,172,267,6,1,0,2,0,0,6,1,3,8,574
276,"JR.H.S.KOLKALA,WEST",442,348,0,790,271,198,0,469,469,0,5,155,78,145,2,69,1,1,2,1,3,3,1,3,469
277,"P.P.MAHARAJPUR,EAST",582,487,0,1069,277,213,0,490,490,0,9,187,91,152,3,35,0,0,1,2,3,0,1,6,490
278,"P.P.MAHARAJPUR,MIDDLE",643,482,0,1125,374,225,0,599,599,0,16,108,316,114,7,24,4,1,2,1,4,0,0,2,599
279,"P.P.KAMALPUR STHIT GRAM- MAHARAJPUR",509,450,0,959,247,216,0,463,463,0,14,186,116,82,1,54,0,0,0,0,1,2,2,5,463
280,"P.P.VISHAULI,WEST",747,614,0,1361,352,275,0,627,594,0,8,355,73,123,4,28,12,0,2,0,1,6,7,8,627
281,"P.P.VISHAULI,EAST",510,468,0,978,316,291,0,607,607,0,26,247,181,138,5,1,2,1,1,0,0,1,0,4,607
282,"SRI PARASAR MUNI U.M.V.PARSIA",355,266,0,621,130,111,0,241,231,0,1,96,63,49,2,21,1,0,0,1,1,3,2,1,241
283,P.P.CHHAPIA,396,353,0,749,202,207,0,409,409,0,45,233,47,71,1,0,4,1,0,1,1,0,3,2,409
284,P.P.HASANPURA,339,282,0,621,272,207,0,479,460,0,1,35,14,423,3,1,0,0,1,0,0,0,1,0,479
285,P.P.VEAUR,409,332,0,741,245,212,0,457,457,0,23,290,77,58,2,1,0,1,0,0,2,2,1,0,457
286,"UCHCH P.P.VEUR",559,483,0,1042,321,259,0,580,580,0,15,320,132,88,1,7,3,3,0,2,0,4,1,4,580
287,"P.P.VARIYARPUR,EAST",422,366,0,788,224,205,0,429,415,0,15,249,125,28,1,2,0,2,2,1,2,0,2,0,429
288,"P.P.VARIYARPUR,WEST",512,473,0,985,240,246,0,486,484,0,12,287,111,62,2,8,1,0,1,0,1,1,0,0,486
289,"P.P.BAGHAON,WEST",675,575,0,1250,386,299,0,685,645,0,31,287,191,91,7,40,4,1,1,2,4,3,6,17,685
290,"P.P.BAGHAON,EAST",614,552,0,1166,328,278,0,606,603,0,21,464,70,24,2,7,1,1,0,0,3,3,3,7,606
291,"JR.H.S.SAHATWAR SHTIT GRAM- BALEUR,EAST",641,507,0,1148,362,303,0,665,665,0,17,370,86,62,7,100,6,6,1,1,5,2,0,2,665
292,"JR.H.S.SAHATWAR GRAM BALEUR,MIDDLE",486,411,0,897,248,235,0,483,483,0,16,218,102,68,8,50,4,1,0,3,3,2,1,7,483
293,"JR.H.S.SAHATWAR STHIT GRAM- BALEUR,WEST",440,357,0,797,240,215,0,455,390,0,23,291,48,44,1,29,2,1,0,2,5,3,1,5,455
294,"JR.H.S.SAHATWAR STHIT GRAM- BALEUR,WEST",554,445,0,999,294,229,0,523,485,0,14,203,28,219,10,32,3,0,1,2,4,2,1,4,523
295,P.P.ALAKHDIYARI,104,86,0,190,60,48,0,108,108,0,0,13,19,69,1,0,1,0,1,1,0,0,1,2,108
296,"P.P.RAJAULI NEW BUILDIHG",620,507,0,1127,383,312,0,695,695,0,6,115,131,416,8,10,2,1,0,1,2,1,2,0,695
297,"P.P.RAJAULI,STHIT GRAM- BHARAULI OLD BUILDIHG",359,261,0,620,163,137,0,300,300,0,8,142,73,70,1,2,0,0,1,0,0,0,1,2,300
298,P.P.KHORAULI,623,502,0,1125,333,297,0,630,616,0,11,209,92,279,11,13,2,1,1,1,6,3,0,1,630
299,"SHRI CHAIN RAM BABA I.C.SAHATWAR,EAST",723,538,0,1261,346,250,0,596,596,0,22,281,35,194,3,32,9,2,2,1,2,4,3,6,596
300,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",702,544,0,1246,258,361,0,619,619,0,10,205,25,247,12,94,5,2,4,2,4,2,1,6,619
301,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",717,547,0,1264,340,243,0,583,573,0,1,258,114,162,6,16,3,6,2,3,1,1,1,9,583
302,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",593,453,0,1046,277,197,0,474,474,0,15,187,15,178,1,66,3,0,2,2,3,1,1,0,474
303,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",704,553,0,1257,339,218,0,557,557,0,14,292,16,214,3,3,0,0,1,0,4,1,2,7,557
304,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",569,510,1,1080,302,236,0,538,538,0,12,267,100,146,1,5,1,0,0,0,0,0,0,6,538
305,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",584,461,0,1045,321,210,0,531,500,0,10,290,34,162,6,14,4,0,2,3,2,1,1,2,531
306,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",693,560,0,1253,303,235,0,538,503,0,21,220,47,197,10,25,4,2,0,0,4,0,1,7,538
307,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",452,377,0,829,204,158,0,362,266,0,11,202,23,113,2,1,2,1,0,0,2,1,0,4,362
308,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",551,426,0,977,336,207,0,543,508,0,12,364,14,131,2,1,8,0,1,2,0,0,3,5,543
309,"SHRI CHAIN RAM BABA I.C.SAHATWAR,MIDDLE",604,514,0,1118,315,242,0,557,356,0,17,261,42,197,3,11,1,2,0,0,1,4,6,12,557
310,"SHRI CHAIN RAM BABA I.C.SAHATWAR,WEST",520,455,0,975,249,207,0,456,425,0,13,270,21,114,5,18,3,1,2,1,1,2,1,4,456
311,"P.P.KHANPUR,EAST",273,237,0,510,96,79,0,175,175,0,22,101,24,10,1,9,1,1,0,0,1,0,3,2,175
312,"P.P.KHANPUR,MIDDLE",215,202,0,417,96,71,0,167,157,0,5,37,33,33,4,46,4,0,0,0,3,0,2,0,167
313,"P.P.KHANPUR,WEST",284,266,0,550,121,102,0,223,214,0,30,115,46,18,1,7,1,0,1,0,1,0,0,3,223
314,"KANYA JR.H.S.KHANPUR",478,413,0,891,193,138,0,331,232,0,10,139,15,15,4,128,5,3,2,3,1,2,0,4,331
315,P.P.PANDAULI,283,270,0,553,188,185,0,373,373,0,15,188,141,24,0,0,0,0,0,0,1,1,1,2,373
316,"P.P.HARPUR,EAST",415,386,0,801,218,188,0,406,387,0,4,268,16,111,0,1,0,0,1,2,1,0,0,2,406
317,"P.P.HARPUR,WEST",471,421,0,892,234,232,0,466,466,0,9,185,141,65,2,38,6,2,3,4,3,0,2,6,466
318,"KANYA P.P.HARPUR",537,460,0,997,308,250,0,558,557,0,11,296,50,104,2,82,3,0,0,0,3,0,0,7,558
319,"JR.H.S.DUMARIA,EAST",560,499,0,1059,243,225,0,468,425,0,24,206,109,55,2,57,4,1,1,0,0,0,1,8,468
320,"JR.H.S.DUMARIA,MIDDLE",413,380,0,793,207,176,0,383,383,0,17,223,33,91,0,12,3,3,0,0,0,0,0,1,383
321,"JR.H.S.DUMARIA,WEST",484,394,0,878,254,190,0,444,430,0,26,173,16,186,2,25,5,1,2,1,2,1,1,3,444
322,"P.P.DUMARIA,EAST",535,492,0,1027,300,202,0,502,502,0,9,224,34,159,7,49,4,0,2,1,6,3,2,2,502
323,"P.P.DUMARIA,MIDDLE",283,261,0,544,140,127,0,267,256,0,6,63,66,65,5,52,0,1,1,1,3,1,2,1,267
324,"KANYA P.P.DUMARIA",542,503,0,1045,283,202,0,485,485,0,12,353,15,84,0,14,1,1,1,0,1,1,0,2,485
325,"P.P.BAHUARA,EAST",395,330,0,725,189,147,0,336,336,0,11,151,86,38,4,34,1,1,0,0,1,4,2,3,336
326,"P.P.BAHUARA,WEST",410,371,0,781,201,158,0,359,356,0,14,240,39,7,0,46,5,0,0,1,2,3,0,2,359
327,"P.P.MUDADIH,EAST",527,471,0,998,264,246,0,510,510,0,10,176,66,168,1,76,3,0,2,0,3,0,0,5,510
328,"P.P.MUDADIH,MIDDLE",456,361,0,817,247,150,0,397,397,0,3,188,81,97,1,16,1,0,2,2,2,0,2,2,397
329,"P.P.MUDADIH,WEST",641,523,0,1164,305,202,0,507,410,0,9,314,74,67,5,21,1,0,0,2,3,3,1,7,507
330,"P.P.SINGHAI,EAST",642,519,0,1161,360,301,0,661,641,0,51,313,209,73,5,4,3,1,0,1,0,1,0,0,661
331,"P.P.CHANDPUR NO.2 GRAM- SINGHAI",816,650,0,1466,356,288,0,644,644,0,14,330,201,78,3,3,2,0,2,2,0,3,3,3,644
332,"P.P.CHANDPUR NO.2 GRAM-SINGHAI",625,560,0,1185,310,241,0,551,551,0,24,314,71,83,2,23,2,5,1,1,3,3,3,16,551
333,P.P.DUBEYCHHAP,323,268,0,591,165,127,0,292,292,0,4,133,44,83,1,16,0,0,2,0,1,1,2,5,292
334,"NEW JR.H.S.BINHA,EAST",679,546,0,1225,368,305,0,673,673,0,29,314,192,106,3,15,1,0,1,0,4,2,1,5,673
335,"NEW JR.H.S.BINHA,WEST",258,242,0,500,147,123,0,270,260,0,6,144,35,80,1,0,0,0,0,1,1,0,0,2,270
336,"P.P.PAKADAHA,SOUTH GRAM-GRAM BHOPATPUR",782,640,0,1422,358,350,0,708,708,0,9,217,221,64,5,169,2,3,0,1,3,1,6,7,708
337,"P.P.PAKADAHA,NORTH GRAM-GRAM BHOPATPUR",680,584,0,1264,390,351,0,741,741,0,14,398,122,187,8,1,0,0,3,2,0,1,4,1,741
338,"P.P.KUSHAHAR,NORTH",600,498,0,1098,370,276,0,646,643,0,4,371,105,108,2,15,5,0,1,0,7,4,11,13,646
339,"P.P.KUSHAHAR,SOUTH",817,667,0,1484,437,321,0,758,758,0,14,294,61,343,5,14,1,0,4,3,6,3,1,9,758
340,P.P.UDAHA,606,561,0,1167,402,173,0,575,565,0,22,348,119,71,4,3,3,2,0,0,1,1,1,0,575
341,"P.P.NAINA,NORTH",271,261,0,532,147,137,0,284,279,0,38,117,51,63,3,0,3,0,0,2,1,0,3,3,284
342,"P.P.NAINA,SOUTH",709,612,0,1321,383,309,0,692,502,0,79,141,248,184,7,1,0,1,3,2,6,3,5,12,692
343,"P.P.KUSAURIKALA,EAST",520,515,1,1036,242,232,0,474,474,0,10,260,126,63,2,3,0,0,0,2,2,2,1,3,474
344,"P.P.KUSAURIKALA,WEST",468,402,0,870,238,207,0,445,445,0,3,112,255,31,4,14,5,4,1,3,2,5,4,2,445
345,"SHRI LANGTU BABA H.S.S.HANDIAKALA,NORTH",686,559,0,1245,295,209,0,504,504,0,16,271,53,135,4,0,1,3,0,14,0,1,0,6,504
346,"SHRI LANGTU BABA H.S.S. HANDIA KALA,MIDDLE",742,611,0,1353,327,252,0,579,579,0,8,203,125,152,4,46,1,1,4,1,4,9,7,14,579
347,"SHRI LANGTU BABA H.S.S.HANDIA KALA,SOUTH",615,519,0,1134,219,166,0,385,335,0,2,155,74,104,12,11,1,2,1,4,3,4,3,9,385
348,P.P.HANDIAKALA,628,539,0,1167,251,172,0,423,408,0,13,114,79,152,4,42,1,1,2,2,4,1,1,7,423
349,P.P.TAHIRPUR,566,468,0,1034,261,211,0,472,472,0,24,211,106,104,6,0,1,0,3,3,1,6,2,5,472
350,"NEW P.P.MAHADHANPUR,EAST",431,324,0,755,185,152,0,337,337,0,3,71,85,119,5,36,2,0,2,2,0,3,3,6,337
351,"NEW P.P.MAHADHANPUR,WEST",430,408,0,838,217,222,0,439,439,0,9,189,140,74,3,2,1,0,2,2,2,4,5,6,439
352,P.P.BHOJCHHAPARA,660,539,0,1199,417,260,0,677,677,0,10,89,58,463,7,44,3,0,0,0,2,0,1,0,677
353,"P.P.REWATI NO.1",587,520,0,1107,318,305,0,623,623,0,16,243,47,307,3,2,1,1,0,0,1,0,0,2,623
354,"INTER COLLEGE REWATI,NORTH",833,645,0,1478,339,277,0,616,616,0,12,403,10,116,3,51,3,1,0,1,2,1,3,10,616
355,"INTER COLLEGE REWATI,MIDDLE",711,643,0,1354,498,259,0,757,547,0,19,356,50,230,6,60,1,1,2,2,4,5,4,17,757
356,"INTER COLLEGE REWATI,MIDDLE",524,441,0,965,232,174,0,406,350,0,30,255,29,75,1,12,0,1,0,2,1,0,0,0,406
357,"INTER COLLEGE REWATI,MIDDLE",779,627,0,1406,370,325,0,695,528,0,22,259,27,252,4,107,2,1,1,3,5,4,2,6,695
358,"INTER COLLEGE REWATI,MIDDLE",710,654,0,1364,408,308,0,716,716,0,22,396,32,173,2,71,1,5,0,2,4,1,1,6,716
359,"INTER COLLEGE REWATI,MIDDLE",702,555,0,1257,337,292,0,629,611,0,28,292,21,211,8,33,2,0,1,2,6,7,7,11,629
360,"INTER COLLEGE REWATI,MIDDLE",400,357,0,757,162,167,0,329,309,0,0,116,10,157,3,37,2,1,0,0,0,0,0,3,329
361,"JR.H.S.REWATI,EAST",647,507,0,1154,285,284,0,569,546,0,15,215,19,134,5,165,4,1,0,1,1,4,1,4,569
362,"JR.H.S.REWATI,MIDDLE",282,230,0,512,159,122,0,281,281,0,7,97,8,133,1,32,1,1,0,0,1,0,0,0,281
363,"JR.H.S.REWATI,MIDDLE",506,452,0,958,253,219,0,472,472,0,19,167,8,169,2,100,2,0,0,0,3,0,0,2,472
364,"JR.H.S.REWATI,MIDDLE",864,608,0,1472,207,470,0,677,677,0,18,209,39,223,9,160,1,2,1,1,8,2,1,3,677
365,"JR.H.S.REWATI,MIDDLE",650,561,0,1211,309,270,0,579,579,0,64,404,11,82,1,6,4,0,0,1,2,1,0,3,579
366,"JR.H.S.REWATI,MIDDLE",684,605,0,1289,350,303,0,653,632,0,20,272,208,112,2,26,3,3,1,0,3,0,1,2,653
367,"JR.H.S.REWATI,SOUTH",645,582,0,1227,273,310,0,583,583,0,16,183,33,227,9,84,1,0,3,2,7,6,3,9,583
368,"P.P.PACHARUKHA,NORTH",556,495,0,1051,248,241,0,489,474,0,15,378,24,47,1,14,1,0,2,0,0,1,1,5,489
369,"P.P.PACHARUKHA,MIDDLE",585,518,0,1103,241,215,0,456,456,0,7,302,30,64,5,39,1,0,1,1,0,1,2,3,456
370,"P.P.PACHARUKHA,SOUTH",643,573,0,1216,298,335,0,633,632,0,13,345,39,152,9,41,1,5,0,5,4,3,7,9,633
371,"P.D.I.C.GAIGHAT GRAM-PACHARUKHA,EAST",544,490,0,1034,280,255,0,535,528,0,52,203,40,165,5,49,2,0,3,1,3,2,1,9,535
372,"P.D.I.C.GAIGHAT GRAM-PACHARUKHA,EAST",253,188,0,441,122,90,0,212,211,0,6,112,9,52,0,23,1,2,0,0,1,1,3,2,212
