"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AYESHA ISLAM","2 - UMESH GAUTAM","3 - PRAVEEN SINGH ARON","4 - MASSARAT WARSI PAPPU BHAI","5 - SANTOSH KUMAR GANGWAR","6 - ASLAM ADVOCATE","7 - LAEEK AHMAD","8 - SUNIL KUMAR","9 - KAMAL KISHORE ENGINEER","10 - JAVED KHAN","11 - NETRAM","12 - MANOJ VIKAT","13 - LOTAN SINGH PATEL","14 - SAYAD RASHID ALI","15 - None of the Above","Total Votes Secured"
142,"RIKI SINGH GIRLS INTER COLLEGE SHAHDANA KAMRA NO. 1",561,540,0,1101,366,286,0,652,652,0,4,23,61,2,550,0,1,10,0,0,0,0,0,0,1,652
143,"RIKI SINGH GIRLS INTER COLLEGE SHAHDANA KAMRA NO.2",635,589,0,1224,407,358,0,765,765,0,4,10,42,5,683,1,0,14,0,0,0,0,1,0,5,765
144,"RIKI SINGH GIRLS INTER COLLEGE SHAHDANA KAMRA NO. 3",509,501,0,1010,306,251,0,557,557,0,9,4,41,3,483,1,0,14,0,1,0,0,0,0,1,557
145,"RIKI SINGH GIRLS INTER COLLEGE SHAHDANA KAMRA NO. 4",601,561,0,1162,389,289,0,678,678,0,4,9,64,5,588,0,0,5,1,1,0,0,0,0,1,678
146,"RIKI SINGH GIRLS INTER COLLEGE SHAHDANA KAMRA NO. 5",557,464,0,1021,324,276,0,600,600,0,4,10,35,4,532,1,1,9,1,1,0,0,0,1,1,600
147,"RIKI SINGH GIRLS INTER COLLEGE SHAHDANA KAMRA NO, 6",497,475,0,972,276,297,0,573,573,0,6,36,25,1,497,0,0,4,0,1,0,0,0,0,3,573
148,"RIKI SINGH GIRLS INTER COLLEGE SHAHDANA KAMRA NO, 7",854,701,0,1555,455,353,0,808,808,0,3,34,50,8,694,0,1,12,0,0,1,1,0,0,4,808
149,"VISHNU BAL SADAN NARKULAGANJ",648,545,0,1193,475,360,0,835,835,0,334,11,50,2,421,0,1,5,4,0,0,0,1,0,6,835
150,"PRIMARY PATHSHALA KAMRA NO. 1",478,421,0,899,310,221,0,531,531,0,3,291,31,0,201,0,0,1,0,0,1,0,1,0,2,531
151,"PRIMARY PATHSHALA KAMRA NO. 3",420,406,0,826,240,190,0,430,430,0,1,316,6,0,99,0,0,1,0,0,1,0,1,2,3,430
152,"PRA. PATH. JATAVPURA KAMRA NO. 2",467,407,0,874,277,219,0,496,496,0,4,302,25,1,156,2,0,1,2,0,0,0,0,1,2,496
153,"PRA. PATH. JATAVPURA KAMRA NO. 4",386,376,0,762,216,188,0,404,404,0,8,129,38,2,200,2,0,2,17,0,2,0,0,2,2,404
154,"SURAJBHAN VIDYA MANDIR BRAHAMPURA KAMRA NO. 1",542,432,0,974,376,274,0,650,650,0,217,38,101,3,283,1,0,3,0,0,0,0,1,0,3,650
155,"SURAJBHAN VIDYA MANDIR BRAHAMPURA KAMRA NO. 2",543,440,0,983,345,240,0,585,585,0,376,72,109,1,19,0,0,1,1,0,0,0,1,0,5,585
156,"SURAJBHAN VIDYA MANDIR BRAHAMPURA KAMRA NO. 3",560,464,0,1024,315,248,0,563,563,0,233,25,73,2,223,2,0,2,0,0,0,1,1,0,1,563
157,"SURAJBHAN VIDYA MANDIR BRAHAMPURA KAMRA NO. 4",489,429,0,918,300,291,0,591,591,0,116,9,38,4,421,0,0,0,0,0,2,1,0,0,0,591
158,"SURAJBHAN VIDYA MANDIR BRAHAMPURA KAMRA NO. 5",788,662,0,1450,476,375,0,851,851,0,137,8,99,1,591,0,0,11,0,1,0,0,0,0,3,851
159,"KANYA PATHSHALA HAJIYAPUR KAMRA NO.1",628,457,0,1085,349,219,0,568,568,0,346,23,38,2,145,0,1,2,1,2,0,2,1,0,5,568
160,"KANYA PATHSHALA HAJIYAPUR KAMRA NO.2",766,617,0,1383,487,330,0,817,817,0,271,97,29,10,377,1,0,6,3,0,2,4,3,5,9,817
161,"KANYA PATHSHALA HAJIYAPUR KAMRA NO.3",500,384,0,884,302,226,0,528,528,0,78,331,25,0,80,0,0,0,0,0,5,4,0,5,0,528
162,"PRA. PATH. HAJIAPUR",392,277,0,669,286,167,0,453,453,0,54,28,41,3,316,4,0,2,1,1,0,1,1,0,1,453
163,"SAMUDAYIK VIKAS KENDRA HAJIPUR",643,483,0,1126,343,220,0,563,563,0,26,67,16,6,438,1,0,3,1,0,1,0,1,0,3,563
164,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.1",873,662,1,1536,476,261,0,737,737,0,17,41,30,3,635,2,0,4,0,0,0,1,0,2,2,737
165,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.11",254,206,0,460,118,84,0,202,202,0,8,13,2,0,177,0,1,1,0,0,0,0,0,0,0,202
166,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.2",535,393,0,928,191,159,0,350,350,0,7,36,14,1,285,1,0,4,0,0,0,0,2,0,0,350
167,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.17",368,279,0,647,199,135,0,334,334,0,2,57,11,1,253,0,0,7,0,0,1,0,0,0,2,334
168,"SAINT FRANSIS SCHOOL SANJUAY NAGAR HAJIPUR KAMRA NO.3",501,401,0,902,196,165,0,361,361,0,3,61,11,4,280,0,0,0,0,0,0,0,0,0,2,361
169,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.18",511,361,0,872,228,135,0,363,363,0,2,68,7,3,277,3,0,1,1,0,0,0,0,0,1,363
170,"SAINT FRANSIS SCHOOL SANUAY NAGAR HAJIPUR KAMRA NO.4",828,665,0,1493,373,230,0,603,603,0,8,44,17,1,521,3,0,2,0,1,0,1,0,2,3,603
171,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.5",826,614,0,1440,401,267,0,668,668,0,19,63,13,4,560,2,0,3,0,0,0,0,1,2,1,668
172,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.12",650,512,0,1162,344,215,0,559,559,0,19,29,8,3,495,1,0,0,0,0,0,1,0,0,3,559
173,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.6",639,459,0,1098,339,210,0,549,549,0,3,95,15,7,425,0,0,1,0,0,1,1,0,0,1,549
174,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.13",604,505,0,1109,314,256,0,570,570,0,4,134,28,1,399,1,0,2,0,0,0,0,0,1,0,570
175,"SAINT FRANSIS SCHOOL SANJUAY NAGAR HAJIPUR KAMRA NO.7",628,532,0,1160,289,240,0,529,529,0,9,50,30,1,427,2,1,2,0,0,0,0,0,1,6,529
176,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.14",622,500,0,1122,301,230,0,531,531,0,7,23,13,5,468,3,0,6,0,0,1,0,2,0,3,531
177,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.10",1044,780,0,1824,270,162,0,432,432,0,317,12,53,1,45,0,1,0,0,0,0,0,1,1,1,432
178,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.8",538,399,0,937,214,145,0,359,359,0,190,16,35,1,110,1,0,2,1,0,1,0,0,0,2,359
179,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.8",530,380,0,910,256,149,0,405,405,0,181,12,40,1,158,0,1,5,0,0,0,1,0,0,6,405
180,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.9",650,403,0,1053,244,161,0,405,405,0,310,20,61,0,2,0,0,3,1,0,1,0,1,1,5,405
181,"SAINT FRANSIS SCHOOL SANJAY NAGAR HAJIPUR KAMRA NO.16",604,419,0,1023,273,133,0,406,406,0,325,20,50,1,6,0,0,1,0,0,0,0,0,0,3,406
182,"GURU GOVIND SINGH INTER COLLEGE SHAHDANA HAJIPUR",759,590,1,1350,321,182,0,503,503,0,400,19,72,1,3,1,0,1,0,0,2,0,0,1,3,503
183,"GURU GOVIND SINGH INTER COLLEGE SHAHDANA HAJIPUR KAMRA NO. 4",636,483,0,1119,354,214,0,568,568,0,417,20,47,3,77,0,0,0,0,1,0,0,0,0,3,568
184,"GURU GOVIND SINGH INTER COLLEGE SHAHDANA HAJIPUR KAMRA NO.5",373,273,0,646,199,138,0,337,337,0,201,1,30,6,83,0,0,3,12,0,0,1,0,0,0,337
185,"GURU GOVIND SINGH INTER COLLEGE SHAHDANA HAJIPUR KAMRA NO. 6",861,695,0,1556,491,368,0,859,859,0,19,17,47,8,740,1,0,13,2,0,1,0,3,3,5,859
186,"PRA. PATH. SWALEY NAGAR NAWADIA QILA CHAWNI",576,397,0,973,322,193,0,515,515,0,187,12,60,3,243,3,0,2,0,1,0,1,1,0,2,515
187,"PRA. PATH. SWALEY NAGAR NAWADIA QILA CHAWNI ASHTHAI DEEWAR K SAHARE",553,445,0,998,337,223,0,560,560,0,253,11,113,3,167,1,0,6,0,0,1,0,1,1,3,560
188,"PRA. PATH. SWALEY NAGAR NAWADIA  BARAMDE M",580,470,0,1050,312,231,0,543,543,0,248,17,63,4,199,0,0,2,2,1,2,1,1,1,2,543
189,"PRA. PATH. SWALEY NAGAR NAWADIA  PRANGAN ME DEEWAR K SAHARE",631,496,0,1127,379,245,0,624,624,0,304,24,105,2,185,0,0,1,0,0,0,0,0,1,2,624
190,"PRA. PATH. SWALEY NAGAR NAWADIA  KAMRA NO. 2",543,458,0,1001,302,191,0,493,493,0,344,25,59,0,56,1,0,0,1,0,0,1,1,1,4,493
191,"PRA. PATH. SWALEY NAGAR NAWADIA  KAMRA NO. 3",607,431,0,1038,341,199,0,540,540,0,353,21,96,3,53,0,0,5,1,0,0,0,1,1,6,540
192,"SATKAR MEMO VIDHYA MANDIR SWALEY NAGAR QILA CHAWNI KAMRA NO. 1",541,403,0,944,273,164,0,437,437,0,166,5,38,1,219,0,0,2,3,1,1,0,0,1,0,437
193,"SATKAR MEMO VIDHYA MANDIR SWALEY NAGAR QILA CHAWNI KAMRA NO. 7",417,313,0,730,181,113,0,294,294,0,126,8,21,2,127,0,1,0,2,0,1,2,0,2,2,294
194,"SATKAR MEMO VIDHYA MANDIR SWALEY NAGAR QILA CHAWNI KAMRA NO. 2",494,331,0,825,206,128,0,334,334,0,73,4,26,7,214,1,1,5,2,0,0,0,1,0,0,334
195,"SATKAR MEMO. VIDKYA MANDIR SWALEY NAGAR NAWADIA CHAWNI",488,387,0,875,253,204,0,457,457,0,113,2,29,5,295,1,0,2,1,0,1,1,0,1,6,457
196,"SATKAR MEMO. VIDKYA MANDIR SWALEY NAGAR NAWADIA CHAWNI KAMRA NO. 3",485,364,0,849,253,186,0,439,439,0,110,9,13,9,295,0,1,0,0,0,0,2,0,0,0,439
197,"SATKAR MEMO. VIDKYA MANDIR SWALEY NAGAR NAWADIA CHAWNI KAMRA NO. 9",497,378,0,875,271,185,0,456,456,0,103,17,17,2,308,1,0,2,2,2,1,0,1,0,0,456
198,"SATKAR MEMO. VIDKYA MANDIR SWALEY NAGAR NAWADIA CHAWNI KAMRA NO. 4",442,345,0,787,210,150,0,360,360,0,143,11,24,0,177,0,0,0,0,1,0,0,0,0,4,360
199,"SATKAR MEMO. VIDKYA MANDIR SWALEY NAGAR NAWADIA CHAWNI KAMRA NO. 10",462,362,0,824,230,142,0,372,372,0,110,21,35,1,198,0,0,3,1,0,1,0,0,0,2,372
200,"SATKAR MEMO. VIDKYA MANDIR SWALEY NAGAR NAWADIA CHAWNI KAMRA NO. 5",532,409,0,941,296,219,0,515,515,0,63,11,22,3,402,4,0,0,2,1,4,0,1,1,1,515
201,"SATKAR MEMO. VIDKYA MANDIR SWALEY NAGAR NAWADIA CHAWNI KAMRA NO. 6",699,538,0,1237,337,215,0,552,552,0,29,13,20,5,465,4,0,3,4,1,1,0,1,3,3,552
202,"NAGAR MAHAPALIKA MOTAR GARAIJ KATHGHAR  KAMRA NO.1",487,363,0,850,263,183,0,446,446,0,49,75,31,4,274,0,0,1,2,1,3,1,3,0,2,446
203,"NAGAR MAHAPALIKA MOTAR GARAIJ KATHGHAR  KAMRA NO.5",457,344,0,801,255,189,0,444,444,0,24,5,34,2,375,1,0,2,0,0,0,0,0,1,0,444
204,"NAGAR MAHAPALIKA MOTAR GARAIJ KATHGHAR  KAMRA NO.2",874,669,0,1543,565,371,0,936,936,0,349,48,222,4,284,1,1,9,2,1,1,3,3,3,5,936
205,"NAGAR MAHAPALIKA MOTAR GARAIJ KATHGHAR  KAMRA NO.5",678,538,0,1216,391,293,0,684,684,0,543,38,79,1,11,0,0,0,0,1,0,0,2,2,7,684
206,"NAGAR MAHAPALIKA MOTAR GARAIJ KATHGHAR  KAMRA NO.4",618,520,0,1138,337,259,0,596,596,0,289,132,55,2,110,1,0,1,0,0,3,1,1,1,0,596
207,"NAGAR MAHAPALIKA MOTAR GARAIJ KATHGHAR  ASHTHAI DEEWAR K SAHARE",279,213,0,492,124,111,0,235,235,0,3,84,6,3,136,0,1,0,0,0,1,0,0,0,1,235
208,"PRA. PATH. KATGHAR KAMRA NO. 1",485,316,0,801,301,143,0,444,444,0,153,58,171,3,39,0,0,2,1,3,0,0,3,5,6,444
209,"PRA. PATH. KATGHAR KAMRA NO. 2",461,314,0,775,213,107,0,320,320,0,155,25,100,4,16,0,1,4,0,1,0,0,2,2,10,320
210,"PRA. PATH. KATGHAR DIWITIYA KAMRA NO. 3",809,604,0,1413,415,215,0,630,630,0,340,36,107,2,131,2,0,1,1,1,0,0,2,5,2,630
211,"PRA. PATH. KATGHAR DIWITIYA KAMRA NO. 4",602,524,0,1126,300,272,0,572,572,0,200,16,78,4,256,1,0,1,3,0,1,0,0,2,10,572
212,"PRA. PATH. KATGHAR DIWITIYA KAMRA NO. 5",567,526,0,1093,271,192,0,463,463,0,245,21,95,2,86,1,0,1,4,0,0,2,1,1,4,463
213,"PRA. PATH. KATGHAR DIWITIYA BHAWAN KAMRA NO. 1",485,334,0,819,251,140,0,391,391,0,208,16,77,3,73,1,1,1,6,0,0,0,1,0,4,391
214,"PRA. PATH. KATGHAR DIWITIYA NAYA BHAWAN KAMRA NO. 1",458,351,0,809,275,187,0,462,462,0,269,8,93,0,73,1,1,2,3,1,1,0,0,2,8,462
215,"NAGAR MAHAPALIKA MOTAR GARAIJ KATHGHAR  ASHTHAI DEEWAR K SAHARE",597,421,0,1018,360,222,0,582,582,0,406,46,110,2,7,0,0,3,1,1,1,1,1,2,1,582
216,"NAGAR MAHAPALIKA MOTAR GAIRAJ KATGHAR",503,392,0,895,264,167,0,431,431,0,323,19,79,0,5,0,0,1,0,0,1,0,1,0,2,431
217,"NAGAR MAHAPALIKA MOTAR GARAIJ KATGHAR ASTHAI",485,425,0,910,298,220,0,518,518,0,383,20,104,0,3,1,0,3,0,0,0,0,1,0,3,518
218,"NAGAR MAHAPALIKA MOTAR GARAIJ KATGHAR ASTHAI",500,410,0,910,344,260,0,604,604,0,450,25,102,1,14,0,0,4,2,0,1,1,0,0,4,604
219,"WOODROW SILVER STATE TULASHERPUR KAMRA NO.",785,569,0,1354,438,327,0,765,765,0,18,185,38,12,492,4,0,3,2,1,2,1,1,3,3,765
220,"WOODROW SILVER STATE TULASHERPUR KAMRA NO. 2",899,739,0,1638,509,412,0,921,921,0,23,203,35,4,638,3,0,10,0,0,0,0,0,2,3,921
221,"WOODROW SILVER STATE TULASHERPUR KAMRA NO. 3",596,468,0,1064,314,234,0,548,548,0,6,55,32,6,444,1,1,2,0,0,0,0,0,1,0,548
222,"WOODROW SILVER STATE TULASHERPUR KAMRA NO. 4",478,406,0,884,252,217,0,469,469,0,14,16,19,2,416,0,0,1,0,0,0,0,0,0,1,469
223,"SAINT ZAVIERS SCHOOL DELAPEER KAILASHPURAM",747,649,0,1396,425,355,0,780,780,0,10,116,42,6,597,2,0,5,0,0,1,0,0,0,1,780
224,"SAINT ZAVIERS SCHOOL DELAPEER KAILASHPURAM KAMRA NO. 2",584,496,0,1080,339,299,0,638,638,0,15,39,35,2,530,1,1,11,0,0,2,0,0,0,2,638
225,"LALITA DEVI SWANTRATA  SANGRAM SENANI VIDHALAYA NAVADA JOGIYAN",693,575,0,1268,468,342,0,810,810,0,409,79,38,0,274,3,0,0,1,0,0,0,0,0,6,810
226,"LALITA DEVI SWANTRATA  SANGRAM SENANI VIDHALAYA NAVADA JOGIYAN KAMRA NO. 2",797,660,0,1457,380,255,0,635,635,0,207,14,18,5,370,2,0,4,0,0,3,1,3,4,4,635
227,"LALITA DEVI SWANTRATA  SANGRAM SENANI VIDHALAYA NAVADA JOGIYAN KAMRA NO. 5",294,179,0,473,187,95,0,282,282,0,56,9,7,0,208,0,0,0,0,1,0,0,0,0,1,282
228,"LALITA DEVI SWANTRATA  SANGRAM SENANI VIDHALAYA NAVADA JOGIYAN KAMRA NO. 3",467,340,0,807,233,160,0,393,393,0,6,6,7,2,368,1,0,1,0,0,1,0,1,0,0,393
229,"LALITA DEVI SWANTRATA  SANGRAM SENANI VIDHALAYA NAVADA JOGIYAN KAMRA NO. 6",479,376,0,855,260,148,0,408,408,0,55,5,11,0,331,2,0,0,0,0,0,0,1,0,3,408
230,"LALITA DEVI SWANTRATA  SANGRAM SENANI VIDHALAYA NAVADA JOGIYAN KAMRA NO. 4",815,630,0,1445,441,339,0,780,780,0,80,117,22,2,549,1,1,1,1,0,0,1,0,0,5,780
231,"JUNIYAR HIGH SCHOOL NAVADA JOGIYAN KAMRA NO. 48",865,660,0,1525,470,361,0,831,831,0,270,65,57,5,419,1,0,1,3,0,2,1,3,1,3,831
232,"JUNIYAR HIGH SCHOOL NAVADA JOGIYAN KAMRA NO. 2",241,163,0,404,157,86,0,243,243,0,39,18,8,1,177,0,0,0,0,0,0,0,0,0,0,243
233,"PRA.PATH.NAWADA JOGIYAN",514,349,0,863,293,192,0,485,485,0,227,33,20,0,195,1,0,2,1,1,0,2,0,0,3,485
234,"JUNIYAR HIGH SCHOOL NAVADA JOGIYAN KAMRA NO. 3",625,456,0,1081,352,228,0,580,580,0,188,67,19,4,288,2,1,1,0,0,1,1,1,2,5,580
235,"PRA.PATH.NAWADA JOGIYAN KAMRA NO. 3",522,437,0,959,330,247,0,577,577,0,76,6,10,1,470,3,1,2,2,0,0,0,0,1,5,577
236,"PRA.PATH.NAWADA JOGIYAN KAMRA NO. 5",636,447,0,1083,347,214,0,561,561,0,210,16,17,4,290,2,0,9,0,0,0,0,3,1,9,561
237,"PRA.PATH.NAWADA JOGIYAN KAMRA NO. 4",771,583,0,1354,440,289,0,729,729,0,416,31,56,3,208,0,1,0,1,0,1,3,3,0,6,729
238,"PRA. PATH. KATGHAR KAMRA NO. 1",592,416,0,1008,301,224,0,525,525,0,210,35,35,0,232,2,0,3,0,0,1,1,0,0,6,525
239,"SURESH SHARMA SMARAK VIDHYA PEETH NAWADA JOGIYAN",825,664,0,1489,462,326,0,788,788,0,20,20,28,6,698,1,0,4,2,0,1,0,0,0,8,788
240,"SURESH SHARMA SMARAK VIDHYA PEETH NAWADA JOGIYAN KAMRA NO. 2",509,430,0,939,205,189,0,394,394,0,28,29,30,3,300,2,0,1,0,0,0,0,0,0,1,394
241,"SURESH SHARMA SMARAK VIDHYA PEETH NAWADA JOGIYAN KAMRA NO. 5",1165,914,0,2079,641,432,0,1073,1073,0,34,68,36,6,904,2,1,8,2,1,2,0,0,2,7,1073
242,"SURESH SHARMA SMARAK VIDHYA PEETH NAWADA JOGIYAN KAMRA NO. 3",694,553,0,1247,324,318,0,642,642,0,25,37,29,2,538,2,0,4,0,0,1,0,0,1,3,642
243,"SURESH SHARMA SMARAK VIDHYA PEETH NAWADA JOGIYAN KAMRA NO. 6",739,584,0,1323,320,243,0,563,563,0,169,24,30,5,307,3,1,9,2,0,1,0,3,0,9,563
244,"SURESH SHARMA SMARAK VIDHYA PEETH NAWADA JOGIYAN KAMRA NO. 4",751,621,0,1372,380,368,0,748,748,0,57,20,37,6,598,3,0,7,2,2,2,3,1,0,10,748
245,"SURESH SHARMA SMARAK VIDHYA PEETH NAWADA JOGIYAN KAMRA NO. 7",874,564,0,1438,433,284,0,717,717,0,38,23,49,3,586,2,0,9,0,1,1,0,0,0,5,717
246,"PRATAP SINGH JUNIYAR HIGH SCHOOL FARIDAPUR CHAUDHARI",809,779,0,1588,463,505,0,968,968,0,58,60,108,5,708,2,1,23,0,0,0,0,1,0,2,968
247,"PRA.PATH. FARIDAPUR CHAUDHARI KAMRA NO. 2",638,412,0,1050,412,202,0,614,614,0,338,183,50,0,11,0,1,14,3,4,0,2,0,3,5,614
248,"PRA.PATH. FARIDAPUR CHAUDHARI",421,284,0,705,266,126,0,392,392,0,167,154,50,1,13,0,0,4,0,0,0,0,0,0,3,392
249,"URDU MADKTAB FARIDAPUR CHAUDHARI KAMRA NO 1",918,647,0,1565,488,295,0,783,783,0,466,181,73,3,39,0,1,14,1,0,0,0,2,2,1,783
250,"URDU MADKTAB FARIDAPUR CHAUDHARI KAMRA NO 2",757,552,0,1309,542,335,0,877,877,0,430,302,90,0,27,1,1,13,2,0,0,1,1,4,5,877
251,"PRA. PATH. MEHLAU KAMRA NO 1",661,540,0,1201,464,368,0,832,832,0,380,79,103,6,224,21,2,3,1,0,3,1,1,1,7,832
252,"PRA. PATH. MEHLAU KAMRA NO 2",519,382,0,901,382,235,0,617,617,0,252,86,93,3,177,5,0,1,0,0,0,0,0,0,0,617
253,"PRA. PATH. FARIDAPUR CHAUDHRI KAMRA NO. 1",777,558,0,1335,483,241,0,724,724,0,437,72,61,3,139,0,0,2,1,1,1,1,1,2,3,724
254,"PRA. PATH. PARTAPUR CHAUDHARI KAMRA NO. 1",612,420,1,1033,419,231,0,650,650,0,490,38,61,0,33,1,0,9,1,0,6,2,1,2,6,650
255,"PRA. PARTAPUR CHAUDHARY KAMRA NO. 5",562,415,0,977,324,195,0,519,519,0,273,45,56,2,128,0,0,9,2,0,1,0,0,0,3,519
256,"PRA.PARTAPUR CHAUDHARY ATIRIKT",801,576,0,1377,525,328,0,853,853,0,339,84,123,2,278,4,1,14,1,0,0,0,0,2,5,853
257,"PRA. PARTAPUR CHAUDHRI ATIRIKT KAMRA NO. 4",678,549,0,1227,366,285,0,651,651,0,190,66,73,1,301,1,0,15,0,0,0,1,1,0,2,651
258,"PRA. PATH. PARTAPUR CHAUDHRI KAMRA NO. 2",829,610,0,1439,485,368,0,853,853,0,256,127,105,0,348,2,0,6,3,0,3,0,0,1,2,853
259,"PURVA MADH. VIDHALAYA IZZATNAGAR NEAR KENDRIYA KARAGAR RAILWAY COLONY KAMRA NO. 4",646,497,0,1143,298,215,0,513,513,0,5,57,97,3,340,0,0,8,0,0,1,0,0,0,2,513
260,"PURVA MADH. VIDHALAYA IZZATNAGAR NEAR KENDRIYA KARAGAR RAILWAY COLONY KAMRA NO. 2",609,463,0,1072,230,167,0,397,397,0,9,36,64,2,268,1,0,12,1,1,0,1,0,1,1,397
261,"PURVA MADH. VIDHALAYA IZZATNAGAR NEAR KENDRIYA KARAGAR RAILWAY COLONY KAMRA NO. 3",389,288,0,677,182,100,0,282,282,0,12,19,43,1,196,0,0,10,0,0,1,0,0,0,0,282
262,"PRA. PATH. NIKAT KENDRIYA KARAGAR IZZATNAGAR KAMRA NO. 1",583,471,0,1054,286,200,0,486,486,0,26,50,72,1,309,1,0,24,0,0,0,0,1,0,2,486
263,"PRA. PATH. NIKAT KENDRIYA KARAGAR IZZATNAGAR KAMRA NO. 2",328,228,0,556,144,95,0,239,239,0,20,70,6,1,140,0,0,1,0,0,0,0,0,0,1,239
264,"KANYA PATHSHALA NIKAT KENDRIYA KARAGAR KAMRA NO. 1",515,374,0,889,214,151,0,365,365,0,3,28,46,4,275,0,0,7,0,0,0,1,0,0,1,365
265,"KANYA PATHSHALA NIKAT KENDRIYA KARAGAR KAMRA NO. 2",424,324,0,748,165,110,0,275,275,0,7,30,35,0,192,0,0,8,1,0,0,0,0,0,2,275
266,"P.C AZAD INTER COLLEGE VIHARMAAN HAGLA KAMRA NO. 1",908,657,0,1565,603,377,0,980,980,0,342,376,56,3,188,0,1,1,3,1,1,0,1,3,4,980
267,"P.C AZAD INTER COLLEGE VIHARMAAN HAGLA KAMRA NO. 2",760,520,0,1280,457,238,0,695,695,0,468,95,89,0,24,1,1,6,0,0,1,1,1,0,8,695
268,"P.C AZAD INTER COLLEGE VIHARMAAN HAGLA KAMRA NO. 4",509,371,0,880,289,147,0,436,436,0,266,20,77,4,62,1,0,1,0,0,0,1,0,0,4,436
269,"P.C AZAD INTER COLLEGE VIHARMAAN HAGLA KAMRA NO. 3",695,546,0,1241,426,282,0,708,708,0,305,50,101,3,228,2,0,7,2,0,1,0,1,3,5,708
270,"P.C AZAD INTER COLLEGE VIHARMAAN HAGLA KAMRA NO. 5",343,258,1,602,199,150,0,349,349,0,20,30,55,2,237,0,0,3,0,0,0,0,0,0,2,349
271,"SHANTI DEVI HIGHER SECONDARY SCHOOL CHOTI VIHAR KAMRA NO. 1",1100,864,0,1964,714,509,0,1223,1223,0,14,220,45,8,910,5,1,4,3,2,3,5,0,0,3,1223
272,"SHANTI DEVI HIGHER SECONDARY SCHOOL CHOTI VIHAR KAMRA NO. 2",657,541,0,1198,347,322,0,669,669,0,23,87,45,6,497,2,0,3,2,0,1,0,0,0,3,669
273,"KENDRIYA VIDHALAYA STIHIT I.V.R.I KAMRA NO. 1",772,651,0,1423,337,269,0,606,606,0,9,40,173,3,369,0,0,8,0,0,0,0,0,0,4,606
274,"KENDRIYA VIDHALAYA STIHIT I.V.R.I KAMRA NO. 2",577,498,0,1075,316,249,0,565,565,0,68,29,59,3,394,2,0,5,0,0,0,0,0,1,4,565
275,"KENDRIYA VIDHALAYA STIHIT I.V.R.I KAMRA NO. 2",832,684,0,1516,459,374,0,833,833,0,75,45,59,2,637,5,0,8,1,0,0,0,0,0,1,833
276,"KENDRIYA VIDHALAYA STIHIT I.V.R.I KAMRA NO. 3",282,235,0,517,154,96,0,250,250,0,28,15,26,0,178,0,0,3,0,0,0,0,0,0,0,250
277,"KENDRIYA VIDHALAYA STIHIT I.V.R.I KAMRA NO. 5",860,707,0,1567,465,255,0,720,720,0,45,63,77,2,521,1,0,7,0,0,0,0,0,0,4,720
278,"PRA. SCHOOL REHPURA CHAUDHARY KAMRA NO. 1",487,400,0,887,301,194,0,495,495,0,287,77,88,2,31,1,0,6,0,0,1,1,0,0,1,495
279,"PRA. SCHOOL REHPURA CHAUDHARY KAMRA NO. 5",541,379,0,920,385,163,0,548,548,0,259,65,79,2,120,0,2,3,2,2,2,1,0,2,9,548
280,"PRA. SCHOOL REHPURA CHAUDHARY KAMRA NO. 2",923,724,0,1647,572,384,0,956,956,0,436,101,195,4,186,5,0,4,3,1,3,1,4,3,10,956
281,"PRA. SCHOOL REHPURA CHAUDHARY KAMRA NO. 3",1011,644,0,1655,594,348,0,942,942,0,221,78,159,2,469,5,0,5,0,0,0,0,0,2,1,942
282,"PRA. SCHOOL REHPURA CHAUDHARY KAMRA NO. 4",903,711,0,1614,521,370,0,891,891,0,92,63,80,1,638,3,0,11,0,1,0,1,0,0,1,891
283,"SAMUDAIK VIKASKENDRA KE HAAL MEIN MATH KAMAL NAINPUR MATH LAXMIPUR",827,670,0,1497,551,468,0,1019,1019,0,544,78,58,1,315,2,0,6,1,3,0,0,0,5,6,1019
