"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIS AHMAD KHAN ALIAS PHOOL BABU","2 - BUDHSEN VERMA","3 - MANEKA SANJAY GANDHI","4 - SANJAY KAPOOR","5 - NILIMA SHARMA","6 - RAJEEV AGRAWAL","7 - RAM AUTAR","8 - SANJAY KUMAR","9 - ARAMAN KHAN","10 - MOHD NAEEM ANSARI","11 - MUNESH SINGH","12 - RAVINDRA KUMAR DEVNATH","13 - None of the Above","Total Votes Secured"
217,MUSRAHA,652,566,0,1218,429,341,0,770,2,0,123,171,410,13,1,1,2,0,2,2,5,6,34,770
218,"RAMPURA NATTHU",610,517,0,1127,391,265,0,656,651,0,93,132,398,16,0,3,3,0,1,0,0,0,10,656
219,"RAMPURA NATTHU",327,290,0,617,259,188,0,447,130,0,73,104,254,4,0,1,0,0,0,1,4,1,5,447
220,"PIPRA KHAS",818,717,0,1535,509,416,0,925,221,0,144,61,658,10,0,2,31,1,1,2,6,0,9,925
221,"ARASIYA BHOJ",585,495,0,1080,341,324,0,665,20,0,9,56,575,8,1,0,0,0,1,1,2,1,11,665
222,MADHPURI,379,323,0,702,238,224,0,462,5,0,83,48,293,9,0,1,1,2,0,3,4,3,15,462
223,"AMKHERA LUCKNOW",639,554,0,1193,467,357,0,824,824,0,64,207,527,8,1,0,1,1,2,0,2,0,11,824
224,"AMKHERA LUCKNOW",233,207,0,440,129,98,0,227,50,0,84,110,21,4,0,0,0,1,0,2,1,2,2,227
225,"LUCKNOW KALAN",539,523,0,1062,378,304,0,682,682,0,94,59,506,7,1,2,0,1,0,1,1,2,8,682
226,"DAULATPUR PATTI",458,374,0,832,296,268,0,564,2,0,39,87,420,4,0,1,0,0,3,1,5,1,3,564
227,"DAULATPUR PATTI",408,357,0,765,265,221,0,486,485,0,104,153,190,10,1,0,4,0,3,1,8,2,10,486
228,MASEET,679,537,0,1216,435,344,0,779,5,0,63,41,645,10,2,2,0,1,3,0,4,1,7,779
229,BARRAMAU,711,619,0,1330,493,419,0,912,394,0,241,75,560,17,0,1,1,0,2,2,2,1,10,912
230,ADHKATA,566,518,0,1084,361,298,0,659,600,0,158,124,337,10,1,1,1,0,1,3,6,3,14,659
231,ADHKATA,525,391,0,916,364,252,0,616,602,0,247,123,231,2,1,1,0,1,2,3,1,1,3,616
232,AAMDAR,805,643,0,1448,518,391,0,909,900,0,22,172,659,17,1,4,4,0,6,2,8,4,10,909
233,MADHIYA,244,235,0,479,204,196,0,400,398,0,50,97,244,4,0,0,0,0,1,0,2,2,0,400
234,"UMRAKHAN SINGH",399,341,0,740,273,218,0,491,470,0,15,102,363,3,1,1,0,0,1,0,2,2,1,491
235,KAJRBOJHI,749,654,0,1403,480,389,0,869,869,0,77,187,450,102,1,3,2,0,5,8,10,7,17,869
236,SHAHAPURA,449,391,0,840,345,270,0,615,614,0,46,263,264,23,0,2,1,0,1,0,5,3,7,615
237,LAKHAKHAS,341,268,0,609,245,145,0,390,370,0,16,77,255,17,0,0,1,0,1,3,9,3,8,390
238,DAULAPUR,558,474,0,1032,373,286,0,659,659,0,65,66,496,9,0,0,0,0,1,2,4,2,14,659
239,SUHAS,438,336,0,774,302,214,0,516,515,0,10,35,427,6,1,1,21,0,2,1,5,0,7,516
240,SUHAS,437,389,0,826,337,217,0,554,305,0,154,51,320,9,1,1,4,0,0,2,7,1,4,554
241,"PACHPERA TA. SHAHAPURA",601,473,0,1074,443,341,0,784,782,0,19,370,362,5,2,11,3,1,0,1,1,4,5,784
242,"UGANPUR BISALPUR",509,398,0,907,393,286,0,679,679,0,49,74,520,6,1,3,1,0,2,4,6,2,11,679
243,"MUSEYPUR KALAN",352,288,0,640,216,182,0,398,398,0,52,162,168,4,0,0,1,0,2,1,3,1,4,398
244,"MUSEYPUR KHURD",313,256,0,569,209,201,0,410,398,0,79,76,235,4,1,2,2,0,1,0,3,1,6,410
245,"NGRA TA. MUSEPUR",280,261,0,541,234,205,0,439,5,0,42,64,297,18,0,1,1,0,4,3,2,3,4,439
246,"MUDHA SEMNAGAR URF PANDRI",601,551,0,1152,463,401,0,864,863,0,105,183,528,11,3,1,3,1,2,3,5,7,12,864
247,"MUDHA SEMNAGAR URF PANDRI",207,175,0,382,146,114,0,260,260,0,16,21,205,4,0,0,1,0,0,2,2,0,9,260
248,AGYARI,424,380,0,804,327,261,0,588,588,0,105,55,407,14,1,0,0,0,1,0,2,1,2,588
249,"BAKEINIYA TA. MAHAD",399,315,0,714,271,221,0,492,437,0,30,208,225,10,0,2,0,0,1,2,3,2,9,492
250,"RAMNAGAR JAGATPUR",542,449,0,991,413,270,0,683,683,0,88,53,502,27,2,1,0,2,1,1,0,2,4,683
251,"RAMNAGAR JAGATPUR",583,504,0,1087,408,239,0,647,642,0,33,105,487,7,1,0,8,1,0,2,1,0,2,647
252,"SINDHAURA DBINDUAA",438,359,0,797,286,230,0,516,514,0,49,99,346,8,1,1,1,1,3,0,2,1,4,516
253,"SINDHAURA DBINDUAA",372,292,1,665,210,125,0,335,5,0,38,71,209,5,0,0,1,1,0,3,4,2,1,335
254,"MAHAD KHAS",738,638,0,1376,447,412,0,859,4,0,436,36,331,8,5,3,10,1,2,4,10,5,8,859
255,DIYOHANA,566,470,0,1036,377,325,0,702,702,0,187,83,370,11,2,2,5,3,4,4,14,2,15,702
256,DIYOHANA,370,290,0,660,260,194,0,454,435,0,59,49,316,12,0,1,2,0,0,1,10,2,2,454
257,"PIPRIYA MAJRA DIOHANA",586,514,0,1100,394,290,0,684,3,0,98,100,462,6,1,0,2,0,0,2,8,2,3,684
258,"PIPRIYA MAJRA DIOHANA",325,257,0,582,203,175,0,378,378,0,165,14,173,8,0,0,0,0,0,0,5,0,13,378
259,"PIPRIYA MAJRA DIOHANA",601,455,0,1056,390,286,0,676,592,0,438,20,185,3,1,2,0,1,0,2,6,1,17,676
260,KUSMA,409,391,0,800,290,230,0,520,436,0,169,38,283,10,2,0,0,2,0,1,7,1,7,520
261,"BADIYPURA TA.KUSMA",413,360,0,773,338,283,0,621,170,0,82,81,430,12,0,2,2,0,1,0,4,4,3,621
262,"NAUAA NAGALA",403,352,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,UDRAHA,210,182,0,392,174,137,0,311,17,0,109,35,160,1,1,1,0,0,0,0,1,0,3,311
264,"PIPARIYA MANDAN",691,530,0,1221,438,345,0,783,599,0,390,25,333,8,0,2,0,1,1,1,7,1,14,783
265,"PIPARIYA MANDAN",343,317,0,660,216,210,0,426,426,0,71,17,327,6,0,0,0,0,0,0,4,1,0,426
266,"PACHPERA PUKHA",818,605,0,1423,580,406,0,986,72,0,64,198,648,13,0,3,5,3,4,6,9,9,24,986
267,"PARVA ANOOP",220,221,0,441,126,109,0,235,14,0,31,41,158,1,0,0,0,0,0,2,0,0,2,235
268,"PARVA ANOOP",795,642,0,1437,520,380,0,900,85,0,115,180,562,8,1,1,1,1,1,5,7,3,15,900
269,PAREI,591,450,0,1041,401,277,0,678,678,0,334,39,257,9,0,0,1,7,0,1,11,4,15,678
270,BARAKHEDAKALAN,744,604,0,1348,463,314,0,777,60,0,86,56,598,17,0,1,1,0,3,1,0,2,12,777
271,BARAKHEDAKALAN,716,532,1,1249,383,255,0,638,501,0,81,165,370,9,3,0,0,0,2,2,0,1,5,638
272,BARAKHEDAKALAN,508,380,0,888,328,189,0,517,409,0,33,32,412,15,1,2,1,0,0,4,5,1,11,517
273,BARAKHEDAKALAN,475,303,0,778,275,132,0,407,98,0,55,140,194,6,2,2,0,1,1,1,1,1,3,407
274,BARAKHEDAKALAN,580,459,0,1039,359,162,0,521,521,0,112,73,307,15,0,1,1,0,0,2,2,0,8,521
275,BARAKHEDAKALAN,701,518,0,1219,387,247,0,634,634,0,150,136,320,9,2,1,0,0,2,2,4,4,4,634
276,BARAKHEDAKALAN,721,510,0,1231,453,212,0,665,453,0,116,201,320,8,0,0,1,6,1,2,4,3,3,665
277,"DHAKIYA KESARPUR",702,575,0,1277,481,407,0,888,886,0,313,149,360,11,2,9,4,1,2,0,7,9,21,888
278,"DHAKIYA KESARPUR",455,430,0,885,252,192,0,444,444,0,11,169,222,12,0,20,0,0,0,0,2,2,6,444
279,BHAIROKALAN,598,481,0,1079,408,344,0,752,89,0,153,111,435,24,2,4,0,1,0,2,3,5,12,752
280,BHAIROKALAN,586,491,0,1077,393,289,0,682,679,0,31,188,423,20,3,2,0,0,0,1,7,1,6,682
281,SANDI,551,445,0,996,411,326,0,737,721,0,38,259,407,9,2,3,2,1,2,2,5,1,6,737
282,"KUNWARPUR TA. ANANDPUR",475,413,0,888,292,242,0,534,1,0,109,116,275,18,1,5,0,0,0,0,4,0,6,534
283,"ABHAIPUR M.SHAHAGAD",567,463,0,1030,405,308,0,713,45,0,156,183,321,24,1,4,0,0,2,2,4,3,13,713
284,"ABHAIPUR M.SHAHAGAD",325,257,0,582,188,136,0,324,324,0,16,111,176,7,0,4,0,0,1,2,3,1,3,324
285,KARNAPUR,521,433,0,954,339,305,0,644,54,0,41,111,438,12,2,14,2,1,1,2,4,4,12,644
286,"BANGLA URF MITRSENPUR",765,652,0,1417,529,481,0,1010,265,0,110,286,540,24,2,0,1,3,5,2,10,7,20,1010
287,SHAGARH,708,593,0,1301,535,419,0,954,314,0,122,242,553,13,4,2,1,2,2,1,3,0,9,954
288,SHAGARH,489,435,0,924,283,199,0,482,482,0,23,136,236,35,0,38,1,1,2,1,4,2,3,482
289,"NADHA TA MADHOTANDA",426,365,0,791,288,233,0,521,521,0,24,161,310,9,0,2,1,0,2,2,3,0,7,521
290,"NADHA TA MADHOTANDA",406,317,0,723,295,187,0,482,10,0,24,68,359,4,0,2,0,1,2,1,8,2,11,482
291,SISAYA,517,473,1,991,359,332,0,691,686,0,106,114,339,43,5,32,3,2,5,7,20,5,10,691
292,"PACHPADA GADHA",318,291,0,609,189,185,0,374,9,0,27,167,128,27,1,19,0,0,0,0,0,1,4,374
293,BOPATPUR,527,477,0,1004,319,224,0,543,541,0,50,109,242,96,1,33,2,0,1,2,3,1,3,543
294,"PIPARIYA KARAM",451,400,0,851,267,262,0,529,480,0,31,116,283,80,2,9,0,0,0,1,2,2,3,529
295,"UDAY KARANPUR",431,378,0,809,264,227,0,491,32,0,238,55,104,51,0,32,0,1,0,0,5,1,4,491
296,"UDAY KARANPUR",378,333,0,711,207,161,0,368,5,0,175,43,83,50,0,14,0,0,0,0,0,1,2,368
297,"RAMPUR FAKEER",811,585,0,1396,502,344,0,846,29,0,130,149,497,15,3,6,4,1,3,2,8,5,23,846
298,"RAMPUR FAKEER",188,171,0,359,117,94,0,211,208,0,43,22,136,3,0,2,0,1,1,1,1,0,1,211
299,"PRASAD PUR",383,339,0,722,271,227,0,498,485,0,22,94,307,49,1,2,3,3,1,2,10,1,3,498
300,"SHAIV NAGAR",730,633,0,1363,428,438,0,866,34,0,506,60,243,9,6,1,0,1,1,0,21,4,14,866
301,"SHAIV NAGAR",566,467,0,1033,306,283,0,589,589,0,57,107,383,6,1,2,2,1,1,1,15,3,10,589
302,"SHAVI NAGAR",382,293,0,675,200,137,0,337,235,0,99,45,162,6,2,5,1,1,1,1,4,2,8,337
303,"GRANT N0 1 URF BANGANJ",541,439,0,980,364,315,0,679,675,0,361,47,235,22,1,2,1,1,0,0,2,3,4,679
304,"LALPUR T MADHUTANDA",538,485,0,1023,361,313,0,674,22,0,203,72,369,6,0,0,4,1,1,3,6,5,4,674
305,"LALPUR T MADHUTANDA",728,603,0,1331,417,336,0,753,14,0,205,191,295,15,1,5,3,5,2,5,7,8,11,753
306,"GRANT N0 2 URF VISHANPUR",287,219,0,506,162,155,0,317,15,0,24,75,162,38,1,12,0,0,0,0,3,1,1,317
307,"BUDHIYA J. ITAURIYA",568,474,0,1042,310,444,0,754,754,0,37,101,562,9,1,1,2,2,5,4,16,6,8,754
308,VIDHIPUR,835,688,0,1523,545,417,0,962,427,0,28,204,672,15,2,2,1,2,3,6,13,3,11,962
309,"BIHARI PUR J. ITAURIYA",540,438,0,978,261,243,0,504,504,0,30,26,413,9,1,6,1,2,0,3,5,1,7,504
310,"ITAURIYA J. BIHARIPUR",746,656,0,1402,528,433,0,961,961,0,82,295,496,15,2,10,13,4,2,2,13,9,18,961
