"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
160,"PRATHMIK VIDYALYA BHITARI",535,520,0,1055,405,341,0,746,46,0,167,173,343,32,4,3,2,0,1,2,1,3,6,3,6,746
161,"PRATHMIK VIDYALYA MAROOFPUR",379,333,0,712,213,169,0,382,142,0,105,27,171,64,0,0,1,0,0,1,1,1,0,1,10,382
162,"PRATHMIK VIDYALYA MOHAMMADPUR",320,294,0,614,256,232,0,488,148,0,81,11,335,47,1,0,3,0,0,0,1,2,2,1,4,488
163,"PRATHMIK VIDYALYA OLEHPUR",162,150,0,312,129,111,0,240,209,0,125,23,67,16,0,1,0,1,2,0,0,0,3,0,2,240
164,"PUR.MADH. VIDYALYA DHAURAHRA",380,338,0,718,277,207,0,484,482,0,88,24,154,212,2,1,1,0,1,0,1,0,0,0,0,484
165,"NAV NIRMIT PRATHKIM VIDYALYA BUDHANAPUR",504,426,0,930,311,297,0,608,102,0,220,70,263,37,0,0,0,0,0,2,0,2,9,0,5,608
166,"PRATHMIK VIDYALYA JALALPUR",312,321,0,633,234,131,0,365,201,0,92,74,171,16,1,0,0,0,3,1,0,2,1,1,3,365
167,"PRATHMIK VIDYALYA RAUNI EAST PART",772,664,0,1436,442,329,0,771,766,0,242,108,362,30,0,1,6,0,4,1,1,4,1,3,8,771
168,"PRATHMIK VIDYALYA RAUNI WEST PART",683,565,0,1248,364,262,0,626,600,0,79,206,279,29,1,2,2,2,0,3,2,1,8,4,8,626
169,"SARAS‍VATI JAYAN‍TI INTER COLLAGE TRIVEDIGANJ ROOM NO-1",715,609,0,1324,395,308,0,703,206,0,64,167,430,16,3,2,2,1,1,4,1,1,3,2,6,703
170,"SARAS‍VATI JAYAN‍TI INTER COLLAGE TRIVEDIGANJ ROOM NO.-2",724,636,1,1361,449,356,0,805,90,0,190,241,320,18,2,3,2,1,2,1,1,2,11,3,8,805
171,"SARAS‍VATI JAYAN‍TI INTER COLLAGE TRIVEDIGANJ ROOM NO-3",385,311,0,696,226,148,0,374,80,0,87,61,203,19,0,1,0,0,0,0,0,0,3,0,0,374
172,"PRATHMIK VIDYALYA SONIKPUR",485,432,0,917,302,237,0,539,1,0,141,48,274,55,2,2,1,1,3,1,2,0,4,2,3,539
173,"PRATHMIK VIDYALYA SONIKPUR",656,604,0,1260,393,285,0,678,1,0,194,195,222,35,0,2,1,1,0,2,2,3,5,6,10,678
174,"PRATHMIK VIDYALYA BIJAULI",222,184,0,406,127,114,0,241,15,0,34,16,87,97,1,0,0,0,1,0,0,2,0,1,2,241
175,"PRATHMIK VIDYALYA THAKURPUR",413,339,0,752,279,221,0,500,498,0,178,90,204,12,0,1,1,0,1,1,0,0,3,1,8,500
176,"NAV NIRMIT PRATHKIM VIDYALYA BELAHRI",305,275,0,580,198,194,0,392,381,0,32,8,203,133,1,6,1,0,0,0,0,1,2,3,2,392
177,"PRATHMIK VIDYALYA  RAMBHI",313,252,0,565,215,160,0,375,369,0,38,89,167,61,1,1,9,0,1,0,0,1,4,2,1,375
178,"PRATHMIK VIDYALYA LAXMANGADH",466,422,0,888,284,224,0,508,4,0,82,40,275,88,1,4,2,0,2,0,0,4,5,1,4,508
179,"PRATHMIK VIDYALYA GOTAUNA",643,561,0,1204,426,369,0,795,95,0,125,42,550,48,2,1,4,2,2,0,3,1,8,6,1,795
180,"PRATHMIK VIDYALYA TARAGANJ",415,384,0,799,300,263,0,563,563,0,68,101,355,14,2,1,2,1,0,0,1,2,7,4,5,563
181,"PRATHMIK VIDYALYA TARAGANJ",406,378,0,784,250,244,0,494,494,0,145,63,263,8,2,1,2,0,1,1,0,0,1,3,4,494
182,"PRATHMIK VIDYALYA RAMPUR (BARA)",394,412,0,806,231,229,0,460,200,0,71,110,246,9,1,2,4,0,1,3,1,2,3,3,4,460
183,"PRATHMIK VIDYALYA BARA",367,335,0,702,276,146,0,422,222,0,32,134,227,9,0,0,1,0,2,0,0,3,6,3,5,422
184,"PRATHMIK VIDYALYA BARA WEST PART",516,450,0,966,359,283,0,642,642,0,122,112,336,45,2,2,2,1,0,3,1,3,6,2,5,642
185,"PRATHMIK VIDYALYA KARAUNDI",321,286,0,607,240,187,0,427,427,0,49,77,266,17,2,1,2,0,1,1,0,1,2,0,8,427
186,"PRATHMIK VIDYALYA BAHADURPUR",501,427,0,928,303,241,0,544,280,0,46,18,424,30,2,2,1,1,1,1,2,2,8,3,3,544
187,"PRATHMIK VIDYALYA KOLAHADA NORTH PART",489,429,0,918,263,242,0,505,55,0,101,62,279,23,1,2,5,1,2,2,0,3,5,5,14,505
188,"PRATHMIK VIDYALYA KOLAHADA SOUTH PART",575,499,0,1074,301,237,0,538,527,0,171,67,238,37,1,2,0,0,1,0,5,1,2,2,11,538
189,"PRATHMIK VIDYALYA RAMNAGAR NORTH PART",564,490,0,1054,288,209,0,497,490,0,133,49,220,67,1,0,1,0,2,1,1,2,6,3,11,497
190,"PRATHMIK VIDYALYA RAMNAGAR SOUTH PART",243,222,0,465,127,111,0,238,174,0,29,5,189,1,0,0,1,0,0,1,1,2,2,1,6,238
191,"PRATHMIK VIDYALYA ISHWARIGANJ H/O RAMNAGAR",621,493,0,1114,348,268,0,616,50,0,181,39,332,33,1,4,1,1,1,1,3,2,8,1,8,616
192,"PRATHMIK VIDYALYA DAYALGANJ",244,200,0,444,154,120,0,274,188,0,38,17,176,32,1,0,2,0,1,0,0,1,1,0,5,274
193,"PRATHMIK VIDYALYA POKHARA NORTH PART",621,517,0,1138,398,264,0,662,26,0,52,121,413,50,1,3,4,0,4,0,3,2,3,5,1,662
194,"PRATHMIK VIDYALYA POKHARA SOUTH PART",804,688,0,1492,446,266,0,712,40,0,166,100,383,40,3,2,0,0,0,3,4,2,1,3,5,712
195,"POORV MADH‍YMIK VIDYALAYA POKHARA EAST PART",678,589,0,1267,398,288,0,686,15,0,56,117,424,50,1,2,7,0,2,1,5,4,3,2,12,686
196,"POORV MADH‍YMIK VIDYALAYA POKHARA WEST PART",675,588,0,1263,345,262,0,607,1,0,71,154,342,21,2,0,1,1,2,1,1,1,5,2,3,607
197,"PRATHMIK VIDYALYA BABUWAPUR",634,529,0,1163,352,236,0,588,310,0,144,51,346,30,2,2,0,0,1,3,0,0,5,0,4,588
198,"POORV MADH‍YMIK VIDYALAYA ALMAPUR",222,202,0,424,169,125,0,294,207,0,83,10,171,14,1,2,0,0,2,1,1,3,4,2,0,294
199,"PRATHMIK VIDYALYA KANWA ROOM NO-1",390,359,0,749,281,255,0,536,12,0,56,119,302,21,4,1,2,2,1,1,1,2,5,9,10,536
200,"PRATHMIK VIDYALYA KANWA ATIRIK‍T KAKSH",396,383,0,779,276,221,0,497,391,0,22,40,377,29,4,1,3,1,0,1,2,3,4,5,5,497
201,"PRATHMIK VIDYALYA MAWAIYAKLA",508,451,0,959,353,255,0,608,175,0,64,24,476,26,1,2,1,2,1,0,1,2,4,0,4,608
202,"PRATHMIK VIDYALYA SHAHPUR",681,647,0,1328,380,348,0,728,159,0,33,227,277,172,3,1,3,1,2,0,2,0,3,4,0,728
203,"PRATHMIK VIDYALYA SHAWAT-II",517,435,0,952,268,232,0,500,500,0,85,199,161,32,2,3,1,0,0,0,0,0,9,1,7,500
204,"PRATHMIK VIDYALYA SHAWAT-I",219,204,0,423,151,135,0,286,235,0,145,18,105,6,0,0,0,1,1,1,2,0,2,2,3,286
205,"PRATHMIK VIDYALYA SHAWAT- I",347,296,0,643,182,146,0,328,228,0,51,16,238,13,0,1,2,0,0,0,0,1,2,2,2,328
206,"PRATHMIK VIDYALYA DHARAULI",269,253,0,522,198,192,0,390,180,0,19,23,304,30,1,2,0,0,1,1,1,0,5,2,1,390
207,"POORV MADH‍YMIK VIDYALAYA LAHI EAST PART",629,531,0,1160,349,246,0,595,360,0,138,96,284,56,2,2,2,0,0,2,1,0,6,2,4,595
208,"POORV MADH‍YMIK VIDYALAYA LAHI WEST PART",551,460,0,1011,299,236,0,535,210,0,45,87,372,16,0,2,4,0,0,1,2,1,3,0,2,535
209,"PRATHMIK VIDYALYA TIKRA",290,246,0,536,195,165,0,360,205,0,61,25,237,23,0,1,0,0,0,1,5,3,1,2,1,360
210,"PRATHMIK VIDYALYA TIKRA",531,482,0,1013,303,219,0,522,522,0,96,32,339,12,2,3,3,0,1,3,4,1,8,10,8,522
211,"PRATHMIK VIDYALYA BAHUTA EAST PART",607,552,0,1159,446,304,0,750,700,0,73,141,457,56,1,1,1,0,3,0,2,4,5,3,3,750
212,"PRATHMIK VIDYALYA BAHUTA WEST PART",611,520,0,1131,414,259,0,673,400,0,99,26,485,41,0,3,7,0,1,1,1,1,3,1,4,673
213,"POORV MADH‍YMIK VIDYALAYA KABOOLPUR H/O BAHUTA",593,543,0,1136,384,277,0,661,1,0,78,77,464,15,2,1,1,1,1,1,2,1,7,6,4,661
214,"PRATHMIK VIDYALYA RAULI EAST PART",522,476,0,998,322,290,0,612,387,0,60,73,439,14,2,2,4,2,5,0,1,2,4,3,1,612
215,"PRATHMIK VIDYALYA RAULI WEST PART",291,275,0,566,179,154,0,333,320,0,60,45,197,14,2,3,1,1,0,1,0,1,2,3,3,333
216,"PRATHMIK VIDYALYA BALHAWAPUR",243,213,0,456,155,148,0,303,51,0,29,34,223,5,2,0,0,0,0,1,1,1,3,0,4,303
217,"PRATHMIK VIDYALYA BARANAPUR",589,475,0,1064,331,250,0,581,167,0,42,97,340,67,2,3,5,1,2,2,1,0,7,5,7,581
218,"PRATHMIK VIDYALYA ANSARI",691,644,0,1335,421,378,0,799,799,0,69,136,509,38,3,2,1,3,0,2,3,6,10,8,9,799
219,"PRATHMIK VIDYALYA LALPUR",705,647,0,1352,385,350,0,735,700,0,81,65,528,16,3,2,0,2,2,2,3,2,16,5,8,735
220,"PRATHMIK VIDYALYA LALPUR",558,510,1,1069,326,221,0,547,20,0,33,37,418,29,1,4,0,0,1,1,2,4,9,2,6,547
221,"POORV MADH‍YMIK VIDYALAYA HAIDERGARH WEST PART",752,628,1,1381,367,268,0,635,203,0,84,93,383,45,7,4,1,0,1,0,0,2,6,5,4,635
222,"POORV MADH‍YMIK VIDYALAYA HAIDERGARH MID PART",427,313,0,740,253,160,0,413,250,0,7,120,255,19,1,0,4,0,0,0,0,2,2,1,2,413
223,"POORV MADH‍YMIK VIDYALAYA HAIDERGARH ATIRIK‍T KAKSH",502,381,0,883,256,165,0,421,256,0,27,173,188,24,0,1,2,0,0,0,1,0,0,1,4,421
224,"POORV MADH‍YMIK VIDYALAYA HAIDERGARH MID PART",719,574,0,1293,417,314,0,731,731,0,21,141,536,16,2,0,2,0,2,0,2,0,3,2,4,731
225,"POORV MADH‍YMIK VIDYALAYA HAIDERGARH EAST PART",585,465,0,1050,361,286,0,647,408,0,40,89,473,25,3,4,2,0,1,0,1,3,3,0,3,647
226,"NAV NIRMIT PRATHKIM VIDYALYA HAIDERGARH NORTH PART",751,702,0,1453,389,254,0,643,35,0,20,395,101,109,2,1,1,0,0,1,7,2,1,0,3,643
227,"NAV NIRMIT PRATHKIM VIDYALYA HAIDERGARH SOUTH PART",670,579,0,1249,351,305,0,656,654,0,15,165,397,64,4,1,0,0,0,0,1,1,3,1,4,656
228,"SARVAJNIK IN‍TER COLLEGE HAIDRAGARH EAST PART",537,414,0,951,299,234,0,533,124,0,5,74,429,16,1,0,1,0,1,0,0,0,1,0,5,533
229,"SARVAJNIK  IN‍TER COLLEGE HAIDRAGARH WEST PART",714,620,0,1334,401,317,0,718,355,0,17,504,161,19,0,3,1,0,1,0,6,1,0,1,4,718
230,"SARVAJNIK IN‍TER COLLEGE HAIDRAGARH MID PART",417,335,0,752,216,145,0,361,305,0,1,124,225,9,0,0,0,1,0,0,0,0,0,1,0,361
231,"SARVAJNIK IN‍TER COLLEGE HAIDRAGARH NORTH PART",358,274,0,632,163,121,0,284,192,0,2,59,218,3,0,0,0,0,0,0,1,0,0,0,1,284
232,"PRATHMIK VIDYALYA HAIDERGARH DEHAT",155,125,0,280,98,87,0,185,139,0,1,27,106,40,2,0,1,0,0,1,0,1,4,2,0,185
233,"P.S. RANAPUR ROOM NO-1",125,108,0,233,94,72,0,166,150,0,17,35,91,14,1,0,0,0,0,1,0,0,3,2,2,166
234,"P.S. RANAPUR ROOM NO-2",379,383,0,762,249,281,0,530,300,0,110,165,234,5,1,1,1,0,0,0,0,2,4,3,4,530
235,"PRATHMIK VIDYALYA JASEPUR EAST PART",283,261,0,544,120,117,0,237,235,0,4,156,24,48,0,0,0,0,1,0,1,0,1,0,2,237
236,"PRATHMIK VIDYALYA JASEPUR WEST PART",255,237,0,492,158,157,0,315,281,0,27,153,112,14,2,0,0,1,2,1,1,1,0,0,1,315
237,"PRATHMIK VIDYALYA PURELODHE SINGH",323,277,0,600,241,183,0,424,124,0,88,41,235,37,0,2,0,0,1,3,1,2,4,4,6,424
238,"PRATHMIK VIDYALYA BAMHRAULI NORTH PART",314,260,0,574,185,162,0,347,22,0,29,142,154,5,2,0,1,0,1,0,0,1,5,2,5,347
239,"PRATHMIK VIDYALYA BAMHRAULI SOUTH PART",499,453,0,952,287,243,0,530,215,0,110,91,250,50,4,1,2,0,2,2,0,2,6,3,7,530
240,"PRATHMIK VIDYALYA BHRAMPUR",172,174,0,346,129,127,0,256,26,0,21,59,73,93,1,3,0,0,0,0,0,0,2,3,1,256
241,"PRATHMIK VIDYALYA GADHI H/O SATARHI",726,652,0,1378,473,430,0,903,903,0,282,150,346,65,7,5,1,1,4,1,15,2,6,6,12,903
242,"PRATHMIK VIDYALYA GHARKUINYA",621,595,0,1216,430,428,0,858,858,0,198,38,554,26,4,3,7,1,0,1,5,4,5,6,6,858
243,"PRATHMIK VIDYALYA BHETAMUWA",494,454,0,948,335,295,0,630,545,0,99,92,385,27,0,0,0,3,1,1,0,0,13,3,6,630
244,"POORV MADH‍YMIK VIDYALAYA MANPUR H/O DANDUPUR",565,499,0,1064,351,325,0,676,176,0,25,168,403,24,0,1,1,0,1,3,3,2,15,13,17,676
245,"PRATHMIK VIDYALYA GAURA NORTH PART",563,500,0,1063,328,291,0,619,525,0,117,79,375,27,0,0,0,0,0,0,4,1,6,1,9,619
246,"PRATHMIK VIDYALYA GAURA SOUTH PART",290,269,0,559,157,123,0,280,4,0,79,35,129,13,1,2,0,0,2,3,2,3,5,3,3,280
247,"PRATHMIK VIDYALYA SARAY RAWAT",740,638,0,1378,430,291,0,721,711,0,48,33,488,109,5,3,1,0,0,4,3,1,5,6,15,721
248,"PRATHMIK VIDYALYA THANPUR",526,448,0,974,329,252,0,581,176,0,77,149,273,58,2,3,1,0,1,0,0,2,8,2,5,581
249,"PRATHMIK VIDYALYA SANTOSHPUR",274,246,0,520,176,155,0,331,1,0,29,107,154,13,0,1,1,0,2,1,0,3,3,4,13,331
250,"PRATHMIK VIDYALYA BHITAURA",410,345,0,755,241,228,0,469,111,0,35,57,323,34,4,0,2,0,0,2,1,3,4,1,3,469
251,"PRATHMIK VIDYALYA DATAULICHANDA NORTH PART",671,600,0,1271,354,282,0,636,626,0,121,101,317,72,2,4,4,0,1,3,2,0,4,1,4,636
252,"PRATHMIK VIDYALYA DATAULICHANDA SOUTH PART",316,260,0,576,183,111,0,294,5,0,15,22,226,17,0,0,3,0,1,0,0,0,4,2,4,294
253,"PRATHMIK VIDYALYA NAIPURA",508,417,0,925,325,243,0,568,1,0,54,66,376,38,3,2,3,0,2,1,3,3,11,2,4,568
254,"PRATHMIK VIDYALYA SITHUMAU EASTPART",544,505,0,1049,303,265,0,568,567,0,105,119,277,35,4,1,0,1,2,0,3,1,3,4,13,568
255,"PRATHMIK VIDYALYA ANDAUMAU",236,230,0,466,169,172,0,341,1,0,151,20,117,27,2,4,5,1,1,1,2,1,3,5,1,341
256,"PRATHMIK VIDYALYA MALINPUR",195,169,0,364,159,134,0,293,1,0,43,108,131,2,1,0,1,0,2,0,0,1,3,1,0,293
257,"PRATHMIK VIDYALYA SALPUR",629,530,0,1159,377,305,0,682,90,0,95,131,317,94,2,2,2,0,0,5,5,3,9,3,14,682
258,"PRATHMIK VIDYALYA RANIPUR",637,587,0,1224,366,333,0,699,49,0,137,111,366,39,4,6,0,1,3,1,5,4,6,2,14,699
259,"PRATHMIK VIDYALYA TIKARAM H/O BEHTA EAST PART",494,432,0,926,267,235,0,502,502,0,114,109,222,36,1,2,0,0,0,2,3,2,6,1,4,502
260,"PRATHMIK VIDYALYA TIKARAM H/O BEHTA WEST PART",533,435,0,968,290,178,0,468,20,0,63,69,261,42,2,1,2,1,1,3,1,3,8,6,5,468
261,"PRATHMIK VIDYALYA PEHARUWA EAST PART",467,403,0,870,337,220,0,557,300,0,65,79,326,62,3,2,1,1,2,0,0,2,8,0,6,557
262,"PRATHMIK VIDYALYA PEHARUWA WEST PART",384,342,0,726,251,240,0,491,300,0,63,51,287,79,2,1,2,1,0,0,0,1,1,0,3,491
263,"PRATHMIK VIDYALYA SANSARA",592,525,0,1117,379,399,0,778,513,0,277,77,247,138,4,2,1,1,3,1,2,1,11,4,9,778
264,"PRATHMIK VIDYALYA BIJAPUR",600,523,0,1123,387,346,0,733,150,0,181,99,347,68,4,1,0,0,0,1,3,3,10,6,10,733
265,"PRATHMIK VIDYALYA SRAYCHAUBE",312,269,0,581,194,168,0,362,57,0,94,83,112,49,3,1,1,1,0,0,1,5,5,2,5,362
266,"PRATHMIK VIDYALYA KHARSATIYA",705,607,0,1312,478,365,0,843,807,0,75,165,485,77,0,2,1,0,3,2,1,2,14,7,9,843
267,"PRATHMIK VIDYALYA BHIKAHRA NORTH PART",653,638,0,1291,415,384,0,799,167,0,44,63,599,28,7,2,3,3,5,3,1,2,13,7,19,799
268,"PRATHMIK VIDYALYA BHIKAHRA SOUTH PART",470,442,0,912,329,253,0,582,1,0,96,46,356,31,3,5,4,1,1,2,1,4,13,7,12,582
269,"PRATHMIK VIDYALYA GOSUPUR",684,600,0,1284,431,357,0,788,642,0,133,131,460,23,2,1,4,1,0,5,3,2,7,3,13,788
270,"PRATHMIK VIDYALYA BARAWAN NORTH PART",428,385,0,813,271,246,0,517,10,0,38,49,269,130,2,1,3,3,1,2,3,2,7,4,3,517
271,"PRATHMIK VIDYALYA BARAWAN SOUTH PART",460,387,0,847,290,220,0,510,504,0,50,22,340,73,3,0,0,0,1,2,1,3,6,5,4,510
272,"PRATHMIK VIDYALYA SHIVRAJPUR",283,270,1,554,179,189,0,368,43,0,105,74,151,21,0,0,0,1,1,1,1,3,3,3,4,368
273,"PRATHMIK VIDYALYA HARPALPUR",545,464,1,1010,361,317,0,678,58,0,241,94,206,112,3,2,3,0,2,2,0,1,3,3,6,678
274,"PRATHMIK VIDYALYA NARAULI",447,372,0,819,237,223,0,460,12,0,29,56,184,167,7,2,3,2,1,0,2,0,2,2,3,460
275,"PRATHMIK VIDYALYA GOSIYAMAU",694,571,0,1265,370,308,0,678,506,0,217,53,193,132,9,3,2,3,9,5,14,8,10,8,12,678
276,"POORV MADH‍YMIK VIDYALAYA THALWARA EAST PART ROOM NO-1",722,647,0,1369,372,345,0,717,1,0,188,89,198,143,3,3,0,2,4,3,51,9,7,6,11,717
277,"POORV MADH‍YMIK VIDYALAYA THALWARA MID. PART ROOM NO-2",240,214,0,454,130,97,0,227,1,0,27,15,124,41,2,2,0,0,2,1,2,1,5,3,2,227
278,"POORV MADH‍YMIK VIDYALAYA THALWARA MID. PART ROOM NO-3",552,460,0,1012,245,212,0,457,167,0,92,116,134,57,2,1,1,1,2,1,36,2,5,2,5,457
279,"POORV MADH‍YMIK VIDYALAYA THALWARA EAST PART ROOM NO-4",460,391,0,851,238,164,0,402,20,0,62,133,152,10,1,3,1,0,1,1,5,1,10,10,12,402
280,"PRATHMIK VIDYALYA MOHAMMADPUR EAST PART",381,344,0,725,189,141,0,330,320,0,37,24,199,49,1,1,1,0,0,2,0,1,6,2,7,330
281,"PRATHMIK VIDYALYA MOHAMMADPUR WEST PART",560,475,0,1035,285,250,0,535,535,0,61,42,305,88,1,2,1,1,1,1,17,0,6,3,6,535
282,"NAV NIRMIT PRATHKIM VIDYALYA RUKUNUDDINPUR",685,624,0,1309,374,306,0,680,680,0,71,84,381,120,2,2,1,0,2,1,2,1,6,1,6,680
283,"PRATHMIK VIDYALYA JONDHI",227,226,0,453,169,166,0,335,255,0,31,11,155,115,2,0,0,0,0,3,2,5,6,1,4,335
284,"PRATHMIK VIDYALYA CHAUBISI",734,688,0,1422,447,331,0,778,43,0,123,103,350,170,9,4,2,1,1,1,0,0,9,2,3,778
285,"PRATHMIK VIDYALYA CHAUBISI ATIRIK‍T KAKSH",768,663,0,1431,411,402,0,813,18,0,43,36,474,227,6,3,2,0,1,2,3,1,8,1,6,813
286,"PRATHMIK VIDYALYA CHABISI",742,649,0,1391,533,288,0,821,821,0,35,29,380,338,6,5,1,0,1,0,1,5,5,4,11,821
287,"NAV NIRMIT PRATHKIM VIDYALYA KIRISIYA EAST PART",736,626,0,1362,417,384,0,801,6,0,274,148,252,87,1,2,4,1,0,1,8,3,5,2,13,801
288,"NAV. NIRMIT PRATHKIM VIDYALYA KIRSIYA BHOOKM‍P AVRODHI KAKSH EAST PART",698,625,0,1323,376,294,0,670,202,0,72,163,337,76,0,1,2,0,0,0,2,3,3,1,10,670
289,"NAV NIRMIT PRATHKIM VIDYALYA KIRSIYA NORTH PART",481,380,0,861,188,138,0,326,95,0,35,45,184,37,1,2,1,0,0,0,2,1,3,4,11,326
290,"PRATHKIM VIDYALYA MARUI EAST PART",450,402,0,852,233,150,0,383,300,0,68,119,130,31,0,1,4,3,1,1,4,4,4,3,10,383
291,"PRATHMIK VIDYALYA MARUI WEST PART",310,290,0,600,128,118,0,246,5,0,66,102,48,24,0,0,2,0,0,0,1,1,1,1,0,246
292,"PRATHMIK VIDYALYA MARUI A ATIRIK‍T KAKSH NO-4",522,454,0,976,312,280,0,592,325,0,50,61,373,96,3,1,3,0,0,2,0,0,1,1,1,592
293,"PRATHMIK VIDYALYA OHARAMAU",653,580,0,1233,384,325,0,709,9,0,38,135,242,245,8,1,0,1,2,4,2,4,6,7,14,709
294,"PRATHMIK VIDYALYA RAKSAHA",252,246,0,498,150,163,0,313,12,0,30,20,199,48,0,1,0,0,0,0,2,4,5,1,3,313
295,"PU.MA. VIDYA. KAMELA EAST PART",743,663,0,1406,425,370,0,795,2,0,61,94,520,56,0,3,2,0,3,1,7,8,18,9,13,795
296,"PU.MA. VIDYA. KAMELA WEST PART",460,407,0,867,299,248,0,547,4,0,79,61,329,62,1,0,0,1,0,0,0,3,4,5,2,547
297,"PRATHMIK VIDYALYA PICHURI NIKAMAT",321,293,0,614,180,169,0,349,8,0,52,38,216,17,2,0,4,0,1,1,2,1,5,2,8,349
298,"PRATHMIK VIDYALYA ISLAMPUR",389,364,0,753,234,216,0,450,2,0,99,98,196,29,6,2,2,1,0,2,2,2,3,2,6,450
299,"NAV NIRMIT PRATHKIM VIDYALYA BHATGANWA",648,557,0,1205,322,270,0,592,302,0,78,102,332,49,2,2,1,1,0,2,3,5,7,3,5,592
300,"NAV NIRMIT PRATHKIM VIDYALYA SANDWA",579,486,0,1065,346,264,0,610,23,0,94,156,262,46,2,3,4,2,2,3,5,3,6,10,12,610
301,"PRATHMIK VIDYALYA SARAY CHANDEL H/O KHANPUR",682,639,1,1322,398,352,0,750,70,0,151,92,377,47,6,4,6,2,1,5,4,8,26,12,9,750
302,"POORV MADH‍YMIK VIDYALAYA KHANPUR (SHAHPUR)",625,528,0,1153,310,256,0,566,30,0,59,146,290,44,3,1,2,2,0,0,5,1,7,3,3,566
303,"PRATHMIK VIDYALYA SUBEHA-II",762,760,0,1522,406,395,0,801,721,0,88,172,401,112,2,2,1,1,2,0,1,3,7,2,7,801
304,"POORV MADH‍YMIK VIDYALAYA SUBEHA EAST PART",440,401,0,841,218,184,0,402,4,0,57,196,86,40,1,1,0,0,1,2,6,0,3,3,6,402
305,"POORV MADH‍YMIK VIDYALAYA SUBEHA  ATIRIKT KASH NO 1",473,446,0,919,243,232,0,475,475,0,5,351,47,56,2,0,0,0,0,0,5,1,2,1,5,475
306,"POORV MADH‍YMIK VIDYALAYA SUBEHA MID PART",775,695,0,1470,369,281,0,650,297,0,57,341,105,102,1,0,2,1,1,0,22,5,3,2,8,650
307,"POORV MADH‍YMIK VIDYALAYA SUBEHA WEST PART",458,392,0,850,190,218,0,408,1,0,149,70,32,119,6,0,1,0,0,0,11,3,5,1,11,408
308,"POORV MADH‍YMIK VIDYALAYA ATIRIKT KASH NO 2",442,388,0,830,225,153,0,378,102,0,35,143,104,65,1,1,1,1,0,0,16,5,2,2,2,378
309,"PRA.VID.SUBEHA-I NORTH PART",679,613,0,1292,324,233,0,557,383,0,40,103,257,99,2,2,2,0,2,2,28,2,6,3,9,557
310,"PRA.VID.SUBEHA-I SAUTH PART",720,662,0,1382,358,292,0,650,503,0,24,180,144,243,3,3,1,1,2,3,26,5,4,4,7,650
311,"NAVNIRMIT PRATHKIM VIDYALYA ALAPUR",565,458,0,1023,342,256,0,598,102,0,82,102,335,33,4,7,1,2,2,1,2,5,6,6,10,598
312,"NAV NIRMIT PRATHKIM VIDYALYA MUHIUDDINSARAY",464,389,0,853,263,221,0,484,4,0,61,40,284,71,5,3,1,3,0,0,4,2,5,2,3,484
313,"POORV MADH‍YMIK VIDYALAYA SHARIPHABAD NORTH PART",662,533,0,1195,318,200,0,518,318,0,109,70,225,69,2,3,3,2,0,1,0,4,9,6,15,518
314,"POORV MADH‍YMIK VIDYALAYA SHARIPHABAD SAUTH PART",755,621,0,1376,326,154,0,480,231,0,52,99,268,33,2,1,1,2,1,0,1,4,5,4,7,480
315,"PRATHMIK VIDYALYA CHAKURA",668,540,0,1208,481,342,0,823,669,0,40,17,351,360,8,2,2,1,3,3,3,3,10,7,13,823
316,"PRATHMIK VIDYALYA KAITHI H/O MUSTAFABAD",821,694,0,1515,458,363,0,821,204,0,282,117,329,40,2,5,2,0,2,1,3,6,10,9,13,821
317,"PRATHMIK VIDYALYA REHURA",423,388,0,811,236,176,0,412,20,0,33,52,288,22,2,1,2,0,1,2,0,1,5,1,2,412
318,"PRATHMIK VIDYALYA JAMINHUSENABAD NORTH PART",641,517,0,1158,310,250,0,560,300,0,16,152,277,83,1,2,2,1,0,1,2,4,8,5,6,560
319,"PRATHMIK VIDYALYA JAMINHUSENABAD SAUTH PART",399,327,0,726,201,144,0,345,203,0,41,74,171,36,3,2,1,2,1,1,0,1,5,1,6,345
320,"PRATHMIK VIDYALYA JAMINHUSENABAD ATIRIKT KASH-1",443,364,0,807,161,130,0,291,286,0,27,156,88,9,0,0,1,0,1,0,1,1,3,0,4,291
321,"POORV MADH‍YMIK VIDYALAYA H/O ISLAMPUR EAST PART",756,650,1,1407,350,266,0,616,616,0,72,122,351,30,2,0,0,1,2,0,5,2,12,5,12,616
322,"POORV MADH‍YMIK VIDYALAYA H/O ISLAMPUR MID PART",724,644,2,1370,342,307,0,649,649,0,47,179,356,20,5,3,2,1,3,2,4,6,8,0,13,649
