"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - TUFANI","2 - TUFANI NISHAD","3 - BHOLANATH ALIAS B.P. SAROJ","4 - RAM CHARITRA NISHAD","5 - SUBAS CHANDRA","6 - RAJ ALIAS VIRENDRA KUMAR SONKAR","7 - RAJESH","8 - LALJI","9 - SIKANDAR","10 - SURESH GAUTAM","11 - HARI","12 - OMPRAKASH ALIAS AMBEDKAR","13 - RAJESH SONKAR","14 - SHRAVAN KUMAR PASWAN","15 - HARINATH","16 - None of the Above","Total Votes Secured"
178,"P S TALA MAJHWARA NORTH SIDE",798,648,0,1446,472,373,0,845,500,0,163,27,71,536,18,4,1,1,3,2,4,2,7,4,0,2,845
179,"JHS TALA MAJHWARA",742,612,0,1354,409,375,0,784,50,0,206,39,337,160,3,10,0,1,1,1,2,0,4,7,2,11,784
180,"P S BHAGARI MIDDLE SIDE",788,628,0,1416,381,345,0,726,726,0,218,25,176,274,7,4,1,0,4,0,1,5,1,2,2,6,726
181,"JHS BAKARABAD NORTH SIDE",905,699,0,1604,373,332,0,705,705,0,93,45,185,337,12,10,1,1,1,0,2,2,2,5,2,7,705
182,"JHS BAKARABAD NORTH SIDE",481,365,0,846,165,165,0,330,330,0,126,23,68,86,3,7,0,1,0,0,1,1,1,6,3,4,330
183,"JHS BAKARABAD NORTH SIDE",559,410,0,969,271,238,0,509,506,0,214,31,155,72,7,4,2,2,2,1,2,0,0,5,2,10,509
184,"JHS BAKARABAD MIDDLE SIDE",506,350,1,857,230,151,0,381,60,0,93,9,151,112,1,2,0,0,1,0,0,0,0,4,2,6,381
185,"P S KODARI",467,378,0,845,250,228,0,478,478,0,40,11,172,227,7,5,0,2,0,0,1,1,0,9,1,2,478
186,"K P S SIRKONI EAST SIDE",776,614,0,1390,368,336,0,704,701,0,135,27,351,147,8,6,0,1,2,0,2,8,5,4,5,3,704
187,"K P S SIRKONI WEST SIDE",851,598,0,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"P S SEHMALPUR NORTH SIDE",745,637,0,1382,361,319,0,680,680,0,118,30,280,223,4,1,0,0,2,4,0,1,3,7,7,0,680
189,"P S SEHMALPUR WEST SIDE",810,593,0,1403,369,268,0,637,637,0,265,20,127,184,6,19,0,1,0,2,0,3,1,3,2,4,637
190,"P S SEHMALPUR MIDDLE SIDE",565,464,1,1030,309,292,0,601,598,0,102,18,289,155,9,6,0,0,1,1,0,0,3,9,3,5,601
191,"P S BADALPUR",641,517,0,1158,314,285,0,599,599,0,193,12,142,216,11,2,1,1,2,2,0,0,9,1,5,2,599
192,"P S NATTHANPUR NORTH SIDE",624,521,0,1145,203,231,0,434,22,0,87,111,120,88,6,10,1,0,0,0,1,1,1,1,5,2,434
193,"P S NATTHANPUR NORTH SIDE",303,256,0,559,155,141,0,296,296,0,47,27,37,175,8,1,0,0,0,0,0,0,0,1,0,0,296
194,"P S NATTHANPUR SOUTH SIDE",689,552,0,1241,261,290,0,551,551,0,41,16,52,398,17,9,0,1,0,1,1,2,1,9,2,1,551
195,"P S KOTWALPUR",421,370,0,791,200,219,0,419,419,0,70,7,217,110,1,1,0,1,0,0,1,2,0,3,1,5,419
196,"P S KOTWALPUR SOUTH SIDE",764,659,0,1423,312,330,0,642,642,0,113,27,313,139,13,1,0,3,9,1,2,1,0,9,4,7,642
197,"P S MANHAN NORTH SIDE",805,656,0,1461,289,284,0,573,573,0,122,99,135,200,5,7,1,0,0,1,1,0,0,1,1,0,573
198,"P S MANHAN NORTH SIDE",359,297,0,656,141,159,0,300,300,0,52,13,174,49,2,1,0,0,0,0,1,1,2,1,2,2,300
199,"P S RASULPUR",562,501,1,1064,274,262,0,536,536,0,41,62,120,282,15,3,0,0,0,0,2,0,3,2,3,3,536
200,"P S IZARI",680,593,0,1273,342,316,0,658,656,0,66,33,286,244,4,4,0,1,1,2,1,3,5,4,2,2,658
201,"K P S IZARI",693,618,0,1311,389,365,0,754,754,0,244,36,209,224,10,10,1,0,0,1,2,3,2,3,2,7,754
202,"P S PIPARIYA",340,295,0,635,130,150,0,280,280,0,31,7,64,156,9,0,0,0,3,3,1,0,1,4,1,0,280
203,"P S NEWADIYA",595,533,0,1128,279,288,0,567,437,0,81,16,174,236,13,11,0,0,1,2,1,0,7,7,10,8,567
204,"BHAGWANTI MAHILA I C NEWADIYA",890,717,0,1607,448,408,0,856,331,0,119,26,195,473,12,4,1,0,1,2,2,0,2,6,4,9,856
205,"BHAGWANTI MAHILA I C NEWADIYA",591,540,0,1131,380,212,0,592,592,0,109,18,62,370,19,6,1,0,2,0,0,0,0,3,1,1,592
206,"BHAGWANTI MAHILA I C NEWADIYA",500,426,0,926,276,216,0,492,81,0,50,10,137,269,13,1,0,0,3,1,0,0,3,1,2,2,492
207,"BHAGWANTI MAHILA I C NEWADIYA",487,366,0,853,190,126,0,316,316,0,17,16,57,206,9,0,0,0,2,3,0,1,0,2,2,1,316
208,"BHAGWANTI MAHILA I C NEWADIYA",572,473,0,1045,271,218,0,489,489,0,104,10,21,340,7,0,1,0,0,0,0,0,0,1,2,3,489
209,"P S UTTARPATTI",641,470,0,1111,271,224,0,495,495,0,106,32,83,234,10,3,2,2,1,1,1,1,1,3,8,7,495
210,"P S UTTARPATTI",344,285,0,629,135,118,0,253,253,0,32,8,60,141,5,1,0,1,0,0,0,0,0,2,1,2,253
211,"P S KARMAUWA KALA",650,556,0,1206,345,296,0,641,641,0,218,17,155,208,10,4,2,0,1,3,5,1,3,7,4,3,641
212,"P S BANEWARA",657,574,0,1231,299,368,0,667,370,0,183,19,50,360,19,3,1,1,2,0,0,6,1,6,6,10,667
213,"P S BANEWARA",519,406,0,925,235,239,0,474,250,0,40,10,167,219,13,3,1,1,2,2,0,2,4,4,2,4,474
214,"P S CHHATTISA KHURD",239,205,0,444,103,117,0,220,220,0,42,5,27,128,15,0,0,0,0,0,0,1,0,2,0,0,220
215,"P S BALLIPUR",205,196,0,401,110,113,0,223,223,0,3,6,83,103,2,5,1,1,2,1,1,1,1,0,1,12,223
216,"P S PADRAON",593,510,0,1103,241,238,0,479,479,0,23,18,207,195,16,3,0,1,1,1,0,0,0,5,2,7,479
217,"P S PADRAON",664,603,0,1267,346,353,0,699,699,0,47,24,159,403,28,9,2,2,2,1,3,5,5,4,2,3,699
218,"P S KHETAPUR",861,737,0,1598,424,392,0,816,807,0,99,27,207,412,15,35,1,2,0,0,2,1,6,3,2,4,816
219,"P S DODAPUR",522,491,0,1013,316,255,0,571,571,0,201,35,125,183,6,4,2,3,0,0,0,0,0,5,2,5,571
220,"P S BUDDHIPUR",872,692,0,1564,425,437,0,862,862,0,84,27,183,525,30,1,0,1,1,0,1,1,0,5,2,1,862
221,"P S BUDDHIPUR",625,516,0,1141,370,331,0,701,701,0,18,22,81,545,17,6,0,1,0,0,0,0,1,5,2,3,701
222,"P M V NOKARA(MANAPUR)",587,504,0,1091,293,302,0,595,595,0,73,9,321,175,6,3,0,1,0,0,0,0,1,3,3,0,595
223,"P M V NOKARA(MANAPUR)",403,360,0,763,186,224,0,410,324,0,52,27,98,204,11,4,1,0,1,0,1,1,1,3,1,5,410
224,"P S BAHARI",620,518,0,1138,262,284,0,546,247,0,105,19,103,274,21,5,1,0,0,2,6,1,1,4,1,3,546
225,"JHS CHORARI",518,387,0,905,229,214,0,443,120,0,80,19,74,248,12,3,1,0,1,1,0,0,1,2,0,1,443
226,"JHS CHORARI",727,503,0,1230,322,272,0,594,574,0,139,26,210,193,10,6,0,2,1,0,0,0,2,0,0,5,594
227,"P S CHORARI",586,452,0,1038,248,241,0,489,489,0,117,5,155,194,6,2,0,0,1,0,0,0,2,1,1,5,489
228,"P S TEKARDEEH",267,280,0,547,151,174,0,325,325,0,13,2,19,267,12,4,0,0,0,1,2,2,1,0,1,1,325
229,"P S TEKARDEEH",521,520,0,1041,324,326,0,650,648,0,53,12,211,329,16,8,1,0,3,1,2,1,3,5,4,1,650
230,"P S LAKHAPUR",642,563,0,1205,393,331,0,724,724,0,61,22,129,462,21,5,2,1,3,1,1,1,2,7,3,3,724
231,"JHS GUTAWAN",562,429,0,991,275,239,0,514,514,0,94,18,44,309,17,7,1,0,1,1,1,3,5,6,4,3,514
232,"JHS GUTAWAN",354,232,0,586,174,134,0,308,80,0,35,19,74,170,5,2,0,0,1,0,0,1,0,0,0,1,308
233,"JHS GUTAWAN",449,410,0,859,261,230,0,491,343,0,93,13,24,321,17,3,0,0,1,0,1,3,3,2,3,7,491
234,"P S BINDRAWAN",312,265,0,577,158,182,0,340,127,0,15,10,250,46,7,0,0,0,1,0,0,1,0,4,4,2,340
235,"PANCHAYAT BHAWAN MADHUPUR",689,609,0,1298,285,290,0,575,575,0,56,16,184,278,18,3,0,4,0,2,3,1,1,6,3,0,575
236,"P S KHAIRUDDINPUR",513,413,0,926,238,244,0,482,482,0,55,8,196,170,12,14,1,1,0,0,1,1,6,4,4,9,482
237,"P S JETHPURA",910,699,0,1609,372,428,0,800,800,0,133,91,128,368,34,3,0,2,5,5,1,3,8,9,4,6,800
238,"P S BIDAURI",669,581,0,1250,355,347,0,702,702,0,66,39,138,415,15,8,0,0,0,1,3,3,2,5,3,4,702
239,"P S BIDAURI",453,423,0,876,227,264,0,491,425,0,34,16,47,356,16,1,0,2,2,0,3,4,1,6,2,1,491
240,"P S SARAISITAM",599,569,0,1168,312,334,0,646,635,0,55,41,165,338,19,5,0,1,2,0,0,2,5,7,0,6,646
241,"P S USRAON",727,717,0,1444,375,448,0,823,823,0,36,27,203,490,29,5,2,1,1,5,5,1,4,6,3,5,823
242,"P S USRAON",634,570,0,1204,272,339,0,611,611,0,91,36,186,243,12,4,2,4,3,3,1,5,3,7,2,9,611
243,"P S DUHAWAR",552,492,0,1044,260,340,0,600,600,0,108,20,55,373,21,2,1,0,2,0,1,1,4,1,3,8,600
244,"P S RAJAPUR",179,148,0,327,98,74,0,172,172,0,59,8,24,66,6,1,0,0,0,0,1,0,2,2,0,3,172
245,"P S RAJAPUR",684,561,0,1245,337,319,0,656,656,0,156,42,158,255,19,5,0,1,0,1,1,0,1,1,2,14,656
246,"P M V DERARPUR",425,403,0,828,290,230,0,520,520,0,322,8,63,110,6,2,0,0,0,1,1,0,0,2,2,3,520
247,"P S CHADAI DHEKAHA",199,187,0,386,119,110,0,229,229,0,43,12,73,87,1,0,0,0,1,1,0,0,1,7,1,2,229
248,"P S KHETAB CHADAI",390,321,0,711,223,198,0,421,421,0,238,3,29,132,9,0,1,0,0,0,0,3,1,1,2,2,421
249,"P S CHADAI DHEKAHAN",773,631,0,1404,377,407,0,784,784,0,40,23,277,390,24,3,1,0,2,3,5,2,2,8,3,1,784
250,"P S HARSINGHPUR",563,482,0,1045,255,292,0,547,547,0,93,39,199,183,16,0,1,1,0,1,3,2,2,1,2,4,547
251,"P S HARSINGHPUR",511,444,0,955,221,286,0,507,507,0,11,22,316,142,4,1,1,0,0,0,0,0,2,3,3,2,507
252,"P S ITAYE(MANAPUR)",458,349,0,807,212,155,0,367,367,0,21,16,171,127,4,9,0,0,3,1,1,2,1,3,2,6,367
253,"ADARSH I COLLEGE ITAYE",703,647,0,1350,395,413,0,808,808,0,67,20,54,597,29,6,2,0,1,2,2,1,5,8,5,9,808
254,"ADARSH I COLLEGE ITAYE",482,412,0,894,252,215,0,467,467,0,265,8,38,140,2,1,3,0,1,0,2,0,3,2,2,0,467
255,"JHS DAUDI",743,694,0,1437,319,390,0,709,709,0,74,33,220,338,13,3,4,7,1,2,1,0,2,3,6,2,709
256,"JHS DAUDI",589,453,0,1042,266,248,0,514,514,0,95,11,276,108,7,0,1,1,2,2,6,0,0,2,1,2,514
257,"P S ITIYABIR",532,525,0,1057,308,311,0,619,619,0,366,11,55,127,14,11,1,1,2,2,6,0,6,1,7,9,619
258,"P M V BHATWAR",564,450,0,1014,221,239,0,460,460,0,24,35,64,308,14,1,0,0,3,0,5,0,0,2,1,3,460
259,"P M V BHATWAR",319,251,0,570,140,151,0,291,291,0,54,1,79,152,0,1,0,1,0,0,0,0,0,1,1,1,291
260,"P S DAUDI",396,347,0,743,199,194,0,393,393,0,125,15,148,83,4,1,2,0,0,0,3,3,1,3,4,1,393
261,"P S NEWADA",535,464,0,999,302,240,0,542,541,0,53,12,317,143,8,1,2,1,0,0,0,0,0,2,1,2,542
262,"P S SADULLAPUR",793,690,0,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"P S SEWANDEEH",329,274,0,603,151,155,0,306,152,0,7,9,30,251,5,2,0,0,0,0,0,0,1,0,0,1,306
264,"P S GADANPUR",270,235,0,505,124,112,0,236,236,0,98,10,26,74,5,10,2,1,1,1,1,0,1,3,1,2,236
265,"P S PASIYAHI KHURD",562,497,0,1059,273,310,0,583,583,0,181,27,130,207,9,2,0,3,0,0,5,1,1,7,4,6,583
266,"P S PASIYAHI KHURD",635,567,0,1202,332,362,0,694,694,0,99,19,17,472,26,8,3,1,2,6,3,0,7,11,8,12,694
267,"P S PASIYAHI KALA",620,517,0,1137,276,225,0,501,184,0,244,11,37,160,8,11,0,1,1,1,9,2,1,6,5,4,501
268,"P S PARMALPATTI",696,633,0,1329,468,306,0,774,774,0,180,9,207,328,11,14,1,3,4,0,2,1,1,2,3,8,774
269,"P S GOSAIPUR",524,414,0,938,255,261,0,516,516,0,130,27,180,149,10,1,1,3,0,0,1,2,3,5,1,3,516
270,"P S LACHHANPUR",353,284,0,637,239,173,0,412,399,0,24,12,96,258,5,0,0,0,2,0,0,2,1,6,4,2,412
271,"P S SARAIYA",383,301,0,684,193,176,0,369,369,0,21,15,82,191,16,9,1,3,2,1,18,1,1,4,3,1,369
272,"P S BODHIPUR",559,457,0,1016,365,288,0,653,653,0,21,18,49,524,22,7,2,1,1,0,2,1,2,2,0,1,653
273,"INTER COLLEGE TARTI DHANETHU",659,512,0,1171,312,307,0,619,413,0,25,23,249,298,9,3,0,1,1,1,0,1,2,2,4,0,619
274,"P M V DEEPAPUR",765,644,0,1409,385,432,0,817,682,0,180,22,150,419,14,13,1,0,2,4,0,0,0,3,3,6,817
275,"P S BASIRPUR",321,289,0,610,184,179,0,363,363,0,21,2,47,274,7,1,1,0,1,0,1,1,3,2,1,1,363
276,"P S JAIRAMPUR",720,610,0,1330,359,334,0,693,693,0,133,21,121,368,26,1,0,2,2,2,1,1,3,2,6,4,693
277,"P S RAJAPUR URF KHORAVIR",527,441,0,968,266,235,0,501,100,0,31,32,41,347,23,2,0,1,0,2,1,1,3,4,4,9,501
278,"P S BASAPUR STHIT JUDPUR",309,283,0,592,145,184,0,329,329,0,46,41,72,160,5,2,0,1,0,0,0,0,0,1,0,1,329
279,"P S KORRI",586,494,0,1080,238,245,0,483,483,0,94,25,76,253,12,4,1,2,2,1,2,1,3,0,3,4,483
280,"NEHARU I C NAHORA NORTH SIDE",501,415,0,916,278,216,0,494,492,0,58,14,129,270,6,3,0,1,1,1,0,1,1,4,4,1,494
281,"NEHARU I C NAHORA MIDDLE SIDE",789,640,0,1429,407,316,0,723,678,0,124,58,190,311,17,5,0,0,3,3,0,0,0,8,2,2,723
282,"NEHARU I C NAHORA MIDDLE SIDE",678,590,0,1268,298,310,0,608,608,0,109,48,103,303,16,2,1,1,0,2,0,1,4,5,5,8,608
283,"NEHARU I C NAHORA  SOUTH SIDE",677,572,0,1249,271,244,0,515,515,0,120,16,103,229,17,1,0,1,1,0,1,2,6,5,6,7,515
284,"P S KERAON",492,415,0,907,192,204,0,396,396,0,23,45,152,160,6,2,0,0,0,0,1,0,1,2,0,4,396
285,"P S MAHREV NORTH SIDE",637,500,0,1137,353,267,0,620,620,0,187,12,94,298,11,2,0,1,1,2,0,0,0,0,5,7,620
286,"P S MAHREV SOUTH SIDE",639,557,0,1196,309,279,0,588,588,0,124,84,114,213,10,0,0,0,3,0,7,2,4,7,7,13,588
287,"P S BARAI EAST SIDE",645,537,0,1182,439,297,0,736,736,0,83,31,250,333,13,4,1,1,1,0,1,2,3,5,1,7,736
288,"P S BARAI WEST SIDE",597,519,0,1116,343,332,0,675,675,0,225,17,34,353,14,9,0,2,0,0,13,0,1,3,1,3,675
289,"P S PUREV EAST SIDE",572,562,0,1134,298,271,0,569,607,0,50,28,197,258,15,4,0,0,0,1,2,0,2,4,5,3,569
290,"P S PUREV MIDDLE SIDE",728,653,0,1381,362,335,0,697,697,0,42,21,299,290,8,9,0,2,0,1,2,2,1,6,2,12,697
291,"P S PUREV WEST SIDE",806,680,1,1487,350,348,0,698,288,0,86,37,204,339,8,3,2,1,1,1,0,0,1,5,7,3,698
292,"P S MEGHPUR EAST SIDE",616,567,0,1183,267,352,0,619,594,0,63,91,98,317,18,11,0,0,1,0,0,4,0,4,4,8,619
293,"P S THAAN",597,506,0,1103,271,261,0,532,532,0,58,44,137,258,7,4,0,1,4,1,1,0,5,7,2,3,532
294,"P S MOZARA",529,439,0,968,257,300,0,557,557,0,88,38,178,213,4,9,1,0,0,1,14,1,2,3,2,3,557
295,"P S MOZARA",533,470,0,1003,229,274,0,503,124,0,89,16,63,221,4,5,0,0,0,1,82,1,2,5,4,10,503
296,"P S NAHARPATTI",393,362,0,755,235,236,0,471,370,0,44,9,148,232,9,5,0,1,0,0,11,0,1,2,5,4,471
297,"P S SALEMPUR",761,618,0,1379,374,347,0,721,450,0,153,15,209,312,12,2,0,0,4,0,5,2,0,3,2,2,721
298,"P S KUSIYA EAST SIDE",645,518,0,1163,300,286,0,586,586,0,68,12,156,308,7,4,2,0,1,1,21,0,1,2,1,2,586
299,"P S KUSIYA WEST SIDE",498,400,0,898,252,245,0,497,497,0,72,21,212,122,6,1,0,0,2,0,48,0,2,3,4,4,497
300,"P S AMBARPUR",180,163,0,343,81,89,0,170,170,0,63,17,52,32,1,0,0,0,0,0,0,0,1,0,2,2,170
301,"P S GHOSAON",458,387,0,845,276,238,0,514,450,0,25,21,179,279,1,2,1,0,1,0,0,0,0,4,1,0,514
302,"P S DHARAON MIDDLE SIDE",633,465,0,1098,295,231,0,526,104,0,7,19,183,291,5,1,0,1,1,1,2,1,0,10,3,1,526
303,"P S DHARAON WEST SIDE",544,447,0,991,276,229,0,505,505,0,15,31,125,304,10,3,0,1,2,0,7,0,2,2,2,1,505
304,"P S RAMPUR SOIRI NORTH SIDE",575,477,0,1052,237,229,0,466,466,0,138,46,89,129,8,4,1,1,2,1,19,1,3,6,5,13,466
305,"P S RAMPUR SOIRI NORTH SIDE",490,381,0,871,202,208,0,410,410,0,186,11,65,128,8,3,0,1,0,0,0,0,2,3,2,1,410
306,"P S RAMPUR SOIRI SOUTH SIDE",505,485,0,990,232,227,0,459,436,0,109,10,101,209,10,3,1,2,0,1,3,1,1,2,2,4,459
307,"P S RAMPUR SOIRI MIDDLE SIDE",649,542,0,1191,255,260,0,515,515,0,133,38,144,163,10,1,3,2,0,2,1,0,1,2,11,4,515
308,"P S KARDAHA",699,538,0,1237,316,306,0,622,619,0,90,7,270,238,10,3,0,0,0,0,0,0,0,0,2,2,622
309,"P S ASBARANPUR EAST SIDE",701,618,0,1319,257,309,0,566,566,0,143,29,255,97,9,4,2,1,3,0,2,1,1,6,7,6,566
310,"P S ASBARANPUR WEST SIDE",571,486,0,1057,246,226,0,472,472,0,32,11,104,307,11,0,0,0,0,2,0,1,1,1,2,0,472
311,"P S MAKARA",471,371,0,842,226,216,0,442,427,0,16,21,92,273,21,3,2,3,1,1,1,0,0,5,2,1,442
312,"P S MAKARA",563,419,0,982,268,213,0,481,480,0,10,23,96,319,16,1,3,1,2,0,1,1,1,0,3,4,481
313,"RAMRUP I COLLEGE BHAWNATHPUR NORTH SIDE",583,477,0,1060,258,252,0,510,308,0,54,9,291,131,6,3,3,1,1,0,0,0,1,3,3,4,510
314,"RAMRUP I COLLEGE BHAWNATHPUR NORTH SIDE",417,306,1,724,210,142,0,352,351,0,21,14,38,271,3,2,0,1,0,0,0,0,0,0,2,0,352
315,"P S TRILOCHAN SOUTH SIDE",444,352,0,796,212,148,0,360,357,0,95,26,65,153,5,8,1,0,0,1,2,0,0,1,2,1,360
316,"P S KAKORI NORTH SIDE",529,463,0,992,241,231,0,472,472,0,56,22,122,237,10,7,2,0,0,1,5,0,1,4,1,4,472
317,"P S KAKORI SOUTH SIDE",741,674,0,1415,312,342,0,654,653,0,35,59,186,279,20,17,1,3,2,5,22,2,5,2,4,12,654
318,"P S CHHATARI",371,337,0,708,202,181,0,383,383,0,42,16,99,214,5,0,0,0,1,0,0,0,1,2,1,2,383
319,"P S CHHATARI",367,308,0,675,197,213,0,410,410,0,6,11,289,86,3,3,0,0,3,0,2,1,1,3,1,1,410
320,"UMV DUBEPUR CHHITAUNA",622,516,0,1138,298,288,0,586,316,0,61,23,261,207,12,6,1,0,2,0,0,0,4,4,1,4,586
321,"P S NARAINPUR EAST SIDE",357,332,0,689,159,133,0,292,292,0,6,35,44,189,7,1,0,2,0,1,1,1,0,1,1,3,292
322,"P S KUKUDIPUR",338,276,0,614,214,182,0,396,347,0,73,42,49,213,7,0,0,0,0,1,0,0,3,3,3,2,396
323,"P S LOHGAZAR WEST SIDE",618,507,0,1125,278,254,0,532,510,0,46,17,215,211,4,2,0,1,3,1,7,2,4,7,6,6,532
324,"P S LOHGAZAR EAST SIDE",437,348,0,785,194,171,0,365,365,0,5,2,65,278,7,2,1,1,0,0,0,0,0,0,3,1,365
325,"P S PRADHANPUR NORTH SIDE",766,620,0,1386,381,353,0,734,415,0,133,69,138,342,18,4,0,1,0,1,1,3,8,3,9,4,734
326,"P S PRADHANPUR SOUTH SIDE",692,609,0,1301,378,371,0,749,749,0,27,28,339,324,7,5,0,0,1,2,2,0,4,6,2,2,749
327,"B INTER COLLEGE JALALPUR NORTH SIDE",244,191,0,435,179,142,0,321,270,0,143,12,79,63,2,18,0,0,2,0,0,0,0,0,0,2,321
328,"B INTER COLLEGE JALALPUR NORTH SIDE",584,508,0,1092,307,270,0,577,370,0,97,20,117,315,4,9,0,1,2,2,0,0,2,6,1,1,577
329,"P S BIBANMAU",659,579,0,1238,347,349,0,696,696,0,106,24,160,350,16,5,0,1,5,1,1,3,6,4,8,6,696
330,"P S BIBANMAU",277,212,0,489,146,145,0,291,291,0,23,12,133,114,2,0,0,0,0,0,1,0,0,3,1,2,291
331,"P S DARVESHPUR",614,502,0,1116,382,321,0,703,267,0,20,21,205,439,8,0,1,1,0,1,1,0,0,2,3,1,703
332,"P S MAHIMAPUR WEST SIDE",734,568,0,1302,458,341,0,799,352,0,242,43,79,385,12,6,3,2,2,5,1,2,6,0,3,8,799
333,"P S MAHIMAPUR EAST SIDE",748,622,0,1370,493,359,0,852,837,0,152,40,208,390,6,22,1,2,4,2,1,2,6,5,4,7,852
334,"P S LALPUR NORTH SIDE",553,484,0,1037,316,247,0,563,245,0,185,19,154,151,9,11,1,0,23,0,1,2,0,3,0,4,563
335,"P S LALPUR MIDDLE SIDE",755,583,0,1338,402,361,0,763,176,0,67,21,435,197,9,2,0,3,1,3,1,2,6,6,5,5,763
336,"P S LALPUR SOUTH SIDE",369,325,0,694,207,199,0,406,406,0,17,9,200,148,10,2,1,1,1,0,3,0,3,1,3,7,406
337,"P S GAUR",269,249,0,518,150,119,0,269,154,0,184,3,19,53,2,4,1,0,0,0,0,0,0,1,0,2,269
338,"P S NEWADA EAST SIDE",848,697,0,1545,419,365,0,784,784,0,151,71,189,332,9,10,0,0,1,0,0,1,3,4,3,10,784
339,"P S NEWADA MIDDLE SIDE",752,617,0,1369,426,348,0,774,646,0,45,17,410,276,9,4,0,0,0,1,0,2,2,3,2,3,774
340,"K P S NEWADA WEST SIDE",840,657,0,1497,380,349,0,729,685,0,53,13,354,278,6,2,1,0,0,1,2,1,1,6,6,5,729
341,"P S ISMAILA DURGA PRASAD",586,420,0,1006,329,294,0,623,623,0,72,51,230,203,16,12,2,2,2,2,1,2,8,2,9,9,623
342,"P S RAKSAMA TAKIYARAM",387,292,0,679,178,168,0,346,346,0,74,5,43,202,8,1,0,1,2,0,0,2,2,1,1,4,346
343,"P S UDPUR EAST SIDE",781,632,0,1413,307,329,0,636,633,0,10,10,294,296,8,2,0,0,0,0,0,3,2,8,0,3,636
344,"P S UDPUR WEST SIDE",607,477,0,1084,254,300,0,554,554,0,47,79,149,259,10,3,0,1,0,0,0,0,0,2,1,3,554
345,"P S HARIPUR",568,466,0,1034,257,250,0,507,507,0,57,57,211,152,11,4,3,0,0,0,1,1,1,3,1,5,507
346,"JHS HARIPUR",425,332,0,757,172,167,0,339,100,0,71,19,80,141,8,3,0,1,1,0,2,3,1,5,3,1,339
347,"P S SECOND BHAWAN HARIPUR MIDDLE SIDE",818,636,0,1454,343,340,0,683,683,0,53,57,293,250,8,3,0,0,1,1,1,1,6,2,6,1,683
348,"P S SECOND BHAWAN HARIPUR WEST SIDE",596,521,0,1117,287,296,0,583,511,0,135,19,140,258,14,0,1,1,2,0,1,0,2,1,1,8,583
349,"P S MAJHAGAWA KHURD",643,528,0,1171,337,309,0,646,646,0,136,11,215,256,10,4,1,0,1,1,0,0,2,8,1,0,646
350,"JHS MAJHAGAWA KALA WEST SIDE",722,584,0,1306,237,337,0,574,567,0,23,141,234,154,8,4,0,1,0,0,0,0,2,1,4,2,574
351,"JHS MAJHAGAWA KALA MIDDLE SIDE",432,397,0,829,177,224,0,401,400,0,58,17,70,229,14,6,0,0,0,1,0,1,1,1,1,2,401
352,"P S BANPURAWA(MAJHGAWA KALA)EAST SIDE",711,599,0,1310,427,419,0,846,826,0,366,20,342,82,4,7,2,0,1,0,0,0,0,10,3,9,846
353,"P S CHAWARI",736,582,0,1318,383,349,0,732,732,0,59,39,357,258,6,3,0,0,0,0,0,0,2,5,2,1,732
354,"P S OINA NORTH SIDE",452,381,0,833,200,150,0,350,345,0,104,13,87,124,5,9,0,1,2,0,1,0,1,1,0,2,350
355,"P S OINA MIDDLE SIDE",851,712,0,1563,383,400,0,783,783,0,49,45,321,340,10,4,0,0,3,0,0,1,2,3,1,4,783
356,"P S OINA SOUTH SIDE",799,589,0,1388,423,326,0,749,749,0,136,31,301,242,10,5,3,1,0,0,1,0,2,7,2,8,749
357,"P S HORAIYAUR REHATI",510,427,0,937,239,221,0,460,190,0,130,16,122,157,12,5,0,3,5,0,0,0,3,2,1,4,460
358,"P S HORAIYAUR REHATI",364,287,0,651,163,178,0,341,341,0,162,8,80,50,2,18,2,2,1,0,0,0,1,4,5,6,341
359,"P S DHANANJAIPUR",818,625,0,1443,331,327,0,658,648,0,50,21,495,67,3,4,0,0,0,0,0,1,1,6,3,7,658
360,"P S REHATI SOUTH SIDE",620,507,0,1127,292,212,0,504,504,0,104,8,169,196,6,2,1,0,1,1,0,0,2,7,2,5,504
361,"R K J H S REHATI",636,520,0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,"R K J H S REHATI",421,382,0,803,256,265,0,521,521,0,16,21,90,376,9,3,1,0,0,0,1,0,1,2,0,1,521
363,"P S BELA",326,291,0,617,172,168,0,340,340,0,96,15,89,130,4,2,0,0,0,0,0,0,1,2,0,1,340
364,"P S LAHANGPUR EAST SIDE",863,672,0,1535,416,368,0,784,784,0,337,23,144,248,4,7,1,2,1,1,2,1,0,3,5,5,784
365,"P S LAHANGPUR WEST SIDE",800,626,0,1426,436,373,0,809,809,0,205,12,243,324,9,3,1,0,2,0,1,0,2,2,2,3,809
