"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MAHENDRA KUMAR","2 - VINOD KUMAR SONKAR","3 - SHAILENDRA KUMAR","4 - SURESH PASI","5 - MALTI DEVI","6 - RAJENDRA SONKAR","7 - SHRIPAL","8 - SWARNALATA SUMAN","9 - CHHEDDOO","10 - BEENA RANI","11 - MOHAN LAL","12 - None of the Above","Total Votes Secured"
187,"HUBLAL I.C. BHARWARI UTTARI KAKSH",656,578,0,1234,374,321,0,695,695,0,14,512,61,75,2,4,3,3,1,3,9,8,695
188,"P.S. SINDHIYA AAMAD KARARI UTTARI BHAG",613,476,0,1089,413,292,0,705,705,0,19,420,59,164,20,7,9,0,1,0,2,4,705
189,"P.S. SINDHIYA AAMAD KARARI DAKSHINI BHAG",451,358,0,809,242,186,0,428,428,0,8,282,13,86,3,2,9,2,2,4,6,11,428
190,"P.S. BISARA PURVI BHAG",492,421,0,913,249,225,0,474,474,0,8,127,20,219,17,2,50,4,3,3,3,18,474
191,"P.S. BISARA PURVI MADHYA BHAG",335,310,0,645,195,195,0,390,390,0,5,54,20,215,14,2,57,1,3,1,7,11,390
192,"P.S. BISARA PASHCHIMI BHAG",734,601,0,1335,404,332,0,736,736,0,31,273,83,217,22,10,46,7,3,7,7,30,736
193,"P.S. BISARA PASHCHIMI MADHYA BHAG",357,323,0,680,183,174,0,357,357,0,30,122,45,68,9,2,67,1,2,1,4,6,357
194,"P.S. KHAARA",325,279,0,604,154,171,0,325,325,0,15,72,29,172,3,0,22,2,1,0,4,5,325
195,"KANYA P.S. RASOOLPUR GIRSA PURVI BHAG",648,534,0,1182,355,302,0,657,657,0,18,325,95,130,32,3,37,2,1,2,2,10,657
196,"KANYA P.S. RASOOLPUR GIRSA PASHCHIMI BHAG",306,242,0,548,195,159,0,354,354,0,5,137,59,116,5,1,16,0,1,1,6,7,354
197,"P.S. RAMPUR SUHELAKHAS UTTARI BHAG",675,574,0,1249,320,296,0,616,616,0,37,108,117,291,7,8,22,3,8,3,5,7,616
198,"P.S. RAMPUR SUHELAKHAS PASHCHIMI BHAG",579,459,0,1038,284,231,0,515,515,0,9,86,201,116,5,6,74,5,0,3,3,7,515
199,"P.S. MASEEPUR",365,339,0,704,219,226,0,445,445,0,6,159,164,90,2,2,4,1,3,4,0,10,445
200,"P.S. DARIYAPUR MAJHIYAWAN",711,561,0,1272,334,299,0,633,633,0,22,233,212,136,2,6,7,1,0,5,5,4,633
201,"P.S. BARANPUR KAADIPUR ICHAULEE PURVI BHAG",672,558,0,1230,377,316,0,693,693,0,21,357,68,191,10,4,2,4,3,3,9,21,693
202,"P.S. BARANPUR KAADIPUR ICHAULEE PASHCHIMI BHAG",434,374,0,808,248,182,0,430,430,0,11,289,30,82,2,1,1,2,0,0,2,10,430
203,"P.S. BICHHAURA",392,350,0,742,244,250,0,494,494,0,4,163,203,95,3,3,2,1,1,6,5,8,494
204,"P.S. BAALAKMAU UTTARI BHAG",846,664,0,1510,397,290,0,687,687,0,24,217,166,198,7,6,28,3,4,8,8,18,687
205,"P.S. BAALAKMAU PASHCHIMI BHAG",415,357,0,772,195,196,0,391,391,0,7,42,32,266,6,1,4,6,5,0,6,16,391
206,"P.S. HASANPUR POORAB",322,244,0,566,157,137,0,294,294,0,2,63,108,93,6,1,0,2,3,6,5,5,294
207,"P.S. KHORANV",615,495,0,1110,328,289,0,617,617,0,18,158,235,155,23,2,9,3,1,3,5,5,617
208,"P.S. ICHAULEE",558,415,0,973,274,233,0,507,507,0,18,272,39,160,5,1,0,1,3,0,3,5,507
209,"P.S. BHARESAR PURVI BHAG",466,374,0,840,215,182,0,397,397,0,15,185,150,21,2,4,0,1,0,7,5,7,397
210,"P.S. BHARESAR MADHYA BHAG",454,349,0,803,215,132,0,347,347,0,10,176,78,69,0,2,2,0,2,2,6,0,347
211,"P.S. BHARESAR PASHCHIMI BHAG",403,392,0,795,200,177,0,377,377,0,22,222,63,46,4,2,2,2,1,0,2,11,377
212,"P.S. MANMAU",641,540,0,1181,289,278,0,567,567,0,9,147,101,257,11,7,2,3,2,3,6,19,567
213,"P.S. BHADAWAN PURVI BHAG",642,535,0,1177,308,271,0,579,579,0,24,133,81,290,7,2,9,0,3,4,8,18,579
214,"P.S. BHADAWAN PASHCHIM BHAG",669,616,1,1286,295,331,0,626,626,0,16,128,86,306,4,5,40,2,5,5,8,21,626
215,"P.S. TENGAI UTTARI BHAG",699,533,0,1232,390,374,0,764,764,0,20,121,208,355,8,3,3,7,4,2,12,21,764
216,"P.S. TENGAI DAKSHINI BHAG",497,412,0,909,303,268,0,571,571,0,9,100,104,312,9,3,2,1,3,5,7,16,571
217,"P.S. GIRDHARPUR",463,410,0,873,283,273,0,556,556,0,13,90,31,145,2,6,224,5,7,1,12,20,556
218,"P.S. JALAALPUR TENGAI",582,489,0,1071,341,270,0,611,611,0,20,210,178,159,6,6,12,4,3,0,8,5,611
219,"P.S. SELARAHA PASHCHIM PURAB BHAG",718,634,0,1352,426,361,0,787,787,0,8,342,242,129,7,3,3,5,5,9,8,26,787
220,"P.S. SELARAHA PASHCHIM PASHCHIMI BHAG",338,310,0,648,213,188,0,401,401,0,6,156,83,131,5,2,5,0,1,3,4,5,401
221,"P.S. SELARAHA PURAB",761,660,0,1421,433,368,0,801,801,0,24,460,133,100,11,12,4,7,4,4,17,25,801
222,"P.S. LACHCHHEEPUR",221,194,0,415,129,144,0,273,273,0,6,104,10,147,1,1,1,1,1,0,1,0,273
223,"P.S. CHAKKHODAYGANJ",376,348,0,724,239,240,0,479,479,0,4,169,178,100,1,1,2,0,2,3,7,12,479
224,"SOHANLAL U.P.S. ROOPNARAYANPUR GORIYON PURVI BHAG",457,416,0,873,255,255,0,510,510,0,12,226,28,206,8,3,11,2,1,2,4,7,510
225,"SOHANLAL U.P.S. ROOPNARAYANPUR GORIYON PASHCHIMI BHAG",416,356,0,772,174,163,0,337,337,0,12,167,17,127,3,0,3,0,2,0,1,5,337
226,"P.S. MATIYARA",304,258,0,562,188,157,0,345,345,0,17,129,82,96,6,1,1,1,1,0,4,7,345
227,"P.S. SAUNRAI KHURD",685,604,0,1289,440,402,0,842,842,0,18,202,289,270,4,8,4,1,5,9,11,21,842
228,"P.S. SANYARAMEETHEPUR PURAB BHAG",741,539,0,1280,387,296,0,683,683,0,15,162,308,173,4,1,1,4,1,3,3,8,683
229,"P.S. SANYARAMEETHEPUR MADHYA BHAG",537,434,0,971,304,257,0,561,561,0,11,314,33,150,3,11,1,1,4,3,10,20,561
230,"P.S. SANYARAMEETHEPUR PASHCHIMI BHAG",627,457,0,1084,359,293,0,652,652,0,13,248,339,29,5,6,0,0,0,0,5,7,652
231,"P.S. KAMAASIN",692,577,0,1269,322,316,0,638,638,0,11,187,244,151,3,4,12,0,6,5,6,9,638
232,"P.S. CHAKMAANIKPUR SAIYYADRAJE",604,514,0,1118,408,342,0,750,750,0,15,104,388,206,4,2,0,3,3,3,9,13,750
233,"P.S. MADHAWAMAI PASHCHIMI BHAG",615,574,0,1189,390,370,0,760,760,0,12,276,227,192,5,5,1,2,5,6,12,17,760
234,"P.S. MADHAWAMAI PURVI BHAG",666,537,0,1203,351,350,0,701,701,0,20,158,386,100,5,0,3,1,6,4,7,11,701
235,"P.S. SIRATHU PURAB BHAG",661,597,0,1258,370,266,0,636,636,0,18,408,159,39,0,1,0,3,0,0,5,3,636
236,"P.S. SIRATHU MADHYA BHAG",789,700,0,1489,448,348,0,796,796,0,13,360,242,151,5,6,1,2,2,3,4,7,796
237,"P.S. SIRATHU PASHCHIMIH BHAG",622,507,0,1129,367,297,0,664,664,0,16,355,118,128,11,7,4,3,0,3,6,13,664
238,"U.P.S. GAAJEE KA POORA SIRATHU",501,436,0,937,333,306,0,639,639,0,12,23,529,54,1,0,3,2,1,4,3,7,639
239,"AADARSH U.P.S. SIRATHU UTTARI BHAG",516,412,0,928,291,189,0,480,480,0,8,336,68,47,0,2,0,2,1,1,8,7,480
240,"AADARSH U.P.S. SIRATHU MADHYA BHAG 1",420,334,0,754,273,175,0,448,448,0,6,289,50,81,1,2,2,4,2,1,5,5,448
241,"AADARSH U.P.S. SIRATHU MADHYA BHAG 2",525,457,0,982,270,219,0,489,489,0,11,318,104,41,2,0,2,3,0,0,2,6,489
242,"AADARSH U.P.S. SIRATHU PASHCHIMI BHAG",657,541,0,1198,351,252,0,603,603,0,20,314,129,119,2,2,1,4,2,1,4,5,603
243,"AADARSH U.P.S. SIRATHU DAKSHIN",339,236,0,575,186,166,0,352,352,0,2,104,196,34,2,2,1,1,0,5,0,5,352
244,"AADARSH U.P.S. SIRATHU PURVI BHAG",662,605,0,1267,341,299,0,640,640,0,29,260,76,233,4,5,3,1,1,5,5,18,640
245,"P.S. NAGIYAMAI PURVI BHAG",694,541,0,1235,323,320,0,643,643,0,16,129,377,109,2,1,0,0,2,1,3,3,643
246,"P.S. NAGIYAMAI PASHCHIMI BHAG",271,238,0,509,98,116,0,214,214,0,0,56,131,18,0,0,0,0,3,2,1,3,214
247,"P.S. KOORAMUREEDAN UTTARI BHAG",451,383,0,834,220,223,0,443,443,0,7,117,169,131,0,1,2,1,0,2,1,12,443
248,"P.S. KOORAMUREEDAN DAKSHINI BHAG",385,323,0,708,190,188,0,378,378,0,5,59,175,127,0,1,0,1,0,3,2,5,378
249,"P.S. BHAREHARI UTTARI BHAG",594,488,0,1082,294,279,0,573,573,0,9,243,167,113,4,1,2,1,1,2,10,20,573
250,"P.S. BHAREHARI DAKSHINI BHAG",516,390,0,906,286,218,0,504,504,0,4,146,146,170,5,3,0,1,3,5,7,14,504
251,"P.S. DODAAPUR",217,179,0,396,113,102,0,215,215,0,4,139,10,45,1,1,2,2,2,1,5,3,215
252,"P.S. SARHO",750,569,0,1319,418,316,0,734,734,0,25,442,82,147,9,4,2,5,2,5,5,6,734
253,"P.S. LUKIYA",339,314,0,653,204,188,0,392,392,0,4,156,65,122,5,4,3,3,1,4,9,16,392
254,"P.S. HISAMPUR MARHO",636,491,0,1127,305,254,0,559,559,0,19,305,117,95,4,3,0,6,1,3,3,3,559
255,"P.S. THON PASHCHIMI BHAG",871,671,0,1542,410,319,0,729,729,0,8,249,227,204,8,5,3,1,3,3,5,13,729
256,"P.S. THON DAKSHINI BHAG",526,391,0,917,251,169,0,420,420,0,2,168,132,91,3,4,2,2,0,2,2,12,420
257,"P.S. SAANKHA PURVI BHAG",557,410,0,967,269,161,0,430,430,0,24,169,119,90,6,3,1,4,2,1,8,3,430
258,"P.S. SAANKHA MADHYA BHAG",692,549,0,1241,316,224,0,540,540,0,22,222,183,76,4,7,4,3,0,3,2,14,540
259,"P.S. SAANKHA MADHYA PASHCHIMI BHAG",656,552,0,1208,298,245,0,543,543,0,12,102,286,71,6,8,24,2,1,6,7,18,543
260,"U.P.S. PAHARPUR",716,610,0,1326,331,305,0,636,636,0,23,209,163,185,8,3,1,3,4,3,3,31,636
261,"P.S. BAREEPUR",604,507,1,1112,294,314,0,608,608,0,26,268,36,251,9,2,1,2,3,0,5,5,608
262,"P.S. SARVANPUR URF RAMSAHAINPUR PURVI BHAG",513,399,0,912,283,166,0,449,449,0,11,247,126,54,1,3,2,2,0,0,2,1,449
263,"P.S. SARVANPUR URF RAMSAHAINPUR PASHCHIMI BHAG",462,385,0,847,238,199,0,437,437,0,11,204,62,136,4,3,4,0,1,2,4,6,437
264,"U.P.S. MOHAMMADPUR ANETHA UTTARI BHAG",745,593,0,1338,412,339,0,751,751,0,16,90,426,187,5,2,1,1,2,3,8,10,751
265,"U.P.S. MOHAMMADPUR ANETHA DAKSHINI BHAG",835,648,0,1483,403,368,0,771,771,0,34,243,338,119,5,4,5,2,0,3,10,8,771
266,"U.P.S. MOHAMMADPUR ANETHA MADHYA BHAG",581,443,0,1024,297,198,0,495,495,0,14,165,221,72,3,2,1,1,2,1,8,5,495
267,"U.P.S. KAIMAA UTTARI BHAG",734,636,0,1370,427,376,0,803,803,0,22,290,123,299,12,4,18,4,3,3,10,15,803
268,"U.P.S. KAIMAA DAKSHINI BHAG",447,350,0,797,240,206,0,446,446,0,7,226,18,181,2,6,1,0,1,1,1,2,446
269,"P.S. BARANPUR GHATAMPUR",376,374,0,750,221,225,0,446,446,0,8,292,64,50,4,9,1,1,2,1,3,11,446
270,"P.S. TERAHARA",497,429,0,926,307,319,0,626,626,0,10,208,197,187,1,0,0,1,3,3,6,10,626
271,"P.S. RAMPUR DHAMAWAN UTTARI BHAG",753,602,0,1355,407,351,0,758,758,0,16,302,162,222,10,10,4,5,4,5,7,11,758
272,"P.S. SARAINYA MAJARA RAMPUR DHAMAWAN",889,638,0,1527,543,312,0,855,855,0,10,260,321,218,9,0,3,2,3,8,6,15,855
273,"U.P.S. RAMPUR DHAMAWAN",720,545,0,1265,413,350,0,763,763,0,7,340,132,267,0,2,4,1,2,2,3,3,763
274,"P.S. RAAGHAVPUR",598,517,0,1115,343,347,0,690,690,0,13,272,71,297,4,4,2,4,1,1,6,15,690
275,"P.S. BAMBOOPUR",573,489,0,1062,340,266,0,606,606,0,10,350,40,172,4,2,0,6,2,4,7,9,606
276,"P.S. MALAAK PEENJARI PURAB BHAG",482,387,0,869,250,213,0,463,463,0,11,163,65,173,6,6,6,1,5,4,6,17,463
277,"P.S. MALAAK PEENJARI MADHYA BHAG",571,399,0,970,236,167,0,403,403,0,16,204,33,118,3,4,0,2,3,2,6,12,403
278,"P.S. MALAAK PEENJARI PASHCHIMI BHAG",366,324,0,690,239,188,0,427,427,0,18,306,25,55,4,7,3,0,1,3,3,2,427
279,"SHRI FIROJGANDHI H.S.S. SHAMSABAD PURVI BHAG",732,561,0,1293,415,296,0,711,711,0,12,416,88,150,1,4,2,1,12,3,10,12,711
280,"SHRI FIROJGANDHI H.S.S SHAMSABAD PASHCHIMI BHAG",600,478,0,1078,297,295,0,592,592,0,15,263,103,150,1,1,1,2,23,2,6,25,592
281,"P.S. BARATAFAARIK PURVI BHAG",562,490,0,1052,291,237,0,528,528,0,16,297,45,144,4,4,1,1,0,2,6,8,528
282,"P.S. BARATAFAARIK PASHCHIMI BHAG",301,275,0,576,154,134,0,288,288,0,13,103,22,138,3,2,1,1,0,0,3,2,288
283,"P.S. HAAJIPUR PATAUNA",407,375,0,782,238,242,0,480,480,0,10,255,18,157,0,5,2,2,4,2,7,18,480
284,"P.S. TULSEEPUR",475,431,0,906,317,249,0,566,566,0,10,351,69,119,2,1,2,5,0,4,1,2,566
285,"P.S. FATEHPUR BELA",695,570,1,1266,432,374,0,806,806,0,28,281,160,279,7,1,2,3,4,7,14,20,806
286,"P.S. UDIHIN BUJURG UTTARI BHAG",470,416,1,887,286,260,0,546,546,0,10,163,133,207,7,3,3,3,2,0,4,11,546
287,"P.S. UDIHIN BUJURG DAKSHINI BHAG",447,333,0,780,233,172,0,405,405,0,9,216,60,92,3,3,2,12,2,1,0,5,405
288,"P.S. JAVAI PADARI PURVI BHAG",665,537,0,1202,315,251,0,566,566,0,7,226,171,123,4,2,3,0,1,3,8,18,566
289,"P.S. JAVAI PADARI PASHCHIMI BHAG",643,541,0,1184,381,356,0,737,737,0,19,317,156,210,4,1,2,2,3,2,16,5,737
290,"P.S. FAAJILPUR GOPALPUR",348,300,0,648,184,222,0,406,406,0,4,99,167,115,1,2,1,3,3,1,6,4,406
291,"P.S. MOHABBATPUR PAINSA UTTARI BHAG",837,646,0,1483,422,395,0,817,817,0,19,381,208,160,5,3,3,1,4,5,12,16,817
292,"P.S. MOHABBATPUR PAINSA DAKSHINI BHAG",871,639,0,1510,411,321,0,732,732,0,18,176,386,134,3,4,5,0,0,2,3,1,732
293,"P.S. PARAI KHAGAL",404,311,0,715,310,211,0,521,521,0,7,169,323,3,1,4,1,0,0,3,5,5,521
294,"P.S. AFAJALPURVAARI PURVI BHAG",509,436,0,945,232,229,0,461,461,0,5,85,227,135,1,1,2,0,2,0,2,1,461
295,"P.S. AFAJALPURVAARI PASHCHIMI BHAG",673,484,0,1157,313,262,0,575,575,0,10,86,356,115,0,2,0,1,1,0,1,3,575
296,"P.S. AFAJALPURVAARI DAKSHINI BHAG",426,310,0,736,197,167,0,364,364,0,8,96,228,23,3,0,1,0,1,1,1,2,364
297,"P.S. BAALE KA PURAWA MAJARA AFAJALPURVAARI",622,493,0,1115,399,317,0,716,716,0,9,218,363,95,3,2,0,2,2,4,8,10,716
298,"P.S. MOHAMMADPUR VAARI",731,594,0,1325,462,430,0,892,892,0,6,23,579,249,5,2,0,1,7,3,3,14,892
299,"P.S. GOSHIMALPUR",362,292,0,654,224,241,0,465,465,0,12,174,93,158,6,1,1,2,1,1,7,9,465
300,"P.S. CHAK JALAAPURVAARI",416,288,0,704,223,190,0,413,413,0,1,90,165,138,4,2,1,2,3,1,2,4,413
301,"P.S. MIRJAAPUR JAWAI",522,418,0,940,319,259,0,578,578,0,5,256,94,188,5,0,1,3,4,2,12,8,578
302,"P.S. MAKANPURVAARI",512,432,0,944,249,216,0,465,465,0,2,70,282,98,1,1,1,0,1,0,2,7,465
303,"P.S. UDIHIN KHURD DAKSHINI BHAG",789,683,1,1473,469,374,0,843,843,0,25,275,192,296,4,4,2,7,8,6,7,17,843
304,"P.S. UDIHIN KHURD UTTARI BHAG",275,251,0,526,188,174,0,362,362,0,5,96,124,121,3,2,2,2,0,1,0,6,362
305,"P.S. KESHWAPUR",132,133,0,265,107,97,0,204,204,0,0,119,21,59,1,1,0,2,0,0,1,0,204
306,"P.S. JAGANNATHPUR",523,447,0,970,331,317,0,648,648,0,13,238,250,96,2,5,1,15,1,1,14,12,648
307,"P.S. MONGAREE KARA",600,466,0,1066,376,290,0,666,666,0,20,316,64,224,5,1,2,1,2,1,11,19,666
308,"P.S. MAANPUR GAURA",508,478,0,986,358,282,0,640,640,0,16,104,103,379,1,5,1,4,5,3,12,7,640
309,"P.S. JUBARA",682,595,0,1277,386,330,0,716,716,0,16,368,66,168,4,3,55,2,6,2,13,13,716
310,"P.S. BALEEPUR MAJARA NARA UTTARI BHAG",386,373,0,759,225,233,0,458,458,0,17,223,80,86,3,6,5,2,2,4,4,26,458
311,"P.S. BALEEPUR MAJARA NARA DAKSHINI BHAG",464,375,0,839,331,250,0,581,581,0,14,357,79,86,6,8,3,1,4,5,3,15,581
312,"JAGATNARAYAN KARVARIYA I.C. NARA PURVI BHAG",874,730,1,1605,488,438,0,926,926,0,24,465,246,138,4,7,4,3,3,2,8,22,926
313,"JAGATNARAYAN KARVARIYA I.C. NARA PASHCHIMI BHAG",885,728,0,1613,326,397,0,723,723,0,7,83,592,22,1,0,2,0,1,1,5,9,723
314,"NEW P.S. GAMBHEERAPURAB UTTARI BHAG",614,476,0,1090,368,306,0,674,674,0,15,376,19,241,3,0,4,0,0,1,4,11,674
315,"NEW P.S. GAMBHEERAPURAB DAKSHINI BHAG",320,248,0,568,136,100,0,236,236,0,10,153,26,25,0,3,9,1,2,0,4,3,236
316,"P.S. KHANVAARI",450,406,0,856,251,238,0,489,489,0,7,208,19,203,5,6,3,9,2,5,9,13,489
317,"P.S. KUNDRAVEE",517,449,0,966,325,306,0,631,631,0,13,238,185,131,3,9,1,1,5,8,11,26,631
318,"P.S. KAINEE PURVI BHAG",705,546,0,1251,352,241,0,593,593,0,19,292,36,185,6,4,5,5,4,2,8,27,593
319,"P.S. KAINEE PASHCHIMI BHAG",487,390,0,877,247,203,0,450,450,0,9,145,25,230,7,5,5,1,4,1,6,12,450
320,"P.S. KONDAR",380,315,0,695,210,165,0,375,375,0,8,207,14,101,5,2,5,3,2,3,8,17,375
321,"P.S. LOTIYA",193,141,0,334,128,104,0,232,232,0,3,121,20,73,4,1,1,1,0,1,4,3,232
322,"P.S. JIYAPUR KAINEE",294,232,0,526,170,150,0,320,320,0,10,92,104,91,0,0,1,1,2,3,4,12,320
323,"P.S. HISAMPUR BAHAREMAU",761,673,0,1434,448,382,0,830,830,0,24,367,63,293,10,9,24,6,6,5,11,12,830
324,"P.S. NIJAAMPUR NAUGEERA",691,570,0,1261,313,291,0,604,604,0,45,188,54,234,11,7,31,1,7,3,7,16,604
325,"P.S. SEHIYA AAMAD KARARI",349,290,0,639,185,190,0,375,375,0,10,77,63,131,2,3,63,6,2,0,9,9,375
326,"P.S. MAVAI KEVAT",509,437,0,946,238,218,0,456,456,0,5,95,160,139,4,3,43,1,0,0,0,6,456
327,"P.S. DEVKHARPUR PURVI BHAG",714,559,1,1274,341,273,0,614,614,0,29,301,95,142,4,3,7,6,4,0,11,12,614
328,"P.S. DEVKHARPUR PASHCHIMI BHAG",709,592,0,1301,341,199,0,540,540,0,11,94,262,124,6,6,5,3,1,2,7,19,540
329,"P.S. MOHIUDDINPUR BELA PURVI BHAG",799,689,0,1488,416,366,0,782,782,0,34,354,122,210,9,8,3,3,1,3,11,24,782
330,"P.S. MOHIUDDINPUR BELA PASHCHIMI BHAG",255,235,0,490,132,96,0,228,228,0,9,163,23,7,0,5,1,3,1,2,5,9,228
331,"P.S. KORRON IIND UTTARI BHAG",748,574,0,1322,423,325,0,748,748,0,12,399,42,240,7,3,6,5,4,3,16,11,748
332,"P.S. KORRON IIND DAKSHINI BHAG",542,458,0,1000,295,199,0,494,494,0,17,299,75,64,0,7,6,2,0,4,8,12,494
333,"P.S. HATAWARAMPUR MARUKEE",304,269,0,573,175,188,0,363,363,0,19,174,12,152,0,1,1,1,1,1,1,0,363
334,"P.S. RAMPUR MAROOKEE",828,663,0,1491,407,374,0,781,781,0,24,272,222,228,8,6,0,2,2,0,5,12,781
335,"P.S. BASOHANEE",797,616,0,1413,426,354,0,780,780,0,16,306,250,163,5,5,10,3,3,2,10,7,780
336,"P.S. ASAKARANPUR MAGROHANI",587,504,0,1091,319,285,0,604,604,0,20,238,14,249,10,7,15,2,6,5,11,27,604
