"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
152,"NIJRA PR. SCHOOL ROOM NO.-1",318,299,0,617,292,248,0,540,540,0,3,512,18,1,0,0,0,0,0,0,0,0,0,1,5,0,540
153,"KUDAULI PR. SCHOOL ROOM NO.-1",416,288,0,704,338,200,0,538,500,0,80,376,76,0,0,0,0,0,1,0,0,0,0,2,1,2,538
154,"MADANJUDI PR. SCHOOL ROOM NO.-1",812,653,0,1465,465,346,0,811,800,0,536,77,60,0,1,88,1,1,5,1,2,2,14,3,3,17,811
155,"HATSA PR. SCHOOL ROOM NO.-1",653,477,0,1130,341,242,0,583,502,0,138,189,219,3,2,10,0,1,3,1,1,3,6,1,3,3,583
156,"HATSA PANCHAYATGHAR ROOM NO.-1",534,422,0,956,308,247,0,555,55,0,23,104,416,3,0,0,0,0,0,0,2,2,1,1,0,3,555
157,"BANJARIYA KHANPUR PR. SCHOOL ROOM NO-1",571,449,0,1020,378,287,0,665,7,0,182,116,322,5,6,0,2,3,4,0,1,0,7,6,5,6,665
158,"PAIGA BHEEKAMPUR PR. SCHOOL ROOM NO.-1",639,493,0,1132,547,383,0,930,900,0,8,857,58,0,0,0,0,0,0,0,2,0,1,1,0,3,930
159,"JARARA PR. SCHOOL ROOM NO.-1",304,236,0,540,271,170,0,441,5,0,4,391,39,1,0,0,0,0,1,1,0,0,1,2,0,1,441
160,"MAINTHRA PR. SCHOOL ROOM NO.-1",453,336,0,789,269,171,0,440,40,0,76,49,302,1,1,3,0,0,0,1,0,0,4,1,1,1,440
161,"ATARPURA PR. SCHOOL ROOM NO.-1",485,420,0,905,307,233,0,540,540,0,31,68,381,4,2,3,1,1,7,0,1,1,19,14,2,5,540
162,"ATARPURA PR. SCHOOL ROOM NO.-2",469,381,1,851,270,173,0,443,400,0,79,115,218,1,2,1,0,2,2,0,1,1,9,6,0,6,443
163,"PARVEZ NAGAR PR. SCHOOL ROOM NO. 1",882,646,0,1528,607,270,0,877,800,0,28,581,222,1,5,3,2,9,3,0,1,5,6,4,7,0,877
164,"PARVEZ NAGAR GIRLS PR. SCHOOL ROOM NO. 1",744,625,0,1369,447,357,0,804,800,0,216,83,470,5,1,8,0,1,3,0,0,2,4,4,4,3,804
165,"PRATHVIPUR PR. SCHOOL ROOM NO. 1",854,649,0,1503,587,376,0,963,13,0,41,709,176,1,2,1,2,1,1,0,3,2,3,6,9,6,963
166,"SALEMPUR PR. SCHOOL ROOM NO.-1",469,362,0,831,400,282,0,682,8,0,54,596,19,0,0,0,0,0,0,1,0,2,1,1,5,3,682
167,"PINDARA PR. SCHOOL ROOM NO.-1",761,609,0,1370,391,276,0,667,68,0,20,388,233,1,2,3,1,0,0,0,3,5,0,4,3,4,667
168,"PINDARA PR. SCHOOL ROOM NO.-2",592,471,0,1063,305,181,0,486,400,0,264,114,82,0,1,2,0,0,3,0,1,1,5,3,3,7,486
169,"BISAULI DEVKI DEVI S. SHISHU MANDIR ROOM NO.-1",621,491,0,1112,221,245,0,466,66,0,22,129,301,5,1,0,0,1,0,0,1,0,1,0,2,3,466
170,"BISAULI DEVKI DEVI S. SHISHU MANDIR ROOM NO.-4",203,230,0,433,123,137,0,260,200,0,138,33,70,0,1,4,2,2,0,0,0,1,2,0,3,4,260
171,"BISAULI DEVKI DEVI S. SHISHU MANDIR ROOM NO.-2",515,466,0,981,243,183,0,426,426,0,38,101,270,0,1,3,0,5,1,0,1,0,2,1,1,2,426
172,"BISAULI UPSAMBHAGIYE KRISHI PRASAR KARYALAYA ROOM NO.-1",517,339,0,856,228,173,0,401,401,0,14,206,160,3,2,0,0,2,2,1,2,2,0,3,1,3,401
173,"BISAULI UPSAMBHAGIYE KRISHI PRASAR KARYALAYA ROOM NO.-2",454,372,0,826,224,175,0,399,34,0,36,209,132,1,2,3,0,5,2,0,0,1,1,1,4,2,399
174,"BISAULI DEVKI DEVI S. SHISHU MANDIR ROOM NO.-3",750,633,0,1383,414,263,0,677,77,0,79,265,312,0,1,2,0,7,1,0,0,1,2,3,1,3,677
175,"BISAULI PR. SCHOOL ROOM NO.-1 EAST PART",619,511,0,1130,319,244,0,563,359,0,20,88,429,5,2,0,0,3,2,2,0,3,3,3,1,2,563
176,"BISAULI PR. SCHOOL ROOM NO.-6 WEST PART",730,649,0,1379,300,233,0,533,500,0,27,131,366,2,0,0,0,0,0,0,0,1,2,3,0,1,533
177,"BISAULI JR. HIGH SCHOOL ROOM NO.-2 WEST PART",559,442,0,1001,275,220,0,495,495,0,15,253,214,1,0,0,1,0,0,0,1,4,1,2,0,3,495
178,"BISAULI JR. HIGH SCHOOL ROOM NO.-5 EAST PART",669,586,0,1255,377,329,0,706,700,0,14,385,294,2,0,1,1,0,0,0,0,2,1,2,0,4,706
179,"BIAULI MADAN LAL INTER COLLEGE ROOM NO.-1 SOUTH PART",536,431,0,967,246,189,0,435,225,0,16,338,74,0,0,1,0,0,1,0,0,1,2,1,0,1,435
180,"BISAULI MADAN LAL INTER COLLEGE ROOM NO.-14 EAST PART",477,365,0,842,219,168,0,387,202,0,14,268,103,0,0,0,0,0,0,0,0,1,0,1,0,0,387
181,"BISAULI MADAN LAL INTER COLLEGE ROOM NO.-2 SOUTH PART",524,402,0,926,257,183,0,440,440,0,26,386,20,0,1,0,0,0,0,0,0,0,0,0,6,1,440
182,"BISAULI MADAN LAL INTER COLLEGE ROOM NO.-5 EAST PART",448,348,0,796,232,162,0,394,198,0,18,195,170,1,0,2,0,0,0,1,1,0,1,1,1,3,394
183,"BISAULI MADAN LAL INTER COLLEGE ROOM NO.-4 SOUTH PART",468,379,0,847,196,123,0,319,205,0,13,287,16,0,0,0,0,0,0,0,0,1,0,0,1,1,319
184,"BISAULI GOVT. GIRLS INTER COLLEGE ROOM NO.-1",417,398,0,815,237,214,0,451,18,0,1,199,244,0,0,0,0,0,0,0,0,3,0,0,0,4,451
185,"BISAULI PR. SCHOOL ROOM NO.-2 EAST PART",662,585,0,1247,388,300,0,688,338,0,8,184,485,1,1,0,0,0,0,0,0,2,2,2,0,3,688
186,"BISAULI PR. SCHOOL ROOM NO.-3 EAST PART",503,408,0,911,222,192,0,414,414,0,17,73,315,0,2,0,0,3,0,0,0,0,1,1,0,2,414
187,"BISAULI PR. SCHOOL ROOM NO.-5 WEST PART",783,613,0,1396,356,247,0,603,603,0,18,110,444,1,0,7,0,1,2,0,2,7,2,2,2,5,603
188,"BISAULI JR. HIGH SCHOOL ROOM NO.-4 EAST PART",693,534,0,1227,306,204,0,510,32,0,14,137,343,4,2,0,0,0,0,0,0,2,0,6,1,1,510
189,"BISAULI JR. HIGH SCHOOL ROOM NO.-3 WEST PART",543,430,0,973,332,235,0,567,397,0,13,364,165,3,0,0,1,0,1,0,0,1,4,4,4,7,567
190,"BISAULI JR. HIGH SCHOOL ROOM NO.-1 WEST PART",722,591,0,1313,374,322,0,696,696,0,6,274,383,1,0,1,0,8,1,0,1,3,2,6,5,5,696
191,"BISAULI GOVT. GIRLS INTER COLLEGE ROOM NO.-2",444,411,0,855,262,224,0,486,486,0,2,97,367,2,0,7,0,0,2,0,1,2,1,1,0,4,486
192,"BISAULI PR. SCHOOL ROOM NO.-4 WEST PART",782,681,0,1463,437,376,0,813,813,0,15,178,582,5,3,11,1,3,1,0,0,3,2,5,2,2,813
193,"BISAULI MADAN LAL INTER COLLEGE ROOM NO.-3 SOUTH PART",563,518,0,1081,261,188,0,449,49,0,10,152,226,3,0,37,0,3,1,0,3,3,4,3,1,3,449
194,"AJNAVAR PR. SCHOOL ROOM NO.-1",605,510,0,1115,329,245,0,574,560,0,166,279,107,5,1,2,0,0,0,0,0,0,3,2,2,7,574
195,"AJNAVAR PR. SCHOOL ROOM NO.-2",260,253,0,513,193,169,0,362,362,0,6,307,48,0,0,0,0,0,0,0,0,0,0,0,1,0,362
196,"SARVA PR. SCHOOL ROOM NO.-1",460,344,0,804,379,206,0,585,9,0,36,430,97,0,1,1,0,1,1,0,1,1,5,5,3,3,585
197,"SARVA S. SADHAN SAMITI GODOWN",596,487,0,1083,343,255,0,598,3,0,44,285,234,5,3,0,1,0,0,0,0,3,7,8,3,5,598
198,"BHATPURA PR. SCHOOL ROOM NO.-1",838,653,0,1491,473,397,0,870,68,0,133,216,499,3,2,3,3,0,1,0,0,1,3,1,3,2,870
199,"DHILWARI PR. SCHOOL ROOM NO.-1",541,520,0,1061,418,290,0,708,13,0,206,144,333,3,1,4,1,1,0,0,2,3,2,0,2,6,708
200,"TARAPUR PR. SCHOOL ROOM NO.-1",409,336,1,746,234,183,0,417,17,0,19,232,152,0,0,0,2,0,0,1,1,1,4,2,2,1,417
201,"SIDHHPUR KAITHOLI PR. SCHOOL ROOM NO.-1",633,508,0,1141,495,355,0,850,800,0,83,699,39,2,1,0,0,0,2,1,0,2,2,2,9,8,850
202,"KAITHOLI MAZRA SIDHHPUR KAITHOLI PR. SCHOOL ROOM NO.-1",334,289,0,623,300,237,0,537,11,0,6,504,7,2,0,1,0,0,0,0,1,2,0,2,3,9,537
203,"ADUPURA PR. SCHOOL ROOM NO.-1",268,243,0,511,178,173,0,351,51,0,89,106,136,1,1,7,0,0,3,0,1,0,1,3,2,1,351
204,"GADGAON PR. SCHOOL ROOM NO.-1",575,501,0,1076,366,337,0,703,7,0,243,174,251,5,0,3,0,0,2,0,1,2,4,4,4,10,703
205,"BHAGATPUR PR. SCHOOL ROOM NO.-1",406,304,0,710,374,232,0,606,600,0,19,558,22,0,2,1,0,1,0,0,0,0,0,3,0,0,606
206,"LADAULI PR. SCHOOL ROOM NO.-1",263,220,0,483,185,136,0,321,261,0,1,115,192,0,0,0,0,1,0,0,0,1,2,6,1,2,321
207,"MITROLI PR. SCHOOL ROOM NO.-1",868,658,0,1526,430,278,0,708,700,0,65,228,391,6,4,2,0,0,3,0,2,1,0,4,1,1,708
208,"BHUSAYA PR. SCHOOL ROOM NO.-1",486,386,0,872,290,211,0,501,500,0,156,127,206,1,0,0,1,0,0,0,1,0,4,2,2,1,501
209,"BHUSAYA PR. SCHOOL ROOM NO.-2",496,369,0,865,252,171,0,423,423,0,49,170,183,2,2,1,0,0,0,0,1,0,5,6,1,3,423
210,"RAFATPUR PR. SCHOOL ROOM NO.-1",506,416,1,923,356,291,0,647,600,0,167,213,245,3,0,0,0,1,0,1,0,1,1,6,5,4,647
211,"BALPUR PR. SCHOOL ROOM NO.-1",557,465,0,1022,410,295,0,705,705,0,46,607,32,1,0,1,0,2,2,0,1,5,3,1,2,2,705
212,"JARAINDA PR. SCHOOL ROOM NO.-1",652,609,0,1261,444,387,0,831,800,0,70,427,306,4,6,1,0,0,1,2,1,8,1,1,1,2,831
213,"BHAWANIPUR NAGLA PR. SCHOOL ROOM NO.-1",492,441,0,933,372,333,0,705,45,0,140,468,74,0,0,0,1,0,1,1,0,0,1,4,2,13,705
214,"KUNWARPUR PR. SCHOOL ROOM NO.-1",417,357,0,774,290,212,0,502,502,0,134,250,100,4,0,3,1,1,0,1,0,1,1,4,1,1,502
215,"NAUNA PR. SCHOOL ROOM NO.-1",414,326,0,740,297,208,0,505,505,0,20,243,225,2,0,1,0,1,0,0,2,0,2,3,6,0,505
216,"ULLA PR. SCHOOL ROOM NO.-1",264,224,0,488,226,183,0,409,409,0,7,382,17,0,0,0,0,0,0,0,0,1,1,1,0,0,409
217,"DHIMARPURA PR. SCHOOL ROOM NO.-1",254,240,0,494,193,191,0,384,3,0,229,44,104,0,0,0,0,0,0,0,0,0,2,0,0,5,384
218,"JAFARPUR BAKHTPUR PR. SCHOOL ROOM NO.-1",647,526,0,1173,538,305,0,843,843,0,11,734,94,0,0,0,1,0,0,0,0,0,0,2,1,0,843
219,"CHAMARPURA PR. SCHOOL ROOM NO.-1",264,211,0,475,164,135,0,299,2,0,52,46,194,0,1,0,0,0,0,0,1,0,0,1,0,4,299
220,"CHANDOI JR. HIGH SCHOOL ROOM NO.-1 NORTH PART",888,680,0,1568,445,282,0,727,700,0,106,340,238,6,0,1,1,0,1,2,3,2,1,7,4,15,727
221,"CHANDOI JR. HIGH SCHOOL ROOM NO.-2 NORTH PART",717,518,0,1235,381,269,0,650,104,0,104,503,13,1,1,3,1,0,0,0,1,1,1,7,6,8,650
222,"CHANDOI JR. HIGH SCHOOL ROOM NO.-3 SOUTH PART",377,284,0,661,129,102,0,231,230,0,15,126,76,3,0,1,1,0,1,0,1,1,2,0,2,2,231
223,"CHANDOI PR. SCHOOL ROOM NO.-1",464,369,0,833,244,193,0,437,437,0,11,43,365,1,2,4,1,0,1,1,0,1,3,2,2,0,437
224,"CHANDPUR NITHAYA PR. SCHOOL ROOM NO.-1",565,449,0,1014,342,291,0,633,9,0,202,79,328,4,0,0,0,1,3,0,1,1,4,4,2,4,633
225,"BYAUR KASIMABAD PR. SCHOOL ROOM NO.-1",675,512,0,1187,359,263,0,622,585,0,120,237,243,3,1,0,0,1,1,0,3,0,4,2,5,2,622
226,"BYAUR KASIMABAD PR. SCHOOL ROOM NO.-2",356,278,0,634,215,154,0,369,23,0,3,40,306,2,2,1,1,1,1,1,1,0,3,5,0,2,369
227,"SAMADPUR PR. SCHOOL ROOM NO.-1",604,515,0,1119,329,295,0,624,624,0,189,94,311,4,1,1,1,1,1,0,1,4,4,5,1,6,624
228,"ALINAGAR PR. SCHOOL ROOM NO.-1",541,450,0,991,437,335,0,772,700,0,1,751,9,2,0,0,0,0,0,0,0,4,0,2,3,0,772
229,"ALLEHPUR SAMASPUR JR. HIGH SCHOOL ROOM NO.-1 EAST PART",651,582,0,1233,431,341,0,772,5,0,239,135,379,1,2,0,0,1,3,0,0,2,2,2,1,5,772
230,"ALLEHPUR SAMASPUR JR. HIGH SCHOOL ROOM NO.-2 EAST PART",601,519,0,1120,396,300,0,696,600,0,411,70,187,2,2,0,2,1,0,0,1,1,2,4,3,10,696
231,"ALLEHPUR SAMASPUR JR. HIGH SCHOOL ROOM NO.-3 WEST PART",441,371,0,812,260,165,0,425,25,0,56,140,209,2,1,1,0,1,1,0,1,1,2,3,3,4,425
232,"SITHOLI PR. SCHOOL ROOM NO.-1",807,653,0,1460,463,318,0,781,700,0,246,113,382,6,2,2,0,0,4,0,3,7,4,4,1,7,781
233,"SITHOLI GIRLS PR. SCHOOL ROOM NO.-1",595,506,0,1101,394,309,0,703,603,0,24,309,355,1,0,1,0,1,0,0,1,1,1,3,2,4,703
234,"NAGLA BARAH PR. SCHOOL ROOM NO.-1",699,594,0,1293,381,271,0,652,600,0,214,218,199,0,1,1,0,0,2,0,1,0,4,5,2,5,652
235,"NAGLA BARAH GIRLS PR. SCHOOL ROOM NO.-1",754,647,1,1402,477,383,0,860,860,0,15,562,232,4,3,1,0,2,1,2,5,3,4,8,7,11,860
236,"LABHARI PR. SCHOOL ROOM NO-1",593,459,0,1052,242,169,0,411,411,0,109,53,220,4,1,2,0,1,1,0,2,1,2,8,1,6,411
237,"SHIVNAGAR URF CHIDIYAKHEDA PR. SCHOOL ROOM NO.-1",633,524,0,1157,350,289,0,639,600,0,39,139,426,1,1,1,1,0,3,1,0,3,6,8,8,2,639
238,"AZADNAGAR PR. SCHOOL ROOM NO.-1",719,608,0,1327,354,291,0,645,645,0,51,214,352,2,0,2,0,0,1,0,1,5,3,10,2,2,645
239,"VIKRAMPUR CHARSAURA PR. SCHOOL ROOM NO.-1",467,395,0,862,254,218,0,472,472,0,12,201,250,0,1,0,0,0,2,0,0,0,2,3,1,0,472
240,"VIKRAMPUR CHARSAURA PR. SCHOOL ROOM NO.-2",428,351,0,779,196,169,0,365,196,0,76,87,189,1,0,0,1,0,1,0,0,1,2,3,2,2,365
241,"SAKHAMAI PR. SCHOOL ROOM NO.-1",590,473,0,1063,329,280,0,609,17,0,112,285,180,2,1,1,0,2,0,2,2,3,2,5,5,7,609
242,"KANHARPUR PR. SCHOOL ROOM NO.-1",412,362,0,774,259,225,0,484,400,0,86,100,274,5,1,0,0,1,0,0,1,2,3,3,4,4,484
243,"HEMPUR NAVEEN PR. SCHOOL ROOM NO.-1",160,136,0,296,98,78,0,176,52,0,11,53,106,2,0,0,0,0,0,0,0,0,0,4,0,0,176
244,"RAMNAGAR SAIDPUR PR. SCHOOL ROOM NO.-1",333,269,0,602,231,182,0,413,200,0,72,93,237,1,1,1,0,0,1,0,2,2,1,1,0,1,413
245,"MUHABBE ALIPUR CHICHAITA JR. HIGH SCHOOL ROOM NO.-1",795,666,0,1461,400,255,0,655,600,0,75,166,367,6,3,4,1,3,6,2,3,3,2,6,2,6,655
246,"MIYANPUR DIYAURA PR. SCHOOL ROOM NO.-1",637,524,0,1161,415,312,0,727,700,0,46,185,472,3,2,1,0,1,3,0,1,0,1,8,0,4,727
247,"ETMADPUR PR. SCHOOL ROOM NO.-1",775,657,0,1432,589,405,0,994,900,0,231,421,283,6,1,1,0,0,1,3,2,4,10,16,9,6,994
248,"PIWARI PR. SCHOOL ROOM NO.-1",557,425,0,982,272,228,0,500,2,0,126,128,231,3,1,0,1,1,1,1,0,3,2,1,1,0,500
249,"BHAWIPUR PR. SCHOOL ROOM NO.-1",785,657,0,1442,473,343,0,816,800,0,277,115,364,0,3,2,1,0,2,3,2,2,13,15,4,13,816
250,"RAYPUR KALAN PR. SCHOOL ROOM NO.-1",627,511,0,1138,379,317,0,696,696,0,367,142,166,2,0,0,1,0,0,0,2,0,1,3,3,9,696
251,"NASROL PR. SCHOOL ROOM NO.-1 EAST PART",765,646,0,1411,460,421,0,881,881,0,301,235,298,3,2,3,0,1,2,2,0,3,3,8,8,12,881
252,"NASROL PR. SCHOOL ROOM NO.-2 EAST PART",440,285,0,725,294,179,0,473,4,0,11,65,375,3,0,6,0,0,3,0,0,0,1,5,2,2,473
253,"NASROL PR. SCHOOL ROOM NO.-3 WEST PART",416,454,0,870,251,255,0,506,500,0,11,263,205,0,2,20,1,3,0,0,0,0,0,0,0,1,506
254,"BEHTA PATHAK PR. SCHOOL ROOM NO.-1",724,580,0,1304,459,361,0,820,20,0,288,260,242,2,0,0,0,1,1,0,1,3,5,7,5,5,820
255,"BEHTA PATHAK PR. SCHOOL ROOM NO.-2",210,178,0,388,140,125,0,265,265,0,9,207,42,2,0,1,0,1,0,0,0,1,1,1,0,0,265
256,"KARANPUR PR. SCHOOL ROOM NO.-1",632,517,0,1149,439,378,0,817,250,0,58,285,453,5,1,0,0,1,0,0,0,1,4,2,3,4,817
257,"KARANPUR PR. SCHOOL ROOM NO.-2",651,518,0,1169,403,250,0,653,600,0,216,171,218,7,1,2,2,0,0,0,4,4,3,5,8,12,653
258,"NIBHAIRA SARVARPUR PR. SCHOOL ROOM NO.-1",725,612,0,1337,355,337,0,692,692,0,138,212,298,4,1,8,0,0,1,1,3,4,2,9,4,7,692
259,"EPURA PR. SCHOOL ROOM NO.-1",586,453,0,1039,336,231,0,567,3,0,63,145,330,3,0,3,1,0,3,0,2,2,4,5,2,4,567
260,"EPURA PR. SCHOOL ROOM NO.-2",330,287,0,617,186,141,0,327,327,0,6,69,236,3,1,2,1,0,1,1,2,0,2,1,2,0,327
261,"JASRATHPUR PR. SCHOOL ROOM NO.-1",290,261,0,551,219,194,0,413,3,0,10,31,366,0,0,2,0,0,0,0,1,0,1,1,0,1,413
262,"ANTAIPUR PR. SCHOOL ROOM NO.-1",480,403,0,883,279,198,0,477,20,0,74,26,358,2,1,2,1,0,1,1,1,0,0,7,0,3,477
263,"HUSAINPUR PR. SCHOOL ROOM NO.-1",371,288,0,659,281,139,0,420,400,0,7,146,229,4,3,0,0,1,4,1,1,1,5,6,6,6,420
264,"FATEHPUR VEERAMPUR PR. SCHOOL ROOM NO.-1",575,453,0,1028,283,264,0,547,547,0,20,260,214,3,1,23,2,0,4,0,1,5,7,5,1,1,547
265,"VEERAMPUR MAZRA FTEHPUR VEERAMPUR PR. SCHOOL ROOM NO.-1",286,245,0,531,230,162,0,392,63,0,10,360,8,0,0,2,1,0,1,0,0,0,1,3,2,4,392
266,"RANET GOVINDPUR PR. SCHOOL ROOM NO.-1",569,446,0,1015,549,310,0,859,800,0,4,762,87,1,0,0,0,0,0,0,0,0,0,1,4,0,859
267,"SUJANPUR PR. SCHOOL ROOM NO.-1",261,212,0,473,211,140,0,351,300,0,7,265,62,1,0,1,0,2,1,0,0,1,1,4,4,2,351
268,"BHANPUR PR. SCHOOL ROOM NO.-1",603,517,0,1120,289,217,0,506,503,0,20,191,263,3,1,2,0,0,4,0,2,1,0,3,8,8,506
269,"BHANPUR PR. SCHOOL ROOM NO.-2",695,581,0,1276,383,300,0,683,300,0,280,81,292,6,2,1,1,1,1,0,2,2,3,6,2,3,683
270,"RAJPUR PR. SCHOOL ROOM NO.-1",386,319,0,705,240,209,0,449,449,0,127,117,191,1,0,1,1,0,1,0,0,1,3,2,2,2,449
271,"BHILAULIYA SATTPUR PR. SCHOOL ROOM NO.-1",863,662,0,1525,441,277,0,718,21,0,170,111,332,4,1,75,0,1,3,0,1,0,7,4,6,3,718
272,"VITHAMAI PR. SCHOOL ROOM NO.-1",664,558,0,1222,399,345,0,744,744,0,293,277,153,0,0,1,1,0,1,1,1,1,3,4,2,6,744
273,"VITHAMAI PR. SCHOOL ROOM NO.-2",677,557,0,1234,391,302,0,693,693,0,62,262,295,0,0,52,2,1,3,0,1,0,5,3,4,3,693
274,"NAGPUR NURPUR PR. SCHOOL ROOM NO.-1 EAST PART",779,605,0,1384,427,307,0,734,34,0,181,125,380,9,1,0,1,0,2,1,1,0,8,10,4,11,734
275,"NAGPUR NURPUR PR. SCHOOL ROOM NO.-2 EAST PART",520,405,0,925,279,210,0,489,489,0,27,46,382,4,2,5,1,0,4,0,2,1,4,6,1,4,489
276,"NAGPUR NURPUR PR. SCHOOL ROOM NO.-3 WEST PART",537,421,0,958,245,196,0,441,400,0,18,40,360,4,2,1,0,0,0,0,1,2,3,6,3,1,441
277,"SHEKHUPURA PR. SCHOOL ROOM NO.-1",580,485,0,1065,465,307,0,772,258,0,45,665,50,4,0,1,1,0,0,0,0,0,2,0,1,3,772
278,"RAYPUR JAGMAN PR. SCHOOL ROOM NO.-1",375,316,0,691,313,213,0,526,526,0,77,359,77,1,2,0,0,1,0,0,0,1,1,2,4,1,526
279,"PARAULI JR. HIGH SCHOOL ROOM NO.-1 EAST PART",455,373,0,828,235,190,0,425,44,0,278,64,73,0,1,2,0,0,1,1,0,2,1,0,0,2,425
280,"PARAULI JR. HIGH SCHOOL ROOM NO.-3 WEST PART",527,536,0,1063,205,207,0,412,10,0,150,90,138,3,1,4,0,2,1,0,0,0,4,9,4,6,412
281,"PARAULI JR. HIGH SCHOOL ROOM NO.-2 EAST PART",528,397,0,925,285,188,0,473,473,0,76,110,269,3,0,3,0,0,0,0,2,1,3,3,1,2,473
282,"PARAULI JR. HIGH SCHOOL ROOM NO.-4 WEST PART",512,451,1,964,290,231,0,521,17,0,95,153,249,2,0,3,1,1,0,0,1,1,4,8,1,2,521
283,"PARAULI PR. SCHOOL ROOM NO.-1",636,490,0,1126,334,242,0,576,576,0,144,148,203,4,2,52,3,1,0,2,2,3,2,1,4,5,576
284,"AHMADGANJ MAZRA PARAULI PR. SCHOOL ROOM NO.-1",565,423,0,988,461,355,0,816,800,0,3,795,13,1,0,2,1,0,0,0,0,0,1,0,0,0,816
285,"HARNATHPUR NAULI PR. SCHOOL ROOM NO.-1",471,385,0,856,269,166,0,435,435,0,36,295,95,1,1,2,0,0,0,0,0,1,1,1,2,0,435
286,"HARNATHPUR NAULI PR. SCHOOL ROOM NO.-2",538,410,0,948,409,260,0,669,14,0,25,613,22,1,0,0,0,0,0,1,1,3,1,1,0,1,669
287,"DHIMARPURA PR. SCHOOL ROOM NO.-1",301,198,0,499,269,168,0,437,326,0,0,401,36,0,0,0,0,0,0,0,0,0,0,0,0,0,437
288,"BHATANI PR. SCHOOL ROOM NO.-1",297,248,0,545,234,146,0,380,300,0,47,278,47,0,1,0,0,0,0,1,1,0,0,2,1,2,380
289,"BAKARPUR PR. SCHOOL ROOM NO.-1",575,473,0,1048,391,279,0,670,600,0,33,285,243,2,3,74,1,0,0,3,4,9,4,1,5,3,670
290,"PALAI PR. SCHOOL ROOM NO.-1",523,382,0,905,412,274,0,686,686,0,3,661,13,0,0,0,1,0,0,0,1,0,0,1,4,2,686
291,"SINGTHARA PR. SCHOOL ROOM NO.-1",481,380,0,861,277,215,0,492,400,0,108,129,234,3,2,0,2,0,0,0,0,1,5,1,3,4,492
292,"SINGTHARA PR. SCHOOL ROOM NO.-2",468,366,0,834,257,225,0,482,7,0,23,347,96,4,0,0,0,1,4,0,1,1,0,2,1,2,482
293,"DAULATPUR PR. SCHOOL ROOM NO.-1",439,383,0,822,307,260,0,567,500,0,350,48,158,3,1,0,1,0,2,0,0,0,0,0,2,2,567
294,"ANGTHARA PR. SCHOOL ROOM NO.-1",765,583,0,1348,475,436,0,911,211,0,9,897,1,0,0,0,0,0,0,0,0,0,0,0,1,3,911
295,"ANGTHARA PR. SCHOOL ROOM NO.-2",666,551,0,1217,439,409,0,848,800,0,13,822,4,0,0,0,0,0,0,0,0,0,0,1,6,2,848
296,"NAVADA PR. SCHOOL ROOM NO.-1",261,216,0,477,186,125,0,311,300,0,22,38,230,2,0,0,0,0,1,4,0,3,5,1,3,2,311
297,"SARAURI PR. SCHOOL ROOM NO.-1",373,290,0,663,268,206,0,474,2,0,125,52,285,2,0,0,0,1,0,1,0,0,2,2,2,2,474
298,"SAINDOLI PR. SCHOOL ROOM NO.-1",508,418,0,926,303,318,0,621,6,0,240,179,182,2,2,0,1,0,0,0,0,1,1,4,4,5,621
299,"MANAKPUR PR. SCHOOL ROOM NO.-1",408,314,0,722,271,245,0,516,81,0,20,151,325,4,0,0,1,1,0,0,0,2,2,7,0,3,516
300,"BAGRAIN BADAN SINGH JR. HIGH SCHOOL ROOM NO.-1 EAST PART",788,667,0,1455,455,374,0,829,15,0,245,182,371,3,1,0,0,1,3,1,2,1,1,6,3,9,829
301,"BAGRAIN BADAN SINGH JR. HIGH SCHOOL ROOM NO.-2 EAST PART",476,388,0,864,231,180,0,411,53,0,8,189,203,0,2,0,0,0,0,1,1,0,4,2,1,0,411
302,"BAGRAIN BADAN SINGH JR. HIGH SCHOOL ROOM NO.-3 WEST PART",414,374,0,788,196,179,0,375,11,0,13,101,250,0,1,0,0,1,2,1,2,2,1,0,1,0,375
303,"BAGRAIN PR. SCHOOL ROOM NO.-1",1028,769,0,1797,237,185,0,422,26,0,26,197,183,0,1,2,1,1,3,0,2,0,1,2,0,3,422
304,"BHEEKAMPUR PR. SCHOOL ROOM NO.-1",234,164,0,398,192,142,0,334,7,0,2,225,101,1,0,0,0,0,1,0,1,0,0,1,1,1,334
305,"BHAWANIPUR PR. SCHOOL ROOM NO.-1",603,420,0,1023,245,152,0,397,397,0,45,167,162,2,2,0,1,0,3,1,0,0,4,3,6,1,397
306,"ALHUA PR. SCHOOL ROOM NO.-1",508,321,0,829,335,180,0,515,500,0,9,451,39,1,1,0,0,2,0,0,1,1,1,3,3,3,515
