"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAYA PRADA NAHATA","2 - KUNWAR BHARTENDRA","3 - MALOOK NAGAR","4 - SHAHNAWAZ RANA","5 - UDAY ALIES UDAYVEER","6 - GAURAV","7 - PARVEZ AQIL","8 - MOHAMAD ADEEB","9 - MOHAMMAD MOOSA","10 - UMESH ALIES PANI","11 - KAMAL","12 - GAJRESH KUMAR","13 - None of the Above","Total Votes Secured"
182,"HINDU I.COLLEGE CHANDPUR  ROOM-4",679,602,0,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"HINDU I.COLLEGE CHANDPUR  ROOM-5",478,387,0,865,204,133,0,337,299,0,2,14,159,121,0,0,0,1,37,1,0,1,1,337
184,"HINDU I.COLLEGE CHANDPUR  ROOM-6",542,443,0,985,235,175,0,410,394,0,4,47,146,177,1,0,0,0,26,0,1,0,8,410
185,"BARATGHAR CHANDPUR ROOM-1",653,625,1,1279,280,263,0,543,440,0,3,10,144,374,2,1,0,4,1,1,0,0,3,543
186,"BARATGHAR CHANDPUR ROOM-2",802,759,0,1561,368,347,0,715,610,0,5,2,377,312,2,4,0,0,9,1,1,0,2,715
187,"MOMEIN J.H.SCHOOL SHACHANDAN CHANDPUR  ROOM-1",885,755,0,1640,455,346,0,801,627,0,8,7,298,333,4,5,0,3,131,2,1,2,7,801
188,"MOMEIN J.H.SCHOOL SHACHANDAN  CHANDPUR   ROOM-2",505,452,0,957,261,224,0,485,358,0,3,1,184,253,3,15,0,7,15,0,0,0,4,485
189,"P.V. SAINDWAR ROOM-1",600,508,0,1108,525,348,0,873,827,0,5,771,72,17,2,2,0,1,0,0,2,0,1,873
190,"P.V. SAINDWAR ROOM-2",407,395,0,802,297,272,0,569,408,0,6,533,7,15,0,1,0,1,0,1,0,4,1,569
191,"P.V. NASAROUR MANSURPUR",284,254,0,538,244,207,0,451,428,0,8,408,14,5,0,0,2,1,1,2,3,4,3,451
192,"P.V. MAHMOODPUR",807,685,0,1492,522,455,0,977,947,0,16,442,404,61,2,1,2,0,16,13,3,8,9,977
193,"P.V. TIRPURI",401,356,0,757,280,236,0,516,314,0,10,282,207,1,2,3,0,0,0,3,1,1,6,516
194,"P.V. THURALA",555,472,0,1027,436,305,0,741,736,0,8,415,302,9,0,0,1,0,0,1,0,1,4,741
195,P.V.LUHARPURA,429,334,0,763,360,283,0,643,633,0,4,389,131,79,2,0,1,23,0,2,1,5,6,643
196,"P.V KOSHALYA",222,220,0,442,177,165,0,342,190,0,52,279,7,2,0,0,0,0,0,0,0,1,1,342
197,"PANCAHYATGHAR  BASTA ROOM-1",514,353,0,867,204,166,0,370,337,0,3,19,98,199,0,1,1,3,43,0,0,2,1,370
198,"PANCAHYATGHAR  BASTA ROOM-2",564,457,0,1021,233,209,0,442,404,0,5,5,67,258,1,1,0,0,100,1,0,1,3,442
199,"GHANDHI I.C.BASTA ROOM-1",538,389,0,927,197,198,0,395,393,0,7,95,44,186,2,1,0,6,41,5,1,2,5,395
200,"GHANDHI I.C.BASTA ROOM-4",446,344,1,791,166,152,0,318,287,0,3,6,57,158,0,5,0,8,74,3,0,0,4,318
201,"GHANDHI I.C.BASTA ROOM-2",585,431,0,1016,284,200,0,484,329,0,1,109,87,261,4,0,0,2,6,1,1,1,11,484
202,"GHANDHI I.C.BASTA ROOM-5",438,334,0,772,197,170,0,367,299,0,4,88,51,184,3,0,0,2,33,1,0,0,1,367
203,"GHANDHI I.C.BASTA ROOM-3",662,550,0,1212,307,280,0,587,552,0,0,246,38,234,2,10,1,4,46,2,0,3,1,587
204,"P.V. BASTA ROOM-1",453,355,0,808,252,217,0,469,361,0,6,197,116,132,1,0,0,4,1,2,2,2,6,469
205,"P.V.BASTA ROOM-3",516,469,0,985,281,295,0,576,553,0,9,200,68,286,1,3,0,0,2,1,1,1,4,576
206,"P.V.BASTA ROOM-2",393,309,0,702,152,189,0,341,332,0,0,17,36,279,1,4,0,1,1,0,0,0,2,341
207,"P.V. MANPUR",452,359,0,811,376,295,0,671,668,0,6,505,50,94,1,1,0,0,1,1,2,7,3,671
208,"P.V. ATHI",706,608,0,1314,525,497,0,1022,102,0,6,652,240,72,1,9,0,19,10,4,2,3,4,1022
209,"P.V. CHAMANPURA",191,185,0,376,143,133,0,276,229,0,3,251,22,0,0,0,0,0,0,0,0,0,0,276
210,"P.V. AHROLA",360,380,0,740,291,270,0,561,546,0,56,471,9,18,0,0,0,0,0,0,1,3,3,561
211,"P.V. WAZEEDPUR",494,397,0,891,433,324,0,757,742,0,7,319,382,25,1,4,0,1,1,7,0,3,7,757
212,"J.H. SCHOOL BOHRA  ROOM-1",627,488,0,1115,436,383,0,819,580,0,39,476,238,55,1,1,0,2,1,2,2,1,1,819
213,"J.H.I S BOHRA ROOM-2",341,313,0,654,283,255,0,538,536,0,10,510,11,2,0,0,0,1,0,0,0,4,0,538
214,"P.V. NALPURA",530,462,0,992,385,358,0,743,538,0,5,191,511,11,0,1,0,2,1,8,6,0,7,743
215,"P.V. PRATHBIPUR",359,347,0,706,307,264,0,571,501,0,9,512,39,7,0,0,0,0,0,0,0,2,2,571
216,"P.V. AKONDHA ROOM-1",517,410,0,927,312,279,0,591,591,0,3,220,67,262,4,0,0,2,23,4,0,3,3,591
217,"P.V. AKONDHA ROOM-3",450,380,0,830,343,292,0,635,633,0,4,250,231,137,0,0,1,2,4,3,2,0,1,635
218,"P.V. AKONDHA ROOM-2",363,300,0,663,260,222,0,482,482,0,6,171,268,23,0,1,1,0,1,2,4,5,0,482
219,"P.V. TIRPUDA",232,198,0,430,158,166,0,324,270,0,2,18,294,6,0,0,0,0,0,1,2,0,1,324
220,"P.V. HAZARPUR KASWA",370,336,0,706,263,250,0,513,424,0,4,416,40,41,1,1,1,0,0,1,2,3,3,513
221,"P.V. JAHGEERPUR MAZRA GAYNPUR URF ROOPPUR",458,423,0,881,271,272,0,543,469,0,9,343,59,111,2,0,0,0,11,2,2,1,3,543
222,"AGGANWARI KANDRA AKBARPUR ZOZA",502,429,0,931,401,282,0,683,574,0,5,401,50,207,2,2,0,1,2,4,1,3,5,683
223,"P.V. HARPUR",315,286,0,601,252,218,0,470,389,0,6,449,7,4,0,0,0,1,0,0,0,0,3,470
224,"P.V. TAHARPUR GULAM EMAMEN",369,348,0,717,285,280,0,565,530,0,8,249,212,86,0,2,0,0,2,1,0,3,2,565
225,"P.V. KAZEESORA",231,220,0,451,169,158,0,327,241,0,8,111,193,4,0,1,0,0,0,4,2,2,2,327
226,"P.V. PEPALSANA",381,342,0,723,315,270,0,585,374,0,35,534,11,1,0,0,0,0,0,2,0,0,2,585
227,"P.V. RUKANPUR ROOM-1",171,145,0,316,98,98,0,196,196,0,4,72,108,8,0,2,0,0,2,0,0,0,0,196
228,"P.V. RUKANPUR ROOM-2",263,239,0,502,206,206,0,412,322,0,7,296,102,4,1,0,0,0,0,0,0,1,1,412
229,"P.V. KARAL",731,622,0,1353,384,425,0,809,776,0,2,139,294,139,7,3,1,2,213,3,1,2,3,809
230,"P.V. KHERKI ROOM-1",480,380,0,860,198,228,0,426,247,0,3,15,192,203,1,0,0,0,1,3,2,2,4,426
231,"P.V. KHERKI ROOM-2",786,659,0,1445,421,411,0,832,802,0,8,119,399,267,2,7,1,0,2,10,3,2,12,832
232,"P.V. AJJUNANGLI",259,238,0,497,196,202,0,398,389,0,32,176,149,36,0,0,0,1,1,1,0,2,0,398
233,"P.V. KRAMPUR URF GAWNRI",556,539,0,1095,464,412,0,876,798,0,7,792,56,4,0,1,1,2,1,0,6,5,1,876
234,"P.V. ASALATPUR URF TOFAPUR",278,265,0,543,176,199,0,375,375,0,4,264,25,76,0,0,0,0,5,0,0,0,1,375
235,"P.V. MASEET ROOM-1",827,659,0,1486,478,399,0,877,832,0,5,5,470,373,1,3,0,1,7,4,3,0,5,877
236,"P.V. MASEET ROOM-2",848,718,0,1566,451,447,0,898,835,0,4,6,391,450,2,0,1,0,37,2,1,1,3,898
237,"P.V. NASEERPUR SEKH",660,571,0,1231,430,410,0,840,817,0,3,2,463,350,4,1,0,0,12,1,0,1,3,840
238,"P.V. HATAMPUR",551,501,0,1052,291,330,0,621,621,0,3,4,414,160,1,4,1,1,25,2,2,1,3,621
239,"P.V. BABARPUR",720,612,0,1332,494,437,0,931,931,0,18,495,244,156,2,2,0,1,2,2,2,3,4,931
240,"P.V. HALLANANGLA",234,212,0,446,225,187,0,412,310,0,1,410,1,0,0,0,0,0,0,0,0,0,0,412
241,"PANCAHYATGHAR ISMAYILPUR ROOM-1",493,418,0,911,360,269,0,629,456,0,11,461,44,78,3,1,2,0,3,10,1,7,8,629
242,"PANCAHYATGHAR ISMAYILPUR ROOM-2",440,401,0,841,329,256,0,585,580,0,40,437,36,60,1,2,0,0,3,0,1,1,4,585
243,"J.H.SCHOOL ISMAYILPUR",306,301,0,607,233,199,0,432,374,0,19,383,23,5,0,0,0,1,0,0,0,1,0,432
244,"PURV MA V. RAWANA HAWAY",219,195,0,414,178,157,0,335,333,0,28,255,10,35,2,0,0,1,0,0,0,2,2,335
245,"P.V. BIRAL",332,306,0,638,301,260,0,561,553,0,19,527,9,0,0,1,0,1,0,0,2,1,1,561
246,"P.V.HEEMPUR BUJURG ROOM-1",486,383,0,869,178,190,0,368,344,0,5,47,75,36,2,1,2,2,191,3,0,1,3,368
247,"P.V HEEMPUR BUJURG ROOM-2",471,402,0,873,204,212,0,416,416,0,0,6,62,117,0,0,0,1,224,2,2,0,2,416
248,"P.V. HEEMPUR BUJURG ROOM-3",475,407,0,882,273,222,0,495,455,0,13,215,57,155,3,1,2,2,39,2,1,2,3,495
249,"P.V. HEEMPUR BUJURG ROOM-4",380,349,0,729,227,213,0,440,418,0,3,197,125,59,2,1,0,2,38,3,1,5,4,440
250,"P.V. MEERAPUR",328,273,0,601,272,213,0,485,484,0,151,325,6,1,0,0,0,0,0,0,0,2,0,485
251,"P.V. GOVLI ROOM-1",731,618,1,1350,459,411,0,870,866,0,6,56,217,352,5,8,6,3,196,5,3,3,10,870
252,"P.V. GOVLI ROOM-2",532,478,0,1010,262,244,0,506,500,0,11,76,76,319,3,12,0,0,2,0,0,1,6,506
253,"P.V. PAHULI",815,682,0,1497,541,396,0,937,900,0,109,652,141,16,0,6,0,1,0,6,3,2,1,937
254,"P.V. BAHMANSHORA",447,419,0,866,353,333,0,686,681,0,20,476,124,49,1,2,2,0,0,6,2,0,4,686
255,"P.V. HELALPUR",503,472,2,977,333,288,0,621,619,0,4,550,9,47,0,1,0,0,1,0,1,4,4,621
256,"P.V. MERZAPUR BALA ROOM-1",660,572,0,1232,378,372,0,750,557,0,1,109,110,36,2,3,21,1,436,6,2,3,20,750
257,"P.V. MERZAPUR BALA ROOM-2",757,629,0,1386,407,370,0,777,775,0,2,297,38,62,1,2,0,3,363,4,0,2,3,777
258,"P.V. DRWARA ROOM-1",420,358,0,778,248,214,0,462,461,0,5,152,270,21,0,2,0,0,0,5,1,1,5,462
259,"P.V. DARWAR ROOM-2",444,394,0,838,308,248,0,556,552,0,4,412,95,32,1,1,0,2,3,2,1,1,2,556
260,"P.V. SHAKHPURI MEENA",289,261,0,550,234,199,0,433,316,0,38,365,3,23,0,0,0,0,0,0,2,0,2,433
261,"P.V. BUNDRA KALA",688,542,0,1230,496,432,0,928,928,0,4,168,482,245,2,3,1,1,9,3,3,6,1,928
262,"P.V. SUNDRA",758,654,0,1412,522,470,0,992,848,0,6,354,423,170,3,2,0,0,21,4,2,5,2,992
263,"P.V. TALIBPUR",334,316,0,650,264,243,0,507,483,0,6,324,155,18,0,0,0,0,1,1,1,1,0,507
264,"P.V. MEERZAPUR BAKENA",421,395,0,816,288,271,0,559,553,0,27,326,192,1,0,0,0,1,1,4,0,2,5,559
265,"P.V. RAMPUR NAJRANA",546,466,0,1012,322,302,0,624,624,0,3,172,108,317,2,3,0,0,13,3,0,2,1,624
266,".V. HIRNAKHERI",433,397,0,830,322,280,0,602,602,0,66,217,131,154,1,8,1,1,2,5,3,7,6,602
267,"P.V. KALANPUR",785,713,0,1498,603,484,0,1087,1070,0,21,1012,44,2,1,0,1,1,0,2,1,0,2,1087
268,"P.V. BHIDYAKHERA",437,394,0,831,295,237,0,532,404,0,12,325,185,4,0,0,0,0,0,1,1,1,3,532
269,"P.V. ALABALPUR",310,297,0,607,248,243,0,491,398,0,4,240,232,1,2,2,0,0,0,0,2,2,6,491
270,"J.U.M.V. BAGARPUR",600,546,0,1146,453,381,0,834,751,0,9,751,69,2,0,0,0,0,0,1,1,0,1,834
271,"P.V. BAGWANTPUR ROOM-1",438,374,0,812,339,281,0,620,611,0,3,293,310,2,0,0,0,0,0,0,2,4,6,620
272,"P.V. BAGWANTPUR ROOM-2",224,210,0,434,208,184,0,392,302,0,4,385,1,0,0,0,0,0,0,0,0,2,0,392
273,"P.V. KAKRALA",251,231,0,482,202,181,0,383,380,0,1,370,5,5,0,0,0,0,0,0,0,1,1,383
274,"P.V. IMALIA",473,392,0,865,343,260,0,603,463,0,25,513,59,4,0,0,0,0,0,0,1,0,1,603
275,"P.V. LATEEFPUR CHUKHEARI",372,324,0,696,309,248,0,557,546,0,64,414,60,11,0,0,1,0,0,2,1,3,1,557
276,"SHREE KRISHAN PURV MA. V. ORANGABAD",745,664,0,1409,545,440,0,985,985,0,13,488,200,243,4,1,1,3,15,4,3,4,6,985
277,"P.V. SINGHA ROOM-1",659,574,0,1233,408,364,0,772,731,0,1,63,513,168,1,3,2,1,6,1,4,3,6,772
278,"P.V. SINGHA ROOM-2",312,296,0,608,190,162,0,352,338,0,3,240,36,70,1,0,0,0,0,1,0,0,1,352
279,"P.V. SHADIPUR HUSANPUR",626,549,0,1175,419,358,0,777,742,0,36,455,247,7,2,0,2,0,11,2,5,6,4,777
280,"P.V. KIRATPUR",541,467,0,1008,488,377,0,865,864,0,6,607,166,64,1,0,0,0,3,3,3,4,8,865
281,"P.V. BUCHNAGAL",400,337,0,737,291,247,0,538,419,0,12,208,121,185,0,0,3,0,2,1,1,3,2,538
282,"P.V. CHAHALI",453,399,0,852,308,279,0,587,518,0,3,320,89,163,1,4,0,0,5,1,0,0,1,587
283,"K.I.C. DHUNNDLI ROOM-1",486,414,0,900,353,267,0,620,454,0,6,424,159,22,1,1,0,2,0,0,2,1,2,620
284,"K.I.C. DHUNNDLI ROOM-2",324,273,0,597,212,189,0,401,372,0,4,168,13,205,3,0,0,1,6,1,0,0,0,401
285,"P.V. JAFARPUR COT",254,248,0,502,193,199,0,392,363,0,8,367,4,8,0,0,0,0,0,1,0,0,4,392
286,"J.U.M.V AZAMPUR URF ADDOPUR ROOM1",707,663,0,1370,337,394,0,731,704,0,9,117,153,46,2,12,3,9,362,6,6,3,3,731
287,"J.U.M.V  AZAMPUR URF ADDOPUR ROOM2",527,532,0,1059,279,312,0,591,551,0,18,453,95,4,3,1,0,0,9,1,3,3,1,591
288,"P.V. TANGROLA",582,527,0,1109,374,365,0,739,735,0,140,137,245,191,3,0,1,0,12,3,2,3,2,739
289,"P.V. JAFRABAD KURAI",634,593,0,1227,392,333,0,725,720,0,18,424,63,186,4,5,0,0,4,1,6,6,8,725
290,"P.V. LINDERPUR ROOM-1",468,429,0,897,289,245,0,534,534,0,10,401,55,61,1,0,0,0,1,1,0,1,3,534
291,"P.V. LINDERPUR ROOM-2",602,542,0,1144,337,357,0,694,505,0,3,142,46,472,8,0,0,0,13,4,1,2,3,694
292,"P.V. MANZOLA GUJJAR ROOM1",500,438,0,938,362,282,0,644,564,0,5,361,198,66,1,3,0,1,4,1,1,1,2,644
293,"P.V. MANZOLA GUJJAR ROOM2",429,373,0,802,293,247,0,540,540,0,3,134,325,57,1,0,1,1,2,4,5,3,4,540
294,"P.V. RAMPUR  PHEENA",516,395,0,911,344,224,0,568,549,0,13,207,29,312,0,0,0,0,2,1,0,3,1,568
295,"P.V. SARAKTHAL",722,623,0,1345,497,404,0,901,846,0,41,475,167,138,4,5,0,3,30,5,8,10,15,901
296,"P.V. PAHADPUR KALA URF MALASIYA",491,459,0,950,382,335,0,717,642,0,75,544,22,57,0,3,1,1,0,0,1,8,5,717
297,"P.V. RUSTAMPUR",257,263,0,520,211,186,0,397,225,0,22,369,2,0,0,3,0,0,0,0,0,0,1,397
298,"P.V. DHAKI",648,536,0,1184,412,370,0,782,668,0,7,376,55,275,1,1,1,1,60,1,1,3,0,782
299,"P.V. MUSTAFABAD ROOM-1",400,343,0,743,269,239,0,508,498,0,4,387,37,37,3,0,1,2,30,3,0,2,2,508
300,"P.V. MUSTAFABAD ROOM-2",740,632,0,1372,472,412,0,884,810,0,54,565,35,30,1,0,3,4,175,8,1,5,3,884
301,"P.V. SHAHPUR DHAMADI",238,229,0,467,205,196,0,401,400,0,5,293,99,2,0,0,0,0,0,1,1,0,0,401
302,"P.V. BHAISA",790,639,0,1429,592,474,0,1066,1064,0,7,796,97,151,0,1,1,3,0,1,2,2,5,1066
303,"P.V. ZUZHAILA ROOM-1",522,456,0,978,404,370,0,774,556,0,8,470,85,179,4,3,1,1,16,2,1,1,3,774
304,"P.V. ZUZHAILA ROOM-2",384,332,0,716,277,231,0,508,447,0,6,206,285,1,2,1,0,0,1,0,2,1,3,508
305,"S.AARY I.C. PHEENA ROOM-1",532,474,0,1006,308,279,0,587,580,0,32,510,36,3,1,1,0,0,0,1,0,1,2,587
306,"S.AARY I.C. PHEENA ROOM-2",387,408,0,795,240,253,0,493,433,0,8,452,14,6,0,2,1,0,0,1,0,8,1,493
307,"S.AARY I.C. PHEENA ROOM-3",465,400,0,865,290,252,0,542,434,0,8,310,210,5,1,0,0,0,1,0,2,2,3,542
308,"S.AARY I.C. PHEENA ROOM-5",412,354,0,766,267,237,0,504,366,0,6,80,396,9,1,0,0,0,0,2,3,2,5,504
309,"S.AARY I.C. PHEENA ROOM-4",831,742,0,1573,529,455,0,984,853,0,26,849,64,10,0,3,3,2,2,2,5,7,11,984
310,"P.V. FHEENA",499,452,0,951,346,300,0,646,645,0,35,571,10,2,0,7,1,1,0,1,2,4,12,646
311,"J.H. SCHOOL AZAMGAR URF RATANGAR ROOM-1",545,462,0,1007,319,286,0,605,493,0,3,237,141,202,3,0,0,0,7,4,2,2,4,605
312,"J.H. SCHOOL AZAMGAR URF RATANGAR ROOM-2",342,332,0,674,233,204,0,437,435,0,7,200,188,32,0,0,2,0,0,1,3,2,2,437
313,"P.V. AZAMGAR URF RATANGAR",847,727,0,1574,471,461,0,932,932,0,12,467,234,186,3,1,2,0,3,9,3,3,9,932
314,"P.V. SUNGHAR",682,584,0,1266,489,425,0,914,901,0,12,790,97,2,0,3,0,1,1,4,0,1,3,914
315,"P.V. RAMOROOPPUR",546,488,0,1034,433,346,0,779,770,0,8,557,160,34,2,1,1,1,0,1,3,5,6,779
316,"P.V. DHARUPUR",348,325,0,673,275,246,0,521,489,0,16,352,140,11,0,0,0,0,0,0,0,1,1,521
317,"J.H. SCHOOL DHARUPUR",573,482,0,1055,514,403,0,917,896,0,12,769,121,9,0,1,0,0,0,0,1,3,1,917
318,"P.V. KAMALUDDINPUR",272,254,0,526,208,206,0,414,410,0,4,254,155,0,0,0,0,0,0,0,1,0,0,414
319,"P.V. SEMLA",337,288,0,625,296,239,0,535,528,0,3,400,111,5,2,0,1,2,1,2,2,3,3,535
320,"P.V. MURAHAT ROOM-1",892,613,0,1505,599,332,0,931,826,0,3,482,400,10,4,2,1,4,2,5,3,7,8,931
321,"P.V. MURAHAT ROOM-2",270,222,0,492,194,137,0,331,250,0,1,129,193,2,1,0,0,0,0,0,1,2,2,331
322,"P.V. JAFARHUSENPUR",571,485,1,1057,362,312,0,674,603,0,16,248,99,302,1,0,0,0,3,1,0,3,1,674
323,"P.V. ARAGI BHAISA",470,392,0,862,356,294,0,650,641,0,11,490,117,3,2,0,1,1,2,4,4,4,11,650
324,"P.V. ISMAILPUR ROOM-1",561,471,0,1032,378,304,0,682,629,0,38,440,17,169,2,0,0,0,8,2,1,3,2,682
325,"P.V. ISMAILPUR ROOM-2",581,406,0,987,349,241,0,590,546,0,27,97,11,416,3,1,0,3,21,4,1,0,6,590
326,"P.V. YUSUFA",522,428,0,950,383,293,0,676,662,0,9,289,314,32,0,2,1,3,0,6,4,5,11,676
