"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
150,"JAHARVIR GOGAJI INTER COLLEGE PRAKASH NAGAR R0N0-2",690,481,0,1171,413,251,0,664,68,0,34,30,92,478,3,2,0,2,1,3,2,0,9,3,2,3,664
151,"PRA.VI.BALIKA NAGAR NIGAM NUNIHAI R.N.1",515,389,0,904,369,231,0,600,61,0,32,195,28,336,1,0,0,0,0,2,1,0,4,1,0,0,600
152,"PRA.VI.BALIKA NAGAR NIGAM NUNIHAI R.N.2",452,360,0,812,307,216,0,523,53,0,22,35,33,403,2,0,0,0,1,10,0,1,4,1,2,9,523
153,"PRA.VI.(BAKIKA)NAGAR NIGAM NUNIHAI R0.N0-1",756,559,0,1315,443,271,0,714,74,0,46,45,168,424,8,0,0,0,0,9,4,0,3,4,1,2,714
154,"PRA.VI.(BAKIKA)NAGAR NIGAM NUNIHAI R0.N0-2",716,500,0,1216,438,220,0,658,65,0,33,27,138,437,7,0,1,0,0,1,5,1,2,5,1,0,658
155,"DA.BI.R.AMBEDKAR SICHA SADAN NAGALKA DECJEET -1",639,494,0,1133,319,215,0,534,53,0,21,106,119,258,5,2,0,0,2,2,4,1,4,2,0,8,534
156,"DA.BI.R.AMBEDKAR SICHA SADAN NAGALKA DECJEET -4",336,191,0,527,226,123,0,349,39,0,25,83,66,165,2,0,0,1,0,2,1,1,0,1,1,1,349
157,"DA.BI.R.AMBEDKAR SICHA SADAN NAGALKA DECJEET -2",597,395,0,992,341,215,0,556,54,0,51,106,201,173,0,1,1,1,1,2,1,2,5,2,2,7,556
158,"DA.BI.R.AMBEDKAR SICHA SADAN NAGALKA DECJEET -3",710,452,0,1162,461,288,0,749,74,0,17,413,151,148,1,0,0,0,0,3,2,0,0,6,5,3,749
159,"PRA.VI.KACHHAPURA R0.N0-1",457,350,0,807,277,204,0,481,49,0,22,123,209,73,1,1,1,0,0,1,2,2,28,5,2,11,481
160,"PRA.VI.KACHPURA R0.N0-3",721,504,0,1225,432,238,0,670,66,0,34,132,334,128,1,0,0,1,0,11,3,0,9,2,1,14,670
161,"U.MA.RELABE PRA.VI.YAMUNABRIJ R0.N0-2",617,505,0,1122,399,260,0,659,65,0,24,384,25,209,3,0,0,1,0,1,0,1,1,3,3,4,659
162,"PRA.VI.GOTAM NAGAR CHHETR R0.N0-1",785,593,0,1378,419,312,0,731,76,0,43,570,44,46,2,1,0,1,4,3,1,2,2,6,2,4,731
163,"PRA.VI.GOTAM NAGAR CHHETR R0.N0-2",766,623,0,1389,421,365,0,786,78,0,37,606,38,69,4,0,0,0,1,3,4,2,2,6,10,4,786
164,"PRA.VI.GOTAM NAGAR CHHETR R0.N0-3",340,222,0,562,196,129,0,325,31,0,6,245,15,50,1,0,0,0,0,1,0,0,1,1,2,3,325
165,"KE.EM.PABALIK JU.H.SCHOOL GARHI CHANDANI R0.N--1",509,392,0,901,261,188,0,449,49,0,41,250,32,103,0,0,0,0,1,4,2,1,3,6,3,3,449
166,"KE.EM.PABALIK JU.H.SCHOOL GARHI CHANDANI R0.N--1",696,523,0,1219,422,272,0,694,669,0,33,95,57,473,1,2,0,0,1,5,4,2,16,1,0,4,694
167,"KE.EM.PABALIK JU.H.SCHOOL GARHI CHANDANI R0.N--3",601,469,0,1070,324,224,0,548,53,0,41,161,46,264,7,0,0,0,0,4,2,1,6,1,7,8,548
168,"KE.EM.PABALIK JU.H.SCHOOL GARHI CHANDANI R0.N--4",599,429,0,1028,356,218,0,574,54,0,15,87,55,382,3,1,0,3,1,7,4,6,3,2,1,4,574
169,"SITI WOKESHANL PABALIK SCHOOL D.U-1",616,461,0,1077,418,297,0,715,75,0,53,213,59,330,3,2,0,0,2,9,4,1,13,11,4,11,715
170,"SITI WOKESHANL PABALIK SCHOOL D.U-3",827,594,0,1421,501,368,0,869,86,0,37,146,49,592,4,2,2,3,0,5,3,5,14,2,1,4,869
171,"PRA.VI.MOTI MAHAL R0.N0-1",850,684,0,1534,618,422,0,1040,100,0,7,927,16,61,1,0,0,0,1,3,0,0,4,4,8,8,1040
172,"PRA.VI.MOTI MAHAL R0.N0-2",563,405,0,968,417,275,0,692,69,0,7,579,7,87,0,0,0,0,0,1,0,1,2,3,3,2,692
173,"PRA.VI.NAGAR NIGAM SHREE MA.ANATHALAY JAMUNA BRIJ R0 N0-2",624,452,0,1076,392,220,0,612,62,0,6,555,8,32,1,0,0,0,0,0,1,0,2,3,2,2,612
174,"PRA.VI.MA.JAMUNA BRIJ R0.N0-3",507,419,0,926,303,240,0,543,54,0,67,153,42,261,2,1,0,0,0,2,0,1,5,3,4,2,543
175,"SIYAMLAL SARSWATI SHISHU VI.MANDIR JAMUNA BRJI AGRA R0.N0-1",805,666,0,1471,479,260,0,739,79,0,97,258,88,256,0,1,1,0,1,11,2,2,4,3,9,6,739
176,"SIYAMLAL SARSWATI SHISHU VI.MANDIR JAMUNA BRJI AGRA R0.N0-2",809,696,0,1505,479,353,0,832,82,0,100,163,72,451,9,0,1,1,1,15,3,3,3,3,3,4,832
177,"SIYAMLAL SARSWATI SHISHU VI.MANDIR JAMUNA BRJI AGRA R0.N0-3",420,355,0,775,287,224,0,511,52,0,45,109,47,301,3,0,0,0,0,0,1,1,2,0,0,2,511
178,"SIYAMLAL SARSWATI SHISHU VI.MANDIR JAMUNA BRJI AGRA R0.N0-4",474,328,0,802,277,173,0,450,56,0,80,69,117,169,1,1,1,0,0,2,0,1,1,0,2,6,450
179,"PRA.VI.DORAU R0.N0.-1",529,452,0,981,393,300,0,693,98,0,15,179,330,149,1,0,0,0,0,4,2,1,2,3,3,4,693
180,"PRA.VI.DORAU R0.N0.-2",546,487,0,1033,425,331,0,756,76,0,11,82,51,582,6,0,1,1,0,1,5,0,8,4,3,1,756
181,"PRA.VI.NADAU R0N0-1",737,572,0,1309,554,395,0,949,94,0,33,106,228,545,5,1,0,0,1,14,5,1,5,3,1,1,949
182,"PRA.VI.NADAU R0N0-2",441,347,0,788,313,212,0,525,53,0,7,205,137,161,2,0,0,0,2,1,0,0,0,1,3,6,525
183,"PRA.VI.WAS AGARIYA",299,233,0,532,210,161,0,371,37,0,15,149,103,79,3,1,1,0,2,0,2,0,2,2,3,9,371
184,"PRA.VI.MUDHI JAHANGEERPUR",555,484,0,1039,414,287,0,701,72,0,6,215,81,368,8,3,0,1,0,4,3,0,2,1,5,4,701
185,"PRA.VI.MUDHI JAHANGEERPUR R0NO-2",361,311,0,672,295,217,0,512,53,0,11,116,251,120,7,1,0,0,0,0,1,1,2,0,1,1,512
186,PRA.VI.SATERA,235,167,0,402,185,128,0,313,32,0,0,51,15,233,0,1,0,0,0,0,5,0,2,2,2,2,313
187,POO.MA.VI.NIJAMATPUR,372,321,0,693,323,230,0,553,54,0,2,4,421,115,0,0,0,1,0,0,3,0,1,3,0,3,553
188,PRA.VI.HASANPUR,529,422,0,951,385,240,0,625,63,0,12,89,196,293,2,0,0,1,0,10,3,1,3,8,2,5,625
189,"PRA.VI.HASANPUR R0N0-2",531,404,0,935,402,270,0,672,69,0,4,192,16,431,7,1,0,1,0,1,1,2,5,6,2,3,672
190,PRA.VI.UNCHA,457,374,0,831,350,228,0,578,58,0,6,107,137,305,3,0,0,1,0,0,0,2,7,6,1,3,578
191,"PRA.VI.WAS MOHAN SAHAY",827,630,0,1457,611,377,0,988,92,0,10,165,156,620,3,2,0,0,1,2,8,2,5,8,3,3,988
192,"PRA.VI.NAGALA  DHAMALI R0N0-1",737,581,0,1318,600,375,0,975,98,0,3,36,46,865,6,0,0,1,0,1,5,4,3,3,0,2,975
193,"PRA.MA.VI.NAGALA DHAMALI",418,320,0,738,358,275,0,633,63,0,2,613,2,13,0,0,0,0,0,0,0,0,0,1,1,1,633
194,"POO.MA.VI.SAIMARA  R0NO-1",755,454,0,1209,490,308,0,798,78,0,12,193,107,476,1,1,1,1,0,0,1,0,3,1,0,1,798
195,"PRA.VI.WAS JPKHI",715,582,0,1297,492,361,0,853,8,0,11,331,55,436,0,1,0,0,1,1,0,2,5,6,1,3,853
196,"PRA.VI.KANYA PATHSHALA SAIMARA",687,492,0,1179,443,284,0,727,79,0,14,100,161,430,1,2,0,2,0,0,7,0,5,4,0,1,727
197,POO.MA.VI.LALGARHI,562,448,0,1010,412,285,0,697,68,0,4,89,126,460,1,3,0,0,0,2,2,1,2,4,2,1,697
198,"PRA.VI.SAIMARA R0 N0-1",704,570,0,1274,477,368,0,845,84,0,6,295,49,464,3,1,0,0,0,0,9,2,5,7,3,1,845
199,"PRA.VI.NAGLA NEEM",509,351,0,860,388,255,0,643,69,0,9,108,138,369,3,0,0,0,2,0,2,0,2,7,0,3,643
200,"PRA.VI.WAMANI R0N0-1",281,214,0,495,232,170,0,402,41,0,1,1,2,397,0,0,0,0,0,0,0,1,0,0,0,0,402
201,"PRA.VI.WAS RISAL",726,521,0,1247,542,343,0,885,81,0,21,233,179,434,3,0,3,0,0,2,4,0,1,1,1,3,885
202,"PRA.VI.GARHI RATHOR R0N0-2",682,512,0,1194,526,329,0,855,86,0,4,177,47,605,5,0,1,0,1,0,2,0,0,9,1,3,855
203,PRA.VI.KHADIHA,835,616,0,1451,566,353,0,919,91,0,15,252,49,585,3,0,1,1,2,0,5,1,1,2,1,1,919
204,"PRA.VI.WAMAN R0N0-1",703,561,0,1264,491,366,0,857,85,0,22,295,7,515,3,0,0,0,0,1,5,2,3,0,2,2,857
205,PRA.VI.RAMBALA,546,413,0,959,443,315,0,758,76,0,4,502,22,210,4,0,0,0,1,0,0,0,2,8,2,3,758
206,"PRA.VI.PAISAI R0NO-1",574,454,0,1028,437,251,0,688,68,0,2,6,655,16,0,0,0,0,0,2,1,0,1,2,0,3,688
207,"PRA.VI.PAISAI R0NO-2",537,387,0,924,300,190,0,490,49,0,1,34,355,92,2,0,0,0,0,0,1,0,2,3,0,0,490
208,PRA.VINAHARRA,430,357,0,787,309,218,0,527,52,0,2,52,108,350,2,1,0,1,1,1,2,1,5,0,1,0,527
209,"PRA.VI.NAGALA GARHARIYA (WAS POHAPI)",472,373,0,845,326,218,0,544,56,0,13,58,431,30,2,0,0,0,0,1,3,1,2,1,1,1,544
210,PRA.VI.WASSONA,320,266,0,586,234,171,0,405,41,0,4,40,111,226,2,0,0,1,3,1,1,1,6,4,2,3,405
211,"PRA.VI0NAGALA UMARAV",139,110,0,249,124,86,0,210,21,0,0,0,199,8,0,0,0,0,1,0,1,0,0,0,1,0,210
212,"PRA.VI.NAGALA PIROTHA",231,162,0,393,205,133,0,338,33,0,0,1,230,104,0,0,0,0,0,0,1,0,0,1,0,1,338
213,PRA.VI.BELOTH,629,412,0,1041,421,259,0,680,68,0,3,46,39,560,4,1,0,3,0,1,6,4,8,2,2,1,680
214,PRA.VI.PROOPDHANU,757,610,0,1367,583,462,0,1045,100,0,14,118,4,885,12,0,0,0,0,0,2,1,5,3,1,0,1045
215,PRA.VI.CHONKADHA,536,404,0,940,385,275,0,660,67,0,1,61,30,555,1,0,1,0,0,0,6,2,1,1,0,1,660
216,"PRA.VI.CHONKADHA R0N0-2",461,328,0,789,328,218,0,546,54,0,3,19,7,506,2,0,0,1,0,4,2,0,2,0,0,0,546
217,PRA.VI.NAYAWAS,482,383,0,865,357,300,0,657,68,0,0,173,15,460,3,0,0,0,0,1,1,0,2,2,0,0,657
218,"POO.MA.VI.SHER KHAN R0N0-1",527,403,0,930,329,240,0,569,56,0,8,98,98,350,2,0,1,0,0,1,1,0,5,0,3,2,569
219,"POO.MA.VI.SHER KHAN R0N0-2",467,374,0,841,361,281,0,642,1,0,4,323,143,163,1,0,0,0,0,1,1,0,0,1,0,5,642
220,"PRA.VI.USMANPUR R0N0-1",892,670,0,1562,636,455,0,1091,110,0,8,140,14,898,5,1,0,0,0,4,3,1,6,5,1,5,1091
221,"PRA.VI.USMANPUR R0N0-2",348,287,0,635,231,158,0,389,216,0,1,53,201,121,2,0,1,0,1,2,3,0,2,1,0,1,389
222,"PRA.VI.BRJ AKBAR R0N0-1",363,262,0,625,268,173,0,441,56,0,2,179,38,204,2,0,0,0,0,1,3,0,2,4,3,3,441
223,PRA.VI.ARELA,347,257,0,604,252,181,0,433,66,0,10,274,24,118,0,0,0,0,0,1,0,0,1,2,2,1,433
224,"PRA.VI.NAGALA HULSA",550,403,0,953,357,230,0,587,45,0,4,305,75,197,0,0,0,0,0,0,1,0,0,0,5,0,587
225,"PRA.VI.BAHARAMPUR R0 N0-1",469,364,0,833,360,241,0,601,97,0,4,50,130,403,2,0,0,0,1,3,0,2,3,0,1,2,601
226,"PRA.VI.BAHARAMPUR R0 N0-2",268,234,0,502,232,177,0,409,81,0,3,5,2,397,0,0,0,0,0,0,0,1,1,0,0,0,409
227,PRA.VI.GUDHA,534,390,0,924,385,241,0,626,112,0,7,216,121,262,6,0,1,2,0,0,2,0,2,5,2,0,626
228,"PRA.VI.WAS VODAM",445,345,0,790,326,241,0,567,53,0,4,68,270,215,0,0,0,0,0,1,1,1,3,3,1,0,567
229,PRA.VI.GADHIRAMI,769,656,0,1425,529,393,0,922,102,0,17,110,29,740,4,0,0,0,2,2,2,0,8,1,1,6,922
230,PRA.VI.CHAUGAN,772,594,0,1366,541,331,0,872,88,0,4,118,88,636,9,1,0,0,0,2,6,1,4,0,1,2,872
231,PRA.VI.CHHALESAR,717,588,0,1305,555,389,0,944,141,0,4,208,376,332,5,0,0,0,0,2,2,2,1,6,3,3,944
232,"PRA.VI.CHHALESAR R0N0-2",688,551,0,1239,512,382,0,894,98,0,8,467,72,321,6,0,1,0,0,3,3,4,0,1,7,1,894
233,"BHOLA NATH JU.H.SCHOOL SHAHDARA",463,346,0,809,282,187,0,469,23,0,10,279,46,109,0,0,0,0,1,14,0,0,1,2,5,2,469
234,"BHOLA NATH JU.H.SCHOOL SHAHDARA R0NO-2",395,327,0,722,301,208,0,509,50,0,8,157,32,302,0,1,0,1,0,5,0,1,0,1,0,1,509
235,"PRA.VI.SHAHDARA R0.N0-1",523,443,0,966,345,229,0,574,104,0,30,125,123,283,2,0,0,0,1,2,0,3,1,2,2,0,574
236,"PRA.VI.SHAHDARA R0.N0-2",552,453,0,1005,367,254,0,621,65,0,19,150,93,332,3,0,0,0,2,6,3,2,2,3,3,3,621
237,"CHUNNILAL PABLIK INTER COLLEGE R0 N0-1",580,436,0,1016,390,264,0,654,63,0,19,28,183,400,6,0,0,0,0,4,2,0,2,5,2,3,654
238,"CHUNNILAL PABLIK INTER COLLEGE R0 N0-2",451,361,1,813,326,215,0,541,56,0,18,36,82,388,3,1,0,0,0,3,0,2,1,5,1,1,541
239,"CHUNNILAL PABLIK INTER COLLEGE R0 N0-3",726,577,0,1303,388,210,0,598,110,0,13,3,17,524,10,1,0,3,0,1,4,7,6,3,0,6,598
240,"CHUNNILAL PABLIK INTER COLLEGE R0 N0-3",365,256,0,621,235,143,0,378,99,0,4,17,30,318,2,0,0,0,0,3,1,2,0,0,0,1,378
241,"KANYA JU.H.SCHOOL SHAHDARA",646,463,0,1109,275,195,0,470,48,0,40,36,98,277,2,0,1,0,1,4,1,0,5,3,2,0,470
242,"PRA.VI.KUBERPUR R0NO-1",633,536,0,1169,489,371,0,860,115,0,4,349,104,383,9,0,0,0,1,0,1,1,1,4,1,2,860
243,"PRA.VI.KUBERPUR R0NO-2",573,446,0,1019,470,289,0,759,72,0,10,228,122,378,2,0,0,1,1,3,2,2,1,3,1,5,759
244,"PRA.VI.RAHAN KALAN",658,579,0,1237,504,382,0,886,81,0,6,71,101,639,16,0,1,1,0,2,11,3,18,6,3,8,886
245,"PRA.VI.GADHI JAGANNATH RO.NO-1",331,246,0,577,235,179,0,414,40,0,5,3,3,397,1,0,0,1,0,1,1,0,2,0,0,0,414
246,"PRA.VI.DALEL NAGAR R0NO-1",563,437,0,1000,490,261,0,751,51,0,8,93,278,340,5,0,0,1,0,1,6,3,3,6,6,1,751
247,PRA.VI.MANOHARPUR,440,390,0,830,401,246,0,647,62,0,5,240,313,80,0,0,0,0,1,3,1,0,0,2,1,1,647
248,"PRA.VI.GARHI SAMPATI",651,491,0,1142,456,298,0,754,102,0,8,165,70,488,6,0,0,0,1,2,2,2,4,1,3,2,754
249,"PRA.VI.NAGALA KHARGA",593,429,0,1022,458,332,0,790,90,0,4,743,4,18,0,1,0,0,0,2,2,3,1,3,4,5,790
250,PRA.VI.NANDPUR,392,316,0,708,371,283,0,654,654,0,0,2,619,28,1,0,0,0,0,0,0,1,2,0,0,1,654
251,PRA.VI.DHORRA,780,612,0,1392,609,412,0,1021,223,0,5,14,914,72,3,0,0,2,0,1,4,0,0,4,0,2,1021
252,"POO.MA.VI.DHORRA R0NO-1",530,430,0,960,424,306,0,730,86,0,19,671,14,12,2,1,0,0,0,1,0,0,0,1,6,3,730
253,"POO.MA.VI.DHORRA R0NO-2",541,440,0,981,432,336,0,768,132,0,5,742,0,7,0,0,0,1,0,1,1,0,0,3,4,4,768
254,"PRA.VI.RAHANKHURD R0.NO-1",435,400,0,835,358,249,0,607,112,0,2,2,438,153,4,0,0,0,0,1,0,1,0,4,0,2,607
255,PRA.VI.GADPUR,562,449,0,1011,447,285,0,732,32,0,4,254,382,83,0,0,0,0,0,0,1,2,1,1,0,4,732
256,"PRA.VI.BHAGUPUR R0N0-1",790,656,0,1446,512,381,0,893,148,0,9,216,58,578,5,1,2,0,2,4,1,1,6,2,4,4,893
257,"PRA.VI.BHAGUPUR R0N0-2",461,399,0,860,328,266,0,594,88,0,2,81,213,288,1,0,0,0,0,3,0,0,2,3,0,1,594
258,"PRA.VI.BHAGUPUR R0N0-3",431,376,0,807,335,236,0,571,132,0,2,20,391,146,2,0,0,0,0,2,1,1,1,1,0,4,571
259,"BRHAMCHARI INTER COLLEGE NAGALA TULSI",617,506,0,1123,489,341,0,830,152,0,2,52,686,81,0,1,0,0,0,2,3,0,0,0,1,2,830
260,"PRA.VI.NAGALA KEHARI",383,331,0,714,315,230,0,545,98,0,7,55,19,447,1,0,0,1,0,0,0,1,6,1,4,3,545
261,"PRA.VI.NAGALA KEHARI R0N0-1",417,324,0,741,334,248,0,582,113,0,2,44,439,88,0,0,0,1,1,2,1,0,2,1,1,0,582
262,"PRA.VI.NAGALA GIRWAR R0.N0-1",600,464,0,1064,525,357,0,882,142,0,2,16,745,113,0,0,0,0,1,1,0,0,1,2,0,1,882
263,"PRA.VI.NAGALA DARVESH",559,419,0,978,371,254,0,625,126,0,5,277,32,287,3,1,0,1,0,1,0,2,2,5,5,4,625
264,"PRA.VI.AGWAR KHAS R0 N0-1",644,532,0,1176,431,305,0,736,135,0,37,37,176,449,5,0,0,1,0,2,4,2,5,6,4,8,736
265,"PRA.VI.KESHARI R0.N0.-1",266,218,0,484,244,196,0,440,75,0,1,411,1,19,0,0,0,0,0,1,1,0,2,2,2,0,440
266,POO.MA.VI.BHIKANPUR,478,391,0,869,366,285,0,651,128,0,3,131,4,505,1,0,0,1,1,0,0,0,1,2,1,1,651
267,PRA.VI.NAWALPUR,693,582,0,1275,481,334,0,815,149,0,11,597,31,165,2,1,0,0,1,0,1,0,1,2,1,2,815
268,POO.MA.VI.DHARAIRA,481,383,0,864,324,228,0,552,96,0,1,22,142,371,2,1,1,1,1,0,1,1,3,1,1,3,552
269,"POO.MA.VI.DHARAIRA R0 NO -2",299,228,0,527,197,132,0,329,29,0,2,0,4,314,3,1,0,0,0,0,2,0,0,1,0,2,329
270,PRA.VI.PIPARIYA,531,431,0,962,440,296,0,736,95,0,2,7,127,572,1,4,0,1,0,3,4,0,5,3,0,7,736
271,"PRA.VI.NAGALA HANSRAJ R0.N0-1",400,333,0,733,268,173,0,441,391,0,1,2,392,44,0,0,0,0,0,1,0,0,0,1,0,0,441
272,POO.MA.VI.RANPAI,468,398,0,866,357,258,0,615,10,0,1,5,568,29,2,0,1,1,0,0,1,0,0,4,0,3,615
273,"PRA.VI.NAGLA MANI",389,297,0,686,299,219,0,518,108,0,7,370,7,118,1,0,0,1,0,1,1,1,2,5,3,1,518
274,"PRA.VI.NAGLA DEVIRAM",633,488,0,1121,440,264,0,704,116,0,2,214,133,341,1,0,1,0,0,0,2,2,1,4,1,2,704
275,PRA.VI.LAKHANAMAI,371,308,0,679,263,222,0,485,63,0,1,113,67,295,3,1,0,0,1,1,0,0,2,1,0,0,485
276,"PRA.VI.BURJ KHANJAR R.N.1",334,285,0,619,243,185,0,428,38,0,4,2,219,192,3,1,0,0,1,0,1,0,2,2,0,1,428
277,"PRA.VI.GADHI PRATHAVI",223,193,0,416,158,101,0,259,27,0,1,17,3,224,1,0,0,1,0,0,2,3,5,1,1,0,259
278,"PRA.VI.SHIKTARA R.N. 1",849,628,0,1477,500,464,0,964,131,0,10,162,141,627,7,0,0,0,0,0,2,4,2,5,1,3,964
279,POO.MA.VI.CHAWALI,557,407,0,964,359,205,0,564,294,0,11,27,62,446,2,0,0,1,0,7,0,0,3,1,1,3,564
280,"POO.MA.VI.CHAWALI R0 N0-2",421,338,0,759,270,190,0,460,341,0,3,75,3,368,2,0,0,0,0,1,0,0,3,2,0,3,460
281,"POO.MA.VI.CHAWALI R0 N0-3",390,255,0,645,276,159,0,435,133,0,5,65,2,360,1,0,0,1,0,0,0,0,0,0,1,0,435
282,"PRA.VI.GADHI JASSA R0 N0-1",338,231,0,569,280,156,0,436,79,0,4,132,24,263,3,0,0,0,0,2,1,0,1,2,3,1,436
283,"PRA.VI.WAS ADOL",617,445,0,1062,413,276,0,689,128,0,4,69,104,473,2,2,0,0,0,1,2,2,17,4,2,7,689
284,"PRA.VI.BURJ KRIPA",468,364,0,832,316,217,0,533,53,0,3,245,13,268,1,0,0,0,0,0,1,0,0,1,1,0,533
285,PRA.VI.CHIRHOLI,683,479,0,1162,449,300,0,749,149,0,4,133,36,567,1,0,0,1,1,1,2,0,1,0,1,1,749
286,PRA.VI.CHIRHOLI,658,453,0,1111,419,290,0,709,106,0,11,99,3,563,3,2,0,2,1,0,5,2,6,3,5,4,709
287,"PRA.VI.BAINAI R0 N0-1",758,557,1,1316,529,372,0,901,197,0,14,79,90,707,0,1,0,0,0,0,4,0,4,1,0,1,901
288,"PRA.VI.BAINAI KALAN  R0 N0-1",779,608,0,1387,478,369,0,847,67,0,7,138,89,481,3,4,0,1,0,1,5,0,106,6,2,4,847
289,PRA.VI.MURLIDHARPUR,310,226,0,536,208,161,0,369,67,0,6,160,4,194,0,0,0,0,0,1,0,1,0,1,2,0,369
290,"PRA.VI.NAGALA PACHORI",530,387,0,917,351,243,0,594,56,0,8,53,81,434,5,1,1,0,0,1,1,2,1,2,2,2,594
291,"POO.MA.VI.ANWALKHERA R0.N0-1",857,687,0,1544,534,422,0,956,101,0,8,204,22,676,4,1,3,1,0,4,9,1,10,5,3,5,956
292,"POO.MA.VI.ANWALKHERA R0.N0-2",838,628,0,1466,462,372,0,834,163,0,3,83,74,658,4,0,0,0,0,1,1,2,2,2,2,2,834
293,"POO.MA.VI.ANWALKHERA R0.N0-3",936,699,0,1635,581,378,0,959,114,0,7,302,115,495,6,3,2,0,2,2,3,3,5,4,6,4,959
294,PRA.VI.BANDHANU,615,496,0,1111,442,360,0,802,116,0,8,150,18,603,5,2,0,0,0,1,7,0,2,3,1,2,802
295,"S.R.JU.H.SCHOOL KHANDA R0N0-1",734,603,0,1337,433,325,0,758,121,0,4,36,384,291,10,0,2,1,2,1,7,0,4,4,4,8,758
296,"S.R.JU.H.SCHOOL KHANDA R0N0-2",756,642,0,1398,489,351,0,840,119,0,20,107,198,497,1,2,0,0,0,1,2,0,3,5,1,3,840
297,"S.R.JU.H.SCHOOL KHANDA R0N0-3",334,284,0,618,224,135,0,359,62,0,11,2,254,86,2,0,0,0,0,0,0,0,0,1,0,3,359
298,"PRA.VI.NAGALA DHOKAL R0 N0-1",417,336,0,753,411,313,0,724,101,0,0,1,698,24,1,0,0,0,0,0,0,0,0,0,0,0,724
299,"POO.MA.VI. NAGALA SUKHDEV KHANDA R0NO-1",570,473,0,1043,508,409,0,917,221,0,0,0,906,10,0,0,0,0,0,0,0,0,0,1,0,0,917
300,"PRA.VI.GADHI KHANJAR R0 N0-1",191,149,1,341,155,120,0,275,41,0,0,19,21,231,0,0,0,0,0,0,1,2,0,0,1,0,275
301,"PRA.VI.NAGALA DAYALI R0 N0-1",526,393,0,919,342,239,0,581,110,0,6,22,229,304,4,0,0,0,1,1,2,2,4,2,0,4,581
302,"PRA.VI.NAGALA HANIRAM",268,223,0,491,214,142,0,356,70,0,6,2,95,244,3,0,0,1,0,0,1,0,2,2,0,0,356
303,"PRA.VI.NAGALA PANDAY",363,264,0,627,291,211,0,502,71,0,3,2,346,142,3,0,0,0,0,2,1,0,2,0,0,1,502
304,"PRA.VI.NAGALA JOHARI R0 N0-2",601,530,0,1131,468,364,0,832,117,0,0,173,485,158,5,0,0,0,0,0,3,0,3,2,2,1,832
305,"PRA.VI. JAMALNAGAR BHENS R0 N0-1",579,430,0,1009,340,246,0,586,58,0,5,114,106,314,7,1,1,0,0,2,4,15,4,4,5,4,586
306,"PRA.VI.NAGALA AMAR SINGH  R0 N0 -1",336,270,0,606,331,268,0,599,189,0,1,1,594,3,0,0,0,0,0,0,0,0,0,0,0,0,599
307,"PRA.VI.NAGALA NATTHA",578,416,0,994,450,280,0,730,219,0,0,0,658,62,0,0,0,0,0,0,0,1,2,4,1,2,730
308,PRA.VI.JAMPUR,692,522,0,1214,449,304,0,753,152,0,7,87,567,82,3,1,0,0,1,1,0,1,1,1,1,0,753
309,PRA.VI.SUJANPUR,496,387,0,883,306,246,0,552,134,0,2,48,261,222,5,0,0,0,0,0,3,1,0,4,2,4,552
310,PRA.VI.CHAMAROLA,241,193,0,434,156,120,0,276,27,0,1,51,145,77,0,0,0,0,0,0,0,0,1,1,0,0,276
311,PRA.VI.AMANABAD,553,428,0,981,352,267,0,619,118,0,5,251,84,259,3,0,1,0,0,0,6,3,0,3,1,3,619
312,PRA.VI.HASANABAD,309,231,0,540,168,122,0,290,52,0,10,9,11,251,3,0,0,0,0,0,0,0,3,1,0,2,290
313,"PRA.VI.TEHU R0 N0-1",653,506,0,1159,360,263,0,623,112,0,4,122,15,470,0,0,0,1,0,0,0,0,1,5,1,4,623
314,"PRA.VI.TEHU R0 N0-2",539,407,0,946,342,254,0,596,119,0,4,322,40,212,2,0,0,0,0,0,4,2,3,0,3,4,596
315,"PRA.VI.JANKI GADHI",647,484,0,1131,493,238,0,731,141,0,2,193,220,307,3,0,1,0,0,0,2,0,0,3,0,0,731
316,PRA.VI.RAMNAGAR,327,264,0,591,215,220,0,435,101,0,1,233,168,30,2,0,0,0,0,0,0,0,0,0,1,0,435
317,"PRA.VI.SALL GADHI",261,179,0,440,151,134,0,285,96,0,1,183,4,96,0,0,0,0,0,0,0,0,0,0,1,0,285
318,"RA.INTER COLLEGE BARHAN ESAT",487,403,0,890,301,271,0,572,142,0,11,43,30,470,1,2,0,0,0,7,1,0,5,2,0,0,572
319,"RA.INTER COLLEGE BARHAN R0 N0-2 ESAT",829,669,0,1498,591,302,0,893,160,0,32,97,58,684,1,1,1,1,0,2,4,1,2,4,2,3,893
