"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ATUL KUMAR SINGH ANJAAN","2 - DARA SINGH CHAUHAN","3 - RAJEEV KUMAR RAI","4 - RASHTRA KUNWAR SINGH","5 - HARINARAYAN RAJBHAR","6 - BADRI NATH YADAV","7 - MANISH KUMAR RAI","8 - MOKHTAR ANSARI","9 - RAVI SHANKAR BHARAT","10 - RAJKUMAR CHAUHAN","11 - VIJAY KUMAR UPADHYAY","12 - DR. SHAMEEM ABIDI","13 - HARINATH","14 - HARISH CHANDRA","15 - HEMANT KUMAR","16 - DOODHNATH CHAUHAN","17 - VISHUN DAYAL","18 - SURYA KUMAR","19 - None of the Above","Total Votes Secured"
320,"J.H.SCHOOL INDARA EAST PART",938,770,0,1708,442,460,0,902,902,0,16,180,72,8,410,14,4,149,0,2,4,5,1,5,1,20,5,3,3,902
321,"J.H.SCHOOL INDARA WEST PART",913,732,0,1645,496,424,0,920,920,0,2,99,104,17,116,3,5,526,7,4,4,13,1,5,0,6,3,0,5,920
322,"J.H.SCHOOL INDARA EAST PART",245,205,0,450,134,102,0,236,236,0,0,17,21,3,32,1,0,154,0,0,0,4,0,0,0,3,0,1,0,236
323,"P.P.KATVASH EAST PART",437,355,0,792,250,201,0,451,451,0,1,14,170,3,143,6,2,97,1,0,1,1,1,3,0,1,2,1,4,451
324,"P.P.MOHD. PUR. MU. INDARA",335,301,0,636,224,192,0,416,416,0,4,2,33,5,327,10,0,20,0,0,1,2,0,3,2,5,0,0,2,416
325,"P.P. KHUKHUNDAVA SOUTH PART",863,689,0,1552,500,389,0,889,889,0,11,354,71,28,287,6,6,46,3,3,15,0,2,41,3,1,3,7,2,889
326,"P.P. REVARIDEEH",620,549,0,1169,342,328,0,670,670,0,5,164,220,19,201,2,12,28,2,0,2,3,1,0,0,2,1,3,5,670
327,"PANCHAYAT  BHWAN ZAMEENDADI",210,201,0,411,109,127,0,236,236,0,3,0,5,7,196,8,1,5,0,0,0,7,1,0,0,2,1,0,0,236
328,"J.H.SCHOOL SAHROJ",655,557,0,1212,309,258,0,567,567,0,7,154,73,9,269,1,5,18,1,1,2,2,2,3,0,8,3,6,3,567
329,"P.P.SAHROJ EAST PART",709,560,0,1269,353,271,0,624,624,0,5,22,74,15,407,7,2,57,2,2,5,5,2,4,3,9,2,0,1,624
330,"P.P.SAHROJ MIDLE PART",719,545,0,1264,380,247,0,627,627,0,6,11,182,6,353,7,1,39,0,1,2,2,3,0,0,10,1,0,3,627
331,"P.P.SAHROJ WEST PART",509,431,0,940,249,222,0,471,471,0,1,8,201,9,230,1,3,13,1,0,1,0,0,1,0,2,0,0,0,471
332,"P.PMOHD. PUR MU. SHAHAROJ",422,276,0,698,220,173,0,393,393,0,2,219,16,2,132,1,0,1,0,2,1,1,2,1,1,5,1,5,1,393
333,P.P.BHUJAUTI,685,611,0,1296,406,310,0,716,716,0,7,385,128,6,137,3,2,14,3,2,3,0,0,4,1,12,3,3,3,716
334,P.P.BHUJAUTI,265,210,0,475,160,114,0,274,274,0,4,135,11,1,91,0,0,19,0,1,1,1,1,0,1,1,0,6,1,274
335,"P.P. YUSUFPUR",232,184,0,416,212,100,0,312,312,0,0,4,32,3,244,2,2,5,0,1,0,0,2,14,0,0,3,0,0,312
336,"KANYA P.P. DADIKHAS",889,735,0,1624,544,417,0,961,961,0,10,199,160,12,509,13,3,12,4,2,2,0,2,15,1,6,5,2,4,961
337,"P.P BADA",756,616,0,1372,480,380,0,860,860,0,11,275,161,15,349,12,3,8,5,2,3,3,0,0,2,5,1,1,4,860
338,"P.P.BADA WEST PART",777,608,0,1385,412,309,0,721,721,0,8,26,356,8,235,5,2,49,2,1,1,1,2,3,1,9,4,1,7,721
339,"P.P. ADARI WEST PART",874,707,0,1581,515,405,0,920,920,0,13,187,122,11,381,9,1,167,1,1,2,1,2,5,1,7,0,3,6,920
340,"P.P. ADARI EAST PART",975,736,1,1712,613,445,0,1058,1058,0,4,178,209,7,474,5,3,130,1,2,5,13,3,6,4,4,0,1,9,1058
341,"NATIONAL I.C.ADARI WEST PART",819,684,1,1504,433,484,0,917,917,0,3,92,244,9,52,8,0,441,2,1,0,57,2,3,0,2,0,1,0,917
342,"NATIONAL I.C.ADARI MIDLE PART",635,554,0,1189,414,313,0,727,727,0,3,29,233,3,63,1,3,378,3,0,1,5,0,1,0,2,0,0,2,727
343,"NATIONAL I.C.ADARI MIDLE PART",849,744,0,1593,502,445,0,947,947,0,1,36,159,5,225,5,3,474,1,1,3,27,0,1,0,4,0,1,1,947
344,"NATIONAL I.C.ADARI MIDLE PART -3",561,428,0,989,327,235,0,562,562,0,1,152,19,7,300,7,1,58,0,1,3,1,1,1,1,0,3,2,4,562
345,"NATIONAL I.C.ADARI WEST PART",890,669,0,1559,564,385,0,949,949,0,5,26,277,5,149,4,4,465,1,2,1,7,0,0,0,0,0,2,1,949
346,"P.P.SAHPUR NORTH PART",649,441,0,1090,350,280,0,630,630,0,9,138,18,7,161,2,6,127,3,2,2,2,2,139,1,5,1,1,4,630
347,"P.P.SAHPUR SOUTH PART",697,584,0,1281,348,363,0,711,711,0,3,133,70,6,251,9,5,117,4,5,1,1,3,72,2,7,0,14,8,711
348,"P.P. ALINAGAR NORTH PART",811,601,0,1412,414,317,0,731,731,0,6,173,46,13,288,7,0,165,3,4,2,1,0,4,0,10,6,1,2,731
349,"P.P.ALINAGAR MIDLE PART",878,678,0,1556,439,298,0,737,737,0,12,172,79,14,341,8,1,86,1,1,2,4,1,3,3,5,0,1,3,737
350,"P.P. ALINAGAR SOUTH PART",685,528,0,1213,327,276,0,603,603,0,13,70,33,7,246,7,5,183,5,0,0,6,1,9,0,11,3,0,4,603
351,"P.P. BUDHAVE",608,483,0,1091,437,296,0,733,733,0,9,348,42,2,184,5,3,42,2,2,2,1,1,2,2,4,3,64,15,733
352,"ISLAMIYA SCHOOL KHALISPUR",498,373,0,871,319,251,0,570,570,0,9,182,63,1,28,0,0,257,4,2,1,8,0,10,1,2,0,1,1,570
353,"ISLAMIYA SCHOOL KHALISPUR MIDLE PART-3",607,493,0,1100,468,245,0,713,713,0,7,301,16,3,54,1,3,292,5,0,3,2,0,15,2,7,2,0,0,713
354,"P.P. CHAKRAMJI",216,178,0,394,111,102,0,213,213,0,3,10,92,1,87,1,0,7,1,0,0,2,1,2,0,1,1,0,4,213
355,"P.P. JAISINGHPUR",688,531,0,1219,390,295,0,685,685,0,12,304,39,14,273,10,1,7,1,0,2,0,1,4,2,9,1,4,1,685
356,"P.P. JAISINGHPUR",400,279,0,679,223,150,0,373,373,0,6,27,88,6,227,4,1,9,1,0,0,1,0,0,0,0,2,1,0,373
357,"P.P. GARTHAULI",658,474,0,1132,291,239,0,530,530,0,11,117,11,25,277,6,6,58,2,2,2,2,0,3,0,3,0,2,3,530
358,"I.C.MOHMMADPUR KHAS",483,430,0,913,276,250,0,526,526,0,1,157,13,3,194,3,0,138,1,2,5,0,1,2,1,3,0,2,0,526
359,"P.P. CHORPAKALA",680,609,0,1289,384,361,0,745,745,0,13,214,50,11,255,2,2,164,3,2,5,1,2,12,3,3,0,2,1,745
360,"P.P.HATHINI  EAST PART",599,471,0,1070,342,256,0,598,598,0,5,196,100,8,190,4,3,57,2,2,3,1,1,5,4,3,1,3,10,598
361,"P.P.HATHINI  WEST PART",441,337,0,778,286,220,0,506,506,0,7,297,36,3,109,4,1,18,0,0,1,3,1,1,4,10,1,8,2,506
362,"P.P.HATHINI  WEST PART",409,303,0,712,219,144,0,363,363,0,9,13,36,4,177,10,3,95,2,1,0,1,1,2,1,6,0,0,2,363
363,"P.P.HATHINI  WEST PART-2",250,213,0,463,151,128,0,279,279,0,0,5,164,2,12,2,1,83,1,2,1,1,0,0,0,0,4,0,1,279
364,"P.P. RAKAULI EAST PART",640,501,0,1141,345,269,0,614,614,0,33,16,64,18,385,7,3,60,2,2,2,4,3,2,2,9,2,0,0,614
365,"P.P. RAKAULI MIDLE PART",774,625,0,1399,397,350,0,747,747,0,9,424,162,6,65,2,3,24,1,1,1,3,0,4,3,13,3,17,6,747
366,"P.P. RAKAULI WEST PART",753,677,0,1430,356,264,0,620,620,0,6,251,123,4,170,2,1,54,1,0,0,0,0,1,2,0,2,1,2,620
367,"P.P. RAKAULI WEST PART",366,299,0,665,161,123,0,284,284,0,1,138,37,1,83,2,0,20,1,0,0,0,0,0,0,0,0,1,0,284
