"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAGDAMBIKA PAL","2 - MATA PRASAD PANDEY","3 - MUHAMMAD MUQEEM","4 - VASUNDHARA","5 - HAMIDULLAH CHAUDHARY","6 - DR. MOHD. AYUB","7 - ARJUN SINGH","8 - PINGLE PRASAD","9 - BADRE ALAM","10 - MANOJ KUMAR","11 - RAVI KUMAR","12 - DR. SATYENDRA  NATH PANDEY","13 - SANTRAM","14 - KALI RAM","15 - DIWAKAR PRASAD","16 - MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA","17 - RAM UGRAH","18 - None of the Above","Total Votes Secured"
187,SUSNAHA,322,256,0,578,184,153,0,337,336,0,136,37,34,96,1,6,0,1,3,0,3,7,1,1,1,8,1,1,337
188,"KARMA KARMI",333,274,0,607,171,141,0,312,311,0,151,94,15,43,3,1,0,1,0,0,0,0,0,0,1,1,1,1,312
189,"BHUSAULA MAFI",219,221,0,440,115,111,0,226,226,0,94,16,58,44,1,0,1,5,0,0,1,1,0,2,1,2,0,0,226
190,VISHUNPUR,578,474,0,1052,303,239,0,542,538,0,227,62,96,107,2,2,4,1,3,0,2,10,1,3,4,10,4,4,542
191,RAMVAPUR,601,493,0,1094,307,278,0,585,581,0,247,146,120,19,1,27,3,3,1,1,0,4,1,1,1,0,6,4,585
192,SEMRA,333,258,0,591,192,167,0,359,357,0,7,225,116,4,0,2,0,0,0,0,1,1,0,0,0,0,1,2,359
193,GDAHMARVA,763,630,0,1393,363,331,0,694,693,0,339,121,94,39,7,74,2,1,0,0,0,3,1,1,0,4,7,1,694
194,KESHARI,248,232,0,480,148,148,0,296,295,0,94,32,127,32,1,0,0,0,0,1,0,1,0,2,0,4,1,1,296
195,KHKHRA,529,410,0,939,272,231,0,503,500,0,248,74,78,62,2,2,1,1,0,0,4,8,1,2,0,12,5,3,503
196,"MAHDEVA BUJURG",615,538,0,1153,369,336,0,705,705,0,214,226,161,31,4,44,0,5,3,2,1,3,1,1,2,2,5,0,705
197,"MAHDEVA BUJURG",296,264,0,560,83,73,0,156,154,0,84,47,0,2,0,5,3,2,1,0,0,5,0,0,0,1,4,2,156
198,KAKORI,361,293,0,654,115,152,0,267,263,0,23,25,16,78,2,109,0,0,0,0,1,2,1,1,0,4,1,4,267
199,KHAJURIYA,353,296,0,649,169,183,0,352,352,0,99,120,21,10,1,85,3,0,1,1,0,2,1,0,1,6,1,0,352
200,BELTEEKAR,184,181,0,365,113,115,0,228,227,0,115,39,62,2,0,1,0,1,1,0,0,0,0,2,0,4,0,1,228
201,MASERA,496,418,0,914,220,259,0,479,476,0,181,58,117,35,3,65,2,4,0,2,1,3,0,0,1,2,2,3,479
202,NAGVA,312,270,0,582,203,147,0,350,348,0,175,82,70,10,1,0,0,0,1,1,0,1,1,1,3,2,0,2,350
203,"MAHDEVA KHURD",383,321,0,704,223,206,0,429,427,0,214,26,130,8,1,14,1,5,0,2,1,10,1,3,4,5,2,2,429
204,"BAROHIYA KHALSA",641,498,0,1139,288,284,0,572,567,0,151,262,33,17,4,60,2,1,2,1,3,7,1,1,6,6,10,5,572
205,GANERA,355,305,0,660,177,186,0,363,360,0,112,197,16,10,1,4,0,1,0,3,1,3,0,1,1,6,4,3,363
206,MADARHANA,381,342,0,723,167,203,0,370,368,0,62,64,126,27,3,73,2,0,1,2,0,3,0,3,1,1,0,2,370
207,"SOHAS SHUMALI",559,507,0,1066,343,339,0,682,672,0,349,48,176,28,4,8,1,2,6,1,4,10,4,6,2,11,12,10,682
208,"SOHAS SHUMALI",484,408,0,892,190,230,0,420,420,0,127,25,94,58,5,72,2,6,2,3,1,9,2,2,0,8,4,0,420
209,"SEMARI SOTIADADI",435,385,0,820,189,220,0,409,403,0,133,39,54,3,5,136,3,4,2,2,2,5,3,2,2,4,4,6,409
210,KARMAHA,389,306,0,695,236,215,0,451,439,0,161,34,50,71,9,54,1,7,5,7,3,6,3,1,2,15,10,12,451
211,SEMARHANA,171,144,0,315,106,87,0,193,193,0,141,12,3,17,2,1,3,0,1,1,2,3,0,0,2,3,2,0,193
212,BHITPARA,499,426,1,926,250,243,0,493,492,0,91,11,202,35,2,122,1,4,2,3,3,3,1,1,2,7,2,1,493
213,BHITPARA,477,412,0,889,244,238,0,482,480,0,268,12,116,23,1,15,0,2,3,6,4,7,1,5,2,13,2,2,482
214,"DEVPUR MASJDIYA",295,235,0,530,120,163,0,283,283,0,105,7,43,26,1,78,3,0,1,0,0,4,1,2,2,8,2,0,283
215,DAHLA,487,378,0,865,249,251,0,500,496,0,123,41,221,41,1,41,3,6,1,0,1,3,0,4,3,6,1,4,500
216,"KAULPUR GRANT",709,522,0,1231,349,334,0,683,679,0,287,28,136,75,4,61,3,2,1,35,1,6,2,2,4,14,18,4,683
217,BARVA,294,252,0,546,137,179,0,316,314,0,65,19,47,128,6,44,0,0,0,0,0,0,0,1,1,2,1,2,316
218,SAINUA,638,515,0,1153,345,324,0,669,663,0,424,55,90,33,2,9,3,4,2,2,1,7,1,1,2,14,13,6,669
219,"KHKHARA BUJURG",315,274,0,589,191,165,0,356,350,0,140,81,88,21,2,7,1,2,0,1,0,1,0,1,0,2,3,6,356
220,BHAGTA,432,392,0,824,240,226,0,466,457,0,161,32,194,18,0,18,0,1,1,0,0,2,2,2,0,4,22,9,466
221,BHAGTA,319,266,0,585,157,132,0,289,287,0,203,17,35,11,0,0,1,3,0,2,0,9,0,1,1,3,1,2,289
222,PARSAUNA,688,558,0,1246,372,308,0,680,674,0,304,17,222,76,6,6,0,3,2,2,0,6,0,6,3,10,11,6,680
223,BADAHARA,621,540,0,1161,298,286,0,584,578,0,205,35,221,48,5,2,11,14,2,1,2,6,2,5,2,2,15,6,584
224,KATHA,527,440,0,967,231,274,0,505,505,0,166,6,34,8,1,253,2,3,0,0,1,7,1,4,2,7,10,0,505
225,KATHA,481,366,0,847,257,203,0,460,458,0,215,9,136,14,0,33,1,5,0,3,3,8,3,7,1,14,6,2,460
226,"KHAKHARA KHURD",282,251,0,533,148,122,0,270,270,0,127,10,78,29,2,3,2,0,0,1,0,2,0,5,2,4,5,0,270
227,"KHAKHARA KHURD",402,343,0,745,214,189,0,403,403,0,210,64,84,19,4,1,0,2,1,0,1,6,1,1,1,7,1,0,403
228,"BHELAUJI BUJURG",297,236,0,533,147,119,0,266,266,0,141,35,58,11,0,1,1,1,0,0,1,4,2,5,0,3,3,0,266
229,"BHELAUJI BUJURG",522,376,0,898,292,226,0,518,514,0,372,25,49,19,2,1,2,1,0,0,4,4,2,3,5,15,10,4,518
230,MUDILA,597,493,0,1090,260,267,0,527,523,0,187,41,104,13,3,113,11,6,0,0,0,10,1,3,1,14,16,4,527
231,PARASPUR,346,325,0,671,184,205,0,389,387,0,168,24,86,12,5,61,3,4,0,1,2,10,0,2,1,7,1,2,389
232,"SOHAS KHAS",836,512,0,1348,431,323,0,754,749,0,274,165,148,55,3,55,2,5,2,3,4,7,9,4,4,8,1,5,754
233,"SOHAS JANUVEE",624,564,0,1188,375,384,0,759,732,0,373,36,51,27,7,98,13,3,2,3,3,17,4,1,13,20,61,27,759
234,UCHHARIYA,202,153,0,355,121,106,0,227,227,0,101,17,34,60,4,1,0,1,1,0,0,1,1,0,1,3,2,0,227
235,"SOHAS DARMIYANI",685,547,0,1232,348,351,0,699,697,0,290,22,184,34,8,107,3,8,1,2,3,7,2,2,5,12,7,2,699
236,"SOHAS DARMIYANI",610,539,0,1149,288,272,0,560,555,0,173,16,149,66,4,128,1,1,1,1,1,4,1,1,2,3,3,5,560
237,"JAGDISHPUR GRANT",394,333,0,727,247,223,0,470,470,0,291,49,66,16,2,6,2,1,1,2,2,3,1,2,2,20,4,0,470
238,"JAGDISHPUR GRANT",406,353,0,759,274,227,0,501,501,0,344,32,69,9,0,0,2,0,1,0,0,11,4,3,2,22,2,0,501
239,KUSHBHAUNA,606,498,0,1104,349,325,0,674,667,0,273,219,113,7,5,8,3,0,2,2,1,4,1,3,6,10,10,7,674
240,DURJANPUR,295,233,0,528,156,139,0,295,293,0,138,77,28,16,1,13,1,1,0,1,1,4,0,1,1,6,4,2,295
241,"PATNI JUNGLE",417,338,0,755,216,207,0,423,420,0,211,48,82,15,3,13,3,3,0,0,0,6,3,1,3,8,21,3,423
242,"PATNI JUNGLE",573,484,0,1057,331,310,0,641,624,0,200,135,213,23,3,8,4,1,2,1,0,4,1,4,3,8,14,17,641
243,"PATNI JUNGLE",446,382,0,828,258,213,0,471,468,0,242,70,88,21,0,14,6,2,1,0,6,5,1,1,3,8,0,3,471
244,"SISVA GRANT",559,493,0,1052,317,284,0,601,595,0,367,44,92,31,2,4,1,5,0,2,2,15,3,1,3,14,9,6,601
245,DHAURIKUIYA,579,477,0,1056,345,260,0,605,601,0,175,78,258,13,2,29,2,6,0,1,0,4,4,7,9,7,6,4,605
246,DHAURIKUIYA,406,326,0,732,264,213,0,477,475,0,365,20,17,15,5,6,2,0,0,1,0,7,1,5,2,21,8,2,477
247,"TETARI BAJAR",450,404,0,854,293,234,0,527,524,0,444,33,11,28,0,0,0,0,2,0,0,0,0,0,0,1,5,3,527
248,"TETARI BAJAR",411,394,0,805,201,184,0,385,382,0,139,75,136,19,0,2,0,3,1,0,0,1,1,3,1,1,0,3,385
249,"TETARI BAJAR",424,432,0,856,244,200,0,444,443,0,351,24,47,12,1,2,0,0,2,1,0,2,0,0,0,0,1,1,444
250,"TETARI BAJAR",233,172,0,405,131,93,0,224,224,0,184,13,13,3,0,5,0,0,1,0,0,0,1,0,0,0,4,0,224
251,"TETARI BAJAR",586,522,1,1109,356,272,0,628,626,0,244,67,231,8,1,58,1,3,0,0,0,3,1,0,0,5,4,2,628
252,"TETARI BAJAR",492,439,0,931,248,249,0,497,492,0,227,117,84,8,0,40,1,1,2,1,0,1,1,0,1,1,7,5,497
253,"TETARI BAJAR",445,395,1,841,238,183,0,421,420,0,303,42,35,19,0,10,1,1,3,0,0,0,0,1,2,2,1,1,421
254,"TETARI BAJAR",415,344,1,760,200,140,0,340,340,0,264,22,22,16,0,7,0,1,1,0,0,1,0,1,1,3,1,0,340
255,"TETARI BAJAR",557,454,0,1011,400,138,0,538,537,0,334,55,110,16,2,10,0,0,0,0,1,2,1,0,1,4,1,1,538
256,"TETARI BAJAR",737,557,0,1294,444,287,0,731,730,0,473,60,98,53,2,11,2,5,2,0,2,4,1,2,2,8,5,1,731
257,"TETARI BAJAR",821,657,0,1478,417,316,0,733,733,0,610,40,34,30,0,5,0,0,3,2,0,2,1,2,0,2,2,0,733
258,"PITHNI KHURD",838,689,0,1527,321,452,0,773,771,0,203,358,142,16,0,26,4,2,2,1,1,1,1,0,1,9,4,2,773
259,RAUMAPAR,393,363,0,756,295,215,0,510,503,0,246,53,126,50,1,3,1,0,2,0,0,3,2,2,1,6,7,7,510
260,MAHRIYA,453,368,0,821,266,204,0,470,463,0,268,30,14,94,6,5,0,2,0,0,3,5,5,1,5,14,11,7,470
261,MAHRIYA,434,354,0,788,249,247,0,496,494,0,169,110,151,40,5,5,0,0,0,0,0,3,0,1,3,3,4,2,496
262,"DEOLAHA GRANT",474,462,0,936,271,292,0,563,563,0,63,87,265,90,9,17,2,5,2,1,0,1,2,5,2,11,1,0,563
263,"DEOLAHA GRANT",305,232,0,537,185,164,0,349,344,0,128,19,30,121,11,1,1,3,0,2,1,2,1,2,2,7,13,5,349
264,KOLHUA,294,254,0,548,188,173,0,361,359,0,129,32,117,45,1,3,0,0,2,0,3,9,3,0,5,5,5,2,361
265,KOLHUA,550,496,0,1046,400,272,0,672,665,0,253,52,54,222,18,5,12,1,1,1,1,10,2,2,4,12,15,7,672
266,"SEMARA HUSSAIN BAKSH",230,193,0,423,162,131,0,293,291,0,149,13,67,22,1,20,0,0,0,0,0,6,1,1,2,5,4,2,293
267,"PARSA SUKRULLA",295,260,0,555,201,203,0,404,404,0,145,15,90,91,3,5,8,4,3,1,2,8,4,3,7,8,7,0,404
268,PAKDI,619,503,0,1122,355,337,0,692,679,0,386,59,139,38,3,17,0,1,2,1,1,6,2,2,3,4,15,13,692
269,PARSAMAHAPAATR,537,498,0,1035,369,272,0,641,641,0,295,24,201,7,3,87,3,1,0,1,1,5,2,2,2,4,3,0,641
270,DATRANGVA,381,299,0,680,250,202,0,452,447,0,319,22,57,19,0,2,5,1,2,1,0,7,4,2,3,2,1,5,452
271,POKHARBHITVA,822,616,0,1438,430,361,0,791,789,0,160,223,127,85,3,167,1,3,1,0,0,4,1,3,1,6,4,2,791
272,THRAULI,534,473,0,1007,286,226,0,512,510,0,309,30,135,14,1,1,0,2,0,0,2,5,0,1,0,6,4,2,512
273,THRAULI,437,371,0,808,192,122,0,314,314,0,168,44,71,8,0,7,2,1,5,1,1,2,0,1,1,0,2,0,314
274,THRAULI,590,445,0,1035,318,239,0,557,555,0,305,50,117,39,1,9,0,2,4,1,3,6,2,1,1,7,7,2,557
275,THRAULI,452,375,0,827,178,161,0,339,338,0,148,28,138,11,0,3,1,0,5,0,1,2,0,0,0,1,0,1,339
276,"JAGDISHPUR KHURD",751,635,0,1386,318,255,0,573,569,0,382,23,110,19,0,5,0,0,1,1,0,3,0,3,0,19,3,4,573
277,BELSAD,814,764,0,1578,433,382,0,815,809,0,204,168,325,29,1,61,1,3,5,0,0,1,0,2,2,3,4,6,815
278,BELSAD,777,710,1,1488,366,339,0,705,701,0,84,127,406,26,0,30,2,5,0,0,0,4,4,4,3,5,1,4,705
279,BELSAD,410,350,0,760,242,184,0,426,425,0,178,63,131,11,0,12,10,2,8,1,1,2,0,0,0,1,5,1,426
280,MUDILA,491,448,0,939,315,301,0,616,613,0,237,123,160,32,4,28,2,2,0,1,0,5,2,2,3,7,5,3,616
281,MUDILA,550,477,0,1027,330,297,0,627,627,0,135,217,137,36,2,83,3,2,2,0,1,1,0,0,2,4,2,0,627
282,BASDILIYA,407,361,0,768,176,300,0,476,475,0,324,42,65,23,1,0,0,3,2,0,3,1,1,2,2,3,3,1,476
283,MADHUKARPUR,834,697,0,1531,474,370,0,844,837,0,552,69,134,41,2,1,1,2,3,1,1,3,0,2,3,8,14,7,844
284,"SANAI SAKATPURMADHUKARPUR",752,658,0,1410,420,370,0,790,785,0,521,49,110,35,1,6,7,1,1,0,2,7,3,6,0,28,8,5,790
285,"PIPRA PANDEY",412,382,0,794,295,264,0,559,557,0,380,18,66,31,0,11,3,1,2,0,2,5,1,1,2,9,25,2,559
286,SAADI,536,404,0,940,319,230,0,549,547,0,345,40,109,36,2,7,1,1,0,0,1,0,0,0,0,1,4,2,549
287,"PARSA SHAH ALAM",609,445,0,1054,344,249,0,593,593,0,445,34,70,10,1,5,1,2,7,0,0,4,0,3,2,6,3,0,593
288,BHEEMAPAR,469,426,1,896,290,249,0,539,539,0,310,24,117,38,4,2,4,1,2,1,0,9,2,2,3,19,1,0,539
289,BHEEMAPAR,817,728,0,1545,449,359,0,808,802,0,504,48,92,78,1,14,8,6,2,4,5,12,0,3,4,12,9,6,808
290,MAHNAGA,372,302,0,674,242,194,0,436,434,0,277,32,56,33,2,5,2,3,3,0,0,7,2,2,3,5,2,2,436
291,BADGO,470,386,0,856,348,270,0,618,614,0,352,22,135,56,1,1,18,2,1,0,1,4,0,1,8,3,9,4,618
292,REHRA,418,344,0,762,299,235,0,534,533,0,358,13,24,64,3,3,26,3,6,6,0,10,0,1,5,8,3,1,534
293,BASAUNA,460,405,0,865,326,263,0,589,587,0,373,25,44,58,5,32,4,4,2,2,1,15,3,0,0,15,4,2,589
294,"KAPIYA MISHRA",401,331,0,732,242,217,0,459,458,0,232,21,133,21,1,26,0,2,0,1,4,6,2,1,2,4,2,1,459
295,"KAPIYA MISHRA",490,432,0,922,248,317,0,565,561,0,186,67,171,64,4,16,12,9,1,0,5,9,0,4,3,9,1,4,565
296,AHIRAULI,452,411,0,863,240,214,0,454,453,0,88,169,91,71,1,4,1,2,0,0,2,8,2,4,3,5,2,1,454
297,"BACHDA BACHDI",324,286,0,610,191,161,0,352,349,0,124,90,56,48,1,4,2,3,2,1,0,2,0,2,4,6,4,3,352
298,"PIPRA NAYAK",304,272,0,576,211,196,0,407,407,0,195,17,62,82,5,11,2,1,2,1,4,5,0,5,1,7,7,0,407
299,BASAUNI,261,225,0,486,183,158,0,341,340,0,198,26,4,67,0,25,4,1,0,0,0,1,2,3,0,7,2,1,341
300,"KODRA GRANT",455,390,0,845,187,162,0,349,346,0,74,28,96,25,2,90,1,4,1,2,0,8,2,3,1,9,0,3,349
301,"KODRA GRANT",499,455,0,954,224,248,0,472,468,0,57,30,73,69,5,206,2,1,5,3,1,3,0,2,2,7,2,4,472
302,"KODRA GRANT",704,581,0,1285,251,254,0,505,504,0,84,14,72,20,3,286,2,5,1,0,3,10,0,1,2,0,1,1,505
303,"KODRA GRANT",1042,847,0,1889,313,331,0,644,636,0,67,40,131,74,15,275,1,5,0,4,1,6,0,2,1,10,4,8,644
304,"KODRA GRANT",434,335,0,769,193,166,0,359,357,0,121,36,16,17,6,131,1,0,4,4,3,11,2,1,1,3,0,2,359
305,"JAGDISHPUR RAJA",750,628,0,1378,374,380,0,754,752,0,294,49,53,241,18,12,27,3,6,3,1,9,5,6,5,17,3,2,754
306,DHESANANAKAR,748,643,0,1391,423,342,0,765,762,0,324,37,204,124,4,8,2,14,3,2,2,4,3,6,2,16,7,3,765
307,"MAHDEVA NANKAR",826,739,0,1565,446,408,0,854,853,0,414,107,207,81,3,10,0,1,4,0,6,3,3,3,4,4,3,1,854
308,SINGIYA,386,249,0,635,265,158,0,423,421,0,183,101,28,71,2,1,1,0,0,2,1,0,4,4,5,11,7,2,423
309,"SISVA BUJURG",473,441,0,914,290,279,0,569,566,0,234,77,137,88,1,0,1,1,3,2,1,1,5,4,4,3,4,3,569
310,BAKARHUA,656,560,0,1216,350,292,0,642,641,0,284,54,125,131,5,8,1,2,2,1,1,9,0,1,4,7,6,1,642
311,"PARANA NANKAR",718,572,0,1290,427,363,0,790,785,0,238,144,226,97,3,13,2,6,4,2,2,5,5,8,4,17,9,5,790
312,KATHANA,625,494,0,1119,309,247,0,556,556,0,305,21,178,27,0,1,0,0,1,0,1,6,2,4,0,3,7,0,556
313,NIPNEIA,379,295,0,674,165,168,0,333,332,0,153,23,53,57,1,0,1,0,3,1,4,10,4,2,4,14,2,1,333
314,SONAURA,296,257,0,553,189,182,0,371,371,0,171,6,110,45,3,7,1,3,2,1,1,3,2,1,3,7,5,0,371
315,NADEPAR,366,328,0,694,227,210,0,437,436,0,145,10,187,54,5,11,4,4,0,1,1,2,0,0,0,4,8,1,437
316,MAJGAVA,437,359,0,796,257,222,0,479,477,0,112,138,55,74,7,23,11,3,4,2,5,10,2,6,7,15,3,2,479
317,DOHANI,338,266,0,604,195,166,0,361,357,0,94,5,112,55,3,56,3,3,0,1,1,7,4,0,1,6,6,4,361
318,KODARTAAL,350,287,0,637,163,190,0,353,347,0,30,22,159,24,4,66,2,5,1,4,3,6,1,5,4,7,4,6,353
319,KADJAHVA,436,377,0,813,213,210,0,423,422,0,164,58,31,109,4,11,3,1,2,1,2,10,6,4,4,11,1,1,423
320,KADJAHVA,449,343,0,792,159,202,0,361,357,0,71,58,54,66,9,67,3,2,2,2,0,4,1,4,6,6,2,4,361
321,AHARI,767,658,0,1425,324,361,0,685,679,0,64,34,118,46,5,356,10,3,1,0,4,14,2,4,5,5,8,6,685
322,"KHETVAL TIWARI",812,574,0,1386,341,360,0,701,693,0,59,26,159,97,9,278,5,8,1,2,1,9,8,8,5,14,4,8,701
323,HADKAULI,615,586,0,1201,336,390,0,726,721,0,41,24,164,22,7,415,4,5,1,6,6,9,2,4,1,4,6,5,726
324,BHUTAHIA,462,337,0,799,236,199,0,435,430,0,76,16,87,46,3,151,14,3,0,2,3,4,2,3,8,5,7,5,435
325,KOYARA,315,268,0,583,195,172,0,367,364,0,122,29,111,38,1,17,11,0,0,1,3,11,1,2,6,8,3,3,367
326,GANGWAL,435,383,0,818,243,273,0,516,514,0,130,22,37,212,10,39,22,1,5,5,3,11,2,2,7,4,2,2,516
327,KAKRAHI,684,550,0,1234,385,304,0,689,688,0,117,35,44,368,20,2,33,6,2,3,5,7,8,4,9,18,7,1,689
328,TIKARIA,485,397,0,882,248,300,0,548,544,0,214,82,134,24,5,31,10,15,1,3,0,10,1,1,4,6,3,4,548
329,POKHARBHITVA,253,225,0,478,152,162,0,314,308,0,144,66,69,18,0,2,0,1,0,0,1,1,1,0,0,3,2,6,314
330,PAGUA,366,315,0,681,224,206,0,430,428,0,236,59,87,26,4,2,0,1,0,0,0,3,1,0,1,3,5,2,430
331,"DEORA BAJAR",541,436,0,977,286,265,0,551,547,0,177,20,142,167,5,8,2,1,3,2,1,5,1,2,4,4,3,4,551
332,"DEORA BAJAR",431,368,0,799,240,232,0,472,471,0,264,22,37,128,8,0,0,1,3,0,0,1,2,1,1,3,0,1,472
333,"KARAUNDA MASINA",648,579,0,1227,339,364,0,703,698,0,162,19,163,105,4,213,6,1,2,4,1,4,0,3,2,5,4,5,703
334,"KARAUNDA MASINA",540,482,0,1022,288,294,0,582,577,0,344,25,22,64,4,29,30,3,1,0,2,18,2,6,6,13,8,5,582
335,NAGRA,704,630,0,1334,453,371,0,824,819,0,437,31,47,157,9,10,45,7,8,2,2,20,4,4,10,15,11,5,824
336,KATYA,193,171,0,364,154,127,0,281,280,0,106,39,80,42,0,0,0,0,2,0,1,2,0,3,1,2,2,1,281
337,SAJNAPAR,600,476,0,1076,384,279,0,663,659,0,226,167,104,103,4,3,3,2,1,2,2,10,8,3,5,12,4,4,663
338,SONWAL,250,212,0,462,156,138,0,294,293,0,148,15,82,31,2,0,0,3,2,0,0,3,1,1,1,3,1,1,294
339,BINAIKA,537,423,0,960,302,279,0,581,578,0,177,154,59,62,7,67,2,0,0,3,5,15,5,2,5,11,4,3,581
340,BINAIKA,528,452,0,980,290,301,0,591,588,0,165,133,159,33,5,49,5,1,1,0,4,9,5,4,3,9,3,3,591
341,VISHUNPUR,431,366,0,797,275,238,0,513,512,0,231,30,123,42,2,39,3,0,0,3,3,10,3,5,5,9,4,1,513
342,DUMDUMWA,466,407,0,873,217,237,0,454,451,0,153,52,12,98,9,103,0,3,0,1,1,9,1,0,1,2,6,3,454
343,CHAURASI,335,280,0,615,185,185,0,370,369,0,157,57,58,54,1,17,1,5,2,0,0,10,2,1,3,1,0,1,370
344,SAJNEE,607,536,0,1143,349,301,0,650,644,0,210,157,140,70,5,9,18,6,2,1,0,8,1,3,6,4,4,6,650
345,SINGHORWA,296,256,0,552,166,164,0,330,308,0,64,146,41,14,3,3,3,1,0,2,1,2,4,2,4,2,16,22,330
346,HARRAIA,579,504,0,1083,286,296,0,582,580,0,179,223,44,6,1,41,36,1,2,4,6,6,0,2,19,2,8,2,582
347,HARRAIA,732,599,0,1331,350,422,0,772,769,0,229,58,370,36,3,7,4,11,4,3,1,6,4,6,1,13,13,3,772
348,LAKHNAPAR,531,447,0,978,332,324,0,656,654,0,373,25,20,147,5,1,19,5,2,1,1,12,1,7,4,11,20,2,656
349,JOGIYA,657,601,0,1258,402,310,0,712,712,0,297,84,148,133,6,1,5,4,5,6,2,2,3,3,2,8,3,0,712
350,UDAIPUR,598,526,0,1124,392,314,0,706,706,0,332,89,144,74,3,28,9,3,1,0,0,6,3,2,3,4,5,0,706
351,MAHUA,464,413,0,877,301,304,0,605,602,0,119,29,35,75,7,4,238,10,3,0,4,6,4,6,44,16,2,3,605
352,GONHA,534,521,0,1055,351,317,0,668,668,0,146,46,64,199,13,3,136,16,2,2,2,5,3,1,17,8,5,0,668
353,KAPIYA,295,229,0,524,169,162,0,331,329,0,18,28,28,8,0,10,215,5,0,0,1,1,0,0,15,0,0,2,331
354,"MAROOKHARG KALA",266,236,0,502,157,165,0,322,321,0,24,5,77,183,5,0,14,3,1,0,1,1,2,0,3,2,0,1,322
355,"SEMARA KALA",559,502,0,1061,378,322,0,700,696,0,111,13,101,84,19,2,260,11,3,7,6,7,2,9,39,21,1,4,700
356,BANKEE,384,311,0,695,203,198,0,401,400,0,101,41,27,112,10,4,66,7,4,3,1,1,3,1,16,3,0,1,401
357,KUSHMAHI,711,652,0,1363,454,415,0,869,866,0,142,33,67,248,51,5,226,17,3,5,4,6,5,6,29,18,1,3,869
358,KEVATLIYA,669,565,0,1234,426,352,0,778,762,0,101,81,75,45,8,3,329,20,3,3,2,6,6,4,50,19,7,16,778
359,BANGRA,579,502,0,1081,318,358,0,676,672,0,183,24,171,90,6,2,126,8,2,3,2,8,2,9,13,13,10,4,676
360,BANGRA,356,285,0,641,212,161,0,373,366,0,86,39,66,63,8,2,41,12,2,3,1,6,8,3,12,9,5,7,373
361,MARVATIYA,377,329,0,706,223,218,0,441,438,0,167,13,112,39,14,4,57,7,0,3,1,2,5,2,4,7,1,3,441
362,"PEDARI KHURD",373,321,0,694,195,187,0,382,381,0,111,81,153,21,2,1,0,2,0,0,0,1,1,3,0,2,3,1,382
363,PATKHAULI,408,366,0,774,190,191,0,381,377,0,58,114,120,45,10,0,2,2,2,1,3,3,1,3,1,6,6,4,381
364,SANGALDEEP,307,269,0,576,190,121,0,311,306,0,69,152,14,35,6,3,2,0,4,0,0,2,5,0,3,6,5,5,311
365,AMRIYA,365,320,0,685,179,174,0,353,350,0,176,19,43,68,9,1,2,3,1,0,3,9,4,1,1,7,3,3,353
366,ITAUVA,274,217,0,491,152,126,0,278,276,0,97,3,92,18,2,1,28,4,3,1,2,1,1,3,2,3,15,2,278
367,REEVANANKAR,783,615,0,1398,393,343,0,736,734,0,155,91,308,75,3,8,20,5,5,6,3,9,8,1,12,22,3,2,736
368,BAIRWANANKAR,340,281,0,621,189,144,0,333,329,0,146,65,40,41,3,9,0,0,2,2,3,3,1,1,1,7,5,4,333
369,GAYGHAT,756,591,0,1347,421,363,0,784,783,0,288,40,258,79,8,11,29,8,1,7,1,14,5,8,11,10,5,1,784
370,HARNIBUJURG,548,459,0,1007,254,272,0,526,523,0,215,10,161,89,6,4,0,2,3,3,2,5,1,5,1,12,4,3,526
371,FATEIPUR,208,215,0,423,118,134,0,252,252,0,27,12,140,30,2,1,27,3,1,0,0,1,1,1,4,0,2,0,252
372,MAJGAVA,306,284,0,590,179,200,0,379,378,0,31,46,243,18,7,1,2,19,0,1,0,0,0,3,1,5,1,1,379
373,TADIYABAJAR,744,670,0,1414,425,409,0,834,828,0,343,20,302,61,17,6,16,12,2,3,2,12,8,4,1,8,11,6,834
374,PURAINA,348,286,0,634,191,163,0,354,350,0,71,12,158,46,4,8,13,8,0,2,1,4,2,4,6,7,4,4,354
375,CHITRAPAR,688,592,0,1280,370,334,0,704,692,0,224,100,170,81,11,28,4,3,2,3,3,8,2,9,8,19,17,12,704
376,SIYRAPAR,588,505,0,1093,316,277,0,593,584,0,186,26,265,52,8,1,1,6,3,1,1,4,2,2,2,10,14,9,593
377,CHORVAR,354,290,0,644,176,183,0,359,356,0,76,87,62,50,1,60,0,2,1,0,1,0,1,2,2,7,4,3,359
378,TIGHRA,623,533,0,1156,365,332,0,697,695,0,401,62,103,32,6,26,2,4,2,2,1,6,2,8,6,24,8,2,697
379,"KUA HATA",384,315,0,699,239,190,0,429,423,0,268,60,13,31,3,2,0,2,4,1,3,3,3,3,4,17,6,6,429
380,"MAHDEVA BUJURG",253,214,0,467,169,160,0,329,329,0,178,8,78,16,0,1,5,8,1,0,0,9,3,1,2,6,13,0,329
381,MANJHARIA,319,286,0,605,192,190,0,382,379,0,103,15,59,174,2,2,3,0,1,2,1,7,1,0,3,6,0,3,382
