"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKSHAY YADAV","2 - ATUL CHATURVEDI","3 - TH. VISHWADEEP SINGH","4 - PROF. S.P. SINGH BAGHEL","5 - UPENDRA SINGH","6 - KHAJAN SINGH","7 - JAY PRAKASH","8 - RAKESH YADAV","9 - RAJENDRA PRASAD","10 - RAHAT AFROZ","11 - LAXMI","12 - LAKSHMI  NARAYAN","13 - SHAMSHER KHA","14 - MIRJA MUKARRAM BAIG","15 - RAJVEER","16 - None of the Above","Total Votes Secured"
176,"J.H.S. HUSAINAPUR",447,396,0,843,297,248,0,545,541,0,140,2,66,331,1,1,0,0,0,0,1,0,0,0,1,2,545
177,"P.V. RAMPUR KATELIYA",308,286,0,594,223,215,0,438,34,0,67,5,102,246,4,1,1,0,0,0,0,0,5,1,4,2,438
178,"P.V. BHONDELA",423,360,0,783,349,266,0,615,195,0,118,2,75,412,0,1,1,0,0,0,0,2,2,1,0,1,615
179,"P.V. USAINI R.N. 1",652,599,0,1251,570,386,0,956,558,0,69,15,194,657,2,2,0,7,1,1,0,1,1,5,0,1,956
180,"P.V. USAINI R.N. 2",500,468,0,968,377,331,0,708,225,0,249,9,201,228,4,1,0,1,0,0,0,0,2,5,1,7,708
181,"P.V. HAVIPUR",200,169,0,369,134,117,0,251,250,0,12,2,44,189,0,0,2,2,0,0,0,0,0,0,0,0,251
182,"P.V. GARHI JAFAR",778,678,0,1456,690,497,0,1187,500,0,1149,2,3,33,0,0,0,0,0,0,0,0,0,0,0,0,1187
183,"PANCHAYATGHAR HAZARATPUR",369,354,0,723,367,305,0,672,38,0,284,1,84,286,4,1,0,2,2,0,0,1,2,2,0,3,672
184,"P.V. O.E.F. HAZARATPUR",476,368,0,844,198,213,0,411,257,0,39,27,54,271,1,0,0,16,0,0,0,0,0,1,0,2,411
185,"P.V. TRILOKAPUR",280,239,0,519,219,156,0,375,312,0,68,2,116,182,2,0,0,1,0,0,0,1,1,0,0,2,375
186,"P.V. MADAVALI",796,655,0,1451,642,423,0,1065,110,0,258,5,140,642,4,0,0,0,1,0,1,1,5,1,3,4,1065
187,"P.V. BAGHAI FIRST",852,665,0,1517,605,461,0,1066,1060,0,129,25,482,397,7,1,1,3,1,0,0,2,4,6,3,5,1066
188,"P.V. CHULHAVALI R.N. 1",600,453,1,1054,346,251,0,597,586,0,68,9,470,37,1,0,1,1,1,0,0,1,3,2,1,2,597
189,"P.V. CHULHAVALI R.N. 2",572,450,1,1023,380,314,0,694,629,0,152,19,45,468,0,1,0,0,0,0,0,1,1,1,2,4,694
190,"G.LAL. U.M.V. CHULHAVALI R.N. 1",813,630,1,1444,533,388,0,921,915,0,259,8,16,602,5,2,3,2,0,1,2,1,4,3,6,7,921
191,"G.LAL. U.M.V. CHULHAVALI R.N. 2",478,383,0,861,328,242,0,570,568,0,120,10,23,406,3,0,1,0,3,0,1,0,1,0,1,1,570
192,"P.V. GARHI GOPAL",350,300,0,650,265,233,0,498,451,0,68,0,4,420,1,0,0,1,0,0,0,0,0,1,0,3,498
193,"P.V. NAGALA BALIYA",522,402,0,924,431,312,0,743,649,0,290,1,119,323,1,0,0,0,0,0,0,2,0,2,1,4,743
194,"P.V. ANVARA R.N. 1",531,441,0,972,464,340,0,804,727,0,424,7,14,332,5,1,3,2,0,0,0,2,5,1,2,6,804
195,"P.V. ANVARA R.N. 2",335,277,0,612,268,175,0,443,86,0,102,3,17,309,2,0,0,0,1,0,0,0,6,0,1,2,443
196,"BHARTI J.H.S. NAGALA LALLU R.N. 1",620,551,0,1171,471,358,0,829,1,0,306,4,318,174,3,0,0,2,2,1,2,0,4,3,5,5,829
197,"BHARTI J.H.S. NAGALA LALLU R.N. 2",463,417,0,880,330,327,0,657,1,0,98,1,70,471,5,0,3,1,0,1,0,1,3,0,0,3,657
198,"BHARTI J.H.S. NAGALA LALLU R.N. 3",487,354,0,841,384,256,0,640,88,0,112,5,185,315,5,1,3,1,1,0,0,2,6,1,3,0,640
199,"P.V. GADALPURA",330,289,0,619,243,158,0,401,215,0,262,3,4,123,1,0,0,0,0,0,0,0,0,1,2,5,401
200,"P.V. BALAMPUR",301,253,0,554,261,205,0,466,1,0,35,0,61,359,2,0,1,0,0,0,0,1,5,2,0,0,466
201,"J.H.S. RASULABAD",540,496,0,1036,380,260,0,640,5,0,224,6,7,387,5,0,3,1,3,0,0,1,0,0,0,3,640
202,"P.V. THAR GOLA",642,568,0,1210,546,375,0,921,45,0,382,3,5,505,5,0,0,1,0,1,1,0,3,0,5,10,921
203,"P.V. NAGALA DATTA",339,249,0,588,236,160,0,396,250,0,111,6,9,266,0,0,0,1,0,0,0,1,1,0,0,1,396
204,"P.V. JATPURA",323,275,0,598,294,181,0,475,400,0,207,2,3,251,3,0,1,0,0,0,0,0,2,2,1,3,475
205,"P.V. GARHI BHAGVANT",500,435,0,935,395,308,0,703,1,0,422,5,5,256,3,0,0,1,0,0,0,2,2,0,0,7,703
206,"P.V. NAGALA KALE",359,307,0,666,268,217,0,485,1,0,59,4,30,378,4,1,0,1,0,0,0,0,4,2,2,0,485
207,"P.V. BAJHERA",356,327,0,683,293,238,0,531,3,0,334,2,14,164,6,1,0,0,0,0,0,0,0,1,3,6,531
208,"P.V. GARHI SAHAB",321,314,0,635,283,225,0,508,193,0,260,1,245,0,0,0,0,0,0,0,0,0,1,0,0,1,508
209,"P.V. BHEEKANPUR",440,350,0,790,258,157,0,415,200,0,210,5,6,179,1,0,1,0,0,0,0,0,2,0,2,9,415
210,"P.V. NAGALA RAJPATI",194,161,0,355,137,99,0,236,221,0,127,3,5,93,0,1,0,2,1,0,0,0,1,0,0,3,236
211,"P.V. NAGALA SINGHI",788,663,0,1451,494,407,0,901,548,0,139,5,257,476,3,1,2,0,1,1,1,1,8,2,1,3,901
212,"P.V. NAGALA DHEERI",235,181,0,416,167,127,0,294,134,0,23,0,2,259,3,0,0,0,0,0,0,1,4,0,1,1,294
213,"P.V. NAGALA KESHO (KURRA)",403,372,0,775,331,253,0,584,349,0,208,2,53,305,3,0,0,0,3,0,2,0,2,1,1,4,584
214,"P.V. PIPARIYA",276,224,0,500,263,106,0,369,367,0,319,7,3,38,0,0,0,0,0,1,0,0,0,0,0,1,369
215,"P.V. GWARAI",201,172,0,373,142,108,0,250,200,0,68,2,32,148,0,0,0,0,0,0,0,0,0,0,0,0,250
216,"P.V. DARAPUR",475,437,0,912,446,344,0,790,219,0,585,3,125,70,0,1,0,1,0,0,0,0,0,1,3,1,790
217,"P.V. BANS JHARANA",426,342,0,768,344,230,0,574,275,0,286,3,9,267,3,0,0,0,0,0,0,0,0,3,2,1,574
218,"P.V. NAGALA BALLU",487,389,0,876,445,271,0,716,383,0,626,1,80,6,0,0,0,0,0,0,0,0,0,1,0,2,716
219,"P.V. LANGHI KHURDA",662,505,0,1167,588,462,0,1050,910,0,1028,2,0,16,0,0,0,3,1,0,0,0,0,0,0,0,1050
220,"P.V. ELAI",508,393,0,901,350,260,0,610,111,0,47,7,242,292,2,1,0,2,1,0,0,2,5,3,2,4,610
221,"KISAN U.M.V. GARHI THANI",643,577,0,1220,494,421,0,915,911,0,329,3,9,545,5,2,4,2,0,0,1,0,4,1,3,7,915
222,"J.H.S. TIKARI",584,481,0,1065,517,364,0,881,500,0,821,2,0,53,1,0,1,0,1,0,0,0,0,0,2,0,881
223,"P.V. TIKARI",459,345,0,804,380,236,0,616,42,0,201,2,296,108,2,0,1,0,0,0,0,0,0,2,1,3,616
224,"NAVJAGARAN J.H.S. BANKAT",681,532,0,1213,454,324,0,778,1,0,190,2,244,329,3,0,0,1,0,1,0,0,2,3,1,2,778
225,"P.V. GARHI BHAU",292,260,0,552,222,180,0,402,318,0,367,3,11,14,0,0,0,2,0,0,0,0,0,0,0,5,402
226,"P.V. KUTAKPUR JARAKHI",379,331,0,710,318,251,0,569,318,0,211,1,299,55,0,0,0,0,0,0,0,0,0,1,0,2,569
227,"P.V. SIROLIYA",428,399,0,827,414,329,0,743,607,0,673,2,28,35,0,0,1,1,1,0,0,0,1,0,1,0,743
228,"P.V. SALEMPUR NAGALA KHAR R.N 1",452,367,0,819,438,340,0,778,87,0,765,1,1,9,0,0,0,1,0,1,0,0,0,0,0,0,778
229,"P.V. SALEMPUR NAGALA KHAR R.N 2",497,433,0,930,450,388,0,838,1,0,828,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,838
230,"J.H.S. ULAU R.N. 1",407,325,0,732,395,305,0,700,700,0,674,1,7,15,0,0,0,0,0,0,0,0,1,1,0,1,700
231,"J.H.S. ULAU R.N. 2",507,411,0,918,480,400,0,880,880,0,825,0,1,53,0,0,0,0,0,0,0,1,0,0,0,0,880
232,"P.V. KHEDA",527,443,0,970,519,432,0,951,11,0,941,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,951
233,"P.V. NAGAU  R.N. 1",423,382,0,805,361,292,0,653,353,0,119,4,475,52,1,0,0,0,0,0,0,0,0,0,1,1,653
234,"P.V. NAGAU  R.N. 2",404,363,0,767,314,256,0,570,570,0,268,8,14,271,1,0,0,0,0,1,0,0,2,0,1,4,570
235,"P.V.  NAGAU  R.N. 3",533,505,0,1038,434,365,0,799,499,0,251,6,353,172,5,0,0,0,0,1,0,1,2,2,1,5,799
236,"P.V.  JARAULI KALAN  R.N. 1",544,475,0,1019,408,271,0,679,483,0,138,7,21,493,3,1,0,5,0,0,1,1,5,0,3,1,679
237,"P.V. JARAULI KALAN R.N. 2",327,297,0,624,260,194,0,454,401,0,7,3,303,130,3,1,1,0,0,0,1,0,1,0,2,2,454
238,"P.V. SHANKARPUR",414,368,0,782,393,331,0,724,65,0,360,1,212,141,3,0,0,2,1,0,0,0,1,1,1,1,724
239,"P.V. NAGALA HARISHCHANDRA",479,429,0,908,466,385,0,851,50,0,837,1,0,10,0,0,0,0,0,0,0,0,0,1,0,2,851
240,"P.V. NAGALA HANSI",233,192,0,425,230,181,0,411,399,0,400,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,411
241,"P.V. JARAULI KHURDA  R.N. 1",269,240,0,509,235,155,0,390,390,0,238,7,58,82,0,0,2,1,0,0,0,0,0,1,0,1,390
242,"P.V. JARAULI KHURDA R.N. 2",517,419,0,936,489,357,0,846,255,0,796,3,3,42,0,0,0,0,0,0,0,0,0,0,1,1,846
243,"P.V. NAGALA GUMAN",193,182,0,375,190,160,0,350,247,0,310,0,3,33,1,0,0,1,0,0,0,0,2,0,0,0,350
244,"SAMU. VIKAS KENDRA AJITNAGAR",298,228,0,526,204,167,0,371,274,0,90,2,15,250,5,0,0,0,0,0,1,3,0,1,0,4,371
245,"P.V. JATAI",235,194,0,429,178,136,0,314,136,0,66,0,84,159,1,0,0,0,0,0,1,0,2,0,0,1,314
246,"P.V. LATIFPUR",335,257,0,592,317,246,0,563,501,0,387,3,67,102,2,0,0,0,0,0,0,0,0,1,0,1,563
247,"P.V. RAMPUR FIRST",311,253,0,564,216,157,0,373,281,0,30,0,114,213,3,0,1,5,0,0,1,0,3,1,1,1,373
248,"P.V. GARHI DHARMI",811,654,0,1465,711,551,0,1262,8,0,1135,3,103,15,0,0,0,1,0,0,2,0,1,0,1,1,1262
249,"P.V. DHEERPURA",791,629,0,1420,736,473,0,1209,638,0,838,7,112,237,2,1,1,0,2,1,0,0,0,2,2,4,1209
250,"P.V. BANSDANI",663,490,0,1153,545,393,0,938,900,0,20,3,124,771,9,2,3,0,0,0,0,1,5,0,0,0,938
251,"P.V. GHURUKUAAN",808,582,0,1390,576,353,0,929,1,0,270,8,33,589,7,3,2,1,0,1,2,2,4,1,2,4,929
252,"P.V. NIYAMATPUR",518,399,0,917,345,267,0,612,598,0,283,2,72,242,5,0,2,0,0,0,0,1,1,1,1,2,612
253,"P.V. NAGALA NANDA",289,268,0,557,268,212,0,480,351,0,304,3,3,166,1,0,0,0,0,0,0,0,1,0,1,1,480
254,"P.V. KAYATHA R.N. 1",594,497,0,1091,409,271,0,680,1,0,155,4,160,352,0,1,1,1,0,0,1,1,0,1,1,2,680
255,"P.V. KAYATHA R.N. 2",648,525,0,1173,414,248,0,662,3,0,72,9,141,406,3,0,3,3,0,1,1,6,5,2,5,5,662
256,"P.V. MILIK",382,305,0,687,308,210,0,518,1,0,75,2,82,342,2,0,1,0,0,2,1,2,5,1,2,1,518
257,"P.V. NAGALA BALU",396,337,0,733,237,232,0,469,11,0,169,7,59,213,6,0,0,0,1,2,0,1,2,2,1,6,469
258,"P.V. NAGALA NAUJI",293,289,0,582,290,254,0,544,1,0,527,0,1,14,1,0,0,0,0,0,0,0,0,0,0,1,544
259,"P.V. GARHI GODI",170,153,0,323,117,107,0,224,175,0,131,2,0,88,0,0,0,0,1,0,0,0,0,1,0,1,224
260,"P.V. SEVLA",321,261,0,582,192,139,0,331,318,0,58,1,47,213,0,2,0,2,0,0,0,2,1,1,3,1,331
261,"P.V. RAMPUR",286,220,0,506,211,150,0,361,56,0,150,9,84,107,2,0,0,0,0,1,0,0,1,0,3,4,361
262,"P.V. RAMNAGAR   R.N. 1",430,333,0,763,314,266,0,580,215,0,100,4,122,338,3,1,0,0,1,0,0,1,7,0,0,3,580
263,"P.V. RAMNAGAR R.N. 2",62,55,0,117,48,32,0,80,79,0,29,1,13,37,0,0,0,0,0,0,0,0,0,0,0,0,80
264,"P.V. GARHI KUBER",425,330,0,755,345,202,0,547,500,0,229,1,117,182,3,3,4,1,0,0,0,0,2,1,3,1,547
265,"P.V. GARHI KALIYAN",508,427,0,935,419,293,0,712,656,0,200,2,344,162,0,1,0,0,0,0,0,0,0,1,2,0,712
266,"P.V. RATAULI  R.N. 1",366,318,0,684,244,220,0,464,1,0,218,2,197,36,0,1,0,0,2,0,1,0,0,2,3,2,464
267,"P.V. RATAULI R.N. 2",323,261,0,584,220,156,0,376,275,0,94,3,172,98,0,0,5,0,0,1,0,0,1,0,0,2,376
268,"P.V. PARIKSHATPUR",344,296,0,640,251,230,0,481,11,0,51,1,202,222,2,0,0,1,1,0,0,0,0,1,0,0,481
269,"J.H.S. OKHARA  R.N.1",451,364,0,815,287,200,0,487,487,0,99,3,14,357,3,0,0,0,0,0,2,2,2,1,2,2,487
270,"J.H.S. OKHARA R.N.2",506,407,0,913,338,244,0,582,1,0,78,1,119,362,6,0,1,0,0,3,2,1,1,1,2,5,582
271,"P.V. VAJIDPUR OKHARA",244,200,0,444,172,124,0,296,252,0,152,4,13,118,1,0,1,1,0,0,0,1,1,2,1,1,296
272,"P.V. MADANPUR",237,193,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,"P.V. NARAKHI DHAUNKAL  R.N. 1",616,535,0,1151,392,302,0,694,290,0,280,3,138,248,1,0,3,0,1,0,1,1,5,1,5,7,694
274,"P.V. NARAKHI DHAUNKAL R.N. 2",745,639,0,1384,510,430,0,940,900,0,335,6,458,129,0,0,0,3,0,0,0,1,1,1,1,5,940
275,"J.H.S. NARAKHI DHAUNKAL",399,337,0,736,296,203,0,499,283,0,195,1,14,285,0,0,1,0,1,0,0,0,1,1,0,0,499
276,"P.V.P GARHI EVARAN",463,351,0,814,390,275,0,665,500,0,20,1,6,598,10,4,3,3,0,0,1,3,10,2,1,3,665
277,"P.V. DERA BANJARA",166,149,0,315,141,96,0,237,1,0,109,3,50,70,1,1,0,1,0,0,0,0,0,2,0,0,237
278,"P.V. GARHI HANSRAM",692,584,0,1276,492,363,0,855,510,0,214,6,135,487,0,2,1,0,0,0,0,0,3,2,3,2,855
279,"P.V. NARKHI TALLUKA",746,606,0,1352,380,426,0,806,140,0,279,4,258,241,2,1,1,0,1,0,0,1,3,4,5,6,806
280,"P.V. KANWAR",795,624,0,1419,605,422,0,1027,1,0,94,1,322,575,11,1,5,1,0,0,1,1,6,4,2,3,1027
281,"P.V. GARHI LAUKI",567,418,0,985,445,355,0,800,560,0,198,1,237,340,1,1,2,0,1,0,0,1,5,5,2,6,800
282,"P.V. RAIMAJA  R.N. 1",334,252,0,586,274,196,0,470,120,0,193,1,65,202,2,0,0,2,0,0,0,2,1,0,0,2,470
283,"P.V. RAIMAJA R.N. 2",262,214,0,476,206,163,0,369,283,0,76,0,10,273,2,1,1,0,0,0,0,0,1,0,0,5,369
284,"P.V. RAJARAMPUR",333,250,0,583,214,170,0,384,170,0,103,5,37,232,1,0,2,0,0,0,0,0,1,1,1,1,384
285,"P.V. GONDAI",485,401,0,886,343,249,0,592,522,0,174,3,58,350,2,0,1,1,0,0,0,2,0,0,0,1,592
286,"P.V. HARDASPUR",361,292,0,653,277,182,0,459,452,0,51,2,94,304,4,1,0,0,0,0,0,0,0,1,1,1,459
287,"P.V. NAGALA RADHE",258,246,0,504,221,180,0,401,303,0,326,1,3,64,2,0,0,0,0,1,0,0,0,0,1,3,401
288,"P.V. AALAMPUR KOTALA",554,467,0,1021,423,292,0,715,497,0,142,2,92,467,2,0,0,1,0,0,2,2,1,0,3,1,715
289,"P.V. ASAN",526,441,0,967,372,329,0,701,499,0,221,10,133,330,3,0,1,0,0,0,0,0,0,0,2,1,701
290,"P.V. LADPURA R.N. 1",285,242,0,527,194,157,0,351,318,0,27,6,127,184,0,0,0,0,0,0,1,0,3,1,2,0,351
291,"P.V. LADPURA R.N. 2",349,294,0,643,286,214,0,500,290,0,37,0,64,386,4,0,0,4,0,0,0,0,3,0,0,2,500
292,"P.V. DAURI",432,391,0,823,378,324,0,702,9,0,339,2,274,83,0,0,0,0,0,0,0,1,0,0,0,3,702
293,"P.V. KHERIYA KHURDA",174,154,0,328,117,104,0,221,221,0,31,0,107,80,2,0,0,0,0,0,0,0,1,0,0,0,221
294,"P.V. AATIPUR",487,359,0,846,326,229,0,555,551,0,166,5,150,214,1,2,2,1,1,1,0,1,8,0,3,0,555
295,"P.V. NAGALA KOOM",260,226,0,486,225,170,0,395,263,0,4,3,373,14,1,0,0,0,0,0,0,0,0,0,0,0,395
296,"P.V. JAKHAI",521,424,0,945,377,258,0,635,360,0,170,2,132,311,3,0,0,1,0,0,1,0,3,0,2,10,635
297,"P.V. SHAHPUR",524,454,0,978,511,413,0,924,900,0,862,1,3,52,2,0,0,0,0,0,0,1,2,0,0,1,924
298,"P.V. NAYA BANS",232,211,0,443,149,155,0,304,300,0,60,2,71,165,1,0,1,1,0,0,0,1,1,0,1,0,304
299,"P.V. NAGALA SAUNTH",699,571,0,1270,488,385,0,873,850,0,219,8,315,313,6,0,0,1,0,1,1,0,3,3,0,3,873
300,"P.V. GARHI OODI",377,299,0,676,274,244,0,518,451,0,63,0,176,274,1,0,0,0,0,1,0,1,2,0,0,0,518
301,"P.V. TRILOKPUR",575,503,0,1078,501,366,0,867,848,0,826,3,16,14,0,0,0,5,0,0,0,0,0,0,2,1,867
302,"P.V. SUNAWAI",283,249,0,532,196,167,0,363,363,0,88,0,42,228,1,0,0,0,0,0,0,0,1,2,0,1,363
303,"J.H.S. PACHWAN R.N. 1",453,399,0,852,347,266,0,613,602,0,76,4,171,331,3,2,4,0,0,0,2,0,7,3,3,7,613
304,"J.H.S. PACHWAN R.N. 2",559,453,0,1012,431,311,0,742,737,0,343,2,170,221,0,0,0,0,2,0,0,0,1,0,1,2,742
305,"P.V. NAGALA RADHE",196,136,0,332,175,108,0,283,281,0,5,0,5,272,1,0,0,0,0,0,0,0,0,0,0,0,283
306,"P.V. M.K.A.S.G.COLONY PACHWAN",549,659,0,1208,345,415,0,760,755,0,67,3,542,113,6,1,0,2,1,0,3,1,1,5,4,11,760
307,"P.V. RUDHAU",668,573,0,1241,534,372,0,906,745,0,231,5,241,409,7,0,1,1,0,0,0,0,1,2,3,5,906
308,"J.H.S. MUIUDDINPUR R.N. 1",412,331,0,743,342,259,0,601,525,0,93,1,99,392,3,0,1,1,0,0,0,2,3,0,1,5,601
309,"J.H.S. MUIUDDINPUR R.N. 2",492,407,0,899,422,286,0,708,636,0,397,4,188,101,1,1,0,0,1,0,0,0,1,1,2,11,708
310,"KANYA P.V. JATAU R.N. 1",526,419,0,945,341,287,0,628,625,0,84,4,323,207,3,0,0,0,0,0,0,0,1,2,1,3,628
311,"KANYA P.V. JATAU R.N. 2",348,277,0,625,241,153,0,394,386,0,105,1,5,270,3,1,2,2,0,0,0,0,1,1,1,2,394
312,"S.S.A. J.H.S. NAGALA RAMKUNVARI",757,624,0,1381,524,405,0,929,920,0,78,1,237,591,6,0,1,2,2,0,0,2,6,1,0,2,929
313,"P.V. BADA GANVA",385,316,0,701,280,190,0,470,431,0,90,5,80,289,2,0,0,2,0,0,0,0,0,2,0,0,470
314,"P.V. BENDIPUR BIDARKHA",475,367,0,842,412,265,0,677,677,0,18,0,515,139,0,0,0,0,1,0,0,0,1,1,0,2,677
315,"J.H.S. BHEETARI",443,327,0,770,296,229,0,525,501,0,111,5,144,258,2,0,1,0,0,0,0,0,0,2,0,2,525
316,"P.V. JAITPUR",318,238,0,556,250,159,0,409,399,0,37,0,156,212,1,0,0,0,0,0,1,0,0,1,1,0,409
317,"P.V. FATEHPUR KOTALA",451,371,0,822,295,245,0,540,538,0,158,4,55,298,5,2,1,0,0,0,1,0,4,2,4,6,540
318,"P.V. LUKHARIYA",244,199,0,443,189,161,0,350,347,0,4,0,331,8,0,2,0,0,0,0,0,0,3,1,0,1,350
319,"P.V. MAHASINGHPUR",203,190,0,393,156,140,0,296,296,0,59,0,78,153,2,0,0,0,0,0,0,1,1,0,1,1,296
320,"P.V. NAYA BANS",526,437,0,963,429,332,0,761,446,0,74,4,7,670,2,0,0,0,0,0,0,0,1,0,2,1,761
321,"P.V. GARHI SHRIRAM",413,302,0,715,313,190,0,503,456,0,116,4,5,371,2,0,0,1,0,0,0,0,4,0,0,0,503
322,"P.V. GANGANI R.N. 1",547,430,0,977,338,256,0,594,543,0,122,4,5,446,4,0,0,1,0,0,0,0,5,1,4,2,594
323,"P.V. GANGANI R.N. 2",532,420,0,952,287,224,0,511,511,0,157,1,172,164,2,3,0,2,0,0,2,0,1,2,4,1,511
324,"GEETA VIDYALAY MARSALGANJ",416,349,0,765,271,233,0,504,460,0,84,5,131,271,5,0,1,0,0,0,0,0,2,0,1,4,504
325,"P.V. RAJPUR KOTALA",516,417,0,933,341,274,0,615,615,0,230,3,118,245,1,1,0,0,0,0,0,2,1,3,6,5,615
326,"P.V. NAGALA KADHERU",410,323,0,733,311,223,0,534,533,0,16,0,458,49,1,0,0,0,0,0,2,0,0,5,1,2,534
327,"P.V. DORSA MUHAMMADPUR  R.N. 1",285,217,0,502,161,126,0,287,240,0,70,1,35,171,3,0,1,0,1,0,1,1,0,1,1,1,287
328,"P.V. DORSA MUHAMMADPUR R.N. 2",377,316,0,693,265,183,0,448,440,0,161,1,74,207,0,0,0,0,0,0,0,0,1,0,1,3,448
329,"P.V. MUHAMMADPUR",447,348,0,795,399,247,0,646,521,0,255,2,143,239,2,0,0,4,0,0,0,0,0,0,0,1,646
330,"P.V. NAGALA AKHAI",215,194,0,409,202,186,0,388,383,0,384,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,388
331,"P.V. NAGALA VANSHI",190,178,0,368,176,159,0,335,195,0,3,4,2,323,1,0,0,0,0,0,0,0,1,0,0,1,335
332,"P.V. MUNIYA KHEDA",369,282,0,651,282,181,0,463,463,0,288,3,4,157,1,1,2,0,1,0,0,0,1,0,2,3,463
333,"P.V. KACHHAPURA",317,261,0,578,228,173,0,401,401,0,196,5,11,170,4,0,1,4,1,1,0,0,4,0,0,4,401
334,"S.R.K. I.COLLEGE KOTALA",652,508,0,1160,442,305,0,747,671,0,179,6,79,465,5,0,2,1,0,0,0,0,4,1,1,4,747
335,"P.V. KOTALA  R.N. 1",555,468,0,1023,349,300,0,649,500,0,131,12,101,383,4,0,2,0,0,2,4,1,4,2,1,2,649
336,"P.V. KOTALA R.N. 2",540,436,0,976,361,279,0,640,639,0,144,7,162,309,6,1,1,0,1,0,0,2,1,1,2,3,640
337,"P.V. BAHORANPUR",571,431,0,1002,447,312,0,759,759,0,5,0,487,249,5,0,2,2,0,0,0,1,2,2,3,1,759
338,"P.V. VAJIRPUR KOTALA",479,428,0,907,348,264,0,612,600,0,85,2,220,283,7,1,5,2,0,0,1,0,3,1,0,2,612
339,"P.P. SIKANDARPUR KOTALA",323,265,0,588,211,212,0,423,407,0,79,0,252,79,2,1,0,1,0,0,0,1,1,5,2,0,423
340,"P.V. NAGALA DHEER",210,154,0,364,134,107,0,241,232,0,10,1,82,141,1,0,0,0,0,0,0,1,2,1,1,1,241
341,"P.V. BARTARA",559,413,0,972,406,268,0,674,674,0,124,13,213,297,6,2,3,2,0,0,0,2,3,6,1,2,674
342,"P.V. KHUSHALPUR",270,225,0,495,204,160,0,364,324,0,49,2,213,90,2,1,0,0,1,0,0,0,1,2,2,1,364
343,"P.V. KHERIYA KALAN",282,223,0,505,269,184,0,453,449,0,174,1,126,150,1,0,0,0,0,0,0,0,0,0,1,0,453
344,"J.H.S. AASALPUR",545,441,0,986,455,366,0,821,817,0,419,3,37,341,5,0,0,0,1,0,0,1,3,0,2,9,821
345,"P.V. BADANPUR",293,245,0,538,279,190,0,469,469,0,69,4,37,341,5,0,3,0,0,0,0,1,4,0,3,2,469
346,"P.V. GARHI JANOO",269,260,0,529,240,204,0,444,444,0,65,2,2,358,4,0,3,0,0,0,0,2,6,0,2,0,444
347,"P.V. GAUNCHHA  R.N. 1",627,514,0,1141,450,260,0,710,710,0,163,4,212,318,2,0,2,0,0,0,0,0,0,1,2,6,710
348,"P.V. GAUNCHHA R.N. 2",413,335,0,748,318,208,0,526,524,0,189,2,3,310,5,0,0,3,0,0,1,0,3,2,2,6,526
349,"P.V. NAGALA PADAM",291,231,0,522,227,163,0,390,363,0,119,6,125,128,4,0,0,1,0,0,1,0,0,1,1,4,390
350,"P.V. JASRATHPUR",559,454,0,1013,552,172,0,724,717,0,293,1,150,259,4,0,2,0,0,0,0,0,3,5,2,5,724
351,"P.P. NAGALA TOTARAM",216,173,0,389,183,135,0,318,313,0,136,2,4,165,1,1,0,0,3,0,0,0,4,0,1,1,318
352,"SWAMI PURNANAND J.H.S. NAIPAI  R.N. 1",426,318,0,744,326,228,0,554,551,0,48,4,252,243,0,0,1,0,2,0,0,0,0,2,2,0,554
353,"SWAMI PURNANAND J.H.S. NAIPAI R.N. 2",224,168,0,392,152,76,0,228,227,0,21,3,49,146,5,0,1,0,1,0,0,0,0,2,0,0,228
354,"P.V. KAPAWALI",608,517,0,1125,494,392,0,886,885,0,404,5,175,299,1,0,0,1,0,0,0,0,0,0,0,1,886
355,"P.V. MAHALAI",670,496,1,1167,450,315,0,765,765,0,74,4,186,474,6,1,0,1,2,1,2,3,4,1,2,4,765
356,"SHEKHUPUR J.H.S.",683,568,0,1251,562,435,0,997,985,0,414,3,224,338,2,2,1,0,1,0,1,0,1,3,5,2,997
357,"P.V. BHARATPURA  R.N. 1",541,400,0,941,456,236,0,692,678,0,643,1,10,27,1,0,1,2,0,0,0,1,0,0,1,5,692
358,"P.V. BHARATPURA R.N. 2",186,103,0,289,176,96,0,272,265,0,264,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,272
359,"P.P; TAPAKHURD  R.N. 1",896,721,0,1617,580,412,0,992,992,0,104,14,300,557,5,0,0,4,0,0,1,0,2,2,2,1,992
360,"P.P; TAPAKHURD R.N. 2",765,659,0,1424,552,431,0,983,983,0,36,2,11,901,7,4,2,0,0,0,0,3,7,1,6,3,983
361,"P.P. NAGALA PANSAHAY",694,585,0,1279,501,336,0,837,837,0,343,2,128,347,2,3,0,1,0,1,0,1,1,2,2,4,837
