"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
148,"PRATHMIK VIDHALYA  ROOM NO 1 EAST  RASOOLPUR AURANGABAD",538,414,0,952,367,272,0,639,632,0,3,0,369,257,0,3,0,1,1,0,0,1,1,3,639
149,"PRATHMIK VIDHALYA  ROOM NO  2 EAST  RASOOLPUR AURANGABAD",516,405,0,921,411,269,0,680,679,0,4,327,218,120,0,2,3,0,0,0,0,2,1,3,680
150,"PRATHMIK VIDHALYA  ROOM NO 3 EAST  RASOOLPUR AURANGABAD",491,358,0,849,356,262,0,618,618,0,3,271,193,144,0,1,0,0,0,0,1,2,1,2,618
151,"PRATHMIK VIDHALYA  ROOM NO 4 EAST  RASOOLPUR AURANGABAD",481,382,0,863,356,262,0,618,618,0,2,180,335,94,0,1,0,0,0,0,0,2,1,3,618
152,"ISLAMIA SCHOOL  ROOM NO  1 RASOOLPUR AURANGABAD",475,362,0,837,352,246,0,598,598,0,4,189,309,80,1,0,1,0,0,0,2,4,5,3,598
153,"ISLAMIA SCHOOL  ROOM NO 2  RASOOLPUR AURANGABAD",603,424,0,1027,381,281,0,662,642,0,10,286,286,74,1,1,0,0,1,1,0,2,0,0,662
154,"PRATHMIK VIDHALYA  ROOM NO 1 NAGLA SHEIKHU",607,493,0,1100,453,364,0,817,717,0,6,216,359,224,1,1,2,1,0,0,0,2,0,5,817
155,"PRATHMIK VIDHALYA  ROOM NO  2 NAGLA SHEIKHU",524,389,0,913,348,269,0,617,512,0,12,412,36,145,0,3,3,0,0,0,2,0,2,2,617
156,"PRATHMIK VIDHALYA  ROOM NO 1 GYANPUR",425,329,0,754,335,259,0,594,590,0,20,174,316,81,1,0,0,1,0,0,0,0,0,1,594
157,"PRATHMIK VIDHALYA  ROOM NO 2  GYANPUR",499,393,0,892,359,273,0,632,629,0,22,131,160,310,2,0,0,1,0,1,0,1,1,3,632
158,"PRATHMIK VIDHALYA  ROOM NO 1 SYAL",481,365,0,846,351,264,0,615,615,0,9,361,19,217,1,0,5,0,0,0,1,0,1,1,615
159,"PRATHMIK VIDHALYA  ROOM NO 2  SYAL",416,323,0,739,271,247,0,518,308,0,4,297,35,172,0,0,4,0,0,1,2,1,1,1,518
160,"KANYA PRIMARY SCHOOL SYAL",789,627,0,1416,542,383,0,925,925,0,8,566,91,246,1,0,3,1,0,1,1,0,2,5,925
161,"PRATHMIK VIDHALYA  ROOM NO 1 PACHPERA",782,601,0,1383,506,388,0,894,893,0,39,68,187,591,2,2,1,0,0,0,1,0,0,3,894
162,"PRATHMIK VIDHALYA  ROOM NO 2  PACHPERA",835,670,0,1505,580,458,0,1038,1026,0,40,31,326,631,2,1,1,1,0,0,1,0,0,4,1038
163,"PRATHMIK VIDHALYA  ROOM NO 3 PACHPERA",812,659,0,1471,555,424,0,979,71,0,48,97,176,636,1,3,3,0,0,0,3,3,8,1,979
164,"PRATHMIK VIDHALYA  LADPURA",608,537,0,1145,494,401,0,895,157,0,31,48,388,400,6,0,1,1,0,5,4,4,2,5,895
165,"PRATHMIK VIDHALYA KHWAJHA PUR",336,287,0,623,261,218,0,479,479,0,1,313,41,123,0,0,0,0,0,0,0,0,1,0,479
166,"PRATHMIK VIDHALYA  ROOM NO  1 RUKANPUR",472,354,0,826,370,270,0,640,632,0,1,280,232,123,0,0,0,1,0,0,0,2,0,1,640
167,"PRATHMIK VIDHALYA  ROOM NO  2 RUKANPUR",481,396,0,877,362,262,0,624,30,0,2,244,76,297,2,0,0,0,0,0,0,1,1,1,624
168,"PRATHMIK VIDHALYA MORNA",779,596,0,1375,550,414,0,964,964,0,13,465,171,294,3,0,0,1,0,1,1,4,5,6,964
169,"PRATHMIK VIDHALYA MOHIDDINPUR LALSANA",659,584,0,1243,484,413,0,897,779,0,52,326,459,54,0,0,1,0,0,0,0,1,1,3,897
170,"PRATHMIK VIDHALYA   ROOM NO 1 MAMIPUR",423,346,0,769,331,253,0,584,95,0,7,405,101,64,0,1,2,1,0,0,0,0,1,2,584
171,"PRATHMIK VIDHALYA   ROOM NO 2 MAMIPUR",462,389,0,851,358,280,0,638,635,0,15,357,218,37,0,0,4,1,0,0,1,2,1,2,638
172,"PRATHMIK VIDHALYA ULDEPUR",740,555,0,1295,583,422,0,1005,1005,0,8,343,616,21,1,0,3,0,2,1,0,1,5,4,1005
173,"JAI JAWAN JR. HIGH SCHOOL  ROOM NO 1 SIKHERA",450,387,0,837,333,264,0,597,597,0,10,425,136,18,0,0,0,0,0,0,0,0,3,5,597
174,"JAI JAWAN JR. HIGH SCHOOL  ROOM NO 2  SIKHERA",401,298,0,699,273,178,0,451,348,0,19,388,18,21,0,0,1,0,0,0,1,0,2,1,451
175,"JAI JAWAN JR. HIGH SCHOOL  ROOM NO  3 SIKHERA",490,379,0,869,352,252,0,604,598,0,11,426,116,42,2,0,0,0,0,0,0,0,4,3,604
176,"JAI JAWAN JR. HIGH SCHOOL  ROOM NO 4 SIKHERA",414,333,0,747,324,231,0,555,50,0,30,172,334,7,0,0,1,0,0,1,1,0,5,4,555
177,"PRTHMIK VIDHALYA ROOM NO.1 AMHERA ADIPUR",574,460,0,1034,450,310,0,760,751,0,17,194,533,9,0,0,1,0,0,0,0,2,0,4,760
178,"PRTHMIK VIDHALYA  ROOM NO.2  AMHERA ADIPUR",567,493,0,1060,399,316,0,715,710,0,38,405,245,15,0,0,3,1,0,1,0,0,3,4,715
179,"UNCH PRATHMIK VIDHALYA ROOM NO 1 AMHERA ADIPUR",559,485,0,1044,395,325,0,720,480,0,22,500,133,50,0,2,6,0,0,0,0,3,2,2,720
180,"UNCH PRATHMIK VIDHALYA ROOM NO 2  AMHERA ADIPUR",419,343,0,762,301,200,0,501,496,0,33,369,82,8,1,0,0,3,0,0,0,0,3,2,501
181,"AMBEDKAR SHIKSHA SADAN RAJPURA",762,558,0,1320,552,344,0,896,896,0,29,383,439,34,1,0,4,0,0,0,0,0,0,6,896
182,"HIGHER SECONDRARY SCHOOL ROOM NO 1  RAJPURA",740,655,0,1395,456,403,0,859,58,0,59,542,139,99,0,0,6,0,0,1,2,2,3,6,859
183,"HIGHER SECONDRARY SCHOOL ROOM NO 2 RAJPURA",730,622,0,1352,457,389,0,846,838,0,79,614,28,123,0,1,0,0,0,0,0,1,0,0,846
184,"PRATHMIK VIDHALYA BHUDPUR",427,363,0,790,346,257,0,603,21,0,33,332,197,31,0,1,2,1,0,0,0,2,0,4,603
185,"PRATHMIK VIDHALYA  ROOM NO 1 SALARPUR JALALPUR",605,493,0,1098,409,343,0,752,750,0,6,442,210,91,0,0,2,0,0,0,0,0,0,1,752
186,"PRATHMIK VIDHALYA  ROOM NO 2 SALARPUR JALALPUR",539,405,0,944,383,254,0,637,637,0,22,351,152,101,0,0,9,0,0,0,0,0,0,2,637
187,"PRATHMIK VIDHALYA BEHCHOLA",879,670,0,1549,665,491,0,1156,1131,0,23,628,246,247,1,0,2,0,0,0,1,3,4,1,1156
188,"PRATHMIK VIDHALYA  ROOM NO  1 RALI CHAUHAN",538,402,0,940,370,273,0,643,643,0,7,349,136,146,1,0,1,0,0,0,0,1,2,0,643
189,"PRATHMIK VIDHALYA  ROOM NO 2  RALI CHAUHAN",694,519,1,1214,512,351,0,863,863,0,2,209,614,34,0,0,1,0,0,0,1,0,0,2,863
190,"PRATHMIK VIDHALYA  ROOM NO 1  ISLAMABAD CHILORA",777,641,0,1418,543,445,0,988,875,0,24,248,592,109,2,2,3,0,0,0,1,2,2,3,988
191,"PRATHMIK VIDHALYA  ROOM NO 2 ISLAMABAD CHILORA",495,384,0,879,380,283,0,663,643,0,11,604,28,11,0,0,4,1,0,0,0,1,2,1,663
192,"PANCHAYAT GHAR BODH BIHAR KAMALPUR",889,622,0,1511,514,417,0,931,931,0,12,243,419,231,3,2,4,0,1,0,0,2,3,11,931
193,"UNCH PRATHMIK VIDHYALYA  ROOM NO 1 KAMALPUR",797,554,0,1351,490,321,0,811,770,0,7,207,184,399,2,1,3,1,0,1,1,0,0,5,811
194,"UNCH PRATHMIK VIDHYALYA  ROOM NO 2 KAMALPUR",827,592,0,1419,473,375,0,848,842,0,10,101,48,675,7,0,3,0,0,1,0,0,1,2,848
195,"PRATHMIK VIDHALYA ROOM NO  1 GOKALPUR",595,416,0,1011,427,307,0,734,734,0,5,122,320,275,1,1,0,0,1,1,2,0,3,3,734
196,"PRATHMIK VIDHALYA ROOM NO 2  GOKALPUR",431,361,0,792,355,252,0,607,607,0,13,52,145,381,3,0,1,2,0,1,3,0,2,4,607
197,"PRATHMIK VIDHALYA GESUPUR",576,464,0,1040,428,360,0,788,788,0,7,437,224,112,1,0,0,0,0,0,3,1,2,1,788
198,"PRATHMIK VIDHALYA  ROOM NO 1  DATAWALI",524,437,0,961,411,315,0,726,724,0,15,576,20,98,1,0,4,1,1,0,1,2,2,5,726
199,"PRATHMIK VIDHALYA  ROOM NO 2  DATAWALI",496,402,0,898,384,300,0,684,555,0,3,248,211,202,1,1,0,0,1,2,0,5,6,4,684
200,"PRATHMIK VIDHALYA  ROOM NO  1 MEDPUR",589,511,0,1100,459,340,0,799,750,0,18,94,81,586,2,0,8,0,0,1,1,3,2,3,799
201,"PRATHMIK VIDHALYA  ROOM NO  2 MEDPUR",573,478,0,1051,409,332,0,741,738,0,14,55,347,320,0,0,0,2,0,1,0,0,0,2,741
202,"PRATHMIK VIDHALYA  ROOM NO 1  BHAWANPUR",644,557,0,1201,424,426,0,850,850,0,15,196,384,243,1,0,1,1,0,0,0,2,1,6,850
203,"PRATHMIK VIDHALYA  ROOM NO 2  BHAWANPUR",536,468,0,1004,331,313,0,644,458,0,11,321,92,212,1,0,1,0,0,1,1,1,2,1,644
204,"PRATHMIK VIDHALYA JALUDDIN MASOODPUR URF GANWARI",346,272,0,618,266,219,0,485,411,0,4,188,232,51,0,0,3,2,0,0,0,2,2,1,485
205,"SARVAHITKARI INTER COLLEGE  ROOM NO 1 KINANAGAR",626,525,0,1151,457,373,0,830,477,0,4,508,294,8,0,0,3,0,2,0,0,2,4,5,830
206,"SARVAHITKARI INTER COLLEGE ROOM NO 2KINANAGAR",750,538,0,1288,522,397,0,919,819,0,10,289,552,60,1,0,3,0,0,0,0,0,1,3,919
207,"SARVAHITKARI INTER COLLEGE  ROOM NO  3  KINANAGAR",739,628,0,1367,478,389,0,867,860,0,14,569,234,30,1,1,1,1,1,2,0,4,4,5,867
208,"PRATHMIK VIDHALYA KINANAGAR",679,522,0,1201,380,506,0,886,840,0,5,268,601,3,0,0,1,0,0,0,0,4,2,2,886
209,"PRATHMIK VIDHALYA  ROOM NO 1  HASANPUR KADEEM",835,656,0,1491,598,485,0,1083,1068,0,3,120,917,27,2,2,1,2,1,1,0,3,3,1,1083
210,"PRATHMIK VIDHALYA  ROOM NO  2 HASANPUR KADEEM",532,366,0,898,356,260,0,616,616,0,8,288,151,163,0,1,2,0,0,0,0,0,0,3,616
211,"PRATHMIK VIDHALYA  ROOM NO  3 HASANPUR KADEEM",565,410,0,975,356,247,0,603,571,0,6,146,198,231,7,0,4,1,0,1,2,1,2,4,603
212,"PRATHMIK VIDHALYA ROOM NO 1  PANCHGAON PATTI AMARSINGH",641,524,0,1165,444,362,0,806,797,0,12,574,83,127,0,1,0,0,1,0,1,2,3,2,806
213,"PRATHMIK VIDHALYA ROOM NO 2  PANCHGAON PATTI AMARSINGH",605,477,0,1082,429,309,0,738,708,0,17,407,180,126,1,0,1,0,0,0,1,0,2,3,738
214,"PRATHMIK VIDHALYA PANCHGAON PATTI SANWAL",616,511,0,1127,443,347,0,790,625,0,16,598,99,61,0,0,3,1,1,0,1,2,5,3,790
215,"B.M.M.INTER COLLEGE ROOM NO 1 MAUKHAS",519,426,0,945,375,292,0,667,371,0,13,536,58,56,0,0,0,0,1,0,0,0,1,2,667
216,"B.M.M.INTER COLLEGE ROOM NO 2 MAUKHAS",361,282,0,643,242,176,0,418,418,0,4,260,93,59,0,0,1,0,0,0,0,0,1,0,418
217,"B.M.M.INTER COLLEGE ROOM NO 3 MAUKHAS",661,534,0,1195,392,326,0,718,718,0,24,248,310,121,1,0,1,1,0,1,0,2,1,8,718
218,"PRATHMIK VIDHALYA PATTI KHERKI MAUKHAS",270,217,0,487,181,149,0,330,329,0,1,204,2,118,0,0,4,0,0,0,0,0,0,1,330
219,"PRATHMIK VIDHALYA ROOM NO 1 BHAGWANPUR CHATTAWAN",689,607,0,1296,469,378,0,847,847,0,16,673,106,24,0,2,16,1,0,0,1,3,2,3,847
220,"PRATHMIK VIDHALYA ROOM NO. 2 BHAGWANPUR CHATTAWAN",597,505,0,1102,409,327,0,736,736,0,31,483,123,77,0,0,14,1,0,0,1,0,2,4,736
221,"PT. RAM SWAROOP DURGA HIGHER SEC.SCHOOL ROOM NO1 SISOLI",677,546,0,1223,458,382,0,840,830,0,10,522,153,143,1,0,1,0,0,1,1,2,1,5,840
222,"PT. RAM SWAROOP DURGA HIGHER SEC.SCHOOL ROOM NO 2 SISOLI",836,672,0,1508,611,428,0,1039,1009,0,16,590,332,90,3,1,6,0,0,1,0,0,0,0,1039
223,"PT. RAM SWAROOP DURGA HIGHER SEC.SCHOOL ROOM NO  3 SISOLI",748,620,0,1368,503,409,0,912,909,0,12,674,110,104,0,1,2,0,1,0,0,1,4,3,912
224,"S..S..B HIGHER SEC.SCHOOL ROOM NO 1   MURLIPUR PHOOL",628,517,0,1145,531,399,0,930,918,0,8,840,18,51,0,1,1,2,0,0,0,2,5,2,930
225,"S..S..B HIGHER SEC.SCHOOL ROOM NO    2 MURLIPUR PHOOL",606,506,0,1112,486,364,0,850,510,0,4,201,613,24,0,1,2,0,0,0,0,2,1,2,850
226,"ADARSH PRATHMIK VIDHALYA ROOM NO 1   JITHOLI",451,382,0,833,390,318,0,708,508,0,5,646,3,51,0,0,0,0,0,0,0,0,0,3,708
227,"ADARSH PRATHMIK VIDHALYA ROOM NO   2 JITHOLI",421,367,0,788,377,283,0,660,660,0,8,586,13,51,0,0,1,0,0,0,0,0,0,1,660
228,"PRATHMIK VIDHALYA ALAMPUR BUZURG",668,592,0,1260,530,445,0,975,975,0,11,436,450,71,2,0,0,0,0,1,1,2,0,1,975
229,"PRATHMIK VIDHALYA ROOM NO  1  BADHLA KAITHWARA",763,582,0,1345,603,437,0,1040,248,0,8,938,52,25,3,0,5,3,0,0,0,2,3,1,1040
230,"PRATHMIK VIDHALYA ROOM NO  2  BADHLA KAITHWARA",764,630,0,1394,616,457,0,1073,1050,0,8,980,60,10,1,1,0,2,0,0,1,1,5,4,1073
231,"UNCH PRATHMIK VIDHYALYA ROOM NO  1 SAMAYPUR",770,619,0,1389,563,448,0,1011,1000,0,7,838,54,86,0,0,2,2,0,0,1,4,8,9,1011
232,"UNCH PRATHMIK VIDHYALYA ROOM NO 2  SAMAYPUR",806,601,0,1407,556,413,0,969,966,0,6,433,181,331,1,0,0,1,0,0,2,0,10,4,969
233,"PRIMARY SCHOOL ROOM NO  1 NAGLAMAL",519,445,0,964,478,326,0,804,799,0,6,718,10,50,0,1,3,1,0,0,0,1,3,11,804
234,"PRIMARY SCHOOL ROOM NO  2 NAGLAMAL",494,400,0,894,398,291,0,689,685,0,3,555,41,67,0,0,14,0,0,0,2,0,4,3,689
235,"KANYA PRATHMIK VIDHALYA   NAGLAMAL",601,431,0,1032,402,278,0,680,548,0,2,52,288,321,3,0,0,0,0,0,1,4,1,8,680
236,"PRATHMIK VIDHALYA  ROOM NO  1 JASORA",529,399,0,928,315,280,0,595,595,0,3,82,148,352,2,2,1,0,0,0,0,1,0,4,595
237,"PRATHMIK VIDHALYA  ROOM NO 2 JASORA",391,301,0,692,250,188,0,438,371,0,15,51,60,302,5,0,0,2,0,0,1,1,0,1,438
238,"UNCH PRATHMIK VIDHYALYA  ROOM NO 1  JASORA",552,387,0,939,347,264,0,611,141,0,24,28,184,361,1,4,1,0,0,0,1,3,2,2,611
239,"UNCH PRATHMIK VIDHYALYA  ROOM NO  2 JASORA",315,242,0,557,179,162,0,341,264,0,7,6,88,238,0,0,0,0,0,0,0,2,0,0,341
240,"PRATHMIK VIDHALYA  ROOM NO 1 JASORI",490,401,0,891,282,236,0,518,13,0,14,357,79,55,3,0,0,3,0,0,1,1,2,3,518
241,"PRATHMIK VIDHALYA  ROOM NO 2 JASORI",645,477,0,1122,418,300,0,718,718,0,18,14,173,490,4,3,4,1,0,0,2,4,3,2,718
242,"PRATHMIK VIDHALYA NO 2 ROOM NO 1 MUNDALI",519,447,0,966,394,359,0,753,740,0,5,605,60,71,0,0,4,0,0,0,1,2,2,3,753
243,"PRATHMIK VIDHALYA NO 2 ROOM NO 2 MUNDALI",402,317,0,719,320,215,0,535,535,0,1,109,136,285,0,1,0,0,0,0,0,0,3,0,535
244,"PRATHMIK VIDHALYA NO 2 ROOM NO 3 MUNDALI",425,329,0,754,282,207,0,489,447,0,2,114,93,273,1,0,0,0,0,0,1,0,2,3,489
245,"PRATHMIK VIDHALYA NO 2 ROOM NO 4 MUNDALI",438,372,0,810,304,282,0,586,586,0,3,384,87,104,0,0,1,0,2,0,1,0,1,3,586
246,"PRATHMIK VIDHALYA NO 1  ROOM NO 1  MUNDALI",776,585,0,1361,581,377,0,958,958,0,1,88,145,705,5,0,1,0,0,0,2,1,4,6,958
247,"PRATHMIK VIDHALYA NO 1  ROOM NO  2  MUNDALI",839,617,0,1456,630,381,0,1011,1011,0,9,44,160,777,10,0,3,0,0,1,1,2,0,4,1011
248,"PRATHMIK VIDHALYA ROOM NO  1  NAGLA KABOOLPUR",495,415,0,910,370,285,0,655,639,0,16,390,222,16,0,1,2,0,1,0,1,1,2,3,655
249,"PRATHMIK VIDHALYA ROOM NO 2  NAGLA KABOOLPUR",504,395,0,899,358,261,0,619,612,0,19,524,44,25,0,1,3,0,0,0,0,1,1,1,619
250,"PRATHMIK VIDHALYA  ROOM NO 1  AAR",609,471,1,1081,356,258,0,614,610,0,5,44,218,336,3,0,0,1,1,1,0,2,2,1,614
251,"PRATHMIK VIDHALYA  ROOM NO. 2 AAR",587,412,0,999,384,208,0,592,439,0,1,1,96,478,5,3,0,1,1,1,1,1,1,2,592
252,"PRATHMIK VIDHALYA  ROOM NO 1  PIPLIKHERA",816,689,0,1505,479,362,0,841,830,0,14,58,452,291,2,4,2,1,1,0,1,6,1,8,841
253,"PRATHMIK VIDHALYA  ROOM NO 2 PIPLIKHERA",847,713,0,1560,489,347,0,836,830,0,6,68,434,307,4,3,2,1,1,0,3,3,0,4,836
254,"UNCH PRATHMIK VIDHALYA  ROOM NO  1 PIPLIKHERA",590,470,0,1060,359,248,0,607,603,0,2,4,353,236,0,0,0,0,0,2,1,2,2,5,607
255,"UNCH PRATHMIK VIDHALYA  ROOM NO  2 PIPLIKHERA",434,402,0,836,245,223,0,468,467,0,6,5,313,137,1,0,0,1,0,0,1,1,2,1,468
256,"KANYA UNCH PRATHMIK VIDHALYA ROOM NO 1 BIJOLI",667,517,0,1184,458,399,0,857,695,0,2,435,315,93,1,1,0,1,0,0,1,3,3,2,857
257,"KANYA UNCH PRATHMIK VIDHALYA ROOM NO 2 BIJOLI",602,469,0,1071,397,299,0,696,478,0,15,321,302,49,1,0,3,1,1,0,0,1,2,0,696
258,"KANYA UNCH PRATHMIK VIDHALYA ROOM NO 3  BIJOLI",671,511,0,1182,477,319,0,796,619,0,30,445,144,174,1,0,0,0,0,0,0,0,1,1,796
259,"PRATHMIK VIDHALYA BIJOLI",559,443,0,1002,418,268,0,686,684,0,44,457,162,9,0,0,1,1,0,0,1,6,0,5,686
260,"PRATHMIK VIDHALYA GOVINDPURI",476,418,0,894,321,289,0,610,605,0,3,14,163,418,2,4,1,0,0,0,1,0,2,2,610
261,"UNCH PRATHMIK VIDHYALYA ROOM NO  1 KAUL",557,444,0,1001,392,307,0,699,699,0,13,404,252,24,0,0,0,2,0,0,0,0,2,2,699
262,"UNCH PRATHMIK VIDHYALYA ROOM NO  2 KAUL",455,344,0,799,361,255,0,616,612,0,2,425,171,11,0,1,2,0,1,1,1,0,1,0,616
263,"PRATHMIK VIDHALYA KHARKHARI",603,461,0,1064,399,304,0,703,603,0,9,464,154,64,1,0,0,0,0,0,0,3,3,5,703
264,"PRATHMIK VIDHALYA CHATARI",680,494,0,1174,440,339,0,779,779,0,14,406,221,120,2,0,0,0,0,0,1,5,7,3,779
265,"JANTA INTER COLLEG ROOM NO 1  KHARKHAUDA",689,548,0,1237,462,300,0,762,652,0,33,659,23,42,2,0,1,0,0,0,0,0,0,2,762
266,"JANTA INTER COLLEG ROOM NO 2   KHARKHAUDA",784,693,0,1477,556,448,0,1004,990,0,28,449,363,142,3,0,4,2,1,2,0,1,5,4,1004
267,"JANTA INTER COLLEG ROOM NO   3 KHARKHAUDA",471,426,0,897,342,299,0,641,575,0,12,330,128,150,0,0,4,0,1,0,1,3,6,6,641
268,"JANTA INTER COLLEG ROOM NO 4   KHARKHAUDA",435,393,0,828,330,274,0,604,590,0,20,353,92,132,0,0,0,2,0,0,0,0,2,3,604
269,"JANTA INTER COLLEG ROOM NO 5   KHARKHAUDA",706,620,0,1326,489,388,0,877,860,0,44,512,232,74,0,0,4,0,0,0,1,3,3,4,877
270,"ADARSH BASIC CENTRAI SCHOOL ROOM NO  1   KHARKHAUDA",750,634,0,1384,504,433,0,937,901,0,11,755,25,137,1,1,1,0,1,0,0,2,0,3,937
271,"ADARSH BASIC CENTRAI SCHOOL ROOM NO  2  KHARKHAUDA",787,660,0,1447,408,549,0,957,948,0,24,677,184,66,1,0,0,0,1,1,0,0,1,2,957
272,"ADARSH BASIC CENTRAI SCHOOL ROOM NO  3  KHARKHAUDA",357,302,0,659,254,183,0,437,424,0,8,270,121,34,0,0,1,0,0,0,0,1,1,1,437
273,"PRATHMIK VIDHALYA NAYA GAON BAMANPURA",211,165,0,376,186,128,0,314,314,0,2,257,14,38,2,0,0,0,0,0,1,0,0,0,314
274,"PRATHMIK VIDHALYA DHANOTA",503,433,0,936,356,276,0,632,632,0,14,517,10,81,1,0,0,1,0,0,2,0,4,2,632
275,"PRATHMIK VIDHALYA EAST KHANDAWALI",469,415,0,884,348,199,0,547,547,0,8,497,4,33,0,0,5,0,0,0,0,0,0,0,547
276,"PRATHMIK VIDHALYA WEST KHANDAWALI",429,344,0,773,259,194,0,453,452,0,6,139,263,35,0,0,0,0,1,0,1,2,1,5,453
277,"PRATHMIK VIDHALYA KHANPUR",449,370,0,819,295,254,0,549,549,0,19,405,7,107,2,0,0,1,0,0,0,1,5,2,549
278,"PRATHMIK VIDHALYA NAGLA PAATU",539,373,0,912,377,199,0,576,572,0,8,361,107,82,2,2,2,0,0,1,2,1,2,6,576
279,"PRATHMIK VIDHALYA SADULLAPUR URF CHANDPURA",786,565,0,1351,594,392,0,986,986,0,38,672,25,234,1,0,2,4,0,0,2,2,6,0,986
280,"PURVA MADHYAMIK VIDHYALYA ROOM NO 1   RASOOLPUR DHANTALA",589,456,0,1045,388,289,0,677,671,0,8,489,130,37,0,1,2,0,0,1,0,2,4,3,677
281,"PURVA MADHYAMIK VIDHYALYA ROOM NO 2  RASOOLPUR DHANTALA",424,325,0,749,302,203,0,505,211,0,1,361,96,40,0,0,1,1,0,0,0,1,2,2,505
282,"PRATHMIK VIDHALYA BARHANPUR",700,528,0,1228,572,361,0,933,931,0,16,686,145,80,1,0,1,0,0,0,0,0,1,3,933
283,"BADDRUL ISLAMIA MADARSA ROOM NO  1  ULDHAN",541,397,0,938,348,250,0,598,590,0,1,34,207,348,0,0,0,0,0,0,1,3,0,4,598
284,"BADDRUL ISLAMIA MADARSA ROOM NO  2  ULDHAN",543,423,0,966,398,318,0,716,659,0,5,232,371,90,1,0,1,1,0,0,0,3,4,8,716
285,"PRATHMIK VIDHALYA  ULDHAN",727,561,0,1288,496,375,0,871,871,0,3,120,323,411,2,1,1,0,0,0,4,1,2,3,871
286,"PRATHMIK VIDHALYA ROOM NO  1  PANCHI",586,461,0,1047,394,325,0,719,306,0,3,393,28,284,1,0,4,0,0,0,0,1,0,5,719
287,"PRATHMIK VIDHALYA ROOM NO  2  PANCHI",444,396,0,840,304,255,0,559,552,0,9,423,114,2,0,0,3,0,0,0,0,1,5,2,559
288,"GIRLS PRATHMIK VIDHALYA PANCHI",643,526,0,1169,518,430,0,948,947,0,1,311,612,10,3,1,1,0,0,0,0,3,4,2,948
289,"PRATHMIK VIDHALYA SETKUAN",528,428,0,956,363,306,0,669,651,0,3,285,302,69,2,0,0,0,1,1,0,1,2,3,669
290,"UNCH PRATHMIK VIDHALYA NALPUR",586,514,0,1100,439,326,0,765,757,0,5,440,16,292,3,1,2,0,0,0,2,1,2,1,765
291,"PPRATHMIK VIDHALYA NAALPUR",482,410,0,892,358,289,0,647,620,0,11,404,94,129,1,1,3,0,0,0,0,0,2,2,647
292,"GANDHI SHATABDI INTER COLLEGE ROOM NO 1   KAILE",526,426,0,952,367,293,0,660,628,0,10,226,365,40,0,2,0,1,0,2,5,2,2,5,660
293,"GANDHI SHATABDI INTER COLLEGE ROOM NO  2  KAILE",394,327,0,721,286,216,0,502,488,0,6,211,262,16,0,0,0,0,0,0,0,1,2,4,502
294,"GANDHI SHATABDI INTER COLLEGE ROOM NO- 3 KAILE",649,499,0,1148,456,328,0,784,728,0,29,516,130,103,0,0,4,0,0,0,0,0,1,1,784
295,"GANDHI SHATABDI INTER COLLEGE ROOM NO  4  KAILE",637,522,0,1159,475,365,0,840,824,0,17,794,16,9,0,1,0,2,0,0,0,1,0,0,840
296,"PRATHMIK VIDHALYA DHEERKHERA",680,493,0,1173,540,385,0,925,810,0,20,686,198,4,0,0,7,0,0,0,0,1,3,6,925
297,"PRATHMIK VIDHALYA NAYA GAON MAZRA DHEERKHERA",318,245,0,563,271,212,0,483,386,0,6,78,392,1,0,0,0,0,0,0,1,2,1,2,483
298,"PRATHMIK VIDHALYA ROOM NO.1 FAKHERPUR KABATTA",485,450,0,935,371,328,0,699,699,0,4,453,149,78,0,0,1,1,0,0,1,3,4,5,699
299,"PRATHMIK VIDHALYA ROOM NO   2  FAKHERPUR KABATTA",537,433,0,970,363,306,0,669,651,0,3,285,302,69,2,0,0,0,1,1,0,1,2,3,669
300,"PRATHMIK VIDHALYA KUREE",333,305,0,638,260,228,0,488,488,0,7,404,10,64,0,0,1,1,0,0,0,0,0,1,488
301,"PRATHMIK VIDHALYA ROOM NO 1  KHASHPUR",501,387,0,888,372,261,0,633,592,0,20,386,25,197,0,1,0,0,1,0,1,1,1,0,633
302,"PRATHMIK VIDHALYA ROOM NO  2   KHASHPUR",372,306,0,678,253,204,0,457,456,0,10,152,169,121,0,1,0,0,0,0,0,3,0,1,457
303,"PRATHMIK VIDHALYA  ROOM NO.1 BADHAULI",416,334,0,750,251,208,0,459,459,0,3,100,178,173,0,0,0,0,1,0,1,1,1,1,459
304,"PRATHMIK VIDHALYA ROOM NO. 2 BADHAULI",571,471,0,1042,347,276,0,623,623,0,4,440,19,156,0,0,1,0,0,0,1,0,2,0,623
