"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ATUL KUMAR SINGH ANJAAN","2 - DARA SINGH CHAUHAN","3 - RAJEEV KUMAR RAI","4 - RASHTRA KUNWAR SINGH","5 - HARINARAYAN RAJBHAR","6 - BADRI NATH YADAV","7 - MANISH KUMAR RAI","8 - MOKHTAR ANSARI","9 - RAVI SHANKAR BHARAT","10 - RAJKUMAR CHAUHAN","11 - VIJAY KUMAR UPADHYAY","12 - DR. SHAMEEM ABIDI","13 - HARINATH","14 - HARISH CHANDRA","15 - HEMANT KUMAR","16 - DOODHNATH CHAUHAN","17 - VISHUN DAYAL","18 - SURYA KUMAR","19 - None of the Above","Total Votes Secured"
151,"M.H.A.S..V.U.KHIRIBAG SOUTH PART",473,413,1,887,327,291,0,618,618,0,0,51,177,12,0,0,2,367,0,0,2,3,0,0,0,1,1,0,2,618
152,"M.H.A.S..V.U.KHIRIBAG SOUTH PART",532,484,0,1016,377,262,0,639,639,0,6,47,276,12,0,0,11,273,0,0,0,8,0,1,0,0,0,0,5,639
153,"D.U.N.I.C.KASHIMPURA SOUTH PART",425,384,0,809,270,226,0,496,496,0,0,28,166,11,1,0,11,266,0,0,1,8,0,0,1,1,1,0,1,496
154,"D.U.N.I.C.KASHIMPURA SOUTH PART -1",527,501,0,1028,347,285,0,632,632,0,2,46,293,12,1,0,5,266,0,0,0,4,0,0,0,1,1,0,1,632
155,"D.U.N.I.C.KASHIMPURA NORTH PART",853,741,0,1594,529,375,0,904,904,0,2,89,182,7,3,3,4,589,3,2,1,11,1,0,0,3,1,1,2,904
156,"M.D.S.M.B.POKHRA EAST PART",895,728,0,1623,526,424,0,950,950,0,12,204,78,10,555,13,2,40,0,0,2,4,2,5,2,4,2,9,6,950
157,"M.D.S.M.B.POKHRA WEST PART",762,569,0,1331,410,280,0,690,690,0,8,168,40,18,345,3,3,82,2,1,7,2,2,0,0,4,3,0,2,690
158,"SANSAHKRIT P.RAJPUTANA NORT TOLA WEST PART",607,583,0,1190,368,266,0,634,634,0,6,52,74,17,400,3,7,62,1,0,0,3,1,0,0,7,0,0,1,634
159,"SANSAHKRIT P.RAJPUTANA NORT TOLA EAST PART",819,599,0,1418,393,301,0,694,694,0,6,48,16,18,552,4,3,38,0,0,1,1,1,0,0,2,2,1,1,694
160,"SANSAHKRIT P.RAJPUTANA NORT TOLA MIDLE PART",805,785,0,1590,505,419,0,924,924,0,3,115,320,5,109,0,8,355,3,1,1,2,0,0,0,2,0,0,0,924
161,"ISLAMIYA SCHOOL A. EAST PART",869,780,0,1649,617,520,0,1137,1137,0,9,47,307,35,34,1,6,675,1,1,0,17,0,3,0,0,0,0,1,1137
162,"ISLAMIYA SCHOOL A. MIDLE PART",491,508,1,1000,368,368,0,736,736,0,10,68,237,4,20,0,3,368,2,0,1,19,0,2,0,1,0,0,1,736
163,"ISLAMIYA SCHOOL A. WEST PART",719,630,0,1349,508,362,0,870,870,0,49,59,271,10,85,0,1,358,1,0,1,31,0,0,0,2,1,0,1,870
164,"MADRSHA ALIYA DOMANPURA SOUTH PART",659,624,0,1283,366,332,0,698,698,0,12,43,146,18,31,1,0,405,2,0,0,34,0,2,0,1,1,0,2,698
165,"MADRSHA ALIYA DOMANPURA MIDLE PART",758,654,0,1412,468,361,0,829,829,0,76,19,312,10,80,1,7,306,5,2,0,7,1,0,0,2,0,0,1,829
166,"MADRSHA ALIYA DOMANPURA MIDLE PART-1",225,154,0,379,152,103,0,255,255,0,23,5,70,0,21,0,3,131,0,0,0,0,0,0,0,2,0,0,0,255
167,"MADRSHA ALIYA DOMANPURA MIDLE PART-1",514,412,0,926,213,318,0,531,531,0,12,64,95,7,14,0,2,325,1,0,1,6,0,0,0,1,0,0,3,531
168,"MADRSHA ALIYA DOMANPURA MIDLE PART-2",867,673,0,1540,485,328,0,813,813,0,20,43,198,29,14,3,10,467,1,0,0,16,0,4,0,3,1,3,1,813
169,"MADRSHA ALIYA DOMANPURA NORTH PART",324,287,0,611,218,156,0,374,374,0,5,10,104,7,8,0,1,215,0,0,1,21,0,0,0,0,1,0,1,374
170,"ALIYA G.H.S.DOMANPURA SOUTH PART",699,644,0,1343,404,292,0,696,696,0,12,39,123,13,41,1,3,441,0,0,0,23,0,0,0,0,0,0,0,696
171,"ALIYA G.H.S.DOMANPURA SOUTH PART -1",70,78,0,148,39,36,0,75,75,0,0,2,32,0,4,0,0,34,0,0,0,2,0,0,0,0,0,0,1,75
172,"ALIYA G.H.S.DOMANPURA MIDLE PART",569,472,0,1041,351,333,0,684,684,0,5,83,90,18,28,1,3,435,4,0,0,11,0,0,0,1,1,0,4,684
173,"ALIYA G.H.S.DOMANPURA MIDLE PART",849,746,0,1595,485,346,0,831,831,0,13,63,154,14,27,0,5,538,1,0,0,10,0,0,0,1,1,1,3,831
174,"ALIYA G.H.S.DOMANPURA MIDLE PART-1",168,153,0,321,109,91,0,200,200,0,2,12,31,1,2,1,0,144,0,0,0,4,0,0,0,0,0,2,1,200
175,"S.A.P.J.H.SCHOOL DOMANPUR NORTH PART",846,708,0,1554,489,362,0,851,851,0,111,47,205,5,95,1,11,360,3,1,1,4,0,1,1,1,1,1,2,851
176,"S.A.P.J.H.SCHOOL DOMANPUR MIDLE  PART",707,506,0,1213,429,275,0,704,704,0,30,46,118,9,3,0,8,451,0,1,0,35,1,0,0,1,0,0,1,704
177,"S.A.P.J.H.SCHOOL DOMANPUR MIDLE  PART -1",910,634,0,1544,380,505,0,885,885,0,10,13,100,7,3,0,1,706,1,0,0,36,0,1,2,4,0,0,1,885
178,"S.A.P.J.H.SCHOOL DOMANPUR MIDLE  PART -2",922,724,0,1646,582,411,0,993,993,0,7,38,57,3,0,1,4,829,4,2,0,35,2,1,1,5,0,0,4,993
179,"S.A.P.J.H.SCHOOL DOMANPUR MIDLE  PART -3",149,109,0,258,103,79,0,182,182,0,0,1,25,1,0,0,1,147,1,0,0,3,0,0,0,3,0,0,0,182
180,"S.A.P.J.H.SCHOOL DOMANPUR SOUTH  PART",1025,800,0,1825,576,471,0,1047,1047,0,20,12,83,15,5,1,4,846,3,2,0,51,2,0,0,2,0,0,1,1047
181,"M.S.I.C.BHDESARA WEST PART",834,709,0,1543,502,470,0,972,972,0,10,299,242,8,137,9,2,228,6,1,0,22,1,0,2,3,0,1,1,972
182,"M.S.I.C.BHDESARA MIDLE PART",969,704,0,1673,550,428,0,978,978,0,9,222,49,10,338,11,3,287,2,1,2,29,1,0,2,4,1,2,5,978
183,"M.S.I.C.BHDESARA EAST PART",733,655,0,1388,440,532,0,972,972,0,16,23,215,4,0,1,4,686,1,0,0,14,1,5,0,2,0,0,0,972
184,"A.L.J.H.SCHOOL BHATKUAPATTIDAYARAI",1029,831,1,1861,616,497,0,1113,113,0,8,149,119,3,221,3,5,524,4,0,0,61,0,1,0,12,0,1,2,1113
185,"A.L.J.H.SCHOOL BHATKUAPATTIDAYARAI WEST PART",874,759,0,1633,600,416,0,1016,1016,0,5,34,191,10,6,1,3,677,1,2,0,77,0,3,1,4,0,0,1,1016
186,"A.L.J.H.SCHOOL BHATKUAPATTIDAYARAI WEST PART-1",133,89,0,222,94,66,0,160,160,0,0,4,33,0,0,0,1,106,1,1,0,13,0,0,1,0,0,0,0,160
187,"A.L.J.H.SCHOOL BHATKUAPATTIDAYARAI NORTH PART",589,455,0,1044,390,309,0,699,699,0,19,30,89,3,44,2,6,490,2,1,1,5,0,0,0,3,2,0,2,699
188,"A.L.J.H.SCHOOL BHATKUAPATTIDAYARAI WEST PART",402,310,0,712,210,203,0,413,413,0,2,76,106,5,173,4,1,33,1,1,1,2,0,1,1,1,0,3,2,413
189,"P.P.HAKIKATPURA EAST PART",901,756,0,1657,512,442,0,954,954,0,12,151,276,7,268,6,6,191,2,1,7,8,3,3,4,5,1,1,2,954
190,"P.P.HAKIKATPURA WEST PART",792,614,0,1406,522,438,0,960,960,0,2,542,72,8,237,1,5,58,1,1,4,2,0,1,0,4,4,9,9,960
191,"P.P.ACHAR EAST PART",859,713,0,1572,463,362,0,825,825,0,6,43,186,10,446,12,2,32,1,4,5,4,1,4,0,12,14,9,34,825
192,"P.P.ACHAR MIDLE PART-1",835,663,0,1498,484,362,0,846,846,0,13,369,295,1,99,3,1,11,2,10,5,2,2,9,0,0,13,4,7,846
193,"P.P.ACHAR MIDLE PART-2",292,254,0,546,159,144,0,303,303,0,9,163,33,3,65,3,0,18,1,0,2,0,1,1,0,0,2,1,1,303
194,P.P.RAMPUR,661,572,0,1233,374,330,0,704,704,0,8,204,199,7,157,4,0,102,0,0,4,1,3,2,2,4,2,1,4,704
195,P.P.THAKURMANPUR,968,718,0,1686,545,427,0,972,972,0,21,241,133,11,375,13,10,40,0,103,5,4,2,1,1,5,6,0,1,972
196,"P.P.THAKURMANPUR EAST PART",171,123,0,294,87,72,0,159,159,0,0,30,25,2,64,3,1,4,0,28,0,0,0,0,0,2,0,0,0,159
197,P.P.BELCHAURA,889,693,0,1582,481,438,0,919,919,0,11,387,40,10,425,10,0,7,0,1,3,2,2,4,4,5,2,3,3,919
198,"P.P.BELCHAURA WEST PART",76,84,0,160,39,33,0,72,72,0,0,24,7,0,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,72
199,"P.P.SALAHABAD NORTH PART",706,604,0,1310,366,415,0,781,781,0,12,113,29,9,515,26,4,18,4,3,3,2,0,0,2,14,9,8,10,781
200,"P.P.SALAHABAD MIDLE PART",772,620,0,1392,388,453,0,841,841,0,8,246,11,13,413,14,1,91,5,9,9,1,0,3,2,11,3,1,0,841
201,"P.P.SALAHABAD SOUTH PART",573,466,0,1039,349,245,0,594,594,0,4,160,147,6,193,2,1,47,1,3,4,1,1,1,2,8,2,4,7,594
202,P.P.PARDAHA,480,394,1,875,225,190,0,415,415,0,3,95,6,5,267,2,0,26,1,2,2,0,1,0,0,1,2,0,2,415
203,"KHAND.B.OFFICE PARDAHA MIDLE PART-1",860,698,0,1558,500,369,0,869,869,0,4,377,29,10,378,9,2,30,1,0,7,1,0,4,1,10,2,3,1,869
204,"KHAND.B.OFFICE PARDAHA MIDLE PART-1-2",87,65,0,152,38,24,0,62,62,0,0,2,2,1,51,0,0,6,0,0,0,0,0,0,0,0,0,0,0,62
205,"KHAND.B.OFFICE PARDAHA MIDLE PART-2",852,655,0,1507,522,396,0,918,918,0,3,406,12,13,356,6,9,65,6,1,5,5,4,6,2,11,2,0,6,918
206,"KHAND.B.OFFICE PARDAHA NORTH PART-1",973,725,0,1698,544,398,0,942,942,0,14,14,41,12,690,21,5,116,5,1,4,4,0,1,1,8,1,1,3,942
207,"P.BHWAN PARDAHA",1101,822,0,1923,575,444,0,1019,1019,0,11,294,102,11,364,14,4,178,6,3,6,5,1,3,6,5,2,1,3,1019
208,"P.BHWAN PARDAHA ROOM-2",216,156,0,372,120,87,0,207,207,0,1,89,17,1,69,1,1,24,0,0,0,0,0,0,0,3,0,0,1,207
209,P.P.GALIBPUR,736,598,0,1334,440,332,0,772,772,0,7,487,26,9,200,2,5,14,2,1,3,0,0,3,1,2,2,7,1,772
210,"P.P.RASTIPUR EAST PART",807,677,0,1484,499,446,0,945,945,0,12,605,149,7,98,6,3,22,2,2,12,2,2,1,0,4,9,4,5,945
211,"P.P.RASTIPUR EAST PART-1",117,117,0,234,71,69,0,140,140,0,3,63,14,6,44,0,0,3,0,0,1,0,1,0,2,1,0,1,1,140
212,"P.P.RASTIPUR WEST PART",408,350,0,758,235,167,0,402,402,0,4,130,94,3,143,3,1,15,1,0,1,0,1,1,1,1,0,0,3,402
213,"R.K.K.KA.IMILYA NORTH PART",689,642,0,1331,380,317,0,697,697,0,6,227,48,26,355,2,1,18,0,8,1,1,1,0,2,0,0,1,0,697
214,"R.K.K.KA.IMILYA NORTH PART-1",816,663,0,1479,430,354,0,784,784,0,6,101,135,20,298,2,7,206,1,3,1,0,0,0,1,2,0,0,1,784
215,"R.K.K.KA.IMILIYA MIDLE PART",795,675,0,1470,384,331,0,715,715,0,2,93,149,19,252,3,2,180,1,1,1,1,2,1,0,0,4,0,4,715
216,"R.K.K.KA.IMILIYA MIDLE PART-1",550,437,0,987,265,218,0,483,483,0,1,43,68,20,263,0,0,84,0,2,0,0,0,0,0,1,0,0,1,483
217,"J.H.SCHOOL INDARPUR IMILIYA",757,591,0,1348,503,355,0,858,858,0,10,306,126,7,176,4,2,180,3,1,2,0,2,2,1,14,2,15,5,858
218,"J.H.SCHOOL BAKVAL EAST PART",897,721,0,1618,552,389,0,941,941,0,9,135,79,8,565,4,1,115,0,0,7,2,2,1,3,4,0,0,6,941
219,"J.H.SCHOOL BAKVAL MIDLE PART",522,420,0,942,277,243,0,520,520,0,7,289,31,3,178,0,3,5,0,0,0,0,0,0,0,3,0,1,0,520
220,P.P.HARDASPUR,472,433,0,905,305,314,0,619,619,0,13,80,5,10,445,11,2,31,2,0,3,2,1,1,0,6,4,0,3,619
221,"P.P.HARDASPUR WEST PART",568,494,0,1062,295,220,0,515,515,0,5,119,190,4,134,3,4,26,5,2,4,3,0,0,0,2,12,1,1,515
222,P.P.PARASPURA,363,281,0,644,253,194,0,447,447,0,2,287,11,3,114,4,0,15,1,1,4,0,0,0,1,1,2,1,0,447
223,K.PATH.TAJOPUR,810,681,0,1491,421,333,0,754,754,0,4,215,64,22,420,5,2,5,1,1,0,1,2,1,0,3,5,2,1,754
224,"KANYA PATH TAJOPUR WEST PART",846,727,0,1573,400,429,0,829,829,0,3,266,126,17,321,9,3,60,3,2,5,2,0,1,3,2,3,1,2,829
225,"KANYA PATH TAJOPUR WEST PART-1",174,116,0,290,81,58,0,139,139,0,0,16,6,7,92,0,0,18,0,0,0,0,0,0,0,0,0,0,0,139
226,"S.M.K.TAJOPUR EAST PART",823,654,0,1477,458,327,0,785,785,0,6,422,6,15,319,1,1,3,0,1,2,2,0,1,1,2,2,0,1,785
227,"S.M.K.TAJOPUR WEST PART",769,640,0,1409,364,406,0,770,770,0,16,26,8,16,656,11,2,23,1,1,2,2,0,0,1,1,1,1,2,770
228,P.P.PANIYARA,689,565,0,1254,412,304,0,716,716,0,8,149,159,8,259,5,0,106,3,2,1,3,1,4,1,2,1,2,2,716
229,"P.P.LAKKHUPUR SOUTH PART",400,368,0,768,265,259,0,524,524,0,3,83,165,3,165,2,3,85,1,1,2,0,1,3,2,3,1,0,1,524
230,P.P.TAHIRPUR,598,501,0,1099,401,343,0,744,744,0,9,41,262,13,350,4,14,32,3,3,4,0,0,0,2,3,1,1,2,744
231,"P.P.HARPUR NORTH PART",726,628,0,1354,464,411,0,875,875,0,21,150,69,17,446,9,4,104,2,1,2,5,4,20,4,10,1,3,3,875
232,"P.P.HARPUR MIDLE PART",836,657,1,1494,500,426,0,926,926,0,6,695,32,3,50,1,1,11,2,1,4,1,1,4,3,8,11,62,30,926
233,"P.P.HARPUR SOUTH PART",313,232,0,545,164,113,0,277,277,0,0,26,122,1,52,1,3,66,1,1,1,1,0,0,0,1,0,1,0,277
234,P.P.BIBIPUR,538,413,0,951,327,273,0,600,600,0,7,365,78,4,81,1,2,43,0,0,1,3,2,1,0,2,1,6,3,600
235,"J.J.H.SCHOOL KUSHMAUR WEST PART",625,545,0,1170,357,305,0,662,662,0,5,297,116,19,195,2,0,17,0,0,4,0,0,0,1,2,1,3,0,662
236,"J.J.H.SCHOOL KUSHMAUR EAST PART",710,559,0,1269,313,297,0,610,610,0,8,176,52,11,284,9,2,26,3,8,7,3,3,2,1,13,1,1,0,610
237,"P.P.ONHAICH EAST PART",925,751,0,1676,509,432,0,941,941,0,10,311,132,34,244,10,2,164,5,0,9,0,2,7,0,2,5,2,2,941
238,"P.P.ONHAICH MIDLE PART",586,487,0,1073,299,295,0,594,594,0,4,206,166,12,88,3,2,64,0,5,1,0,2,2,2,2,4,13,18,594
239,P.P.AHILADPUR,601,519,0,1120,283,308,0,591,591,0,13,96,162,8,230,8,2,50,0,1,3,1,1,6,1,1,5,2,1,591
240,P.P.KHARGAJEPUR,672,558,0,1230,341,315,0,656,656,0,2,112,56,5,293,4,0,171,2,3,1,0,0,1,0,4,1,1,0,656
241,"P.P.SUARABOJH EAST PART",523,462,0,985,262,255,0,517,517,0,5,264,101,5,18,1,4,84,4,3,1,1,3,1,5,5,3,4,5,517
242,P.P.PAHADPUR,261,249,0,510,143,130,0,273,273,0,1,6,228,3,13,1,1,15,0,0,0,0,0,3,0,0,0,0,2,273
243,"P.P.USMANPUR EAST PART",442,359,0,801,290,259,0,549,549,0,1,207,243,3,65,1,1,25,0,0,0,0,0,0,0,2,0,0,1,549
244,P.P.TAJPUR,715,558,0,1273,372,353,0,725,725,0,22,20,385,12,56,4,4,200,3,3,2,1,0,3,1,4,0,1,4,725
245,"J.H.SCHOOL KAHINAUR WEST PART",751,627,0,1378,455,380,0,835,835,0,12,518,44,2,153,8,3,48,1,2,3,4,2,2,2,14,1,12,4,835
246,"J.H.SCHOOL KAHINAUR EAST PART",750,599,0,1349,407,305,0,712,712,0,7,98,54,26,374,5,3,127,1,0,0,0,0,1,1,6,4,1,4,712
247,"J.H.SCHOOL SARYA",387,327,0,714,207,191,0,398,398,0,8,44,48,5,186,0,2,94,1,2,0,0,1,1,0,3,1,1,1,398
248,"J.H.SCHOOL SARYA",235,210,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,P.P.NASEERPUR,779,663,0,1442,343,367,0,710,710,0,10,385,176,5,23,0,1,74,1,0,3,2,2,5,3,13,4,1,2,710
250,"J.H.SCHOOL NASEERPUR",816,677,0,1493,438,388,0,826,826,0,12,123,336,17,101,0,2,222,2,2,0,1,0,4,0,2,1,0,1,826
251,"P.P. BADHUAGODAM EAST PART",762,619,0,1381,477,314,0,791,791,0,12,181,117,14,412,4,2,26,1,4,4,0,1,1,0,4,1,2,5,791
252,"P.P.BADHUAGODAM EAST PART-1",179,133,0,312,95,85,0,180,180,0,3,128,7,5,27,1,0,2,0,0,1,1,1,1,1,1,1,0,0,180
253,"P.P.BADHUAGODAM WEST PART",801,618,0,1419,390,302,0,692,692,0,7,155,212,12,215,4,0,67,1,3,1,1,0,1,1,1,4,1,6,692
254,"P.P.IMILIYADEEH EAST PART",469,445,0,914,316,259,0,575,575,0,11,192,31,5,186,1,4,120,0,1,1,1,0,1,1,6,1,9,4,575
255,P.P.BAHARIPUR,560,494,0,1054,346,308,0,654,654,0,11,150,21,13,362,6,1,65,1,1,2,2,1,11,0,4,0,2,1,654
256,"P.P.DUMRAON NORTH PART",825,664,0,1489,500,402,0,902,902,0,7,330,24,17,399,7,0,88,3,1,7,4,1,1,1,6,1,2,3,902
257,"P.P.DUMRAON EAST PART",152,147,0,299,78,73,0,151,151,0,0,85,4,2,55,2,0,2,0,0,0,0,0,0,0,1,0,0,0,151
258,"P.P.DUMRAON SOUTH PART",858,676,0,1534,492,351,0,843,843,0,6,277,71,9,374,2,4,77,0,0,2,1,0,0,1,10,4,2,3,843
259,"P.P.JAMADARA NORTH PART",620,536,0,1156,374,372,0,746,746,0,9,241,45,5,276,3,1,131,2,17,3,1,0,4,1,3,1,2,1,746
260,P.P.ZAMEENBERUKHI,432,424,0,856,259,260,0,519,519,0,1,303,31,2,55,0,1,112,2,0,1,0,1,2,2,2,0,4,0,519
261,P.P.SAMHARUVA,328,255,0,583,189,155,0,344,344,0,5,84,158,3,54,5,0,22,1,2,0,0,0,1,0,4,2,1,2,344
262,P.P.SAMHARUVA,690,567,0,1257,384,373,0,757,757,0,3,170,66,22,361,7,4,104,4,1,2,0,1,2,1,6,0,1,2,757
263,P.P.SAKARA,345,288,0,633,202,181,0,383,383,0,6,77,33,2,167,2,0,85,1,1,0,1,0,3,2,1,0,0,2,383
264,P.P.MEERPUR,238,186,0,424,130,109,0,239,239,0,2,58,121,0,46,1,0,5,0,0,1,0,0,3,1,0,1,0,0,239
265,"P.P.KIRATSARAY NEW BUILDING",762,631,0,1393,358,361,0,719,719,0,10,155,243,13,195,8,5,68,4,2,1,0,1,1,2,4,1,4,2,719
266,P.P.JAMALPURBULAND,792,679,0,1471,403,418,0,821,821,0,18,230,111,13,378,7,0,20,0,3,2,2,2,8,2,6,6,9,4,821
267,P.P.CHAKARA,722,680,1,1403,375,364,0,739,739,0,6,26,213,18,194,4,0,261,0,1,0,6,0,2,2,1,1,0,4,739
268,"J.H.SCHOOL CHAKARA NORTH PART",766,644,0,1410,424,353,0,777,777,0,8,179,51,9,446,7,2,52,2,2,3,1,1,2,2,2,3,0,5,777
269,"J.H.SCHOOL CHAKARA SOUTH PART",193,169,0,362,91,85,0,176,176,0,1,48,7,7,99,2,0,3,1,0,1,0,0,1,0,1,2,0,3,176
270,P.P.MISHRAULI,261,216,0,477,113,143,0,256,256,0,3,163,8,3,66,3,1,3,1,0,1,1,0,0,0,0,0,3,0,256
271,P.P.BAKRABAD,363,318,0,681,228,226,0,454,454,0,5,201,23,16,172,6,3,8,1,1,1,1,1,2,0,6,2,2,3,454
272,P.P.SAHPUR,778,584,0,1362,374,364,0,738,738,0,16,13,84,128,425,9,2,38,2,1,1,1,1,1,1,9,1,0,5,738
273,"P.P.SAHPUR WEST PART",305,249,0,554,164,147,0,311,311,0,1,233,3,8,37,2,0,12,0,1,2,0,0,1,0,8,2,0,1,311
274,"P.P.BHUVALPUR WEST PART",213,171,0,384,123,104,0,227,227,0,5,153,29,1,24,1,0,0,0,1,3,0,0,2,0,2,1,3,2,227
275,"P.P.ZAMEENSHAHARULLAH WEST PART",497,408,0,905,214,199,0,413,413,0,11,55,75,5,126,3,1,122,1,1,3,1,0,6,1,0,0,1,1,413
276,"P.P.ZAMEENSHAHARULLAH EAST PART",523,436,0,959,262,235,0,497,497,0,32,160,112,8,138,5,2,21,1,2,2,0,4,3,0,4,1,1,1,497
277,P.P.GAHANI,550,421,0,971,303,239,0,542,542,0,4,65,44,14,261,4,0,133,1,3,2,1,0,1,2,4,1,0,2,542
278,"P.BHWAN GAHANI",552,466,0,1018,323,252,0,575,575,0,7,366,13,6,100,1,0,48,1,1,2,1,0,13,5,0,1,9,1,575
279,P.P.MANIKPUR,793,647,0,1440,434,331,0,765,765,0,77,287,140,3,127,0,5,102,2,2,3,0,4,5,1,4,2,0,1,765
280,P.P.KUDAWA,591,472,0,1063,275,269,0,544,544,0,43,122,107,7,172,3,1,65,3,4,1,2,0,2,2,3,1,0,6,544
281,"P.P.MUSTAFABAD WEST PART",714,612,0,1326,342,312,0,654,654,0,15,5,19,5,445,3,2,151,1,0,1,1,0,1,0,4,1,0,0,654
282,"P.P.MUSTAFABAD WEST PART",654,533,0,1187,374,300,0,674,674,0,6,120,87,12,370,5,7,55,1,1,0,1,0,1,1,4,2,1,0,674
283,"P.P.MADAILIBHURANPUR EAST PART",807,620,0,1427,475,453,0,928,928,0,15,285,296,9,130,2,5,166,1,0,2,1,0,8,0,2,2,2,2,928
284,P.P.BASARIKHPUR,322,258,0,580,168,161,0,329,329,0,6,0,172,0,84,2,0,52,2,0,1,1,1,1,0,1,3,0,3,329
285,"KANYA J.H.SCHOOL MAKHANA NORTH PART",761,637,0,1398,409,349,0,758,758,0,56,12,98,18,505,6,8,39,1,0,3,1,1,1,4,2,2,0,1,758
286,"KANYA J.H.SCHOOL MAKHANA SOUTH PART",375,269,0,644,193,154,0,347,347,0,19,133,39,5,121,3,1,21,1,0,0,0,0,1,0,1,1,0,1,347
287,P.P.MAJHAUVAN,275,227,0,502,158,171,0,329,329,0,2,146,49,1,39,2,1,77,1,0,2,2,1,0,0,2,1,2,1,329
288,"P.P.ITAURA NORTH PART",872,723,0,1595,385,403,0,788,788,0,5,186,49,20,303,7,4,193,0,1,3,1,1,3,4,2,2,4,0,788
289,"P.P.ITAURA NORTH PART-1",90,66,0,156,36,27,0,63,63,0,0,8,2,1,40,1,0,11,0,0,0,0,0,0,0,0,0,0,0,63
290,"P.P.ITAURA SOUTH PART",732,574,0,1306,388,346,0,734,734,0,18,408,120,10,90,6,0,31,5,2,5,0,4,2,6,14,2,5,6,734
291,"P.P.ARDAUNA EAST PART",872,707,0,1579,409,340,0,749,749,0,19,32,323,24,276,7,5,36,3,1,2,2,2,2,3,7,0,1,4,749
292,"P.P.ARDAUNA MIDLE PART",767,637,0,1404,359,312,0,671,671,0,43,192,49,18,272,8,2,61,1,1,3,1,2,1,0,4,6,3,4,671
293,"P.P.ARDAUNA WEST PART",432,318,0,750,155,181,0,336,181,0,6,237,23,1,48,1,1,2,0,1,2,1,0,3,1,4,2,2,1,336
294,P.P.DEVDAH,435,352,0,787,214,207,0,421,421,0,63,134,30,7,127,1,2,36,1,4,3,2,1,0,0,5,3,1,1,421
295,P.P.PILKHIVARUNA,804,648,0,1452,334,440,0,774,774,0,5,45,213,9,354,4,5,121,1,2,2,1,1,1,2,6,0,1,1,774
296,"P.P.MEUDIKALA WEST PART",848,662,0,1510,368,451,0,819,819,0,5,91,169,9,330,6,3,174,0,1,6,1,0,3,0,6,0,5,10,819
297,"P.P.MEUDIKALA WEST PART",596,494,0,1090,277,308,0,585,585,0,9,319,28,16,159,7,3,18,2,0,6,1,2,0,6,7,1,1,0,585
298,P.P.DOLAVAN,336,297,0,633,208,214,0,422,422,0,24,73,66,6,183,4,0,48,1,0,4,0,2,1,3,4,1,0,2,422
299,"P.P.HALDHARPUR EAST PART",763,615,0,1378,498,303,0,801,801,0,13,250,146,38,262,3,2,59,2,1,4,2,2,0,1,4,4,6,2,801
300,"P.P.HALDHARPUR WEST PART",302,250,0,552,180,179,0,359,359,0,5,24,8,9,254,3,0,41,0,0,0,1,2,0,1,8,1,1,1,359
301,P.P.BASTI,430,338,0,768,221,225,0,446,446,0,4,304,13,1,86,0,5,8,0,0,1,0,0,2,3,5,1,10,3,446
302,"P.P.BAHARVAR WEST PART",515,401,0,916,223,258,0,481,481,0,8,177,68,6,126,1,6,48,3,1,2,1,1,3,6,2,3,11,8,481
303,P.P.EKBALPUR,208,167,0,375,117,110,0,227,227,0,2,201,0,0,4,0,1,14,0,0,2,0,0,0,0,1,0,2,0,227
304,"P.P.BAKUCHIDADIDEEH NORTH PART",644,536,0,1180,311,353,0,664,664,0,11,107,216,8,141,5,5,113,1,2,2,2,4,13,3,8,2,6,15,664
305,"P.P.BAKUCHIDADIDEEH SOUTH PART",376,261,0,637,165,212,0,377,377,0,44,178,18,3,56,2,2,58,1,3,2,0,2,2,0,5,0,0,1,377
306,P.P.MOLNAPUR,509,397,0,906,220,254,0,474,474,0,8,146,5,6,238,7,1,38,3,0,2,2,0,4,1,7,3,1,2,474
307,"P.P.MOLNAPUR -1",429,373,0,802,173,265,0,438,438,0,3,162,49,3,174,5,0,19,3,3,4,0,1,2,2,2,0,5,1,438
308,P.P.JAGDEESHPUR,695,575,0,1270,433,375,0,808,808,0,7,375,71,17,280,7,2,18,0,2,1,0,2,1,2,8,4,10,1,808
309,P.P.KAEEYA,370,293,1,664,169,182,0,351,351,0,11,130,18,3,113,0,1,69,0,0,0,2,0,1,0,1,0,0,2,351
310,P.P.RAJMALPUR,610,485,0,1095,322,394,0,716,716,0,9,184,121,7,296,2,2,57,1,1,2,3,1,8,3,11,1,3,4,716
311,"J.H.SCHOOL KHALISPUR NORTH PART",625,502,0,1127,250,342,0,592,592,0,8,30,41,23,386,7,2,80,0,0,4,1,0,2,2,5,1,0,0,592
312,"J.H.SCHOOL KHALISPUR SOUTH PART",319,255,0,574,145,113,0,258,258,0,2,68,115,3,44,2,0,23,0,0,0,0,1,0,0,0,0,0,0,258
