"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
146,"D.C.JAIN INTER COLLEGE UTTRI BHAG KAMRA NUMBER -12 NAGAR PALIKA PARISAD SARSAWA",585,482,0,1067,446,376,0,822,820,0,11,33,294,473,1,0,0,2,4,3,1,0,822
147,"D.C.JAIN INTER COLLEGE UTTRI BHAG KAMRA NUMBER -2 NAGAR PALIKA PARISAD SARSAWA",570,480,0,1050,450,354,0,804,804,0,11,69,470,230,6,1,1,0,2,8,0,6,804
148,"D.C.JAIN INTER COLLEGE UTTRI BHAG KAMRA NUMBER -9 NAGAR PALIKA PARISAD SARSAWA",682,605,0,1287,496,378,0,874,478,0,5,318,193,339,5,0,1,1,1,4,1,6,874
149,"DIGAMBER JAIN KANYA INTER COLLAGE. NEW BUILDING KAMRA-1 NAGAR PALIKA PARISAD SARSAWA",487,414,0,901,326,304,0,630,623,0,15,74,496,36,1,0,1,1,2,0,2,2,630
150,"DIGAMBER JAIN KANYA INTER COLLAGE. NEW BUILDING KAMRA-2 NAGAR PALIKA PARISAD SARSAWA",439,371,0,810,307,253,0,560,552,0,4,44,446,58,2,0,0,0,0,2,1,3,560
151,"PRATHMIK VIDHALAYE  KAMRA NUMBER-1 KALYANPUR",564,532,0,1096,473,487,0,960,834,0,2,256,154,523,5,1,1,4,3,6,4,1,960
152,"PRATHMIK VIDHALAYE  KAMRA NUMBER-2 KALYANPUR",245,218,0,463,211,189,0,400,153,0,5,183,96,109,0,0,0,0,0,2,3,2,400
153,"PRATHMIK VIDHALAYE  KAMRA NUMBER-1 KUNDA",504,473,0,977,444,411,0,855,855,0,3,153,645,44,3,1,0,0,1,3,0,2,855
154,"PRATHMIK VIDHALAYE  KUNDI",559,508,0,1067,485,400,0,885,773,0,1,337,16,506,9,1,2,1,5,2,2,3,885
155,"JAMNA KHAND UACH PRATHMIK VIDHYALAY  PURVI BHAG RAIPUR",753,623,0,1376,617,530,0,1147,1078,0,2,355,89,649,10,1,1,4,27,2,4,3,1147
156,"JAMNA KHAND UACH PRATHMIK VIDHYALAY  MADHY BHAG RAIPUR",480,410,0,890,350,293,0,643,602,0,2,8,11,595,6,0,0,0,13,1,3,4,643
157,"PRATHMIK VIDHALAYE  VAJIDPUR",508,461,0,969,339,447,0,786,786,0,4,15,760,5,0,0,0,0,1,1,0,0,786
158,"PRATHMIK VIDHALAYE  CHAWRI",314,314,0,628,288,280,0,568,568,0,0,41,412,106,1,0,0,1,2,3,1,1,568
159,"PRATHMIK VIDHALAYE  ISMAILPUR",404,391,0,795,342,289,0,631,625,0,4,122,460,32,4,0,1,0,0,5,0,3,631
160,"PRATHMIK VIDHALAYE  PACHMI BHAG ASADPUR",667,611,0,1278,559,521,0,1080,981,0,7,198,275,585,6,0,4,0,0,3,2,0,1080
161,"PRATHMIK VIDHALAYE  UTTRI BHAG BHIKHANPUR",552,508,0,1060,501,434,0,935,935,0,2,264,35,615,8,1,0,4,2,1,2,1,935
162,"PRATHMIK VIDHALAYE  HAIDERPUR",351,308,0,659,320,263,0,583,513,0,0,217,151,212,1,1,0,0,0,0,1,0,583
163,"PRATHMIK VIDHALAYE  KAMRA NUMBER-1 SHAHJAHAPUR",529,488,1,1018,415,377,0,792,792,0,7,301,166,290,12,2,2,0,0,4,3,5,792
164,"PRATHMIK VIDHALAYE  KAMRA NUMBER-2 SHAHJAHAPUR",396,370,0,766,327,294,0,621,550,0,1,102,116,381,7,0,2,0,2,3,1,6,621
165,"MADARSA ISLAMIA ARBIA KAMRULULUM KAMRA NUMBER-1 HUSSINPUR",476,447,0,923,436,339,0,775,775,0,1,214,542,5,0,0,0,1,2,2,2,6,775
166,"MADARSA ISLAMIA ARBIA KAMRULULUM KAMRA NUMBER-2 HUSSINPUR",115,107,0,222,108,92,0,200,4,0,0,102,89,5,2,0,0,0,1,0,0,1,200
167,"PURV MADHAYMIK VIDHALAYE JAROOLI",752,653,0,1405,662,547,0,1209,1209,0,11,462,36,681,5,0,1,0,0,4,6,3,1209
168,"PRATHMIK VIDHALAYE  GHAGOND",775,668,0,1443,599,487,0,1086,432,0,47,340,594,87,0,2,2,0,1,7,3,3,1086
169,"PURV MADHAYMIK VIDHALAYE UTTRI BHAG KUTUBPUR",740,592,0,1332,550,444,0,994,918,0,13,260,437,260,8,0,0,1,1,4,5,5,994
170,"PURV MADHAYMIK VIDHALAYE MADHY BHAG KAMRA NUMBER-1  KUTUBPUR",443,402,0,845,336,254,0,590,562,0,6,54,68,453,3,0,0,0,2,3,1,0,590
171,"PURV MADHAYMIK VIDHALAYE MADHY BHAG KAMRA NUMBER-2  KUTUBPUR",413,395,0,808,291,239,0,530,51,0,6,195,23,301,1,0,0,0,3,1,0,0,530
172,"PURV MADHAYMIK VIDHALAYE DAKSHINI BHAG KUTUBPUR",269,243,0,512,208,181,0,389,389,0,0,3,3,383,0,0,0,0,0,0,0,0,389
173,"PRATHMIK VIDHALAYE  KAMRA NUMBER-1 DHIKAKALA",802,734,0,1536,645,589,0,1234,250,0,14,531,416,254,4,0,0,0,0,4,5,6,1234
174,"PRATHMIK VIDHALAYE  KAMRA NUMBER-2 DHIKAKALA",345,314,0,659,278,266,0,544,544,0,1,196,74,267,0,0,2,0,0,1,1,2,544
175,"PRATHMIK VIDHALAYE  DHIKATAPRI",745,611,0,1356,585,459,0,1044,715,0,7,596,41,380,7,0,1,1,3,1,5,2,1044
176,"PURV MADHAYMIK VIDHALAYE UTTRI BHAG MANDHOUR",251,233,0,484,212,205,0,417,1,0,4,262,26,102,4,9,1,1,2,1,2,3,417
177,"PURV MADHAYMIK VIDHALAYE DAKSHINI  BHAG KAMRA NUMBER-1 MANDHOUR",588,550,1,1139,492,448,0,940,37,0,3,46,7,867,9,3,3,0,1,1,0,0,940
178,"PRATHMIK VIDHALAYE  KAMRA NUMBER-1 SAMASPUR KALA",745,611,0,1356,628,519,0,1147,1056,0,13,192,732,196,4,1,0,1,0,5,1,2,1147
179,"PRATHMIK VIDHALAYE  KAMRA NUMBER-2 SAMASPUR KALA",412,354,0,766,353,286,0,639,630,0,3,231,301,94,1,1,0,0,0,3,0,5,639
180,"PRATHMIK VIDHALAYE  KAJIBAS",526,523,0,1049,428,422,0,850,850,0,23,53,108,640,11,1,1,0,4,2,3,4,850
181,"PRATHMIK VIDHALAYE UTTRI BHAG TABER",771,662,0,1433,579,469,0,1048,1010,0,1,457,29,537,4,0,1,0,1,7,3,8,1048
182,"PRATHMIK VIDHALAYE DAKSHINI  BHAG TABER",785,655,0,1440,514,473,0,987,930,0,5,24,58,869,9,1,2,2,2,4,1,10,987
183,"PRATHMIK VIDHALAYE MADHAY  BHAG TABER",739,615,0,1354,545,450,0,995,764,0,10,165,18,773,9,1,3,1,5,2,4,4,995
184,"PRATHMIK VIDHALAYE MUGALMAJRA",220,205,0,425,187,179,0,366,2,0,27,104,13,209,4,1,0,1,3,1,2,1,366
185,"PRATHMIK VIDHALAYE UTTRI BHAG NASRULAGHAR",813,721,0,1534,705,509,0,1214,1214,0,14,263,308,586,12,4,1,0,9,3,3,11,1214
186,"PRATHMIK VIDHALAYE DAKSHINI BHAG NASRULAGHAR",568,515,0,1083,478,353,0,831,830,0,1,13,114,664,10,0,1,1,8,4,7,8,831
187,"PRATHMIK VIDHALAYE KASAMPUR",255,240,0,495,219,205,0,424,424,0,175,38,1,206,2,0,1,0,0,0,0,1,424
188,"PRATHMIK VIDHALAYE MALHAMAJRA",522,472,0,994,416,373,0,789,534,0,6,61,405,301,8,1,0,1,1,1,0,4,789
189,"PRATHMIK VIDHALAYE SAHBAMAJRA",502,466,0,968,464,392,0,856,700,0,106,6,735,2,1,2,0,1,1,0,2,0,856
190,"SAMUDAYIK KENDER MAJRI",267,200,0,467,214,157,0,371,167,0,4,330,0,34,0,1,1,0,0,0,1,0,371
191,"PRATHMIK VIDHALAYE SARURPUR TAGA",598,532,0,1130,500,437,0,937,23,0,2,17,83,809,11,3,3,0,3,2,0,4,937
192,"PRATHMIK VIDHALAYE HASHANPUR",339,299,0,638,322,281,0,603,1,0,1,62,6,529,4,0,0,0,1,0,0,0,603
193,"PURV MADHAYMIK VIDHALAYE UTTRI BHAG JUUDI",514,479,0,993,447,415,0,862,862,0,4,318,238,288,3,0,2,0,1,2,0,6,862
194,"PURV MADHAYMIK VIDHALAYE DAKSHINI BHAG JUUDI",393,346,0,739,359,271,0,630,630,0,12,14,55,543,2,0,1,0,0,0,0,3,630
195,"PRATHMIK VIDHALAYE RASULPUR",323,270,0,593,285,236,0,521,436,0,7,3,509,2,0,0,0,0,0,0,0,0,521
196,"PRATHMIK VIDHALAYE LATIFPUR",797,633,0,1430,671,519,0,1190,786,0,39,74,254,791,15,7,1,0,2,3,1,3,1190
197,"PRATHMIK VIDHALAYE GOKALPUR",288,269,0,557,220,199,0,419,419,0,1,138,177,97,4,0,0,0,0,1,1,0,419
198,"PRATHMIK VIDHALAYE BUTPURA",523,478,0,1001,395,409,0,804,604,0,3,131,351,304,5,1,0,0,0,6,2,1,804
199,"PRATHMIK VIDHALAYE NAWADA",503,451,0,954,390,383,0,773,773,0,0,235,351,181,1,0,1,0,0,2,1,1,773
200,"PRATHMIK VIDHALAYE SHEKPURA",536,460,0,996,444,370,0,814,621,0,30,167,66,527,2,1,0,1,9,0,4,7,814
201,"PRATHMIK VIDHALAYE JANDHERA URF KADERGHAR",350,338,0,688,320,288,0,608,30,0,1,12,20,574,0,0,0,0,1,0,0,0,608
202,"PRATHMIK VIDHALAYE UTTRI BHAG GADERHERI",648,548,0,1196,556,420,0,976,900,0,15,19,138,792,6,0,1,2,1,1,1,0,976
203,"PRATHMIK VIDHALAYE DAKSHINI  BHAG GADERHERI",690,565,0,1255,500,416,0,916,916,0,3,527,89,285,4,1,0,0,0,3,1,3,916
204,"PRATHMIK VIDHALAYE PURVI BHAG AGVANHERA",573,468,0,1041,430,366,0,796,796,0,9,265,52,452,6,2,0,0,2,2,5,1,796
205,"PRATHMIK VIDHALAYE PACHMI  BHAG AGVANHERA",385,331,0,716,288,244,0,532,12,0,11,80,337,93,3,0,0,2,1,2,1,2,532
206,"PRATHMIK VIDHALAYE  MAJRI KALA",412,351,0,763,339,279,0,618,568,0,1,134,34,426,8,2,5,0,4,1,2,1,618
207,"PRATHMIK VIDHALAYE AHMADPUR SADAT",452,417,0,869,391,361,0,752,740,0,0,267,3,467,6,1,0,0,2,1,4,1,752
208,"PRATHMIK VIDHALAYE BUDHEDA",533,455,0,988,449,359,0,808,808,0,7,97,129,572,1,0,0,0,0,1,0,1,808
209,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 DHOLAPARA",697,610,0,1307,562,494,0,1056,1056,0,2,227,767,42,4,1,0,1,1,2,2,7,1056
210,"PRATHMIK VIDHALAYE KAMRA NUMBER-2 DHOLAPARA",757,673,0,1430,601,457,0,1058,1008,0,3,308,695,42,3,2,0,0,0,1,2,2,1058
211,"PRATHMIK VIDHALAYE NASIRPURA",274,250,0,524,238,222,0,460,433,0,0,24,428,2,1,0,0,1,0,4,0,0,460
212,"JANTA INTER COLLAGE KAMRA NUMBER-3 JABIRAN",709,581,0,1290,512,391,0,903,903,0,96,31,226,531,7,0,3,0,2,4,1,2,903
213,"JANTA INTER COLLAGE KAMRA NUMBER-4 JABIRAN",633,521,0,1154,451,330,0,781,781,0,174,28,75,495,0,0,3,0,1,2,1,2,781
214,"JANTA INTER COLLAGE KAMRA NUMBER-5 JABIRAN",406,338,0,744,283,236,0,519,519,0,15,293,1,201,2,0,1,0,0,4,0,2,519
215,"PRATHMIK VIDHALAYE  CHANDPURA",171,141,0,312,156,131,0,287,286,0,2,89,193,1,0,0,0,0,0,0,1,1,287
216,"PRATHMIK VIDHALAYE  KAMRA NUMBER-1 JAGHITA NAZEEB",642,553,0,1195,558,442,0,1000,975,0,3,378,538,69,4,0,0,0,1,2,4,1,1000
217,"PRATHMIK VIDHALAYE  KAMRA NUMBER-2 JAGHITA NAZEEB",357,289,0,646,281,234,0,515,515,0,1,64,443,4,1,0,0,0,0,0,0,2,515
218,"PRATHMIK VIDHALAYE TOLI",366,336,0,702,344,308,0,652,652,0,11,146,28,459,2,0,0,0,2,0,1,3,652
219,"PRATHMIK VIDHALAYE SHAHPUR MAJBATA",386,327,0,713,314,276,0,590,589,0,8,223,23,329,2,0,0,0,1,1,2,1,590
220,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 BANDUKHARI",599,530,0,1129,492,447,0,939,937,0,4,42,279,594,6,0,0,0,6,4,0,4,939
221,"PRATHMIK VIDHALAYE KAMRA NUMBER-2 BANDUKHARI",398,348,0,746,341,293,0,634,634,0,16,413,10,185,2,0,1,0,0,2,5,0,634
222,"PRATHMIK VIDHALAYE JAGHITA GUJJER",387,347,0,734,332,310,0,642,606,0,5,260,67,296,2,0,0,1,2,3,3,3,642
223,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 DEDNOUR",629,478,0,1107,530,399,0,929,929,0,6,466,26,402,9,0,1,3,1,5,5,5,929
224,"PRATHMIK VIDHALAYE KAMRA NUMBER-2 DAIDNOUR",256,228,0,484,222,190,0,412,412,0,1,11,56,339,1,0,0,0,2,2,0,0,412
225,"PRATHMIK VIDHALAYE BEJNAKHERI",286,257,0,543,251,219,0,470,424,0,7,157,6,297,2,0,0,0,0,0,0,1,470
226,"PRATHMIK VIDHALAYE TATKHERI",218,166,0,384,166,135,0,301,286,0,1,189,2,106,1,0,0,0,0,1,1,0,301
227,"PRATHMIK VIDHALAYE JAJWA",766,710,0,1476,583,565,0,1148,1138,0,7,254,561,306,2,2,0,0,6,4,4,2,1148
228,"PURV MADHAYMIK VIDHALAYE  BAGH-1 MACHERHERI",603,550,0,1153,410,391,0,801,800,0,2,153,317,306,4,1,1,1,3,5,1,7,801
229,"PURV MADHAYMIK VIDHALAYE  BAGH-2 MACHERHERI",337,268,0,605,248,205,0,453,450,0,2,153,99,183,8,1,3,0,0,2,1,1,453
230,"PRATHMIK VIDHALAYE KAMRA NUMBER -1 MOHUDINPUR",423,349,0,772,400,306,0,706,666,0,1,38,34,600,2,17,0,1,9,3,0,1,706
231,"PRATHMIK VIDHALAYE KAMRA NUMBER -2 MOHUDINPUR",428,358,1,787,384,250,0,634,634,0,1,69,13,526,2,19,0,0,1,0,1,2,634
232,"PRATHMIK VIDHALAYE FANDPURI",490,434,0,924,395,332,0,727,416,0,3,144,54,515,3,0,1,0,2,3,1,1,727
233,"PRATHMIK VIDHALAYE KAHJURHERI",716,604,0,1320,565,484,0,1049,48,0,8,249,658,117,5,2,1,1,0,4,2,2,1049
234,"PRATHMIK VIDHALAYE UTTRI BHAG JALALPURA",566,459,0,1025,452,376,0,828,95,0,11,109,171,523,5,0,1,0,1,3,2,2,828
235,"PRATHMIK VIDHALAYE BAHRAMPUR",347,290,0,637,320,254,0,574,574,0,3,11,98,458,2,0,0,0,1,0,0,1,574
236,"PRATHMIK VIDHALAYE BAKERMAJRA",453,397,0,850,358,324,0,682,538,0,4,99,27,532,6,1,2,1,2,0,3,5,682
237,"PRATHMIK VIDHALAYE BULEWALA",455,380,0,835,412,344,0,756,755,0,3,90,5,641,5,0,0,0,4,1,5,2,756
238,"PRATHMIK VIDHALAYE NAGLA URF NASIRABAD",575,473,0,1048,495,411,0,906,21,0,17,107,4,761,1,1,0,1,6,2,3,3,906
239,"PRATHMIK VIDHALAYE TERPARI",764,663,0,1427,683,546,0,1229,1223,0,6,78,207,917,5,1,0,2,2,3,5,3,1229
240,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 SAPLA BEGAMPUR",489,410,0,899,393,318,0,711,711,0,5,22,15,656,2,2,0,0,1,2,2,4,711
241,"PRATHMIK VIDHALAYE KAMRA NUMBER-2 SAPLA BEGAMPUR",722,626,0,1348,554,493,0,1047,766,0,25,266,91,655,3,0,0,0,1,1,3,2,1047
242,"PRATHMIK VIDHALAYE UTTRI BHAG SALHAPUR",777,606,0,1383,623,443,0,1066,1065,0,14,257,60,707,9,1,1,3,9,1,2,2,1066
243,"PRATHMIK VIDHALAYE  DAKSHINI BHAG SALHAPUR",851,695,0,1546,729,565,0,1294,1287,0,10,22,48,1182,12,0,1,3,7,0,3,6,1294
244,"PRATHMIK VIDHALAYE  SHAHBUDEEN  URF GAJIWALA",397,343,0,740,304,262,0,566,402,0,8,168,17,358,2,1,0,1,8,1,0,2,566
245,"PRATHMIK VIDHALAYE  KHARIBAAS",705,550,0,1255,603,438,0,1041,1019,0,21,244,1,755,6,0,1,0,2,2,2,7,1041
246,"PRATHMIK VIDHALAYE BHAG -1 SADHOULI",620,529,0,1149,566,444,0,1010,910,0,0,86,7,892,12,0,2,0,2,1,1,7,1010
247,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 PILAKHNA",518,446,0,964,390,350,0,740,720,0,19,282,7,408,8,1,2,0,2,4,4,3,740
248,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 PILAKHNI",386,310,0,696,353,275,0,628,628,0,0,180,8,433,4,0,0,0,0,1,1,1,628
249,"PRATHMIK VIDHALAYE UTTRI BHAG DAKDEVI",761,605,0,1366,614,507,0,1121,1121,0,8,284,139,634,16,2,0,7,6,6,4,15,1121
250,"PRATHMIK VIDHALAYE DAKSHINI  BHAG DAKDEVI",472,391,0,863,398,313,0,711,711,0,5,11,122,560,5,0,0,0,1,2,2,3,711
251,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 BURIBAAS",596,499,0,1095,440,377,0,817,817,0,1,330,172,302,2,0,2,0,3,3,2,0,817
252,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 BAHADERPUR",528,446,0,974,513,360,0,873,873,0,1,300,19,540,6,1,1,0,1,2,1,1,873
253,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 RANDEVI",428,353,0,781,403,305,0,708,708,0,2,4,12,678,6,0,1,0,2,1,0,2,708
254,"PRATHMIK VIDHALAYE KAMRA NUMBER-2 RANDEVI",430,378,0,808,375,315,0,690,689,0,1,273,110,292,2,0,1,0,2,4,4,1,690
255,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 PADAMNAGLI",526,454,0,980,447,373,0,820,820,0,10,108,26,668,2,0,1,1,3,1,0,0,820
256,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 KAKRALA",620,540,0,1160,519,451,0,970,970,0,6,365,94,473,10,1,4,0,4,2,3,8,970
257,"K.L.G.M. INTER COLLEGE  APER CLASS KAMRA NUMBER-1 NAKUR NAGAR PALIKA PARISAD",669,561,0,1230,469,405,0,874,873,0,33,130,611,91,0,0,0,0,3,1,1,4,874
258,"K.L.G.M. INTER COLLEGE APER CLASS KAMRA NUMBER-2 NAKUR NAGAR PALIKA PARISAD",434,432,0,866,274,236,0,510,510,0,17,64,140,286,1,0,0,0,1,1,0,0,510
259,"K.L.G.M. INTER COLLEGE  APER CLASS KAMRA NUMBER-7 NAKUR NAGAR PALIKA PARISAD",769,644,0,1413,537,426,0,963,963,0,15,50,110,772,5,1,0,0,4,3,0,3,963
260,"K.L.G.M. INTER COLLEGE  APER CLASS KAMRA NUMBER-3 NAKUR NAGAR PALIKA PARISAD",489,481,0,970,333,308,0,641,589,0,14,97,498,18,0,1,1,2,1,8,0,1,641
261,"K.L.G.M. INTER COLLEGE  APER CLASS KAMRA NUMBER-4 NAKUR  NAGAR PALIKA PARISAD",547,469,0,1016,350,291,0,641,424,0,39,124,406,65,1,1,0,0,1,2,0,2,641
262,"K.L.G.M. INTER COLLEGE  APER CLASS KAMRA NUMBER-6 NAKUR NAGAR PALIKA PARISAD",606,528,0,1134,411,281,0,692,687,0,26,151,492,19,0,2,0,0,0,0,0,2,692
263,"K.L.G.M. INTER COLLEGE  LOVER CLASS KAMRA, DAKSHINI LINE, KAMRA NUMBER-4 NAKUR NAGAR PALIKA PARISAD",304,273,0,577,232,194,0,426,415,0,2,36,187,198,1,0,0,0,1,1,0,0,426
264,"K.L.G.M. INTER COLLEGE  LOVER CLASS KAMRA, DAKSHINI LINE, KAMRA NUMBER-32 NAKUR NAGAR PALIKA PARISAD",446,401,0,847,331,317,0,648,648,0,4,71,227,343,1,1,0,0,0,1,0,0,648
265,"K.L.G.M. INTER COLLEGE  LOVER CLASS KAMRA, DAKSHINI LINE, KAMRA NUMBER-5 NAKUR NAGAR PALIKA PARISAD",627,554,0,1181,421,334,0,755,754,0,19,235,82,406,3,1,1,1,1,1,3,2,755
266,"K.L.G.M. INTER COLLEGE  LOVER CLASS KAMRA, DAKSHINI LINE, KAMRA NUMBER-10 NAKUR NAGAR PALIKA PARISAD",655,572,0,1227,473,415,0,888,880,0,16,23,21,809,5,1,2,1,1,2,1,6,888
267,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 NAKUR NAGAR PALIKA PARISAD",527,497,0,1024,374,316,0,690,690,9,9,84,148,439,3,0,1,0,3,2,1,0,690
268,"PRATHMIK VIDHALAYE KAMRA NUMBER-2 NAKUR NAGAR PALIKA PARISAD",382,370,0,752,243,222,0,465,465,0,13,65,180,204,0,0,1,0,1,0,0,1,465
269,"PURV MADHAYMIK VIDHALAYE  UTTRI BAGH NAKUR NAGAR PALIKA PARISAD",738,633,0,1371,605,523,0,1128,11,0,6,251,82,772,6,0,1,2,2,2,1,3,1128
270,"PURV MADHAYMIK VIDHALAYE  PACHMI BAGH NAKUR NAGAR PALIKA PARISAD",376,320,0,696,295,252,0,547,3,0,4,1,6,529,3,0,0,0,2,0,1,1,547
271,"PURV MADHAYMIK VIDHALAYE  DAKSHINI BAGH KAMRA NUMBER -1 NAKUR NAGAR PALIKA PARISAD",644,579,0,1223,474,399,0,873,864,0,9,465,166,223,2,0,0,0,2,3,1,2,873
272,"KISAN SADHAN SAHKARI SAMITI ADHYANA CHANDERPAL KHERI",269,230,0,499,228,184,0,412,412,0,9,9,43,341,3,0,0,1,4,1,0,1,412
273,"PRATHMIK VIDHALAYE UTTRI BHAG ADHYANA",665,517,0,1182,469,377,0,846,821,0,4,125,64,632,4,1,0,0,8,2,1,5,846
274,"PRATHMIK VIDHALAYE DAKSHINI BHAG ADHYANA",637,521,0,1158,484,401,0,885,865,0,21,214,17,598,10,1,0,0,1,6,3,14,885
275,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 SHUKARTAL",613,507,0,1120,441,394,0,835,634,0,130,13,79,603,4,1,0,0,2,0,1,2,835
276,"PRATHMIK VIDHALAYE KAMRA NUMBER-2 SHUKARTAL",213,184,0,397,162,149,0,311,311,0,2,257,1,47,0,1,0,0,0,0,3,0,311
277,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 SHULTANPUR",326,306,0,632,291,262,0,553,348,0,4,240,7,293,3,1,1,1,1,0,2,0,553
278,"PRATHMIK VIDHALAYE UTTRI BHAG FAITEYPUR JATT",537,472,0,1009,468,370,0,838,838,0,92,106,135,491,8,2,1,0,1,0,1,1,838
279,"PRATHMIK VIDHALAYE DAKSHINI BHAG FAITEYPUR JATT",206,165,0,371,157,139,0,296,296,0,17,121,72,76,3,1,0,0,0,4,2,0,296
280,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 NATHORI",452,393,0,845,372,314,0,686,686,0,97,83,25,470,6,0,0,1,1,0,0,3,686
281,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 FAIRUMAJRA",635,551,0,1186,558,427,0,985,985,0,97,121,10,735,4,2,2,5,3,3,2,1,985
282,"PURV MADHAYMIK VIDHALAYE  KAMRA NUMBER-1 BAHDI",564,482,0,1046,500,312,0,812,145,0,223,96,47,439,2,0,0,1,0,1,2,1,812
283,"PURV MADHAYMIK VIDHALAYE  KAMRA NUMBER-2  BAHDI",209,172,0,381,149,139,0,288,287,0,10,191,8,69,3,0,0,0,0,1,3,3,288
284,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 NAIMAJRA",286,257,0,543,199,184,0,383,170,0,77,2,1,293,5,0,1,1,1,0,0,2,383
285,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 RANIPUR BERSI",616,532,0,1148,470,412,0,882,882,0,76,30,180,576,8,0,1,3,0,1,2,5,882
286,"PURV MADHAYMIK VIDHALAYE  KAMRA NUMBER-1 SHASPUR JAT",461,349,0,810,371,291,0,662,138,0,34,32,88,486,5,2,0,2,4,3,1,5,662
287,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 DALAMAJRA",313,277,0,590,283,243,0,526,526,0,80,63,1,375,6,0,0,1,0,0,0,0,526
288,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 DUNDAMAJRA",314,244,0,558,276,214,0,490,490,0,3,42,34,409,2,0,0,0,0,0,0,0,490
289,"PRATHMIK VIDHALAYE  KAMRA NUMBER- 1 TIGRIRAMGHAR",387,321,0,708,350,284,0,634,101,0,10,91,17,503,5,1,0,1,3,2,0,1,634
290,"PRATHMIK VIDHALAYE  KAMRA NUMBER- 2 TIGRIRAMGHAR",425,361,0,786,387,317,0,704,704,0,3,76,441,179,0,0,0,0,0,2,1,2,704
291,"UTCHAR MADHAMIK VIDHALAY KAMRA NUMBER-1 SIRSKA",630,530,0,1160,530,433,0,963,963,0,14,459,36,434,7,1,0,2,3,2,3,2,963
292,"UCHTAR MADHAMIK VIDHALAY KAMRA NUMBER-2 SIRSKA",437,380,0,817,382,309,0,691,691,0,5,12,55,610,2,0,1,0,2,0,2,2,691
293,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 DHOLAMAJRA",515,440,0,955,439,332,0,771,581,0,1,77,66,610,7,1,1,0,1,2,2,3,771
294,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 KULHERI",574,488,0,1062,431,383,0,814,780,0,7,247,249,296,7,1,0,1,0,3,2,1,814
295,"PRATHMIK VIDHALAYE KAMRA NUMBER-2  KULHERI",327,267,0,594,219,204,0,423,423,0,0,27,128,262,3,0,1,1,0,0,0,1,423
296,"PRATHMIK VIDHALAYE CHAPUR",721,624,0,1345,607,508,0,1115,1115,0,16,63,50,968,5,1,2,0,4,1,1,4,1115
297,"PRATHMIK VIDHALAYE BHAG -1 KURALI",473,366,0,839,418,308,0,726,726,0,1,135,62,516,3,0,0,0,2,1,3,3,726
298,"PRATHMIK VIDHALAYE BHAG -2  KURALI",514,408,1,923,451,353,0,804,804,0,2,108,23,657,2,3,3,1,0,1,2,2,804
299,"PRATHMIK VIDHALAYE NAYA GAWN URF NAYABASS  GAWN",842,671,0,1513,676,534,0,1210,1112,0,25,15,259,890,6,1,3,1,5,3,1,1,1210
300,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 BHERMOU",798,634,0,1432,725,529,0,1254,880,0,8,110,119,991,11,0,0,0,3,4,3,5,1254
301,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 JAINPUR",583,468,0,1051,454,382,0,836,836,0,33,208,17,562,5,1,0,2,4,1,3,0,836
302,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 NALHERA",679,565,0,1244,563,454,0,1017,837,0,10,253,17,691,11,3,1,1,23,1,3,3,1017
303,"PRATHMIK VIDHALAYE KAMRA NUMBER-1 MALAKPUR",655,567,0,1222,551,486,0,1037,1037,0,15,251,14,729,12,4,1,0,6,3,0,2,1037
