"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA KUMAR","2 - SALEEM IQBAL SHERVANI","3 - KUNWAR SARVRAJ SINGH","4 - SUNITA SHAKYA","5 - IRSHAD ANSARI ADVOCATE","6 - OM VEER","7 - MOHD. ZARRAR KHAN","8 - JITENDRA SINGH YADAV","9 - NARESH SINGH SOLANKI","10 - PRAMOD KUMAR YADAV","11 - YOGENDRA KUMAR VERMA","12 - CAPTAIN P.C. SHARMA","13 - ARSHADURRAZA KHAN","14 - None of the Above","Total Votes Secured"
162,"PR. SCHOOL JHANDPUR R.NO. 1",374,322,0,696,262,208,0,470,470,0,193,6,259,4,1,1,0,0,0,0,2,0,0,4,470
163,"PR. SCHOOL SURAJPUR R.NO. 1",318,295,0,613,230,195,0,425,425,0,58,3,42,310,1,1,1,1,1,0,2,0,3,2,425
164,"PR. SCHOOL ROOPAPUR R.NO. 1",396,299,0,695,224,167,0,391,391,0,148,1,49,182,2,0,0,0,0,3,5,1,0,0,391
165,"PR. SCHOOL UDMAI R.NO. 1",331,314,0,645,163,173,0,336,336,0,121,70,52,84,2,0,1,0,0,1,2,0,1,2,336
166,"PR. SCHOOL KULCHAURA R.NO. 1",722,464,0,1186,533,287,0,820,820,0,32,19,720,17,2,1,0,0,2,0,4,9,1,13,820
167,"PR. SCHOOL RASOOLPUR BILHARI R.NO. 1",633,522,0,1155,480,320,0,800,800,0,475,7,186,115,1,1,0,0,1,1,3,3,1,6,800
168,"PR. SCHOOL RASOOLPUR BILHARI R.NO. 2",494,384,0,878,289,229,0,518,518,0,195,6,15,294,4,0,0,0,0,0,1,0,1,2,518
169,"PR. SCHOOL NARAU BUJURG R.NO. 1",670,536,0,1206,441,382,0,823,823,0,246,2,31,527,1,2,1,1,1,0,2,2,2,5,823
170,"PR. SCHOOL DAURI NIROTTAMPUR R.NO. 1",845,682,0,1527,577,366,0,943,943,0,278,5,132,508,2,1,1,0,1,0,6,1,1,7,943
171,"PR. SCHOOL SIMARIYA R.NO. 1",545,465,0,1010,366,270,0,636,636,0,147,2,32,437,2,1,0,2,0,0,5,1,1,6,636
172,"PR. SCHOOL UPRAILA R.NO. 1",548,444,0,992,336,244,0,580,580,0,212,49,96,188,6,0,0,0,2,3,8,1,2,13,580
173,"PR. SCHOOL UPRAILA R.NO. 2",490,396,0,886,257,204,0,461,461,0,293,14,106,42,0,1,0,0,1,0,0,0,1,3,461
174,"PR. SCHOOL MAI BOOCHAN R.NO. 1",523,437,0,960,283,277,0,560,560,0,39,145,135,215,5,1,0,2,2,1,5,5,0,5,560
175,"PR. SCHOOL UGHAINI R.NO. 1",887,611,0,1498,409,319,0,728,728,0,226,276,126,73,0,0,1,0,1,1,4,2,10,8,728
176,"PR. SCHOOL KATINNA VARCHAU R.NO. 1",864,686,0,1550,513,374,0,887,887,0,511,8,55,288,3,1,0,0,0,1,4,3,1,12,887
177,"PR. SCHOOL VARCHAU R.NO. 1",824,650,0,1474,607,308,0,915,915,0,528,8,296,70,0,1,1,0,0,0,3,0,2,6,915
178,"PR. SCHOOL MUGARRA JARASI R.NO. 1",547,411,0,958,377,284,0,661,661,0,239,5,145,250,4,2,1,0,1,1,2,1,3,7,661
179,"PR. SCHOOL KALPIYA R.NO. 1",279,236,0,515,121,136,0,257,257,0,5,69,149,29,0,0,0,0,2,0,1,0,1,1,257
180,"PR. SCHOOL GAURAMAI R.NO. 1 EAST PART",461,392,0,853,216,183,0,399,399,0,55,224,103,9,0,1,1,0,0,0,0,0,2,4,399
181,"PR. SCHOOL GAURAMAI R.NO. 2 EAST PART",498,396,0,894,173,143,0,316,316,0,23,220,51,9,3,0,0,1,0,0,1,1,3,4,316
182,"PR. SCHOOL GAURAMAI R.NO. 3 WEST PART",532,408,0,940,249,190,0,439,439,0,64,271,63,29,2,0,2,0,1,0,0,2,2,3,439
183,"PR. SCHOOL GAURAMAI EXTRA ROOM",464,391,0,855,154,167,0,321,321,0,21,230,37,16,0,0,1,0,0,0,5,2,1,8,321
184,"PR. SCHOOL PASEI R.NO. 1",823,657,0,1480,520,324,0,844,844,0,212,34,528,55,1,1,1,1,1,0,3,2,1,4,844
185,"PR. SCHOOL ANTUIYA R.NO. 1",415,353,0,768,231,201,0,432,432,0,182,5,33,189,4,0,0,0,0,0,4,4,5,6,432
186,"PR. SCHOOL SADATHER R.NO. 1",709,547,0,1256,494,349,0,843,843,0,650,9,112,41,0,1,1,0,0,2,2,1,3,21,843
187,"PR. SCHOOL BARACHIRRA R.NO. 1",256,195,0,451,185,138,0,323,323,0,144,18,146,4,0,1,0,0,0,0,2,1,2,5,323
188,"PR. SCHOOL BARACHIRRA R.NO. 2",633,559,0,1192,450,346,0,796,796,0,234,7,101,415,3,1,1,0,2,1,10,6,0,15,796
189,"PR. SCHOOL PEMI NAGLA MAJRA BARACHIRRA R.NO. 1",361,301,0,662,254,184,0,438,438,0,113,3,14,305,1,0,0,0,1,0,0,0,0,1,438
190,"PR. SCHOOL SAKRI JANGAL R.NO. 1 EAST PART",560,445,0,1005,304,176,0,480,480,0,86,205,97,77,2,2,2,0,0,1,4,1,2,1,480
191,"PR. SCHOOL SAKRI JANGAL R.NO. 2 EAST PART",509,370,0,879,194,160,0,354,354,0,34,203,71,40,0,0,1,0,0,0,2,1,2,0,354
192,"PR. SCHOOL SAKRI JANGAL R.NO. 3 WEST PART",454,363,0,817,154,117,0,271,271,0,26,130,68,40,0,0,1,0,1,1,0,1,2,1,271
193,"PR. SCHOOL SAKRI JANGAL R.NO. 4 WEST PART",428,350,0,778,158,123,0,281,281,0,62,112,76,27,0,0,0,1,0,0,0,0,0,3,281
194,"PR. SCHOOL AHIRWARA R.NO. 1",441,361,0,802,341,178,0,519,519,0,35,12,461,4,0,0,1,0,0,1,0,2,1,2,519
195,"PR. SCHOOL AHIRWARA R.NO. 2",491,295,0,786,397,128,0,525,525,0,19,2,501,0,0,0,0,0,0,0,0,0,0,3,525
196,"PR. SCHOOL NAGLA TAYYADPUR R.NO. 1",438,324,0,762,308,193,0,501,501,0,45,9,438,5,0,1,0,0,0,0,0,1,0,2,501
197,"JR. HIGH SCHOOL BURRA FAREEDPUR R.NO. 1",728,538,1,1267,502,291,0,793,793,0,96,181,473,24,2,0,0,0,0,0,5,1,2,9,793
198,"PR. SCHOOL PATAURA R.NO. 1",346,260,0,606,236,115,0,351,351,0,31,10,302,5,0,0,0,0,1,0,1,0,1,0,351
199,"PR. SCHOOL NIZAMPUR MAJRA SHEKHUPUR R.NO. 1",177,152,0,329,156,116,0,272,272,0,83,6,171,4,0,0,0,0,1,0,0,1,1,5,272
200,"PR. SCHOOL ALLAPUR CHAMARI R.NO.1",759,557,0,1316,427,258,0,685,685,0,97,15,325,221,2,3,1,2,0,0,4,1,0,14,685
201,"PR. SCHOOL MAUSAMPUR R.NO. 1",844,593,0,1437,657,325,0,982,982,0,11,51,874,40,0,2,0,0,1,1,0,1,0,1,982
202,"PR. SCHOOL KHIRIYA BAKARPUR R.NO. 1",730,552,0,1282,398,228,0,626,626,0,84,20,235,269,2,0,0,0,8,1,4,1,0,2,626
203,"PR. SCHOOL KHIRIYA BAKARPUR R.NO.2",314,238,0,552,169,90,0,259,259,0,43,21,50,139,1,0,0,1,2,0,1,0,1,0,259
204,"PR. SCHOOL MALLAMAI R.NO. 1",411,348,0,759,241,209,0,450,450,0,163,4,56,212,2,0,1,2,0,1,7,0,0,2,450
205,"PR. SCHOOL AKHTAMAI R.NO. 1",427,344,0,771,333,229,0,562,562,0,89,4,95,368,1,0,1,0,0,1,0,0,1,2,562
206,"PR. SCHOOL CHEELPURA R.NO. 1",214,195,0,409,141,128,0,269,269,0,143,8,18,97,0,0,0,0,0,0,3,0,0,0,269
207,"PR. SCHOOL ASRASI R.NO. 1",882,635,0,1517,560,383,0,943,943,0,450,53,162,245,1,1,3,0,2,1,5,1,4,15,943
208,"PR. SCHOOL ISMAILPUR R.NO. 1",664,582,0,1246,370,389,0,759,759,0,179,202,218,141,3,0,0,0,1,1,3,1,2,8,759
209,"JR. HIGH SCHOOL SAKRI KASIMPUR R.NO. 1",845,589,0,1434,449,314,0,763,763,0,475,8,21,243,3,3,0,0,0,1,2,1,0,6,763
210,"JR. HIGH SCHOOL SAKRI KASIMPUR R.NO. 2",598,450,0,1048,305,223,0,528,528,0,247,19,41,199,2,0,2,0,0,2,7,0,0,9,528
211,"PR. SCHOOL BHADASIYA BHAMUYYA R.NO. 1",806,613,0,1419,286,225,0,511,511,0,176,194,85,42,1,0,0,0,2,0,2,1,5,3,511
212,"PR. SCHOOL BHADASIYA BHAMUYYA R.NO. 2",580,385,0,965,191,192,0,383,383,0,10,283,73,7,1,0,0,0,1,0,0,1,3,4,383
213,"PR. SCHOOL BHAMUYYA MAJRA BHADASIYA BHAMUIYA R.NO. 1",687,554,0,1241,322,356,0,678,678,0,41,479,68,55,3,2,2,0,2,1,4,2,7,12,678
214,"PR. SCHOOL BHADRAULIYA R.NO. 1",316,277,0,593,247,210,0,457,457,0,74,2,54,322,4,0,0,0,0,0,1,0,0,0,457
215,"JR. HIGH SCHOOL RAMZANPUR EAST PART R.NO. 1",539,418,0,957,229,243,0,472,472,0,6,269,179,13,1,0,1,0,1,0,1,0,0,1,472
216,"JR. HIGH SCHOOL RAMZANPUR EAST PART R.NO. 2",531,411,0,942,220,150,0,370,370,0,6,228,114,15,0,0,0,1,1,0,0,0,1,4,370
217,"JR. HIGH SCHOOL RAMZANPUR WEST PART R.NO. 3",840,695,0,1535,395,294,0,689,689,0,72,445,114,42,1,1,1,0,5,1,2,3,1,1,689
218,"JR. HIGH SCHOOL RAMZANPUR WEST PART R.NO. 4",844,712,0,1556,453,360,0,813,813,0,186,223,218,167,0,0,1,0,1,2,4,3,1,7,813
219,"PR. SCHOOL RAMZANPUR R.NO. 1",697,567,0,1264,405,327,0,732,732,0,359,144,197,20,0,0,2,1,0,0,2,3,1,3,732
220,"PR. SCHOOL MIDHAULI MIRZAPUR R.NO. 1",483,420,0,903,210,196,0,406,406,0,4,141,226,29,1,0,0,0,0,0,0,0,2,3,406
221,"PR. SCHOOL MIDHAULI MIRZAPUR R.NO. 2",261,224,0,485,163,121,0,284,284,0,86,18,127,44,1,0,0,0,1,1,2,2,0,2,284
222,"PR. SCHOOL SISAURA R.NO. 1",235,158,0,393,226,122,0,348,348,0,57,7,267,9,0,0,0,0,0,0,2,1,0,5,348
223,"PR. SCHOOL LOHATHER R.NO. 1",691,560,0,1251,368,340,0,708,708,0,43,278,314,66,1,0,0,0,0,0,3,1,1,1,708
224,"JR. HIGH SCHOOL KUNDELI BADULLAGANJ R.NO. 1",536,422,0,958,348,302,0,650,650,0,517,33,53,33,1,0,1,0,1,0,2,1,0,8,650
225,"JR. HIGH SCHOOL KUNDELI BADULLAGANJ R.NO. 2",636,531,0,1167,295,282,0,577,577,0,151,74,24,303,3,2,1,2,1,1,7,1,1,6,577
226,"PR. SCHOOL BEHTA DAMBAR NAGAR R.NO. 1",758,698,0,1456,426,372,0,798,798,0,11,336,366,71,2,1,1,0,1,1,2,1,3,2,798
227,"PR. SCHOOL BEHTA DAMBAR NAGAR R.NO. 2",692,552,0,1244,363,283,0,646,646,0,8,422,162,41,1,0,1,0,0,0,3,1,2,5,646
228,"PR. SCHOOL MUHAMMAGANJ R.NO. 1",584,490,0,1074,287,249,0,536,536,0,213,187,85,23,0,1,2,0,0,0,4,4,6,11,536
229,"PR. SCHOOL MUHAMMAGANJ R.NO. 2",608,533,0,1141,347,292,0,639,639,0,91,193,82,252,3,0,0,1,0,2,5,3,2,5,639
230,"PR. SCHOOL DHANUPURA R.NO. 1",657,545,0,1202,285,265,0,550,550,0,363,11,153,16,1,0,0,0,2,0,0,1,0,3,550
231,"PR. SCHOOL BHOJPUR NARAYANPUR R.NO. 1",609,461,0,1070,381,232,0,613,613,0,242,9,236,115,0,1,0,0,0,1,1,3,2,3,613
232,"PR. SCHOOL NOORPUR R.NO. 1",693,500,0,1193,360,247,0,607,607,0,54,276,201,58,1,1,1,0,0,1,2,1,2,9,607
233,"PR. SCHOOL NOORPUR R.NO. 2",539,432,0,971,317,183,0,500,500,0,41,37,30,367,5,1,2,1,1,2,2,1,3,7,500
234,"PR. SCHOOL KACHAURA R.NO. 1",285,186,0,471,180,83,0,263,263,0,99,21,115,18,0,0,0,0,0,1,2,2,0,5,263
235,"PR. SCHOOL KACHAURA R.NO. 2",611,474,0,1085,463,248,0,711,711,0,416,14,203,66,1,0,0,3,1,0,0,3,1,3,711
236,"PR. SCHOOL KAITHULIYA R.NO. 1",379,278,0,657,267,175,0,442,442,0,225,14,188,3,0,1,0,0,2,0,6,2,1,0,442
237,"PR. SCHOOL CHAUDERA R.NO. 1",608,508,0,1116,366,281,0,647,647,0,448,15,81,79,0,0,1,0,1,2,3,0,4,13,647
238,"PR. SCHOOL NIZAMPUR MAJRA MIDHAULI R.NO. 1",206,186,0,392,124,125,0,249,249,0,7,1,3,235,0,0,0,1,0,0,2,0,0,0,249
239,"PR. SCHOOL NAGLA M. SISAYYA R.NO. 1",332,287,0,619,270,239,0,509,509,0,277,5,83,137,3,0,1,0,1,0,0,1,0,1,509
240,"PR. SCHOOL BICHAULA R.NO. 1",276,242,0,518,167,155,0,322,322,0,128,5,54,127,1,1,1,0,0,0,0,0,1,4,322
241,"PR. SCHOOL NIZAMABAD R.NO. 1",492,429,0,921,344,273,0,617,617,0,291,31,79,192,1,1,2,1,7,0,5,1,1,5,617
242,"PR. SCHOOL LALUA NAGLA MAJRA JALALPUR R.NO. 1",670,547,0,1217,526,328,0,854,854,0,250,6,65,500,2,1,5,3,0,3,5,4,3,7,854
243,"PR. SCHOOL JALAPUR R.NO. 1",752,584,0,1336,501,348,0,849,849,0,301,30,363,127,3,3,2,0,2,1,2,0,2,13,849
244,"PR. SCHOOL JALAPUR R.NO. 2",677,567,0,1244,416,313,0,729,729,0,118,15,200,369,2,2,3,2,1,1,6,0,5,5,729
245,"PR. SCHOOL REVA R.NO. 1",465,343,0,808,316,148,0,464,464,0,214,47,166,22,0,2,0,0,1,1,3,2,0,6,464
246,"PR. SCHOOL NIDHANPURA R.NO. 1",374,281,0,655,288,174,0,462,462,0,247,7,52,146,1,0,1,0,0,0,2,2,2,2,462
247,"PR. SCHOOL SURKHA R.NO. 1",736,518,0,1254,426,274,0,700,700,0,210,2,100,345,8,3,0,0,1,0,4,5,7,15,700
248,"PR. SCHOOL LAKHUPURA R.NO. 1",315,232,0,547,244,149,0,393,393,0,262,10,70,23,2,15,1,0,3,0,1,0,1,5,393
249,"PR. SCHOOL KUDA SHAHPUR R.NO. 1",729,549,0,1278,506,290,0,796,796,0,620,78,36,58,0,1,0,0,0,0,0,1,0,2,796
250,"PR. SCHOOL KUDA SHAHPUR R.NO. 2",665,439,0,1104,404,195,0,599,599,0,160,16,96,318,2,2,1,0,0,1,0,0,1,2,599
251,"PR. SCHOOL NAGLA MAJRA GADIYA GANGWARAR R.NO. 1",665,443,0,1108,496,276,0,772,772,0,683,11,29,23,2,0,2,0,3,0,3,2,2,12,772
252,"PR. SCHOOL DURJAN NAGLA MAJRA BARAURA R.NO. 1",291,201,0,492,227,148,0,375,375,0,250,4,47,69,0,0,0,0,0,0,0,0,0,5,375
253,"PR. SCHOOL LAXMAN R.NO. 1",758,573,0,1331,469,376,0,845,845,0,13,176,391,235,3,0,0,1,0,0,6,5,4,11,845
254,"PR. SCHOOL JORI NAGLA M. SUNDRAYAN R.NO. 1",842,606,0,1448,563,459,0,1022,1022,0,57,22,272,628,8,2,4,0,1,1,7,2,8,10,1022
255,"PR. SCHOOL KADARWADI MAJRA SUNDARAYAN R.NO. 1",563,463,0,1026,332,274,0,606,606,0,12,225,296,44,2,0,0,0,1,0,0,12,4,10,606
256,"PR. SCHOOL KADARWADI MAJRA SUNDRAYAN R.NO. 2",483,421,0,904,308,236,0,544,544,0,134,90,92,198,2,0,3,1,1,0,3,3,2,15,544
257,"PR. SCHOOL KASHI NAGLA MAJRA SUNDARAYAN R.NO. 1",470,358,0,828,260,167,0,427,427,0,34,8,128,243,0,0,0,0,0,0,3,4,0,7,427
258,"PR. SCHOOL GANGI NAGLA MAJRA SUNDRAYAN R.NO. 1",672,494,0,1166,487,328,0,815,815,0,81,8,229,460,0,1,0,1,0,4,2,5,5,19,815
259,"PR. SCHOOL KAKORA EAST PART R.NO. 1",823,615,0,1438,438,374,0,812,812,0,337,76,50,314,2,4,3,3,3,2,2,1,1,14,812
260,"PR. SCHOOL KAKORA EAST PART R.NO. 2",533,384,0,917,334,244,0,578,578,0,385,81,48,49,0,1,1,0,0,0,3,2,0,8,578
261,"PR. SCHOOL KAKORA WEST PART R.NO.3",468,363,0,831,272,191,0,463,463,0,233,32,73,104,2,0,0,1,1,3,5,1,2,6,463
262,"JR. HIGH SCHOOL KAKORA ROOM NO. 1",668,519,0,1187,445,330,0,775,775,0,561,34,72,91,1,0,0,1,0,1,0,1,3,10,775
263,"PR. SCHOOL GARAULIYA MAJRA KAKORA ROOM NO. 1",418,362,0,780,251,200,0,451,451,0,134,134,6,161,1,2,0,1,2,0,3,3,1,3,451
264,"PR. SCHOOL SIVAYA HAMIDPUR ROOM NO. 1",665,464,0,1129,464,279,0,743,743,0,452,10,133,113,0,1,2,0,2,0,5,2,2,21,743
265,"JR. HIGH SCHOOL KADARCHOWK EAST PART ROOM NO. 1",554,394,0,948,365,201,0,566,566,0,149,30,280,86,2,0,0,0,0,0,5,2,1,11,566
266,"JR. HIGH SCHOOL KADARCHOWK EAST PART ROOM NO. 2",497,361,0,858,227,143,0,370,370,0,200,16,99,44,0,0,0,0,2,1,1,1,1,5,370
267,"JR. HIGH SCHOOL KADARCHOWK WEST PART PART ROOM NO. 3",559,401,0,960,309,193,0,502,502,0,302,10,85,97,2,1,1,0,1,0,1,0,1,1,502
268,"JR. HIGH SCHOOL KADARCHOWK WEST PART ROOM NO. 4",534,418,0,952,285,178,0,463,463,0,168,12,72,206,1,0,1,0,0,0,1,0,0,2,463
269,"GIRLS PR. SCHOOL KADARCHOWK ROOM NO.1",309,270,0,579,154,129,0,283,283,0,22,2,12,233,2,1,0,0,0,4,0,2,3,2,283
270,"PR. SCHOOL GANGPUR PUKHTA ROOM NO.1",195,143,0,338,143,101,0,244,244,0,29,4,206,4,0,0,0,0,0,1,0,0,0,0,244
271,"PR. SCHOOL RAISI NAGLA MAJRA SIMRA ROOM NO. 1",538,388,0,926,462,277,0,739,739,0,22,3,666,46,0,0,0,0,0,1,1,0,0,0,739
272,"PR. SCHOOL SIMRA MAJRA LABHARI ROOM NO.1",301,266,0,567,202,177,0,379,379,0,113,7,9,236,3,1,1,3,1,0,0,2,1,2,379
273,"PR. SCHOOL SIMRA MAJRA LABHARI ROOM NO.1",492,399,0,891,315,233,0,548,548,0,292,6,76,159,2,0,0,0,1,2,0,1,3,6,548
274,"PR. SCHOOL LABHARI ROOM NO. 2",389,343,0,732,229,154,0,383,383,0,220,16,60,72,0,0,0,0,2,0,2,2,3,6,383
275,"GIRLS PR. SCHOOL LABHARI ROOM NO.1",672,595,0,1267,424,311,0,735,735,0,408,9,142,141,1,2,2,0,0,3,7,2,4,14,735
276,"PR. SCHOOL GADIYA MUTALIKA NOORPUR ROOM NO.1",286,223,0,509,200,153,0,353,353,0,32,3,85,225,4,0,0,0,1,2,0,0,1,0,353
277,"PR. SCHOOL TATARPUR ROOM NO.1",717,605,0,1322,478,401,0,879,879,0,447,20,169,215,5,1,0,0,1,0,3,3,4,11,879
278,"PR. SCHOOL MAMURGANJ ROOM NO.1",719,545,0,1264,488,358,0,846,846,0,591,8,13,219,3,2,1,0,4,0,0,1,1,3,846
279,"PR. SCHOOL NAULI FATUABAD ROOM NO.1",577,507,0,1084,378,250,0,628,628,0,66,167,338,36,1,0,2,2,1,0,8,2,1,4,628
280,"PR. SCHOOL BACHI ROOM NO.1",491,435,0,926,343,254,0,597,597,0,88,8,264,227,0,0,1,2,5,0,0,0,0,2,597
281,"PR. SCHOOL JHANJHRAU ROOM NO.1",536,565,0,1101,290,358,0,648,648,0,7,413,97,121,0,1,0,0,1,1,1,0,3,3,648
282,"PR. SCHOOL BARIKHEDA MAJRA BACHI JHANJHRAU ROOM NO.1",720,637,0,1357,532,377,0,909,909,0,819,11,29,18,1,2,1,1,0,2,2,1,4,18,909
283,"PR. SCHOOL ISHWARI NAGLA ROOM NO.1",526,460,0,986,324,239,0,563,563,0,56,16,86,392,4,2,1,0,0,0,2,0,0,4,563
284,"PR. SCHOOL VIRIYA DANDA ROOM NO.1",234,196,0,430,200,146,0,346,346,0,62,2,140,133,2,1,0,0,0,0,1,1,0,4,346
285,"PR. SCHOOL CHANDBARAI ROOM NO.1",289,268,0,557,221,204,0,425,425,0,93,11,159,154,3,1,1,0,0,0,1,0,0,2,425
286,"PR. SCHOOL GAURAMAI ROOM NO.1",772,715,0,1487,449,362,0,811,811,0,23,280,388,94,0,1,1,0,6,0,3,2,4,9,811
287,"PR. SCHOOL GAURAMAI ROOM NO.2",120,103,0,223,99,90,0,189,189,0,0,0,159,25,0,0,1,0,1,0,2,1,0,0,189
288,"NAGAR PALIKA INTER COLLEGE KAKRALA EAST PART ROOM NO.16",737,548,0,1285,344,236,0,580,580,0,2,304,187,82,1,0,0,0,2,0,1,0,1,0,580
289,"NAGAR PALIKA INTER COLLEGE KAKRALA EAST PART ROOM NO.15",630,472,0,1102,278,192,0,470,470,0,3,166,194,88,0,0,1,0,13,0,0,2,2,1,470
290,"NAGAR PALIKA INTER COLLEGE KAKRALA EAST PART ROOM NO.14",557,444,0,1001,219,184,0,403,403,0,6,151,175,56,2,0,0,3,3,0,1,1,2,3,403
291,"NAGAR PALIKA INTER COLLEGE KAKRALA EAST PART ROOM NO.13",521,433,0,954,251,201,0,452,452,0,21,137,212,71,1,1,0,0,0,2,4,0,1,2,452
292,"NAGAR PALIKA INTER COLLEGE KAKRALA NORTH EAST ROOM NO. 12",507,390,0,897,205,169,0,374,374,0,2,171,120,77,3,0,0,0,1,0,0,0,0,0,374
293,"NAGAR PALIKA INTER COLLEGE KAKRALA NORTH EAST ROOM NO. 11",563,488,0,1051,246,204,0,450,450,0,10,119,210,106,1,0,0,0,3,1,0,0,0,0,450
294,"NAGAR PALIKA INTER COLLEGE KAKRALA NORTH EAST ROOM NO. 10",759,596,0,1355,344,225,0,569,569,0,99,109,227,129,0,1,0,0,3,0,0,0,0,1,569
295,"NAGAR PALIKA INTER COLLEGE KAKRALA NORTH EAST ROOM NO. 9",227,219,0,446,85,77,0,162,162,0,21,49,58,33,0,0,0,0,0,0,0,0,1,0,162
296,"NAGAR PALIKA INTER COLLEGE KAKRALA NORTH WEST ROOM NO. 8",668,554,0,1222,331,249,0,580,580,0,16,118,283,141,1,0,1,0,17,0,1,0,1,1,580
297,"NAGAR PALIKA INTER COLLEGE KAKRALA NORTH WEST ROOM NO. 7",320,274,0,594,125,86,0,211,211,0,3,62,120,23,0,2,0,0,0,0,0,0,0,1,211
298,"GIRLS JR. HIGH SCHOOL KAKRALA ROOM NO.1",677,613,0,1290,256,213,0,469,469,0,1,93,300,70,1,1,0,0,0,0,0,2,0,1,469
299,"GIRLS JR. HIGH SCHOOL KAKRALA ROOM NO.2",272,236,0,508,113,95,0,208,208,0,34,42,112,20,0,0,0,0,0,0,0,0,0,0,208
300,"NAGAR PALIKA INTER COLLEGE KAKRALA NORTH WEST PART ROOM NO.6",434,360,0,794,192,161,0,353,353,0,2,126,149,67,0,0,0,0,1,1,2,0,2,3,353
301,"NAGAR PALIKA INTER COLLEGE KAKRALA NORTH WEST PART ROOM NO.5",440,358,0,798,173,152,0,325,325,0,1,158,118,41,1,0,1,0,3,0,1,1,0,0,325
302,"NAGAR PALIKA INTER COLLEGE KAKRALA WEST PART ROOM NO.4",566,472,0,1038,230,181,0,411,411,0,11,109,219,66,2,0,0,0,4,0,0,0,0,0,411
303,"NAGAR PALIKA INTER COLLEGE KAKRALA WEST PART ROOM NO.3",519,430,0,949,203,175,0,378,378,0,94,74,142,62,0,0,0,0,1,1,2,0,0,2,378
304,"NAGAR PALIKA INTER COLLEGE KAKRALA WEST PART ROOM NO.2",489,400,0,889,185,149,0,334,334,0,43,72,165,49,0,0,0,0,0,0,0,0,1,4,334
305,"NAGAR PALIKA INTER COLLEGE KAKRALA WEST PART ROOM NO.1",664,460,0,1124,315,225,0,540,540,0,1,323,129,73,0,1,2,0,3,1,1,1,2,3,540
306,"PR. SCHOOL POLICE CHOWKI WEST PART ROOM NO.1",490,402,0,892,234,170,0,404,404,0,41,173,135,47,1,0,0,0,2,0,3,0,1,1,404
307,"PR. SCHOOL POLICE CHOWKI WEST PART EXTRA ROOM",424,403,0,827,197,182,0,379,379,0,23,151,109,87,1,1,0,0,6,0,1,0,0,0,379
308,"AZAD JR. HIGHSCHOOL WEST PART ROOM NO.7",603,484,0,1087,281,266,0,547,547,0,38,238,130,135,0,1,0,1,0,0,2,0,0,2,547
309,"AZAD JR. HIGHSCHOOL WEST PART ROOM NO.6",317,230,0,547,135,104,0,239,239,0,5,147,37,48,0,0,1,0,0,0,0,0,1,0,239
310,"AZAD JR. HIGHSCHOOL WEST PART ROOM NO.5",694,584,0,1278,266,241,0,507,507,0,31,240,148,69,1,0,0,0,2,0,5,0,3,8,507
311,"AZAD JR. HIGHSCHOOL SOUTH PART ROOM NO.4",586,476,0,1062,288,220,0,508,508,0,117,157,120,107,2,0,1,0,0,0,0,2,0,2,508
312,"AZAD JR. HIGHSCHOOL WEST PART ROOM NO.2",918,720,0,1638,385,343,0,728,728,0,218,276,104,118,2,0,3,0,1,0,2,1,1,2,728
313,"AZAD JR. HIGHSCHOOL SOUTH PART ROOM NO.3",550,426,0,976,295,189,0,484,484,0,3,351,51,61,0,1,0,1,0,2,6,3,5,0,484
314,"AZAD JR. HIGHSCHOOL SOUTH PART ROOM NO.2",394,300,0,694,194,130,0,324,324,0,2,171,61,85,0,0,1,1,0,0,1,0,2,0,324
315,"AZAD JR. HIGHSCHOOL SOUTH PART ROOM NO.1",625,476,0,1101,262,172,0,434,434,0,16,178,128,108,0,0,0,0,1,1,1,1,0,0,434
316,"PR. SCHOOL ROOM NO.1",471,453,0,924,365,290,0,655,655,0,90,23,400,119,1,0,0,0,2,0,3,4,5,8,655
317,"PR. SCHOOL ROOM NO.1",538,463,0,1001,402,278,0,680,680,0,43,3,399,213,1,5,0,1,1,0,4,2,4,4,680
318,"PR. SCHOOL ROOM NO.1",330,281,0,611,232,229,0,461,461,0,15,1,12,419,3,0,1,0,1,0,0,0,4,5,461
319,"PR. SCHOOL ATHARRA KUNIYA ROOM NO.1",465,354,0,819,371,243,0,614,614,0,5,4,535,60,2,0,0,0,0,0,0,2,0,6,614
320,"PR. SCHOOL CHITAURA DHANAURA ROOM NO.1",840,717,0,1557,513,349,0,862,862,0,586,34,72,150,0,1,1,1,0,0,5,1,0,11,862
321,"PR. SCHOOL GYONTI DHARAMPUR ROOM NO.1",861,603,0,1464,497,335,0,832,832,0,275,11,337,190,0,0,2,0,2,1,3,2,3,6,832
322,"PR. SCHOOL ROOPAMAI URF RAMNAGAR ROOM NO.1",621,501,0,1122,397,305,0,702,702,0,492,9,7,175,1,0,1,0,0,0,4,4,2,7,702
323,"PR. SCHOOL VISHUNPURI ROOM NO.1",694,540,0,1234,516,342,0,858,858,0,101,5,115,614,2,0,1,1,1,1,4,2,2,9,858
