"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - REKHA","2 - ANAND BHADAURIYA","3 - AJAY VERMA","4 - ANAND KUMAR","5 - KIRTI SINGH","6 - SWAMI DAYAL","7 - DAUD AHMAD","8 - KUWAR JITIN PRASAD","9 - LEKHRAJ","12 - RAM BALI","13 - RAJENDRA KUMAR SINGH","14 - SUKHVINDRA SINGH","15 - VIVEK MISHRA","16 - VIJAY KUMAR TIWARI","17 - MALA DEVI","18 - None of the Above","Total Votes Secured"
190,"PHULPUR H/0 ADLEESHPUR",423,355,0,778,360,265,0,625,625,0,335,49,7,4,1,0,19,92,94,3,1,3,6,4,1,6,625
191,"MURAUNPURWA H/0 PAKARIYA",408,375,0,783,360,265,0,625,625,0,167,130,1,6,28,3,229,49,3,1,1,2,1,0,0,4,625
192,PAKARIYA,758,681,0,1439,567,420,0,987,983,0,305,345,7,15,4,4,196,70,9,2,3,8,3,4,0,12,987
193,DARIGAPUR,598,513,0,1111,435,306,0,741,733,0,405,136,9,5,1,1,118,39,12,0,2,1,2,4,1,5,741
194,"SULTANPUR H/0 DARIGAPUR",387,334,0,721,299,224,0,523,522,0,264,131,7,4,1,0,48,48,10,1,1,0,4,0,0,4,523
195,SIRSI,434,412,0,846,342,269,0,611,611,0,312,198,5,7,2,0,18,61,3,3,0,0,0,2,0,0,611
196,MUSEPUR,630,614,1,1245,522,352,0,874,874,0,366,213,4,13,3,0,180,63,12,2,0,3,4,4,1,6,874
197,"CHAK H/0 MUSEPUR",201,212,0,413,171,132,0,303,303,0,206,46,2,4,0,2,18,20,1,0,1,0,3,0,0,0,303
198,JETHARA,361,313,0,674,272,212,0,484,466,0,249,159,4,3,2,3,8,39,7,1,1,1,3,2,0,2,484
199,JETHARA,512,412,0,924,352,231,0,583,583,0,332,79,8,5,1,2,105,39,6,2,0,1,3,0,0,0,583
200,JETHARA,717,580,0,1297,537,255,0,792,673,0,204,306,4,20,3,4,169,57,10,1,2,1,2,2,1,6,792
201,SHANKARPUR,563,528,0,1091,469,367,0,836,836,0,350,150,7,16,8,2,184,62,32,0,3,3,3,6,2,8,836
202,MUDIYA,389,341,0,730,316,230,0,546,546,0,184,210,4,8,10,1,13,100,6,0,1,3,1,2,2,1,546
203,BELTUA,417,297,1,715,292,177,0,469,469,0,103,221,5,12,3,2,29,70,6,3,2,3,1,1,2,6,469
204,"KHAMARIYA KALAN",332,288,0,620,233,213,0,446,446,0,141,222,3,6,2,1,12,52,0,0,0,0,1,2,1,3,446
205,MUDIYA,725,653,0,1378,590,276,0,866,863,0,189,366,2,15,1,9,111,133,11,2,3,7,3,5,2,7,866
206,"KAJIPUR H/0 RAIPUR ISANAGAR",655,490,0,1145,531,194,0,725,723,0,16,358,1,16,0,4,217,99,0,0,0,2,2,3,2,5,725
207,"RAIPUR ISANAGAR",446,361,0,807,338,133,0,471,471,0,213,83,3,7,1,1,21,138,2,0,0,0,1,0,1,0,471
208,"RAIPUR ISANAGAR",414,371,0,785,311,192,0,503,503,0,200,95,2,6,3,1,60,123,2,1,1,2,3,1,1,2,503
209,"RAIPUR ISANAGAR",473,368,0,841,309,133,0,442,442,0,153,95,7,5,2,1,55,108,3,1,1,3,0,1,0,7,442
210,"GURDINPURWA H/0 LAUKAHI ISANAGAR",609,539,0,1148,498,350,0,848,844,0,98,574,1,30,5,2,36,84,4,2,1,2,2,2,0,5,848
211,"CHAMARANPURWA H/0 LAUKAHI ISANAGAR",348,286,0,634,299,246,0,545,543,0,14,329,3,25,0,5,86,72,2,1,1,2,1,1,1,2,545
212,"LAUKAHI ISANAGAR",263,215,0,478,202,156,0,358,358,0,25,225,1,8,1,5,9,75,3,0,0,2,0,1,1,2,358
213,"TOPARPURWA H/0 HASNAPUR",265,222,0,487,241,145,0,386,379,0,206,97,2,7,1,0,12,36,14,1,1,2,1,2,3,1,386
214,"RANJITGANJ H/0 HASNAPUR",343,247,0,590,243,161,0,404,404,0,193,118,2,5,3,1,34,39,4,0,1,1,0,0,0,3,404
215,HASNAPUR,715,677,0,1392,549,418,0,967,967,0,455,208,15,17,3,10,29,165,29,2,3,3,7,3,1,17,967
216,KALUAPUR,548,501,0,1049,450,332,0,782,778,0,326,99,4,5,6,2,199,104,11,2,1,6,3,3,3,8,782
217,KALUAPUR,527,419,0,946,379,226,0,605,605,0,270,156,6,11,2,0,20,122,6,1,2,0,3,3,2,1,605
218,"MAILA H/0 KALUAPUR",514,417,0,931,427,279,0,706,683,0,332,124,2,14,4,0,11,202,10,3,1,0,0,0,3,0,706
219,"MIRJAPUR ISANAGAR",553,454,0,1007,514,296,0,810,810,0,412,97,8,6,5,6,100,131,20,3,4,3,2,1,6,6,810
220,PALIA,697,536,0,1233,533,315,0,848,848,0,324,276,5,27,3,1,60,133,6,2,1,3,1,2,3,1,848
221,KABIRAHA,546,424,0,970,411,279,0,690,687,0,47,448,3,12,1,5,5,152,0,3,0,2,1,0,0,11,690
222,KABIRAHA,522,461,0,983,388,332,0,720,720,0,61,401,5,11,0,1,10,214,2,1,2,1,5,0,1,5,720
223,"NAGARIA H/0 KABIRAHA",280,276,0,556,256,241,0,497,497,0,6,421,0,19,0,1,4,32,0,0,2,2,0,2,3,5,497
224,BHEDAHIYA,633,517,0,1150,487,355,0,842,842,0,117,593,3,29,5,9,65,4,0,0,0,2,4,6,0,5,842
225,KAIRATIPURWA,700,527,0,1227,403,178,0,581,581,0,77,351,3,28,2,6,33,45,8,5,0,2,1,5,1,14,581
226,KAIRATIPURWA,759,585,0,1344,468,257,0,725,714,0,154,267,8,29,3,7,38,131,32,3,4,7,6,14,2,20,725
227,"THUTHWA H/0 OJHAPURWA",511,391,0,902,390,248,0,638,638,0,39,459,1,44,3,8,19,15,8,2,5,10,5,2,3,15,638
228,"THUTHWA H/0 OJHAPURWA",433,376,0,809,334,209,0,543,543,0,93,338,4,14,6,2,47,10,9,0,1,5,3,5,2,4,543
229,"TENRHI GAURHI H/0 BELAGARHI",547,422,0,969,399,206,0,605,605,0,113,316,3,28,2,6,45,40,12,3,1,10,6,2,1,17,605
230,"BANTUKRA H/0 BELAGARHI",735,555,0,1290,625,426,0,1051,1051,0,29,832,2,16,4,4,119,27,4,0,1,8,2,0,1,2,1051
231,"KUMHARAN PURWA H/0 BELAGARHI",284,235,0,519,206,121,0,327,327,0,60,23,1,6,2,0,15,200,3,2,1,2,3,2,1,6,327
232,"CHINTAPURWA H/0 BIRSINGHPUR",704,601,0,1305,558,407,0,965,963,0,603,104,17,8,2,1,83,102,20,2,2,1,10,1,2,7,965
233,BIRSINGHPUR,463,362,0,825,321,198,0,519,518,0,255,66,2,10,1,1,79,95,1,2,1,0,1,1,2,2,519
234,BIRSINGHPUR,560,540,0,1100,398,302,0,700,700,0,188,161,1,4,1,2,67,248,4,4,1,5,4,6,3,1,700
235,BIRSINGHPUR,459,374,0,833,370,237,0,607,607,0,326,99,9,6,5,1,45,95,10,0,2,1,1,1,3,3,607
236,ISANAGAR,989,825,0,1814,624,431,0,1055,1040,0,164,260,4,18,3,9,62,492,6,2,3,12,3,9,2,6,1055
237,ISANAGAR,926,681,0,1607,624,400,0,1024,1024,0,199,193,2,6,2,0,37,559,6,3,0,5,0,7,1,4,1024
238,ISANAGAR,811,652,0,1463,556,385,0,941,926,0,310,39,5,1,1,2,32,534,5,1,1,2,3,1,0,4,941
239,"BALU PURWA H/0 ISANAGAR",347,292,0,639,279,225,0,504,504,0,104,74,7,4,0,1,47,216,19,2,1,6,2,7,3,11,504
240,"NARGADA H/0 ISANAGAR",801,632,0,1433,522,359,0,881,877,0,168,256,3,9,0,5,143,263,7,1,3,4,6,4,0,9,881
241,"LODH PURWA H/0 ISANAGAR",272,221,0,493,215,169,0,384,384,0,115,43,2,5,2,0,3,207,4,0,0,1,1,1,0,0,384
242,"SHIVPUR H/0 ISANAGAR",553,479,0,1032,425,363,0,788,786,0,413,114,5,5,0,0,39,203,2,0,1,1,0,1,0,4,788
243,"GANESH PUR",829,687,0,1516,584,33,0,617,615,0,154,315,0,3,0,1,19,116,2,0,0,2,1,2,0,2,617
244,"GANESH PUR",535,351,0,886,350,10,0,360,360,0,40,188,1,1,1,0,15,110,1,0,0,1,1,0,0,1,360
245,"GANESH PUR",467,335,0,802,330,2,0,332,332,0,55,195,1,5,0,2,6,60,2,0,0,1,2,1,1,1,332
246,SINGAVAR,632,534,0,1166,463,293,0,756,755,0,314,213,5,21,5,1,67,106,12,2,3,2,3,2,0,0,756
247,"TRIKAULIYA H/0 SINGAVAR",741,607,0,1348,649,393,0,1042,1040,0,152,551,2,20,1,1,71,222,4,3,2,2,1,1,6,3,1042
248,SARPATHA,698,571,0,1269,507,359,0,866,866,0,301,147,4,24,5,2,256,85,22,1,1,1,6,0,5,6,866
249,"DULHI H/0 GAISAPUR",706,576,0,1282,507,300,0,807,803,0,94,309,3,12,1,2,249,103,11,3,2,4,1,4,1,8,807
250,"KHAMARIYA KHURD",467,438,0,905,388,297,0,685,675,0,128,188,3,7,2,0,190,72,79,1,1,1,5,0,2,6,685
251,RAJAPUR,379,290,0,669,267,180,0,447,447,0,111,78,3,4,2,2,24,191,18,2,0,3,2,2,0,5,447
252,SURJANPUR,791,559,0,1350,512,316,0,828,828,0,229,151,7,3,1,3,288,107,12,2,2,5,9,2,2,5,828
253,MIDANIYA,241,184,0,425,186,103,0,289,283,0,61,128,1,7,2,2,9,61,9,3,0,0,1,0,1,4,289
254,SAMAISA,460,396,0,856,318,202,0,520,520,0,133,22,1,2,2,4,304,32,7,2,2,1,1,3,0,4,520
255,SAMAISA,244,203,0,447,180,107,0,287,287,0,81,41,4,2,4,3,98,25,18,2,1,0,4,1,1,2,287
256,"CHAURA H/0 SANAISA",373,316,0,689,337,238,0,575,575,0,194,108,5,5,0,3,174,69,5,0,0,4,3,1,1,3,575
257,LALPUR,292,271,0,563,232,207,0,439,438,0,68,62,3,4,0,0,277,17,0,0,0,6,1,0,1,0,439
258,PARSIYA,860,712,0,1572,641,413,0,1054,1054,0,473,311,9,6,3,4,94,113,21,4,1,2,2,7,0,4,1054
259,SUJAVALPUR,398,352,0,750,311,231,0,542,538,0,236,127,5,4,3,1,31,107,12,5,2,3,5,0,0,1,542
260,LAKHUN,506,433,0,939,349,196,0,545,545,0,283,106,4,6,1,0,27,82,27,1,0,2,2,1,2,1,545
261,LAKHUN,613,520,0,1133,421,318,0,739,739,0,179,225,6,7,9,5,137,140,8,2,3,0,2,6,2,8,739
262,FATTEYPUR,392,364,0,756,315,248,0,563,563,0,286,200,2,3,0,1,25,33,7,0,0,0,0,0,0,6,563
263,KHANVAPUR,692,604,0,1296,466,325,0,791,791,0,188,224,4,26,3,2,239,68,22,1,0,4,2,1,1,6,791
264,KHADVAMEETMAU,659,554,0,1213,544,359,0,903,903,0,328,160,1,9,1,4,299,59,13,6,1,5,3,6,1,7,903
265,NANDURA,508,407,0,915,432,290,0,722,705,0,227,250,9,12,2,4,40,118,31,5,1,3,4,2,2,12,722
266,ISAPUR,319,246,0,565,268,191,0,459,459,0,167,74,4,7,3,0,171,8,13,1,0,3,4,2,1,1,459
267,"BETI SAHDEV",348,302,0,650,247,175,0,422,420,0,184,145,1,4,0,2,15,60,3,1,0,0,4,1,2,0,422
268,"BETI SAHDEV",454,384,0,838,334,260,0,594,594,0,316,88,6,3,0,1,51,80,22,3,3,3,3,3,5,7,594
269,"SANDAURAKALAN H/0 BETISAHDEV",522,451,0,973,405,300,0,705,705,0,473,124,11,3,1,2,16,58,7,2,0,1,3,0,1,3,705
270,JAGDISHPUR,464,386,0,850,352,239,0,591,591,0,196,117,5,10,1,2,144,86,10,0,0,3,6,3,1,7,591
271,RAMNAGARA,255,215,0,470,181,124,0,305,305,0,102,27,3,2,2,0,45,108,10,1,0,1,1,1,0,2,305
272,BARARI,483,402,0,885,346,250,0,596,590,0,305,91,4,14,2,3,34,105,19,2,0,3,4,1,0,9,596
273,BARARI,524,400,0,924,331,184,0,515,515,0,264,174,3,7,1,4,12,27,12,1,0,0,4,2,0,4,515
274,BARARI,569,498,0,1067,418,234,0,652,652,0,159,155,3,7,2,1,195,99,12,1,1,8,1,4,0,4,652
275,BARARI,306,280,0,586,230,84,0,314,314,0,127,68,1,1,0,1,67,42,6,0,0,0,0,1,0,0,314
276,SHEKHPUR,574,429,0,1003,400,254,0,654,654,0,444,54,8,2,6,4,23,80,11,2,0,3,6,4,2,5,654
277,MITAULA,551,453,0,1004,366,252,0,618,618,0,322,120,14,2,1,6,49,60,22,1,2,3,5,3,2,6,618
278,MUKHALISHPUR,501,485,0,986,388,306,0,694,694,0,472,165,5,3,0,1,17,20,4,0,1,0,1,0,0,5,694
279,MUKHALISHPUR,638,535,0,1173,476,371,0,847,847,0,483,74,8,6,2,1,160,93,6,2,1,1,3,0,4,3,847
280,"BADALIPUR H/0 CHANDRASA KHURD",612,536,2,1150,466,335,0,801,801,0,309,227,7,15,2,5,18,183,14,0,2,3,2,5,2,7,801
281,"SEMARIYA H/0 CHAHLAR",747,634,1,1382,562,327,0,889,889,0,281,224,11,19,1,4,166,121,37,1,0,10,4,5,1,4,889
282,"RUDRAPUR SALIM",677,568,0,1245,455,327,0,782,779,0,242,73,6,2,3,0,78,352,9,0,1,6,1,4,1,4,782
283,"RUDRAPUR SALIM",705,642,0,1347,478,354,0,832,832,0,279,84,2,7,1,1,76,362,9,0,1,4,1,2,1,2,832
284,"NARI BEHAR",523,487,0,1010,355,452,0,807,807,0,488,53,17,1,3,2,50,167,14,2,0,0,2,2,1,5,807
285,"AKHTYARPUR H/0 NARIBEHAR",294,254,0,548,224,157,0,381,381,0,180,74,1,4,0,2,28,77,2,1,0,1,1,3,0,7,381
286,DABAR,570,495,0,1065,468,321,0,789,782,0,303,170,13,4,7,1,37,226,13,4,2,2,1,2,1,3,789
287,KAMNA,644,522,0,1166,479,331,0,810,810,0,274,96,12,8,5,6,230,124,23,2,1,7,4,4,4,10,810
288,"SARAIYA KALAN",531,453,0,984,413,266,0,679,678,0,168,230,7,18,3,0,135,102,6,2,0,2,2,1,1,2,679
289,"SARAIYA KALAN",510,388,0,898,335,214,0,549,549,0,104,274,4,13,0,0,61,83,5,0,0,0,1,0,3,1,549
290,"MIRJAPUR MALLAPUR",653,521,1,1175,552,335,0,887,885,0,134,445,5,18,0,1,58,219,3,1,0,1,0,0,1,1,887
291,"MIRJAPUR MALLAPUR",712,590,1,1303,598,412,0,1010,1010,0,275,368,6,38,4,6,159,98,26,1,3,5,4,5,4,8,1010
292,"MATHPURWA H/0 FIROJABAD",723,590,0,1313,462,324,0,786,786,0,59,179,4,10,3,4,90,405,5,0,1,5,1,6,2,12,786
293,"MOCHANAPUR H/0 SADHUVAPUR",531,495,0,1026,308,243,0,551,551,0,140,103,5,5,0,2,62,205,9,1,3,2,3,1,0,10,551
294,SADHUVAPUR,483,341,0,824,281,187,0,468,468,0,58,183,4,13,1,4,44,137,5,1,0,2,3,2,0,11,468
295,GAURA,491,374,0,865,305,202,0,507,507,0,114,28,3,4,1,0,50,289,7,2,0,2,1,1,0,5,507
296,GAURA,441,362,0,803,222,140,0,362,362,0,81,43,1,4,2,1,22,203,0,2,0,0,0,2,0,1,362
297,"CHANDRASA KALAN",439,422,0,861,324,252,0,576,573,0,68,157,3,20,3,0,182,121,8,0,0,6,1,2,3,2,576
298,"CHANDRASA KALAN",467,367,0,834,310,153,0,463,463,0,106,92,2,2,1,3,141,95,10,0,1,4,0,1,0,5,463
299,"HASANPUR KATAULI",489,434,0,923,364,290,0,654,600,0,190,189,3,4,0,2,51,203,4,0,0,2,1,1,0,4,654
300,"HASANPUR KATAULI",425,363,1,789,286,205,0,491,491,0,216,103,3,1,2,1,15,136,5,0,0,2,3,1,2,1,491
301,"HASANPUR KATAULI",632,501,0,1133,458,330,0,788,788,0,314,48,8,3,0,0,87,306,4,3,0,1,2,2,2,8,788
302,"HASANPUR KATAULI",744,602,0,1346,492,356,0,848,845,0,188,117,4,3,3,5,64,429,5,3,7,4,3,3,2,8,848
303,MURAUAA,558,489,0,1047,454,348,0,802,742,0,408,158,8,15,6,3,101,70,16,4,1,0,5,1,1,5,802
304,"SANDAURA KHURD",629,584,0,1213,487,350,0,837,832,0,338,354,3,12,4,5,45,27,16,4,5,5,7,5,3,4,837
305,"SIKTIHA H/0 CHAPKAHA",506,409,0,915,404,300,0,704,704,0,78,307,2,15,2,0,164,118,2,0,0,2,0,2,4,8,704
306,JAMDARI,589,486,0,1075,442,312,0,754,754,0,164,279,5,14,4,2,150,104,9,1,3,3,4,4,2,6,754
307,CHAPKAHA,649,483,0,1132,482,340,0,822,815,0,206,431,6,25,2,4,29,79,7,5,1,5,1,3,2,16,822
308,"DURGAPUR PADARI",823,688,0,1511,580,459,0,1039,1039,0,108,415,4,11,2,9,317,127,8,4,2,11,2,3,1,15,1039
309,"DHUNDHA KALAN",474,396,0,870,373,258,0,631,631,0,129,255,2,27,1,3,42,132,27,0,1,3,1,3,1,4,631
310,"DHUNDHA KALAN",422,395,0,817,326,246,0,572,552,0,103,200,1,15,2,1,107,129,10,1,1,0,0,1,0,1,572
311,KODARIROOP,335,283,0,618,241,187,0,428,428,0,194,174,4,2,1,2,26,13,4,0,0,2,1,2,0,3,428
312,"LAUKAHI MALLAPUR",706,644,0,1350,461,410,0,871,871,0,98,431,3,37,3,2,191,81,8,2,0,5,5,2,3,0,871
313,"LAUKAHI MALLAPUR",949,769,2,1720,569,256,0,825,813,0,338,245,7,18,2,2,65,117,16,0,0,2,0,1,1,11,825
314,"KHAJUHA H/0 LAUKAHI MALLAPUR",439,338,0,777,343,241,0,584,584,0,248,158,7,18,2,6,22,63,35,4,0,4,3,4,0,10,584
315,"KANCHANPUR H/0 MILIK",891,592,0,1483,576,243,0,819,816,0,90,389,3,29,5,5,195,38,12,7,4,5,7,8,3,19,819
316,MILIK,506,358,0,864,394,258,0,652,652,0,112,327,4,29,4,2,103,30,13,2,1,5,6,3,1,10,652
317,MAJHASUMALI,239,199,1,439,175,133,0,308,308,0,67,36,1,5,2,3,111,70,5,1,1,2,2,0,0,2,308
318,GAUDHI,806,595,0,1401,428,290,0,718,718,0,279,212,7,21,2,2,89,57,18,2,1,2,1,3,3,19,718
