"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
170,"BHAAY SINGH DEG.COLL.ROOM.NO.6 NORTH EAST PART BABRALA",429,354,0,783,212,140,0,352,352,0,70,158,109,1,1,0,0,0,1,0,0,1,1,3,3,4,352
171,"BHAAYSINGH DEG.COLL R.NO.7 NORTH EAST PART BABRALA",785,593,0,1378,203,282,0,485,485,0,43,172,260,2,1,0,1,0,1,0,0,1,0,1,1,2,485
172,"P.S NOORPUR",750,612,0,1362,634,415,0,1049,1049,0,24,945,68,2,1,0,0,0,3,1,2,2,0,0,1,0,1049
173,"P.S GUNNAUR HEERAPUR",516,435,0,951,412,289,0,701,701,0,34,570,85,0,1,2,0,1,0,0,0,1,2,2,1,2,701
174,"P.S MAKHDOOMPUR",659,622,0,1281,340,222,0,562,562,0,37,335,166,0,1,1,0,2,0,1,3,1,3,5,1,6,562
175,"P.S.R.NO-1 KAIL",680,536,0,1216,571,314,0,885,885,0,15,791,76,0,0,0,0,0,0,0,0,0,0,1,1,1,885
176,"PS R.NO-2 KAIL",216,180,0,396,174,133,0,307,307,0,6,268,32,0,0,0,0,0,1,0,0,0,0,0,0,0,307
177,"P.S.R.NO.-3 KAIL",764,636,0,1400,548,312,0,860,860,0,0,817,42,0,0,0,0,0,0,0,0,1,0,0,0,0,860
178,"PRIMARY SCHOOL BAHIPUR",782,673,0,1455,542,328,0,870,870,0,147,460,228,2,2,4,0,2,4,0,0,4,4,4,3,6,870
179,"J.H.S.R.NO-1 UDRANPURAJMAT NAGAR",565,457,0,1022,366,244,0,610,610,0,33,388,162,1,1,1,1,2,0,1,1,4,2,2,7,4,610
180,"J.H.S. R.NO-2 UDRANPUR AJMATNAGAR",552,442,0,994,246,203,0,449,449,0,59,149,226,1,2,0,0,0,2,1,0,2,1,2,3,1,449
181,"P.S. BHAAGNAGAR URF MANIHAAR NAGLA",654,515,0,1169,490,293,0,783,783,0,7,470,244,3,0,5,0,0,3,0,3,32,3,5,5,3,783
182,"P.S.KISHANPUR SHYAMPUR",460,379,0,839,303,244,0,547,547,0,22,162,329,3,1,2,0,1,1,2,2,1,3,5,3,10,547
183,"P.S.R.NO.1 MAANAKPUR MAANAKPUR",729,541,0,1270,485,166,0,651,490,0,89,166,360,4,1,1,0,0,1,2,1,5,4,9,2,6,651
184,"PS R.NO.2 MAANAKPUR MAANAKPUR",356,278,0,634,250,185,0,435,435,0,1,182,222,1,1,3,1,1,1,0,0,8,1,6,6,1,435
185,"P.S. R.NO.1 CHHAPRA",615,534,0,1149,392,306,0,698,698,0,21,198,446,2,2,1,0,2,1,0,2,1,4,9,3,6,698
186,"PS R.NO.1 BICHPURIBHOOD",249,224,0,473,158,144,0,302,302,0,291,7,1,0,0,1,0,0,0,0,0,0,0,0,2,0,302
187,"P.S.R.NO. 1 KUVRIBHOOD",344,236,0,580,288,140,0,428,428,0,43,290,91,1,0,1,0,0,0,0,0,2,0,0,0,0,428
188,P.S.KHAJURA,640,522,0,1162,411,200,0,611,611,0,82,162,331,4,4,0,1,1,3,1,1,3,7,7,0,4,611
189,P.S.SATNAULI,290,237,2,529,239,154,0,393,393,0,35,243,99,2,1,0,0,0,1,1,0,2,1,2,3,3,393
190,P.S.AFJALPUR,410,329,0,739,313,224,0,537,537,0,83,269,158,7,1,1,2,1,3,0,0,3,3,0,4,2,537
191,P.S.SHAHPURBHOOD,257,203,0,460,213,119,0,332,332,0,1,168,135,2,2,0,1,0,2,2,2,2,4,5,1,5,332
192,"P.S. KEERATPUR",364,221,0,585,277,130,0,407,407,0,11,207,176,2,0,1,0,0,0,0,0,2,3,3,2,0,407
193,"J.H.S.R.NO.1 KHALEELPUR",657,583,0,1240,390,326,0,716,716,0,58,237,390,5,3,1,0,0,4,0,0,0,1,7,4,6,716
194,"JUNIOR.HIGH SCHOOL R.NO.2 KHALEELPUR",220,167,0,387,86,66,0,152,152,0,1,70,72,1,2,0,0,0,1,0,0,1,0,0,1,3,152
195,"PRIMARY SCHOOL JAYRAMNAGAR",762,589,0,1351,391,186,0,577,577,0,32,247,250,5,3,0,0,0,3,1,2,7,9,4,6,8,577
196,"PS RUSTAMPUR PEEPALWALA",351,307,0,658,238,220,0,458,458,0,22,145,271,1,0,2,0,0,4,0,1,1,4,4,1,2,458
197,"PS KALHA",608,461,0,1069,440,252,0,692,692,0,45,424,192,1,0,0,0,1,3,0,0,14,3,3,2,4,692
198,"P.S.R.NO.1 SAINJNA AHRAAN",705,565,0,1270,359,207,0,566,566,0,11,361,170,2,1,0,3,0,4,0,2,1,1,6,0,4,566
199,"P.S.R.NO.1 MEHMOODPUR",510,391,0,901,252,169,0,421,421,0,61,108,230,4,3,1,0,1,2,0,0,0,2,5,0,4,421
200,"J.H.S.R.NO.1 SIRAURAKAJI",566,451,0,1017,313,233,0,546,546,0,110,306,102,2,1,1,0,1,3,1,2,5,2,3,1,6,546
201,"J.H.SCHOOL R.NO.2 SIRAURAKAJI",658,518,0,1176,310,146,0,456,456,0,83,274,92,1,0,0,0,0,2,0,1,0,0,1,2,0,456
202,"PRIMARY SCHOOL SAIMLA GUNNAUR",834,611,0,1445,750,300,0,1050,1050,0,123,751,116,3,2,5,1,1,7,0,3,7,8,9,9,5,1050
203,"JUNIOR HIGH SCHOOL R.NO.1 AKBARPUR",517,438,0,955,338,218,0,556,556,0,32,217,278,2,4,0,0,0,2,2,0,0,3,10,2,4,556
204,"JUNIOR HIGH R.NO.2 AKBARPUR",502,344,0,846,265,163,0,428,428,0,5,230,180,3,0,1,1,0,0,1,0,0,1,2,3,1,428
205,"PRIMARY SCHOOL KANHUA",417,292,0,709,226,148,0,374,374,0,7,201,149,3,1,0,0,2,0,0,1,5,3,1,0,1,374
206,"PS RAYPUR",347,262,0,609,281,174,0,455,455,0,2,407,42,1,0,0,0,0,0,0,0,1,0,0,1,1,455
207,"PRIMARY SCHOOL NORTH PART GOTHNA",578,474,0,1052,365,309,0,674,674,0,5,317,324,3,0,1,1,0,1,1,0,2,5,5,4,5,674
208,"PS MIDDLE PART GOTHNA",438,347,0,785,217,119,0,336,336,0,11,177,141,2,2,1,0,0,0,0,0,0,0,2,0,0,336
209,"PS R.NO.1 GADIYA",722,578,0,1300,382,198,0,580,580,0,138,236,184,2,0,1,1,0,4,2,1,0,1,0,3,7,580
210,"PS R.NO.1 CHHAVEELPUR",259,238,0,497,204,149,0,353,353,0,9,169,170,0,0,1,0,0,0,0,0,4,0,0,0,0,353
211,"D.A.V. INT.COLL. R.NO.1 GUNNAUR",451,392,0,843,166,142,0,308,308,0,22,211,71,0,1,1,0,0,0,0,1,0,1,0,0,0,308
212,"D.A.V.INT.COLL.R.NO.2 GUNNAUR",468,410,0,878,229,125,0,354,354,0,37,97,215,2,1,1,0,0,0,0,0,0,0,1,0,0,354
213,"JUNIOR HIGH SCHOOL NORTH PART R.NO.2 GUNNAUR",450,424,0,874,261,140,0,401,401,0,122,264,4,0,6,1,0,0,0,0,1,1,1,0,1,0,401
214,"D.A.V.INT.COLL.R.NO.3 GUNNAUR",488,359,0,847,240,134,0,374,374,0,61,108,191,1,1,1,0,0,0,0,0,4,3,1,0,3,374
215,"D.A.V.INT.COLL.R.NO.4 GUNNAUR",390,351,0,741,184,149,0,333,333,0,78,87,162,0,0,1,0,0,2,1,0,0,0,1,0,1,333
216,"KANYA POORV MADHYMIK VIDHYALAYA R.NO.1 GUNNAUR",337,285,0,622,161,112,0,273,273,0,187,61,21,0,0,1,0,0,0,0,0,0,2,0,0,1,273
217,"KANYA POORV M.V. R.NO.-2 GUNNAUR",593,498,0,1091,235,145,0,380,380,0,158,197,10,0,2,0,1,0,0,0,0,7,1,0,1,3,380
218,"J.H.S.EAST PART R.NO.5 GUNNAUR",741,634,0,1375,358,280,0,638,638,0,216,300,106,1,1,1,2,1,1,1,0,5,2,1,0,0,638
219,"D.N.A.M.I.C.R.NO.2 SOUTH DIRECTION GUNNAUR",740,645,0,1385,361,275,0,636,636,0,140,260,217,3,0,3,1,0,4,0,0,4,1,0,1,2,636
220,"D.N.A.M.I.C.R.NO.3 SOUTH DIRECTION GUNNAUR",478,433,0,911,237,177,0,414,414,0,172,158,76,0,1,1,0,1,0,0,2,0,2,0,0,1,414
221,"D.N.A.M.I.C.R.NO.11 SOUTH DIRECTION GUNNAUR",595,471,0,1066,218,142,0,360,360,0,146,184,18,0,0,1,1,1,1,0,0,2,1,2,0,3,360
222,"D.N.A.M.I.C.R.NO13 NORTH GUNNAUR",671,547,0,1218,318,234,0,552,552,0,263,228,38,2,3,3,0,0,0,1,1,0,0,1,2,10,552
223,"D.N.A.M.I.C.R.N.14 SOUTH GUNNAUR",694,544,1,1239,365,215,0,580,580,0,70,349,138,5,1,0,0,2,3,0,0,1,5,1,1,4,580
224,"D.N.A.M.I.C.R.NO.15 SOUTH GUNNAUR",735,620,1,1356,338,240,1,579,579,0,95,223,248,3,1,2,0,0,1,0,0,1,3,0,1,1,579
225,"KANYA PRIMARY SCHOOL R.NO.1 GUNNAUR",455,401,0,856,182,130,0,312,312,0,139,168,3,0,0,0,0,0,0,0,0,0,0,0,0,2,312
226,"KANYA PRIMARY SCH. R.NO.2 GUNNAUR",802,663,0,1465,360,238,0,598,598,0,281,183,113,1,0,1,1,1,0,0,2,1,4,2,2,6,598
227,"P.S.R.NO.-1 RASOOLPUR",515,401,0,916,416,337,0,753,753,0,39,529,172,1,1,0,1,1,0,0,0,1,1,3,0,4,753
228,"PS R.NO.-2 RASOOLPUR",392,305,0,697,320,220,0,540,540,0,32,431,74,1,0,1,0,0,0,0,0,0,0,1,0,0,540
229,"PS POOTHRI",595,442,0,1037,365,240,0,605,605,0,183,167,236,3,0,1,1,2,4,0,0,0,2,3,2,1,605
230,"PRIMARY SCHOOL R.NO.1 ISAMPUR DAANDA",708,553,0,1261,461,330,0,791,791,0,15,580,152,2,1,2,3,2,3,1,3,1,6,7,9,4,791
231,"PRIMARY SCHOOL R.NO.2 ISAMPUR DAANDA",787,660,0,1447,501,341,0,842,842,0,39,624,127,1,2,4,0,2,6,1,5,7,8,6,6,4,842
232,"PRIMARY SCHOOL JAGANNATHPUR",669,550,0,1219,589,195,0,784,784,0,131,359,272,1,1,1,0,1,0,0,0,0,3,7,5,3,784
233,"PRIMARY SCHOOL HIMAYUPUR",240,191,0,431,145,121,0,266,266,0,244,12,1,0,0,1,0,0,0,0,1,0,2,0,0,5,266
234,"PRIMARY SCHOOL VEHLOLPUR",520,433,0,953,325,190,0,515,515,0,41,273,167,2,2,0,1,1,1,1,3,7,7,4,5,0,515
235,"PRIMARY SCHOOL DOONDABAAG",413,244,0,657,355,189,0,544,544,0,1,526,14,0,0,0,0,1,0,0,0,0,0,0,2,0,544
236,"PRIMARY SCHOOL BHOJRAJPUR",530,338,0,868,356,119,0,475,475,0,1,367,97,0,1,0,0,1,0,0,2,1,1,1,3,0,475
237,"PRIMARY SCHOOL KRATIYA",579,457,0,1036,482,63,0,545,545,0,7,313,207,0,0,0,1,0,1,2,2,1,4,0,3,4,545
238,"PRIMARY SCHOOL SOORPUR",525,364,0,889,369,197,0,566,566,0,65,450,45,1,0,0,1,0,0,0,0,0,0,0,1,3,566
239,"PRIMARY SCHOOL R.NO.1 SUNVAR SARAY",649,468,0,1117,418,170,0,588,588,0,7,454,99,0,2,2,0,0,2,1,2,6,3,2,3,5,588
240,"PRIMARY SCHOOL R.NO.2 SUNVAR SARAY",376,299,0,675,254,112,0,366,366,0,0,320,39,0,0,1,0,0,0,0,0,2,0,2,1,1,366
241,"PRIMARY SCHOOL NEW BUILDING SUNVAR SARAI",779,581,0,1360,422,184,0,606,606,0,78,271,237,0,3,1,0,0,4,0,1,3,4,0,2,2,606
242,"PRIMARY SCHOOL JADVAAR",589,360,0,949,387,126,0,513,513,0,8,394,101,3,1,0,1,0,2,0,0,0,2,1,0,0,513
243,"PRIMARY SCHOOL R.NO.1 SULTAANGARH",844,631,0,1475,528,348,0,876,876,0,42,787,23,1,0,2,1,0,1,0,0,4,1,6,4,4,876
244,"PRIMARY SCHOOL R.NO.2 SULTAANGARH",586,470,0,1056,420,165,0,585,585,0,28,480,67,2,3,1,0,0,0,1,0,1,0,0,1,1,585
245,"PRIMARY SCHOOL NEW BUILDING LEHRABHOOD",315,233,0,548,307,168,0,475,475,0,1,439,34,0,0,0,0,0,0,0,0,0,0,0,1,0,475
246,"PRIMARY SCHOOL AURANGABAAD",526,441,0,967,358,177,0,535,535,0,3,374,144,3,0,0,0,0,3,0,1,0,1,3,3,0,535
247,"PRIMARY SCHOOL R.NO.1 DINAURA",808,538,0,1346,336,177,0,513,513,0,46,264,179,0,3,2,7,0,3,0,0,0,1,2,1,5,513
248,"PRIMARY SCHOOL R.NO.2 DINAURA",540,402,0,942,295,186,0,481,481,0,26,341,86,2,0,1,2,0,0,0,0,5,3,2,6,7,481
249,"NEW PRIMARY SCHOOL ROOM NO.1 MUDAINA",720,469,0,1189,460,287,0,747,747,0,79,482,157,1,0,0,2,0,0,1,1,0,5,6,6,7,747
250,"PRIMARY SCHOOL SIRAULIYA",310,240,0,550,234,166,0,400,400,0,0,383,16,0,0,0,0,0,1,0,0,0,0,0,0,0,400
251,"PRIMARY SCHOOL BAMANPURI",461,381,0,842,249,144,0,393,393,0,28,139,197,5,2,0,1,0,5,0,2,1,3,4,2,4,393
252,"PRIMARY SCHOOL PATEYI KAYASTH",758,528,0,1286,378,95,0,473,473,0,3,216,200,2,3,1,2,0,6,3,3,10,5,11,6,2,473
253,"PRIMARY SCHOOL BHOJPUR",402,324,0,726,322,165,0,487,487,0,18,246,205,2,0,0,0,0,0,1,0,1,2,9,1,2,487
254,"PRIMARY SCHOOL GHAGUIYA",369,290,0,659,249,111,0,360,360,0,2,232,119,0,0,0,0,1,1,0,0,0,2,1,1,1,360
255,"PRIMARY SCHOOL KUHERA",815,574,0,1389,519,243,0,762,762,0,46,395,278,3,2,0,1,0,5,0,0,5,5,10,9,3,762
256,"PRIMARY SCHOOL HAIDRABAD",270,239,0,509,162,164,0,326,326,0,173,104,42,0,0,0,0,0,0,1,0,1,0,1,1,3,326
257,"PRIMARY SCHOOL NEW BUILDING UDAIBHAANPUR",348,297,0,645,337,223,0,560,560,0,1,551,6,0,0,0,0,0,0,1,0,0,0,1,0,0,560
258,"JUNIOR HIGH SCHOOL R.NO.1 NANDRAULI",578,464,0,1042,325,176,0,501,501,0,15,371,91,1,0,1,0,3,0,0,1,0,1,1,8,8,501
259,"JUNIOR HIGH SCHOOL R.NO.2 NANDRAULI",741,535,0,1276,315,157,0,472,472,0,28,334,92,1,0,2,1,0,1,0,0,1,4,2,2,4,472
260,"PRIMARY SCHOOL MAIDAULI",845,617,0,1462,551,280,0,831,831,0,139,502,169,1,3,1,1,0,2,2,0,0,4,4,0,3,831
261,"PRIMARY SCHOOL SAINJNA",741,648,0,1389,387,269,0,656,656,0,251,367,25,1,1,1,1,0,0,0,1,3,1,0,1,3,656
262,"PRIMARY SCHOOL SAINJNA",462,359,0,821,251,176,0,427,427,0,276,92,40,1,1,0,0,0,0,0,0,3,0,1,1,12,427
263,"PRIMARY SCHOOL VIJUANAGLA",598,485,0,1083,415,316,0,731,731,0,68,350,284,1,5,1,0,1,1,3,1,4,6,3,0,3,731
264,"PRIMARY SCHOOL JAAFARPUR",526,385,0,911,416,261,0,677,677,0,24,466,162,1,2,0,1,1,1,2,0,0,6,3,4,4,677
265,"PRIMARY SCHOOL SHAHPUR",542,418,1,961,502,368,0,870,870,0,23,791,55,0,0,0,0,0,0,0,0,0,0,1,0,0,870
266,"PRIMARY SCHOOL KHERIYARUDRA",803,553,0,1356,644,303,0,947,947,0,7,771,152,1,1,1,0,0,3,0,1,2,4,2,1,1,947
267,"GIRLS SCHOOL ASADPUR",832,657,0,1489,547,343,0,890,890,0,85,526,252,0,0,3,0,2,3,1,0,2,3,2,4,7,890
268,"PRIMARY SCHOOL BHAUNANAGLA",675,484,0,1159,523,210,0,733,733,0,16,662,48,1,0,1,0,0,0,0,0,5,0,0,0,0,733
269,"PRIMARY SCHOOL R.NO.1 DAVTHARA SHYAM",611,422,0,1033,430,205,0,635,635,0,18,468,130,1,1,1,0,0,1,1,3,4,0,3,4,0,635
270,"PRIMARY SCHOOL R.NO.2 DAVTHARASHYAM",360,270,0,630,308,105,0,413,413,0,10,276,115,2,0,0,0,0,2,0,0,0,2,3,1,2,413
271,"PRIMARY SCHOOL SARAY BRAHIMAN",368,287,0,655,190,157,0,347,347,0,184,42,108,0,1,0,0,0,3,0,0,1,1,5,0,2,347
272,"JUNIOR HIGH SCHOOL R.NO.1 DAVTHARA HARKISHAN",426,300,0,726,229,136,0,365,365,0,90,100,157,3,1,1,0,0,0,0,1,1,2,7,0,2,365
273,"JUNIOR HIGH SCHOOL R.NO.2 DAVTHARA HARKISHAN",596,454,0,1050,413,226,0,639,639,0,6,443,166,1,2,0,0,0,1,2,1,1,2,1,5,8,639
274,"PRIMARY SCHOOL RIWARA",809,645,0,1454,426,232,0,658,658,0,77,214,338,2,4,3,1,3,3,0,1,5,1,0,3,3,658
275,"PRIMARY SCHOOL JHUKERA",660,502,0,1162,338,182,0,520,520,0,61,221,203,3,1,0,1,2,6,1,2,6,3,4,3,3,520
276,"PRIMARY SCHOOL R.NO.1 PUSAWALI",599,514,0,1113,294,181,0,475,475,0,26,312,128,1,1,0,2,0,0,0,1,0,1,1,0,2,475
277,"PRIMARY SCHOOL R.NO.2 PUSAWALI",554,434,0,988,285,165,0,450,450,0,11,267,137,3,2,0,2,1,7,0,0,1,6,1,3,9,450
278,"PRIMARY SCHOOL NEW BUILDING VILAASPUR",477,362,0,839,337,208,0,545,545,0,6,413,115,0,1,0,0,0,2,0,1,1,1,1,1,3,545
279,"PRIMARY SCHOOL R.NO.1 LOHAMAI",590,443,0,1033,345,256,0,601,601,0,10,337,223,5,1,1,0,2,0,0,0,10,3,2,4,3,601
280,"PRIMARY SCHOOL R.NO.2 LOHAMAI",289,233,0,522,159,74,0,233,233,0,12,201,14,0,0,0,0,0,0,0,0,2,1,0,0,3,233
281,"PRIMARY SCHOOL BAGHURRA KARIYAKHEDA",734,583,0,1317,559,389,0,948,948,0,28,815,87,2,0,4,0,0,0,1,2,0,2,3,2,2,948
282,"PRIMARY SCHOOL SIKRAURA BHOOD",435,338,0,773,288,177,0,465,465,0,13,373,67,1,0,0,0,1,1,0,1,0,2,3,3,0,465
283,"PRIMARY SCHOOL BABAKRPUR",629,436,0,1065,375,122,0,497,497,0,1,423,64,0,1,0,0,0,1,0,0,1,1,1,2,2,497
284,"PRIMARY SCHOOL LAAWAR",581,445,0,1026,371,223,0,594,594,0,49,340,187,0,0,0,1,1,1,1,2,2,1,5,0,4,594
285,"PRIMARY SCHOOL THANA",324,190,0,514,193,114,0,307,307,0,1,76,219,2,2,2,0,0,0,0,0,0,2,3,0,0,307
286,"PRIMARY SCHOOL NORTH PART PATARIYA",735,540,0,1275,537,334,0,871,871,0,10,515,310,2,3,3,0,1,1,0,3,8,2,4,4,5,871
287,"PRIMARY SCHOOL NANDPUR",409,320,0,729,270,141,0,411,411,0,3,149,233,2,4,0,0,0,3,0,0,2,4,6,3,2,411
288,"NEW PRIMARY SCHOOL ROOM NO.1 BANDRAI",771,589,0,1360,382,221,0,603,603,0,191,279,107,1,1,0,0,0,0,0,2,4,1,2,6,9,603
289,"PRIMARY SCHOOL SIKRAURA KHAADAR",599,467,0,1066,331,187,0,518,518,0,16,327,144,0,0,4,1,1,3,2,0,6,3,3,1,7,518
290,"PRIMARY SCHOOL R.NO.1 LEHRA NAGLA SHYAM",685,529,0,1214,391,208,0,599,599,0,11,287,273,1,2,1,2,1,5,0,0,0,4,9,2,1,599
291,"PRIMARY SCHOOL R.NO.2 LEHRA NAGLA SHYAM",639,438,0,1077,348,100,0,448,448,0,24,162,225,5,0,2,1,2,1,2,2,4,5,5,2,6,448
292,"PRIMARY SCHOOL DEEEPA NAGLA",461,369,0,830,254,149,0,403,403,0,8,80,290,6,1,0,0,1,3,1,2,5,1,2,1,2,403
293,"PRIMARY SCHOOL HARGOVINDPUR",616,504,0,1120,432,284,0,716,716,0,26,386,288,1,2,3,0,0,1,0,0,5,1,3,0,0,716
294,JA0INT0COLL.0R.NO.1JUNAWAI,613,531,0,1144,333,256,0,589,589,0,102,169,295,2,3,0,0,0,3,0,0,0,2,7,1,5,589
295,JA0INT0COLL.0R.NO.2JUNAWAI,469,380,0,849,245,168,0,413,413,0,30,177,196,1,0,1,0,0,1,0,1,0,2,1,1,2,413
296,"PRIMARY SCHOOL R.NO.1 AJIJPUR",596,493,0,1089,353,228,0,581,581,0,26,423,119,1,1,1,0,0,1,0,3,1,0,0,1,4,581
297,"PRIMARY SCHOOL R.NO.2 AJIJPUR",252,226,0,478,207,111,0,318,318,0,8,273,29,0,2,0,0,1,0,0,0,1,0,2,0,2,318
298,"PRIMARY SCHOOL KARIYAVAIN",603,479,0,1082,420,202,0,622,622,0,2,529,83,0,0,0,0,0,0,0,0,4,0,0,2,2,622
299,"PRIMARY SCHOOL R.NO.1 NAGLA AJMERI DAANDA",531,404,0,935,309,124,0,433,433,0,62,301,35,1,1,1,0,0,0,0,0,2,6,8,6,10,433
300,"PRIMARY SCHOOL R.NO.2 NAGLA AJMERI DAANDA",761,488,0,1249,398,102,0,500,500,0,20,401,41,3,1,3,1,3,0,1,1,2,4,6,5,8,500
301,"PRIMARY SCHOOL R.NO.1 AHROLA NAWAZI",709,532,0,1241,490,274,0,764,764,0,49,530,160,1,4,3,2,2,3,1,3,2,1,2,0,1,764
302,"PRIMARY SCHOOL R.NO.2 AHROLA NAWAZI",201,207,0,408,171,109,0,280,280,0,10,258,9,1,0,0,0,0,0,0,0,0,0,0,2,0,280
303,"PRIMARY SCHOOL BAJHANGI",374,285,0,659,267,189,0,456,456,0,0,429,22,2,0,0,0,0,0,0,0,1,1,1,0,0,456
304,"PRIMARY SCHOOL NEW BUILDING AHROLA NAUABAAD",593,416,0,1009,336,184,0,520,520,0,10,439,57,2,0,0,1,0,1,0,0,1,0,3,3,3,520
305,"JUNIOR HIGH SCHOOL R.NO.1 KAASHIPUR",705,521,0,1226,575,275,0,850,850,0,22,717,104,2,2,0,0,0,0,0,0,1,0,1,0,1,850
306,"JUNIOR HIGH SCHOOL R.NO.2 KAASHIPUR",629,493,0,1122,421,282,0,703,703,0,21,520,145,1,1,2,0,0,3,0,2,1,2,3,2,0,703
307,"PRIMARY SCHOOL R.NO.1 DHANIPUR",585,447,0,1032,336,158,0,494,494,0,4,260,221,3,1,0,1,0,2,0,1,0,0,1,0,0,494
308,"PRIMARY SCHOOL R.NO.2 DHANIPUR",334,289,0,623,229,180,0,409,409,0,11,286,110,0,0,1,0,0,0,0,0,0,0,0,1,0,409
309,"PRIMARY SCHOOL R.NO.1 DUWARI KALAAN",721,604,0,1325,192,343,0,535,535,0,42,304,145,1,2,1,1,2,3,2,2,4,6,6,8,6,535
310,"PRIMARY SCHOOL R.NO.2 DUWARI KALAAN",735,581,0,1316,346,180,0,526,526,0,59,396,46,1,3,2,1,4,0,0,0,2,4,1,7,0,526
311,"PRIMARY SCHOOL SAIMLA KARANPUR",338,267,0,605,188,115,0,303,303,0,53,211,33,3,1,1,0,0,0,0,0,0,0,0,0,1,303
312,"PRIMARY SCHOOL BAGHOYI",474,377,0,851,259,115,0,374,374,0,4,108,239,5,3,1,0,0,4,0,0,2,4,2,0,2,374
313,"PRIMARY SCHOOL LATEEFPUR DHEER",408,321,0,729,326,181,0,507,507,0,8,413,60,1,2,0,4,1,2,1,1,3,3,2,2,4,507
314,"YUG NIRMAAN VI0PEETH H.S.SCHOOL R.NO1 MADIKAVALI",495,389,0,884,255,120,0,375,375,0,5,273,84,3,0,0,0,0,2,1,0,1,2,2,1,1,375
315,"YUG NIRMAAN VI0PEETH H.S.SCHOOL R.NO.2 MADIKAVALI",491,416,0,907,276,159,0,435,435,0,7,343,78,0,0,0,0,1,2,2,0,0,1,1,0,0,435
316,"PRIMARY SCHOOL MADIKAVALI",410,350,0,760,282,127,0,409,409,0,2,161,238,0,1,0,1,0,0,0,2,0,0,2,0,2,409
317,"PRIMARY SCHOOL NEW BUILDING KHIRAKWARI TAPPA VAISYA",441,333,0,774,212,138,0,350,350,0,5,296,38,0,1,0,0,0,1,1,0,0,0,0,1,7,350
318,"PRIMARY SCHOOL KHIRAKWARI TAPPA VAISYA",469,357,0,826,293,171,0,464,464,0,42,314,76,3,1,0,1,4,1,1,1,3,3,6,4,4,464
319,"PRIMARY SCHOOL MAINDAWALI",287,210,0,497,142,90,0,232,232,0,7,156,57,0,0,0,0,1,0,0,2,2,1,1,0,5,232
320,"PRIMARY SCHOOL MAINGRA",259,189,0,448,171,99,0,270,270,0,1,241,27,0,0,0,0,0,0,0,0,0,0,1,0,0,270
321,"PRIMARY SCHOOL BHAVRU VARKHEDA LAXMIPUR",532,361,0,893,143,66,0,209,209,0,7,96,84,4,1,1,0,0,5,0,1,1,1,3,0,5,209
322,"PRIMARY SCHOOL RAGHUPUR PUKHTA",579,411,0,990,217,84,0,301,301,0,3,245,36,0,1,1,0,0,0,1,1,0,4,2,2,5,301
323,"PRIMARY SCHOOL R.NO.1 MITHANPUR",705,527,0,1232,471,268,0,739,739,0,148,358,198,1,3,2,0,1,2,1,0,4,4,8,2,7,739
324,"PRIMARY SCHOOL R.NO.2 MITHANPUR",539,377,0,916,231,113,0,344,344,0,44,201,84,1,1,2,0,0,1,0,0,1,4,3,1,1,344
325,"PRIMARY SCHOOL NEW BUILDING JALAALPUR TAPPA VAISYA",551,435,0,986,310,209,0,519,519,0,197,167,141,0,3,0,0,1,0,0,1,1,3,2,2,1,519
326,"PRIMARY SCHOOL SINGHAULA PUKHTA",422,284,0,706,299,178,0,477,477,0,5,449,11,0,2,0,0,1,0,1,0,1,3,0,3,1,477
327,"PRIMARY SCHOOL CHIRWARA",329,228,0,557,165,106,0,271,271,0,55,91,90,2,2,0,0,0,1,0,1,2,9,7,3,8,271
328,"PRIMARY SCHOOL NEW BUILDING PEERBAHADUR",496,396,0,892,246,123,0,369,369,0,99,166,79,2,1,1,0,2,5,1,2,2,0,4,1,4,369
329,"PRIMARY SCHOOL PARATPUR",342,245,0,587,230,150,0,380,380,0,15,356,7,0,0,0,0,0,0,1,0,0,1,0,0,0,380
330,"PRIMARY SCHOOL NAGLA KANSI MA0DUMAYAL",535,403,0,938,335,195,0,530,530,0,49,236,204,6,1,0,0,0,3,0,2,1,7,7,3,11,530
331,"KANYA JUNIOR HIGH SCHOOL GHONSLI RAJA",449,349,0,798,375,230,0,605,605,0,35,531,24,1,0,0,0,0,0,0,0,0,4,3,3,4,605
332,"PRIMARY SCHOOL GHONSLI ANURUDDH",884,642,0,1526,450,325,0,775,775,0,3,693,69,2,0,0,0,0,0,0,1,4,0,1,0,2,775
333,"PRIMARY SCHOOL GHONSLI VAHAN",632,471,0,1103,426,189,0,615,615,0,9,502,81,0,2,0,0,1,2,2,2,1,2,4,1,6,615
