"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
150,"P.S. CHAJJUPURA DOYAM ROOM 2",716,613,1,1330,515,466,0,981,981,0,5,25,394,358,166,0,0,3,1,2,6,2,1,5,4,4,1,0,4,981
151,"P.S. CHAJJUPURA DOYAM ROOM 1",232,172,0,404,154,105,0,259,259,0,2,2,16,37,184,0,0,0,1,1,7,2,1,1,0,2,0,0,3,259
152,"P.S. GOLAPADEY ORF SANDLIPUR ROOM 1",623,564,0,1187,495,419,0,914,914,0,0,10,62,641,188,1,0,0,0,0,8,0,1,0,0,0,0,0,3,914
153,"P.S. KHANPUR MUJJAFFARPUR ROOM 1",137,125,0,262,134,107,0,241,241,0,0,0,23,213,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,241
154,"P.S. MANPUR MUJJAFFARPUR ROOM 1",629,520,0,1149,426,430,0,856,856,0,3,1,46,287,452,3,3,3,1,0,39,2,2,0,3,2,1,3,5,856
155,"P.S. SALABA ROOM 2",564,518,0,1082,422,390,0,812,812,0,7,6,113,346,296,6,3,1,1,1,3,2,2,3,5,3,4,3,7,812
156,"P.S. SALABA ROOM 1",441,408,0,849,342,322,0,664,664,0,2,3,31,3,591,7,0,4,2,0,1,6,1,1,2,7,0,2,1,664
157,"P.S. MUSTAFAPUR MAJRA KHANDSAL ROOM 1",786,567,0,1353,545,431,0,976,976,0,3,3,16,37,839,10,1,1,0,1,51,3,1,3,2,4,0,1,0,976
158,"P.S. BIBIPUR ROOM 1",784,610,0,1394,508,343,0,851,851,0,7,4,14,94,704,5,1,3,2,3,5,1,1,1,3,3,0,0,0,851
159,"P.S. BIBIPUR ROOM 2",719,561,0,1280,503,401,0,904,904,0,1,10,31,25,813,2,2,0,0,0,2,3,1,4,2,7,0,1,0,904
160,"P.S. SARAYKHJOOR ROOM 1",631,543,0,1174,441,370,0,811,811,0,0,6,53,34,612,13,3,1,1,0,63,3,7,1,5,5,1,0,3,811
161,"P.S. SARAYKHJOOR ROOM 3",381,343,0,724,302,260,0,562,562,0,1,3,101,15,414,3,0,1,1,0,11,2,1,0,3,3,1,1,1,562
162,"P.S. SARAYKHJOOR ROOM 2",770,675,0,1445,556,477,0,1033,1033,0,9,5,127,56,710,6,1,4,1,1,93,0,3,5,2,2,3,2,3,1033
163,"P.S. SHAHPUR MUBARAKPUR ROOM 1",418,359,0,777,324,285,0,609,609,0,1,3,46,74,460,8,0,1,1,1,4,1,0,1,1,5,1,0,1,609
164,"P.S. LADAWALI ROOM 2",495,425,0,920,383,291,0,674,674,0,4,2,14,611,32,0,1,0,0,0,0,0,1,0,2,2,0,3,2,674
165,"P.S. LADAWALI ROOM 1",398,343,0,741,331,278,0,609,609,0,2,2,515,69,6,0,0,0,0,0,1,0,0,7,2,1,0,0,4,609
166,"P.S. LADAWALI ROOM 2",654,547,0,1201,519,436,0,955,955,0,4,6,286,628,7,1,1,0,0,2,0,1,2,4,6,3,1,0,3,955
167,"P.S. JAMALPUR MUNDA NANGL AROOM 1",425,352,0,777,288,261,0,549,549,0,3,2,15,260,243,3,2,0,0,1,4,2,1,1,5,1,2,1,3,549
168,"P.S. KUCHABALI ROOM 1",426,431,0,857,309,291,0,600,600,0,0,13,55,505,6,1,0,1,0,3,1,0,0,0,7,1,0,0,7,600
169,"P.S. KUDAMEERPUR ROOM 2",701,549,0,1250,514,428,0,942,942,0,1,12,444,225,70,0,3,4,1,3,169,1,2,6,0,0,1,0,0,942
170,"P.S. KUDAMEERPUR ROOM 1",237,198,0,435,165,134,0,299,299,0,5,0,110,160,17,0,0,0,0,0,0,3,0,2,1,0,0,1,0,299
171,"P.S. KUDAMEERPUR ROOM 3",339,297,0,636,279,250,0,529,529,0,0,2,237,255,20,1,1,0,0,1,2,3,1,0,1,1,1,0,3,529
172,"P.S. ANYARI ORF ALINAGAR ROOM 1",536,470,0,1006,427,378,0,805,805,0,1,4,625,142,7,2,0,0,0,3,0,2,3,5,1,1,2,3,4,805
173,"P.S. CHANGERI ROOM 1",670,543,0,1213,521,423,0,944,944,0,3,3,26,493,392,2,0,1,3,5,9,0,2,2,0,2,0,1,0,944
174,"P.S. CHANGERI ROOM 2",503,417,0,920,425,331,0,756,756,0,1,0,67,228,414,4,0,0,0,0,32,0,0,2,1,1,0,2,4,756
175,"P. S. DULHEPUR NUKAT CHANGERI ROOM 1",179,165,0,344,158,145,0,303,303,0,0,1,69,92,127,2,1,0,1,2,2,0,3,3,0,0,0,0,0,303
176,"P.S. MUNDALA MOHAMMAD PUR JMAPUR ROOM 1",564,477,0,1041,398,325,0,723,723,0,2,2,431,258,6,0,0,0,1,1,0,0,5,2,3,5,1,0,6,723
177,"P.S. MUNDALA MOHAMMAD PUR JMAPUR ROOM 2",525,420,0,945,366,319,0,685,685,0,1,6,48,410,193,0,1,1,0,1,9,3,1,1,5,0,1,2,2,685
178,"P.S. BARKHEDA BASANTPUR ORF DYANATHPUR ROOM 1",843,749,0,1592,667,551,0,1218,1218,0,5,4,591,406,163,1,2,1,3,4,10,3,2,7,2,5,3,0,6,1218
179,"P.S. GOPALPUR NATHTHA NANGLA ORF KOKARPUR ROOM 1",832,733,0,1565,538,539,0,1077,1077,0,1,3,310,287,405,5,1,3,1,1,22,1,2,6,7,8,3,3,8,1077
180,"K. P.S. GOPALPUR NATHTHA NANGLA ORF KOKARPUR ROOM 2",270,256,0,526,202,188,0,390,390,0,0,0,5,209,125,2,0,0,1,2,25,11,1,1,0,4,1,1,2,390
181,"P.S. MOHAMMADPUR DHYAN SINGH ROOM 1",535,440,0,975,444,348,0,792,792,0,4,5,245,481,9,2,0,0,4,3,0,10,5,6,3,3,2,2,8,792
182,"P.S. JEBDA ROOM 1",425,338,0,763,396,308,0,704,704,0,0,0,5,697,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,704
183,"SHANTI DEVI INTER COLLEGE  FATTEHPUR VISHNOI ROOM 1",751,670,0,1421,622,428,0,1050,1050,0,1,2,37,784,185,2,2,0,1,7,1,1,6,3,13,4,0,0,1,1050
184,"SHANTI DEVI INTER COLLEGE  FATTEHPUR VISHNOI ROOM 2",521,480,0,1001,408,303,0,711,711,0,1,2,33,574,58,2,2,1,0,1,0,24,4,2,3,1,1,0,2,711
185,"P.S. NAJRANA ROOM 1",302,301,0,603,280,273,0,553,553,0,0,1,42,467,27,2,1,1,1,0,5,0,0,1,2,0,0,0,3,553
186,"P.S. MALLEHPUR KHAIYYA ROOM 1",525,472,0,997,428,359,0,787,787,0,8,13,27,691,14,0,1,2,0,7,2,4,5,2,1,3,1,1,5,787
187,"P.S. NEMPTULLANAGAR URF MITHANPUR ROOM 1",560,442,0,1002,390,335,0,725,725,0,5,9,185,432,57,2,1,0,0,2,0,6,1,4,3,6,2,1,9,725
188,"P.S. FALEDA ISSAPUR ROOM 1",847,720,0,1567,672,511,0,1183,1183,0,5,7,421,660,29,4,2,1,0,3,2,6,5,14,9,8,0,2,5,1183
189,"P.S. MODHA ROOM 1",571,462,0,1033,464,339,0,803,803,0,2,4,19,697,48,2,1,0,1,4,0,1,4,3,6,1,5,0,5,803
190,"P.S. MODHA ROOM 3",357,314,0,671,305,229,0,534,534,0,0,1,91,405,4,1,1,2,0,3,1,1,4,3,6,1,0,1,9,534
191,"P.S. MODHA ROOM 2",634,524,0,1158,509,365,0,874,894,0,2,5,133,605,102,4,0,2,1,2,0,1,1,3,5,5,0,0,3,874
192,"P.S. MODHA ROOM 4",304,255,0,559,209,178,0,387,387,0,2,0,4,249,119,2,0,1,1,0,0,0,0,0,2,3,0,0,4,387
193,"P.S. MEHLAKPUR NIJAMPUR ROOM 1",611,521,0,1132,505,381,0,886,886,0,3,8,698,134,12,1,0,1,0,0,0,0,2,2,2,1,1,4,17,886
194,"P.S. MEHLAKPUR NIJAMPUR ROOM 2",588,519,0,1107,482,404,0,886,886,0,2,3,144,381,319,6,3,1,1,1,4,2,3,3,5,2,2,1,3,886
195,"P.S. UMRI ROOM 2",674,536,0,1210,463,310,0,773,773,0,1,7,55,532,158,0,1,1,1,1,1,0,4,0,2,6,0,0,3,773
196,"P.S. UMRI ROOM 1",251,208,0,459,198,153,0,351,351,0,2,1,18,8,313,2,0,0,0,0,5,0,0,0,1,0,0,0,1,351
197,"P.S. GINNOR DEH MAFI ROOM 1",419,366,0,785,296,268,0,564,564,0,0,0,226,324,1,0,0,0,0,1,0,2,2,3,0,2,0,1,2,564
198,"P.S. GAJGOLA NANAKBADI ROOM 1",404,334,0,738,305,251,0,556,556,0,2,24,337,168,1,1,1,1,1,0,0,0,0,5,1,1,1,1,11,556
199,"P.S. MANGUPURA ROOM 1",780,685,0,1465,545,475,0,1020,1020,0,3,8,482,319,162,1,1,3,3,0,4,2,1,4,3,10,4,1,9,1020
200,"P.S. MANGUPURA ROOM 3",324,251,0,575,260,151,0,411,411,0,3,4,40,217,120,0,1,0,0,3,6,0,3,3,4,4,1,0,2,411
201,"P.S. MANGUPURA ROOM 2",716,573,1,1290,441,355,0,796,796,0,1,9,14,138,593,5,0,0,0,0,14,8,0,0,1,2,1,0,10,796
202,"P.S. MANGUPURA ROOM 4",473,390,1,864,326,267,0,593,593,0,4,12,6,496,54,0,1,0,0,2,0,5,2,1,5,1,0,3,1,593
203,"P.S. MANOHARPUR ROOM 1",615,510,0,1125,485,368,0,853,853,0,2,4,538,253,31,1,0,0,0,2,1,0,0,5,3,2,4,2,5,853
204,"P.S. MANOHARPUR ROOM 2",662,527,0,1189,506,356,0,862,862,0,0,3,239,459,128,0,1,1,1,1,4,0,3,9,1,6,2,2,2,862
205,"P.S. MEHLAKPUR MAFI ROOM 3",595,459,0,1054,389,250,0,639,639,0,1,4,10,21,585,1,0,2,1,1,0,1,0,3,2,3,1,2,1,639
206,"P.S. MEHLAKPUR MAFI ROOM 1",421,314,0,735,267,184,0,451,451,0,0,2,19,1,417,0,1,0,1,0,2,1,0,1,0,1,2,1,2,451
207,"P.S. MEHLAKPUR MAFI ROOM 4",561,431,0,992,433,280,0,713,713,0,5,3,12,464,184,0,1,0,1,4,1,7,5,1,8,9,2,2,4,713
208,"P.S. MEHLAKPUR MAFI ROOM 2",492,365,0,857,344,234,0,578,578,0,3,3,102,281,155,2,1,0,1,0,7,11,1,1,3,4,0,0,3,578
209,"P.S. HASAMPUR GOPAL ROOM 1",729,637,0,1366,514,433,0,947,947,0,1,5,627,116,177,1,1,0,1,1,1,0,2,1,2,3,2,2,4,947
210,"P.S. BKENIYA ROOM 2",697,573,1,1271,488,389,0,877,877,0,0,22,279,114,447,1,1,0,0,1,1,0,0,1,5,2,0,1,2,877
211,"P.S. BKENIYA ROOM 1",278,227,0,505,185,160,0,345,345,0,2,10,2,38,280,1,0,0,0,0,3,3,0,2,1,1,1,1,0,345
212,"P.S. LODHIPUR RAJPOOT ROOM 1",683,626,0,1309,522,372,0,894,894,0,1,2,195,408,258,3,1,4,0,1,2,3,3,4,4,3,0,1,1,894
213,"P.S. LODHIPUR RAJPOOT ROOM 2",231,223,0,454,172,146,0,318,318,0,1,2,197,86,27,1,0,0,0,1,0,1,0,1,0,1,0,0,0,318
214,"P.S. NANGLA BALVEER ROOM 1",639,520,0,1159,456,372,0,828,828,0,4,3,252,142,398,4,1,0,0,0,3,2,1,2,1,3,2,2,8,828
215,"P.S. PALLUPURA GHOSI ROOM 1",712,609,0,1321,488,410,0,898,898,0,2,2,215,122,516,1,0,0,1,1,16,4,0,5,1,6,0,1,5,898
216,"P.S. PALLUPURA GHOSI ROOM 2",268,214,0,482,173,129,0,302,302,0,0,7,12,5,223,0,1,0,1,1,46,0,0,0,0,5,1,0,0,302
217,"P.S. GINDODA ROOM 1",377,299,0,676,280,218,0,498,498,0,2,38,257,183,6,2,0,1,0,0,0,0,1,1,3,0,0,0,4,498
218,"P.S. DHANUPURA ROOM 1",458,395,0,853,328,293,0,621,621,0,1,4,39,21,532,2,0,1,0,1,4,0,0,0,0,0,2,0,14,621
219,"P.S. BAGADPUR ROOM 1",982,638,0,1620,598,384,0,982,982,0,3,4,7,890,58,0,0,0,1,2,0,6,2,0,3,4,1,0,1,982
220,"P.S. BAGADPUR ROOM 2",803,597,0,1400,518,280,0,798,798,0,1,11,123,220,418,0,0,2,1,1,7,6,0,4,0,2,0,0,2,798
221,"J.H.S. GURETHA RO0M 1",454,450,0,904,385,344,0,729,729,0,3,3,137,499,58,0,1,1,2,4,0,4,0,5,4,4,1,0,3,729
222,"J.H.S. GURETHA RO0M 2",573,565,0,1138,472,422,0,894,894,0,3,3,32,781,44,0,2,1,1,2,1,1,4,2,10,2,1,3,1,894
223,"J.H.S. PAKBADA ROOM 1",349,317,0,666,214,170,0,384,384,0,0,2,2,197,170,1,0,0,3,0,2,0,1,0,2,3,0,0,1,384
224,"J.H.S. PAKBADA ROOM 2",753,578,0,1331,472,340,0,812,812,0,3,2,13,743,29,1,1,3,1,1,1,1,3,1,3,3,0,1,2,812
225,"J.H.S. PAKBADA ROOM 3",556,426,0,982,389,265,0,654,654,0,0,0,354,220,62,1,0,0,0,0,3,0,0,0,1,1,2,1,9,654
226,"J.H.S. PAKBADA ROOM 4",571,433,0,1004,375,240,0,615,615,0,0,2,153,291,140,1,0,1,1,0,13,0,2,2,1,0,1,1,6,615
227,"J.H.S. PAKBADA ROOM 5",722,643,0,1365,485,357,0,842,842,0,1,8,16,341,399,0,0,0,0,0,68,2,2,0,1,1,0,0,3,842
228,"J.H.S. PAKBADA ROOM 6",816,557,0,1373,486,221,0,707,707,0,2,13,13,17,616,8,2,0,1,1,29,0,1,0,2,0,0,0,2,707
229,"KISAN SEVA KENDRA ROOM 1",514,391,0,905,295,189,0,484,484,0,1,3,6,169,291,3,1,0,0,0,0,6,1,1,1,1,0,0,0,484
230,"J.H.S. PAKBADA ROOM 7",738,645,0,1383,480,380,0,860,860,0,3,16,14,247,546,14,2,1,0,1,5,1,2,0,4,2,1,1,0,860
231,"SEHKARI SAMITI PAKBDA ROOM 1",652,515,0,1167,414,292,0,706,706,0,3,4,7,370,307,3,0,1,2,2,2,1,1,1,1,1,0,0,0,706
232,"SEHKARI SAMITI PAKBDA ROOM 2",723,560,0,1283,438,272,0,710,710,0,2,9,17,84,582,3,0,2,0,0,2,6,0,0,0,2,0,0,1,710
233,"SEHKARI SAMITI PAKBDA ROOM 3",870,694,0,1564,384,262,0,646,646,0,0,8,9,26,577,3,0,0,0,1,16,0,0,2,0,2,0,1,1,646
234,"GRAM PACHAYAT BHABAN ROOM 3",589,463,0,1052,323,209,0,532,532,0,1,14,13,22,465,3,0,0,0,0,6,2,1,1,1,0,0,1,2,532
235,"SEHKARI SAMITI PAKBDA ROOM 4",478,361,0,839,293,196,0,489,489,0,0,9,13,81,359,5,1,0,1,2,3,0,0,0,10,4,0,0,1,489
236,"GRAM PACHAYAT BHABAN ROOM 4",765,599,0,1364,377,272,0,649,649,0,2,4,26,23,546,6,5,2,1,0,23,1,0,0,3,3,1,1,2,649
237,"ADARSH J.H.S. PAKBDA ROOM 1",458,329,0,787,248,158,0,406,406,0,0,3,2,30,364,1,0,0,0,0,3,2,0,0,0,0,0,0,1,406
238,"ADARSH J.H.S. PAKBDA ROOM 2",1007,753,0,1760,485,450,0,935,935,0,1,4,8,119,784,1,1,0,1,0,12,0,0,1,2,1,0,0,0,935
239,"ADARSH J.H.S. PAKBDA ROOM 3",810,583,0,1393,372,226,0,598,598,0,1,14,9,40,528,0,0,0,0,0,4,0,1,1,0,0,0,0,0,598
240,"ADARSH J.H.S. PAKBDA ROOM 4",439,292,0,731,228,131,0,359,359,0,0,5,5,3,338,1,0,0,0,1,2,1,0,1,0,1,0,1,0,359
241,"GRAM PANCHAYAT BHABAN PAKBDA ROOM 1",1127,813,0,1940,526,319,0,845,845,0,6,17,15,164,625,1,0,0,0,1,5,5,0,0,4,1,0,0,1,845
242,"GRAM PACHAYAT BHABAN PAKBDA ROOM 2",385,310,0,695,209,145,0,354,354,0,0,5,1,68,267,2,0,1,0,0,5,2,0,2,1,0,0,0,0,354
243,"J.H.S. SAMATHAL ROOM 1",933,676,0,1609,421,457,0,878,878,0,1,6,28,89,679,7,1,4,0,3,43,2,0,2,4,6,1,1,1,878
244,"J.H.S. SAMATHAL ROOM 3",346,261,0,607,250,189,0,439,439,0,2,0,67,305,34,0,0,1,1,2,4,2,0,1,8,7,0,1,4,439
245,"P.S. SAMATHAL ROOM 1",536,404,1,941,322,229,0,551,551,0,2,1,21,180,318,2,1,2,1,0,7,0,2,1,6,6,0,0,1,551
246,"J.H.S. SAMATHAL ROOM 2",429,351,0,780,278,224,0,502,502,0,0,3,155,183,151,2,0,0,0,1,3,1,0,1,0,2,0,0,0,502
247,"J.H.S DIDORA ROOM 2",627,457,0,1084,483,315,0,798,798,0,6,2,497,20,243,1,1,1,1,1,3,1,2,10,2,4,0,0,3,798
248,"J.H.S. DIDORA ROOM 1",392,307,0,699,301,211,0,512,512,0,1,1,235,6,254,3,0,2,0,0,0,0,0,5,0,0,4,0,1,512
249,"J.H.S. DIDORI ROOM 1",817,637,0,1454,614,449,0,1063,1063,0,4,3,605,215,209,2,1,0,0,0,2,4,1,3,5,2,1,0,6,1063
250,"J.H.S. CHOUDHARPUR ROOM 1",672,573,0,1245,515,385,0,900,900,0,0,5,20,571,264,3,3,2,1,2,1,5,6,1,12,2,0,1,1,900
251,"P.S. CHODHARPUR ROOM 2",660,468,0,1128,370,215,0,585,585,0,2,5,8,88,464,3,0,0,1,0,3,2,2,1,1,2,1,1,1,585
252,"P.S. SHAHALAMPUR ROOM 1",400,355,0,755,307,242,0,549,549,0,2,2,10,395,119,0,1,2,0,1,1,1,2,1,8,1,1,1,1,549
253,"P.S. SALEMPUR BANGAR ROOM 1",570,493,0,1063,437,332,0,769,769,0,4,6,9,697,36,0,0,0,0,3,0,2,4,1,5,0,0,1,1,769
254,"P.S. SIKANDARPUR ROOM 1",600,498,0,1098,292,220,0,512,512,0,5,9,18,328,142,0,0,2,0,1,0,3,1,0,3,0,0,0,0,512
255,"P.S. GYANPUR ROOM 1",389,334,0,723,287,237,0,524,524,0,1,11,47,434,17,1,1,0,1,1,1,3,3,0,3,0,0,0,0,524
256,"P.S. UTTAMPUR BEHLOLPUR ROOM 1",756,648,0,1404,575,465,0,1040,1040,0,4,3,475,297,201,1,0,1,1,7,6,2,3,13,4,4,1,1,16,1040
257,"P.S. KHADANA ROOM 1",739,632,0,1371,461,387,0,848,848,0,2,5,65,444,256,2,1,3,2,2,27,7,5,5,11,8,0,2,1,848
258,"P.S. KHADANA ROOM 2",356,308,0,664,171,149,0,320,320,0,3,1,5,264,6,1,0,0,1,1,1,4,8,2,9,6,2,1,5,320
259,"P.S. RASOOLPUR SUNBATI ROOM 1",688,560,0,1248,501,383,0,884,884,0,1,20,454,368,2,3,0,0,1,1,0,1,9,6,3,5,0,3,7,884
260,"P.S. SERUA DHARAMPUR ROOM 1",643,543,0,1186,472,380,0,852,852,0,0,7,378,411,21,0,1,1,0,0,1,0,3,4,5,2,0,7,11,852
261,"P.S. SERUA DHARAMPUR ROOM 2",726,639,0,1365,534,424,0,958,958,0,2,7,59,808,45,1,0,2,1,2,2,3,9,1,8,3,1,1,3,958
262,"P.S. AGWANPUR ROOM 1",714,572,0,1286,485,395,0,880,880,0,1,10,15,20,817,1,0,0,0,1,0,0,0,0,1,4,6,1,3,880
263,"P.S. AGWANPUR ROOM 4",349,260,0,609,220,160,0,380,380,0,0,5,13,7,343,3,0,0,0,0,3,1,1,0,0,3,0,1,0,380
264,"P.S. AGWANPUR ROOM 2",883,716,0,1599,593,420,0,1013,1013,0,0,16,31,100,822,7,0,0,0,1,4,3,1,3,8,12,1,0,4,1013
265,"P.S. AGWANPUR ROOM 3",918,744,0,1662,523,414,0,937,937,0,3,29,27,249,604,2,1,1,1,0,3,0,3,1,4,8,0,0,1,937
266,"K.J.H.S. AGWANPUR ROOM 2",922,648,0,1570,464,316,0,780,780,0,0,40,46,88,585,4,0,0,0,0,11,2,0,0,1,3,0,0,0,780
267,"K.J.H.S. AGWANPUR ROOM 3",752,603,0,1355,429,330,0,759,759,0,3,16,5,429,274,1,0,0,0,1,9,3,1,2,2,5,0,1,7,759
268,"P.S. AGWANPUR PACHMI ROOM 4",747,619,0,1366,433,314,0,747,747,0,3,17,40,257,416,0,0,0,0,1,7,0,0,1,1,1,0,0,3,747
269,"P.S. AGWANPUR PACHMI ROOM 2",351,301,0,652,214,172,0,386,386,0,2,6,9,58,293,3,0,1,1,0,8,0,2,0,1,0,0,0,2,386
270,"P.S. AGWANPUR PACHMI ROOM 5",704,517,0,1221,462,308,0,770,770,0,2,18,143,186,360,1,1,1,1,0,30,0,3,6,6,9,0,0,3,770
271,"P.S. AGWANPUR PACHMI ROOM 3",376,312,0,688,207,143,0,350,350,0,0,4,181,49,103,1,0,0,0,0,5,0,0,2,2,2,0,0,1,350
272,"K.J.H.S. AGWANPUR ROOM 4",753,641,0,1394,443,336,0,779,779,0,1,43,102,142,466,4,0,3,0,0,5,2,0,0,2,5,0,2,2,779
273,"K.J.H.S. AGWANPUR ROOM 1",663,521,0,1184,426,319,0,745,745,0,3,14,336,144,218,3,0,0,0,0,0,1,0,7,1,10,3,1,4,745
274,"P.B. AHMADPUR AANADPUR ROOM 1",550,488,0,1038,374,319,0,693,693,0,3,13,34,161,455,2,0,0,0,0,15,1,2,2,2,0,1,1,1,693
275,"P.B. ADAMPUR ROOM 1",493,406,0,899,297,295,0,592,592,0,2,3,158,14,366,2,0,0,0,1,35,2,0,2,1,4,1,0,1,592
276,"P.B. BASABANPUR ROOM 1",481,421,0,902,347,274,0,621,621,0,1,56,71,60,392,1,0,0,0,4,7,1,4,4,9,6,0,2,3,621
277,"J.H.S. BAHEDI BRAHAMNAN ROOM 1",584,486,0,1070,350,224,0,574,574,0,3,19,66,5,465,1,0,2,0,0,6,0,0,3,0,0,3,1,0,574
278,"J.H.S. BAHEDI BRAHAMNAN ROOM 3",455,371,0,826,286,172,0,458,458,0,0,11,170,25,239,0,1,0,0,1,5,0,0,1,0,1,0,3,1,458
279,"J.H.S. BAHEDI BRAHAMNAN ROOM 2",876,705,0,1581,560,374,0,934,934,0,6,27,127,406,324,1,2,2,2,2,5,4,6,2,7,3,1,1,6,934
280,"P.B. GAJROLA SHAID ROOM 1",762,605,0,1367,537,446,0,983,983,0,1,16,51,38,814,3,0,6,4,4,24,1,1,4,7,6,3,0,0,983
281,"P.B. GAJROLA SHAID ROOM 2",337,283,0,620,262,244,0,506,506,0,2,15,10,3,451,0,1,1,0,0,20,2,0,0,0,1,0,0,0,506
282,"P.B. MIRJAPUR KARIMUDDIN ROOM 1",698,580,0,1278,469,408,0,877,877,0,1,4,94,80,665,5,1,0,0,1,7,3,2,5,3,2,0,0,4,877
283,"P.S. NEHTORA ROOM 1",429,416,0,845,368,294,0,662,662,0,1,52,136,31,406,4,1,0,1,1,9,2,2,4,0,7,1,2,2,662
284,"P.B. MANSOORPUR ROOM 1",626,537,0,1163,453,366,0,819,819,0,5,10,31,29,581,7,1,3,3,0,126,4,1,6,5,6,1,0,0,819
285,"P.B. HIMAYUPUR ROOM 1",545,506,0,1051,444,410,0,854,854,0,3,4,254,551,3,2,2,1,1,2,1,1,5,6,8,1,3,4,2,854
286,"P.B. DHARAK NANGLA ROOM 1",674,596,0,1270,475,406,0,881,881,0,3,10,273,277,266,4,0,1,2,1,1,0,2,6,2,2,4,3,24,881
287,"P.B. SADARPUR ROOM 1",478,380,0,858,305,266,0,571,571,0,1,2,181,95,270,1,2,2,2,0,2,0,1,3,1,0,2,1,5,571
288,"P.B. MAHESHPUR ROOM 1",419,334,0,753,312,239,0,551,551,0,1,1,99,441,2,0,0,1,0,0,0,1,0,2,1,1,0,0,1,551
289,"P.B. MANPUR SABIT ROOM 1",776,663,0,1439,452,421,0,873,873,0,0,8,150,9,680,3,3,1,0,1,2,0,4,4,1,3,2,1,1,873
290,"P.B. MANPUR SABIT ROOM 2",190,170,0,360,123,110,0,233,233,0,0,1,4,171,52,1,0,0,1,0,0,0,0,0,3,0,0,0,0,233
291,"P.B. GULIDYA MAFI ROOM 2",708,492,0,1200,539,319,0,858,858,0,1,11,117,38,661,8,0,0,0,0,7,0,1,2,0,1,0,2,9,858
292,"P.B. GULIDYA MAFI ROOM 1",296,231,0,527,231,192,0,423,423,0,1,5,41,81,271,5,2,0,0,0,4,2,0,1,0,2,1,1,6,423
293,"P.B. PILAKPUR SHYORAM ROOM 1",612,483,0,1095,438,349,0,787,787,0,1,9,30,431,301,3,0,1,2,2,0,0,2,0,1,1,0,0,3,787
294,"P.B. GOVINDPUR ROOM 1",277,250,0,527,228,181,0,409,409,0,0,0,1,370,33,1,0,0,0,0,0,0,0,0,3,0,0,0,1,409
295,"P.B. KUAKHEDA MAFI ROOM 1",400,332,0,732,303,201,0,504,504,0,1,6,58,143,291,2,0,0,0,0,1,0,0,0,0,1,0,1,0,504
296,"P.B. MILAK AMAWATI ROOM 1",732,681,0,1413,513,462,0,975,975,0,1,4,251,550,132,2,0,1,1,1,6,3,4,3,4,4,2,1,5,975
297,"P.B. MEBLA ROOM 1",138,145,0,283,127,134,0,261,261,0,0,1,28,222,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,261
298,"P.B. BAKARPUR ATAYAN ROOM 1",718,621,0,1339,521,425,0,946,946,0,4,6,67,108,724,7,1,2,0,2,5,1,0,1,1,3,3,3,8,946
299,"P.B. MANKUA MAKSOODPUR ROOM 1",798,702,0,1500,507,594,0,1101,1101,0,2,3,189,299,516,3,1,3,1,4,62,0,0,6,7,2,1,1,1,1101
300,"P.B. MUDIYA MOHINUDDINPUR ROOM 1",591,472,0,1063,422,341,0,763,763,0,1,4,99,314,308,1,0,0,3,2,12,2,3,6,5,1,0,1,1,763
301,"P.B. SIDARUNAJARPUR ROOM 1",1066,786,0,1852,568,433,0,1001,1001,0,5,26,117,101,727,2,4,0,0,0,4,2,1,1,2,5,2,1,1,1001
302,"P.B. SIDARUNAJARPUR ROOM 2",237,191,0,428,125,99,0,224,224,0,0,4,8,27,177,0,0,0,0,2,2,0,0,0,2,1,1,0,0,224
303,"P.B. SIDARUNAJARPUR ROOM 3",869,694,0,1563,509,418,0,927,927,0,2,10,98,75,690,3,1,0,1,4,23,0,1,0,5,7,3,2,2,927
304,"P.B. SALEMSARAY ROOM 1",782,617,0,1399,655,480,0,1135,1135,0,1,1,132,313,655,7,2,3,0,2,3,0,5,3,3,4,0,0,1,1135
305,"P.B. SALEMSARAY ROOM 2",617,525,0,1142,443,397,0,840,840,0,3,3,185,153,466,2,0,0,3,0,2,1,4,2,2,4,2,1,7,840
306,"P.B. CHATKALI ROOM 1",630,528,0,1158,444,394,0,838,838,0,2,5,74,76,654,8,2,1,0,0,4,0,3,1,3,4,0,0,1,838
