"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
125,"MAHARANA PRATAP EDUCATION CENTER SATYAM VIHAR ROOM NO.7",686,595,0,1281,373,331,0,704,652,0,70,508,68,12,0,33,0,0,0,1,0,2,0,1,0,0,0,0,9,704
126,"MAHARANA PRATAP EDUCATION CENTER SATYAM VIHAR ROOM NO.8",834,680,0,1514,356,306,0,662,540,0,79,470,52,37,0,16,0,0,0,0,0,5,0,0,0,0,0,1,2,662
127,"MAHARANA PRATAP EDUCATION CENTER SATYAM VIHAR ROOM NO.9",930,810,0,1740,460,414,0,874,777,0,85,619,86,42,0,31,0,0,2,0,0,4,0,0,0,2,0,1,2,874
128,"MAHARANA PRATAP EDUCATION CENTER SATYAM VIHAR ROOM NO.10",861,667,0,1528,378,306,0,684,121,0,92,480,65,22,0,20,0,0,1,1,0,0,0,0,0,1,0,0,2,684
129,"MAHARANA PRATAP EDUCATION CENTER SATYAM VIHAR ROOM NO.11",699,604,0,1303,348,309,0,657,583,0,84,444,73,18,0,30,0,0,0,0,0,2,0,1,3,0,0,1,1,657
130,"MAHARANA PRATAP EDUCATION CENTER SATYAM VIHAR ROOM NO.12",747,613,0,1360,377,311,0,688,461,0,60,540,49,16,0,16,1,0,0,0,0,0,0,1,3,0,0,1,1,688
131,"MAHARANA PRATAP EDUCATION CENTER INDRAPURI ROOM NO.1",700,555,0,1255,400,228,0,628,500,0,35,461,71,42,0,12,0,0,0,0,0,0,0,0,1,1,0,2,3,628
132,"MAHARANA PRATAP EDUCATION CENTER INDRAPURI ROOM NO.2",556,441,0,997,317,234,0,551,550,0,30,399,64,44,0,10,1,0,0,0,0,0,0,0,0,1,1,0,1,551
133,"MAHARANA PRATAP EDUCATION CENTER INDRAPURI ROOM NO.3",1056,885,0,1941,499,399,0,898,839,0,89,667,71,47,0,19,1,0,0,0,0,0,0,0,0,0,0,1,3,898
134,"MAHARANA PRATAP EDUCATION CENTER INDRAPURI ROOM NO.4",490,423,0,913,227,190,0,417,356,0,56,294,32,20,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,417
135,"CHILDREN CARE HS.SECONDRY SCHOOL INDRAPURI  VINAYAKPUR ROOM NO.1",696,564,0,1260,425,305,0,730,427,0,74,529,52,53,1,10,0,0,0,0,1,2,1,0,1,0,1,3,2,730
136,"CHILDREN CARE HS.SECONDRY SCHOOL INDRAPURI  VINAYAKPUR ROOM NO.2",497,456,0,953,272,221,0,493,430,0,37,353,56,29,0,7,0,0,0,0,0,1,0,1,0,0,0,8,1,493
137,"CHILDREN CARE HS.SECONDRY SCHOOL INDRAPURI  VINAYAKPUR ROOM NO.3",539,423,0,962,281,211,0,492,442,0,53,362,44,20,0,7,0,1,0,0,0,0,1,1,0,2,0,0,1,492
138,"CHILDREN CARE HS.SECONDRY SCHOOL INDRAPURI  VINAYAKPUR ROOM NO.4",894,696,0,1590,339,313,0,652,632,0,50,491,59,23,0,15,0,0,1,0,0,0,2,0,2,5,0,0,4,652
139,"SENT FRANSIS ASHISHI SCHOOL N BLOCK TULSI NAGAR KAKADEV KANPUR R.NO.1",481,408,0,889,222,154,0,376,316,0,5,322,20,17,0,3,0,1,0,0,0,0,0,1,1,1,2,3,0,376
140,"SENT FRANSIS ASHISHI SCHOOL N BLOCK TULSI NAGAR KAKADEV KANPUR R.NO.2",393,314,0,707,222,136,0,358,299,0,13,269,34,26,0,2,0,0,0,0,0,2,0,0,3,0,2,7,0,358
141,"SENT FRANSIS ASHISHI SCHOOL N BLOCK TULSI NAGAR KAKADEV KANPUR R.NO.3",542,424,0,966,299,231,0,530,437,0,26,387,81,16,0,1,1,0,1,9,0,0,1,1,2,0,0,0,4,530
142,"SENT FRANSIS ASHISHI SCHOOL N BLOCK TULSI NAGAR KAKADEV KANPUR R.NO.4",306,241,0,547,197,140,0,337,333,0,8,281,23,14,2,2,1,0,0,0,0,0,1,0,1,0,0,2,2,337
143,"SENT FRANSIS ASHISHI SCHOOL N BLOCK TULSI NAGAR KAKADEV KANPUR R.NO.5",753,605,0,1358,462,340,0,802,602,0,81,499,176,29,0,7,0,0,0,0,0,0,0,0,2,3,2,2,1,802
144,"PRABHAT PUBLIC CI.SE.SCHOOL R.S.PURAM SARVODAYA NAGAR KANPUR ROOM NO.1",428,364,0,792,224,185,0,409,313,0,20,313,45,20,0,4,0,0,0,0,0,0,2,0,1,0,0,1,3,409
145,"PRABHAT PUBLIC CI.SE.SCHOOL R.S.PURAM SARVODAYA NAGAR KANPUR ROOM NO.2",467,404,0,871,254,209,0,463,320,0,32,351,30,36,1,5,0,0,0,0,0,0,1,0,1,1,0,2,3,463
146,"PRABHAT PUBLIC CI.SE.SCHOOL R.S.PURAM SARVODAYA NAGAR KANPUR ROOM NO.3",519,438,0,957,298,235,0,533,213,0,19,418,60,15,0,2,0,0,0,1,2,0,2,2,1,2,1,4,4,533
147,"PRABHAT PUBLIC CI.SE.SCHOOL R.S.PURAM SARVODAYA NAGAR KANPUR ROOM NO.4",368,323,0,691,201,153,0,354,347,10,10,296,25,10,0,9,0,0,1,0,0,0,0,0,1,0,0,2,0,354
148,"PRABHAT PUBLIC CI.SE.SCHOOL R.S.PURAM SARVODAYA NAGAR KANPUR ROOM NO.5",799,704,0,1503,436,359,0,795,52,0,77,602,73,26,0,10,0,0,0,1,0,2,0,0,3,1,0,0,0,795
149,"PRABHAT PUBLIC CI.SE.SCHOOL R.S.PURAM SARVODAYA NAGAR KANPUR ROOM NO.6",691,572,0,1263,272,234,0,506,45,0,27,380,57,22,0,13,0,0,0,0,0,0,0,0,0,1,0,4,2,506
150,"NAGAR NIGAM MAHILA I. COLLAGE SARVODAYA NAGAR ROOM NO.1",639,486,0,1125,254,173,0,427,300,0,52,330,26,8,0,7,0,0,0,1,0,0,0,0,1,0,0,1,1,427
151,"NAGAR NIGAM MAHILA I. COLLAGE SARVODAYA NAGAR ROOM NO.2",409,343,0,752,222,159,0,381,368,0,156,151,62,2,0,3,0,0,1,0,0,0,0,1,2,1,0,1,1,381
152,"NAGAR NIGAM MAHILA I. COLLAGE SARVODAYA NAGAR ROOM NO.3",557,447,0,1004,250,202,0,452,350,0,38,356,39,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,452
153,"NAGAR NIGAM MAHILA I. COLLAGE SARVODAYA NAGAR ROOM NO.4",577,497,0,1074,290,243,0,533,345,0,9,428,39,28,0,20,1,0,2,0,0,1,1,0,0,1,0,0,3,533
154,"NAGAR NIGAM MAHILA I. COLLAGE SARVODAYA NAGAR ROOM NO.5",644,511,0,1155,299,232,0,531,55,0,46,392,56,24,0,4,0,0,0,1,1,1,1,0,1,2,0,1,1,531
155,"NAGAR NIGAM MAHILA I. COLLAGE SARVODAYA NAGAR ROOM NO.6",483,436,0,919,242,208,0,450,446,0,21,360,35,13,0,7,1,0,1,0,0,0,0,2,5,2,1,0,2,450
156,"NAGAR NIGAM MAHILA I. COLLAGE SARVODAYA NAGAR ROOM NO.7",775,703,0,1478,388,331,0,719,436,0,114,431,95,55,0,8,0,0,1,1,0,0,1,1,3,3,2,2,2,719
157,"DR.VIRENDRA SWRAOOP NAGAR EDUCATION CENTER SHARDA NAGAR VINAYAKPUR R.NO.1",557,473,0,1030,242,203,0,445,421,346,22,346,32,33,1,4,0,0,0,0,0,0,1,1,0,0,0,3,2,445
158,"DR.VIRENDRA SWRAOOP NAGAR EDUCATION CENTER SHARDA NAGAR VINAYAKPUR R.NO.2",660,488,0,1148,394,247,0,641,616,0,90,440,46,53,0,4,0,0,0,0,1,0,1,0,1,2,0,0,3,641
159,"DR.VIRENDRA SWRAOOP NAGAR EDUCATION CENTER SHARDA NAGAR VINAYAKPUR R.NO.3",804,688,0,1492,461,337,0,798,798,0,53,581,101,36,0,14,1,1,0,0,0,0,1,0,1,3,0,5,1,798
160,"DR.VIRENDRA SWRAOOP NAGAR EDUCATION CENTER SHARDA NAGAR VINAYAKPUR R.NO.4",664,536,0,1200,319,265,0,584,481,0,19,452,54,34,0,21,0,0,0,0,0,0,0,1,0,0,0,0,3,584
161,"DR.VIRENDRA SWRAOOP NAGAR EDUCATION CENTER SHARDA NAGAR VINAYAKPUR R.NO.5",382,285,0,667,153,87,0,240,225,0,35,156,30,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,240
162,"DR.VIRENDRA SWRAOOP NAGAR EDUCATION CENTER SHARDA NAGAR VINAYAKPUR R.NO.6",478,363,0,841,266,185,0,451,173,0,42,317,47,17,0,11,0,0,0,0,2,0,0,3,2,0,0,2,8,451
163,"DR.VIRENDRA SWRAOOP NAGAR EDUCATION CENTER SHARDA NAGAR VINAYAKPUR R.NO.7",721,647,0,1368,367,305,0,672,630,0,65,468,86,28,1,20,0,1,0,0,1,0,0,0,0,0,1,0,1,672
164,"DR.VIRENDRA SWRAOOP NAGAR EDUCATION CENTER SHARDA NAGAR VINAYAKPUR R.NO.8",876,705,0,1581,404,301,0,705,640,0,41,559,52,27,0,17,0,1,0,0,0,1,0,0,0,1,0,2,4,705
165,"J.D. MEMORIAL JU.HA. SCHOOL GEETA NAGAR ROOM.NO.1",692,633,0,1325,402,225,0,627,605,0,68,424,66,43,0,18,0,1,0,0,1,0,1,0,0,3,1,0,1,627
166,"BHAGWANTI EDUCATION CENTER SHARDA NAGAR ROOM NO.1",543,476,0,1019,209,185,0,394,200,0,12,313,27,28,0,7,0,0,0,0,0,3,0,0,0,0,0,0,4,394
167,"BHAGWANTI EDUCATION CENTER SHARDA NAGAR ROOM NO.2",459,410,0,869,228,200,0,428,409,0,38,253,38,74,1,16,0,0,1,0,0,1,0,1,2,0,1,0,2,428
168,"BHAGWANTI EDUCATION CENTER SHARDA NAGAR ROOM NO.3",681,566,0,1247,272,208,0,480,459,0,93,251,54,58,1,16,0,0,0,0,0,0,0,0,1,4,0,1,1,480
169,"J.D. MEMORIAL JU.HA. SCHOOL GEETA NAGAR ROOM.NO.2",685,617,0,1302,389,319,0,708,65,0,21,573,68,16,0,22,0,0,0,0,0,0,0,0,0,2,0,0,6,708
170,"MAUNT CORMEL SCHOOL SHARDA NAGAR ROOM NO.1",595,487,0,1082,309,250,0,559,559,0,19,365,98,51,0,21,0,0,2,0,0,0,0,0,0,0,0,1,2,559
171,"MAUNT CORMEL SCHOOL SHARDA NAGAR ROOM NO.2",868,701,0,1569,382,331,0,713,300,0,41,473,80,77,0,33,0,0,0,0,0,2,0,2,1,2,0,2,0,713
172,"MAUNT CORMEL SCHOOL SHARDA NAGAR ROOM NO.3",876,782,0,1658,334,277,0,611,300,0,44,447,63,40,0,12,0,0,0,0,0,0,0,0,0,2,0,0,3,611
173,"MAUNT CORMEL SCHOOL SHARDA NAGAR ROOM NO.4",445,404,0,849,228,207,0,435,267,314,22,314,67,29,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,435
174,"MAUNT CORMEL SCHOOL SHARDA NAGAR ROOM NO.5",429,377,0,806,180,156,0,336,334,0,35,240,35,21,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,336
175,"A.M.P. HIGHER SECONDRY SCHOOL GEETA NAGAR ROOM NO. 1",693,593,0,1286,269,237,0,506,500,0,165,219,72,34,0,9,0,0,0,0,0,1,0,1,2,1,1,0,1,506
176,"A.M.P. HIGHER SECONDRY SCHOOL GEETA NAGAR ROOM NO. 2",418,385,0,803,192,149,0,341,281,0,74,193,46,16,1,5,0,1,0,0,1,0,1,0,0,0,1,0,2,341
177,"JIGYASU BALIKA I. COLLAGE VRSAITPUR ROOM NO.1",638,441,0,1079,337,229,0,566,383,0,48,176,36,289,2,3,0,0,0,1,0,2,1,1,0,1,0,3,3,566
178,"JIGYASU BALIKA I. COLLAGE VRSAITPUR ROOM NO.2",477,391,0,868,283,206,0,489,121,0,44,251,41,136,0,11,0,0,0,0,0,0,0,1,0,1,0,0,4,489
179,"JIGYASU BALIKA I. COLLAGE VRSAITPUR ROOM NO.3",510,363,0,873,193,109,0,302,190,0,21,208,18,43,0,4,0,0,0,0,1,0,2,0,1,1,0,1,2,302
180,"JIGYASU BALIKA I. COLLAGE VRSAITPUR ROOM NO.4",1080,836,0,1916,568,352,0,920,835,0,107,560,74,136,2,16,0,0,0,2,0,1,2,1,7,6,0,2,4,920
181,"JIGYASU BALIKA I. COLLAGE VRSAITPUR ROOM NO.5",776,618,0,1394,386,279,0,665,602,0,78,405,39,121,0,4,1,0,0,2,1,0,4,0,3,0,1,3,3,665
182,"JAI NARAYAN VIDHYA MANDIR VIKAS NAGAR ROOM NO. 1",486,462,0,948,240,232,0,472,412,0,61,315,43,23,0,22,0,0,0,0,0,0,1,0,0,2,1,4,0,472
183,"JAI NARAYAN VIDHYA MANDIR VIKAS NAGAR ROOM NO. 2",745,620,0,1365,376,350,0,726,715,0,25,607,37,34,0,19,0,0,0,0,0,0,1,0,0,0,0,0,3,726
184,"JAI NARAYAN VIDHYA MANDIR VIKAS NAGAR ROOM NO. 3",501,511,0,1012,353,342,0,695,670,0,26,597,33,16,0,16,1,0,0,0,0,0,1,1,0,0,0,0,4,695
185,"JAI NARAYAN VIDHYA MANDIR VIKAS NAGAR ROOM NO. 4",778,696,0,1474,413,397,0,810,762,0,34,643,56,32,1,37,0,0,0,1,0,0,0,0,1,0,0,0,5,810
186,"JAI NARAYAN VIDHYA MANDIR VIKAS NAGAR ROOM NO. 5",751,662,0,1413,383,352,0,735,731,0,32,603,50,25,0,21,0,1,0,0,0,0,0,1,0,1,0,1,0,735
187,"JAI NARAYAN VIDHYA MANDIR VIKAS NAGAR ROOM NO. 6",682,640,0,1322,368,346,0,714,706,0,19,612,44,16,0,15,0,0,0,0,0,0,0,0,2,0,0,2,4,714
188,"JUGALDEVI SARASWATI VIDHYA MANDIR I.COLLAGE DEENDAYAL NAGAR KANPUR R.NO.1",567,459,0,1026,259,260,0,519,519,0,51,324,77,41,0,11,0,0,0,0,2,0,3,1,3,4,0,0,2,519
189,"JUGALDEVI SARASWATI VIDHYA MANDIR I.COLLAGE DEENDAYAL NAGAR KANPUR R.NO.2",335,265,0,600,191,131,0,322,320,0,25,222,43,19,0,8,1,0,0,0,0,0,1,1,0,0,0,1,1,322
190,"JUGALDEVI SARASWATI VIDHYA MANDIR I.COLLAGE DEENDAYAL NAGAR KANPUR R.NO.3",733,579,0,1312,383,261,0,644,631,0,53,364,131,67,1,10,0,0,2,0,0,1,4,1,0,1,1,3,5,644
191,"JUGALDEVI SARASWATI VIDHYA MANDIR I.COLLAGE DEENDAYAL NAGAR KANPUR R.NO.4",465,383,0,848,264,218,0,482,434,0,24,318,80,34,0,14,0,0,0,0,0,1,1,0,1,0,0,2,7,482
192,"JUGALDEVI SARASWATI VIDHYA MANDIR I.COLLAGE DEENDAYAL NAGAR KANPUR R.NO.5",624,520,0,1144,177,137,0,314,165,0,58,157,61,20,0,5,0,0,0,0,0,0,0,0,1,0,2,7,3,314
193,"JUGALDEVI SARASWATI VIDHYA MANDIR I.COLLAGE DEENDAYAL NAGAR KANPUR R.NO.6",785,663,1,1449,384,241,0,625,601,0,106,318,133,42,1,9,0,0,2,0,1,0,2,0,6,2,1,1,1,625
194,"JUGALDEVI SARASWATI VIDHYA MANDIR I.COLLAGE DEENDAYAL NAGAR KANPUR R.NO.7",782,636,0,1418,342,288,0,630,609,0,61,484,40,25,0,10,0,0,0,0,1,0,1,0,1,2,0,1,4,630
195,"JUGALDEVI SARASWATI VIDHYA MANDIR I.COLLAGE DEENDAYAL NAGAR KANPUR R.NO.8",819,661,0,1480,486,206,0,692,429,0,48,503,71,25,1,38,0,0,0,0,0,0,0,0,0,1,0,1,4,692
196,"AVINASHI BHOLE BABA VIDHYA MANDIR ROOM NO.1",798,579,0,1377,368,217,0,585,502,0,87,348,43,77,0,12,0,2,1,2,0,4,1,1,2,4,0,1,0,585
197,"AVINASHI BHOLE BABA VIDHYA MANDIR ROOM NO.2",764,589,0,1353,282,162,0,444,223,0,103,276,23,26,0,7,0,0,1,0,0,0,2,1,2,2,0,1,0,444
198,"AVINASHI BHOLE BABA VIDHYA MANDIR ROOM NO.3",504,412,0,916,244,171,0,415,401,0,60,300,18,23,0,11,0,0,0,0,0,0,0,0,0,0,0,1,2,415
199,"SARASWATI MODEL SCHOOL KHYORA BANGAR ROOM NO.1",770,587,0,1357,396,315,0,711,689,0,72,471,64,76,0,11,1,0,1,1,0,1,1,1,2,0,2,6,1,711
200,"SARASWATI MODEL SCHOOL KHYORA BANGAR ROOM NO.2",677,532,0,1209,322,260,0,582,562,0,53,424,35,45,1,17,1,1,0,1,0,0,0,0,1,1,0,1,1,582
201,"PRA.PA. BALAK JAGESHWAR MANDIR KHYORA BANGAR ROOM.NO.1",628,462,0,1090,290,200,0,490,93,0,127,275,50,10,0,17,2,0,0,0,0,1,0,1,2,2,1,0,2,490
202,"PRA.PA. BALAK JAGESHWAR MANDIR KHYORA BANGAR ROOM.NO.2",576,442,0,1018,218,171,0,389,134,0,96,247,21,18,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,389
203,"B.S.S.D. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.1",381,389,0,770,253,215,0,468,465,0,38,283,84,26,0,27,0,0,0,0,0,0,1,1,0,1,0,3,4,468
204,"B.S.S.D. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.2",436,402,0,838,244,215,0,459,457,0,45,295,65,37,0,13,0,0,0,0,0,0,0,0,1,0,0,1,2,459
205,"B.S.SD. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.3",607,527,0,1134,346,303,0,649,649,0,177,320,101,29,0,14,0,0,0,1,1,0,0,0,0,2,2,1,1,649
206,"B.S.SD. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.4",446,420,0,866,272,251,0,523,520,0,53,368,60,28,0,7,0,0,0,0,0,0,0,0,1,0,0,0,6,523
207,"B.S.SD. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.5",513,448,0,961,296,250,0,546,316,0,65,353,89,19,0,15,0,0,0,0,0,0,1,0,1,0,0,0,3,546
208,"B.S.SD. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.6",722,583,0,1305,384,256,0,640,611,0,10,474,88,20,2,36,0,0,0,0,0,0,1,1,2,1,0,0,5,640
209,"B.S.SD. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.7",572,533,0,1105,338,231,0,569,562,0,24,471,37,13,0,19,0,0,0,0,0,0,0,0,1,0,0,1,3,569
210,"B.S.SD. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.8",678,652,0,1330,364,335,0,699,600,0,11,581,63,13,1,21,0,0,0,0,0,1,0,0,0,0,0,3,5,699
211,"B.S.SD. COLLAGE NAWABGANJ MUKHYA BHAVAN ROOM. NO.9",563,542,0,1105,343,325,0,668,668,0,15,568,51,16,0,9,0,0,0,0,0,0,0,0,1,0,1,0,7,668
212,"SETH MOTILAL KHEDIYA SANATAN DHARM I.COLLAGE NAWABGANJ ROOM.NO.1",553,470,0,1023,307,227,0,534,502,0,133,312,49,20,1,5,0,0,2,0,1,0,3,1,0,3,3,0,1,534
213,"SETH MOTILAL KHEDIYA SANATAN DHARM I.COLLAGE NAWABGANJ ROOM.NO.2",473,326,0,799,233,159,0,392,371,0,92,245,35,8,0,7,0,0,0,0,0,0,0,0,1,0,1,2,1,392
214,"SETH MOTILAL KHEDIYA SANATAN DHARM I.COLLAGE NAWABGANJ ROOM.NO.3",838,670,0,1508,444,311,0,755,755,0,261,351,64,24,3,8,1,0,0,1,0,1,0,0,3,8,9,18,3,755
215,"R.B.R.D. I. COLLAGE NAWABGANJ ROOM NO.1",557,490,0,1047,327,258,0,585,579,0,38,329,104,91,0,9,1,1,0,1,0,0,1,1,3,2,0,1,3,585
216,"R.B.R.D. I. COLLAGE NAWABGANJ ROOM NO.2",372,382,1,755,222,170,0,392,276,0,29,265,52,27,2,6,0,0,0,1,0,0,0,0,2,2,0,1,5,392
217,"R.B.R.D. I. COLLAGE NAWABGANJ ROOM NO.3",819,719,0,1538,528,386,0,914,810,0,28,678,108,57,1,14,0,0,1,0,1,1,0,2,2,1,1,8,11,914
218,"R.B.R.D. I. COLLAGE NAWABGANJ ROOM NO.4",310,264,0,574,172,152,0,324,306,0,15,202,44,39,0,14,0,0,0,0,0,0,0,0,0,1,2,0,7,324
219,"D.P.S. NAGAR NIGAM INTER COLLAGE NAWABGANJ ROOM NO. 1",663,619,0,1282,346,286,0,632,626,0,33,442,74,59,0,17,0,0,0,1,0,1,0,0,1,0,0,0,4,632
220,"D.P.S. NAGAR NIGAM INTER COLLAGE NAWABGANJ ROOM NO. 2",782,730,0,1512,480,332,0,812,648,0,34,597,73,84,0,15,0,0,0,0,0,0,0,0,0,1,0,0,8,812
221,"D.P.S. NAGAR NIGAM INTER COLLAGE ROOM NO. 3 NAWAB GANJ",577,501,0,1078,270,228,0,498,95,0,104,322,27,20,0,17,1,0,0,0,0,0,0,0,0,0,2,1,4,498
222,"D.P.S. NAGAR NIGAM INTER COLLAGE ROOM NO. 4 NAWABGANJ",392,334,0,726,194,156,0,350,314,0,74,221,22,13,0,10,0,1,0,0,0,0,0,1,0,0,3,2,3,350
223,"D.P.S. NAGAR NIGAM INTER COLLAGE ROOM NO. 5 NAWABGANJ",726,647,0,1373,389,308,0,697,687,0,35,543,56,31,0,17,0,0,1,0,0,0,1,0,0,2,0,0,11,697
224,"D.P.S. NAGAR NIGAM INTER COLLAGE ROOM NO. 6 NAWAB GANJ",856,754,0,1610,411,345,0,756,661,0,80,536,89,27,0,11,0,0,0,0,0,0,1,0,2,1,0,1,8,756
225,"SARASWATI GYAN MANDIR INTER COLLAGE PAHALWANPURWA ROOM NO.1",575,419,0,994,316,225,0,541,525,0,94,283,48,65,3,10,0,0,1,1,0,2,1,1,3,5,4,15,5,541
226,"SARASWATI GYAN MANDIR INTER COLLAGE PAHALWANPURWA ROOM NO.2",348,300,0,648,222,147,0,369,369,0,89,219,27,14,3,4,0,1,0,0,1,1,0,0,2,6,0,2,0,369
227,"CH.AA.KRI.VI.VI. NAWABGANJ MUKHYA BHAVAN ROOM NO.1",706,524,0,1230,224,161,0,385,298,0,29,246,50,45,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,385
228,"CH.AA.KRI.VI.VI. NAWABGANJ MUKHYA BHAVAN ROOM NO.2",509,393,0,902,203,127,0,330,303,0,33,201,39,44,0,6,1,1,0,1,0,0,0,0,0,0,0,3,1,330
229,"CH.AA.KRI.VI.VI. NAWABGANJ MUKHYA BHAVAN ROOM NO.3",909,705,1,1615,477,320,0,797,797,0,113,470,114,72,0,13,0,0,0,0,0,1,0,1,4,6,0,0,3,797
230,"CH.AA.KRI.VI.VI. NAWABGANJ MUKHYA BHAVAN ROOM NO.4",817,609,0,1426,363,217,0,580,567,0,44,371,73,57,0,24,0,0,0,0,0,0,0,0,0,1,1,3,6,580
231,"CH.AA.KRI.VI.VI.KAILASH BHAVAN KE PARISAR ME BANE BHAVAN ROOM NO.1",660,586,0,1246,333,237,0,570,511,0,40,378,80,48,0,9,1,0,1,0,0,0,0,1,1,1,2,5,3,570
232,"CH.AA.KRI.VI.VI.KAILASH BHAVAN KE PARISAR ME BANE BHAVAN ROOM NO.2",662,591,0,1253,352,279,0,631,440,0,39,442,84,50,0,8,0,0,0,2,0,0,0,2,0,2,0,1,1,631
233,"CH.AA.KRI.VI.VI.KAILASH BHAVAN KE PARISAR ME BANE BHAVAN ROOM NO.3",562,435,0,997,332,218,0,550,235,0,23,276,200,40,0,6,0,0,0,0,0,0,0,0,0,0,0,1,4,550
234,"CH.AA.KRI.VI.VI.KAILASH BHAVAN KE PARISAR ME BANE BHAVAN ROOM NO.4",361,277,0,638,162,77,0,239,188,0,26,123,65,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,239
235,"SHRI KASTOORBA VIDYALAYA HA. SE. SCHOOL ROOM NO.1 VIDYALAYA",567,399,0,966,283,166,0,449,280,0,69,205,85,70,2,9,0,0,0,0,0,0,1,0,1,1,2,2,2,449
236,"SHRI KASTOORBA VIDHYALAYA HA. SE. SCHOOL ROOM NO.2 VIDYALAYA",407,367,0,774,206,150,0,356,59,0,61,191,63,21,2,7,0,0,0,0,0,0,2,1,3,0,0,3,2,356
237,"SHRI KASTOORBA VIDYALAYA HA. SE. SCHOOL ROOM NO.3 VISHNUPURI",749,610,0,1359,369,256,0,625,625,0,51,403,113,33,0,17,0,0,0,2,0,0,0,2,2,2,0,0,0,625
238,"PARISHADIYA PRA.VI. PURANA KANPUR ROOM NO.1",700,653,0,1353,393,341,0,734,567,0,400,175,44,75,0,15,0,1,2,0,0,1,2,1,4,5,7,1,1,734
239,"PARISHADIYA PRA.VI. PURANA KANPUR ROOM NO.2",676,579,0,1255,305,253,0,558,486,0,105,349,51,37,0,3,2,0,0,0,1,0,2,1,1,3,1,1,1,558
240,"PARISHADIYA PRA.VI. PURANA KANPUR ROOM NO.3",353,231,0,584,219,120,0,339,332,0,126,162,29,17,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,339
241,"PARISHADIYA PRA.VI. PURANA KANPUR ROOM NO.4",501,410,0,911,218,167,0,385,18,0,56,264,22,22,0,16,1,0,0,0,0,0,0,0,1,2,0,0,1,385
242,"PARISHADIYA POORVA MA. BALIKA VI. KANPUR ROOM NO.1",535,392,0,927,312,195,0,507,489,0,223,197,25,37,0,10,0,0,0,0,1,2,2,0,2,7,0,1,0,507
243,"PARISHADIYA POORVA MA. BALIKA VI. KANPUR ROOM NO.2",681,559,0,1240,358,246,0,604,87,0,114,375,64,24,0,4,1,0,1,0,0,1,0,2,5,2,3,6,2,604
244,"PARISHADIYA POORVA MA. BALIKA VI. KANPUR ROOM NO.3",720,566,0,1286,320,276,0,596,315,0,56,411,73,22,0,14,1,0,1,0,1,0,2,1,6,2,0,2,4,596
245,"PARISHADIYA PRA.VI. PURANA KANPUR ROOM NO.5",522,394,0,916,308,168,0,476,279,0,48,274,88,47,1,11,0,0,1,0,1,1,0,0,0,1,0,2,1,476
246,"PARISHADIYA PRA.VI. PURANA KANPUR ROOM NO.6",363,313,0,676,190,117,0,307,240,0,16,216,38,13,0,7,1,0,1,1,1,2,1,2,6,0,0,0,2,307
247,"PARISHADIYA PRA.VI. PURANA KANPUR ROOM NO.7",547,439,0,986,276,196,0,472,379,0,48,293,90,25,0,4,0,0,0,1,0,1,1,1,2,1,1,3,1,472
248,"PARISHADIYA PRA.VI. PURANA KANPUR ROOM NO.8",319,273,0,592,191,151,0,342,270,0,37,210,68,17,0,3,0,0,0,0,0,0,0,0,3,0,2,2,0,342
249,"MAHATMA GANDHI GOPI NATH SINGH HA.SE. SCHOOL PARVATI BANGLA ROAD R.NO.1",881,705,0,1586,362,267,0,629,357,0,63,401,109,23,2,10,1,0,0,1,0,1,2,2,3,3,2,2,4,629
