"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - LALITESH PATI TRIPATHI","2 - SAMUDRA BIND","3 - SURENDRA SINGH PATEL","4 - ANUPRIYA SINGH PATEL","5 - AJAD","6 - JITTOO RAM RATNA","7 - JEERA BHARTI","8 - BRIJESH KUMAR RAI","9 - BHAGWAN DAS","10 - RADHESHYAM INSAN","11 - VINEET SAHAI","12 - SHIVRAJ SAHNI","13 - SANTOSH KUMAR","14 - SARVESH DUBEY","15 - SUKCHARA NAND URF AALOO BABA","16 - ASHOK KUMAR","17 - ADESH TYAGI","18 - DR. KARNAIL SINGH","19 - GIRJA SHANKAR URF CHUNMUN","20 - DEVI","21 - RAJA RAM","22 - RAM MURAT","23 - HINCHH LAL","24 - None of the Above","Total Votes Secured"
159,VINDHAYACHAL,695,542,0,1237,396,291,0,687,295,0,82,167,12,373,1,4,0,6,3,1,2,2,7,3,3,7,0,1,0,4,0,2,2,5,687
160,VINDHAYACHAL,984,727,0,1711,648,250,0,898,386,0,87,84,25,638,3,4,5,7,3,3,5,3,2,3,0,9,0,2,2,4,2,5,1,1,898
161,VINDHAYACHAL,557,429,0,986,341,208,0,549,236,0,66,9,18,440,0,1,1,1,0,0,0,1,3,0,0,1,1,1,1,2,0,2,1,0,549
162,SHIVPUR,609,436,0,1045,369,241,0,610,262,0,88,32,89,349,7,1,1,1,2,0,4,3,5,1,2,7,0,2,0,3,3,5,1,4,610
163,SHIVPUR,465,388,0,853,238,233,0,471,203,0,29,102,40,245,3,3,2,1,1,2,1,1,6,6,5,6,0,1,1,1,1,7,2,5,471
164,"GOSAI KA PURAWA KANTIT",751,640,0,1391,444,362,0,806,347,0,26,111,127,445,4,4,0,3,2,1,4,4,7,4,3,12,5,5,4,13,7,11,4,0,806
165,"GOSAI KA PURAWA KANTIT",690,654,0,1344,301,272,0,573,246,0,65,155,42,263,2,8,1,1,2,2,1,3,3,1,5,7,2,3,0,1,0,4,0,2,573
166,KANTIT,852,660,0,1512,489,315,0,804,346,0,355,10,47,358,3,2,0,0,0,4,0,1,9,1,3,2,1,0,0,2,1,1,0,4,804
167,"KANTIT GAJIYA",526,441,0,967,265,218,0,483,208,0,138,7,28,280,2,3,0,0,0,1,1,2,8,0,0,4,1,1,0,1,1,3,0,2,483
168,"KANTIT GAJIYA",420,318,0,738,233,161,0,394,169,0,252,9,10,103,3,0,0,1,0,1,1,3,0,1,0,3,3,0,0,3,0,0,0,1,394
169,KANTIT,779,547,0,1326,374,292,0,666,286,0,167,85,31,341,5,2,1,2,0,1,4,3,7,0,1,2,0,1,1,3,2,2,3,2,666
170,KANTIT,880,651,0,1531,423,328,0,751,323,0,303,12,18,353,9,2,2,0,1,2,0,2,10,1,4,8,1,0,1,6,5,8,0,3,751
171,"BASAHI KALAN",697,501,0,1198,408,247,0,655,282,0,373,178,20,60,0,1,0,1,0,1,1,0,1,0,1,3,4,3,2,1,1,0,2,2,655
172,"BASAHI KALAN",677,502,0,1179,393,235,0,628,270,0,338,34,43,197,2,1,2,2,0,0,2,0,1,1,0,1,0,0,0,0,0,3,0,1,628
173,"BASAHI KALAN",515,361,1,877,293,180,0,473,203,0,141,9,29,261,3,5,1,4,0,1,1,3,1,1,0,1,3,1,0,2,1,5,0,0,473
174,"LOHIYA TALAB",662,479,0,1141,404,264,0,668,287,0,65,12,55,487,4,1,0,5,0,0,2,2,9,0,2,5,1,0,2,5,5,3,1,2,668
175,"LOHIYA TALAB",517,397,0,914,294,221,0,515,221,0,28,33,13,356,1,3,1,4,0,2,0,7,22,0,4,5,0,0,2,9,9,8,3,5,515
176,"LOHIYA TALAB",710,533,0,1243,419,312,0,731,314,0,48,22,21,555,4,5,6,1,2,2,2,7,6,3,3,14,3,0,1,6,2,8,4,6,731
177,"SHIWALA MAHANTH",463,366,0,829,275,167,0,442,190,0,16,23,11,351,4,2,1,1,0,0,1,2,7,1,1,5,3,0,0,3,2,3,0,5,442
178,"SHIWALA MAHANTH",619,541,0,1160,389,292,0,681,293,0,202,11,22,410,5,0,0,6,0,1,3,1,2,1,1,4,1,0,0,3,1,5,0,2,681
179,"SHIWALA MAHANTH",639,459,0,1098,290,219,0,509,219,0,222,35,16,200,3,1,0,0,2,1,2,0,6,1,3,8,1,0,3,0,0,5,0,0,509
180,"SHIWALA MAHANTH",363,273,0,636,224,136,0,360,155,0,78,52,14,200,0,0,0,1,0,0,0,0,1,2,2,3,1,1,0,0,3,2,0,0,360
181,BAGKUNJALGIRI,657,533,0,1190,340,257,0,597,257,424,424,10,21,123,1,0,1,0,0,0,7,0,1,1,1,3,2,0,0,0,0,0,0,2,597
182,BAGKUNJALGIRI,593,491,0,1084,264,236,0,500,215,0,435,14,15,14,2,1,1,1,1,0,1,0,0,1,0,7,4,1,0,0,0,0,0,2,500
183,BAGKUNJALGIRI,595,458,0,1053,302,279,0,581,250,0,323,6,34,183,1,0,0,2,1,0,5,2,1,2,1,4,4,0,2,3,0,4,0,3,581
184,BAGKUNJALGIRI,370,279,0,649,184,119,0,303,130,0,60,74,26,124,2,0,0,1,0,0,0,0,4,1,0,0,1,2,1,4,0,1,0,2,303
185,BAGKUNJALGIRI,563,510,0,1073,316,280,0,596,256,0,196,63,23,275,6,3,1,1,2,2,2,3,3,1,3,4,0,1,0,2,1,3,1,0,596
186,BAGKUNJALGIRI,595,437,0,1032,318,210,0,528,227,0,173,44,15,251,1,1,4,1,1,0,1,0,6,1,2,8,4,1,0,3,3,4,1,3,528
187,MUSAFFARGANJ,402,258,0,660,193,96,0,289,124,0,91,3,1,168,4,0,0,3,0,0,1,1,2,1,1,2,0,0,0,1,2,5,2,1,289
188,DEVPURWA,657,564,1,1222,378,237,0,615,264,0,456,50,18,74,2,0,0,3,0,0,1,0,0,1,0,4,2,0,1,1,0,0,0,2,615
189,DEVPURWA,410,325,0,735,260,173,0,433,186,0,214,3,21,175,0,0,1,3,0,0,1,1,0,1,0,5,4,0,0,0,0,2,1,1,433
190,DEVPURWA,395,302,0,697,182,149,0,331,142,0,177,18,5,119,1,1,0,0,0,0,1,0,2,0,0,3,1,0,0,0,0,1,0,2,331
191,MUSAFARGANJ,632,500,0,1132,339,221,0,560,241,0,250,2,7,284,3,0,0,4,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,3,560
192,MUSAFARGANJ,499,359,0,858,253,146,0,399,172,0,82,6,17,275,3,0,0,2,1,0,0,0,4,0,2,0,1,0,0,1,0,2,2,1,399
193,MUSAFFARGANJ,809,715,0,1524,510,383,0,893,384,0,260,25,14,570,0,1,1,11,1,0,0,1,1,0,0,2,1,1,0,1,0,0,0,3,893
194,MUSAFARGANJ,458,420,0,878,271,210,0,481,207,0,154,7,24,284,2,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,481
195,MUSAFARGANJ,782,624,0,1406,402,277,0,679,292,0,401,11,13,213,1,3,0,7,2,0,1,1,1,0,2,7,5,1,1,1,1,4,0,3,679
196,MUSAFARGANJ,465,367,0,832,234,154,0,388,167,0,201,5,16,135,1,1,0,1,0,1,0,0,3,0,0,0,3,3,1,3,3,5,1,5,388
197,MUSAFARGANJ,604,497,0,1101,289,224,0,513,221,0,157,4,9,318,1,1,0,6,0,0,1,4,2,0,3,3,0,0,0,0,0,1,0,3,513
198,MUSAFARGANJ,595,494,0,1089,371,279,0,650,280,0,185,24,28,378,4,2,0,3,0,0,0,0,5,1,0,5,1,0,1,1,1,8,1,2,650
199,MUSAFARGANJ,269,254,0,523,161,132,0,293,126,0,187,4,12,80,1,1,0,2,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,293
200,MUSAFARGANJ,436,387,1,824,240,190,0,430,185,0,79,12,3,328,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,430
201,MUSAFARGANJ,466,416,0,882,286,206,0,492,212,0,105,4,10,358,0,1,1,2,0,0,0,0,0,1,1,2,0,0,1,3,0,1,0,2,492
202,MUSAFARGANJ,496,433,1,930,304,237,0,541,233,0,251,16,30,222,1,0,1,10,1,0,2,0,2,1,1,1,1,0,0,0,0,0,0,1,541
203,MUSAFARGANJ,697,613,0,1310,394,284,0,678,292,0,100,9,27,527,1,3,1,2,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,2,678
204,LALDIGGI,526,450,0,976,336,228,0,564,243,0,405,32,29,79,1,0,0,7,0,1,1,0,0,0,0,3,6,0,0,0,0,0,0,0,564
205,LALDIGGI,432,382,0,814,289,204,0,493,212,0,207,8,8,256,1,1,0,1,0,0,1,1,1,0,0,3,1,0,0,2,0,0,0,2,493
206,DHUNDHIKATARA,325,301,0,626,204,254,0,458,197,0,49,6,17,360,3,0,0,5,1,0,0,0,0,0,0,2,0,1,1,2,1,8,0,2,458
207,DHUNDHIKATRA,535,458,0,993,361,279,0,640,275,0,137,5,23,452,1,1,3,6,0,0,1,1,3,1,0,1,1,0,0,0,1,1,0,2,640
208,GURHATTI,640,526,0,1166,413,288,0,701,301,0,452,21,27,181,2,1,0,3,0,0,1,2,0,0,0,6,0,2,0,1,0,0,0,2,701
209,GURHATTI,542,494,0,1036,315,230,0,545,234,0,71,5,6,447,0,1,0,2,0,0,1,0,2,0,0,2,0,0,0,4,0,1,0,3,545
210,GURHATTI,574,458,0,1032,397,215,0,612,263,0,54,3,4,524,3,2,1,7,0,0,0,0,1,1,1,1,2,0,0,8,0,0,0,0,612
211,GURHATTI,543,474,1,1018,361,278,0,639,275,0,63,2,19,531,3,0,1,3,2,0,0,0,4,0,0,1,0,2,0,2,0,2,0,4,639
212,PAIRIYATOLA,621,553,0,1174,417,321,0,738,317,0,97,2,13,605,0,1,1,2,0,0,1,1,4,1,0,4,0,0,0,4,0,0,1,1,738
213,DHUNDHIKATRA,371,316,0,687,300,180,0,480,206,0,35,1,17,416,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,4,1,0,1,0,480
214,LALDIGGI,796,654,0,1450,489,332,0,821,353,0,606,26,18,140,4,0,3,6,0,2,1,0,0,2,1,5,2,0,0,2,1,0,0,2,821
215,LALDIGGI,762,625,0,1387,408,334,0,742,319,0,191,29,17,441,7,4,4,10,0,1,2,4,3,2,1,5,4,0,1,4,2,7,0,3,742
216,LALDIGGI,183,173,0,356,133,116,0,249,107,0,48,5,2,174,2,0,0,0,0,0,0,1,0,1,0,4,2,2,0,5,0,1,1,1,249
217,LALDIGGI,856,666,1,1523,458,330,0,788,339,0,534,19,17,185,3,0,0,4,1,2,3,1,2,3,0,1,3,0,0,2,2,3,0,3,788
218,LALDIGGI,711,544,0,1255,382,266,0,648,279,0,357,60,14,202,0,3,2,1,1,0,1,1,0,0,0,1,2,1,0,0,1,0,0,1,648
219,LALDIGGI,815,624,0,1439,483,339,0,822,353,0,151,116,28,490,7,0,2,6,3,2,1,1,3,0,0,3,0,1,0,2,1,3,0,2,822
220,LALDIGGI,813,632,0,1445,400,286,0,686,295,0,94,94,27,419,3,2,0,3,8,1,0,1,8,3,3,1,3,1,1,5,2,5,1,1,686
221,LALDIGGI,635,486,0,1121,398,283,0,681,293,0,174,23,13,436,3,1,1,0,2,1,2,0,4,0,4,6,1,1,0,1,0,4,2,2,681
222,LALDIGGI,774,543,0,1317,298,175,0,473,203,0,58,23,8,354,1,3,0,0,0,0,3,0,3,2,0,4,1,1,0,1,1,6,1,3,473
223,KAKRAHAWA,824,682,0,1506,478,348,0,826,355,0,71,246,22,415,5,2,3,5,7,1,3,4,5,7,3,11,2,0,1,3,1,5,1,3,826
224,KAKRAHAWA,608,516,0,1124,388,285,0,673,289,0,37,64,21,466,4,5,9,3,2,1,7,4,11,10,5,9,0,2,2,0,1,5,3,2,673
225,GANESHGANJ,623,566,0,1189,360,259,0,619,266,0,135,11,6,446,3,1,0,2,0,0,0,1,2,0,0,0,2,1,0,1,0,4,0,4,619
226,GANESHGANJ,759,629,0,1388,517,343,0,860,370,0,83,2,13,722,3,3,0,9,0,0,1,1,2,2,0,1,1,2,0,5,1,4,1,4,860
227,GANESHGANJ,710,615,0,1325,444,306,0,750,323,0,100,18,12,574,6,3,2,2,0,2,2,3,3,3,4,3,1,0,0,5,0,4,2,1,750
228,BAJIRAWKATRA,599,558,0,1157,380,279,0,659,283,0,53,44,5,525,0,1,0,6,0,1,2,1,3,0,1,8,0,0,0,2,0,5,0,2,659
229,BAJIRAWKATRA,786,641,0,1427,474,308,0,782,336,0,450,146,16,135,5,1,1,6,0,1,1,0,1,2,3,6,1,3,0,1,0,2,0,1,782
230,"BAJIRAO KATRA",186,144,0,330,102,68,0,170,73,0,109,9,2,37,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,2,170
231,"BAJIRAO KATRA",675,553,0,1228,386,263,0,649,279,0,55,10,10,558,3,0,0,2,0,1,1,0,0,0,1,4,0,1,0,1,0,2,0,0,649
232,"BAJIRAO KATRA",495,442,0,937,331,252,0,583,251,0,63,8,7,492,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,583
233,"BAJIRAO KATRA",684,540,0,1224,389,236,0,625,269,0,94,5,4,508,0,1,0,4,0,0,0,0,2,0,0,1,1,0,0,1,0,2,0,2,625
234,"BAJIRAO KATRA",546,488,0,1034,401,275,0,676,291,0,193,6,11,439,3,2,2,0,1,0,2,1,1,1,1,5,1,0,0,2,1,3,0,1,676
235,"BAJIRAO KATRA",635,553,0,1188,430,313,0,743,319,0,92,11,21,601,2,1,0,1,0,0,0,0,2,0,0,2,1,0,2,3,0,3,0,1,743
236,PAIRITOLA,571,455,0,1026,360,227,0,587,252,0,413,9,13,126,3,1,2,2,0,0,1,0,3,0,0,3,7,0,0,2,0,1,1,0,587
237,PAIRIYATOLA,440,373,0,813,292,175,0,467,201,0,131,3,4,305,0,2,1,2,0,0,1,0,3,0,0,2,2,0,0,4,2,3,1,1,467
238,PAIRIYATOLA,513,394,1,908,283,172,0,455,196,0,126,6,7,298,0,0,1,2,0,0,1,0,2,0,0,4,2,1,0,1,0,2,0,2,455
239,RATANGANJ,738,565,0,1303,380,251,0,631,271,0,93,79,66,352,2,2,1,11,0,0,1,1,2,2,2,4,0,2,2,3,0,4,1,1,631
240,RATANGANJ,834,566,0,1400,403,259,0,662,285,0,133,12,33,463,0,2,0,2,1,1,2,0,2,0,2,3,2,0,0,0,1,1,0,2,662
241,RATANGANJ,776,650,0,1426,408,302,0,710,305,0,97,47,70,457,7,1,1,2,0,0,4,4,7,1,0,4,0,0,1,2,0,2,2,1,710
242,RATANGANJ,287,238,0,525,157,111,0,268,115,0,29,90,11,124,4,0,1,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,1,1,268
243,RATANGANJ,494,398,0,892,270,186,0,456,196,0,66,60,75,238,1,1,3,1,0,0,1,1,2,2,0,1,0,0,1,0,0,1,0,2,456
244,RATANGANJ,677,522,0,1199,359,261,0,620,267,0,35,208,32,297,7,0,1,5,0,0,2,1,2,1,3,2,2,7,1,5,0,3,4,2,620
245,RATANGANJ,576,479,0,1055,332,200,0,532,229,0,254,14,13,234,0,2,0,2,0,0,2,1,0,1,2,2,1,0,0,1,0,0,2,1,532
246,RATANGANJ,522,427,0,949,319,212,0,531,228,0,156,6,14,326,2,1,0,7,2,0,0,0,0,0,1,4,2,0,1,2,0,5,1,1,531
247,RATANGANJ,448,390,0,838,260,205,0,465,200,0,35,7,69,335,1,0,0,2,0,0,0,1,2,1,3,2,0,0,0,1,0,6,0,0,465
248,DANKINGANJ,215,204,0,419,172,116,0,288,124,0,16,4,0,261,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,288
249,DANKINGANJ,890,694,0,1584,546,370,0,916,394,0,94,9,23,753,0,2,2,7,1,3,1,1,1,0,3,1,0,2,0,8,1,1,1,2,916
250,DANKINGANJ,785,679,0,1464,490,374,0,864,372,0,61,3,9,768,2,0,1,3,0,1,2,0,2,0,0,0,0,0,0,6,0,4,0,2,864
251,DANKINGANJ,661,574,0,1235,401,268,0,669,288,0,61,25,18,550,2,3,0,0,0,2,0,1,2,0,1,0,0,0,0,1,0,3,0,0,669
252,RATANGANJ,294,251,0,545,164,129,0,293,126,0,26,0,16,240,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,2,293
253,"TARAKAPUR SAHAR",621,523,0,1144,379,308,0,687,295,0,207,35,51,353,7,4,1,3,2,0,5,1,6,1,1,6,2,0,0,1,1,0,0,0,687
254,"TARAKAPUR SAHAR",344,288,0,632,219,169,0,388,167,0,173,7,17,169,2,2,0,4,1,0,0,1,1,1,0,1,0,1,0,2,0,2,0,4,388
255,"GIRDHAR KA CHAURAHA",732,533,0,1265,395,266,0,661,284,0,229,228,15,160,1,2,0,2,1,0,2,0,3,1,1,6,1,0,1,0,0,4,2,2,661
256,"GIRDHAR KA CHAURAHA",724,580,0,1304,392,297,0,689,296,0,200,113,33,299,4,1,1,7,1,1,1,1,2,1,0,10,2,1,0,1,0,5,1,4,689
257,"GIRDHAR KA CHAURAHA",757,654,0,1411,423,334,0,757,326,0,131,159,11,418,2,3,1,4,3,0,1,0,5,0,3,4,1,1,0,0,1,2,1,6,757
258,"GIRDHAR KA CHAURAHA",638,474,0,1112,398,223,0,621,267,0,213,28,16,326,1,2,2,0,1,0,1,2,2,0,0,8,1,1,2,4,3,6,0,2,621
259,"GIRDHAR KA CHAURAHA",638,556,0,1194,310,259,0,569,245,0,291,13,22,212,3,1,0,7,0,0,1,0,1,0,1,10,2,0,0,0,0,1,0,4,569
260,"GIRDHAR KA CHAURAHA",768,670,0,1438,446,299,0,745,320,0,124,8,17,574,1,2,3,5,0,0,2,0,3,2,1,1,0,0,1,0,0,0,0,1,745
261,"GIRDHAR KA CHAURAHA",729,590,0,1319,405,313,0,718,309,0,89,3,23,581,0,1,0,7,0,0,2,0,0,0,0,3,0,0,0,4,1,1,0,3,718
262,"KUSHAWAHA NAGAR",676,573,0,1249,364,267,0,631,271,0,354,27,16,214,5,3,0,0,0,0,0,0,2,1,0,1,3,3,0,1,0,0,0,1,631
263,"PAKKI SARAY",241,186,0,427,145,91,0,236,101,0,84,2,12,129,0,0,0,1,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,236
264,JHAWANGARH,716,638,1,1355,511,330,0,841,362,0,66,5,27,714,4,0,0,3,0,0,1,2,3,1,0,5,1,0,0,4,1,2,0,2,841
265,JHAWANGARH,548,458,0,1006,317,249,0,566,243,0,54,3,8,472,2,0,1,13,2,0,2,0,1,0,0,3,0,0,0,2,0,2,0,1,566
266,JHAWANGARH,663,605,0,1268,485,350,0,835,359,0,77,2,35,703,2,0,0,7,0,0,0,0,0,0,1,1,1,0,1,1,0,2,0,2,835
267,JHAWANGARH,624,536,0,1160,426,269,0,695,299,0,57,6,36,583,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,695
268,GHANTAGHAR,687,605,0,1292,463,315,0,778,335,186,186,19,13,525,2,0,0,13,0,1,2,0,2,1,0,4,1,0,0,0,0,2,2,5,778
269,GHANTAGHAR,835,699,0,1534,568,409,0,977,420,0,54,7,77,801,1,2,0,9,0,0,2,0,3,2,1,5,0,0,1,1,0,8,1,2,977
270,GHANTAGHAR,651,520,0,1171,398,279,0,677,291,0,55,9,30,563,2,1,0,1,0,1,0,2,2,0,2,0,3,1,0,2,0,3,0,0,677
271,GHANTAGHAR,778,691,0,1469,426,343,0,769,331,0,434,23,33,245,2,1,4,6,0,0,2,2,2,0,1,4,5,1,0,3,0,0,0,1,769
272,GHANTAGHAR,635,518,0,1153,349,238,0,587,252,0,469,37,15,50,0,0,1,1,0,0,3,1,0,0,0,5,4,0,0,0,1,0,0,0,587
273,BARIYAGHAT,512,484,0,996,297,231,0,528,227,0,163,15,23,305,3,1,0,2,1,0,0,0,1,0,0,0,1,1,0,3,1,6,1,1,528
274,BARIYAGHAT,723,637,0,1360,483,357,0,840,364,0,79,14,61,645,5,3,0,14,1,0,1,2,1,0,2,4,0,1,0,3,1,2,0,1,840
275,BARIYAGHAT,575,513,0,1088,332,281,0,613,264,0,68,11,18,480,4,0,6,5,0,1,1,0,2,0,0,1,3,0,1,1,2,4,1,4,613
276,BARIYAGHAT,590,530,0,1120,345,309,0,654,281,0,226,8,18,380,2,0,8,1,0,0,0,1,1,0,0,2,0,0,0,6,0,0,0,1,654
277,BARIYAGHAT,305,273,0,578,202,155,0,357,154,0,54,3,5,278,0,2,0,4,1,1,1,0,2,0,1,0,0,0,0,1,0,2,1,1,357
278,BARIYAGHAT,437,381,0,818,301,237,0,538,231,0,80,17,10,409,1,2,0,8,0,1,3,0,0,1,0,1,0,0,0,0,0,3,2,0,538
279,WASLIGANJ,682,537,1,1220,408,222,0,630,271,0,452,13,22,125,1,0,2,1,0,2,0,1,1,0,2,1,2,0,1,0,0,2,0,2,630
280,"TARAKAPUR SAHAR",497,417,0,914,284,210,0,494,212,0,333,10,30,109,0,0,1,4,0,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,494
281,"TARAKAPUR SAHAR",391,341,0,732,183,148,0,331,142,0,128,4,23,168,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,331
282,VISHUNDARPUR,575,453,0,1028,339,240,0,579,249,0,36,91,59,326,9,3,5,3,2,0,5,1,3,3,5,5,3,2,1,4,0,7,2,4,579
283,VISHUNDARPUR,343,254,0,597,201,127,0,328,141,0,57,13,18,229,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,4,1,0,328
284,VISHUNDARPUR,733,580,0,1313,315,259,0,574,247,0,39,51,116,340,7,3,0,3,2,0,2,1,0,1,1,3,0,0,0,1,0,1,1,2,574
285,VISHUNDARPUR,593,484,0,1077,315,224,0,539,232,0,99,51,60,295,3,2,2,4,0,2,2,3,2,0,0,3,0,1,0,1,0,8,0,1,539
286,VISHUNDARPUR,430,415,0,845,118,151,0,269,116,0,62,115,9,69,3,0,1,1,1,0,0,1,0,0,1,3,0,2,0,0,0,0,0,1,269
287,VISHUNDARPUR,690,558,0,1248,330,259,0,589,253,0,96,168,33,262,4,1,1,4,1,3,2,1,2,0,3,1,1,0,0,2,0,0,1,3,589
288,FATAHAN,835,675,0,1510,462,331,0,793,341,0,179,292,34,251,1,1,0,11,1,0,2,0,1,0,1,6,1,2,0,1,0,2,2,5,793
289,FATAHAN,278,242,1,521,154,109,0,263,113,0,39,4,11,197,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,1,4,0,0,263
290,FATAHAN,845,610,0,1455,410,237,0,647,278,0,130,96,46,354,3,0,0,9,0,0,1,0,3,0,0,1,1,1,0,0,0,0,0,2,647
291,FATAHAN,467,363,0,830,270,189,0,459,197,0,287,56,40,49,0,0,1,8,0,2,2,1,1,1,1,4,3,0,0,0,0,1,0,2,459
292,FATAHAN,577,457,0,1034,332,247,0,579,249,0,292,14,12,225,1,0,0,3,0,0,2,1,3,2,0,8,0,1,0,2,0,7,2,4,579
293,FATAHAN,831,678,0,1509,465,321,0,786,338,0,88,37,22,594,6,0,0,3,1,0,0,2,4,5,3,6,2,1,1,3,0,5,1,2,786
294,FATAHAN,666,541,0,1207,253,208,0,461,198,0,55,97,51,230,2,0,1,1,2,3,2,0,3,2,0,3,1,1,1,0,0,3,1,2,461
295,PARAMAPUR,614,514,0,1128,323,251,0,574,247,0,208,27,42,273,1,1,0,4,0,0,4,0,1,2,1,6,0,0,0,1,0,1,1,1,574
296,PARAMAPUR,649,525,0,1174,348,253,0,601,258,0,139,112,23,279,3,3,0,16,5,0,1,0,2,2,2,4,0,0,1,1,2,3,1,2,601
297,PARAMAPUR,532,424,0,956,300,253,0,553,238,0,115,153,14,239,2,0,3,1,1,1,3,1,1,0,1,5,1,0,1,1,0,2,3,5,553
298,PARAMAPUR,875,700,0,1575,380,256,0,636,273,0,102,47,32,416,6,3,0,7,0,1,1,2,3,1,1,3,2,1,0,0,1,2,0,5,636
299,PARAMAPUR,770,625,0,1395,382,288,0,670,288,0,115,39,27,434,3,4,3,8,1,1,3,5,7,1,2,7,0,2,0,0,2,2,1,3,670
300,PARAMAPUR,264,206,1,471,112,80,0,192,83,0,43,8,5,118,1,1,0,0,1,0,1,0,1,0,2,3,0,0,1,1,1,2,2,1,192
301,PARAMAPUR,684,542,1,1227,340,289,0,629,288,0,183,30,45,346,2,0,1,9,1,0,2,1,1,1,0,1,1,1,0,2,0,0,0,2,629
302,"PAKKA POKHARA",955,691,0,1646,516,362,0,878,378,0,134,102,47,533,4,6,4,8,3,2,7,1,3,1,1,0,3,1,1,1,4,7,2,3,878
303,"POLIC LINE",631,506,0,1137,302,248,0,550,237,0,85,15,76,339,2,4,0,9,2,0,0,2,3,2,1,4,0,0,0,1,0,4,0,1,550
304,KAJRAHAWA,323,298,0,621,170,151,0,321,138,0,46,10,42,187,1,1,1,10,0,1,0,3,2,0,0,3,0,1,2,1,3,4,1,2,321
305,MAHUARIYA,607,520,0,1127,393,312,0,705,303,0,50,8,11,592,5,6,0,3,0,0,1,0,3,1,0,10,0,0,1,2,1,7,1,3,705
306,MAHUARIYA,774,570,1,1345,459,287,0,746,323,0,305,21,12,377,1,1,2,2,0,1,1,2,1,0,3,8,2,1,0,0,0,3,1,2,746
307,MAHUARIYA,784,630,0,1414,438,291,0,729,313,0,92,24,33,547,0,2,1,2,2,2,4,1,0,3,2,2,0,0,2,1,0,2,3,4,729
308,MAHUARIYA,614,502,0,1116,380,242,0,622,267,0,151,5,31,406,1,1,2,0,0,2,2,1,6,0,0,7,2,0,0,1,1,2,1,0,622
309,MAHUARIYA,369,317,0,686,198,146,0,344,148,0,53,17,9,250,2,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,5,1,1,344
310,MAHUARIYA,846,677,0,1523,455,323,0,778,335,0,69,24,7,650,2,3,1,5,0,0,4,2,1,1,3,2,1,0,1,0,0,1,0,1,778
311,"TEHSIL CHAURAHA",643,458,1,1102,266,205,0,471,203,0,50,35,23,325,3,6,2,3,1,0,3,2,10,0,0,1,0,0,0,0,0,1,1,5,471
312,"TEHSIL CHAURAHA",376,284,0,660,187,149,0,336,144,0,29,65,14,194,4,4,4,3,1,0,1,3,2,2,3,2,0,0,0,0,1,3,0,1,336
313,ANGARH,601,460,0,1061,207,168,0,375,161,0,58,9,42,237,1,0,1,4,1,0,1,1,2,1,0,0,0,0,2,3,4,5,1,2,375
314,ANGARH,428,330,0,758,155,133,0,288,124,0,43,16,10,208,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,3,0,1,288
315,"AWASH VIKAS",763,597,0,1360,333,220,0,553,238,0,121,17,85,319,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,2,553
316,"AWASH VIKAS",376,336,0,712,160,145,0,305,131,0,40,17,15,220,1,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,305
317,"AWASH VIKAS",832,604,0,1436,340,240,0,580,249,0,39,44,64,398,3,2,1,0,2,0,1,6,1,1,2,2,1,2,2,2,1,5,0,1,580
318,"AWASH VIKAS",480,364,0,844,263,158,0,421,181,0,40,10,72,274,1,1,1,8,0,1,1,0,1,2,0,1,0,0,1,1,0,4,0,2,421
319,"AWASH VIKAS",977,619,1,1597,458,311,0,769,331,0,55,30,32,596,5,1,2,3,6,1,5,1,6,1,2,16,0,2,0,1,0,2,0,2,769
320,BATHUA,577,507,0,1084,332,254,0,586,252,0,40,8,19,479,1,3,1,6,0,4,0,1,6,3,3,5,2,0,0,1,0,2,1,1,586
