"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMEETA SINGH","2 - PAWAN PANDEY","3 - FEROZE VARUN GANDHI","4 - SHAKEEL AHMED","5 - GIRISH LAL","6 - DR. NAFEES AHMAD","7 - PITAMBAR NISHAD","8 - RAM MILAN","9 - MOHD SHAMIM","10 - SHIV SHANKAR","11 - SHAILENDRA PRATAP SINGH","12 - SARTAJ KHAN","13 - BRIJESH KUMAR","14 - VARUN GANDHI","15 - VIJAY","16 - None of the Above","Total Votes Secured"
171,"P.S. AMDEWA R.NO. 1",586,508,0,1094,296,277,0,573,573,0,62,215,253,18,1,2,1,1,1,0,3,1,1,8,2,4,573
172,"P.S. AMDEWA R.NO. 2",740,645,0,1385,375,452,0,827,827,0,128,181,245,232,5,2,0,4,0,1,2,3,1,7,7,9,827
173,"P.S. DADAWA R.NO. 1",470,428,0,898,244,288,0,532,532,0,112,225,99,58,4,3,0,1,0,1,12,4,1,2,5,5,532
174,"P.S. SARAYJEHALI R.NO.1",678,593,0,1271,453,386,0,839,839,0,122,219,459,23,0,3,1,1,0,3,1,2,1,2,1,1,839
175,"P.S. SONUPARA R.NO. 1",588,536,0,1124,239,264,0,503,503,0,17,210,223,31,1,3,1,2,1,0,3,1,2,6,1,1,503
176,"P.S. VIRAMALPUR R.NO. 1",267,214,0,481,113,118,0,231,231,0,8,103,92,18,0,1,1,0,0,0,1,1,2,1,1,2,231
177,"P.S. BAHARPUR R.NO. 1",648,601,0,1249,443,306,0,749,749,0,166,208,252,77,4,1,0,0,4,1,3,3,4,10,8,8,749
178,"PANCHAYAT BHAWAN  SISAUDA  R.NO. 1",737,623,0,1360,406,370,0,776,776,0,8,236,390,103,5,1,1,1,2,1,2,2,5,12,3,4,776
179,"P.S. AMILIYA SIKRA SECOND R.NO. 1",857,710,0,1567,393,437,0,830,830,0,22,157,441,160,7,5,2,1,2,2,5,2,4,11,4,5,830
180,"P.S. AMILIYA SIKRA SE. R.NO. 1",597,511,0,1108,275,278,0,553,553,0,9,236,176,105,0,1,1,3,1,0,1,2,6,3,4,5,553
181,"P.S. GAYANPUR R.NO. 1",273,234,0,507,161,144,0,305,305,0,4,94,82,112,3,1,1,0,0,0,1,1,1,3,1,1,305
182,"P.S. BAURAJAGDISHPUR R.NO. 1",437,420,0,857,223,220,0,443,443,0,19,208,176,27,0,0,1,0,1,0,0,3,3,3,1,1,443
183,"P.S. BIRAITAPALIPUR R.N.1",755,656,0,1411,456,441,0,897,897,0,56,297,389,80,5,4,2,3,2,2,2,4,8,24,6,13,897
184,"U.MA.VI. PARSADNDVA R.N.1",602,508,0,1110,450,223,0,673,673,0,25,122,322,151,4,2,2,1,2,2,2,1,8,11,9,9,673
185,"P.S. TINDAULI R.N.1",518,471,0,989,327,340,0,667,667,0,13,125,100,405,5,2,1,0,0,1,0,3,1,5,3,3,667
186,"JU.HIGH SCHOOL DIHBHIKHARI R.N.1",778,699,0,1477,397,424,0,821,821,0,13,303,324,109,4,6,0,2,0,2,3,4,10,10,10,21,821
187,"JU.HIGH SCHOOL JAJRAHI R.N.1",455,408,0,863,356,265,0,621,621,0,40,214,328,11,0,0,0,1,1,0,2,2,2,4,10,6,621
188,"P.S. KHOJAPUR UPATI R.N.1",650,560,0,1210,400,330,0,730,730,0,21,139,486,61,1,1,0,5,0,0,1,1,3,5,4,2,730
189,"P.S. KHOJAPUR UPATI R.N.2",516,424,0,940,298,201,0,499,499,0,68,135,249,20,0,2,0,1,1,0,6,1,4,5,3,4,499
190,"P.S. DEVRITARAN PATTI R.N.1",419,349,0,768,255,226,0,481,481,0,152,49,139,108,4,5,2,1,5,0,0,1,2,4,3,6,481
191,"P.S. DEVARI TARANPATTI R.N.2",639,558,0,1197,316,311,0,627,627,0,33,347,183,44,0,1,1,2,0,0,2,1,2,4,4,3,627
192,"P.S. KATRACHUDGUPUR R.N.1",702,592,0,1294,378,340,0,718,718,0,28,273,274,108,3,1,0,0,1,1,3,1,7,7,6,5,718
193,"P.S. MADHAVPUR R.N.1",341,302,0,643,178,213,0,391,391,0,8,106,212,43,2,0,0,1,1,2,2,2,1,6,2,3,391
194,"P.S. HALAPUR R.N.1",729,632,0,1361,405,366,0,771,771,0,46,297,295,58,4,8,3,3,6,2,3,7,9,9,13,8,771
195,"P.S. PHADPUR RAYPATTI R.N.1",577,520,0,1097,384,274,0,658,658,0,18,180,295,142,0,0,1,0,1,1,1,3,3,7,2,4,658
196,"JU.HIGH SCHOOL KISHNAGARPUR R.N.1",545,416,0,961,303,264,0,567,567,0,15,259,176,72,1,5,1,1,4,2,2,3,6,14,3,3,567
197,"JU.HIGH SCHOOL PATRANARAYANPUR R.N.1",781,651,0,1432,404,383,0,787,787,0,33,136,410,142,4,7,1,3,2,4,4,3,12,18,4,4,787
198,"P.S. VYASPUR R.N.1",694,632,0,1326,381,396,0,777,777,0,34,382,161,168,3,1,0,1,1,2,7,4,2,5,4,2,777
199,"K.JU.HIGH SCHOOL MAHUARIYA ASHAPUR R.N.1",293,277,0,570,154,162,0,316,316,0,73,72,128,32,1,1,0,1,1,0,0,0,0,4,3,0,316
200,"P.S. GOSAISINGHPUR R.N.1",686,610,0,1296,350,248,0,598,598,0,37,339,150,32,2,4,1,4,3,1,2,3,2,7,8,3,598
201,"P.S. GOSAISINGHPUR R.N.2",439,354,0,793,228,167,0,395,395,0,9,164,182,22,1,1,0,0,0,0,2,0,2,11,1,0,395
202,"KANYA P.S. GOSAISINGHPUR R.N.1",378,348,1,727,221,213,0,434,434,0,21,74,263,54,3,1,0,0,1,1,1,1,3,7,2,2,434
203,"KA. P.S.  GOSAISINGHPUR R.N.2",809,648,0,1457,440,372,0,812,812,0,34,253,397,101,4,1,1,2,2,0,4,0,2,3,3,5,812
204,"KANYA JU. HIGH SCHOOL BANI R.N.1",674,513,0,1187,339,278,0,617,617,0,91,201,246,45,2,2,1,2,1,1,3,6,3,4,4,5,617
205,"NAYA PANCHAYAT BHAWAN . SHERKHANPUR R.N.01",331,280,0,611,211,212,0,423,423,0,45,167,101,55,1,1,0,3,1,2,7,5,2,11,11,11,423
206,"P.S. AHLADADPUR R.N.1",512,426,0,938,284,258,0,542,542,0,27,68,261,159,2,1,0,0,1,0,3,1,5,8,2,4,542
207,"P.S. AHLADADPUR R.N.2",412,340,0,752,223,300,0,523,523,0,33,200,185,62,2,1,2,2,1,0,7,1,5,10,7,5,523
208,"P.S. ARJUNAIPUR R.,N.1",474,403,0,877,225,187,0,412,412,0,6,128,139,122,2,1,0,1,0,0,1,0,6,6,0,0,412
209,"P.S. HADAI R.N.1",600,507,0,1107,332,336,0,668,608,0,48,316,185,49,6,6,0,1,1,4,6,2,6,20,13,5,668
210,"P.S. SAILKHA R.N.1",896,717,0,1613,654,220,0,874,874,0,20,191,156,464,5,1,3,0,1,2,7,2,3,4,3,12,874
211,"P.S. TAJUDDINPUR R.N.1",464,408,0,872,316,277,0,593,593,0,28,76,349,118,1,3,1,0,1,0,1,1,2,8,0,4,593
212,"U.M. V. VISHUNPUR CHHITEPATTI R.N.1",908,736,0,1644,465,422,0,887,882,0,116,261,367,83,4,7,2,1,1,5,15,1,7,9,7,1,887
213,"P.S. KHALISHPUR DURGA R.N.1",820,688,0,1508,502,460,0,962,790,0,111,300,315,151,3,3,1,3,4,4,30,2,6,12,8,9,962
214,"P.S. SURHURPUR R.N.1",693,584,0,1277,371,410,0,781,781,0,46,93,331,272,10,2,1,2,2,0,1,2,4,13,2,0,781
215,"P.S.SURHURPUR R.N.2",296,270,0,566,171,169,0,340,340,0,34,92,145,34,3,1,0,3,0,0,7,0,10,9,2,0,340
216,"P.S. BARUA SAKARVARI R.N.1",626,529,0,1155,339,330,0,669,609,0,51,212,293,31,39,6,1,3,2,0,2,1,5,14,5,4,669
217,"P.S. SAHINVA R.N.1",699,597,0,1296,425,373,0,798,700,0,26,229,323,188,4,3,2,0,0,3,6,2,3,6,2,1,798
218,"P.S. KHANIPUR R.N. 1",226,187,0,413,126,116,0,242,242,0,11,55,126,43,0,0,0,0,0,0,0,0,2,5,0,0,242
219,"P.S. UDAYPUR SAKARVARI R.N.1",251,221,0,472,147,166,0,313,313,0,21,61,138,71,1,0,0,1,0,3,0,0,3,7,6,1,313
220,"P.S. BHADILA R.N. 1",361,332,0,693,162,242,0,404,404,0,9,67,259,51,1,1,0,0,1,0,2,0,3,6,1,3,404
221,"P.S. UDHARPUR BHATPURA R.N.1",441,361,0,802,311,256,0,567,555,0,13,110,423,8,1,0,1,0,0,0,2,0,4,3,1,1,567
222,"P.S. IMALIGAON R.N.1",561,484,0,1045,316,322,0,638,602,0,44,134,341,81,1,4,0,1,0,1,3,1,3,18,4,2,638
223,"P.S. DHEMA R.N.1",661,532,0,1193,327,331,0,658,598,0,62,117,416,46,0,4,1,2,1,1,0,0,0,2,6,0,658
224,"P.S. DHEMA R.N.2",666,566,0,1232,324,431,0,755,755,0,8,71,202,440,4,3,0,2,2,1,3,1,5,13,0,0,755
225,"P.S. LAMABANKATHA R.N.1",695,604,0,1299,383,358,0,741,741,0,230,143,225,74,1,2,2,1,0,13,4,2,5,12,10,17,741
226,"P.S. LAMABANKTHA R.S.2",196,194,0,390,112,123,0,235,235,0,38,22,69,99,0,0,0,0,1,0,2,0,0,2,0,2,235
227,"P.S. GOPALPUR BADAGANO R.N.1",258,246,0,504,150,145,0,295,294,0,24,99,141,14,0,0,0,1,1,0,1,0,5,4,2,3,295
228,"P.S. BELVARE R.N.1",614,539,0,1153,396,368,0,764,764,0,19,171,338,196,8,3,1,1,3,0,2,4,7,8,0,3,764
229,"P,S, MALIKPUR BAKHRA R.N.1",589,537,0,1126,334,354,0,688,420,0,25,202,268,159,2,3,1,2,0,2,2,2,2,13,0,5,688
230,"P.S. AHIRAULI R.N.1",368,301,0,669,217,206,0,423,198,0,95,73,145,86,1,1,1,1,1,0,0,1,1,8,5,4,423
231,"P.S. CHAUHANPUR R.N. 1",576,486,1,1063,287,278,0,565,565,0,17,100,234,191,2,2,0,1,1,0,4,2,4,2,2,3,565
232,"P.S. CHAUHANPUR R.N.2",818,683,0,1501,412,448,0,860,859,0,90,221,300,183,5,7,2,1,3,1,11,4,4,16,3,9,860
233,"P.S. AHADA R.N.1",733,638,0,1371,381,350,0,731,730,0,84,248,327,28,1,5,1,0,0,0,3,1,8,10,6,9,731
234,"P.S. KHADSADA R.N. 1",737,622,0,1359,371,383,0,754,754,0,149,153,240,171,4,3,1,1,1,0,1,4,6,11,3,6,754
235,"JU.HIGH SCHOOL DHARSAULI R.N.1",472,407,0,879,265,254,0,519,519,0,16,141,292,51,3,5,1,1,1,0,2,0,3,3,0,0,519
236,"JU.HIGH SCHOOL DHARSAULI R.N.2",457,421,0,878,270,258,0,528,528,0,17,238,209,23,0,3,0,1,1,4,4,3,5,6,9,5,528
237,"P.S. PHADPUR SARAYBHIKHAM R.N.1",617,551,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"P.S. PHADPUR SARAYBHIKHAM R.N.2",165,143,0,308,101,89,0,190,179,0,6,94,71,9,0,1,0,0,0,0,0,1,0,4,2,2,190
239,"P.S. MALVA R.N.1",527,462,0,989,332,264,0,596,596,0,9,183,321,60,2,2,1,0,1,0,3,1,2,6,4,1,596
240,"P.S. HAMJABAD R.N.1",493,470,0,963,284,280,0,564,564,0,12,13,462,67,0,0,0,1,2,0,0,1,2,2,0,2,564
241,"P.S. HAMJABAD R.N.2",516,412,0,928,270,242,0,512,512,0,11,194,244,30,0,1,1,1,0,1,1,1,3,11,4,9,512
242,"P.S. KARAUDI R.N.1",322,305,0,627,221,226,0,447,447,0,18,47,249,112,0,3,1,0,0,0,8,0,0,7,0,2,447
243,"P.S. MAIDHAN R.S.1",457,388,0,845,281,253,0,534,534,0,25,283,174,12,2,4,1,3,1,1,7,4,4,7,2,4,534
244,"P.S. RADHAVPUR SHUKUL R.N.1",412,356,0,768,246,222,0,468,460,0,15,236,164,34,2,2,0,1,2,1,3,1,0,6,1,0,468
245,"P.S. MAIRISANGARAM R.N.1",447,375,0,822,250,213,0,463,463,0,16,212,172,23,2,1,1,0,0,1,7,0,2,12,11,3,463
246,"P.S. CHHEDUVARI R.N.1",523,490,0,1013,378,295,0,673,673,0,15,194,255,178,1,2,0,0,2,1,10,0,3,7,2,3,673
247,"P.S. MAIRIRANJIT R.N.1",647,612,0,1259,373,374,0,747,747,0,16,213,327,152,5,0,0,0,0,0,2,2,4,7,10,9,747
248,"P.S. KAITHVARA R.N.1",625,556,0,1181,493,455,0,948,948,0,16,238,597,65,1,2,2,2,0,2,4,2,3,7,3,4,948
249,"P.S. GAURA R.N.1",556,468,0,1024,277,296,0,573,573,0,29,328,154,38,1,0,1,0,2,2,3,1,0,6,7,1,573
250,"P.S. SHUKULDULAICHA R.N.1",690,594,0,1284,347,313,0,660,660,0,24,351,229,44,3,0,0,0,1,2,0,1,0,2,3,0,660
251,"P.S. SHUKULDULAICHA R.N.2",620,519,0,1139,276,254,0,530,354,0,26,173,132,165,2,4,0,2,3,0,4,2,2,8,4,3,530
252,"JU .HIGH SCHOOL NANEMAOO R.N.1",688,634,0,1322,318,318,0,636,636,0,8,135,326,115,3,5,8,0,1,1,3,1,5,19,5,1,636
253,"KANYA P.S. NANEMAOO R.N.1",545,466,0,1011,261,227,0,488,488,0,16,269,172,6,0,2,1,2,1,0,1,1,4,4,6,3,488
254,"KANYA P.S. NANEMAOO R.N.2",814,635,0,1449,236,210,0,446,92,0,12,191,208,3,0,0,1,1,0,0,3,2,3,10,7,5,446
255,"P.S. JAGDATTGANJ NANEMAOO  R.N.1",628,531,0,1159,381,307,0,688,688,0,18,308,311,9,1,0,0,1,1,1,1,6,3,10,10,8,688
256,"P.S. KACHHA BHITAURA R.N.1",848,705,0,1553,430,376,0,806,806,0,29,125,351,257,1,5,2,2,1,6,7,2,1,12,3,2,806
257,"P.S. KACHHA BHITAURA R.N.2",878,688,0,1566,369,413,0,782,782,0,15,110,314,287,2,3,2,1,1,1,5,4,7,22,3,5,782
258,"P.S. DIYRA R.N.1",667,550,0,1217,352,279,0,631,631,0,28,195,266,93,3,3,3,2,4,3,3,4,8,9,5,2,631
259,"P.S. DIYARA R.N.2",742,655,0,1397,395,400,0,795,795,0,43,115,417,179,5,2,1,2,1,1,4,1,6,14,2,2,795
260,"P.S. DIYRA R.N.3",602,511,0,1113,303,245,0,548,548,0,9,201,268,28,4,1,2,0,1,3,4,4,4,7,5,7,548
261,"P.S. KHAIRHA R.N.1",768,650,0,1418,345,450,0,795,485,0,48,222,286,166,3,6,6,2,0,1,2,2,10,25,7,9,795
262,"P.S. MOTIGARPUR R.N.1",598,594,0,1192,357,350,0,707,600,0,26,277,312,64,0,2,2,2,2,0,4,7,1,1,5,2,707
263,"P.S. MOTIGARPUR R.N.2",665,569,0,1234,343,339,0,682,682,0,34,160,270,159,5,2,0,1,3,2,5,6,12,13,4,6,682
264,"P.S. SULTANPUR KALA R.N.1",332,285,0,617,167,159,0,326,287,0,16,141,121,29,3,1,1,0,1,0,1,0,3,4,2,3,326
265,"P.S. DANDVAKALA R.N.1",557,477,0,1034,301,301,0,602,602,0,7,68,169,331,1,4,1,1,1,1,3,1,5,5,1,3,602
266,"P.S. SHAHPURLAPTA R.N.1",819,709,0,1528,495,256,0,751,691,0,45,293,253,106,6,2,1,0,1,1,10,1,9,14,5,4,751
267,"P.S. KHANUHAT R.N.",732,645,0,1377,433,451,0,884,832,0,23,353,348,93,6,3,0,1,0,0,8,2,8,21,9,9,884
268,"P.S. RAMPUR BIRTIHA R.N.1",721,674,0,1395,467,342,0,809,809,0,18,272,375,108,4,1,1,2,0,1,2,3,4,13,5,0,809
269,"P.S. PARASPATTI R.N.1",718,618,0,1336,390,334,0,724,720,0,7,304,220,155,2,1,1,1,1,1,1,3,3,10,7,7,724
270,"P.S. PARASPATTI R.N.2",851,717,0,1568,460,452,0,912,801,0,25,206,513,130,4,4,0,1,3,1,3,4,2,5,7,4,912
271,"P.S. JAJUPUR R.N.1",286,242,0,528,168,178,0,346,345,0,6,208,111,7,1,2,0,0,1,0,2,1,2,3,1,1,346
272,"J.H.S. KUREBHAR R. NO.1",574,545,0,1119,383,238,0,621,587,0,6,84,191,323,2,1,0,0,1,0,2,2,1,6,2,0,621
273,"J.H.S. KUREBHAR R. NO.2",402,349,0,751,291,211,0,502,486,0,20,41,332,93,0,1,1,1,0,1,0,2,2,4,2,2,502
274,"J.H.S. KUREBHAR R. NO. 1",592,542,0,1134,312,284,0,596,545,0,9,71,234,270,0,0,0,0,0,1,2,2,3,2,1,1,596
275,"P.S. SIDDHIGANESHPUR",720,646,0,1366,430,395,0,825,810,0,11,153,380,247,1,3,0,2,0,1,10,3,3,6,3,2,825
276,"P.S. KUREBHAR R. NO.1",695,603,1,1299,453,312,0,765,765,0,10,226,416,73,0,4,0,0,1,1,5,4,6,10,7,2,765
277,"P.S. KUREBHAR R. NO.1",452,401,0,853,293,203,0,496,493,0,17,112,195,143,1,3,0,1,0,0,4,1,5,9,3,2,496
278,"P.S FOOLPUR",717,661,0,1378,371,362,0,733,733,0,15,413,271,9,1,4,1,0,0,2,10,0,3,2,1,1,733
279,"P.S. LOKEPUR R. NO.1",353,288,0,641,223,140,0,363,340,0,9,103,205,37,0,1,0,0,0,1,3,1,0,3,0,0,363
280,"P.S. LOKEPUR R. NO. 2",676,597,0,1273,390,311,0,701,680,0,15,219,279,157,2,0,2,1,2,0,9,0,5,5,1,4,701
281,"P.S. MUSHARNACHANA R.N. 1",656,552,0,1208,257,301,0,558,238,0,7,119,85,324,1,1,0,0,2,0,6,0,0,9,2,2,558
282,"P.S. MUSHARNACHANA R. N.2",643,597,0,1240,348,267,0,615,488,0,21,224,260,91,0,3,0,1,1,2,2,0,4,5,1,0,615
283,"P.S. SEUR R.NO. 1",541,453,0,994,318,263,0,581,247,0,10,34,86,436,4,0,0,0,1,0,3,1,3,1,0,2,581
284,"P.S. SEUR R.N.2`",616,543,0,1159,327,299,0,626,626,0,17,181,102,287,5,1,1,1,1,1,4,1,7,3,9,5,626
285,"P.S.CHAMURKHA R.N.2",399,349,0,748,316,310,0,626,626,0,17,181,102,287,5,1,1,1,1,1,4,1,7,3,9,5,626
286,"P.S. UMARI R.N. 1",388,347,0,735,200,188,0,388,380,0,18,148,151,57,1,2,0,0,0,0,3,0,1,3,2,2,388
287,"P.S.UMARI R.N. 2",484,401,0,885,290,229,0,519,464,0,22,164,181,131,1,4,0,0,0,1,1,1,3,6,0,4,519
288,"SHRI RAMLAUT J.H.S. ROHANIKHOJAGIPUR KATCH NO. 1",558,453,0,1011,239,287,0,526,388,0,46,99,295,38,1,5,0,3,2,3,7,4,1,19,2,1,526
289,"SHRI RAMLAUT J.H.S. ROHANIKHOJAGIPUR KATCH NO. 2",481,394,0,875,280,228,0,508,200,0,41,83,248,101,3,2,0,0,1,3,8,3,3,11,0,1,508
290,"P.P. MUDAHA",847,753,0,1600,484,473,0,957,950,0,17,262,338,305,0,2,0,2,1,0,6,2,3,14,4,1,957
291,"P.P. KALYANPUR",757,614,0,1371,397,338,0,735,580,0,17,275,324,71,1,3,5,0,0,0,1,4,8,13,5,8,735
292,"P.P. HARIHARPUR",514,431,0,945,277,356,0,633,633,0,55,23,135,396,4,1,1,0,2,0,2,4,2,2,1,5,633
293,"P.P. DHANEPUR",205,198,0,403,114,147,0,261,240,0,6,157,76,13,0,0,0,0,0,0,2,0,2,1,3,1,261
294,"P.P. BANAUTA",660,576,0,1236,359,358,0,717,716,0,128,139,255,155,1,2,1,0,1,0,4,1,7,15,5,3,717
295,"P.P. MAINEPARA",757,677,0,1434,442,450,0,892,892,0,31,233,219,386,2,3,0,1,0,1,2,2,2,7,1,2,892
296,"P.P. KHOJAPUR",437,395,0,832,273,245,0,518,518,0,9,136,216,132,1,3,1,1,0,1,1,0,5,5,4,3,518
297,"P.P. CHANDAULI",791,685,0,1476,462,478,0,940,872,0,15,329,394,125,5,5,0,0,2,6,6,2,10,19,12,10,940
298,"P.P. MUJAHANA MAMOORPATTI",238,204,0,442,147,130,0,277,277,0,9,125,101,30,2,0,0,1,0,1,3,0,1,3,1,0,277
299,"P.P. RAJBIGO KATCH NO. 1",823,721,0,1544,367,406,0,773,770,0,58,273,287,110,6,1,3,2,0,0,1,2,3,16,6,5,773
300,"P.P. RAIBIGO KATCH NO. 2",731,611,0,1342,299,351,0,650,650,0,31,168,390,11,1,3,3,3,2,3,1,3,5,16,8,2,650
301,"KANYA P.P. RAIBIGO KATCH NO. 1",675,616,1,1292,345,325,0,670,670,0,42,152,386,61,5,1,1,1,0,1,5,0,6,5,2,2,670
302,"KANYA P.P. RAIBIGO KATCH NO. 2",288,241,0,529,184,172,0,356,356,0,24,109,191,9,3,1,4,3,2,0,1,0,0,6,2,1,356
303,"P.P. DADWAKHURD",597,455,0,1052,283,278,0,561,448,0,19,133,270,115,3,2,0,0,0,1,1,0,3,7,2,5,561
304,"P.P. GORSARA",455,395,0,850,229,215,0,444,440,0,11,159,216,41,1,1,0,0,0,0,0,1,6,2,2,4,444
305,"P.P. BHAIROPUR",397,338,0,735,182,300,0,482,482,0,20,123,187,139,3,1,1,0,0,0,2,0,2,4,0,0,482
306,"P.P. RAGHAVPUR KATCH NO. 1",367,334,0,701,224,222,0,446,445,0,8,168,243,19,0,1,0,0,1,0,0,1,0,3,1,1,446
307,"P.P. RAGHAVPUR KATCH NO. 2",423,359,0,782,246,223,0,469,7,0,2,144,58,245,2,0,0,1,0,0,3,2,2,3,4,3,469
308,"P.P. BAGSARAY",479,382,0,861,267,217,0,484,484,0,15,149,171,106,1,3,1,2,2,1,4,0,4,13,9,3,484
309,"P.P. KHARGUPUR PADARATHPUR UPADHYAY",584,513,0,1097,303,327,0,630,630,0,16,164,166,262,1,2,1,0,0,0,2,1,6,2,4,3,630
310,"P.P. MAHMOODPUR JANGAL",460,396,0,856,254,251,0,505,411,0,8,230,95,148,2,1,0,3,1,0,3,4,2,2,4,2,505
311,"P.P. BADAUNADEEH KATCH NO. 1",648,581,0,1229,401,381,0,782,782,0,30,318,327,75,2,3,1,1,2,3,4,1,5,4,3,3,782
312,"P.P. BADAUNADEEH KATCH NO. 2",212,166,0,378,116,90,0,206,195,0,5,20,137,38,2,0,0,0,0,0,2,0,0,2,0,0,206
313,"KANYA P.P. BADAUNADEEH",808,697,0,1505,489,404,0,893,893,0,35,208,402,195,2,6,4,2,1,1,3,5,9,13,3,4,893
314,"P.P. (SHESHPUR) GHURIPUR",230,212,0,442,137,150,0,287,272,15,3,67,197,3,0,0,0,0,0,1,7,0,3,3,1,2,287
315,"P.P. LAMAULI",800,701,0,1501,405,373,0,778,778,0,64,343,225,96,6,5,2,4,8,1,2,3,5,5,4,5,778
