"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - REKHA","2 - ANAND BHADAURIYA","3 - AJAY VERMA","4 - ANAND KUMAR","5 - KIRTI SINGH","6 - SWAMI DAYAL","7 - DAUD AHMAD","8 - KUWAR JITIN PRASAD","9 - LEKHRAJ","12 - RAM BALI","13 - RAJENDRA KUMAR SINGH","14 - SUKHVINDRA SINGH","15 - VIVEK MISHRA","16 - VIJAY KUMAR TIWARI","17 - MALA DEVI","18 - None of the Above","Total Votes Secured"
182,"P.S. DAHIRAPUR HO SULTANPUR TAKIYA",391,297,0,688,281,222,0,503,1,0,196,87,6,5,2,5,104,71,9,0,1,3,2,4,0,8,503
183,"P.S. POGLIPUR HO MAHUWATAL",449,393,0,842,291,248,0,539,10,0,216,151,4,2,3,1,69,76,4,2,1,3,3,1,1,2,539
184,"P.S. MAHUWATAL",420,351,0,771,291,231,0,522,8,0,169,58,6,6,4,6,65,142,3,0,1,1,1,2,1,57,522
185,"P.S. NAWVAPUR",646,544,0,1190,518,364,0,882,14,0,96,341,1,9,2,4,247,158,6,0,0,8,2,2,1,5,882
186,"P.S. BHADURPUR HO BHAGUTIPUR",318,263,0,581,222,146,0,368,4,0,224,101,2,2,0,2,11,16,4,1,0,1,3,0,0,1,368
187,"J.H.S. AKECHANDPUR FARIEDPUR",604,527,0,1131,442,365,0,807,518,0,106,427,1,10,1,3,206,32,9,0,0,5,3,0,0,4,807
188,"P.S. BEHDA KODHARA",351,304,0,655,280,212,0,492,52,0,191,26,2,1,0,2,169,89,3,1,1,3,1,1,0,2,492
189,"P.S. KORIYA GANGADAS",609,517,0,1126,475,349,0,824,9,0,314,261,7,8,2,4,158,33,13,0,2,7,3,5,2,5,824
190,"PS IBRAHIMPUR HO JAGDISHPUR",500,422,0,922,388,292,0,680,478,0,61,376,0,9,0,1,208,16,2,2,1,3,0,0,0,1,680
191,"P.S. KORIYA BISHUNBAWALI",420,353,0,773,320,248,0,568,568,0,147,133,2,5,1,0,244,24,6,1,0,3,2,0,0,0,568
192,"P.S. KATESAR.",435,388,0,823,322,255,0,577,577,0,245,171,4,3,0,5,55,67,5,2,3,2,3,3,3,6,577
193,"J.H.S KATESAR R.NO. 1",469,389,0,858,357,270,0,627,223,0,207,48,2,2,0,2,328,26,3,0,1,2,2,1,0,3,627
194,"J.H.S KATESAR R.NO. 2",416,366,0,782,258,179,0,437,276,0,112,88,3,7,3,4,156,48,3,0,1,3,1,2,3,3,437
195,"P.S. MOMNABAD HO PATTIKATESAR",528,451,0,979,393,290,0,683,17,0,359,156,3,3,0,3,109,28,5,0,1,4,5,3,0,4,683
196,"P.S. UDANAPUR KORAIYA R.NO. 1",697,543,0,1240,490,366,0,856,789,0,206,111,1,4,1,2,119,383,3,1,1,5,3,8,2,6,856
197,"P..S KORAIYA  R.NO. 1",363,310,0,673,217,148,0,365,3,0,191,40,1,2,0,0,30,89,3,0,0,5,0,2,0,2,365
198,"P.S. KORAIYA  R.NO. 2",326,266,0,592,213,174,0,387,10,0,7,146,0,4,1,1,43,180,0,0,5,0,0,0,0,0,387
199,"P.S. UDANAPUR KORAIYA R.NO. 2",636,463,0,1099,361,241,0,602,12,0,115,131,4,2,1,1,86,236,10,2,3,3,5,1,0,2,602
200,"J.H.S MUDRASAN R.NO. 1",729,630,0,1359,517,430,0,947,395,0,531,53,11,5,5,3,208,88,15,3,2,2,6,1,2,12,947
201,"J.H.S MUDRASAN R.NO. 2",709,566,1,1276,509,417,0,926,7,0,272,56,3,3,1,2,426,91,11,1,1,2,5,7,0,45,926
202,"P.S. VAZEERPUR",523,443,0,966,365,283,0,648,17,0,251,167,4,6,0,2,157,34,9,1,4,4,4,3,0,2,648
203,"P.S. MALLAPUR R.NO 1",694,560,0,1254,475,327,0,802,785,0,138,190,6,17,2,9,314,23,7,2,3,7,2,0,2,80,802
204,"PS MALLAPUR R.NO 2",566,482,0,1048,471,277,0,748,10,0,208,347,2,3,2,5,112,44,15,0,0,4,0,0,1,5,748
205,"P.S. CHAUCIYA HO PAITALA",314,257,0,571,244,177,0,421,189,0,155,96,4,4,1,5,115,24,6,0,1,3,0,3,1,3,421
206,"P.S. PATALA",532,454,0,986,407,309,0,716,515,0,306,118,1,5,2,2,220,42,5,2,1,5,2,0,0,5,716
207,"J.H.S NAVINAGAR R.NO 1",681,549,0,1230,491,381,0,872,23,0,467,115,7,3,2,6,158,79,5,5,1,4,9,3,1,7,872
208,"J.H.S NAVINAGAR R.NO 2",721,601,0,1322,416,316,0,732,77,0,364,163,4,8,3,2,104,63,11,3,0,0,4,0,1,2,732
209,"J.H.S. NAVINAGAR R.NO 3",655,562,0,1217,428,350,0,778,778,0,265,202,1,4,2,6,219,58,5,0,0,4,3,5,1,3,778
210,"P.S. NAVINAGAR",368,299,0,667,268,183,0,451,12,0,65,340,0,7,0,1,31,5,0,0,0,0,0,0,1,1,451
211,"P.S. FATEPUR HO NAVINAGAR",264,236,0,500,214,183,0,397,8,0,118,99,1,1,0,2,127,38,3,0,0,2,2,1,0,3,397
212,"P.S. TAHEPUR",626,516,0,1142,453,342,0,795,10,0,520,58,10,3,4,0,110,56,19,3,1,1,1,0,3,6,795
213,"P.S. AKICHANPUR TAPPA R. NO 1",557,400,0,957,355,200,0,555,300,0,162,325,0,5,0,1,39,11,6,1,0,1,0,0,3,1,555
214,"P.S. AKICHANPUR TAPPA R. NO 2",849,702,0,1551,472,286,0,758,756,0,147,311,9,6,2,5,179,72,6,2,5,3,0,4,3,4,758
215,"V.D.INTER COLLAGE SINGHNAPUR HO RAGWA",258,220,0,478,152,184,0,336,5,0,173,13,5,2,2,0,96,26,8,0,2,1,5,1,1,1,336
216,"P.S. RAGWA",751,633,0,1384,557,408,0,965,10,0,260,178,2,6,3,3,430,56,5,3,0,4,4,3,2,6,965
217,"P.S. NIBAURI R. NO 1",561,479,0,1040,411,333,0,744,2,0,487,10,5,2,1,2,203,11,10,1,1,3,1,2,1,4,744
218,"P.S. BAHERWA",390,352,0,742,341,275,0,616,2,0,294,15,15,1,1,3,175,93,7,3,1,2,0,1,2,3,616
219,"P.S. NIBAURI R. NO 2",781,660,0,1441,561,350,0,911,5,0,258,97,6,4,3,1,443,69,3,1,3,5,2,3,2,11,911
220,"P.S. RAWAL",567,452,0,1019,340,282,0,622,290,0,157,157,0,9,0,2,182,104,6,1,1,1,1,1,0,0,622
221,"P.S. AKAICHANPUR BERLY",353,267,0,620,259,165,0,424,12,0,212,18,1,1,0,0,163,19,4,1,0,0,2,0,2,1,424
222,"PS BILARIYA R. NO 1",465,394,0,859,386,302,0,688,10,0,201,202,5,14,3,2,225,14,9,4,2,3,1,1,1,1,688
223,"P.S. BILARIYA R. NO 2",524,410,0,934,410,303,0,713,654,0,404,188,2,6,3,2,84,8,3,1,1,2,4,0,2,3,713
224,"P.S. KISHUNPUR R. NO 1",602,513,0,1115,458,323,0,781,700,0,180,198,1,6,2,6,254,92,10,2,3,5,4,8,2,8,781
225,"PS KISHUNPUR R. NO 2",443,384,0,827,350,234,0,584,3,0,250,151,2,3,0,3,144,13,4,1,0,0,2,3,3,5,584
226,"P.S. AKBAPUR",382,315,0,697,336,239,0,575,2,0,300,58,2,3,6,1,44,95,37,3,3,5,4,4,2,8,575
227,"P.S. JAGMALPUR",843,658,0,1501,637,398,0,1035,696,0,350,233,6,8,1,2,251,170,3,3,0,2,1,2,2,1,1035
228,"J.H.S LALPUR",599,549,0,1148,456,368,0,824,71,0,300,109,5,10,4,5,99,257,10,3,2,2,6,3,1,8,824
229,"P.S. SAHAJADPUR",377,359,0,736,326,254,0,580,420,0,355,25,3,3,1,1,164,6,10,1,2,0,1,0,2,6,580
230,"P.S. BARAITI JALALPUR R. NO 1",501,417,0,918,350,253,0,603,82,0,185,199,3,5,2,3,107,81,4,2,0,2,0,2,0,8,603
231,"P.S. BARAITI JALALPUR R. NO 2",429,385,0,814,361,285,0,646,11,0,145,112,5,12,1,1,266,86,2,4,2,1,2,2,2,3,646
232,"P.S. DHAKERA R. NO 1",518,428,0,946,379,205,0,584,10,0,295,25,8,3,1,1,57,161,10,1,2,1,7,2,3,7,584
233,"P.S. DHAKERA R. NO 2",517,472,0,989,340,288,0,628,627,0,224,41,12,2,3,0,96,222,7,1,0,1,4,3,0,12,628
234,"P.S. DARIYAPUR",650,559,0,1209,497,379,0,876,29,0,287,285,6,13,3,3,188,39,11,1,0,5,7,3,0,25,876
235,"P.S. SULTANPUR SAHPUR R. NO 1",499,387,0,886,350,289,0,639,41,0,75,116,3,3,1,2,112,306,1,3,0,3,2,8,0,4,639
236,"P.S. SULTANPUR SAHPUR R. NO 2",442,368,0,810,304,216,0,520,10,0,84,79,3,4,0,0,153,169,3,3,0,6,5,5,2,4,520
237,"P.S. TANDAKALA",560,452,1,1013,409,262,0,671,62,0,282,50,3,10,3,2,170,74,7,1,2,6,4,7,2,48,671
238,"P.S. PEERAKPUR R. NO 1",533,474,0,1007,410,320,0,730,14,0,353,49,7,9,1,1,186,92,8,3,0,2,3,2,2,12,730
239,"P.S. PEERAKPUR R. NO 2",421,344,0,765,287,194,0,481,13,0,279,15,3,1,3,4,94,18,7,0,3,1,2,3,2,46,481
240,"P.S. BAHERWA HO AMITIYA",410,365,0,775,313,237,0,550,364,0,350,6,2,2,0,1,99,78,5,0,0,2,3,0,0,2,550
241,"P.S. AMITIYA",522,443,0,965,372,275,0,647,10,0,242,43,5,2,0,1,216,104,7,0,1,4,1,2,1,18,647
242,"P.S. RAJAEPUR",674,603,0,1277,533,394,0,927,927,0,368,257,5,15,2,7,88,112,14,5,3,3,2,2,3,41,927
243,"J.H.S RAJAEPUR",270,247,0,517,189,153,0,342,10,0,178,129,1,7,2,1,13,7,1,0,0,1,0,1,0,1,342
244,"P.S. JARTHUWA",548,459,0,1007,411,290,0,701,10,0,239,247,4,15,2,2,127,46,8,0,1,1,3,1,2,3,701
245,"PS KHIJRAPUR",472,368,0,840,344,239,0,583,7,0,409,21,0,7,2,2,62,66,2,0,3,2,1,1,1,4,583
246,"P.S. NEWADA",753,597,0,1350,554,378,0,932,9,0,391,202,6,13,6,5,222,49,19,2,0,0,0,1,2,14,932
247,"P.S. FIROJPUR GADSARI",722,581,0,1303,491,349,0,840,10,0,206,291,1,11,2,4,208,80,8,2,1,5,5,3,3,10,840
248,"P.S. DINGURA HO BELWA DIGURA",284,264,0,548,253,211,0,464,251,0,55,229,0,20,2,2,121,8,4,4,1,5,3,4,1,5,464
249,"P.S. DANDPURWA HO BELWA DIGURA",326,274,0,600,264,191,0,455,10,0,100,160,0,4,1,2,138,16,6,20,0,1,1,1,2,3,455
250,"P.S. MAZARI KARIENDA HO BHADFAR",652,521,0,1173,527,382,0,909,909,0,161,295,7,21,1,9,267,84,12,28,2,6,3,1,3,9,909
251,"JHS BHADFAR R. NO 1",286,240,0,526,200,176,0,376,10,0,81,37,1,1,1,0,221,22,3,2,0,3,1,0,1,2,376
252,"JHS BHADFAR R. NO 2",744,573,0,1317,571,377,0,948,47,0,428,93,9,5,2,0,281,79,16,4,3,6,11,2,1,8,948
253,"PS RUKHARA",626,526,0,1152,521,415,0,936,32,0,235,303,2,2,3,1,320,59,5,0,1,1,2,1,0,1,936
254,"PS NIBIYA SEKHNAPUR HO RUKHARA",552,510,0,1062,403,383,0,786,10,0,255,140,7,17,6,6,133,163,17,3,4,5,7,6,5,12,786
255,"PS BAHIYA BAHIRPUR",816,706,0,1522,636,439,0,1075,10,0,483,299,4,17,1,2,142,89,16,4,2,4,4,1,3,4,1075
256,"PS NEW HAJARIPURWA HO AMMBA",469,382,0,851,320,259,0,579,24,0,118,269,4,3,1,1,152,21,3,1,0,2,1,0,2,1,579
257,"JHS AMMBA",443,391,0,834,364,270,0,634,8,0,111,101,6,8,0,4,246,138,6,0,4,1,4,1,0,4,634
258,"PS CHANDESUWA R. NO 1",887,700,0,1587,647,398,0,1045,10,0,257,173,6,11,2,6,405,101,18,3,4,10,9,4,0,36,1045
259,"PS CHANDESUWA R. NO 2",307,246,0,553,209,131,0,340,9,0,53,64,5,2,1,0,178,24,4,0,0,1,1,2,1,4,340
260,"PS BELSUWA HO CHANDESUWA",469,382,0,851,377,267,0,644,1,0,122,105,1,3,2,0,357,24,13,2,3,3,2,0,1,6,644
261,"PS SAHAPUR R. NO 1",663,530,0,1193,377,267,0,644,1,0,122,105,1,3,2,0,357,24,13,2,3,3,2,0,1,6,644
262,"PS SAHAPUR R. NO 2",570,468,0,1038,460,304,0,764,12,0,270,378,5,9,0,5,34,50,5,0,2,2,1,1,1,1,764
263,"PS CHINIYA",417,347,0,764,334,264,0,598,1,0,132,195,4,9,1,1,224,16,4,2,1,1,4,3,0,1,598
264,"PS MIDANIYA",437,367,0,804,332,268,0,600,80,0,163,65,2,4,1,1,247,89,12,2,2,4,2,1,3,2,600
265,"PS DONWA HO SEKHNAPUR R. NO 1",807,751,0,1558,604,471,0,1075,9,0,314,217,10,3,3,9,384,86,17,6,1,5,4,3,0,13,1075
266,"PS DONWA HO SEKHNAPUR R. NO 2",509,442,1,952,389,297,0,686,27,0,158,144,0,3,2,3,278,69,17,0,1,2,3,3,0,3,686
267,"PS RUKANAPUR",832,623,1,1456,644,389,0,1033,180,0,295,389,3,10,3,4,250,45,10,2,5,4,1,4,3,5,1033
268,"PS UMARIYA HO PIPARIYA R. NO 1",626,536,0,1162,503,375,0,878,22,0,346,123,5,11,3,7,262,85,7,1,0,9,9,0,3,7,878
269,"PS UMARIYA HO PIPARIYA R. NO 2",301,265,0,566,247,201,0,448,447,0,233,64,2,4,1,2,91,39,2,1,0,4,0,2,0,3,448
270,"PS PIPARIYA",338,255,0,593,296,182,0,478,8,0,244,111,4,6,1,0,61,21,17,0,0,4,3,1,2,3,478
271,"PS TEJWAPUR",549,464,0,1013,451,337,0,788,10,0,162,132,1,8,2,14,341,82,18,4,1,6,5,6,3,3,788
272,"PS DHOLNA HO TEJWAPUR",309,254,0,563,258,154,0,412,395,0,87,189,1,12,0,1,77,38,2,1,2,0,1,0,1,0,412
273,"PS BHADPHAR FRIST",711,585,0,1296,473,388,0,861,16,0,515,61,6,7,1,3,173,35,38,2,2,4,7,0,1,6,861
274,"PS KUSEPA R. NO 1",509,433,0,942,384,271,0,655,655,0,131,161,3,13,0,2,278,55,4,2,0,3,0,1,0,2,655
275,"PS KUSEPA R. NO 2",634,539,1,1174,489,300,0,789,10,0,93,100,3,2,1,2,357,188,11,4,0,8,4,6,0,10,789
276,"PS RAMUWAPUR HO PATTIDAHELI",839,722,0,1561,666,331,0,997,700,0,424,38,14,8,4,0,283,164,25,13,4,8,3,4,1,4,997
277,"PS AMARNAGAR",512,439,0,951,422,344,0,766,545,0,312,322,1,14,0,7,63,10,17,4,0,2,7,4,2,1,766
278,"PS GURELA",394,335,0,729,346,256,0,602,10,0,180,178,6,14,2,4,150,20,19,5,5,4,3,0,5,7,602
279,"PS RATULI",730,567,0,1297,452,270,0,722,31,0,172,320,5,8,0,4,55,136,6,1,1,4,3,0,2,5,722
280,"PS PASURA BELWA R. NO 1",519,452,0,971,416,351,0,767,565,0,244,81,6,3,6,6,96,278,21,2,3,4,4,6,2,5,767
281,"PS PASURA BELWA R. NO 2",436,368,0,804,323,266,0,589,15,0,199,192,2,5,2,3,114,43,11,2,1,4,5,1,2,3,589
282,"PS MARSANDA R. NO 1",562,501,0,1063,462,307,0,769,157,0,326,205,9,8,0,3,39,158,8,1,2,2,1,2,0,5,769
283,"PS MARSANDA R. NO 2",610,525,0,1135,441,354,0,795,727,0,204,327,3,9,4,3,74,145,7,3,3,2,3,5,1,2,795
284,"PS ADAMALPUR",639,548,0,1187,513,409,0,922,13,0,397,139,6,7,3,8,221,83,21,2,5,2,8,7,3,10,922
285,"PS DARAPUR",479,463,0,942,411,335,0,746,10,0,347,69,2,2,2,4,178,120,9,1,1,3,3,2,1,2,746
286,"PS SAMOLIYA",509,492,0,1001,464,412,0,876,748,0,512,100,3,4,2,4,112,109,14,0,1,5,2,3,1,4,876
287,"PS SALARPUR",225,187,0,412,204,152,0,356,350,0,77,214,1,8,1,0,33,17,2,1,2,0,0,0,0,0,356
288,"P.S. PINDURIYA",531,467,1,999,485,303,0,788,788,0,186,21,1,2,1,4,504,53,3,1,0,3,1,1,3,4,788
289,"P.S. UMARA HO PINDURIYA",310,252,0,562,239,201,0,440,2,0,53,214,2,2,1,0,78,76,5,1,0,0,2,1,2,3,440
290,"P.S. RAMRUDHA",398,322,0,720,315,213,0,528,2,0,178,66,2,1,1,3,209,51,7,1,0,2,3,1,1,2,528
291,"P.S. SAITIYAPUR HO MUGULPUR",303,268,0,571,249,188,0,437,6,0,209,123,5,5,3,0,63,22,1,0,0,1,3,1,1,0,437
292,"P.S. MUGALPUR",506,454,0,960,418,335,0,753,37,0,201,155,3,2,1,2,300,76,4,1,0,3,2,0,0,3,753
293,"P.S. MAHASI",339,320,0,659,295,249,0,544,11,0,266,134,3,4,1,2,71,34,5,3,2,1,3,6,0,9,544
294,"P.S. JALHAPUR",273,251,0,524,221,180,0,401,343,0,189,8,4,0,1,0,171,22,4,0,1,1,0,0,0,0,401
295,"P.S. MUSIYANA",798,673,1,1472,643,501,0,1144,5,0,295,59,7,14,6,2,169,565,15,3,1,2,1,3,1,1,1144
296,"P.S. SONSARI",642,577,1,1220,504,385,0,889,10,0,433,149,5,11,2,4,112,155,4,2,2,2,3,2,2,1,889
297,"P.S. KHALEPURWA HO BUDHANAPUR",688,576,0,1264,484,299,0,783,591,0,213,92,13,8,3,4,279,101,43,4,5,3,3,4,3,5,783
298,"J.H.S KODARI HO SAMODIDEEH",550,472,0,1022,482,285,0,767,10,0,443,37,9,1,5,1,102,10,121,2,3,4,6,4,4,15,767
299,"P.S. SAMODIDEEH",484,456,0,940,374,316,0,690,10,0,269,17,8,3,3,3,190,107,45,14,2,7,7,4,0,11,690
300,"P.S. GAURCHUKHADIYA",632,517,0,1149,486,335,0,821,29,0,182,237,1,5,4,3,252,85,6,26,6,1,5,1,3,4,821
301,"P.S. HARKHIBEHAD",416,292,0,708,174,70,0,244,34,0,68,61,4,4,2,1,77,12,4,2,0,0,1,1,1,6,244
302,"P.S. CHANDI",344,273,0,617,242,167,0,409,337,0,199,14,1,7,0,0,27,152,6,0,1,1,1,0,0,0,409
303,"P.S. BARETI",354,274,0,628,236,149,0,385,360,0,96,84,3,9,1,4,87,63,26,0,1,2,3,2,1,3,385
304,"P.S. BELWAGOHANIYA",381,325,0,706,290,192,0,482,111,0,29,27,6,8,0,4,135,236,4,13,0,3,2,7,3,5,482
305,"P.S. PHOOLPUR GUNIYA",609,460,0,1069,512,329,0,841,840,0,328,118,3,6,1,1,312,35,17,1,1,5,5,0,5,3,841
306,"P.S. GUNIYA KHURD",249,201,0,450,183,132,0,315,48,0,36,24,4,1,0,1,201,34,2,2,1,0,1,6,1,1,315
307,"PS BARSINGHWA HO KHAIRIPATTI R. NO 1",561,458,0,1019,349,223,0,572,15,0,173,161,1,10,4,1,167,21,12,2,3,5,8,1,2,1,572
308,"P.S. BARSINGHWA HO KHAIRIPATTI R. NO 2",604,528,0,1132,365,205,0,570,567,0,243,140,5,4,1,0,109,41,7,1,3,6,2,3,0,5,570
309,"P.S. SUPAULI",544,485,0,1029,334,468,0,802,10,0,305,27,3,3,2,2,208,230,10,1,2,2,1,2,2,2,802
310,"P.S. MAKHUBEHEDH.",533,450,0,983,399,349,0,748,215,0,441,24,2,3,0,2,127,99,24,1,0,5,7,3,0,10,748
311,"PS KODARA HO PARWATPUR R. NO 1",730,631,0,1361,572,391,0,963,103,0,479,53,6,7,2,0,283,106,7,2,3,2,3,0,4,6,963
312,"P.S. KODARA HO PARWATPUR R. NO 2",492,409,0,901,355,272,0,627,615,0,250,9,3,2,1,4,200,122,6,2,4,4,8,3,3,6,627
313,"P.S. JALHEPUR",247,234,0,481,193,166,0,359,275,0,93,6,1,3,1,1,209,24,4,4,3,4,0,2,2,2,359
314,"P.S. GADAUSA R. NO 1",857,695,1,1553,591,438,0,1029,210,0,372,34,9,7,4,3,476,67,27,1,1,9,2,4,1,12,1029
315,"P.S. GADAUSA R. NO 2",432,362,1,795,341,203,0,544,10,0,244,16,3,4,0,3,198,54,11,0,0,2,3,2,0,4,544
